,SUB
2022-09-30,8545742086
2022-10-03,8549071813
2022-10-04,8564055580
2022-10-05,8562390717
2022-10-06,8564888012
2022-10-07,8567385306
2022-10-10,8574044759
2022-10-11,8557396128
2022-10-12,8577374485
2022-10-13,8559893422
2022-10-14,8567385306
2022-10-17,8568217738
2022-10-18,8565720443
2022-10-19,8559893422
2022-10-20,8554066402
2022-10-21,8549904244
2022-10-24,8546574518
2022-10-25,8532423182
2022-10-26,8539915066
2022-10-27,8549904244
2022-10-28,8549071813
2022-10-31,8539082634
2022-11-01,8537417771
2022-11-02,8548239381
2022-11-03,8549071813
2022-11-04,8555731265
2022-11-07,8549904244
2022-11-08,8549071813
2022-11-09,8564888012
2022-11-10,8603179862
2022-11-11,8606509588
2022-11-14,8596520410
2022-11-15,8599850136
2022-11-16,8626487945
2022-11-17,8628152808
2022-11-18,8634812260
2022-11-21,8638974418
2022-11-22,8643969007
2022-11-23,8655623048
2022-11-25,8657287912
2022-11-28,8662282501
2022-11-29,8672271679
2022-11-30,8688920310
2022-12-01,8691417604
2022-12-02,8685590584
2022-12-05,8687255447
2022-12-06,8692250036
2022-12-07,8696412193
2022-12-08,8697244625
2022-12-09,8691417604
2022-12-12,8688087878
2022-12-13,8698077056
2022-12-14,8690585173
2022-12-15,8684758152
2022-12-16,8679763563
2022-12-19,8679763563
2022-12-20,8668941953
2022-12-21,8673936542
2022-12-22,8672271679
2022-12-23,8676433837
2022-12-27,8671439248
2022-12-28,8667277090
2022-12-29,8673104111
2022-12-30,8679763563
2023-01-03,8686423015
2023-01-04,8692250036
2023-01-05,8687255447
2023-01-06,8706401372
2023-01-09,8719720276
2023-01-10,8718887845
2023-01-11,8718055413
2023-01-12,8734704044
2023-01-13,8723882434
2023-01-17,8728044592
2023-01-18,8743028359
2023-01-19,8745525654
2023-01-20,8740531065
2023-01-23,8736368907
2023-01-24,8742195928
2023-01-25,8752185106
2023-01-26,8742195928
2023-01-27,8741363496
2023-01-30,8732206749
2023-01-31,8738033770
2023-02-01,8740531065
2023-02-02,8743860791
2023-02-03,8726379728
2023-02-06,8714725687
2023-02-07,8710563529
2023-02-08,8708066235
2023-02-09,8700574351
2023-02-10,8693082467
2023-02-13,8698909488
2023-02-14,8685590584
2023-02-15,8669774384
2023-02-16,8643969007
2023-02-17,8628152808
2023-02-21,8614833903
2023-02-22,8617331198
2023-02-23,8618996061
2023-02-24,8605677157
2023-02-27,8614001472
2023-02-28,8618163630
2023-03-01,8599017704
2023-03-02,8600682567
2023-03-03,8614001472
2023-03-06,8616498767
2023-03-07,8622325787
2023-03-08,8640639281
2023-03-09,8637309555
2023-03-10,8648963596
2023-03-13,8673936542
2023-03-14,8664779795
2023-03-15,8696412193
2023-03-16,8688087878
2023-03-17,8708898666
2023-03-20,8689752741
2023-03-21,8682260857
2023-03-22,8712228392
2023-03-23,8708898666
2023-03-24,8718055413
2023-03-27,8711395961
2023-03-28,8718055413
2023-03-29,8723050002
2023-03-30,8724714865
2023-03-31,8713893256
2023-04-03,8727212160
2023-04-04,8730541886
2023-04-05,8738866201
2023-04-06,8738033770
2023-04-10,8723882434
2023-04-11,8727212160
2023-04-12,8740531065
2023-04-13,8733871612
2023-04-14,8731374318
2023-04-17,8716390550
2023-04-18,8697244625
2023-04-19,8681428426
2023-04-20,8687255447
2023-04-21,8681428426
2023-04-24,8688920310
2023-04-25,8698077056
2023-04-26,8688087878
2023-04-27,8677266268
2023-04-28,8685590584
2023-05-01,8651460891
2023-05-02,8663114932
2023-05-03,8675601405
2023-05-04,8678098700
2023-05-05,8676433837
2023-05-08,8671439248
2023-05-09,8677266268
2023-05-10,8681428426
2023-05-11,8672271679
2023-05-12,8663947364
2023-05-15,8664779795
2023-05-16,8658952775
2023-05-17,8653125754
2023-05-18,8628985239
2023-05-19,8616498767
2023-05-22,8610671746
2023-05-23,8611504177
2023-05-24,8594855547
2023-05-25,8594023115
2023-05-26,8602347431
2023-05-30,8614833903
2023-05-31,8627320376
2023-06-01,8621493356
2023-06-02,8616498767
2023-06-05,8623158219
2023-06-06,8631482534
2023-06-07,8628152808
2023-06-08,8631482534
2023-06-09,8630650103
2023-06-12,8636477123
2023-06-13,8639806849
2023-06-14,8639806849
2023-06-15,8647298733
2023-06-16,8645633870
2023-06-20,8648131165
2023-06-21,8655623048
2023-06-22,8647298733
2023-06-23,8657287912
2023-06-26,8657287912
2023-06-27,8665612227
2023-06-28,8667277090
2023-06-29,8653958185
2023-06-30,8660617638
2023-07-03,8644801439
2023-07-05,8648963596
2023-07-06,8643136575
2023-07-07,8647298733
2023-07-10,8651460891
2023-07-11,8650628459
2023-07-12,8660617638
2023-07-13,8670606816
2023-07-14,8663114932
2023-07-17,8668941953
2023-07-18,8671439248
2023-07-19,8678098700
2023-07-20,8673936542
2023-07-21,8677266268
2023-07-24,8678098700
2023-07-25,8675601405
2023-07-26,8678931131
2023-07-27,8668109521
2023-07-28,8660617638
2023-07-31,8653958185
2023-08-01,8637309555
2023-08-02,8633147397
2023-08-03,8615666335
2023-08-04,8623990650
2023-08-07,8626487945
2023-08-08,8627320376
2023-08-09,8628985239
2023-08-10,8628152808
2023-08-11,8630650103
2023-08-14,8631482534
2023-08-15,8633979829
2023-08-16,8633147397
2023-08-17,8637309555
2023-08-18,8629817671
2023-08-21,8623990650
2023-08-22,8622325787
2023-08-23,8627320376
2023-08-24,8622325787
2023-08-25,8621493356
2023-08-28,8622325787
2023-08-29,8635644692
2023-08-30,8633147397
2023-08-31,8638974418
2023-09-01,8626487945
2023-09-05,8623158219
2023-09-06,8622325787
2023-09-07,8628985239
2023-09-08,8625655513
2023-09-11,8627320376
2023-09-12,8626487945
2023-09-13,8628985239
2023-09-14,8623990650
2023-09-15,8622325787
2023-09-18,8624823082
2023-09-19,8622325787
2023-09-20,8621493356
2023-09-21,8603179862
2023-09-22,8603179862
2023-09-25,8580704211
2023-09-26,8579871779
2023-09-27,8572379895
2023-09-28,8559060991
2023-09-29,8562390717
2023-10-02,8543244792
2023-10-03,8543244792
2023-10-04,8556563696
2023-10-05,8554898833
2023-10-06,8542412360
2023-10-09,8569050169
2023-10-10,8562390717
2023-10-11,8594023115
2023-10-12,8581536642
2023-10-13,8589028526
2023-10-16,8591525821
2023-10-17,8584866368
2023-10-18,8580704211
2023-10-19,8556563696
2023-10-20,8559060991
2023-10-23,8559893422
2023-10-24,8571547464
2023-10-25,8564055580
2023-10-26,8579039348
2023-10-27,8573212327
2023-10-30,8579039348
2023-10-31,8580704211
2023-11-01,8578206916
2023-11-02,8597352841
2023-11-03,8621493356
2023-11-06,8611504177
2023-11-07,8628152808
2023-11-08,8638974418
2023-11-09,8633147397
2023-11-10,8644801439
2023-11-13,8648963596
2023-11-14,8662282501
2023-11-15,8659785206
2023-11-16,8664779795
2023-11-17,8668941953
2023-11-20,8686423015
2023-11-21,8678098700
2023-11-22,8694747330
2023-11-24,8688087878
2023-11-27,8693914899
2023-11-28,8701406783
2023-11-29,8730541886
2023-11-30,8732206749
2023-12-01,8723882434
2023-12-04,8721385139
2023-12-05,8741363496
2023-12-06,8738866201
2023-12-07,8743860791
2023-12-08,8742195928
2023-12-11,8747190517
2023-12-12,8751352674
2023-12-13,8766336442
2023-12-14,8760509421
2023-12-15,8759676990
2023-12-18,8760509421
2023-12-19,8757179695
2023-12-20,8777158052
2023-12-21,8769666168
2023-12-22,8775493189
2023-12-26,8776325620
2023-12-27,8778822915
2023-12-28,8773828326
2023-12-29,8776325620
2024-01-02,8768833737
2024-01-03,8775493189
2024-01-04,8766336442
2024-01-05,8766336442
2024-01-08,8768001305
2024-01-09,8758012127
2024-01-10,8742195928
2024-01-11,8747190517
2024-01-12,8745525654
2024-01-16,8738033770
2024-01-17,8736368907
2024-01-18,8727212160
2024-01-19,8718887845
2024-01-22,8728044592
2024-01-23,8728044592
2024-01-24,8724714865
2024-01-25,8734704044
2024-01-26,8734704044
2024-01-29,8743860791
2024-01-30,8743028359
2024-01-31,8758844558
2024-02-01,8756347264
2024-02-02,8735536475
2024-02-05,8740531065
2024-02-06,8738866201
2024-02-07,8734704044
2024-02-08,8742195928
2024-02-09,8733039181
2024-02-12,8733039181
2024-02-13,8725547297
2024-02-14,8732206749
2024-02-15,8738866201
2024-02-16,8735536475
2024-02-20,8739698633
2024-02-21,8739698633
2024-02-22,8740531065
2024-02-23,8750520243
2024-02-26,8743860791
2024-02-27,8742195928
2024-02-28,8740531065
2024-02-29,8747190517
2024-03-01,8738033770
2024-03-04,8729709455
2024-03-05,8738866201
2024-03-06,8738033770
2024-03-07,8749687811
2024-03-08,8745525654
2024-03-11,8740531065
2024-03-12,8746358085
2024-03-13,8743028359
2024-03-14,8735536475
2024-03-15,8732206749
2024-03-18,8736368907
2024-03-19,8738033770
2024-03-20,8734704044
2024-03-21,8733039181
2024-03-22,8733871612
2024-03-25,8726379728
2024-03-26,8721385139
2024-03-27,8721385139
2024-03-28,8718055413
2024-04-01,8698909488
2024-04-02,8688920310
2024-04-03,8686423015
2024-04-04,8688920310
2024-04-05,8687255447
2024-04-08,8688087878
2024-04-09,8694747330
2024-04-10,8677266268
2024-04-11,8681428426
2024-04-12,8689752741
2024-04-15,8693082467
2024-04-16,8687255447
2024-04-17,8702239214
2024-04-18,8703071646
2024-04-19,8706401372
2024-04-22,8708898666
2024-04-23,8708066235
2024-04-24,8699741920
2024-04-25,8692250036
2024-04-26,8691417604
2024-04-29,8697244625
2024-04-30,8702239214
2024-05-01,8694747330
2024-05-02,8699741920
2024-05-03,8698909488
2024-05-06,8701350817
2024-05-07,8710497005
2024-05-08,8715425912
2024-05-09,8704614792
2024-05-10,8702951543
2024-05-13,8706235159
2024-05-14,8699586640
2024-05-15,8707066223
2024-05-16,8709064059
2024-05-17,8699087088
2024-05-20,8720356698
2024-05-21,8713684657
2024-05-22,8698672567
2024-05-23,8693668536
2024-05-24,8696343909
2024-05-28,8701493960
2024-05-29,8692562840
2024-05-30,8694232560
2024-05-31,8703505960
2024-06-03,8656217266
2024-06-04,8667865386
2024-06-05,8672857437
2024-06-06,8677811921
2024-06-07,8665203913
2024-06-10,8652167781
2024-06-11,8657975161
2024-06-12,8665441794
2024-06-13,8671799991
2024-06-14,8674287837
2024-06-17,8667498160
2024-06-18,8680758819
2024-06-20,8670010268
2024-06-21,8673325442
2024-06-24,8677437036
2024-06-25,8679095409
2024-06-26,8668315984
2024-06-27,8673266358
2024-06-28,8685875680
2024-07-01,8604493422
2024-07-02,8617693028
2024-07-03,8625117807
2024-07-05,8618522366
2024-07-08,8603975310
2024-07-09,8607263663
2024-07-10,8607263663
2024-07-11,8618849805
2024-07-12,8618566575
2024-07-15,8608662396
2024-07-16,8618714872
2024-07-17,8621175955
2024-07-18,8617301883
2024-07-19,8616481422
2024-07-22,8621069060
2024-07-23,8625169255
2024-07-24,8621037211
2024-07-25,8618576870
2024-07-26,8621857325
2024-07-29,8613948085
2024-07-30,8622140922
2024-07-31,8625418056
2024-08-01,8604401634
2024-08-02,8640386205
2024-08-05,8680216771
2024-08-06,8681039229
2024-08-07,8676926941
2024-08-08,8671335158
2024-08-09,8673802578
