,CSGP
2014-09-26,5002539200
2014-09-29,4945403600
2014-09-30,4938835500
2014-10-01,4843552500
2014-10-02,4748269500
2014-10-03,4834024200
2014-10-06,4789558800
2014-10-07,4652986500
2014-10-08,4786382700
2014-10-09,4643458200
2014-10-10,4513238100
2014-10-13,4370313600
2014-10-14,4408426800
2014-10-15,4414779000
2014-10-16,4402074600
2014-10-17,4532294700
2014-10-20,4525942500
2014-10-21,4681571400
2014-10-22,4554527400
2014-10-23,4665690900
2014-10-24,4710156300
2014-10-27,4710156300
2014-10-28,4795911000
2014-10-29,4760973900
2014-10-30,5119873200
2014-10-31,5116697100
2014-11-03,5107168799
2014-11-04,5110344900
2014-11-05,5078583900
2014-11-06,5049999000
2014-11-07,5053175100
2014-11-10,5081760000
2014-11-11,5100816600
2014-11-12,5145282000
2014-11-13,5084936100
2014-11-14,5100816600
2014-11-17,5059527300
2014-11-18,5164338600
2014-11-19,5189747400
2014-11-20,5272326000
2014-11-21,5323143600
2014-11-24,5361256800
2014-11-25,5367609000
2014-11-26,5358080700
2014-11-28,5408898300
2014-12-01,5304087000
2014-12-02,5339024100
2014-12-03,5335848000
2014-12-04,5288206500
2014-12-05,5313615300
2014-12-08,5224684500
2014-12-09,5240565000
2014-12-10,5304087000
2014-12-11,5367609000
2014-12-12,5319967500
2014-12-15,5348552400
2014-12-16,5437483200
2014-12-17,5599464300
2014-12-18,5793206399
2014-12-19,5882137200
2014-12-22,5939307000
2014-12-23,5939307000
2014-12-24,5894841600
2014-12-26,5983772400
2014-12-29,5872608899
2014-12-30,5840847900
2014-12-31,5844171600
2015-01-02,5732763100
2015-01-05,5621354600
2015-01-06,5595889799
2015-01-07,5627720800
2015-01-08,5729580000
2015-01-09,5640453200
2015-01-12,5630903900
2015-01-13,5576791200
2015-01-14,5551326400
2015-01-15,5411270000
2015-01-16,5567241899
2015-01-20,5599072900
2015-01-21,5637270100
2015-01-22,5799608200
2015-01-23,5987411100
2015-01-26,5961946300
2015-01-27,5920566000
2015-01-28,5869636400
2015-01-29,5914199799
2015-01-30,5872819500
2015-02-02,5942847700
2015-02-03,6089270300
2015-02-04,6070171700
2015-02-05,6210228100
2015-02-06,6111552000
2015-02-09,6076537900
2015-02-10,6143383000
2015-02-11,6232509799
2015-02-12,6366200000
2015-02-13,6382115500
2015-02-17,5981044900
2015-02-18,5895101200
2015-02-19,5990594200
2015-02-20,6086087200
2015-02-23,6022425200
2015-02-24,5946030800
2015-02-25,6105185800
2015-02-26,6232509799
2015-02-27,6340735200
2015-03-02,6331185900
2015-03-03,6305721100
2015-03-04,6194312600
2015-03-05,6165664700
2015-03-06,6114735100
2015-03-09,6127467500
2015-03-10,6076537900
2015-03-11,6079721000
2015-03-12,6133833700
2015-03-13,6108368900
2015-03-16,6222960500
2015-03-17,6203861899
2015-03-18,6235692900
2015-03-19,6292988700
2015-03-20,6264340800
2015-03-23,6385298600
2015-03-24,6219777400
2015-03-25,5987411100
2015-03-26,6019242100
2015-03-27,6114735100
2015-03-30,6289805600
2015-03-31,6298457003
2015-04-01,6295272747
2015-04-02,6314378279
2015-04-06,6371694875
2015-04-07,6276167216
2015-04-08,6266614450
2015-04-09,6378063385
2015-04-10,6604145512
2015-04-13,6355773598
2015-04-14,6292088492
2015-04-15,6225219131
2015-04-16,6247508918
2015-04-17,6158349769
2015-04-20,6272982960
2015-04-21,6349405088
2015-04-22,6333483811
2015-04-23,6390800407
2015-04-24,6352589343
2015-04-27,6371694875
2015-04-28,6374879130
2015-04-29,6368510620
2015-04-30,6508617853
2015-05-01,6511802108
2015-05-04,6444932747
2015-05-05,6346220832
2015-05-06,6295272747
2015-05-07,6320746790
2015-05-08,6448117002
2015-05-11,6473591045
2015-05-12,6559565938
2015-05-13,6534091896
2015-05-14,6677383385
2015-05-15,6741068491
2015-05-18,6785648065
2015-05-19,6820674874
2015-05-20,6696488916
2015-05-21,6766542533
2015-05-22,6674199129
2015-05-26,6635988066
2015-05-27,6702857427
2015-05-28,6750621257
2015-05-29,6651909342
2015-06-01,6578671470
2015-06-02,6559565938
2015-06-03,6613698278
2015-06-04,6553197427
2015-06-05,6690120406
2015-06-08,6553197427
2015-06-09,6409905939
2015-06-10,6553197427
2015-06-11,6502249343
2015-06-12,6569118704
2015-06-15,6524539130
2015-06-16,6600961257
2015-06-17,6569118704
2015-06-18,6635988066
2015-06-19,6591408491
2015-06-22,6632803810
2015-06-23,6553197427
2015-06-24,6479959555
2015-06-25,6569118704
2015-06-26,6562750193
2015-06-29,6416274449
2015-06-30,6349238809
2015-07-01,6349238809
2015-07-02,6387088221
2015-07-06,6396550573
2015-07-07,6450170573
2015-07-08,6320851750
2015-07-09,6428091750
2015-07-10,6563718808
2015-07-13,6557410573
2015-07-14,6500636456
2015-07-15,6636263514
2015-07-16,6787661161
2015-07-17,6828664690
2015-07-20,6847589396
2015-07-21,6888592925
2015-07-22,6743503514
2015-07-23,6749811749
2015-07-24,6775044690
2015-07-27,6607876455
2015-07-28,6667804690
2015-07-29,6715116455
2015-07-30,6544794103
2015-07-31,6349238809
2015-08-03,6223074103
2015-08-04,6178916456
2015-08-05,6245152927
2015-08-06,6134758809
2015-08-07,6210457633
2015-08-10,6317697632
2015-08-11,6264077633
2015-08-12,6197841162
2015-08-13,6166299986
2015-08-14,6169454103
2015-08-17,6188378809
2015-08-18,6109525868
2015-08-19,6059059986
2015-08-20,5932895280
2015-08-21,5727877634
2015-08-24,5361999988
2015-08-25,5384078811
2015-08-26,5526014105
2015-08-27,5658487046
2015-08-28,5721569398
2015-08-31,5582788222
2015-09-01,5406157634
2015-09-02,5507089399
2015-09-03,5620637634
2015-09-04,5513397634
2015-09-08,5658487046
2015-09-09,5595404693
2015-09-10,5614329399
2015-09-11,5652178810
2015-09-14,5585942340
2015-09-15,5664795281
2015-09-16,5674257634
2015-09-17,5708952928
2015-09-18,5573325869
2015-09-21,5633254105
2015-09-22,5548092928
2015-09-23,5516551752
2015-09-24,5418774105
2015-09-25,5399849399
2015-09-28,5245297635
2015-09-29,5188523517
2015-09-30,5539026900
2015-10-01,5443029900
2015-10-02,5606224800
2015-10-05,5750220300
2015-10-06,5817418200
2015-10-07,5942214300
2015-10-08,6035011400
2015-10-09,6006212300
2015-10-12,6003012400
2015-10-13,5903815500
2015-10-14,5839817500
2015-10-15,5935814500
2015-10-16,5913415200
2015-10-19,5945414199
2015-10-20,5859016900
2015-10-21,5839817500
2015-10-22,5974213300
2015-10-23,6108609100
2015-10-26,6099009400
2015-10-27,6118208800
2015-10-28,6153407700
2015-10-29,6486197300
2015-10-30,6498996900
2015-11-02,6518196300
2015-11-03,6438198800
2015-11-04,6511796500
2015-11-05,6543795500
2015-11-06,6530995900
2015-11-09,6514996400
2015-11-10,6537395700
2015-11-11,6550195300
2015-11-12,6534195800
2015-11-13,6393400200
2015-11-16,6450998400
2015-11-17,6479797500
2015-11-18,6652592100
2015-11-19,6559795000
2015-11-20,6543795500
2015-11-23,6569394700
2015-11-24,6703790500
2015-11-25,6684591100
2015-11-27,6719790000
2015-11-30,6694190800
2015-12-01,6700590600
2015-12-02,6662191800
2015-12-03,6553395200
2015-12-04,6690990900
2015-12-07,6617393200
2015-12-08,6610993400
2015-12-09,6601393700
2015-12-10,6642992400
2015-12-11,6479797500
2015-12-14,6514996400
2015-12-15,6486197300
2015-12-16,6655792000
2015-12-17,6585394199
2015-12-18,6518196300
2015-12-21,6540595600
2015-12-22,6454198300
2015-12-23,6482997400
2015-12-24,6646192300
2015-12-28,6706990400
2015-12-29,6732589600
2015-12-30,6636592599
2015-12-31,6631969500
2016-01-04,6336787500
2016-01-05,6407374500
2016-01-06,6253366499
2016-01-07,5913265500
2016-01-08,5842678500
2016-01-11,5778508500
2016-01-12,5945350500
2016-01-13,5781717000
2016-01-14,5887597500
2016-01-15,5717547000
2016-01-19,5695087500
2016-01-20,5589207000
2016-01-21,5653377000
2016-01-22,5720755499
2016-01-25,5486535000
2016-01-26,5476909500
2016-01-27,5457658500
2016-01-28,5467284000
2016-01-29,5627709000
2016-02-01,5688670500
2016-02-02,5425573500
2016-02-03,5361403500
2016-02-04,5531453999
2016-02-05,5239480499
2016-02-08,4777456500
2016-02-09,4941090000
2016-02-10,5037345000
2016-02-11,4986009000
2016-02-12,5059804500
2016-02-16,5213812500
2016-02-17,5457658500
2016-02-18,5396697000
2016-02-19,5505786000
2016-02-22,5528245500
2016-02-23,5544288000
2016-02-24,5547496500
2016-02-25,5492952000
2016-02-26,5749632000
2016-02-29,5682253500
2016-03-01,5749632000
2016-03-02,5752840500
2016-03-03,5817010500
2016-03-04,5881180499
2016-03-07,5926099500
2016-03-08,5698296000
2016-03-09,5752840500
2016-03-10,5701504500
2016-03-11,5861929500
2016-03-14,5855512500
2016-03-15,5691878999
2016-03-16,5906848500
2016-03-17,5961392999
2016-03-18,5983852500
2016-03-21,6070482000
2016-03-22,6089733000
2016-03-23,5877972000
2016-03-24,5877972000
2016-03-28,5903640000
2016-03-29,5974227000
2016-03-30,5983852500
2016-03-31,6057405200
2016-04-01,6002689000
2016-04-04,5951191399
2016-04-05,5835321800
2016-04-06,5989814600
2016-04-07,5793480000
2016-04-08,5796698600
2016-04-11,5690484800
2016-04-12,5706577800
2016-04-13,5841759000
2016-04-14,5787042800
2016-04-15,5835321800
2016-04-18,5896475200
2016-04-19,5922224000
2016-04-20,5902912400
2016-04-21,5886819400
2016-04-22,5935098400
2016-04-25,5899693799
2016-04-26,5890038000
2016-04-27,5777387000
2016-04-28,6260177000
2016-04-29,6350297800
2016-05-02,6401795400
2016-05-03,6282707200
2016-05-04,6269832800
2016-05-05,6221553799
2016-05-06,6302018799
2016-05-09,6343860600
2016-05-10,6527320800
2016-05-11,6363172200
2016-05-12,6450074400
2016-05-13,6359953600
2016-05-16,6363172200
2016-05-17,6285925800
2016-05-18,6347079200
2016-05-19,6308456000
2016-05-20,6359953600
2016-05-23,6395358200
2016-05-24,6482260400
2016-05-25,6517665000
2016-05-26,6565944000
2016-05-27,6646409000
2016-05-31,6649627600
2016-06-01,6733311200
2016-06-02,6736529800
2016-06-03,6685032200
2016-06-06,6742967000
2016-06-07,6807339000
2016-06-08,6845962200
2016-06-09,6907115600
2016-06-10,6730092600
2016-06-13,6723655400
2016-06-14,6781590200
2016-06-15,6746185600
2016-06-16,6765497200
2016-06-17,6649627600
2016-06-20,6762278600
2016-06-21,6752622800
2016-06-22,6749404200
2016-06-23,6997236399
2016-06-24,6849180800
2016-06-27,6514446399
2016-06-28,6598130000
2016-06-29,6829869200
2016-06-30,7039078200
2016-07-01,7032641000
2016-07-05,6952176000
2016-07-06,6945738799
2016-07-07,6984362000
2016-07-08,7129199000
2016-07-11,7138854800
2016-07-12,7148510600
2016-07-13,7116324600
2016-07-14,7093794400
2016-07-15,7039078200
2016-07-18,7074482800
2016-07-19,7064827000
2016-07-20,7077701399
2016-07-21,7019766600
2016-07-22,7151729200
2016-07-25,7116324600
2016-07-26,7212882600
2016-07-27,7167822200
2016-07-28,6668939200
2016-07-29,6691469400
2016-08-01,6611004400
2016-08-02,6591692800
2016-08-03,6630316000
2016-08-04,6607785800
2016-08-05,6620660200
2016-08-08,6665720600
2016-08-09,6678595000
2016-08-10,6697906600
2016-08-11,6694688000
2016-08-12,6688250800
2016-08-15,6730092600
2016-08-16,6720436800
2016-08-17,6614223000
2016-08-18,6685032200
2016-08-19,6701125200
2016-08-22,6681813600
2016-08-23,6713999600
2016-08-24,6646409000
2016-08-25,6652846200
2016-08-26,6694688000
2016-08-29,6672157800
2016-08-30,6598130000
2016-08-31,6672157800
2016-09-01,6762278600
2016-09-02,6858836600
2016-09-06,6903897000
2016-09-07,6955394600
2016-09-08,6968269000
2016-09-09,6620660200
2016-09-12,6791246000
2016-09-13,6656064800
2016-09-14,6665720600
2016-09-15,6820213400
2016-09-16,6771934400
2016-09-19,6791246000
2016-09-20,6797683200
2016-09-21,6939301600
2016-09-22,7035859600
2016-09-23,7016548000
2016-09-26,6926427200
2016-09-27,7074482800
2016-09-28,7154947800
2016-09-29,6955394600
2016-09-30,6974114500
2016-10-03,6941901500
2016-10-04,6903245900
2016-10-05,6951565399
2016-10-06,6900024600
2016-10-07,6816270800
2016-10-10,6851705100
2016-10-11,6732517000
2016-10-12,6726074400
2016-10-13,6668091000
2016-10-14,6719631800
2016-10-17,6697082700
2016-10-18,6758287400
2016-10-19,6787279100
2016-10-20,6719631800
2016-10-21,6755066100
2016-10-24,6838819900
2016-10-25,6819492100
2016-10-26,6732517000
2016-10-27,6191338600
2016-10-28,6143019100
2016-10-31,6027052300
2016-11-01,5949741100
2016-11-02,5894979000
2016-11-03,5894979000
2016-11-04,5911085500
2016-11-07,5956183699
2016-11-08,5933634600
2016-11-09,6017388400
2016-11-10,5917528100
2016-11-11,5994839300
2016-11-14,6233215500
2016-11-15,6291198900
2016-11-16,6352403600
2016-11-17,6410387000
2016-11-18,6275092400
2016-11-21,6355624900
2016-11-22,6374952700
2016-11-23,6481255600
2016-11-25,6552124200
2016-11-28,6391059200
2016-11-29,6281535000
2016-11-30,6155904300
2016-12-01,5808003900
2016-12-02,5901421600
2016-12-05,5933634600
2016-12-06,6030273600
2016-12-07,6078593100
2016-12-08,6155904300
2016-12-09,6181674700
2016-12-12,6184896000
2016-12-13,6271871100
2016-12-14,6217109000
2016-12-15,6201002500
2016-12-16,6136576500
2016-12-19,6107584800
2016-12-20,6210666400
2016-12-21,6143019100
2016-12-22,6120470000
2016-12-23,6146240399
2016-12-27,6159125600
2016-12-28,6139797800
2016-12-29,6052822700
2016-12-30,6072150500
2017-01-03,6006563600
2017-01-04,6158260799
2017-01-05,6180854000
2017-01-06,6190536800
2017-01-09,6209902399
2017-01-10,6267999200
2017-01-11,6397103200
2017-01-12,6380965200
2017-01-13,6490703600
2017-01-17,6426151600
2017-01-18,6435834400
2017-01-19,6419696400
2017-01-20,6471338000
2017-01-23,6461655200
2017-01-24,6552028000
2017-01-25,6597214400
2017-01-26,6564938400
2017-01-27,6539117600
2017-01-30,6519752000
2017-01-31,6522979600
2017-02-01,6561710799
2017-02-02,6500386400
2017-02-03,6571393600
2017-02-06,6571393600
2017-02-07,6597214400
2017-02-08,6568166000
2017-02-09,6577848800
2017-02-10,6590759200
2017-02-13,6635945600
2017-02-14,6626262800
2017-02-15,6687587200
2017-02-16,6729546000
2017-02-17,6768277200
2017-02-21,6823146400
2017-02-22,6777960000
2017-02-23,6510069200
2017-02-24,6497158800
2017-02-27,6584304000
2017-02-28,6558483200
2017-03-01,6674676800
2017-03-02,6613352399
2017-03-03,6652083600
2017-03-06,6642400799
2017-03-07,6613352399
2017-03-08,6648856000
2017-03-09,6687587200
2017-03-10,6623035200
2017-03-13,6635945600
2017-03-14,6616580000
2017-03-15,6616580000
2017-03-16,6674676800
2017-03-17,6619807600
2017-03-20,6681132000
2017-03-21,6623035200
2017-03-22,6600442000
2017-03-23,6655311200
2017-03-24,6703725200
2017-03-27,6732773600
2017-03-28,6677904400
2017-03-29,6752139200
2017-03-30,6671449200
2017-03-31,6714523200
2017-04-03,6721004399
2017-04-04,6675636000
2017-04-05,6669154799
2017-04-06,6688598400
2017-04-07,6695079600
2017-04-10,6708042000
2017-04-11,6656192400
2017-04-12,6630267600
2017-04-13,6627027000
2017-04-17,6714523200
2017-04-18,6785816400
2017-04-19,6879793800
2017-04-20,6986733600
2017-04-21,6977011800
2017-04-24,7035342600
2017-04-25,7002936600
2017-04-26,7109876400
2017-04-27,7670500200
2017-04-28,7806605400
2017-05-01,7858455000
2017-05-02,7932988800
2017-05-03,7981597800
2017-05-04,8056131600
2017-05-05,8192236800
2017-05-08,8159830800
2017-05-09,8176033800
2017-05-10,8182515000
2017-05-11,8195477400
2017-05-12,8169552600
2017-05-15,8282973600
2017-05-16,8282973600
2017-05-17,8127424799
2017-05-18,8156590200
2017-05-19,8224642800
2017-05-22,8373710400
2017-05-23,8295936000
2017-05-24,8360748000
2017-05-25,8409357000
2017-05-26,8393154000
2017-05-30,8406116400
2017-05-31,8477409600
2017-06-01,8496853200
2017-06-02,8496853200
2017-06-05,8470928400
2017-06-06,8370469799
2017-06-07,8415838200
2017-06-08,8522778000
2017-06-09,8182515000
2017-06-12,8056131600
2017-06-13,8101500000
2017-06-14,8198718000
2017-06-15,8143627800
2017-06-16,8305657800
2017-06-19,8441763000
2017-06-20,8457966000
2017-06-21,8383432200
2017-06-22,8470928400
2017-06-23,8649161400
2017-06-26,8551943400
2017-06-27,8516296800
2017-06-28,8600552400
2017-06-29,8419078800
2017-06-30,8552238400
2017-07-03,8552238400
2017-07-05,8656059200
2017-07-06,8630104000
2017-07-07,8785835200
2017-07-10,8886411600
2017-07-11,8938322000
2017-07-12,8873434000
2017-07-13,8857212000
2017-07-14,8811790400
2017-07-17,8782590800
2017-07-18,8857212000
2017-07-19,9045387200
2017-07-20,9016187600
2017-07-21,8986988000
2017-07-24,9045387200
2017-07-25,9149208000
2017-07-26,9126497200
2017-07-27,8905878000
2017-07-28,8896144800
2017-07-31,8941566400
2017-08-01,8931833200
2017-08-02,8876678400
2017-08-03,8922100000
2017-08-04,8912366800
2017-08-07,9025920800
2017-08-08,9068098000
2017-08-09,9123252800
2017-08-10,9058364800
2017-08-11,9081075600
2017-08-14,9236806800
2017-08-15,9149208000
2017-08-16,9191385200
2017-08-17,9113519600
2017-08-18,9051876000
2017-08-21,9029165200
2017-08-22,9184896400
2017-08-23,9214096000
2017-08-24,9217340400
2017-08-25,9201118400
2017-08-28,9129741600
2017-08-29,9165430000
2017-08-30,9227073600
2017-08-31,9298450400
2017-09-01,9311428000
2017-09-05,9155696800
2017-09-06,9132986000
2017-09-07,9158941200
2017-09-08,9097297600
2017-09-11,9136230400
2017-09-12,9152452400
2017-09-13,8931833200
2017-09-14,8909122400
2017-09-15,9012943200
2017-09-18,8974010400
2017-09-19,9103786400
2017-09-20,9152452400
2017-09-21,9090808800
2017-09-22,9110275200
2017-09-25,9058364800
2017-09-26,8652814800
2017-09-27,8665792400
2017-09-28,8633348400
2017-09-29,8704725200
2017-10-02,9692897500
2017-10-03,9689330000
2017-10-04,9696465000
2017-10-05,9789220000
2017-10-06,9878407500
2017-10-09,9874840000
2017-10-10,9964027500
2017-10-11,10317210000
2017-10-12,10245860000
2017-10-13,10238725000
2017-10-16,10210185000
2017-10-17,10120997500
2017-10-18,10124565000
2017-10-19,10006837500
2017-10-20,10081755000
2017-10-23,10120997500
2017-10-24,10013972500
2017-10-25,9931920000
2017-10-26,10317210000
2017-10-27,10681095000
2017-10-30,10506287500
2017-10-31,10552665000
2017-11-01,10527692500
2017-11-02,10474180000
2017-11-03,10552665000
2017-11-06,10698932500
2017-11-07,10681095000
2017-11-08,10727472500
2017-11-09,10677527500
2017-11-10,10584772500
2017-11-13,10574070000
2017-11-14,10670392500
2017-11-15,10606177500
2017-11-16,10827362500
2017-11-17,10870172500
2017-11-20,10937955000
2017-11-21,10987900000
2017-11-22,11016440000
2017-11-24,11066385000
2017-11-27,11041412500
2017-11-28,10966495000
2017-11-29,10770282500
2017-11-30,10880875000
2017-12-01,10773850000
2017-12-04,10552665000
2017-12-05,10438505000
2017-12-06,10459910000
2017-12-07,10409965000
2017-12-08,10427802500
2017-12-11,10363587500
2017-12-12,10267265000
2017-12-13,10388560000
2017-12-14,10267265000
2017-12-15,10520557500
2017-12-18,10606177500
2017-12-19,10663257500
2017-12-20,10591907500
2017-12-21,10652555000
2017-12-22,10695365000
2017-12-26,10520557500
2017-12-27,10492017500
2017-12-28,10545530000
2017-12-29,10595475000
2018-01-02,10653042400
2018-01-03,11037097500
2018-01-04,11094526300
2018-01-05,11177080200
2018-01-08,11270402000
2018-01-09,11295527100
2018-01-10,11284759200
2018-01-11,11388848900
2018-01-12,11557546000
2018-01-16,11453456300
2018-01-17,11557546000
2018-01-18,12074405200
2018-01-19,12246691600
2018-01-22,12275406000
2018-01-23,12569728600
2018-01-24,12663050400
2018-01-25,12544603500
2018-01-26,12627157400
2018-01-29,12587675100
2018-01-30,12462049600
2018-01-31,12422567300
2018-02-01,12562550000
2018-02-02,12325656200
2018-02-05,12142601900
2018-02-06,12031333600
2018-02-07,12113887500
2018-02-08,11812386299
2018-02-09,11772903999
2018-02-12,11991851299
2018-02-13,12311298999
2018-02-14,12404620800
2018-02-15,12490763999
2018-02-16,12566139300
2018-02-20,12627157400
2018-02-21,12637925300
2018-02-22,12619978799
2018-02-23,12738425700
2018-02-26,12684586200
2018-02-27,12347192000
2018-02-28,12278995300
2018-03-01,12365138500
2018-03-02,12501531900
2018-03-05,12817390300
2018-03-06,12817390300
2018-03-07,12781497300
2018-03-08,12795854500
2018-03-09,12964551600
2018-03-12,12899944200
2018-03-13,13032748300
2018-03-14,13079409200
2018-03-15,13050694800
2018-03-16,13201445400
2018-03-19,13136838000
2018-03-20,13488589400
2018-03-21,13413214100
2018-03-22,12846104700
2018-03-23,12971730200
2018-03-26,13165552400
2018-03-27,12921480000
2018-03-28,12777908000
2018-03-29,13018391100
2018-04-02,12665230300
2018-04-03,12744590900
2018-04-04,12950207000
2018-04-05,12816736900
2018-04-06,12672444900
2018-04-09,12874453700
2018-04-10,12993494600
2018-04-11,12961028900
2018-04-12,13264042100
2018-04-13,13134179299
2018-04-16,13256827500
2018-04-17,13592306400
2018-04-18,13624772100
2018-04-19,13621164800
2018-04-20,13595913700
2018-04-23,13307329700
2018-04-24,13888105000
2018-04-25,13354224600
2018-04-26,13368653800
2018-04-27,13314544299
2018-04-30,13227969100
2018-05-01,13310937000
2018-05-02,13285685900
2018-05-03,13466050900
2018-05-04,13631986700
2018-05-07,13924178000
2018-05-08,13942214500
2018-05-09,14079291900
2018-05-10,14194725500
2018-05-11,14144223300
2018-05-14,14111757600
2018-05-15,13996323999
2018-05-16,13747420300
2018-05-17,13559840700
2018-05-18,13761849500
2018-05-21,13877283100
2018-05-22,13617557500
2018-05-23,13736598400
2018-05-24,13787100600
2018-05-25,13736598400
2018-05-29,13631986700
2018-05-30,13740205700
2018-05-31,13751027600
2018-06-01,13902534200
2018-06-04,14104543000
2018-06-05,14299337200
2018-06-06,14476094900
2018-06-07,14403948900
2018-06-08,14497738700
2018-06-11,14620386900
2018-06-12,14826003000
2018-06-13,14656459900
2018-06-14,14779108100
2018-06-15,14934222000
2018-06-18,15038833700
2018-06-19,14955865800
2018-06-20,15049655600
2018-06-21,14973902300
2018-06-22,14865683300
2018-06-25,14411163500
2018-06-26,14703354800
2018-06-27,14851254100
2018-06-28,14981116900
2018-06-29,14883719800
2018-07-02,15018825300
2018-07-03,14758696500
2018-07-05,14942954400
2018-07-06,15260889600
2018-07-09,15495728100
2018-07-10,15156115500
2018-07-11,15188631600
2018-07-12,15398179800
2018-07-13,15336760500
2018-07-16,15455986200
2018-07-17,15401792700
2018-07-18,15343986300
2018-07-19,15293405700
2018-07-20,15354825000
2018-07-23,15564373200
2018-07-24,15322308899
2018-07-25,15813663300
2018-07-26,15607728000
2018-07-27,15239212200
2018-07-30,14979083400
2018-07-31,15022438200
2018-08-01,15123599400
2018-08-02,15409018500
2018-08-03,15282566999
2018-08-06,15253663800
2018-08-07,15174180000
2018-08-08,15231986399
2018-08-09,15278954100
2018-08-10,15484889400
2018-08-13,15484889400
2018-08-14,15571599000
2018-08-15,15492115200
2018-08-16,15524631300
2018-08-17,15549921600
2018-08-20,15618566699
2018-08-21,15531857100
2018-08-22,15564373200
2018-08-23,15698050500
2018-08-24,15698050500
2018-08-27,15853405200
2018-08-28,15838953600
2018-08-29,15972630900
2018-08-30,15936501900
2018-08-31,15976243800
2018-09-04,16138824300
2018-09-05,15987082500
2018-09-06,15795598800
2018-09-07,15683598899
2018-09-10,15752244000
2018-09-11,16034050200
2018-09-12,15712502100
2018-09-13,15842566500
2018-09-14,15716115000
2018-09-17,15300631500
2018-09-18,15354825000
2018-09-19,15000760800
2018-09-20,15177792900
2018-09-21,15163341300
2018-09-24,15083857500
2018-09-25,15119986500
2018-09-26,15163341300
2018-09-27,15091083300
2018-09-28,15203083200
2018-10-01,14974758400
2018-10-02,14635080000
2018-10-03,14776010400
2018-10-04,14458013600
2018-10-05,14270106400
2018-10-08,13915973600
2018-10-09,13868996800
2018-10-10,13485955200
2018-10-11,13551000000
2018-10-12,14031608800
2018-10-15,13753361600
2018-10-16,14356832799
2018-10-17,14197834400
2018-10-18,14038836000
2018-10-19,13858156000
2018-10-22,13923200800
2018-10-23,13829247200
2018-10-24,12983664800
2018-10-25,12951142400
2018-10-26,12839120800
2018-10-29,12611464000
2018-10-30,12568100800
2018-10-31,13059550400
2018-11-01,13146276800
2018-11-02,13110140800
2018-11-05,13012573600
2018-11-06,12929460800
2018-11-07,13294434400
2018-11-08,13287207200
2018-11-09,13189640000
2018-11-12,12900552000
2018-11-13,12853575200
2018-11-14,12506669600
2018-11-15,12868029600
2018-11-16,13110140800
2018-11-19,12651213600
2018-11-20,13052323200
2018-11-21,12972824000
2018-11-23,12893324800
2018-11-26,13478727999
2018-11-27,12998119200
2018-11-28,13554613600
2018-11-29,13384774400
2018-11-30,13348638400
2018-12-03,13764202400
2018-12-04,13218548800
2018-12-06,13565454400
2018-12-07,13258298400
2018-12-10,13120981600
2018-12-11,13088459200
2018-12-12,13417296800
2018-12-13,13189640000
2018-12-14,12918620000
2018-12-17,12466920000
2018-12-18,12170604800
2018-12-19,12163377599
2018-12-20,11856221600
2018-12-21,11577974400
2018-12-24,11581587999
2018-12-26,12177832000
2018-12-27,12217581600
2018-12-28,12185059200
2018-12-31,12222740099
2019-01-02,12128523900
2019-01-03,11860370099
2019-01-04,12269848200
2019-01-07,12389430300
2019-01-08,12498141300
2019-01-09,12806155800
2019-01-10,13030825200
2019-01-11,13019954100
2019-01-14,12990964500
2019-01-15,13128665099
2019-01-16,13309850099
2019-01-17,13469292900
2019-01-18,13773683700
2019-01-22,13657725300
2019-01-23,13462045500
2019-01-24,13592498700
2019-01-25,13915008000
2019-01-28,13857028800
2019-01-29,13766436300
2019-01-30,13915008000
2019-01-31,14157795900
2019-02-01,14262883200
2019-02-04,14440444500
2019-02-05,14520165900
2019-02-06,14353475700
2019-02-07,14425949700
2019-02-08,14621629500
2019-02-11,14393336400
2019-02-12,14686856100
2019-02-13,14748459000
2019-02-14,14777448600
2019-02-15,14893407000
2019-02-19,14849922599
2019-02-20,14842675200
2019-02-21,14654242800
2019-02-22,14922396600
2019-02-25,14904278100
2019-02-26,14730340500
2019-02-27,16462469100
2019-02-28,16578427500
2019-03-01,17281425300
2019-03-04,16886442000
2019-03-05,16810344300
2019-03-06,16618288200
2019-03-07,16556685300
2019-03-08,16669020000
2019-03-11,16868323499
2019-03-12,16868323499
2019-03-13,16984281900
2019-03-14,16875570900
2019-03-15,16998776699
2019-03-18,16962539700
2019-03-19,16922679000
2019-03-20,16846581300
2019-03-21,17165466900
2019-03-22,16853828700
2019-03-25,16886442000
2019-03-26,16810344300
2019-03-27,16658148900
2019-03-28,16737870300
2019-03-29,16900936800
2019-04-01,17410645000
2019-04-02,17381597000
2019-04-03,17566778000
2019-04-04,17345287000
2019-04-05,17574040000
2019-04-08,17428800000
2019-04-09,17261774000
2019-04-10,17381597000
2019-04-11,17486896000
2019-04-12,17697494000
2019-04-15,17755590000
2019-04-16,17574040000
2019-04-17,17450586000
2019-04-18,17490527000
2019-04-22,17686601000
2019-04-23,17977081000
2019-04-24,17225464000
2019-04-25,17650291000
2019-04-26,17722911000
2019-04-29,17766483000
2019-04-30,18020653000
2019-05-01,18009760000
2019-05-02,18209465000
2019-05-03,18115059000
2019-05-06,18380122000
2019-05-07,17984343000
2019-05-08,18038808000
2019-05-09,17962557000
2019-05-10,18089642000
2019-05-13,17737435000
2019-05-14,18296609000
2019-05-15,18558041000
