,NCR
2013-11-26,5715945000
2013-11-27,5792535000
2013-11-29,5819175000
2013-12-02,5692635000
2013-12-03,5536125000
2013-12-04,5449544999
2013-12-05,5367960000
2013-12-06,5441220000
2013-12-09,5392935000
2013-12-10,5391270000
2013-12-11,5323005000
2013-12-12,5339655000
2013-12-13,5377950000
2013-12-16,5387940000
2013-12-17,5451210000
2013-12-18,5487840000
2013-12-19,5467860000
2013-12-20,5547780000
2013-12-23,5579415000
2013-12-24,5644350000
2013-12-26,5594400000
2013-12-27,5627700000
2013-12-30,5639355000
2013-12-31,5691426000
2014-01-02,5642967000
2014-01-03,5678057999
2014-01-06,5652993000
2014-01-07,5783331000
2014-01-08,5851842000
2014-01-09,5861868000
2014-01-10,5935392000
2014-01-13,5938734000
2014-01-14,6107505000
2014-01-15,6261237000
2014-01-16,6197739000
2014-01-17,6129228000
2014-01-21,6266250000
2014-01-22,6186042000
2014-01-23,6050691000
2014-01-24,5947089000
2014-01-27,5880249000
2014-01-28,5920353000
2014-01-29,5833460999
2014-01-30,5932050000
2014-01-31,5880249000
2014-02-03,5567772000
2014-02-04,5761607999
2014-02-05,5674716000
2014-02-06,5845157999
2014-02-07,5358897000
2014-02-10,5512629000
2014-02-11,5442447000
2014-02-12,5652993000
2014-02-13,5619573000
2014-02-14,5711478000
2014-02-18,5591166000
2014-02-19,5544378000
2014-02-20,5552732999
2014-02-21,5551062000
2014-02-24,5584482000
2014-02-25,5604534000
2014-02-26,5652993000
2014-02-27,5693097000
2014-02-28,5689755000
2014-03-03,5574456000
2014-03-04,5591166000
2014-03-05,5741556000
2014-03-06,5858526000
2014-03-07,5791685999
2014-03-10,5729859000
2014-03-11,5621244000
2014-03-12,5632941000
2014-03-13,5415710999
2014-03-14,5467512000
2014-03-17,5564430000
2014-03-18,5759937000
2014-03-19,5940405000
2014-03-20,5865210000
2014-03-21,5845157999
2014-03-24,5870223000
2014-03-25,6035652000
2014-03-26,6059046000
2014-03-27,5995548000
2014-03-28,5965470000
2014-03-31,6136744999
2014-04-01,6153535000
2014-04-02,6192152000
2014-04-03,6188794000
2014-04-04,5963808000
2014-04-07,5789191999
2014-04-08,5905043000
2014-04-09,5952055000
2014-04-10,5698526000
2014-04-11,5594428000
2014-04-14,5673341000
2014-04-15,5690131000
2014-04-16,5752254000
2014-04-17,5695168000
2014-04-21,5676699000
2014-04-22,5822772000
2014-04-23,5718674000
2014-04-24,5740501000
2014-04-25,5666625000
2014-04-28,5557490000
2014-04-29,5468503000
2014-04-30,5122629000
2014-05-01,5120950000
2014-05-02,5078975000
2014-05-05,5072259000
2014-05-06,4963124000
2014-05-07,5048753000
2014-05-08,5127666000
2014-05-09,5094086000
2014-05-12,5159567000
2014-05-13,5230085000
2014-05-14,5280455000
2014-05-15,5337541000
2014-05-16,5416454000
2014-05-19,5399663999
2014-05-20,5287171000
2014-05-21,5329146000
2014-05-22,5374479000
2014-05-23,5450034000
2014-05-27,5493688000
2014-05-28,5507119999
2014-05-29,5475219000
2014-05-30,5483613999
2014-06-02,5513836000
2014-06-03,5522231000
2014-06-04,5460108000
2014-06-05,5458429000
2014-06-06,5539021000
2014-06-09,5493688000
2014-06-10,5535663000
2014-06-11,5513836000
2014-06-12,5403022000
2014-06-13,5433244000
2014-06-16,5456750000
2014-06-17,5663266999
2014-06-18,5587712000
2014-06-19,5572601000
2014-06-20,5559169000
2014-06-23,5555811000
2014-06-24,5458429000
2014-06-25,5478577000
2014-06-26,5644798000
2014-06-27,5782476000
2014-06-30,5902138000
2014-07-01,5969418000
2014-07-02,5937459999
2014-07-03,5971100000
2014-07-07,5900456000
2014-07-08,5708708000
2014-07-09,5681796000
2014-07-10,5634700000
2014-07-11,5587604000
2014-07-14,5614516000
2014-07-15,5528734000
2014-07-16,5564056000
2014-07-17,5516959999
2014-07-18,5567420000
2014-07-21,5511914000
2014-07-22,5387446000
2014-07-23,5402584000
2014-07-24,5426132000
2014-07-25,5343714000
2014-07-28,5268024000
2014-07-29,5192334000
2014-07-30,5389128000
2014-07-31,5205790000
2014-08-01,5256250000
2014-08-04,5215882000
2014-08-05,5231020000
2014-08-06,5200744000
2014-08-07,5133464000
2014-08-08,5131782000
2014-08-11,5205790000
2014-08-12,5175514000
2014-08-13,5286526000
2014-08-14,5405948000
2014-08-15,5389128000
2014-08-18,5513596000
2014-08-19,5599378000
2014-08-20,5648156000
2014-08-21,5760850000
2014-08-22,5713754000
2014-08-25,5760850000
2014-08-26,5770942000
2014-08-27,5732256000
2014-08-28,5676750000
2014-08-29,5745711999
2014-09-02,5775988000
2014-09-03,5675068000
2014-09-04,5585922000
2014-09-05,5641428000
2014-09-08,5633018000
2014-09-09,5596014000
2014-09-10,5597696000
2014-09-11,5651520000
2014-09-12,5597696000
2014-09-15,5624608000
2014-09-16,5775988000
2014-09-17,5824766000
2014-09-18,5844950000
2014-09-19,5769259999
2014-09-22,5708708000
2014-09-23,5643109999
2014-09-24,5686842000
2014-09-25,5582558000
2014-09-26,5710390000
2014-09-29,5651520000
2014-09-30,5629584999
2014-10-01,5440865000
2014-10-02,5424015000
2014-10-03,5398740000
2014-10-06,5363355000
2014-10-07,5199910000
2014-10-08,5301010000
2014-10-09,5142620000
2014-10-10,4938735000
2014-10-13,4854485000
2014-10-14,4866280000
2014-10-15,4862910000
2014-10-16,4915145000
2014-10-17,5033095000
2014-10-20,3966490000
2014-10-21,4114770000
2014-10-22,4246200000
2014-10-23,4231035000
2014-10-24,4446715000
2014-10-27,4451770000
2014-10-28,4712945000
2014-10-29,4643860000
2014-10-30,4608475000
2014-10-31,4662395000
2014-11-03,4741590000
2014-11-04,4660710000
2014-11-05,4718000000
2014-11-06,4738220000
2014-11-07,4788770000
2014-11-10,4866280000
2014-11-11,4839320000
2014-11-12,4841005000
2014-11-13,4758440000
2014-11-14,4760125000
2014-11-17,4743275000
2014-11-18,4776975000
2014-11-19,4832580000
2014-11-20,4905035000
2014-11-21,4964010000
2014-11-24,5007820000
2014-11-25,5053315000
2014-11-26,4984230000
2014-11-28,4996025000
2014-12-01,4871335000
2014-12-02,4910090000
2014-12-03,4926940000
2014-12-04,4862910000
2014-12-05,4911775000
2014-12-08,4755070000
2014-12-09,4768550000
2014-12-10,4692725000
2014-12-11,4726425000
2014-12-12,4637120000
2014-12-15,4579830000
2014-12-16,4507375000
2014-12-17,4544445000
2014-12-18,4733165000
2014-12-19,4827525000
2014-12-22,4891555000
2014-12-23,4977490000
2014-12-24,4985915000
2014-12-26,5009505000
2014-12-29,4989285000
2014-12-30,4933680000
2014-12-31,4924660000
2015-01-02,4938180000
2015-01-05,4757350000
2015-01-06,4676230000
2015-01-07,4747210000
2015-01-08,4816500000
2015-01-09,4760730000
2015-01-12,4652570000
2015-01-13,4588350000
2015-01-14,4520750000
2015-01-15,4394000000
2015-01-16,4377100000
2015-01-20,4426110000
2015-01-21,4503850000
2015-01-22,4579900000
2015-01-23,4478500000
2015-01-26,4586660000
2015-01-27,4431180000
2015-01-28,4402450000
2015-01-29,4292599999
2015-01-30,4292599999
2015-02-02,4341610000
2015-02-03,4500470000
2015-02-04,4498780000
2015-02-05,4485260000
2015-02-06,4488640000
2015-02-09,4564690000
2015-02-10,4659330000
2015-02-11,4625530000
2015-02-12,4816500000
2015-02-13,4851990000
2015-02-17,5046340000
2015-02-18,5020990000
2015-02-19,5022680000
2015-02-20,5061550000
2015-02-23,5053100000
2015-02-24,5100420000
2015-02-25,5026060000
2015-02-26,5026060000
2015-02-27,4970290000
2015-03-02,4973670000
2015-03-03,4890860000
2015-03-04,4926350000
2015-03-05,4928040000
2015-03-06,4862130000
2015-03-09,4895930000
2015-03-10,4865510000
2015-03-11,4843540000
2015-03-12,4885790000
2015-03-13,4828330000
2015-03-16,4892550000
2015-03-17,4939870000
2015-03-18,5070000000
2015-03-19,5112250000
2015-03-20,5188300000
2015-03-23,5181540000
2015-03-24,5171400000
2015-03-25,5044650000
2015-03-26,5058170000
2015-03-27,5085210000
2015-03-30,5073380000
2015-03-31,5004896000
2015-04-01,4918400000
2015-04-02,4965888000
2015-04-06,5104960000
2015-04-07,5108352000
2015-04-08,5166016000
2015-04-09,5257600000
2015-04-10,5189760000
2015-04-13,5076128000
2015-04-14,5055776000
2015-04-15,5120224000
2015-04-16,5082912000
2015-04-17,4954016000
2015-04-20,5050688000
2015-04-21,5015072000
2015-04-22,5099872000
2015-04-23,5069344000
2015-04-24,4898048000
2015-04-27,4835296000
2015-04-28,4796288000
2015-04-29,4809856000
2015-04-30,4653824000
2015-05-01,4764064000
2015-05-04,4799680000
2015-05-05,4692832000
2015-05-06,4679264000
2015-05-07,4713184000
2015-05-08,4748800000
2015-05-11,4765760000
2015-05-12,4760672000
2015-05-13,4816640000
2015-05-14,4887872000
2015-05-15,5064256000
2015-05-18,5127008000
2015-05-19,5118528000
2015-05-20,5094784000
2015-05-21,5116832000
2015-05-22,5166016000
2015-05-26,5047296000
2015-05-27,5082912000
2015-05-28,5111744000
2015-05-29,5096480000
2015-06-01,5110048000
2015-06-02,5186368000
2015-06-03,5249120000
2015-06-04,5199936000
2015-06-05,5250816000
2015-06-08,5103264000
2015-06-09,5082912000
2015-06-10,5108352000
2015-06-11,5203328000
2015-06-12,5345792000
2015-06-15,5320352000
2015-06-16,5890207999
2015-06-17,5724000000
2015-06-18,5720607999
2015-06-19,5715520000
2015-06-22,5701952000
2015-06-23,5732479999
2015-06-24,5600192000
2015-06-25,5308480000
2015-06-26,5267776000
2015-06-29,5108352000
2015-06-30,5110980000
2015-07-01,5146638000
2015-07-02,5097396000
2015-07-06,5068530000
2015-07-07,5094000000
2015-07-08,4976838000
2015-07-09,4939482000
2015-07-10,4970046000
2015-07-13,4937784000
2015-07-14,4976838000
2015-07-15,4997214000
2015-07-16,5005704000
2015-07-17,5375868000
2015-07-20,5294364000
2015-07-21,5267196000
2015-07-22,5372472000
2015-07-23,5326626000
2015-07-24,5212860000
2015-07-27,5094000000
2015-07-28,4978536000
2015-07-29,5158524000
2015-07-30,4688178000
2015-07-31,4676292000
2015-08-03,4669500000
2015-08-04,4640634000
2015-08-05,4603278000
2015-08-06,4584600000
2015-08-07,4584600000
2015-08-10,4700064000
2015-08-11,4638936000
2015-08-12,4565922000
2015-08-13,4623654000
2015-08-14,4672896000
2015-08-17,4710252000
2015-08-18,4657614000
2015-08-19,4569318000
2015-08-20,4475928000
2015-08-21,4282356000
2015-08-24,3947850000
2015-08-25,3922380000
2015-08-26,4065012000
2015-08-27,4241604000
2015-08-28,4272168000
2015-08-31,4260282000
2015-09-01,4129536000
2015-09-02,4194060000
2015-09-03,4207644000
2015-09-04,4100669999
2015-09-08,4268772000
2015-09-09,4195758000
2015-09-10,4492908000
2015-09-11,4625352000
2015-09-14,4584600000
2015-09-15,4664406000
2015-09-16,4698366000
2015-09-17,4701762000
2015-09-18,4613466000
2015-09-21,4565922000
2015-09-22,4245000000
2015-09-23,4053126000
2015-09-24,4041240000
2015-09-25,3951246000
2015-09-28,3835782000
2015-09-29,3801822000
2015-09-30,3812900000
2015-10-01,3859828000
2015-10-02,3965416000
2015-10-05,4057596000
2015-10-06,4077707999
2015-10-07,4104523999
2015-10-08,4148100000
2015-10-09,4179944000
2015-10-12,4143072000
2015-10-13,4087764000
2015-10-14,4062623999
2015-10-15,4220168000
2015-10-16,4215140000
2015-10-19,4287207999
2015-10-20,4332460000
2015-10-21,4278828000
2015-10-22,4260392000
2015-10-23,4330784000
2015-10-26,4386092000
2015-10-27,4082736000
2015-10-28,4404528000
2015-10-29,4381064000
2015-10-30,4458160000
2015-11-02,4550340000
2015-11-03,4593916000
2015-11-04,4545312000
2015-11-05,4518496000
2015-11-06,4577156000
2015-11-09,4518496000
2015-11-10,4476596000
2015-11-11,4488328000
2015-11-12,4429668000
2015-11-13,4427992000
2015-11-16,4523524000
2015-11-17,4490004000
2015-11-18,4490004000
2015-11-19,4536932000
2015-11-20,4546988000
2015-11-23,4538608000
2015-11-24,4521848000
2015-11-25,4562072000
2015-11-27,4563748000
2015-11-30,4543636000
2015-12-01,4568776000
2015-12-02,4563748000
2015-12-03,4443076000
2015-12-04,4436372000
2015-12-07,4389444000
2015-12-08,4404528000
2015-12-09,4434696000
2015-12-10,4528552000
2015-12-11,4458160000
2015-12-14,4471568000
2015-12-15,4476596000
2015-12-16,4478272000
2015-12-17,4290560000
2015-12-18,4206760000
2015-12-21,4203407999
2015-12-22,4210112000
2015-12-23,4285532000
2015-12-24,4295588000
2015-12-28,4096144000
2015-12-29,4176592000
2015-12-30,4158156000
2015-12-31,3189584000
2016-01-04,3172632000
2016-01-05,3094392000
2016-01-06,3007024000
2016-01-07,2847936000
2016-01-08,2725360000
2016-01-11,2688848000
2016-01-12,2682328000
2016-01-13,2597568000
2016-01-14,2664072000
2016-01-15,2605392000
2016-01-19,2585832000
2016-01-20,2591048000
2016-01-21,2554536000
2016-01-22,2677112000
2016-01-25,2674504000
2016-01-26,2711016000
2016-01-27,2661464000
2016-01-28,2641904000
2016-01-29,2782736000
2016-02-01,2808816000
2016-02-02,2683632000
2016-02-03,2739704000
2016-02-04,2784040000
2016-02-05,2712320000
2016-02-08,2588440000
2016-02-09,2551928000
2016-02-10,2488032000
2016-02-11,2533672000
2016-02-12,2512808000
2016-02-16,2750136000
2016-02-17,2803600000
2016-02-18,2900096000
2016-02-19,2910528000
2016-02-22,3016152000
2016-02-23,3003112000
2016-02-24,3048752000
2016-02-25,3023976000
2016-02-26,3072224000
2016-02-29,3046144000
2016-03-01,3175240000
2016-03-02,3183064000
2016-03-03,3295208000
2016-03-04,3218272000
2016-03-07,3361712000
2016-03-08,3293904000
2016-03-09,3352584000
2016-03-10,3351280000
2016-03-11,3501240000
2016-03-14,3472552000
2016-03-15,3471248000
2016-03-16,3550792000
2016-03-17,3610776000
2016-03-18,3729440000
2016-03-21,3699448000
2016-03-22,3762040000
2016-03-23,3705968000
2016-03-24,3781600000
2016-03-28,3788120000
2016-03-29,3844192000
2016-03-30,3879400000
2016-03-31,3705334000
2016-04-01,3710286000
2016-04-04,3676860000
2016-04-05,3671908000
2016-04-06,3742474000
2016-04-07,3671908000
2016-04-08,3700382000
2016-04-11,3706572000
2016-04-12,3737522000
2016-04-13,3820468000
2016-04-14,3809326000
2016-04-15,3751140000
2016-04-18,3805612000
2016-04-19,3811802000
2016-04-20,3799422000
2016-04-21,3813040000
2016-04-22,3877416000
2016-04-25,3855132000
2016-04-26,3891034000
2016-04-27,3658290000
2016-04-28,3603818000
2016-04-29,3601342000
2016-05-02,3591438000
2016-05-03,3529538000
2016-05-04,3470114000
2016-05-05,3450306000
2016-05-06,3468876000
2016-05-09,3463924000
2016-05-10,3507254000
2016-05-11,3523348000
2016-05-12,3468876000
2016-05-13,3467638000
2016-05-16,3545632000
2016-05-17,3539442000
2016-05-18,3595152000
2016-05-19,3525824000
2016-05-20,3567916000
2016-05-23,3550584000
2016-05-24,3676860000
2016-05-25,3757330000
2016-05-26,3775900000
2016-05-27,3787042000
2016-05-31,3822944000
2016-06-01,3796946000
2016-06-02,3814278000
2016-06-03,3796946000
2016-06-06,3845228000
2016-06-07,3924460000
2016-06-08,3898462000
2016-06-09,3808088000
2016-06-10,3704096000
2016-06-13,3619912000
2016-06-14,3638482000
2016-06-15,3607532000
2016-06-16,3590200000
2016-06-17,3614960000
2016-06-20,3689240000
2016-06-21,3669432000
2016-06-22,3621150000
2016-06-23,3758568000
2016-06-24,3430498000
2016-06-27,3139568000
2016-06-28,3201468000
2016-06-29,3333934000
2016-06-30,3440703000
2016-07-01,3471678000
2016-07-05,3413445000
2016-07-06,3434508000
2016-07-07,3490263000
2016-07-08,3629031000
2016-07-11,3630270000
2016-07-12,3760365000
2016-07-13,3767799000
2016-07-14,3760365000
2016-07-15,3775233000
2016-07-18,3793818000
2016-07-19,3796296000
2016-07-20,3889221000
2016-07-21,3853290000
2016-07-22,3880548000
2016-07-25,3874353000
2016-07-26,3886743000
2016-07-27,3968517000
2016-07-28,4084983000
2016-07-29,4084983000
2016-08-01,4054008000
2016-08-02,3932586000
2016-08-03,4016838000
2016-08-04,4010642999
2016-08-05,4049052000
2016-08-08,4144455000
2016-08-09,4108523999
2016-08-10,4098612000
2016-08-11,4144455000
2016-08-12,4107285000
2016-08-15,4148171999
2016-08-16,4108523999
2016-08-17,4086221999
2016-08-18,4174190999
2016-08-19,4179146999
2016-08-22,4153128000
2016-08-23,4224990000
2016-08-24,4180386000
2016-08-25,4192776000
2016-08-26,4229946000
2016-08-29,4260921000
2016-08-30,4232423999
2016-08-31,4194015000
2016-09-01,4218794999
2016-09-02,4273311000
2016-09-06,4232423999
2016-09-07,4196492999
2016-09-08,4092417000
2016-09-09,3956127000
2016-09-12,4000731000
2016-09-13,3891699000
2016-09-14,3891699000
2016-09-15,3977190000
2016-09-16,3896655000
2016-09-19,3894177000
2016-09-20,3871875000
2016-09-21,3925152000
2016-09-22,3957366000
2016-09-23,3932586000
2016-09-26,3951171000
2016-09-27,3953649000
2016-09-28,3982146000
2016-09-29,3921435000
2016-09-30,4043063999
2016-10-03,3995336000
2016-10-04,3957656000
2016-10-05,4024224000
2016-10-06,4071952000
2016-10-07,4012920000
2016-10-10,3965192000
2016-10-11,3881040000
2016-10-12,3878528000
2016-10-13,3800656000
2016-10-14,3749160000
2016-10-17,3754184000
2016-10-18,3804424000
2016-10-19,3850896000
2016-10-20,3814472000
2016-10-21,3819496000
2016-10-24,3883552000
2016-10-25,3799400000
2016-10-26,4350784000
2016-10-27,4438704000
2016-10-28,4385952000
2016-10-31,4402280000
2016-11-01,4372136000
2016-11-02,4324408000
2016-11-03,4349528000
2016-11-04,4303056000
2016-11-07,4388464000
2016-11-08,4467592000
2016-11-09,4559280000
2016-11-10,4524112000
2016-11-11,4661016000
2016-11-14,4792896000
2016-11-15,4742656000
2016-11-16,4835600000
2016-11-17,4898400000
2016-11-18,4848160000
2016-11-21,4858208000
2016-11-22,4875792000
2016-11-23,4883328000
2016-11-25,4885840000
2016-11-28,4878304000
2016-11-29,4873280000
2016-11-30,4867000000
2016-12-01,4820528000
2016-12-02,4885840000
2016-12-05,4898400000
2016-12-06,5011440000
2016-12-07,5110664000
2016-12-08,5196072000
2016-12-09,5169696000
2016-12-12,5227472000
2016-12-13,5212400000
2016-12-14,5186024000
2016-12-15,5167184000
2016-12-16,5132016000
2016-12-19,5149600000
2016-12-20,5228728000
2016-12-21,5243800000
2016-12-22,5208632000
2016-12-23,5227472000
2016-12-27,5228728000
2016-12-28,5145832000
2016-12-29,5137040000
2016-12-30,5094336000
2017-01-03,5103568000
2017-01-04,5226368000
2017-01-05,5212860000
2017-01-06,5236192000
2017-01-09,5168652000
2017-01-10,5219000000
2017-01-11,5195668000
2017-01-12,5156372000
2017-01-13,5211632000
2017-01-17,5107252000
2017-01-18,5161284000
2017-01-19,5167424000
2017-01-20,5179704000
2017-01-23,5206720000
2017-01-24,5357764000
2017-01-25,5408112000
2017-01-26,5273032000
2017-01-27,5236192000
2017-01-30,5212860000
2017-01-31,5282856000
2017-02-01,5233736000
2017-02-02,5219000000
2017-02-03,5277944000
2017-02-06,5264436000
2017-02-07,5304960000
2017-02-08,5372500000
2017-02-09,5425304000
2017-02-10,5592312000
2017-02-13,5588628000
2017-02-14,5690552000
2017-02-15,5668448000
2017-02-16,5717568000
2017-02-17,5744584000
2017-02-21,5818264000
2017-02-22,5927556000
2017-02-23,5953344000
2017-02-24,6067548000
2017-02-27,6034392000
2017-02-28,5902996000
2017-03-01,6089652000
2017-03-02,5968080000
2017-03-03,6012288000
2017-03-06,6000008000
2017-03-07,5979132000
2017-03-08,5972992000
2017-03-09,5975448000
2017-03-10,5952116000
2017-03-13,5316012000
2017-03-14,5230052000
2017-03-15,5263208000
2017-03-16,5451092000
2017-03-17,5468284000
2017-03-20,5464600000
2017-03-21,5296364000
2017-03-22,5297592000
2017-03-23,5362676000
2017-03-24,5355308000
2017-03-27,5365132000
2017-03-28,5452320000
2017-03-29,5476880000
2017-03-30,5584944000
2017-03-31,5545552000
2017-04-03,5404728000
2017-04-04,5420510000
2017-04-05,5322176000
2017-04-06,5357382000
2017-04-07,5396230000
2017-04-10,5403514000
2017-04-11,5444790000
2017-04-12,5294254000
2017-04-13,5251764000
2017-04-17,5307608000
2017-04-18,5337958000
2017-04-19,5272402000
2017-04-20,5419296000
2017-04-21,4970116000
2017-04-24,5057524000
2017-04-25,4994396000
2017-04-26,5024746000
2017-04-27,5055096000
2017-04-28,5007750000
2017-05-01,5144932000
2017-05-02,5159500000
2017-05-03,5109726000
2017-05-04,5141290000
2017-05-05,5244480000
2017-05-08,5228698000
2017-05-09,5170426000
2017-05-10,5161928000
2017-05-11,5033244000
2017-05-12,5044170000
2017-05-15,5050240000
2017-05-16,5010178000
2017-05-17,4735814000
2017-05-18,4692110000
2017-05-19,4779518000
2017-05-22,4886350000
2017-05-23,4882708000
2017-05-24,4886350000
2017-05-25,4914272000
2017-05-26,4899704000
2017-05-30,4822008000
2017-05-31,4677542000
2017-06-01,4896062000
2017-06-02,4976186000
2017-06-05,4906988000
2017-06-06,4806226000
2017-06-07,4808654000
2017-06-08,4888778000
2017-06-09,4818366000
2017-06-12,4889992000
2017-06-13,4956762000
2017-06-14,4791658000
2017-06-15,4764950000
2017-06-16,4828078000
2017-06-19,4987112000
2017-06-20,4900918000
2017-06-21,4752810000
2017-06-22,4679970000
2017-06-23,4690896000
2017-06-26,4874210000
2017-06-27,4785588000
2017-06-28,4973758000
2017-06-29,5005322000
2017-06-30,4962060000
2017-07-03,4941405000
2017-07-05,4964490000
2017-07-06,4761585000
2017-07-07,4836915000
2017-07-10,4884300000
2017-07-11,4909815000
2017-07-12,5020380000
2017-07-13,5009445000
2017-07-14,5053185000
2017-07-17,5014305000
2017-07-18,4988790000
2017-07-19,5122440000
2017-07-20,5222070000
2017-07-21,4790745000
2017-07-24,4812615000
2017-07-25,4914675000
2017-07-26,4794390000
2017-07-27,4756725000
2017-07-28,4716630000
2017-07-31,4598775000
2017-08-01,4629150000
2017-08-02,4535595000
2017-08-03,4483350000
2017-08-04,4440825000
2017-08-07,4446900000
2017-08-08,4398300000
2017-08-09,4358205000
2017-08-10,4257360000
2017-08-11,4269510000
2017-08-14,4330260000
2017-08-15,4326615000
2017-08-16,4381290000
2017-08-17,4299885000
2017-08-18,4251285000
2017-08-21,4250069999
2017-08-22,4274370000
2017-08-23,4247640000
2017-08-24,4237920000
2017-08-25,4315680000
2017-08-28,4354560000
2017-08-29,4331475000
2017-08-30,4404375000
2017-08-31,4438395000
2017-09-01,4408020000
2017-09-05,4333905000
2017-09-06,4383720000
2017-09-07,4290165000
2017-09-08,4307175000
2017-09-11,4400730000
2017-09-12,4539240000
2017-09-13,4502790000
2017-09-14,4435965000
2017-09-15,4449330000
2017-09-18,4451760000
2017-09-19,4405590000
2017-09-20,4355775000
2017-09-21,4388580000
2017-09-22,4438395000
2017-09-25,4366710000
2017-09-26,4422600000
2017-09-27,4530735000
2017-09-28,4523445000
2017-09-29,4558680000
2017-10-02,4611477000
2017-10-03,4612696000
2017-10-04,4579783000
2017-10-05,4607820000
2017-10-06,4574907000
2017-10-09,4615134000
2017-10-10,4604163000
2017-10-11,4559060000
2017-10-12,4512738000
2017-10-13,4576126000
2017-10-16,4568812000
2017-10-17,4550527000
2017-10-18,4548089000
2017-10-19,4516395000
2017-10-20,4028794999
2017-10-23,4008072000
2017-10-24,3948341000
2017-10-25,3902018999
2017-10-26,3928836999
2017-10-27,3943465000
2017-10-30,3934932000
2017-10-31,3911771000
2017-11-01,3858135000
2017-11-02,3737454000
2017-11-03,3689913000
2017-11-06,3703322000
2017-11-07,3667971000
2017-11-08,3692351000
2017-11-09,3827660000
2017-11-10,3759396000
2017-11-13,3748425000
2017-11-14,3683818000
2017-11-15,3604583000
2017-11-16,3698446000
2017-11-17,3719169000
2017-11-20,3715512000
2017-11-21,3789871000
2017-11-22,3717950000
2017-11-24,3765491000
2017-11-27,3705760000
2017-11-28,3794747000
2017-11-29,3861792000
2017-11-30,3814251000
2017-12-01,3853259000
2017-12-04,3855697000
2017-12-05,3853259000
2017-12-06,3852040000
2017-12-07,3837412000
2017-12-08,3848383000
2017-12-11,3904457000
2017-12-12,3931275000
2017-12-13,3950778999
2017-12-14,3949560000
2017-12-15,4015385999
2017-12-18,4084868999
2017-12-19,4095840000
2017-12-20,4095840000
2017-12-21,4094621000
2017-12-22,4094621000
2017-12-26,4099497000
2017-12-27,4114125000
2017-12-28,4145818999
2017-12-29,4143381000
2018-01-02,4154120000
2018-01-03,4181536000
2018-01-04,4062336000
2018-01-05,4112400000
2018-01-08,4229215999
2018-01-09,4168424000
2018-01-10,4168424000
2018-01-11,4284047999
2018-01-12,4273320000
2018-01-16,4299544000
2018-01-17,4301928000
2018-01-18,4275703999
2018-01-19,4373448000
2018-01-22,4359144000
2018-01-23,4486688000
2018-01-24,4495032000
2018-01-25,4444968000
2018-01-26,4516488000
2018-01-29,4537944000
2018-01-30,4450928000
2018-01-31,4471192000
2018-02-01,4496224000
2018-02-02,4288815999
2018-02-05,4082600000
2018-02-06,4189880000
2018-02-07,4101671999
2018-02-08,3994392000
2018-02-09,3642752000
2018-02-12,3781024000
2018-02-13,3750032000
2018-02-14,3915720000
2018-02-15,3945520000
2018-02-16,3889496000
2018-02-20,3906184000
2018-02-21,3846584000
2018-02-22,3801288000
2018-02-23,3882344000
2018-02-26,3938368000
2018-02-27,3947903999
2018-02-28,3933600000
2018-03-01,3930024000
2018-03-02,4013464000
2018-03-05,4124320000
2018-03-06,4166040000
2018-03-07,4150544000
2018-03-08,4170808000
2018-03-09,4232792000
2018-03-12,4255440000
2018-03-13,4222064000
2018-03-14,4168424000
2018-03-15,4127896000
2018-03-16,4148159999
2018-03-19,3990815999
2018-03-20,3931215999
2018-03-21,3961015999
2018-03-22,3748840000
2018-03-23,3608184000
2018-03-26,3653480000
2018-03-27,3679704000
2018-03-28,3682088000
2018-03-29,3757184000
2018-04-02,3631320000
2018-04-03,3667869000
2018-04-04,3694986000
2018-04-05,3689091000
2018-04-06,3620709000
2018-04-09,3585339000
2018-04-10,3752757000
2018-04-11,3723282000
2018-04-12,3707955000
2018-04-13,3672585000
2018-04-16,3719745000
2018-04-17,3727998000
2018-04-18,3776337000
2018-04-19,3776337000
2018-04-20,3722103000
2018-04-23,3673764000
2018-04-24,3687912000
2018-04-25,3679659000
2018-04-26,3677301000
2018-04-27,3661974000
2018-04-30,3627783000
2018-05-01,3672585000
2018-05-02,3288231000
2018-05-03,3195090000
2018-05-04,3265830000
2018-05-07,3342465000
2018-05-08,3472155000
2018-05-09,3524031000
2018-05-10,3610098000
2018-05-11,3627783000
2018-05-14,3656079000
2018-05-15,3618351000
2018-05-16,3661974000
2018-05-17,3680838000
2018-05-18,3676122000
2018-05-21,3690270000
2018-05-22,3673764000
2018-05-23,3624246000
2018-05-24,3469797000
2018-05-25,3470976000
2018-05-29,3481587000
2018-05-30,3562938000
2018-05-31,3548790000
2018-06-01,3552327000
2018-06-04,3588876000
2018-06-05,3638394000
2018-06-06,3712671000
2018-06-07,3703239000
2018-06-08,3672585000
2018-06-11,3738609000
2018-06-12,3716208000
2018-06-13,3689091000
2018-06-14,3740967000
2018-06-15,3792843000
2018-06-18,3798738000
2018-06-19,3769263000
2018-06-20,3685554000
2018-06-21,3619530000
2018-06-22,3680838000
2018-06-25,3547611000
2018-06-26,3559401000
2018-06-27,3509883000
2018-06-28,3557043000
2018-06-29,3534642000
2018-07-02,3551800000
2018-07-03,3492800000
2018-07-05,3599000000
2018-07-06,3629680000
2018-07-09,3699300000
2018-07-10,3734700000
2018-07-11,3696940000
2018-07-12,3692220000
2018-07-13,3705200000
2018-07-16,3656820000
