,VRTX
2014-01-24,18515494470
2014-01-27,18422650070
2014-01-28,18406402300
2014-01-29,18294989020
2014-01-30,19067918650
2014-01-31,18346053440
2014-02-03,18018776930
2014-02-04,18371585650
2014-02-05,17967712510
2014-02-06,18144116870
2014-02-07,18896156510
2014-02-10,19072560870
2014-02-11,19724792780
2014-02-12,19474112900
2014-02-13,19729435000
2014-02-14,18942578710
2014-02-18,19033102000
2014-02-19,19172368600
2014-02-20,19499645110
2014-02-21,19685333910
2014-02-24,19485718450
2014-02-25,19641232820
2014-02-26,19485718450
2014-02-27,19302350760
2014-02-28,18768495460
2014-03-03,18930973160
2014-03-04,19293066320
2014-03-05,19255928560
2014-03-06,18554953340
2014-03-07,18554953340
2014-03-10,18487641150
2014-03-11,18380870090
2014-03-12,18538705570
2014-03-13,18072162460
2014-03-14,18178933520
2014-03-17,18035024700
2014-03-18,18336769000
2014-03-19,18058235800
2014-03-20,18051272470
2014-03-21,17136755130
2014-03-24,16814120840
2014-03-25,16688780900
2014-03-26,16349898840
2014-03-27,16428816580
2014-03-28,15737125800
2014-03-31,16534901760
2014-04-01,16803780960
2014-04-02,16904318400
2014-04-03,16160808960
2014-04-04,15393918720
2014-04-07,15524851200
2014-04-08,15279352799
2014-04-09,16354869600
2014-04-10,15358847520
2014-04-11,14743932480
2014-04-14,14598971520
2014-04-15,14788356000
2014-04-16,15054897120
2014-04-17,15003459360
2014-04-21,15307409760
2014-04-22,15969086400
2014-04-23,15646431360
2014-04-24,15473413440
2014-04-25,15008135520
2014-04-28,15082954080
2014-04-29,15798406559
2014-04-30,15828801600
2014-05-01,16121061600
2014-05-02,15517836960
2014-05-05,15994805280
2014-05-06,15562260480
2014-05-07,15237267360
2014-05-08,14916950400
2014-05-09,15209210400
2014-05-12,15838153919
2014-05-13,15597331679
2014-05-14,15826463520
2014-05-15,15305071679
2014-05-16,15204534240
2014-05-19,15716573760
2014-05-20,15312085919
2014-05-21,15700207200
2014-05-22,16642453440
2014-05-23,16609720320
2014-05-27,17152154880
2014-05-28,16768709760
2014-05-29,17023560480
2014-05-30,16894966080
2014-06-02,16981475039
2014-06-03,17058631679
2014-06-04,16983813120
2014-06-05,17082012480
2014-06-06,17182549920
2014-06-09,17444414880
2014-06-10,17311144320
2014-06-11,17320496640
2014-06-12,17184888000
2014-06-13,17182549920
2014-06-16,15693192960
2014-06-17,15405609120
2014-06-18,15216224640
2014-06-19,15111011039
2014-06-20,15188167679
2014-06-23,15573950880
2014-06-24,21868062240
2014-06-25,21009986880
2014-06-26,21783891360
2014-06-27,21924176160
2014-06-30,22354473947
2014-07-01,22630717446
2014-07-02,23145427556
2014-07-03,23327228834
2014-07-07,22864461946
2014-07-08,22439471947
2014-07-09,23161954945
2014-07-10,23095845390
2014-07-11,23390977333
2014-07-14,23228064500
2014-07-15,22791269224
2014-07-16,22862100890
2014-07-17,22309613891
2014-07-18,22949459946
2014-07-21,22739326002
2014-07-22,23076956945
2014-07-23,23171399167
2014-07-24,22611829002
2014-07-25,22607106891
2014-07-28,22562246835
2014-07-29,22562246835
2014-07-30,21724072115
2014-07-31,20992144895
2014-08-01,20666319229
2014-08-04,20467990562
2014-08-05,20541183285
2014-08-06,20496323229
2014-08-07,20007584730
2014-08-08,20404242063
2014-08-11,20352298841
2014-08-12,20165775452
2014-08-13,20954368006
2014-08-14,21336859005
2014-08-15,21457272838
2014-08-18,21556437171
2014-08-19,21702822615
2014-08-20,21556437171
2014-08-21,21011033339
2014-08-22,21301443172
2014-08-25,21665045726
2014-08-26,22108924170
2014-08-27,21964899781
2014-08-28,21910595504
2014-08-29,22092396781
2014-09-02,21948372392
2014-09-03,21915317615
2014-09-04,21615463560
2014-09-05,22439471947
2014-09-08,22309613891
2014-09-09,21986149281
2014-09-10,22368640280
2014-09-11,22252948558
2014-09-12,21955455559
2014-09-15,21752404782
2014-09-16,22160867392
2014-09-17,22311974947
2014-09-18,22984875779
2014-09-19,24495951331
2014-09-22,24722612664
2014-09-23,24753306386
2014-09-24,26439100048
2014-09-25,26037720605
2014-09-26,26821591048
2014-09-29,26892422714
2014-09-30,26711871159
2014-10-01,25508398022
2014-10-02,24925688696
2014-10-03,25827104347
2014-10-06,25154015616
2014-10-07,24457142831
2014-10-08,25453694697
2014-10-09,25037473751
2014-10-10,24909039858
2014-10-13,25189691697
2014-10-14,24797254804
2014-10-15,24045678695
2014-10-16,24083733181
2014-10-17,24342979371
2014-10-20,24918553480
2014-10-21,25724832914
2014-10-22,25251530237
2014-10-23,25708184076
2014-10-24,26141053861
2014-10-27,26540625970
2014-10-28,27130470511
2014-10-29,26141053861
2014-10-30,26364623969
2014-10-31,26790358538
2014-11-03,26871224322
2014-11-04,27137605728
2014-11-05,26540625970
2014-11-06,27896317053
2014-11-07,27572853918
2014-11-10,27813072864
2014-11-11,27943885162
2014-11-12,27751234323
2014-11-13,26809385781
2014-11-14,26481165834
2014-11-17,26547761186
2014-11-18,26409813672
2014-11-19,26828413024
2014-11-20,26849818673
2014-11-21,26495436267
2014-11-24,27066253565
2014-11-25,27159011376
2014-11-26,27444420025
2014-11-28,28036642973
2014-12-01,27791667215
2014-12-02,28291132351
2014-12-03,28583676217
2014-12-04,28234050622
2014-12-05,28053291810
2014-12-08,28393403784
2014-12-09,28612217082
2014-12-10,27874911405
2014-12-11,28726380541
2014-12-12,28195996135
2014-12-15,26847440268
2014-12-16,26365813172
2014-12-17,26602464510
2014-12-18,28003345297
2014-12-19,28279240324
2014-12-22,27751234323
2014-12-23,27054361538
2014-12-24,27387338296
2014-12-26,28162698459
2014-12-29,28490918406
2014-12-30,28338700460
2014-12-31,28426979235
2015-01-02,29448723354
2015-01-05,28960583307
2015-01-06,28082409790
2015-01-07,28872048102
2015-01-08,29664079257
2015-01-09,29242938824
2015-01-12,28309729910
2015-01-13,28857691042
2015-01-14,28805048488
2015-01-15,28182909211
2015-01-16,29398473643
2015-01-20,29848328197
2015-01-21,29930881293
2015-01-22,30460896100
2015-01-23,30046934197
2015-01-26,29939256245
2015-01-27,29592293956
2015-01-28,29015618704
2015-01-29,27311914225
2015-01-30,26354776877
2015-02-02,26603632587
2015-02-03,26014993118
2015-02-04,26146599503
2015-02-05,26701739165
2015-02-06,26000636058
2015-02-09,25813994275
2015-02-10,25945600660
2015-02-11,25991064684
2015-02-12,26232741865
2015-02-13,27197057743
2015-02-17,27134843815
2015-02-18,27175522153
2015-02-19,26792667213
2015-02-20,28381515211
2015-02-23,28024981549
2015-02-24,27977124682
2015-02-25,28436550609
2015-02-26,28706941909
2015-02-27,28577728367
2015-03-02,28754798777
2015-03-03,29556401306
2015-03-04,28726084656
2015-03-05,30379539425
2015-03-06,30231183136
2015-03-09,30384325112
2015-03-10,29704757595
2015-03-11,29345831089
2015-03-12,29506151595
2015-03-13,29671257788
2015-03-16,30563788365
2015-03-17,30903572123
2015-03-18,31056714099
2015-03-19,32123922242
2015-03-20,31346248147
2015-03-23,30099576751
2015-03-24,29751418040
2015-03-25,28388693741
2015-03-26,28139838031
2015-03-27,28795477114
2015-03-30,29013225861
2015-03-31,28402103290
2015-04-01,28031337510
2015-04-02,28223943110
2015-04-06,28469515250
2015-04-07,29003995790
2015-04-08,29803309030
2015-04-09,30248709480
2015-04-10,30930051790
2015-04-13,30771152170
2015-04-14,30992648609
2015-04-15,31105804399
2015-04-16,31043207580
2015-04-17,30111477990
2015-04-20,30227041350
2015-04-21,31828075399
2015-04-22,31984567450
2015-04-23,32699615740
2015-04-24,32068832399
2015-04-27,30788005160
2015-04-28,30207780790
2015-04-29,29796086320
2015-04-30,29680522960
2015-05-01,30239079200
2015-05-04,30407609100
2015-05-05,29408467550
2015-05-06,29596258010
2015-05-07,30106662850
2015-05-08,30674849370
2015-05-11,29873128560
2015-05-12,29873129041
2015-05-13,30219818640
2015-05-14,29613111000
2015-05-15,30385940970
2015-05-18,30650773670
2015-05-19,30891530670
2015-05-20,30515949750
2015-05-21,30106662850
2015-05-22,30113885560
2015-05-26,29524030910
2015-05-27,30768744600
2015-05-28,30672441800
2015-05-29,30886715529
2015-06-01,30527987600
2015-06-02,30046473600
2015-06-03,30556878440
2015-06-04,30561693580
2015-06-05,30660403950
2015-06-08,30219818640
2015-06-09,29873128560
2015-06-10,30137961260
2015-06-11,30419646950
2015-06-12,29940540520
2015-06-15,29732285715
2015-06-16,29694968380
2015-06-17,29864702065
2015-06-18,30727815910
2015-06-19,30826526279
2015-06-22,31064875710
2015-06-23,31688436340
2015-06-24,31199699630
2015-06-25,30901160950
2015-06-26,30544840590
2015-06-29,29379576710
2015-06-30,29878332120
2015-07-01,30534068110
2015-07-02,31760850939
2015-07-06,31172866270
2015-07-07,30846208120
2015-07-08,29408912260
2015-07-09,29251632410
2015-07-10,29750088550
2015-07-13,30062228560
2015-07-14,31320467360
2015-07-15,32310120570
2015-07-16,32399649100
2015-07-17,32464980729
2015-07-20,32295602430
2015-07-21,31690679930
2015-07-22,31702778380
2015-07-23,31661643650
2015-07-24,30367109500
2015-07-27,29817839870
2015-07-28,31044622700
2015-07-29,30396145780
2015-07-30,32777120740
2015-07-31,32665815000
2015-08-03,33147333310
2015-08-04,33948250700
2015-08-05,34170862180
2015-08-06,33740157360
2015-08-07,33328810060
2015-08-10,33786131470
2015-08-11,32876328030
2015-08-12,33304613159
2015-08-13,33239281530
2015-08-14,33120716720
2015-08-17,33781292090
2015-08-18,33817587439
2015-08-19,34233774119
2015-08-20,32160099790
2015-08-21,30359850430
2015-08-24,28859642630
2015-08-25,29319383730
2015-08-26,31482586590
2015-08-27,32363353750
2015-08-28,32435944450
2015-08-31,30855886880
2015-09-01,30013834760
2015-09-02,31214001000
2015-09-03,30616337570
2015-09-04,30727643310
2015-09-08,32208493590
2015-09-09,31443871549
2015-09-10,31939908000
2015-09-11,32438364140
2015-09-14,32629519650
2015-09-15,32774701049
2015-09-16,32341576540
2015-09-17,32711789110
2015-09-18,30042871040
2015-09-21,28598316110
2015-09-22,27683673290
2015-09-23,27066652340
2015-09-24,26885175590
2015-09-25,24990558320
2015-09-28,23833946500
2015-09-29,24155765270
2015-09-30,24939898542
2015-10-01,25679905134
2015-10-02,27583805590
2015-10-05,27425745929
2015-10-06,26213955199
2015-10-07,26199586139
2015-10-08,26110976936
2015-10-09,26343276740
2015-10-12,27121600825
2015-10-13,26199586139
2015-10-14,27133575042
2015-10-15,27729891033
2015-10-16,27377849062
2015-10-19,27751444623
2015-10-20,26403147823
2015-10-21,26252272693
2015-10-22,26221139729
2015-10-23,27389823279
2015-10-26,27485617013
2015-10-27,28979999257
2015-10-28,28762068513
2015-10-29,30215738420
2015-10-30,29873275823
2015-11-02,30400141357
2015-11-03,30740209112
2015-11-04,29911593316
2015-11-05,29195535157
2015-11-06,28249572038
2015-11-09,28462713095
2015-11-10,28474687312
2015-11-11,28307048278
2015-11-12,28091512378
2015-11-13,29468547298
2015-11-16,30002597363
2015-11-17,30716260678
2015-11-18,31913682348
2015-11-19,31152122166
2015-11-20,31264679803
2015-11-23,31681382544
2015-11-24,31882549385
2015-11-25,31604747557
2015-11-27,31865785482
2015-11-30,30979693446
2015-12-01,31219177780
2015-12-02,31231151996
2015-12-03,29231457808
2015-12-04,29976254086
2015-12-07,29166797037
2015-12-08,29526023538
2015-12-09,28888995210
2015-12-10,29185955784
2015-12-11,28172937051
2015-12-14,27708337443
2015-12-15,28086722691
2015-12-16,28386078109
2015-12-17,28244782351
2015-12-18,27902319754
2015-12-21,28872231307
2015-12-22,29394307155
2015-12-23,29648160549
2015-12-24,29897224256
2015-12-28,29684083199
2015-12-29,30622861788
2015-12-30,30270819817
2015-12-31,30681254730
2016-01-04,29964391590
2016-01-05,30100936950
2016-01-06,29803463130
2016-01-07,28030811760
2016-01-08,26994530010
2016-01-11,25346232450
2016-01-12,25270644840
2016-01-13,23497993470
2016-01-14,24848817210
2016-01-15,23873493210
2016-01-19,23161506690
2016-01-20,23649168690
2016-01-21,23181013170
2016-01-22,23093234010
2016-01-25,22461711720
2016-01-26,22481218200
2016-01-27,22554367500
2016-01-28,22617763560
2016-01-29,22127663250
2016-02-01,22527546090
2016-02-02,22183744380
2016-02-03,22890854280
2016-02-04,22364179320
2016-02-05,21118202910
2016-02-08,19994142000
2016-02-09,19540616340
2016-02-10,19928307630
2016-02-11,19435769010
2016-02-12,20294054130
2016-02-16,20815852470
2016-02-17,21518085750
2016-02-18,21125517840
2016-02-19,21476634480
2016-02-22,21700959000
2016-02-23,20793907680
2016-02-24,21157215870
2016-02-25,20854865430
2016-02-26,21213297000
2016-02-29,20845112190
2016-03-01,21839942670
2016-03-02,22559244120
2016-03-03,21810682950
2016-03-04,21544907160
2016-03-07,22176429450
2016-03-08,21191352210
2016-03-09,20635417530
2016-03-10,20062414680
2016-03-11,21032862060
2016-03-14,20869495290
2016-03-15,20196521730
2016-03-16,19335798300
2016-03-17,19306538580
2016-03-18,20120934120
2016-03-21,20486680620
2016-03-22,21159654180
2016-03-23,19543054650
2016-03-24,19647901980
2016-03-28,19189499700
2016-03-29,19321168440
2016-03-30,19116350400
2016-03-31,19433874180
2016-04-01,19350750300
2016-04-04,20260223340
2016-04-05,20575605120
2016-04-06,22323651420
2016-04-07,21098796600
2016-04-08,20842090500
2016-04-11,20651394540
2016-04-12,20382464340
2016-04-13,20824976760
2016-04-14,21289492560
2016-04-15,19986403500
2016-04-18,20345792040
2016-04-19,20343347220
2016-04-20,20563381020
2016-04-21,21223482420
2016-04-22,21221037600
2016-04-25,20942328120
2016-04-26,20570715480
2016-04-27,20658729000
2016-04-28,21208813500
2016-04-29,20619611880
2016-05-02,20292006000
2016-05-03,20086641120
2016-05-04,19712583660
2016-05-05,20536488000
2016-05-06,20912990280
2016-05-09,21529084920
2016-05-10,21778456560
2016-05-11,20446029660
2016-05-12,20071972200
2016-05-13,19895945160
2016-05-16,20081751480
2016-05-17,19732142220
2016-05-18,19976624220
2016-05-19,19805486820
2016-05-20,20707625400
2016-05-23,20639170440
2016-05-24,21617098440
2016-05-25,21895807920
2016-05-26,21805349580
2016-05-27,22096283160
2016-05-31,22773498300
2016-06-01,22956859800
2016-06-02,23426265240
2016-06-03,22971528720
2016-06-06,23492275380
2016-06-07,23169559140
2016-06-08,23125552380
2016-06-09,22612140180
2016-06-10,22367658180
2016-06-13,22135400280
2016-06-14,22338320340
2016-06-15,22208744880
2016-06-16,22103617620
2016-06-17,21203923860
2016-06-20,21201479040
2016-06-21,20849424960
2016-06-22,20834756040
2016-06-23,21563312400
2016-06-24,20023075800
2016-06-27,19519442880
2016-06-28,20399578080
2016-06-29,20780970000
2016-06-30,20881892625
2016-07-01,21299433375
2016-07-05,21000843187
2016-07-06,21765525375
2016-07-07,21860200312
2016-07-08,21595596000
2016-07-11,21872338125
2016-07-12,21758242687
2016-07-13,21309143625
2016-07-14,21398963437
2016-07-15,21899041312
2016-07-18,21707263875
2016-07-19,21224178937
2016-07-20,22127232187
2016-07-21,22627310062
2016-07-22,22792384312
2016-07-25,23248766062
2016-07-26,23056988625
2016-07-27,23307027562
2016-07-28,23355578812
2016-07-29,23547356250
2016-08-01,23838663750
2016-08-02,24066854625
2016-08-03,24382437750
2016-08-04,24343596750
2016-08-05,24865522687
2016-08-08,24875232937
2016-08-09,24962625187
2016-08-10,24202798125
2016-08-11,24569360062
2016-08-12,24647042062
2016-08-15,24877660500
2016-08-16,24275625000
2016-08-17,24248921812
2016-08-18,24057144375
2016-08-19,23792540062
2016-08-22,24508671000
2016-08-23,24515953687
2016-08-24,23476956937
2016-08-25,23396847375
2016-08-26,23569204312
2016-08-29,23532790875
2016-08-30,23256048750
2016-08-31,22942893187
2016-09-01,23001154687
2016-09-02,23088546937
2016-09-06,23251193625
2016-09-07,23207497500
2016-09-08,23622610687
2016-09-09,22741405500
2016-09-12,23756126625
2016-09-13,23127387937
2016-09-14,21877193250
2016-09-15,22600606875
2016-09-16,22505931937
2016-09-19,22153935375
2016-09-20,22258320562
2016-09-21,22289878875
2016-09-22,22362705750
2016-09-23,22000998937
2016-09-26,21432949312
2016-09-27,21634437000
2016-09-28,21566465250
2016-09-29,20634281250
2016-09-30,21406043340
2016-10-03,21302952660
2016-10-04,21212134680
2016-10-05,21514043100
2016-10-06,20853771840
2016-10-07,21035407800
2016-10-10,21104134920
2016-10-11,20043773640
2016-10-12,19673138100
2016-10-13,19773774240
2016-10-14,19447320420
2016-10-17,19759047000
2016-10-18,20362863840
2016-10-19,20085500820
2016-10-20,20353045680
2016-10-21,19822865040
2016-10-24,19324593420
2016-10-25,19319684340
2016-10-26,19319684340
2016-10-27,18615231360
2016-10-28,19042321320
2016-10-31,18620140440
2016-11-01,19115957520
2016-11-02,19145412000
2016-11-03,19069321260
2016-11-04,19381047840
2016-11-07,20426681880
2016-11-08,20370227460
2016-11-09,22797767520
2016-11-10,23406493440
2016-11-11,22581768000
2016-11-14,23175766680
2016-11-15,22841949240
2016-11-16,22206223380
2016-11-17,22385404800
2016-11-18,21953405760
2016-11-21,21857678700
2016-11-22,21158134800
2016-11-23,21437952360
2016-11-25,21543497580
2016-11-28,21329952600
2016-11-29,21023135100
2016-11-30,20031500940
2016-12-01,19101230280
2016-12-02,18531777000
2016-12-05,18544049700
2016-12-06,19174866480
2016-12-07,18487595280
2016-12-08,18953957880
2016-12-09,18818958180
2016-12-12,18674140320
2016-12-13,18801776400
2016-12-14,19226411820
2016-12-15,18912230700
2016-12-16,18850867200
2016-12-19,18728140200
2016-12-20,18762503760
2016-12-21,17819960400
2016-12-22,17677597080
2016-12-23,18239686740
2016-12-27,18455686260
2016-12-28,18308413860
2016-12-29,18271595760
2016-12-30,18082596180
2017-01-03,18424737360
2017-01-04,18956149200
2017-01-05,19450657440
2017-01-06,19531845360
2017-01-09,20385548640
2017-01-10,20402770320
2017-01-11,20156746320
2017-01-12,20269917360
2017-01-13,20461816080
2017-01-17,20063257200
2017-01-18,20301900480
2017-01-19,19905801840
2017-01-20,20018972880
2017-01-23,20026353600
2017-01-24,20233013760
2017-01-25,20958784560
2017-01-26,20993227920
2017-01-27,21495116880
2017-01-30,20759505120
2017-01-31,21126080880
2017-02-01,21217109760
2017-02-02,21335201280
2017-02-03,21337661520
2017-02-06,21507418080
2017-02-07,21364724160
2017-02-08,21581225280
2017-02-09,21962562480
2017-02-10,21687015600
2017-02-13,21581225280
2017-02-14,21873993840
2017-02-15,21987164880
2017-02-16,21576304800
2017-02-17,21731299920
2017-02-21,21293377200
2017-02-22,21106398960
2017-02-23,21091637520
2017-02-24,21175285680
2017-02-27,21871533600
2017-02-28,22294694880
2017-03-01,22218427440
2017-03-02,22115097360
2017-03-03,22188904560
2017-03-06,22366041840
2017-03-07,22466911680
2017-03-08,22678492320
2017-03-09,23020465680
2017-03-10,23121335520
2017-03-13,22867930800
2017-03-14,22816265760
2017-03-15,23266489680
2017-03-16,22722776640
2017-03-17,22614526080
2017-03-20,22464451440
2017-03-21,22019148000
2017-03-22,22152000960
2017-03-23,21908437200
2017-03-24,22137239520
2017-03-27,22338979200
2017-03-28,22060972080
2017-03-29,26573052240
2017-03-30,26395914960
2017-03-31,27066421350
2017-04-03,26596131450
2017-04-04,27794133090
2017-04-05,28244621310
2017-04-06,28281749460
2017-04-07,28682733480
2017-04-10,28232245260
2017-04-11,28274323830
2017-04-12,28430262060
2017-04-13,28167889800
2017-04-17,28417886010
2017-04-18,28378282650
2017-04-19,28373332230
2017-04-20,29024312460
2017-04-21,28885700700
2017-04-24,29123320860
2017-04-25,29026787670
2017-04-26,28796593140
2017-04-27,29063915820
2017-04-28,29281734300
2017-05-01,29855983020
2017-05-02,29323812870
2017-05-03,29467375050
2017-05-04,28808969190
2017-05-05,28425311640
2017-05-08,28479766260
2017-05-09,28868374230
2017-05-10,28551547350
2017-05-11,28554022560
2017-05-12,28365906600
2017-05-15,28769365830
2017-05-16,29229754890
2017-05-17,28311451980
2017-05-18,29190151530
2017-05-19,29212428420
2017-05-22,29440147740
2017-05-23,28858473390
2017-05-24,29157973800
2017-05-25,29355990600
2017-05-26,29682718320
2017-05-30,29799053190
2017-05-31,30593595600
2017-06-01,31474770360
2017-06-02,32152977900
2017-06-05,32219808569
2017-06-06,31613382120
2017-06-07,30937649790
2017-06-08,31165369110
2017-06-09,30360925860
2017-06-12,30284194350
2017-06-13,30318847290
2017-06-14,30868343910
2017-06-15,30702504840
2017-06-16,30479735940
2017-06-19,31083687180
2017-06-20,31269327930
2017-06-21,33373256430
2017-06-22,33546521130
2017-06-23,33044053500
2017-06-26,33021776610
2017-06-27,31987138829
2017-06-28,32452478310
2017-06-29,31494572040
2017-06-30,32252037160
2017-07-03,32091865639
2017-07-05,32284572000
2017-07-06,32149427280
2017-07-07,32622433800
2017-07-10,32199480880
2017-07-11,33077921559
2017-07-12,32895225920
2017-07-13,32765086559
2017-07-14,32782605320
2017-07-17,32337128280
2017-07-18,33075418880
2017-07-19,39965296920
2017-07-20,39875200440
2017-07-21,40836229560
2017-07-24,41572017480
2017-07-25,40535907960
2017-07-26,40898796560
2017-07-27,39089358920
2017-07-28,38578812200
2017-07-31,37995687760
2017-08-01,38341057600
2017-08-02,39429723400
2017-08-03,38548780040
2017-08-04,38676416720
2017-08-07,39159433960
2017-08-08,38356073680
2017-08-09,38185891440
2017-08-10,37174808720
2017-08-11,38486213040
2017-08-14,38663903320
2017-08-15,38220928960
2017-08-16,37883067160
2017-08-17,37174808720
2017-08-18,37072198840
2017-08-21,37292434680
2017-08-22,38911668640
2017-08-23,38353571000
2017-08-24,39061829440
2017-08-25,38358576360
2017-08-28,38391111200
2017-08-29,38263474520
2017-08-30,39114385720
2017-08-31,40178024720
2017-09-01,40603480320
2017-09-05,39810130760
2017-09-06,39312097440
2017-09-07,39895221880
2017-09-08,39750066440
2017-09-11,39494793080
2017-09-12,39247027760
2017-09-13,39242022400
2017-09-14,38386105840
2017-09-15,38443667480
2017-09-18,38341057600
2017-09-19,38291004000
2017-09-20,38220928960
2017-09-21,38055752080
2017-09-22,37855537680
2017-09-25,37314958800
2017-09-26,37154787280
2017-09-27,37307450760
2017-09-28,37445098160
2017-09-29,38050746720
2017-10-02,38294522110
2017-10-03,38364958070
2017-10-04,38364958070
2017-10-05,38312131100
2017-10-06,39016490700
2017-10-09,39129691350
2017-10-10,38870587640
2017-10-11,38744809140
2017-10-12,38734746860
2017-10-13,38465580870
2017-10-16,38915867900
2017-10-17,39003912850
2017-10-18,38930961320
2017-10-19,38890712200
2017-10-20,38898258910
2017-10-23,38000200420
2017-10-24,38012778270
2017-10-25,36928567600
2017-10-26,36163834320
2017-10-27,37761221270
2017-10-30,37615318210
2017-10-31,36785180110
2017-11-01,35879574910
2017-11-02,36450609300
2017-11-03,37726003290
2017-11-06,37476961860
2017-11-07,38063089670
2017-11-08,37079501800
2017-11-09,37273200690
2017-11-10,37416588180
2017-11-13,37237982710
2017-11-14,37185155740
2017-11-15,37396463620
2017-11-16,37215342580
2017-11-17,37082017370
2017-11-20,36385204480
2017-11-21,36503436270
2017-11-22,36988941280
2017-11-24,36865678350
2017-11-27,37368792350
2017-11-28,37059377240
2017-11-29,36161318750
2017-11-30,36297159530
2017-12-01,35416710030
2017-12-04,34913596030
2017-12-05,34805426520
2017-12-06,34533744960
2017-12-07,34911080460
2017-12-08,36126100770
2017-12-11,35640595760
2017-12-12,35446896870
2017-12-13,36425453600
2017-12-14,35854419210
2017-12-15,36692104020
2017-12-18,36586450080
2017-12-19,36513498550
2017-12-20,36505951840
2017-12-21,37436712740
2017-12-22,37726003290
2017-12-26,37884484200
2017-12-27,38123463350
2017-12-28,38027871690
2017-12-29,37698332020
2018-01-02,38721552210
2018-01-03,38493644310
2018-01-04,38762069170
2018-01-05,39425534390
2018-01-08,39729411590
2018-01-09,39506568310
2018-01-10,39853494780
2018-01-11,40111790400
2018-01-12,39992771830
2018-01-16,39430599010
2018-01-17,39754734690
2018-01-18,39805380890
2018-01-19,40002901070
2018-01-22,41000631210
2018-01-23,42183219980
2018-01-24,42403530950
2018-01-25,42097121440
2018-01-26,42849217510
2018-01-29,42325029340
2018-01-30,42173090740
2018-01-31,42256656970
2018-02-01,43806430690
2018-02-02,42097121440
2018-02-05,39286257340
2018-02-06,40332101370
2018-02-07,39420469770
2018-02-08,38389819600
2018-02-09,38734213760
2018-02-12,38493644310
2018-02-13,39033026340
2018-02-14,39823107060
2018-02-15,40754997140
2018-02-16,40699286320
2018-02-20,40765126380
2018-02-21,39982642590
2018-02-22,39906673290
2018-02-23,42011022900
2018-02-26,42932783740
2018-02-27,42005958280
2018-02-28,42043942930
2018-03-01,41993296730
2018-03-02,43064463860
2018-03-05,43849479960
2018-03-06,42725134320
2018-03-07,43092319270
2018-03-08,43525344280
2018-03-09,44634496060
2018-03-12,44854807030
2018-03-13,44305295760
2018-03-14,44158421780
2018-03-15,44054597070
2018-03-16,44482557460
2018-03-19,43244257870
2018-03-20,43421519570
2018-03-21,43135368540
2018-03-22,42061669100
2018-03-23,40752464830
2018-03-26,42061669100
2018-03-27,40603058540
2018-03-28,40410602980
2018-03-29,41271588380
2018-04-02,39723841850
2018-04-03,40244818600
2018-04-04,41200366200
2018-04-05,40066924100
2018-04-06,39200323750
2018-04-09,39838202600
2018-04-10,40958937950
2018-04-11,40379510150
2018-04-12,41164787300
2018-04-13,41014847650
2018-04-16,40331224500
2018-04-17,41929733650
2018-04-18,41515493600
2018-04-19,40547239250
2018-04-20,40191450250
2018-04-23,40328683150
2018-04-24,39561195450
2018-04-25,39429045250
2018-04-26,40359179350
2018-04-27,39657766750
2018-04-30,38923316600
2018-05-01,38750504800
2018-05-02,37985558450
2018-05-03,38028761400
2018-05-04,37965227650
2018-05-07,37993182500
2018-05-08,37680596450
2018-05-09,37883904450
2018-05-10,38376926350
2018-05-11,39637435950
2018-05-14,40016097100
2018-05-15,39528157900
2018-05-16,39685721600
2018-05-17,39731465900
2018-05-18,39960187400
2018-05-21,39700969700
2018-05-22,39716217800
2018-05-23,39894112300
2018-05-24,39891570950
2018-05-25,40026262500
2018-05-29,39451917400
2018-05-30,39807706400
2018-05-31,39136790000
2018-06-01,38641226750
2018-06-04,38031302750
2018-06-05,37032552200
2018-06-06,37096085950
2018-06-07,37040176250
2018-06-08,38260024250
2018-06-11,37772085050
2018-06-12,38371843650
2018-06-13,38613271900
2018-06-14,39388383650
2018-06-15,39396007700
2018-06-18,38549738150
2018-06-19,39263857500
2018-06-20,40059300050
2018-06-21,39789916950
2018-06-22,40455750650
2018-06-25,39329932600
2018-06-26,38501452500
2018-06-27,37484912500
2018-06-28,37507784650
2018-06-29,43192784600
2018-07-02,43234437050
2018-07-03,42755215650
2018-07-05,43203848450
2018-07-06,44213272250
2018-07-09,44394254800
2018-07-10,44636414550
2018-07-11,44610924050
2018-07-12,45441914350
2018-07-13,46010352500
2018-07-16,46193884100
2018-07-17,46543103950
2018-07-18,46170942650
2018-07-19,45913488600
2018-07-20,45220147000
2018-07-23,45000928700
2018-07-24,44577786400
2018-07-25,45069753050
2018-07-26,44830142350
2018-07-27,43869150500
2018-07-30,44460530100
2018-07-31,44621120250
2018-08-01,45339952350
2018-08-02,45345050450
2018-08-03,44491118700
2018-08-06,44585433550
2018-08-07,45248186550
2018-08-08,44684846500
2018-08-09,44621120250
2018-08-10,44562492100
2018-08-13,44621120250
2018-08-14,44845436650
2018-08-15,44098565000
2018-08-16,44598178800
2018-08-17,44883672400
2018-08-20,44789357550
2018-08-21,45082498300
2018-08-22,45301716600
2018-08-23,44868378100
2018-08-24,45077400200
2018-08-27,45709564600
2018-08-28,46104667350
2018-08-29,47121738300
2018-08-30,47419977150
2018-08-31,47004482000
2018-09-04,46726635550
2018-09-05,46701145050
2018-09-06,45895645250
2018-09-07,45747800350
2018-09-10,45699368400
