,MSFT
2013-11-26,310976100000
2013-11-27,313057600000
2013-11-29,317470380000
2013-12-02,320134700000
2013-12-03,318969060000
2013-12-04,324214440000
2013-12-05,316388000000
2013-12-06,319385360000
2013-12-09,322299460000
2013-12-10,317303860000
2013-12-11,313140860000
2013-12-12,309893720000
2013-12-13,305480940000
2013-12-16,307146140000
2013-12-17,304065520000
2013-12-18,304565080000
2013-12-19,301817500000
2013-12-20,306396800000
2013-12-23,304898120000
2013-12-24,308728080000
2013-12-26,311725440000
2013-12-27,310476540000
2013-12-30,310476540000
2013-12-31,309904440000
2014-01-02,307833440000
2014-01-03,305762440000
2014-01-06,299300920000
2014-01-07,301620440000
2014-01-08,296235840000
2014-01-09,294330520000
2014-01-10,298555360000
2014-01-13,289774320000
2014-01-14,296401520000
2014-01-15,304519840000
2014-01-16,305596760000
2014-01-17,301371920000
2014-01-21,299632280000
2014-01-22,297644120000
2014-01-23,298721040000
2014-01-24,304934040000
2014-01-27,298472520000
2014-01-28,300460680000
2014-01-29,303691440000
2014-01-30,305348240000
2014-01-31,313466560000
2014-02-03,302200320000
2014-02-04,301123400000
2014-02-05,296732880000
2014-02-06,299715120000
2014-02-07,302863040000
2014-02-10,304851200000
2014-02-11,307916280000
2014-02-12,310401480000
2014-02-13,311561240000
2014-02-14,311644080000
2014-02-18,309987280000
2014-02-19,310732840000
2014-02-20,312721000000
2014-02-21,314626320000
2014-02-24,312223960000
2014-02-25,310981360000
2014-02-26,310401480000
2014-02-27,313632240000
2014-02-28,317360040000
2014-03-03,312969520000
2014-03-04,318188440000
2014-03-05,315703240000
2014-03-06,316034600000
2014-03-07,313963600000
2014-03-10,313300880000
2014-03-11,314957680000
2014-03-12,317028680000
2014-03-13,313880760000
2014-03-14,312306800000
2014-03-17,315206200000
2014-03-18,327632200000
2014-03-19,325312680000
2014-03-20,334093720000
2014-03-21,332685440000
2014-03-24,335502000000
2014-03-25,334176560000
2014-03-26,329620360000
2014-03-27,326058240000
2014-03-28,333845200000
2014-03-31,338003540000
2014-04-01,341549320000
2014-04-02,340972100000
2014-04-03,338168460000
2014-04-04,328768020000
2014-04-07,328190800000
2014-04-08,328355720000
2014-04-09,333715620000
2014-04-10,324562560000
2014-04-11,323325660000
2014-04-14,323078280000
2014-04-15,327778500000
2014-04-16,333138400000
2014-04-17,329922460000
2014-04-21,329345240000
2014-04-22,329757540000
2014-04-23,327283740000
2014-04-24,328685560000
2014-04-25,329097860000
2014-04-28,337014020000
2014-04-29,334045460000
2014-04-30,333138400000
2014-05-01,329840000000
2014-05-02,327283740000
2014-05-05,325139780000
2014-05-06,322088760000
2014-05-07,325057320000
2014-05-08,326871440000
2014-05-09,326046840000
2014-05-12,329592620000
2014-05-13,333303320000
2014-05-14,331819040000
2014-05-15,326541600000
2014-05-16,328438180000
2014-05-19,327778500000
2014-05-20,327201280000
2014-05-21,332726100000
2014-05-22,330664600000
2014-05-23,330829520000
2014-05-27,331406740000
2014-05-28,329922460000
2014-05-29,332643640000
2014-05-30,337591240000
2014-06-02,336354340000
2014-06-03,332231340000
2014-06-04,332478720000
2014-06-05,339817660000
2014-06-06,342044080000
2014-06-09,340312420000
2014-06-10,338993060000
2014-06-11,336931560000
2014-06-12,334622680000
2014-06-13,339982580000
2014-06-16,342209000000
2014-06-17,343693280000
2014-06-18,343445900000
2014-06-19,342291460000
2014-06-20,343693280000
2014-06-23,346249540000
2014-06-24,344270500000
2014-06-25,346579380000
2014-06-26,344023120000
2014-06-27,348393500000
2014-06-30,343983300000
2014-07-01,345385630000
2014-07-02,345633100000
2014-07-03,344808200000
2014-07-07,346375510000
2014-07-08,344643220000
2014-07-09,343735830000
2014-07-10,343900810000
2014-07-11,347200410000
2014-07-14,347612860000
2014-07-15,350170050000
2014-07-16,363615920000
2014-07-17,367327970000
2014-07-18,368647810000
2014-07-21,369885160000
2014-07-22,369802670000
2014-07-23,370132630000
2014-07-24,366255600000
2014-07-25,367080500000
2014-07-28,362708530000
2014-07-29,362048610000
2014-07-30,359491420000
2014-07-31,356026840000
2014-08-01,353552140000
2014-08-04,357759130000
2014-08-05,355366920000
2014-08-06,352562260000
2014-08-07,356604270000
2014-08-08,356356800000
2014-08-11,356356800000
2014-08-12,358996480000
2014-08-13,363615920000
2014-08-14,365183230000
2014-08-15,369472710000
2014-08-18,372112390000
2014-08-19,373927170000
2014-08-20,370792550000
2014-08-21,373019780000
2014-08-22,372442350000
2014-08-25,372607330000
2014-08-26,371287490000
2014-08-27,370132630000
2014-08-28,370215120000
2014-08-29,374752070000
2014-09-02,371947410000
2014-09-03,370875040000
2014-09-04,373349740000
2014-09-05,378711590000
2014-09-08,383331030000
2014-09-09,385723240000
2014-09-10,386383160000
2014-09-11,387703000000
2014-09-12,385228300000
2014-09-15,381433760000
2014-09-16,385723240000
2014-09-17,383743480000
2014-09-18,385063320000
2014-09-19,391992480000
2014-09-22,388197940000
2014-09-23,384073440000
2014-09-24,388362920000
2014-09-25,379783960000
2014-09-26,382836090000
2014-09-29,383083560000
2014-09-30,381450080000
2014-10-01,377665200000
2014-10-02,376513280000
2014-10-03,379228520000
2014-10-06,379228520000
2014-10-07,374620840000
2014-10-08,384905840000
2014-10-09,377253800000
2014-10-10,362278840000
2014-10-13,359152200000
2014-10-14,359810440000
2014-10-15,355614160000
2014-10-16,351664720000
2014-10-17,358987640000
2014-10-20,362690240000
2014-10-21,369272640000
2014-10-22,365158640000
2014-10-23,370424560000
2014-10-24,379557640000
2014-10-27,377747480000
2014-10-28,382519720000
2014-10-29,383589360000
2014-10-30,378899400000
2014-10-31,386304600000
2014-11-03,390336320000
2014-11-04,391405960000
2014-11-05,393792080000
2014-11-06,400703600000
2014-11-07,400539040000
2014-11-10,402266920000
2014-11-11,402102360000
2014-11-12,401361840000
2014-11-13,408191080000
2014-11-14,407944240000
2014-11-17,406956880000
2014-11-18,401032720000
2014-11-19,396754160000
2014-11-20,400703600000
2014-11-21,394779440000
2014-11-24,391570520000
2014-11-25,390583160000
2014-11-26,392887000000
2014-11-28,393380680000
2014-12-01,400045360000
2014-12-02,398728880000
2014-12-03,395602240000
2014-12-04,401855520000
2014-12-05,398399760000
2014-12-08,392475600000
2014-12-09,391570520000
2014-12-10,385893200000
2014-12-11,388114760000
2014-12-12,386304600000
2014-12-15,384000760000
2014-12-16,371576480000
2014-12-17,376348720000
2014-12-18,390994560000
2014-12-19,392146480000
2014-12-22,394779440000
2014-12-23,398646600000
2014-12-24,396095920000
2014-12-26,393956640000
2014-12-29,390418600000
2014-12-30,386880560000
2014-12-31,379357150000
2015-01-02,381888920000
2015-01-05,378377110000
2015-01-06,372823550000
2015-01-07,377560410000
2015-01-08,388667530000
2015-01-09,385400730000
2015-01-12,380582200000
2015-01-13,378622120000
2015-01-14,375355320000
2015-01-15,371435160000
2015-01-16,377642080000
2015-01-20,378867130000
2015-01-21,375028640000
2015-01-22,384910710000
2015-01-23,385319060000
2015-01-26,383930670000
2015-01-27,348404220000
2015-01-28,336398730000
2015-01-29,343095670000
2015-01-30,329946800000
2015-02-02,337133760000
2015-02-03,339747200000
2015-02-04,341707280000
2015-02-05,346689150000
2015-02-06,346362470000
2015-02-09,345954120000
2015-02-10,347914200000
2015-02-11,346117460000
2015-02-12,351916030000
2015-02-13,358286290000
2015-02-17,355917860000
2015-02-18,355509510000
2015-02-19,355264500000
2015-02-20,358204620000
2015-02-23,360573050000
2015-02-24,360083030000
2015-02-25,359266330000
2015-02-26,359838020000
2015-02-27,358122950000
2015-03-02,358367960000
2015-03-03,353467760000
2015-03-04,351671020000
2015-03-05,352079370000
2015-03-06,345954120000
2015-03-09,349955950000
2015-03-10,343259010000
2015-03-11,342850660000
2015-03-12,335010340000
2015-03-13,337950460000
2015-03-16,339420520000
2015-03-17,340563900000
2015-03-18,347097500000
2015-03-19,345382430000
2015-03-20,350200960000
2015-03-23,350037620000
2015-03-24,350364300000
2015-03-25,338603820000
2015-03-26,336562070000
2015-03-27,334601990000
2015-03-30,334520320000
2015-03-31,327760260000
2015-04-01,328243920000
2015-04-02,324777690000
2015-04-06,334934550000
2015-04-07,334773330000
2015-04-08,333886620000
2015-04-09,334370280000
2015-04-10,336304920000
2015-04-13,336627360000
2015-04-14,335740650000
2015-04-15,340657860000
2015-04-16,339851760000
2015-04-17,335498820000
2015-04-20,345897510000
2015-04-21,343721040000
2015-04-22,346542390000
2015-04-23,349363740000
2015-04-24,385880070000
2015-04-27,387169830000
2015-04-28,396278760000
2015-04-29,395472660000
2015-04-30,392087040000
2015-05-01,392248260000
2015-05-04,388862640000
2015-05-05,383703600000
2015-05-06,373063080000
2015-05-07,376448700000
2015-05-08,384912750000
2015-05-11,381849570000
2015-05-12,381688350000
2015-05-13,383945430000
2015-05-14,392731920000
2015-05-15,389346300000
2015-05-18,387008610000
2015-05-19,383542380000
2015-05-20,383542380000
2015-05-21,382252620000
2015-05-22,378060900000
2015-05-26,375561990000
2015-05-27,383784210000
2015-05-28,382494450000
2015-05-29,377738460000
2015-06-01,380721030000
2015-06-02,378222120000
2015-06-03,377657850000
2015-06-04,373707960000
2015-06-05,371934540000
2015-06-08,368629530000
2015-06-09,367984650000
2015-06-10,375723210000
2015-06-11,374352840000
2015-06-12,370564170000
2015-06-15,366614280000
2015-06-16,369435630000
2015-06-17,370564170000
2015-06-18,376609920000
2015-06-19,371612100000
2015-06-22,372660030000
2015-06-23,370080510000
2015-06-24,367904040000
2015-06-25,367984650000
2015-06-26,364840860000
2015-06-29,357666570000
2015-06-30,353023400000
2015-07-01,355422200000
2015-07-02,355022400000
2015-07-06,354942440000
2015-07-07,354222800000
2015-07-08,353743040000
2015-07-09,355981920000
2015-07-10,356701560000
2015-07-13,364137840000
2015-07-14,364777520000
2015-07-15,365896960000
2015-07-16,373093360000
2015-07-17,372773520000
2015-07-20,375172320000
2015-07-21,378050880000
2015-07-22,364137840000
2015-07-23,368695560000
2015-07-24,367336240000
2015-07-27,362618600000
2015-07-28,362538640000
2015-07-29,370134840000
2015-07-30,374852480000
2015-07-31,373413200000
2015-08-03,374292760000
2015-08-04,380129840000
2015-08-05,380449680000
2015-08-06,372773520000
2015-08-07,373733040000
2015-08-10,378450680000
2015-08-11,371094360000
2015-08-12,373733040000
2015-08-13,373653080000
2015-08-14,375812000000
2015-08-17,378370720000
2015-08-18,377970920000
2015-08-19,372693560000
2015-08-20,365097360000
2015-08-21,344387720000
2015-08-24,333273280000
2015-08-25,323598120000
2015-08-26,341509160000
2015-08-27,351024400000
2015-08-28,351264280000
2015-08-31,347985920000
2015-09-01,334392720000
2015-09-02,346706560000
2015-09-03,347826000000
2015-09-04,340709560000
2015-09-08,350944440000
2015-09-09,344387720000
2015-09-10,346146840000
2015-09-11,347666080000
2015-09-14,344147840000
2015-09-15,351664080000
2015-09-16,354222800000
2015-09-17,353823000000
2015-09-18,347666080000
2015-09-21,352703560000
2015-09-22,351024400000
2015-09-23,350784520000
2015-09-24,351104360000
2015-09-25,351344240000
2015-09-28,346146840000
2015-09-29,347346240000
2015-09-30,352486640000
2015-10-01,355274040000
2015-10-02,362919480000
2015-10-05,371361320000
2015-10-06,372317000000
2015-10-07,372715200000
2015-10-08,377891800000
2015-10-09,375184040000
2015-10-12,374308000000
2015-10-13,373431960000
2015-10-14,371759520000
2015-10-15,374387640000
2015-10-16,378369640000
2015-10-19,379245680000
2015-10-20,380440280000
2015-10-21,375900800000
2015-10-22,382510920000
2015-10-23,421056680000
2015-10-26,432047000000
2015-10-27,427587160000
2015-10-28,429896720000
2015-10-29,424959040000
2015-10-30,419224960000
2015-11-02,424003360000
2015-11-03,431250600000
2015-11-04,433241600000
2015-11-05,433082320000
2015-11-06,437382880000
2015-11-09,431330240000
2015-11-10,426153640000
2015-11-11,427268600000
2015-11-12,424640480000
2015-11-13,420817760000
2015-11-16,428224280000
2015-11-17,421853080000
2015-11-18,428861400000
2015-11-19,429578160000
2015-11-20,431569160000
2015-11-23,431569160000
2015-11-24,432047000000
2015-11-25,427587160000
2015-11-27,429498520000
2015-11-30,432843400000
2015-12-01,439772080000
2015-12-02,439692440000
2015-12-03,431648800000
2015-12-04,445267240000
2015-12-07,444470840000
2015-12-08,444311560000
2015-12-09,437860720000
2015-12-10,440170280000
2015-12-11,430533840000
2015-12-14,439134960000
2015-12-15,439612800000
2015-12-16,447019320000
2015-12-17,443594800000
2015-12-18,431091320000
2015-12-21,436666120000
2015-12-22,440807400000
2015-12-23,444550480000
2015-12-24,443355880000
2015-12-28,445585800000
2015-12-29,450364200000
2015-12-30,448452840000
2015-12-31,438014600000
2016-01-04,432646000000
2016-01-05,434619750000
2016-01-06,426724750000
2016-01-07,411882150000
2016-01-08,413145350000
2016-01-11,412908500000
2016-01-12,416698100000
2016-01-13,407697800000
2016-01-14,419303450000
2016-01-15,402566050000
2016-01-19,399171200000
2016-01-20,400987050000
2016-01-21,398539600000
2016-01-22,412829550000
2016-01-25,408882050000
2016-01-26,411882150000
2016-01-27,404381900000
2016-01-28,411013700000
2016-01-29,434935550000
2016-02-01,431935450000
2016-02-02,418435000000
2016-02-03,411803200000
2016-02-04,410540000000
2016-02-05,396013200000
2016-02-08,390091950000
2016-02-09,389065600000
2016-02-10,392460450000
2016-02-11,392302550000
2016-02-12,398697500000
2016-02-16,403355550000
2016-02-17,413855900000
2016-02-18,412040050000
2016-02-19,409118900000
2016-02-22,415671750000
2016-02-23,404066100000
2016-02-24,405487200000
2016-02-25,411329500000
2016-02-26,405013500000
2016-02-29,401697600000
2016-03-01,415119100000
2016-03-02,418040250000
2016-03-03,413303250000
2016-03-04,410776850000
2016-03-07,402881850000
2016-03-08,407776750000
2016-03-09,417171800000
2016-03-10,410934750000
2016-03-11,418987650000
2016-03-14,419777150000
2016-03-15,423093050000
2016-03-16,429093250000
2016-03-17,431540700000
2016-03-18,422303550000
2016-03-21,425224700000
2016-03-22,426882650000
2016-03-23,426093150000
2016-03-24,427987950000
2016-03-28,422698300000
2016-03-29,431935450000
2016-03-30,434619750000
2016-03-31,433113660000
2016-04-01,435779940000
2016-04-04,434682060000
2016-04-05,427859520000
2016-04-06,432251040000
2016-04-07,427075320000
2016-04-08,426761640000
2016-04-11,425899020000
2016-04-12,428565300000
2016-04-13,434054700000
2016-04-14,434133120000
2016-04-15,436407300000
2016-04-18,442759320000
2016-04-19,442210380000
2016-04-20,435936780000
2016-04-21,437426760000
2016-04-22,406058760000
2016-04-25,408646620000
2016-04-26,403392480000
2016-04-27,399471480000
2016-04-28,391315800000
2016-04-29,391080540000
2016-05-02,396883620000
2016-05-03,390374760000
2016-05-04,391080540000
2016-05-05,391629480000
2016-05-06,395158380000
2016-05-09,392648940000
2016-05-10,400098840000
2016-05-11,400334100000
2016-05-12,403941420000
2016-05-13,400569360000
2016-05-16,406450860000
2016-05-17,396099420000
2016-05-18,398452020000
2016-05-19,394609440000
2016-05-20,396962040000
2016-05-23,392335260000
2016-05-24,404568780000
2016-05-25,408725040000
2016-05-26,406921380000
2016-05-27,410293440000
2016-05-31,415626000000
2016-06-01,414449700000
2016-06-02,411548160000
2016-06-03,406137180000
2016-06-06,408803460000
2016-06-07,408568200000
2016-06-08,408097680000
2016-06-09,404804040000
2016-06-10,403706160000
2016-06-13,393197880000
2016-06-14,390766860000
2016-06-15,389668980000
2016-06-16,395158380000
2016-06-17,393119460000
2016-06-20,392648940000
2016-06-21,401431980000
2016-06-22,399863580000
2016-06-23,407078220000
2016-06-24,390766860000
2016-06-27,379788060000
2016-06-28,387708480000
2016-06-29,396334680000
2016-06-30,398563130000
2016-07-01,398485240000
2016-07-05,398563130000
2016-07-06,400198820000
2016-07-07,400198820000
2016-07-08,407364700000
2016-07-11,409623510000
2016-07-12,414452690000
2016-07-13,416789390000
2016-07-14,418580860000
2016-07-15,418269300000
2016-07-18,420294440000
2016-07-19,413518010000
2016-07-20,435482990000
2016-07-21,434626200000
2016-07-22,440623730000
2016-07-25,441869970000
2016-07-26,442103640000
2016-07-27,437663910000
2016-07-28,437819690000
2016-07-29,441480520000
2016-08-01,440701620000
2016-08-02,440701620000
2016-08-03,443739330000
2016-08-04,447010710000
2016-08-05,451450440000
2016-08-08,452229340000
2016-08-09,453319800000
2016-08-10,451917780000
2016-08-11,454098700000
2016-08-12,451294660000
2016-08-15,452696680000
2016-08-16,447400160000
2016-08-17,448334840000
2016-08-18,448646400000
2016-08-19,448802180000
2016-08-22,449191630000
2016-08-23,450905210000
2016-08-24,451372550000
2016-08-25,453086130000
2016-08-26,451995670000
2016-08-29,452540900000
2016-08-30,450905210000
2016-08-31,447555940000
2016-09-01,448568510000
2016-09-02,449191630000
2016-09-06,448724290000
2016-09-07,449113740000
2016-09-08,447322270000
2016-09-09,437819690000
2016-09-12,444362450000
2016-09-13,440312170000
2016-09-14,438209140000
2016-09-15,445452910000
2016-09-16,445920250000
2016-09-19,443427770000
2016-09-20,442493090000
2016-09-21,449892640000
2016-09-22,450359980000
2016-09-23,447322270000
2016-09-26,443194100000
2016-09-27,451372550000
2016-09-28,451995670000
2016-09-29,447088600000
2016-09-30,446688000000
2016-10-03,445292100000
2016-10-04,443896200000
2016-10-05,446998200000
2016-10-06,447773700000
2016-10-07,448239000000
2016-10-10,450100200000
2016-10-11,443508450000
2016-10-12,442888050000
2016-10-13,441414600000
2016-10-14,445292100000
2016-10-17,443741100000
2016-10-18,447153300000
2016-10-19,446145150000
2016-10-20,443973750000
2016-10-21,462663300000
2016-10-24,473055000000
2016-10-25,472977450000
2016-10-26,470185650000
2016-10-27,466075500000
2016-10-28,464291850000
2016-10-31,464679600000
2016-11-01,463749000000
2016-11-02,460879650000
2016-11-03,459173550000
2016-11-04,455296050000
2016-11-07,468557100000
2016-11-08,468944850000
2016-11-09,466618350000
2016-11-10,455218500000
2016-11-11,457700100000
2016-11-14,450720600000
2016-11-15,456536850000
2016-11-16,462585750000
2016-11-17,470263200000
2016-11-18,468014250000
2016-11-21,471969300000
2016-11-22,473985600000
2016-11-23,468402000000
2016-11-25,469410150000
2016-11-28,470030550000
2016-11-29,473752950000
2016-11-30,467316300000
2016-12-01,459096000000
2016-12-02,459483750000
2016-12-05,467006100000
2016-12-06,464912250000
2016-12-07,475924350000
2016-12-08,473132550000
2016-12-09,480577350000
2016-12-12,482128350000
2016-12-13,488409900000
2016-12-14,486083400000
2016-12-15,485307900000
2016-12-16,483136500000
2016-12-19,493373100000
2016-12-20,492752700000
2016-12-21,492752700000
2016-12-22,492830250000
2016-12-23,490426200000
2016-12-27,490736400000
2016-12-28,488487450000
2016-12-29,487789500000
2016-12-30,481895700000
2017-01-03,483430500000
2017-01-04,481267500000
2017-01-05,481267500000
2017-01-06,485439000000
2017-01-09,483894000000
2017-01-10,483739500000
2017-01-11,488142750000
2017-01-12,483662250000
2017-01-13,484357500000
2017-01-17,483044250000
2017-01-18,482812500000
2017-01-19,481267500000
2017-01-20,484666500000
2017-01-23,486366000000
2017-01-24,490692000000
2017-01-25,491928000000
2017-01-26,496485749999
2017-01-27,508150500000
2017-01-30,503129249999
2017-01-31,499421250000
2017-02-01,491155500000
2017-02-02,487988250000
2017-02-03,491928000000
2017-02-06,491619000000
2017-02-07,489996750000
2017-02-08,489301500000
2017-02-09,494863500000
2017-02-10,494400000000
2017-02-13,499962000000
2017-02-14,498803249999
2017-02-15,498494250000
2017-02-16,498416999999
2017-02-17,499189500000
2017-02-21,498185249999
2017-02-22,497181000000
2017-02-23,499189500000
2017-02-24,499189500000
2017-02-27,496176750000
2017-02-28,494245500000
2017-03-01,501661500000
2017-03-02,494477250000
2017-03-03,496331250000
2017-03-06,496485749999
2017-03-07,497490000000
2017-03-08,502047749999
2017-03-09,500039250000
2017-03-10,501584250000
2017-03-13,499884749999
2017-03-14,497567250000
2017-03-15,500193750000
2017-03-16,499344000000
2017-03-17,501120750000
2017-03-20,501584250000
2017-03-21,496022249999
2017-03-22,502356750000
2017-03-23,501120750000
2017-03-24,501970500000
2017-03-27,502897499999
2017-03-28,504365250000
2017-03-29,505755750000
2017-03-30,507609749999
2017-03-31,508109900000
2017-04-03,505718250000
2017-04-04,507106950000
2017-04-05,505795400000
2017-04-06,507106950000
2017-04-07,506721200000
2017-04-10,505563950000
2017-04-11,505178200000
2017-04-12,503249450000
2017-04-13,501089250000
2017-04-17,505178200000
2017-04-18,504483850000
2017-04-19,501783600000
2017-04-20,505332500000
2017-04-21,512276000000
2017-04-24,520993950000
2017-04-25,524002800000
2017-04-26,523308450000
2017-04-27,526703049999
2017-04-28,528168899999
2017-05-01,535498150000
2017-05-02,534649500000
2017-05-03,532952200000
2017-05-04,530869150000
2017-05-05,532335000000
2017-05-08,531872100000
2017-05-09,532643600000
2017-05-10,534726650000
2017-05-11,528168899999
2017-05-12,527551699999
2017-05-15,527937450000
2017-05-16,535498150000
2017-05-17,520608200000
2017-05-18,522382649999
2017-05-19,522228350000
2017-05-22,528091750000
2017-05-23,529866200000
2017-05-24,530560549999
2017-05-25,537118300000
2017-05-26,539741399999
2017-05-30,543213150000
2017-05-31,538815600000
2017-06-01,540821499999
2017-06-02,553628400000
2017-06-05,557640200000
2017-06-06,559491800000
2017-06-07,558488850000
2017-06-08,555094250000
2017-06-09,542518799999
2017-06-12,538352700000
2017-06-13,545064750000
2017-06-14,542133049999
2017-06-15,539278500000
2017-06-16,540050000000
2017-06-19,546762050000
2017-06-20,539355650000
2017-06-21,542133049999
2017-06-22,542055900000
2017-06-23,549385149999
2017-06-26,544138950000
2017-06-27,533955149999
2017-06-28,538507000000
2017-06-29,528400349999
2017-06-30,531312440000
2017-07-03,525454360000
2017-07-05,532468640000
2017-07-06,528537559999
2017-07-07,535397679999
2017-07-10,539405840000
2017-07-11,539482919999
2017-07-12,548424200000
2017-07-13,553203160000
2017-07-14,560988240000
2017-07-17,565381800000
2017-07-18,564996400000
2017-07-19,569312880000
2017-07-20,572087760000
2017-07-21,568773320000
2017-07-24,567308800000
2017-07-25,571856520000
2017-07-26,570777400000
2017-07-27,563917280000
2017-07-28,562992320000
2017-07-31,560371600000
2017-08-01,559446640000
2017-08-02,556980080000
2017-08-03,556132200000
2017-08-04,560217440000
2017-08-07,558059200000
2017-08-08,561065320000
2017-08-09,558598760000
2017-08-10,550428280000
2017-08-11,558830000000
2017-08-14,567231720000
2017-08-15,564379760000
2017-08-16,567694200000
2017-08-17,558059200000
2017-08-18,558752920000
2017-08-21,556132200000
2017-08-22,563917280000
2017-08-23,560525760000
2017-08-24,560294520000
2017-08-25,561296560000
2017-08-28,561373640000
2017-08-29,563069400000
2017-08-30,570469080000
2017-08-31,576327160000
2017-09-01,569929520000
2017-09-05,567385880000
2017-09-06,565767200000
2017-09-07,573012720000
2017-09-08,570237840000
2017-09-11,576250080000
2017-09-12,575633440000
2017-09-13,579718680000
2017-09-14,576327160000
2017-09-15,580489480000
2017-09-18,579333280000
2017-09-19,581491520000
2017-09-20,577637520000
2017-09-21,572010680000
2017-09-22,573552280000
2017-09-25,564688080000
2017-09-26,564688080000
2017-09-27,569235800000
2017-09-28,569389960000
2017-09-29,574168920000
2017-10-02,575243100000
2017-10-03,572544600000
2017-10-04,575859900000
2017-10-05,585728700000
2017-10-06,585960000000
2017-10-09,588195900000
2017-10-10,588195900000
2017-10-11,589198200000
2017-10-12,594595200000
2017-10-13,597447900000
2017-10-16,598681500000
2017-10-17,598218900000
2017-10-18,598373100000
2017-10-19,600686100000
2017-10-20,607625100000
2017-10-23,607779300000
2017-10-24,608010600000
2017-10-25,606237300000
2017-10-26,607239600000
2017-10-27,646175100000
2017-10-30,646791900000
2017-10-31,641317800000
2017-11-01,641317800000
2017-11-02,648025500000
2017-11-03,648719400000
2017-11-06,651263700000
2017-11-07,649721700000
2017-11-08,651957600000
2017-11-09,648333900000
2017-11-10,646637700000
2017-11-13,647100300000
2017-11-14,648025500000
2017-11-15,639775800000
2017-11-16,641472000000
2017-11-17,635304000000
2017-11-20,636306300000
2017-11-21,645481200000
2017-11-22,640778100000
2017-11-24,641934600000
2017-11-27,646637700000
2017-11-28,654424800000
2017-11-29,642551400000
2017-11-30,648950700000
2017-12-01,649644600000
2017-12-04,625126800000
2017-12-05,629058900000
2017-12-06,638233800000
2017-12-07,635997900000
2017-12-08,648873600000
2017-12-11,657123300000
2017-12-12,659821800000
2017-12-13,658048500000
2017-12-14,652959900000
2017-12-15,669613500000
2017-12-18,665989800000
2017-12-19,661749300000
2017-12-20,659359200000
2017-12-21,659205000000
2017-12-22,659282100000
2017-12-26,658434000000
2017-12-27,660824100000
2017-12-28,660901200000
2017-12-29,659513400000
2018-01-02,661643100000
2018-01-03,664722300000
2018-01-04,670572780000
2018-01-05,678886620000
2018-01-08,679579440000
2018-01-09,679117560000
2018-01-10,676038360000
2018-01-11,678039840000
2018-01-12,689740800000
2018-01-16,680118300000
2018-01-17,693897720000
2018-01-18,693589800000
2018-01-19,692820000000
2018-01-22,705213780000
2018-01-23,707446200000
2018-01-24,706830360000
2018-01-25,710756340000
2018-01-26,724073880000
2018-01-29,722996160000
2018-01-30,713912520000
2018-01-31,731386980000
2018-02-01,725613480000
2018-02-02,706522440000
2018-02-05,677424000000
2018-02-06,703058340000
2018-02-07,689817780000
2018-02-08,654406980000
2018-02-09,678809640000
2018-02-12,686122740000
2018-02-13,691511340000
2018-02-14,699055380000
2018-02-15,713296680000
2018-02-16,708216000000
2018-02-20,713758560000
2018-02-21,704290020000
2018-02-22,706137540000
2018-02-23,724073880000
2018-02-26,734543160000
2018-02-27,725151600000
2018-02-28,721841460000
2018-03-01,714759300000
2018-03-02,716298900000
2018-03-05,720840720000
2018-03-06,718377360000
2018-03-07,722534280000
2018-03-08,726922140000
2018-03-09,743164920000
2018-03-12,744935460000
2018-03-13,726768180000
2018-03-14,722457300000
2018-03-15,724997640000
2018-03-16,728230800000
2018-03-19,715067220000
2018-03-20,716914740000
2018-03-21,711911040000
2018-03-22,691203420000
2018-03-23,671111640000
2018-03-26,721918440000
2018-03-27,688740060000
2018-03-28,688124220000
2018-03-29,702596460000
2018-04-02,680099160000
2018-04-03,689241930000
2018-04-04,709371390000
2018-04-05,709755540000
2018-04-06,693237090000
2018-04-09,697385910000
2018-04-10,713597040000
2018-04-11,705760380000
2018-04-12,718975140000
2018-04-13,715133640000
2018-04-16,723508110000
2018-04-17,738105810000
2018-04-18,740948520000
2018-04-19,738413130000
2018-04-20,729885000000
2018-04-23,732574050000
2018-04-24,715440960000
2018-04-25,709217730000
2018-04-26,724199580000
2018-04-27,736185060000
2018-04-30,718514160000
2018-05-01,729885000000
2018-05-02,718437330000
2018-05-03,722739810000
2018-05-04,731114280000
2018-05-07,739258260000
2018-05-08,736108230000
2018-05-09,744790020000
2018-05-10,752242530000
2018-05-11,750629100000
2018-05-14,753164490000
2018-05-15,747709560000
2018-05-16,746403450000
2018-05-17,738950940000
2018-05-18,740333880000
2018-05-21,749860800000
2018-05-22,749092500000
2018-05-23,758004780000
2018-05-24,755315730000
2018-05-25,755699880000
2018-05-29,753010830000
2018-05-30,760232850000
2018-05-31,759387720000
2018-06-01,774369570000
2018-06-04,781130610000
2018-06-05,785125770000
2018-06-06,787430670000
2018-06-07,775061040000
2018-06-08,780823290000
2018-06-11,776367150000
2018-06-12,778364730000
2018-06-13,774830550000
2018-06-14,779209860000
2018-06-15,769298790000
2018-06-18,774907380000
2018-06-19,774907380000
2018-06-20,782667210000
2018-06-21,777058620000
2018-06-22,771450030000
2018-06-25,755930370000
2018-06-26,761231640000
2018-06-27,749399820000
2018-06-28,757774290000
2018-06-29,757620630000
2018-07-02,767376730000
2018-07-03,760010650000
2018-07-05,765458480000
2018-07-06,776200680000
2018-07-09,781495050000
2018-07-10,783566760000
2018-07-11,782492540000
2018-07-12,799449870000
2018-07-13,808964390000
2018-07-16,804974430000
