,AYI
2020-08-25,4329288000
2020-08-26,4363479000
2020-08-27,4344615000
2020-08-28,4359942000
2020-08-31,4109304000
2020-09-01,4096896000
2020-09-02,4170216000
2020-09-03,4061928000
2020-09-04,4073584000
2020-09-08,3958152000
2020-09-09,3993120000
2020-09-10,3925816000
2020-09-11,3926944000
2020-09-14,3929576000
2020-09-15,3951760000
2020-09-16,4018688000
2020-09-17,3995000000
2020-09-18,3904760000
2020-09-21,3725784000
2020-09-22,3784440000
2020-09-23,3687431999
2020-09-24,3671640000
2020-09-25,3655472000
2020-09-28,3818280000
2020-09-29,3797224000
2020-09-30,3848360000
2020-10-01,3859264000
2020-10-02,3970936000
2020-10-05,4135624000
2020-10-06,4124344000
2020-10-07,4258576000
2020-10-08,3817904000
2020-10-09,3745712000
2020-10-12,3666000000
2020-10-13,3643440000
2020-10-14,3641184000
2020-10-15,3590800000
2020-10-16,3544176000
2020-10-19,3517104000
2020-10-20,3510712000
2020-10-21,3493416000
2020-10-22,3585160000
2020-10-23,3560344000
2020-10-26,3432128000
2020-10-27,3449800000
2020-10-28,3381744000
2020-10-29,3376104000
2020-10-30,3351664000
2020-11-02,3480631999
2020-11-03,3568616000
2020-11-04,3441528000
2020-11-05,3575760000
2020-11-06,3584408000
2020-11-09,3897240000
2020-11-10,3971312000
2020-11-11,3857384000
2020-11-12,3778048000
2020-11-13,3920176000
2020-11-16,4060424000
2020-11-17,4059296000
2020-11-18,4127352000
2020-11-19,4223984000
2020-11-20,4130736000
2020-11-23,4310840000
2020-11-24,4595096000
2020-11-25,4567648000
2020-11-27,4554864000
2020-11-30,4273920000
2020-12-01,4298760000
2020-12-02,4281120000
2020-12-03,4337280000
2020-12-04,4426200000
2020-12-07,4265280000
2020-12-08,4278600000
2020-12-09,4212000000
2020-12-10,4141080000
2020-12-11,4177440000
2020-12-14,4046760000
2020-12-15,4155120000
2020-12-16,4082760000
2020-12-17,4117320000
2020-12-18,4198320000
2020-12-21,4168440000
2020-12-22,4137120000
2020-12-23,4260960000
2020-12-24,4282200000
2020-12-28,4310640000
2020-12-29,4256640000
2020-12-30,4339080000
2020-12-31,4359240000
2021-01-04,4327920000
2021-01-05,4357440000
2021-01-06,4618800000
2021-01-07,4365360000
2021-01-08,4175640000
2021-01-11,4184640000
2021-01-12,4275360000
2021-01-13,4208400000
2021-01-14,4251240000
2021-01-15,4247280000
2021-01-19,4225320000
2021-01-20,4267800000
2021-01-21,4401360000
2021-01-22,4424040000
2021-01-25,4471200000
2021-01-26,4424760000
2021-01-27,4716720000
2021-01-28,4466880000
2021-01-29,4328640000
2021-02-01,4506480000
2021-02-02,4309200000
2021-02-03,4258440000
2021-02-04,4286519999
2021-02-05,4359240000
2021-02-08,4494960000
2021-02-09,4460760000
2021-02-10,4411800000
2021-02-11,4492800000
2021-02-12,4521960000
2021-02-16,4453560000
2021-02-17,4395960000
2021-02-18,4335840000
2021-02-19,4383720000
2021-02-22,4408920000
2021-02-23,4548960000
2021-02-24,4597920000
2021-02-25,4452840000
2021-02-26,4438800000
2021-03-01,4540683000
2021-03-02,4511409000
2021-03-03,4477137000
2021-03-04,4363611000
2021-03-05,4505697000
2021-03-08,4690266000
2021-03-09,4670274000
2021-03-10,4797009000
2021-03-11,4819857000
2021-03-12,5027631000
2021-03-15,5242545000
2021-03-16,5129019000
2021-03-17,5125449000
2021-03-18,4905537000
2021-03-19,4869837000
2021-03-22,4827354000
2021-03-23,4658850000
2021-03-24,4697049000
2021-03-25,4893756000
2021-03-26,5199347999
2021-03-29,5152224000
2021-03-30,5198277000
2021-03-31,5890500000
2021-04-01,6029730000
2021-04-05,6126120000
2021-04-06,6039726000
2021-04-07,5961543000
2021-04-08,5971182000
2021-04-09,6075426000
2021-04-12,6166104000
2021-04-13,6070071000
2021-04-14,6077925000
2021-04-15,6080067000
2021-04-16,6115053000
2021-04-19,6204303000
2021-04-20,6133617000
2021-04-21,6126834000
2021-04-22,6070428000
2021-04-23,6359597999
2021-04-26,6489189000
2021-04-27,6650910000
2021-04-28,6705888000
2021-04-29,6844047000
2021-04-30,6623064000
2021-05-03,6701604000
2021-05-04,6688752000
2021-05-05,6770505000
2021-05-06,6800136000
2021-05-07,6841547999
2021-05-10,6719097000
2021-05-11,6680897999
2021-05-12,6451704000
2021-05-13,6650910000
2021-05-14,6610212000
2021-05-17,6468483000
2021-05-18,6318186000
2021-05-19,6270347999
2021-05-20,6271062000
2021-05-21,6328896000
2021-05-24,6416004000
2021-05-25,6292125000
2021-05-26,6412434000
2021-05-27,6606999000
2021-05-28,6631275000
2021-06-01,6576730000
2021-06-02,6538035000
2021-06-03,6575665000
2021-06-04,6694945000
2021-06-07,6640275000
2021-06-08,6693525000
2021-06-09,6626075000
2021-06-10,6595900000
2021-06-11,6681455000
2021-06-14,6611875000
2021-06-15,6739320000
2021-06-16,6634240000
2021-06-17,6460645000
2021-06-18,6337460000
2021-06-21,6573180000
2021-06-22,6604420000
2021-06-23,6790440000
2021-06-24,6803219999
2021-06-25,6855405000
2021-06-28,6736125000
2021-06-29,6686780000
2021-06-30,6639565000
2021-07-01,6257230000
2021-07-02,6344915000
2021-07-06,6035355000
2021-07-07,6090025000
2021-07-08,6015120000
2021-07-09,6162445000
2021-07-12,6205755000
2021-07-13,6005535000
2021-07-14,5924594999
2021-07-15,5954770000
2021-07-16,5878800000
2021-07-19,5744255000
2021-07-20,5968260000
2021-07-21,6042455000
2021-07-22,5928500000
2021-07-23,5930275000
2021-07-26,6073695000
2021-07-27,5995950000
2021-07-28,6007665000
2021-07-29,6124815000
2021-07-30,6225990000
2021-08-02,6140790000
2021-08-03,6251905000
2021-08-04,6169545000
2021-08-05,6253680000
2021-08-06,6353790000
2021-08-09,6188005000
2021-08-10,6360890000
2021-08-11,6483719999
2021-08-12,6451770000
2021-08-13,6462065000
2021-08-16,6502890000
2021-08-17,6435440000
2021-08-18,6354500000
2021-08-19,6304445000
2021-08-20,6429760000
2021-08-23,6533420000
2021-08-24,6594125000
2021-08-25,6642050000
2021-08-26,6580280000
2021-08-27,6675065000
2021-08-30,6587025000
2021-08-31,6470175390
2021-09-01,6345701740
2021-09-02,6305379290
2021-09-03,6213864860
2021-09-07,6092196250
2021-09-08,6048367500
2021-09-09,6062042069
2021-09-10,6062392700
2021-09-13,6055730730
2021-09-14,5930906450
2021-09-15,5995773000
2021-09-16,6050120650
2021-09-17,5951593620
2021-09-20,5954048030
2021-09-21,5960710000
2021-09-22,6084833020
2021-09-23,6283289600
2021-09-24,6330274020
2021-09-27,6299769210
2021-09-28,6159867840
2021-09-29,6178451230
2021-09-30,6078872310
2021-10-01,6093598770
2021-10-04,6099910110
2021-10-05,6182658790
2021-10-06,6856569650
2021-10-07,6985952120
2021-10-08,7111828290
2021-10-11,7216666660
2021-10-12,7261897930
2021-10-13,7231743750
2021-10-14,7319751880
2021-10-15,7283636990
2021-10-18,7386722210
2021-10-19,7316245580
2021-10-20,7201940200
2021-10-21,7188616260
2021-10-22,7175642950
2021-10-25,7258742260
2021-10-26,7217718550
2021-10-27,7129359790
2021-10-28,7294506520
2021-10-29,7202992090
2021-11-01,7278026910
2021-11-02,7326063220
2021-11-03,7439316710
2021-11-04,7357619920
2021-11-05,7563439730
2021-11-08,7647590930
2021-11-09,7862176490
2021-11-10,7793453010
2021-11-11,7778726550
2021-11-12,7763649460
2021-11-15,7733495280
2021-11-16,7678797000
2021-11-17,7669329990
2021-11-18,7626202500
2021-11-19,7570452330
2021-11-22,7535739960
2021-11-23,7555375240
2021-11-24,7536090590
2021-11-26,7365333780
2021-11-29,7280831950
2021-11-30,7040001400
2021-12-01,6889656200
2021-12-02,6970423040
2021-12-03,6860636080
2021-12-06,6933361200
2021-12-07,7021120840
2021-12-08,7060979800
2021-12-09,6965528080
2021-12-10,7007135240
2021-12-13,6969723760
2021-12-14,6973220160
2021-12-15,7000492080
2021-12-16,6922872000
2021-12-17,7115873280
2021-12-20,6931263360
2021-12-21,7339293240
2021-12-22,7207828600
2021-12-23,7307126360
2021-12-27,7513413959
2021-12-28,7515162160
2021-12-29,7636137600
2021-12-30,7392788160
2021-12-31,7402578080
2022-01-03,7450478760
2022-01-04,7576698800
2022-01-05,7449429840
2022-01-06,7366565160
2022-01-07,7504323320
2022-01-10,7155382600
2022-01-11,7298735000
2022-01-12,7269015600
2022-01-13,7235100520
2022-01-14,7222163840
2022-01-18,7247687560
2022-01-19,7143145200
2022-01-20,6995597120
2022-01-21,6842105160
2022-01-24,6933361200
2022-01-25,6852594360
2022-01-26,6777421760
2022-01-27,6524282400
2022-01-28,6578826240
2022-01-31,6696654920
2022-02-01,6785463480
2022-02-02,6805392959
2022-02-03,6609944200
2022-02-04,6556449280
2022-02-07,6520786000
2022-02-08,6594210400
2022-02-09,6706794480
2022-02-10,6561693880
2022-02-11,6369391880
2022-02-14,6402258040
2022-02-15,6489668040
2022-02-16,6515541400
2022-02-17,6316246600
2022-02-18,6323938680
2022-02-22,6199466840
2022-02-23,6008213760
2022-02-24,6189327280
2022-02-25,6400509840
2022-02-28,6214987230
2022-03-01,6227596460
2022-03-02,6447746800
2022-03-03,6294050510
2022-03-04,6285189970
2022-03-07,6200674050
2022-03-08,6235775420
2022-03-09,6406852000
2022-03-10,6277011010
2022-03-11,6163868730
2022-03-14,6185679290
2022-03-15,6283826810
2022-03-16,6453199440
2022-03-17,6667215560
2022-03-18,6586107540
2022-03-21,6617460220
2022-03-22,6551346960
2022-03-23,6425936240
2022-03-24,6469557360
2022-03-25,6650857640
2022-03-28,6631773400
2022-03-29,6697545870
2022-03-30,6613711530
2022-03-31,6451154700
2022-04-01,6513178480
2022-04-04,6307000530
2022-04-05,5797519480
2022-04-06,5725612790
2022-04-07,5641096870
2022-04-08,5749127300
2022-04-11,5739585180
2022-04-12,5749127300
2022-04-13,5892940680
2022-04-14,5820352410
2022-04-18,5866699850
2022-04-19,6033005370
2022-04-20,6175455590
2022-04-21,6144443700
2022-04-22,5937924960
2022-04-25,6043229070
2022-04-26,6003015850
2022-04-27,5913728870
2022-04-28,6064358050
2022-04-29,5877945920
2022-05-02,5900097270
2022-05-03,5908617020
2022-05-04,6058223830
2022-05-05,5877945920
2022-05-06,5674835080
2022-05-09,5637348180
2022-05-10,5544994090
2022-05-11,5451276840
2022-05-12,5632236330
2022-05-13,5654046890
2022-05-16,5627465270
2022-05-17,5815240560
2022-05-18,5681991670
2022-05-19,5686762730
2022-05-20,5600202070
2022-05-23,5645527140
2022-05-24,5605654710
2022-05-25,5750490460
2022-05-26,5962461840
2022-05-27,6061290940
2022-05-31,5726129340
2022-06-01,5719585940
2022-06-02,5851108280
2022-06-03,5893640380
2022-06-06,5956457020
2022-06-07,6068676330
2022-06-08,5863867910
2022-06-09,5823626000
2022-06-10,5657096470
2022-06-13,5445417480
2022-06-14,5468319380
2022-06-15,5529173000
2022-06-16,5173212040
2022-06-17,5023368180
2022-06-21,5078659910
2022-06-22,5073098020
2022-06-23,4788460120
2022-06-24,5060665560
2022-06-27,5130352770
2022-06-28,5049541780
2022-06-29,5095345580
2022-06-30,5039726680
2022-07-01,5164051280
2022-07-05,5101234640
2022-07-06,5104179170
2022-07-07,5163724110
2022-07-08,5122173520
2022-07-11,5167977320
2022-07-12,5261220770
2022-07-13,5253041520
2022-07-14,5292629090
2022-07-15,5380964990
2022-07-18,5368859700
2022-07-19,5639756460
2022-07-20,5726456510
2022-07-21,5781748240
2022-07-22,5764735400
2022-07-25,5749031240
2022-07-26,5704208950
2022-07-27,5609002480
2022-07-28,5825916190
2022-07-29,5967580800
2022-08-01,5941734370
2022-08-02,5782729750
2022-08-03,5760482190
2022-08-04,5739543310
2022-08-05,5855361490
2022-08-08,5868775460
2022-08-09,5679344030
2022-08-10,5867793950
2022-08-11,5939771350
2022-08-12,5995063080
2022-08-15,5992118550
2022-08-16,6079472940
2022-08-17,6080781620
2022-08-18,6111535600
2022-08-19,6032687630
2022-08-22,5850453940
2022-08-23,5843256200
2022-08-24,5863540740
2022-08-25,5921122660
2022-08-26,5617508900
2022-08-29,5520666580
2022-08-30,5442472950
2022-08-31,5296250440
2022-09-01,5270727120
2022-09-02,5174126200
2022-09-06,5179295480
2022-09-07,5315635240
2022-09-08,5379605080
2022-09-09,5541468160
2022-09-12,5601884120
2022-09-13,5264911680
2022-09-14,5251665400
2022-09-15,5150218280
2022-09-16,5007740000
2022-09-19,5269434800
2022-09-20,5236157560
2022-09-21,5282681080
2022-09-22,5125341120
2022-09-23,5107571720
2022-09-26,5084633040
2022-09-27,4959601080
2022-09-28,5094971600
2022-09-29,4981570520
2022-09-30,5087540760
2022-10-03,5157972200
2022-10-04,5411590000
2022-10-05,5471359800
2022-10-06,5309496720
2022-10-07,5079140680
2022-10-10,5209665000
2022-10-11,5375405040
2022-10-12,5415143880
2022-10-13,5531129600
2022-10-14,5328881520
2022-10-17,5521437200
2022-10-18,5654546160
2022-10-19,5549545160
2022-10-20,5382189720
2022-10-21,5621915080
2022-10-24,5742747000
2022-10-25,5969226080
2022-10-26,5874886720
2022-10-27,5825132400
2022-10-28,5945964320
2022-10-31,5930779560
2022-11-01,5990872440
2022-11-02,5822224680
2022-11-03,5740808520
2022-11-04,5836763280
2022-11-07,5995718640
2022-11-08,6082627160
2022-11-09,5966641440
2022-11-10,6352075880
2022-11-11,6166627960
2022-11-14,6023826600
2022-11-15,6178258840
2022-11-16,6084888720
2022-11-17,5888456080
2022-11-18,6016072680
2022-11-21,6058719240
2022-11-22,6205397560
2022-11-23,6159197120
2022-11-25,6163720240
2022-11-28,6049996080
2022-11-29,6070027040
2022-11-30,6034317920
2022-12-01,6048098560
2022-12-02,6057072000
2022-12-05,5804213280
2022-12-06,5772485760
2022-12-07,5834338400
2022-12-08,5730823360
2022-12-09,5682430880
2022-12-12,5791394080
2022-12-13,5783061600
2022-12-14,5707748800
2022-12-15,5587568800
2022-12-16,5324775200
2022-12-19,5326377600
2022-12-20,5336953440
2022-12-21,5410984320
2022-12-22,5305866880
2022-12-23,5331184800
2022-12-27,5383102560
2022-12-28,5293047680
2022-12-29,5358746080
2022-12-30,5307469280
2023-01-03,5391435040
2023-01-04,5499116320
2023-01-05,5377013440
2023-01-06,5440468480
2023-01-09,5597183200
2023-01-10,5635961280
2023-01-11,5592696480
2023-01-12,5525075200
2023-01-13,5569301440
2023-01-17,5559687040
2023-01-18,5544304000
2023-01-19,5544304000
2023-01-20,5636922720
2023-01-23,5658394880
2023-01-24,5718004160
2023-01-25,5777292960
2023-01-26,5836261280
2023-01-27,5932725760
2023-01-30,5928880000
2023-01-31,6041688960
2023-02-01,6147447360
2023-02-02,6084312800
2023-02-03,6140717280
2023-02-06,6140717280
2023-02-07,6245193760
2023-02-08,6141037760
2023-02-09,5992335040
2023-02-10,6033676960
2023-02-13,6138153440
2023-02-14,6175008640
2023-02-15,6205454240
2023-02-16,6199365120
2023-02-17,6294547680
2023-02-21,6132705280
2023-02-22,6137832960
2023-02-23,6200006080
2023-02-24,6122129440
2023-02-27,6183341120
2023-02-28,6145040720
2023-03-01,6117794200
2023-03-02,6185910500
2023-03-03,6256244540
2023-03-06,6171653600
2023-03-07,6223612080
2023-03-08,6338934560
2023-03-09,6275253740
2023-03-10,6019896820
2023-03-13,5912494840
2023-03-14,6085795380
2023-03-15,5874793260
2023-03-16,5979027040
2023-03-17,5770876300
2023-03-20,5864338200
2023-03-21,5809845160
2023-03-22,5634010060
2023-03-23,5498094280
2023-03-24,5349188880
2023-03-27,5471481400
2023-03-28,5519954860
2023-03-29,5617852240
2023-03-30,5676463940
2023-03-31,5789251860
2023-04-03,5808261060
2023-04-04,5168284660
2023-04-05,5123613040
2023-04-06,5026666120
2023-04-10,5020646540
2023-04-11,5038071640
2023-04-12,5052645360
2023-04-13,5037438000
2023-04-14,4997835500
2023-04-17,5073872300
2023-04-18,5136285840
2023-04-19,5138820400
2023-04-20,5053279000
2023-04-21,4986746800
2023-04-24,5016211060
2023-04-25,4892651260
2023-04-26,4856533780
2023-04-27,4908809080
2023-04-28,4986113160
2023-05-01,5034586620
2023-05-02,5037438000
2023-05-03,5087178740
2023-05-04,4909125900
2023-05-05,5005122360
2023-05-08,5014310140
2023-05-09,4983895420
2023-05-10,4975974920
2023-05-11,4968054420
2023-05-12,4984529060
2023-05-15,5034586620
2023-05-16,4917046400
2023-05-17,5040289380
2023-05-18,5095732880
2023-05-19,5042823940
2023-05-22,5034903440
2023-05-23,5017478340
2023-05-24,4868256120
2023-05-25,4894552180
2023-05-26,4929085560
2023-05-30,4866988840
2023-05-31,4700021100
2023-06-01,4775189000
2023-06-02,4991647600
2023-06-05,4894334800
2023-06-06,5010673500
2023-06-07,5152276100
2023-06-08,5029699400
2023-06-09,4985721500
2023-06-12,5044046800
2023-06-13,5164752100
2023-06-14,5215591800
2023-06-15,5312592700
2023-06-16,5189392200
2023-06-20,5140112000
2023-06-21,5103931600
2023-06-22,4920222500
2023-06-23,4999133200
2023-06-26,5003187900
2023-06-27,5039056400
2023-06-28,5010985400
2023-06-29,5067127400
2023-06-30,5086465200
2023-07-03,5090831800
2023-07-05,4967319400
2023-07-06,4894022900
2023-07-07,5039056400
2023-07-10,5151340400
2023-07-11,5184089900
2023-07-12,5213720400
2023-07-13,5251772200
2023-07-14,5163816400
2023-07-17,5174732900
2023-07-18,5255515000
2023-07-19,5229003500
2023-07-20,5199061100
2023-07-21,5116719500
2023-07-24,5069310700
2023-07-25,5030011300
2023-07-26,5060577500
2023-07-27,5119526600
2023-07-28,5180659000
2023-07-31,5153835600
2023-08-01,5181906600
2023-08-02,5209665700
2023-08-03,5183778000
2023-08-04,5143542900
2023-08-07,5213408500
2023-08-08,5150404700
2023-08-09,5111417200
2023-08-10,5180659000
2023-08-11,5133250200
2023-08-14,5136057300
2023-08-15,4993830900
2023-08-16,4943926900
2023-08-17,4944550700
2023-08-18,4929891400
2023-08-21,4992895200
2023-08-22,4994766600
2023-08-23,5041239700
2023-08-24,4963264700
2023-08-25,4932386600
2023-08-28,4985097700
2023-08-29,5043111100
2023-08-30,5011297300
2023-08-31,5000486400
2023-09-01,5102182800
2023-09-05,5011338150
2023-09-06,5016609000
2023-09-07,4919873400
2023-09-08,4938476400
2023-09-11,4901270400
2023-09-12,4913052300
2023-09-13,4929795000
2023-09-14,4971961800
2023-09-15,4948087950
2023-09-18,5141559150
2023-09-19,5147140050
2023-09-20,5106523500
2023-09-21,5080169250
2023-09-22,5105593350
2023-09-25,5125746600
2023-09-26,5103733050
2023-09-27,5172874200
2023-09-28,5274570600
2023-09-29,5280461550
2023-10-02,5183105850
2023-10-03,5189616900
2023-10-04,5549895000
2023-10-05,5549895000
2023-10-06,5632368300
2023-10-09,5604153750
2023-10-10,5543073900
2023-10-11,5641049700
2023-10-12,5569118100
2023-10-13,5536872900
2023-10-16,5566017600
2023-10-17,5589271350
2023-10-18,5244495750
2023-10-19,5117685300
2023-10-20,5176594800
2023-10-23,5112414450
2023-10-24,5032111500
2023-10-25,4949018100
2023-10-26,4933205550
2023-10-27,4908401550
2023-10-30,4937236200
2023-10-31,5021879850
2023-11-01,5032421550
2023-11-02,5175354600
2023-11-03,5287902750
2023-11-06,5238604800
2023-11-07,5249456550
2023-11-08,5259998250
2023-11-09,5248526400
2023-11-10,5442617700
2023-11-13,5451919200
2023-11-14,5667714000
2023-11-15,5635158750
2023-11-16,5633918550
2023-11-17,5630818050
2023-11-20,5610664800
2023-11-21,5612215050
2023-11-22,5590821600
2023-11-24,5595472350
2023-11-27,5657482350
2023-11-28,5498736750
2023-11-29,5501837250
2023-11-30,5532680640
2023-12-01,5643791040
2023-12-04,5687617920
2023-12-05,5614778880
2023-12-06,5728049760
2023-12-07,5778049440
2023-12-08,5803357920
2023-12-11,5864160000
2023-12-12,5865703200
2023-12-13,6008912160
2023-12-14,6307367040
2023-12-15,6272799360
2023-12-18,6244095840
2023-12-19,6253355040
2023-12-20,6256441440
2023-12-21,6217244160
2023-12-22,6244713120
2023-12-26,6291935040
2023-12-27,6350268000
2023-12-28,6330515040
2023-12-29,6321873120
2024-01-02,6261688320
2024-01-03,6210145440
2024-01-04,6281749920
2024-01-05,6338848320
2024-01-08,6312305280
2024-01-09,7036992000
2024-01-10,7095633600
2024-01-11,6935140800
2024-01-12,6931128480
2024-01-16,6920943360
2024-01-17,6919708800
2024-01-18,6987300960
2024-01-19,7114460640
2024-01-22,7168781280
2024-01-23,7131435840
2024-01-24,7066621440
2024-01-25,7308286560
2024-01-26,7379582400
2024-01-29,7438224000
2024-01-30,7499334720
2024-01-31,7350570240
2024-02-01,7411680960
2024-02-02,7384212000
2024-02-05,7311681600
2024-02-06,7240077120
2024-02-07,7293471840
2024-02-08,7462297920
2024-02-09,7416619200
2024-02-12,7453347360
2024-02-13,7257978240
2024-02-14,7487606400
2024-02-15,7468779360
2024-02-16,7412606880
2024-02-20,7400569920
2024-02-21,7351187520
2024-02-22,7478964480
2024-02-23,7555507200
2024-02-26,7542544320
2024-02-27,7720938240
2024-02-28,7717851840
2024-02-29,7754271360
2024-03-01,7765691040
2024-03-04,7941924480
2024-03-05,7917541919
2024-03-06,8033899200
2024-03-07,7929887520
2024-03-08,7836986880
2024-03-11,7858900320
2024-03-12,7978652640
2024-03-13,7946245439
2024-03-14,7922788800
2024-03-15,7979578560
2024-03-18,8106120960
2024-03-19,8123096160
2024-03-20,8210749919
2024-03-21,8310132000
2024-03-22,8269391520
2024-03-25,8216305439
2024-03-26,8266613759
2024-03-27,8258897759
2024-03-28,8294082720
2024-04-01,8183280960
2024-04-02,8081121119
2024-04-03,8169392160
2024-04-04,8163528000
2024-04-05,8391612960
2024-04-08,8266305119
2024-04-09,8217540000
2024-04-10,8210132640
2024-04-11,8178960000
2024-04-12,7949949119
2024-04-15,7792234080
2024-04-16,7777728000
2024-04-17,7676494080
2024-04-18,7619087040
2024-04-19,7625259840
2024-04-22,7703654400
2024-04-23,7876184160
2024-04-24,7811369760
2024-04-25,7769394720
2024-04-26,7782666240
2024-04-29,7839456000
2024-04-30,7663531200
2024-05-01,7593161280
2024-05-02,7730506080
2024-05-03,7852110240
2024-05-06,7998096960
2024-05-07,8043158400
2024-05-08,8094701279
2024-05-09,8214453599
2024-05-10,8170626720
2024-05-13,8078960640
2024-05-14,8103960480
2024-05-15,8217848640
2024-05-16,8143157759
2024-05-17,8011059840
2024-05-20,8082355680
2024-05-21,8178342720
2024-05-22,8130812160
2024-05-23,8113528320
2024-05-24,8113528320
2024-05-28,7820320320
2024-05-29,7818777120
2024-05-30,7931739360
2024-05-31,8012603040
2024-06-03,7799332800
2024-06-04,7632049920
2024-06-05,7889764320
2024-06-06,7774641600
2024-06-07,7747172640
2024-06-10,7850258400
2024-06-11,7739456640
2024-06-12,7931122080
2024-06-13,8000874720
2024-06-14,7789456320
2024-06-17,8000874720
2024-06-18,7715382720
2024-06-20,7572173760
2024-06-21,7367854080
2024-06-24,7447361530
2024-06-25,7322812370
2024-06-26,7391869330
2024-06-27,7476340790
2024-06-28,7443353760
2024-07-01,7442120600
2024-07-02,7514260460
2024-07-03,7501003990
2024-07-05,7372447060
2024-07-08,7354874530
2024-07-09,7286125860
2024-07-10,7361965200
2024-07-11,7504086890
2024-07-12,7538923660
2024-07-15,7706016840
2024-07-16,8334311859
2024-07-17,7984402710
2024-07-18,7932918280
2024-07-19,7843822470
2024-07-22,7907946790
2024-07-23,7941550400
2024-07-24,7590716380
2024-07-25,7555263030
2024-07-26,7655765570
2024-07-29,7674879550
2024-07-30,7677037580
2024-07-31,7748869150
2024-08-01,7379846020
2024-08-02,7097452380
2024-08-05,6894597560
2024-08-06,6920493920
2024-08-07,6871167520
2024-08-08,7039802150
2024-08-09,7056141520
