,ZTS
2022-05-03,82315800000
2022-05-04,83124200000
2022-05-05,80581500000
2022-05-06,79528700000
2022-05-09,76050700000
2022-05-10,76445500000
2022-05-11,75153000000
2022-05-12,76647600000
2022-05-13,77705100000
2022-05-16,77785000000
2022-05-17,78222100000
2022-05-18,74664200000
2022-05-19,74556100000
2022-05-20,76403200000
2022-05-23,76610000000
2022-05-24,76633500000
2022-05-25,76624100000
2022-05-26,77973000000
2022-05-27,80887000000
2022-05-31,80337100000
2022-06-01,78499400000
2022-06-02,81169000000
2022-06-03,79434700000
2022-06-06,80374700000
2022-06-07,81676600000
2022-06-08,80506300000
2022-06-09,78250300000
2022-06-10,75900300000
2022-06-13,73305900000
2022-06-14,74166000000
2022-06-15,74292900000
2022-06-16,73973300000
2022-06-17,74650100000
2022-06-21,76144700000
2022-06-22,77178700000
2022-06-23,79509900000
2022-06-24,82066700000
2022-06-27,81592000000
2022-06-28,79956400000
2022-06-29,81742400000
2022-06-30,80410142000
2022-07-01,81495438000
2022-07-05,81514150000
2022-07-06,83502300000
2022-07-07,83782980000
2022-07-08,83259044000
2022-07-11,82819312000
2022-07-12,81308318000
2022-07-13,78501518000
2022-07-14,79895562000
2022-07-15,81649812000
2022-07-18,80349328000
2022-07-19,82997076000
2022-07-20,82449750000
2022-07-21,84484680000
2022-07-22,83352604000
2022-07-25,81949204000
2022-07-26,82510564000
2022-07-27,83020466000
2022-07-28,85265906000
2022-07-29,85396890000
2022-08-01,84082372000
2022-08-02,83656674000
2022-08-03,84278848000
2022-08-04,81542218000
2022-08-05,81682558000
2022-08-08,81401878000
2022-08-09,79315490000
2022-08-10,81425268000
2022-08-11,81013604000
2022-08-12,82178426000
2022-08-15,81607710000
2022-08-16,80363362000
2022-08-17,80676788000
2022-08-18,79605526000
2022-08-19,79301456000
2022-08-22,77205712000
2022-08-23,75980076000
2022-08-24,76078314000
2022-08-25,77434934000
2022-08-26,74796542000
2022-08-29,73851586000
2022-08-30,73482024000
2022-08-31,73224734000
2022-09-01,74571998000
2022-09-02,73435244000
2022-09-06,73369752000
2022-09-07,75035120000
2022-09-08,74141622000
2022-09-09,76864218000
2022-09-12,77818530000
2022-09-13,75311122000
2022-09-14,74955594000
2022-09-15,74464404000
2022-09-16,73584940000
2022-09-19,73533482000
2022-09-20,71545332000
2022-09-21,70750072000
2022-09-22,69917388000
2022-09-23,70193390000
2022-09-26,69515080000
2022-09-27,69889320000
2022-09-28,71227228000
2022-09-29,70614410000
2022-09-30,69043824000
2022-10-03,70468560000
2022-10-04,72051600000
2022-10-05,71977104000
2022-10-06,71045904000
2022-10-07,68615472000
2022-10-10,67875168000
2022-10-11,68094000000
2022-10-12,67912416000
2022-10-13,69206784000
2022-10-14,67698240000
2022-10-17,69742224000
2022-10-18,70035552000
2022-10-19,68969328000
2022-10-20,67246608000
2022-10-21,68540976000
2022-10-24,69546672000
2022-10-25,70910880000
2022-10-26,70617552000
2022-10-27,70370784000
2022-10-28,71367168000
2022-10-31,70203168000
2022-11-01,71106432000
2022-11-02,68610816000
2022-11-03,61058783999
2022-11-04,62236751999
2022-11-07,64187616000
2022-11-08,63419376000
2022-11-09,62003951999
2022-11-10,66399216000
2022-11-11,69164880000
2022-11-14,68187119999
2022-11-15,69756192000
2022-11-16,69039168000
2022-11-17,66860160000
2022-11-18,67809983999
2022-11-21,68596848000
2022-11-22,69202128000
2022-11-23,70058832000
2022-11-25,69886560000
2022-11-28,68969328000
2022-11-29,68838960000
2022-11-30,71767584000
2022-12-01,72931584000
2022-12-02,73294752000
2022-12-05,72321648000
2022-12-06,71260080000
2022-12-07,69956400000
2022-12-08,71553408000
2022-12-09,71418384000
2022-12-12,71171616000
2022-12-13,72154032000
2022-12-14,70668768000
2022-12-15,69239376000
2022-12-16,67260576000
2022-12-19,66669264000
2022-12-20,66334032000
2022-12-21,67474751999
2022-12-22,67525968000
2022-12-23,67865855999
2022-12-27,67651680000
2022-12-28,66967248000
2022-12-29,68978640000
2022-12-30,68233680000
2023-01-03,68064975000
2023-01-04,69042960000
2023-01-05,67416074999
2023-01-06,68431139999
2023-01-09,68162310000
2023-01-10,71545860000
2023-01-11,73186650000
2023-01-12,74118285000
2023-01-13,74586420000
2023-01-17,73960695000
2023-01-18,74146095000
2023-01-19,75063825000
2023-01-20,75925935000
2023-01-23,77288625000
2023-01-24,76890015000
2023-01-25,76713885000
2023-01-26,77979240000
2023-01-27,76560930000
2023-01-30,76338450000
2023-01-31,76704615000
2023-02-01,77779935000
2023-02-02,79258500000
2023-02-03,77775300000
2023-02-06,76445055000
2023-02-07,76741695000
2023-02-08,75119445000
2023-02-09,74535435000
2023-02-10,73385955000
2023-02-13,75615390000
2023-02-14,79675650000
2023-02-15,81121770000
2023-02-16,80616555000
2023-02-17,79735905000
2023-02-21,78720840000
2023-02-22,77140305000
2023-02-23,78563250000
2023-02-24,77093955000
2023-02-27,76695345000
2023-02-28,77404500000
2023-03-01,77668695000
2023-03-02,78136830000
2023-03-03,79054560000
2023-03-06,78642045000
2023-03-07,77418405000
2023-03-08,78164640000
2023-03-09,77631615000
2023-03-10,74869155000
2023-03-13,75740535000
2023-03-14,76273560000
2023-03-15,75814695000
2023-03-16,77084685000
2023-03-17,76231845000
2023-03-20,76857570000
2023-03-21,77052240000
2023-03-22,74799630000
2023-03-23,74734740000
2023-03-24,76097430000
2023-03-27,76806585000
2023-03-28,76496040000
2023-03-29,75392910000
2023-03-30,76083525000
2023-03-31,76878636000
2023-04-03,77442154000
2023-04-04,77169633000
2023-04-05,77437535000
2023-04-06,78033386000
2023-04-10,78924853000
2023-04-11,79081899000
2023-04-12,79192755000
2023-04-13,80158126000
2023-04-14,80647740000
2023-04-17,80656978000
2023-04-18,80578455000
2023-04-19,80823262000
2023-04-20,80555360000
2023-04-21,81700872000
2023-04-24,81456065000
2023-04-25,79917938000
2023-04-26,79880986000
2023-04-27,80347505000
2023-04-28,81192782000
2023-05-01,82938764000
2023-05-02,81710110000
2023-05-03,82093487000
2023-05-04,82435293000
2023-05-05,86019637000
2023-05-08,85391453000
2023-05-09,85160503000
2023-05-10,85516166000
2023-05-11,85506928000
2023-05-12,84814078000
2023-05-15,84920315000
2023-05-16,83811755000
2023-05-17,82652386000
2023-05-18,83012668000
2023-05-19,82934145000
2023-05-22,82920288000
2023-05-23,79756273000
2023-05-24,78125766000
2023-05-25,76324356000
2023-05-26,76093406000
2023-05-30,74338186000
2023-05-31,75294319000
2023-06-01,76675400000
2023-06-02,79391372000
2023-06-05,79040328000
2023-06-06,78587666000
2023-06-07,75557602000
2023-06-08,75890170000
2023-06-09,75331271000
2023-06-12,76467545000
2023-06-13,76680019000
2023-06-14,76513735000
2023-06-15,79183517000
2023-06-16,78864806000
2023-06-20,78019529000
2023-06-21,78467572000
2023-06-22,78596904000
2023-06-23,77770103000
2023-06-26,77386726000
2023-06-27,78832473000
2023-06-28,78107290000
2023-06-29,79386753000
2023-06-30,79268263000
2023-07-03,78356869000
2023-07-05,77951805000
2023-07-06,77546741000
2023-07-07,76934542000
2023-07-10,78352266000
2023-07-11,78315442000
2023-07-12,79107158000
2023-07-13,78711300000
2023-07-14,79259057000
2023-07-17,78587019000
2023-07-18,78748124000
2023-07-19,78660667000
2023-07-20,78992083000
2023-07-21,84469653000
2023-07-24,85422474000
2023-07-25,87526045000
2023-07-26,88377600000
2023-07-27,86854007000
2023-07-28,87410970000
2023-07-31,86577827000
2023-08-01,85390253000
2023-08-02,83774600000
2023-08-03,83259064000
2023-08-04,82223389000
2023-08-07,83171607000
2023-08-08,87134790000
2023-08-09,87157805000
2023-08-10,87042730000
2023-08-11,87839049000
2023-08-14,87295895000
2023-08-15,87065745000
2023-08-16,85740081000
2023-08-17,84129031000
2023-08-18,83576671000
2023-08-21,83226843000
2023-08-22,83691746000
2023-08-23,84810275000
2023-08-24,83572068000
2023-08-25,84152046000
2023-08-28,86066894000
2023-08-29,88732031000
2023-08-30,88699810000
2023-08-31,87691753000
2023-09-01,88616956000
2023-09-05,87654929000
2023-09-06,86011658000
2023-09-07,86435134000
2023-09-08,85514534000
2023-09-11,85648021000
2023-09-12,86398310000
2023-09-13,83774600000
2023-09-14,84115222000
2023-09-15,82969075000
2023-09-18,82692895000
2023-09-19,83765394000
2023-09-20,83535244000
2023-09-21,81302789000
2023-09-22,81325804000
2023-09-25,81804516000
2023-09-26,81413261000
2023-09-27,80405204000
2023-09-28,80096803000
2023-09-29,80082994000
2023-10-02,79283070000
2023-10-03,78181470000
2023-10-04,78484410000
2023-10-05,78948000000
2023-10-06,80591220000
2023-10-09,80141400000
2023-10-10,80614170000
2023-10-11,81220050000
2023-10-12,80008290000
2023-10-13,80040420000
2023-10-16,80407620000
2023-10-17,79985340000
2023-10-18,77818860000
2023-10-19,77130360000
2023-10-20,76694310000
2023-10-23,76423500000
2023-10-24,76708080000
2023-10-25,75124530000
2023-10-26,72554130000
2023-10-27,71617770000
2023-10-30,72063000000
2023-10-31,72063000000
2023-11-01,69510960000
2023-11-02,73857690000
2023-11-03,74463570000
2023-11-06,74895030000
2023-11-07,76726440000
2023-11-08,78429330000
2023-11-09,78319170000
2023-11-10,77717880000
2023-11-13,77492970000
2023-11-14,79246350000
2023-11-15,80150580000
2023-11-16,81031860000
2023-11-17,80233200000
2023-11-20,80811540000
2023-11-21,82037070000
2023-11-22,82321650000
2023-11-24,82716390000
2023-11-27,82064610000
2023-11-28,81229230000
2023-11-29,80687610000
2023-11-30,81091530000
2023-12-01,82220670000
2023-12-04,83593080000
2023-12-05,82459350000
2023-12-06,83538000000
2023-12-07,83459970000
2023-12-08,84731400000
2023-12-11,86962140000
2023-12-12,87884730000
2023-12-13,90611190000
2023-12-14,91841310000
2023-12-15,90097110000
2023-12-18,90294480000
2023-12-19,90918720000
2023-12-20,89335170000
2023-12-21,89348940000
2023-12-22,89495820000
2023-12-26,89734500000
2023-12-27,90377100000
2023-12-28,90496440000
2023-12-29,90592830000
2024-01-02,90029060000
2024-01-03,88361940000
2024-01-04,88870320000
2024-01-05,89241300000
2024-01-08,89836700000
2024-01-09,89740520000
2024-01-10,91036660000
2024-01-11,90093180000
2024-01-12,91114520000
2024-01-16,88389420000
2024-01-17,87432200000
2024-01-18,87249000000
2024-01-19,86278040000
2024-01-22,87569600000
2024-01-23,86149800000
2024-01-24,85220060000
2024-01-25,85792560000
2024-01-26,87716160000
2024-01-29,88284080000
2024-01-30,87674940000
2024-01-31,86016980000
2024-02-01,86626120000
2024-02-02,86580320000
2024-02-05,87097860000
2024-02-06,89832120000
2024-02-07,90267220000
2024-02-08,89653500000
2024-02-09,90372560000
2024-02-12,90084020000
2024-02-13,84038420000
2024-02-14,84308640000
2024-02-15,86859700000
2024-02-16,86282620000
2024-02-20,85439900000
2024-02-21,86278040000
2024-02-22,90070280000
2024-02-23,90322180000
2024-02-26,90244320000
2024-02-27,91142000000
2024-02-28,91572520000
2024-02-29,90835140000
2024-03-01,87395560000
2024-03-04,86039880000
2024-03-05,84835340000
2024-03-06,84056740000
2024-03-07,83131580000
2024-03-08,83429280000
2024-03-11,84038420000
2024-03-12,83058300000
2024-03-13,80713340000
2024-03-14,79637040000
2024-03-15,79037060000
2024-03-18,78176020000
2024-03-19,79215680000
2024-03-20,78313420000
2024-03-21,77090560000
2024-03-22,77356200000
2024-03-25,76856980000
2024-03-26,75876860000
2024-03-27,77177580000
2024-03-28,77498180000
2024-04-01,76495160000
2024-04-02,75574580000
2024-04-03,74640260000
2024-04-04,75808160000
2024-04-05,75963880000
2024-04-08,75886020000
2024-04-09,76550120000
2024-04-10,74745600000
2024-04-11,74530340000
2024-04-12,68690839999
2024-04-15,68594660000
2024-04-16,70083160000
2024-04-17,69588520000
2024-04-18,70124380000
2024-04-19,67097000000
2024-04-22,66657320000
2024-04-23,68498480000
2024-04-24,69103040000
2024-04-25,70238880000
2024-04-26,72556360000
2024-04-29,73142600000
2024-04-30,72931920000
2024-05-01,72593000000
2024-05-02,76591340000
2024-05-03,76518060000
2024-05-06,76005100000
2024-05-07,77150100000
2024-05-08,75533360000
2024-05-09,77003540000
2024-05-10,77420320000
2024-05-13,76902780000
2024-05-14,77342460000
2024-05-15,79362240000
2024-05-16,79559180000
2024-05-17,79719480000
2024-05-20,79870620000
2024-05-21,79137820000
2024-05-22,78798900000
2024-05-23,78272200000
2024-05-24,77892060000
2024-05-28,78455400000
2024-05-29,78226400000
2024-05-30,77603520000
2024-05-31,77658480000
2024-06-03,78945460000
2024-06-04,78721040000
2024-06-05,80525560000
2024-06-06,80965240000
2024-06-07,81029360000
2024-06-10,81904140000
2024-06-11,81771320000
2024-06-12,80539300000
2024-06-13,78464560000
2024-06-14,78111900000
2024-06-17,78272200000
2024-06-18,77704280000
2024-06-20,77026440000
2024-06-21,78359220000
2024-06-24,78702720000
2024-06-25,76934840000
2024-06-26,78272200000
2024-06-27,80818680000
2024-06-28,79398880000
2024-07-01,79041640000
2024-07-02,80062980000
2024-07-03,80424800000
2024-07-05,80131680000
2024-07-08,80346940000
2024-07-09,79801920000
2024-07-10,79458420000
2024-07-11,81404920000
2024-07-12,82000320000
2024-07-15,81514840000
2024-07-16,83772780000
2024-07-17,83378900000
2024-07-18,82087340000
2024-07-19,81789640000
2024-07-22,82788080000
2024-07-23,82156040000
2024-07-24,82284280000
2024-07-25,82788080000
2024-07-26,82366720000
2024-07-29,83278140000
2024-07-30,83278140000
2024-07-31,82458320000
2024-08-01,83548360000
2024-08-02,82258745000
2024-08-05,79630510000
2024-08-06,84399595000
2024-08-07,84162735000
2024-08-08,85770650000
2024-08-09,84381375000
