,BK
2013-11-27,38754416509
2013-11-29,38514415700
2013-12-02,38445844040
2013-12-03,37942985200
2013-12-04,38137271570
2013-12-05,37862984930
2013-12-06,38422986820
2013-12-09,38457272650
2013-12-10,38285843500
2013-12-11,37531555240
2013-12-12,37531555240
2013-12-13,37611555509
2013-12-16,37874413540
2013-12-17,37554412460
2013-12-18,38731559290
2013-12-19,38708702070
2013-12-20,38720130680
2013-12-23,39280132570
2013-12-24,39325847009
2013-12-26,39497276160
2013-12-27,39428704500
2013-12-30,39474418940
2013-12-31,39784256300
2014-01-02,39351571200
2014-01-03,39807029200
2014-01-06,39795642750
2014-01-07,39328798300
2014-01-08,39465435699
2014-01-09,39510981500
2014-01-10,38975818350
2014-01-13,38144607500
2014-01-14,38508973900
2014-01-15,38896113199
2014-01-16,38622838400
2014-01-17,37233691500
2014-01-21,37677763050
2014-01-22,38042129449
2014-01-23,37711922400
2014-01-24,36823779300
2014-01-27,36482185800
2014-01-28,36687141900
2014-01-29,36129205850
2014-01-30,36903484449
2014-01-31,36391094200
2014-02-03,35195516950
2014-02-04,35514337550
2014-02-05,35218289850
2014-02-06,35833158150
2014-02-07,36197524550
2014-02-10,35878703950
2014-02-11,36402480650
2014-02-12,36413867100
2014-02-13,36413867100
2014-02-14,36197524550
2014-02-18,36163365200
2014-02-19,35446018850
2014-02-20,35502951100
2014-02-21,35696520750
2014-02-24,36208911000
2014-02-25,35810385250
2014-02-26,35753453000
2014-02-27,36288616150
2014-02-28,36436640000
2014-03-03,36288616150
2014-03-04,36892098000
2014-03-05,36937643800
2014-03-06,37302010200
2014-03-07,38155993950
2014-03-10,37962424300
2014-03-11,37825786900
2014-03-12,37916878500
2014-03-13,37768854650
2014-03-14,37723308850
2014-03-17,37996583650
2014-03-18,38133221050
2014-03-19,38930272550
2014-03-20,40103076900
2014-03-21,40137236250
2014-03-24,40512989100
2014-03-25,40308033000
2014-03-26,40023371750
2014-03-27,39852575000
2014-03-28,39966439500
2014-03-31,40003191240
2014-04-01,40139217959
2014-04-02,39980520120
2014-04-03,40116546840
2014-04-04,39221037600
2014-04-07,38336863920
2014-04-08,38404877280
2014-04-09,38506897320
2014-04-10,37781421480
2014-04-11,37543374720
2014-04-14,37668065880
2014-04-15,37690737000
2014-04-16,37883441520
2014-04-17,38268850560
2014-04-21,38212172760
2014-04-22,38257515000
2014-04-23,38778950760
2014-04-24,38110152720
2014-04-25,38087481600
2014-04-28,37815428160
2014-04-29,38336863920
2014-04-30,38393541720
2014-05-01,38484226200
2014-05-02,39028333080
2014-05-05,38880970800
2014-05-06,38087481600
2014-05-07,38880970800
2014-05-08,39073675320
2014-05-09,38654259600
2014-05-12,39425077680
2014-05-13,39515762160
2014-05-14,38744944080
2014-05-15,38144159400
2014-05-16,38574910680
2014-05-19,38654259600
2014-05-20,38631588480
2014-05-21,38914977480
2014-05-22,39187030920
2014-05-23,39209702040
2014-05-27,39277715400
2014-05-28,38960319720
2014-05-29,39198366480
2014-05-30,39175695360
2014-06-02,39277715400
2014-06-03,39198366480
2014-06-04,39243708720
2014-06-05,39617782200
2014-06-06,39889835640
2014-06-09,40173224640
2014-06-10,40218566880
2014-06-11,40105211280
2014-06-12,40025862360
2014-06-13,40082540160
2014-06-16,39515762160
2014-06-17,40365929160
2014-06-18,40705995959
2014-06-19,40422606959
2014-06-20,40819351560
2014-06-23,40932707160
2014-06-24,40774009320
2014-06-25,41080069440
2014-06-26,40649318160
2014-06-27,41068733880
2014-06-30,42237936080
2014-07-01,42711253400
2014-07-02,42384439060
2014-07-03,42745061780
2014-07-07,42508403120
2014-07-08,42373169600
2014-07-09,42406977980
2014-07-10,42508403120
2014-07-11,42384439060
2014-07-14,42418247440
2014-07-15,43094415040
2014-07-16,42947912060
2014-07-17,42823948000
2014-07-18,43308534780
2014-07-21,43319804240
2014-07-22,44018510760
2014-07-23,44097396980
2014-07-24,44818642420
2014-07-25,44435480780
2014-07-28,44491828080
2014-07-29,44198822120
2014-07-30,44874989720
2014-07-31,43995971840
2014-08-01,43646618580
2014-08-04,44176283200
2014-08-05,43894546700
2014-08-06,44322786180
2014-08-07,43297265320
2014-08-08,43387421000
2014-08-11,43319804240
2014-08-12,43297265320
2014-08-13,43331073700
2014-08-14,43150762340
2014-08-15,43094415040
2014-08-18,43466307220
2014-08-19,43488846140
2014-08-20,43702965880
2014-08-21,44108666440
2014-08-22,44086127520
2014-08-25,44480558620
2014-08-26,44322786180
2014-08-27,44142474820
2014-08-28,43950894000
2014-08-29,44153744280
2014-09-02,44683408900
2014-09-03,44536905920
2014-09-04,44480558620
2014-09-05,44480558620
2014-09-08,44446750240
2014-09-09,43714235340
2014-09-10,44097396980
2014-09-11,44367864020
2014-09-12,44965145400
2014-09-15,44987684320
2014-09-16,45269420820
2014-09-17,45370845960
2014-09-18,45359576500
2014-09-19,44717217280
2014-09-22,44334055640
2014-09-23,43905816160
2014-09-24,44198822120
2014-09-25,43556462900
2014-09-26,43883277240
2014-09-29,43511385060
2014-09-30,43403626560
2014-10-01,42832083840
2014-10-02,42820877120
2014-10-03,43370006400
2014-10-06,43459660160
2014-10-07,42451055360
2014-10-08,43213112320
2014-10-09,41812272320
2014-10-10,41341590080
2014-10-13,40736427200
2014-10-14,40960561600
2014-10-15,40288158400
2014-10-16,40523499519
2014-10-17,40747633920
2014-10-20,40747633920
2014-10-21,41240729600
2014-10-22,40770047360
2014-10-23,40882114560
2014-10-24,41599344640
2014-10-27,41913132800
2014-10-28,41599344640
2014-10-29,42249334400
2014-10-30,42551915840
2014-10-31,43392419840
2014-11-03,43112251840
2014-11-04,43370006400
2014-11-05,43336386240
2014-11-06,43448453440
2014-11-07,43605347519
2014-11-10,44266544000
2014-11-11,44210510400
2014-11-12,44535505280
2014-11-13,44367404480
2014-11-14,44457058240
2014-11-17,44524298560
2014-11-18,44479471680
2014-11-19,44591538880
2014-11-20,44782053120
2014-11-21,44927740480
2014-11-24,44871706880
2014-11-25,44938947200
2014-11-26,45062221120
2014-11-28,44860500160
2014-12-01,44356197760
2014-12-02,45140668160
2014-12-03,45275148800
2014-12-04,45252735360
2014-12-05,46070825920
2014-12-08,46216513280
2014-12-09,46216513280
2014-12-10,45701004160
2014-12-11,45432042880
2014-12-12,44737226240
2014-12-15,44513091840
2014-12-16,44401024640
2014-12-17,45219115200
2014-12-18,46070825920
2014-12-19,45779451200
2014-12-22,45891518400
2014-12-23,46541508160
2014-12-24,46272546880
2014-12-26,46272546880
2014-12-29,46261340160
2014-12-30,45981172160
2014-12-31,45381683140
2015-01-02,45258636920
2015-01-05,44095290840
2015-01-06,42820084560
2015-01-07,43703780140
2015-01-08,44307825220
2015-01-09,43659036060
2015-01-12,43032618940
2015-01-13,42954316800
2015-01-14,41869272860
2015-01-15,41667924500
2015-01-16,41902830920
2015-01-20,41656738480
2015-01-21,42003505100
2015-01-22,43312269440
2015-01-23,41276413800
2015-01-26,41858086840
2015-01-27,41097437480
2015-01-28,39889347319
2015-01-29,40761856880
2015-01-30,40269672000
2015-02-02,41019135340
2015-02-03,41835714800
2015-02-04,41578436340
2015-02-05,42204853460
2015-02-06,43032618940
2015-02-09,43043804960
2015-02-10,43714966160
2015-02-11,43770896260
2015-02-12,44084104819
2015-02-13,43849198400
2015-02-17,44140034920
2015-02-18,43614291980
2015-02-19,43759710240
2015-02-20,44117662880
2015-02-23,43815640340
2015-02-24,44497987560
2015-02-25,44587475720
2015-02-26,44117662880
2015-02-27,43782082280
2015-03-02,44352569300
2015-03-03,44352569300
2015-03-04,44117662880
2015-03-05,43838012380
2015-03-06,43938686560
2015-03-09,44509173580
2015-03-10,43838012380
2015-03-11,44095290840
2015-03-12,45236264880
2015-03-13,45795565880
2015-03-16,45918612100
2015-03-17,46019286280
2015-03-18,45672519660
2015-03-19,45079660600
2015-03-20,45381683140
2015-03-23,45213892840
2015-03-24,44855940200
2015-03-25,44207151040
2015-03-26,44531545620
2015-03-27,44464429500
2015-03-30,45068474580
2015-03-31,44818909600
2015-04-01,44785495900
2015-04-02,45164184500
2015-04-06,45097357100
2015-04-07,45186460300
2015-04-08,45320115100
2015-04-09,45487183600
2015-04-10,45509459400
2015-04-13,45609700500
2015-04-14,45732217400
2015-04-15,45810182700
2015-04-16,45732217400
2015-04-17,45108495000
2015-04-20,45420356200
2015-04-21,45709941600
2015-04-22,47258109700
2015-04-23,47425178200
2015-04-24,46857145300
2015-04-27,46745766300
2015-04-28,47625660400
2015-04-29,47737039400
2015-04-30,47157868600
2015-05-01,47603384600
2015-05-04,48204831200
2015-05-05,47781591000
2015-05-06,47826142600
2015-05-07,48238244900
2015-05-08,48349623900
2015-05-11,48171417500
2015-05-12,48093452200
2015-05-13,48193693300
2015-05-14,48305072300
2015-05-15,47993211100
2015-05-18,48416451300
2015-05-19,48494416600
2015-05-20,48583519800
2015-05-21,48605795600
2015-05-22,48416451300
2015-05-26,48405313400
2015-05-27,48873105200
2015-05-28,48951070500
2015-05-29,48293934400
2015-06-01,47803866800
2015-06-02,47781591000
2015-06-03,48349623900
2015-06-04,47848418400
2015-06-05,48293934400
2015-06-08,48271658600
2015-06-09,48338486000
2015-06-10,48717174600
2015-06-11,48873105200
2015-06-12,48650347200
2015-06-15,48215969100
2015-06-16,48115728000
2015-06-17,48060038500
2015-06-18,48193693300
2015-06-19,48026624800
2015-06-22,48416451300
2015-06-23,48628071400
2015-06-24,48215969100
2015-06-25,47725901500
2015-06-26,47870694200
2015-06-29,46545284100
2015-06-30,46083185910
2015-07-01,46313766540
2015-07-02,45885545370
2015-07-06,45622024650
2015-07-07,45611044620
2015-07-08,44513041620
2015-07-09,45007142970
2015-07-10,45797705130
2015-07-13,46533367140
2015-07-14,46698067590
2015-07-15,46851788010
2015-07-16,47290989210
2015-07-17,47016488460
2015-07-20,47192168940
2015-07-21,48476832450
2015-07-22,49113674190
2015-07-23,48828193410
2015-07-24,48004691160
2015-07-27,47499609780
2015-07-28,47861950770
2015-07-29,48070571340
2015-07-30,48235271790
2015-07-31,47653330200
2015-08-03,47653330200
2015-08-04,48191351670
2015-08-05,48751333200
2015-08-06,48619572840
2015-08-07,49135634250
2015-08-10,49695615780
2015-08-11,49047794010
2015-08-12,48202331700
2015-08-13,48169391610
2015-08-14,48388992210
2015-08-17,48378012180
2015-08-18,48696433050
2015-08-19,48509772540
2015-08-20,46994528400
2015-08-21,45512224350
2015-08-24,42426835920
2015-08-25,41482553340
2015-08-26,43338178410
2015-08-27,44798522400
2015-08-28,44655782010
2015-08-31,43700519400
2015-09-01,42097435020
2015-09-02,42844077060
2015-09-03,43129557840
2015-09-04,42262135470
2015-09-08,43173477960
2015-09-09,42800156940
2015-09-10,43184457990
2015-09-11,43436998680
2015-09-14,43436998680
2015-09-15,43986000180
2015-09-16,44172660690
2015-09-17,43711499430
2015-09-18,42668396580
2015-09-21,43294258290
2015-09-22,42657416550
2015-09-23,42624476460
2015-09-24,42295075560
2015-09-25,43480918800
2015-09-28,41943714600
2015-09-29,42207235320
2015-09-30,42629652000
2015-10-01,42858316800
2015-10-02,42651429600
2015-10-05,43718532000
2015-10-06,43511644800
2015-10-07,44154084000
2015-10-08,44502525600
2015-10-09,44045196000
2015-10-12,44056084800
2015-10-13,43380979200
2015-10-14,42749428800
2015-10-15,44077862400
2015-10-16,44088751200
2015-10-19,43740309600
2015-10-20,44916300000
2015-10-21,44469859200
2015-10-22,45351852000
2015-10-23,46005180000
2015-10-26,45613183200
2015-10-27,45417184800
2015-10-28,46898061600
2015-10-29,46222956000
2015-10-30,45351852000
2015-11-02,46005180000
2015-11-03,46440732000
2015-11-04,46375399200
2015-11-05,47137615200
2015-11-06,48117607200
2015-11-09,47551389600
2015-11-10,47507834400
2015-11-11,47736499200
2015-11-12,47017838400
2015-11-13,46462509600
2015-11-16,46745618400
2015-11-17,46723840800
2015-11-18,47910720000
2015-11-19,47725610400
2015-11-20,47627611200
2015-11-23,47551389600
2015-11-24,47562278400
2015-11-25,47834498400
2015-11-27,47780054400
2015-11-30,47736499200
2015-12-01,47812720800
2015-12-02,47355391200
2015-12-03,46800062400
2015-12-04,47976052800
2015-12-07,47464279200
2015-12-08,46985172000
2015-12-09,46168512000
2015-12-10,46026957600
2015-12-11,44393637600
2015-12-14,43979863200
2015-12-15,45776515200
2015-12-16,46495176000
2015-12-17,44927188800
2015-12-18,43794753600
2015-12-21,44197639200
2015-12-22,44633191200
2015-12-23,45025188000
2015-12-24,44894522400
2015-12-28,44796523200
2015-12-29,45428073600
2015-12-30,44948966400
2015-12-31,44502802020
2016-01-04,43153250770
2016-01-05,42991304620
2016-01-06,41911663620
2016-01-07,40853615440
2016-01-08,40108663150
2016-01-11,40400166220
2016-01-12,40724058520
2016-01-13,39363710860
2016-01-14,40022291870
2016-01-15,38629554980
2016-01-19,38791501130
2016-01-20,38294866270
2016-01-21,37042482710
2016-01-22,37949381150
2016-01-25,37431153470
2016-01-26,38392033960
2016-01-27,38251680630
2016-01-28,38186902170
2016-01-29,39104597020
2016-02-01,38327255500
2016-02-02,37020889890
2016-02-03,37074871940
2016-02-04,37733452950
2016-02-05,37204428860
2016-02-08,35952045300
2016-02-09,36275937600
2016-02-10,36232751960
2016-02-11,35347446340
2016-02-12,36524255030
2016-02-16,37301596550
2016-02-17,37690267310
2016-02-18,37290800140
2016-02-19,37711860130
2016-02-22,38251680630
2016-02-23,37852213460
2016-02-24,37539117570
2016-02-25,38143716530
2016-02-26,38996632920
2016-02-29,38208494990
2016-03-01,39730788800
2016-03-02,40400166220
2016-03-03,40691669290
2016-03-04,41123525690
2016-03-07,41209896970
2016-03-08,40475741090
2016-03-09,40097866740
2016-03-10,39806363670
2016-03-11,40756447750
2016-03-14,40626890830
2016-03-15,40475741090
2016-03-16,40130255970
2016-03-17,40356980580
2016-03-18,41188304150
2016-03-21,41166711330
2016-03-22,40875208260
2016-03-23,40508130320
2016-03-24,40249016480
2016-03-28,40313794940
2016-03-29,39914327770
2016-03-30,40097866740
2016-03-31,39503231890
2016-04-01,39610490190
2016-04-04,39728474320
2016-04-05,39170731160
2016-04-06,39653393510
2016-04-07,38259035610
2016-04-08,38065970670
2016-04-11,38462826380
2016-04-12,38752423790
2016-04-13,40522185740
2016-04-14,40822508980
2016-04-15,40597266550
2016-04-18,41090654730
2016-04-19,41659123720
2016-04-20,42602996760
2016-04-21,43654128100
2016-04-22,44040257980
2016-04-25,43621950610
2016-04-26,44222597090
2016-04-27,44276226240
2016-04-28,43589773120
2016-04-29,43160739920
2016-05-02,43729208910
2016-05-03,42699529230
2016-05-04,42131060240
2016-05-05,42259770200
2016-05-06,42399205990
2016-05-09,42227592710
2016-05-10,43160739920
2016-05-11,42763884210
2016-05-12,42624448420
2016-05-13,42302673520
2016-05-16,42624448420
2016-05-17,42731706720
2016-05-18,44126064620
2016-05-19,43793563890
2016-05-20,44050983810
2016-05-23,43943725510
2016-05-24,44705259440
2016-05-25,45273728430
2016-05-26,45080663490
2016-05-27,45338083410
2016-05-31,45112840980
2016-06-01,45316631750
2016-06-02,45220099280
2016-06-03,44533646160
2016-06-06,45466793370
2016-06-07,45091389320
2016-06-08,45112840980
2016-06-09,44673081950
2016-06-10,44233322920
2016-06-13,43932999680
2016-06-14,43064207450
2016-06-15,43182191580
2016-06-16,43074933280
2016-06-17,42967674980
2016-06-20,43353804860
2016-06-21,43375256520
2016-06-22,43546869800
2016-06-23,44555097820
2016-06-24,40747428170
2016-06-27,38484278040
2016-06-28,39460328570
2016-06-29,40758154000
2016-06-30,41268334800
2016-07-01,40407913920
2016-07-05,39441268240
2016-07-06,39632472880
2016-07-07,40110484480
2016-07-08,40885925520
2016-07-11,40992150320
2016-07-12,41820703760
2016-07-13,41863193680
2016-07-14,42160623120
2016-07-15,42266847920
2016-07-18,42415562640
2016-07-19,42181868080
2016-07-20,42500542480
2016-07-21,41002772800
2016-07-22,41629499120
2016-07-25,41480784400
2016-07-26,42065020800
2016-07-27,42415562640
2016-07-28,42309337840
2016-07-29,41852571200
2016-08-01,41640121600
2016-08-02,41215222400
2016-08-03,41661366560
2016-08-04,41363937120
2016-08-05,43021044000
2016-08-08,43116646320
2016-08-09,42787349440
2016-08-10,42319960320
2016-08-11,42532409920
2016-08-12,42203113040
2016-08-15,42659879680
2016-08-16,42479297520
2016-08-17,42712992080
2016-08-18,42744859520
2016-08-19,42755482000
2016-08-22,42681124640
2016-08-23,42755482000
2016-08-24,42797971920
2016-08-25,43052911440
2016-08-26,43392830800
2016-08-29,43828352480
2016-08-30,44306364080
2016-08-31,44263874160
2016-09-01,44051424560
2016-09-02,44242629200
2016-09-06,44062047040
2016-09-07,43860219920
2016-09-08,44019557120
2016-09-09,43477810640
2016-09-12,44040802080
2016-09-13,43275983520
2016-09-14,43063533920
2016-09-15,43392830800
2016-09-16,42553654880
2016-09-19,42585522320
2016-09-20,42681124640
2016-09-21,43042288960
2016-09-22,42861706800
2016-09-23,42702369600
2016-09-26,42011908400
2016-09-27,41958796000
2016-09-28,41958796000
2016-09-29,41491406880
2016-09-30,41909413440
2016-10-03,41709744720
2016-10-04,42245697600
2016-10-05,42907757040
2016-10-06,42802668240
2016-10-07,42634526160
2016-10-10,42750123840
2016-10-11,41982975600
2016-10-12,42161626560
2016-10-13,41079211920
2016-10-14,41478549360
2016-10-17,41299898400
2016-10-18,42067046640
2016-10-19,42487401840
2016-10-20,44400018000
2016-10-21,45240728400
2016-10-24,45619048080
2016-10-25,45608539200
2016-10-26,45829225680
2016-10-27,45923805600
2016-10-28,45713628000
2016-10-31,45471923760
2016-11-01,45608539200
2016-11-02,45051568560
2016-11-03,45230219520
2016-11-04,45177675120
2016-11-07,46270598640
2016-11-08,46112965440
2016-11-09,47857439520
2016-11-10,48561534480
2016-11-11,49107996240
2016-11-14,49948706640
2016-11-15,50369061840
2016-11-16,49444280400
2016-11-17,50022268800
2016-11-18,49854126720
2016-11-21,49833108960
2016-11-22,49654458000
2016-11-23,49885653360
2016-11-25,49885653360
2016-11-28,49423262640
2016-11-29,49444280400
2016-11-30,49833108960
2016-12-01,51073156800
2016-12-02,50074813200
2016-12-05,50295499680
2016-12-06,50432115120
2016-12-07,51020612400
2016-12-08,51672162960
2016-12-09,51094174560
2016-12-12,50673819360
2016-12-13,50736872640
2016-12-14,50516186160
2016-12-15,50810434800
2016-12-16,49980233280
2016-12-19,49685984640
2016-12-20,50106339840
2016-12-21,49969724400
2016-12-22,50032777680
2016-12-23,50001251040
2016-12-27,50158884240
2016-12-28,50074813200
2016-12-29,49749037920
2016-12-30,49791073440
2017-01-03,49933937680
2017-01-04,50714806180
2017-01-05,50069288220
2017-01-06,50152580860
2017-01-09,49600767120
2017-01-10,49684059760
2017-01-11,50006818740
2017-01-12,49413358680
2017-01-13,49704882920
2017-01-17,48340965940
2017-01-18,48132734340
2017-01-19,46685524720
2017-01-20,46394000480
2017-01-23,45675601460
2017-01-24,46466881540
2017-01-25,46758405780
2017-01-26,46820875260
2017-01-27,46623055240
2017-01-30,46508527860
2017-01-31,46570997340
2017-02-01,46872933160
2017-02-02,46643878400
2017-02-03,47549685860
2017-02-06,47539274280
2017-02-07,47320631100
2017-02-08,46997872120
2017-02-09,47372689000
2017-02-10,47435158480
2017-02-13,48018206960
2017-02-14,48747017560
2017-02-15,49382123940
2017-02-16,49007307060
2017-02-17,49080188120
2017-02-21,49455005000
2017-02-22,49236361820
2017-02-23,49288419720
2017-02-24,49028130220
2017-02-27,49048953380
2017-02-28,49080188120
2017-03-01,50496163000
2017-03-02,49965172420
2017-03-03,49923526100
2017-03-06,49871468200
2017-03-07,49632001860
2017-03-08,50173404020
2017-03-09,49902702940
2017-03-10,50152580860
2017-03-13,50339989300
2017-03-14,50246285080
2017-03-15,50319166140
2017-03-16,50464928260
2017-03-17,49881879780
2017-03-20,49153069180
2017-03-21,48330554360
2017-03-22,48059853280
2017-03-23,48184792240
2017-03-24,48153557500
2017-03-27,48153557500
2017-03-28,48934426000
2017-03-29,48642901760
2017-03-30,49486239740
2017-03-31,48922203670
2017-04-03,48818620770
2017-04-04,48652888130
2017-04-05,48683963000
2017-04-06,49005069990
2017-04-07,48839337350
2017-04-10,48746112740
2017-04-11,48953278540
2017-04-12,48570021810
2017-04-13,48083182180
2017-04-17,48735754450
2017-04-18,48570021810
2017-04-19,48538946940
2017-04-20,48321422850
2017-04-21,48425005750
2017-04-24,49253668950
2017-04-25,48922203670
2017-04-26,48839337350
2017-04-27,48911845380
2017-04-28,48746112740
2017-05-01,48870412220
2017-05-02,48808262480
2017-05-03,49098294600
2017-05-04,49315818690
2017-05-05,49357251850
2017-05-08,49388326720
2017-05-09,48808262480
2017-05-10,48849695640
2017-05-11,48611454970
2017-05-12,48435364040
2017-05-15,48797904190
2017-05-16,48870412220
2017-05-17,47948524410
2017-05-18,47855299800
2017-05-19,48207481660
2017-05-22,48476797200
2017-05-23,48715037870
2017-05-24,48642529840
2017-05-25,49077578020
2017-05-26,49108652890
2017-05-30,48787545900
2017-05-31,48808262480
2017-06-01,49119011180
2017-06-02,49212235790
2017-06-05,49243310660
2017-06-06,48922203670
2017-06-07,49616209100
2017-06-08,50123765310
2017-06-09,51169952600
2017-06-12,50859203900
2017-06-13,51346043530
2017-06-14,51553209330
2017-06-15,51563567620
2017-06-16,51677508810
2017-06-19,52081482120
2017-06-20,51646433940
2017-06-21,51366760110
2017-06-22,51325326950
2017-06-23,50931711930
2017-06-26,51325326950
2017-06-27,51459984720
2017-06-28,52412947400
2017-06-29,52837637290
2017-06-30,52822893740
2017-07-03,53661516710
2017-07-05,54117064990
2017-07-06,53040314510
2017-07-07,53578689750
2017-07-10,53713283560
2017-07-11,53288795390
2017-07-12,53268088650
2017-07-13,53899644220
2017-07-14,54210245320
2017-07-17,55235228950
2017-07-18,55421589610
2017-07-19,54934981220
2017-07-20,55815017670
2017-07-21,55245582320
2017-07-24,55359469390
2017-07-25,55628657010
2017-07-26,55276642430
2017-07-27,54727913820
2017-07-28,54520846420
2017-07-31,54903921110
2017-08-01,55607950270
2017-08-02,55815017670
2017-08-03,55721837340
2017-08-04,55928904740
2017-08-07,55607950270
2017-08-08,55690777230
2017-08-09,55949611480
2017-08-10,53785757150
2017-08-11,54034238030
2017-08-14,54696853710
2017-08-15,55028161550
2017-08-16,54748620560
2017-08-17,53630456600
2017-08-18,53941057700
2017-08-21,54034238030
2017-08-22,54520846420
2017-08-23,54634733490
2017-08-24,54655440230
2017-08-25,54510493050
2017-08-28,54117064990
2017-08-29,53930704330
2017-08-30,54210245320
2017-08-31,54127418360
2017-09-01,54179185210
2017-09-05,53009254400
2017-09-06,53081727990
2017-09-07,52056744360
2017-09-08,52212044910
2017-09-11,53350915610
2017-09-12,53827170630
2017-09-13,53413035830
2017-09-14,52936780810
2017-09-15,53381975720
2017-09-18,53526922900
2017-09-19,53878937480
2017-09-20,54251658800
2017-09-21,54272365540
2017-09-22,54220598690
2017-09-25,54044591400
2017-09-26,53961764440
2017-09-27,54624380120
2017-09-28,54883214370
2017-09-29,54893567740
2017-10-02,54982022200
2017-10-03,55135746400
2017-10-04,55135746400
2017-10-05,55781388040
2017-10-06,55822381160
2017-10-09,55678905240
2017-10-10,56017098480
2017-10-11,56242560640
2017-10-12,56099084720
2017-10-13,56027346760
2017-10-16,56068339880
2017-10-17,55299718880
2017-10-18,55812132880
2017-10-19,54162159800
2017-10-20,54438863360
2017-10-23,53813718280
2017-10-24,54192904640
2017-10-25,53034849000
2017-10-26,53516518160
2017-10-27,53434531920
2017-10-30,52932366200
2017-10-31,52727400600
2017-11-01,52932366200
2017-11-02,52676159200
2017-11-03,52604421240
2017-11-06,52624917800
2017-11-07,52337965960
2017-11-08,52491690160
2017-11-09,52081758960
2017-11-10,52194490040
2017-11-13,52286724560
2017-11-14,53137331800
2017-11-15,53229566320
2017-11-16,53526766440
2017-11-17,53772725160
2017-11-20,53823966560
2017-11-21,53721483760
2017-11-22,53731732040
2017-11-24,53526766440
2017-11-27,53475525040
2017-11-28,54449111640
2017-11-29,55760891480
2017-11-30,56099084720
2017-12-01,55801884600
2017-12-04,56334795160
2017-12-05,55781388040
2017-12-06,55361208560
2017-12-07,55566174160
2017-12-08,56027346760
2017-12-11,55894119120
2017-12-12,56334795160
2017-12-13,55730146640
2017-12-14,55361208560
2017-12-15,55545677600
2017-12-18,55771139760
2017-12-19,55545677600
2017-12-20,55289470600
2017-12-21,55709650080
2017-12-22,55340712000
2017-12-26,55145994680
2017-12-27,55176739520
2017-12-28,55463691360
2017-12-29,55197236080
2018-01-02,54724014540
2018-01-03,55059557550
2018-01-04,55608627930
2018-01-05,55750979510
2018-01-08,55984842820
2018-01-09,56493241320
2018-01-10,58262468100
2018-01-11,58801370510
2018-01-12,59401280740
2018-01-16,58506499380
2018-01-17,58862378330
2018-01-18,56279713950
2018-01-19,57560878170
2018-01-22,58689522840
2018-01-23,58689522840
2018-01-24,58740362690
2018-01-25,57804909450
2018-01-26,58750530660
2018-01-29,58486163440
2018-01-30,57652389900
2018-01-31,57652389900
2018-02-01,58465827500
2018-02-02,57276175010
2018-02-05,55293420860
2018-02-06,56422065530
2018-02-07,56269545980
2018-02-08,54185112130
2018-02-09,54988381760
2018-02-12,55527284170
2018-02-13,55730643570
2018-02-14,56920296060
2018-02-15,57103319520
2018-02-16,57194831250
2018-02-20,57367686740
2018-02-21,57398190650
2018-02-22,56838952300
2018-02-23,57855749300
2018-02-26,59157249460
2018-02-27,58964058030
2018-02-28,57987932910
2018-03-01,56442401470
2018-03-02,56300049890
2018-03-05,57357518770
2018-03-06,57825245390
2018-03-07,57855749300
2018-03-08,56625424930
2018-03-09,58191292310
2018-03-12,57388022680
2018-03-13,56899960120
2018-03-14,55791651390
2018-03-15,55771315450
2018-03-16,55923835000
2018-03-19,55252748980
2018-03-20,55344260710
2018-03-21,55527284170
2018-03-22,52893779940
2018-03-23,51582111810
2018-03-26,53015795580
2018-03-27,51571943840
2018-03-28,51460096170
2018-03-29,52395549410
2018-04-02,50660476850
2018-04-03,51509027210
2018-04-04,52004014920
2018-04-05,52256559670
2018-04-06,50862512650
2018-04-09,51034243080
2018-04-10,51902997020
2018-04-11,51468620050
2018-04-12,52539409790
2018-04-13,52094931030
2018-04-16,52519206210
2018-04-17,52721242010
2018-04-18,52791954540
2018-04-19,55802287960
2018-04-20,55984120180
2018-04-23,56297275670
2018-04-24,55953814810
2018-04-25,55963916600
2018-04-26,56004323760
2018-04-27,55883102280
2018-04-30,55064857290
2018-05-01,54741600010
2018-05-02,54539564210
2018-05-03,54398139150
2018-05-04,55044653710
2018-05-07,56155850610
2018-05-08,56650838320
2018-05-09,57438777940
2018-05-10,57852951330
2018-05-11,57762035220
2018-05-14,57883256700
2018-05-15,57469083310
2018-05-16,57640813740
2018-05-17,57863053120
2018-05-18,57539795840
2018-05-21,58307531880
2018-05-22,58176208610
2018-05-23,58034783550
2018-05-24,57822645960
2018-05-25,57580203000
2018-05-29,55751779010
2018-05-30,55963916600
2018-05-31,55307300250
2018-06-01,55913407650
2018-06-04,56337682830
2018-06-05,56155850610
2018-06-06,57145826030
2018-06-07,58236819350
2018-06-08,58145903240
2018-06-11,58287328300
2018-06-12,58257022930
2018-06-13,57903460280
2018-06-14,57378167200
2018-06-15,57509490470
2018-06-18,57822645960
2018-06-19,57923663860
2018-06-20,57953969230
2018-06-21,57731729850
2018-06-22,57327658250
2018-06-25,56236664930
2018-06-26,55741677220
2018-06-27,54751701800
2018-06-28,54852719700
2018-06-29,54478953470
2018-07-02,54079614720
2018-07-03,53179787520
2018-07-05,53189785600
2018-07-06,53189785600
2018-07-09,54099610880
2018-07-10,54019626240
2018-07-11,53379749120
2018-07-12,53489728000
2018-07-13,53019818240
2018-07-16,53689689600
2018-07-17,54039622400
