,EA
2018-07-18,45423650000
2018-07-19,45127800000
2018-07-20,44981400000
2018-07-23,44700800000
2018-07-24,44017600000
2018-07-25,44682500000
2018-07-26,43279500000
2018-07-27,40812050000
2018-07-30,38494050000
2018-07-31,39268750000
2018-08-01,38881400000
2018-08-02,39238250000
2018-08-03,39915350000
2018-08-06,39354150000
2018-08-07,39070500000
2018-08-08,39165050000
2018-08-09,38985100000
2018-08-10,40052600000
2018-08-13,40052600000
2018-08-14,40232550000
2018-08-15,39055250000
2018-08-16,39561550000
2018-08-17,39043050000
2018-08-20,38951550000
2018-08-21,38661800000
2018-08-22,38924100000
2018-08-23,38463550000
2018-08-24,39335850000
2018-08-27,39335850000
2018-08-28,38975950000
2018-08-29,39198600000
2018-08-30,35361700000
2018-08-31,34590050000
2018-09-04,34623600000
2018-09-05,34022750000
2018-09-06,34526000000
2018-09-07,35047550000
2018-09-10,34529050000
2018-09-11,34248450000
2018-09-12,34465000000
2018-09-13,34721200000
2018-09-14,34852350000
2018-09-17,34370450000
2018-09-18,34358250000
2018-09-19,34440600000
2018-09-20,34608350000
2018-09-21,35081100000
2018-09-24,35148200000
2018-09-25,35456250000
2018-09-26,36017450000
2018-09-27,36410900000
2018-09-28,36749450000
2018-10-01,35500100000
2018-10-02,35349100000
2018-10-03,35149780000
2018-10-04,34431020000
2018-10-05,34346460000
2018-10-08,33407240000
2018-10-09,33065980000
2018-10-10,31755300000
2018-10-11,31287200000
2018-10-12,32042200000
2018-10-15,31975760000
2018-10-16,32440840000
2018-10-17,32854580000
2018-10-18,31951600000
2018-10-19,30837220000
2018-10-22,30610720000
2018-10-23,29925180000
2018-10-24,29067500000
2018-10-25,29789280000
2018-10-26,29058440000
2018-10-29,27539380000
2018-10-30,28638660000
2018-10-31,27475960000
2018-11-01,28448400000
2018-11-02,27922920000
2018-11-05,27992380000
2018-11-06,27853460000
2018-11-07,28327600000
2018-11-08,28348740000
2018-11-09,26844780000
2018-11-12,26473320000
2018-11-13,26391780000
2018-11-14,25899520000
2018-11-15,26651500000
2018-11-16,25962940000
2018-11-19,25078080000
2018-11-20,25072040000
2018-11-21,25374040000
2018-11-23,24966340000
2018-11-26,25648860000
2018-11-27,25682080000
2018-11-28,25941800000
2018-11-29,26089780000
2018-11-30,25389139999
2018-12-03,25368000000
2018-12-04,24516360000
2018-12-06,25331760000
2018-12-07,24921040000
2018-12-10,25286460000
2018-12-11,25198880000
2018-12-12,25062980000
2018-12-13,24419720000
2018-12-14,24208320000
2018-12-17,23927460000
2018-12-18,24160000000
2018-12-19,23664720000
2018-12-20,23386880000
2018-12-21,23124139999
2018-12-24,22565440000
2018-12-26,23522780000
2018-12-27,23987860000
2018-12-28,23948600000
2018-12-31,23594090000
2019-01-02,24030630000
2019-01-03,23534290000
2019-01-04,25241580000
2019-01-07,26189410000
2019-01-08,26616980000
2019-01-09,26584090000
2019-01-10,27211990000
2019-01-11,27119300000
2019-01-14,26485420000
2019-01-15,26757510000
2019-01-16,26886080000
2019-01-17,26703690000
2019-01-18,27663480000
2019-01-22,27301690000
2019-01-23,26649870000
2019-01-24,27352520000
2019-01-25,27430260000
2019-01-28,27050530000
2019-01-29,26084760000
2019-01-30,26679770000
2019-01-31,27579760000
2019-02-01,27274780000
2019-02-04,26440570000
2019-02-05,27663480000
2019-02-06,23982790000
2019-02-07,25145900000
2019-02-08,29182400000
2019-02-11,29074760000
2019-02-12,30596670000
2019-02-13,30572750000
2019-02-14,31469750000
2019-02-15,31945160000
2019-02-19,30785040000
2019-02-20,29490370000
2019-02-21,28961140000
2019-02-22,28680080000
2019-02-25,28662140000
2019-02-26,29451500000
2019-02-27,29254160000
2019-02-28,28638220000
2019-03-01,29125590000
2019-03-04,29089710000
2019-03-05,28620280000
2019-03-06,28336230000
2019-03-07,29708640000
2019-03-08,29409640000
2019-03-11,29612960000
2019-03-12,29478410000
2019-03-13,29938870000
2019-03-14,29550170000
2019-03-15,29595020000
2019-03-18,29798340000
2019-03-19,29155490000
2019-03-20,29011970000
2019-03-21,31359120000
2019-03-22,30599660000
2019-03-25,30417270000
2019-03-26,30593679999
2019-03-27,30100330000
2019-03-28,30557800000
2019-03-29,30387370000
2019-04-01,30492990000
2019-04-02,29949480000
2019-04-03,29744550000
2019-04-04,29088180000
2019-04-05,29530710000
2019-04-08,29091150000
2019-04-09,29180250000
2019-04-10,29590110000
2019-04-11,29872260000
2019-04-12,30243510000
2019-04-15,29061450000
2019-04-16,27867510000
2019-04-17,27309150000
2019-04-18,27662580000
2019-04-22,27478440000
2019-04-23,28105110000
2019-04-24,27962550000
2019-04-25,27615060000
2019-04-26,28057590000
2019-04-29,28134810000
2019-04-30,28111050000
2019-05-01,28173420000
2019-05-02,28036800000
2019-05-03,27472500000
2019-05-06,27846720000
2019-05-07,27540810000
2019-05-08,27882360000
2019-05-09,27716039999
2019-05-10,27882360000
2019-05-13,26854740000
2019-05-14,28087289999
2019-05-15,28740690000
2019-05-16,29403000000
2019-05-17,28886220000
2019-05-20,27528930000
2019-05-21,28408050000
2019-05-22,27870480000
2019-05-23,27356670000
2019-05-24,27404190000
2019-05-28,27769500000
2019-05-29,27487350000
2019-05-30,27362610000
2019-05-31,27644760000
2019-06-03,27119070000
2019-06-04,27956610000
2019-06-05,28289250000
2019-06-06,28627830000
2019-06-07,28806030000
2019-06-10,28366470000
2019-06-11,28090260000
2019-06-12,27522990000
2019-06-13,27790289999
2019-06-14,27540810000
2019-06-17,27454680000
2019-06-18,27332910000
2019-06-19,27496260000
2019-06-20,27677430000
2019-06-21,28313010000
2019-06-24,29403000000
2019-06-25,28779300000
2019-06-26,28904039999
2019-06-27,29444580000
2019-06-28,30074220000
2019-07-01,29762550000
2019-07-02,30302400000
2019-07-03,28942450000
2019-07-05,27612000000
2019-07-08,27564800000
2019-07-09,27154750000
2019-07-10,27718200000
2019-07-11,27579550000
2019-07-12,27381899999
2019-07-15,27204900000
2019-07-16,26417250000
2019-07-17,26461500000
2019-07-18,26311050000
2019-07-19,25812500000
2019-07-22,26001300000
2019-07-23,26024900000
2019-07-24,26485100000
2019-07-25,26302200000
2019-07-26,26405450000
2019-07-29,26216650000
2019-07-30,26128149999
2019-07-31,27287500000
2019-08-01,27907000000
2019-08-02,27402550000
2019-08-05,26134050000
2019-08-06,26579500000
2019-08-07,27219650000
2019-08-08,28092850000
2019-08-09,27131150000
2019-08-12,27072150000
2019-08-13,27240300000
2019-08-14,25989500000
2019-08-15,25924600000
2019-08-16,26420200000
2019-08-19,26818450000
2019-08-20,27346500000
2019-08-21,27741800000
2019-08-22,27912900000
2019-08-23,27408450000
2019-08-26,27842100000
2019-08-27,27747700000
2019-08-28,27258000000
2019-08-29,27443850000
2019-08-30,27635600000
2019-09-03,27974850000
2019-09-04,28895250000
2019-09-05,28747750000
2019-09-06,29066350000
2019-09-09,29110600000
2019-09-10,29352500000
2019-09-11,29237450000
2019-09-12,29010300000
2019-09-13,29051600000
2019-09-16,29240400000
2019-09-17,29033900000
2019-09-18,28992600000
2019-09-19,29408550000
2019-09-20,29116500000
2019-09-23,28963100000
2019-09-24,28721200000
2019-09-25,28800850000
2019-09-26,28502900000
2019-09-27,28222650000
2019-09-30,28563439999
2019-10-01,28251000000
2019-10-02,27521000000
2019-10-03,27547280000
2019-10-04,27918120000
2019-10-07,27322439999
2019-10-08,27021680000
2019-10-09,27120960000
2019-10-10,27018760000
2019-10-11,27503480000
2019-10-14,27412960000
2019-10-15,27783800000
2019-10-16,28096240000
2019-10-17,28253920000
2019-10-18,27777960000
2019-10-21,27976520000
2019-10-22,27535600000
2019-10-23,27947320000
2019-10-24,28026160000
2019-10-25,28122520000
2019-10-28,28242240000
2019-10-29,27567720000
2019-10-30,28242240000
2019-10-31,28148800000
2019-11-01,27827600000
2019-11-04,28659800000
2019-11-05,28691920000
2019-11-06,28811640000
2019-11-07,28391160000
2019-11-08,28694840000
2019-11-11,28145880000
2019-11-12,28128360000
2019-11-13,28032000000
2019-11-14,28481680000
2019-11-15,28481680000
2019-11-18,28437880000
2019-11-19,28233480000
2019-11-20,28651040000
2019-11-21,28910920000
2019-11-22,28963480000
2019-11-25,29141600000
2019-11-26,28989760000
2019-11-27,29430680000
2019-11-29,29494920000
2019-12-02,29316800000
2019-12-03,29570840000
2019-12-04,29383960000
2019-12-05,29819040000
2019-12-06,30143160000
2019-12-09,29792760000
2019-12-10,29737280000
2019-12-11,30134400000
2019-12-12,30686280000
2019-12-13,30528600000
2019-12-16,30870240000
2019-12-17,30879000000
2019-12-18,31267360000
2019-12-19,31343280000
2019-12-20,31521400000
2019-12-23,31474680000
2019-12-24,31696600000
2019-12-26,31684920000
2019-12-27,31661560000
2019-12-30,31223560000
2019-12-31,31177900000
2020-01-02,31128600000
2020-01-03,31088000000
2020-01-06,31546200000
2020-01-07,31433100000
2020-01-08,31752100000
2020-01-09,31714400000
2020-01-10,31491100000
2020-01-13,31847799999
2020-01-14,31778200000
2020-01-15,31786900000
2020-01-16,32265400000
2020-01-17,32749700000
2020-01-21,32598900000
2020-01-22,32796100000
2020-01-23,32909200000
2020-01-24,32575700000
2020-01-27,32062400000
2020-01-28,32451000000
2020-01-29,32540900000
2020-01-30,32375600000
2020-01-31,31296800000
2020-02-03,30461600000
2020-02-04,31050299999
2020-02-05,31267799999
2020-02-06,31900000000
2020-02-07,31636100000
2020-02-10,31523000000
2020-02-11,31621600000
2020-02-12,31818800000
2020-02-13,31563600000
2020-02-14,31810100000
2020-02-18,31743400000
2020-02-19,31836200000
2020-02-20,31668000000
2020-02-21,31322900000
2020-02-24,31038700000
2020-02-25,30560200000
2020-02-26,30896600000
2020-02-27,29794600000
2020-02-28,29397300000
2020-03-02,30998100000
2020-03-03,30943000000
2020-03-04,32430700000
2020-03-05,31960900000
2020-03-06,31224300000
2020-03-09,29269700000
2020-03-10,29980200000
2020-03-11,29342200000
2020-03-12,27071500000
2020-03-13,28147400000
2020-03-16,25714300000
2020-03-17,27668900000
2020-03-18,26160900000
2020-03-19,26117400000
2020-03-20,25212600000
2020-03-23,27686300000
2020-03-24,27347000000
2020-03-25,25995600000
2020-03-26,28768000000
2020-03-27,27657300000
2020-03-30,28330100000
2020-03-31,28848960000
2020-04-01,28088640000
2020-04-02,29459520000
2020-04-03,29615040000
2020-04-06,30674880000
2020-04-07,30620159999
2020-04-08,30758400000
2020-04-09,30470400000
2020-04-13,31478400000
2020-04-14,32264640000
2020-04-15,32690880000
2020-04-16,34012800000
2020-04-17,33163200000
2020-04-20,33238080000
2020-04-21,32621760000
2020-04-22,32996159999
2020-04-23,32964480000
2020-04-24,33497280000
2020-04-27,33413760000
2020-04-28,32068800000
2020-04-29,32480640000
2020-04-30,32906880000
2020-05-01,32621760000
2020-05-04,33647040000
2020-05-05,34447680000
2020-05-06,33212159999
2020-05-07,33638400000
2020-05-08,33586560000
2020-05-11,33802560000
2020-05-12,33514560000
2020-05-13,33667200000
2020-05-14,33730560000
2020-05-15,34021440000
2020-05-18,33730560000
2020-05-19,34139520000
2020-05-20,34430400000
2020-05-21,33799680000
2020-05-22,34508160000
2020-05-26,33592320000
2020-05-27,33805440000
2020-05-28,34948800000
2020-05-29,35389440000
2020-06-01,35360640000
2020-06-02,35239680000
2020-06-03,33963840000
2020-06-04,33747840000
2020-06-05,34076159999
2020-06-08,34418880000
2020-06-09,34868160000
2020-06-10,35945280000
2020-06-11,35256960000
2020-06-12,35127360000
2020-06-15,36437760000
2020-06-16,36210240000
2020-06-17,36895680000
2020-06-18,37252800000
2020-06-19,37494720000
2020-06-22,37359360000
2020-06-23,37612800000
2020-06-24,37690560000
2020-06-25,37653120000
2020-06-26,37707840000
2020-06-29,37638720000
2020-06-30,38162450000
2020-07-01,39078580000
2020-07-02,38679760000
2020-07-06,38804030000
2020-07-07,38951420000
2020-07-08,39191290000
2020-07-09,40104530000
2020-07-10,40694090000
2020-07-13,39104590000
2020-07-14,40035170000
2020-07-15,40006270000
2020-07-16,39896450000
2020-07-17,39971590000
2020-07-20,40902170000
2020-07-21,40269260000
2020-07-22,39968700000
2020-07-23,39119040000
2020-07-24,39084360000
2020-07-27,39350240000
2020-07-28,38951420000
2020-07-29,39283770000
2020-07-30,40052510000
2020-07-31,40928180000
2020-08-03,41142040000
2020-08-04,42286480000
2020-08-05,42246020000
2020-08-06,42468550000
2020-08-07,41613110000
2020-08-10,40662300000
2020-08-11,39217300000
2020-08-12,40431100000
2020-08-13,40971530000
2020-08-14,40584270000
2020-08-17,40590050000
2020-08-18,41205620000
2020-08-19,40997540000
2020-08-20,41465720000
2020-08-21,40809690000
2020-08-24,41133370000
2020-08-25,41098690000
2020-08-26,41509070000
2020-08-27,40971530000
2020-08-28,40711430000
2020-08-31,40306830000
2020-09-01,39965810000
2020-09-02,40332840000
2020-09-03,38384980000
2020-09-04,37607570000
2020-09-08,35922700000
2020-09-09,37194300000
2020-09-10,36778140000
2020-09-11,36419780000
2020-09-14,36466020000
2020-09-15,37087370000
2020-09-16,36627860000
2020-09-17,36200140000
2020-09-18,36385100000
2020-09-21,37075810000
2020-09-22,37864780000
2020-09-23,37113380000
2020-09-24,37373480000
2020-09-25,37913910000
2020-09-28,38228920000
2020-09-29,37575780000
2020-09-30,37818900000
2020-10-01,38506200000
2020-10-02,37430300000
2020-10-05,37908800000
2020-10-06,36203600000
2020-10-07,36252900000
2020-10-08,36537100000
2020-10-09,36960500000
2020-10-12,37955200000
2020-10-13,38552600000
2020-10-14,38497500000
2020-10-15,38088600000
2020-10-16,38256800000
2020-10-19,37662300000
2020-10-20,36934400000
2020-10-21,37018500000
2020-10-22,36806800000
2020-10-23,36763300000
2020-10-26,36737200000
2020-10-27,36719800000
2020-10-28,36424000000
2020-10-29,35931000000
2020-10-30,34750700000
2020-11-02,34744900000
2020-11-03,35014600000
2020-11-04,36339900000
2020-11-05,37215700000
2020-11-06,34565100000
2020-11-09,33921300000
2020-11-10,34489700000
2020-11-11,34736200000
2020-11-12,34602800000
2020-11-13,35032000000
2020-11-16,34394000000
2020-11-17,34370800000
2020-11-18,33883600000
2020-11-19,34840600000
2020-11-20,35342300000
2020-11-23,35339400000
2020-11-24,34872500000
2020-11-25,35237900000
2020-11-27,36009300000
2020-11-30,37047500000
2020-12-01,36899600000
2020-12-02,37566600000
2020-12-03,37230200000
2020-12-04,37320100000
2020-12-07,37943600000
2020-12-08,38323500000
2020-12-09,38619300000
2020-12-10,39057200000
2020-12-11,39382000000
2020-12-14,39886600000
2020-12-15,40791400000
2020-12-16,41064000000
2020-12-17,40556500000
2020-12-18,41356900000
2020-12-21,40892900000
2020-12-22,40434700000
2020-12-23,41037900000
2020-12-24,41124900000
2020-12-28,40808800000
2020-12-29,40803000000
2020-12-30,41194500000
2020-12-31,41356800000
2021-01-04,40178880000
2021-01-05,40700160000
2021-01-06,39398400000
2021-01-07,40533120000
2021-01-08,40855680000
2021-01-11,40671360000
2021-01-12,40049280000
2021-01-13,39265920000
2021-01-14,40014720000
2021-01-15,40032000000
2021-01-19,40731840000
2021-01-20,41932800000
2021-01-21,42039360000
2021-01-22,42048000000
2021-01-25,42134400000
2021-01-26,42134400000
2021-01-27,42114240000
2021-01-28,41186880000
2021-01-29,41241600000
2021-02-01,42010560000
2021-02-02,42903360000
2021-02-03,40556160000
2021-02-04,39925440000
2021-02-05,40671360000
2021-02-08,41028480000
2021-02-09,42079680000
2021-02-10,41647680000
2021-02-11,42431040000
2021-02-12,42549120000
2021-02-16,41984640000
2021-02-17,41999040000
2021-02-18,42454080000
2021-02-19,42033600000
2021-02-22,40970880000
2021-02-23,40656960000
2021-02-24,39651840000
2021-02-25,38949120000
2021-02-26,38583360000
2021-03-01,39533760000
2021-03-02,39404160000
2021-03-03,38318400000
2021-03-04,37811520000
2021-03-05,38188800000
2021-03-08,36636480000
2021-03-09,37707840000
2021-03-10,37474560000
2021-03-11,37825920000
2021-03-12,37581120000
2021-03-15,37696319999
2021-03-16,37941120000
2021-03-17,37612800000
2021-03-18,36864000000
2021-03-19,36979200000
2021-03-22,37846080000
2021-03-23,38318400000
2021-03-24,37382400000
2021-03-25,37448640000
2021-03-26,38260800000
2021-03-29,38871360000
2021-03-30,38715840000
2021-03-31,38715820000
2021-04-01,39456560000
2021-04-05,40480440000
2021-04-06,40406080000
2021-04-07,40614860000
2021-04-08,40483300000
2021-04-09,40171560000
2021-04-12,40454700000
2021-04-13,40643460000
2021-04-14,40500460000
2021-04-15,40832220000
2021-04-16,40340300000
2021-04-19,39934180000
2021-04-20,40285960000
2021-04-21,40337440000
2021-04-22,40400360000
2021-04-23,40938039999
2021-04-26,41123940000
2021-04-27,41029560000
2021-04-28,41181140000
2021-04-29,41853240000
2021-04-30,40634880000
2021-05-03,40377480000
2021-05-04,39199160000
2021-05-05,39427960000
2021-05-06,40423240000
2021-05-07,40732120000
2021-05-10,40225900000
2021-05-11,40428960000
2021-05-12,39945620000
2021-05-13,39791180000
2021-05-14,39645320000
2021-05-17,39333580000
2021-05-18,39485160000
2021-05-19,39719680000
2021-05-20,40557660000
2021-05-21,40088620000
2021-05-24,40637740000
2021-05-25,40972360000
2021-05-26,41181140000
2021-05-27,40877980000
2021-05-28,40877980000
2021-06-01,41075320000
2021-06-02,40440400000
2021-06-03,40609140000
2021-06-04,41530060000
2021-06-07,41675920000
2021-06-08,41613000000
2021-06-09,41704520000
2021-06-10,41658760000
2021-06-11,41867539999
2021-06-14,42485300000
2021-06-15,41412800000
2021-06-16,40783600000
2021-06-17,40591980000
2021-06-18,40360320000
2021-06-21,40314560000
2021-06-22,40285960000
2021-06-23,39645320000
2021-06-24,39653900000
2021-06-25,39636740000
2021-06-28,40892280000
2021-06-29,41212600000
2021-06-30,40991550000
2021-07-01,40509899999
2021-07-02,40871850000
2021-07-06,40755000000
2021-07-07,40740750000
2021-07-08,40028250000
2021-07-09,40182150000
2021-07-12,40296149999
2021-07-13,40826250000
2021-07-14,40789200000
2021-07-15,40658100000
2021-07-16,40783500000
2021-07-19,40253400000
2021-07-20,40204950000
2021-07-21,40105200000
2021-07-22,40552650000
2021-07-23,41322150000
2021-07-26,41396250000
2021-07-27,40450050000
2021-07-28,40914600000
2021-07-29,40863300000
2021-07-30,41028600000
2021-08-02,41071350000
2021-08-03,39843000000
2021-08-04,39874350000
2021-08-05,39007950000
2021-08-06,38856900000
2021-08-09,38805600000
2021-08-10,39053550000
2021-08-11,39415500000
2021-08-12,39612150000
2021-08-13,39523800000
2021-08-16,39900000000
2021-08-17,40196400000
2021-08-18,39897150000
2021-08-19,40071000000
2021-08-20,39948450000
2021-08-23,40703700000
2021-08-24,40632450000
2021-08-25,40430100000
2021-08-26,40318950000
2021-08-27,40737900000
2021-08-30,40837650000
2021-08-31,41384850000
2021-09-01,41732550000
2021-09-02,41439000000
2021-09-03,41781000000
2021-09-07,41387700000
2021-09-08,41068500000
2021-09-09,40558350000
2021-09-10,41362050000
2021-09-13,41233800000
2021-09-14,41430450000
2021-09-15,39056400000
2021-09-16,38748600000
2021-09-17,38155800000
2021-09-20,37075650000
2021-09-21,36126600000
2021-09-22,36024000000
2021-09-23,36448650000
2021-09-24,37021500000
2021-09-27,37614300000
2021-09-28,38124450000
2021-09-29,39312900000
2021-09-30,40256750000
2021-10-01,40635970000
2021-10-04,40514280000
2021-10-05,40777470000
2021-10-06,37941810000
2021-10-07,38937970000
2021-10-08,39617170000
2021-10-11,39470010000
2021-10-12,38677610000
2021-10-13,38612520000
2021-10-14,38405930000
2021-10-15,38134250000
2021-10-18,38122930000
2021-10-19,38700250000
2021-10-20,39393600000
2021-10-21,39798290000
2021-10-22,39922810000
2021-10-25,40239770000
2021-10-26,40299200000
2021-10-27,39724710000
2021-10-28,39685090000
2021-10-29,39690750000
2021-11-01,40120910000
2021-11-02,39668110000
2021-11-03,39478500000
2021-11-04,40321840000
2021-11-05,39498310000
2021-11-08,39099280000
2021-11-09,39560570000
2021-11-10,39416240000
2021-11-11,40879350000
2021-11-12,41159520000
2021-11-15,39982240000
2021-11-16,39495480000
2021-11-17,39093619999
2021-11-18,38864390000
2021-11-19,37466369999
2021-11-22,35737240000
2021-11-23,36340030000
2021-11-24,35841950000
2021-11-26,35649510000
2021-11-29,35341040000
2021-11-30,35154260000
2021-12-01,34025090000
2021-12-02,34692970000
2021-12-03,35451410000
2021-12-06,35745730000
2021-12-07,35700450000
2021-12-08,35762710000
2021-12-09,35375000000
2021-12-10,35556120000
2021-12-13,35875910000
2021-12-14,35898550000
2021-12-15,36478700000
2021-12-16,36617369999
2021-12-17,36088160000
2021-12-20,36767360000
2021-12-21,37404110000
2021-12-22,37206010000
2021-12-23,37508820000
2021-12-27,37650320000
2021-12-28,37772010000
2021-12-29,37678619999
2021-12-30,38052180000
2021-12-31,37063900000
2022-01-03,37920950000
2022-01-04,38148560000
2022-01-05,37597800000
2022-01-06,36442890000
2022-01-07,37030180000
2022-01-10,36220900000
2022-01-11,36754800000
2022-01-12,37232500000
2022-01-13,36766040000
2022-01-14,36653640000
2022-01-18,37628710000
2022-01-19,38471710000
2022-01-20,39025280000
2022-01-21,39061810000
2022-01-24,37991200000
2022-01-25,36813810000
2022-01-26,36524380000
2022-01-27,36827860000
2022-01-28,37069520000
2022-01-31,37277460000
2022-02-01,36513140000
2022-02-02,38544770000
2022-02-03,38578490000
2022-02-04,38696510000
2022-02-07,38328400000
2022-02-08,37757970000
2022-02-09,38156990000
2022-02-10,37929380000
2022-02-11,37682100000
2022-02-14,37485400000
2022-02-15,37794500000
2022-02-16,37454490000
2022-02-17,36642400000
2022-02-18,36341730000
2022-02-22,35712290000
2022-02-23,35608320000
2022-02-24,35827500000
2022-02-25,36167510000
2022-02-28,36555290000
2022-03-01,36010150000
2022-03-02,36322060000
2022-03-03,35923040000
2022-03-04,35543690000
2022-03-07,35479060000
2022-03-08,34470270000
2022-03-09,35271120000
2022-03-10,34754080000
2022-03-11,34374730000
2022-03-14,33475530000
2022-03-15,33944800000
2022-03-16,34787800000
2022-03-17,35175580000
2022-03-18,35484680000
2022-03-21,35282360000
2022-03-22,35948330000
2022-03-23,35023840000
2022-03-24,35285170000
2022-03-25,35776920000
2022-03-28,35979240000
2022-03-29,36201230000
2022-03-30,35878080000
2022-03-31,35296290000
2022-04-01,34939170000
2022-04-04,35717580000
2022-04-05,35114940000
2022-04-06,34833150000
2022-04-07,34428600000
2022-04-08,34450920000
2022-04-11,34199820000
2022-04-12,34476030000
2022-04-13,34489980000
2022-04-14,34205400000
2022-04-18,34082640000
2022-04-19,34607160000
2022-04-20,34403490000
2022-04-21,34523460000
2022-04-22,35737110000
2022-04-25,35753850000
2022-04-26,34771770000
2022-04-27,33820380000
2022-04-28,34431390000
2022-04-29,32935950000
2022-05-02,33480000000
2022-05-03,34180290000
2022-05-04,34517880000
2022-05-05,33371190000
2022-05-06,32165910000
2022-05-09,31259160000
2022-05-10,31136400000
2022-05-11,33616710000
2022-05-12,33745050000
2022-05-13,34858260000
2022-05-16,35541810000
2022-05-17,35843130000
2022-05-18,35982630000
2022-05-19,36275580000
2022-05-20,36482040000
2022-05-23,37321830000
2022-05-24,38133720000
2022-05-25,38320650000
2022-05-26,38691720000
2022-05-27,38649870000
2022-05-31,38683350000
2022-06-01,38928870000
2022-06-02,39478500000
2022-06-03,39339000000
2022-06-06,39157650000
2022-06-07,39330630000
2022-06-08,38842380000
2022-06-09,37890990000
2022-06-10,37229760000
2022-06-13,35924040000
2022-06-14,35536230000
2022-06-15,36063540000
2022-06-16,35706420000
2022-06-17,35862660000
2022-06-21,36378810000
2022-06-22,35999370000
2022-06-23,35979840000
2022-06-24,36325800000
2022-06-27,35042400000
2022-06-28,34283520000
2022-06-29,34269570000
2022-06-30,33818700000
2022-07-01,34118940000
2022-07-05,34680500000
2022-07-06,34569300000
2022-07-07,34916800000
2022-07-08,34925140000
2022-07-11,34427520000
2022-07-12,33910440000
2022-07-13,33827040000
2022-07-14,33996620000
2022-07-15,34238480000
2022-07-18,34366360000
2022-07-19,35236500000
2022-07-20,35470020000
2022-07-21,36198380000
2022-07-22,36184480000
2022-07-25,36117760000
2022-07-26,36348500000
2022-07-27,36746040000
2022-07-28,37024040000
2022-07-29,36481940000
2022-08-01,36381860000
2022-08-02,35831420000
2022-08-03,37051840000
2022-08-04,37040720000
2022-08-05,36851680000
2022-08-08,36431900000
2022-08-09,35939840000
2022-08-10,36462480000
2022-08-11,36051040000
2022-08-12,36520860000
2022-08-15,36584800000
2022-08-16,37560580000
2022-08-17,37021260000
2022-08-18,36826660000
2022-08-19,36273440000
2022-08-22,35617360000
2022-08-23,35230940000
2022-08-24,34919580000
2022-08-25,35475580000
2022-08-26,36743260000
2022-08-29,36028800000
2022-08-30,35158660000
2022-08-31,35269860000
2022-09-01,35495040000
2022-09-02,34841740000
2022-09-06,34674940000
2022-09-07,34902900000
2022-09-08,35344920000
2022-09-09,35842540000
2022-09-12,36376300000
2022-09-13,35470020000
2022-09-14,35283760000
2022-09-15,34585980000
2022-09-16,33843720000
2022-09-19,34174540000
2022-09-20,33510120000
2022-09-21,32662220000
2022-09-22,32642760000
2022-09-23,32147920000
2022-09-26,31919960000
2022-09-27,32008920000
2022-09-28,32901300000
2022-09-29,32656660000
2022-09-30,31935960000
2022-10-03,33081360000
2022-10-04,34003200000
2022-10-05,33856920000
2022-10-06,34130160000
2022-10-07,33757560000
2022-10-10,33307680000
2022-10-11,32913000000
2022-10-12,32810880000
2022-10-13,33456720000
2022-10-14,33222120000
2022-10-17,33404280000
2022-10-18,34050120000
2022-10-19,34179840000
2022-10-20,34099800000
2022-10-21,34497240000
2022-10-24,34684920000
2022-10-25,35256240000
2022-10-26,35121000000
2022-10-27,35245200000
2022-10-28,35394240000
2022-10-31,34764960000
2022-11-01,34850520000
2022-11-02,35510160000
2022-11-03,34947120000
2022-11-04,35813760000
2022-11-07,36547920000
2022-11-08,35631600000
2022-11-09,34856040000
2022-11-10,35962800000
2022-11-11,36219480000
2022-11-14,35758560000
2022-11-15,35543280000
2022-11-16,35697840000
2022-11-17,35507400000
2022-11-18,35902080000
2022-11-21,35289360000
2022-11-22,35747520000
2022-11-23,36144960000
2022-11-25,35742000000
2022-11-28,35424600000
2022-11-29,35214840000
2022-11-30,36095280000
2022-12-01,36327120000
2022-12-02,36509280000
2022-12-05,35995920000
2022-12-06,35165160000
2022-12-07,34778760000
2022-12-08,34806360000
2022-12-09,34419960000
2022-12-12,34665600000
2022-12-13,34687680000
2022-12-14,34406160000
2022-12-15,33597480000
2022-12-16,33600240000
2022-12-19,33338040000
2022-12-20,33235920000
2022-12-21,33810000000
2022-12-22,33511920000
2022-12-23,33536760000
2022-12-27,33346320000
2022-12-28,32993040000
2022-12-29,33724440000
2022-12-30,33721680000
2023-01-03,33647200000
2023-01-04,34252740000
2023-01-05,34162320000
2023-01-06,33945860000
2023-01-09,34022580000
2023-01-10,33981480000
2023-01-11,34554140000
2023-01-12,34639080000
2023-01-13,34376040000
2023-01-17,33893800000
2023-01-18,33896540000
2023-01-19,33899280000
2023-01-20,34521260000
2023-01-23,34910340000
2023-01-24,34932260000
2023-01-25,34951440000
2023-01-26,35384360000
2023-01-27,35310380000
2023-01-30,35343260000
2023-01-31,35258320000
2023-02-01,31992240000
2023-02-02,31781260000
2023-02-03,31214080000
2023-02-06,30740060000
2023-02-07,31285320000
2023-02-08,30879800000
2023-02-09,30630460000
2023-02-10,30633200000
2023-02-13,31016800000
2023-02-14,30756500000
2023-02-15,31055160000
2023-02-16,30611280000
2023-02-17,30688000000
2023-02-21,30693480000
2023-02-22,30616760000
2023-02-23,30337280000
2023-02-24,30076980000
2023-02-27,30438660000
2023-02-28,30397560000
2023-03-01,30252340000
2023-03-02,30767460000
2023-03-03,31003100000
2023-03-06,31014060000
