,USB
2013-11-27,71656350000
2013-11-29,71419620000
2013-12-02,71401410000
2013-12-03,70144920000
2013-12-04,71019000000
2013-12-05,70308810000
2013-12-06,72220860000
2013-12-09,72366540000
2013-12-10,71783820000
2013-12-11,71091840000
2013-12-12,71383200000
2013-12-13,71128260000
2013-12-16,71710980000
2013-12-17,71237520000
2013-12-18,73058520000
2013-12-19,72912840000
2013-12-20,72931050000
2013-12-23,73732290000
2013-12-24,73932600000
2013-12-26,73786920000
2013-12-27,73513770000
2013-12-30,73331670000
2013-12-31,73447200000
2014-01-02,72520020000
2014-01-03,72829080000
2014-01-06,73792620000
2014-01-07,74410740000
2014-01-08,74701620000
2014-01-09,75156120000
2014-01-10,74574360000
2014-01-13,74138040000
2014-01-14,74338020000
2014-01-15,75447000000
2014-01-16,75374280000
2014-01-17,75356100000
2014-01-21,75592440000
2014-01-22,75337920000
2014-01-23,74028960000
2014-01-24,72974520000
2014-01-27,72792720000
2014-01-28,73701720000
2014-01-29,72283680000
2014-01-30,72938160000
2014-01-31,72229140000
2014-02-03,70502040000
2014-02-04,71101980000
2014-02-05,71101980000
2014-02-06,72374580000
2014-02-07,72720000000
2014-02-10,72865440000
2014-02-11,73247220000
2014-02-12,73356300000
2014-02-13,73210860000
2014-02-14,74156220000
2014-02-18,74065320000
2014-02-19,72629100000
2014-02-20,73301760000
2014-02-21,73338120000
2014-02-24,74174400000
2014-02-25,74447100000
2014-02-26,74483460000
2014-02-27,74792520000
2014-02-28,74792520000
2014-03-03,73901700000
2014-03-04,75301560000
2014-03-05,75337920000
2014-03-06,75719700000
2014-03-07,76665060000
2014-03-10,76992300000
2014-03-11,76283280000
2014-03-12,76519620000
2014-03-13,75810600000
2014-03-14,75519720000
2014-03-17,76283280000
2014-03-18,77028660000
2014-03-19,76974120000
2014-03-20,77992200000
2014-03-21,78210360000
2014-03-24,78755760000
2014-03-25,78937560000
2014-03-26,78028560000
2014-03-27,76828680000
2014-03-28,76901400000
2014-03-31,77619460000
2014-04-01,77854890000
2014-04-02,77963550000
2014-04-03,77909220000
2014-04-04,77058050000
2014-04-07,76062000000
2014-04-08,75681690000
2014-04-09,76080110000
2014-04-10,73852580000
2014-04-11,73363610000
2014-04-14,73544710000
2014-04-15,74269110000
2014-04-16,73291170000
2014-04-17,72892750000
2014-04-21,73128180000
2014-04-22,73599040000
2014-04-23,74142340000
2014-04-24,73617150000
2014-04-25,72838420000
2014-04-28,72729760000
2014-04-29,73472270000
2014-04-30,73852580000
2014-05-01,73110070000
2014-05-02,73146290000
2014-05-05,73254950000
2014-05-06,72711650000
2014-05-07,73273060000
2014-05-08,73037630000
2014-05-09,73019520000
2014-05-12,73254950000
2014-05-13,73399830000
2014-05-14,73091960000
2014-05-15,73472270000
2014-05-16,74051790000
2014-05-19,74902960000
2014-05-20,74450210000
2014-05-21,74631310000
2014-05-22,74921070000
2014-05-23,75065950000
2014-05-27,75591140000
2014-05-28,76116330000
2014-05-29,76116330000
2014-05-30,76406090000
2014-06-02,76387980000
2014-06-03,76496640000
2014-06-04,76713960000
2014-06-05,76949390000
2014-06-06,77655680000
2014-06-09,78814720000
2014-06-10,78470630000
2014-06-11,77836780000
2014-06-12,77891110000
2014-06-13,77981660000
2014-06-16,77420250000
2014-06-17,78108430000
2014-06-18,78470630000
2014-06-19,78380080000
2014-06-20,79213140000
2014-06-23,79358020000
2014-06-24,78416300000
2014-06-25,78524960000
2014-06-26,77981660000
2014-06-27,78524960000
2014-06-30,77889360000
2014-07-01,77925320000
2014-07-02,77763500000
2014-07-03,78374820000
2014-07-07,78177040000
2014-07-08,77655620000
2014-07-09,77997240000
2014-07-10,77493800000
2014-07-11,77637640000
2014-07-14,77403900000
2014-07-15,77853400000
2014-07-16,76468940000
2014-07-17,74814780000
2014-07-18,75821660000
2014-07-21,75731760000
2014-07-22,75965500000
2014-07-23,76343080000
2014-07-24,76828540000
2014-07-25,76864500000
2014-07-28,76540860000
2014-07-29,76666720000
2014-07-30,77170160000
2014-07-31,75569940000
2014-08-01,74311340000
2014-08-04,74868720000
2014-08-05,74023660000
2014-08-06,73861840000
2014-08-07,73142640000
2014-08-08,74041640000
2014-08-11,73646080000
2014-08-12,74005680000
2014-08-13,74365280000
2014-08-14,74796800000
2014-08-15,74203460000
2014-08-18,75012560000
2014-08-19,75228320000
2014-08-20,74994580000
2014-08-21,75857620000
2014-08-22,75569940000
2014-08-25,75965500000
2014-08-26,76253180000
2014-08-27,75875600000
2014-08-28,75623880000
2014-08-29,76019440000
2014-09-02,76001460000
2014-09-03,75731760000
2014-09-04,75947520000
2014-09-05,75749740000
2014-09-08,75569940000
2014-09-09,74796800000
2014-09-10,75228320000
2014-09-11,75695800000
2014-09-12,75875600000
2014-09-15,76181260000
2014-09-16,76181260000
2014-09-17,76756620000
2014-09-18,77367940000
2014-09-19,77727540000
2014-09-22,77349960000
2014-09-23,76576820000
2014-09-24,76540860000
2014-09-25,75282260000
2014-09-26,75282260000
2014-09-29,75030540000
2014-09-30,74750210000
2014-10-01,73731620000
2014-10-02,73785230000
2014-10-03,74464290000
2014-10-06,74231980000
2014-10-07,72552200000
2014-10-08,73803100000
2014-10-09,72516460000
2014-10-10,71605090000
2014-10-13,71229820000
2014-10-14,71426390000
2014-10-15,69585780000
2014-10-16,69871700000
2014-10-17,70407800000
2014-10-20,70372060000
2014-10-21,71962490000
2014-10-22,71283430000
2014-10-23,72212670000
2014-10-24,73106170000
2014-10-27,73195520000
2014-10-28,74231980000
2014-10-29,74768080000
2014-10-30,75304180000
2014-10-31,76126200000
2014-11-03,76698040000
2014-11-04,77126920000
2014-11-05,77770240000
2014-11-06,78485040000
2014-11-07,78288470000
2014-11-10,78502910000
2014-11-11,78681610000
2014-11-12,78520780000
2014-11-13,78502910000
2014-11-14,78145510000
2014-11-17,78270600000
2014-11-18,78592260000
2014-11-19,78431430000
2014-11-20,78467170000
2014-11-21,78574390000
2014-11-24,79289190000
2014-11-25,78645870000
2014-11-26,79307060000
2014-11-28,78985400000
2014-12-01,77948940000
2014-12-02,78753090000
2014-12-03,79199840000
2014-12-04,79575110000
2014-12-05,80647310000
2014-12-08,81076190000
2014-12-09,80790270000
2014-12-10,79771680000
2014-12-11,79878900000
2014-12-12,78431430000
2014-12-15,77645150000
2014-12-16,77019700000
2014-12-17,78485040000
2014-12-18,81022580000
2014-12-19,80772400000
2014-12-22,81558680000
2014-12-23,82041170000
2014-12-24,81755250000
2014-12-26,81737380000
2014-12-29,81594420000
2014-12-30,81415720000
2014-12-31,80055950000
2015-01-02,79842230000
2015-01-05,77918750000
2015-01-06,76885770000
2015-01-07,77562550000
2015-01-08,78132470000
2015-01-09,76511760000
2015-01-12,75799360000
2015-01-13,74980100000
2015-01-14,73626540000
2015-01-15,72914140000
2015-01-16,73947120000
2015-01-20,73395010000
2015-01-21,75158200000
2015-01-22,77348830000
2015-01-23,77152920000
2015-01-26,77526930000
2015-01-27,76547380000
2015-01-28,74980100000
2015-01-29,75817170000
2015-01-30,74641710000
2015-02-02,76102130000
2015-02-03,77081680000
2015-02-04,77615980000
2015-02-05,78364000000
2015-02-06,79094210000
2015-02-09,78666770000
2015-02-10,79290120000
2015-02-11,78844870000
2015-02-12,80358720000
2015-02-13,80269670000
2015-02-17,80269670000
2015-02-18,79307930000
2015-02-19,78933920000
2015-02-20,79468220000
2015-02-23,79218880000
2015-02-24,79646320000
2015-02-25,79860040000
2015-02-26,80020330000
2015-02-27,79450410000
2015-03-02,79931280000
2015-03-03,79699750000
2015-03-04,79094210000
2015-03-05,79396980000
2015-03-06,79557270000
2015-03-09,79949090000
2015-03-10,77847510000
2015-03-11,77918750000
2015-03-12,79201070000
2015-03-13,78880490000
2015-03-16,80091570000
2015-03-17,80055950000
2015-03-18,79877850000
2015-03-19,79147640000
2015-03-20,79895660000
2015-03-23,79628510000
2015-03-24,78720200000
2015-03-25,77331020000
2015-03-26,77028250000
2015-03-27,76333660000
2015-03-30,77989990000
2015-03-31,77339570000
2015-04-01,77020790000
2015-04-02,77410410000
2015-04-06,76719720000
2015-04-07,76772850000
2015-04-08,76914530000
2015-04-09,77162470000
2015-04-10,77481250000
2015-04-13,78083390000
2015-04-14,77091630000
2015-04-15,76914530000
2015-04-16,76046740000
2015-04-17,75161240000
2015-04-20,75727960000
2015-04-21,75267500000
2015-04-22,75851930000
2015-04-23,75834220000
2015-04-24,75692540000
2015-04-27,75373760000
2015-04-28,75922770000
2015-04-29,76117580000
2015-04-30,75922770000
2015-05-01,75993610000
2015-05-04,77109340000
2015-05-05,76595750000
2015-05-06,76330100000
2015-05-07,76330100000
2015-05-08,77676060000
2015-05-11,77481250000
2015-05-12,77746900000
2015-05-13,78171940000
2015-05-14,78596980000
2015-05-15,77800030000
2015-05-18,78278200000
2015-05-19,79145990000
2015-05-20,78083390000
2015-05-21,77676060000
2015-05-22,77162470000
2015-05-26,76808270000
2015-05-27,77676060000
2015-05-28,77392700000
2015-05-29,76347810000
2015-06-01,76099870000
2015-06-02,76383230000
2015-06-03,77870870000
2015-06-04,77020790000
2015-06-05,77906290000
2015-06-08,77321860000
2015-06-09,78047970000
2015-06-10,79358510000
2015-06-11,79429350000
2015-06-12,79305380000
2015-06-15,78632400000
2015-06-16,78968890000
2015-06-17,79057440000
2015-06-18,79305380000
2015-06-19,79057440000
2015-06-22,79659580000
2015-06-23,79872100000
2015-06-24,79234540000
2015-06-25,78915760000
2015-06-26,78827210000
2015-06-29,76879110000
2015-06-30,76297200000
2015-07-01,77615700000
2015-07-02,76683960000
2015-07-06,76648800000
2015-07-07,76420260000
2015-07-08,75013860000
2015-07-09,75523680000
2015-07-10,76367520000
2015-07-13,77053140000
2015-07-14,77141040000
2015-07-15,80041740000
2015-07-16,80621880000
2015-07-17,80604300000
2015-07-20,80586720000
2015-07-21,80410920000
2015-07-22,80780100000
2015-07-23,80270280000
2015-07-24,79602240000
2015-07-27,78758400000
2015-07-28,78635340000
2015-07-29,79127580000
2015-07-30,79215480000
2015-07-31,79479180000
2015-08-03,79250640000
2015-08-04,79496760000
2015-08-05,79865940000
2015-08-06,79479180000
2015-08-07,79303380000
2015-08-10,80903160000
2015-08-11,79813200000
2015-08-12,78916620000
2015-08-13,79233060000
2015-08-14,80164800000
2015-08-17,80252700000
2015-08-18,80428500000
2015-08-19,79742880000
2015-08-20,77527800000
2015-08-21,75207240000
2015-08-24,71638500000
2015-08-25,69898080000
2015-08-26,72798780000
2015-08-27,74855640000
2015-08-28,74873220000
2015-08-31,74451300000
2015-09-01,70794660000
2015-09-02,72113160000
2015-09-03,72851520000
2015-09-04,71286900000
2015-09-08,72833940000
2015-09-09,71867040000
2015-09-10,72253800000
2015-09-11,72183480000
2015-09-14,71937360000
2015-09-15,73836000000
2015-09-16,74468880000
2015-09-17,73238280000
2015-09-18,72376860000
2015-09-21,72992160000
2015-09-22,72253800000
2015-09-23,72183480000
2015-09-24,71656080000
2015-09-25,73255860000
2015-09-28,71058360000
2015-09-29,71462700000
2015-09-30,71644470000
2015-10-01,71854110000
2015-10-02,71190250000
2015-10-05,72605320000
2015-10-06,72483030000
2015-10-07,73007130000
2015-10-08,73199300000
2015-10-09,72640260000
2015-10-12,72727610000
2015-10-13,72378210000
2015-10-14,70753500000
2015-10-15,71644470000
2015-10-16,71225190000
2015-10-19,71155310000
2015-10-20,72063750000
2015-10-21,71801700000
2015-10-22,73094480000
2015-10-23,74457140000
2015-10-26,74282440000
2015-10-27,73548700000
2015-10-28,75225820000
2015-10-29,75121000000
2015-10-30,73688460000
2015-11-02,74404730000
2015-11-03,74596900000
2015-11-04,74457140000
2015-11-05,74474610000
2015-11-06,76378840000
2015-11-09,75714980000
2015-11-10,75749920000
2015-11-11,75697510000
2015-11-12,74631840000
2015-11-13,74037860000
2015-11-16,75313170000
2015-11-17,75155940000
2015-11-18,76675830000
2015-11-19,77130050000
2015-11-20,76937880000
2015-11-23,76483660000
2015-11-24,76623420000
2015-11-25,76466190000
2015-11-27,76693300000
2015-11-30,76675830000
2015-12-01,77409570000
2015-12-02,76466190000
2015-12-03,75470400000
2015-12-04,77461980000
2015-12-07,77060170000
2015-12-08,76081850000
2015-12-09,75138470000
2015-12-10,75435460000
2015-12-11,73758340000
2015-12-14,74125210000
2015-12-15,76291490000
2015-12-16,77496920000
2015-12-17,76571010000
2015-12-18,74002920000
2015-12-21,74404730000
2015-12-22,74596900000
2015-12-23,75959560000
2015-12-24,75854740000
2015-12-28,75208350000
2015-12-29,76029440000
2015-12-30,75138470000
2015-12-31,74117790000
2016-01-04,72050760000
2016-01-05,72398160000
2016-01-06,71303850000
2016-01-07,69948990000
2016-01-08,68958900000
2016-01-11,69236820000
2016-01-12,70556940000
2016-01-13,67760370000
2016-01-14,69358410000
2016-01-15,67829849999
2016-01-19,67968810000
2016-01-20,67517189999
2016-01-21,66909240000
2016-01-22,68385689999
2016-01-25,66509730000
2016-01-26,67777740000
2016-01-27,68055660000
2016-01-28,68125140000
2016-01-29,69584220000
2016-02-01,69132600000
2016-02-02,67308750000
2016-02-03,68229360000
2016-02-04,69671070000
2016-02-05,69636330000
2016-02-08,68663610000
2016-02-09,68437800000
2016-02-10,67812480000
2016-02-11,65050650000
2016-02-12,67916700000
2016-02-16,69810030000
2016-02-17,69688440000
2016-02-18,68594130000
2016-02-19,68542020000
2016-02-22,69879510000
2016-02-23,67517189999
2016-02-24,66770279999
2016-02-25,67986180000
2016-02-26,68246730000
2016-02-29,66909240000
2016-03-01,69306300000
2016-03-02,70400610000
2016-03-03,70817490000
2016-03-04,71269110000
2016-03-07,70817490000
2016-03-08,69219450000
2016-03-09,69063120000
2016-03-10,68628870000
2016-03-11,70279020000
2016-03-14,70331130000
2016-03-15,70852230000
2016-03-16,70417980000
2016-03-17,70678530000
2016-03-18,71772840000
2016-03-21,71877060000
2016-03-22,71772840000
2016-03-23,71547030000
2016-03-24,70834860000
2016-03-28,70678530000
2016-03-29,70157430000
2016-03-30,71199630000
2016-03-31,70017750000
2016-04-01,70207500000
2016-04-04,70173000000
2016-04-05,69086250000
2016-04-06,69155250000
2016-04-07,67447500000
2016-04-08,67930500000
2016-04-11,68189250000
2016-04-12,69448500000
2016-04-13,70897500000
2016-04-14,71208000000
2016-04-15,70897500000
2016-04-18,71087250000
2016-04-19,72294750000
2016-04-20,73709250000
2016-04-21,73416000000
2016-04-22,74692500000
2016-04-25,74261250000
2016-04-26,74813250000
2016-04-27,75089250000
2016-04-28,74399250000
2016-04-29,73640250000
2016-05-02,74123250000
2016-05-03,73312500000
2016-05-04,71967000000
2016-05-05,71846250000
2016-05-06,72070500000
2016-05-09,71656500000
2016-05-10,72553500000
2016-05-11,72225750000
2016-05-12,72346500000
2016-05-13,71466750000
2016-05-16,71915250000
2016-05-17,70242000000
2016-05-18,71794500000
2016-05-19,71622000000
2016-05-20,72001500000
2016-05-23,71863500000
2016-05-24,72933000000
2016-05-25,74106000000
2016-05-26,73605750000
2016-05-27,74088750000
2016-05-31,73864500000
2016-06-01,74175000000
2016-06-02,74278500000
2016-06-03,73088250000
2016-06-06,73968000000
2016-06-07,73588500000
2016-06-08,73847250000
2016-06-09,73381500000
2016-06-10,72381000000
2016-06-13,71898000000
2016-06-14,71052750000
2016-06-15,70759500000
2016-06-16,70828500000
2016-06-17,70914750000
2016-06-20,71104500000
2016-06-21,71363250000
2016-06-22,71328750000
2016-06-23,72846750000
2016-06-24,68758500000
2016-06-27,66740249999
2016-06-28,67413000000
2016-06-29,68448000000
2016-06-30,68964300000
2016-07-01,68502600000
2016-07-05,66792600000
2016-07-06,67032000000
2016-07-07,67083299999
2016-07-08,68553900000
2016-07-11,68913000000
2016-07-12,69545700000
2016-07-13,69477300000
2016-07-14,70537500000
2016-07-15,71631900000
2016-07-18,71614800000
2016-07-19,71768700000
2016-07-20,71768700000
2016-07-21,71614800000
2016-07-22,72144900000
2016-07-25,71768700000
2016-07-26,71768700000
2016-07-27,71837100000
2016-07-28,71956800000
2016-07-29,72110700000
2016-08-01,71272800000
2016-08-02,70845300000
2016-08-03,72042300000
2016-08-04,71871300000
2016-08-05,73478700000
2016-08-08,73427400000
2016-08-09,73239300000
2016-08-10,72675000000
2016-08-11,73222200000
2016-08-12,73068300000
2016-08-15,73495800000
2016-08-16,73564200000
2016-08-17,73906200000
2016-08-18,73906200000
2016-08-19,74128500000
2016-08-22,74162700000
2016-08-23,74282400000
2016-08-24,73940400000
2016-08-25,74214000000
2016-08-26,74214000000
2016-08-29,74966400000
2016-08-30,75376800000
2016-08-31,75496500000
2016-09-01,75291300000
2016-09-02,75513600000
2016-09-06,75000600000
2016-09-07,74658600000
2016-09-08,74966400000
2016-09-09,74231100000
2016-09-12,74898000000
2016-09-13,73923300000
2016-09-14,73393200000
2016-09-15,73581300000
2016-09-16,72846000000
2016-09-19,73290600000
2016-09-20,73564200000
2016-09-21,73974600000
2016-09-22,73820700000
2016-09-23,73461600000
2016-09-26,72623700000
2016-09-27,73359000000
2016-09-28,73205100000
2016-09-29,72640800000
2016-09-30,72913000000
2016-10-03,72522000000
2016-10-04,72845000000
2016-10-05,74205000000
2016-10-06,74613000000
2016-10-07,74290000000
2016-10-10,74460000000
2016-10-11,73593000000
2016-10-12,73780000000
2016-10-13,72896000000
2016-10-14,72845000000
2016-10-17,72624000000
2016-10-18,73117000000
2016-10-19,74086000000
2016-10-20,74715000000
2016-10-21,74545000000
2016-10-24,74834000000
2016-10-25,74528000000
2016-10-26,75191000000
2016-10-27,75990000000
2016-10-28,75888000000
2016-10-31,76092000000
2016-11-01,75582000000
2016-11-02,74800000000
2016-11-03,74885000000
2016-11-04,74681000000
2016-11-07,76364000000
2016-11-08,76466000000
2016-11-09,79339000000
2016-11-10,80937000000
2016-11-11,81430000000
2016-11-14,82841000000
2016-11-15,82790000000
2016-11-16,81379000000
2016-11-17,82756000000
2016-11-18,83691000000
2016-11-21,83776000000
2016-11-22,83351000000
2016-11-23,83895000000
2016-11-25,84014000000
2016-11-28,83130000000
2016-11-29,83470000000
2016-11-30,84354000000
2016-12-01,85663000000
2016-12-02,85000000000
2016-12-05,85612000000
2016-12-06,86241000000
2016-12-07,87312000000
2016-12-08,88230000000
2016-12-09,88468000000
2016-12-12,87686000000
2016-12-13,87890000000
2016-12-14,87941000000
2016-12-15,88366000000
2016-12-16,87958000000
2016-12-19,88179000000
2016-12-20,89318000000
2016-12-21,88689000000
2016-12-22,88655000000
2016-12-23,88740000000
2016-12-27,88927000000
2016-12-28,88026000000
2016-12-29,87210000000
2016-12-30,87329000000
2017-01-03,87173240000
2017-01-04,87816960000
2017-01-05,86343180000
2017-01-06,86902200000
2017-01-09,86512580000
2017-01-10,86766680000
2017-01-11,87732260000
2017-01-12,87122420000
2017-01-13,87562860000
2017-01-17,85225140000
2017-01-18,85648640000
2017-01-19,85936620000
2017-01-20,86732800000
2017-01-23,86343180000
2017-01-24,87698380000
2017-01-25,88850300000
2017-01-26,89697300000
2017-01-27,89765060000
2017-01-30,89527900000
2017-01-31,89189100000
2017-02-01,89832820000
2017-02-02,90002220000
2017-02-03,90900040000
2017-02-06,90459600000
2017-02-07,90120800000
2017-02-08,89595660000
2017-02-09,90696760000
2017-02-10,90815340000
2017-02-13,91696220000
2017-02-14,92407700000
2017-02-15,93407160000
2017-02-16,93186940000
2017-02-17,92966720000
2017-02-21,93508800000
2017-02-22,93695140000
2017-02-23,93847600000
2017-02-24,93339400000
2017-02-27,93661260000
2017-02-28,93170000000
2017-03-01,95558540000
2017-03-02,93983120000
2017-03-03,94101700000
2017-03-06,93661260000
2017-03-07,93220820000
2017-03-08,92949780000
2017-03-09,93068360000
2017-03-10,93068360000
2017-03-13,93034480000
2017-03-14,93170000000
2017-03-15,93102240000
2017-03-16,93220820000
2017-03-17,92644860000
2017-03-20,91882560000
2017-03-21,89256860000
2017-03-22,89104400000
2017-03-23,89070520000
2017-03-24,89053580000
2017-03-27,88426800000
2017-03-28,89290740000
2017-03-29,87664500000
2017-03-30,88291280000
2017-03-31,86726000000
2017-04-03,86810200000
2017-04-04,86658640000
2017-04-05,85951360000
2017-04-06,86473400000
2017-04-07,86136600000
2017-04-10,85513520000
2017-04-11,85698760000
2017-04-12,85378800000
2017-04-13,84166320000
2017-04-17,85109360000
2017-04-18,83863200000
2017-04-19,83677960000
2017-04-20,85345120000
2017-04-21,85058840000
2017-04-24,86827040000
2017-04-25,87786920000
2017-04-26,87770080000
2017-04-27,87433280000
2017-04-28,86355520000
2017-05-01,87062800000
2017-05-02,86843880000
2017-05-03,87921640000
2017-05-04,88090040000
2017-05-05,87180680000
2017-05-08,87568000000
2017-05-09,86860720000
2017-05-10,87517480000
2017-05-11,86961760000
2017-05-12,86574440000
2017-05-15,87180680000
2017-05-16,87500640000
2017-05-17,84974640000
2017-05-18,85446160000
2017-05-19,86052400000
2017-05-22,86624960000
2017-05-23,87500640000
2017-05-24,87214360000
2017-05-25,87180680000
2017-05-26,86624960000
2017-05-30,86052400000
2017-05-31,85698760000
2017-06-01,86776520000
2017-06-02,86389200000
2017-06-05,86439720000
2017-06-06,85681920000
2017-06-07,86119760000
2017-06-08,87197520000
2017-06-09,89066760000
2017-06-12,88999400000
2017-06-13,89150960000
2017-06-14,88982560000
2017-06-15,88207920000
2017-06-16,88022680000
2017-06-19,88527880000
2017-06-20,88140560000
2017-06-21,87568000000
2017-06-22,86389200000
2017-06-23,85496680000
2017-06-26,85900840000
2017-06-27,86591280000
2017-06-28,87534320000
2017-06-29,87197520000
2017-06-30,86810240000
2017-07-03,87913760000
2017-07-05,88047520000
2017-07-06,87244960000
2017-07-07,87713120000
2017-07-10,87462320000
2017-07-11,86559440000
2017-07-12,86776800000
2017-07-13,87311840000
2017-07-14,87077760000
2017-07-17,86994160000
2017-07-18,86325360000
2017-07-19,87077760000
2017-07-20,87746560000
2017-07-21,87144640000
2017-07-24,88264880000
2017-07-25,88900240000
2017-07-26,87662960000
2017-07-27,87662960000
2017-07-28,87897040000
2017-07-31,88248160000
2017-08-01,88532400000
2017-08-02,88599280000
2017-08-03,88080960000
2017-08-04,88816640000
2017-08-07,88816640000
2017-08-08,88933680000
2017-08-09,89000560000
2017-08-10,87579360000
2017-08-11,87027600000
2017-08-14,88264880000
2017-08-15,88582560000
2017-08-16,88365200000
2017-08-17,86475840000
2017-08-18,86408960000
2017-08-21,86392240000
2017-08-22,86843680000
2017-08-23,86626320000
2017-08-24,86693200000
2017-08-25,87061040000
2017-08-28,86877120000
2017-08-29,86108000000
2017-08-30,86258480000
2017-08-31,85690000000
2017-09-01,86408960000
2017-09-05,85054640000
2017-09-06,85121520000
2017-09-07,83365920000
2017-09-08,83566560000
2017-09-11,85071360000
2017-09-12,86225040000
2017-09-13,87010880000
2017-09-14,86342080000
2017-09-15,86626320000
2017-09-18,87579360000
2017-09-19,88883520000
2017-09-20,89485440000
2017-09-21,89853280000
2017-09-22,89736240000
2017-09-25,89635920000
2017-09-26,89619200000
2017-09-27,90538800000
2017-09-28,89418560000
2017-09-29,89602480000
2017-10-02,88656960000
2017-10-03,88706730000
2017-10-04,88175850000
2017-10-05,89187840000
2017-10-06,89884620000
2017-10-09,89337150000
2017-10-10,89967570000
2017-10-11,90017340000
2017-10-12,89569410000
2017-10-13,89801670000
2017-10-16,90017340000
2017-10-17,89386920000
2017-10-18,88374930000
2017-10-19,88905810000
2017-10-20,89735310000
2017-10-23,89801670000
2017-10-24,89934390000
2017-10-25,89818260000
2017-10-26,90083700000
2017-10-27,90315960000
2017-10-30,90017340000
2017-10-31,90216420000
2017-11-01,90382320000
2017-11-02,91045920000
2017-11-03,90664350000
2017-11-06,90996150000
2017-11-07,88673550000
2017-11-08,87396120000
2017-11-09,86450490000
2017-11-10,85620990000
2017-11-13,85737120000
2017-11-14,85985970000
2017-11-15,86284590000
2017-11-16,85952790000
2017-11-17,86068920000
2017-11-20,86151870000
2017-11-21,86085510000
2017-11-22,86118690000
2017-11-24,85985970000
2017-11-27,85803480000
2017-11-28,87960180000
2017-11-29,90846840000
2017-11-30,91493850000
2017-12-01,91079100000
2017-12-04,92290170000
2017-12-05,90946380000
2017-12-06,90564810000
2017-12-07,91079100000
2017-12-08,91842240000
2017-12-11,91692930000
2017-12-12,92074500000
2017-12-13,90581400000
2017-12-14,89834850000
2017-12-15,90415500000
2017-12-18,90880020000
2017-12-19,90515040000
2017-12-20,90017340000
2017-12-21,90465270000
2017-12-22,90349140000
2017-12-26,89602590000
2017-12-27,89702130000
2017-12-28,89503050000
2017-12-29,88889220000
2018-01-02,89257560000
2018-01-03,90133120000
2018-01-04,90826960000
2018-01-05,91388640000
2018-01-08,91520800000
2018-01-09,92148560000
2018-01-10,92842400000
2018-01-11,93635360000
2018-01-12,94130960000
2018-01-16,94444840000
2018-01-17,93073680000
2018-01-18,92759800000
2018-01-19,93271920000
2018-01-22,94593520000
2018-01-23,94461360000
2018-01-24,95403000000
2018-01-25,95782960000
2018-01-26,95997720000
2018-01-29,95799480000
2018-01-30,94824800000
2018-01-31,94395280000
2018-02-01,94923920000
2018-02-02,93998800000
2018-02-05,90232240000
2018-02-06,90232240000
2018-02-07,90529600000
2018-02-08,86977800000
2018-02-09,88795000000
2018-02-12,89158440000
2018-02-13,89439280000
2018-02-14,91372120000
2018-02-15,91025200000
2018-02-16,91867720000
2018-02-20,90711320000
2018-02-21,91025200000
2018-02-22,89654040000
2018-02-23,91669480000
2018-02-26,92247680000
2018-02-27,90876520000
2018-02-28,89802720000
2018-03-01,87836840000
2018-03-02,88233320000
2018-03-05,89158440000
2018-03-06,89488840000
2018-03-07,88646320000
2018-03-08,89108880000
2018-03-09,91322560000
2018-03-12,90876520000
2018-03-13,89455800000
2018-03-14,88002040000
2018-03-15,88150720000
2018-03-16,87985520000
2018-03-19,87225600000
2018-03-20,86895200000
2018-03-21,86812600000
2018-03-22,83673800000
2018-03-23,81361000000
2018-03-26,84731080000
2018-03-27,82368720000
2018-03-28,82715640000
2018-03-29,83426000000
2018-04-02,81574560000
2018-04-03,82543340000
2018-04-04,83216560000
2018-04-05,83873360000
2018-04-06,82559760000
2018-04-09,83068780000
2018-04-10,83873360000
2018-04-11,83003100000
2018-04-12,84136080000
2018-04-13,83659900000
2018-04-16,84415220000
2018-04-17,83774840000
2018-04-18,82100000000
2018-04-19,83249400000
2018-04-20,82806060000
2018-04-23,82986680000
2018-04-24,82789640000
2018-04-25,83397180000
2018-04-26,83380760000
2018-04-27,84152500000
2018-04-30,82838900000
2018-05-01,83282240000
2018-05-02,81870120000
2018-05-03,82067160000
2018-05-04,82658280000
2018-05-07,82691120000
2018-05-08,82641860000
2018-05-09,83462860000
2018-05-10,84021140000
2018-05-11,84563000000
2018-05-14,84037560000
2018-05-15,83939040000
2018-05-16,83725580000
2018-05-17,83988300000
2018-05-18,83003100000
2018-05-21,83249400000
2018-05-22,83840520000
2018-05-23,83643480000
2018-05-24,83200140000
2018-05-25,82986680000
2018-05-29,80228120000
2018-05-30,81837280000
2018-05-31,82083580000
2018-06-01,83347920000
2018-06-04,83594220000
2018-06-05,84103240000
2018-06-06,85006340000
2018-06-07,85104860000
2018-06-08,85466100000
2018-06-11,84480900000
2018-06-12,84119660000
2018-06-13,83873360000
2018-06-14,83627060000
2018-06-15,84365960000
2018-06-18,84201760000
2018-06-19,84809300000
2018-06-20,84185340000
2018-06-21,83725580000
2018-06-22,83347920000
2018-06-25,83052360000
2018-06-26,82428400000
2018-06-27,81820860000
2018-06-28,81476040000
2018-06-29,82132840000
2018-07-02,82117890000
2018-07-03,81401130000
2018-07-05,81335970000
2018-07-06,81792090000
2018-07-09,83681730000
2018-07-10,83649150000
2018-07-11,83502540000
2018-07-12,83665440000
2018-07-13,82932390000
2018-07-16,83567700000
2018-07-17,83567700000
