,YUM
2013-11-26,24728260000
2013-11-27,24710540000
2013-11-29,24737120000
2013-12-02,24750410000
2013-12-03,24081480000
2013-12-04,24094770000
2013-12-05,23691640000
2013-12-06,23687210000
2013-12-09,23660630000
2013-12-10,23377110000
2013-12-11,23217630000
2013-12-12,22801210000
2013-12-13,22867660000
2013-12-16,23323950000
2013-12-17,22889810000
2013-12-18,23164470000
2013-12-19,23168900000
2013-12-20,23372680000
2013-12-23,23558740000
2013-12-24,23598610000
2013-12-26,23603040000
2013-12-27,23527730000
2013-12-30,24075420000
2013-12-31,24298920000
2014-01-02,24129060000
2014-01-03,24281040000
2014-01-06,24263160000
2014-01-07,24602880000
2014-01-08,24593940000
2014-01-09,24115650000
2014-01-10,24106710000
2014-01-13,23588190000
2014-01-14,23534550000
2014-01-15,23512200000
2014-01-16,23235060000
2014-01-17,23168010000
2014-01-21,22864050000
2014-01-22,22926630000
2014-01-23,22430460000
2014-01-24,22117560000
2014-01-27,21800190000
2014-01-28,21916410000
2014-01-29,21371070000
2014-01-30,21402360000
2014-01-31,21576690000
2014-02-03,21259320000
2014-02-04,23154600000
2014-02-05,22667370000
2014-02-06,22868520000
2014-02-07,23051790000
2014-02-10,23382570000
2014-02-11,23525610000
2014-02-12,23623950000
2014-02-13,23722290000
2014-02-14,23592660000
2014-02-18,23534550000
2014-02-19,23400450000
2014-02-20,23454090000
2014-02-21,23409390000
2014-02-24,23449620000
2014-02-25,23547960000
2014-02-26,23583720000
2014-02-27,23713350000
2014-02-28,23807220000
2014-03-03,23655240000
2014-03-04,23986020000
2014-03-05,24039660000
2014-03-06,24835320000
2014-03-07,24795090000
2014-03-10,24871080000
2014-03-11,24848730000
2014-03-12,24781680000
2014-03-13,24365970000
2014-03-14,24129060000
2014-03-17,24138000000
2014-03-18,24120120000
2014-03-19,23842980000
2014-03-20,24182700000
2014-03-21,24187170000
2014-03-24,23896680000
2014-03-25,23655840000
2014-03-26,23780720000
2014-03-27,23468520000
2014-03-28,23789640000
2014-03-31,24173200000
2014-04-01,24387280000
2014-04-02,24721780000
2014-04-03,24507700000
2014-04-04,24186580000
2014-04-07,24119680000
2014-04-08,24467560000
2014-04-09,24628120000
2014-04-10,24106300000
2014-04-11,23847620000
2014-04-14,24186580000
2014-04-15,24199960000
2014-04-16,24645960000
2014-04-17,24476480000
2014-04-21,24369440000
2014-04-22,24842200000
2014-04-23,24628120000
2014-04-24,24619200000
2014-04-25,24904640000
2014-04-28,24909100000
2014-04-29,24681640000
2014-04-30,24686100000
2014-05-01,24449720000
2014-05-02,24431880000
2014-05-05,24463100000
2014-05-06,24320380000
2014-05-07,24293620000
2014-05-08,24347140000
2014-05-09,24472020000
2014-05-12,24409580000
2014-05-13,24516620000
2014-05-14,24324840000
2014-05-15,24003720000
2014-05-16,23985880000
2014-05-19,23918980000
2014-05-20,23936820000
2014-05-21,23941280000
2014-05-22,24003720000
2014-05-23,23972500000
2014-05-27,24422960000
2014-05-28,24668260000
2014-05-29,24596900000
2014-05-30,24788680000
2014-06-02,25047360000
2014-06-03,25216840000
2014-06-04,25234680000
2014-06-05,25364020000
2014-06-06,25649460000
2014-06-09,25591480000
2014-06-10,25457680000
2014-06-11,25497820000
2014-06-12,25256980000
2014-06-13,25404160000
2014-06-16,25193410000
2014-06-17,25317450000
2014-06-18,25375040000
2014-06-19,25596540000
2014-06-20,25636410000
2014-06-23,25671850000
2014-06-24,25667420000
2014-06-25,26110420000
2014-06-26,26026250000
2014-06-27,26088270000
2014-06-30,25862340000
2014-07-01,25968660000
2014-07-02,26088270000
2014-07-03,26269900000
2014-07-07,26207880000
2014-07-08,26212310000
2014-07-09,26504690000
2014-07-10,26265470000
2014-07-11,26225600000
2014-07-14,26526840000
2014-07-15,26491400000
2014-07-16,26340780000
2014-07-17,24524480000
2014-07-18,24657380000
2014-07-21,23607470000
2014-07-22,23833400000
2014-07-23,23793530000
2014-07-24,23514440000
2014-07-25,23580890000
2014-07-28,23616330000
2014-07-29,23505580000
2014-07-30,23248640000
2014-07-31,22101270000
2014-08-01,22437950000
2014-08-04,22349350000
2014-08-05,22163290000
2014-08-06,22291760000
2014-08-07,22203160000
2014-08-08,22282900000
2014-08-11,22305050000
2014-08-12,22305050000
2014-08-13,22446810000
2014-08-14,22628440000
2014-08-15,22765770000
2014-08-18,22973980000
2014-08-19,23084730000
2014-08-20,23230920000
2014-08-21,23018280000
2014-08-22,23062580000
2014-08-25,23173330000
2014-08-26,23253070000
2014-08-27,23031570000
2014-08-28,23027140000
2014-08-29,23067010000
2014-09-02,22743620000
2014-09-03,22765770000
2014-09-04,22827790000
2014-09-05,23044860000
2014-09-08,22793385464
2014-09-09,22705735453
2014-09-10,22872270474
2014-09-11,22872270474
2014-09-12,22552347933
2014-09-15,22600555439
2014-09-16,22679440449
2014-09-17,22815297967
2014-09-18,22885417976
2014-09-19,22994980490
2014-09-22,22793385464
2014-09-23,22604937940
2014-09-24,22819680467
2014-09-25,22539200431
2014-09-26,22793385464
2014-09-29,22894182977
2014-09-30,22679440449
2014-10-01,22530435430
2014-10-02,22534817930
2014-10-03,22569877935
2014-10-06,22490992925
2014-10-07,21969475357
2014-10-08,22289397899
2014-10-09,21737202827
2014-10-10,21838000340
2014-10-13,21303335270
2014-10-14,21369072779
2014-10-15,21180625254
2014-10-16,21303335270
2014-10-17,21539990301
2014-10-20,21781027832
2014-10-21,21991387860
2014-10-22,21781027832
2014-10-23,21816087837
2014-10-24,22017682863
2014-10-27,21938797853
2014-10-28,22118480376
2014-10-29,21930032852
2014-10-30,22048360367
2014-10-31,22631232943
2014-11-03,22547965432
2014-11-04,22701352952
2014-11-05,22824062968
2014-11-06,23030040495
2014-11-07,22955537985
2014-11-10,23082630502
2014-11-11,23161515512
2014-11-12,23490203055
2014-11-13,23753153089
2014-11-14,23560323064
2014-11-17,23310520531
2014-11-18,23376258040
2014-11-19,23306138031
2014-11-20,23788213093
2014-11-21,23902158108
2014-11-24,24068693130
2014-11-25,24038015626
2014-11-26,24182638145
2014-11-28,24340408165
2014-12-01,24379850670
2014-12-02,24686625710
2014-12-03,24463118181
2014-12-04,24489413185
2014-12-05,24669095708
2014-12-08,24090605633
2014-12-09,23700563082
2014-12-10,22219277889
2014-12-11,22692587951
2014-12-12,22951155485
2014-12-15,22254337894
2014-12-16,21745967828
2014-12-17,22241190392
2014-12-18,22600555439
2014-12-19,22420872916
2014-12-22,22828445469
2014-12-23,22898565478
2014-12-24,22933625482
2014-12-26,23043187997
2014-12-29,23161440000
2014-12-30,23073840000
2014-12-31,22938060000
2015-01-02,22780380000
2015-01-05,22320480000
2015-01-06,22044540000
2015-01-07,22776000000
2015-01-08,23170200000
2015-01-09,23130780000
2015-01-12,22959960000
2015-01-13,22863600000
2015-01-14,22767240000
2015-01-15,22500060000
2015-01-16,22806660000
2015-01-20,22403700000
2015-01-21,22513200000
2015-01-22,23235900000
2015-01-23,23336640000
2015-01-26,23376060000
2015-01-27,23122020000
2015-01-28,22955580000
2015-01-29,23384820000
2015-01-30,22758480000
2015-02-02,22903020000
2015-02-03,23178960000
2015-02-04,23192100000
2015-02-05,23678280000
2015-02-06,23279700000
2015-02-09,23021280000
2015-02-10,23327880000
2015-02-11,23297220000
2015-02-12,23551260000
2015-02-13,23520600000
2015-02-17,23945460000
2015-02-18,24090000000
2015-02-19,24142560000
2015-02-20,24414120000
2015-02-23,24383460000
2015-02-24,24514860000
2015-02-25,24860880000
2015-02-26,24996660000
2015-02-27,25539780000
2015-03-02,25758780000
2015-03-03,25666800000
2015-03-04,25215660000
2015-03-05,25355820000
2015-03-06,24926580000
2015-03-09,25014180000
2015-03-10,24523620000
2015-03-11,24090000000
2015-03-12,24510480000
2015-03-13,24405360000
2015-03-16,24619980000
2015-03-17,24514860000
2015-03-18,24856500000
2015-03-19,24795180000
2015-03-20,24939720000
2015-03-23,24904630000
2015-03-24,25184310000
2015-03-25,24865300000
2015-03-26,24677390000
2015-03-27,24603100000
2015-03-30,24948330000
2015-03-31,24729830000
2015-04-01,24769160000
2015-04-02,25066320000
2015-04-06,25048840000
2015-04-07,24594360000
2015-04-08,24598730000
2015-04-09,24795380000
2015-04-10,25140610000
2015-04-13,25359110000
2015-04-14,25013880000
2015-04-15,25009510000
2015-04-16,24974550000
2015-04-17,25053210000
2015-04-20,25477100000
2015-04-21,25398440000
2015-04-22,26403540000
2015-04-23,26412280000
2015-04-24,27364940000
2015-04-27,27207620000
2015-04-28,27281910000
2015-04-29,27098370000
2015-04-30,27006600000
2015-05-01,28872589999
2015-05-04,28592910000
2015-05-05,28269530000
2015-05-06,28024809999
2015-05-07,28317600000
2015-05-08,28238940000
2015-05-11,28190870000
2015-05-12,28396260000
2015-05-13,28243309999
2015-05-14,28282640000
2015-05-15,29519350000
2015-05-18,29401360000
2015-05-19,29628600000
2015-05-20,29807769999
2015-05-21,29353290000
2015-05-22,28758970000
2015-05-26,28758970000
2015-05-27,28898809999
2015-05-28,28842000000
2015-05-29,28308860000
2015-06-01,28361300000
2015-06-02,28234570000
2015-06-03,28763339999
2015-06-04,28439960000
2015-06-05,28522990000
2015-06-08,28431220000
2015-06-09,28461809999
2015-06-10,28776449999
2015-06-11,28693420000
2015-06-12,28623500000
2015-06-15,28483880000
2015-06-16,28780360000
2015-06-17,28619040000
2015-06-18,29050679999
2015-06-19,28919880000
2015-06-22,28967840000
2015-06-23,28845760000
2015-06-24,28684440000
2015-06-25,28640840000
2015-06-26,29072480000
2015-06-29,28087120000
2015-06-30,28235360000
2015-07-01,28741120000
2015-07-02,28697519999
2015-07-06,28418480000
2015-07-07,28174320000
2015-07-08,27306680000
2015-07-09,27581360000
2015-07-10,28479519999
2015-07-13,28558000000
2015-07-14,28832679999
2015-07-15,27860400000
2015-07-16,27659840000
2015-07-17,27546480000
2015-07-20,27624960000
2015-07-21,27777560000
2015-07-22,27995559999
2015-07-23,27524680000
2015-07-24,27180240000
2015-07-27,26949160000
2015-07-28,27254360000
2015-07-29,27511600000
2015-07-30,27590080000
2015-07-31,27507240000
2015-08-03,27524680000
2015-08-04,27642400000
2015-08-05,27908360000
2015-08-06,27511600000
2015-08-07,27459280000
2015-08-10,27524680000
2015-08-11,26186160000
2015-08-12,25288000000
2015-08-13,26264640000
2015-08-14,26199240000
2015-08-17,26652680000
2015-08-18,26391080000
2015-08-19,26984040000
2015-08-20,25645520000
2015-08-21,24982800000
2015-08-24,24193640000
2015-08-25,23853560000
2015-08-26,24974080000
2015-08-27,25785040000
2015-08-28,25645520000
2015-08-31,25004600000
2015-09-01,24795320000
2015-09-02,25161560000
2015-09-03,25144120000
2015-09-04,24725560000
2015-09-08,25451740000
2015-09-09,25222250000
2015-09-10,24871520000
2015-09-11,25347820000
2015-09-14,25200600000
2015-09-15,25655250000
2015-09-16,25858760000
2015-09-17,25828450000
2015-09-18,24949460000
2015-09-21,25036060000
2015-09-22,24685330000
2015-09-23,24568420000
2015-09-24,24377900000
2015-09-25,24468830000
2015-09-28,23659120000
2015-09-29,23702420000
2015-09-30,24888840000
2015-10-01,24862860000
2015-10-02,25399780000
2015-10-05,25854430000
2015-10-06,25967010000
2015-10-07,21078440000
2015-10-08,21000500000
2015-10-09,21866500000
2015-10-12,22052690000
2015-10-13,21784230000
2015-10-14,21346900000
2015-10-15,21563400000
2015-10-16,22464040000
2015-10-19,22321150000
2015-10-20,22732500000
2015-10-21,22897040000
2015-10-22,22624250000
2015-10-23,22689200000
2015-10-26,23091890000
2015-10-27,22775800000
2015-10-28,22715180000
2015-10-29,22572290000
2015-10-30,22074340000
2015-11-02,22360120000
2015-11-03,22477030000
2015-11-04,22269190000
2015-11-05,22152280000
2015-11-06,22173930000
2015-11-09,21476800000
2015-11-10,21403190000
2015-11-11,21303600000
2015-11-12,20892250000
2015-11-13,21624020000
2015-11-16,21424840000
2015-11-17,21771240000
2015-11-18,22139290000
2015-11-19,22312490000
2015-11-20,22650230000
2015-11-23,22628580000
2015-11-24,22528990000
2015-11-25,22598270000
2015-11-27,22710850000
2015-11-30,22572290000
2015-12-01,23182820000
2015-12-02,23330040000
2015-12-03,22762810000
2015-12-04,23702420000
2015-12-07,23784690000
2015-12-08,23529220000
2015-12-09,22974980000
2015-12-10,22784460000
2015-12-11,22195580000
2015-12-14,22303830000
2015-12-15,22602600000
2015-12-16,22892710000
2015-12-17,22477030000
2015-12-18,22364450000
2015-12-21,22849410000
2015-12-22,22723840000
2015-12-23,23074570000
2015-12-24,23035600000
2015-12-28,22028200000
2015-12-29,22148550000
2015-12-30,22019900000
2015-12-31,21795800000
2016-01-04,21542650000
2016-01-05,21488700000
2016-01-06,21339300000
2016-01-07,20608900000
2016-01-08,20330850000
2016-01-11,20293500000
2016-01-12,20754150000
2016-01-13,20596450000
2016-01-14,20886950000
2016-01-15,20015450000
2016-01-19,20517600000
2016-01-20,20285200000
2016-01-21,20575700000
2016-01-22,20579850000
2016-01-25,20106750000
2016-01-26,20845450000
2016-01-27,20704350000
2016-01-28,21007300000
2016-01-29,21592450000
2016-02-01,21808250000
2016-02-02,21575850000
2016-02-03,21613200000
2016-02-04,21571700000
2016-02-05,20812250000
2016-02-08,20119200000
2016-02-09,19832850000
2016-02-10,19915850000
2016-02-11,19463500000
2016-02-12,20090150000
2016-02-16,20741700000
2016-02-17,21243850000
2016-02-18,21189900000
2016-02-19,21040500000
2016-02-22,21467950000
2016-02-23,21335150000
2016-02-24,21326850000
2016-02-25,21169150000
2016-02-26,21306100000
2016-02-29,21621500000
2016-03-01,22729550000
2016-03-02,22497150000
2016-03-03,22791800000
2016-03-04,23285650000
2016-03-07,23285650000
2016-03-08,22878950000
2016-03-09,22762750000
2016-03-10,22899700000
2016-03-11,23202650000
2016-03-14,23136250000
2016-03-15,23339600000
2016-03-16,23464100000
2016-03-17,23505600000
2016-03-18,23364500000
2016-03-21,23296800000
2016-03-22,23166240000
2016-03-23,23627280000
2016-03-24,23276400000
2016-03-28,23406960000
2016-03-29,23631360000
2016-03-30,24125040000
2016-03-31,24006720000
2016-04-01,24129120000
2016-04-04,24023040000
2016-04-05,23925120000
2016-04-06,24018960000
2016-04-07,23839440000
2016-04-08,24149520000
2016-04-11,23994480000
2016-04-12,24067920000
2016-04-13,24096480000
2016-04-14,24169920000
2016-04-15,24006720000
2016-04-18,24231120000
2016-04-19,24088320000
2016-04-20,24206640000
2016-04-21,23961840000
2016-04-22,23814960000
2016-04-25,23863920000
2016-04-26,24063840000
2016-04-27,23900640000
2016-04-28,23594640000
2016-04-29,23337600000
2016-05-02,23749680000
2016-05-03,23382480000
2016-05-04,23655840000
2016-05-05,23712960000
2016-05-06,23745600000
2016-05-09,24014880000
2016-05-10,24316800000
2016-05-11,23668080000
2016-05-12,23925120000
2016-05-13,23553840000
2016-05-16,23831280000
2016-05-17,23753760000
2016-05-18,23513040000
2016-05-19,23484480000
2016-05-20,23349840000
2016-05-23,23460000000
2016-05-24,24088320000
2016-05-25,24227040000
2016-05-26,24182160000
2016-05-27,24222960000
2016-05-31,24080160000
2016-06-01,24178080000
2016-06-02,24186240000
2016-06-03,24231120000
2016-06-06,24402480000
2016-06-07,24533040000
2016-06-08,24692160000
2016-06-09,24557520000
2016-06-10,24198480000
2016-06-13,23031680000
2016-06-14,23008400000
2016-06-15,23101520000
2016-06-16,23128680000
2016-06-17,23303280000
2016-06-20,23442960000
2016-06-21,23512800000
2016-06-22,23400280000
2016-06-23,23959000000
2016-06-24,22915280000
2016-06-27,22127640000
2016-06-28,22651440000
2016-06-29,23051080000
2016-06-30,23128680000
2016-07-01,23299400000
2016-07-05,23163600000
2016-07-06,23477880000
2016-07-07,23516680000
2016-07-08,23920200000
2016-07-11,24110320000
2016-07-12,24052120000
2016-07-13,23916320000
2016-07-14,24622480000
2016-07-15,24405200000
2016-07-18,24436240000
2016-07-19,24424600000
2016-07-20,24509960000
2016-07-21,24517720000
2016-07-22,25130760000
2016-07-25,25200600000
2016-07-26,24894080000
2016-07-27,25026000000
2016-07-28,25177320000
2016-07-29,24940640000
2016-08-01,24940640000
2016-08-02,24634120000
2016-08-03,24649640000
2016-08-04,24665160000
2016-08-05,24754400000
2016-08-08,24851400000
2016-08-09,24835880000
2016-08-10,24672920000
2016-08-11,25099720000
2016-08-12,25091960000
2016-08-15,25088080000
2016-08-16,25049280000
2016-08-17,25072560000
2016-08-18,25317000000
2016-08-19,24913479999
2016-08-22,25049280000
2016-08-23,25188960000
2016-08-24,25033760000
2016-08-25,25088080000
2016-08-26,24971680000
2016-08-29,25317000000
2016-08-30,25320880000
2016-08-31,25301479999
2016-09-01,25317000000
2016-09-02,25456680000
2016-09-06,24009599999
2016-09-07,23837580000
2016-09-08,23387400000
2016-09-09,22882320000
2016-09-12,23328840000
2016-09-13,22816440000
2016-09-14,22871340000
2016-09-15,23098260000
2016-09-16,23164140000
2016-09-19,23255640000
2016-09-20,23369100000
2016-09-21,23585040000
2016-09-22,23804640000
2016-09-23,23848560000
2016-09-26,23555760000
2016-09-27,23643599999
2016-09-28,23738760000
2016-09-29,23632619999
2016-09-30,23892480000
2016-10-03,23921760000
2016-10-04,23753400000
2016-10-05,23317860000
2016-10-06,23006760000
2016-10-07,23079960000
2016-10-10,22995780000
2016-10-11,23219040000
2016-10-12,23402040000
2016-10-13,23515500000
2016-10-14,23464260000
2016-10-17,22820100000
2016-10-18,22670040000
2016-10-19,22955520000
2016-10-20,22681020000
2016-10-21,22882320000
2016-10-24,23101920000
2016-10-25,22556580000
2016-10-26,22556580000
2016-10-27,22461420000
2016-10-28,22552920000
2016-10-31,22702980000
2016-11-01,22212540000
2016-11-02,21850200000
2016-11-03,22014900000
2016-11-04,21890460000
2016-11-07,22695660000
2016-11-08,22692000000
2016-11-09,22644420000
2016-11-10,22450440000
2016-11-11,22216200000
2016-11-14,22216200000
2016-11-15,22216200000
2016-11-16,22106400000
2016-11-17,22238160000
2016-11-18,22823760000
2016-11-21,22692000000
2016-11-22,22959180000
2016-11-23,23112900000
2016-11-25,23182440000
2016-11-28,23098260000
2016-11-29,23255640000
2016-11-30,23200740000
2016-12-01,22944540000
2016-12-02,22845720000
2016-12-05,23079960000
2016-12-06,23226360000
2016-12-07,23585040000
2016-12-08,23555760000
2016-12-09,23603340000
2016-12-12,23694840000
2016-12-13,23650920000
2016-12-14,23380080000
2016-12-15,23354460000
2016-12-16,23515500000
2016-12-19,23438640000
2016-12-20,23504520000
2016-12-21,23493540000
2016-12-22,23442300000
2016-12-23,23354460000
2016-12-27,23434980000
2016-12-28,23321520000
2016-12-29,23288580000
2016-12-30,23178780000
2017-01-03,22565970000
2017-01-04,22648080000
2017-01-05,22723050000
2017-01-06,22997940000
2017-01-09,23062199999
2017-01-10,23197860000
2017-01-11,23022930000
2017-01-12,23083620000
2017-01-13,23083620000
2017-01-17,22908690000
2017-01-18,22976520000
2017-01-19,22858710000
2017-01-20,23055060000
2017-01-23,22994370000
2017-01-24,23322810000
2017-01-25,23419199999
2017-01-26,23312100000
2017-01-27,23526300000
2017-01-30,23447760000
2017-01-31,23394210000
2017-02-01,23158590000
2017-02-02,23444190000
2017-02-03,23644110000
2017-02-06,23669100000
2017-02-07,23736930000
2017-02-08,23772630000
2017-02-09,24058230000
2017-02-10,24276000000
2017-02-13,24315270000
2017-02-14,24483060000
2017-02-15,24508050000
2017-02-16,24433080000
2017-02-17,24418800000
2017-02-21,24158190000
2017-02-22,23597699999
2017-02-23,23472750000
2017-02-24,23544150000
2017-02-27,23390640000
2017-02-28,23319239999
2017-03-01,23408489999
2017-03-02,23279969999
2017-03-03,23215710000
2017-03-06,23026500000
2017-03-07,22855140000
2017-03-08,22876560000
2017-03-09,22780170000
2017-03-10,22958670000
2017-03-13,22983660000
2017-03-14,22830150000
2017-03-15,22815870000
2017-03-16,22783740000
2017-03-17,22801590000
2017-03-20,22872989999
2017-03-21,22751610000
2017-03-22,22605240000
2017-03-23,22555260000
2017-03-24,22698060000
2017-03-27,22673070000
2017-03-28,23015790000
2017-03-29,22865850000
2017-03-30,22855140000
2017-03-31,22365000000
2017-04-03,22242500000
2017-04-04,22344000000
2017-04-05,22354500000
2017-04-06,22592500000
2017-04-07,22498000000
2017-04-10,22445500000
2017-04-11,22452500000
2017-04-12,22410500000
2017-04-13,22326500000
2017-04-17,22361500000
2017-04-18,22386000000
2017-04-19,22589000000
2017-04-20,22764000000
2017-04-21,22686999999
2017-04-24,23002000000
2017-04-25,23093000000
2017-04-26,23058000000
2017-04-27,23103500000
2017-04-28,23012500000
2017-05-01,23012500000
2017-05-02,23219000000
2017-05-03,23887500000
2017-05-04,24143000000
2017-05-05,24255000000
2017-05-08,24199000000
2017-05-09,24066000000
2017-05-10,24108000000
2017-05-11,24195500000
2017-05-12,24115000000
2017-05-15,24227000000
2017-05-16,24272499999
2017-05-17,24206000000
2017-05-18,24184999999
2017-05-19,24524499999
2017-05-22,24853500000
2017-05-23,24822000000
2017-05-24,25182500000
2017-05-25,25245500000
2017-05-26,25231500000
2017-05-30,25343500000
2017-05-31,25424000000
2017-06-01,25840500000
2017-06-02,25896500000
2017-06-05,25970000000
2017-06-06,26011999999
2017-06-07,25991000000
2017-06-08,25889500000
2017-06-09,25584999999
2017-06-12,25168500000
2017-06-13,25434500000
2017-06-14,25564000000
2017-06-15,25413500000
2017-06-16,25473000000
2017-06-19,25875500000
2017-06-20,25868500000
2017-06-21,26040000000
2017-06-22,26089000000
2017-06-23,26186999999
2017-06-26,26159000000
2017-06-27,25889500000
2017-06-28,25952500000
2017-06-29,25707500000
2017-06-30,25447200000
2017-07-03,25305749999
2017-07-05,25212600000
2017-07-06,25064250000
2017-07-07,25354050000
2017-07-10,25371300000
2017-07-11,25519650000
2017-07-12,25564499999
2017-07-13,25329900000
2017-07-14,25391999999
2017-07-17,25381649999
2017-07-18,25447200000
2017-07-19,25581750000
2017-07-20,25743900000
2017-07-21,25785300000
2017-07-24,25733550000
2017-07-25,25806000000
2017-07-26,25733550000
2017-07-27,26085450000
2017-07-28,25875000000
2017-07-31,26040600000
2017-08-01,26057850000
2017-08-02,26433900000
2017-08-03,25826700000
2017-08-04,25885350000
2017-08-07,25871550000
2017-08-08,25599000000
2017-08-09,25899149999
2017-08-10,25999200000
2017-08-11,26068200000
2017-08-14,26316600000
2017-08-15,26354550000
2017-08-16,26364900000
2017-08-17,26061300000
2017-08-18,26016450000
2017-08-21,26168249999
2017-08-22,26409750000
2017-08-23,26361450000
2017-08-24,26309700000
2017-08-25,26161350000
2017-08-28,26292449999
2017-08-29,26251050000
2017-08-30,26226900000
2017-08-31,26502899999
2017-09-01,26437350000
2017-09-05,26330399999
2017-09-06,26292449999
2017-09-07,26382150000
2017-09-08,26385600000
2017-09-11,26841000000
2017-09-12,26623650000
2017-09-13,26609850000
2017-09-14,26620200000
2017-09-15,25961250000
2017-09-18,26119949999
2017-09-19,26137200000
2017-09-20,26347650000
2017-09-21,26385600000
2017-09-22,26209650000
2017-09-25,25512750000
2017-09-26,25323000000
2017-09-27,25219499999
2017-09-28,25357500000
2017-09-29,25395450000
2017-10-02,24853750000
2017-10-03,24911040000
2017-10-04,24971699999
2017-10-05,25133460000
2017-10-06,25588410000
2017-10-09,25612000000
2017-10-10,25672660000
2017-10-11,25827680000
2017-10-12,25750170000
2017-10-13,25679400000
2017-10-16,25682769999
2017-10-17,25676030000
2017-10-18,25618740000
2017-10-19,25551339999
2017-10-20,25669290000
2017-10-23,25460350000
2017-10-24,25389580000
2017-10-25,25163790000
2017-10-26,25568190000
2017-10-27,25355880000
2017-10-30,25261519999
2017-10-31,25089650000
2017-11-01,25042470000
2017-11-02,26673550000
2017-11-03,26592670000
2017-11-06,26916190000
2017-11-07,27300370000
2017-11-08,27340810000
2017-11-09,26801610000
2017-11-10,26821830000
2017-11-13,26872380000
2017-11-14,26767910000
2017-11-15,26555600000
2017-11-16,26467980000
2017-11-17,26488199999
2017-11-20,26552230000
2017-11-21,26801610000
2017-11-22,26700510000
2017-11-24,26683660000
2017-11-27,26818460000
2017-11-28,27307110000
2017-11-29,27569970000
2017-11-30,28129390000
2017-12-01,28105800000
2017-12-04,28075470000
2017-12-05,28004699999
2017-12-06,28051880000
2017-12-07,27987850000
2017-12-08,28078839999
2017-12-11,27785650000
2017-12-12,27630630000
2017-12-13,27698030000
2017-12-14,27647480000
2017-12-15,27735100000
2017-12-18,28008070000
2017-12-19,27923820000
2017-12-20,27677810000
2017-12-21,27802500000
2017-12-22,27768800000
2017-12-26,27698030000
2017-12-27,27768800000
2017-12-28,27859790000
2017-12-29,27502570000
2018-01-02,27091200000
2018-01-03,27067960000
2018-01-04,27343520000
2018-01-05,27502880000
2018-01-08,27549360000
2018-01-09,27476320000
2018-01-10,27406600000
2018-01-11,27386680000
2018-01-12,27761840000
2018-01-16,27532760000
2018-01-17,27585880000
2018-01-18,27589200000
2018-01-19,27824920000
2018-01-22,28190120000
2018-01-23,28498880000
2018-01-24,28299680000
2018-01-25,28439120000
2018-01-26,28618400000
2018-01-29,28711360000
2018-01-30,28083880000
2018-01-31,28083880000
2018-02-01,27881360000
2018-02-02,27433160000
2018-02-05,26493600000
2018-02-06,26752560000
2018-02-07,26603160000
2018-02-08,25331600000
2018-02-09,26330920000
2018-02-12,25919239999
2018-02-13,25819640000
2018-02-14,25856160000
2018-02-15,26218040000
2018-02-16,25979000000
2018-02-20,25922560000
2018-02-21,25832920000
2018-02-22,26002239999
2018-02-23,26493600000
2018-02-26,26749239999
2018-02-27,26619760000
2018-02-28,27018160000
2018-03-01,26460400000
2018-03-02,26656280000
2018-03-05,26769160000
2018-03-06,27018160000
2018-03-07,27028120000
2018-03-08,27363440000
2018-03-09,27539400000
2018-03-12,27360120000
2018-03-13,27340200000
2018-03-14,27313640000
2018-03-15,27516160000
2018-03-16,27722000000
2018-03-19,27270480000
2018-03-20,27585880000
2018-03-21,27492920000
2018-03-22,27283760000
2018-03-23,27117760000
2018-03-26,27897960000
2018-03-27,27848160000
2018-03-28,27971000000
2018-03-29,28263160000
2018-04-02,27131760000
2018-04-03,27251640000
2018-04-04,27676080000
2018-04-05,27867240000
2018-04-06,27365039999
2018-04-09,27361800000
2018-04-10,27727920000
2018-04-11,27682560000
2018-04-12,27783000000
2018-04-13,27676080000
2018-04-16,27948240000
2018-04-17,28058400000
2018-04-18,28184760000
2018-04-19,28006560000
2018-04-20,27957960000
2018-04-23,27828360000
2018-04-24,27598320000
2018-04-25,27624240000
2018-04-26,28110240000
2018-04-27,28204200000
2018-04-30,28220400000
2018-05-01,28071360000
2018-05-02,25984800000
2018-05-03,26785080000
2018-05-04,26707320000
2018-05-07,26927640000
2018-05-08,27057240000
2018-05-09,27361800000
2018-05-10,27436320000
2018-05-11,27416880000
2018-05-14,27086400000
2018-05-15,27002160000
2018-05-16,27076679999
2018-05-17,26892000000
2018-05-18,26678160000
2018-05-21,26791560000
2018-05-22,26691120000
2018-05-23,26921160000
2018-05-24,27044280000
2018-05-25,26739720000
2018-05-29,26538840000
2018-05-30,26733240000
2018-05-31,26350920000
2018-06-01,26538840000
2018-06-04,26661960000
2018-06-05,26862840000
2018-06-06,27089640000
2018-06-07,27277560000
2018-06-08,26950320000
2018-06-11,26927640000
2018-06-12,26966520000
2018-06-13,26759160000
2018-06-14,27015120000
2018-06-15,26768880000
2018-06-18,26830440000
2018-06-19,26247240000
2018-06-20,26198640000
2018-06-21,25832520000
2018-06-22,26036640000
2018-06-25,25463160000
2018-06-26,25923240000
2018-06-27,25553880000
2018-06-28,25236360000
2018-06-29,25343280000
2018-07-02,24838980000
2018-07-03,24753120000
2018-07-05,24721320000
2018-07-06,24889860000
2018-07-09,25176060000
2018-07-10,25220580000
2018-07-11,25055220000
2018-07-12,25160160000
2018-07-13,25166520000
2018-07-16,25013880000
