,FFIV
2018-11-12,10773244560
2018-11-13,10645586640
2018-11-14,10588381440
2018-11-15,10790707200
2018-11-16,10704598320
2018-11-19,10209020640
2018-11-20,10037405040
2018-11-21,10153621920
2018-11-23,10123513920
2018-11-26,10274053920
2018-11-27,10241537280
2018-11-28,10630532640
2018-11-29,10449282480
2018-11-30,10355345520
2018-12-03,10529369760
2018-12-04,10209622800
2018-12-06,10292118720
2018-12-07,9954909120
2018-12-10,10067513040
2018-12-11,10073534640
2018-12-12,10257795600
2018-12-13,10177708320
2018-12-14,9962135040
2018-12-17,9819423120
2018-12-18,10008501360
2018-12-19,9767035200
2018-12-20,9529182000
2018-12-21,9310597920
2018-12-24,9042636720
2018-12-26,9471976800
2018-12-27,9665872320
2018-12-28,9672496080
2018-12-31,9670922580
2019-01-02,9620189480
2019-01-03,9210146660
2019-01-04,9537225940
2019-01-07,9777760520
2019-01-08,9837446520
2019-01-09,9910263440
2019-01-10,9884001600
2019-01-11,9772388780
2019-01-14,9719865100
2019-01-15,9739561480
2019-01-16,9660775960
2019-01-17,9336084120
2019-01-18,9468587040
2019-01-22,9388607800
2019-01-23,9528273040
2019-01-24,9316387740
2019-01-25,9460231000
2019-01-28,9475152500
2019-01-29,9408304180
2019-01-30,9528273040
2019-01-31,9606461700
2019-02-01,9592733920
2019-02-04,9719268240
2019-02-05,9693603260
2019-02-06,9786116560
2019-02-07,9532451060
2019-02-08,9604671120
2019-02-11,9734786600
2019-02-12,9854158600
2019-02-13,9952640500
2019-02-14,10071415640
2019-02-15,10223018080
2019-02-19,10135279660
2019-02-20,10037991480
2019-02-21,10135876520
2019-02-22,10270766880
2019-02-25,10241520740
2019-02-26,10255248520
2019-02-27,10228986680
2019-02-28,10035604040
2019-03-01,9939509580
2019-03-04,9746126940
2019-03-05,9678084900
2019-03-06,9614220880
2019-03-07,9489477140
2019-03-08,9429791140
2019-03-11,9674503740
2019-03-12,8932009900
2019-03-13,9057350500
2019-03-14,9142701480
2019-03-15,9173141340
2019-03-18,9213130960
2019-03-19,9207162360
2019-03-20,9161204140
2019-03-21,9300869380
2019-03-22,9086596640
2019-03-25,9020942040
2019-03-26,9123601960
2019-03-27,9075853160
2019-03-28,9174335060
2019-03-29,9366523980
2019-04-01,9685132070
2019-04-02,9916058920
2019-04-03,9999432510
2019-04-04,9956846000
2019-04-05,10036620730
2019-04-08,10069610280
2019-04-09,9936452460
2019-04-10,10085805150
2019-04-11,10034221490
2019-04-12,10017426810
2019-04-15,9993434410
2019-04-16,9964043720
2019-04-17,9863875450
2019-04-18,9800895400
2019-04-22,9821888750
2019-04-23,9833884950
2019-04-24,9851879250
2019-04-25,9745113070
2019-04-26,9589162470
2019-04-29,9542977100
2019-04-30,9411018900
2019-05-01,9132707060
2019-05-02,9136305920
2019-05-03,9259266970
2019-05-06,9172894330
2019-05-07,9097318270
2019-05-08,8974357220
2019-05-09,8807010230
2019-05-10,8911377170
2019-05-13,8604274450
2019-05-14,8515502570
2019-05-15,8576683190
2019-05-16,8553890410
2019-05-17,8410535820
2019-05-20,8368549120
2019-05-21,8480113780
2019-05-22,8415934110
2019-05-23,8241389400
2019-05-24,8213798140
2019-05-28,8195803839
2019-05-29,8243188830
2019-05-30,8159215430
2019-05-31,7922290480
2019-06-03,8058447350
2019-06-04,8201202129
2019-06-05,8280377050
2019-06-06,8315166030
2019-06-07,8423131830
2019-06-10,8553890410
2019-06-11,8515502570
2019-06-12,8561687940
2019-06-13,8705042530
2019-06-14,8213198330
2019-06-17,8325962610
2019-06-18,8457920809
2019-06-19,8483712640
2019-06-20,8534696489
2019-06-21,8621069130
2019-06-24,8586879960
2019-06-25,8458520620
2019-06-26,8555090030
2019-06-27,8580282050
2019-06-28,8735033030
2019-07-01,8929117960
2019-07-02,8824225540
2019-07-03,8909827400
2019-07-05,8901387780
2019-07-08,8560788829
2019-07-09,8601178440
2019-07-10,8534264310
2019-07-11,8606001080
2019-07-12,8774793480
2019-07-15,8806140640
2019-07-16,8832665160
2019-07-17,8739226510
2019-07-18,8776601970
2019-07-19,8920075510
2019-07-22,8778410460
2019-07-23,8900182120
2019-07-24,8962273610
2019-07-25,8903196270
2019-07-26,9272128230
2019-07-29,9178086750
2019-07-30,9035216040
2019-07-31,8844721760
2019-08-01,8726567080
2019-08-02,8381748319
2019-08-05,8114694630
2019-08-06,8205721960
2019-08-07,8077922000
2019-08-08,8283487030
2019-08-09,8044163520
2019-08-12,7865725839
2019-08-13,7933845630
2019-08-14,7693919290
2019-08-15,7605906110
2019-08-16,7760833420
2019-08-19,7817499440
2019-08-20,7663174960
2019-08-21,7799414540
2019-08-22,7797606050
2019-08-23,7498602370
2019-08-26,7543814620
2019-08-27,7358745810
2019-08-28,7487751430
2019-08-29,7723457960
2019-08-30,7760230589
2019-09-03,7721046640
2019-09-04,7708387210
2019-09-05,7913349410
2019-09-06,8015227680
2019-09-09,8121928589
2019-09-10,8492669040
2019-09-11,8579476560
2019-09-12,8517385069
2019-09-13,8429371890
2019-09-16,8476392630
2019-09-17,8381145490
2019-09-18,8365471910
2019-09-19,8331110599
2019-09-20,8267210619
2019-09-23,8382953980
2019-09-24,8299763440
2019-09-25,8450470940
2019-09-26,8423946420
2019-09-27,8422137930
2019-09-30,8516332579
2019-10-01,8225217380
2019-10-02,8010519920
2019-10-03,8056613160
2019-10-04,8063891040
2019-10-07,8084511700
2019-10-08,7882550530
2019-10-09,8002635549
2019-10-10,8032960049
2019-10-11,8228249829
2019-10-14,8211874600
2019-10-15,8211874600
2019-10-16,8267065190
2019-10-17,8319223329
2019-10-18,8350760810
2019-10-21,8359858160
2019-10-22,8436275900
2019-10-23,8388969680
2019-10-24,8851115060
2019-10-25,8706163950
2019-10-28,8674626470
2019-10-29,8704950970
2019-10-30,8719506730
2019-10-31,8738307920
2019-11-01,8860818900
2019-11-04,8880833070
2019-11-05,8877800620
2019-11-06,8970593590
2019-11-07,8953005380
2019-11-08,9000918090
2019-11-11,8957250810
2019-11-12,8879620090
2019-11-13,8872342210
2019-11-14,8751953945
2019-11-15,8822003540
2019-11-18,8719506730
2019-11-19,8751044210
2019-11-20,8706770440
2019-11-21,8648547400
2019-11-22,8663103160
2019-11-25,8847476120
2019-11-26,8812906190
2019-11-27,8832313870
2019-11-29,8837165790
2019-12-02,8763174010
2019-12-03,8758928580
2019-12-04,8707983420
2019-12-05,8367136040
2019-12-06,8369562000
2019-12-09,8325894720
2019-12-10,8362284120
2019-12-11,8540592180
2019-12-12,8700705540
2019-12-13,8445373250
2019-12-16,8412016299
2019-12-17,8564851780
2019-12-18,8512087150
2019-12-19,8714654810
2019-12-20,8388969680
2019-12-23,8432636959
2019-12-24,8405344910
2019-12-26,8435062920
2019-12-27,8440521329
2019-12-30,8447799209
2019-12-31,8500355850
2020-01-02,8567920439
2020-01-03,8521660000
2020-01-06,8415139250
2020-01-07,8338444310
2020-01-08,8304966360
2020-01-09,8277575310
2020-01-10,8226445350
2020-01-13,8290357799
2020-01-14,8284270900
2020-01-15,8285488280
2020-01-16,8441312920
2020-01-17,8339053000
2020-01-21,8219749759
2020-01-22,8051751320
2020-01-23,8154011240
2020-01-24,8267227580
2020-01-27,8077316299
2020-01-28,7669494000
2020-01-29,7648798540
2020-01-30,7615929280
2020-01-31,7433322280
2020-02-03,7412018130
2020-02-04,7505147700
2020-02-05,7622624870
2020-02-06,7523408400
2020-02-07,7522191020
2020-02-10,7724884790
2020-02-11,7674972210
2020-02-12,7712710990
2020-02-13,7804623180
2020-02-14,7761406190
2020-02-18,7772971300
2020-02-19,7897752750
2020-02-20,8086446650
2020-02-21,8117489840
2020-02-24,7928795939
2020-02-25,7717580510
2020-02-26,7696885050
2020-02-27,7474713200
2020-02-28,7301236550
2020-03-02,7306714760
2020-03-03,7068716970
2020-03-04,7450365600
2020-03-05,7231237200
2020-03-06,7282367160
2020-03-09,6798458610
2020-03-10,7175237720
2020-03-11,6561678200
2020-03-12,5985248770
2020-03-13,6433853300
2020-03-16,5822728540
2020-03-17,5668729970
2020-03-18,5511687950
2020-03-19,5985248770
2020-03-20,6095421660
2020-03-23,6004726850
2020-03-24,6251854990
2020-03-25,6408897010
2020-03-26,6942109450
2020-03-27,6744285200
2020-03-30,6684024890
2020-03-31,6502084140
2020-04-01,6325247940
2020-04-02,6531963360
2020-04-03,6542939400
2020-04-06,6871610820
2020-04-07,7119791280
2020-04-08,7372240200
2020-04-09,7646031420
2020-04-13,7360044600
2020-04-14,7499074440
2020-04-15,7342970760
2020-04-16,7458524070
2020-04-17,7567979580
2020-04-20,7479561480
2020-04-21,7307603520
2020-04-22,7513099380
2020-04-23,7562491560
2020-04-24,7763718960
2020-04-27,7983239759
2020-04-28,8589361080
2020-04-29,8700950820
2020-04-30,8491796279
2020-05-01,8250323400
2020-05-04,8256421200
2020-05-05,8324716560
2020-05-06,8646680400
2020-05-07,8702170380
2020-05-08,9086941560
2020-05-11,9053403660
2020-05-12,8561920980
2020-05-13,8355815340
2020-05-14,8361303360
2020-05-15,8459477939
2020-05-18,8608264260
2020-05-19,8471673540
2020-05-20,8560091640
2020-05-21,8362522919
2020-05-22,8372889180
2020-05-26,8482649580
2020-05-27,8858274060
2020-05-28,8674120500
2020-05-29,8836931760
2020-06-01,8891811960
2020-06-02,8935716120
2020-06-03,8908276020
2020-06-04,8713146420
2020-06-05,8850346920
2020-06-08,8919861840
2020-06-09,8775953760
2020-06-10,8904007560
2020-06-11,8385084779
2020-06-12,8556432960
2020-06-15,8536920000
2020-06-16,8645460840
2020-06-17,8548505820
2020-06-18,8450331240
2020-06-19,8332643700
2020-06-22,8347888200
2020-06-23,8314960080
2020-06-24,8232639779
2020-06-25,8223493080
2020-06-26,8544237360
2020-06-29,8378986980
2020-06-30,8529062519
2020-07-01,8396369190
2020-07-02,8470359480
2020-07-06,8542515299
2020-07-07,8211699209
2020-07-08,8203749840
2020-07-09,8854986690
2020-07-10,8714955480
2020-07-13,8576758739
2020-07-14,8799952590
2020-07-15,8984622570
2020-07-16,9015808560
2020-07-17,9137495070
2020-07-20,9317273130
2020-07-21,9438959640
2020-07-22,9468311160
2020-07-23,9460361790
2020-07-24,9315438660
2020-07-27,9248174760
2020-07-28,8436727530
2020-07-29,8422663260
2020-07-30,8255115000
2020-07-31,8310149100
2020-08-03,8502768450
2020-08-04,8602441320
2020-08-05,8609167710
2020-08-06,8642799660
2020-08-07,8596326420
2020-08-10,8537623380
2020-08-11,8423274750
2020-08-12,8456295209
2020-08-13,8370686609
2020-08-14,8319321450
2020-08-17,8243496690
2020-08-18,8226374970
2020-08-19,8235547320
2020-08-20,8214756660
2020-08-21,8274682680
2020-08-24,8327882310
2020-08-25,8178678750
2020-08-26,8182347690
2020-08-27,7873545239
2020-08-28,7965880230
2020-08-31,8091847170
2020-09-01,8016633900
2020-09-02,8108968890
2020-09-03,7868653320
2020-09-04,7774483860
2020-09-08,7468738860
2020-09-09,7539671700
2020-09-10,7340325960
2020-09-11,7337268510
2020-09-14,7438164360
2020-09-15,7428992010
2020-09-16,7553735970
2020-09-17,7537225740
2020-09-18,7389245160
2020-09-21,7201517730
2020-09-22,7359282150
2020-09-23,7268781630
2020-09-24,7271227590
2020-09-25,7337268510
2020-09-28,7543952130
2020-09-29,7583087490
2020-09-30,7542988800
2020-10-01,7561420800
2020-10-02,7526400000
2020-10-05,7702732800
2020-10-06,7705804800
2020-10-07,7841587200
2020-10-08,7868006400
2020-10-09,7837286400
2020-10-12,7910400000
2020-10-13,7774003200
2020-10-14,7932518400
2020-10-15,8126668800
2020-10-16,8153087999
2020-10-19,8127283200
2020-10-20,7942348800
2020-10-21,7829299200
2020-10-22,7823155200
2020-10-23,7886438400
2020-10-26,7715020800
2020-10-27,8371814399
2020-10-28,8246476800
2020-10-29,8206540800
2020-10-30,8167833600
2020-11-02,8062771199
2020-11-03,8351539200
2020-11-04,8232960000
2020-11-05,8653824000
2020-11-06,8870092800
2020-11-09,9521356800
2020-11-10,9701990400
2020-11-11,9809510400
2020-11-12,9653452800
2020-11-13,9797222400
2020-11-16,10014105600
2020-11-17,9958809600
2020-11-18,9549619200
2020-11-19,9842688000
2020-11-20,9898598400
2020-11-23,9965568000
2020-11-24,10127769600
2020-11-25,10122240000
2020-11-27,10109952000
2020-11-30,10003046400
2020-12-01,10072473600
2020-12-02,10092134400
2020-12-03,9987072000
2020-12-04,10203340800
2020-12-07,10356940800
2020-12-08,10444800000
2020-12-09,10480435200
2020-12-10,10531430400
2020-12-11,10591641600
2020-12-14,10518528000
2020-12-15,10724352000
2020-12-16,10645094400
2020-12-17,10721280000
2020-12-18,10766131200
2020-12-21,10708377600
2020-12-22,10791321600
2020-12-23,10804838400
2020-12-24,10789478400
2020-12-28,10840473600
2020-12-29,10757529600
2020-12-30,10792550400
2020-12-31,10673751980
2021-01-04,10668291950
2021-01-05,10753225750
2021-01-06,10833912860
2021-01-07,10926126700
2021-01-08,11601957080
2021-01-11,11547963450
2021-01-12,11706910990
2021-01-13,11630470570
2021-01-14,11734817810
2021-01-15,11836131700
2021-01-19,11939265600
2021-01-20,12051499550
2021-01-21,12194067000
2021-01-22,12395481440
2021-01-25,12573235750
2021-01-26,12652709520
2021-01-27,12207413740
2021-01-28,12215300450
2021-01-29,11887698650
2021-02-01,11911965450
2021-02-02,11780924730
2021-02-03,11824604970
2021-02-04,12077586360
2021-02-05,12081226380
2021-02-08,12484661930
2021-02-09,12457361780
2021-02-10,12542902250
2021-02-11,12513782090
2021-02-12,12777683540
2021-02-16,12639969450
2021-02-17,12384561380
2021-02-18,12074553010
2021-02-19,12061206270
2021-02-22,11695990930
2021-02-23,11330775590
2021-02-24,11496396500
2021-02-25,11529156680
2021-02-26,11525516660
2021-03-01,11776678040
2021-03-02,11657770720
2021-03-03,11427842790
2021-03-04,11285882010
2021-03-05,11553423480
2021-03-08,11419956080
2021-03-09,11705090980
2021-03-10,11629863900
2021-03-11,11834918360
2021-03-12,11901652060
2021-03-15,12054532900
2021-03-16,12197707020
2021-03-17,12217120460
2021-03-18,12150993430
2021-03-19,12148566750
2021-03-22,12311760980
2021-03-23,12214693780
2021-03-24,11994472570
2021-03-25,12212267100
2021-03-26,12766763480
2021-03-29,12666056260
2021-03-30,12596289210
2021-03-31,12556003320
2021-04-01,12705866460
2021-04-05,12956842080
2021-04-06,12961055100
2021-04-07,12693227400
2021-04-08,12732348300
2021-04-09,12664338120
2021-04-12,12470539200
2021-04-13,12458502000
2021-04-14,12598133520
2021-04-15,12613180020
2021-04-16,12625217220
2021-04-19,12548179140
2021-04-20,12459103860
2021-04-21,12608967000
2021-04-22,12546373560
2021-04-23,12617393040
2021-04-26,12683296710
2021-04-27,12358593240
2021-04-28,11236726200
2021-04-29,11469044160
2021-04-30,11240337360
2021-05-03,11056168200
2021-05-04,10907508780
2021-05-05,10876212060
2021-05-06,10959268740
2021-05-07,11091076080
2021-05-10,10997185920
2021-05-11,10989963600
2021-05-12,10530142560
2021-05-13,10792553520
2021-05-14,10909916220
2021-05-17,10872600900
2021-05-18,10871999040
2021-05-19,10867184160
2021-05-20,11138021160
2021-05-21,11068205400
2021-05-24,11165706720
2021-05-25,11138021160
2021-05-26,11138623020
2021-05-27,11266819200
2021-05-28,11160289980
2021-06-01,10785331200
2021-06-02,10931583180
2021-06-03,11077835160
2021-06-04,11360709360
2021-06-07,11273439660
2021-06-08,11352283320
2021-06-09,11299319640
2021-06-10,11693537940
2021-06-11,11600249640
2021-06-14,11539461780
2021-06-15,11398626540
2021-06-16,11323394040
2021-06-17,11308347540
2021-06-18,11044732860
2021-06-21,11163299280
2021-06-22,11144039760
2021-06-23,11089270500
2021-06-24,11283069420
2021-06-25,11420895360
2021-06-28,11468442300
2021-06-29,11462423700
2021-06-30,11297783160
2021-07-01,11417019380
2021-07-02,11378282740
2021-07-06,11470887520
2021-07-07,11312914660
2021-07-08,11263283340
2021-07-09,11551992360
2021-07-12,11259046520
2021-07-13,11220915140
2021-07-14,11384335340
2021-07-15,11197310000
2021-07-16,11235441380
2021-07-19,11073231700
2021-07-20,11298993680
2021-07-21,11317756740
2021-07-22,11497518960
2021-07-23,11631886680
2021-07-26,11658518120
2021-07-27,12381803820
2021-07-28,12285567480
2021-07-29,12461698140
2021-07-30,12499224260
2021-08-02,12505882120
2021-08-03,12889011700
2021-08-04,12836354080
2021-08-05,12793985880
2021-08-06,12797617440
2021-08-09,12715302080
2021-08-10,12621486780
2021-08-11,12563381820
2021-08-12,12515566280
2021-08-13,12369698620
2021-08-16,12329751460
2021-08-17,12227462520
2021-08-18,11991411120
2021-08-19,11981121700
2021-08-20,12096726360
2021-08-23,12291620080
2021-08-24,12444750860
2021-08-25,12461698140
2021-08-26,12367277580
2021-08-27,12442329820
2021-08-30,12459882360
2021-08-31,12321277820
2021-09-01,12258330780
2021-09-02,12309172620
2021-09-03,12323698860
2021-09-07,12250462400
2021-09-08,12246225580
2021-09-09,12299488460
2021-09-10,12284356960
2021-09-13,12236541420
2021-09-14,12229278300
2021-09-15,12608171060
2021-09-16,12614223660
2021-09-17,12382409080
2021-09-20,12212936280
2021-09-21,11933911420
2021-09-22,12019858340
2021-09-23,12272857020
2021-09-24,12356382900
2021-09-27,12408435260
2021-09-28,12211120500
2021-09-29,12253488700
2021-09-30,12087811800
2021-10-01,12246525900
2021-10-04,11963151300
2021-10-05,12118216800
2021-10-06,12016664100
2021-10-07,12312808800
2021-10-08,12208823700
2021-10-11,12301863000
2021-10-12,12021528900
2021-10-13,12087203700
2021-10-14,12385780800
2021-10-15,12425307300
2021-10-18,12280579500
2021-10-19,12320106000
2021-10-20,12618075000
2021-10-21,12750032700
2021-10-22,12663682500
2021-10-25,12665506800
2021-10-26,12399159000
2021-10-27,13136176200
2021-10-28,12983543100
2021-10-29,12840031500
2021-11-01,13081447200
2021-11-02,13537522200
2021-11-03,13498603800
2021-11-04,13538130300
2021-11-05,13480360800
2021-11-08,13570359600
2021-11-09,13716303600
2021-11-10,13710222600
2021-11-11,13708398300
2021-11-12,13952854500
2021-11-15,14045285700
2021-11-16,14287917600
2021-11-17,14396767500
2021-11-18,14488590600
2021-11-19,14104271400
2021-11-22,13906030800
2021-11-23,14044069500
2021-11-24,14112176700
2021-11-26,13758262500
2021-11-29,14051366700
2021-11-30,13839139800
2021-12-01,13614142800
2021-12-02,13832450700
2021-12-03,13601980800
2021-12-06,13657317900
2021-12-07,14120082000
2021-12-08,13962584100
2021-12-09,13801437600
2021-12-10,13953462600
2021-12-13,13988124300
2021-12-14,13944949200
2021-12-15,14344470900
2021-12-16,14225283300
2021-12-17,14168730000
2021-12-20,14003326800
2021-12-21,14178459600
2021-12-22,14041637100
2021-12-23,14280620400
2021-12-27,14796289200
2021-12-28,15002435100
2021-12-29,15067501800
2021-12-30,14922774000
2021-12-31,14822818830
2022-01-03,14704095750
2022-01-04,14531462700
2022-01-05,14071713630
2022-01-06,14277056100
2022-01-07,14049907350
2022-01-10,14376395820
2022-01-11,14698644180
2022-01-12,14517530910
2022-01-13,14318245740
2022-01-14,14303102490
2022-01-18,13538065500
2022-01-19,13495664400
2022-01-20,13737350670
2022-01-21,13402381980
2022-01-24,13730081910
2022-01-25,13395113220
2022-01-26,12265426770
2022-01-27,12242409030
2022-01-28,12084919230
2022-01-31,12576166260
2022-02-01,12475615080
2022-02-02,12670660140
2022-02-03,12371429520
2022-02-04,12306010680
2022-02-07,12298741920
2022-02-08,12301164840
2022-02-09,12432608250
2022-02-10,12158818290
2022-02-11,11861404860
2022-02-14,11739047400
2022-02-15,12214545450
2022-02-16,12361132110
2022-02-17,12153972450
2022-02-18,12216968370
2022-02-22,11950447170
2022-02-23,11786294340
2022-02-24,12019500390
2022-02-25,12256340820
2022-02-28,12166087050
2022-03-01,11901988770
2022-03-02,12274512720
2022-03-03,12213333990
2022-03-04,12222419940
2022-03-07,11889874170
2022-03-08,11786900070
2022-03-09,12090370800
2022-03-10,11906834610
2022-03-11,11777208390
2022-03-14,11459805870
2022-03-15,11765093790
2022-03-16,11948629980
2022-03-17,12141857850
2022-03-18,12355074810
2022-03-21,12485912490
2022-03-22,12689437770
2022-03-23,12401716020
2022-03-24,12639162180
2022-03-25,12711849780
2022-03-28,12851773410
2022-03-29,13055904420
2022-03-30,12888722940
2022-03-31,12529686750
2022-04-01,12542879050
2022-04-04,12712580000
2022-04-05,12802527500
2022-04-06,12683796800
2022-04-07,12827712800
2022-04-08,12605242650
2022-04-11,12442137850
2022-04-12,12357587200
2022-04-13,12539281150
2022-04-14,11964816450
2022-04-18,11832893450
2022-04-19,12140513900
2022-04-20,12267040050
2022-04-21,12186087300
2022-04-22,12020583900
2022-04-25,12172895000
2022-04-26,11627813150
2022-04-27,10134684650
2022-04-28,10548443150
2022-04-29,10038740650
2022-05-02,10328371600
2022-05-03,10387137300
2022-05-04,10668972800
2022-05-05,10231827950
2022-05-06,10224032500
2022-05-09,9980574600
2022-05-10,10231827950
2022-05-11,9835459300
2022-05-12,9781490800
2022-05-13,10108300050
2022-05-16,10020751150
2022-05-17,10138882200
2022-05-18,9672354500
2022-05-19,9313164150
2022-05-20,9371330200
2022-05-23,9497856350
2022-05-24,9450484000
2022-05-25,9431894850
2022-05-26,9734118450
2022-05-27,10031544850
2022-05-31,9776693600
2022-06-01,9707733850
2022-06-02,10090310550
2022-06-03,9984772150
2022-06-06,9983572850
2022-06-07,9958387550
2022-06-08,9961985450
2022-06-09,9713730350
2022-06-10,9393517250
2022-06-13,9017536700
2022-06-14,9042122350
2022-06-15,9190835550
2022-06-16,8943180100
2022-06-17,9033127600
2022-06-21,9164450950
2022-06-22,9138066350
2022-06-23,9205227150
2022-06-24,9502653550
2022-06-27,9428296950
2022-06-28,9185438700
2022-06-29,9159653750
2022-06-30,9144293040
2022-07-01,9162218340
2022-07-05,9281122830
2022-07-06,9284707890
2022-07-07,9480691170
2022-07-08,9432292860
2022-07-11,9119197620
2022-07-12,8961454980
2022-07-13,8926201890
2022-07-14,8654932350
2022-07-15,8862865830
2022-07-18,8800127280
2022-07-19,9063031680
2022-07-20,9082152000
2022-07-21,9370749330
2022-07-22,9196276410
2022-07-25,9226151910
2022-07-26,9518931810
2022-07-27,9840989700
2022-07-28,9906118290
2022-07-29,9999927360
2022-08-01,9891778050
2022-08-02,9882815400
2022-08-03,10255661640
2022-08-04,10292109750
2022-08-05,10299877380
2022-08-08,10208458350
2022-08-09,10002914910
2022-08-10,10176790320
2022-08-11,10172010240
2022-08-12,10316010150
2022-08-15,10352458260
2022-08-16,10333935450
2022-08-17,10172607750
2022-08-18,10378748700
2022-08-19,10249686540
2022-08-22,9922848570
2022-08-23,9906118290
2022-08-24,9848159820
2022-08-25,10004109930
2022-08-26,9570317670
2022-08-29,9602583210
2022-08-30,9491446350
2022-08-31,9384492060
2022-09-01,9279330300
2022-09-02,9327728610
2022-09-06,9262002510
2022-09-07,9383297040
2022-09-08,9428110290
2022-09-09,9572110200
2022-09-12,9743595570
2022-09-13,9324741060
2022-09-14,9167595930
2022-09-15,9000293130
2022-09-16,8895728880
2022-09-19,8874816030
2022-09-20,8773239330
2022-09-21,8738583750
2022-09-22,8703330660
2022-09-23,8610716610
2022-09-26,8598766410
2022-09-27,8733803670
2022-09-28,8895728880
2022-09-29,8772044310
2022-09-30,8697694080
2022-10-03,9060072960
2022-10-04,9340120320
2022-10-05,9391802880
2022-10-06,9149015040
2022-10-07,8664040320
2022-10-10,8626179840
2022-10-11,8355747839
2022-10-12,8364762240
2022-10-13,8497574400
2022-10-14,8439882240
2022-10-17,8571492480
2022-10-18,8679064320
2022-10-19,8557670400
2022-10-20,8591324160
2022-10-21,8871371520
2022-10-24,8929063680
2022-10-25,9222933120
2022-10-26,8557069439
2022-10-27,8390002560
2022-10-28,8729544960
2022-10-31,8588319360
2022-11-01,8686275840
2022-11-02,8378584319
2022-11-03,8129185920
2022-11-04,8281829760
2022-11-07,8246373120
2022-11-08,8215123199
2022-11-09,8067888000
2022-11-10,8698295040
2022-11-11,9008991360
2022-11-14,9008991360
2022-11-15,9118366080
2022-11-16,8911034880
2022-11-17,8852741760
2022-11-18,8976539520
2022-11-21,9182067840
2022-11-22,9441682560
2022-11-23,9358750080
2022-11-25,9331105920
2022-11-28,9099135360
2022-11-29,9003582720
2022-11-30,9291442560
2022-12-01,9316682880
2022-12-02,9251178240
2022-12-05,9064880640
2022-12-06,8969928960
2022-12-07,8920049280
2022-12-08,9132789120
2022-12-09,8983751040
2022-12-12,9245168640
2022-12-13,9289038720
2022-12-14,9138798720
2022-12-15,8792645760
2022-12-16,8664040320
2022-12-19,8516805120
2022-12-20,8591925120
2022-12-21,8540242560
2022-12-22,8414641920
2022-12-23,8474136959
2022-12-27,8484954240
2022-12-28,8343728640
2022-12-29,8602742400
2022-12-30,8624376960
2023-01-03,8738800500
2023-01-04,8764742400
2023-01-05,8449216500
2023-01-06,8545141199
2023-01-09,8651322000
2023-01-10,8683900200
2023-01-11,8901088200
2023-01-12,8885402400
2023-01-13,8842568100
2023-01-17,8874543000
2023-01-18,8669421000
2023-01-19,8503513499
2023-01-20,8726734500
2023-01-23,8914964100
2023-01-24,8836535100
2023-01-25,8777411700
2023-01-26,8917377300
2023-01-27,8914964100
2023-01-30,8789477700
2023-01-31,8908327800
2023-02-01,9070615500
2023-02-02,9453107700
2023-02-03,9194292000
2023-02-06,8863683600
2023-02-07,8959005000
2023-02-08,8765949000
2023-02-09,8778015000
2023-02-10,8747246700
2023-02-13,8866096800
2023-02-14,8882385900
2023-02-15,8901691500
2023-02-16,8856444000
2023-02-17,8861270400
2023-02-21,8625983400
2023-02-22,8620553700
2023-02-23,8667611100
2023-02-24,8485414500
2023-02-27,8487827700
2023-02-28,8625983400
2023-03-01,8689933200
2023-03-02,8701395900
2023-03-03,8784048000
2023-03-06,8758106100
2023-03-07,8726734500
2023-03-08,8741817000
2023-03-09,8522819100
2023-03-10,8355705000
2023-03-13,8255557200
2023-03-14,8367770999
2023-03-15,8358118199
2023-03-16,8501703599
2023-03-17,8490240899
2023-03-20,8604264600
2023-03-21,8737593900
2023-03-22,8486621099
2023-03-23,8464299000
2023-03-24,8513769600
2023-03-27,8406985500
2023-03-28,8437150500
2023-03-29,8563843499
2023-03-30,8642875800
2023-03-31,8738049130
2023-04-03,8676872590
2023-04-04,8759041080
2023-04-05,8828614400
2023-04-06,8799225670
2023-04-10,8792628200
2023-04-11,8741647750
2023-04-12,8651682250
2023-04-13,8841209570
2023-04-14,8723654650
2023-04-17,8713458560
2023-04-18,8570113529
2023-04-19,8219847850
2023-04-20,8046514320
2023-04-21,8038117540
2023-04-24,8014726510
2023-04-25,7814403329
2023-04-26,7837194589
2023-04-27,7920562620
2023-04-28,8058509720
2023-05-01,8052512019
2023-05-02,7904368829
2023-05-03,7864184240
2023-05-04,7864784010
2023-05-05,7990135940
2023-05-08,8099294079
2023-05-09,8082500519
2023-05-10,8112489019
2023-05-11,8084899600
2023-05-12,8256433820
2023-05-15,8393181380
2023-05-16,8258832899
2023-05-17,8347598860
2023-05-18,8515534459
2023-05-19,8548521810
2023-05-22,8681670750
2023-05-23,8652881790
2023-05-24,8555719050
2023-05-25,8693666150
2023-05-26,8888591400
2023-05-30,8854404510
2023-05-31,8851405660
2023-06-01,8771636250
2023-06-02,8801624750
2023-06-05,8694265920
2023-06-06,8708660400
2023-06-07,8731451660
2023-06-08,8764439010
2023-06-09,8803424060
2023-06-12,8915581050
2023-06-13,9018741490
2023-06-14,8979756440
2023-06-15,9087115270
2023-06-16,9115304460
2023-06-20,8944969780
2023-06-21,8736249820
2023-06-22,8688268220
2023-06-23,8663677650
2023-06-26,8659479260
2023-06-27,8777633950
2023-06-28,8685869140
2023-06-29,8742847290
2023-06-30,8665173700
2023-07-03,8656879400
