,NAVI
2015-07-27,5821312500
2015-07-28,5862046875
2015-07-29,5839828125
2015-07-30,5750953125
2015-07-31,5813906250
2015-08-03,5799093750
2015-08-04,5769468750
2015-08-05,5780578125
2015-08-06,5691703125
2015-08-07,5780578125
2015-08-10,5891671875
2015-08-11,5699109375
2015-08-12,5669484375
2015-08-13,5476921875
2015-08-14,5465812500
2015-08-17,5491734375
2015-08-18,5469515625
2015-08-19,5413968750
2015-08-20,5206593750
2015-08-21,5143640625
2015-08-24,4836281250
2015-08-25,4458562500
2015-08-26,4636312500
2015-08-27,4814062500
2015-08-28,4832578125
2015-08-31,4736296875
2015-09-01,4573359375
2015-09-02,4503000000
2015-09-03,4499296875
2015-09-04,4421531250
2015-09-08,4554843750
2015-09-09,4551140625
2015-09-10,4680750000
2015-09-11,4610390625
2015-09-14,4606687500
2015-09-15,4580765625
2015-09-16,4684453125
2015-09-17,4647421875
2015-09-18,4688156250
2015-09-21,4684453125
2015-09-22,4591875000
2015-09-23,4617796875
2015-09-24,4628906250
2015-09-25,4606687500
2015-09-28,4503000000
2015-09-29,4306734375
2015-09-30,4018300000
2015-10-01,3918200000
2015-10-02,3946799999
2015-10-05,4104100000
2015-10-06,4157725000
2015-10-07,4282850000
2015-10-08,4325750000
2015-10-09,4275700000
2015-10-12,4247100000
2015-10-13,4243524999
2015-10-14,4207775000
2015-10-15,4300725000
2015-10-16,4382950000
2015-10-19,4386525000
2015-10-20,4525950000
2015-10-21,4608175000
2015-10-22,4633200000
2015-10-23,4844125000
2015-10-26,4826250000
2015-10-27,4794075000
2015-10-28,4933500000
2015-10-29,4733300000
2015-10-30,4715425000
2015-11-02,4819100000
2015-11-03,4790500000
2015-11-04,4794075000
2015-11-05,4729725000
2015-11-06,4740450000
2015-11-09,4629625000
2015-11-10,4547400000
2015-11-11,4472325000
2015-11-12,4375800000
2015-11-13,4297150000
2015-11-16,4282850000
2015-11-17,4250675000
2015-11-18,4304300000
2015-11-19,4182749999
2015-11-20,4236375000
2015-11-23,4254250000
2015-11-24,4243524999
2015-11-25,4193475000
2015-11-27,4207775000
2015-11-30,4257825000
2015-12-01,4379375000
2015-12-02,4282850000
2015-12-03,4197050000
2015-12-04,4304300000
2015-12-07,4261400000
2015-12-08,4189900000
2015-12-09,4197050000
2015-12-10,4425850000
2015-12-11,4415125000
2015-12-14,4347200000
2015-12-15,4418700000
2015-12-16,4565275000
2015-12-17,4461600000
2015-12-18,4261400000
2015-12-21,4218500000
2015-12-22,4182749999
2015-12-23,4343625000
2015-12-24,4508075000
2015-12-28,4096950000
2015-12-29,4107675000
2015-12-30,4050475000
2015-12-31,3910283019
2016-01-04,3927358491
2016-01-05,3872716981
2016-01-06,3732698113
2016-01-07,3507301887
2016-01-08,3476566038
2016-01-11,3415094340
2016-01-12,3418509434
2016-01-13,3217018868
2016-01-14,3210188679
2016-01-15,3073584906
2016-01-19,2991622641
2016-01-20,3063339622
2016-01-21,3128226415
2016-01-22,3155547170
2016-01-25,3029188679
2016-01-26,3227264151
2016-01-27,3234094339
2016-01-28,3083830189
2016-01-29,3264830189
2016-02-01,3179452830
2016-02-02,2991622641
2016-02-03,3135056604
2016-02-04,3258000000
2016-02-05,3247754717
2016-02-08,3053094339
2016-02-09,2902830189
2016-02-10,2919905660
2016-02-11,2872094339
2016-02-12,3117981132
2016-02-16,3298981132
2016-02-17,3384358490
2016-02-18,3459490566
2016-02-19,3387773585
2016-02-22,3538037736
2016-02-23,3497056604
2016-02-24,3514132075
2016-02-25,3640490566
2016-02-26,3616584906
2016-02-29,3698547170
2016-03-01,3736113207
2016-03-02,3719037736
2016-03-03,3848811321
2016-03-04,3893207547
2016-03-07,3889792453
2016-03-08,3790754717
2016-03-09,3824905660
2016-03-10,3982000000
2016-03-11,4087867924
2016-03-14,3999075472
2016-03-15,3941018868
2016-03-16,3988830189
2016-03-17,4077622641
2016-03-18,4241547170
2016-03-21,4241547170
2016-03-22,4224471698
2016-03-23,4060547170
2016-03-24,4084452830
2016-03-28,4033226415
2016-03-29,4067377358
2016-03-30,4087867924
2016-03-31,3836538467
2016-04-01,3733974364
2016-04-04,3743589749
2016-04-05,3666666672
2016-04-06,3721153851
2016-04-07,3717948723
2016-04-08,3788461544
2016-04-11,3894230775
2016-04-12,3980769236
2016-04-13,4070512826
2016-04-14,4064102570
2016-04-15,4073717954
2016-04-18,4099358980
2016-04-19,4150641031
2016-04-20,4246794878
2016-04-21,4253205134
2016-04-22,4384615391
2016-04-25,4310897442
2016-04-26,4378205134
2016-04-27,4474358981
2016-04-28,4320512827
2016-04-29,4381410263
2016-05-02,4375000006
2016-05-03,4214743596
2016-05-04,4153846160
2016-05-05,4195512826
2016-05-06,4205128211
2016-05-09,4221153852
2016-05-10,4243589750
2016-05-11,4086538467
2016-05-12,4003205134
2016-05-13,3945512826
2016-05-16,4006410262
2016-05-17,4035256416
2016-05-18,4086538467
2016-05-19,3980769236
2016-05-20,4067307698
2016-05-23,4076923083
2016-05-24,4160256416
2016-05-25,4272435903
2016-05-26,4278846160
2016-05-27,4320512827
2016-05-31,4394230775
2016-06-01,4355769237
2016-06-02,4368589750
2016-06-03,4250000006
2016-06-06,4352564109
2016-06-07,4301282057
2016-06-08,4307692314
2016-06-09,4233974365
2016-06-10,4150641031
2016-06-13,4086538467
2016-06-14,3894230775
2016-06-15,3916666672
2016-06-16,3865384621
2016-06-17,3884615390
2016-06-20,3929487185
2016-06-21,3923076929
2016-06-22,3868589749
2016-06-23,3958333339
2016-06-24,3740384621
2016-06-27,3528846159
2016-06-28,3660256415
2016-06-29,3750000005
2016-06-30,3714189191
2016-07-01,3822972975
2016-07-05,3664459461
2016-07-06,3670675677
2016-07-07,3776351353
2016-07-08,3944189191
2016-07-11,4074729732
2016-07-12,4239459462
2016-07-13,4233243245
2016-07-14,4270540543
2016-07-15,4307837840
2016-07-18,4314054056
2016-07-19,4279864867
2016-07-20,4466351354
2016-07-21,4441486489
2016-07-22,4475675678
2016-07-25,4404189191
2016-07-26,4419729732
2016-07-27,4385540543
2016-07-28,4379324326
2016-07-29,4413513516
2016-08-01,4348243245
2016-08-02,4208378380
2016-08-03,4298513516
2016-08-04,4425945948
2016-08-05,4516081083
2016-08-08,4463243245
2016-08-09,4416621624
2016-08-10,4230135137
2016-08-11,4239459462
2016-08-12,4192837840
2016-08-15,4295405408
2016-08-16,4323378381
2016-08-17,4519189191
2016-08-18,4525405408
2016-08-19,4397972975
2016-08-22,4466351354
2016-08-23,4509864867
2016-08-24,4460135137
2016-08-25,4460135137
2016-08-26,4429054056
2016-08-29,4404189191
2016-08-30,4478783786
2016-08-31,4469459462
2016-09-01,4469459462
2016-09-02,4500540543
2016-09-06,4469459462
2016-09-07,4568918921
2016-09-08,4562702705
2016-09-09,4422837840
2016-09-12,4475675678
2016-09-13,4289189191
2016-09-14,4214594597
2016-09-15,4298513516
2016-09-16,4220810813
2016-09-19,4279864867
2016-09-20,4286081083
2016-09-21,4127567570
2016-09-22,4264324326
2016-09-23,4314054056
2016-09-26,4314054056
2016-09-27,4503648651
2016-09-28,4525405408
2016-09-29,4447702705
2016-09-30,4281938770
2016-10-03,4240510199
2016-10-04,4332244892
2016-10-05,4373673464
2016-10-06,4352959178
2016-10-07,4308571423
2016-10-10,4252346933
2016-10-11,4175408158
2016-10-12,4175408158
2016-10-13,4113265301
2016-10-14,4116224484
2016-10-17,4015612240
2016-10-18,4027448974
2016-10-19,3980102036
2016-10-20,3909081628
2016-10-21,3855816322
2016-10-24,3903163260
2016-10-25,3891326526
2016-10-26,3888367342
2016-10-27,3796632648
2016-10-28,3817346934
2016-10-31,3781836730
2016-11-01,3855816322
2016-11-02,3926836730
2016-11-03,3914999995
2016-11-04,3941632648
2016-11-07,4012653056
2016-11-08,3983061219
2016-11-09,4666632647
2016-11-10,4983265300
2016-11-11,5045408157
2016-11-14,5205204075
2016-11-15,5154897953
2016-11-16,5234795912
2016-11-17,5234795912
2016-11-18,5214081626
2016-11-21,5243673463
2016-11-22,5160816320
2016-11-23,5282142850
2016-11-25,5222959177
2016-11-28,5175612238
2016-11-29,5086836728
2016-11-30,5098673463
2016-12-01,5009897953
2016-12-02,4929999994
2016-12-05,5030612239
2016-12-06,5039489790
2016-12-07,5113469381
2016-12-08,5057244892
2016-12-09,5122346932
2016-12-12,4941836728
2016-12-13,4841224484
2016-12-14,4844183667
2016-12-15,4971428565
2016-12-16,4844183667
2016-12-19,4938877545
2016-12-20,4950714279
2016-12-21,4938877545
2016-12-22,4921122443
2016-12-23,4929999994
2016-12-27,4935918361
2016-12-28,4867857137
2016-12-29,4847142851
2016-12-30,4861938769
2017-01-03,4717935488
2017-01-04,4777548391
2017-01-05,4689548391
2017-01-06,4771870972
2017-01-09,4683870972
2017-01-10,4774709681
2017-01-11,4783225810
2017-01-12,4698064520
2017-01-13,4783225810
2017-01-17,4476645165
2017-01-18,4556129036
2017-01-19,4502193552
2017-01-20,4530580649
2017-01-23,4516387100
2017-01-24,4601548391
2017-01-25,4462451616
2017-01-26,4340387100
2017-01-27,4317677423
2017-01-30,4289290326
2017-01-31,4269419358
2017-02-01,4258064520
2017-02-02,4289290326
2017-02-03,4397161294
2017-02-06,4394322584
2017-02-07,4351741939
2017-02-08,4340387100
2017-02-09,4368774197
2017-02-10,4422709681
2017-02-13,4445419358
2017-02-14,4482322584
2017-02-15,4453935487
2017-02-16,4397161294
2017-02-17,4385806455
2017-02-21,4388645165
2017-02-22,4402838713
2017-02-23,4391483874
2017-02-24,4365935487
2017-02-27,4419870971
2017-02-28,4374451616
2017-03-01,4354580649
2017-03-02,4238193552
2017-03-03,4232516132
2017-03-06,4144516132
2017-03-07,4127483874
2017-03-08,4118967745
2017-03-09,4104774197
2017-03-10,4121806455
2017-03-13,4118967745
2017-03-14,4104774197
2017-03-15,4161548390
2017-03-16,4155870971
2017-03-17,4255225810
2017-03-20,4175741939
2017-03-21,3991225810
2017-03-22,3951483874
2017-03-23,3982709681
2017-03-24,3971354842
2017-03-27,3974193552
2017-03-28,4116129036
2017-03-29,4121806455
2017-03-30,4221161294
2017-03-31,4132800000
2017-04-03,4130000000
2017-04-04,4124400000
2017-04-05,4040400000
2017-04-06,4093600000
2017-04-07,4110400000
2017-04-10,4096400000
2017-04-11,4169200000
2017-04-12,4107600000
2017-04-13,4110400000
2017-04-17,4180400000
2017-04-18,4214000000
2017-04-19,4230800000
2017-04-20,4482800000
2017-04-21,4418400000
2017-04-24,4412800000
2017-04-25,4443600000
2017-04-26,4440800000
2017-04-27,4351200000
2017-04-28,4256000000
2017-05-01,4326000000
2017-05-02,4314800000
2017-05-03,4326000000
2017-05-04,4244800000
2017-05-05,4194400000
2017-05-08,4127200000
2017-05-09,4088000000
2017-05-10,4051600000
2017-05-11,4018000000
2017-05-12,3920000000
2017-05-15,4032000000
2017-05-16,4037600000
2017-05-17,3819200000
2017-05-18,3838800000
2017-05-19,3903200000
2017-05-22,3939600000
2017-05-23,3987200000
2017-05-24,4034800000
2017-05-25,4029200000
2017-05-26,4054400000
2017-05-30,4110400000
2017-05-31,4040400000
2017-06-01,4096400000
2017-06-02,3981600000
2017-06-05,3995600000
2017-06-06,4040400000
2017-06-07,4096400000
2017-06-08,4174800000
2017-06-09,4272800000
2017-06-12,4334400000
2017-06-13,4359600000
2017-06-14,4382000000
2017-06-15,4438000000
2017-06-16,4348400000
2017-06-19,4600400000
2017-06-20,4603200000
2017-06-21,4474400000
2017-06-22,4443600000
2017-06-23,4468800000
2017-06-26,4561200000
2017-06-27,4617200000
2017-06-28,4662000000
2017-06-29,4659200000
2017-06-30,4508307696
2017-07-03,4551630773
2017-07-05,4516430773
2017-07-06,4345846157
2017-07-07,4381046157
2017-07-10,4437907696
2017-07-11,4418953849
2017-07-12,4486646157
2017-07-13,4502892311
2017-07-14,4486646157
2017-07-17,4464984619
2017-07-18,4440615388
2017-07-19,4140061541
2017-07-20,4042584618
2017-07-21,4048000003
2017-07-24,4023630772
2017-07-25,4061538465
2017-07-26,3966769234
2017-07-27,3950523080
2017-07-28,3974892311
2017-07-31,3993846157
2017-08-01,4020923080
2017-08-02,3877415387
2017-08-03,3850338464
2017-08-04,3863876926
2017-08-07,3939692311
2017-08-08,3920738464
2017-08-09,3831384618
2017-08-10,3709538464
2017-08-11,3704123080
2017-08-14,3771815387
2017-08-15,3739323080
2017-08-16,3790769234
2017-08-17,3693292310
2017-08-18,3682461541
2017-08-21,3658092310
2017-08-22,3698707695
2017-08-23,3690584618
2017-08-24,3687876926
2017-08-25,3690584618
2017-08-28,3682461541
2017-08-29,3660800003
2017-08-30,3595815387
2017-08-31,3574153849
2017-09-01,3723076926
2017-09-05,3747446157
2017-09-06,3736615387
2017-09-07,3557907695
2017-09-08,3658092310
2017-09-11,3825969234
2017-09-12,3904492311
2017-09-13,3909907695
2017-09-14,3731200003
2017-09-15,3774523080
2017-09-18,3779938464
2017-09-19,3809723080
2017-09-20,3807015387
2017-09-21,3798892310
2017-09-22,4001969234
2017-09-25,4012800003
2017-09-26,4110276926
2017-09-27,4205046157
2017-09-28,4039876926
2017-09-29,4066953849
2017-10-02,3911250000
2017-10-03,3927000000
2017-10-04,3858750000
2017-10-05,3310125000
2017-10-06,3307500000
2017-10-09,3207750000
2017-10-10,3273375000
2017-10-11,3094875000
2017-10-12,3097500000
2017-10-13,3050250000
2017-10-16,3079125000
2017-10-17,3202500000
2017-10-18,3144750000
2017-10-19,3231375000
2017-10-20,3244500000
2017-10-23,3197250000
2017-10-24,3176250000
2017-10-25,3094875000
2017-10-26,3136875000
2017-10-27,3110625000
2017-10-30,3105375000
2017-10-31,3270750000
2017-11-01,3176250000
2017-11-02,3244500000
2017-11-03,3207750000
2017-11-06,3249750000
2017-11-07,3173625000
2017-11-08,3163125000
2017-11-09,3186750000
2017-11-10,3205125000
2017-11-13,3171000000
2017-11-14,3241875000
2017-11-15,3310125000
2017-11-16,3349500000
2017-11-17,3278625000
2017-11-20,3365250000
2017-11-21,3304875000
2017-11-22,3268125000
2017-11-24,3239250000
2017-11-27,3144750000
2017-11-28,3270750000
2017-11-29,3367875000
2017-11-30,3310125000
2017-12-01,3415125000
2017-12-04,3483375000
2017-12-05,3446625000
2017-12-06,3388875000
2017-12-07,3341625000
2017-12-08,3349500000
2017-12-11,3349500000
2017-12-12,3402000000
2017-12-13,3396750000
2017-12-14,3312750000
2017-12-15,3465000000
2017-12-18,3483375000
2017-12-19,3446625000
2017-12-20,3436125000
2017-12-21,3444000000
2017-12-22,3504375000
2017-12-26,3533250000
2017-12-27,3467625000
2017-12-28,3509625000
2017-12-29,3496500000
2018-01-02,3577875000
2018-01-03,3617250000
2018-01-04,3659250000
2018-01-05,3677625000
2018-01-08,3593625000
2018-01-09,3549000000
2018-01-10,3591000000
2018-01-11,3667125000
2018-01-12,3643500000
2018-01-16,3609375000
2018-01-17,3598875000
2018-01-18,3504375000
2018-01-19,3570000000
2018-01-22,3549000000
2018-01-23,3528000000
2018-01-24,3808875000
2018-01-25,3848250000
2018-01-26,3816750000
2018-01-29,3777375000
2018-01-30,3735375000
2018-01-31,3740625000
2018-02-01,3814125000
2018-02-02,3730125000
2018-02-05,3577875000
2018-02-06,3612000000
2018-02-07,3685500000
2018-02-08,3512250000
2018-02-09,3533250000
2018-02-12,3559500000
2018-02-13,3570000000
2018-02-14,3675000000
2018-02-15,3622500000
2018-02-16,3672375000
2018-02-20,3580500000
2018-02-21,3525375000
2018-02-22,3430875000
2018-02-23,3472875000
2018-02-26,3478125000
2018-02-27,3430875000
2018-02-28,3402000000
2018-03-01,3399375000
2018-03-02,3454500000
2018-03-05,3525375000
2018-03-06,3538500000
2018-03-07,3551625000
2018-03-08,3562125000
2018-03-09,3638250000
2018-03-12,3533250000
2018-03-13,3535875000
2018-03-14,3475500000
2018-03-15,3467625000
2018-03-16,3546375000
2018-03-19,3535875000
2018-03-20,3493875000
2018-03-21,3525375000
2018-03-22,3444000000
2018-03-23,3315375000
2018-03-26,3428250000
2018-03-27,3346875000
2018-03-28,3462375000
2018-03-29,3444000000
2018-04-02,3362850000
2018-04-03,3333700000
2018-04-04,3402600000
2018-04-05,3619900000
2018-04-06,3561600000
2018-04-09,3540400000
2018-04-10,3548350000
2018-04-11,3521850000
2018-04-12,3545700000
2018-04-13,3516550000
2018-04-16,3548350000
2018-04-17,3511250000
2018-04-18,3511250000
2018-04-19,3505950000
2018-04-20,3519200000
2018-04-23,3556300000
2018-04-24,3577500000
2018-04-25,3513900000
2018-04-26,3561600000
2018-04-27,3540400000
2018-04-30,3513900000
2018-05-01,3484750000
2018-05-02,3511250000
2018-05-03,3521850000
2018-05-04,3572200000
2018-05-07,3511250000
2018-05-08,3442350000
2018-05-09,3532450000
2018-05-10,3596050000
2018-05-11,3569550000
2018-05-14,3617250000
2018-05-15,3704700000
2018-05-16,3747100000
2018-05-17,3744450000
2018-05-18,3728550000
2018-05-21,3781550000
2018-05-22,3818650000
2018-05-23,3813350000
2018-05-24,3866350000
2018-05-25,3850450000
2018-05-29,3688800000
2018-05-30,3755050000
2018-05-31,3659650000
2018-06-01,3789500000
2018-06-04,3808050000
2018-06-05,3919350000
2018-06-06,3948500000
2018-06-07,3943200000
2018-06-08,3922000000
2018-06-11,3863700000
2018-06-12,3765650000
2018-06-13,3638450000
2018-06-14,3574850000
2018-06-15,3474150000
2018-06-18,3529800000
2018-06-19,3537750000
2018-06-20,3505950000
2018-06-21,3519200000
2018-06-22,3545700000
2018-06-25,3513900000
2018-06-26,3503300000
2018-06-27,3474150000
2018-06-28,3458250000
2018-06-29,3452950000
2018-07-02,3427772726
2018-07-03,3378545453
2018-07-05,3404454544
2018-07-06,3409636362
2018-07-09,3495136362
2018-07-10,3593590907
2018-07-11,3570272726
2018-07-12,3539181816
2018-07-13,3479590907
2018-07-16,3583227271
2018-07-17,3578045453
2018-07-18,3593590907
2018-07-19,3627272726
2018-07-20,3614318180
2018-07-23,3642818180
2018-07-24,3653181816
2018-07-25,3412227271
2018-07-26,3427772726
2018-07-27,3443318180
2018-07-30,3471818180
2018-07-31,3422590907
2018-08-01,3427772726
2018-08-02,3425181816
2018-08-03,3422590907
2018-08-06,3404454544
2018-08-07,3422590907
2018-08-08,3414818180
2018-08-09,3453681816
2018-08-10,3430363635
2018-08-13,3375954544
2018-08-14,3394090907
2018-08-15,3360409089
2018-08-16,3469227271
2018-08-17,3461454544
2018-08-20,3464045453
2018-08-21,3510681816
2018-08-22,3487363635
2018-08-23,3435545453
2018-08-24,3440727271
2018-08-27,3479590907
2018-08-28,3476999998
2018-08-29,3471818180
2018-08-30,3510681816
2018-08-31,3533999998
2018-09-04,3518454544
2018-09-05,3588409089
2018-09-06,3502909089
2018-09-07,3489954544
2018-09-10,3492545453
2018-09-11,3518454544
2018-09-12,3461454544
2018-09-13,3557318180
2018-09-14,3596181816
2018-09-17,3575454544
2018-09-18,3655772725
2018-09-19,3707590907
2018-09-20,3738681816
2018-09-21,3720545453
2018-09-24,3627272726
2018-09-25,3627272726
2018-09-26,3521045453
2018-09-27,3489954544
2018-09-28,3492545453
2018-10-01,3491999998
2018-10-02,3479142855
2018-10-03,3525428569
2018-10-04,3489428569
2018-10-05,3435428569
2018-10-08,3461142855
2018-10-09,3381428569
2018-10-10,3317142855
2018-10-11,3224571426
2018-10-12,3170571426
2018-10-15,3198857141
2018-10-16,3268285712
2018-10-17,3255428569
2018-10-18,3209142855
2018-10-19,3232285712
2018-10-22,3219428569
2018-10-23,3188571426
2018-10-24,3047142855
2018-10-25,3067714284
2018-10-26,3011142855
2018-10-29,2939142855
2018-10-30,2975142855
2018-10-31,2977714284
2018-11-01,3090857141
2018-11-02,3049714284
2018-11-05,3108857141
2018-11-06,3155142855
2018-11-07,3247714283
2018-11-08,3247714283
2018-11-09,3245142855
2018-11-12,3224571426
2018-11-13,3281142855
2018-11-14,3252857141
2018-11-15,3278571426
2018-11-16,3126857141
2018-11-19,3085714284
2018-11-20,2759142855
2018-11-21,2879999998
2018-11-23,2864571426
2018-11-26,2918571426
2018-11-27,2849142855
2018-11-28,2882571426
2018-11-29,2944285712
