,NVR
2018-08-16,9571800000
2018-08-17,9491433000
2018-08-20,9473300760
2018-08-21,9936431400
2018-08-22,9733942680
2018-08-23,9600696000
2018-08-24,9579818640
2018-08-27,9769412520
2018-08-28,9644220600
2018-08-29,9602718720
2018-08-30,9678787440
2018-08-31,9638441400
2018-09-04,9528672720
2018-09-05,9593002440
2018-09-06,9585814560
2018-09-07,9417206400
2018-09-10,9361075920
2018-09-11,9402036000
2018-09-12,9598167600
2018-09-13,9529070040
2018-09-14,9546516000
2018-09-17,9466979760
2018-09-18,9652744920
2018-09-19,9455529720
2018-09-20,9422010360
2018-09-21,9333119040
2018-09-24,9290064000
2018-09-25,9237292680
2018-09-26,9102962400
2018-09-27,9186219000
2018-09-28,8924529600
2018-10-01,8923818150
2018-10-02,8929615760
2018-10-03,8727023500
2018-10-04,8601528650
2018-10-05,8648089580
2018-10-08,8814599820
2018-10-09,8546865469
2018-10-10,8459793290
2018-10-11,8184640880
2018-10-12,8090222659
2018-10-15,8044634000
2018-10-16,8147334520
2018-10-17,8103582370
2018-10-18,7797713429
2018-10-19,7814170000
2018-10-22,7669769900
2018-10-23,7825837239
2018-10-24,7567069380
2018-10-25,7793500260
2018-10-26,7964691800
2018-10-29,7830374500
2018-10-30,8073586040
2018-10-31,8062747030
2018-11-01,8463754390
2018-11-02,8132282340
2018-11-05,8431885540
2018-11-06,8425943890
2018-11-07,8290438260
2018-11-08,8251871550
2018-11-09,8336495050
2018-11-12,8367787739
2018-11-13,8495947330
2018-11-14,8453923659
2018-11-15,8518813679
2018-11-16,8647009280
2018-11-19,8769623330
2018-11-20,8801528190
2018-11-21,8939626540
2018-11-23,8951509840
2018-11-26,8945316120
2018-11-27,8890004760
2018-11-28,9228318710
2018-11-29,8908045770
2018-11-30,8822450000
2018-12-03,9123961730
2018-12-04,8779057950
2018-12-06,8975096390
2018-12-07,8846792760
2018-12-10,8612367660
2018-12-11,8682983270
2018-12-12,8800015770
2018-12-13,8793389930
2018-12-14,8808082010
2018-12-17,8834621380
2018-12-18,8929795810
2018-12-19,8791625440
2018-12-20,8832964920
2018-12-21,8448450140
2018-12-24,8351151120
2018-12-26,8756335640
2018-12-27,8790041000
2018-12-28,8712943590
2018-12-31,8790222930
2019-01-02,8731897740
2019-01-03,8591657580
2019-01-04,8703077810
2019-01-07,8912933070
2019-01-08,8999320720
2019-01-09,9131228710
2019-01-10,9246075590
2019-01-11,9328062700
2019-01-14,9182772740
2019-01-15,9239402640
2019-01-16,9127477430
2019-01-17,9116259660
2019-01-18,8983053150
2019-01-22,8898577210
2019-01-23,9016634320
2019-01-24,9094329100
2019-01-25,9079035420
2019-01-28,9235471010
2019-01-29,9469493170
2019-01-30,9557720390
2019-01-31,9594620000
2019-02-01,9507114180
2019-02-04,9480819150
2019-02-05,9422818590
2019-02-06,9144502470
2019-02-07,9438112270
2019-02-08,9302741560
2019-02-11,9385414000
2019-02-12,9708096220
2019-02-13,9381085600
2019-02-14,9582284060
2019-02-15,9604899950
2019-02-19,9460078900
2019-02-20,9343212100
2019-02-21,9536366950
2019-02-22,9666760000
2019-02-25,9550398180
2019-02-26,9497122790
2019-02-27,9533661700
2019-02-28,9450340000
2019-03-01,9381807000
2019-03-04,9597000620
2019-03-05,9519774750
2019-03-06,9711306450
2019-03-07,9925454040
2019-03-08,9774970000
2019-03-11,9879320510
2019-03-12,9989442220
2019-03-13,9879573000
2019-03-14,9821031390
2019-03-15,9826225470
2019-03-18,9955536420
2019-03-19,9855478240
2019-03-20,9889456180
2019-03-21,9957953110
2019-03-22,10030742370
2019-03-25,10217837460
2019-03-26,10194139470
2019-03-27,10316885680
2019-03-28,10126003240
2019-03-29,9980569000
2019-04-01,9994367880
2019-04-02,9998016000
2019-04-03,10091494560
2019-04-04,10366078800
2019-04-05,10368137640
2019-04-08,10407147240
2019-04-09,10395552720
2019-04-10,10512437040
2019-04-11,10634631000
2019-04-12,10728001200
2019-04-15,10831304400
2019-04-16,10916041920
2019-04-17,10997167440
2019-04-18,11139841440
2019-04-22,11818283400
2019-04-23,11612580000
2019-04-24,11615361240
2019-04-25,11362557360
2019-04-26,11255497680
2019-04-29,11314951200
2019-04-30,11386757760
2019-05-01,11498910360
2019-05-02,11731306440
2019-05-03,11811240000
2019-05-06,11892040440
2019-05-07,11744092920
2019-05-08,11659536000
2019-05-09,11946617760
2019-05-10,11886333480
2019-05-13,11736652200
2019-05-14,11869176480
2019-05-15,11975874960
2019-05-16,12080875800
2019-05-17,11991840000
2019-05-20,11779382160
2019-05-21,11953263840
2019-05-22,11727369360
2019-05-23,11613591360
2019-05-24,11821064640
2019-05-28,11610123840
2019-05-29,11629773120
2019-05-30,11652962160
2019-05-31,11564070840
2019-06-03,11799320400
2019-06-04,11982990600
2019-06-05,12124328160
2019-06-06,12145313880
2019-06-07,12248292000
2019-06-10,12289288200
2019-06-11,12175401840
2019-06-12,12262740000
2019-06-13,12265665720
2019-06-14,12496147440
2019-06-17,12389160000
2019-06-18,12461219400
2019-06-19,12193642440
2019-06-20,12324107880
2019-06-21,11967422880
2019-06-24,12043238760
2019-06-25,11817163680
2019-06-26,11691104880
2019-06-27,12041035440
2019-06-28,12173343000
2019-07-01,12366378000
2019-07-02,12471507360
2019-07-03,12471801120
2019-07-05,12293856000
2019-07-08,12276634320
2019-07-09,12378458880
2019-07-10,12735046800
2019-07-11,12736992960
2019-07-12,12813921360
2019-07-15,12668400000
2019-07-16,12841351200
2019-07-17,12858829920
2019-07-18,12880421280
2019-07-19,12925476720
2019-07-22,12845757600
2019-07-23,12416978160
2019-07-24,12418924320
2019-07-25,12557982960
2019-07-26,12153622320
2019-07-29,12122557200
2019-07-30,12073866480
2019-07-31,12279682080
2019-08-01,12440589120
2019-08-02,12500552880
2019-08-05,12264994080
2019-08-06,12463025040
2019-08-07,12797507520
2019-08-08,13010997600
2019-08-09,12942184320
2019-08-12,12749294160
2019-08-13,13070006640
2019-08-14,12840726960
2019-08-15,12815280000
2019-08-16,12851632800
2019-08-19,13040667360
2019-08-20,13127400000
2019-08-21,13253129280
2019-08-22,13449544560
2019-08-23,13021756560
2019-08-26,13214206080
2019-08-27,13189420080
2019-08-28,13250999520
2019-08-29,13337034480
2019-08-30,13215528000
2019-09-03,13216372560
2019-09-04,13479912000
2019-09-05,13166323200
2019-09-06,13401882000
2019-09-09,13829743440
2019-09-10,13494232800
2019-09-11,13494600000
2019-09-12,13513180320
2019-09-13,13310302320
2019-09-16,13132320480
2019-09-17,13353191280
2019-09-18,13581589680
2019-09-19,13460303520
2019-09-20,13348638000
2019-09-23,12862979280
2019-09-24,12937851360
2019-09-25,13127400000
2019-09-26,13262970240
2019-09-27,13317205680
2019-09-30,13646391850
2019-10-01,13651384410
2019-10-02,13343828030
2019-10-03,13229733350
2019-10-04,13605974140
2019-10-07,13497349250
2019-10-08,13560343610
2019-10-09,13417211320
2019-10-10,13225144600
2019-10-11,13112958840
2019-10-14,13295701220
2019-10-15,13399627230
2019-10-16,13604138640
2019-10-17,13874214110
2019-10-18,14290799190
2019-10-21,14023220000
2019-10-22,13872709000
2019-10-23,13858245260
2019-10-24,13801161210
2019-10-25,13684570250
2019-10-28,13375839150
2019-10-29,13331273210
2019-10-30,13296692390
2019-10-31,13349921890
2019-11-01,13470771210
2019-11-04,12563924080
2019-11-05,12446305240
2019-11-06,12903565000
2019-11-07,12582058820
2019-11-08,12566750750
2019-11-11,13180321690
2019-11-12,13171768260
2019-11-13,13193830970
2019-11-14,13536518820
2019-11-15,13197869070
2019-11-18,13408841440
2019-11-19,13425948300
2019-11-20,13333769490
2019-11-21,13456234050
2019-11-22,13544301340
2019-11-25,13659350480
2019-11-26,13975460290
2019-11-27,13961473780
2019-11-29,13920028190
2019-12-02,13795618000
2019-12-03,13657147880
2019-12-04,13888677850
2019-12-05,14149796080
2019-12-06,13805236020
2019-12-09,13964851100
2019-12-10,14023220000
2019-12-11,14089371420
2019-12-12,13777079450
2019-12-13,13943742850
2019-12-16,14170060000
2019-12-17,14013198170
2019-12-18,13713938250
2019-12-19,13602853790
2019-12-20,14099356540
2019-12-23,13901012410
2019-12-24,14012757650
2019-12-26,13988529050
2019-12-27,14009894270
2019-12-30,14034233000
2019-12-31,13950205830
2020-01-02,13683136500
2020-01-03,13851378090
2020-01-06,13858118010
2020-01-07,13941817560
2020-01-08,13867422030
2020-01-09,13705847100
2020-01-10,13850938530
2020-01-13,13954235130
2020-01-14,13989143520
2020-01-15,14300315370
2020-01-16,14177714760
2020-01-17,14261560830
2020-01-21,14304527820
2020-01-22,14402916000
2020-01-23,14755443120
2020-01-24,14591926800
2020-01-27,14455003860
2020-01-28,14761890000
2020-01-29,14280425280
2020-01-30,14530241880
2020-01-31,13981561110
2020-02-03,13956030000
2020-02-04,13889253510
2020-02-05,14115297240
2020-02-06,14237934480
2020-02-07,14364930690
2020-02-10,14476945230
2020-02-11,14585553180
2020-02-12,14566945140
2020-02-13,14731670250
2020-02-14,14628666690
2020-02-18,14505480000
2020-02-19,14527274850
2020-02-20,14790351510
2020-02-21,14766065820
2020-02-24,14609545830
2020-02-25,14140205640
2020-02-26,14100718500
2020-02-27,13721744520
2020-02-28,13432880340
2020-03-02,13876579530
2020-03-03,14079985920
2020-03-04,14714271000
2020-03-05,14372183430
2020-03-06,14085077490
2020-03-09,13305298050
2020-03-10,13736250000
2020-03-11,12497789700
2020-03-12,10795593600
2020-03-13,10704311640
2020-03-16,8504680140
2020-03-17,8320687650
2020-03-18,8374607010
2020-03-19,9924605460
2020-03-20,8523398070
2020-03-23,7967025000
2020-03-24,9646473870
2020-03-25,10677645000
2020-03-26,10774604610
2020-03-27,10518744060
2020-03-30,9942517530
2020-03-31,9459463020
2020-04-01,8873620000
2020-04-02,8726229540
2020-04-03,8700345080
2020-04-06,9909734800
2020-04-07,9988198220
2020-04-08,10805381300
2020-04-09,10780932820
2020-04-13,10179993600
2020-04-14,10679420080
2020-04-15,10283641900
2020-04-16,10125720920
2020-04-17,10743155500
2020-04-20,10482138520
2020-04-21,10329630080
2020-04-22,10484863200
2020-04-23,10111987060
2020-04-24,10484016340
2020-04-27,11011757400
2020-04-28,11649258880
2020-04-29,11769623460
2020-04-30,11414200000
2020-05-01,11181865800
2020-05-04,11276787760
2020-05-05,11414200000
2020-05-06,11285330000
2020-05-07,11046000000
2020-05-08,11486624940
2020-05-11,11251566060
2020-05-12,10594513160
2020-05-13,10191812820
2020-05-14,10309820920
2020-05-15,10291410920
2020-05-18,11416519660
2020-05-19,11550765380
2020-05-20,11362652000
2020-05-21,11502568000
2020-05-22,11538872520
2020-05-26,11835494440
2020-05-27,12336725100
2020-05-28,11857549620
2020-05-29,11861968020
2020-06-01,11797643480
2020-06-02,12015838800
2020-06-03,12606468420
2020-06-04,12505471160
2020-06-05,12854119740
2020-06-08,12978129500
2020-06-09,12624436580
2020-06-10,12593691880
2020-06-11,11409155660
2020-06-12,11691712340
2020-06-15,11916203880
2020-06-16,12703120920
2020-06-17,12821092200
2020-06-18,12375091540
2020-06-19,12144266960
2020-06-22,12070001020
2020-06-23,12042864680
2020-06-24,11733944880
2020-06-25,11757362400
2020-06-26,11663250480
2020-06-29,11748415140
2020-06-30,12076927500
2020-07-01,11806945400
2020-07-02,11748020000
2020-07-06,12253777820
2020-07-07,12011405420
2020-07-08,12346242520
2020-07-09,12024042880
2020-07-10,12121251260
2020-07-13,11913418780
2020-07-14,12253851940
2020-07-15,12368107920
2020-07-16,12396755300
2020-07-17,12388416800
2020-07-20,12589726720
2020-07-21,12502042760
2020-07-22,13837462800
2020-07-23,13809260140
2020-07-24,14121305340
2020-07-27,14497872000
2020-07-28,14037586800
2020-07-29,14579404000
2020-07-30,14614796300
2020-07-31,14565135900
2020-08-03,14357785200
2020-08-04,14332843820
2020-08-05,14200243140
2020-08-06,14356969880
2020-08-07,14360787060
2020-08-10,14490497060
2020-08-11,14580886400
2020-08-12,14955451820
2020-08-13,15009300000
2020-08-14,14990065860
2020-08-17,15362815340
2020-08-18,15554267300
2020-08-19,15383717180
2020-08-20,15400727720
2020-08-21,15653254560
2020-08-24,15973193540
2020-08-25,15655181680
2020-08-26,15639320000
2020-08-27,15632945680
2020-08-28,15591809080
2020-08-31,15447868040
2020-09-01,15516577280
2020-09-02,15636392260
2020-09-03,14938144800
2020-09-04,14571732580
2020-09-08,14511250660
2020-09-09,14869361440
2020-09-10,14653375760
2020-09-11,14999182620
2020-09-14,15351067320
2020-09-15,14901788940
2020-09-16,15637578180
2020-09-17,15372043280
2020-09-18,14947409800
2020-09-21,14569360740
2020-09-22,14988991120
2020-09-23,14279773900
2020-09-24,14486754000
2020-09-25,14566470060
2020-09-28,15115106300
2020-09-29,14829781360
2020-09-30,15172873920
2020-10-01,15712399960
2020-10-02,15588545679
2020-10-05,15665095280
2020-10-06,15403786160
2020-10-07,15639975119
2020-10-08,16158654399
2020-10-09,16346721160
2020-10-12,16459055840
2020-10-13,16524606080
2020-10-14,16204621320
2020-10-15,16523751399
2020-10-16,16247058039
2020-10-19,15797384880
2020-10-20,16349545320
2020-10-21,15773491000
2020-10-22,15365771480
2020-10-23,15629458840
2020-10-26,15003424320
2020-10-27,14866452560
2020-10-28,14802240080
2020-10-29,14850139320
2020-10-30,14689682440
2020-11-02,14972767320
2020-11-03,15306129679
2020-11-04,15674310960
2020-11-05,15837220399
2020-11-06,15407762280
2020-11-09,14770765560
2020-11-10,15380524000
2020-11-11,15757660840
2020-11-12,15420322360
2020-11-13,15785345039
2020-11-16,16045799480
2020-11-17,15894298160
2020-11-18,15942643320
2020-11-19,15664909480
2020-11-20,15458931600
2020-11-23,15587059280
2020-11-24,15466103480
2020-11-25,15275584160
2020-11-27,15310737520
2020-11-30,14853520880
2020-12-01,14842521520
2020-12-02,14489055600
2020-12-03,14864000000
2020-12-04,14863962840
2020-12-07,14864000000
2020-12-08,14603062480
2020-12-09,14991533120
2020-12-10,14831224880
2020-12-11,14877600560
2020-12-14,14945752000
2020-12-15,14956900000
2020-12-16,15092682640
2020-12-17,15680776800
2020-12-18,15707048920
2020-12-21,15698762240
2020-12-22,15615746800
2020-12-23,15390074119
2020-12-24,15668105240
2020-12-28,15445925600
2020-12-29,15335263119
2020-12-30,15338384560
2020-12-31,14985325780
2021-01-04,14841307450
2021-01-05,14724726430
2021-01-06,14568917770
2021-01-07,14787240890
2021-01-08,14434890000
2021-01-11,14643773510
2021-01-12,14556796870
2021-01-13,14586952200
2021-01-14,14600358650
2021-01-15,14728546350
2021-01-19,15279680000
2021-01-20,15716105859
2021-01-21,16350359500
2021-01-22,16476747430
2021-01-25,16675420000
2021-01-26,16696429560
2021-01-27,16657055000
2021-01-28,16595385330
2021-01-29,16331921039
2021-02-01,16638690000
2021-02-02,16565156539
2021-02-03,16526920609
2021-02-04,16719900029
2021-02-05,17147069930
2021-02-08,17413435890
2021-02-09,17262145020
2021-02-10,17269821590
2021-02-11,17293696090
2021-02-12,17263173460
2021-02-16,17079450000
2021-02-17,17279261200
2021-02-18,17285064540
2021-02-19,17283117850
2021-02-22,17101598190
2021-02-23,17261557340
2021-02-24,17262989810
2021-02-25,16496985660
2021-02-26,16531585320
2021-03-01,16796482080
2021-03-02,17108687080
2021-03-03,16469181050
2021-03-04,16312894900
2021-03-05,16986229260
2021-03-08,17262218480
2021-03-09,17270776570
2021-03-10,17543753930
2021-03-11,16839750020
2021-03-12,16671122590
2021-03-15,17153828250
2021-03-16,17002463920
2021-03-17,17124738090
2021-03-18,16241455050
2021-03-19,16289718270
2021-03-22,16541869720
2021-03-23,16392966300
2021-03-24,16674134449
2021-03-25,16777749779
2021-03-26,17346624020
2021-03-29,17146518980
2021-03-30,17285542030
2021-03-31,17065979900
2021-04-01,17334960549
2021-04-05,17488053104
2021-04-06,17525511150
2021-04-07,17303190040
2021-04-08,17202046071
2021-04-09,17758627712
2021-04-12,17655744878
2021-04-13,17464795787
2021-04-14,17466317294
2021-04-15,17548840919
2021-04-16,18058292079
2021-04-19,18056734346
2021-04-20,17773444289
2021-04-21,17388648000
2021-04-22,17484176884
2021-04-23,17615388724
2021-04-26,17857887911
2021-04-27,18036411364
2021-04-28,18133570435
2021-04-29,18199792202
2021-04-30,18178744693
2021-05-03,18562635324
2021-05-04,18493370543
2021-05-05,18629110676
2021-05-06,18600202049
2021-05-07,18878927586
2021-05-10,18894975859
2021-05-11,18069812059
2021-05-12,17205233989
2021-05-13,17844121898
2021-05-14,17930992685
2021-05-17,17647630176
2021-05-18,17120609236
2021-05-19,17046924840
2021-05-20,17108618314
2021-05-21,16864162904
2021-05-24,16855106317
2021-05-25,17520367008
2021-05-26,17559853730
2021-05-27,17610679299
2021-05-28,17704650451
2021-06-01,17537248487
2021-06-02,17372309916
2021-06-03,17196901929
2021-06-04,17424874350
2021-06-07,17419476623
2021-06-08,17526779072
2021-06-09,17363108423
2021-06-10,16674771546
2021-06-11,16916944696
2021-06-14,16924008834
2021-06-15,17067972349
2021-06-16,16867278370
2021-06-17,17017509044
2021-06-18,17334815643
2021-06-21,17452732413
2021-06-22,17465701446
2021-06-23,17328113769
2021-06-24,17455485615
2021-06-25,17549855257
2021-06-28,17694470846
2021-06-29,17984245420
2021-06-30,17709921300
2021-07-01,18203440290
2021-07-02,18212307180
2021-07-06,18466883070
2021-07-07,18525069810
2021-07-08,17993804220
2021-07-09,18021651240
2021-07-12,17668506870
2021-07-13,17165052690
2021-07-14,17314828350
2021-07-15,17179367910
2021-07-16,17092800000
2021-07-19,17050103610
2021-07-20,17449861470
2021-07-21,17426679360
2021-07-22,17857133040
2021-07-23,18268036830
2021-07-26,17921409090
2021-07-27,18182964540
2021-07-28,18036286950
2021-07-29,18677053290
2021-07-30,18597678600
2021-08-02,18614842620
2021-08-03,18856314030
2021-08-04,18672317160
2021-08-05,18921622770
2021-08-06,18563314950
2021-08-09,18356848170
2021-08-10,18499430610
2021-08-11,18893775750
2021-08-12,18748736220
2021-08-13,18704116890
2021-08-16,18702728100
2021-08-17,18211559370
2021-08-18,18165978570
2021-08-19,18062353470
2021-08-20,18377359530
2021-08-23,18268891470
2021-08-24,18428175000
2021-08-25,18466064040
2021-08-26,18171889830
2021-08-27,18300940470
2021-08-30,18250196220
2021-08-31,18445766340
2021-09-01,18436650180
2021-09-02,18300619980
2021-09-03,18163379040
2021-09-07,18169005420
2021-09-08,17991845670
2021-09-09,18155509230
2021-09-10,18275514930
2021-09-13,17923866180
2021-09-14,17657538990
2021-09-15,17574888180
2021-09-16,17890464000
2021-09-17,18056905140
2021-09-20,17691582150
2021-09-21,17686489920
2021-09-22,17867139450
2021-09-23,17724307740
2021-09-24,17637490560
2021-09-27,17759810910
2021-09-28,17398903560
2021-09-29,17599352250
2021-09-30,16625869440
2021-10-01,16595524440
2021-10-04,16583490479
2021-10-05,16583351759
2021-10-06,16658538000
2021-10-07,16888397040
2021-10-08,16779016320
2021-10-11,16788102479
2021-10-12,16841475000
2021-10-13,16902060960
2021-10-14,17334347160
2021-10-15,17223926040
2021-10-18,17377419720
2021-10-19,17460339600
2021-10-20,17517180120
2021-10-21,16993200000
2021-10-22,16908234000
2021-10-25,16918360560
2021-10-26,16892558639
2021-10-27,16698420000
2021-10-28,16993200000
2021-10-29,16975166400
2021-11-01,17089159560
2021-11-02,17022019080
2021-11-03,17409429360
2021-11-04,17521653840
2021-11-05,17649484320
2021-11-08,17644941240
2021-11-09,18034536360
2021-11-10,17738646600
2021-11-11,17858570040
2021-11-12,18220213080
2021-11-15,18304034640
2021-11-16,17915688000
2021-11-17,17894880000
2021-11-18,17721445320
2021-11-19,18089122680
2021-11-22,18071123760
2021-11-23,18449760000
2021-11-24,18558655200
2021-11-26,18349534800
2021-11-29,18317039640
2021-11-30,18121479120
2021-12-01,18743014080
2021-12-02,19244556240
2021-12-03,19007622480
2021-12-06,19511453520
2021-12-07,19668345840
2021-12-08,20435467440
2021-12-09,20334687360
2021-12-10,20585076960
2021-12-13,20065501200
2021-12-14,20225549400
2021-12-15,20486759160
2021-12-16,19976893800
2021-12-17,19548353040
2021-12-20,19430302320
2021-12-21,19930769400
2021-12-22,20160801840
2021-12-23,20061096840
2021-12-27,20184002760
2021-12-28,20355321960
2021-12-29,20666956440
2021-12-30,20482112040
2021-12-31,21600630620
2022-01-03,21045486952
2022-01-04,21274585159
2022-01-05,20943494931
2022-01-06,20803594047
2022-01-07,19882522016
2022-01-10,20162104446
2022-01-11,20352672333
2022-01-12,20350844519
2022-01-13,20807944244
2022-01-14,20902880904
2022-01-18,20094365659
2022-01-19,19575887940
2022-01-20,18964374488
2022-01-21,18844689227
2022-01-24,19327926692
2022-01-25,18826776650
2022-01-26,18466624179
2022-01-27,18483732518
2022-01-28,19034745327
2022-01-31,19474334594
2022-02-01,19613431239
2022-02-02,20083106325
2022-02-03,19855104806
2022-02-04,19283547368
2022-02-07,19328475036
2022-02-08,19373183367
2022-02-09,19553698278
2022-02-10,18886692393
2022-02-11,18415226050
2022-02-14,18197496846
2022-02-15,18505446949
2022-02-16,18691262520
2022-02-17,18283001985
2022-02-18,18263663713
2022-02-22,17520657322
2022-02-23,16949611672
2022-02-24,17457232176
2022-02-25,17976514133
2022-02-28,18126212100
2022-03-01,17936996795
2022-03-02,18323542899
2022-03-03,18019979550
2022-03-04,17984995190
2022-03-07,17206602320
2022-03-08,16992930864
2022-03-09,17598778092
2022-03-10,17461326479
2022-03-11,17373518295
2022-03-14,16896312616
2022-03-15,17596767497
2022-03-16,17745990232
2022-03-17,18003712006
2022-03-18,18236941072
2022-03-21,17886110453
2022-03-22,17920948588
2022-03-23,17522046460
2022-03-24,17326397250
2022-03-25,17064617729
2022-03-28,16956411140
2022-03-29,17359882802
2022-03-30,17079276797
2022-03-31,15654672130
2022-04-01,15879438188
2022-04-04,15939046399
2022-04-05,15386908261
2022-04-06,15273999586
2022-04-07,15153661787
2022-04-08,15047095902
2022-04-11,15154993422
2022-04-12,15250801094
2022-04-13,15488988636
2022-04-14,15192734776
2022-04-18,15140765948
2022-04-19,15575369730
2022-04-20,15657230272
2022-04-21,15460078128
2022-04-22,15008513515
2022-04-25,15255216517
2022-04-26,15472132934
2022-04-27,15280062032
2022-04-28,15744172054
2022-04-29,15335570207
2022-05-02,15533353125
2022-05-03,15683617681
2022-05-04,16417979627
2022-05-05,15580135584
2022-05-06,15473674828
2022-05-09,15314369168
2022-05-10,14978131199
2022-05-11,14406158700
2022-05-12,14885407316
2022-05-13,15045974525
2022-05-16,14829478624
2022-05-17,15308166550
2022-05-18,14495623582
2022-05-19,14562766046
2022-05-20,14936780412
2022-05-23,14757780564
2022-05-24,14230978544
2022-05-25,14682262813
2022-05-26,15243792486
2022-05-27,15656389239
2022-05-31,15596325468
2022-06-01,15375764574
2022-06-02,15638867719
2022-06-03,15517058112
2022-06-06,15483802267
2022-06-07,15464108078
2022-06-08,15249749802
2022-06-09,15201740838
2022-06-10,14625528131
2022-06-13,13820834803
2022-06-14,13684587464
2022-06-15,13701302994
2022-06-16,12860795680
2022-06-17,12965644455
2022-06-21,13328620264
2022-06-22,13413950066
2022-06-23,13813335593
2022-06-24,14191449994
2022-06-27,14180271265
2022-06-28,13846626481
2022-06-29,13897999577
2022-06-30,13898369940
2022-07-01,14470286610
2022-07-05,15164799000
2022-07-06,15093435239
2022-07-07,15157614030
2022-07-08,15171046800
2022-07-11,15177433440
2022-07-12,15144042420
2022-07-13,15229567860
2022-07-14,15138870630
2022-07-15,15145465530
2022-07-18,15147339870
2022-07-19,15474724590
2022-07-20,15418876200
2022-07-21,15802352280
2022-07-22,15802109309
2022-07-25,15497424930
2022-07-26,15133629420
2022-07-27,15177051630
2022-07-28,15237134640
2022-07-29,15248450100
2022-08-01,15339876239
2022-08-02,14740642800
2022-08-03,14854561020
2022-08-04,15209470770
2022-08-05,15132622829
2022-08-08,15182154000
2022-08-09,14554736040
2022-08-10,15251539290
2022-08-11,15231824010
2022-08-12,15462333120
2022-08-15,15297391200
2022-08-16,15428595000
2022-08-17,15342896010
2022-08-18,15411691230
2022-08-19,14832589590
2022-08-22,14608085309
2022-08-23,14581358610
2022-08-24,14887153710
2022-08-25,15150880290
2022-08-26,14664940290
2022-08-29,14623496550
2022-08-30,14427315630
2022-08-31,14370148260
2022-09-01,14288926860
2022-09-02,14207254230
2022-09-06,14022874710
2022-09-07,14347413210
2022-09-08,14549078309
2022-09-09,14799719219
2022-09-12,14892568469
2022-09-13,14113155420
2022-09-14,14008365930
2022-09-15,13910032500
2022-09-16,14181534120
2022-09-19,14346337200
2022-09-20,14177403630
2022-09-21,13993301790
2022-09-22,13917252180
2022-09-23,14084172570
2022-09-26,13715795340
2022-09-27,13598510250
2022-09-28,14224262130
2022-09-29,13839432360
2022-09-30,12786565560
2022-10-03,13254979980
2022-10-04,13856324549
2022-10-05,13767522720
2022-10-06,13825793910
2022-10-07,13646041560
2022-10-10,13446726510
2022-10-11,13365749760
2022-10-12,12857664750
2022-10-13,12946915560
2022-10-14,12654244740
2022-10-17,12939411180
2022-10-18,13343717670
2022-10-19,12756964950
2022-10-20,12698276850
2022-10-21,12977606550
2022-10-24,12978857280
2022-10-25,13719770490
2022-10-26,13421872260
2022-10-27,13339580640
2022-10-28,13711079519
2022-10-31,13590464250
2022-11-01,13627473030
2022-11-02,13244012040
2022-11-03,13032061410
2022-11-04,13347213299
2022-11-07,13267487280
2022-11-08,13244268600
2022-11-09,13058711580
2022-11-10,14526844109
2022-11-11,14404048079
2022-11-14,13965651180
2022-11-15,14466744930
2022-11-16,14338400790
2022-11-17,14082193560
2022-11-18,14087036130
2022-11-21,13901479109
2022-11-22,14286126690
2022-11-23,14433648690
2022-11-25,14427523320
2022-11-28,14254954650
2022-11-29,14617249440
2022-11-30,14877305070
2022-12-01,15200731019
2022-12-02,15033133200
2022-12-05,14912485859
2022-12-06,14752200000
2022-12-07,15153075000
2022-12-08,15054555960
2022-12-09,14907835710
2022-12-12,15083322750
2022-12-13,15169045859
2022-12-14,15222506549
2022-12-15,15529320240
2022-12-16,15444527160
2022-12-19,15025436400
2022-12-20,14866208850
2022-12-21,15088806720
2022-12-22,14992692930
2022-12-23,14896515000
2022-12-27,14924896950
2022-12-28,14636972490
2022-12-29,14906328420
2022-12-30,14792544060
2023-01-03,14866014471
2023-01-04,15141027899
2023-01-05,15028657866
2023-01-06,15538161543
2023-01-09,15429160343
2023-01-10,15640878573
2023-01-11,15919390406
2023-01-12,15982523642
2023-01-13,16171178319
2023-01-17,16163015376
2023-01-18,16193594019
2023-01-19,15966003400
2023-01-20,16274284060
2023-01-23,16262039646
2023-01-24,16323261716
2023-01-25,16420018502
2023-01-26,16559825093
2023-01-27,16591537478
2023-01-30,16265700013
2023-01-31,17070916010
2023-02-01,17355712012
2023-02-02,17510386821
2023-02-03,17107649252
2023-02-06,16680390462
2023-02-07,16730469468
2023-02-08,16244774374
2023-02-09,16359768210
2023-02-10,16449787329
2023-02-13,16844135207
2023-02-14,16584735026
2023-02-15,16717706772
2023-02-16,16584896989
2023-02-17,16514216270
2023-02-21,16255366764
2023-02-22,16383317652
2023-02-23,16616091092
2023-02-24,16625420169
2023-02-27,16737045172
2023-02-28,16758715842
2023-03-01,16646281023
2023-03-02,16900563168
2023-03-03,16996736887
2023-03-06,16989869649
2023-03-07,17177617333
2023-03-08,17287169207
2023-03-09,17194396715
2023-03-10,16959064258
2023-03-13,17060161656
2023-03-14,17400413842
2023-03-15,17242240630
2023-03-16,17745071425
2023-03-17,17825664289
2023-03-20,17798033375
2023-03-21,17758417189
2023-03-22,17576467786
2023-03-23,17344406985
2023-03-24,17534130619
2023-03-27,17412496293
2023-03-28,17535944606
2023-03-29,17602122749
2023-03-30,17547443989
2023-03-31,18179431468
2023-04-03,18194145474
2023-04-04,18031377902
