,NEE
2013-11-26,36942090831
2013-11-27,36872650811
2013-11-29,36716410765
2013-12-02,36421290678
2013-12-03,36473370694
2013-12-04,36542810714
2013-12-05,36282410638
2013-12-06,36733770770
2013-12-09,36508090704
2013-12-10,35952570541
2013-12-11,35761610485
2013-12-12,35917850531
2013-12-13,35900490526
2013-12-16,35969930546
2013-12-17,35865770515
2013-12-18,36317130648
2013-12-19,36334490653
2013-12-20,36820570795
2013-12-23,36751130775
2013-12-24,36768490780
2013-12-26,36716410765
2013-12-27,36751130775
2013-12-30,36907370821
2013-12-31,37349197075
2014-01-02,36738631032
2014-01-03,36790965264
2014-01-06,36808410008
2014-01-07,37070081170
2014-01-08,37192194378
2014-01-09,37506199772
2014-01-10,38046986838
2014-01-13,37802760421
2014-01-14,37820205165
2014-01-15,37855094653
2014-01-16,38186544791
2014-01-17,38238879023
2014-01-21,38832000322
2014-01-22,38762221345
2014-01-23,38727331857
2014-01-24,37959763118
2014-01-27,37889984141
2014-01-28,38727331857
2014-01-29,38709887113
2014-01-30,39669348037
2014-01-31,40088021895
2014-02-03,39791461246
2014-02-04,39320453156
2014-02-05,38971558274
2014-02-06,39163450459
2014-02-07,39512345341
2014-02-10,39826350734
2014-02-11,40122911384
2014-02-12,40210135104
2014-02-13,40489251009
2014-02-14,40681143194
2014-02-18,40716032682
2014-02-19,40314803568
2014-02-20,40314803568
2014-02-21,40367137801
2014-02-24,40035687663
2014-02-25,39965908687
2014-02-26,39460011108
2014-02-27,39512345341
2014-02-28,39861240222
2014-03-03,39372787388
2014-03-04,39983353431
2014-03-05,39529790085
2014-03-06,39564679573
2014-03-07,40035687663
2014-03-10,39774016502
2014-03-11,39669348037
2014-03-12,40210135104
2014-03-13,40907924867
2014-03-14,41117261796
2014-03-17,41344043469
2014-03-18,41204485516
2014-03-19,40698587938
2014-03-20,40803256403
2014-03-21,41239375005
2014-03-24,41030038076
2014-03-25,41239375005
2014-03-26,40942814355
2014-03-27,41256819749
2014-03-28,41309153981
2014-03-31,41733191800
2014-04-01,41401560414
2014-04-02,41035020461
2014-04-03,41279380430
2014-04-04,41453923265
2014-04-07,40982657611
2014-04-08,42117186037
2014-04-09,42082277470
2014-04-10,41785554651
2014-04-11,41523740398
2014-04-14,41942643202
2014-04-15,42431363139
2014-04-16,42728085959
2014-04-17,42152094604
2014-04-21,42187003171
2014-04-22,42047368903
2014-04-23,42099731753
2014-04-24,42187003171
2014-04-25,42623360258
2014-04-28,42448817423
2014-04-29,42745540242
2014-04-30,43565891566
2014-05-01,43618254416
2014-05-02,42762994526
2014-05-05,42745540242
2014-05-06,42710631675
2014-05-07,43321531597
2014-05-08,42972445927
2014-05-09,42291728872
2014-05-12,41803008934
2014-05-13,41925188918
2014-05-14,42152094604
2014-05-15,42012460336
2014-05-16,42152094604
2014-05-19,41314288997
2014-05-20,42029914619
2014-05-21,42012460336
2014-05-22,42169548887
2014-05-23,42099731753
2014-05-27,42117186037
2014-05-28,42483725990
2014-05-29,42134640320
2014-05-30,42483725990
2014-06-02,42413908856
2014-06-03,42396454572
2014-06-04,42466271706
2014-06-05,42658268825
2014-06-06,42518634557
2014-06-09,42047368903
2014-06-10,41803008934
2014-06-11,41419014698
2014-06-12,41733191800
2014-06-13,42239366021
2014-06-16,42396454572
2014-06-17,42658268825
2014-06-18,43496074432
2014-06-19,43705525833
2014-06-20,43635708700
2014-06-23,43478620148
2014-06-24,43949885802
2014-06-25,44403697173
2014-06-26,44246608621
2014-06-27,44333880039
2014-06-30,44730706718
2014-07-01,44276765120
2014-07-02,43508556262
2014-07-03,42880021741
2014-07-07,42984777494
2014-07-08,43176829709
2014-07-09,43141911125
2014-07-10,43386341216
2014-07-11,43194289001
2014-07-14,42530835896
2014-07-15,42914940325
2014-07-16,43089533248
2014-07-17,42600673065
2014-07-18,43124451832
2014-07-21,43072073956
2014-07-22,42932399618
2014-07-23,42984777494
2014-07-24,43089533248
2014-07-25,42967318202
2014-07-28,43473637677
2014-07-29,42949858910
2014-07-30,42041975713
2014-07-31,40976958887
2014-08-01,40959499595
2014-08-04,41046796056
2014-08-05,40418261535
2014-08-06,40313505782
2014-08-07,41011877471
2014-08-08,41657871284
2014-08-11,41413441193
2014-08-12,41430900485
2014-08-13,41797545622
2014-08-14,41989597837
2014-08-15,42059435006
2014-08-18,41972138544
2014-08-19,42478458019
2014-08-20,42653050942
2014-08-21,42775265988
2014-08-22,42618132357
2014-08-25,42845103156
2014-08-26,42216568636
2014-08-27,42286405805
2014-08-28,42565754481
2014-08-29,42967318202
2014-09-02,42443539435
2014-09-03,42600673065
2014-09-04,42443539435
2014-09-05,42740347403
2014-09-08,42443539435
2014-09-09,41762627038
2014-09-10,41745167745
2014-09-11,41972138544
2014-09-12,41081714640
2014-09-15,41116633225
2014-09-16,41518196946
2014-09-17,41588034115
2014-09-18,41291226147
2014-09-19,41535656238
2014-09-22,41308685439
2014-09-23,41273766855
2014-09-24,41116633225
2014-09-25,40662691626
2014-09-26,40784906672
2014-09-29,40854743841
2014-09-30,40894128000
2014-10-01,41068368000
2014-10-02,40841856000
2014-10-03,41050944000
2014-10-06,40807008000
2014-10-07,40510800000
2014-10-08,41521392000
2014-10-09,40772160000
2014-10-10,40789584000
2014-10-13,40423680000
2014-10-14,40650192000
2014-10-15,40005504000
2014-10-16,40667616000
2014-10-17,41050944000
2014-10-20,41434272000
2014-10-21,41608512000
2014-10-22,42044112000
2014-10-23,42601680000
2014-10-24,42845616000
2014-10-27,42723648000
2014-10-28,43176672000
2014-10-29,42950160000
2014-10-30,43525152000
2014-10-31,43664544000
2014-11-03,43908480000
2014-11-04,43978176000
2014-11-05,45685728000
2014-11-06,45284976000
2014-11-07,45616032000
2014-11-10,45999360000
2014-11-11,45650880000
2014-11-12,44901648000
2014-11-13,44553168000
2014-11-14,44361504000
2014-11-17,44953920000
2014-11-18,45006192000
2014-11-19,45180432000
2014-11-20,44884224000
2014-11-21,45180432000
2014-11-24,44971344000
2014-11-25,44797104000
2014-11-26,44953920000
2014-11-28,45476640000
2014-12-01,45650880000
2014-12-02,45790272000
2014-12-03,45476640000
2014-12-04,45075888000
2014-12-05,44831952000
2014-12-08,45163008000
2014-12-09,45563760000
2014-12-10,44187264000
2014-12-11,44640288000
2014-12-12,43908480000
2014-12-15,43856208000
2014-12-16,44030448000
2014-12-17,44919072000
2014-12-18,45929664000
2014-12-19,46121328000
2014-12-22,46156176000
2014-12-23,46312992000
2014-12-24,47044800000
2014-12-26,47602368000
2014-12-29,48142512000
2014-12-30,46975104000
2014-12-31,47642758613
2015-01-02,47822068958
2015-01-05,47319999992
2015-01-06,47499310337
2015-01-07,47947586199
2015-01-08,48234482751
2015-01-09,47804137923
2015-01-12,47678620682
2015-01-13,47875862061
2015-01-14,48162758613
2015-01-15,47983448268
2015-01-16,48521379302
2015-01-20,48826206889
2015-01-21,49256551716
2015-01-22,49113103440
2015-01-23,49077241371
2015-01-26,49202758613
2015-01-27,49866206888
2015-01-28,49274482751
2015-01-29,50063448268
2015-01-30,48969655164
2015-02-02,49346206888
2015-02-03,49417931026
2015-02-04,49059310337
2015-02-05,49184827578
2015-02-06,47427586199
2015-02-09,46853793096
2015-02-10,48342068958
2015-02-11,47086896544
2015-02-12,47212413785
2015-02-13,46459310337
2015-02-17,46369655165
2015-02-18,47732413785
2015-02-19,47266206889
2015-02-20,47337931027
2015-02-23,47517241372
2015-02-24,47553103440
2015-02-25,46531034475
2015-02-26,46387586199
2015-02-27,46387586199
2015-03-02,45526896544
2015-03-03,45706206889
2015-03-04,45455172406
2015-03-05,45777931027
2015-03-06,44235862062
2015-03-09,44343448269
2015-03-10,43931034476
2015-03-11,43931034476
2015-03-12,45060689648
2015-03-13,45096551717
2015-03-16,46154482751
2015-03-17,46297931027
2015-03-18,47929655165
2015-03-19,47284137923
2015-03-20,47517241372
2015-03-23,47391724130
2015-03-24,46997241372
2015-03-25,46369655165
2015-03-26,46046896544
2015-03-27,46423448268
2015-03-30,46943448268
2015-03-31,46349820000
2015-04-01,46670580000
2015-04-02,46670580000
2015-04-06,47026980000
2015-04-07,46456740000
2015-04-08,46349820000
2015-04-09,46332000000
2015-04-10,46741860000
2015-04-13,46225080000
2015-04-14,46492380000
2015-04-15,46421100000
2015-04-16,46225080000
2015-04-17,45957780000
2015-04-20,46563660000
2015-04-21,46064700000
2015-04-22,46011240000
2015-04-23,46456740000
2015-04-24,46795320000
2015-04-27,46260720000
2015-04-28,46385460000
2015-04-29,45743940000
2015-04-30,44959860000
2015-05-01,45387540000
2015-05-04,45779580000
2015-05-05,44621280000
2015-05-06,44567820000
2015-05-07,44817300000
2015-05-08,45084600000
2015-05-11,44550000000
2015-05-12,44514360000
2015-05-13,44639100000
2015-05-14,45031140000
2015-05-15,45512280000
2015-05-18,45583560000
2015-05-19,45672660000
2015-05-20,45672660000
2015-05-21,45512280000
2015-05-22,45547920000
2015-05-26,45013320000
2015-05-27,44924220000
2015-05-28,45565740000
2015-05-29,45583560000
2015-06-01,46118160000
2015-06-02,45547920000
2015-06-03,44656920000
2015-06-04,44710380000
2015-06-05,43997580000
2015-06-08,43712460000
2015-06-09,43748100000
2015-06-10,44157960000
2015-06-11,44407440000
2015-06-12,44211420000
2015-06-15,44157960000
2015-06-16,44336160000
2015-06-17,44852940000
2015-06-18,45565740000
2015-06-19,44977680000
2015-06-22,44888580000
2015-06-23,44229240000
2015-06-24,43890660000
2015-06-25,43659000000
2015-06-26,43961940000
2015-06-29,43730280000
2015-06-30,44651378237
2015-07-01,44833554403
2015-07-02,45653347149
2015-07-06,45762652848
2015-07-07,46855709843
2015-07-08,46436704662
2015-07-09,46090569947
2015-07-10,46290963729
2015-07-13,46436704662
2015-07-14,46454922279
2015-07-15,46801056994
2015-07-16,47566196890
2015-07-17,47201844558
2015-07-20,46983233159
2015-07-21,46509575128
2015-07-22,46819274610
2015-07-23,46491357512
2015-07-24,46582445595
2015-07-27,47147191709
2015-07-28,47402238341
2015-07-29,47639067356
2015-07-30,47766590672
2015-07-31,47912331605
2015-08-03,49060041449
2015-08-04,48531730569
2015-08-05,48258466320
2015-08-06,48167378237
2015-08-07,48732124351
2015-08-10,48513512952
2015-08-11,48568165802
2015-08-12,49369740931
2015-08-13,49606569947
2015-08-14,49661222797
2015-08-17,49879834196
2015-08-18,49879834196
2015-08-19,49679440413
2015-08-20,49296870465
2015-08-21,48713906734
2015-08-24,46928580310
2015-08-25,45780870465
2015-08-26,46309181346
2015-08-27,46582445595
2015-08-28,46382051812
2015-08-31,44815336786
2015-09-01,43430797926
2015-09-02,43285056994
2015-09-03,43339709843
2015-09-04,43102880828
2015-09-08,44214155439
2015-09-09,43412580310
2015-09-10,43430797926
2015-09-11,43649409325
2015-09-14,43776932641
2015-09-15,43831585491
2015-09-16,44414549222
2015-09-17,44942860102
2015-09-18,44305243522
2015-09-21,44651378237
2015-09-22,44195937823
2015-09-23,44177720206
2015-09-24,44414549222
2015-09-25,44906424869
2015-09-28,44432766838
2015-09-29,44086632123
2015-09-30,44975160000
2015-10-01,44514160000
2015-10-02,45436160000
2015-10-05,46431920000
2015-10-06,46026240000
2015-10-07,46063120000
2015-10-08,46487240000
2015-10-09,46579440000
2015-10-12,46763840000
2015-10-13,46671640000
2015-10-14,46524120000
2015-10-15,47575200000
2015-10-16,47796480000
2015-10-19,47833360000
2015-10-20,47925560000
2015-10-21,48036200000
2015-10-22,48736920000
2015-10-23,48202160000
2015-10-26,47870240000
2015-10-27,47999320000
2015-10-28,47464560000
2015-10-29,46929800000
2015-10-30,47335480000
2015-11-02,47132640000
2015-11-03,47169520000
2015-11-04,47593640000
2015-11-05,47077320000
2015-11-06,45565240000
2015-11-09,45602120000
2015-11-10,45639000000
2015-11-11,45970920000
2015-11-12,46431920000
2015-11-13,46302840000
2015-11-16,47077320000
2015-11-17,46450360000
2015-11-18,45952480000
2015-11-19,46561000000
2015-11-20,46561000000
2015-11-23,46321280000
2015-11-24,45823400000
2015-11-25,45583680000
2015-11-27,45804960000
2015-11-30,46044680000
2015-12-01,46358160000
2015-12-02,45178000000
2015-12-03,44458840000
2015-12-04,45251760000
2015-12-07,45436160000
2015-12-08,45786520000
2015-12-09,45528360000
2015-12-10,44993600000
2015-12-11,44901400000
2015-12-14,45178000000
2015-12-15,45509920000
2015-12-16,47778040000
2015-12-17,47667400000
2015-12-18,47077320000
2015-12-21,47169520000
2015-12-22,47446120000
2015-12-23,47944000000
2015-12-24,47907120000
2015-12-28,47944000000
2015-12-29,48239040000
2015-12-30,48368120000
2015-12-31,47935005389
2016-01-04,47787342685
2016-01-05,48267246474
2016-01-06,48101125932
2016-01-07,48304162150
2016-01-08,48525656207
2016-01-11,48728692425
2016-01-12,48617945397
2016-01-13,48285704312
2016-01-14,48765608101
2016-01-15,48581029721
2016-01-19,49743873517
2016-01-20,48599487559
2016-01-21,48470282693
2016-01-22,49190138376
2016-01-25,49116307024
2016-01-26,49171680538
2016-01-27,49245511890
2016-01-28,49983825412
2016-01-29,51552741645
2016-02-01,52143392463
2016-02-02,52567922737
2016-02-03,52955537336
2016-02-04,52383344357
2016-02-05,52420260033
2016-02-08,52678669766
2016-02-09,53232404907
2016-02-10,52475633547
2016-02-11,51645030835
2016-02-12,51534283807
2016-02-16,51848067054
2016-02-17,51423536779
2016-02-18,52752501118
2016-02-19,52955537336
2016-02-22,53380067611
2016-02-23,53583103830
2016-02-24,53527730316
2016-02-25,53453898963
2016-02-26,51921898406
2016-02-29,52069561110
2016-03-01,51958814082
2016-03-02,51848067054
2016-03-03,51515825969
2016-03-04,52734043280
2016-03-07,52807874632
2016-03-08,53269320583
2016-03-09,53656935182
2016-03-10,53380067611
2016-03-11,53453898963
2016-03-14,53453898963
2016-03-15,53343151935
2016-03-16,54044549781
2016-03-17,54598284922
2016-03-18,54690574112
2016-03-21,54247585999
2016-03-22,54007634105
2016-03-23,54302959513
2016-03-24,54672116274
2016-03-28,54266043837
2016-03-29,54912068169
2016-03-30,54690574112
2016-03-31,55079999984
2016-04-01,55266206881
2016-04-04,55266206881
2016-04-05,54167586191
2016-04-06,54335172398
2016-04-07,54093103433
2016-04-08,54372413778
2016-04-11,54111724122
2016-04-12,54484137915
2016-04-13,54223448260
2016-04-14,54074482743
2016-04-15,54670344812
2016-04-18,54819310329
2016-04-19,54986896536
2016-04-20,53776551709
2016-04-21,52566206881
2016-04-22,53273793088
2016-04-25,53292413778
2016-04-26,53776551709
2016-04-27,54409655157
2016-04-28,54223448260
2016-04-29,54744827571
2016-05-02,54949655157
2016-05-03,55135862053
2016-05-04,55619999984
2016-05-05,55322068950
2016-05-06,55154482743
2016-05-09,55340689639
2016-05-10,55675862053
2016-05-11,55713103432
2016-05-12,56402068949
2016-05-13,56215862053
2016-05-16,56551034467
2016-05-17,55768965501
2016-05-18,54931034467
2016-05-19,55117241364
2016-05-20,55545517225
2016-05-23,54931034467
2016-05-24,55806206881
2016-05-25,55452413777
2016-05-26,55787586191
2016-05-27,55787586191
2016-05-31,55917931018
2016-06-01,55936551708
2016-06-02,55768965501
2016-06-03,56699999984
2016-06-06,56681379294
2016-06-07,56383448260
2016-06-08,57221379294
2016-06-09,57724137915
2016-06-10,57649655156
2016-06-13,57537931018
2016-06-14,58189655156
2016-06-15,57649655156
2016-06-16,58115172397
2016-06-17,58245517225
2016-06-20,57835862052
2016-06-21,57854482742
2016-06-22,57556551708
2016-06-23,57631034466
2016-06-24,57631034466
2016-06-27,59530344811
2016-06-28,59809655155
2016-06-29,59474482742
2016-06-30,60611851843
2016-07-01,60295777769
2016-07-05,60834962954
2016-07-06,60834962954
2016-07-07,59645037028
2016-07-08,60388740732
2016-07-11,60277185176
2016-07-12,59180222213
2016-07-13,59570666658
2016-07-14,59143037028
2016-07-15,59310370362
2016-07-18,59607851843
2016-07-19,59533481473
2016-07-20,59124444436
2016-07-21,59607851843
2016-07-22,60332962954
2016-07-25,60184222213
2016-07-26,59700814806
2016-07-27,59105851843
2016-07-28,59235999991
2016-07-29,59626444436
2016-08-01,59737999991
2016-08-02,59328962954
2016-08-03,59533481473
2016-08-04,59235999991
2016-08-05,58566666658
2016-08-08,58566666658
2016-08-09,58603851843
2016-08-10,58733999991
2016-08-11,59031481473
2016-08-12,58938518510
2016-08-15,58250592584
2016-08-16,57637037029
2016-08-17,58473703695
2016-08-18,59012888880
2016-08-19,58139037028
2016-08-22,58120444436
2016-08-23,57767185177
2016-08-24,57711407399
2016-08-25,57878740732
2016-08-26,56540074066
2016-08-29,56856148140
2016-08-30,56354148140
2016-08-31,56223999992
2016-09-01,56242592584
2016-09-02,57227999992
2016-09-06,58231999991
2016-09-07,58120444436
2016-09-08,58269185177
2016-09-09,56186814806
2016-09-12,57302370362
2016-09-13,56502888881
2016-09-14,56763185177
2016-09-15,57042074066
2016-09-16,57320962954
2016-09-19,57971703695
2016-09-20,58139037028
2016-09-21,59421925917
2016-09-22,59514888880
2016-09-23,58919925917
2016-09-26,58678222214
2016-09-27,58938518510
2016-09-28,58789777769
2016-09-29,57488296288
2016-09-30,57359766979
2016-10-03,56797048533
2016-10-04,55765398048
2016-10-05,55596582514
2016-10-06,55352737854
2016-10-07,57078407756
2016-10-10,57584854358
2016-10-11,56815805814
2016-10-12,57678640766
2016-10-13,58447689309
2016-10-14,58166330086
2016-10-17,58166330086
2016-10-18,58672776688
2016-10-19,58428932028
2016-10-20,58203844649
2016-10-21,58016271834
2016-10-24,58316388338
2016-10-25,58860349503
2016-10-26,59179223290
2016-10-27,58672776688
2016-10-28,58954135911
2016-10-31,60023300960
2016-11-01,59029165037
2016-11-02,57997514552
2016-11-03,58072543678
2016-11-04,57772427174
2016-11-07,58466446591
2016-11-08,58691533969
2016-11-09,55090135912
2016-11-10,53945941737
2016-11-11,53251922320
2016-11-14,53664582514
2016-11-15,53945941737
2016-11-16,53589553388
2016-11-17,53833398048
2016-11-18,53495766980
2016-11-21,53627067951
2016-11-22,53383223291
2016-11-23,53195650475
2016-11-25,53814640766
2016-11-28,54546174747
2016-11-29,54996349504
2016-11-30,53570796106
2016-12-01,52970563097
2016-12-02,53645825233
2016-12-05,53927184456
2016-12-06,53814640766
2016-12-07,55183922320
2016-12-08,54808776689
2016-12-09,54621203873
2016-12-12,55071378630
2016-12-13,55802912611
2016-12-14,54414873776
2016-12-15,54883805815
2016-12-16,55765398048
2016-12-19,55915456300
2016-12-20,55952970863
2016-12-21,55615339795
2016-12-22,55765398048
2016-12-23,55915456300
2016-12-27,55915456300
2016-12-28,55634097077
2016-12-29,56365631057
2016-12-30,56027999989
2017-01-03,55501600000
2017-01-04,55669900000
2017-01-05,55632500000
2017-01-06,55464200000
2017-01-09,55333300000
2017-01-10,55445500000
2017-01-11,55819500000
2017-01-12,55875600000
2017-01-13,55651200000
2017-01-17,56212200000
2017-01-18,56118700000
2017-01-19,55763400000
2017-01-20,55763400000
2017-01-23,55539000000
2017-01-24,55539000000
2017-01-25,55632500000
2017-01-26,55520300000
2017-01-27,56735800000
2017-01-30,57240700000
2017-01-31,57839100000
2017-02-01,57334200000
2017-02-02,57726900000
2017-02-03,58063500000
2017-02-06,57913900000
2017-02-07,58119600000
2017-02-08,59054600000
2017-02-09,58269200000
2017-02-10,58661900000
2017-02-13,58905000000
2017-02-14,58905000000
2017-02-15,58568400000
2017-02-16,58998500000
2017-02-17,59316400000
2017-02-21,59952200000
2017-02-22,60045700000
2017-02-23,60382300000
2017-02-24,61223800000
2017-02-27,60718900000
2017-02-28,61242500000
2017-03-01,60494500000
2017-03-02,61223800000
2017-03-03,61149000000
2017-03-06,61074199999
2017-03-07,61074199999
2017-03-08,60513200000
2017-03-09,60195299999
2017-03-10,60793700000
2017-03-13,60999399999
2017-03-14,61036800000
2017-03-15,61653900000
2017-03-16,60718900000
2017-03-17,60887200000
2017-03-20,60718900000
2017-03-21,61635200000
2017-03-22,61897000000
2017-03-23,61747400000
2017-03-24,62084000000
2017-03-27,61298600000
2017-03-28,61354700000
2017-03-29,61036800000
2017-03-30,59896100000
2017-03-31,60059644000
2017-04-03,60228088000
2017-04-04,60602408000
2017-04-05,61126455999
2017-04-06,60714703999
2017-04-07,60321667999
2017-04-10,60564976000
2017-04-11,60508828000
2017-04-12,61070308000
2017-04-13,61182603999
2017-04-17,61257467999
2017-04-18,61744084000
2017-04-19,61538208000
2017-04-20,61238752000
2017-04-21,62249416000
2017-04-24,62118403999
2017-04-25,62193267999
2017-04-26,62155836000
2017-04-27,62474008000
2017-04-28,62492724000
2017-05-01,62249416000
2017-05-02,62717316000
2017-05-03,62399144000
2017-05-04,62848328000
2017-05-05,62848328000
2017-05-08,63147784000
2017-05-09,62586303999
2017-05-10,62773464000
2017-05-11,62998055999
2017-05-12,63428524000
2017-05-15,63690548000
2017-05-16,63578252000
2017-05-17,63840276000
2017-05-18,64083584000
2017-05-19,64233312000
2017-05-22,64738644000
2017-05-23,65019384000
2017-05-24,65580864000
2017-05-25,65824172000
2017-05-26,65842888000
2017-05-30,65805455999
2017-05-31,66179776000
2017-06-01,66385652000
2017-06-02,66778688000
2017-06-05,66366936000
2017-06-06,66404367999
2017-06-07,66722540000
2017-06-08,66179776000
2017-06-09,65618296000
2017-06-12,65225260000
2017-06-13,65487284000
2017-06-14,66048764000
2017-06-15,66385652000
2017-06-16,66834836000
2017-06-19,66628960000
2017-06-20,66423084000
2017-06-21,65992616000
2017-06-22,66254640000
2017-06-23,66965848000
2017-06-26,67489896000
2017-06-27,66572812000
2017-06-28,65992616000
2017-06-29,65487284000
2017-06-30,65772328000
2017-07-03,65528240000
2017-07-05,65171496000
2017-07-06,65509464000
2017-07-07,65941311999
2017-07-10,66204176000
2017-07-11,66072743999
2017-07-12,66091520000
2017-07-13,65997640000
2017-07-14,66504592000
2017-07-17,66166624000
2017-07-18,66410711999
2017-07-19,66560920000
2017-07-20,67349511999
2017-07-21,67762584000
2017-07-24,67199304000
2017-07-25,67180528000
2017-07-26,68288311999
2017-07-27,67894015999
2017-07-28,68119328000
2017-07-31,68569952000
2017-08-01,68795264000
2017-08-02,68889144000
2017-08-03,69245888000
2017-08-04,68889144000
2017-08-07,69039352000
2017-08-08,69170784000
2017-08-09,69114456000
2017-08-10,69339768000
2017-08-11,69076904000
2017-08-14,69489976000
2017-08-15,69959376000
2017-08-16,70391224000
2017-08-17,69752840000
2017-08-18,70372448000
2017-08-21,70616536000
2017-08-22,70804296000
2017-08-23,70241016000
2017-08-24,70090808000
2017-08-25,70466328000
2017-08-28,70823072000
2017-08-29,70747968000
2017-08-30,70691640000
2017-08-31,70654088000
2017-09-01,70485104000
2017-09-05,70522656000
2017-09-06,69583856000
2017-09-07,70165912000
2017-09-08,69583856000
2017-09-11,71067160000
2017-09-12,69996928000
2017-09-13,69546304000
2017-09-14,70203464000
2017-09-15,70447552000
2017-09-18,69621408000
2017-09-19,69433648000
2017-09-20,68889144000
2017-09-21,68907920000
2017-09-22,68701384000
2017-09-25,68926696000
2017-09-26,69320992000
2017-09-27,68645056000
2017-09-28,69001800000
2017-09-29,68795264000
2017-10-02,69123960000
2017-10-03,69180480000
2017-10-04,69971760000
2017-10-05,69594960000
2017-10-06,69463080000
2017-10-09,69651480000
2017-10-10,70197840000
2017-10-11,70593480000
2017-10-12,70970280000
2017-10-13,70913760000
2017-10-16,71365920000
2017-10-17,71912280000
2017-10-18,71836920000
2017-10-19,72477480000
2017-10-20,72609360000
2017-10-23,72722400000
2017-10-24,72647040000
2017-10-25,72477480000
2017-10-26,72251400000
2017-10-27,73400640000
2017-10-30,73174560000
2017-10-31,73042680000
2017-11-01,72251400000
2017-11-02,70593480000
2017-11-03,71893440000
2017-11-06,71535480000
2017-11-07,73231080000
2017-11-08,72967320000
2017-11-09,73118040000
2017-11-10,73080360000
2017-11-13,73852800000
2017-11-14,74606400000
2017-11-15,74116560000
2017-11-16,74078880000
2017-11-17,73494840000
2017-11-20,73438320000
2017-11-21,73570200000
2017-11-22,73080360000
2017-11-24,73494840000
2017-11-27,73947000000
2017-11-28,74323800000
2017-11-29,74304960000
2017-11-30,74436840000
2017-12-01,74173080000
2017-12-04,73457160000
2017-12-05,73306440000
2017-12-06,74323800000
2017-12-07,74493360000
2017-12-08,74907840000
2017-12-11,75002040000
2017-12-12,73984680000
2017-12-13,73702080000
2017-12-14,74399160000
2017-12-15,74625240000
2017-12-18,73645560000
2017-12-19,72590520000
2017-12-20,72364440000
2017-12-21,72760080000
2017-12-22,72778920000
2017-12-26,72534000000
2017-12-27,73136880000
2017-12-28,73645560000
2017-12-29,73570200000
2018-01-02,73110368698
2018-01-03,71564057056
2018-01-04,71205765335
2018-01-05,71526342138
2018-01-08,72110923368
2018-01-09,71582914515
2018-01-10,70998333285
2018-01-11,70960618367
2018-01-12,70866331072
2018-01-16,70960618367
2018-01-17,71601771974
2018-01-18,71092620580
2018-01-19,70790901236
2018-01-22,70734328859
2018-01-23,71997778614
2018-01-24,71111478039
2018-01-25,72167495746
2018-01-26,74336103535
2018-01-29,73393230583
2018-01-30,73129226157
2018-01-31,74675537798
2018-02-01,73694949928
2018-02-02,73506375337
2018-02-05,72733219517
2018-02-06,70508039350
2018-02-07,69810313366
2018-02-08,68490291233
2018-02-09,69829170825
2018-02-12,70715471400
2018-02-13,71224622794
2018-02-14,70753186318
2018-02-15,72808649353
2018-02-16,73562947715
2018-02-20,72506930008
2018-02-21,71545199597
2018-02-22,71809204024
2018-02-23,73657235010
2018-02-26,72902936648
2018-02-27,71507484679
2018-02-28,71733774188
2018-03-01,72242925582
2018-03-02,72054350991
2018-03-05,73091511239
2018-03-06,72242925582
2018-03-07,72148638287
2018-03-08,72752076976
2018-03-09,72978366484
2018-03-12,72789791894
2018-03-13,72921794107
2018-03-14,74486963208
2018-03-15,74543535585
2018-03-16,75920130095
2018-03-19,75392121241
2018-03-20,75618410750
2018-03-21,75467551078
2018-03-22,76316136734
2018-03-23,75184689192
2018-03-26,76108704685
2018-03-27,76655570997
2018-03-28,76504711325
2018-03-29,76995005260
2018-04-02,76487796000
2018-04-03,76318200000
2018-04-04,76468952000
2018-04-05,77260400000
2018-04-06,76676236000
2018-04-09,76374732000
2018-04-10,76223980000
2018-04-11,75865944000
2018-04-12,74942588000
2018-04-13,75489064000
2018-04-16,76374732000
2018-04-17,76902364000
2018-04-18,76732768000
2018-04-19,76563172000
2018-04-20,75752880000
2018-04-23,75903632000
2018-04-24,76393576000
2018-04-25,75526752000
2018-04-26,76883520000
2018-04-27,77241556000
2018-04-30,77222712000
2018-05-01,76902364000
2018-05-02,76996584000
2018-05-03,76808144000
2018-05-04,77298088000
2018-05-07,76958896000
2018-05-08,75338312000
2018-05-09,74565708000
2018-05-10,75489064000
2018-05-11,75734036000
2018-05-14,75470220000
2018-05-15,74829524000
2018-05-16,74038076000
2018-05-17,73680040000
2018-05-18,73698884000
2018-05-21,75489064000
2018-05-22,75112184000
2018-05-23,75507908000
2018-05-24,75941320000
2018-05-25,76506640000
2018-05-29,77128492000
2018-05-30,77863408000
2018-05-31,78108380000
2018-06-01,76826988000
2018-06-04,75922476000
2018-06-05,75055652000
2018-06-06,73548132000
2018-06-07,73680040000
2018-06-08,73868480000
2018-06-11,73208940000
2018-06-12,74151140000
2018-06-13,74019232000
2018-06-14,74829524000
2018-06-15,75149872000
2018-06-18,75564440000
2018-06-19,76789300000
2018-06-20,76638548000
2018-06-21,76958896000
2018-06-22,77411152000
2018-06-25,78391040000
2018-06-26,78560636000
2018-06-27,79182488000
2018-06-28,78579480000
2018-06-29,78692544000
2018-07-02,79953900000
2018-07-03,79745736000
2018-07-05,79726812000
2018-07-06,80578392000
2018-07-09,78212892000
2018-07-10,79215864000
2018-07-11,79670040000
2018-07-12,79707888000
2018-07-13,80199912000
2018-07-16,80199912000
