,NYT
2013-12-24,2276455920
2013-12-26,2323006140
2013-12-27,2313996420
2013-12-30,2423347080
2013-12-31,2390212440
2014-01-02,2352559440
2014-01-03,2349547200
2014-01-06,2311894200
2014-01-07,2337498240
2014-01-08,2289302400
2014-01-09,2277253440
2014-01-10,2287796280
2014-01-13,2226045360
2014-01-14,2257673880
2014-01-15,2335992120
2014-01-16,2304363600
2014-01-17,2292314640
2014-01-21,2308881960
2014-01-22,2322437040
2014-01-23,2305869720
2014-01-24,2179355640
2014-01-27,2188392360
2014-01-28,2200441320
2014-01-29,2161282200
2014-01-30,2188392360
2014-01-31,2129653680
2014-02-03,2082963960
2014-02-04,2070915000
2014-02-05,2084470080
2014-02-06,2153751600
2014-02-07,2171825040
2014-02-10,2152245480
2014-02-11,2147727120
2014-02-12,2153751600
2014-02-13,2168812800
2014-02-14,2183874000
2014-02-18,2227551480
2014-02-19,2201947440
2014-02-20,2220020880
2014-02-21,2281771800
2014-02-24,2375151240
2014-02-25,2388706320
2014-02-26,2369126760
2014-02-27,2384187960
2014-02-28,2473049040
2014-03-03,2442926640
2014-03-04,2476061280
2014-03-05,2479073520
2014-03-06,2489616360
2014-03-07,2471542920
2014-03-10,2531787720
2014-03-11,2506183680
2014-03-12,2462506200
2014-03-13,2436902160
2014-03-14,2489616360
2014-03-17,2441420520
2014-03-18,2477567400
2014-03-19,2488110240
2014-03-20,2468530680
2014-03-21,2470036800
2014-03-24,2427865440
2014-03-25,2453469480
2014-03-26,2438408280
2014-03-27,2489616360
2014-03-28,2515220400
2014-03-31,2581627520
2014-04-01,2602738960
2014-04-02,2563532000
2014-04-03,2457974800
2014-04-04,2430831520
2014-04-07,2381068840
2014-04-08,2390116600
2014-04-09,2441387240
2014-04-10,2393132520
2014-04-11,2365989240
2014-04-14,2346385760
2014-04-15,2456466840
2014-04-16,2513769320
2014-04-17,2504721560
2014-04-21,2521309120
2014-04-22,2563532000
2014-04-23,2504721560
2014-04-24,2537896679
2014-04-25,2464006640
2014-04-28,2405196200
2014-04-29,2433847440
2014-04-30,2424799679
2014-05-01,2375037000
2014-05-02,2341861880
2014-05-05,2375037000
2014-05-06,2335830040
2014-05-07,2293607160
2014-05-08,2289083280
2014-05-09,2364481280
2014-05-12,2442895200
2014-05-13,2378052920
2014-05-14,2270987760
2014-05-15,2243844480
2014-05-16,2258924080
2014-05-19,2292099200
2014-05-20,2224241000
2014-05-21,2207653440
2014-05-22,2216701200
2014-05-23,2251384280
2014-05-27,2281543480
2014-05-28,2267971840
2014-05-29,2240828560
2014-05-30,2240828560
2014-06-02,2251384280
2014-06-03,2233288760
2014-06-04,2236304680
2014-06-05,2289083280
2014-06-06,2286067360
2014-06-09,2349401680
2014-06-10,2369005160
2014-06-11,2378052920
2014-06-12,2349401680
2014-06-13,2292099200
2014-06-16,2299639000
2014-06-17,2320750440
2014-06-18,2316226560
2014-06-19,2332814120
2014-06-20,2328290240
2014-06-23,2316226560
2014-06-24,2310194720
2014-06-25,2364481280
2014-06-26,2261940000
2014-06-27,2298131040
2014-06-30,2294002620
2014-07-01,2336232780
2014-07-02,2281936860
2014-07-03,2354331420
2014-07-07,2287969740
2014-07-08,2242723140
2014-07-09,2275903980
2014-07-10,2232165600
2014-07-11,2176361460
2014-07-14,2174853240
2014-07-15,2135639520
2014-07-16,2144688840
2014-07-17,2125081980
2014-07-18,2165803920
2014-07-21,2144688840
2014-07-22,2146197060
2014-07-23,2100950460
2014-07-24,2132623080
2014-07-25,2069277840
2014-07-28,2114524440
2014-07-29,1944095580
2014-07-30,1916947620
2014-07-31,1883766780
2014-08-01,1907898300
2014-08-04,1910914740
2014-08-05,1930521600
2014-08-06,1944095580
2014-08-07,1888291440
2014-08-08,1885275000
2014-08-11,1882258560
2014-08-12,1849077720
2014-08-13,1849077720
2014-08-14,1850585940
2014-08-15,1850585940
2014-08-18,1867176360
2014-08-19,1853602379
2014-08-20,1853602379
2014-08-21,1871701020
2014-08-22,1867176360
2014-08-25,1858127040
2014-08-26,1868684580
2014-08-27,1870192800
2014-08-28,1862651700
2014-08-29,1867176360
2014-09-02,1859635260
2014-09-03,1859635260
2014-09-04,1862651700
2014-09-05,1865668140
2014-09-08,1864159920
2014-09-09,1846061280
2014-09-10,1840028400
2014-09-11,1829470860
2014-09-12,1806847560
2014-09-15,1799306460
2014-09-16,1799306460
2014-09-17,1790257140
2014-09-18,1809864000
2014-09-19,1796290020
2014-09-22,1770650280
2014-09-23,1743502320
2014-09-24,1741994100
2014-09-25,1728420120
2014-09-26,1737469440
2014-09-29,1733958500
2014-09-30,1691740380
2014-10-01,1854581700
2014-10-02,1972189320
2014-10-03,1934494570
2014-10-06,1887753080
2014-10-07,1862120650
2014-10-08,1887753080
2014-10-09,1813871370
2014-10-10,1788238940
2014-10-13,1786731150
2014-10-14,1822918110
2014-10-15,1842519380
2014-10-16,1883229710
2014-10-17,1847042750
2014-10-20,1880214130
2014-10-21,1945049100
2014-10-22,1902830980
2014-10-23,1978220480
2014-10-24,1946556890
2014-10-27,1976712690
2014-10-28,2052102190
2014-10-29,2020438600
2014-10-30,1920924460
2014-10-31,1936002360
2014-11-03,1951080260
2014-11-04,1931478990
2014-11-05,1928463409
2014-11-06,1934494570
2014-11-07,1923940040
2014-11-10,1936002360
2014-11-11,1954095840
2014-11-12,1970681530
2014-11-13,1940525730
2014-11-14,1943541310
2014-11-17,1913385510
2014-11-18,1926955620
2014-11-19,1907354350
2014-11-20,1914893300
2014-11-21,1914893300
2014-11-24,1949572470
2014-11-25,1936002360
2014-11-26,1946556890
2014-11-28,1913385510
2014-12-01,2044563240
2014-12-02,2012899650
2014-12-03,2029485340
2014-12-04,1946556890
2014-12-05,1946556890
2014-12-08,1884737500
2014-12-09,1934494570
2014-12-10,1937510150
2014-12-11,1967665950
2014-12-12,1955603630
2014-12-15,1960127000
2014-12-16,1981236060
2014-12-17,2002345120
2014-12-18,1978220480
2014-12-19,2000837330
2014-12-22,1996313960
2014-12-23,2047578820
2014-12-24,2021946390
2014-12-26,2047578820
2014-12-29,2134545991
2014-12-30,2118699324
2014-12-31,2094929324
2015-01-02,2034711991
2015-01-05,2010941991
2015-01-06,1944385991
2015-01-07,1972909991
2015-01-08,2015695991
2015-01-09,2022034658
2015-01-12,1991925991
2015-01-13,2020449991
2015-01-14,1945970658
2015-01-15,1904769325
2015-01-16,1931708658
2015-01-20,1906353991
2015-01-21,1915861991
2015-01-22,2050558658
2015-01-23,2077497991
2015-01-26,2090175324
2015-01-27,2080667324
2015-01-28,2047389324
2015-01-29,2064820657
2015-01-30,1995095324
2015-02-02,2022034658
2015-02-03,2175747324
2015-02-04,2209025324
2015-02-05,2226456657
2015-02-06,2251811323
2015-02-09,2220117990
2015-02-10,2229625990
2015-02-11,2218533324
2015-02-12,2245472657
2015-02-13,2289843323
2015-02-17,2259734657
2015-02-18,2240718657
2015-02-19,2245472657
2015-02-20,2242303323
2015-02-23,2239133990
2015-02-24,2234379990
2015-02-25,2232795323
2015-02-26,2247057323
2015-02-27,2216948657
2015-03-02,2243887990
2015-03-03,2197932657
2015-03-04,2161485324
2015-03-05,2144053990
2015-03-06,2123453324
2015-03-09,2113945324
2015-03-10,2060066658
2015-03-11,2123453324
2015-03-12,2153561990
2015-03-13,2139299991
2015-03-16,2175747324
2015-03-17,2142469324
2015-03-18,2164654657
2015-03-19,2177331990
2015-03-20,2183670657
2015-03-23,2159900657
2015-03-24,2132961324
2015-03-25,2093344657
2015-03-26,2099683324
2015-03-27,2125037991
2015-03-30,2245792500
2015-03-31,2289044800
2015-04-01,2262428000
2015-04-02,2254110250
2015-04-06,2318988700
2015-04-07,2254110250
2015-04-08,2247456050
2015-04-09,2245792500
2015-04-10,2215848600
2015-04-13,2235811200
2015-04-14,2210857950
2015-04-15,2200876650
2015-04-16,2247456050
2015-04-17,2160951450
2015-04-20,2175923400
2015-04-21,2189231800
2015-04-22,2159287900
2015-04-23,2187568250
2015-04-24,2189231800
2015-04-27,2145979500
2015-04-28,2170932750
2015-04-29,2131007550
2015-04-30,2227493450
2015-05-01,2262428000
2015-05-04,2330633550
2015-05-05,2262428000
2015-05-06,2234147650
2015-05-07,2277399950
2015-05-08,2289044800
2015-05-11,2325642900
2015-05-12,2307343850
2015-05-13,2302353200
2015-05-14,2343941950
2015-05-15,2318988700
2015-05-18,2337287750
2015-05-19,2348932600
2015-05-20,2370558750
2015-05-21,2357250350
2015-05-22,2337287750
2015-05-26,2335624200
2015-05-27,2355586800
2015-05-28,2358913900
2015-05-29,2312334500
2015-06-01,2350596150
2015-06-02,2353923250
2015-06-03,2375549400
2015-06-04,2367231650
2015-06-05,2377212950
2015-06-08,2353923250
2015-06-09,2312334500
2015-06-10,2342278400
2015-06-11,2323979350
2015-06-12,2325642900
2015-06-15,2317325150
2015-06-16,2373885850
2015-06-17,2360577450
2015-06-18,2378876500
2015-06-19,2375549400
2015-06-22,2398839100
2015-06-23,2405493300
2015-06-24,2360577450
2015-06-25,2368895200
2015-06-26,2387194250
2015-06-29,2241406160
2015-06-30,2252959800
2015-07-01,2269465000
2015-07-02,2254610320
2015-07-06,2172084320
2015-07-07,2162181200
2015-07-08,2145676000
2015-07-09,2148977040
2015-07-10,2186939000
2015-07-13,2218298880
2015-07-14,2219949400
2015-07-15,2203444200
2015-07-16,2205094720
2015-07-17,2180336920
2015-07-20,2203444200
2015-07-21,2180336920
2015-07-22,2195191600
2015-07-23,2191890560
2015-07-24,2190240040
2015-07-27,2173734840
2015-07-28,2172084320
2015-07-29,2186939000
2015-07-30,2178686400
2015-07-31,2181987440
2015-08-03,2162181200
2015-08-04,2175385360
2015-08-05,2177035880
2015-08-06,2112665600
2015-08-07,2177035880
2015-08-10,2188589520
2015-08-11,2148977040
2015-08-12,2124219239
2015-08-13,2125869760
2015-08-14,2132471840
2015-08-17,2163831720
2015-08-18,2137423400
2015-08-19,2087907800
2015-08-20,2020236480
2015-08-21,2023537520
2015-08-24,1929457880
2015-08-25,1932758920
2015-08-26,1969070360
2015-08-27,1982274520
2015-08-28,2035091160
2015-08-31,2007032320
2015-09-01,1950914640
2015-09-02,1962468280
2015-09-03,1977322960
2015-09-04,1962468280
2015-09-08,2010333360
2015-09-09,1983925040
2015-09-10,1962468280
2015-09-11,1960817760
2015-09-14,1944312560
2015-09-15,1982274520
2015-09-16,2005381800
2015-09-17,1993828160
2015-09-18,1978973480
2015-09-21,1983925040
2015-09-22,1939361000
2015-09-23,1931108400
2015-09-24,1917904239
2015-09-25,1922855800
2015-09-28,1874789240
2015-09-29,1881276400
2015-09-30,1915333990
2015-10-01,1913712200
2015-10-02,1955878740
2015-10-05,2009397810
2015-10-06,2007776020
2015-10-07,2041833610
2015-10-08,2069404040
2015-10-09,2088865520
2015-10-12,2082378360
2015-10-13,2030481080
2015-10-14,2040211820
2015-10-15,2090487310
2015-10-16,2079134780
2015-10-19,2093730890
2015-10-20,2109948790
2015-10-21,2049942560
2015-10-22,2087243729
2015-10-23,2113192370
2015-10-26,2103461630
2015-10-27,2062916880
2015-10-28,2116435950
2015-10-29,2148871750
2015-10-30,2153737120
2015-11-02,2247800940
2015-11-03,2238070200
2015-11-04,2213743350
2015-11-05,2218608720
2015-11-06,2210499770
2015-11-09,2187794710
2015-11-10,2202390820
2015-11-11,2204012610
2015-11-12,2139141010
2015-11-13,2161846070
2015-11-16,2189416500
2015-11-17,2212121560
2015-11-18,2260775260
2015-11-19,2259153470
2015-11-20,2257531680
2015-11-23,2276993160
2015-11-24,2294832850
2015-11-25,2311050750
2015-11-27,2289967480
2015-11-30,2283480320
2015-12-01,2306185380
2015-12-02,2273749580
2015-12-03,2210499770
2015-12-04,2246179150
2015-12-07,2226717670
2015-12-08,2213743350
2015-12-09,2184551130
2015-12-10,2174820390
2015-12-11,2147249960
2015-12-14,2131032060
2015-12-15,2174820390
2015-12-16,2210499770
2015-12-17,2169955020
2015-12-18,2173198600
2015-12-21,2173198600
2015-12-22,2220230510
2015-12-23,2233204830
2015-12-24,2226717670
2015-12-28,2202521040
2015-12-29,2212181220
2015-12-30,2189640800
2015-12-31,2160660260
2016-01-04,2094649030
2016-01-05,2110749330
2016-01-06,2093039000
2016-01-07,2081768790
2016-01-08,2054398280
2016-01-11,2036687950
2016-01-12,2036687950
2016-01-13,1977116840
2016-01-14,2060838400
2016-01-15,2027027770
2016-01-19,2009317440
2016-01-20,1983556960
2016-01-21,1988387050
2016-01-22,2052788250
2016-01-25,2017367590
2016-01-26,2097869090
2016-01-27,2060838400
2016-01-28,2065668490
2016-01-29,2128459660
2016-02-01,2086598880
2016-02-02,2039908010
2016-02-03,2056008310
2016-02-04,2088208910
2016-02-05,2009317440
2016-02-08,2002877320
2016-02-09,1972286750
2016-02-10,1975506810
2016-02-11,1972286750
2016-02-12,1998047230
2016-02-16,2059228369
2016-02-17,2070498580
2016-02-18,2064058460
2016-02-19,2043128070
2016-02-22,2060838400
2016-02-23,2065668490
2016-02-24,2004487350
2016-02-25,2006097380
2016-02-26,2020587650
2016-02-29,2023807710
2016-03-01,2049568190
2016-03-02,2054398280
2016-03-03,2076938700
2016-03-04,2052788250
2016-03-07,2059228369
2016-03-08,2015757560
2016-03-09,2027027770
2016-03-10,2031857859
2016-03-11,2076938700
2016-03-14,2059228369
2016-03-15,2018977619
2016-03-16,2044738100
2016-03-17,2056008310
2016-03-18,2051178220
2016-03-21,2030247830
2016-03-22,2022197680
2016-03-23,2007707410
2016-03-24,2017367590
2016-03-28,2017322560
2016-03-29,2041491760
2016-03-30,2030212800
2016-03-31,2007654880
2016-04-01,2054382000
2016-04-04,2028601520
2016-04-05,2010877440
2016-04-06,2012488720
2016-04-07,1972206720
2016-04-08,1986708240
2016-04-11,2001209760
2016-04-12,2012488720
2016-04-13,2062438400
2016-04-14,2047936880
2016-04-15,2062438400
2016-04-18,2064049680
2016-04-19,2070494800
2016-04-20,2054382000
2016-04-21,2059215840
2016-04-22,2075328640
2016-04-25,2086607600
2016-04-26,2110776800
2016-04-27,2113999359
2016-04-28,2076939920
2016-04-29,2065660960
2016-05-02,2075328640
2016-05-03,2006043600
2016-05-04,1986708240
2016-05-05,1978651840
2016-05-06,2009266160
2016-05-09,1993153359
2016-05-10,1999598480
2016-05-11,1975429280
2016-05-12,1960927760
2016-05-13,1954482640
2016-05-16,1980263119
2016-05-17,1933536000
2016-05-18,1935147280
2016-05-19,1910978080
2016-05-20,1948037520
2016-05-23,1901310400
2016-05-24,1935147280
2016-05-25,1925479600
2016-05-26,1927090880
2016-05-27,1923868320
2016-05-31,1948037520
2016-06-01,1954482640
2016-06-02,1951260080
2016-06-03,1938369840
2016-06-06,1957705200
2016-06-07,1936758560
2016-06-08,1946426240
2016-06-09,1939981119
2016-06-10,1909366800
2016-06-13,1902921680
2016-06-14,1914200640
2016-06-15,1910978080
2016-06-16,1902921680
2016-06-17,1907755520
2016-06-20,1927090880
2016-06-21,1909366800
2016-06-22,1904532960
2016-06-23,1923868320
2016-06-24,1902921680
2016-06-27,1860074899
2016-06-28,1879417100
2016-06-29,1913265949
2016-06-30,1950338500
2016-07-01,1948726650
2016-07-05,1919713350
2016-07-06,1943891100
2016-07-07,1950338500
2016-07-08,1979351800
2016-07-11,1997082150
2016-07-12,2029319150
2016-07-13,2043825800
2016-07-14,2053496900
2016-07-15,2069615400
2016-07-18,2072839100
2016-07-19,2068003550
2016-07-20,2076062800
2016-07-21,2064779850
2016-07-22,2077674650
2016-07-25,2077674650
2016-07-26,2088957600
2016-07-27,2061556149
2016-07-28,2051885050
2016-07-29,2092181300
2016-08-01,2098628700
2016-08-02,2059944300
2016-08-03,2055108750
2016-08-04,2053496900
2016-08-05,2069615400
2016-08-08,2058332450
2016-08-09,2061556149
2016-08-10,2047049500
2016-08-11,2043825800
2016-08-12,2059944300
2016-08-15,2087345750
2016-08-16,2079286500
2016-08-17,2082510200
2016-08-18,2085733900
2016-08-19,2103464250
2016-08-22,2121194600
2016-08-23,2122806450
2016-08-24,2106687950
2016-08-25,2108299800
2016-08-26,2101852399
2016-08-29,2092181300
2016-08-30,2098628700
2016-08-31,2085733900
2016-09-01,2084122050
2016-09-02,2103464250
2016-09-06,2097016850
2016-09-07,2117970900
2016-09-08,2097016850
2016-09-09,2006753250
2016-09-12,2027707300
2016-09-13,1982575500
2016-09-14,1974516250
2016-09-15,1989022900
2016-09-16,1979351800
2016-09-19,1989022900
2016-09-20,1979351800
2016-09-21,1980963649
2016-09-22,2001917700
2016-09-23,2005141400
2016-09-26,1989652240
2016-09-27,1983202800
2016-09-28,1942893800
2016-09-29,1918708400
2016-09-30,1926770200
2016-10-03,1947730880
2016-10-04,1923545480
2016-10-05,1938056720
2016-10-06,1929994920
2016-10-07,1902584800
2016-10-10,1910646600
2016-10-11,1878399400
2016-10-12,1886461200
2016-10-13,1870337600
2016-10-14,1862275800
2016-10-17,1830028600
2016-10-18,1854214000
2016-10-19,1862275800
2016-10-20,1862275800
2016-10-21,1862275800
2016-10-24,1854214000
2016-10-25,1846152200
2016-10-26,1838090400
2016-10-27,1773596000
2016-10-28,1781657800
2016-10-31,1757472400
2016-11-01,1757472400
2016-11-02,1765534200
2016-11-03,1741348800
2016-11-04,1765534200
2016-11-07,1789719600
2016-11-08,1805843200
2016-11-09,1854214000
2016-11-10,1894523000
2016-11-11,1975141000
2016-11-14,2007388200
2016-11-15,1975141000
2016-11-16,1967079200
2016-11-17,1983202800
2016-11-18,2007388200
2016-11-21,2007388200
2016-11-22,2039635400
2016-11-23,2071882600
2016-11-25,2071882600
2016-11-28,2079944400
2016-11-29,2071882600
2016-11-30,2096068000
2016-12-01,2088006200
2016-12-02,2063820800
2016-12-05,2128315200
2016-12-06,2120253400
2016-12-07,2160562400
2016-12-08,2249242200
2016-12-09,2273427600
2016-12-12,2225056800
2016-12-13,2192809600
2016-12-14,2168624200
2016-12-15,2176686000
2016-12-16,2192809600
2016-12-19,2200871400
2016-12-20,2200871400
2016-12-21,2184747800
2016-12-22,2184747800
2016-12-23,2192809600
2016-12-27,2203137300
2016-12-28,2170856900
2016-12-29,2162786800
2016-12-30,2146646600
2017-01-03,2170856900
2017-01-04,2211207400
2017-01-05,2195067200
2017-01-06,2178927000
2017-01-09,2162786800
2017-01-10,2186997100
2017-01-11,2195067200
2017-01-12,2178927000
2017-01-13,2195067200
2017-01-17,2178927000
2017-01-18,2186997100
2017-01-19,2154716700
2017-01-20,2154716700
2017-01-23,2106296100
2017-01-24,2114366200
2017-01-25,2146646600
2017-01-26,2146646600
2017-01-27,2154716700
2017-01-30,2146646600
2017-01-31,2178927000
2017-02-01,2186997100
2017-02-02,2186997100
2017-02-03,2316118700
2017-02-06,2348399100
2017-02-07,2364539300
2017-02-08,2388749600
2017-02-09,2380679500
2017-02-10,2493660900
2017-02-13,2622782500
2017-02-14,2558221700
2017-02-15,2574361900
2017-02-16,2525941300
2017-02-17,2493660900
2017-02-21,2501731000
2017-02-22,2429100100
2017-02-23,2380679500
2017-02-24,2396819700
2017-02-27,2388749600
2017-02-28,2324188800
2017-03-01,2372609400
2017-03-02,2356469200
2017-03-03,2356469200
2017-03-06,2348399100
2017-03-07,2340329000
2017-03-08,2332258900
2017-03-09,2316118700
2017-03-10,2364539300
2017-03-13,2348399100
2017-03-14,2348399100
2017-03-15,2380679500
2017-03-16,2364539300
2017-03-17,2372609400
2017-03-20,2340329000
2017-03-21,2299978500
2017-03-22,2299978500
2017-03-23,2308048600
2017-03-24,2299978500
2017-03-27,2305464750
2017-03-28,2329732800
2017-03-29,2337822150
2017-03-30,2354000850
2017-03-31,2329732800
2017-04-03,2297375400
2017-04-04,2362090200
2017-04-05,2329732800
2017-04-06,2345911500
2017-04-07,2337822150
2017-04-10,2337822150
2017-04-11,2362090200
2017-04-12,2345911500
2017-04-13,2305464750
2017-04-17,2337822150
2017-04-18,2345911500
2017-04-19,2362090200
2017-04-20,2394447600
2017-04-21,2378268900
2017-04-24,2402536950
2017-04-25,2394447600
2017-04-26,2402536950
2017-04-27,2370179550
2017-04-28,2337822150
2017-05-01,2337822150
2017-05-02,2313554100
2017-05-03,2604770700
2017-05-04,2709932250
2017-05-05,2742289650
2017-05-08,2750379000
2017-05-09,2758468350
2017-05-10,2782736400
2017-05-11,2782736400
2017-05-12,2782736400
2017-05-15,2790825750
2017-05-16,2766557700
2017-05-17,2726110950
2017-05-18,2726110950
2017-05-19,2807004450
2017-05-22,2815093800
2017-05-23,2815093800
2017-05-24,2823183150
2017-05-25,2798915100
2017-05-26,2790825750
2017-05-30,2847451200
2017-05-31,2847451200
2017-06-01,2855540550
2017-06-02,2847451200
2017-06-05,2839361850
2017-06-06,2807004450
2017-06-07,2790825750
2017-06-08,2847451200
2017-06-09,2863629900
2017-06-12,2871719250
2017-06-13,2895987300
2017-06-14,2887897950
2017-06-15,2855540550
2017-06-16,2863629900
2017-06-19,2871719250
2017-06-20,2831272500
2017-06-21,2823183150
2017-06-22,2815093800
2017-06-23,2855540550
2017-06-26,2813701550
2017-06-27,2838027500
2017-06-28,2919114000
2017-06-29,2886679400
2017-06-30,2870462100
2017-07-03,2878570750
2017-07-05,2878570750
2017-07-06,2829918850
2017-07-07,2846136150
2017-07-10,2821810200
2017-07-11,2846136150
2017-07-12,2838027500
2017-07-13,2846136150
2017-07-14,2854244800
2017-07-17,2854244800
2017-07-18,2846136150
2017-07-19,2878570750
2017-07-20,2927222650
2017-07-21,2935331300
2017-07-24,2959657250
2017-07-25,2983983200
2017-07-26,2975874550
2017-07-27,3235351350
2017-07-28,3129938900
2017-07-31,3081287000
2017-08-01,3097504300
2017-08-02,3097504300
2017-08-03,3105612950
2017-08-04,3105612950
2017-08-07,3105612950
2017-08-08,3081287000
2017-08-09,3056961050
2017-08-10,3016417800
2017-08-11,2983983200
2017-08-14,2967765900
2017-08-15,2951548600
2017-08-16,2935331300
2017-08-17,2911005350
2017-08-18,2975874550
2017-08-21,2967765900
2017-08-22,2983983200
2017-08-23,2983983200
2017-08-24,2943439950
2017-08-25,2959657250
2017-08-28,2975874550
2017-08-29,2967765900
2017-08-30,2992091850
2017-08-31,3024526450
2017-09-01,3056961050
2017-09-05,3032635100
2017-09-06,3040743750
2017-09-07,3073178350
2017-09-08,3089395650
2017-09-11,3073178350
2017-09-12,3105612950
2017-09-13,3097504300
2017-09-14,3105612950
2017-09-15,3113721600
2017-09-18,3138047550
2017-09-19,3138047550
2017-09-20,3146156200
2017-09-21,3129938900
2017-09-22,3154264850
2017-09-25,3165064500
2017-09-26,3156948950
2017-09-27,3205642250
2017-09-28,3189411150
2017-09-29,3181295600
2017-10-02,3229988900
2017-10-03,3246220000
2017-10-04,3213757800
2017-10-05,3246220000
2017-10-06,3189411150
2017-10-09,3116371200
2017-10-10,3124486750
2017-10-11,3124486750
2017-10-12,3108255650
2017-10-13,3108255650
2017-10-16,3116371200
2017-10-17,3092024550
2017-10-18,3108255650
2017-10-19,3100140100
2017-10-20,3156948950
2017-10-23,3173180050
2017-10-24,3189411150
2017-10-25,3148833400
2017-10-26,3140717850
2017-10-27,3140717850
2017-10-30,3116371200
2017-10-31,3100140100
2017-11-01,2921598000
2017-11-02,2897251350
2017-11-03,2832326950
2017-11-06,2807980300
2017-11-07,2775518100
2017-11-08,2791749200
2017-11-09,2824211400
2017-11-10,2881020250
2017-11-13,2832326950
2017-11-14,2824211400
2017-11-15,2799864750
2017-11-16,2856673600
2017-11-17,2864789150
2017-11-20,2872904700
2017-11-21,2937829100
2017-11-22,2954060200
2017-11-24,2962175750
2017-11-27,2970291300
2017-11-28,3027100150
2017-11-29,3002753500
2017-11-30,3051446800
2017-12-01,3027100150
2017-12-04,3035215700
2017-12-05,3051446800
2017-12-06,3027100150
2017-12-07,2881020250
2017-12-08,2881020250
2017-12-11,2954060200
2017-12-12,2921598000
2017-12-13,2954060200
2017-12-14,2937829100
2017-12-15,3027100150
2017-12-18,3018984600
2017-12-19,3018984600
2017-12-20,3002753500
2017-12-21,3043331250
2017-12-22,3002753500
2017-12-26,3043331250
2017-12-27,3027100150
2017-12-28,3027100150
2017-12-29,3002753500
2018-01-02,3109581300
2018-01-03,3043943700
2018-01-04,3002920200
2018-01-05,3076762500
2018-01-08,3076762500
2018-01-09,3183423600
2018-01-10,3158809500
2018-01-11,3191628300
2018-01-12,3322903500
2018-01-16,3257265900
2018-01-17,3314698800
2018-01-18,3314698800
2018-01-19,3593658600
2018-01-22,3610068000
2018-01-23,3708524400
2018-01-24,3651091500
2018-01-25,3683910300
2018-01-26,3765957300
2018-01-29,3831594900
2018-01-30,3864413700
2018-01-31,3815185500
2018-02-01,3905437200
2018-02-02,3774162000
2018-02-05,3626477400
2018-02-06,3675705600
2018-02-07,3634682100
2018-02-08,4003893600
2018-02-09,3954665400
2018-02-12,3954665400
2018-02-13,3962870100
2018-02-14,4061326500
2018-02-15,4135168800
2018-02-16,4110554700
2018-02-20,4143373500
2018-02-21,4102350000
2018-02-22,4126964100
2018-02-23,4151578200
2018-02-26,4159782900
2018-02-27,4061326500
2018-02-28,3954665400
2018-03-01,3930051300
2018-03-02,4036712400
2018-03-05,3954665400
2018-03-06,4003893600
2018-03-07,3987484200
2018-03-08,3946460700
2018-03-09,4061326500
2018-03-12,4135168800
2018-03-13,4118759400
2018-03-14,4044917100
2018-03-15,3987484200
2018-03-16,3930051300
2018-03-19,3880823100
2018-03-20,3880823100
2018-03-21,3921846600
2018-03-22,3790571400
2018-03-23,3790571400
2018-03-26,3872618400
2018-03-27,3798776100
2018-03-28,3848004300
2018-03-29,3954665400
2018-04-02,3878134500
2018-04-03,3836877750
2018-04-04,3828626400
2018-04-05,3803872350
2018-04-06,3894637200
2018-04-09,3836877750
2018-04-10,3779118300
2018-04-11,3762615600
2018-04-12,3787369650
2018-04-13,3746112900
2018-04-16,3779118300
2018-04-17,3696604800
2018-04-18,3762615600
2018-04-19,3696604800
2018-04-20,3671850750
2018-04-23,3704856150
2018-04-24,3671850750
2018-04-25,3688353450
2018-04-26,3696604800
2018-04-27,3663599400
2018-04-30,3869883150
2018-05-01,3784069110
2018-05-02,3795621000
2018-05-03,3795621000
2018-05-04,3762615600
2018-05-07,3820375050
2018-05-08,3762615600
2018-05-09,3779118300
2018-05-10,3721358850
2018-05-11,3737861550
2018-05-14,3746112900
2018-05-15,3787369650
2018-05-16,3853380450
2018-05-17,3869883150
2018-05-18,3960648000
2018-05-21,3960648000
2018-05-22,3836877750
2018-05-23,3820375050
2018-05-24,3795621000
2018-05-25,3853380450
2018-05-29,3770866950
2018-05-30,3762615600
2018-05-31,3754364250
2018-06-01,3795621000
2018-06-04,3795621000
2018-06-05,3869883150
2018-06-06,3861631800
2018-06-07,3861631800
2018-06-08,3869883150
2018-06-11,3977150700
2018-06-12,3935893950
2018-06-13,4084418250
2018-06-14,4117423650
2018-06-15,4183434450
2018-06-18,4117423650
2018-06-19,4117423650
2018-06-20,4166931750
2018-06-21,4381466850
2018-06-22,4389718200
2018-06-25,4282450650
2018-06-26,4290702000
2018-06-27,4265947950
2018-06-28,4290702000
2018-06-29,4274199300
2018-07-02,4332930000
2018-07-03,4250398000
2018-07-05,4299917200
2018-07-06,4324676800
2018-07-09,4341183200
2018-07-10,4398955600
2018-07-11,4365942800
2018-07-12,4316423600
2018-07-13,4225638400
2018-07-16,4258651200
2018-07-17,4266904400
2018-07-18,4250398000
2018-07-19,4250398000
2018-07-20,4200878800
2018-07-23,4110093600
2018-07-24,4011055200
2018-07-25,4060574400
2018-07-26,4035814800
2018-07-27,3961536000
2018-07-30,3994548800
2018-07-31,4093587200
2018-08-01,4052321200
2018-08-02,4035814800
2018-08-03,3994548800
2018-08-06,4035814800
2018-08-07,4011055200
2018-08-08,3746952800
2018-08-09,3771712400
2018-08-10,3738699600
