,NDAQ
2016-08-12,11615184000
2016-08-15,11605248000
2016-08-16,11471112000
2016-08-17,11625120000
2016-08-18,11644992000
2016-08-19,11664864000
2016-08-22,11669832000
2016-08-23,11684736000
2016-08-24,11640024000
2016-08-25,11694672000
2016-08-26,11674800000
2016-08-29,11774160000
2016-08-30,11813904000
2016-08-31,11794032000
2016-09-01,11863584000
2016-09-02,11868552000
2016-09-06,11838744000
2016-09-07,11739384000
2016-09-08,11625120000
2016-09-09,11421432000
2016-09-12,11505888000
2016-09-13,11436336000
2016-09-14,11376720000
2016-09-15,11510856000
2016-09-16,11505888000
2016-09-19,11560536000
2016-09-20,11530728000
2016-09-21,11704608000
2016-09-22,11664864000
2016-09-23,11500920000
2016-09-26,11401560000
2016-09-27,11351880000
2016-09-28,11297232000
2016-09-29,11173032000
2016-09-30,11196474000
2016-10-03,11116890000
2016-10-04,11072124000
2016-10-05,11087046000
2016-10-06,11166630000
2016-10-07,11111916000
2016-10-10,11012436000
2016-10-11,10932852000
2016-10-12,11017410000
2016-10-13,11082072000
2016-10-14,11146734000
2016-10-17,11007462000
2016-10-18,10977618000
2016-10-19,11007462000
2016-10-20,10898034000
2016-10-21,10972644000
2016-10-24,10992540000
2016-10-25,11002488000
2016-10-26,10723944000
2016-10-27,10604568000
2016-10-28,10624464000
2016-10-31,10604568000
2016-11-01,10529958000
2016-11-02,10569750000
2016-11-03,10639386000
2016-11-04,10723944000
2016-11-07,10853268000
2016-11-08,10838346000
2016-11-09,11096994000
2016-11-10,11126838000
2016-11-11,11017410000
2016-11-14,10733892000
2016-11-15,10689126000
2016-11-16,10728918000
2016-11-17,10753788000
2016-11-18,10917930000
2016-11-21,10937826000
2016-11-22,10873164000
2016-11-23,10833372000
2016-11-25,10893060000
2016-11-28,10709022000
2016-11-29,10773684000
2016-11-30,10624464000
2016-12-01,10534932000
2016-12-02,10589646000
2016-12-05,10753788000
2016-12-06,11027358000
2016-12-07,11211396000
2016-12-08,11236266000
2016-12-09,11375538000
2016-12-12,11405382000
2016-12-13,11484966000
2016-12-14,11315850000
2016-12-15,11375538000
2016-12-16,11286006000
2016-12-19,11226318000
2016-12-20,11276058000
2016-12-21,11191500000
2016-12-22,11141760000
2016-12-23,11136786000
2016-12-27,11196474000
2016-12-28,11166630000
2016-12-29,11111916000
2016-12-30,11126838000
2017-01-03,11103885000
2017-01-04,11273715000
2017-01-05,11263725000
2017-01-06,11398590000
2017-01-09,11283705000
2017-01-10,11188800000
2017-01-11,11273715000
2017-01-12,11223765000
2017-01-13,11273715000
2017-01-17,11153835000
2017-01-18,11198790000
2017-01-19,11163825000
2017-01-20,11213775000
2017-01-23,11208780000
2017-01-24,11313675000
2017-01-25,11378610000
2017-01-26,11458530000
2017-01-27,11383605000
2017-01-30,11353635000
2017-01-31,11743245000
2017-02-01,11778210000
2017-02-02,11768220000
2017-02-03,11713275000
2017-02-06,11613375000
2017-02-07,11548440000
2017-02-08,11468520000
2017-02-09,11503485000
2017-02-10,11618370000
2017-02-13,11773215000
2017-02-14,11783205000
2017-02-15,11863125000
2017-02-16,11878110000
2017-02-17,11908080000
2017-02-21,11883105000
2017-02-22,11863125000
2017-02-23,11898090000
2017-02-24,11898090000
2017-02-27,11848140000
2017-02-28,11838150000
2017-03-01,12017970000
2017-03-02,11863125000
2017-03-03,11838150000
2017-03-06,11883105000
2017-03-07,11808180000
2017-03-08,11778210000
2017-03-09,11833155000
2017-03-10,11813175000
2017-03-13,11783205000
2017-03-14,11773215000
2017-03-15,11793195000
2017-03-16,11848140000
2017-03-17,11803185000
2017-03-20,11783205000
2017-03-21,11613375000
2017-03-22,11603385000
2017-03-23,11608380000
2017-03-24,11628360000
2017-03-27,11488500000
2017-03-28,11513475000
2017-03-29,11433555000
2017-03-30,11553435000
2017-03-31,11487030000
2017-04-03,11397714000
2017-04-04,11353056000
2017-04-05,11427486000
2017-04-06,11432448000
2017-04-07,11447334000
2017-04-10,11472144000
2017-04-11,11412600000
2017-04-12,11358018000
2017-04-13,11263740000
2017-04-17,11427486000
2017-04-18,11427486000
2017-04-19,11442372000
2017-04-20,11596194000
2017-04-21,11561460000
2017-04-24,11650776000
2017-04-25,11665662000
2017-04-26,11501916000
2017-04-27,11358018000
2017-04-28,11392752000
2017-05-01,11318322000
2017-05-02,11308398000
2017-05-03,11214120000
2017-05-04,11238930000
2017-05-05,11233968000
2017-05-08,11085108000
2017-05-09,11040450000
2017-05-10,11040450000
2017-05-11,11114880000
2017-05-12,11174424000
2017-05-15,11209158000
2017-05-16,11144652000
2017-05-17,11035488000
2017-05-18,11040450000
2017-05-19,11154576000
2017-05-22,11233968000
2017-05-23,11233968000
2017-05-24,11194272000
2017-05-25,11278626000
2017-05-26,11179386000
2017-05-30,11149614000
2017-05-31,11189310000
2017-06-01,11224044000
2017-06-02,11164500000
2017-06-05,11224044000
2017-06-06,11288550000
2017-06-07,11511840000
2017-06-08,11611080000
2017-06-09,11665662000
2017-06-12,11645814000
2017-06-13,11824446000
2017-06-14,11750016000
2017-06-15,11735130000
2017-06-16,11769864000
2017-06-19,11764902000
2017-06-20,11621004000
2017-06-21,11536650000
2017-06-22,11501916000
2017-06-23,11556498000
2017-06-26,11625966000
2017-06-27,11690472000
2017-06-28,11849256000
2017-06-29,11834370000
2017-06-30,11917383000
2017-07-03,11942388000
2017-07-05,11947389000
2017-07-06,11877375000
2017-07-07,11942388000
2017-07-10,11892378000
2017-07-11,11867373000
2017-07-12,11892378000
2017-07-13,11927385000
2017-07-14,11847369000
2017-07-17,11917383000
2017-07-18,11952390000
2017-07-19,11972394000
2017-07-20,12007401000
2017-07-21,12127425000
2017-07-24,12107421000
2017-07-25,12127425000
2017-07-26,12412482000
2017-07-27,12392478000
2017-07-28,12397479000
2017-07-31,12397479000
2017-08-01,12467493000
2017-08-02,12447489000
2017-08-03,12517503000
2017-08-04,12522504000
2017-08-07,12502500000
2017-08-08,12542508000
2017-08-09,12712542000
2017-08-10,12657531000
2017-08-11,12587517000
2017-08-14,12802560000
2017-08-15,12837567000
2017-08-16,12857571000
2017-08-17,12717543000
2017-08-18,12487497000
2017-08-21,12552510000
2017-08-22,12742548000
2017-08-23,12617523000
2017-08-24,12492498000
2017-08-25,12627525000
2017-08-28,12607521000
2017-08-29,12537507000
2017-08-30,12517503000
2017-08-31,12567513000
2017-09-01,12562512000
2017-09-05,12397479000
2017-09-06,12367473000
2017-09-07,12287457000
2017-09-08,12392478000
2017-09-11,12362472000
2017-09-12,12507501000
2017-09-13,12457491000
2017-09-14,12452490000
2017-09-15,12462492000
2017-09-18,12517503000
2017-09-19,12722544000
2017-09-20,12792558000
2017-09-21,12687537000
2017-09-22,12737547000
2017-09-25,12857571000
2017-09-26,12732546000
2017-09-27,12857571000
2017-09-28,12942588000
2017-09-29,12932586000
2017-10-02,12983151000
2017-10-03,12978144000
2017-10-04,12948102000
2017-10-05,12958116000
2017-10-06,12332241000
2017-10-09,12432381000
2017-10-10,12442395000
2017-10-11,12622647000
2017-10-12,12502479000
2017-10-13,12407346000
2017-10-16,12367290000
2017-10-17,12467430000
2017-10-18,12452409000
2017-10-19,12172017000
2017-10-20,12172017000
2017-10-23,12267150000
2017-10-24,12257136000
2017-10-25,12091905000
2017-10-26,12066870000
2017-10-27,12071877000
2017-10-30,12081891000
2017-10-31,12126954000
2017-11-01,12086898000
2017-11-02,12212073000
2017-11-03,12081891000
2017-11-06,12011793000
2017-11-07,12021807000
2017-11-08,12141975000
2017-11-09,12307206000
2017-11-10,12277164000
2017-11-13,12587598000
2017-11-14,12677724000
2017-11-15,12672717000
2017-11-16,12677724000
2017-11-17,12677724000
2017-11-20,12832941000
2017-11-21,12893025000
2017-11-22,12878004000
2017-11-24,12893025000
2017-11-27,12888018000
2017-11-28,13073277000
2017-11-29,13113333000
2017-11-30,13213473000
2017-12-01,13228494000
2017-12-04,13173417000
2017-12-05,13103319000
2017-12-06,13073277000
2017-12-07,12983151000
2017-12-08,13148382000
2017-12-11,13223487000
2017-12-12,13228494000
2017-12-13,13053249000
2017-12-14,12928074000
2017-12-15,12938088000
2017-12-18,12847962000
2017-12-19,12702759000
2017-12-20,12527514000
2017-12-21,12582591000
2017-12-22,12697752000
2017-12-26,12707766000
2017-12-27,12742815000
2017-12-28,12797892000
2017-12-29,12822927000
2018-01-02,12807906000
2018-01-03,12963123000
2018-01-04,13133361000
2018-01-05,13218480000
2018-01-08,13343655000
2018-01-09,13378704000
2018-01-10,13558956000
2018-01-11,13428774000
2018-01-12,13588998000
2018-01-16,13423767000
2018-01-17,13428774000
2018-01-18,13323627000
2018-01-19,13363683000
2018-01-22,13458816000
2018-01-23,13388718000
2018-01-24,13548942000
2018-01-25,13548942000
2018-01-26,13578984000
2018-01-29,13624047000
2018-01-30,13659096000
2018-01-31,13503879000
2018-02-01,13578984000
2018-02-02,13408746000
2018-02-05,12928074000
2018-02-06,12973137000
2018-02-07,12898032000
2018-02-08,12552549000
2018-02-09,12702759000
2018-02-12,12943095000
2018-02-13,13103319000
2018-02-14,13313613000
2018-02-15,13413753000
2018-02-16,13188438000
2018-02-20,13153389000
2018-02-21,13203459000
2018-02-22,13053249000
2018-02-23,13433781000
2018-02-26,13629054000
2018-02-27,13634061000
2018-02-28,13478844000
2018-03-01,13283571000
2018-03-02,13448802000
2018-03-05,13649082000
2018-03-06,14004579000
2018-03-07,14009586000
2018-03-08,14164803000
2018-03-09,14440188000
2018-03-12,14335041000
2018-03-13,14229894000
2018-03-14,14079684000
2018-03-15,14034621000
2018-03-16,14014593000
2018-03-19,13954509000
2018-03-20,14044635000
2018-03-21,14054649000
2018-03-22,13689138000
2018-03-23,13473837000
2018-03-26,13934481000
2018-03-27,13674117000
2018-03-28,13934481000
2018-03-29,14390118000
2018-04-02,14172321000
2018-04-03,14356248000
2018-04-04,14286654000
2018-04-05,14301567000
2018-04-06,14117640000
2018-04-09,14132553000
2018-04-10,14241915000
2018-04-11,14207118000
2018-04-12,14351277000
2018-04-13,14236944000
2018-04-16,14246886000
2018-04-17,14231973000
2018-04-18,14192205000
2018-04-19,14405958000
2018-04-20,14485494000
2018-04-23,14405958000
2018-04-24,14291625000
2018-04-25,14545146000
2018-04-26,14609769000
2018-04-27,14714160000
2018-04-30,14634624000
2018-05-01,14748957000
2018-05-02,14565030000
2018-05-03,14251857000
2018-05-04,14530233000
2018-05-07,14689305000
2018-05-08,14639595000
2018-05-09,14927913000
2018-05-10,14972652000
2018-05-11,15002478000
2018-05-14,14977623000
2018-05-15,14903058000
2018-05-16,14952768000
2018-05-17,15007449000
2018-05-18,14922942000
2018-05-21,15111840000
2018-05-22,15161550000
2018-05-23,15226173000
2018-05-24,15345477000
2018-05-25,15375303000
2018-05-29,15275883000
2018-05-30,15484665000
2018-05-31,15221202000
2018-06-01,15260970000
2018-06-04,15429984000
2018-06-05,15459810000
2018-06-06,15718302000
2018-06-07,15777954000
2018-06-08,15763041000
2018-06-11,15758070000
2018-06-12,15792867000
2018-06-13,15792867000
2018-06-14,15703389000
2018-06-15,15728244000
2018-06-18,15608940000
2018-06-19,15574143000
2018-06-20,15559230000
2018-06-21,15598998000
2018-06-22,15509520000
2018-06-25,15221202000
2018-06-26,15186405000
2018-06-27,15096927000
2018-06-28,15171492000
2018-06-29,15121782000
2018-07-02,15053856000
2018-07-03,14802630000
2018-07-05,14832186000
2018-07-06,14797704000
2018-07-09,14970114000
2018-07-10,14901150000
2018-07-11,15004596000
2018-07-12,15329712000
2018-07-13,15290304000
2018-07-16,15418380000
2018-07-17,15507048000
2018-07-18,15694236000
2018-07-19,15600642000
2018-07-20,15600642000
2018-07-23,15684384000
2018-07-24,15635124000
2018-07-25,15452862000
2018-07-26,15443010000
2018-07-27,15709014000
2018-07-30,15191784000
2018-07-31,15009522000
2018-08-01,15004596000
2018-08-02,15063708000
2018-08-03,15024300000
2018-08-06,15098190000
2018-08-07,15329712000
2018-08-08,15265674000
2018-08-09,15241044000
2018-08-10,15127746000
2018-08-13,15108042000
2018-08-14,15196710000
2018-08-15,15122820000
2018-08-16,15221340000
2018-08-17,15275526000
2018-08-20,15295230000
2018-08-21,15191784000
2018-08-22,15245970000
2018-08-23,15319860000
2018-08-24,15556308000
2018-08-27,15600642000
2018-08-28,15615420000
2018-08-29,15576012000
2018-08-30,15516900000
2018-08-31,15669606000
2018-09-04,15886350000
2018-09-05,15516900000
2018-09-06,15285378000
2018-09-07,15295230000
2018-09-10,15334638000
2018-09-11,15393750000
2018-09-12,15029226000
2018-09-13,15083412000
2018-09-14,14896224000
2018-09-17,14635146000
2018-09-18,14792778000
2018-09-19,14773074000
2018-09-20,14753370000
2018-09-21,14866668000
2018-09-24,14758296000
2018-09-25,14398698000
2018-09-26,14108064000
2018-09-27,14196732000
2018-09-28,14088360000
2018-10-01,14268358032
2018-10-02,14071824175
2018-10-03,14047257443
2018-10-04,14057084136
2018-10-05,14007950671
2018-10-08,13909683743
2018-10-09,13831070200
2018-10-10,13423262446
2018-10-11,13044934771
2018-10-12,13103894928
2018-10-15,13103894928
2018-10-16,13418349100
2018-10-17,13207075203
2018-10-18,13094068235
2018-10-19,13221815243
2018-10-22,13266035361
2018-10-23,13374128982
2018-10-24,13344648903
2018-10-25,13688583153
2018-10-26,13678756461
2018-10-29,13772110043
2018-10-30,14057084136
2018-10-31,14199571182
2018-11-01,14248704647
2018-11-02,14248704647
2018-11-05,14538592086
2018-11-06,14676165786
2018-11-07,14862872950
2018-11-08,14961139879
2018-11-09,14803912793
2018-11-12,14509112007
2018-11-13,14518938700
2018-11-14,14066910829
2018-11-15,14425585118
2018-11-16,14533678739
2018-11-19,14572985511
2018-11-20,14317491497
2018-11-21,14292924764
2018-11-23,14391191693
2018-11-26,14646685707
2018-11-27,14651599054
2018-11-28,14730212597
2018-11-29,14803912793
2018-11-30,14956226532
2018-12-03,15172413775
2018-12-04,14803912793
2018-12-06,14720385904
2018-12-07,14307664804
2018-12-10,14263444686
2018-12-11,14297838111
2018-12-12,14327318189
2018-12-13,14253617993
2018-12-14,14175004450
2018-12-17,13963730554
2018-12-18,13713149886
2018-12-19,13595229571
2018-12-20,13266035361
2018-12-21,13020368039
2018-12-24,12568340167
2018-12-26,12981061268
2018-12-27,13216901896
2018-12-28,13187421818
2018-12-31,13483521000
2019-01-02,13389300000
2019-01-03,13027293000
2019-01-04,13547988000
2019-01-07,13190940000
2019-01-08,13156227000
2019-01-09,13220694000
2019-01-10,13314915000
2019-01-11,13339710000
2019-01-14,13309956000
2019-01-15,13394259000
2019-01-16,13711635000
2019-01-17,13627332000
2019-01-18,13741389000
2019-01-22,13786020000
2019-01-23,14004216000
2019-01-24,14048847000
2019-01-25,14162904000
2019-01-28,14227371000
2019-01-29,14182740000
2019-01-30,14331510000
2019-01-31,14554665000
2019-02-01,14445567000
2019-02-04,14376141000
2019-02-05,14351346000
2019-02-06,14371182000
2019-02-07,14351346000
2019-02-08,14391018000
2019-02-11,14331510000
2019-02-12,14475321000
2019-02-13,14544747000
2019-02-14,14405895000
2019-02-15,14505075000
2019-02-19,14514993000
2019-02-20,14559624000
2019-02-21,14559624000
2019-02-22,14718312000
2019-02-25,14901795000
2019-02-26,15060483000
2019-02-27,15010893000
2019-02-28,15134868000
2019-03-01,15204294000
2019-03-04,14901795000
2019-03-05,14668722000
2019-03-06,14490198000
2019-03-07,14212494000
2019-03-08,13790979000
2019-03-11,13890159000
2019-03-12,13855446000
2019-03-13,14058765000
2019-03-14,13885200000
2019-03-15,13810815000
2019-03-18,13924872000
2019-03-19,13909995000
2019-03-20,13781061000
2019-03-21,13944708000
2019-03-22,13865364000
2019-03-25,14033970000
2019-03-26,14187699000
2019-03-27,14232330000
2019-03-28,14336469000
2019-03-29,14460444000
2019-04-01,14640696000
2019-04-02,14740056000
2019-04-03,14789736000
2019-04-04,14769864000
2019-04-05,14670504000
2019-04-08,14700312000
2019-04-09,14521464000
2019-04-10,14491656000
2019-04-11,14412168000
2019-04-12,14541336000
2019-04-15,14650632000
2019-04-16,14864256000
2019-04-17,14938776000
2019-04-18,14904000000
2019-04-22,14859288000
2019-04-23,14844384000
2019-04-24,14769864000
2019-04-25,14809608000
2019-04-26,14879160000
2019-04-29,15142464000
2019-04-30,15266664000
2019-05-01,15286536000
2019-05-02,15276600000
2019-05-03,15256728000
2019-05-06,15356088000
2019-05-07,15053040000
2019-05-08,15067944000
2019-05-09,15097752000
2019-05-10,15321312000
2019-05-13,15053040000
2019-05-14,15097752000
2019-05-15,15028200000
2019-05-16,15058008000
2019-05-17,14953680000
2019-05-20,14948712000
2019-05-21,15117624000
2019-05-22,14963616000
2019-05-23,14908968000
2019-05-24,14908968000
2019-05-28,14899032000
2019-05-29,14958648000
2019-05-30,15013296000
2019-05-31,15008328000
2019-06-03,15023232000
2019-06-04,15361056000
2019-06-05,15927408000
2019-06-06,15877728000
2019-06-07,15922439999
2019-06-10,16006896000
2019-06-11,15773400000
2019-06-12,15808176000
2019-06-13,15803208000
2019-06-14,15847920000
2019-06-17,15758496000
2019-06-18,15882696000
2019-06-19,15982056000
2019-06-20,16185744000
2019-06-21,16275167999
2019-06-24,16041672000
2019-06-25,16230456000
2019-06-26,15669072000
2019-06-27,15927408000
2019-06-28,15927408000
2019-07-01,15960102000
2019-07-02,16374138000
2019-07-03,16664949000
2019-07-05,16600872000
2019-07-08,16566369000
2019-07-09,16694522999
2019-07-10,16926186000
2019-07-11,17088843000
2019-07-12,17133203999
2019-07-15,17123346000
2019-07-16,16970547000
2019-07-17,16862109000
2019-07-18,16945902000
2019-07-19,16714238999
2019-07-22,16724097000
2019-07-23,16571297999
2019-07-24,16137546000
2019-07-25,16038966000
2019-07-26,16112900999
2019-07-29,15881238000
2019-07-30,15905883000
2019-07-31,15831947999
2019-08-01,16043894999
2019-08-02,16093185000
2019-08-05,15501705000
2019-08-06,15748155000
2019-08-07,15792516000
2019-08-08,16142475000
2019-08-09,16191765000
2019-08-12,15866450999
2019-08-13,16088256000
2019-08-14,15659433000
2019-08-15,15935457000
2019-08-16,16024178999
2019-08-19,16334706000
2019-08-20,16250913000
2019-08-21,16319919000
2019-08-22,16453002000
2019-08-23,16024178999
2019-08-26,16211481000
2019-08-27,16147403999
2019-08-28,16186836000
2019-08-29,16393853999
2019-08-30,16403712000
2019-09-03,16354422000
2019-09-04,16413569999
2019-09-05,16763528999
2019-09-06,17128275000
2019-09-09,16896612000
2019-09-10,16127688000
2019-09-11,16132616999
2019-09-12,16265700000
2019-09-13,16349493000
2019-09-16,16310061000
2019-09-17,16876896000
2019-09-18,16862109000
2019-09-19,16704381000
2019-09-20,16541724000
2019-09-23,16472718000
2019-09-24,16655091000
2019-09-25,16881825000
2019-09-26,16729025999
2019-09-27,16443144000
2019-09-30,16344719999
2019-10-01,16216410000
2019-10-02,15747585000
2019-10-03,15979530000
2019-10-04,16324980000
2019-10-07,16285500000
2019-10-08,15969660000
2019-10-09,16009139999
2019-10-10,16211475000
2019-10-11,16334850000
2019-10-14,16176930000
2019-10-15,16107840000
2019-10-16,16132514999
2019-10-17,16176930000
2019-10-18,16221344999
2019-10-21,16147320000
2019-10-22,16097969999
2019-10-23,16665495000
2019-10-24,16611209999
2019-10-25,16191735000
2019-10-28,16241084999
2019-10-29,16226280000
2019-10-30,16458225000
2019-10-31,16413809999
2019-11-01,16324980000
2019-11-04,16216410000
2019-11-05,16191735000
2019-11-06,16438485000
2019-11-07,16537184999
2019-11-08,16556924999
2019-11-11,16867830000
2019-11-12,16853025000
2019-11-13,16986270000
2019-11-14,16986270000
2019-11-15,17040555000
2019-11-18,17208345000
2019-11-19,17282370000
2019-11-20,17386005000
2019-11-21,17228085000
2019-11-22,17168865000
2019-11-25,17213280000
2019-11-26,17242890000
2019-11-27,17149125000
2019-11-29,17237955000
2019-12-02,17183670000
2019-12-03,17188605000
2019-12-04,17307045000
2019-12-05,17218215000
2019-12-06,17311980000
2019-12-09,17213280000
2019-12-10,17208345000
2019-12-11,17089905000
2019-12-12,17129385000
2019-12-13,17188605000
2019-12-16,17307045000
2019-12-17,17435355000
2019-12-18,17425485000
2019-12-19,17603145000
2019-12-20,17701845000
2019-12-23,17627820000
2019-12-24,17548860000
2019-12-26,17731455000
2019-12-27,17766000000
2019-12-30,17603145000
2019-12-31,17660790000
2020-01-02,17779518000
2020-01-03,17853723000
2020-01-06,17843829000
2020-01-07,17547009000
2020-01-08,17453016000
2020-01-09,17700366000
2020-01-10,17616267000
2020-01-13,17660790000
2020-01-14,17571744000
2020-01-15,17784465000
2020-01-16,17858670000
2020-01-17,18026868000
2020-01-21,18016974000
2020-01-22,17997186000
2020-01-23,18076338000
2020-01-24,18175278000
2020-01-27,18101073000
2020-01-28,18328635000
2020-01-29,19021215000
2020-01-30,19120155000
2020-01-31,19204254000
2020-02-03,19421922000
2020-02-04,19570332000
2020-02-05,19204254000
2020-02-06,19105314000
2020-02-07,18853017000
2020-02-10,19085526000
2020-02-11,18932169000
2020-02-12,18808494000
2020-02-13,18862911000
2020-02-14,19159731000
2020-02-18,19075632000
2020-02-19,19006374000
2020-02-20,18877752000
2020-02-21,18991533000
2020-02-24,18922275000
2020-02-25,18536409000
2020-02-26,18635349000
2020-02-27,17720154000
2020-02-28,16908846000
2020-03-02,18160437000
2020-03-03,18150543000
2020-03-04,19189413000
2020-03-05,18813441000
2020-03-06,18219801000
2020-03-09,17433228000
2020-03-10,17265030000
2020-03-11,16379517000
2020-03-12,14613438000
2020-03-13,15840294000
2020-03-16,14069268000
2020-03-17,15672096000
2020-03-18,15098244000
2020-03-19,14509551000
2020-03-20,13272801000
2020-03-23,12016263000
2020-03-24,13683402000
2020-03-25,14341353000
2020-03-26,15469269000
2020-03-27,15301071000
2020-03-30,16399305000
2020-03-31,15581295000
2020-04-01,15143148000
2020-04-02,15418836000
2020-04-03,15625602000
2020-04-06,16669278000
2020-04-07,16565895000
2020-04-08,17087733000
2020-04-09,17708031000
2020-04-13,16949889000
2020-04-14,17648955000
2020-04-15,17392959000
2020-04-16,17772030000
2020-04-17,18254484000
2020-04-20,18013257000
2020-04-21,17274807000
2020-04-22,17171424000
2020-04-23,17043425999
2020-04-24,17333883000
2020-04-27,18318483000
2020-04-28,18249561000
2020-04-29,18313560000
2020-04-30,17998488000
2020-05-01,17496342000
2020-05-04,17417574000
2020-05-05,17860644000
2020-05-06,17333883000
2020-05-07,17614494000
2020-05-08,17653878000
2020-05-11,17924643000
2020-05-12,17806491000
2020-05-13,17870490000
2020-05-14,17964027000
2020-05-15,18392328000
2020-05-18,18860013000
2020-05-19,18480942000
2020-05-20,18825552000
2020-05-21,18707400000
2020-05-22,18928935000
2020-05-26,19081548000
2020-05-27,18904320000
2020-05-28,19096317000
2020-05-29,19440927000
2020-06-01,19509849000
2020-06-02,19568925000
2020-06-03,19583694000
2020-06-04,19352313000
2020-06-05,19677231000
2020-06-08,19903689000
2020-06-09,19706769000
2020-06-10,19692000000
2020-06-11,18584325000
2020-06-12,18894474000
2020-06-15,19258776000
2020-06-16,19450773000
2020-06-17,19386774000
2020-06-18,19573848000
2020-06-19,19500003000
2020-06-22,19642770000
2020-06-23,19460619000
2020-06-24,18919089000
2020-06-25,19475388000
2020-06-26,19007703000
2020-06-29,19288314000
2020-06-30,19615332000
2020-07-01,19827150000
2020-07-02,19713852000
2020-07-06,19881336000
2020-07-07,19782816000
2020-07-08,19984782000
2020-07-09,19837002000
2020-07-10,20176896000
2020-07-13,20196600000
2020-07-14,20492160000
2020-07-15,20827128000
2020-07-16,20856684000
2020-07-17,21088206000
2020-07-20,21561102000
2020-07-21,21511842000
2020-07-22,22019220000
2020-07-23,21575880000
2020-07-24,21437952000
2020-07-27,21433026000
2020-07-28,21043872000
2020-07-29,21511842000
2020-07-30,21329580000
2020-07-31,21561102000
2020-08-03,21403470000
2020-08-04,21295098000
2020-08-05,21403470000
2020-08-06,21462582000
2020-08-07,21817254000
2020-08-10,21595584000
2020-08-11,21423174000
2020-08-12,21413322000
2020-08-13,21393618000
2020-08-14,21221208000
2020-08-17,21398544000
2020-08-18,21354210000
2020-08-19,21324654000
2020-08-20,21423174000
2020-08-21,21334506000
2020-08-24,21605436000
2020-08-25,21364062000
2020-08-26,21763068000
2020-08-27,21649770000
2020-08-28,21649770000
2020-08-31,22073406000
2020-09-01,22137444000
2020-09-02,22541376000
2020-09-03,21881292000
2020-09-04,21393618000
2020-09-08,20763090000
2020-09-09,21211356000
2020-09-10,20511864000
2020-09-11,20639940000
2020-09-14,20851758000
2020-09-15,21043872000
2020-09-16,20901018000
2020-09-17,20433048000
2020-09-18,20107932000
2020-09-21,20038968000
2020-09-22,20250786000
2020-09-23,19659666000
2020-09-24,19915818000
2020-09-25,20364084000
2020-09-28,20585754000
2020-09-29,19930596000
2020-09-30,20184150000
2020-10-01,20386485000
2020-10-02,20322330000
2020-10-05,20539470000
2020-10-06,20327265000
2020-10-07,20228565000
2020-10-08,20495055000
2020-10-09,20574015000
2020-10-12,20791155000
2020-10-13,20791155000
2020-10-14,20998425000
2020-10-15,21121800000
2020-10-16,21200760000
2020-10-19,20968815000
2020-10-20,21220500000
2020-10-21,21773220000
2020-10-22,21398160000
2020-10-23,21240240000
2020-10-26,20954010000
2020-10-27,20578950000
2020-10-28,20026230000
2020-10-29,20070645000
2020-10-30,19902855000
2020-11-02,20263110000
2020-11-03,20549340000
2020-11-04,21269850000
2020-11-05,21911400000
2020-11-06,21911400000
2020-11-09,21334005000
2020-11-10,20914530000
2020-11-11,21348810000
2020-11-12,20865180000
2020-11-13,20697390000
2020-11-16,20648040000
2020-11-17,20450640000
2020-11-18,20189085000
2020-11-19,20524665000
2020-11-20,20781285000
2020-11-23,20727000000
2020-11-24,20934270000
2020-11-25,20944140000
2020-11-27,20909595000
2020-11-30,21052710000
2020-12-01,21368550000
2020-12-02,21279720000
2020-12-03,20544405000
2020-12-04,20613495000
2020-12-07,21146475000
2020-12-08,21161280000
2020-12-09,20741805000
2020-12-10,20559210000
2020-12-11,20672715000
2020-12-14,20406225000
2020-12-15,20939205000
2020-12-16,20909595000
2020-12-17,21136605000
2020-12-18,21156345000
2020-12-21,21062580000
2020-12-22,21368550000
2020-12-23,21047775000
2020-12-24,21156345000
2020-12-28,21195825000
2020-12-29,21245175000
2020-12-30,21408030000
2020-12-31,21865200594
2021-01-04,21741668388
2021-01-05,21736727099
2021-01-06,22300033962
2021-01-07,22532274511
2021-01-08,22863340825
2021-01-11,23209231004
2021-01-12,23377234805
2021-01-13,23471119282
2021-01-14,23411823823
2021-01-15,23065933644
2021-01-19,23431588976
2021-01-20,23663829525
2021-01-21,23288291616
2021-01-22,23130170391
2021-01-25,23436530264
2021-01-26,23243820022
2021-01-27,23258643886
2021-01-28,22897929843
2021-01-29,22280268809
2021-02-01,22828751807
2021-02-02,23490884435
2021-02-03,23416765111
2021-02-04,23649005660
2021-02-05,23485943147
2021-02-08,23461236705
2021-02-09,23574886336
2021-02-10,23466177994
2021-02-11,23451354129
2021-02-12,23387117381
2021-02-16,23718183696
2021-02-17,23831833326
2021-02-18,23861481055
2021-02-19,23787361731
2021-02-22,23327821922
2021-02-23,23115346527
2021-02-24,23387117381
2021-02-25,23110405238
2021-02-26,22779338924
2021-03-01,23367352228
2021-03-02,23164759409
2021-03-03,22517450646
2021-03-04,22729926042
2021-03-05,23831833326
2021-03-08,23881246208
2021-03-09,24153017063
2021-03-10,23807126884
2021-03-11,23733007560
2021-03-12,23787361731
2021-03-15,24044308721
2021-03-16,23960306821
2021-03-17,23723124984
2021-03-18,23871363632
2021-03-19,24004778415
2021-03-22,24232077676
2021-03-23,24306197000
2021-03-24,24266666693
2021-03-25,24143134487
2021-03-26,24825032268
2021-03-29,24844797421
2021-03-30,24286431847
2021-03-31,24194454011
