,CVS
2013-11-26,78779280000
2013-11-27,79577920000
2013-11-29,79816320000
2013-12-02,79446800000
2013-12-03,79566000000
2013-12-04,78815040000
2013-12-05,78517040000
2013-12-06,79566000000
2013-12-09,79542160000
2013-12-10,81044080000
2013-12-11,81222880000
2013-12-12,80543439999
2013-12-13,80233520000
2013-12-16,80805680000
2013-12-17,79637520000
2013-12-18,83070480000
2013-12-19,83606880000
2013-12-20,83511520000
2013-12-23,84059840000
2013-12-24,84608160000
2013-12-26,84965760000
2013-12-27,85299520000
2013-12-30,85323360000
2013-12-31,84452599999
2014-01-02,83072000000
2014-01-03,83249000000
2014-01-06,81785800000
2014-01-07,82210600000
2014-01-08,82328600000
2014-01-09,82505600000
2014-01-10,82021800000
2014-01-13,80889000000
2014-01-14,80818200000
2014-01-15,80582200000
2014-01-16,80393400000
2014-01-17,80204600000
2014-01-21,80617599999
2014-01-22,81620600000
2014-01-23,80794600000
2014-01-24,79803400000
2014-01-27,79685400000
2014-01-28,80853600000
2014-01-29,79473000000
2014-01-30,79827000000
2014-01-31,79909600000
2014-02-03,77632200000
2014-02-04,78009800000
2014-02-05,77219200000
2014-02-06,78009800000
2014-02-07,78399200000
2014-02-10,78989200000
2014-02-11,81148600000
2014-02-12,80877200000
2014-02-13,81986400000
2014-02-14,82482000000
2014-02-18,82977599999
2014-02-19,82718000000
2014-02-20,84145800000
2014-02-21,84016000000
2014-02-24,84216600000
2014-02-25,85148800000
2014-02-26,85196000000
2014-02-27,85148800000
2014-02-28,86305200000
2014-03-03,85656200000
2014-03-04,86258000000
2014-03-05,86352400000
2014-03-06,86399600000
2014-03-07,86706400000
2014-03-10,86812599999
2014-03-11,85786000000
2014-03-12,85998400000
2014-03-13,85550000000
2014-03-14,85845000000
2014-03-17,87744800000
2014-03-18,86954200000
2014-03-19,86741800000
2014-03-20,87308200000
2014-03-21,88441000000
2014-03-24,87733000000
2014-03-25,88441000000
2014-03-26,88854000000
2014-03-27,87473400000
2014-03-28,87626800000
2014-03-31,87211900000
2014-04-01,86547850000
2014-04-02,87107050000
2014-04-03,87654600000
2014-04-04,87013850000
2014-04-07,86011950000
2014-04-08,85254700000
2014-04-09,86734250000
2014-04-10,84963450000
2014-04-11,84555700000
2014-04-14,85476050000
2014-04-15,85557600000
2014-04-16,86105150000
2014-04-17,85907100000
2014-04-21,85825550000
2014-04-22,85324600000
2014-04-23,85149850000
2014-04-24,85126549999
2014-04-25,85324600000
2014-04-28,85755650000
2014-04-29,85592550000
2014-04-30,84718800000
2014-05-01,85149850000
2014-05-02,86046900000
2014-05-05,87351700000
2014-05-06,86722600000
2014-05-07,88423500000
2014-05-08,88376900000
2014-05-09,88866200000
2014-05-12,89495299999
2014-05-13,89180750000
2014-05-14,88540000000
2014-05-15,88027400000
2014-05-16,89204049999
2014-05-19,88854550000
2014-05-20,88458450000
2014-05-21,89355500000
2014-05-22,89949650000
2014-05-23,89844800000
2014-05-27,89903050000
2014-05-28,89996250000
2014-05-29,90473900000
2014-05-30,91242799999
2014-06-02,91219500000
2014-06-03,90532150000
2014-06-04,91056400000
2014-06-05,91592300000
2014-06-06,91941800000
2014-06-09,91510750000
2014-06-10,90893300000
2014-06-11,90077799999
2014-06-12,88516700000
2014-06-13,88376900000
2014-06-16,88703100000
2014-06-17,88773000000
2014-06-18,90124400000
2014-06-19,90229250000
2014-06-20,89460350000
2014-06-23,88912799999
2014-06-24,87934200000
2014-06-25,87910900000
2014-06-26,88004100000
2014-06-27,88213800000
2014-06-30,87203090000
2014-07-01,87978280000
2014-07-02,88221250000
2014-07-03,88892310000
2014-07-07,88707190000
2014-07-08,88545210000
2014-07-09,88903880000
2014-07-10,88637770000
2014-07-11,88973300000
2014-07-14,89424530000
2014-07-15,89563370000
2014-07-16,89123710000
2014-07-17,88059270000
2014-07-18,89632790000
2014-07-21,89135280000
2014-07-22,90095590000
2014-07-23,90396410000
2014-07-24,91275730000
2014-07-25,91541840000
2014-07-28,90685660000
2014-07-29,90026170000
2014-07-30,89945180000
2014-07-31,88348520000
2014-08-01,88498930000
2014-08-04,89517090000
2014-08-05,89401390000
2014-08-06,89123710000
2014-08-07,88059270000
2014-08-08,90026170000
2014-08-11,90662520000
2014-08-12,91021190000
2014-08-13,91298870000
2014-08-14,91750100000
2014-08-15,91298870000
2014-08-18,91576550000
2014-08-19,92016210000
2014-08-20,92108770000
2014-08-21,91379860000
2014-08-22,91680680000
2014-08-25,91645970000
2014-08-26,91807950000
2014-08-27,91900510000
2014-08-28,91900510000
2014-08-29,91923650000
2014-09-02,92247610000
2014-09-03,92976520000
2014-09-04,92918670000
2014-09-05,94457480000
2014-09-08,94179800000
2014-09-09,93555020000
2014-09-10,93612870000
2014-09-11,93821130000
2014-09-12,93219489999
2014-09-15,93994680000
2014-09-16,95128540000
2014-09-17,95151680000
2014-09-18,93925260000
2014-09-19,94145090000
2014-09-22,93254200000
2014-09-23,92548430000
2014-09-24,93508739999
2014-09-25,92374880000
2014-09-26,92895530000
2014-09-29,92594710000
2014-09-30,89777520000
2014-10-01,89269920000
2014-10-02,90307680000
2014-10-03,91740240000
2014-10-06,91751520000
2014-10-07,91401840000
2014-10-08,93082560000
2014-10-09,92439600000
2014-10-10,93037440000
2014-10-13,90375360000
2014-10-14,91007040000
2014-10-15,89100720000
2014-10-16,88897680000
2014-10-17,90194880000
2014-10-20,92225280000
2014-10-21,93533760000
2014-10-22,93906000000
2014-10-23,94300800000
2014-10-24,95079120000
2014-10-27,95699520000
2014-10-28,96105600000
2014-10-29,96094320000
2014-10-30,96500400000
2014-10-31,96793680000
2014-11-03,97143360000
2014-11-04,96410160000
2014-11-05,98700000000
2014-11-06,99749040000
2014-11-07,99692640000
2014-11-10,100606320000
2014-11-11,101249280000
2014-11-12,100719120000
2014-11-13,101666640000
2014-11-14,100538640000
2014-11-17,101655360000
2014-11-18,101655360000
2014-11-19,101057520000
2014-11-20,100674000000
2014-11-21,100764240000
2014-11-24,102501360000
2014-11-25,101847120000
2014-11-26,102523920000
2014-11-28,103054080000
2014-12-01,101700480000
2014-12-02,101621520000
2014-12-03,100549920000
2014-12-04,101339520000
2014-12-05,102309600000
2014-12-08,102377280000
2014-12-09,102930000000
2014-12-10,101644080000
2014-12-11,102569040000
2014-12-12,101452320000
2014-12-15,101373360000
2014-12-16,104125680000
2014-12-17,106223760000
2014-12-18,107746560000
2014-12-19,107949600000
2014-12-22,109540080000
2014-12-23,110397360000
2014-12-24,110419920000
2014-12-26,110826000000
2014-12-29,110036400000
2014-12-30,110013840000
2014-12-31,108637680000
2015-01-02,107272800000
2015-01-05,106212480000
2015-01-06,106291440000
2015-01-07,108209040000
2015-01-08,110510160000
2015-01-09,110453760000
2015-01-12,109641600000
2015-01-13,109686720000
2015-01-14,109788240000
2015-01-15,109607760000
2015-01-16,111378720000
2015-01-20,110961360000
2015-01-21,112236000000
2015-01-22,113115840000
2015-01-23,113499360000
2015-01-26,113939280000
2015-01-27,113724959999
2015-01-28,112348800000
2015-01-29,112924080000
2015-01-30,110724480000
2015-02-02,111796080000
2015-02-03,112946640000
2015-02-04,113318880000
2015-02-05,113657280000
2015-02-06,113488080000
2015-02-09,112303680000
2015-02-10,114695040000
2015-02-11,115721520000
2015-02-12,116184000000
2015-02-13,115766640000
2015-02-17,116804400000
2015-02-18,117424800000
2015-02-19,115755360000
2015-02-20,115845600000
2015-02-23,116477280000
2015-02-24,116590080000
2015-02-25,116680320000
2015-02-26,117503760000
2015-02-27,117165360000
2015-03-02,117526320000
2015-03-03,116691600000
2015-03-04,116274240000
2015-03-05,116590080000
2015-03-06,114943200000
2015-03-09,115620000000
2015-03-10,114525840000
2015-03-11,114559680000
2015-03-12,116138880000
2015-03-13,116477280000
2015-03-16,117751920000
2015-03-17,116206560000
2015-03-18,116736720000
2015-03-19,116567520000
2015-03-20,117154080000
2015-03-23,117943680000
2015-03-24,117864720000
2015-03-25,115879440000
2015-03-26,115044720000
2015-03-27,115620000000
2015-03-30,117120240000
2015-03-31,116008040000
2015-04-01,114940240000
2015-04-02,115446040000
2015-04-06,116255320000
2015-04-07,115918120000
2015-04-08,115693320000
2015-04-09,115063880000
2015-04-10,115254960000
2015-04-13,114805360000
2015-04-14,114771640000
2015-04-15,114344520000
2015-04-16,113715080000
2015-04-17,112838360000
2015-04-20,113838720000
2015-04-21,113984840000
2015-04-22,113782520000
2015-04-23,113389120000
2015-04-24,114175920000
2015-04-27,113771280000
2015-04-28,114614280000
2015-04-29,113153080000
2015-04-30,111601960000
2015-05-01,112917040000
2015-05-04,112579840000
2015-05-05,110983760000
2015-05-06,111129880000
2015-05-07,111680640000
2015-05-08,113141840000
2015-05-11,112950760000
2015-05-12,112669760000
2015-05-13,112186440000
2015-05-14,114603040000
2015-05-15,114726679999
2015-05-18,115142560000
2015-05-19,115007679999
2015-05-20,113827480000
2015-05-21,116547560000
2015-05-22,116839800000
2015-05-26,115603400000
2015-05-27,116311520000
2015-05-28,115985560000
2015-05-29,115075120000
2015-06-01,115221240000
2015-06-02,114456920000
2015-06-03,114546840000
2015-06-04,113377880000
2015-06-05,112343800000
2015-06-08,111736840000
2015-06-09,112377520000
2015-06-10,114794120000
2015-06-11,115356120000
2015-06-12,114895280000
2015-06-15,115299920000
2015-06-16,115963080000
2015-06-17,116693679999
2015-06-18,118087440000
2015-06-19,118548280000
2015-06-22,119301360000
2015-06-23,119672280000
2015-06-24,118390920000
2015-06-25,118031240000
2015-06-26,118964160000
2015-06-29,117806440000
2015-06-30,116836320000
2015-07-01,117760940000
2015-07-02,117582700000
2015-07-06,116758340000
2015-07-07,118507320000
2015-07-08,116067660000
2015-07-09,117749800000
2015-07-10,119688160000
2015-07-13,121604240000
2015-07-14,122339480000
2015-07-15,122428600000
2015-07-16,123141560000
2015-07-17,122695960000
2015-07-20,123631720000
2015-07-21,122606840000
2015-07-22,123631720000
2015-07-23,122751660000
2015-07-24,123085860000
2015-07-27,122283780000
2015-07-28,124366960000
2015-07-29,126383300000
2015-07-30,125815160000
2015-07-31,125291580000
2015-08-03,125681480000
2015-08-04,122495440000
2015-08-05,123876800000
2015-08-06,120445680000
2015-08-07,120022360000
2015-08-10,121002680000
2015-08-11,120401120000
2015-08-12,120668480000
2015-08-13,119944380000
2015-08-14,119944380000
2015-08-17,121136360000
2015-08-18,120824440000
2015-08-19,118930640000
2015-08-20,118106280000
2015-08-21,113861940000
2015-08-24,111633940000
2015-08-25,111400000000
2015-08-26,114597180000
2015-08-27,117192800000
2015-08-28,116056520000
2015-08-31,114073600000
2015-09-01,111700780000
2015-09-02,112636540000
2015-09-03,113171260000
2015-09-04,111533680000
2015-09-08,113783960000
2015-09-09,111656220000
2015-09-10,112291200000
2015-09-11,113093280000
2015-09-14,111578240000
2015-09-15,113182400000
2015-09-16,113115560000
2015-09-17,112892760000
2015-09-18,110319420000
2015-09-21,112413740000
2015-09-22,111433420000
2015-09-23,112101820000
2015-09-24,110475380000
2015-09-25,109851540000
2015-09-28,107333900000
2015-09-29,105963680000
2015-09-30,106803360000
2015-10-01,107279370000
2015-10-02,109548720000
2015-10-05,112880790000
2015-10-06,110500740000
2015-10-07,111818070000
2015-10-08,113102190000
2015-10-09,112914000000
2015-10-12,114098490000
2015-10-13,112969350000
2015-10-14,111198150000
2015-10-15,113367870000
2015-10-16,114441660000
2015-10-19,114585570000
2015-10-20,114685200000
2015-10-21,114342030000
2015-10-22,115449030000
2015-10-23,115072650000
2015-10-26,114541290000
2015-10-27,116556030000
2015-10-28,114917670000
2015-10-29,114906600000
2015-10-30,109349460000
2015-11-02,111120660000
2015-11-03,110578230000
2015-11-04,110223990000
2015-11-05,110190780000
2015-11-06,109260900000
2015-11-09,108474930000
2015-11-10,108308880000
2015-11-11,104998950000
2015-11-12,103083840000
2015-11-13,101633670000
2015-11-16,103637340000
2015-11-17,103825530000
2015-11-18,105375330000
2015-11-19,102386430000
2015-11-20,101766510000
2015-11-23,101356920000
2015-11-24,102120750000
2015-11-25,103947300000
2015-11-27,104755410000
2015-11-30,104157630000
2015-12-01,105663150000
2015-12-02,104611500000
2015-12-03,102784950000
2015-12-04,105674220000
2015-12-07,106648380000
2015-12-08,105895620000
2015-12-09,105142860000
2015-12-10,104877180000
2015-12-11,103216680000
2015-12-14,104179770000
2015-12-15,102497130000
2015-12-16,107998920000
2015-12-17,104843970000
2015-12-18,105010020000
2015-12-21,106216650000
2015-12-22,108784890000
2015-12-23,109050570000
2015-12-24,109438020000
2015-12-28,108950940000
2015-12-29,109991520000
2015-12-30,109305180000
2015-12-31,106764840000
2016-01-04,105334320000
2016-01-05,105640080000
2016-01-06,104351520000
2016-01-07,102844560000
2016-01-08,102167520000
2016-01-11,103652640000
2016-01-12,104493480000
2016-01-13,102768120000
2016-01-14,104296920000
2016-01-15,102538800000
2016-01-19,103805520000
2016-01-20,102779040000
2016-01-21,103172160000
2016-01-22,104438880000
2016-01-25,102724440000
2016-01-26,102691680000
2016-01-27,103019280000
2016-01-28,102091080000
2016-01-29,105476280000
2016-02-01,106273440000
2016-02-02,103674480000
2016-02-03,104144040000
2016-02-04,103335960000
2016-02-05,101665200000
2016-02-08,97897800000
2016-02-09,98836920000
2016-02-10,101676120000
2016-02-11,102506040000
2016-02-12,104679120000
2016-02-16,105858480000
2016-02-17,106677480000
2016-02-18,105803880000
2016-02-19,106568280000
2016-02-22,106426320000
2016-02-23,105651000000
2016-02-24,105792960000
2016-02-25,107452800000
2016-02-26,106644720000
2016-02-29,106109640000
2016-03-01,107343600000
2016-03-02,107703960000
2016-03-03,108522960000
2016-03-04,108413760000
2016-03-07,107474640000
2016-03-08,108151680000
2016-03-09,109767840000
2016-03-10,108479280000
2016-03-11,109593120000
2016-03-14,110313840000
2016-03-15,110488560000
2016-03-16,110270160000
2016-03-17,110412120000
2016-03-18,110925360000
2016-03-21,111100080000
2016-03-22,111318480000
2016-03-23,110008080000
2016-03-24,110761560000
2016-03-28,111209280000
2016-03-29,111897240000
2016-03-30,113622600000
2016-03-31,110991100000
2016-04-01,112157400000
2016-04-04,111793600000
2016-04-05,110402600000
2016-04-06,110627300000
2016-04-07,108005800000
2016-04-08,108572900000
2016-04-11,107823900000
2016-04-12,108316100000
2016-04-13,108209100000
2016-04-14,108187700000
2016-04-15,109396800000
2016-04-18,109675000000
2016-04-19,110702200000
2016-04-20,109685700000
2016-04-21,108305400000
2016-04-22,108540800000
2016-04-25,109086500000
2016-04-26,110049500000
2016-04-27,109889000000
2016-04-28,108294700000
2016-04-29,107535000000
2016-05-02,108551500000
2016-05-03,111194400000
2016-05-04,111173000000
2016-05-05,112510500000
2016-05-06,112189500000
2016-05-09,113141800000
2016-05-10,113527000000
2016-05-11,111451200000
2016-05-12,112189500000
2016-05-13,110926900000
2016-05-16,111868500000
2016-05-17,109257700000
2016-05-18,108626400000
2016-05-19,108016500000
2016-05-20,106422200000
2016-05-23,104934900000
2016-05-24,104196600000
2016-05-25,104378500000
2016-05-26,103736500000
2016-05-27,103725800000
2016-05-31,103201500000
2016-06-01,103340600000
2016-06-02,103148000000
2016-06-03,102976800000
2016-06-06,103051700000
2016-06-07,103383400000
2016-06-08,105191700000
2016-06-09,103779300000
2016-06-10,103436900000
2016-06-13,102484600000
2016-06-14,103137300000
2016-06-15,102741400000
2016-06-16,102217100000
2016-06-17,101478800000
2016-06-20,99756100000
2016-06-21,99734700000
2016-06-22,100291100000
2016-06-23,100601400000
2016-06-24,100087800000
2016-06-27,99766800000
2016-06-28,100259000000
2016-06-29,101018700000
2016-06-30,102250320000
2016-07-01,101460000000
2016-07-05,101438640000
2016-07-06,102592080000
2016-07-07,101994000000
2016-07-08,103318320000
2016-07-11,103425120000
2016-07-12,103019280000
2016-07-13,104268840000
2016-07-14,104087280000
2016-07-15,103692120000
2016-07-18,103457160000
2016-07-19,103489200000
2016-07-20,103596000000
2016-07-21,103542600000
2016-07-22,103115400000
2016-07-25,100434720000
2016-07-26,100231800000
2016-07-27,99035640000
2016-07-28,99740520000
2016-07-29,99024960000
2016-08-01,99847320000
2016-08-02,104728080000
2016-08-03,104055240000
2016-08-04,103563960000
2016-08-05,103991160000
2016-08-08,103788240000
2016-08-09,104076600000
2016-08-10,103713480000
2016-08-11,103596000000
2016-08-12,104055240000
2016-08-15,104215440000
2016-08-16,104194080000
2016-08-17,104183400000
2016-08-18,103788240000
2016-08-19,103596000000
2016-08-22,104664000000
2016-08-23,103884360000
2016-08-24,103777560000
2016-08-25,100157040000
2016-08-26,99601680000
2016-08-29,99409440000
2016-08-30,99099720000
2016-08-31,99751200000
2016-09-01,99719160000
2016-09-02,100221120000
2016-09-06,99708480000
2016-09-07,99975480000
2016-09-08,99441480000
2016-09-09,97743360000
2016-09-12,98298720000
2016-09-13,97113240000
2016-09-14,95521920000
2016-09-15,96280200000
2016-09-16,96248160000
2016-09-19,95233560000
2016-09-20,96109320000
2016-09-21,96397680000
2016-09-22,96728760000
2016-09-23,96760800000
2016-09-26,96034560000
2016-09-27,96718080000
2016-09-28,96312240000
2016-09-29,95639400000
2016-09-30,94685360000
2016-10-03,92663760000
2016-10-04,91738080000
2016-10-05,91716800000
2016-10-06,92025360000
2016-10-07,91929600000
2016-10-10,92387120000
2016-10-11,91929600000
2016-10-12,93068080000
2016-10-13,93632000000
2016-10-14,94483200000
2016-10-17,92206240000
2016-10-18,92770160000
2016-10-19,91929600000
2016-10-20,92887200000
2016-10-21,93004240000
2016-10-24,93632000000
2016-10-25,93004240000
2016-10-26,93174480000
2016-10-27,92770160000
2016-10-28,88695040000
2016-10-31,89482400000
2016-11-01,88790800000
2016-11-02,89322800000
2016-11-03,86790480000
2016-11-04,87577840000
2016-11-07,88726960000
2016-11-08,78235920000
2016-11-09,81459840000
2016-11-10,82225920000
2016-11-11,79895760000
2016-11-14,80864000000
2016-11-15,79842560000
2016-11-16,79331840000
2016-11-17,79023280000
2016-11-18,78778560000
2016-11-21,78948800000
2016-11-22,78299760000
2016-11-23,78384880000
2016-11-25,78799840000
2016-11-28,79565920000
2016-11-29,80736320000
2016-11-30,81810960000
2016-12-01,81672640000
2016-12-02,82587680000
2016-12-05,82981360000
2016-12-06,84502880000
2016-12-07,85683920000
2016-12-08,83109040000
2016-12-09,85258320000
2016-12-12,84832720000
2016-12-13,85279600000
2016-12-14,84013440000
2016-12-15,83300560000
2016-12-16,84651840000
2016-12-19,85045520000
2016-12-20,84949760000
2016-12-21,84960400000
2016-12-22,83832560000
2016-12-23,84204960000
2016-12-27,84364560000
2016-12-28,84098560000
2016-12-29,84056000000
2016-12-30,83960240000
2017-01-03,82760500000
2017-01-04,82142500000
2017-01-05,83862600000
2017-01-06,84666000000
2017-01-09,84151000000
2017-01-10,85150100000
2017-01-11,85253100000
2017-01-12,85078000000
2017-01-13,84439400000
2017-01-17,86437600000
2017-01-18,86046200000
2017-01-19,85696000000
2017-01-20,84006800000
2017-01-23,83687500000
2017-01-24,84233400000
2017-01-25,81874700000
2017-01-26,81709900000
2017-01-27,80082500000
2017-01-30,81040400000
2017-01-31,81174300000
2017-02-01,80309100000
2017-02-02,77044000000
2017-02-03,77723800000
2017-02-06,78352100000
2017-02-07,78650800000
2017-02-08,79340900000
2017-02-09,79629300000
2017-02-10,80885900000
2017-02-13,81061000000
2017-02-14,81030100000
2017-02-15,81792300000
2017-02-16,81833500000
2017-02-17,82080700000
2017-02-21,82152800000
2017-02-22,82564800000
2017-02-23,83285800000
2017-02-24,83924400000
2017-02-27,83852300000
2017-02-28,82997400000
2017-03-01,83121000000
2017-03-02,83790500000
2017-03-03,83450600000
2017-03-06,83275500000
2017-03-07,83234300000
2017-03-08,83471200000
2017-03-09,83121000000
2017-03-10,82812000000
2017-03-13,82853200000
2017-03-14,82286700000
2017-03-15,82121900000
2017-03-16,81946800000
2017-03-17,81246400000
2017-03-20,81184600000
2017-03-21,80968300000
2017-03-22,80813800000
2017-03-23,80649000000
2017-03-24,80844700000
2017-03-27,80865300000
2017-03-28,80968300000
2017-03-29,81122800000
2017-03-30,81215500000
2017-03-31,79991500000
2017-04-03,79532950000
2017-04-04,79349530000
2017-04-05,78493570000
2017-04-06,78473190000
2017-04-07,78544520000
2017-04-10,79288390000
2017-04-11,79655230000
2017-04-12,79441240000
2017-04-13,79441240000
2017-04-17,80225870000
2017-04-18,79736750000
2017-04-19,79308770000
2017-04-20,80939170000
2017-04-21,80786320000
2017-04-24,81570950000
2017-04-25,83731230000
2017-04-26,83558000000
2017-04-27,84363010000
2017-04-28,84006360000
2017-05-01,83517240000
2017-05-02,80501000000
2017-05-03,81214300000
2017-05-04,82671470000
2017-05-05,82600140000
2017-05-08,82589950000
2017-05-09,82640900000
2017-05-10,82477860000
2017-05-11,83843320000
2017-05-12,81733990000
2017-05-15,81998930000
2017-05-16,80623280000
2017-05-17,77780270000
2017-05-18,78075780000
2017-05-19,77770080000
2017-05-22,77790460000
2017-05-23,78738130000
2017-05-24,77871980000
2017-05-25,77393050000
2017-05-26,78096160000
2017-05-30,78228630000
2017-05-31,78289770000
2017-06-01,79777510000
2017-06-02,80551950000
2017-06-05,80287010000
2017-06-06,79380100000
2017-06-07,79645040000
2017-06-08,79920170000
2017-06-09,81224490000
2017-06-12,81193920000
2017-06-13,81367150000
2017-06-14,82335200000
2017-06-15,81611710000
2017-06-16,78524140000
2017-06-19,79583900000
2017-06-20,79257820000
2017-06-21,79645040000
2017-06-22,78687180000
2017-06-23,78880790000
2017-06-26,81642280000
2017-06-27,82019310000
2017-06-28,82793750000
2017-06-29,81795130000
2017-06-30,81747360000
2017-07-03,81909920000
2017-07-05,80934560000
2017-07-06,79969360000
2017-07-07,79898240000
2017-07-10,79390240000
2017-07-11,78882240000
2017-07-12,78689200000
2017-07-13,79166720000
2017-07-14,79176880000
2017-07-17,79552800000
2017-07-18,79248000000
2017-07-19,78628240000
2017-07-20,78394560000
2017-07-21,78262480000
2017-07-24,78333600000
2017-07-25,80172560000
2017-07-26,79542640000
2017-07-27,80182720000
2017-07-28,81026000000
2017-07-31,81208880000
2017-08-01,80975200000
2017-08-02,81026000000
2017-08-03,79857600000
2017-08-04,79217520000
2017-08-07,80385920000
2017-08-08,79827120000
2017-08-09,80700880000
2017-08-10,80406240000
2017-08-11,80680560000
2017-08-14,80568800000
2017-08-15,80375760000
2017-08-16,80518000000
2017-08-17,80152240000
2017-08-18,78902560000
2017-08-21,78882240000
2017-08-22,79004160000
2017-08-23,78851760000
2017-08-24,76596240000
2017-08-25,76555600000
2017-08-28,76667360000
2017-08-29,77307440000
2017-08-30,77602080000
2017-08-31,78577440000
2017-09-01,79166720000
2017-09-05,79949040000
2017-09-06,81158080000
2017-09-07,81696560000
2017-09-08,80995520000
2017-09-11,80995520000
2017-09-12,83748880000
2017-09-13,84409280000
2017-09-14,83962240000
2017-09-15,84500720000
2017-09-18,84642960000
2017-09-19,84429600000
2017-09-20,81991200000
2017-09-21,80832960000
2017-09-22,80904080000
2017-09-25,82671920000
2017-09-26,82956400000
2017-09-27,82773520000
2017-09-28,82560160000
2017-09-29,82621120000
2017-10-02,81900780000
2017-10-03,82042740000
2017-10-04,81190980000
2017-10-05,82032600000
2017-10-06,77996880000
2017-10-09,75340200000
2017-10-10,75755940000
2017-10-11,74934600000
2017-10-12,74812920000
2017-10-13,73616400000
2017-10-16,73454160000
2017-10-17,73646820000
2017-10-18,75137400000
2017-10-19,75674820000
2017-10-20,77560860000
2017-10-23,76972740000
2017-10-24,77074140000
2017-10-25,76587420000
2017-10-26,74336340000
2017-10-27,69955860000
2017-10-30,69408300000
2017-10-31,69489420000
2017-11-01,69966000000
2017-11-02,70351320000
2017-11-03,70219500000
2017-11-06,67735200000
2017-11-07,69915300000
2017-11-08,69955860000
2017-11-09,69986280000
2017-11-10,71983860000
2017-11-13,72480720000
2017-11-14,71426160000
2017-11-15,70777200000
2017-11-16,71243640000
2017-11-17,71669520000
2017-11-20,71365320000
2017-11-21,72501000000
2017-11-22,72480720000
2017-11-24,71537700000
2017-11-27,71385600000
2017-11-28,73717800000
2017-11-29,74427600000
2017-11-30,77672400000
2017-12-01,76171680000
2017-12-04,72693660000
2017-12-05,72004140000
2017-12-06,72379320000
2017-12-07,72085260000
2017-12-08,74113260000
2017-12-11,74103120000
2017-12-12,73869900000
2017-12-13,72622680000
2017-12-14,71791200000
2017-12-15,74103120000
2017-12-18,72673380000
2017-12-19,73322340000
2017-12-20,74589840000
2017-12-21,75684960000
2017-12-22,74437740000
2017-12-26,74711520000
2017-12-27,73778640000
2017-12-28,74072700000
2017-12-29,73515000000
2018-01-02,74696320000
2018-01-03,74371200000
2018-01-04,76332080000
2018-01-05,79705200000
2018-01-08,79014320000
2018-01-09,78933040000
2018-01-10,78679040000
2018-01-11,80284320000
2018-01-12,80040480000
2018-01-16,80711040000
2018-01-17,80772000000
2018-01-18,80619600000
2018-01-19,81137760000
2018-01-22,82245200000
2018-01-23,81727040000
2018-01-24,82214720000
2018-01-25,82885280000
2018-01-26,83322160000
2018-01-29,84968080000
2018-01-30,81473040000
2018-01-31,79949040000
2018-02-01,80050640000
2018-02-02,77673200000
2018-02-05,74493120000
2018-02-06,75204320000
2018-02-07,75539600000
2018-02-08,71678800000
2018-02-09,70500240000
2018-02-12,70987920000
2018-02-13,71231760000
2018-02-14,70906640000
2018-02-15,71617840000
2018-02-16,73050400000
2018-02-20,71790560000
2018-02-21,69860160000
2018-02-22,69088000000
2018-02-23,69250560000
2018-02-26,69321680000
2018-02-27,69342000000
2018-02-28,68813680000
2018-03-01,68224400000
2018-03-02,68539359999
2018-03-05,69402960000
2018-03-06,68732400000
2018-03-07,68590160000
2018-03-08,69453760000
2018-03-09,70378320000
2018-03-12,70114160000
2018-03-13,69342000000
2018-03-14,68122800000
2018-03-15,66913760000
2018-03-16,66700400000
2018-03-19,64648080000
2018-03-20,63947040000
2018-03-21,63418720000
2018-03-22,62778640000
2018-03-23,61833760000
2018-03-26,62585600000
2018-03-27,61569600000
2018-03-28,63713360000
2018-03-29,63205360000
2018-04-02,62081555551
2018-04-03,63647833329
2018-04-04,65376841265
2018-04-05,65763325392
2018-04-06,64461484122
2018-04-09,64390289678
2018-04-10,65061551583
2018-04-11,64146194440
2018-04-12,65092063488
2018-04-13,64512337297
2018-04-16,67227896821
2018-04-17,68255130948
2018-04-18,67746599202
2018-04-19,66983801583
2018-04-20,66231174599
2018-04-23,66800730154
2018-04-24,67736428567
2018-04-25,68885710313
2018-04-26,69862091265
2018-04-27,71143591265
2018-04-30,71021543646
2018-05-01,69160317456
2018-05-02,67065166662
2018-05-03,63332543646
2018-05-04,64176706345
2018-05-07,62803670631
2018-05-08,61745924599
2018-05-09,62254456345
2018-05-10,63505444440
2018-05-11,65509059519
2018-05-14,67960182535
2018-05-15,66963460313
2018-05-16,67258408725
2018-05-17,66882095233
2018-05-18,66027761900
2018-05-21,66617658726
2018-05-22,66739706345
2018-05-23,66688853170
2018-05-24,66231174599
2018-05-25,67156702376
2018-05-29,65905714281
2018-05-30,67116019837
2018-05-31,64471654757
2018-06-01,65163257932
2018-06-04,65193769837
2018-06-05,64410630948
2018-06-06,66190492059
2018-06-07,66129468249
2018-06-08,67156702376
2018-06-11,68082230154
2018-06-12,67482162694
2018-06-13,69577313487
2018-06-14,70299428567
2018-06-15,71285980154
2018-06-18,68895880948
2018-06-19,71977583328
2018-06-20,72821746027
2018-06-21,72292873011
2018-06-22,73411642852
2018-06-25,72648845233
2018-06-26,71001202376
2018-06-27,71245297614
2018-06-28,66902436503
2018-06-29,65448035710
2018-07-02,66473400000
2018-07-03,65790000000
2018-07-05,66391800000
2018-07-06,67809600000
2018-07-09,68992800000
2018-07-10,69604800000
2018-07-11,68646000000
2018-07-12,69349800000
2018-07-13,70002600000
2018-07-16,69604800000
