,DE
2000-09-19,7581100000
2000-09-20,7374300000
2000-09-21,7270900000
2000-09-22,7388400000
2000-09-25,7520000000
2000-09-26,7491800000
2000-09-27,7430700000
2000-09-28,7900699999
2000-09-29,7816100000
2000-10-02,7595200000
2000-10-03,8051100000
2000-10-04,8225000000
2000-10-05,8107500000
2000-10-06,8168600000
2000-10-09,8314300000
2000-10-10,8004100000
2000-10-11,7990000000
2000-10-12,7712700000
2000-10-13,7623399999
2000-10-16,7797300000
2000-10-17,7534100000
2000-10-18,7595200000
2000-10-19,7665699999
2000-10-20,7623399999
2000-10-23,7769100000
2000-10-24,8051100000
2000-10-25,7858399999
2000-10-26,7900699999
2000-10-27,8107500000
2000-10-30,8605700000
2000-10-31,8637972000
2000-11-01,8680200000
2000-11-02,8741196000
2000-11-03,8755272000
2000-11-06,8872572000
2000-11-07,8666124000
2000-11-08,8755272000
2000-11-09,8722428000
2000-11-10,8534748000
2000-11-13,8548823999
2000-11-14,8605128000
2000-11-15,8605128000
2000-11-16,8370528000
2000-11-17,8445600000
2000-11-20,8431523999
2000-11-21,9149400000
2000-11-22,9224472000
2000-11-24,9294852000
2000-11-27,9191628000
2000-11-28,9003948000
2000-11-29,9121248000
2000-11-30,9543528000
2000-12-01,9839124000
2000-12-04,10425624000
2000-12-05,10073724000
2000-12-06,10059648000
2000-12-07,9839124000
2000-12-08,9749976000
2000-12-11,9778128000
2000-12-12,9970500000
2000-12-13,9646752000
2000-12-14,9562296000
2000-12-15,9646752000
2000-12-18,10059648000
2000-12-19,10087800000
2000-12-20,10045572000
2000-12-21,10148796000
2000-12-22,10585152000
2000-12-26,10819752000
2000-12-27,10922976000
2000-12-28,10937052000
2000-12-29,10749372000
2001-01-02,10514772000
2001-01-03,10397472000
2001-01-04,10702452000
2001-01-05,10364628000
2001-01-08,10308324000
2001-01-09,10350552000
2001-01-10,10247328000
2001-01-11,10101876000
2001-01-12,9590448000
2001-01-16,9853200000
2001-01-17,9679596000
2001-01-18,9487224000
2001-01-19,9412152000
2001-01-22,9384000000
2001-01-23,9764052000
2001-01-24,9810972000
2001-01-25,10012728000
2001-01-26,9778128000
2001-01-29,9871968000
2001-01-30,10069032000
2001-01-31,10073324000
2001-02-01,9946586000
2001-02-02,9974750000
2001-02-05,9941892000
2001-02-06,9833930000
2001-02-07,9955974000
2001-02-08,9913728000
2001-02-09,10054548000
2001-02-12,9791684000
2001-02-13,9890258000
2001-02-14,9848012000
2001-02-15,9871482000
2001-02-16,9824542000
2001-02-20,9481880000
2001-02-21,9331672000
2001-02-22,9303508000
2001-02-23,9228404000
2001-02-26,9589842000
2001-02-27,9589842000
2001-02-28,9552290000
2001-03-01,9533514000
2001-03-02,9693110000
2001-03-05,9955974000
2001-03-06,10031078000
2001-03-07,10636604000
2001-03-08,10777424000
2001-03-09,10439456000
2001-03-12,9998220000
2001-03-13,10223532000
2001-03-14,9913728000
2001-03-15,9871482000
2001-03-16,9688416000
2001-03-19,9711886000
2001-03-20,9467798000
2001-03-21,8960846000
2001-03-22,8838802000
2001-03-23,8482058000
2001-03-26,8566550000
2001-03-27,8712064000
2001-03-28,8768392000
2001-03-29,8651042000
2001-03-30,8528998000
2001-04-02,8449200000
2001-04-03,8120620000
2001-04-04,8317767999
2001-04-05,8636960000
2001-04-06,8636960000
2001-04-09,8707370000
2001-04-10,8923294000
2001-04-11,8641654000
2001-04-12,8918600000
2001-04-16,9045338000
2001-04-17,9045338000
2001-04-18,9486574000
2001-04-19,9195546000
2001-04-20,9280038000
2001-04-23,9153300000
2001-04-24,9045338000
2001-04-25,9181464000
2001-04-26,9505350000
2001-04-27,9636782000
2001-04-30,9641476000
2001-05-01,9740050000
2001-05-02,9632088000
2001-05-03,9369224000
2001-05-04,9388000000
2001-05-07,9458410000
2001-05-08,9453716000
2001-05-09,9599230000
2001-05-10,9655558000
2001-05-11,9622700000
2001-05-14,9622700000
2001-05-15,9040644000
2001-05-16,9298814000
2001-05-17,9129830000
2001-05-18,9143912000
2001-05-21,9050032000
2001-05-22,9143912000
2001-05-23,8956152000
2001-05-24,8749616000
2001-05-25,8665124000
2001-05-29,8683900000
2001-05-30,8528998000
2001-05-31,8768392000
2001-06-01,8801250000
2001-06-04,8763698000
2001-06-05,8918600000
2001-06-06,8895130000
2001-06-07,8937376000
2001-06-08,8960846000
2001-06-11,8759004000
2001-06-12,8848190000
2001-06-13,8927988000
2001-06-14,9106360000
2001-06-15,9092278000
2001-06-18,9148606000
2001-06-19,9162688000
2001-06-20,9134524000
2001-06-21,9251874000
2001-06-22,9143912000
2001-06-25,8965540000
2001-06-26,8918600000
2001-06-27,8918600000
2001-06-28,8693288000
2001-06-29,8885742000
2001-07-02,8885742000
2001-07-03,8895130000
2001-07-05,8824720000
2001-07-06,8500834000
2001-07-09,8777780000
2001-07-10,8688594000
2001-07-11,9082890000
2001-07-12,9951280000
2001-07-13,9862094000
2001-07-16,9505350000
2001-07-17,9674334000
2001-07-18,9646170000
2001-07-19,9758826000
2001-07-20,9632088000
2001-07-23,9575760000
2001-07-24,9430246000
2001-07-25,9514738000
2001-07-26,9397388000
2001-07-27,9585148000
2001-07-30,9857400000
2001-07-31,9991725000
2001-08-01,10063162500
2001-08-02,10020300000
2001-08-03,10053637500
2001-08-06,9848850000
2001-08-07,9853612500
2001-08-08,9677400000
2001-08-09,9763125000
2001-08-10,10120312500
2001-08-13,10301287500
2001-08-14,9972675000
2001-08-15,10329862500
2001-08-16,10334625000
2001-08-17,10239375000
2001-08-20,10358437500
2001-08-21,10496550000
2001-08-22,10668000000
2001-08-23,10567987500
2001-08-24,10467975000
2001-08-27,10458450000
2001-08-28,10391775000
2001-08-29,10306050000
2001-08-30,10120312500
2001-08-31,10282237500
2001-09-04,10325100000
2001-09-05,10448925000
2001-09-06,10439400000
2001-09-07,10153650000
2001-09-10,10120312500
2001-09-17,9453562500
2001-09-18,9215437500
2001-09-19,8810625000
2001-09-20,8334375000
2001-09-21,8401050000
2001-09-24,9172575000
2001-09-25,8991600000
2001-09-26,8710612500
2001-09-27,8682037500
2001-09-28,8958262500
2001-10-01,8829675000
2001-10-02,8858250000
2001-10-03,9401175000
2001-10-04,9415462500
2001-10-05,9439275000
2001-10-08,9405937500
2001-10-09,9382125000
2001-10-10,9572625000
2001-10-11,9906000000
2001-10-12,9720262500
2001-10-15,9596437500
2001-10-16,9525000000
2001-10-17,9458325000
2001-10-18,9172575000
2001-10-19,8967787500
2001-10-22,9177337500
2001-10-23,9224962500
2001-10-24,9120187500
2001-10-25,9234487500
2001-10-26,9401175000
2001-10-29,9001125000
2001-10-30,8924925000
2001-10-31,8787500000
2001-11-01,9082000000
2001-11-02,9253000000
2001-11-05,9462000000
2001-11-06,9609250000
2001-11-07,9675750000
2001-11-08,9618750000
2001-11-09,9447750000
2001-11-12,9343250000
2001-11-13,9652000000
2001-11-14,9680500000
2001-11-15,9737500000
2001-11-16,9794500000
2001-11-19,9875250000
2001-11-20,9205500000
2001-11-21,9067750000
2001-11-23,9257750000
2001-11-26,9395500000
2001-11-27,9481000000
2001-11-28,9500000000
2001-11-29,9390750000
2001-11-30,9500000000
2001-12-03,9571250000
2001-12-04,9804000000
2001-12-05,10412000000
2001-12-06,10117500000
2001-12-07,10060500000
2001-12-10,9865750000
2001-12-11,9903750000
2001-12-12,10093750000
2001-12-13,9766000000
2001-12-14,9846750000
2001-12-17,9927500000
2001-12-18,10317000000
2001-12-19,10203000000
2001-12-20,10022500000
2001-12-21,10093750000
2001-12-24,10307500000
2001-12-26,10431000000
2001-12-27,10464250000
2001-12-28,10473750000
2001-12-31,10369250000
2002-01-02,10307500000
2002-01-03,10535500000
2002-01-04,10697000000
2002-01-07,10587750000
2002-01-08,10454750000
2002-01-09,10226750000
2002-01-10,10008250000
2002-01-11,10326500000
2002-01-14,10212500000
2002-01-15,10084250000
2002-01-16,9899000000
2002-01-17,10112750000
2002-01-18,10212500000
2002-01-22,10093750000
2002-01-23,10079500000
2002-01-24,10127000000
2002-01-25,10397750000
2002-01-28,10445250000
2002-01-29,10198250000
2002-01-30,10174500000
2002-01-31,10393940007
2002-02-01,10247413340
2002-02-04,10445933340
2002-02-05,10237960007
2002-02-06,10020533340
2002-02-07,9807833340
2002-02-08,10100886673
2002-02-11,10516833340
2002-02-12,10587733340
2002-02-13,10715353340
2002-02-14,10918600007
2002-02-15,10644453340
2002-02-19,10658633340
2002-02-20,10658633340
2002-02-21,10861880007
2002-02-22,11088760007
2002-02-25,11509433341
2002-02-26,11533066674
2002-02-27,11452713341
2002-02-28,11325093341
2002-03-01,11320366674
2002-03-04,11764673341
2002-03-05,11353453341
2002-03-06,11575606674
2002-03-07,11414900008
2002-03-08,11372360008
2002-03-11,11334546674
2002-03-12,11164386674
2002-03-13,10998953341
2002-03-14,11206926674
2002-03-15,11320366674
2002-03-18,11154933341
2002-03-19,11216380007
2002-03-20,11041493341
2002-03-21,10833520007
2002-03-22,10824066674
2002-03-25,10393940007
2002-03-26,10417573340
2002-03-27,10842973340
2002-03-28,10767346674
2002-04-01,10729533340
2002-04-02,10601913340
2002-04-03,10441206674
2002-04-04,10308860007
2002-04-05,10620820007
2002-04-08,10790980007
2002-04-09,10838246674
2002-04-10,11098213341
2002-04-11,10828793340
2002-04-12,10800433340
2002-04-15,10616093340
2002-04-16,10682266674
2002-04-17,10384486673
2002-04-18,10223780007
2002-04-19,10398666674
2002-04-22,10256866673
2002-04-23,10152880007
2002-04-24,9949633340
2002-04-25,10162333340
2002-04-26,10441206674
2002-04-29,10204873340
2002-04-30,10652880000
2002-05-01,10486280000
2002-05-02,10519600000
2002-05-03,10571960000
2002-05-06,10391080000
2002-05-07,10400600000
2002-05-08,10681440000
2002-05-09,10376800000
2002-05-10,10305400000
2002-05-13,10124520000
2002-05-14,10876600000
2002-05-15,11400200000
2002-05-16,11186000000
2002-05-17,11186000000
2002-05-20,11095560000
2002-05-21,10957520000
2002-05-22,11276440000
2002-05-23,11395440000
2002-05-24,11414480000
2002-05-28,11309760000
2002-05-29,11228840000
2002-05-30,11271680000
2002-05-31,11186000000
2002-06-03,11009880000
2002-06-04,10876600000
2002-06-05,11166960000
2002-06-06,10948000000
2002-06-07,11043200000
2002-06-10,11166960000
2002-06-11,11038440000
2002-06-12,10762360000
2002-06-13,10443440000
2002-06-14,10448200000
2002-06-17,10610040000
2002-06-18,10662400000
2002-06-19,10538640000
2002-06-20,10657640000
2002-06-21,10652880000
2002-06-24,10800440000
2002-06-25,10890880000
2002-06-26,10948000000
2002-06-27,11024160000
2002-06-28,11400200000
2002-07-01,11443040000
2002-07-02,11366880000
2002-07-03,11290720000
2002-07-05,11628680000
2002-07-08,11276440000
2002-07-09,11019400000
2002-07-10,10729040000
2002-07-11,10624320000
2002-07-12,10367280000
2002-07-15,10281600000
2002-07-16,9881760000
2002-07-17,9810360000
2002-07-18,9496200000
2002-07-19,9248680000
2002-07-22,9110640000
2002-07-23,9334360000
2002-07-24,9919840000
2002-07-25,9810360000
2002-07-26,9991240000
2002-07-29,10238760000
2002-07-30,9900800000
2002-07-31,10000760000
2002-08-01,9913006446
2002-08-02,9513058059
2002-08-05,9479729027
2002-08-06,9736838704
2002-08-07,9827303220
2002-08-08,10146309671
2002-08-09,10251058058
2002-08-12,10003470962
2002-08-13,10998580639
2002-08-14,11069999994
2002-08-15,11012864510
2002-08-16,10979535477
2002-08-19,11269974187
2002-08-20,11131896768
2002-08-21,11179509671
2002-08-22,11198554832
2002-08-23,11198554832
2002-08-26,11289019348
2002-08-27,11165225800
2002-08-28,10903354832
2002-08-29,10793845155
2002-08-30,10931922574
2002-09-03,10727187090
2002-09-04,10812890316
2002-09-05,10817651607
2002-09-06,11093806445
2002-09-09,11303303219
2002-09-10,11208077413
2002-09-11,11174748381
2002-09-12,11488993542
2002-09-13,11427096768
2002-09-16,11246167735
2002-09-17,11084283864
2002-09-18,11117612897
2002-09-19,10846219348
2002-09-20,10760516123
2002-09-23,10774799994
2002-09-24,10403419349
2002-09-25,10784322574
2002-09-26,11017625800
2002-09-27,10712903220
2002-09-30,10822412897
2002-10-01,11236645155
2002-10-02,11008103219
2002-10-03,10965251606
2002-10-04,10474838704
2002-10-07,10370090316
2002-10-08,10574825800
2002-10-09,10036799994
2002-10-10,10355806446
2002-10-11,10660529026
2002-10-14,10374851607
2002-10-15,11017625800
2002-10-16,10941445155
2002-10-17,11169987090
2002-10-18,11250929026
2002-10-21,11674683864
2002-10-22,11250929026
2002-10-23,11355677413
2002-10-24,11184270961
2002-10-25,11189032252
2002-10-28,10965251606
2002-10-29,10960490316
2002-10-30,11084283864
2002-10-31,11268571435
2002-11-01,11448285721
2002-11-04,11394857149
2002-11-05,11341428578
2002-11-06,11399714292
2002-11-07,11783428578
2002-11-08,11900000007
2002-11-11,11793142864
2002-11-12,11836857149
2002-11-13,11773714292
2002-11-14,11798000006
2002-11-15,11637714292
2002-11-18,11671714292
2002-11-19,12118571435
2002-11-20,12021428578
2002-11-21,12269142864
2002-11-22,12074857149
2002-11-25,12215714292
2002-11-26,12094285721
2002-11-27,12429428578
2002-11-29,12419714293
2002-12-02,12283714292
2002-12-03,11783428578
2002-12-04,12031142864
2002-12-05,11846571435
2002-12-06,11793142864
2002-12-09,11569714292
2002-12-10,11195714292
2002-12-11,11239428578
2002-12-12,11147142863
2002-12-13,11064571435
2002-12-16,11326857149
2002-12-17,11390000006
2002-12-18,11360857149
2002-12-19,11307428578
2002-12-20,11555142863
2002-12-23,11598857149
2002-12-24,11535714292
2002-12-26,11511428578
2002-12-27,11171428578
2002-12-30,11190857149
2002-12-31,11137428577
2003-01-02,11516285721
2003-01-03,11380285720
2003-01-06,11433714292
2003-01-07,11224857149
2003-01-08,11171428578
2003-01-09,11244285720
2003-01-10,11118000006
2003-01-13,10928571435
2003-01-14,10807142863
2003-01-15,10778000006
2003-01-16,10894571434
2003-01-17,10763428577
2003-01-21,10399142863
2003-01-22,10258285720
2003-01-23,10316571434
2003-01-24,10132000005
2003-01-27,10005714291
2003-01-28,10034857148
2003-01-29,10161142863
2003-01-30,10190285720
2003-01-31,10038129635
2003-02-03,9923951857
2003-02-04,9890650005
2003-02-05,9985798153
2003-02-06,9766957412
2003-02-07,9719383338
2003-02-10,9633750005
2003-02-11,9942981486
2003-02-12,9881135190
2003-02-13,9871620375
2003-02-14,9990555561
2003-02-18,10247455561
2003-02-19,10252212968
2003-02-20,10104733338
2003-02-21,10161822227
2003-02-24,9847833338
2003-02-25,9933466672
2003-02-26,9904922227
2003-02-27,9904922227
2003-02-28,9843075931
2003-03-03,9752685190
2003-03-04,9481512968
2003-03-05,9695596301
2003-03-06,9457725931
2003-03-07,9590933338
2003-03-10,9362577782
2003-03-11,9267429634
2003-03-12,9029559264
2003-03-13,9310246301
2003-03-14,9334033338
2003-03-17,9719383338
2003-03-18,9766957412
2003-03-19,9747927783
2003-03-20,9781229634
2003-03-21,10252212968
2003-03-24,9600448153
2003-03-25,9738412968
2003-03-26,9519572227
2003-03-27,9481512968
2003-03-28,9424424079
2003-03-31,9338790745
2003-04-01,9381607412
2003-04-02,9871620375
2003-04-03,9862105560
2003-04-04,9800259264
2003-04-07,9809774079
2003-04-08,9985798153
2003-04-09,9776472227
2003-04-10,9838318523
2003-04-11,9738412968
2003-04-14,9785987042
2003-04-15,9728898153
2003-04-16,9562388894
2003-04-17,9909679635
2003-04-21,9814531486
2003-04-22,10157064820
2003-04-23,10233183338
2003-04-24,10190366672
2003-04-25,10157064820
2003-04-28,10347361116
2003-04-29,10390177783
2003-04-30,10582427178
2003-05-01,10394999994
2003-05-02,10563203877
2003-05-05,10572815528
2003-05-06,10568009702
2003-05-07,10644902906
2003-05-08,10491116498
2003-05-09,10688155333
2003-05-12,10741019411
2003-05-13,10616067955
2003-05-14,10692961159
2003-05-15,10726601935
2003-05-16,10668932032
2003-05-19,10481504848
2003-05-20,10433446596
2003-05-21,10433446596
2003-05-22,10635291256
2003-05-23,10495922324
2003-05-27,10572815528
2003-05-28,10447864071
2003-05-29,10270048537
2003-05-30,10495922324
2003-06-02,10668932032
2003-06-03,10837135916
2003-06-04,10952475721
2003-06-05,11024563100
2003-06-06,10952475721
2003-06-09,10837135916
2003-06-10,10803495139
2003-06-11,11014951450
2003-06-12,11120679605
2003-06-13,10986116498
2003-06-16,11500339799
2003-06-17,11543592226
2003-06-18,11370582517
2003-06-19,11187961158
2003-06-20,11260048537
2003-06-23,11284077663
2003-06-24,11255242712
2003-06-25,11077427178
2003-06-26,11053398052
2003-06-27,10962087372
2003-06-30,10981310673
2003-07-01,11072621352
2003-07-02,11173543683
2003-07-03,11111067954
2003-07-07,11144708731
2003-07-08,11077427178
2003-07-09,10856359217
2003-07-10,10813106790
2003-07-11,11087038828
2003-07-14,11048592226
2003-07-15,10813106790
2003-07-16,10668932032
2003-07-17,10995728149
2003-07-18,11202378634
2003-07-21,11029368925
2003-07-22,11582038828
2003-07-23,11529174750
2003-07-24,11500339799
2003-07-25,11985728148
2003-07-28,11870388342
2003-07-29,12038592226
2003-07-30,12048203876
2003-07-31,12256109602
2003-08-01,12246455321
2003-08-04,12188529636
2003-08-05,11903728349
2003-08-06,11816839821
2003-08-07,12019579720
2003-08-08,12352652411
2003-08-11,12304381007
2003-08-12,12912600703
2003-08-13,13274636237
2003-08-14,13293944799
2003-08-15,13293944799
2003-08-18,13511166119
2003-08-19,13549783243
2003-08-20,13665634613
2003-08-21,14013188726
2003-08-22,13781485984
2003-08-25,13569091804
2003-08-26,13496684698
2003-08-27,13496684698
2003-08-28,13540128962
2003-08-29,13636671771
2003-09-02,13501511838
2003-09-03,13395314748
2003-09-04,13540128962
2003-09-05,13414623310
2003-09-08,13598054647
2003-09-09,13496684698
2003-09-10,13178093428
2003-09-11,13004316372
2003-09-12,13033279215
2003-09-15,13042933495
2003-09-16,13264981956
2003-09-17,13293944799
2003-09-18,13540128962
2003-09-19,13438759012
2003-09-22,13226364833
2003-09-23,13216710552
2003-09-24,12980180670
2003-09-25,12912600703
2003-09-26,12608490855
2003-09-29,12724342226
2003-09-30,12869156439
2003-10-01,13443586153
2003-10-02,13501511838
2003-10-03,13549783243
2003-10-06,13511166119
2003-10-07,13607708928
2003-10-08,13636671771
2003-10-09,13969744462
2003-10-10,13858720231
2003-10-13,13940781619
2003-10-14,13950435900
2003-10-15,14211101484
2003-10-16,13738041720
2003-10-17,13747696001
2003-10-20,13670461754
2003-10-21,13646326052
2003-10-22,13636671771
2003-10-23,13709078878
2003-10-24,13771831703
2003-10-27,13810448827
2003-10-28,14066287271
2003-10-29,14331779996
2003-10-30,14515211333
2003-10-31,14791280000
2003-11-03,14752240000
2003-11-04,14932800000
2003-11-05,14966960000
2003-11-06,15108480000
2003-11-07,14840080000
2003-11-10,14737600000
2003-11-11,14625360000
2003-11-12,15045040000
2003-11-13,15367120000
2003-11-14,15137760000
2003-11-17,14771760000
2003-11-18,14762000000
2003-11-19,14674160000
2003-11-20,14557040000
2003-11-21,14552160000
2003-11-24,14688800000
2003-11-25,14991360000
2003-11-26,14908400000
2003-11-28,14942560000
2003-12-01,15049920000
2003-12-02,14796160000
2003-12-03,14835200000
2003-12-04,14874240000
2003-12-05,15128000000
2003-12-08,15215840000
2003-12-09,15137760000
2003-12-10,15006000000
2003-12-11,15254880000
2003-12-12,15210960000
2003-12-15,15254880000
2003-12-16,15616000000
2003-12-17,16001520000
2003-12-18,16260160000
2003-12-19,16372399999
2003-12-22,16348000000
2003-12-23,16357760000
2003-12-24,15738000000
2003-12-26,15694079999
2003-12-29,15738000000
2003-12-30,15777040000
2003-12-31,15874640000
2004-01-02,15689200000
2004-01-05,15713600000
2004-01-06,15274400000
2004-01-07,15664800000
2004-01-08,15552560000
2004-01-09,15474480000
2004-01-12,15801440000
2004-01-13,15903920000
2004-01-14,16011280000
2004-01-15,16113760000
2004-01-16,15825840000
2004-01-20,15772160000
2004-01-21,16074719999
2004-01-22,16201600000
2004-01-23,16186960000
2004-01-26,16348000000
2004-01-27,16079600000
2004-01-28,15581840000
2004-01-29,15157280000
2004-01-30,15274400000
2004-02-02,15476296000
2004-02-03,15347492000
2004-02-04,15109700000
2004-02-05,15203826000
2004-02-06,15357400000
2004-02-09,15119608000
2004-02-10,15134470000
2004-02-11,15976650000
2004-02-12,16041052000
2004-02-13,15852800000
2004-02-17,16595900000
2004-02-18,16506728000
2004-02-19,16407647999
2004-02-20,16179763999
2004-02-23,16199580000
2004-02-24,16001419999
2004-02-25,16080684000
2004-02-26,16273890000
2004-02-27,15912247999
2004-03-01,16179763999
2004-03-02,16090591999
2004-03-03,16115362000
2004-03-04,16075730000
2004-03-05,16303613999
2004-03-08,16313522000
2004-03-09,16526544000
2004-03-10,15798306000
2004-03-11,15337584000
2004-03-12,16006374000
2004-03-15,15793352000
2004-03-16,16046006000
2004-03-17,16467096000
2004-03-18,16382878000
2004-03-19,16397740000
2004-03-22,16090591999
2004-03-23,16353153999
2004-03-24,16343246000
2004-03-25,16576084000
2004-03-26,16903047999
2004-03-29,17304322000
2004-03-30,17324138000
2004-03-31,17170563999
2004-04-01,17125978000
2004-04-02,17383586000
2004-04-05,17765044000
2004-04-06,18067238000
2004-04-07,18037514000
2004-04-08,18166318000
2004-04-12,18270352000
2004-04-13,18047422000
2004-04-14,17978066000
2004-04-15,17928526000
2004-04-16,18161364000
2004-04-19,18186134000
2004-04-20,17799722000
2004-04-21,17715504000
2004-04-22,18542822000
2004-04-23,17636240000
2004-04-26,17403402000
2004-04-27,17621378000
2004-04-28,17096253999
2004-04-29,16769290000
2004-04-30,16935156000
2004-05-03,17154188000
2004-05-04,17253748000
2004-05-05,17164143999
2004-05-06,16925200000
2004-05-07,16646431999
2004-05-10,16103830000
2004-05-11,16153610000
2004-05-12,16088896000
2004-05-13,16601630000
2004-05-14,16641454000
2004-05-17,16427400000
2004-05-18,16118764000
2004-05-19,15979380000
2004-05-20,15710568000
2004-05-21,15655810000
2004-05-24,15894754000
2004-05-25,16034138000
2004-05-26,16193434000
2004-05-27,16337796000
2004-05-28,16352730000
2004-06-01,16611585999
2004-06-02,16765904000
2004-06-03,16566784000
2004-06-04,16716124000
2004-06-07,17149210000
2004-06-08,16850530000
2004-06-09,16671322000
2004-06-10,16736035999
2004-06-14,16765904000
2004-06-15,17084496000
2004-06-16,16940134000
2004-06-17,17054627999
2004-06-18,17218902000
2004-06-21,17004847999
2004-06-22,17189034000
2004-06-23,17248770000
2004-06-24,17233836000
2004-06-25,17363264000
2004-06-28,16820662000
2004-06-29,17223880000
2004-06-30,17457846000
2004-07-01,16890354000
2004-07-02,16601630000
2004-07-06,16661366000
2004-07-07,16317884000
2004-07-08,16138676000
2004-07-09,16203389999
2004-07-12,16153610000
2004-07-13,16278060000
2004-07-14,16248192000
2004-07-15,16412466000
2004-07-16,16402510000
2004-07-19,16213346000
2004-07-20,16173522000
2004-07-21,15825062000
2004-07-22,15481580000
2004-07-23,15401932000
2004-07-26,15277482000
2004-07-27,15257570000
2004-07-28,15635898000
2004-07-29,15690656000
2004-07-30,15635898000
2004-08-02,15512938000
2004-08-03,15443750000
2004-08-04,15335026000
2004-08-05,14791406000
2004-08-06,14232960000
2004-08-09,14425698000
2004-08-10,14984144000
2004-08-11,15092868000
2004-08-12,14806232000
2004-08-13,14672798000
2004-08-16,15078042000
2004-08-17,14860594000
2004-08-18,14984144000
2004-08-19,14994028000
2004-08-20,15206534000
2004-08-23,15280664000
2004-08-24,15394330000
