,GWW
2013-11-26,17847108200
2013-11-27,17870615800
2013-11-29,17832588800
2013-12-02,17860244800
2013-12-03,17623094600
2013-12-04,17634157000
2013-12-05,17642453800
2013-12-06,17822909200
2013-12-09,17781425200
2013-12-10,17748929400
2013-12-11,17565017000
2013-12-12,17425354200
2013-12-13,17392167000
2013-12-16,17556028800
2013-12-17,17289148400
2013-12-18,17618254800
2013-12-19,17519384600
2013-12-20,17170227600
2013-12-23,17451627400
2013-12-24,17584376200
2013-12-26,17659738800
2013-12-27,17661813000
2013-12-30,17656973200
2013-12-31,17547354000
2014-01-02,17385222000
2014-01-03,17370108000
2014-01-06,17241639000
2014-01-07,17375604000
2014-01-08,17411328000
2014-01-09,17484150000
2014-01-10,18116877000
2014-01-13,17976042000
2014-01-14,18154662000
2014-01-15,18121686000
2014-01-16,18270078000
2014-01-17,18143670000
2014-01-21,18140922000
2014-01-22,18001461000
2014-01-23,17632542000
2014-01-24,16615095000
2014-01-27,16414491000
2014-01-28,16340982000
2014-01-29,16361592000
2014-01-30,16293579000
2014-01-31,16108776000
2014-02-03,15752223000
2014-02-04,15889623000
2014-02-05,15860769000
2014-02-06,16072365000
2014-02-07,16075800000
2014-02-10,16095723000
2014-02-11,16340982000
2014-02-12,16354035000
2014-02-13,16463268000
2014-02-14,16877529000
2014-02-18,17021112000
2014-02-19,17037600000
2014-02-20,17040348000
2014-02-21,17122788000
2014-02-24,17285607000
2014-02-25,17184618000
2014-02-26,17275989000
2014-02-27,17374917000
2014-02-28,17519874000
2014-03-03,17401023000
2014-03-04,17511630000
2014-03-05,17653839000
2014-03-06,17688876000
2014-03-07,17652465000
2014-03-10,17571399000
2014-03-11,17438808000
2014-03-12,17300721000
2014-03-13,16889208000
2014-03-14,16970961000
2014-03-17,17290416000
2014-03-18,17389344000
2014-03-19,17172252000
2014-03-20,17246448000
2014-03-21,17310339000
2014-03-24,17275302000
2014-03-25,17491707000
2014-03-26,17224464000
2014-03-27,17191488000
2014-03-28,17137215000
2014-03-31,17295587640
2014-04-01,17322284700
2014-04-02,17454400920
2014-04-03,17574879960
2014-04-04,17427703860
2014-04-07,16882125480
2014-04-08,17347612680
2014-04-09,17700835320
2014-04-10,17266152420
2014-04-11,17129244420
2014-04-14,17040254220
2014-04-15,17166209580
2014-04-16,17127190800
2014-04-17,17260676100
2014-04-21,17264783340
2014-04-22,17459192700
2014-04-23,17453716380
2014-04-24,17286688620
2014-04-25,17067635820
2014-04-28,17115553620
2014-04-29,16991651880
2014-04-30,17414697600
2014-05-01,17301748500
2014-05-02,17267521500
2014-05-05,17229871800
2014-05-06,17173054980
2014-05-07,17270944200
2014-05-08,17270259660
2014-05-09,17174424060
2014-05-12,17429757480
2014-05-13,17385262380
2014-05-14,17357880780
2014-05-15,17266152420
2014-05-16,17399637720
2014-05-19,17531753940
2014-05-20,17101862820
2014-05-21,17275051440
2014-05-22,17260676100
2014-05-23,17334606420
2014-05-27,17305855740
2014-05-28,17422227540
2014-05-29,17568034560
2014-05-30,17686459980
2014-06-02,17802147240
2014-06-03,18010931940
2014-06-04,17898667380
2014-06-05,18140994540
2014-06-06,18329927580
2014-06-09,18303915060
2014-06-10,18421655940
2014-06-11,18429185880
2014-06-12,17812415340
2014-06-13,17785033740
2014-06-16,17805569940
2014-06-17,17680299120
2014-06-18,17756283060
2014-06-19,17873339400
2014-06-20,17896613760
2014-06-23,17793248220
2014-06-24,17531069400
2014-06-25,17498896020
2014-06-26,17447555520
2014-06-27,17414697600
2014-06-30,17365623920
2014-07-01,17194883920
2014-07-02,17179175840
2014-07-03,17455091680
2014-07-07,17110196880
2014-07-08,17129319760
2014-07-09,17078097760
2014-07-10,16913504400
2014-07-11,16718177840
2014-07-14,16724324480
2014-07-15,16789888640
2014-07-16,16724324480
2014-07-17,16485971440
2014-07-18,16585683600
2014-07-21,16408796960
2014-07-22,16516021680
2014-07-23,16461384880
2014-07-24,16424505040
2014-07-25,16470263360
2014-07-28,16388308160
2014-07-29,16304987040
2014-07-30,16393088880
2014-07-31,16059804400
2014-08-01,16063902160
2014-08-04,16050242960
2014-08-05,16040681520
2014-08-06,16092586480
2014-08-07,15917748720
2014-08-08,16158150640
2014-08-11,16227812560
2014-08-12,16306352960
2014-08-13,16362355680
2014-08-14,16285181200
2014-08-15,16201860080
2014-08-18,16584317680
2014-08-19,16778278320
2014-08-20,16746862160
2014-08-21,16927846560
2014-08-22,16870477920
2014-08-25,17044632720
2014-08-26,16991361840
2014-08-27,16800816000
2014-08-28,16770765760
2014-08-29,16814475200
2014-09-02,16898479280
2014-09-03,17063755600
2014-09-04,17186005440
2014-09-05,17038486080
2014-09-08,16994776640
2014-09-09,16860916480
2014-09-10,16840427680
2014-09-11,16837695840
2014-09-12,16968141200
2014-09-15,16966092320
2014-09-16,16983166320
2014-09-17,17094488800
2014-09-18,17284351680
2014-09-19,17307572320
2014-09-22,17164150720
2014-09-23,17184639520
2014-09-24,17254984400
2014-09-25,17082878480
2014-09-26,17211957920
2014-09-29,17211957920
2014-09-30,17086783350
2014-10-01,17017526370
2014-10-02,17164867200
2014-10-03,17332577730
2014-10-06,17350910460
2014-10-07,16957775250
2014-10-08,17123448810
2014-10-09,16713338850
2014-10-10,16342610310
2014-10-13,15901945800
2014-10-14,16206812310
2014-10-15,16238724840
2014-10-16,15597758280
2014-10-17,15745778100
2014-10-20,15645287580
2014-10-21,15922315500
2014-10-22,15721334460
2014-10-23,15982066620
2014-10-24,16145024220
2014-10-27,16188479580
2014-10-28,16474334370
2014-10-29,16444458810
2014-10-30,16557850140
2014-10-31,16757473200
2014-11-03,16811792400
2014-11-04,16936047570
2014-11-05,17189310840
2014-11-06,17298628230
2014-11-07,17301344190
2014-11-10,16891234230
2014-11-11,16724202690
2014-11-12,16755436230
2014-11-13,16592478630
2014-11-14,16721486730
2014-11-17,16597231560
2014-11-18,16521863670
2014-11-19,16590441660
2014-11-20,16626428130
2014-11-21,16853210790
2014-11-24,17032464150
2014-11-25,16923146760
2014-11-26,16781916840
2014-11-28,16681426320
2014-12-01,16462791540
2014-12-02,16578898830
2014-12-03,16877654430
2014-12-04,17013452430
2014-12-05,17166904170
2014-12-08,16982897880
2014-12-09,16938084540
2014-12-10,16475692350
2014-12-11,16714017840
2014-12-12,16701117030
2014-12-15,16578898830
2014-12-16,16582972770
2014-12-17,16568713980
2014-12-18,17126164770
2014-12-19,17505041190
2014-12-22,17532879780
2014-12-23,17504362200
2014-12-24,17448685020
2014-12-26,17456153910
2014-12-29,17576335140
2014-12-30,17483313510
2014-12-31,17136254700
2015-01-02,17158440600
2015-01-05,16738925400
2015-01-06,16501603500
2015-01-07,16516394100
2015-01-08,16884142200
2015-01-09,16688502900
2015-01-12,16481434500
2015-01-13,16366471200
2015-01-14,16262937000
2015-01-15,15995361600
2015-01-16,16221926700
2015-01-20,16310670300
2015-01-21,16416893700
2015-01-22,16482106800
2015-01-23,16537907700
2015-01-26,15786276300
2015-01-27,15575846400
2015-01-28,15532819200
2015-01-29,15860901600
2015-01-30,15855523200
2015-02-02,16169487300
2015-02-03,16442441100
2015-02-04,16078726800
2015-02-05,16136544600
2015-02-06,16155369000
2015-02-09,16043094900
2015-02-10,16059902400
2015-02-11,15973848000
2015-02-12,15752661300
2015-02-13,15790310100
2015-02-17,15721063200
2015-02-18,15842749500
2015-02-19,15836026500
2015-02-20,16010152200
2015-02-23,15877709100
2015-02-24,15967797300
2015-02-25,16107635700
2015-02-26,16160747400
2015-02-27,15927459300
2015-03-02,16081416000
2015-03-03,16221926700
2015-03-04,15866280000
2015-03-05,16003429200
2015-03-06,15817202100
2015-03-09,15854850900
2015-03-10,15481052100
2015-03-11,15608789100
2015-03-12,15577863300
2015-03-13,15511305600
2015-03-16,15732492300
2015-03-17,15764090400
2015-03-18,16028304300
2015-03-19,15937543800
2015-03-20,15876364500
2015-03-23,15702911100
2015-03-24,15745938300
2015-03-25,15787620900
2015-03-26,15754005900
2015-03-27,15772158000
2015-03-30,15966452700
2015-03-31,15717208120
2015-04-01,15455265760
2015-04-02,15357953840
2015-04-06,15673217800
2015-04-07,15520584720
2015-04-08,15617230120
2015-04-09,15653222200
2015-04-10,15643890920
2015-04-13,15660553920
2015-04-14,15873173800
2015-04-15,16118453160
2015-04-16,16121119240
2015-04-17,15951823160
2015-04-20,15926495400
2015-04-21,16197102520
2015-04-22,16226429400
2015-04-23,16281750560
2015-04-24,16469709200
2015-04-27,16625674880
2015-04-28,16609011880
2015-04-29,16671664760
2015-04-30,16558356360
2015-05-01,16592348880
2015-05-04,16587016720
2015-05-05,16395725480
2015-05-06,16403057200
2015-05-07,16383728120
2015-05-08,16607012320
2015-05-11,16583684120
2015-05-12,16745648480
2015-05-13,16391726360
2015-05-14,16465710080
2015-05-15,16399724600
2015-05-18,16423719320
2015-05-19,16407056320
2015-05-20,16396392000
2015-05-21,16436383200
2015-05-22,16393059400
2015-05-26,16324407840
2015-05-27,16365732080
2015-05-28,16307078320
2015-05-29,16018475160
2015-06-01,16063132000
2015-06-02,16127117920
2015-06-03,16190437320
2015-06-04,15946491000
2015-06-05,16069797200
2015-06-08,15962487480
2015-06-09,16097124520
2015-06-10,16149113080
2015-06-11,16219097680
2015-06-12,15873173800
2015-06-15,15791191840
2015-06-16,15854511240
2015-06-17,15995146960
2015-06-18,16221763760
2015-06-19,16142447880
2015-06-22,16271086240
2015-06-23,16357067320
2015-06-24,16238426760
2015-06-25,15965153560
2015-06-26,16018475160
2015-06-29,15777194920
2015-06-30,15315988000
2015-07-01,15319224000
2015-07-02,15241560000
2015-07-06,15136066400
2015-07-07,15337345600
2015-07-08,15169720800
2015-07-09,15254504000
2015-07-10,15306280000
2015-07-13,15403360000
2015-07-14,15097234400
2015-07-15,14936081600
2015-07-16,15038339200
2015-07-17,15103059200
2015-07-20,15215672000
2015-07-21,14881716800
2015-07-22,14542584000
2015-07-23,14638369600
2015-07-24,14611834400
2015-07-27,14618306400
2015-07-28,14623484000
2015-07-29,14688851200
2015-07-30,14562647200
2015-07-31,14802111200
2015-08-03,14552292000
2015-08-04,14635133600
2015-08-05,14694676000
2015-08-06,14631250400
2015-08-07,14624131200
2015-08-10,14943848000
2015-08-11,14759396000
2015-08-12,14912135200
2015-08-13,14617659200
2015-08-14,14547761600
2015-08-17,14656491200
2015-08-18,14673965600
2015-08-19,14600832000
2015-08-20,14499868800
2015-08-21,14228692000
2015-08-24,13795715200
2015-08-25,13806070400
2015-08-26,14087602400
2015-08-27,14480452800
2015-08-28,14447445600
2015-08-31,14461036800
2015-09-01,14156852800
2015-09-02,14434501600
2015-09-03,14283056800
2015-09-04,14134848000
2015-09-08,14579474400
2015-09-09,14424146400
2015-09-10,14407319200
2015-09-11,14363309600
2015-09-14,14118020800
2015-09-15,14369781600
2015-09-16,14395669600
2015-09-17,14152322400
2015-09-18,13866260000
2015-09-21,13866260000
2015-09-22,13763355200
2015-09-23,13648153600
2015-09-24,13809306400
2015-09-25,13835194400
2015-09-28,13705754400
2015-09-29,13716109600
2015-09-30,13352121000
2015-10-01,13007466000
2015-10-02,13360815000
2015-10-05,13650822000
2015-10-06,13893633000
2015-10-07,14148864000
2015-10-08,14372424000
2015-10-09,14233320000
2015-10-12,13978089000
2015-10-13,13828428000
2015-10-14,13752045000
2015-10-15,13763223000
2015-10-16,12895065000
2015-10-19,12541716000
2015-10-20,12528675000
2015-10-21,12523707000
2015-10-22,13004982000
2015-10-23,12907485000
2015-10-26,12809988000
2015-10-27,12572766000
2015-10-28,12872709000
2015-10-29,12934188000
2015-10-30,13041000000
2015-11-02,13111173000
2015-11-03,13106205000
2015-11-04,13081365000
2015-11-05,13027338000
2015-11-06,13176999000
2015-11-09,12963375000
2015-11-10,13099374000
2015-11-11,13114278000
2015-11-12,12409443000
2015-11-13,12234321000
2015-11-16,12313188000
2015-11-17,12001446000
2015-11-18,12311325000
2015-11-19,12315051000
2015-11-20,12369699000
2015-11-23,12299526000
2015-11-24,12324366000
2015-11-25,12338028000
2015-11-27,12398265000
2015-11-30,12453534000
2015-12-01,12521844000
2015-12-02,12392676000
2015-12-03,12345480000
2015-12-04,12473406000
2015-12-07,12322503000
2015-12-08,12113226000
2015-12-09,11992752000
2015-12-10,12076587000
2015-12-11,11850543000
2015-12-14,12055473000
2015-12-15,12083418000
2015-12-16,12220659000
2015-12-17,12100185000
2015-12-18,12043053000
2015-12-21,12194577000
2015-12-22,12541095000
2015-12-23,12767760000
2015-12-24,12758445000
2015-12-28,12691377000
2015-12-29,12764034000
2015-12-30,12711870000
2015-12-31,12493522710
2016-01-04,12464538280
2016-01-05,12314065920
2016-01-06,12275214450
2016-01-07,12156809970
2016-01-08,12012504510
2016-01-11,11662841280
2016-01-12,11572187850
2016-01-13,11445766400
2016-01-14,11652974240
2016-01-15,11681341980
2016-01-19,11506202020
2016-01-20,11271859820
2016-01-21,11441449570
2016-01-22,11546286870
2016-01-25,11441449570
2016-01-26,11470434000
2016-01-27,11416165280
2016-01-28,11851548420
2016-01-29,12129675610
2016-02-01,12191961300
2016-02-02,11897800170
2016-02-03,12188877850
2016-02-04,12856753120
2016-02-05,12846269390
2016-02-08,12970224080
2016-02-09,12937539510
2016-02-10,12585409520
2016-02-11,12603293530
2016-02-12,13017709210
2016-02-16,13195315930
2016-02-17,13342704840
2016-02-18,13311253650
2016-02-19,13398823630
2016-02-22,13599864570
2016-02-23,13437675100
2016-02-24,13318653930
2016-02-25,13413007500
2016-02-26,13440758550
2016-02-29,13376006100
2016-03-01,13794121920
2016-03-02,13604798090
2016-03-03,13672633990
2016-03-04,13688051240
2016-03-07,13831740010
2016-03-08,13862574510
2016-03-09,13501810860
2016-03-10,13440141860
2016-03-11,13398823630
2016-03-14,13408690670
2016-03-15,13438908480
2016-03-16,13606648160
2016-03-17,13974195400
2016-03-18,13911909710
2016-03-21,14026614050
2016-03-22,14089516430
2016-03-23,14128984590
2016-03-24,14131451350
2016-03-28,14072865800
2016-03-29,14221488090
2016-03-30,14399711500
2016-03-31,14213786130
2016-04-01,14271632580
2016-04-04,14081652660
2016-04-05,14227182150
2016-04-06,14177860440
2016-04-07,14003103270
2016-04-08,14043900240
2016-04-11,14151677310
2016-04-12,13983009240
2016-04-13,14235097980
2016-04-14,14277112770
2016-04-15,14312429550
2016-04-18,14126103090
2016-04-19,14020761660
2016-04-20,13917246960
2016-04-21,13876449990
2016-04-22,13951954830
2016-04-25,13955608290
2016-04-26,14267979120
2016-04-27,14536508430
2016-04-28,14367840360
2016-04-29,14280157320
2016-05-02,14275894950
2016-05-03,14176642620
2016-05-04,13949519190
2016-05-05,14142543660
2016-05-06,14155939680
2016-05-09,14040246780
2016-05-10,14135845650
2016-05-11,14070692280
2016-05-12,13868534160
2016-05-13,13785722400
2016-05-16,13934905350
2016-05-17,13753450170
2016-05-18,13701692820
2016-05-19,13502579250
2016-05-20,13553727690
2016-05-23,13582955370
2016-05-24,13777197660
2016-05-25,13782068940
2016-05-26,13853920320
2016-05-27,13754059080
2016-05-31,13904459850
2016-06-01,13893499470
2016-06-02,13988489430
2016-06-03,13870360890
2016-06-06,13919682600
2016-06-07,13931251890
2016-06-08,14042073510
2016-06-09,13832608470
2016-06-10,13546420770
2016-06-13,13240747950
2016-06-14,13393584360
2016-06-15,13383841800
2016-06-16,13481267400
2016-06-17,13489183230
2016-06-20,13568341530
2016-06-21,13571994990
2016-06-22,13640192910
2016-06-23,13759539270
2016-06-24,13235876670
2016-06-27,13165243110
2016-06-28,13235876670
2016-06-29,13341218100
2016-06-30,13638863250
2016-07-01,13787705410
2016-07-05,13550638260
2016-07-06,13413799500
2016-07-07,13530232480
2016-07-08,13832117990
2016-07-11,13897536520
2016-07-12,13830317480
2016-07-13,13838119690
2016-07-14,13899937200
2016-07-15,13882532270
2016-07-18,13734890450
2016-07-19,13070502260
2016-07-20,13026689850
2016-07-21,12919859590
2016-07-22,13074103280
2016-07-25,13101711100
2016-07-26,13171930990
2016-07-27,13162328270
2016-07-28,13216943740
2016-07-29,13134720450
2016-08-01,13095109230
2016-08-02,12994280670
2016-08-03,13044694950
2016-08-04,13105312120
2016-08-05,13264357170
2016-08-08,13244551560
2016-08-09,13177932690
2016-08-10,13191736600
2016-08-11,13766699460
2016-08-12,13742092490
2016-08-15,13863326830
2016-08-16,13863927000
2016-08-17,13856724960
2016-08-18,13883132440
2016-08-19,13886733460
2016-08-22,13849522920
2016-08-23,13851923600
2016-08-24,13866327680
2016-08-25,13859725810
2016-08-26,13963555220
2016-08-29,14087790410
2016-08-30,14073386330
2016-08-31,13843521220
2016-09-01,13721086540
2016-09-02,13816513570
2016-09-06,13828516970
2016-09-07,13662870050
2016-09-08,13772701160
2016-09-09,13350781650
2016-09-12,13458812250
2016-09-13,13328575360
2016-09-14,13443207830
2016-09-15,13680274980
2016-09-16,13097509910
2016-09-19,13237949690
2016-09-20,12999082030
2016-09-21,13108913140
2016-09-22,13233748500
2016-09-23,12997881690
2016-09-26,12994880840
2016-09-27,13086106680
2016-09-28,13159927590
2016-09-29,13222945440
2016-09-30,13304007640
2016-10-03,13390397300
2016-10-04,13154305010
2016-10-05,13319983810
2016-10-06,13496313390
2016-10-07,13278564110
2016-10-10,13218801400
2016-10-11,12814663470
2016-10-12,12902828260
2016-10-13,12646026120
2016-10-14,12675019910
2016-10-17,12696913180
2016-10-18,12180942060
2016-10-19,12130055000
2016-10-20,12157273660
2016-10-21,12056682960
2016-10-24,12117629090
2016-10-25,12016446680
2016-10-26,12282124470
2016-10-27,12213486110
2016-10-28,12325911010
2016-10-31,12314668520
2016-11-01,12118812510
2016-11-02,12044257050
2016-11-03,12074434260
2016-11-04,12144847750
2016-11-07,12419992900
2016-11-08,12517625050
2016-11-09,13033004460
2016-11-10,13446609750
2016-11-11,13406965180
2016-11-14,13217026270
2016-11-15,13247795190
2016-11-16,13295723700
2016-11-17,13027087360
2016-11-18,12876793020
2016-11-21,13144837650
2016-11-22,13317025260
2016-11-23,13290990020
2016-11-25,13359036670
2016-11-28,13230043890
2016-11-29,13393355850
2016-11-30,13643057470
2016-12-01,14081514580
2016-12-02,13996308340
2016-12-05,13922936300
2016-12-06,13982699010
2016-12-07,14029444100
2016-12-08,14141277290
2016-12-09,14178555020
2016-12-12,14018201610
2016-12-13,14061396440
2016-12-14,13907551840
2016-12-15,13875007790
2016-12-16,13883291730
2016-12-19,14019385030
2016-12-20,14136543610
2016-12-21,14099857590
2016-12-22,14093940490
2016-12-23,14027077260
2016-12-27,14084473130
2016-12-28,13841280320
2016-12-29,13818795340
2016-12-30,13742464750
2017-01-03,13766904000
2017-01-04,13877297600
2017-01-05,13638307200
2017-01-06,13593680000
2017-01-09,13526152000
2017-01-10,13547878400
2017-01-11,13854984000
2017-01-12,13869076800
2017-01-13,13917814400
2017-01-17,14132729600
2017-01-18,14363499200
2017-01-19,14337662400
2017-01-20,14472718400
2017-01-23,14435137600
2017-01-24,14626564800
2017-01-25,14862619200
2017-01-26,15052284799
2017-01-27,15055220800
2017-01-30,14953635200
2017-01-31,14830910400
2017-02-01,14896089600
2017-02-02,14801550400
2017-02-03,14773952000
2017-02-06,14882584000
2017-02-07,14879060800
2017-02-08,14939542400
2017-02-09,14856160000
2017-02-10,14977123200
2017-02-13,14934844800
2017-02-14,14900200000
2017-02-15,14866142400
2017-02-16,14961856000
2017-02-17,14971251200
2017-02-21,15159155200
2017-02-22,15116289600
2017-02-23,14676476800
2017-02-24,14694092800
2017-02-27,14707598400
2017-02-28,14560211200
2017-03-01,14803899200
2017-03-02,14574891200
2017-03-03,14672366400
2017-03-06,14815643200
2017-03-07,14714644800
2017-03-08,14688808000
2017-03-09,14328854400
2017-03-10,14395795200
2017-03-13,14465672000
2017-03-14,14358801600
2017-03-15,14529676800
2017-03-16,14391097600
2017-03-17,14325918400
2017-03-20,14211414400
2017-03-21,14096323200
2017-03-22,14092800000
2017-03-23,14129793600
2017-03-24,14065201600
2017-03-27,13938366400
2017-03-28,14045236800
2017-03-29,13960680000
2017-03-30,13732259200
2017-03-31,13503105880
2017-04-03,13412605600
2017-04-04,13389400400
2017-04-05,13443352490
2017-04-06,13331967530
2017-04-07,13300640510
2017-04-10,13306441810
2017-04-11,13313983500
2017-04-12,12978088230
2017-04-13,12849879500
2017-04-17,12935158610
2017-04-18,11461628410
2017-04-19,11332839550
2017-04-20,11368227480
2017-04-21,11321236950
2017-04-24,11132694700
2017-04-25,11217393680
2017-04-26,11264384210
2017-04-27,11206371210
2017-04-28,11179105100
2017-05-01,10984181420
2017-05-02,11059018190
2017-05-03,11139656260
2017-05-04,10879758020
2017-05-05,10977799990
2017-05-08,10963296740
2017-05-09,10893101010
2017-05-10,10898322180
2017-05-11,10888459970
2017-05-12,10710360060
2017-05-15,10522397940
2017-05-16,10390128300
2017-05-17,10138932010
2017-05-18,10053652900
2017-05-19,10143573050
2017-05-22,10343717900
2017-05-23,10246256060
2017-05-24,10286285030
2017-05-25,10231752810
2017-05-26,10069896540
2017-05-30,9976495610
2017-05-31,9994479640
2017-06-01,10061194590
2017-06-02,10020005360
2017-06-05,10091941480
2017-06-06,9855248440
2017-06-07,9833783630
2017-06-08,9897017800
2017-06-09,10229432290
2017-06-12,10415073890
2017-06-13,10330955040
2017-06-14,10269461260
2017-06-15,10254377880
2017-06-16,10460904160
2017-06-19,10413333500
2017-06-20,10132550580
2017-06-21,10075697840
2017-06-22,10023486140
2017-06-23,10232332940
2017-06-26,10315871660
2017-06-27,10156916040
2017-06-28,10265980480
2017-06-29,10382006480
2017-06-30,10347438010
2017-07-03,10612242550
2017-07-05,10556645060
2017-07-06,10381255040
2017-07-07,10274645420
2017-07-10,10206438190
2017-07-11,10118170010
2017-07-12,9675682770
2017-07-13,9743890000
2017-07-14,9852219130
2017-07-17,9870560570
2017-07-18,10000670160
2017-07-19,9296244230
2017-07-20,9512329320
2017-07-21,9453865980
2017-07-24,9565060960
2017-07-25,9690012020
2017-07-26,9524939060
2017-07-27,9598877990
2017-07-28,9470487910
2017-07-31,9557036580
2017-08-01,9727841240
2017-08-02,9745036340
2017-08-03,9713511990
2017-08-04,9763950950
2017-08-07,9594292630
2017-08-08,9433805030
2017-08-09,9520353700
2017-08-10,9372475840
2017-08-11,9389670940
2017-08-14,9571365830
2017-08-15,9461890360
2017-08-16,9461890360
2017-08-17,9434378200
2017-08-18,9250390630
2017-08-21,9079585970
2017-08-22,9424061140
2017-08-23,9258988180
2017-08-24,9075000610
2017-08-25,9158683430
2017-08-28,8955781250
2017-08-29,9007939720
2017-08-30,9150085880
2017-08-31,9318024690
2017-09-01,9387951430
2017-09-05,9248671120
2017-09-06,9396548980
2017-09-07,9318597860
2017-09-08,9455585490
2017-09-11,9433805030
2017-09-12,9531243930
2017-09-13,9658487670
2017-09-14,9703194930
2017-09-15,9683707150
2017-09-18,9802353340
2017-09-19,9779999710
2017-09-20,10040792060
2017-09-21,10064292030
2017-09-22,10122755370
2017-09-25,10247706430
2017-09-26,10373803830
2017-09-27,10366352620
2017-09-28,10321645360
2017-09-29,10302730750
2017-10-02,10328411820
2017-10-03,10336347160
2017-10-04,10253592900
2017-10-05,10330112250
2017-10-06,10206547670
2017-10-09,10066545600
2017-10-10,9857392710
2017-10-11,9777472500
2017-10-12,10063711550
2017-10-13,10262095050
2017-10-16,10336347160
2017-10-17,11643411020
2017-10-18,11835559610
2017-10-19,11599766650
2017-10-20,11778878610
2017-10-23,11874669500
2017-10-24,11242676350
2017-10-25,11173525530
2017-10-26,11403083580
2017-10-27,11322596560
2017-10-30,11301624590
2017-10-31,11205833700
2017-11-01,11085669980
2017-11-02,11281219430
2017-11-03,11336766810
2017-11-06,11539117980
2017-11-07,11629807580
2017-11-08,11797016530
2017-11-09,11680253670
2017-11-10,11533449880
2017-11-13,11097572990
2017-11-14,11085669980
2017-11-15,11094172130
2017-11-16,11251178500
2017-11-17,11212635420
2017-11-20,11314661220
2017-11-21,11315228030
2017-11-22,11358872400
2017-11-24,11344702150
2017-11-27,11511911100
2017-11-28,11991999170
2017-11-29,12286740370
2017-11-30,12544072110
2017-12-01,12369494630
2017-12-04,12894927500
2017-12-05,12850149510
2017-12-06,12550873830
2017-12-07,12598485870
2017-12-08,12691442710
2017-12-11,12670470740
2017-12-12,12605287590
2017-12-13,12713548300
2017-12-14,12621158270
2017-12-15,13034929570
2017-12-18,13032095520
2017-12-19,12956709790
2017-12-20,13089910140
2017-12-21,13321168620
2017-12-22,13310966040
2017-12-26,13377282810
2017-12-27,13433397000
2017-12-28,13487810760
2017-12-29,13390886250
2018-01-02,13214609730
2018-01-03,13131636490
2018-01-04,13234231780
2018-01-05,13357009750
2018-01-08,13357009750
2018-01-09,13303189270
2018-01-10,12992600250
2018-01-11,13327296360
2018-01-12,13212367210
2018-01-16,12995964030
2018-01-17,12627069490
2018-01-18,12756014390
2018-01-19,12897293150
2018-01-22,12886641180
2018-01-23,12863655350
2018-01-24,15247454110
2018-01-25,16058685720
2018-01-26,15992531380
2018-01-29,15388172240
2018-01-30,15442553350
2018-01-31,15117948580
2018-02-01,14920046190
2018-02-02,14559000470
2018-02-05,14246168930
2018-02-06,14520877630
2018-02-07,14570213070
2018-02-08,14497891800
2018-02-09,14987882419
2018-02-12,15105054090
2018-02-13,15213816310
2018-02-14,14842118620
2018-02-15,15112342280
2018-02-16,14950880840
2018-02-20,14778767430
2018-02-21,14676732770
2018-02-22,14778206800
2018-02-23,14923409970
2018-02-26,15182981660
2018-02-27,14844361139
2018-02-28,14663277650
2018-03-01,14335869730
2018-03-02,14312883900
2018-03-05,14566849290
2018-03-06,15011428880
2018-03-07,15207649380
2018-03-08,15400506100
2018-03-09,15721747090
2018-03-12,15683063620
2018-03-13,15509828949
2018-03-14,15709413229
2018-03-15,15769400639
2018-03-16,16188191250
2018-03-19,16055321940
2018-03-20,16017759729
2018-03-21,16004304610
2018-03-22,15707170710
2018-03-23,15139813150
2018-03-26,15508707690
2018-03-27,15306880889
2018-03-28,15556361240
2018-03-29,15824903009
2018-04-02,15522270400
2018-04-03,15927945700
2018-04-04,16184929500
2018-04-05,16483434699
2018-04-06,16085053700
2018-04-09,16082809300
2018-04-10,16384120000
2018-04-11,15664228700
2018-04-12,15929628999
2018-04-13,15632807100
2018-04-16,15941973200
2018-04-17,15909990500
2018-04-18,15973955900
2018-04-19,16826266800
2018-04-20,16182123999
2018-04-23,16051948800
2018-04-24,15686111600
2018-04-25,15557058600
2018-04-26,15536297900
2018-04-27,15927945700
2018-04-30,15786548500
2018-05-01,15819653400
2018-05-02,15761298999
2018-05-03,15701822399
2018-05-04,16090664699
2018-05-07,16236550700
2018-05-08,16275827700
2018-05-09,16599021300
2018-05-10,16842538700
2018-05-11,16611365500
2018-05-14,16592288099
2018-05-15,16880693500
2018-05-16,17190420700
2018-05-17,17214548000
2018-05-18,17259997100
2018-05-21,17612929000
2018-05-22,17163487900
2018-05-23,17125894200
2018-05-24,17446282300
2018-05-25,17384000200
2018-05-29,16996841200
2018-05-30,17251580600
2018-05-31,17337428900
2018-06-01,17377267000
2018-06-04,17508003300
2018-06-05,17650522700
2018-06-06,17435621400
2018-06-07,17526519600
2018-06-08,17651644900
2018-06-11,17740298700
2018-06-12,17886184700
2018-06-13,17713927000
2018-06-14,17808752900
2018-06-15,17933878200
2018-06-18,17736932100
2018-06-19,17512492100
2018-06-20,17782942300
2018-06-21,17572529800
2018-06-22,17511931000
2018-06-25,17147777100
2018-06-26,17196592800
2018-06-27,17134871800
2018-06-28,17257191600
2018-06-29,17304324000
2018-07-02,17256942000
2018-07-03,16775798400
2018-07-05,16783122600
2018-07-06,16841716200
2018-07-09,17217504000
2018-07-10,17199475200
2018-07-11,17489626200
2018-07-12,17420891400
2018-07-13,17492443200
2018-07-16,17066512800
