,ITT
2014-02-07,3691646000
2014-02-10,3631321999
2014-02-11,3694388000
2014-02-12,3743744000
2014-02-13,3778476000
2014-02-14,3897296000
2014-02-18,3902780000
2014-02-19,3882671999
2014-02-20,3952136000
2014-02-21,3964018000
2014-02-24,3965846000
2014-02-25,3973158000
2014-02-26,3998750000
2014-02-27,4017030000
2014-02-28,4012460000
2014-03-03,3912834000
2014-03-04,3977728000
2014-03-05,3963104000
2014-03-06,3986868000
2014-03-07,4013373999
2014-03-10,3964018000
2014-03-11,3885414000
2014-03-12,3839714000
2014-03-13,3793100000
2014-03-14,3781218000
2014-03-17,3925630000
2014-03-18,3942082000
2014-03-19,3964932000
2014-03-20,3964932000
2014-03-21,3995094000
2014-03-24,3921060000
2014-03-25,3909178000
2014-03-26,3828746000
2014-03-27,3787616000
2014-03-28,3823262000
2014-03-31,3921092000
2014-04-01,3962357000
2014-04-02,4058642000
2014-04-03,4089820000
2014-04-04,4049471999
2014-04-07,3930262000
2014-04-08,3902752000
2014-04-09,3973361000
2014-04-10,3881661000
2014-04-11,3865155000
2014-04-14,3867906000
2014-04-15,3903669000
2014-04-16,3985282000
2014-04-17,4012792000
2014-04-21,4022879000
2014-04-22,4012792000
2014-04-23,4010040999
2014-04-24,3986199000
2014-04-25,3902752000
2014-04-28,3868823000
2014-04-29,3917424000
2014-04-30,3955938000
2014-05-01,4067812000
2014-05-02,4034800000
2014-05-05,4065061000
2014-05-06,4036634000
2014-05-07,4085234999
2014-05-08,4086152000
2014-05-09,4069646000
2014-05-12,4202611000
2014-05-13,4158595000
2014-05-14,4087986000
2014-05-15,4020128000
2014-05-16,4010040999
2014-05-19,4052223000
2014-05-20,3968776000
2014-05-21,3988033000
2014-05-22,3975195000
2014-05-23,4052223000
2014-05-27,4060476000
2014-05-28,4074231000
2014-05-29,4016459999
2014-05-30,4005456000
2014-06-02,4050389000
2014-06-03,4009124000
2014-06-04,4000871000
2014-06-05,4027464000
2014-06-06,4103575000
2014-06-09,4140255000
2014-06-10,4146674000
2014-06-11,4160429000
2014-06-12,4156761000
2014-06-13,4187939000
2014-06-16,4210864000
2014-06-17,4267718000
2014-06-18,4292477000
2014-06-19,4304398000
2014-06-20,4352082000
2014-06-23,4347497000
2014-06-24,4334659000
2014-06-25,4396098000
2014-06-26,4387845000
2014-06-27,4420857000
2014-06-30,4405960000
2014-07-01,4430692000
2014-07-02,4403212000
2014-07-03,4423364000
2014-07-07,4389472000
2014-07-08,4337260000
2014-07-09,4324436000
2014-07-10,4336344000
2014-07-11,4321688000
2014-07-14,4354664000
2014-07-15,4322604000
2014-07-16,4316192000
2014-07-17,4237416000
2014-07-18,4315276000
2014-07-21,4376648000
2014-07-22,4395884000
2014-07-23,4374816000
2014-07-24,4394968000
2014-07-25,4410540000
2014-07-28,4375732000
2014-07-29,4324436000
2014-07-30,4321688000
2014-07-31,4210852000
2014-08-01,4241079999
2014-08-04,4336344000
2014-08-05,4301536000
2014-08-06,4247492000
2014-08-07,4238332000
2014-08-08,4286879999
2014-08-11,4306116000
2014-08-12,4309780000
2014-08-13,4362908000
2014-08-14,4373900000
2014-08-15,4333596000
2014-08-18,4428860000
2014-08-19,4445348000
2014-08-20,4464584000
2014-08-21,4451760000
2014-08-22,4416036000
2014-08-25,4441684000
2014-08-26,4435272000
2014-08-27,4422448000
2014-08-28,4406876000
2014-08-29,4383976000
2014-09-02,4430692000
2014-09-03,4417868000
2014-09-04,4434356000
2014-09-05,4481988000
2014-09-08,4510384000
2014-09-09,4469164000
2014-09-10,4455424000
2014-09-11,4438936000
2014-09-12,4394052000
2014-09-15,4384892000
2014-09-16,4391304000
2014-09-17,4361076000
2014-09-18,4413288000
2014-09-19,4363824000
2014-09-22,4283216000
2014-09-23,4256652000
2014-09-24,4268560000
2014-09-25,4195279999
2014-09-26,4220928000
2014-09-29,4194364000
2014-09-30,4107516000
2014-10-01,4032568000
2014-10-02,4047192000
2014-10-03,4048106000
2014-10-06,4006062000
2014-10-07,3903694000
2014-10-08,3915576000
2014-10-09,3719980000
2014-10-10,3628580000
2014-10-13,3530782000
2014-10-14,3512502000
2014-10-15,3432069999
2014-10-16,3601160000
2014-10-17,3722721999
2014-10-20,3745571999
2014-10-21,3894554000
2014-10-22,3789444000
2014-10-23,3857080000
2014-10-24,3788530000
2014-10-27,3839714000
2014-10-28,3941168000
2014-10-29,3901866000
2014-10-30,3923802000
2014-10-31,4118484000
2014-11-03,4031654000
2014-11-04,3957619999
2014-11-05,4002406000
2014-11-06,4054504000
2014-11-07,4058160000
2014-11-10,4047192000
2014-11-11,3997836000
2014-11-12,3986868000
2014-11-13,3924716000
2014-11-14,3924716000
2014-11-17,3929286000
2014-11-18,3933856000
2014-11-19,3927458000
2014-11-20,3972244000
2014-11-21,4001492000
2014-11-24,4018858000
2014-11-25,4035310000
2014-11-26,4005148000
2014-11-28,3783960000
2014-12-01,3657828000
2014-12-02,3743744000
2014-12-03,3780304000
2014-12-04,3757454000
2014-12-05,3751969999
2014-12-08,3672452000
2014-12-09,3698044000
2014-12-10,3624010000
2014-12-11,3614869999
2014-12-12,3500619999
2014-12-15,3473200000
2014-12-16,3487823999
2014-12-17,3591106000
2014-12-18,3711754000
2014-12-19,3724550000
2014-12-22,3679764000
2014-12-23,3724550000
2014-12-24,3748314000
2014-12-26,3754712000
2014-12-29,3771164000
2014-12-30,3744658000
2014-12-31,3665676000
2015-01-02,3663864000
2015-01-05,3436458000
2015-01-06,3363978000
2015-01-07,3411995999
2015-01-08,3455484000
2015-01-09,3405654000
2015-01-12,3384816000
2015-01-13,3367602000
2015-01-14,3313242000
2015-01-15,3228984000
2015-01-16,3267036000
2015-01-20,3266129999
2015-01-21,3315054000
2015-01-22,3316866000
2015-01-23,3268848000
2015-01-26,3325020000
2015-01-27,3270660000
2015-01-28,3224454000
2015-01-29,3296934000
2015-01-30,3244386000
2015-02-02,3423774000
2015-02-03,3484476000
2015-02-04,3392064000
2015-02-05,3441894000
2015-02-06,3479040000
2015-02-09,3505314000
2015-02-10,3498972000
2015-02-11,3503502000
2015-02-12,3571452000
2015-02-13,3798858000
2015-02-17,3730908000
2015-02-18,3720942000
2015-02-19,3759900000
2015-02-20,3773490000
2015-02-23,3739062000
2015-02-24,3757182000
2015-02-25,3761712000
2015-02-26,3733626000
2015-02-27,3720942000
2015-03-02,3811542000
2015-03-03,3804294000
2015-03-04,3769866000
2015-03-05,3760806000
2015-03-06,3710976000
2015-03-09,3729095999
2015-03-10,3627624000
2015-03-11,3623094000
2015-03-12,3622187999
2015-03-13,3607692000
2015-03-16,3639402000
2015-03-17,3589572000
2015-03-18,3694668000
2015-03-19,3601350000
2015-03-20,3624000000
2015-03-23,3583229999
2015-03-24,3570545999
2015-03-25,3532494000
2015-03-26,3562392000
2015-03-27,3570545999
2015-03-30,3628529999
2015-03-31,3563962999
2015-04-01,3584502000
2015-04-02,3613078000
2015-04-06,3712201000
2015-04-07,3669337000
2015-04-08,3604148000
2015-04-09,3621114999
2015-04-10,3581823000
2015-04-13,3603255000
2015-04-14,3633617000
2015-04-15,3749707000
2015-04-16,3702378000
2015-04-17,3646119000
2015-04-20,3672016000
2015-04-21,3627366000
2015-04-22,3655049000
2015-04-23,3672909000
2015-04-24,3607720000
2015-04-27,3598789999
2015-04-28,3596111000
2015-04-29,3592538999
2015-04-30,3540745000
2015-05-01,3597004000
2015-05-04,3642547000
2015-05-05,3618436000
2015-05-06,3712201000
2015-05-07,3668444000
2015-05-08,3702378000
2015-05-11,3699699000
2015-05-12,3731847000
2015-05-13,3747028000
2015-05-14,3788999000
2015-05-15,3766674000
2015-05-18,3814003000
2015-05-19,3849723000
2015-05-20,3847044000
2015-05-21,3869369000
2015-05-22,3870262000
2015-05-26,3827398000
2015-05-27,3864011000
2015-05-28,3830077000
2015-05-29,3811324000
2015-06-01,3827398000
2015-06-02,3864904000
2015-06-03,3875620000
2015-06-04,3822039999
2015-06-05,3858653000
2015-06-08,3795250000
2015-06-09,3770246000
2015-06-10,3809537999
2015-06-11,3838113999
2015-06-12,3797929000
2015-06-15,3766674000
2015-06-16,3747921000
2015-06-17,3742562999
2015-06-18,3751493000
2015-06-19,3722917000
2015-06-22,3748813999
2015-06-23,3792571000
2015-06-24,3755958000
2015-06-25,3698806000
2015-06-26,3696127000
2015-06-29,3597897000
2015-06-30,3740496000
2015-07-01,3730661999
2015-07-02,3687750000
2015-07-06,3666294000
2015-07-07,3677916000
2015-07-08,3547392000
2015-07-09,3574211999
2015-07-10,3538452000
2015-07-13,3563484000
2015-07-14,3595668000
2015-07-15,3477660000
2015-07-16,3454416000
2015-07-17,3428490000
2015-07-20,3441006000
2015-07-21,3338196000
2015-07-22,3305118000
2015-07-23,3330150000
2015-07-24,3334619999
2015-07-27,3255948000
2015-07-28,3298860000
2015-07-29,3369486000
2015-07-30,3380214000
2015-07-31,3397200000
2015-08-03,3310482000
2015-08-04,3313164000
2015-08-05,3377532000
2015-08-06,3400776000
2015-08-07,3398094000
2015-08-10,3509844000
2015-08-11,3417761999
2015-08-12,3429384000
2015-08-13,3404352000
2015-08-14,3429384000
2015-08-17,3442794000
2015-08-18,3412398000
2015-08-19,3336408000
2015-08-20,3246114000
2015-08-21,3142410000
2015-08-24,3016356000
2015-08-25,2991324000
2015-08-26,3039600000
2015-08-27,3200519999
2015-08-28,3282768000
2015-08-31,3344453999
2015-09-01,3200519999
2015-09-02,3252372000
2015-09-03,3242538000
2015-09-04,3188003999
2015-09-08,3304224000
2015-09-09,3247902000
2015-09-10,3230916000
2015-09-11,3237174000
2015-09-14,3198732000
2015-09-15,3282768000
2015-09-16,3327468000
2015-09-17,3261311999
2015-09-18,3167442000
2015-09-21,3159396000
2015-09-22,3101286000
2015-09-23,3010098000
2015-09-24,3033342000
2015-09-25,3013674000
2015-09-28,2962716000
2015-09-29,2954669999
2015-09-30,2991985000
2015-10-01,2983930000
2015-10-02,3076115000
2015-10-05,3145925000
2015-10-06,3160245000
2015-10-07,3220209999
2015-10-08,3410845000
2015-10-09,3445750000
2015-10-12,3394735000
2015-10-13,3384890000
2015-10-14,3344615000
2015-10-15,3312395000
2015-10-16,3222895000
2015-10-19,3208575000
2015-10-20,3263170000
2015-10-21,3267645000
2015-10-22,3370569999
2015-10-23,3442170000
2015-10-26,3418900000
2015-10-27,3393840000
2015-10-28,3512875000
2015-10-29,3477970000
2015-10-30,3542410000
2015-11-02,3554045000
2015-11-03,3562099999
2015-11-04,3595215000
2015-11-05,3556730000
2015-11-06,3541515000
2015-11-09,3477075000
2015-11-10,3477970000
2015-11-11,3454700000
2015-11-12,3343720000
2015-11-13,3382205000
2015-11-16,3432325000
2015-11-17,3380415000
2015-11-18,3449330000
2015-11-19,3449330000
2015-11-20,3463650000
2015-11-23,3453805000
2015-11-24,3557625000
2015-11-25,3537935000
2015-11-27,3534355000
2015-11-30,3554045000
2015-12-01,3571050000
2015-12-02,3512875000
2015-12-03,3474390000
2015-12-04,3492290000
2015-12-07,3384890000
2015-12-08,3311500000
2015-12-09,3315974999
2015-12-10,3310605000
2015-12-11,3243480000
2015-12-14,3223790000
2015-12-15,3171880000
2015-12-16,3189780000
2015-12-17,3105650000
2015-12-18,3080590000
2015-12-21,3082380000
2015-12-22,3097595000
2015-12-23,3251535000
2015-12-24,3264065000
2015-12-28,3254220000
2015-12-29,3312395000
2015-12-30,3282860000
2015-12-31,3254272000
2016-01-04,3250688000
2016-01-05,3241728000
2016-01-06,3153920000
2016-01-07,3030272000
2016-01-08,2955904000
2016-01-11,2937984000
2016-01-12,2949632000
2016-01-13,2866304000
2016-01-14,2906624000
2016-01-15,2835840000
2016-01-19,2744448000
2016-01-20,2722048000
2016-01-21,2703232000
2016-01-22,2777600000
2016-01-25,2678144000
2016-01-26,2773120000
2016-01-27,2770432000
2016-01-28,2784768000
2016-01-29,2907520000
2016-02-01,2902144000
2016-02-02,2822400000
2016-02-03,2869888000
2016-02-04,2999807999
2016-02-05,2954112000
2016-02-08,2899456000
2016-02-09,2852864000
2016-02-10,2756992000
2016-02-11,2700544000
2016-02-12,2884224000
2016-02-16,2868992000
2016-02-17,3032960000
2016-02-18,2984576000
2016-02-19,2957696000
2016-02-22,3042816000
2016-02-23,2979200000
2016-02-24,3067904000
2016-02-25,3093888000
2016-02-26,3176320000
2016-02-29,3159296000
2016-03-01,3243520000
2016-03-02,3270400000
2016-03-03,3274879999
2016-03-04,3334016000
2016-03-07,3366272000
2016-03-08,3226496000
2016-03-09,3205888000
2016-03-10,3180800000
2016-03-11,3240832000
2016-03-14,3224704000
2016-03-15,3187968000
2016-03-16,3226496000
2016-03-17,3329535999
2016-03-18,3371648000
2016-03-21,3446912000
2016-03-22,3400320000
2016-03-23,3291904000
2016-03-24,3285632000
2016-03-28,3256064000
2016-03-29,3322368000
2016-03-30,3321472000
2016-03-31,3312722000
2016-04-01,3348642000
2016-04-04,3245372000
2016-04-05,3204962000
2016-04-06,3221126000
2016-04-07,3180716000
2016-04-08,3207656000
2016-04-11,3211248000
2016-04-12,3311824000
2016-04-13,3412400000
2016-04-14,3428564000
2016-04-15,3459096000
2016-04-18,3464484000
2016-04-19,3539916000
2016-04-20,3533630000
2016-04-21,3506689999
2016-04-22,3565060000
2016-04-25,3471667999
2016-04-26,3505792000
2016-04-27,3523752000
2016-04-28,3451014000
2016-04-29,3445626000
2016-05-02,3525548000
2016-05-03,3456402000
2016-05-04,3387256000
2016-05-05,3106182000
2016-05-06,3099896000
2016-05-09,3079242000
2016-05-10,3164552000
2016-05-11,3140306000
2016-05-12,3129530000
2016-05-13,3059486000
2016-05-16,3104386000
2016-05-17,3086426000
2016-05-18,3028056000
2016-05-19,2975074000
2016-05-20,3065772000
2016-05-23,3107080000
2016-05-24,3173532000
2016-05-25,3234596000
2016-05-26,3248066000
2016-05-27,3214839999
2016-05-31,3188798000
2016-06-01,3181614000
2016-06-02,3193288000
2016-06-03,3164552000
2016-06-06,3245372000
2016-06-07,3264230000
2016-06-08,3266026000
2016-06-09,3219330000
2016-06-10,3160062000
2016-06-13,3090916000
2016-06-14,3095406000
2016-06-15,3096303999
2016-06-16,3091814000
2016-06-17,3137612000
2016-06-20,3195982000
2016-06-21,3144796000
2016-06-22,3180716000
2016-06-23,3265128000
2016-06-24,2949930000
2016-06-27,2741594000
2016-06-28,2877192000
2016-06-29,2855640000
2016-06-30,2852616000
2016-07-01,2842804000
2016-07-05,2742008000
2016-07-06,2747360000
2016-07-07,2739332000
2016-07-08,2816936000
2016-07-11,2881159999
2016-07-12,2951628000
2016-07-13,2946276000
2016-07-14,2985524000
2016-07-15,2992659999
2016-07-18,3006040000
2016-07-19,2966792000
2016-07-20,2940032000
2016-07-21,2889188000
2016-07-22,2871348000
2016-07-25,2848156000
2016-07-26,2875808000
2016-07-27,2888296000
2016-07-28,2826748000
2016-07-29,2828532000
2016-08-01,2830316000
2016-08-02,2791068000
2016-08-03,2824072000
2016-08-04,2916840000
2016-08-05,2971252000
2016-08-08,3019420000
2016-08-09,3027448000
2016-08-10,3058668000
2016-08-11,3109512000
2016-08-12,3098808000
2016-08-15,3138056000
2016-08-16,3144300000
2016-08-17,3168384000
2016-08-18,3209415999
2016-08-19,3229932000
2016-08-22,3192468000
2016-08-23,3219228000
2016-08-24,3181764000
2016-08-25,3205848000
2016-08-26,3221904000
2016-08-29,3236176000
2016-08-30,3223688000
2016-08-31,3227256000
2016-09-01,3204956000
2016-09-02,3278100000
2016-09-06,3236176000
2016-09-07,3210308000
2016-09-08,3195144000
2016-09-09,3087212000
2016-09-12,3165708000
2016-09-13,3085428000
2016-09-14,3084536000
2016-09-15,3122000000
2016-09-16,3097024000
2016-09-19,3126459999
2016-09-20,3119324000
2016-09-21,3167492000
2016-09-22,3193359999
2016-09-23,3121108000
2016-09-26,3083644000
2016-09-27,3094348000
2016-09-28,3171059999
2016-09-29,3171952000
2016-09-30,3164672000
2016-10-03,3132001000
2016-10-04,3118756000
2016-10-05,3197343000
2016-10-06,3207939000
2016-10-07,3151427000
2016-10-10,3079904000
2016-10-11,3025158000
2016-10-12,3028689999
2016-10-13,3012796000
2016-10-14,3008381000
2016-10-17,3013679000
2016-10-18,3003966000
2016-10-19,3078138000
2016-10-20,3016327999
2016-10-21,2975710000
2016-10-24,3038402999
2016-10-25,3003083000
2016-10-26,3035754000
2016-10-27,3041935000
2016-10-28,3056063000
2016-10-31,3109926000
2016-11-01,3094032000
2016-11-02,3033988000
2016-11-03,3017211000
2016-11-04,2936858000
2016-11-07,3002200000
2016-11-08,3009264000
2016-11-09,3149661000
2016-11-10,3381007000
2016-11-11,3411912000
2016-11-14,3437519000
2016-11-15,3402199000
2016-11-16,3371294000
2016-11-17,3380124000
2016-11-18,3421625000
2016-11-21,3490499000
2016-11-22,3503744000
2016-11-23,3596458999
2016-11-25,3554075000
2016-11-28,3531117000
2016-11-29,3423391000
2016-11-30,3564671000
2016-12-01,3705068000
2016-12-02,3642375000
2016-12-05,3620300000
2016-12-06,3635311000
2016-12-07,3690939999
2016-12-08,3720962000
2016-12-09,3773058999
2016-12-12,3741271000
2016-12-13,3719196000
2016-12-14,3650322000
2016-12-15,3647673000
2016-12-16,3617651000
2016-12-19,3597342000
2016-12-20,3620300000
2016-12-21,3523170000
2016-12-22,3478137000
2016-12-23,3473722000
2016-12-27,3492264999
2016-12-28,3390720000
2016-12-29,3392486000
2016-12-30,3405731000
2017-01-03,3465659999
2017-01-04,3573630000
2017-01-05,3541770000
2017-01-06,3590445000
2017-01-09,3615225000
2017-01-10,3628500000
2017-01-11,3733815000
2017-01-12,3721424999
2017-01-13,3738240000
2017-01-17,3646200000
2017-01-18,3676290000
2017-01-19,3646200000
2017-01-20,3663900000
2017-01-23,3640890000
2017-01-24,3756825000
2017-01-25,3796650000
2017-01-26,3754170000
2017-01-27,3707265000
2017-01-30,3646200000
2017-01-31,3616995000
2017-02-01,3629385000
2017-02-02,3616995000
2017-02-03,3628500000
2017-02-06,3606375000
2017-02-07,3606375000
2017-02-08,3597525000
2017-02-09,3608145000
2017-02-10,3633810000
2017-02-13,3740895000
2017-02-14,3708150000
2017-02-15,3837360000
2017-02-16,3818775000
2017-02-17,3717885000
2017-02-21,3760365000
2017-02-22,3761250000
2017-02-23,3688680000
2017-02-24,3711690000
2017-02-27,3752400000
2017-02-28,3625845000
2017-03-01,3746205000
2017-03-02,3671865000
2017-03-03,3669210000
2017-03-06,3648854999
2017-03-07,3604604999
2017-03-08,3595755000
2017-03-09,3499290000
2017-03-10,3551505000
2017-03-13,3632040000
2017-03-14,3586905000
2017-03-15,3672750000
2017-03-16,3655049999
2017-03-17,3624960000
2017-03-20,3592215000
2017-03-21,3483360000
2017-03-22,3485130000
2017-03-23,3496635000
2017-03-24,3474510000
2017-03-27,3461235000
2017-03-28,3492210000
2017-03-29,3559470000
2017-03-30,3603720000
2017-03-31,3630270000
2017-04-03,3564780000
2017-04-04,3553275000
2017-04-05,3462120000
2017-04-06,3520530000
2017-04-07,3503715000
2017-04-10,3540000000
2017-04-11,3564780000
2017-04-12,3458580000
2017-04-13,3388665000
2017-04-17,3473625000
2017-04-18,3476280000
2017-04-19,3451500000
2017-04-20,3536460000
2017-04-21,3524070000
2017-04-24,3601950000
2017-04-25,3717885000
2017-04-26,3731159999
2017-04-27,3732045000
2017-04-28,3728505000
2017-05-01,3710805000
2017-05-02,3717000000
2017-05-03,3709034999
2017-05-04,3687795000
2017-05-05,3726735000
2017-05-08,3711690000
2017-05-09,3678945000
2017-05-10,3690450000
2017-05-11,3622305000
2017-05-12,3557700000
2017-05-15,3624075000
2017-05-16,3573630000
2017-05-17,3475395000
2017-05-18,3420525000
2017-05-19,3451500000
2017-05-22,3448845000
2017-05-23,3448845000
2017-05-24,3451500000
2017-05-25,3363885000
2017-05-26,3392205000
2017-05-30,3385125000
2017-05-31,3363885000
2017-06-01,3483360000
2017-06-02,3547965000
2017-06-05,3525840000
2017-06-06,3405479999
2017-06-07,3384240000
2017-06-08,3431145000
2017-06-09,3502830000
2017-06-12,3539115000
2017-06-13,3541770000
2017-06-14,3440880000
2017-06-15,3509909999
2017-06-16,3547080000
2017-06-19,3583365000
2017-06-20,3520530000
2017-06-21,3394860000
2017-06-22,3430260000
2017-06-23,3442650000
2017-06-26,3430260000
2017-06-27,3428490000
2017-06-28,3503715000
2017-06-29,3516104999
2017-06-30,3535840000
2017-07-03,3615040000
2017-07-05,3591280000
2017-07-06,3547280000
2017-07-07,3571920000
2017-07-10,3609760000
2017-07-11,3590399999
2017-07-12,3646720000
2017-07-13,3640560000
2017-07-14,3637040000
2017-07-17,3646720000
2017-07-18,3680160000
2017-07-19,3669600000
2017-07-20,3652880000
2017-07-21,3663440000
2017-07-24,3669600000
2017-07-25,3710079999
2017-07-26,3654640000
2017-07-27,3650239999
2017-07-28,3604480000
2017-07-31,3608000000
2017-08-01,3565760000
2017-08-02,3536720000
2017-08-03,3564880000
2017-08-04,3694239999
2017-08-07,3644079999
2017-08-08,3643200000
2017-08-09,3604480000
2017-08-10,3530560000
2017-08-11,3536720000
2017-08-14,3570160000
2017-08-15,3549920000
2017-08-16,3552560000
2017-08-17,3467200000
2017-08-18,3440800000
2017-08-21,3436399999
2017-08-22,3494480000
2017-08-23,3461040000
2017-08-24,3456640000
2017-08-25,3471600000
2017-08-28,3466320000
2017-08-29,3493600000
2017-08-30,3529680000
2017-08-31,3551680000
2017-09-01,3567520000
2017-09-05,3499760000
2017-09-06,3504160000
2017-09-07,3493600000
2017-09-08,3527040000
2017-09-11,3601840000
2017-09-12,3641440000
2017-09-13,3643200000
2017-09-14,3687200000
2017-09-15,3712720000
2017-09-18,3752320000
2017-09-19,3801600000
2017-09-20,3818320000
2017-09-21,3809520000
2017-09-22,3909840000
2017-09-25,3916880000
2017-09-26,3906320000
2017-09-27,3894000000
2017-09-28,3879920000
2017-09-29,3895760000
2017-10-02,3927498000
2017-10-03,3949523000
2017-10-04,3940712999
2017-10-05,3960095000
2017-10-06,3969786000
2017-10-09,4030575000
2017-10-10,4008550000
2017-10-11,4025289000
2017-10-12,4043790000
2017-10-13,4074625000
2017-10-16,4120437000
2017-10-17,4094887999
2017-10-18,4124842000
2017-10-19,4105460000
2017-10-20,4133652000
2017-10-23,4131009000
2017-10-24,4184750000
2017-10-25,4130128000
2017-10-26,4169773000
2017-10-27,4140700000
2017-10-30,4059648000
2017-10-31,4108984000
2017-11-01,4123079999
2017-11-02,4537150000
2017-11-03,4521292000
2017-11-06,4571509000
2017-11-07,4544198000
2017-11-08,4487814000
2017-11-09,4486052000
2017-11-10,4494862000
2017-11-13,4498386000
2017-11-14,4442002000
2017-11-15,4382094000
2017-11-16,4503672000
2017-11-17,4524816000
2017-11-20,4541555000
2017-11-21,4584724000
2017-11-22,4589129000
2017-11-24,4575914000
2017-11-27,4615559000
2017-11-28,4715112000
2017-11-29,4747709000
2017-11-30,4775020000
2017-12-01,4717755000
2017-12-04,4740661000
2017-12-05,4678991000
2017-12-06,4674586000
2017-12-07,4692206000
2017-12-08,4677229000
2017-12-11,4625250000
2017-12-12,4629655000
2017-12-13,4656966000
2017-12-14,4575033000
2017-12-15,4628774000
2017-12-18,4700135000
2017-12-19,4719517000
2017-12-20,4739780000
2017-12-21,4784711000
2017-12-22,4748590000
2017-12-26,4736256000
2017-12-27,4746828000
2017-12-28,4725684000
2017-12-29,4701897000
2018-01-02,4671040000
2018-01-03,4676320000
2018-01-04,4689520000
2018-01-05,4759920000
2018-01-08,4820640000
2018-01-09,4816240000
2018-01-10,4766960000
2018-01-11,4831200000
2018-01-12,4832080000
2018-01-16,4783680000
2018-01-17,4847040000
2018-01-18,4867280000
2018-01-19,4952640000
2018-01-22,4964960000
2018-01-23,4964080000
2018-01-24,4989600000
2018-01-25,5003680000
2018-01-26,5053840000
2018-01-29,5010720000
2018-01-30,4968480000
2018-01-31,4928000000
2018-02-01,4939440000
2018-02-02,4855840000
2018-02-05,4619120000
2018-02-06,4622640000
2018-02-07,4586560000
2018-02-08,4433440000
2018-02-09,4443120000
2018-02-12,4502960000
2018-02-13,4477440000
2018-02-14,4550480000
2018-02-15,4582160000
2018-02-16,4709760000
2018-02-20,4568960000
2018-02-21,4622640000
2018-02-22,4620000000
2018-02-23,4634960000
2018-02-26,4687760000
2018-02-27,4595360000
2018-02-28,4415840000
2018-03-01,4342800000
2018-03-02,4351600000
2018-03-05,4448400000
2018-03-06,4555760000
2018-03-07,4567200000
2018-03-08,4575120000
2018-03-09,4687760000
2018-03-12,4617360000
2018-03-13,4532000000
2018-03-14,4489760000
2018-03-15,4497680000
2018-03-16,4543440000
2018-03-19,4520560000
2018-03-20,4556640000
2018-03-21,4613840000
2018-03-22,4416720000
2018-03-23,4301440000
2018-03-26,4370080000
2018-03-27,4245120000
2018-03-28,4220480000
2018-03-29,4310240000
2018-04-02,4152750000
2018-04-03,4266500000
2018-04-04,4315500000
2018-04-05,4425750000
2018-04-06,4291000000
2018-04-09,4280500000
2018-04-10,4444125000
2018-04-11,4425750000
2018-04-12,4505375000
2018-04-13,4485250000
2018-04-16,4489625000
2018-04-17,4519375000
2018-04-18,4558750000
2018-04-19,4515875000
2018-04-20,4468625000
2018-04-23,4464250000
2018-04-24,4364500000
2018-04-25,4352250000
2018-04-26,4359250000
2018-04-27,4369750000
2018-04-30,4277875000
2018-05-01,4286625000
2018-05-02,4292750000
2018-05-03,4317250000
2018-05-04,4539500000
2018-05-07,4573625000
2018-05-08,4515000000
2018-05-09,4608625000
2018-05-10,4583250000
2018-05-11,4663750000
2018-05-14,4637500000
2018-05-15,4630500000
2018-05-16,4662000000
2018-05-17,4730250000
2018-05-18,4746875000
2018-05-21,4830000000
2018-05-22,4745125000
2018-05-23,4705750000
2018-05-24,4703125000
2018-05-25,4620000000
2018-05-29,4515000000
2018-05-30,4593750000
2018-05-31,4516750000
2018-06-01,4643625000
2018-06-04,4669000000
2018-06-05,4734625000
2018-06-06,4753875000
2018-06-07,4779250000
2018-06-08,4772250000
2018-06-11,4770500000
2018-06-12,4733750000
2018-06-13,4825625000
2018-06-14,4804625000
2018-06-15,4761750000
2018-06-18,4798500000
2018-06-19,4698750000
2018-06-20,4725000000
2018-06-21,4628750000
2018-06-22,4660250000
2018-06-25,4604250000
2018-06-26,4670750000
2018-06-27,4669000000
2018-06-28,4526375000
2018-06-29,4573625000
2018-07-02,4528920000
2018-07-03,4546440000
2018-07-05,4566588000
2018-07-06,4542936000
2018-07-09,4652436000
2018-07-10,4662072000
2018-07-11,4582356000
2018-07-12,4583232000
2018-07-13,4633164000
2018-07-16,4563084000
2018-07-17,4613016000
2018-07-18,4690980000
2018-07-19,4726020000
2018-07-20,4725144000
2018-07-23,4633164000
2018-07-24,4731276000
2018-07-25,4741788000
2018-07-26,4907352000
2018-07-27,4872312000
2018-07-30,4819752000
2018-07-31,4964292000
2018-08-01,4889832000
2018-08-02,4939764000
2018-08-03,5390904000
2018-08-06,5440836000
2018-08-07,5443464000
2018-08-08,5376888000
2018-08-09,5307684000
2018-08-10,5283156000
2018-08-13,5237604000
2018-08-14,5251620000
2018-08-15,5189424000
2018-08-16,5245488000
2018-08-17,5354112000
2018-08-20,5392656000
2018-08-21,5442588000
2018-08-22,5347980000
2018-08-23,5287536000
2018-08-24,5273520000
2018-08-27,5328708000
2018-08-28,5263008000
2018-08-29,5251620000
2018-08-30,5184168000
2018-08-31,5178036000
2018-09-04,5145624000
2018-09-05,5171028000
2018-09-06,5107080000
2018-09-07,5089560000
2018-09-10,5096568000
2018-09-11,5086056000
2018-09-12,5076420000
2018-09-13,5121096000
2018-09-14,5162268000
2018-09-17,5101824000
2018-09-18,5172780000
2018-09-19,5212200000
2018-09-20,5333964000
2018-09-21,5359368000
2018-09-24,5357616000
