,CB
2013-11-25,34720575322
2013-11-26,34774794452
2013-11-27,34954395320
2013-11-29,34829013582
2013-12-02,34493532715
2013-12-03,34361373586
2013-12-04,34242769240
2013-12-05,33917454460
2013-12-06,34547751845
2013-12-09,34429147499
2013-12-10,34310543152
2013-12-11,33853069243
2013-12-12,33741242288
2013-12-13,33636192724
2013-12-16,33615860550
2013-12-17,33480312725
2013-12-18,33900510982
2013-12-19,34008949242
2013-12-20,34290210978
2013-12-23,34479977933
2013-12-24,34588416193
2013-12-26,34798515321
2013-12-27,34774794452
2013-12-30,34876455321
2013-12-31,35083165753
2014-01-02,34463034455
2014-01-03,34374928369
2014-01-06,34256324022
2014-01-07,33978450981
2014-01-08,33558252724
2014-01-09,33514199681
2014-01-10,33436259682
2014-01-13,32843237949
2014-01-14,33107556207
2014-01-15,33205828380
2014-01-16,32972008382
2014-01-17,32904234470
2014-01-21,32656859689
2014-01-22,32534866647
2014-01-23,31914735349
2014-01-24,31240384920
2014-01-27,31531812744
2014-01-28,32046894478
2014-01-29,31863904914
2014-01-30,32240050128
2014-01-31,31789353611
2014-02-03,31379321441
2014-02-04,31460650136
2014-02-05,31599586656
2014-02-06,31680915351
2014-02-07,32057060565
2014-02-10,32202774476
2014-02-11,32805962297
2014-02-12,32433205779
2014-02-13,32578919690
2014-02-14,32860181427
2014-02-18,33026227512
2014-02-19,32758520558
2014-02-20,32795796210
2014-02-21,32934732730
2014-02-24,32799184905
2014-02-25,32711078819
2014-02-26,32565364908
2014-02-27,32789018819
2014-02-28,33165164032
2014-03-03,32673803168
2014-03-04,33029616208
2014-03-05,33094001424
2014-03-06,33260047510
2014-03-07,33131277076
2014-03-10,33141443163
2014-03-11,32985563165
2014-03-12,33043170990
2014-03-13,33056725773
2014-03-14,33134665772
2014-03-17,33473535334
2014-03-18,33615860550
2014-03-19,33266824901
2014-03-20,33348153596
2014-03-21,33636192724
2014-03-24,33571807507
2014-03-25,33592139681
2014-03-26,33104167511
2014-03-27,33070280555
2014-03-28,33171941424
2014-03-31,33467047345
2014-04-01,33473804270
2014-04-02,33385964250
2014-04-03,33440019647
2014-04-04,33240690372
2014-04-07,32977170315
2014-04-08,33037982636
2014-04-09,33487318119
2014-04-10,33308259618
2014-04-11,33551508902
2014-04-14,33619078148
2014-04-15,33821785885
2014-04-16,34247472132
2014-04-17,34102198254
2014-04-21,34058278244
2014-04-22,34135982877
2014-04-23,34284635217
2014-04-24,34500856803
2014-04-25,34321798302
2014-04-28,34271121368
2014-04-29,34659644530
2014-04-30,34568426048
2014-05-01,34463693718
2014-05-02,34480586029
2014-05-05,34527884501
2014-05-06,34419773708
2014-05-07,34855595342
2014-05-08,34500856803
2014-05-09,34683293766
2014-05-12,34788026097
2014-05-13,34950192286
2014-05-14,34696807615
2014-05-15,34558290662
2014-05-16,34615724520
2014-05-19,34754241474
2014-05-20,34686672228
2014-05-21,34828567644
2014-05-22,34777890710
2014-05-23,34767755323
2014-05-27,34916407663
2014-05-28,34821810719
2014-05-29,34983976909
2014-05-30,35038032305
2014-06-02,34980598447
2014-06-03,34747484549
2014-06-04,35190063108
2014-06-05,35308309288
2014-06-06,35446826241
2014-06-09,35470475477
2014-06-10,35467097015
2014-06-11,35203576957
2014-06-12,35051546155
2014-06-13,35102223089
2014-06-16,35011004607
2014-06-17,35288038514
2014-06-18,35409663156
2014-06-19,35581964732
2014-06-20,35483989326
2014-06-23,35483989326
2014-06-24,35291416976
2014-06-25,35206955419
2014-06-26,34933299975
2014-06-27,34929921512
2014-06-30,34684779998
2014-07-01,35052699555
2014-07-02,34918910625
2014-07-03,35169764868
2014-07-07,35186488484
2014-07-08,34935634241
2014-07-09,35009218153
2014-07-10,34872084500
2014-07-11,34985805090
2014-07-14,35049354831
2014-07-15,35156385975
2014-07-16,35005873429
2014-07-17,34550991069
2014-07-18,34811879481
2014-07-21,34654677489
2014-07-22,34554335792
2014-07-23,34932289518
2014-07-24,35049354831
2014-07-25,34614540810
2014-07-28,34554335792
2014-07-29,34343618228
2014-07-30,34062661476
2014-07-31,33480679632
2014-08-01,33517471588
2014-08-04,33480679632
2014-08-05,33430508783
2014-08-06,33494058525
2014-08-07,33440542953
2014-08-08,33554263543
2014-08-11,33591055499
2014-08-12,33895425314
2014-08-13,34186416236
2014-08-14,34544301622
2014-08-15,34617885534
2014-08-18,34855360884
2014-08-19,34862050330
2014-08-20,34912221179
2014-08-21,35219935717
2014-08-22,35039320662
2014-08-25,35213246270
2014-08-26,35326966860
2014-08-27,35420619111
2014-08-28,35494203022
2014-08-29,35564442210
2014-09-02,35664783908
2014-09-03,35597889443
2014-09-04,35403895495
2014-09-05,35497547746
2014-09-08,35500892469
2014-09-09,35290174905
2014-09-10,35360414093
2014-09-11,35266761842
2014-09-12,35082802064
2014-09-15,35340345753
2014-09-16,35420619111
2014-09-17,35460755790
2014-09-18,35918982874
2014-09-19,35788538668
2014-09-22,35661439184
2014-09-23,35260072396
2014-09-24,35651405015
2014-09-25,35286830182
2014-09-26,35393861325
2014-09-29,35066078448
2014-09-30,34419631871
2014-10-01,34075008876
2014-10-02,34340860900
2014-10-03,34934925301
2014-10-06,34856154331
2014-10-07,34504967088
2014-10-08,35036671138
2014-10-09,34436042489
2014-10-10,34429478242
2014-10-13,33874799326
2014-10-14,34212858074
2014-10-15,33841978089
2014-10-16,33779617737
2014-10-17,34334296653
2014-10-20,34491838593
2014-10-21,35020260519
2014-10-22,34737997875
2014-10-23,34593584430
2014-10-24,35085902994
2014-10-27,35502732711
2014-10-28,35788277479
2014-10-29,35568375187
2014-10-30,35762020488
2014-10-31,35873612696
2014-11-03,35709506508
2014-11-04,36014744018
2014-11-05,36267467548
2014-11-06,36342956394
2014-11-07,36369213384
2014-11-10,36598962047
2014-11-11,36438137983
2014-11-12,36356084889
2014-11-13,36316699404
2014-11-14,36306853033
2014-11-17,36477523468
2014-11-18,36507062582
2014-11-19,36864814072
2014-11-20,36982970527
2014-11-21,36943585042
2014-11-24,37216001314
2014-11-25,37268515294
2014-11-26,37426057235
2014-11-28,37527803071
2014-12-01,37701755631
2014-12-02,37737858992
2014-12-03,37967607655
2014-12-04,38115303224
2014-12-05,38095610482
2014-12-08,38591211170
2014-12-09,38092328358
2014-12-10,37701755631
2014-12-11,37773962353
2014-12-12,37193026448
2014-12-15,36628501161
2014-12-16,36346238518
2014-12-17,36986252651
2014-12-18,37593445547
2014-12-19,37645959527
2014-12-22,37856015447
2014-12-23,38141560214
2014-12-24,38082481987
2014-12-26,38141560214
2014-12-29,38226895432
2014-12-30,38161252957
2014-12-31,37705037754
2015-01-02,37560624309
2015-01-05,36946867166
2015-01-06,36621936914
2015-01-07,37143794591
2015-01-08,37744423240
2015-01-09,37209437067
2015-01-12,36759786112
2015-01-13,36815582215
2015-01-14,36054129503
2015-01-15,36044283132
2015-01-16,36677733018
2015-01-20,36257621176
2015-01-21,36280596043
2015-01-22,37229129809
2015-01-23,37048613002
2015-01-26,37055177250
2015-01-27,36530037448
2015-01-28,35873612696
2015-01-29,36146028968
2015-01-30,35433808112
2015-02-02,35876894820
2015-02-03,36434855859
2015-02-04,36635065409
2015-02-05,37120819725
2015-02-06,37048613002
2015-02-09,36749939740
2015-02-10,36677733018
2015-02-11,36910763804
2015-02-12,37074869992
2015-02-13,37104409106
2015-02-17,37386671750
2015-02-18,37321029274
2015-02-19,37389953873
2015-02-20,37580317052
2015-02-23,37271797418
2015-02-24,37583599175
2015-02-25,37491699710
2015-02-26,37672216517
2015-02-27,37419492987
2015-03-02,37537649443
2015-03-03,37360414760
2015-03-04,36956713537
2015-03-05,37150358839
2015-03-06,36753221864
2015-03-09,37032202384
2015-03-10,36139464721
2015-03-11,36372495508
2015-03-12,36986252651
2015-03-13,36674450894
2015-03-16,37416210864
2015-03-17,37206154943
2015-03-18,37662370146
2015-03-19,37311182903
2015-03-20,37265233171
2015-03-23,37265233171
2015-03-24,36874660443
2015-03-25,36625219037
2015-03-26,36516908953
2015-03-27,36398752498
2015-03-30,36828710710
2015-03-31,36285891722
2015-04-01,36123160124
2015-04-02,36191507395
2015-04-06,36211035186
2015-04-07,36240326874
2015-04-08,36204525923
2015-04-09,36373766784
2015-04-10,36419331632
2015-04-13,36432350160
2015-04-14,36422586264
2015-04-15,36409567736
2015-04-16,36572299334
2015-04-17,35846516407
2015-04-20,36178488867
2015-04-21,35478742995
2015-04-22,35104460320
2015-04-23,35250918758
2015-04-24,35316011397
2015-04-27,35110969584
2015-04-28,35397377196
2015-04-29,35163043695
2015-04-30,34821307340
2015-05-01,35029603785
2015-05-04,34967765778
2015-05-05,34850599027
2015-05-06,34798524916
2015-05-07,35036113049
2015-05-08,35403886460
2015-05-11,35241154862
2015-05-12,34840835131
2015-05-13,34889654611
2015-05-14,35342048453
2015-05-15,35198844647
2015-05-18,35390867933
2015-05-19,35455960572
2015-05-20,35511289315
2015-05-21,35442942044
2015-05-22,35364830877
2015-05-26,34752960068
2015-05-27,34938474090
2015-05-28,35013330625
2015-05-29,34655321110
2015-06-01,34619520158
2015-06-02,34619520158
2015-06-03,34785506388
2015-06-04,34437260768
2015-06-05,34069487357
2015-06-08,33620348146
2015-06-09,33691950049
2015-06-10,34193163371
2015-06-11,34495844144
2015-06-12,34329857914
2015-06-15,34313584754
2015-06-16,34590228470
2015-06-17,34606501630
2015-06-18,35039367681
2015-06-19,34502353407
2015-06-22,34541408991
2015-06-23,34632538686
2015-06-24,34248492115
2015-06-25,33441343389
2015-06-26,33675676890
2015-06-29,33067060713
2015-06-30,32965767972
2015-07-01,33228378830
2015-07-02,33633642500
2015-07-06,33500716016
2015-07-07,33867074374
2015-07-08,33277010471
2015-07-09,33552589766
2015-07-10,33666063594
2015-07-13,33792505859
2015-07-14,33597979297
2015-07-15,33646610938
2015-07-16,33834653280
2015-07-17,33763326875
2015-07-20,33789263749
2015-07-21,33679032031
2015-07-22,34557643668
2015-07-23,34512254137
2015-07-24,34509012027
2015-07-27,34690570152
2015-07-28,34891580932
2015-07-29,35011538978
2015-07-30,35206065540
2015-07-31,35264423508
2015-08-03,35903119052
2015-08-04,35783161006
2015-08-05,36029561317
2015-08-06,35708592491
2015-08-07,35617813428
2015-08-10,35698866162
2015-08-11,35656718741
2015-08-12,35381139445
2015-08-13,35332507805
2015-08-14,35556213351
2015-08-17,35659960850
2015-08-18,35818824209
2015-08-19,35575666007
2015-08-20,34852675620
2015-08-21,34064843045
2015-08-24,32849052035
2015-08-25,32330314537
2015-08-26,33020883831
2015-08-27,33601221407
2015-08-28,33299705236
2015-08-31,33121389221
2015-09-01,32330314537
2015-09-02,32625346489
2015-09-03,32962525863
2015-09-04,32472967349
2015-09-08,33059789143
2015-09-09,32657767583
2015-09-10,32661009692
2015-09-11,32699915004
2015-09-14,32489177896
2015-09-15,32842567816
2015-09-16,33007915394
2015-09-17,32923620550
2015-09-18,32395156725
2015-09-21,32965767972
2015-09-22,32738820317
2015-09-23,32855536254
2015-09-24,32923620550
2015-09-25,33529895001
2015-09-28,32712883442
2015-09-29,32936588988
2015-09-30,46192873192
2015-10-01,45696992251
2015-10-02,45889090273
2015-10-05,46608341007
2015-10-06,46143731837
2015-10-07,46898721738
2015-10-08,47613505075
2015-10-09,47564363721
2015-10-12,47810070493
2015-10-13,47555428929
2015-10-14,47153363302
2015-10-15,48046842474
2015-10-16,48672277894
2015-10-19,48922452062
2015-10-20,49610431025
2015-10-21,50740682177
2015-10-22,51424193744
2015-10-23,51299106660
2015-10-26,51495672078
2015-10-27,51187421763
2015-10-28,51504606869
2015-10-29,51500139474
2015-10-30,50722812594
2015-11-02,50959584575
2015-11-03,50767486553
2015-11-04,50463703634
2015-11-05,50718345198
2015-11-06,50494975405
2015-11-09,50267138216
2015-11-10,50727279990
2015-11-11,50646866864
2015-11-12,49780192067
2015-11-13,49967822694
2015-11-16,50821095303
2015-11-17,50696008219
2015-11-18,51526943849
2015-11-19,51629693954
2015-11-20,52036226977
2015-11-23,51839661559
2015-11-24,51625226558
2015-11-25,51397389369
2015-11-27,51401856765
2015-11-30,51308041452
2015-12-01,51879868122
2015-12-02,51544813432
2015-12-03,50825562699
2015-12-04,52563379688
2015-12-07,52326607708
2015-12-08,51799454996
2015-12-09,51325911035
2015-12-10,51254432701
2015-12-11,50517312384
2015-12-14,50972986762
2015-12-15,51732444058
2015-12-16,52223857603
2015-12-17,51643096141
2015-12-18,50789823532
2015-12-21,51482269890
2015-12-22,52371281666
2015-12-23,52706336356
2015-12-24,52800151669
2015-12-28,52831423440
2015-12-29,53371978339
2015-12-30,52804619065
2015-12-31,52201520624
2016-01-04,50807693115
2016-01-05,51321443639
2016-01-06,50365420925
2016-01-07,49847203005
2016-01-08,49123484876
2016-01-11,49270908939
2016-01-12,50079507590
2016-01-13,49168158835
2016-01-14,49597028837
2016-01-15,48864375916
2016-01-19,49530017899
2016-01-20,49449604774
2016-01-21,48886712895
2016-01-22,49159224043
2016-01-25,48247875288
2016-01-26,48506984247
2016-01-27,48292549246
2016-01-28,48926919458
2016-01-29,50512844989
2016-02-01,50606660302
2016-02-02,50244801237
2016-02-03,50405627488
2016-02-04,50579855926
2016-02-05,50146518528
2016-02-08,48645473519
2016-02-09,49400463419
2016-02-10,49896344360
2016-02-11,49516615712
2016-02-12,51066802075
2016-02-16,51674367912
2016-02-17,52228324999
2016-02-18,51982618226
2016-02-19,51674367912
2016-02-22,52308738124
2016-02-23,51687770100
2016-02-24,51902205101
2016-02-25,52889499586
2016-02-26,52496368750
2016-02-29,51611824370
2016-03-01,52585716668
2016-03-02,52876097398
2016-03-03,52643792814
2016-03-04,52348944687
2016-03-07,52424890417
2016-03-08,51946879060
2016-03-09,52616988439
2016-03-10,52536575313
2016-03-11,53586413340
2016-03-14,53492598027
2016-03-15,53385380527
2016-03-16,53363043547
2016-03-17,54051022510
2016-03-18,54712197097
2016-03-21,54229718344
2016-03-22,53662359070
2016-03-23,53421119693
2016-03-24,53434521881
2016-03-28,53260293442
2016-03-29,53349641360
2016-03-30,53492598027
2016-03-31,55726613231
2016-04-01,56521705488
2016-04-04,56400103143
2016-04-05,55165371637
2016-04-06,55745321284
2016-04-07,55015707212
2016-04-08,55567594779
2016-04-11,55455346460
2016-04-12,55857569603
2016-04-13,56362687037
2016-04-14,56283177811
2016-04-15,56386072103
2016-04-18,57068916042
2016-04-19,57068916042
2016-04-20,57335505799
2016-04-21,55221495796
2016-04-22,55796768430
2016-04-25,55679843098
2016-04-26,55544209713
2016-04-27,55375837235
2016-04-28,54809918628
2016-04-29,55123278518
2016-05-02,55633072965
2016-05-03,55310359049
2016-05-04,55104570464
2016-05-05,57274704626
2016-05-06,57223257480
2016-05-09,57480493211
2016-05-10,58565560292
2016-05-11,57882716353
2016-05-12,58640392504
2016-05-13,58518790159
2016-05-16,58598299385
2016-05-17,58023026751
2016-05-18,58752640823
2016-05-19,58392510800
2016-05-20,58813441996
2016-05-23,58874243168
2016-05-24,59426130735
2016-05-25,59477577881
2016-05-26,59103416819
2016-05-27,59500962948
2016-05-31,59215665138
2016-06-01,59552410094
2016-06-02,59776906731
2016-06-03,59659981399
2016-06-06,59304528390
2016-06-07,59117447859
2016-06-08,59360652549
2016-06-09,59164217992
2016-06-10,58836827062
2016-06-13,58224138322
2016-06-14,58172691176
2016-06-15,58111890004
2016-06-16,58602976398
2016-06-17,57962225579
2016-06-20,58322355601
2016-06-21,58687162637
2016-06-22,58715224717
2016-06-23,60165098833
2016-06-24,57966902592
2016-06-27,56980052790
2016-06-28,58565560292
2016-06-29,59753521665
2016-06-30,61175037066
2016-07-01,60992508839
2016-07-05,60365360575
2016-07-06,60533848168
2016-07-07,60201553192
2016-07-08,60955067152
2016-07-11,60819341035
2016-07-12,60674254496
2016-07-13,60608731543
2016-07-14,60795939980
2016-07-15,60641493020
2016-07-18,60510447113
2016-07-19,60295157411
2016-07-20,60042426020
2016-07-21,59719491466
2016-07-22,60136030239
2016-07-25,59878618638
2016-07-26,60009664544
2016-07-27,59522922607
2016-07-28,59190627631
2016-07-29,58624322109
2016-08-01,58629002320
2016-08-02,58516677257
2016-08-03,58722606538
2016-08-04,58713246116
2016-08-05,59438678811
2016-08-08,59480800709
2016-08-09,59354435014
2016-08-10,59073622358
2016-08-11,59246790162
2016-08-12,59125104678
2016-08-15,59134465100
2016-08-16,59003419194
2016-08-17,59012779616
2016-08-18,59560364295
2016-08-19,59195307842
2016-08-22,59120424467
2016-08-23,58680484640
2016-08-24,58624322109
2016-08-25,58998738983
2016-08-26,58928535819
2016-08-29,59476120498
2016-08-30,59551003873
2016-08-31,59405917334
2016-09-01,59485480920
2016-09-02,59817775896
2016-09-06,59925420747
2016-09-07,59686729990
2016-09-08,59209348475
2016-09-09,58165661438
2016-09-12,59115744256
2016-09-13,58900454554
2016-09-14,58338829242
2016-09-15,58699205484
2016-09-16,58366910508
2016-09-19,58638362741
2016-09-20,58577519999
2016-09-21,59199988053
2016-09-22,59649288302
2016-09-23,58727286749
2016-09-26,58212463547
2016-09-27,58633682531
2016-09-28,58820890968
2016-09-29,58217143758
2016-09-30,58836672860
2016-10-03,58162380708
2016-10-04,57577057659
2016-10-05,57675391931
2016-10-06,57071338545
2016-10-07,58265397564
2016-10-10,58476113862
2016-10-11,57942299241
2016-10-12,58499526784
2016-10-13,58635321731
2016-10-14,58930324548
2016-10-17,58850720613
2016-10-18,58691512744
2016-10-19,59014611067
2016-10-20,57609835750
2016-10-21,57080703714
2016-10-24,57258641920
2016-10-25,57338245855
2016-10-26,59468821753
2016-10-27,59473504337
2016-10-28,59707633556
2016-10-31,59468821753
2016-11-01,58761751510
2016-11-02,58401192512
2016-11-03,58274762733
2016-11-04,57647296425
2016-11-07,58298175655
2016-11-08,58710243081
2016-11-09,58930324548
2016-11-10,59215962195
2016-11-11,59398582987
2016-11-14,59421995909
2016-11-15,58588495887
2016-11-16,58728973419
2016-11-17,58691512744
2016-11-18,59141040845
2016-11-21,59492234674
2016-11-22,59192549273
2016-11-23,59323661636
2016-11-25,59304931299
2016-11-28,59356439727
2016-11-29,60049462217
2016-11-30,59937080192
2016-12-01,60419386384
2016-12-02,59852793672
2016-12-05,60274226268
2016-12-06,60915740329
2016-12-07,61847574623
2016-12-08,61903765635
2016-12-09,62034877998
2016-12-12,62212816205
2016-12-13,62400119581
2016-12-14,61753922935
2016-12-15,61974004401
2016-12-16,62142577439
2016-12-19,62390754412
2016-12-20,62273689802
2016-12-21,62428215087
2016-12-22,62423532503
2016-12-23,62329880815
2016-12-27,62128529686
2016-12-28,61885035298
2016-12-29,61922495973
2016-12-30,61866304960
2017-01-03,61759225457
2017-01-04,61670133870
2017-01-05,61252810124
2017-01-06,61581042284
2017-01-09,61196541753
2017-01-10,61173096599
2017-01-11,61126206290
2017-01-12,60858931531
2017-01-13,61074626951
2017-01-17,61421615235
2017-01-18,61881140259
2017-01-19,61552908099
2017-01-20,61618554531
2017-01-23,61627932592
2017-01-24,61881140259
2017-01-25,62396933654
2017-01-26,62392244623
2017-01-27,62504781363
2017-01-30,61759225457
2017-01-31,61656066778
2017-02-01,60244668489
2017-02-02,61318456556
2017-02-03,61557597130
2017-02-06,61627932592
2017-02-07,61309078494
2017-02-08,61346590741
2017-02-09,61838938981
2017-02-10,62251573697
2017-02-13,62743921937
2017-02-14,62828324493
2017-02-15,63048708943
2017-02-16,63644215862
2017-02-17,63859911282
2017-02-21,64113118948
2017-02-22,64596089127
2017-02-23,65182217984
2017-02-24,64900876133
2017-02-27,64525753664
2017-02-28,64788339392
2017-03-01,65824615212
2017-03-02,64896187102
2017-03-03,65013412873
2017-03-06,64563265911
2017-03-07,64431973047
2017-03-08,64220966658
2017-03-09,64431973047
2017-03-10,64619534281
2017-03-13,64492930448
2017-03-14,64394460800
2017-03-15,64830540670
2017-03-16,64582022034
2017-03-17,64755516176
2017-03-20,64305369214
2017-03-21,63808331942
2017-03-22,64075606701
2017-03-23,64080295732
2017-03-24,63798953881
2017-03-27,64080295732
2017-03-28,64708625868
2017-03-29,64005271239
2017-03-30,64263167936
2017-03-31,63762421741
2017-04-03,63771781362
2017-04-04,64272521115
2017-04-05,64010451712
2017-04-06,64389516384
2017-04-07,64333358655
2017-04-10,64572029004
2017-04-11,64487792410
2017-04-12,64122767170
2017-04-13,63982372847
2017-04-17,64670305030
2017-04-18,64347398087
2017-04-19,64099368116
2017-04-20,64010451712
2017-04-21,63402076311
2017-04-24,64010451712
2017-04-25,64169565278
2017-04-26,65016611027
2017-04-27,64777940678
2017-04-28,64230402818
2017-05-01,64061929630
2017-05-02,64127446981
2017-05-03,64375476952
2017-05-04,64721782949
2017-05-05,64464393356
2017-05-08,64221043196
2017-05-09,63795180416
2017-05-10,64581388626
2017-05-11,64211683575
2017-05-12,63991732468
2017-05-15,64286560547
2017-05-16,64122767170
2017-05-17,64483112599
2017-05-18,64843458029
2017-05-19,64806019542
2017-05-22,65405035321
2017-05-23,65802819236
2017-05-24,65924494316
2017-05-25,66808978552
2017-05-26,66565628392
2017-05-30,66401835015
2017-05-31,67010210415
2017-06-01,67787059003
2017-06-02,67922773515
2017-06-05,67880655218
2017-06-06,67473511681
2017-06-07,67524989600
2017-06-08,67838536921
2017-06-09,68587306645
2017-06-12,68175483297
2017-06-13,68198882351
2017-06-14,68648144185
2017-06-15,68980410749
2017-06-16,69064647343
2017-06-19,68844696237
2017-06-20,68760459643
2017-06-21,68615385509
2017-06-22,68114645757
2017-06-23,67787059003
2017-06-26,68044448595
2017-06-27,67754300328
2017-06-28,68152084243
2017-06-29,67843216732
2017-06-30,67800984577
2017-07-03,68253364238
2017-07-05,68076143340
2017-07-06,67828966824
2017-07-07,68332647271
2017-07-10,67754347499
2017-07-11,67367259748
2017-07-12,67362596040
2017-07-13,67553808062
2017-07-14,67707710421
2017-07-17,67875603903
2017-07-18,67950223228
2017-07-19,68346638395
2017-07-20,68379284350
2017-07-21,68556505248
2017-07-24,68505204461
2017-07-25,68724398730
2017-07-26,67110755817
2017-07-27,66681694696
2017-07-28,67786993454
2017-07-31,68304665024
2017-08-01,69055521986
2017-08-02,69451937153
2017-08-03,69894989398
2017-08-04,69862343443
2017-08-07,69633821759
2017-08-08,69274716255
2017-08-09,69624494343
2017-08-10,69176778390
2017-08-11,68295337608
2017-08-14,68743053561
2017-08-15,69008884908
2017-08-16,69032203447
2017-08-17,68066815924
2017-08-18,67828966824
2017-08-21,67777666038
2017-08-22,67768338623
2017-08-23,67269321884
2017-08-24,66579093123
2017-08-25,66984835705
2017-08-28,66122049755
2017-08-29,66173350541
2017-08-30,65832899869
2017-08-31,65954156273
2017-09-01,65520431444
2017-09-05,63822841790
2017-09-06,64223920664
2017-09-07,62904091345
2017-09-08,65688324926
2017-09-11,68034169969
2017-09-12,68561168955
2017-09-13,67413896827
2017-09-14,66593084247
2017-09-15,66928871211
2017-09-18,66956853458
2017-09-19,66910216380
2017-09-20,67101428401
2017-09-21,66667703572
2017-09-22,66499810090
2017-09-25,66788959976
2017-09-26,66042766722
2017-09-27,66182677957
2017-09-28,66313261776
2017-09-29,66481155259
2017-10-02,67715266373
2017-10-03,67347577457
2017-10-04,67370848908
2017-10-05,67817660755
2017-10-06,68022449519
2017-10-09,67975906618
2017-10-10,68548384298
2017-10-11,68590272908
2017-10-12,68222583992
2017-10-13,69274453550
2017-10-16,69963288482
2017-10-17,69851585520
2017-10-18,70330977398
2017-10-19,71666758651
2017-10-20,71676067232
2017-10-23,72229927751
2017-10-24,71862238835
2017-10-25,71750535873
2017-10-26,72025138988
2017-10-27,71094280972
2017-10-30,71159441033
2017-10-31,70196002986
2017-11-01,70424063200
2017-11-02,69469933734
2017-11-03,69009159016
2017-11-06,69442007993
2017-11-07,69721265398
2017-11-08,69860894100
2017-11-09,70577654773
2017-11-10,70442680360
2017-11-13,70438026070
2017-11-14,70135497215
2017-11-15,70354248849
2017-11-16,69283762130
2017-11-17,69176713459
2017-11-20,69348922192
2017-11-21,69432699413
2017-11-22,68999850436
2017-11-24,69316342161
2017-11-27,69469933734
2017-11-28,70545074742
2017-11-29,71043083781
2017-11-30,70796406406
2017-12-01,70577654773
2017-12-04,70196002986
2017-12-05,69898128421
2017-12-06,70219274436
2017-12-07,69553710955
2017-12-08,69837622650
2017-12-11,69926054161
2017-12-12,70047065704
2017-12-13,69088281947
2017-12-14,68008486648
2017-12-15,69218602069
2017-12-18,68818333122
2017-12-19,68706630160
2017-12-20,67938672297
2017-12-21,67491860450
2017-12-22,67580291961
2017-12-26,67631489152
2017-12-27,68031758099
2017-12-28,68027103809
2017-12-29,68013140939
2018-01-02,66269571052
2018-01-03,66791158680
2018-01-04,67061266560
2018-01-05,67182349402
2018-01-08,66842386037
2018-01-09,67922817554
2018-01-10,67662023739
2018-01-11,67294118180
2018-01-12,67825019873
2018-01-16,67838990970
2018-01-17,68709856029
2018-01-18,68779711515
2018-01-19,69017220168
2018-01-22,69757688319
2018-01-23,71387649659
2018-01-24,72174688135
2018-01-25,72095518584
2018-01-26,72556564792
2018-01-29,71774183348
2018-01-30,71280537914
2018-01-31,72719560926
2018-02-01,72407539755
2018-02-02,71369021530
2018-02-05,68621372414
2018-02-06,67936788651
2018-02-07,68700541964
2018-02-08,65380077863
2018-02-09,67303432244
2018-02-12,67345345536
2018-02-13,67582854188
2018-02-14,68593430219
2018-02-15,68490975506
2018-02-16,68458376280
2018-02-20,67731879225
2018-02-21,66930869652
2018-02-22,66628162546
2018-02-23,67065923592
2018-02-26,68057871493
2018-02-27,67149750175
2018-02-28,66092603820
2018-03-01,65109969984
2018-03-02,65133255146
2018-03-05,65924950654
2018-03-06,66097260853
2018-03-07,65496503673
2018-03-08,66087946788
2018-03-09,67061266560
2018-03-12,66637476611
2018-03-13,66101917885
2018-03-14,65552388062
2018-03-15,65692099034
2018-03-16,65654842775
2018-03-19,65338164572
2018-03-20,65813181876
2018-03-21,65319536442
2018-03-22,64099393953
2018-03-23,62669685006
2018-03-26,63810657944
2018-03-27,63661632907
2018-03-28,64388129962
2018-03-29,63694232134
2018-04-02,62021370380
2018-04-03,62849562722
2018-04-04,63361366979
2018-04-05,63170603574
2018-04-06,62407549955
2018-04-09,62421508253
2018-04-10,62896090382
2018-04-11,62374980593
2018-04-12,62709979743
2018-04-13,62347063998
2018-04-16,63179909106
2018-04-17,63440464000
2018-04-18,63514908256
2018-04-19,64031365279
2018-04-20,64059281874
2018-04-23,64343100599
2018-04-24,63324144851
2018-04-25,63863865704
2018-04-26,63463727830
2018-04-27,63887129534
2018-04-30,63124075914
2018-05-01,63245047830
2018-05-02,61751509953
2018-05-03,60574360163
2018-05-04,61765468251
2018-05-07,61746857187
2018-05-08,61807343145
2018-05-09,62668104849
2018-05-10,63063589957
2018-05-11,63356714213
2018-05-14,62835604424
2018-05-15,62570396764
2018-05-16,62612271658
2018-05-17,62556438466
2018-05-18,62133036763
2018-05-21,62295883572
2018-05-22,62914701446
2018-05-23,62258661444
2018-05-24,62086509103
2018-05-25,62105120167
2018-05-29,60448735482
2018-05-30,61560746549
2018-05-31,60806998461
2018-06-01,60848873355
2018-06-04,61314149952
2018-06-05,60927970377
2018-06-06,61114081015
2018-06-07,61523524421
2018-06-08,62123731231
2018-06-11,61881787401
2018-06-12,61565399315
2018-06-13,61751509953
2018-06-14,60532485269
2018-06-15,60895401015
2018-06-18,60225402715
2018-06-19,60323110801
2018-06-20,58955197605
2018-06-21,58131658029
2018-06-22,58336379731
2018-06-25,58210755050
2018-06-26,57959505688
2018-06-27,58252629944
2018-06-28,58931933776
2018-06-29,59099433350
2018-07-02,58710743996
2018-07-03,59067240115
2018-07-05,59377438037
2018-07-06,59812641091
2018-07-09,61155288813
2018-07-10,61812723215
2018-07-11,61044173140
2018-07-12,61354371061
2018-07-13,61178437912
