,LEN
2009-04-22,1337952910
2009-04-23,1455464458
2009-04-24,1673700190
2009-04-27,1683772609
2009-04-28,1655234090
2009-04-29,1690487554
2009-04-30,1635089253
2009-05-01,1588084634
2009-05-04,1735813437
2009-05-05,1766030692
2009-05-06,1760994483
2009-05-07,1646840408
2009-05-08,1732455964
2009-05-11,1648519144
2009-05-12,1576333479
2009-05-13,1440355831
2009-05-14,1515898969
2009-05-15,1478966768
2009-05-18,1682093872
2009-05-19,1673700190
2009-05-20,1661949036
2009-05-21,1586405897
2009-05-22,1583048425
2009-05-26,1638446726
2009-05-27,1572976006
2009-05-28,1494075396
2009-05-29,1596478316
2009-06-01,1729128786
2009-06-02,1752568488
2009-06-03,1662415788
2009-06-04,1620945546
2009-06-05,1523580629
2009-06-08,1599308897
2009-06-09,1610127222
2009-06-10,1561444764
2009-06-11,1478504279
2009-06-12,1438837092
2009-06-15,1373927148
2009-06-16,1391957688
2009-06-17,1400972958
2009-06-18,1355896608
2009-06-19,1404579066
2009-06-22,1339669122
2009-06-23,1348684392
2009-06-24,1409988228
2009-06-25,1657006626
2009-06-26,1655203572
2009-06-29,1750765434
2009-06-30,1747159326
2009-07-01,1734537947
2009-07-02,1651597464
2009-07-06,1617339438
2009-07-07,1538005062
2009-07-08,1482110388
2009-07-09,1527186738
2009-07-10,1500140928
2009-07-13,1527186738
2009-07-14,1584884465
2009-07-15,1649794410
2009-07-16,1721916570
2009-07-17,1756174596
2009-07-20,1785023460
2009-07-21,1777811244
2009-07-22,1914843347
2009-07-23,2030238804
2009-07-24,2003192994
2009-07-27,2140225097
2009-07-28,2098754856
2009-07-29,2098754856
2009-07-30,2107770126
2009-07-31,2134815936
2009-08-03,2201528934
2009-08-04,2266438878
2009-08-05,2289878580
2009-08-06,2248408338
2009-08-07,2421501522
2009-08-10,2311515228
2009-08-11,2343970200
2009-08-12,2437729008
2009-08-13,2479199250
2009-08-14,2417895414
2009-08-17,2313318282
2009-08-18,2378228226
2009-08-19,2437729008
2009-08-20,2536896978
2009-08-21,2618034408
2009-08-24,2627049678
2009-08-25,2699171838
2009-08-26,2809158132
2009-08-27,2765884836
2009-08-28,2836203942
2009-08-31,2635308261
2009-09-01,2517023797
2009-09-02,2443965747
2009-09-03,2520502752
2009-09-04,2626610874
2009-09-08,2678795196
2009-09-09,2713584744
2009-09-10,2758811156
2009-09-11,2732718995
2009-09-14,2725761085
2009-09-15,2830129729
2009-09-16,3023211721
2009-09-17,2887532484
2009-09-18,2877095619
2009-09-21,2786642794
2009-09-22,2764029588
2009-09-23,2697929447
2009-09-24,2577905506
2009-09-25,2537897526
2009-09-28,2548334391
2009-09-29,2569208119
2009-09-30,2478755295
2009-10-01,2304807555
2009-10-02,2266539052
2009-10-05,2323941806
2009-10-06,2379605083
2009-10-07,2292631213
2009-10-08,2503107978
2009-10-09,2492671114
2009-10-12,2494410591
2009-10-13,2631829306
2009-10-14,2642266170
2009-10-15,2623131919
2009-10-16,2548334391
2009-10-19,2503107978
2009-10-20,2431789405
2009-10-21,2379605083
2009-10-22,2560510732
2009-10-23,2457881566
2009-10-26,2360470831
2009-10-27,2374386651
2009-10-28,2196959956
2009-10-29,2247404800
2009-10-30,2191741524
2009-11-02,2190002046
2009-11-03,2276975916
2009-11-04,2355252399
2009-11-05,2350033967
2009-11-06,2459621043
2009-11-09,2541376481
2009-11-10,2487452682
2009-11-11,2630089828
2009-11-12,2529200139
2009-11-13,2517023797
2009-11-16,2548334391
2009-11-17,2525721184
2009-11-18,2543115958
2009-11-19,2464839475
2009-11-20,2377865605
2009-11-23,2374386651
2009-11-24,2268278529
2009-11-25,2285673303
2009-11-27,2236967936
2009-11-30,2360588244
2009-12-01,2399714016
2009-12-02,2382945828
2009-12-03,2282336700
2009-12-04,2315873076
2009-12-07,2233895268
2009-12-08,2202222024
2009-12-09,2207811420
2009-12-10,2166822516
2009-12-11,2207811420
2009-12-14,2271157908
2009-12-15,2245074060
2009-12-16,2351272584
2009-12-17,2295378624
2009-12-18,2319599340
2009-12-21,2395987752
2009-12-22,2472376164
2009-12-23,2472376164
2009-12-24,2489144352
2009-12-28,2412755940
2009-12-29,2392261488
2009-12-30,2405303412
2009-12-31,2379219564
2010-01-04,2423934732
2010-01-05,2524543860
2010-01-06,2552490840
2010-01-07,2880402072
2010-01-08,2971695540
2010-01-11,3029452632
2010-01-12,3005231916
2010-01-13,3027589500
2010-01-14,3046220820
2010-01-15,2973558672
2010-01-19,3020136972
2010-01-20,2932569768
2010-01-21,2852455092
2010-01-22,2753709096
2010-01-25,2738804040
2010-01-26,2712720192
2010-01-27,2815192452
2010-01-28,2867360148
2010-01-29,2861770752
2010-02-01,2854318224
2010-02-02,3083483460
2010-02-03,3029452632
2010-02-04,2858044488
2010-02-05,2740667172
2010-02-08,2867360148
2010-02-09,2906485920
2010-02-10,2908349052
2010-02-11,3165461267
2010-02-12,3159871872
2010-02-16,3230670888
2010-02-17,3230670888
2010-02-18,3174776928
2010-02-19,3225081492
2010-02-22,3198997644
2010-02-23,3033178896
2010-02-24,3031315764
2010-02-25,3031315764
2010-02-26,3057399612
2010-03-01,3106226073
2010-03-02,3098759184
2010-03-03,3134226909
2010-03-04,3089425572
2010-03-05,3175294802
2010-03-08,3210762528
2010-03-09,3227563029
2010-03-10,3160361023
2010-03-11,3106226073
2010-03-12,3048357679
2010-03-15,3003556341
2010-03-16,3124893297
2010-03-17,3106226073
2010-03-18,3087558849
2010-03-19,3007289786
2010-03-22,3042757512
2010-03-23,3184628414
2010-03-24,3302231925
2010-03-25,3369433932
2010-03-26,3416101992
2010-03-29,3404901657
2010-03-30,3369433932
2010-03-31,3212629250
2010-04-01,3197695471
2010-04-05,3277964534
2010-04-06,3227563029
2010-04-07,3164094468
2010-04-08,3221962862
2010-04-09,3270497644
2010-04-12,3205162360
2010-04-13,3225696307
2010-04-14,3412368547
2010-04-15,3320899149
2010-04-16,3201428915
2010-04-19,3218229417
2010-04-20,3354500152
2010-04-21,3457169884
2010-04-22,3684910017
2010-04-23,3832381087
2010-04-26,3752112024
2010-04-27,3535572225
2010-04-28,3612107844
2010-04-29,3830514364
2010-04-30,3718511020
2010-05-03,3865982090
2010-05-04,3737178244
2010-05-05,3604640954
2010-05-06,3444102828
2010-05-07,3264897477
2010-05-10,3688643462
2010-05-11,3632641790
2010-05-12,3632641790
2010-05-13,3500104500
2010-05-14,3436635938
2010-05-17,3438502660
2010-05-18,3389967878
2010-05-19,3388101155
2010-05-20,3255563865
2010-05-21,3261164032
2010-05-24,3229429752
2010-05-25,3203295638
2010-05-26,3220096140
2010-05-27,3279831256
2010-05-28,3229429752
2010-06-01,3049240478
2010-06-02,3090320265
2010-06-03,3039904164
2010-06-04,2888655861
2010-06-07,2756080188
2010-06-08,2754212925
2010-06-09,2694460509
2010-06-10,2909195754
2010-06-11,2903593965
2010-06-14,2847576075
2010-06-15,2942806488
2010-06-16,2903593965
2010-06-17,2856912390
2010-06-18,2752345662
2010-06-21,2720602191
2010-06-22,2651513460
2010-06-23,2752345662
2010-06-24,2720602191
2010-06-25,2741142084
2010-06-28,2683256931
2010-06-29,2608566411
2010-06-30,2597362833
2010-07-01,2630973567
2010-07-02,2548813995
2010-07-06,2537610417
2010-07-07,2664584301
2010-07-08,2647778934
2010-07-09,2720602191
2010-07-12,2754212925
2010-07-13,2845708812
2010-07-14,2724336717
2010-07-15,2778487344
2010-07-16,2623504515
2010-07-19,2580557466
2010-07-20,2743009347
2010-07-21,2672053353
2010-07-22,2756080188
2010-07-23,2787823659
2010-07-26,2879319546
2010-07-27,2804629026
2010-07-28,2709398613
2010-07-29,2746743873
2010-07-30,2757947451
2010-08-02,2834505234
2010-08-03,2729938506
2010-08-04,2698195035
2010-08-05,2709398613
2010-08-06,2686991457
2010-08-09,2763549240
2010-08-10,2617902726
2010-08-11,2545079469
2010-08-12,2503999683
2010-08-13,2489061579
2010-08-16,2453583582
2010-08-17,2479725264
2010-08-18,2517070524
2010-08-19,2406902007
2010-08-20,2384494851
2010-08-23,2375158536
2010-08-24,2408769270
2010-08-25,2492796105
2010-08-26,2440512741
2010-08-27,2515203261
2010-08-30,2451716319
2010-08-31,2454042480
2010-09-01,2564147808
2010-09-02,2608936416
2010-09-03,2696647440
2010-09-07,2638795488
2010-09-08,2694781248
2010-09-09,2715309360
2010-09-10,2711576976
2010-09-13,2788090848
2010-09-14,2750767008
2010-09-15,2704112208
2010-09-16,2629464528
2010-09-17,2610802608
2010-09-20,2825414688
2010-09-21,2838478032
2010-09-22,2765696544
2010-09-23,2741436048
2010-09-24,2842210416
2010-09-27,2873935680
2010-09-28,2913125712
2010-09-29,2844076608
2010-09-30,2870203296
2010-10-01,2924322864
2010-10-04,2866470912
2010-10-05,2886999024
2010-10-06,2875801872
2010-10-07,2868337104
2010-10-08,3008301504
2010-10-11,3040026768
2010-10-12,2967245280
2010-10-13,2957914320
2010-10-14,2985907200
2010-10-15,2859006144
2010-10-18,2825414688
2010-10-19,2758231776
2010-10-20,2685450288
2010-10-21,2750767008
2010-10-22,2765696544
2010-10-25,2780626080
2010-10-26,2780626080
2010-10-27,2739569856
2010-10-28,2722774128
2010-10-29,2707844592
2010-11-01,2717175552
2010-11-02,2916858096
2010-11-03,2883266640
2010-11-04,2950449552
2010-11-05,2957914320
2010-11-08,3010167696
2010-11-09,2974710048
2010-11-10,3049357728
2010-11-11,3068019648
2010-11-12,2995238160
2010-11-15,2965379088
2010-11-16,2941118592
2010-11-17,2892597600
2010-11-18,2916858096
2010-11-19,2905660944
2010-11-22,2842210416
2010-11-23,2773161312
2010-11-24,2851541376
2010-11-26,2808618960
2010-11-29,2797421808
2010-11-30,2853260739
2010-12-01,2958450075
2010-12-02,3170707128
2010-12-03,3242085606
2010-12-06,3270261321
2010-12-07,3290923512
2010-12-08,3296558655
2010-12-09,3294680274
2010-12-10,3322855989
2010-12-13,3326612751
2010-12-14,3240207225
2010-12-15,3206396367
2010-12-16,3230815320
2010-12-17,3253355892
2010-12-20,3426166943
2010-12-21,3478761612
2010-12-22,3561410376
2010-12-23,3413018277
2010-12-27,3490031897
2010-12-28,3456221039
2010-12-29,3478761612
2010-12-30,3495667041
2010-12-31,3521964375
2011-01-03,3578315805
2011-01-04,3497545422
2011-01-05,3587707710
2011-01-06,3595221234
2011-01-07,3645937521
2011-01-10,3550140089
2011-01-11,3801843143
2011-01-12,3843167526
2011-01-13,3788694477
2011-01-14,3875100003
2011-01-18,3848802668
2011-01-19,3717315999
2011-01-20,3734221428
2011-01-21,3657207807
2011-01-24,3734221428
2011-01-25,3713559237
2011-01-26,3828140478
2011-01-27,3788694477
2011-01-28,3692897046
2011-01-31,3636545616
2011-02-01,3745491714
2011-02-02,3687261903
2011-02-03,3694775427
2011-02-04,3666599712
2011-02-07,3730464666
2011-02-08,3882613527
2011-02-09,3916424385
2011-02-10,3912667622
2011-02-11,3927694671
2011-02-14,3869464860
2011-02-15,3845045907
2011-02-16,3916424385
2011-02-17,4015978578
2011-02-18,3953992005
2011-02-22,3747370095
2011-02-23,3721072760
2011-02-24,3745491714
2011-02-25,3816870192
2011-02-28,3796398547
2011-03-01,3713540642
2011-03-02,3790749144
2011-03-03,3826528694
2011-03-04,3726722581
2011-03-07,3655163482
2011-03-08,3796398547
2011-03-09,3837827499
2011-03-10,3736138252
2011-03-11,3722956313
2011-03-14,3640098408
2011-03-15,3706008105
2011-03-16,3600552590
2011-03-17,3632565871
2011-03-18,3704124971
2011-03-21,3732371984
2011-03-22,3675877958
2011-03-23,3719190045
2011-03-24,3741787655
2011-03-25,3771917802
2011-03-28,3719190045
2011-03-29,3591136919
2011-03-30,3440486183
2011-03-31,3412239170
2011-04-01,3448018720
2011-04-04,3402823499
2011-04-05,3449901854
2011-04-06,3449901854
2011-04-07,3464966927
2011-04-08,3459317525
2011-04-11,3427304244
2011-04-12,3449901854
2011-04-13,3425421109
2011-04-14,3417888572
2011-04-15,3472499464
2011-04-18,3453668122
2011-04-19,3538409161
2011-04-20,3593020053
2011-04-21,3561006772
2011-04-25,3604318858
2011-04-26,3615617664
2011-04-27,3608085127
2011-04-28,3570422443
2011-04-29,3576071845
2011-05-02,3457434391
2011-05-03,3468733196
2011-05-04,3487564538
2011-05-05,3525227222
2011-05-06,3489447672
2011-05-09,3440486183
2011-05-10,3464966927
2011-05-11,3383992157
2011-05-12,3340680070
2011-05-13,3299251118
2011-05-16,3310549923
2011-05-17,3297367984
2011-05-18,3359511412
2011-05-19,3374576486
2011-05-20,3382109023
2011-05-23,3361394547
2011-05-24,3336913802
2011-05-25,3391524694
2011-05-26,3485681404
2011-05-27,3559123637
2011-05-31,3575040534
2011-06-01,3494046465
2011-06-02,3424353894
2011-06-03,3386682234
2011-06-06,3283085169
2011-06-07,3209625432
2011-06-08,3160652274
2011-06-09,3209625432
2011-06-10,3143700027
2011-06-13,3175720938
2011-06-14,3245413509
2011-06-15,3181371687
2011-06-16,3247297091
2011-06-17,3288735918
2011-06-20,3313222497
2011-06-21,3360312072
2011-06-22,3409285230
2011-06-23,3486512133
2011-06-24,3397983732
2011-06-27,3473327052
2011-06-28,3482744966
2011-06-29,3463909137
2011-06-30,3418703144
2011-07-01,3533601708
2011-07-05,3499697213
2011-07-06,3446956890
2011-07-07,3559971869
2011-07-08,3550553955
2011-07-11,3428121060
2011-07-12,3396100149
2011-07-13,3397983732
2011-07-14,3360312072
2011-07-15,3341476241
2011-07-18,3271783671
2011-07-19,3488395716
2011-07-20,3463909137
2011-07-21,3509115129
2011-07-22,3503464380
2011-07-25,3446956890
2011-07-26,3397983732
2011-07-27,3288735918
2011-07-28,3322640412
2011-07-29,3332058327
2011-08-01,3309455331
2011-08-02,3194556768
2011-08-03,3213392597
2011-08-04,2951574561
2011-08-05,2906368569
2011-08-08,2663386362
2011-08-09,2765099844
2011-08-10,2508932556
2011-08-11,2642666949
2011-08-12,2653968447
2011-08-15,2810305836
2011-08-16,2770750593
2011-08-17,2712359520
2011-08-18,2505165390
2011-08-19,2395917576
2011-08-22,2394033993
2011-08-23,2394033993
2011-08-24,2475028062
2011-08-25,2524001220
2011-08-26,2557905714
2011-08-29,2701058022
2011-08-30,2761332678
2011-08-31,2767007754
2011-09-01,2706773571
2011-09-02,2612657661
2011-09-06,2597599116
2011-09-07,2695479662
2011-09-08,2625833889
2011-09-09,2537364933
2011-09-12,2543011888
2011-09-13,2509130160
2011-09-14,2582540570
2011-09-15,2607010707
2011-09-16,2597599116
2011-09-19,2723714435
2011-09-20,2654068662
2011-09-21,2616422298
2011-09-22,2473366114
2011-09-23,2522306388
2011-09-26,2618304616
2011-09-27,2580658252
2011-09-28,2507247842
2011-09-29,2680421116
2011-09-30,2548658842
2011-10-03,2398073386
2011-10-04,2482777705
2011-10-05,2601363752
2011-10-06,2693597344
2011-10-07,2657833298
2011-10-10,2821594981
2011-10-11,2821594981
2011-10-12,2878064527
2011-10-13,2855476709
2011-10-14,2881829164
2011-10-17,2742537617
2011-10-18,2996650574
2011-10-19,2928887119
2011-10-20,3028649983
2011-10-21,3149118348
2011-10-24,3203705576
2011-10-25,3009826801
2011-10-26,3102060393
2011-10-27,3235704985
2011-10-28,3209352531
2011-10-31,3113354302
2011-11-01,2972180437
2011-11-02,3107707348
2011-11-03,3213117167
2011-11-04,3231940349
2011-11-07,3292174531
2011-11-08,3393819714
2011-11-09,3188647030
2011-11-10,3329820895
2011-11-11,3408878260
2011-11-14,3373114214
2011-11-15,3395702032
2011-11-16,3457818533
2011-11-17,3410760578
2011-11-18,3326056259
2011-11-21,3260175122
2011-11-22,3216881803
2011-11-23,3094531120
2011-11-25,3094531120
2011-11-28,3160412257
2011-11-29,3203705576
2011-11-30,3492688865
2011-12-01,3500277543
2011-12-02,3492688865
2011-12-05,3657742603
2011-12-06,3655845433
2011-12-07,3718452024
2011-12-08,3608416198
2011-12-09,3726040701
2011-12-12,3705171838
2011-12-13,3551501116
2011-12-14,3458539816
2011-12-15,3490791695
2011-12-16,3560986963
2011-12-19,3511660559
2011-12-20,3733629379
2011-12-21,3790544461
2011-12-22,3714657685
2011-12-23,3674817127
2011-12-27,3661536942
2011-12-28,3600827521
2011-12-29,3767778428
2011-12-30,3727937870
2012-01-03,3773469936
2012-01-04,3834179357
2012-01-05,3940420843
2012-01-06,3870225575
2012-01-09,3923346319
2012-01-10,3938523674
2012-01-11,4221201915
2012-01-12,4207921729
2012-01-13,4175669849
2012-01-17,4179464188
2012-01-18,4363489620
2012-01-19,4297088691
2012-01-20,4185155696
2012-01-23,4126343445
2012-01-24,4243967947
2012-01-25,4325546232
2012-01-26,4198435882
2012-01-27,4226893423
2012-01-30,4200333051
2012-01-31,4077017040
2012-02-01,4141520800
2012-02-02,4124446275
2012-02-03,4427993379
2012-02-06,4304677368
2012-02-07,4317957554
2012-02-08,4433684887
2012-02-09,4503880155
2012-02-10,4429890549
2012-02-13,4545617882
2012-02-14,4515263172
2012-02-15,4469731106
2012-02-16,4441273565
2012-02-17,4431787718
2012-02-21,4274322658
2012-02-22,4190847204
2012-02-23,4298985860
2012-02-24,4245865117
2012-02-27,4352106603
2012-02-28,4270528319
2012-02-29,4445955763
2012-03-01,4445955763
2012-03-02,4364186688
2012-03-05,4347072230
2012-03-06,4251991910
2012-03-07,4491594316
2012-03-08,4695066201
2012-03-09,4839588288
2012-03-12,4856702745
2012-03-13,5075387481
2012-03-14,5014536076
2012-03-15,5113419609
2012-03-16,5052568204
2012-03-19,5048764992
2012-03-20,5025945715
2012-03-21,5062076236
2012-03-22,4966995916
2012-03-23,4917554150
2012-03-26,5020240896
2012-03-27,5254138483
2012-03-28,5261744908
2012-03-29,5174271014
2012-03-30,5168566195
2012-04-02,5052568204
2012-04-03,5090600332
2012-04-04,5065879449
2012-04-05,4991716800
2012-04-09,5024044108
2012-04-10,4658935680
2012-04-11,4896636480
2012-04-12,5039256960
2012-04-13,4965094310
2012-04-16,4904242905
2012-04-17,4911849331
2012-04-18,4858604352
2012-04-19,4727393510
2012-04-20,4900439692
2012-04-23,4700771020
2012-04-24,4805359372
2012-04-25,4925160576
2012-04-26,5206598323
2012-04-27,5402463782
2012-04-30,5275056153
2012-05-01,5373939686
2012-05-02,5518461772
2012-05-03,5410070208
2012-05-04,5347317196
2012-05-07,5394857356
2012-05-08,5307383462
2012-05-09,5503248921
2012-05-10,5343513984
2012-05-11,5410070208
2012-05-14,5394857356
2012-05-15,5545084262
2012-05-16,5566001932
2012-05-17,5113419609
2012-05-18,4978405555
2012-05-21,5136238886
2012-05-22,5250335270
2012-05-23,5402463782
2012-05-24,5373939686
2012-05-25,5362530048
2012-05-29,5467118400
2012-05-30,5100108364
2012-05-31,5198641843
2012-06-01,4766215424
2012-06-04,4510950489
2012-06-05,4813839479
2012-06-06,5008145623
2012-06-07,4960521568
2012-06-08,5057674641
2012-06-11,4827174214
2012-06-12,4872893307
2012-06-13,4697636785
2012-06-14,4867178421
2012-06-15,4933852098
2012-06-18,5137683053
2012-06-19,5149112826
2012-06-20,5126253280
2012-06-21,4970046379
2012-06-22,5023385321
2012-06-25,5063389527
2012-06-26,5217691465
2012-06-27,5467241514
2012-06-28,5592969019
2012-06-29,5888238160
2012-07-02,5924432442
2012-07-03,5914907631
2012-07-05,6000630930
2012-07-06,6059684758
2012-07-09,5994916043
2012-07-10,5812039672
2012-07-11,5711076675
2012-07-12,5916812593
2012-07-13,5909192744
2012-07-16,5979676345
2012-07-17,5933957253
2012-07-18,5787275163
2012-07-19,5775845390
2012-07-20,5874903424
2012-07-23,5874903424
2012-07-24,5764415617
2012-07-25,5532010228
2012-07-26,5751080881
2012-07-27,5779655314
2012-07-30,5631068263
2012-07-31,5564394586
2012-08-01,5518675493
2012-08-02,5636783149
2012-08-03,5732031259
2012-08-06,5657737734
2012-08-07,5785370201
2012-08-08,5850138916
2012-08-09,5998725967
2012-08-10,5943482064
2012-08-13,5949196950
2012-08-14,5958721761
2012-08-15,5968246572
2012-08-16,6173982490
2012-08-17,6236846242
2012-08-20,6073019493
2012-08-21,5939672139
2012-08-22,6162552717
2012-08-23,6101593926
2012-08-24,6215891658
2012-08-27,6097784002
2012-08-28,6147313019
2012-08-29,6137788208
2012-08-30,6114928662
2012-08-31,6200881277
2012-09-04,6283100794
2012-09-05,6286924958
2012-09-06,6516374774
2012-09-07,6487693547
2012-09-10,6346199494
2012-09-11,6325166594
2012-09-12,6600506373
2012-09-13,6715231281
2012-09-14,6973362324
2012-09-17,6872021989
2012-09-18,6805099126
2012-09-19,6933208606
2012-09-20,6998219388
2012-09-21,7172218831
2012-09-24,7067054332
2012-09-25,6933208606
2012-09-26,6623451355
2012-09-27,6742000426
2012-09-28,6648308418
2012-10-01,6625363437
2012-10-02,6690374218
2012-10-03,7153098013
2012-10-04,7172218831
2012-10-05,7250614185
2012-10-08,7191339649
2012-10-09,7044109351
2012-10-10,7032636860
2012-10-11,6829956189
2012-10-12,6837604516
2012-10-15,7084263068
2012-10-16,7135889277
2012-10-17,7290767903
2012-10-18,7395932402
2012-10-19,7405492811
2012-10-22,7300328312
2012-10-23,7218108795
2012-10-24,7304152476
2012-10-25,7172218831
2012-10-26,7078526823
2012-10-31,7164570504
2012-11-01,7321361212
2012-11-02,7133977195
2012-11-05,7384459911
2012-11-06,7436086120
2012-11-07,7466679428
2012-11-08,7344306193
2012-11-09,7286943739
2012-11-12,6956153588
2012-11-13,6923648197
2012-11-14,6694198381
2012-11-15,6673165482
2012-11-16,6908351543
2012-11-19,7038373105
2012-11-20,7285031658
2012-11-21,7327097457
2012-11-23,7395932402
2012-11-26,7369163257
2012-11-27,7403580729
2012-11-28,7338569948
2012-11-29,7309888721
2012-11-30,7354614038
2012-12-03,7310146077
2012-12-04,7304345908
2012-12-05,7041404923
2012-12-06,7016270858
2012-12-07,7093606442
2012-12-10,7076205936
2012-12-11,7039471533
2012-12-12,7321746415
2012-12-13,7192209312
2012-12-14,7213476597
2012-12-17,7501551647
2012-12-18,7677490101
2012-12-19,7592420959
2012-12-20,7596287738
2012-12-21,7435816401
2012-12-24,7401015388
2012-12-26,7348813869
2012-12-27,7362347596
2012-12-28,7273411675
2012-12-31,7476417583
2013-01-02,7710357724
2013-01-03,7716157893
2013-01-04,7778026360
2013-01-07,7969431931
2013-01-08,7959764983
2013-01-09,8064168021
2013-01-10,7930764139
2013-01-11,7917230412
2013-01-14,7930764139
2013-01-15,7865028892
2013-01-16,7834094659
2013-01-17,8108635982
2013-01-18,8135703436
2013-01-22,8133770047
2013-01-23,8238173085
2013-01-24,8178238007
2013-01-25,8327109007
2013-01-28,8102835813
2013-01-29,8251706812
2013-01-30,8042900736
2013-01-31,8031300398
2013-02-01,7940431087
2013-02-04,7839894827
2013-02-05,7921097191
2013-02-06,7868895672
2013-02-07,7756759075
2013-02-08,7725824841
2013-02-11,7592420959
2013-02-12,7901763295
2013-02-13,7894029736
2013-02-14,7857295334
2013-02-15,7772226192
2013-02-19,7716157893
2013-02-20,7188342532
2013-02-21,7286945402
2013-02-22,7323679804
2013-02-25,7087806273
2013-02-26,7348813869
2013-02-27,7528619102
2013-02-28,7479135618
2013-03-01,7527588168
2013-03-04,7725274572
2013-03-05,7886137038
2013-03-06,7994670750
2013-03-07,8027618484
2013-03-08,8085761544
2013-03-11,8103204462
2013-03-12,7944280098
2013-03-13,7981104036
2013-03-14,8128399788
2013-03-15,8095452054
2013-03-18,8058628116
2013-03-19,8027618484
2013-03-20,8411362680
2013-03-21,8215614378
2013-03-22,8163285623
2013-03-25,8054751912
2013-03-26,8085761544
2013-03-27,8099328258
2013-03-28,8039247095
2013-04-01,7870632222
2013-04-02,7758222306
2013-04-03,7545031086
2013-04-04,7517897658
2013-04-05,7624493268
2013-04-08,7837684488
2013-04-09,7702017348
2013-04-10,7657441002
2013-04-11,7570226412
2013-04-12,7845436895
2013-04-15,7322149356
2013-04-16,7500454740
2013-04-17,7420992558
2013-04-18,7215553745
2013-04-19,7397735334
2013-04-22,7517897658
2013-04-23,8033432790
2013-04-24,8025680381
2013-04-25,8126461686
2013-04-26,8198171459
2013-04-29,8027618484
2013-04-30,7988856444
2013-05-01,7824117773
2013-05-02,8124523584
2013-05-03,8161347522
2013-05-06,8163285623
2013-05-07,8178790440
2013-05-08,8188480950
2013-05-09,8217552480
2013-05-10,8271819336
2013-05-13,8380353048
2013-05-14,8504391576
2013-05-15,8469505740
2013-05-16,8322209988
2013-05-17,8492762964
2013-05-20,8376476844
2013-05-21,8231119194
2013-05-22,8196233358
2013-05-23,8411362680
2013-05-24,8293138458
2013-05-28,8180728542
2013-05-29,7822179672
2013-05-30,7779541428
2013-05-31,7652261013
2013-06-03,7634745665
2013-06-04,7403153839
2013-06-05,7288331001
2013-06-06,7502407478
2013-06-07,7512138228
2013-06-10,7261084903
2013-06-11,7126800567
2013-06-12,7146262065
2013-06-13,7537438175
2013-06-14,7595822669
2013-06-17,7652261013
2013-06-18,7652261013
2013-06-19,7366176993
2013-06-20,6799847401
2013-06-21,6860178045
2013-06-24,6809578150
2013-06-25,6856285745
2013-06-26,7008085429
2013-06-27,7274707952
2013-06-28,7013923879
2013-07-01,6902993340
2013-07-02,6809578150
2013-07-03,6879639543
2013-07-05,6603286271
2013-07-08,6432025088
2013-07-09,6813470449
2013-07-10,6725893708
2013-07-11,7286384851
2013-07-12,7210485008
2013-07-15,6918562538
2013-07-16,6904939490
2013-07-17,6938024037
2013-07-18,6844608846
2013-07-19,6914670239
2013-07-22,6772601303
2013-07-23,6864070344
2013-07-24,6601340121
2013-07-25,6494301882
2013-07-26,6531278728
2013-07-29,6484571133
2013-07-30,6445648137
2013-07-31,6591609372
2013-08-01,6616909320
2013-08-02,6755085955
2013-08-05,6616909320
2013-08-06,6480678833
2013-08-07,6276333105
2013-08-08,6293848453
2013-08-09,6408671291
2013-08-12,6428132789
2013-08-13,6258817756
2013-08-14,6161510266
2013-08-15,6476786534
2013-08-16,6593555522
2013-08-19,6303579202
2013-08-20,6502086481
2013-08-21,6424240489
2013-08-22,6531278728
2013-08-23,6344448348
2013-08-26,6383371343
2013-08-27,6280225404
2013-08-28,6153725667
2013-08-29,6348340647
2013-08-30,6190702513
2013-09-03,6171699128
2013-09-04,6216633943
2013-09-05,6159977002
2013-09-06,6300642510
2013-09-09,6640584152
2013-09-10,6540946084
2013-09-11,6761712783
2013-09-12,6818369724
2013-09-13,6736314844
2013-09-16,6792971785
2013-09-17,6845721350
2013-09-18,7293115810
2013-09-19,7086024925
2013-09-20,6867211914
2013-09-23,6748036970
2013-09-24,7035229047
2013-09-25,7109469176
2013-09-26,7129006052
2013-09-27,7005923733
2013-09-30,6916054104
2013-10-01,6978572107
2013-10-02,7052812236
2013-10-03,6978572107
2013-10-04,6777342284
2013-10-07,6779295972
2013-10-08,6589788274
2013-10-09,6521409208
2013-10-10,6603464087
2013-10-11,6802740223
2013-10-14,6703102155
2013-10-15,6513594458
2013-10-16,6615186213
2013-10-17,6908239353
2013-10-18,6845721350
2013-10-21,6781249659
2013-10-22,7066488049
2013-10-23,7140728177
2013-10-24,7269671559
2013-10-25,7226690432
2013-10-28,7195431430
2013-10-29,7302884248
2013-10-30,7158311366
2013-10-31,6945359417
2013-11-01,6833999224
2013-11-04,6863304538
2013-11-05,6703102155
2013-11-06,6744129595
2013-11-07,6689426342
2013-11-08,6406141640
2013-11-11,6365114200
2013-11-12,6429585891
2013-11-13,6511640770
2013-11-14,6685518967
2013-11-15,6675750529
2013-11-18,6744129595
2013-11-19,6683565279
2013-11-20,6749990657
2013-11-21,6822277099
2013-11-22,6749990657
2013-11-25,6703102155
2013-11-26,7043043797
2013-11-27,7023506922
2013-11-29,6986386857
2013-12-02,7246872438
2013-12-03,7273651671
2013-12-04,7110916332
2013-12-05,7049118102
