,LEN
2000-11-06,1988604407
2000-11-07,2000173534
2000-11-08,2028453623
2000-11-09,2006600827
2000-11-10,1871627677
2000-11-13,1937186064
2000-11-14,1911476893
2000-11-15,1915333269
2000-11-16,1875484053
2000-11-17,1905049600
2000-11-20,1889624097
2000-11-21,1948755192
2000-11-22,1915333269
2000-11-24,1926902396
2000-11-27,1977035280
2000-11-28,1996317159
2000-11-29,1948755192
2000-11-30,1998662455
2000-12-01,2105387149
2000-12-04,2069350240
2000-12-05,2302204118
2000-12-06,2199637529
2000-12-07,2293887908
2000-12-08,2392296392
2000-12-11,2479616597
2000-12-12,2285571698
2000-12-13,2336854993
2000-12-14,2298046013
2000-12-15,2246762718
2000-12-18,2242604613
2000-12-19,2207953739
2000-12-20,2041629540
2000-12-21,2073508345
2000-12-22,2131721814
2000-12-26,2255078928
2000-12-27,2238446508
2000-12-28,2372891902
2000-12-29,2285571698
2001-01-02,2214883914
2001-01-03,2415858987
2001-01-04,2475458492
2001-01-05,2400612602
2001-01-08,2377050007
2001-01-09,2439421582
2001-01-10,2514267471
2001-01-11,2490704877
2001-01-12,2462984177
2001-01-16,2443579687
2001-01-17,2522583681
2001-01-18,2558620591
2001-01-19,2396454497
2001-01-22,2203795634
2001-01-23,2336854993
2001-01-24,2411700882
2001-01-25,2381208112
2001-01-26,2349329308
2001-01-29,2292501873
2001-01-30,2332696888
2001-01-31,2320222573
2001-02-01,2277255488
2001-02-02,2250920823
2001-02-05,2277255488
2001-02-06,2325766713
2001-02-07,2318836538
2001-02-08,2259237033
2001-02-09,2238446508
2001-02-12,2291115838
2001-02-13,2322994643
2001-02-14,2317450503
2001-02-15,2364575692
2001-02-16,2320222573
2001-02-20,2248148753
2001-02-21,2220428053
2001-02-22,2153898374
2001-02-23,2137265954
2001-02-26,2248148753
2001-02-27,2220428053
2001-02-28,2268100412
2001-03-01,2227372912
2001-03-02,2280739980
2001-03-05,2313041101
2001-03-06,2343937825
2001-03-07,2405731273
2001-03-08,2365003773
2001-03-09,2303210325
2001-03-12,2220350929
2001-03-13,2247034464
2001-03-14,2197880585
2001-03-15,2247034464
2001-03-16,2193667395
2001-03-19,2321467480
2001-03-20,2412753255
2001-03-21,2494208255
2001-03-22,2428201617
2001-03-23,2477355496
2001-03-26,2547575323
2001-03-27,2728742477
2001-03-28,2766661183
2001-03-29,2755426011
2001-03-30,2547575323
2001-04-02,2512465410
2001-04-03,2422584031
2001-04-04,2457693945
2001-04-05,2519487392
2001-04-06,2407135669
2001-04-09,2533531358
2001-04-10,2645883081
2001-04-11,2620603943
2001-04-12,2598133599
2001-04-16,2602346788
2001-04-17,2536340151
2001-04-18,2651500667
2001-04-19,2811601873
2001-04-20,2762447994
2001-04-23,2688014977
2001-04-24,2737168856
2001-04-25,2859351355
2001-04-26,2821432648
2001-04-27,2869182131
2001-04-30,2797557907
2001-05-01,2768065580
2001-05-02,2746999632
2001-05-03,2748404028
2001-05-04,2856542562
2001-05-07,2824241441
2001-05-08,2818623855
2001-05-09,2769469976
2001-05-10,2863564545
2001-05-11,2766661183
2001-05-14,2768065580
2001-05-15,2730146873
2001-05-16,2741382046
2001-05-17,2744190839
2001-05-18,2754021614
2001-05-21,2568641271
2001-05-22,2563023685
2001-05-23,2449267565
2001-05-24,2401518083
2001-05-25,2334107049
2001-05-29,2291975153
2001-05-30,2338320239
2001-05-31,2385735547
2001-06-01,2484905077
2001-06-04,2429653482
2001-06-05,2504738983
2001-06-06,2507572398
2001-06-07,2474988124
2001-06-08,2487738492
2001-06-11,2429653482
2001-06-12,2346067735
2001-06-13,2333317367
2001-06-14,2275232357
2001-06-15,2286566017
2001-06-18,2295066263
2001-06-19,2331900660
2001-06-20,2627992542
2001-06-21,2724328657
2001-06-22,2636492787
2001-06-25,2652076571
2001-06-26,2659160108
2001-06-27,2717245119
2001-06-28,2833415140
2001-06-29,2687494260
2001-07-02,2732828902
2001-07-03,2823498187
2001-07-05,2861749291
2001-07-06,2779580252
2001-07-09,2847582215
2001-07-10,2881583197
2001-07-11,2897166980
2001-07-12,3021837246
2001-07-13,2993503095
2001-07-16,3094089332
2001-07-17,3019003831
2001-07-18,3121006776
2001-07-19,3194675570
2001-07-20,3126673606
2001-07-23,3013337001
2001-07-24,2945335038
2001-07-25,2907083933
2001-07-26,2908500641
2001-07-27,2861749291
2001-07-30,2868832829
2001-07-31,2958085406
2001-08-01,2963752236
2001-08-02,2914167471
2001-08-03,2856082461
2001-08-06,2707328166
2001-08-07,2637909495
2001-08-08,2633659372
2001-08-09,2643576325
2001-08-10,2618075589
2001-08-13,2586908022
2001-08-14,2523156182
2001-08-15,2482071662
2001-08-16,2620909004
2001-08-17,2551490333
2001-08-20,2562823994
2001-08-21,2533073135
2001-08-22,2516072644
2001-08-23,2603908513
2001-08-24,2745579270
2001-08-27,2681827430
2001-08-28,2683244137
2001-08-29,2739912440
2001-08-30,2793747328
2001-08-31,2849483628
2001-09-04,2884627728
2001-09-05,2817151056
2001-09-06,2714530284
2001-09-07,2551461660
2001-09-10,2502259920
2001-09-17,2322322128
2001-09-18,2313887544
2001-09-19,2322322128
2001-09-20,2119892112
2001-09-21,2108646000
2001-09-24,2261874276
2001-09-25,2247816636
2001-09-26,2214078300
2001-09-27,2287178028
2001-09-28,2305452960
2001-10-01,2242193580
2001-10-02,2237976288
2001-10-03,2396827620
2001-10-04,2361683520
2001-10-05,2282960736
2001-10-08,2236570524
2001-10-09,2277337680
2001-10-10,2385581508
2001-10-11,2498042628
2001-10-12,2457275472
2001-10-15,2388393036
2001-10-16,2327945184
2001-10-17,2274526152
2001-10-18,2190180312
2001-10-19,2219701356
2001-10-22,2167688088
2001-10-23,2187368784
2001-10-24,2174716908
2001-10-25,2207049480
2001-10-26,2353248936
2001-10-29,2216889828
2001-10-30,2142384336
2001-10-31,2319510600
2001-11-01,2431971720
2001-11-02,2334974004
2001-11-05,2382769980
2001-11-06,2434783248
2001-11-07,2544432840
2001-11-08,2460087000
2001-11-09,2423537136
2001-11-12,2524752144
2001-11-13,2589417288
2001-11-14,2595040344
2001-11-15,2429160192
2001-11-16,2455869708
2001-11-19,2443217832
2001-11-20,2340597060
2001-11-21,2370118104
2001-11-23,2410885260
2001-11-26,2340597060
2001-11-27,2280149208
2001-11-28,2277337680
2001-11-29,2302641432
2001-11-30,2395794062
2001-12-03,2419851061
2001-12-04,2482116235
2001-12-05,2617967523
2001-12-06,2605231464
2001-12-07,2528815115
2001-12-10,2476455765
2001-12-11,2487776705
2001-12-12,2644854757
2001-12-13,2678817578
2001-12-14,2654760580
2001-12-17,2656175697
2001-12-18,2833065395
2001-12-19,3014200445
2001-12-20,2971746918
2001-12-21,3009955092
2001-12-24,3075050501
2001-12-26,3090616794
2001-12-27,3055238855
2001-12-28,3087786559
2001-12-31,3014200445
2002-01-02,2984482976
2002-01-03,2926463155
2002-01-04,2961841094
2002-01-07,3019860915
2002-01-08,3026936503
2002-01-09,3138730792
2002-01-10,3032596973
2002-01-11,2995803916
2002-01-14,3035427209
2002-01-15,3090616794
2002-01-16,3087786559
2002-01-17,3199580848
2002-01-18,3186844790
2002-01-22,3216562259
2002-01-23,3284487903
2002-01-24,3392036839
2002-01-25,3376470545
2002-01-28,3509491598
2002-01-29,3509491598
2002-01-30,3622701004
2002-01-31,3570341654
2002-02-01,3527888126
2002-02-04,3512321833
2002-02-05,3461377600
2002-02-06,3376470545
2002-02-07,3380715898
2002-02-08,3360904252
2002-02-11,3438735719
2002-02-12,3457132247
2002-02-13,3444396189
2002-02-14,3469868306
2002-02-15,3400527544
2002-02-19,3400527544
2002-02-20,3380715898
2002-02-21,3428829896
2002-02-22,3409018250
2002-02-25,3533548597
2002-02-26,3617040534
2002-02-27,3533548597
2002-02-28,3597554645
2002-03-01,3740769400
2002-03-04,3886848450
2002-03-05,3699237121
2002-03-06,3835291138
2002-03-07,3720719334
2002-03-08,3714990744
2002-03-11,3714990744
2002-03-12,3736472957
2002-03-13,3697804974
2002-03-14,3620469006
2002-03-15,3554590219
2002-03-18,3454339890
2002-03-19,3570343842
2002-03-20,3428561234
2002-03-21,3331175201
2002-03-22,3551725924
2002-03-25,3487279284
2002-03-26,3626197596
2002-03-27,3482982841
2002-03-28,3438586267
2002-04-01,3369843185
2002-04-02,3342632381
2002-04-03,3412807611
2002-04-04,3355521709
2002-04-05,3384164660
2002-04-08,3511625792
2002-04-09,3617604711
2002-04-10,3564615251
2002-04-11,3480118546
2002-04-12,3558886661
2002-04-15,3560318809
2002-04-16,3497304317
2002-04-17,3513057940
2002-04-18,3454339890
2002-04-19,3472957808
2002-04-22,3567479547
2002-04-23,3704965711
2002-04-24,3692076383
2002-04-25,3677754908
2002-04-26,3564615251
2002-04-29,3624765449
2002-04-30,3619036858
2002-05-01,3690644236
2002-05-02,3739337253
2002-05-03,3753658728
2002-05-06,3616172563
2002-05-07,3657704842
2002-05-08,3644815514
2002-05-09,3644815514
2002-05-10,3557454514
2002-05-13,3554590219
2002-05-14,3683483498
2002-05-15,3610443973
2002-05-16,3488711431
2002-05-17,3581801022
2002-05-20,3545997333
2002-05-21,3467229218
2002-05-22,3454339890
2002-05-23,3511625792
2002-05-24,3607579678
2002-05-28,3544565186
2002-05-29,3521650825
2002-05-30,3500168612
2002-05-31,3576315014
2002-06-03,3442741802
2002-06-04,3307732320
2002-06-05,3405398754
2002-06-06,3485829935
2002-06-07,3528918068
2002-06-10,3500192646
2002-06-11,3494447561
2002-06-12,3534663152
2002-06-13,3444178073
2002-06-14,3490138748
2002-06-17,3626584502
2002-06-18,3744358731
2002-06-19,3867878045
2002-06-20,4022995323
2002-06-21,4014377696
2002-06-24,3921020075
2002-06-25,3824789912
2002-06-26,3945436684
2002-06-27,3905221093
2002-06-28,4000014985
2002-07-01,4136460739
2002-07-02,4027304136
2002-07-03,4022995323
2002-07-05,4084754979
2002-07-08,4076137353
2002-07-09,3982779732
2002-07-10,3913838720
2002-07-11,3712760767
2002-07-12,3643819755
2002-07-15,3725687207
2002-07-16,3538971965
2002-07-17,3493011290
2002-07-18,3458540784
2002-07-19,3210065886
2002-07-22,3017605560
2002-07-23,3151178771
2002-07-24,3326403844
2002-07-25,3185649277
2002-07-26,3184213006
2002-07-29,3426942820
2002-07-30,3431251634
2002-07-31,3316349946
2002-08-01,3187085548
2002-08-02,2889777433
2002-08-05,2940046921
2002-08-06,3059257421
2002-08-07,2986007596
2002-08-08,3131070976
2002-08-09,3146869958
2002-08-12,3116708265
2002-08-13,3072183861
2002-08-14,3143997416
2002-08-15,3359438079
2002-08-16,3388163501
2002-08-19,3495883833
2002-08-20,3448486887
2002-08-21,3408271296
2002-08-22,3553334676
2002-08-23,3544717050
2002-08-26,3672545177
2002-08-27,3531790610
2002-08-28,3477212308
2002-08-29,3435560447
2002-08-30,3449923158
2002-09-03,3321858763
2002-09-04,3492394221
2002-09-05,3608472979
2002-09-06,3637134401
2002-09-09,3799071433
2002-09-10,3783307651
2002-09-11,3783307651
2002-09-12,3668661964
2002-09-13,3790473006
2002-09-16,3784740722
2002-09-17,3767543869
2002-09-18,3694457244
2002-09-19,3482362724
2002-09-20,3641433614
2002-09-23,3624236761
2002-09-24,3519622572
2002-09-25,3591276126
2002-09-26,3713087168
2002-09-27,3651465111
2002-09-30,3637134401
2002-10-01,3753213158
2002-10-02,3711654097
2002-10-03,3661496609
2002-10-04,3499559577
2002-10-07,3383480819
2002-10-08,3443669805
2002-10-09,3264535920
2002-10-10,3394945388
2002-10-11,3543984780
2002-10-14,3569780060
2002-10-15,3725984808
2002-10-16,3634268258
2002-10-17,3834898210
2002-10-18,3738882447
2002-10-21,3900819479
2002-10-22,3781874580
2002-10-23,3843496636
2002-10-24,3711654097
2002-10-25,3725984808
2002-10-28,3605606837
2002-10-29,3605606837
2002-10-30,3518189501
2002-10-31,3597008410
2002-11-01,3599874552
2002-11-04,3595575339
2002-11-05,3589843055
2002-11-06,3675827320
2002-11-07,3476630440
2002-11-08,3361984753
2002-11-11,3354819398
2002-11-12,3306094981
2002-11-13,3264535920
2002-11-14,3366283966
2002-11-15,3430772165
2002-11-18,3333323332
2002-11-19,3333323332
2002-11-20,3419307596
2002-11-21,3459433587
2002-11-22,3449402089
2002-11-25,3440803663
2002-11-26,3343354829
2002-11-27,3488095008
2002-11-29,3456567444
2002-12-02,3491908392
2002-12-03,3299600393
2002-12-04,3305384092
2002-12-05,3279357446
2002-12-06,3253330800
2002-12-09,3296708544
2002-12-10,3233087852
2002-12-11,3282249296
2002-12-12,3382018107
2002-12-13,3301046318
2002-12-16,3478895068
2002-12-17,3444192873
2002-12-18,3454314347
2002-12-19,3464435820
2002-12-20,3543961684
2002-12-23,3522272812
2002-12-24,3512151339
2002-12-26,3523718737
2002-12-27,3447084723
2002-12-30,3405152904
2002-12-31,3395031430
2003-01-02,3545407609
2003-01-03,3502029865
2003-01-06,3546853534
2003-01-07,3619149774
2003-01-08,3649514195
2003-01-09,3708797112
2003-01-10,3729040059
2003-01-13,3663973443
2003-01-14,3610474225
2003-01-15,3655297894
2003-01-16,3753620780
2003-01-17,3750728931
2003-01-21,3700121563
2003-01-22,3648068270
2003-01-23,3713134886
2003-01-24,3658189744
2003-01-27,3577217955
2003-01-28,3598906827
2003-01-29,3622041624
2003-01-30,3522272812
2003-01-31,3543961684
2003-02-03,3556975008
2003-02-04,3530948361
2003-02-05,3588785353
2003-02-06,3484678768
2003-02-07,3448530648
2003-02-10,3480340993
2003-02-11,3519380963
2003-02-12,3457206196
2003-02-13,3351653686
2003-02-14,3418166227
2003-02-18,3549745384
2003-02-19,3519380963
2003-02-20,3513597264
2003-02-21,3577217955
2003-02-24,3506367640
2003-02-25,3600352752
2003-02-26,3559866857
2003-02-27,3558420932
2003-02-28,3555502955
2003-03-03,3585891869
2003-03-04,3328309645
2003-03-05,3253060905
2003-03-06,3216883626
2003-03-07,3289238183
2003-03-10,3213989444
2003-03-11,3209648170
2003-03-12,3244378358
2003-03-13,3391981655
2003-03-14,3354357285
2003-03-17,3426711843
2003-03-18,3426711843
2003-03-19,3523666950
2003-03-20,3572868049
2003-03-21,3681399885
2003-03-24,3588786052
2003-03-25,3601809872
2003-03-26,3538137861
2003-03-27,3551161682
2003-03-28,3551161682
2003-03-31,3526561132
2003-04-01,3606151145
2003-04-02,3733495167
2003-04-03,3768225354
2003-04-04,3708894617
2003-04-07,3707447526
2003-04-08,3688635341
2003-04-09,3716130073
2003-04-10,3755201534
2003-04-11,3732048075
2003-04-14,3795720086
2003-04-15,3839132820
2003-04-16,3842027003
2003-04-17,3853603732
2003-04-21,3833344456
2003-04-22,3946217566
2003-04-23,3963582659
2003-04-24,3904251922
2003-04-25,3840579912
2003-04-28,3870968826
2003-04-29,3873863008
2003-04-30,3924511198
2003-05-01,3834791547
2003-05-02,3891228102
2003-05-05,3927405381
2003-05-06,3882545555
2003-05-07,4037384308
2003-05-08,4082244134
2003-05-09,4218270702
2003-05-12,4352850179
2003-05-13,4339826358
2003-05-14,4335485085
2003-05-15,4413628007
2003-05-16,4341273450
2003-05-19,4277601439
2003-05-20,4274707257
2003-05-21,4305096171
2003-05-22,4510583114
2003-05-23,4574255125
2003-05-27,4577149307
2003-05-28,4759482792
2003-05-29,4717517149
2003-05-30,4852096625
2003-06-02,5093588515
2003-06-03,5121104900
2003-06-04,5292317959
2003-06-05,5436014634
2003-06-06,5289260583
2003-06-09,5140977844
2003-06-10,5332063848
2003-06-11,5767739937
2003-06-12,5750924368
2003-06-13,5755510432
2003-06-16,5945067748
2003-06-17,5928252180
2003-06-18,5831944834
2003-06-19,5812071890
2003-06-20,5628629326
2003-06-23,5694362911
2003-06-24,5729522736
2003-06-25,5573596557
2003-06-26,5720350608
2003-06-27,5639330142
2003-06-30,5465059707
2003-07-01,5573596557
2003-07-02,5660731775
2003-07-03,5633215390
2003-07-07,5740223552
2003-07-08,5847231714
2003-07-09,5741752240
2003-07-10,5590412125
2003-07-11,5565953117
2003-07-14,5698948975
2003-07-15,5436014634
2003-07-16,5486461339
2003-07-17,5292317959
2003-07-18,5225055686
2003-07-21,5079830323
2003-07-22,5235756502
2003-07-23,5203654054
2003-07-24,5179195045
2003-07-25,5182252421
2003-07-28,5089002451
2003-07-29,5104289332
2003-07-30,5156264725
2003-07-31,4983522977
2003-08-01,4830654174
2003-08-04,4914732016
2003-08-05,4807723854
2003-08-06,5059957379
2003-08-07,5082887699
2003-08-08,5163908165
2003-08-11,5121104900
2003-08-12,5154736037
2003-08-13,4968236097
2003-08-14,4983522977
2003-08-15,5043141810
2003-08-18,5055371315
2003-08-19,5235756502
2003-08-20,5200596678
2003-08-21,5284674519
2003-08-22,5197539302
2003-08-25,5212826182
2003-08-26,5208240118
2003-08-27,5142506532
2003-08-28,5223526998
2003-08-29,5140977844
2003-09-02,5020794661
2003-09-03,5229681360
2003-09-04,5381462342
2003-09-05,5304820460
2003-09-08,5379959560
2003-09-09,5358920611
2003-09-10,5109458800
2003-09-11,5229681360
2003-09-12,5325859408
2003-09-15,5429551366
2003-09-16,5606879642
2003-09-17,5600868514
2003-09-18,5665488140
2003-09-19,5635432500
2003-09-22,5522723850
2003-09-23,5570812874
2003-09-24,5710571600
2003-09-25,5695543780
2003-09-26,5692538216
2003-09-29,5775191226
2003-09-30,5844319198
2003-10-01,6171925674
2003-10-02,6218511916
2003-10-03,6171925674
2003-10-06,6289142670
2003-10-07,6302667708
2003-10-08,6340237258
2003-10-09,6418381922
2003-10-10,6367287334
2003-10-13,6553632302
2003-10-14,6561146211
2003-10-15,6284634324
2003-10-16,6329717784
2003-10-17,6263595376
2003-10-20,6319198310
2003-10-21,6421387486
2003-10-22,6389829064
2003-10-23,6514559970
2003-10-24,6430404178
2003-10-27,6555135084
2003-10-28,6664838170
2003-10-29,6971405698
2003-10-30,6875227650
2003-10-31,6902277726
2003-11-03,6972908480
2003-11-04,6899272161
2003-11-05,7132203372
2003-11-06,7138214500
2003-11-07,6837658100
2003-11-10,6670849298
2003-11-11,6759513436
2003-11-12,6926322238
2003-11-13,6996952992
2003-11-14,6899272161
2003-11-17,6900774944
2003-11-18,6917305546
2003-11-19,6956377878
2003-11-20,6953372314
2003-11-21,7010478030
2003-11-24,7285487136
2003-11-25,7395190222
2003-11-26,7315542776
2003-11-28,7356117890
2003-12-01,8009310849
2003-12-02,7955652412
2003-12-03,7714189445
2003-12-04,7741018663
2003-12-05,7640014546
2003-12-08,7851491916
2003-12-09,7545323186
2003-12-10,7161823179
2003-12-11,7278609189
2003-12-12,7319642112
2003-12-15,7179183262
2003-12-16,7169714126
2003-12-17,7401707957
2003-12-18,7564261458
2003-12-19,7546901376
2003-12-22,7741018663
2003-12-23,7823084508
2003-12-24,7777317018
2003-12-26,7843600970
2003-12-29,7848335538
2003-12-30,7670000143
2003-12-31,7575308784
2004-01-02,7400129768
2004-01-05,7302282029
2004-01-06,7455366394
2004-01-07,7360675035
2004-01-08,7059240873
2004-01-09,7275452811
2004-01-12,7071866387
2004-01-13,6904578318
2004-01-14,7038724411
2004-01-15,7120790256
2004-01-16,7166557747
2004-01-20,7144463096
2004-01-21,7337002195
2004-01-22,7444319069
2004-01-23,7370144171
2004-01-26,7329111248
2004-01-27,7357518656
2004-01-28,6898265561
2004-01-29,6958236755
2004-01-30,6959814945
2004-02-02,6929829348
2004-02-03,7052928115
2004-02-04,6873014532
2004-02-05,6838294366
2004-02-06,7103430174
2004-02-09,7150775854
2004-02-10,7112899310
2004-02-11,7374878739
2004-02-12,7401707957
2004-02-13,7390660632
2004-02-17,7524806725
2004-02-18,7474304666
2004-02-19,7354362277
2004-02-20,7299125651
2004-02-23,7231263510
2004-02-24,7284921947
2004-02-25,7286500136
2004-02-26,7537432240
2004-02-27,7804146236
2004-03-01,8227050598
2004-03-02,8170159737
2004-03-03,8225470296
2004-03-04,8391401973
2004-03-05,8739068345
2004-03-08,8814922826
2004-03-09,8745389552
2004-03-10,8543110936
2004-03-11,8596841193
2004-03-12,8783316793
2004-03-15,8846528860
2004-03-16,8851269765
2004-03-17,8494121583
2004-03-18,8549432142
2004-03-19,8407204990
2004-03-22,8374018655
2004-03-23,8478318566
2004-03-24,8399303482
2004-03-25,8453033739
2004-03-26,8490960980
2004-03-29,8421427706
2004-03-30,8634768434
2004-03-31,8538370031
2004-04-01,8558913953
2004-04-02,8252335425
2004-04-05,8111688574
2004-04-06,8160677927
2004-04-07,8116429479
2004-04-08,7975782629
2004-04-12,7833555477
2004-04-13,7711872247
2004-04-14,7702390437
2004-04-15,7724514660
2004-04-16,7776664616
2004-04-19,7658141989
2004-04-20,7457443675
2004-04-21,7596510223
2004-04-22,7754540392
2004-04-23,7636017766
2004-04-26,7656561688
2004-04-27,7808270650
2004-04-28,7544360268
2004-04-29,7395811909
2004-04-30,7403713417
2004-05-03,7468505786
2004-05-04,7451122468
2004-05-05,7511173932
2004-05-06,7348402858
2004-05-07,7032342520
2004-05-10,6831644205
2004-05-11,6886954765
2004-05-12,6926462307
2004-05-13,6937524419
2004-05-14,6988094073
2004-05-17,6833224507
2004-05-18,6807939680
2004-05-19,6577215633
2004-05-20,6621464081
2004-05-21,6683095847
2004-05-24,6841126016
2004-05-25,7138222733
2004-05-26,7125580320
2004-05-27,7248843852
2004-05-28,7253584757
2004-06-01,7192814071
2004-06-02,7112013736
2004-06-03,7035966363
2004-06-04,7002695637
2004-06-07,7343324497
2004-06-08,7170633587
2004-06-09,7005864278
2004-06-10,7018538840
2004-06-14,6891793218
2004-06-15,6904467780
2004-06-16,6796734001
2004-06-17,6907636420
2004-06-18,7009032918
2004-06-21,6951997388
2004-06-22,6959918990
2004-06-23,7016954520
2004-06-24,7207072953
2004-06-25,7272030085
2004-06-28,7035966363
2004-06-29,6959918990
2004-06-30,7085080292
2004-07-01,7035966363
2004-07-02,7175386548
2004-07-06,7035966363
2004-07-07,7064484128
2004-07-08,6682662941
2004-07-09,6755541673
2004-07-12,6769800556
2004-07-13,6963087630
2004-07-14,6830004727
2004-07-15,6796734001
2004-07-16,6837926328
2004-07-19,6727023908
2004-07-20,6690584542
2004-07-21,6559085959
2004-07-22,6708012065
2004-07-23,6633549012
2004-07-26,6494128827
2004-07-27,6544827076
2004-07-28,6571760521
2004-07-29,6728608229
2004-07-30,6761878955
2004-08-02,6761878955
2004-08-03,6692168862
2004-08-04,6722270948
2004-08-05,6685831581
2004-08-06,6696921823
2004-08-09,6657313816
2004-08-10,6806239922
2004-08-11,6746035752
2004-08-12,6722270948
2004-08-13,6776137837
2004-08-16,6925063943
2004-08-17,7066068448
2004-08-18,7129441260
2004-08-19,7085080292
2004-08-20,7145284462
2004-08-23,7224500476
2004-08-24,7203904313
2004-08-25,7161127665
2004-08-26,7172217907
2004-08-27,7210241594
2004-08-30,7093001893
2004-08-31,7253782794
