,MOS
2018-08-03,11738475000
2018-08-06,11603550000
2018-08-07,12220350000
2018-08-08,12158670000
2018-08-09,12359130000
2018-08-10,12139395000
2018-08-13,11696070000
2018-08-14,11811720000
2018-08-15,11430075000
2018-08-16,11422365000
2018-08-17,11422365000
2018-08-20,11472480000
2018-08-21,11379960000
2018-08-22,11364540000
2018-08-23,11345265000
2018-08-24,11426220000
2018-08-27,11804010000
2018-08-28,11888820000
2018-08-29,12177945000
2018-08-30,12077715000
2018-08-31,12054585000
2018-09-04,11884965000
2018-09-05,11761605000
2018-09-06,11672940000
2018-09-07,11541870000
2018-09-10,11680650000
2018-09-11,11923515000
2018-09-12,11996760000
2018-09-13,11827140000
2018-09-14,11869545000
2018-09-17,12332145000
2018-09-18,12139395000
2018-09-19,12258900000
2018-09-20,12455505000
2018-09-21,12463215000
2018-09-24,12332145000
2018-09-25,12571155000
2018-09-26,12548024999
2018-09-27,12440085000
2018-09-28,12521039999
2018-10-01,12671384999
2018-10-02,12740774999
2018-10-03,12929670000
2018-10-04,13022190000
2018-10-05,12763905000
2018-10-08,12999060000
2018-10-09,12760050000
2018-10-10,12455505000
2018-10-11,12601995000
2018-10-12,12679095000
2018-10-15,12690660000
2018-10-16,12771615000
2018-10-17,12740774999
2018-10-18,12663675000
2018-10-19,12783179999
2018-10-22,12636690000
2018-10-23,12108555000
2018-10-24,11379960000
2018-10-25,11565000000
2018-10-26,11495610000
2018-10-29,11422365000
2018-10-30,11734620000
2018-10-31,11927370000
2018-11-01,12382259999
2018-11-02,12301305000
2018-11-05,12420810000
2018-11-06,13739220000
2018-11-07,14109300000
2018-11-08,14259645000
2018-11-09,14120865000
2018-11-12,13993649999
2018-11-13,13928115000
2018-11-14,13770060000
2018-11-15,13931970000
2018-11-16,14136285000
2018-11-19,13465515000
2018-11-20,13376850000
2018-11-21,13669830000
2018-11-23,13492500000
2018-11-26,13789335000
2018-11-27,13515630000
2018-11-28,13615860000
2018-11-29,13943535000
2018-11-30,13878000000
2018-12-03,14209530000
2018-12-04,13600440000
2018-12-06,13319024999
2018-12-07,12921960000
2018-12-10,12798600000
2018-12-11,12721500000
2018-12-12,11915805000
2018-12-13,11915805000
2018-12-14,11923515000
2018-12-17,11588130000
2018-12-18,11692215000
2018-12-19,11403090000
2018-12-20,11098545000
2018-12-21,11009880000
2018-12-24,10659075000
2018-12-26,11299005000
2018-12-27,11395380000
2018-12-28,11110110000
2018-12-31,11260455000
2019-01-02,11248890000
2019-01-03,10967475000
2019-01-04,11715345000
2019-01-07,11804010000
2019-01-08,12089280000
2019-01-09,12085425000
2019-01-10,12170235000
2019-01-11,12197220000
2019-01-14,12096990000
2019-01-15,12104700000
2019-01-16,12139395000
2019-01-17,12320580000
2019-01-18,12413100000
2019-01-22,11938935000
2019-01-23,12012180000
2019-01-24,11954355000
2019-01-25,12293595000
2019-01-28,12177945000
2019-01-29,12251190000
2019-01-30,12301305000
2019-01-31,12443940000
2019-02-01,12567300000
2019-02-04,12316725000
2019-02-05,12413100000
2019-02-06,12513330000
2019-02-07,12104700000
2019-02-08,12023745000
2019-02-11,11919660000
2019-02-12,12293595000
2019-02-13,12359130000
2019-02-14,12312870000
2019-02-15,12378405000
2019-02-19,12443940000
2019-02-20,12906539999
2019-02-21,12787035000
2019-02-22,12451649999
2019-02-25,12632835000
2019-02-26,12120120000
2019-02-27,12401535000
2019-02-28,12054585000
2019-03-01,11950500000
2019-03-04,11881110000
2019-03-05,11522595000
2019-03-06,11268165000
2019-03-07,10763160000
2019-03-08,10801710000
2019-03-11,11067705000
2019-03-12,11052285000
2019-03-13,11083125000
2019-03-14,10940490000
2019-03-15,11067705000
2019-03-18,11040720000
2019-03-19,11006025000
2019-03-20,10863390000
2019-03-21,10909650000
2019-03-22,10350675000
2019-03-25,10381515000
2019-03-26,10184910000
2019-03-27,10254300000
2019-03-28,10474035000
2019-03-29,10528005000
2019-04-01,10740672000
2019-04-02,10613358000
2019-04-03,10555488000
2019-04-04,10694376000
2019-04-05,10771536000
2019-04-08,10744530000
2019-04-09,10586352000
2019-04-10,10555488000
2019-04-11,10416600000
2019-04-12,10339440000
2019-04-15,10273854000
2019-04-16,10354872000
2019-04-17,10378020000
2019-04-18,10443606000
2019-04-22,10478328000
2019-04-23,10351014000
2019-04-24,10154256000
2019-04-25,10050090000
2019-04-26,10100244000
2019-04-29,10080954000
2019-04-30,10073238000
2019-05-01,9957498000
2019-05-02,9741450000
2019-05-03,9884196000
2019-05-06,9749166000
2019-05-07,8969850000
2019-05-08,9232194000
2019-05-09,9124170000
2019-05-10,9220620000
2019-05-13,8838678000
2019-05-14,8800098000
2019-05-15,8803956000
2019-05-16,8935128000
2019-05-17,8796240000
2019-05-20,8672784000
2019-05-21,8815530000
2019-05-22,8618772000
2019-05-23,8340996000
2019-05-24,8333280000
2019-05-28,8225256000
2019-05-29,8256119999
2019-05-30,8205966000
2019-05-31,8283126000
2019-06-03,8499174000
2019-06-04,8765376000
2019-06-05,8584050000
2019-06-06,8665068000
2019-06-07,8545469999
2019-06-10,8584050000
2019-06-11,8638062000
2019-06-12,8742228000
2019-06-13,8811672000
2019-06-14,8626488000
2019-06-17,8981424000
2019-06-18,9282348000
2019-06-19,9054726000
2019-06-20,9116454000
2019-06-21,9035436000
2019-06-24,9039294000
2019-06-25,9320928000
2019-06-26,9313212000
2019-06-27,9409662000
2019-06-28,9656574000
2019-07-01,9728950000
2019-07-02,9490250000
2019-07-03,9532600000
2019-07-05,9548000000
2019-07-08,9259250000
2019-07-09,8982050000
2019-07-10,8885800000
2019-07-11,8658650000
2019-07-12,8855000000
2019-07-15,8997450000
2019-07-16,9128350000
2019-07-17,9186100000
2019-07-18,9174550000
2019-07-19,9324700000
2019-07-22,9336250000
2019-07-23,9544150000
2019-07-24,9559550000
2019-07-25,9336250000
2019-07-26,9359350000
2019-07-29,9178400000
2019-07-30,9721250000
2019-07-31,9698150000
2019-08-01,9655800000
2019-08-02,9390150000
2019-08-05,9086000000
2019-08-06,8477700000
2019-08-07,8747200000
2019-08-08,8881950000
2019-08-09,8701000000
2019-08-12,7992600000
2019-08-13,7934850000
2019-08-14,7561400000
2019-08-15,7426650000
2019-08-16,7599899999
2019-08-19,7692300000
2019-08-20,7457450000
2019-08-21,7341950000
2019-08-22,7341950000
2019-08-23,6933850000
2019-08-26,6914600000
2019-08-27,6799100000
2019-08-28,6876100000
2019-08-29,7072450000
2019-08-30,7080150000
2019-09-03,6899200000
2019-09-04,6991600000
2019-09-05,7461300000
2019-09-06,7522900000
2019-09-09,7769300000
2019-09-10,8231300000
2019-09-11,8466149999
2019-09-12,8462300000
2019-09-13,8720250000
2019-09-16,8843450000
2019-09-17,8396849999
2019-09-18,8304450000
2019-09-19,8081149999
2019-09-20,7965650000
2019-09-23,8042650000
2019-09-24,7719250000
2019-09-25,7911750000
2019-09-26,7680750000
2019-09-27,7800100000
2019-09-30,7765400000
2019-10-01,7655548000
2019-10-02,7602516000
2019-10-03,7473724000
2019-10-04,7344932000
2019-10-07,7272960000
2019-10-08,7026740000
2019-10-09,7129016000
2019-10-10,7325992000
2019-10-11,7848736000
2019-10-14,7598727999
2019-10-15,7640396000
2019-10-16,7598727999
2019-10-17,7439632000
2019-10-18,7405540000
2019-10-21,7375236000
2019-10-22,7454784000
2019-10-23,7640396000
2019-10-24,7545696000
2019-10-25,7780552000
2019-10-28,7795703999
2019-10-29,7807068000
2019-10-30,7644184000
2019-10-31,7530544000
2019-11-01,7826008000
2019-11-04,8083592000
2019-11-05,8201019999
2019-11-06,7833584000
2019-11-07,7856311999
2019-11-08,7882827999
2019-11-11,7928284000
2019-11-12,7928284000
2019-11-13,7454784000
2019-11-14,7685852000
2019-11-15,7481300000
2019-11-18,7178260000
2019-11-19,7125227999
2019-11-20,6867644000
2019-11-21,6825976000
2019-11-22,6879008000
2019-11-25,7060832000
2019-11-26,7102500000
2019-11-27,7197200000
2019-11-29,7216140000
2019-12-02,7193411999
2019-12-03,6981284000
2019-12-04,6958556000
2019-12-05,7026740000
2019-12-06,7227503999
2019-12-09,7098711999
2019-12-10,6913100000
2019-12-11,6901736000
2019-12-12,7182048000
2019-12-13,7057044000
2019-12-16,7379024000
2019-12-17,7632819999
2019-12-18,7901768000
2019-12-19,7803280000
2019-12-20,8223748000
2019-12-23,8159352000
2019-12-24,8125260000
2019-12-26,8204808000
2019-12-27,8038136000
2019-12-30,7966164000
2019-12-31,8135037017
2020-01-02,8056092572
2020-01-03,7804222203
2020-01-06,7804222203
2020-01-07,7864370351
2020-01-08,7935796276
2020-01-09,7932037017
2020-01-10,7751592573
2020-01-13,7913240721
2020-01-14,8022259239
2020-01-15,8089925906
2020-01-16,8277888868
2020-01-17,8221499979
2020-01-21,7950833313
2020-01-22,7529796277
2020-01-23,7499722203
2020-01-24,7195222204
2020-01-27,6977185167
2020-01-28,7274166648
2020-01-29,7259129611
2020-01-30,7582425907
2020-01-31,7458370352
2020-02-03,7503481463
2020-02-04,7826777758
2020-02-05,8029777758
2020-02-06,7845574054
2020-02-07,7612499981
2020-02-10,7454611092
2020-02-11,7567388870
2020-02-12,7650092573
2020-02-13,7323037019
2020-02-14,7048611093
2020-02-18,6860648131
2020-02-19,6920796279
2020-02-20,6943351834
2020-02-21,7214018500
2020-02-24,7296722204
2020-02-25,6804259242
2020-02-26,6559907391
2020-02-27,6221574058
2020-02-28,6402018502
2020-03-02,6638851835
2020-03-03,6394499984
2020-03-04,6424574058
2020-03-05,6086240725
2020-03-06,5375740727
2020-03-09,4481037026
2020-03-10,4751703692
2020-03-11,4311870359
2020-03-12,3642722213
2020-03-13,4138944434
2020-03-16,3740462953
2020-03-17,3635203694
2020-03-18,2635240734
2020-03-19,3090111103
2020-03-20,3605129620
2020-03-23,3466037028
2020-03-24,4022407397
2020-03-25,4086314804
2020-03-26,4029925916
2020-03-27,3721666657
2020-03-30,3759259250
2020-03-31,4101862000
2020-04-01,3832701000
2020-04-02,3722762000
2020-04-03,3768254000
2020-04-06,4295203000
2020-04-07,4424097000
2020-04-08,4473380000
2020-04-09,4916927000
2020-04-13,4625020000
2020-04-14,4617438000
2020-04-15,4310367000
2020-04-16,4105653000
2020-04-17,4340695000
2020-04-20,4223174000
2020-04-21,4128399000
2020-04-22,4185263999
2020-04-23,4257293000
2020-04-24,4295203000
2020-04-27,4389978000
2020-04-28,4371023000
2020-04-29,4549200000
2020-04-30,4363441000
2020-05-01,4226965000
2020-05-04,4162518000
2020-05-05,4465798000
2020-05-06,4094280000
2020-05-07,4208010000
2020-05-08,4515081000
2020-05-11,4253502000
2020-05-12,4101862000
2020-05-13,3866819999
2020-05-14,3942640000
2020-05-15,3821328000
2020-05-18,4154936000
2020-05-19,4181472999
2020-05-20,4443052000
2020-05-21,4378605000
2020-05-22,4382396000
2020-05-26,4606065000
2020-05-27,4905554000
2020-05-28,4625020000
2020-05-29,4583319000
2020-06-01,4746332000
2020-06-02,4791824000
2020-06-03,5201252000
2020-06-04,5254326000
2020-06-05,5345310000
2020-06-08,5678918000
2020-06-09,5591725000
2020-06-10,5341519000
2020-06-11,4742541000
2020-06-12,5034448000
2020-06-15,5068567000
2020-06-16,5170924000
2020-06-17,5045821000
2020-06-18,4962419000
2020-06-19,4890390000
2020-06-22,4947255000
2020-06-23,4897972000
2020-06-24,4537827000
2020-06-25,4666721000
2020-06-26,4579528000
2020-06-29,4795615000
2020-06-30,4742541000
2020-07-01,4689467000
2020-07-02,4871435000
2020-07-06,4981374000
2020-07-07,4879017000
2020-07-08,4590901000
2020-07-09,4427888000
2020-07-10,4662930000
2020-07-13,4909345000
2020-07-14,4966210000
2020-07-15,5083731000
2020-07-16,5004120000
2020-07-17,5083731000
2020-07-20,4871435000
2020-07-21,5030657000
2020-07-22,5083731000
2020-07-23,5133014000
2020-07-24,5182297000
2020-07-27,5307400000
2020-07-28,5117850000
2020-07-29,5299818000
2020-07-30,5117850000
2020-07-31,5106477000
2020-08-03,5186088000
2020-08-04,5887423000
2020-08-05,6183120999
2020-08-06,6118674000
2020-08-07,6516729000
2020-08-10,6975439999
2020-08-11,6687324000
2020-08-12,6600131000
2020-08-13,6619086000
2020-08-14,6759352999
2020-08-17,6766935000
2020-08-18,6929948000
2020-08-19,6797263000
2020-08-20,6751770999
2020-08-21,6630458999
2020-08-24,7013350000
2020-08-25,6952694000
2020-08-26,7001977000
2020-08-27,6983022000
2020-08-28,7168781000
2020-08-31,6910993000
2020-09-01,7089170000
2020-09-02,7161199000
2020-09-03,7005768000
2020-09-04,7024723000
2020-09-08,6630458999
2020-09-09,6812427000
2020-09-10,6717652000
2020-09-11,6941320999
2020-09-14,6873083000
2020-09-15,6835173000
2020-09-16,6861710000
2020-09-17,7301466000
2020-09-18,7301466000
2020-09-21,6751770999
2020-09-22,6842755000
2020-09-23,6922366000
2020-09-24,7134662000
2020-09-25,7047469000
2020-09-28,7001977000
2020-09-29,6816218000
2020-09-30,6926157000
2020-10-01,6744189000
2020-10-02,6941320999
2020-10-05,7309048000
2020-10-06,7138452999
2020-10-07,7483433999
2020-10-08,7475852000
2020-10-09,7472061000
2020-10-12,7331794000
2020-10-13,7309048000
2020-10-14,7320420999
2020-10-15,7388658999
2020-10-16,7255974000
2020-10-19,7229437000
2020-10-20,7142244000
2020-10-21,7168781000
2020-10-22,7092961000
2020-10-23,7089170000
2020-10-26,6880664999
2020-10-27,6956485000
2020-10-28,6850337000
2020-10-29,6937530000
2020-10-30,7013350000
2020-11-02,7415195999
2020-11-03,6516729000
2020-11-04,6349925000
2020-11-05,6509147000
2020-11-06,6402999000
2020-11-09,6444700000
2020-11-10,6679742000
2020-11-11,6691114999
2020-11-12,6581176000
2020-11-13,6831382000
2020-11-16,7119498000
2020-11-17,7187736000
2020-11-18,7274929000
2020-11-19,7422777999
2020-11-20,7434151000
2020-11-23,7786714000
2020-11-24,8787538000
2020-11-25,8556287000
2020-11-27,8597988000
2020-11-30,8325036000
2020-12-01,8249216000
2020-12-02,8052083999
2020-12-03,8048293000
2020-12-04,8635898000
2020-12-07,8359155000
2020-12-08,8484258000
2020-12-09,8495631000
2020-12-10,8434975000
2020-12-11,8427393000
2020-12-14,8597988000
2020-12-15,8761001000
2020-12-16,8575242000
2020-12-17,8757210000
2020-12-18,8867149000
2020-12-21,8772374000
2020-12-22,8290917000
2020-12-23,8374319000
2020-12-24,8325036000
2020-12-28,8192351000
2020-12-29,8218888000
2020-12-30,8400856000
2020-12-31,8725392000
2021-01-04,8975664000
2021-01-05,9309360000
2021-01-06,9878160000
2021-01-07,10204272000
2021-01-08,10166352000
2021-01-11,10151184000
2021-01-12,10792032000
2021-01-13,10655520000
2021-01-14,10958880000
2021-01-15,10860288000
2021-01-19,10886832000
2021-01-20,10807200000
2021-01-21,10773072000
2021-01-22,10742736000
2021-01-25,10871664000
2021-01-26,10382496000
2021-01-27,10120848000
2021-01-28,10318032000
2021-01-29,9844032000
2021-02-01,10185312000
2021-02-02,10340784000
2021-02-03,10469712000
2021-02-04,10409040000
2021-02-05,10484880000
2021-02-08,11030928000
2021-02-09,10610016000
2021-02-10,10575888000
2021-02-11,10560720000
2021-02-12,11099184000
2021-02-16,11622480000
2021-02-17,11539056000
2021-02-18,10484880000
2021-02-19,11027136000
2021-02-22,11262240000
2021-02-23,11197776000
2021-02-24,12179903999
2021-02-25,11671776000
2021-02-26,11148480000
2021-03-01,11645232000
2021-03-02,11842416000
2021-03-03,11967552000
2021-03-04,11212944000
2021-03-05,11402544000
2021-03-08,11641440000
2021-03-09,11671776000
2021-03-10,12536352000
2021-03-11,12684240000
2021-03-12,12589440000
2021-03-15,12983808000
2021-03-16,12524976000
2021-03-17,12847296000
2021-03-18,12695615999
2021-03-19,12631152000
2021-03-22,12267120000
2021-03-23,11588352000
2021-03-24,11455632000
2021-03-25,11667984000
2021-03-26,11812080000
2021-03-29,11868960000
2021-03-30,11884128000
2021-03-31,12005478000
2021-04-01,11872548000
2021-04-05,11804184000
2021-04-06,11758608000
2021-04-07,11697840000
2021-04-08,11788992000
2021-04-09,11952306000
2021-04-12,12066246000
2021-04-13,12248550000
2021-04-14,12658734000
2021-04-15,12582774000
2021-04-16,12708108000
2021-04-19,12430853999
2021-04-20,12233358000
2021-04-21,12677724000
2021-04-22,12556188000
2021-04-23,12894210000
2021-04-26,13209444000
2021-04-27,13501889999
2021-04-28,13733567999
2021-04-29,13786739999
2021-04-30,13361364000
2021-05-03,13304394000
2021-05-04,13038534000
2021-05-05,13258817999
2021-05-06,13467708000
2021-05-07,14052600000
2021-05-10,13486698000
2021-05-11,13376556000
2021-05-12,13387950000
2021-05-13,13171464000
2021-05-14,13858902000
2021-05-17,14075388000
2021-05-18,13851306000
2021-05-19,13414536000
2021-05-20,13274010000
2021-05-21,13467708000
2021-05-24,13558860000
2021-05-25,13205646000
2021-05-26,13463910000
2021-05-27,13669002000
2021-05-28,13725972000
2021-06-01,14261489999
2021-06-02,14166539999
2021-06-03,14200722000
2021-06-04,13687992000
2021-06-07,13642416000
2021-06-08,13589244000
2021-06-09,13274010000
2021-06-10,13080312000
2021-06-11,13137282000
2021-06-14,12582774000
2021-06-15,12556188000
2021-06-16,12400470000
2021-06-17,11526930000
2021-06-18,11363616000
2021-06-21,11713032000
2021-06-22,11804184000
2021-06-23,11770002000
2021-06-24,11861154000
2021-06-25,11849760000
2021-06-28,11557314000
2021-06-29,11697840000
2021-06-30,12119418000
2021-07-01,12073842000
2021-07-02,11940912000
2021-07-06,11504142000
2021-07-07,11606688000
2021-07-08,11678850000
2021-07-09,12073842000
2021-07-12,12100428000
2021-07-13,11883942000
2021-07-14,11804184000
2021-07-15,11595294000
2021-07-16,11238282000
2021-07-19,10934442000
2021-07-20,11280060000
2021-07-21,11564910000
2021-07-22,11450970000
2021-07-23,11337030000
2021-07-26,11534526000
2021-07-27,11375010000
2021-07-28,11580102000
2021-07-29,11823174000
2021-07-30,11861154000
2021-08-02,11363616000
2021-08-03,11902932000
2021-08-04,11625678000
2021-08-05,11659860000
2021-08-06,11959902000
2021-08-09,12366288000
2021-08-10,12780270000
2021-08-11,12962574000
2021-08-12,12879017999
2021-08-13,12746088000
2021-08-16,12332106000
2021-08-17,11849760000
2021-08-18,11739618000
2021-08-19,11230686000
2021-08-20,11667456000
2021-08-23,11872548000
2021-08-24,12263742000
2021-08-25,12282732000
2021-08-26,12058650000
2021-08-27,12400470000
2021-08-30,12267539999
2021-08-31,12221964000
2021-09-01,12081438000
2021-09-02,12316914000
2021-09-03,12210570000
2021-09-07,12210570000
2021-09-08,11823174000
2021-09-09,11990286000
2021-09-10,12070044000
2021-09-13,12202974000
2021-09-14,12168792000
2021-09-15,12776472000
2021-09-16,12818250000
2021-09-17,12765078000
2021-09-20,12214367999
2021-09-21,12313116000
2021-09-22,12601764000
2021-09-23,13281606000
2021-09-24,13619628000
2021-09-27,13991832000
2021-09-28,13885488000
2021-09-29,13858902000
2021-09-30,13348564000
2021-10-01,14125859999
2021-10-04,14301499000
2021-10-05,14394924000
2021-10-06,14335132000
2021-10-07,14776098000
2021-10-08,15097480000
2021-10-11,15665504000
2021-10-12,15489865000
2021-10-13,15220800999
2021-10-14,15467443000
2021-10-15,15497339000
2021-10-18,15646818999
2021-10-19,15628134000
2021-10-20,15871039000
2021-10-21,15758929000
2021-10-22,15699137000
2021-10-25,15856091000
2021-10-26,15646818999
2021-10-27,15381491999
2021-10-28,15646818999
2021-10-29,15534709000
2021-11-01,15493602000
2021-11-02,14066068000
2021-11-03,14753675999
2021-11-04,14499559999
2021-11-05,13957695000
2021-11-08,14095964000
2021-11-09,14017487000
2021-11-10,13483096000
2021-11-11,13755897000
2021-11-12,13972643000
2021-11-15,14159493000
2021-11-16,13864270000
2021-11-17,13598943000
2021-11-18,13759634000
2021-11-19,13546625000
2021-11-22,13606416999
2021-11-23,13733475000
2021-11-24,13583995000
2021-11-26,13199084000
2021-11-29,13464411000
2021-11-30,12788014000
2021-12-01,12563793999
2021-12-02,12944968000
2021-12-03,12859016999
2021-12-06,12881439000
2021-12-07,13404618999
2021-12-08,13460674000
2021-12-09,13352300999
2021-12-10,13729738000
2021-12-13,13404618999
2021-12-14,13382197000
2021-12-15,13595206000
2021-12-16,13628839000
2021-12-17,13625102000
2021-12-20,13281298000
2021-12-21,13950221000
2021-12-22,14469664000
2021-12-23,14641566000
2021-12-27,14948000000
2021-12-28,14895682000
2021-12-29,14933052000
2021-12-30,14652777000
2021-12-31,14384069000
2022-01-03,14713559000
2022-01-04,14827050000
2022-01-05,14277900000
2022-01-06,14428000999
2022-01-07,14709898000
2022-01-10,14658644000
2022-01-11,14775796000
2022-01-12,15343250999
2022-01-13,15233421000
2022-01-14,15826502999
2022-01-18,15965621000
2022-01-19,15354234000
2022-01-20,14838033000
2022-01-21,14391391000
2022-01-24,14318171000
2022-01-25,14801423000
2022-01-26,14596407000
2022-01-27,14457289000
2022-01-28,14559797000
2022-01-31,14625695000
2022-02-01,15958299000
2022-02-02,16170637000
2022-02-03,15720334000
2022-02-04,16046163000
2022-02-07,16276806000
2022-02-08,16448873000
2022-02-09,16390297000
2022-02-10,16811312000
2022-02-11,17159107000
2022-02-14,16335382000
2022-02-15,16686838000
2022-02-16,16946769000
2022-02-17,16847922000
2022-02-18,16474500000
2022-02-22,16177959000
2022-02-23,16547720000
2022-02-24,16602635000
2022-02-25,18132933000
2022-02-28,19194623000
2022-03-01,18989607000
2022-03-02,19681536000
2022-03-03,20377126000
2022-03-04,21903763000
2022-03-07,22383354000
2022-03-08,21303359000
2022-03-09,21131292000
2022-03-10,22767759000
2022-03-11,22668912000
2022-03-14,21270410000
2022-03-15,21391223000
2022-03-16,21076377000
2022-03-17,22368710000
2022-03-18,22727488000
2022-03-21,24601920000
2022-03-22,24045448000
2022-03-23,24869173000
2022-03-24,25103476999
2022-03-25,26117574000
2022-03-28,24883817000
2022-03-29,23595145000
2022-03-30,23986872000
2022-03-31,23906750000
2022-04-01,23683860000
2022-04-04,24086500000
2022-04-05,24356125000
2022-04-06,24873805000
2022-04-07,25711440000
2022-04-08,26552670000
2022-04-11,26570645000
2022-04-12,27135060000
2022-04-13,26980475000
2022-04-14,27339975000
2022-04-18,28094925000
2022-04-19,28033810000
2022-04-20,27239315000
2022-04-21,24683270000
2022-04-22,24003815000
2022-04-25,22867795000
2022-04-26,22889365000
2022-04-27,23313574999
2022-04-28,23482539999
2022-04-29,22439990000
2022-05-02,22432800000
2022-05-03,24384885000
2022-05-04,24129640000
2022-05-05,23270435000
2022-05-06,23025975000
2022-05-09,20081670000
2022-05-10,20721580000
2022-05-11,21375870000
2022-05-12,21117030000
2022-05-13,22393255000
2022-05-16,22677260000
2022-05-17,23597580000
2022-05-18,22091275000
2022-05-19,21990615000
2022-05-20,20833025000
2022-05-23,21929500000
2022-05-24,20922900000
2022-05-25,21505290000
2022-05-26,21196120000
2022-05-27,21516075000
2022-05-31,22522675000
2022-06-01,21099055000
2022-06-02,21605950000
2022-06-03,21458555000
2022-06-06,21411820000
2022-06-07,20556210000
2022-06-08,20419600000
2022-06-09,19290770000
2022-06-10,19182920000
2022-06-13,18489085000
2022-06-14,18956435000
2022-06-15,19272795000
2022-06-16,18312930000
2022-06-17,18190700000
2022-06-21,18543010000
2022-06-22,17985785000
2022-06-23,16263780000
2022-06-24,16756295000
2022-06-27,17522030000
2022-06-28,17716160000
2022-06-29,17306330000
2022-06-30,16256565999
2022-07-01,16149864000
2022-07-05,15323784000
2022-07-06,15303132000
2022-07-07,15533746000
2022-07-08,15564724000
2022-07-11,15461464000
2022-07-12,15444254000
2022-07-13,15939902000
2022-07-14,15031214000
2022-07-15,15495884000
2022-07-18,15733382000
2022-07-19,16545694000
2022-07-20,16531926000
2022-07-21,16583556000
2022-07-22,16397688000
2022-07-25,17385542000
2022-07-26,17092971999
2022-07-27,17595504000
2022-07-28,17485360000
2022-07-29,18125572000
2022-08-01,17688438000
2022-08-02,17974124000
2022-08-03,18218506000
2022-08-04,17798582000
2022-08-05,17974124000
2022-08-08,18005102000
2022-08-09,18590242000
2022-08-10,18583358000
2022-08-11,18848392000
2022-08-12,18879370000
2022-08-15,18297672000
2022-08-16,18721038000
2022-08-17,18659082000
2022-08-18,18838066000
2022-08-19,18421584000
2022-08-22,19054912000
2022-08-23,19705450000
2022-08-24,20889498000
2022-08-25,21319748000
2022-08-26,21261234000
2022-08-29,20769028000
2022-08-30,19736428000
2022-08-31,18542054000
2022-09-01,18187528000
2022-09-02,18875928000
2022-09-06,18590242000
2022-09-07,18283904000
2022-09-08,18641872000
2022-09-09,19357808000
2022-09-12,18049848000
2022-09-13,18108362000
2022-09-14,18552380000
2022-09-15,18452562000
2022-09-16,17967240000
2022-09-19,18886254000
2022-09-20,18693502000
2022-09-21,18414700000
2022-09-22,18077384000
2022-09-23,16704026000
2022-09-26,16008742000
2022-09-27,16673048000
2022-09-28,17086088000
2022-09-29,16655838000
2022-09-30,16446699000
2022-10-03,16824432000
2022-10-04,17726227000
2022-10-05,17385927000
2022-10-06,17460793000
2022-10-07,17375718000
2022-10-10,17930407000
2022-10-11,16865268000
2022-10-12,17055836000
2022-10-13,17695600000
2022-10-14,15946458000
2022-10-17,16419475000
2022-10-18,17290643000
2022-10-19,17260016000
2022-10-20,17535659000
2022-10-21,18069930000
2022-10-24,17862347000
2022-10-25,18250289000
2022-10-26,18151602000
2022-10-27,18219662000
2022-10-28,18083542000
2022-10-31,18291125000
2022-11-01,18529335000
2022-11-02,17658167000
2022-11-03,16620252000
2022-11-04,16773387000
2022-11-07,16987776000
2022-11-08,17998467000
2022-11-09,16889089000
2022-11-10,18206050000
2022-11-11,17964437000
2022-11-14,18076736000
2022-11-15,17896377000
2022-11-16,17072851000
2022-11-17,17008193999
2022-11-18,16664491000
2022-11-21,16558997999
2022-11-22,17174941000
2022-11-23,17219180000
2022-11-25,17617331000
2022-11-28,17103478000
2022-11-29,17263419000
2022-11-30,17457390000
2022-12-01,16708730000
2022-12-02,16780193000
2022-12-05,16399057000
2022-12-06,16235713000
2022-12-07,16106399000
2022-12-08,15994100000
2022-12-09,15929443000
2022-12-12,16082578000
2022-12-13,16004309000
2022-12-14,15453022999
2022-12-15,15415589999
2022-12-16,15436008000
2022-12-19,15156962000
2022-12-20,15429202000
2022-12-21,15602755000
2022-12-22,15221618999
2022-12-23,15361142000
2022-12-27,15177380000
2022-12-28,14782632000
2022-12-29,14772422999
2022-12-30,14928961000
2023-01-03,14298102000
2023-01-04,14512758000
2023-01-05,14989026000
2023-01-06,15673241999
2023-01-09,15830880000
2023-01-10,15035982000
2023-01-11,15166788000
2023-01-12,15757091999
2023-01-13,15535728000
2023-01-17,15847650000
2023-01-18,15783924000
2023-01-19,15669888000
2023-01-20,16102554000
2023-01-23,16216590000
2023-01-24,16253484000
2023-01-25,16132740000
2023-01-26,16494972000
2023-01-27,16605654000
2023-01-30,16266900000
2023-01-31,16615716000
2023-02-01,16723044000
2023-02-02,17055090000
2023-02-03,16917576000
2023-02-06,16816956000
2023-02-07,16786770000
2023-02-08,16773354000
2023-02-09,16770000000
2023-02-10,17206020000
2023-02-13,16847141999
2023-02-14,16759938000
2023-02-15,16642548000
2023-02-16,16904160000
2023-02-17,16719690000
2023-02-21,16387644000
2023-02-22,16837080000
2023-02-23,17273100000
2023-02-24,17276454000
2023-02-27,17779554000
2023-02-28,17839926000
2023-03-01,18198804000
2023-03-02,19117800000
2023-03-03,19164756000
2023-03-06,18856188000
2023-03-07,18161910000
2023-03-08,18225636000
2023-03-09,17621916000
2023-03-10,16461432000
2023-03-13,15958332000
2023-03-14,15622932000
2023-03-15,15005796000
2023-03-16,14942070000
2023-03-17,14452386000
2023-03-20,14626794000
2023-03-21,15217098000
2023-03-22,14747538000
