,IRM
2013-11-26,5380380720
2013-11-27,5399541620
2013-11-29,5388045080
2013-12-02,5368884180
2013-12-03,5332478470
2013-12-04,5443611690
2013-12-05,5411038160
2013-12-06,5489597850
2013-12-09,5493430030
2013-12-10,5468520860
2013-12-11,5589234530
2013-12-12,5566241450
2013-12-13,5650549410
2013-12-16,5656297680
2013-12-17,5531751830
2013-12-18,5623724150
2013-12-19,5600731070
2013-12-20,5711864290
2013-12-23,5767430900
2013-12-24,5853654950
2013-12-26,5861319310
2013-12-27,5853654950
2013-12-30,5842158410
2013-12-31,5823527650
2014-01-02,5658511710
2014-01-03,5646998970
2014-01-06,5618217120
2014-01-07,5520358830
2014-01-08,5412906590
2014-01-09,5372612000
2014-01-10,5345748940
2014-01-13,5313129510
2014-01-14,5274753710
2014-01-15,5274753710
2014-01-16,5265159760
2014-01-17,5278591290
2014-01-21,5274753710
2014-01-22,5347667730
2014-01-23,5349586520
2014-01-24,5259403390
2014-01-27,5219108800
2014-01-28,5226783960
2014-01-29,5130844460
2014-01-30,5128925670
2014-01-31,5067524390
2014-02-03,4969666100
2014-02-04,5063686810
2014-02-05,5075199550
2014-02-06,5182651790
2014-02-07,5130844460
2014-02-10,5176895420
2014-02-11,5203758480
2014-02-12,5215271220
2014-02-13,5297779190
2014-02-14,5374530790
2014-02-18,5422500540
2014-02-19,5432094490
2014-02-20,5430175700
2014-02-21,5489658190
2014-02-24,5491576980
2014-02-25,5526115200
2014-02-26,5474307870
2014-02-27,5451282390
2014-02-28,5219108800
2014-03-03,5267078550
2014-03-04,5309291930
2014-03-05,5301616770
2014-03-06,5280510080
2014-03-07,5336154990
2014-03-10,5395637480
2014-03-11,5297779190
2014-03-12,5338073780
2014-03-13,5292022820
2014-03-14,5261322180
2014-03-17,5330398620
2014-03-18,5443607230
2014-03-19,5420581750
2014-03-20,5345748940
2014-03-21,5297779190
2014-03-24,5305454350
2014-03-25,5226783960
2014-03-26,5217190010
2014-03-27,5165382680
2014-03-28,5198002110
2014-03-31,5303944170
2014-04-01,5355887040
2014-04-02,5407829910
2014-04-03,5273163210
2014-04-04,5307791790
2014-04-07,5288553690
2014-04-08,5280858450
2014-04-09,5388591810
2014-04-10,5255848920
2014-04-11,5055772680
2014-04-14,5067315540
2014-04-15,5053848870
2014-04-16,5246229870
2014-04-17,5213525100
2014-04-21,5248153680
2014-04-22,5292401310
2014-04-23,5373201330
2014-04-24,5403982290
2014-04-25,5311639410
2014-04-28,5355887040
2014-04-29,5398210860
2014-04-30,5471315640
2014-05-01,5442458490
2014-05-02,5407829910
2014-05-05,5348191800
2014-05-06,5277010830
2014-05-07,5219296530
2014-05-08,5182744140
2014-05-09,5190439380
2014-05-12,5280858450
2014-05-13,5334725130
2014-05-14,5717563320
2014-05-15,5694477600
2014-05-16,5773353810
2014-05-19,5798363340
2014-05-20,5740649040
2014-05-21,5732953800
2014-05-22,5736801420
2014-05-23,5784896670
2014-05-27,5877239550
2014-05-28,5933030040
2014-05-29,5975353860
2014-05-30,5990744340
2014-06-02,5992668150
2014-06-03,5946496710
2014-06-04,5921487180
2014-06-05,6004211010
2014-06-06,6079239600
2014-06-09,6110020560
2014-06-10,6079239600
2014-06-11,6021525300
2014-06-12,5956115760
2014-06-13,5963811000
2014-06-16,5952268140
2014-06-17,5925334800
2014-06-18,5946496710
2014-06-19,5867620500
2014-06-20,5817601440
2014-06-23,5821449060
2014-06-24,5746420470
2014-06-25,5727182370
2014-06-26,6875696940
2014-06-27,6696782610
2014-06-30,6854612000
2014-07-01,6837209600
2014-07-02,6864280000
2014-07-03,6844944000
2014-07-07,6825607999
2014-07-08,6804338400
2014-07-09,6848811200
2014-07-10,6821740800
2014-07-11,6833342400
2014-07-14,6837209600
2014-07-15,6777267999
2014-07-16,6796604000
2014-07-17,6738596000
2014-07-18,6723127200
2014-07-21,6645783199
2014-07-22,6696056800
2014-07-23,6651584000
2014-07-24,6651584000
2014-07-25,6583907999
2014-07-28,6591642400
2014-07-29,6607111200
2014-07-30,6581974400
2014-07-31,6479493600
2014-08-01,6587775200
2014-08-04,6493028800
2014-08-05,6462091200
2014-08-06,6398282400
2014-08-07,6421485600
2014-08-08,6554904000
2014-08-11,6630314400
2014-08-12,6668986400
2014-08-13,6667052799
2014-08-14,6719260000
2014-08-15,6725060800
2014-08-18,6850744800
2014-08-19,6877815200
2014-08-20,6928088800
2014-08-21,6991897599
2014-08-22,6893284000
2014-08-25,6910686400
2014-08-26,6879748800
2014-08-27,6843010400
2014-08-28,6852678400
2014-08-29,6957092799
2014-09-02,6978362400
2014-09-03,6972561600
2014-09-04,6959026400
2014-09-05,7003499200
2014-09-08,6999632000
2014-09-09,6887483199
2014-09-10,6920354400
2014-09-11,6883616000
2014-09-12,6808205600
2014-09-15,6885549600
2014-09-16,6875881600
2014-09-17,6906819200
2014-09-18,6910686400
2014-09-19,6893284000
2014-09-22,6829475200
2014-09-23,6804338400
2014-09-24,6821740800
2014-09-25,6814006400
2014-09-26,6168184000
2014-09-29,6554904000
2014-09-30,6644013800
2014-10-01,6548372560
2014-10-02,6644013800
2014-10-03,6735585200
2014-10-06,6709131240
2014-10-07,6605350320
2014-10-08,6776283599
2014-10-09,6585001120
2014-10-10,6487324960
2014-10-13,6405928160
2014-10-14,6542267800
2014-10-15,6517848760
2014-10-16,6538197960
2014-10-17,6587036039
2014-10-20,6743724880
2014-10-21,6955356560
2014-10-22,6998089880
2014-10-23,7077451760
2014-10-24,7244315200
2014-10-27,7152743800
2014-10-28,7295188200
2014-10-29,7252454880
2014-10-30,7199546960
2014-10-31,7339956440
2014-11-03,7457981800
2014-11-04,7388794520
2014-11-05,7348096120
2014-11-06,7421353240
2014-11-07,7742870599
2014-11-10,7659438880
2014-11-11,7698102360
2014-11-12,7742870599
2014-11-13,7807988039
2014-11-14,7669613480
2014-11-17,7704207120
2014-11-18,7679788080
2014-11-19,7669613480
2014-11-20,7665543640
2014-11-21,7663508719
2014-11-24,7720486480
2014-11-25,7569902400
2014-11-26,7647229360
2014-11-28,7734730920
2014-12-01,7901594360
2014-12-02,7919908640
2014-12-03,7630950000
2014-12-04,7606530960
2014-12-05,7596356360
2014-12-08,7592286520
2014-12-09,7569902400
2014-12-10,7523099240
2014-12-11,7559727800
2014-12-12,7415248480
2014-12-15,7519029400
2014-12-16,7563797640
2014-12-17,7854791200
2014-12-18,8194622840
2014-12-19,8088807000
2014-12-22,7989095920
2014-12-23,8023689560
2014-12-24,8066422880
2014-12-26,8103051440
2014-12-29,8109156200
2014-12-30,8056248280
2014-12-31,8127762419
2015-01-02,8190833520
2015-01-05,8230778550
2015-01-06,8306463870
2015-01-07,8319078090
2015-01-08,8472551099
2015-01-09,8300156759
2015-01-12,8266518840
2015-01-13,8344306529
2015-01-14,8409480000
2015-01-15,8485165320
2015-01-16,8478858210
2015-01-20,8567157750
2015-01-21,8388456300
2015-01-22,8480960580
2015-01-23,8567157750
2015-01-26,8590283820
2015-01-27,8485165320
2015-01-28,8445220290
2015-01-29,8550338790
2015-01-30,8375842080
2015-02-02,8340101790
2015-02-03,8451527400
2015-02-04,8525110349
2015-02-05,8638638330
2015-02-06,8600795670
2015-02-09,8310668610
2015-02-10,8356920750
2015-02-11,8380046820
2015-02-12,8508291390
2015-02-13,8277030689
2015-02-17,8216061960
2015-02-18,8310668610
2015-02-19,8163502710
2015-02-20,7717800270
2015-02-23,7629500730
2015-02-24,7690469460
2015-02-25,7669445759
2015-02-26,7747233450
2015-02-27,7726209750
2015-03-02,7881785130
2015-03-03,7860761430
2015-03-04,7671548130
2015-03-05,7692571830
2015-03-06,7627398360
2015-03-09,7686264720
2015-03-10,7621091250
2015-03-11,7562224890
2015-03-12,7715697900
2015-03-13,7751438189
2015-03-16,7904911200
2015-03-17,7934344380
2015-03-18,8108841090
2015-03-19,8045769990
2015-03-20,8125660050
2015-03-23,8058384210
2015-03-24,7951163340
2015-03-25,7658933910
2015-03-26,7646319689
2015-03-27,7703083680
2015-03-30,7726209750
2015-03-31,7686299519
2015-04-01,7646266710
2015-04-02,7827467850
2015-04-06,7953887250
2015-04-07,7751616210
2015-04-08,7915961430
2015-04-09,7873821629
2015-04-10,7831681830
2015-04-13,7781114070
2015-04-14,7770579120
2015-04-15,7671550589
2015-04-16,7770579120
2015-04-17,7770579120
2015-04-20,7751616210
2015-04-21,7688406510
2015-04-22,7667336610
2015-04-23,7690513500
2015-04-24,7694727480
2015-04-27,7635731760
2015-04-28,7854858720
2015-04-29,7458744600
2015-04-30,7267008510
2015-05-01,7290185400
2015-05-04,7342860150
2015-05-05,7208012790
2015-05-06,7216440750
2015-05-07,7359716070
2015-05-08,7467172559
2015-05-11,7515633330
2015-05-12,7559880120
2015-05-13,7614661860
2015-05-14,7707369420
2015-05-15,7793756010
2015-05-18,7842216780
2015-05-19,7922282400
2015-05-20,7844323769
2015-05-21,7738974269
2015-05-22,7720011360
2015-05-26,7690513500
2015-05-27,7776900089
2015-05-28,7743188250
2015-05-29,7684192530
2015-06-01,7760044170
2015-06-02,7307041320
2015-06-03,7222761720
2015-06-04,6929890110
2015-06-05,6879322350
2015-06-08,6805577699
2015-06-09,6731833050
2015-06-10,6710763150
2015-06-11,6712870140
2015-06-12,6746581980
2015-06-15,6717084120
2015-06-16,6679158300
2015-06-17,6748688970
2015-06-18,6891964290
2015-06-19,6847717500
2015-06-22,6906713220
2015-06-23,6862466430
2015-06-24,6668623350
2015-06-25,6626483550
2015-06-26,6712870140
2015-06-29,6550631910
2015-06-30,6538272000
2015-07-01,6639509760
2015-07-02,6654273600
2015-07-06,6586781760
2015-07-07,6529835520
2015-07-08,6441252480
2015-07-09,6468671040
2015-07-10,6521399040
2015-07-13,6569908800
2015-07-14,6645837120
2015-07-15,6624745920
2015-07-16,6700674240
2015-07-17,6692237760
2015-07-20,6622636800
2015-07-21,6614200320
2015-07-22,6660600960
2015-07-23,6580454400
2015-07-24,6563581440
2015-07-27,6487653120
2015-07-28,6517180800
2015-07-29,6466561920
2015-07-30,6308377920
2015-07-31,6337905600
2015-08-03,6375869760
2015-08-04,6321032640
2015-08-05,6287286720
2015-08-06,6173394240
2015-08-07,6173394240
2015-08-10,6131211840
2015-08-11,6097465920
2015-08-12,6274632000
2015-08-13,6226122240
2015-08-14,6367433280
2015-08-17,6388524480
2015-08-18,6373760640
2015-08-19,6358996800
2015-08-20,6377978880
2015-08-21,6167066880
2015-08-24,5825389440
2015-08-25,5593386240
2015-08-26,5781097920
2015-08-27,5949827520
2015-08-28,6019428480
2015-08-31,5977246080
2015-09-01,5827498560
2015-09-02,5930845440
2015-09-03,5998337280
2015-09-04,5949827520
2015-09-08,6002555520
2015-09-09,5907645120
2015-09-10,5913972480
2015-09-11,5985682560
2015-09-14,6019428480
2015-09-15,6093247680
2015-09-16,6156521280
2015-09-17,6217685760
2015-09-18,6327360000
2015-09-21,6299941440
2015-09-22,6219794880
2015-09-23,6287286720
2015-09-24,6392742720
2015-09-25,6443361600
2015-09-28,6363215040
2015-09-29,6403288320
2015-09-30,6551672160
2015-10-01,6581241280
2015-10-02,6581241280
2015-10-05,6697405680
2015-10-06,6705854000
2015-10-07,6722750640
2015-10-08,6822018399
2015-10-09,6606586240
2015-10-12,6712190240
2015-10-13,6691069440
2015-10-14,6629819120
2015-10-15,6600250000
2015-10-16,6674172800
2015-10-19,6691069440
2015-10-20,6634043280
2015-10-21,6619258720
2015-10-22,6606586240
2015-10-23,6560120480
2015-10-26,6581241280
2015-10-27,6389042000
2015-10-28,6467188960
2015-10-29,6399602400
2015-10-30,6471413120
2015-11-02,6718526480
2015-11-03,6775552640
2015-11-04,6634043280
2015-11-05,6640379520
2015-11-06,6397490320
2015-11-09,6327791680
2015-11-10,6249644720
2015-11-11,6230636000
2015-11-12,6150376960
2015-11-13,6042660880
2015-11-16,6082790400
2015-11-17,6008867600
2015-11-18,6101799120
2015-11-19,6095462880
2015-11-20,6110247440
2015-11-23,6112359520
2015-11-24,6061669600
2015-11-25,6000419280
2015-11-27,5926496480
2015-11-30,5867358240
2015-12-01,5922272320
2015-12-02,5806107920
2015-12-03,5780762960
2015-12-04,5829340800
2015-12-07,5765978400
2015-12-08,5698391840
2015-12-09,5717400560
2015-12-10,5668822720
2015-12-11,5649814000
2015-12-14,5518865040
2015-12-15,5643477760
2015-12-16,5808220000
2015-12-17,5736409280
2015-12-18,5654038160
2015-12-21,5694167680
2015-12-22,5723736800
2015-12-23,5816668320
2015-12-24,5774426720
2015-12-28,5789211280
2015-12-29,5968738080
2015-12-30,5825116640
2015-12-31,5713317260
2016-01-04,5677357840
2016-01-05,5781005580
2016-01-06,5736585120
2016-01-07,5546211720
2016-01-08,5419296120
2016-01-11,5480638660
2016-01-12,5366414620
2016-01-13,5300841560
2016-01-14,5311417860
2016-01-15,5254305840
2016-01-19,5252190580
2016-01-20,5195078560
2016-01-21,5260651620
2016-01-22,5396028260
2016-01-25,5345262020
2016-01-26,5459486060
2016-01-27,5463716580
2016-01-28,5520828600
2016-01-29,5825426040
2016-02-01,5728124080
2016-02-02,5630822120
2016-02-03,5732354600
2016-02-04,5785236100
2016-02-05,5711202000
2016-02-08,5641398420
2016-02-09,5618130560
2016-02-10,5654089980
2016-02-11,5628706860
2016-02-12,5795812400
2016-02-16,6055989380
2016-02-17,6146945560
2016-02-18,6191366020
2016-02-19,6123677700
2016-02-22,6229440700
2016-02-23,6189250760
2016-02-24,6161752380
2016-02-25,6330973180
2016-02-26,6252708560
2016-02-29,6214633880
2016-03-01,6339434220
2016-03-02,6343664740
2016-03-03,6388085200
2016-03-04,6343664740
2016-03-07,6521346580
2016-03-08,6544614440
2016-03-09,6654607960
2016-03-10,6472695600
2016-03-11,6724411540
2016-03-14,6701143680
2016-03-15,6597495940
2016-03-16,6658838480
2016-03-17,6899978119
2016-03-18,6933822280
2016-03-21,6851327140
2016-03-22,6971896960
2016-03-23,6948629100
2016-03-24,6931707020
2016-03-28,6999395340
2016-03-29,7086121000
2016-03-30,7109388860
2016-03-31,8354983169
2016-04-01,8064246509
2016-04-04,8061782640
2016-04-05,8037143939
2016-04-06,8010041369
2016-04-07,7953372360
2016-04-08,8051927160
2016-04-11,8081493599
2016-04-12,8170192919
2016-04-13,8180048400
2016-04-14,8197295490
2016-04-15,8271211590
2016-04-18,8561948250
2016-04-19,8626008870
2016-04-20,8635864350
2016-04-21,8675286270
2016-04-22,8763985590
2016-04-25,8746738500
2016-04-26,8862540390
2016-04-27,8874859740
2016-04-28,8929064880
2016-04-29,9000517110
2016-05-02,9017764200
2016-05-03,8993125500
2016-05-04,9140957700
2016-05-05,9182843490
2016-05-06,9362706000
2016-05-09,9399664050
2016-05-10,9384880830
2016-05-11,9237048630
2016-05-12,9382416960
2016-05-13,9335603430
2016-05-16,9375025350
2016-05-17,9288789900
2016-05-18,9017764200
2016-05-19,8951239710
2016-05-20,8916745530
2016-05-23,8869932000
2016-05-24,9022691940
2016-05-25,9005444850
2016-05-26,9071969340
2016-05-27,9067041600
2016-05-31,9052258380
2016-06-01,9030083550
2016-06-02,9022691940
2016-06-03,9044866770
2016-06-06,8975878410
2016-06-07,9042402900
2016-06-08,9123710610
2016-06-09,9143421570
2016-06-10,9163132530
2016-06-13,9347922780
2016-06-14,9372561480
2016-06-15,9500682720
2016-06-16,9448941450
2016-06-17,9424302750
2016-06-20,9389808570
2016-06-21,9419375010
2016-06-22,9429230490
2016-06-23,9510538200
2016-06-24,9296181510
2016-06-27,9357778260
2016-06-28,9503146590
2016-06-29,9744605850
2016-06-30,10486004270
2016-07-01,10514963860
2016-07-05,10646598360
2016-07-06,10530760000
2016-07-07,10341206320
2016-07-08,10491269650
2016-07-11,10612373390
2016-07-12,10783498240
2016-07-13,10667659880
2016-07-14,10599209940
2016-07-15,10488636960
2016-07-18,10454411990
2016-07-19,10528127310
2016-07-20,10580781110
2016-07-21,10601842630
2016-07-22,10809825140
2016-07-25,10822988590
2016-07-26,10859846250
2016-07-27,10794029000
2016-07-28,10857213560
2016-07-29,10849315490
2016-08-01,10799294380
2016-08-02,10657129120
2016-08-03,10593944560
2016-08-04,9991058550
2016-08-05,9946302820
2016-08-08,9685666510
2016-08-09,9680401130
2016-08-10,9661972300
2016-08-11,9751483760
2016-08-12,9783076040
2016-08-15,9764647210
2016-08-16,9706728030
2016-08-17,9730422240
2016-08-18,9854158670
2016-08-19,9917343230
2016-08-22,9988425860
2016-08-23,10033181590
2016-08-24,10004222000
2016-08-25,10106896910
2016-08-26,10070039250
2016-08-29,10125325740
2016-08-30,10109529600
2016-08-31,10112162290
2016-09-01,10149019950
2016-09-02,10212204510
2016-09-06,10420187020
2016-09-07,10430717780
2016-09-08,10077937320
2016-09-09,9585624290
2016-09-12,9680401130
2016-09-13,9480316690
2016-09-14,9380274470
2016-09-15,9490847450
2016-09-16,9430295580
2016-09-19,9606685810
2016-09-20,9635645400
2016-09-21,9719891480
2016-09-22,9851525980
2016-09-23,9912077850
2016-09-26,9967364340
2016-09-27,9993691240
2016-09-28,10120060360
2016-09-29,9938404750
2016-09-30,9890280900
2016-10-03,9624115600
2016-10-04,9326326700
2016-10-05,9031173100
2016-10-06,8925761100
2016-10-07,8846702100
2016-10-10,8936302300
2016-10-11,8878325700
2016-10-12,9120773300
2016-10-13,9281526600
2016-10-14,9062796700
2016-10-17,8991643600
2016-10-18,8999549500
2016-10-19,9025902500
2016-10-20,8973196500
2016-10-21,8952114100
2016-10-24,9020631900
2016-10-25,9025902500
2016-10-26,8962655300
2016-10-27,8633242800
2016-10-28,8651689900
2016-10-31,8888866900
2016-11-01,8741290100
2016-11-02,8461948300
2016-11-03,8459313000
2016-11-04,8548913199
2016-11-07,8772913700
2016-11-08,8878325700
2016-11-09,8638513400
2016-11-10,8290653800
2016-11-11,8311736200
2016-11-14,8345995100
2016-11-15,8385524600
2016-11-16,8496207200
2016-11-17,8432960000
2016-11-18,8314371500
2016-11-21,8588442700
2016-11-22,8717572400
2016-11-23,8722843000
2016-11-25,8870419800
2016-11-28,8770278400
2016-11-29,8888866900
2016-11-30,8696490000
2016-12-01,8569995600
2016-12-02,8886231600
2016-12-05,8952114100
2016-12-06,8907314000
2016-12-07,9149761600
2016-12-08,9220914700
2016-12-09,9131314500
2016-12-12,8996914200
2016-12-13,8738654800
2016-12-14,8490936600
2016-12-15,8367077500
2016-12-16,8448771800
2016-12-19,8427689400
2016-12-20,8425054100
2016-12-21,8496207200
2016-12-22,8541007299
2016-12-23,8575266200
2016-12-27,8551548500
2016-12-28,8464583599
2016-12-29,8533101400
2016-12-30,8559454399
2017-01-03,8733600500
2017-01-04,8947323050
2017-01-05,8965792900
2017-01-06,8839142500
2017-01-09,8775817300
2017-01-10,8786371500
2017-01-11,8757347450
2017-01-12,8889274950
2017-01-13,8812757000
2017-01-17,8957877250
2017-01-18,8997455500
2017-01-19,8949961600
2017-01-20,9150491400
2017-01-23,9227009350
2017-01-24,9316720050
2017-01-25,9316720050
2017-01-26,9543635350
2017-01-27,9546273900
2017-01-30,9443370450
2017-01-31,9446009000
2017-02-01,9493502900
2017-02-02,9551551000
2017-02-03,9654454450
2017-02-06,9675562850
2017-02-07,9686117050
2017-02-08,9709864000
2017-02-09,9770550650
2017-02-10,9865538450
2017-02-13,9926225100
2017-02-14,9775827750
2017-02-15,9831237300
2017-02-16,9762635000
2017-02-17,9802213250
2017-02-21,9949972050
2017-02-22,9799574700
2017-02-23,9746803700
2017-02-24,9736249500
2017-02-27,9670285750
2017-02-28,9591129250
2017-03-01,9625430400
2017-03-02,9596406350
2017-03-03,9593767800
2017-03-06,9530442600
2017-03-07,9443370450
2017-03-08,9171599800
2017-03-09,8997455500
2017-03-10,9034395200
2017-03-13,8973708550
2017-03-14,8960515800
2017-03-15,9100358950
2017-03-16,9121467350
2017-03-17,9250756300
2017-03-20,9200623850
2017-03-21,9116190250
2017-03-22,9240202100
2017-03-23,9250756300
2017-03-24,9163684150
2017-03-27,9124105900
2017-03-28,9261310500
2017-03-29,9337828450
2017-03-30,9337828450
2017-03-31,9424620390
2017-04-03,9334786610
2017-04-04,9274016700
2017-04-05,9231741980
2017-04-06,9326860100
2017-04-07,9384987840
2017-04-10,9363850480
2017-04-11,9379703500
2017-04-12,9337428780
2017-04-13,9324217930
2017-04-17,9482748130
2017-04-18,9654489180
2017-04-19,9564655400
2017-04-20,9649204840
2017-04-21,9601645780
2017-04-24,9635993990
2017-04-25,9654489180
2017-04-26,9538233700
2017-04-27,9210604620
2017-04-28,9184182920
2017-05-01,9297796230
2017-05-02,9334786610
2017-05-03,9165687730
2017-05-04,9181540750
2017-05-05,9316291420
2017-05-08,9221173300
2017-05-09,9194751600
2017-05-10,9268732360
2017-05-11,9210604620
2017-05-12,9133981690
2017-05-15,9160403390
2017-05-16,9234384150
2017-05-17,9316291420
2017-05-18,9355923970
2017-05-19,9242310660
2017-05-22,9197393770
2017-05-23,9173614240
2017-05-24,9194751600
2017-05-25,9268732360
2017-05-26,9292511890
2017-05-30,9258163680
2017-05-31,9226457640
2017-06-01,9244952830
2017-06-02,9316291420
2017-06-05,9197393770
2017-06-06,9247595000
2017-06-07,8901470730
2017-06-08,8838058650
2017-06-09,8801068270
2017-06-12,9062643100
2017-06-13,9038863570
2017-06-14,9033579230
2017-06-15,9147192540
2017-06-16,9038863570
2017-06-19,9173614240
2017-06-20,9197393770
2017-06-21,8996588850
2017-06-22,9015084040
2017-06-23,9120770840
2017-06-26,9181540750
2017-06-27,9054716590
2017-06-28,9173614240
2017-06-29,9033579230
2017-06-30,9112203280
2017-07-03,9250106240
2017-07-05,9154634960
2017-07-06,9035295860
2017-07-07,9130767140
2017-07-10,8873525080
2017-07-11,8841701320
2017-07-12,9014080020
2017-07-13,9000820120
2017-07-14,9223586440
2017-07-17,9212978520
2017-07-18,9197066640
2017-07-19,9268670100
2017-07-20,9199718620
2017-07-21,9281930000
2017-07-24,9252758220
2017-07-25,9244802280
2017-07-26,9271322080
2017-07-27,9218282480
2017-07-28,9332317620
2017-07-31,9661163140
2017-08-01,9777850260
2017-08-02,9791110160
2017-08-03,9918405200
2017-08-04,9812326000
2017-08-07,9844149760
2017-08-08,9860061640
2017-08-09,10159735380
2017-08-10,10032440340
2017-08-11,9846801740
2017-08-14,9979400740
2017-08-15,9915753220
2017-08-16,9942273020
2017-08-17,9846801740
2017-08-18,9783154220
2017-08-21,9966140840
2017-08-22,10005920540
2017-08-23,10180951220
2017-08-24,10218078940
2017-08-25,10202167060
2017-08-28,10358633880
2017-08-29,10406369520
2017-08-30,10477972980
2017-08-31,10454105160
2017-09-01,10459409120
2017-09-05,10491232880
2017-09-06,10406369520
2017-09-07,10573444260
2017-09-08,10618527920
2017-09-11,10708695240
2017-09-12,10645047720
2017-09-13,10531012580
2017-09-14,10382501700
2017-09-15,10467365060
2017-09-18,10454105160
2017-09-19,10565488320
2017-09-20,10533664560
2017-09-21,10546924460
2017-09-22,10642395740
2017-09-25,10629135840
2017-09-26,10438193280
2017-09-27,10111999740
2017-09-28,10284378440
2017-09-29,10316202200
2017-10-02,10917780745
2017-10-03,10834332740
2017-10-04,10853803941
2017-10-05,10851022341
2017-10-06,10603459924
2017-10-09,10659091928
2017-10-10,10792608737
2017-10-11,10831551139
2017-10-12,11073550356
2017-10-13,11087458357
2017-10-16,11073550356
2017-10-17,11156998362
2017-10-18,11346147175
2017-10-19,11393434378
2017-10-20,11382307977
2017-10-23,11143090361
2017-10-24,11098584758
2017-10-25,11073550356
2017-10-26,11031826353
2017-10-27,11126400760
2017-10-30,11156998362
2017-10-31,11126400760
2017-11-01,11073550356
2017-11-02,11095803157
2017-11-03,11159779962
2017-11-06,11304423172
2017-11-07,11293296771
2017-11-08,11340583974
2017-11-09,11301641571
2017-11-10,11309986372
2017-11-13,11401779178
2017-11-14,11404560779
2017-11-15,11273825570
2017-11-16,11354491975
2017-11-17,11340583974
2017-11-20,11382307977
2017-11-21,11501916785
2017-11-22,11443503181
2017-11-24,11526951187
2017-11-27,11265480769
2017-11-28,11315549572
2017-11-29,11271043969
2017-11-30,11368399976
2017-12-01,11335020774
2017-12-04,11273825570
2017-12-05,11223756766
2017-12-06,11145871961
2017-12-07,11123619159
2017-12-08,11159779962
2017-12-11,11321112773
2017-12-12,10514448718
2017-12-13,10664655128
2017-12-14,10558954321
2017-12-15,10481069515
2017-12-18,10553391120
2017-12-19,10556172721
2017-12-20,10341989506
2017-12-21,10333644705
2017-12-22,10475506315
2017-12-26,10475506315
2017-12-27,10417092711
2017-12-28,10564517521
2017-12-29,10494977516
2018-01-02,10728590990
2018-01-03,10583108900
2018-01-04,10531762280
2018-01-05,10497531200
2018-01-08,10565993360
2018-01-09,10506088970
2018-01-10,10426216450
2018-01-11,10434774220
2018-01-12,10332080980
2018-01-16,10334933570
2018-01-17,10363459470
2018-01-18,10069642700
2018-01-19,10123841910
2018-01-22,10215124790
2018-01-23,10369164650
2018-01-24,10203714430
2018-01-25,10217977380
2018-01-26,10200861840
2018-01-29,9721626720
2018-01-30,9678837870
2018-01-31,9992622770
2018-02-01,9875666580
2018-02-02,9601817939
2018-02-05,9336527070
2018-02-06,9444925490
2018-02-07,9464893620
2018-02-08,9148256130
2018-02-09,9442072900
2018-02-12,9499124700
2018-02-13,9567586860
2018-02-14,9467746210
2018-02-15,9618933480
2018-02-16,9462041030
2018-02-20,9162519080
2018-02-21,8977100730
2018-02-22,9008479220
2018-02-23,9116877640
2018-02-26,9114025050
2018-02-27,8857291950
2018-02-28,8974248140
2018-03-01,9022742170
2018-03-02,8999921450
2018-03-05,9156813900
2018-03-06,9239539010
2018-03-07,9330821890
2018-03-08,9330821890
2018-03-09,9484861750
2018-03-12,9416399590
2018-03-13,9476303980
2018-03-14,9407841820
2018-03-15,9382168510
2018-03-16,9276622680
2018-03-19,8974248140
2018-03-20,9051268070
2018-03-21,9017036990
2018-03-22,9025594760
2018-03-23,8811650510
2018-03-26,8920048930
2018-03-27,9099762100
2018-03-28,9330821890
2018-03-29,9373610740
2018-04-02,9257302080
2018-04-03,9385994880
2018-04-04,9523267200
2018-04-05,9657679680
2018-04-06,9589043520
2018-04-09,9528986880
2018-04-10,9569024640
2018-04-11,9591903360
2018-04-12,9483229439
2018-04-13,9537566400
2018-04-16,9611922240
2018-04-17,9789232320
2018-04-18,9872167680
2018-04-19,9654819840
2018-04-20,9534706560
2018-04-23,9563304960
2018-04-24,9654819840
2018-04-25,9660539520
2018-04-26,9817830720
2018-04-27,9866448000
2018-04-30,9706296960
2018-05-01,9757774080
2018-05-02,9723456000
2018-05-03,9809251200
2018-05-04,9863588160
2018-05-07,9849288960
2018-05-08,9577604160
2018-05-09,9557585280
2018-05-10,9643380480
2018-05-11,9589043520
2018-05-14,9583323840
2018-05-15,9365976000
2018-05-16,9328798080
2018-05-17,9165787200
2018-05-18,9174366720
2018-05-21,9345957120
2018-05-22,9300199680
2018-05-23,9400294080
2018-05-24,9431752320
2018-05-25,9434612160
2018-05-29,9511827840
2018-05-30,9580464000
2018-05-31,9520407360
2018-06-01,9709156800
2018-06-04,9886466880
2018-06-05,9846429120
2018-06-06,9903625920
2018-06-07,9952243200
2018-06-08,9897906240
2018-06-11,9906485760
2018-06-12,10009440000
2018-06-13,9906485760
2018-06-14,9720596160
2018-06-15,9511827840
2018-06-18,9546145920
2018-06-19,9674838720
2018-06-20,9814970880
2018-06-21,9923644800
2018-06-22,10009440000
2018-06-25,9989421120
2018-06-26,9889326720
2018-06-27,9837849600
2018-06-28,9909345600
2018-06-29,10012299840
2018-07-02,9986949100
2018-07-03,10175814040
2018-07-05,10210153120
2018-07-06,10270246510
2018-07-09,10444803500
2018-07-10,10433357140
2018-07-11,10479142580
2018-07-12,10513481660
2018-07-13,10484865760
2018-07-16,10404741240
