,SEE
2013-11-26,6291372000
2013-11-27,6303066000
2013-11-29,6258239000
2013-12-02,6199769000
2013-12-03,6219259000
2013-12-04,6223157000
2013-12-05,6131554000
2013-12-06,6338148000
2013-12-09,6262137000
2013-12-10,6338148000
2013-12-11,6117911000
2013-12-12,6149095000
2013-12-13,6207565000
2013-12-16,6232902000
2013-12-17,6184177000
2013-12-18,6310862000
2013-12-19,6343994999
2013-12-20,6421955000
2013-12-23,6449241000
2013-12-24,6624651000
2013-12-26,6618804000
2013-12-27,6591518000
2013-12-30,6651937000
2013-12-31,7038134999
2014-01-02,6971990999
2014-01-03,6959589000
2014-01-06,6953388000
2014-01-07,7013331000
2014-01-08,7038134999
2014-01-09,6976125000
2014-01-10,7031934000
2014-01-13,6876909000
2014-01-14,6969924000
2014-01-15,6947187000
2014-01-16,6961656000
2014-01-17,6833502000
2014-01-21,6814899000
2014-01-22,6827301000
2014-01-23,6633003000
2014-01-24,6422169000
2014-01-27,6428370000
2014-01-28,6409767000
2014-01-29,6420102000
2014-01-30,6488313000
2014-01-31,6446973000
2014-02-03,6207201000
2014-02-04,6285747000
2014-02-05,6384963000
2014-02-06,6172062000
2014-02-07,6500715000
2014-02-10,6626802000
2014-02-11,6767358000
2014-02-12,6610266000
2014-02-13,6699146999
2014-02-14,6670209000
2014-02-18,6748755000
2014-02-19,6697080000
2014-02-20,6763224000
2014-02-21,6775626000
2014-02-24,6788028000
2014-02-25,6949253999
2014-02-26,6887244000
2014-02-27,6916182000
2014-02-28,7036068000
2014-03-03,6984393000
2014-03-04,7162155000
2014-03-05,7120815000
2014-03-06,7149753000
2014-03-07,6928584000
2014-03-10,6876909000
2014-03-11,6845903999
2014-03-12,6773559000
2014-03-13,6692946000
2014-03-14,6633003000
2014-03-17,6730152000
2014-03-18,6781827000
2014-03-19,6647471999
2014-03-20,6699146999
2014-03-21,6661940999
2014-03-24,6573060000
2014-03-25,6608199000
2014-03-26,6459375000
2014-03-27,6484179000
2014-03-28,6517251000
2014-03-31,7017744999
2014-04-01,7039095000
2014-04-02,7141575000
2014-04-03,7077525000
2014-04-04,6913130000
2014-04-07,6776490000
2014-04-08,6746600000
2014-04-09,6889645000
2014-04-10,6686820000
2014-04-11,6481860000
2014-04-14,6552315000
2014-04-15,6772220000
2014-04-16,6864025000
2014-04-17,6889645000
2014-04-21,6970775000
2014-04-22,7066850000
2014-04-23,7092470000
2014-04-24,7073255000
2014-04-25,6943020000
2014-04-28,6913130000
2014-04-29,6957965000
2014-04-30,7325185000
2014-05-01,7165060000
2014-05-02,7088200000
2014-05-05,7124494999
2014-05-06,7032689999
2014-05-07,7113820000
2014-05-08,7081795000
2014-05-09,7130900000
2014-05-12,7192814999
2014-05-13,7126630000
2014-05-14,7081795000
2014-05-15,6893915000
2014-05-16,6970775000
2014-05-19,7066850000
2014-05-20,6915265000
2014-05-21,6943020000
2014-05-22,6938750000
2014-05-23,7000665000
2014-05-27,7103145000
2014-05-28,7034825000
2014-05-29,7062580000
2014-05-30,7030555000
2014-06-02,7073255000
2014-06-03,7030555000
2014-06-04,6883240000
2014-06-05,6934479999
2014-06-06,7098875000
2014-06-09,7058310000
2014-06-10,7212030000
2014-06-11,7190680000
2014-06-12,7094604999
2014-06-13,7107415000
2014-06-16,7273945000
2014-06-17,7323049999
2014-06-18,7331590000
2014-06-19,7372155000
2014-06-20,7459689999
2014-06-23,7412720000
2014-06-24,7314510000
2014-06-25,7276080000
2014-06-26,7359345000
2014-06-27,7408450000
2014-06-30,7189368000
2014-07-01,7195680000
2014-07-02,7054712000
2014-07-03,7105208000
2014-07-07,6995800000
2014-07-08,6966344000
2014-07-09,7029463999
2014-07-10,6987384000
2014-07-11,6993696000
2014-07-14,7025256000
2014-07-15,7075752000
2014-07-16,7088375999
2014-07-17,6972656000
2014-07-18,7031568000
2014-07-21,7025256000
2014-07-22,6932680000
2014-07-23,6873768000
2014-07-24,6825375999
2014-07-25,6827480000
2014-07-28,6692824000
2014-07-29,6663368000
2014-07-30,6880080000
2014-07-31,6758047999
2014-08-01,6806440000
2014-08-04,6941096000
2014-08-05,6909536000
2014-08-06,7018944000
2014-08-07,6962136000
2014-08-08,7042088000
2014-08-11,6993696000
2014-08-12,6974760000
2014-08-13,7096791999
2014-08-14,7273528000
2014-08-15,7332440000
2014-08-18,7422912000
2014-08-19,7481824000
2014-08-20,7490240000
2014-08-21,7534424000
2014-08-22,7614375999
2014-08-25,7587024000
2014-08-26,7563880000
2014-08-27,7555463999
2014-08-28,7534424000
2014-08-29,7595440000
2014-09-02,7677496000
2014-09-03,7599647999
2014-09-04,7713263999
2014-09-05,7828984000
2014-09-08,7818463999
2014-09-09,7782696000
2014-09-10,7738512000
2014-09-11,7746928000
2014-09-12,7776384000
2014-09-15,7774280000
2014-09-16,7761656000
2014-09-17,7683808000
2014-09-18,7666975999
2014-09-19,7669080000
2014-09-22,7565984000
2014-09-23,7456575999
2014-09-24,7481824000
2014-09-25,7412391999
2014-09-26,7408184000
2014-09-29,7443952000
2014-09-30,7307360000
2014-10-01,7114620000
2014-10-02,7053865000
2014-10-03,7158615000
2014-10-06,7074815000
2014-10-07,6821320000
2014-10-08,7091575000
2014-10-09,6873695000
2014-10-10,6706095000
2014-10-13,6492405000
2014-10-14,6517545000
2014-10-15,6538495000
2014-10-16,6739615000
2014-10-17,6810845000
2014-10-20,6827605000
2014-10-21,6984730000
2014-10-22,6854840000
2014-10-23,6913500000
2014-10-24,7018250000
2014-10-27,6888360000
2014-10-28,7093670000
2014-10-29,7265460000
2014-10-30,7376495000
2014-10-31,7594375000
2014-11-03,7613230000
2014-11-04,7724264999
2014-11-05,7908625000
2014-11-06,7984045000
2014-11-07,8147455000
2014-11-10,8118125000
2014-11-11,7986139999
2014-11-12,8061559999
2014-11-13,8040610000
2014-11-14,7952620000
2014-11-17,7986139999
2014-11-18,8095080000
2014-11-19,8002900000
2014-11-20,8061559999
2014-11-21,8143264999
2014-11-24,8214495000
2014-11-25,8193545000
2014-11-26,8195639999
2014-11-28,8281535000
2014-12-01,8088795000
2014-12-02,8275250000
2014-12-03,8359050000
2014-12-04,8423995000
2014-12-05,8447040000
2014-12-08,8549695000
2014-12-09,8708915000
2014-12-10,8667015000
2014-12-11,8784335000
2014-12-12,8572740000
2014-12-15,8535030000
2014-12-16,8637685000
2014-12-17,8786430000
2014-12-18,8857660000
2014-12-19,8840900000
2014-12-22,8914225000
2014-12-23,9004310000
2014-12-24,9092300000
2014-12-26,9106965000
2014-12-29,9012690000
2014-12-30,8989645000
2014-12-31,8863627000
2015-01-02,8920030000
2015-01-05,8792601000
2015-01-06,8838559000
2015-01-07,8851093000
2015-01-08,9014035000
2015-01-09,8871983000
2015-01-12,8974344000
2015-01-13,8961810000
2015-01-14,8809313000
2015-01-15,8690240000
2015-01-16,8746643000
2015-01-20,8690240000
2015-01-21,8757088000
2015-01-22,8993145000
2015-01-23,8364356000
2015-01-26,8234838000
2015-01-27,8255728000
2015-01-28,8236927000
2015-01-29,8508496999
2015-01-30,8460450000
2015-02-02,8460450000
2015-02-03,8671439000
2015-02-04,8700685000
2015-02-05,8767533000
2015-02-06,8663083000
2015-02-09,8550277000
2015-02-10,9456903000
2015-02-11,9446458000
2015-02-12,9653269000
2015-02-13,9619845000
2015-02-17,9745185000
2015-02-18,9828745000
2015-02-19,9960352000
2015-02-20,10064802000
2015-02-23,10008399000
2015-02-24,10089870000
2015-02-25,9933195000
2015-02-26,10048090000
2015-02-27,9845457000
2015-03-02,9924839000
2015-03-03,9782787000
2015-03-04,9730562000
2015-03-05,9638646000
2015-03-06,9456903000
2015-03-09,9628201000
2015-03-10,9486149000
2015-03-11,9496594000
2015-03-12,9644913000
2015-03-13,9546730000
2015-03-16,9655358000
2015-03-17,9621934000
2015-03-18,9770253000
2015-03-19,9720117000
2015-03-20,9759808000
2015-03-23,9699227000
2015-03-24,9626112000
2015-03-25,9421390000
2015-03-26,9410945000
2015-03-27,9456903000
2015-03-30,9592688000
2015-03-31,9499260000
2015-04-01,9442965000
2015-04-02,9401265000
2015-04-06,9499260000
2015-04-07,9428370000
2015-04-08,9638955000
2015-04-09,9722355000
2015-04-10,9653550000
2015-04-13,9599340000
2015-04-14,9428370000
2015-04-15,9269910000
2015-04-16,9274080000
2015-04-17,9184425000
2015-04-20,9205275000
2015-04-21,9132300000
2015-04-22,9242805000
2015-04-23,9338715000
2015-04-24,9328290000
2015-04-27,9215700000
2015-04-28,9263655000
2015-04-29,9199020000
2015-04-30,9507600000
2015-05-01,9784905000
2015-05-04,9887070000
2015-05-05,9730695000
2015-05-06,9778650000
2015-05-07,10001745000
2015-05-08,9989235000
2015-05-11,10108080000
2015-05-12,9997575000
2015-05-13,10005915000
2015-05-14,10293645000
2015-05-15,10206075000
2015-05-18,10366620000
2015-05-19,10347855000
2015-05-20,10349940000
2015-05-21,10306155000
2015-05-22,10283220000
2015-05-26,10224840000
2015-05-27,10397895000
2015-05-28,10314495000
2015-05-29,10153950000
2015-06-01,10254030000
2015-06-02,10185225000
2015-06-03,10162290000
2015-06-04,10072635000
2015-06-05,10116420000
2015-06-08,10239435000
2015-06-09,10333260000
2015-06-10,10410405000
2015-06-11,10527165000
2015-06-12,10560525000
2015-06-15,10337430000
2015-06-16,10573035000
2015-06-17,10625160000
2015-06-18,10766940000
2015-06-19,10842000000
2015-06-22,10875360000
2015-06-23,10825320000
2015-06-24,10796130000
2015-06-25,10810725000
2015-06-26,10967100000
2015-06-29,10789875000
2015-06-30,10425002000
2015-07-01,10554858000
2015-07-02,10524423000
2015-07-06,10603554000
2015-07-07,10638047000
2015-07-08,10386451000
2015-07-09,10366161000
2015-07-10,10504133000
2015-07-13,10713120000
2015-07-14,10800367000
2015-07-15,10700946000
2015-07-16,10733410000
2015-07-17,10692830000
2015-07-20,10727323000
2015-07-21,10552829000
2015-07-22,10556887000
2015-07-23,10343842000
2015-07-24,10132826000
2015-07-27,10045579000
2015-07-28,10138913000
2015-07-29,10266740000
2015-07-30,10749642000
2015-07-31,10788193000
2015-08-03,10857179000
2015-08-04,10956600000
2015-08-05,11240660000
2015-08-06,11082398000
2015-08-07,11214283000
2015-08-10,11220370000
2015-08-11,11078340000
2015-08-12,10964716000
2015-08-13,10985006000
2015-08-14,11165587000
2015-08-17,11120949000
2015-08-18,11029644000
2015-08-19,10952542000
2015-08-20,10767903000
2015-08-21,10585293000
2015-08-24,10309349000
2015-08-25,10165290000
2015-08-26,10416886000
2015-08-27,10550800000
2015-08-28,10562974000
2015-08-31,10439205000
2015-09-01,10268769000
2015-09-02,10341813000
2015-09-03,10366161000
2015-09-04,10246450000
2015-09-08,10487901000
2015-09-09,10388480000
2015-09-10,10376306000
2015-09-11,10376306000
2015-09-14,10356016000
2015-09-15,10439205000
2015-09-16,10463553000
2015-09-17,10398625000
2015-09-18,10140942000
2015-09-21,10153116000
2015-09-22,9850795000
2015-09-23,9727026000
2015-09-24,9580938000
2015-09-25,9516010000
2015-09-28,9288762000
2015-09-29,9327313000
2015-09-30,9165040000
2015-10-01,9182635000
2015-10-02,9380090000
2015-10-05,9452425000
2015-10-06,9290160000
2015-10-07,9462200000
2015-10-08,9522805000
2015-10-09,9556040000
2015-10-12,9661610000
2015-10-13,9552130000
2015-10-14,9475885000
2015-10-15,9561905000
2015-10-16,9513030000
2015-10-19,9557995000
2015-10-20,9708530000
2015-10-21,9649880000
2015-10-22,10058475000
2015-10-23,10107350000
2015-10-26,10005690000
2015-10-27,9569725000
2015-10-28,9583410000
2015-10-29,9601005000
2015-10-30,9602960000
2015-11-02,9743720000
2015-11-03,9317530000
2015-11-04,9385955000
2015-11-05,9407460000
2015-11-06,9348810000
2015-11-09,9170905000
2015-11-10,8926530000
2015-11-11,8889385000
2015-11-12,8547260000
2015-11-13,8668470000
2015-11-16,8670425000
2015-11-17,8645010000
2015-11-18,8785770000
2015-11-19,8926530000
2015-11-20,8862015000
2015-11-23,8774040000
2015-11-24,8799455000
2015-11-25,8783815000
2015-11-27,8850285000
2015-11-30,8867880000
2015-12-01,8901115000
2015-12-02,8791635000
2015-12-03,8820960000
2015-12-04,8987135000
2015-12-07,8856150000
2015-12-08,8736895000
2015-12-09,8607865000
2015-12-10,8504250000
2015-12-11,8371310000
2015-12-14,8244235000
2015-12-15,8349805000
2015-12-16,8566810000
2015-12-17,8420185000
2015-12-18,8345895000
2015-12-21,8365445000
2015-12-22,8388904999
2015-12-23,8562899999
2015-12-24,8564855000
2015-12-28,8600045000
2015-12-29,8666515000
2015-12-30,8783815000
2015-12-31,8705920000
2016-01-04,8401408000
2016-01-05,8483392000
2016-01-06,8350656000
2016-01-07,8087136000
2016-01-08,8075423999
2016-01-11,8063712000
2016-01-12,8133984000
2016-01-13,7958304000
2016-01-14,8065664000
2016-01-15,7991488000
2016-01-19,7798240000
2016-01-20,7788480000
2016-01-21,7772864000
2016-01-22,7995392000
2016-01-25,7606944000
2016-01-26,7802144000
2016-01-27,7768959999
2016-01-28,7487872000
2016-01-29,7911456000
2016-02-01,8059808000
2016-02-02,7889984000
2016-02-03,8206208000
2016-02-04,8128128000
2016-02-05,7936831999
2016-02-08,7700640000
2016-02-09,7891936000
2016-02-10,8516576000
2016-02-11,8256959999
2016-02-12,8440448000
2016-02-16,8477536000
2016-02-17,8413120000
2016-02-18,8418976000
2016-02-19,8450208000
2016-02-22,8756672000
2016-02-23,8602464000
2016-02-24,8889408000
2016-02-25,9049472000
2016-02-26,9031904000
2016-02-29,8926496000
2016-03-01,9049472000
2016-03-02,9078752000
2016-03-03,9080704000
2016-03-04,8916736000
2016-03-07,8987008000
2016-03-08,8864032000
2016-03-09,8953824000
2016-03-10,8969440000
2016-03-11,9162688000
2016-03-14,9084608000
2016-03-15,9059232000
2016-03-16,9113888000
2016-03-17,9223200000
2016-03-18,9191968000
2016-03-21,9219296000
2016-03-22,9473056000
2016-03-23,9318848000
2016-03-24,9232960000
2016-03-28,9332512000
2016-03-29,9439872000
2016-03-30,9375456000
2016-03-31,9390756000
2016-04-01,9484644000
2016-04-04,9517896000
2016-04-05,9445524000
2016-04-06,9733056000
2016-04-07,9584400000
2016-04-08,9684156000
2016-04-11,9707628000
2016-04-12,9594180000
2016-04-13,9785868000
2016-04-14,9705672000
2016-04-15,9785868000
2016-04-18,9926700000
2016-04-19,9936480000
2016-04-20,10079268000
2016-04-21,9924744000
2016-04-22,10167288000
2016-04-25,10098828000
2016-04-26,10159464000
2016-04-27,10304208000
2016-04-28,9457260000
2016-04-29,9263616000
2016-05-02,9515940000
2016-05-03,9208848000
2016-05-04,9099312000
2016-05-05,9111048000
2016-05-06,9116916000
2016-05-09,9242100000
2016-05-10,9255792000
2016-05-11,9122784000
2016-05-12,9349680000
2016-05-13,9337944000
2016-05-16,9379020000
2016-05-17,9169728000
2016-05-18,9165816000
2016-05-19,9132564000
2016-05-20,9167772000
2016-05-23,9042588000
2016-05-24,9148212000
2016-05-25,9179508000
2016-05-26,9103224000
2016-05-27,9165816000
2016-05-31,9083664000
2016-06-01,9085620000
2016-06-02,9138432000
2016-06-03,9087576000
2016-06-06,8958480000
2016-06-07,8993688000
2016-06-08,9030852000
2016-06-09,9230364000
2016-06-10,9420096000
2016-06-13,9251880000
2016-06-14,9202980000
2016-06-15,9193200000
2016-06-16,9255792000
2016-06-17,9161904000
2016-06-20,9208848000
2016-06-21,9212760000
2016-06-22,9265572000
2016-06-23,9359460000
2016-06-24,8911536000
2016-06-27,8518379999
2016-06-28,8608356000
2016-06-29,8827428000
2016-06-30,8922777000
2016-07-01,8953833000
2016-07-05,8755851000
2016-07-06,8891721000
2016-07-07,8868429000
2016-07-08,9128523000
2016-07-11,9211986000
2016-07-12,9276039000
2016-07-13,9388617000
2016-07-14,9380853000
2016-07-15,9526428000
2016-07-18,9530310000
2016-07-19,9503136000
2016-07-20,9590481000
2016-07-21,9452670000
2016-07-22,9450729000
2016-07-25,9423555000
2016-07-26,9573012000
2016-07-27,9534192000
2016-07-28,9184812000
2016-07-29,9157638000
2016-08-01,9149874000
2016-08-02,8926659000
2016-08-03,8973243000
2016-08-04,9047001000
2016-08-05,9076116000
2016-08-08,8992653000
2016-08-09,9072234000
2016-08-10,9105231000
2016-08-11,9151815000
2016-08-12,9105231000
2016-08-15,9142110000
2016-08-16,9107172000
2016-08-17,9031473000
2016-08-18,8994594000
2016-08-19,9002358000
2016-08-22,9099408000
2016-08-23,9248865000
2016-08-24,9225573000
2016-08-25,9254688000
2016-08-26,9093585000
2016-08-29,9142110000
2016-08-30,9142110000
2016-08-31,9147933000
2016-09-01,9219750000
2016-09-02,9433260000
2016-09-06,9210045000
2016-09-07,9219750000
2016-09-08,9134346000
2016-09-09,8819904000
2016-09-12,8895603000
2016-09-13,8810199000
2016-09-14,8810199000
2016-09-15,8979066000
2016-09-16,8899485000
2016-09-19,8973243000
2016-09-20,8982948000
2016-09-21,8959656000
2016-09-22,8979066000
2016-09-23,9041178000
2016-09-26,9058647000
2016-09-27,8981007000
2016-09-28,9029532000
2016-09-29,8874252000
2016-09-30,8815768000
2016-10-03,8740732000
2016-10-04,8638760000
2016-10-05,8706100000
2016-10-06,8700328000
2016-10-07,8532940000
2016-10-10,8619520000
2016-10-11,8579116000
2016-10-12,8565648000
2016-10-13,8525244000
2016-10-14,8584887999
2016-10-17,8604128000
2016-10-18,8506004000
2016-10-19,8509851999
2016-10-20,8386716000
2016-10-21,8338616000
2016-10-24,8298212000
2016-10-25,8167380000
2016-10-26,8371324000
2016-10-27,8556028000
2016-10-28,8740732000
2016-10-31,8779212000
2016-11-01,8769592000
2016-11-02,8709948000
2016-11-03,8744580000
2016-11-04,8648380000
2016-11-07,8844628000
2016-11-08,8886956000
2016-11-09,8996624000
2016-11-10,9031256000
2016-11-11,8998548000
2016-11-14,8971612000
2016-11-15,9060116000
2016-11-16,9077432000
2016-11-17,9187100000
2016-11-18,9079356000
2016-11-21,8987004000
2016-11-22,9042800000
2016-11-23,9125532000
2016-11-25,9131304000
2016-11-28,8990852000
2016-11-29,9040876000
2016-11-30,8773440000
2016-12-01,8709948000
2016-12-02,8873488000
2016-12-05,8931208000
2016-12-06,8963916000
2016-12-07,9142848000
2016-12-08,9396816000
2016-12-09,9269832000
2016-12-12,9210188000
2016-12-13,9294844000
2016-12-14,9194796000
2016-12-15,9060116000
2016-12-16,9083204000
2016-12-19,9065888000
2016-12-20,8992776000
2016-12-21,9035104000
2016-12-22,8896576000
2016-12-23,8915816000
2016-12-27,8933132000
2016-12-28,8794604000
2016-12-29,8756124000
2016-12-30,8723416000
2017-01-03,8993100000
2017-01-04,9130414000
2017-01-05,9163292000
2017-01-06,9124612000
2017-01-09,9103338000
2017-01-10,9244520000
2017-01-11,9343154000
2017-01-12,9337352000
2017-01-13,9289002000
2017-01-17,9331550000
2017-01-18,9399240000
2017-01-19,9306408000
2017-01-20,9335418000
2017-01-23,9381834000
2017-01-24,9524950000
2017-01-25,9511412000
2017-01-26,9521082000
2017-01-27,9515280000
2017-01-30,9395372000
2017-01-31,9379900000
2017-02-01,9457260000
2017-02-02,9627452000
2017-02-03,9606178000
2017-02-06,9586838000
2017-02-07,9573300000
2017-02-08,9712548000
2017-02-09,9116876000
2017-02-10,9250322000
2017-02-13,9087866000
2017-02-14,9113008000
2017-02-15,9209708000
2017-02-16,9265794000
2017-02-17,9236784000
2017-02-21,9271596000
2017-02-22,9229048000
2017-02-23,9261926000
2017-02-24,9140084000
2017-02-27,9029846000
2017-02-28,8989232000
2017-03-01,9113008000
2017-03-02,9033714000
2017-03-03,8954420000
2017-03-06,8759086000
2017-03-07,8588893999
2017-03-08,8525072000
2017-03-09,8673990000
2017-03-10,8743614000
2017-03-13,8710736000
2017-03-14,8799700000
2017-03-15,8877060000
2017-03-16,8873192000
2017-03-17,8908004000
2017-03-20,8935080000
2017-03-21,8772624000
2017-03-22,8782294000
2017-03-23,8791964000
2017-03-24,8639178000
2017-03-27,8422569999
2017-03-28,8476722000
2017-03-29,8410966000
2017-03-30,8374219999
2017-03-31,8389150000
2017-04-03,8391075000
2017-04-04,8285200000
2017-04-05,8290975000
2017-04-06,8289050000
2017-04-07,8258250000
2017-04-10,8256325000
2017-04-11,8277500000
2017-04-12,8217825000
2017-04-13,8183175000
2017-04-17,8240925000
2017-04-18,8269800000
2017-04-19,8381450000
2017-04-20,8468075000
2017-04-21,8421875000
2017-04-24,8500799999
2017-04-25,8637475000
2017-04-26,8610525000
2017-04-27,8510425000
2017-04-28,8473850000
2017-05-01,8487325000
2017-05-02,8558550000
2017-05-03,8520050000
2017-05-04,8697150000
2017-05-05,8814575000
2017-05-08,8933925000
2017-05-09,8142749999
2017-05-10,8354500000
2017-05-11,8302525000
2017-05-12,8187025000
2017-05-15,8275575000
2017-05-16,8414175000
2017-05-17,8400700000
2017-05-18,8265950000
2017-05-19,8364125000
2017-05-22,8450750000
2017-05-23,8450750000
2017-05-24,8483475000
2017-05-25,8512350000
2017-05-26,8575874999
2017-05-30,8600900000
2017-05-31,8550850000
2017-06-01,8604750000
2017-06-02,8572025000
2017-06-05,8583575000
2017-06-06,8512350000
2017-06-07,8531600000
2017-06-08,8533525000
2017-06-09,8496950000
2017-06-12,8506575000
2017-06-13,8658650000
2017-06-14,8691375000
2017-06-15,8631700000
2017-06-16,8668275000
2017-06-19,8720250000
2017-06-20,8675975000
2017-06-21,8714475000
2017-06-22,8647100000
2017-06-23,8629775000
2017-06-26,8727950000
2017-06-27,8674050000
2017-06-28,8752975000
2017-06-29,8637475000
2017-06-30,8365644000
2017-07-03,8412369000
2017-07-05,8416107000
2017-07-06,8358168000
2017-07-07,8470308000
2017-07-10,8567496000
2017-07-11,8485260000
2017-07-12,8574972000
2017-07-13,8571234000
2017-07-14,8606745000
2017-07-17,8619828000
2017-07-18,8556282000
2017-07-19,8601138000
2017-07-20,8509557000
2017-07-21,8541330000
2017-07-24,8466569999
2017-07-25,8447880000
2017-07-26,8421714000
2017-07-27,8352561000
2017-07-28,8199302999
2017-07-31,8132019000
2017-08-01,8137626000
2017-08-02,8141364000
2017-08-03,8085294000
2017-08-04,8128281000
2017-08-07,8197434000
2017-08-08,8410500000
2017-08-09,8382465000
2017-08-10,8229207000
2017-08-11,8257242000
2017-08-14,8410500000
2017-08-15,8401155000
2017-08-16,8498343000
2017-08-17,8399286000
2017-08-18,8403024000
2017-08-21,8380596000
2017-08-22,8503950000
2017-08-23,8466569999
2017-08-24,8382465000
2017-08-25,8376858000
2017-08-28,8272194000
2017-08-29,8221731000
2017-08-30,8281539000
2017-08-31,8294622000
2017-09-01,8401155000
2017-09-05,8266586999
2017-09-06,8118936000
2017-09-07,8176875000
2017-09-08,8040438000
2017-09-11,8150709000
2017-09-12,8154447000
2017-09-13,8117067000
2017-09-14,8085294000
2017-09-15,8120805000
2017-09-18,8016141000
2017-09-19,7797468000
2017-09-20,7825502999
2017-09-21,7932036000
2017-09-22,7943250000
2017-09-25,7881573000
2017-09-26,7999319999
2017-09-27,7950726000
2017-09-28,8025486000
2017-09-29,7984368000
2017-10-02,7539653000
2017-10-03,7667622000
2017-10-04,7713200000
2017-10-05,7728977000
2017-10-06,7741247999
2017-10-09,7769296000
2017-10-10,7849934000
2017-10-11,7714953000
2017-10-12,7737742000
2017-10-13,7809614999
2017-10-16,7827145000
2017-10-17,7760531000
2017-10-18,7727224000
2017-10-19,7741247999
2017-10-20,7927066000
2017-10-23,7863958000
2017-10-24,7811368000
2017-10-25,7814874000
2017-10-26,7842922000
2017-10-27,7818380000
2017-10-30,7730730000
2017-10-31,7753518999
2017-11-01,7706188000
2017-11-02,7693917000
2017-11-03,7737742000
2017-11-06,7679893000
2017-11-07,7644833000
2017-11-08,7853439999
2017-11-09,7848181000
2017-11-10,7774555000
2017-11-13,7884993999
2017-11-14,7906030000
2017-11-15,7879735000
2017-11-16,7990174000
2017-11-17,8014716000
2017-11-20,7890253000
2017-11-21,7913042000
2017-11-22,7942843000
2017-11-24,7988421000
2017-11-27,8161968000
2017-11-28,8267147999
2017-11-29,8298702000
2017-11-30,8423164999
2017-12-01,8368822000
2017-12-04,8435436000
2017-12-05,8412647000
2017-12-06,8340774000
2017-12-07,8407388000
2017-12-08,8377587000
2017-12-11,8374081000
2017-12-12,8363563000
2017-12-13,8458225000
2017-12-14,8419659000
2017-12-15,8533604000
2017-12-18,8656314000
2017-12-19,8705398000
2017-12-20,8503803000
2017-12-21,8537110000
2017-12-22,8605477000
2017-12-26,8614242000
2017-12-27,8626513000
2017-12-28,8668585000
2017-12-29,8642290000
2018-01-02,8169126000
2018-01-03,8175738000
2018-01-04,8193921000
2018-01-05,8169126000
2018-01-08,8205492000
2018-01-09,8094741000
2018-01-10,8043497999
2018-01-11,8041845000
2018-01-12,8076558000
2018-01-16,8005479000
2018-01-17,8017050000
2018-01-18,8056722000
2018-01-19,8116230000
2018-01-22,8094741000
2018-01-23,8099700000
2018-01-24,8083170000
2018-01-25,8112924000
2018-01-26,8096393999
2018-01-29,8017050000
2018-01-30,7960847999
2018-01-31,7826955000
2018-02-01,7775712000
2018-02-02,7640166000
2018-02-05,7350891000
2018-02-06,7319484000
2018-02-07,7332708000
2018-02-08,7045086000
2018-02-09,6886397999
2018-02-12,7028556000
2018-02-13,6896316000
2018-02-14,7026903000
2018-02-15,7089717000
2018-02-16,7051697999
2018-02-20,6954171000
2018-02-21,6975660000
2018-02-22,6932682000
2018-02-23,7051697999
2018-02-26,7074840000
2018-02-27,6965742000
2018-02-28,7003761000
2018-03-01,6916152000
2018-03-02,7126083000
2018-03-05,7263282000
2018-03-06,7337667000
2018-03-07,7241793000
2018-03-08,7240140000
2018-03-09,7380645000
2018-03-12,7372380000
2018-03-13,7395522000
2018-03-14,7307913000
2018-03-15,7281465000
2018-03-16,7289730000
2018-03-19,7240140000
2018-03-20,7223610000
2018-03-21,7093022999
2018-03-22,6909540000
2018-03-23,6797136000
2018-03-26,6959130000
2018-03-27,6970701000
2018-03-28,6978966000
2018-03-29,7073187000
2018-04-02,6675460000
2018-04-03,6752116000
2018-04-04,6851130000
2018-04-05,6927786000
2018-04-06,6766489000
2018-04-09,6847936000
2018-04-10,6956532000
2018-04-11,6946950000
2018-04-12,6977293000
2018-04-13,7010830000
2018-04-16,7151366000
2018-04-17,7228022000
2018-04-18,7192888000
2018-04-19,7082695000
2018-04-20,7029994000
2018-04-23,7044367000
2018-04-24,6970905000
2018-04-25,7015621000
2018-04-26,7103455999
2018-04-27,7129008000
2018-04-30,7002845000
2018-05-01,7076307000
2018-05-02,6980487000
2018-05-03,7012426999
2018-05-04,7098665000
2018-05-07,7045964000
2018-05-08,7041173000
2018-05-09,7036382000
2018-05-10,7074710000
2018-05-11,7085889000
2018-05-14,7014024000
2018-05-15,6937368000
2018-05-16,6974099000
2018-05-17,6958129000
2018-05-18,7089083000
2018-05-21,7113038000
2018-05-22,7172126999
2018-05-23,7261559000
2018-05-24,7285514000
2018-05-25,7309469000
2018-05-29,7113038000
2018-05-30,7154560000
2018-05-31,6956532000
2018-06-01,7020412000
2018-06-04,7050755000
2018-06-05,7015621000
2018-06-06,6932576999
2018-06-07,6921398000
2018-06-08,6994860000
2018-06-11,7063530999
2018-06-12,7074710000
2018-06-13,6977293000
2018-06-14,7037979000
2018-06-15,7186500000
2018-06-18,7144978000
2018-06-19,7034785000
2018-06-20,7106650000
2018-06-21,6940562000
2018-06-22,6954935000
2018-06-25,6922995000
2018-06-26,6897443000
2018-06-27,6803220000
2018-06-28,6776071000
2018-06-29,6779265000
2018-07-02,6663708000
2018-07-03,6673140000
2018-07-05,6687288000
2018-07-06,6717155999
2018-07-09,6732876000
2018-07-10,6742308000
2018-07-11,6723444000
2018-07-12,6677855999
2018-07-13,6723444000
2018-07-16,6679428000
