,PCH
2019-02-05,2572572600
2019-02-06,2525749200
2019-02-07,2473497000
2019-02-08,2430745200
2019-02-11,2410387200
2019-02-12,2398172400
2019-02-13,2401565400
2019-02-14,2375778600
2019-02-15,2406994200
2019-02-19,2457210600
2019-02-20,2495890800
2019-02-21,2496569400
2019-02-22,2513534400
2019-02-25,2560357800
2019-02-26,2478925800
2019-02-27,2491140600
2019-02-28,2442281400
2019-03-01,2457210600
2019-03-04,2436852600
2019-03-05,2418530400
2019-03-06,2392065000
2019-03-07,2364921000
2019-03-08,2393422200
2019-03-11,2510141400
2019-03-12,2512177200
2019-03-13,2532535200
2019-03-14,2510141400
2019-03-15,2482318800
2019-03-18,2477568600
2019-03-19,2507427000
2019-03-20,2506748400
2019-03-21,2539321200
2019-03-22,2467389600
2019-03-25,2411065800
2019-03-26,2405637000
2019-03-27,2423280600
2019-03-28,2537964000
2019-03-29,2564429400
2019-04-01,2559052480
2019-04-02,2540106560
2019-04-03,2557699200
2019-04-04,2573261920
2019-04-05,2637542720
2019-04-08,2624009920
2019-04-09,2582734880
2019-04-10,2611830400
2019-04-11,2634159520
2019-04-12,2640925920
2019-04-15,2624009920
2019-04-16,2581381600
2019-04-17,2594914400
2019-04-18,2586794720
2019-04-22,2531310240
2019-04-23,2605064000
2019-04-24,2635512800
2019-04-25,2633482880
2019-04-26,2700470240
2019-04-29,2634836160
2019-04-30,2615890240
2019-05-01,2667314880
2019-05-02,2659195200
2019-05-03,2733625600
2019-05-06,2719416160
2019-05-07,2632129600
2019-05-08,2583411520
2019-05-09,2585441440
2019-05-10,2614536960
2019-05-13,2554316000
2019-05-14,2557022560
2019-05-15,2555669280
2019-05-16,2574615200
2019-05-17,2531310240
2019-05-20,2446053600
2019-05-21,2467029440
2019-05-22,2439963840
2019-05-23,2356737120
2019-05-24,2367563360
2019-05-28,2347264160
2019-05-29,2328318240
2019-05-30,2310725600
2019-05-31,2276893600
2019-06-03,2268097280
2019-06-04,2295839520
2019-06-05,2333731360
2019-06-06,2333054720
2019-06-07,2393275680
2019-06-10,2426431040
2019-06-11,2467706080
2019-06-12,2495448320
2019-06-13,2523190560
2019-06-14,2527927040
2019-06-17,2548226240
2019-06-18,2643632480
2019-06-19,2642279200
2019-06-20,2690320640
2019-06-21,2641602560
2019-06-24,2586794720
2019-06-25,2561082400
2019-06-26,2515747520
2019-06-27,2582058240
2019-06-28,2637542720
2019-07-01,2665465920
2019-07-02,2699188920
2019-07-03,2726841780
2019-07-05,2719422720
2019-07-08,2725492860
2019-07-09,2647929960
2019-07-10,2662093620
2019-07-11,2608136820
2019-07-12,2612183580
2019-07-15,2577111660
2019-07-16,2591275320
2019-07-17,2565645840
2019-07-18,2563622460
2019-07-19,2571041520
2019-07-22,2541365280
2019-07-23,2562948000
2019-07-24,2593973160
2019-07-25,2554854480
2019-07-26,2593973160
2019-07-29,2596671000
2019-07-30,2661419160
2019-07-31,2483361720
2019-08-01,2467174680
2019-08-02,2482687260
2019-08-05,2451662100
2019-08-06,2445591960
2019-08-07,2504944440
2019-08-08,2538667440
2019-08-09,2488082940
2019-08-12,2463802380
2019-08-13,2488757400
2019-08-14,2430753840
2019-08-15,2461104540
2019-08-16,2506293360
2019-08-19,2542714200
2019-08-20,2503595520
2019-08-21,2536644060
2019-08-22,2540016360
2019-08-23,2461104540
2019-08-26,2500897680
2019-08-27,2458406700
2019-08-28,2562273540
2019-08-29,2609485740
2019-08-30,2595322080
2019-09-03,2574413820
2019-09-04,2573739360
2019-09-05,2620277100
2019-09-06,2634440760
2019-09-09,2674908360
2019-09-10,2700537840
2019-09-11,2830708620
2019-09-12,2840151060
2019-09-13,2799683460
2019-09-16,2811823740
2019-09-17,2815196040
2019-09-18,2799683460
2019-09-19,2792938860
2019-09-20,2770007220
2019-09-23,2773379520
2019-09-24,2756518020
2019-09-25,2785519800
2019-09-26,2796311160
2019-09-27,2750447880
2019-09-30,2772588840
2019-10-01,2748297480
2019-10-02,2735477040
2019-10-03,2779336440
2019-10-04,2759768400
2019-10-07,2725355640
2019-10-08,2693641920
2019-10-09,2699040000
2019-10-10,2697690480
2019-10-11,2736826560
2019-10-14,2738850840
2019-10-15,2737501320
2019-10-16,2792156880
2019-10-17,2801603520
2019-10-18,2848836720
2019-10-21,2882574720
2019-10-22,2916987480
2019-10-23,2916312720
2019-10-24,2906866080
2019-10-25,2925759360
2019-10-28,2902142760
2019-10-29,2947351680
2019-10-30,2916312720
2019-10-31,2865705720
2019-11-01,2901468000
2019-11-04,2959497360
2019-11-05,2943303120
2019-11-06,2954774040
2019-11-07,2961521640
2019-11-08,2967594480
2019-11-11,2972992560
2019-11-12,2953424520
2019-11-13,2916987480
2019-11-14,2950725480
2019-11-15,2939929320
2019-11-18,2959497360
2019-11-19,2972317800
2019-11-20,2958822600
2019-11-21,2915637960
2019-11-22,2883924240
2019-11-25,2916987480
2019-11-26,2925759360
2019-11-27,2972317800
2019-11-29,2930482680
2019-12-02,2871778560
2019-12-03,2843438640
2019-12-04,2859632880
2019-12-05,2877176640
2019-12-06,2883249480
2019-12-09,2877176640
2019-12-10,2849511480
2019-12-11,2884599000
2019-12-12,2883249480
2019-12-13,2869754280
2019-12-16,2908215600
2019-12-17,2873128080
2019-12-18,2867730000
2019-12-19,2954774040
2019-12-20,2968269240
2019-12-23,2942628360
2019-12-24,2915637960
2019-12-26,2921036040
2019-12-27,2922385560
2019-12-30,2927783640
2019-12-31,2913282560
2020-01-02,2831142400
2020-01-03,2870865920
2020-01-06,2925401600
2020-01-07,2920688640
2020-01-08,2913955840
2020-01-09,2936174080
2020-01-10,2918668800
2020-01-13,2918668800
2020-01-14,2959738880
2020-01-15,3002828800
2020-01-16,3033799680
2020-01-17,3008215040
2020-01-21,2971857920
2020-01-22,2971857920
2020-01-23,2963778560
2020-01-24,2939540480
2020-01-27,2931461120
2020-01-28,2955025920
2020-01-29,2942906880
2020-01-30,2927421440
2020-01-31,2895104000
2020-02-03,2864806400
2020-02-04,2722071040
2020-02-05,2839221760
2020-02-06,2764487680
2020-02-07,2701872640
2020-02-10,2711971840
2020-02-11,2728130560
2020-02-12,2783339520
2020-02-13,2838548480
2020-02-14,2828449280
2020-02-18,2819023360
2020-02-19,2772567040
2020-02-20,2819696640
2020-02-21,2863459840
2020-02-24,2775260160
2020-02-25,2625118720
2020-02-26,2598187520
2020-02-27,2464204800
2020-02-28,2473630720
2020-03-02,2544998400
2020-03-03,2603573760
2020-03-04,2732170240
2020-03-05,2640604160
2020-03-06,2590108160
2020-03-09,2390817280
2020-03-10,2470264320
2020-03-11,2213071360
2020-03-12,1806410240
2020-03-13,2195566080
2020-03-16,1996275200
2020-03-17,2131604480
2020-03-18,1576821760
2020-03-19,1945779200
2020-03-20,1888550400
2020-03-23,1784865280
2020-03-24,2067642880
2020-03-25,2074375680
2020-03-26,2093227520
2020-03-27,2000314880
2020-03-30,2081781760
2020-03-31,2108654640
2020-04-01,1862790480
2020-04-02,1904439600
2020-04-03,1745232480
2020-04-06,1865477520
2020-04-07,1922577120
2020-04-08,2026028160
2020-04-09,2127463920
2020-04-13,2009234160
2020-04-14,2097234720
2020-04-15,2003188320
2020-04-16,2052898560
2020-04-17,2085143040
2020-04-20,2114700480
2020-04-21,2046180960
2020-04-22,2120746320
2020-04-23,2117387520
2020-04-24,2159036640
2020-04-27,2255098320
2020-04-28,2305480320
2020-04-29,2467374480
2020-04-30,2358549360
2020-05-01,2193968160
2020-05-04,2206059840
2020-05-05,2195983440
2020-05-06,2251739520
2020-05-07,2277266400
2020-05-08,2458641600
2020-05-11,2322946080
2020-05-12,2199342240
2020-05-13,2101937040
2020-05-14,2090517120
2020-05-15,2052226800
2020-05-18,2260472400
2020-05-19,2178517680
2020-05-20,2261815920
2020-05-21,2264502960
2020-05-22,2255098320
2020-05-26,2345785920
2020-05-27,2384748000
2020-05-28,2365938720
2020-05-29,2283312240
2020-06-01,2346457680
2020-06-02,2397511440
2020-06-03,2471405040
2020-06-04,2444534640
2020-06-05,2498947200
2020-06-08,2590978320
2020-06-09,2574856080
2020-06-10,2493573120
2020-06-11,2306823840
2020-06-12,2358549360
2020-06-15,2438488800
2020-06-16,2525145840
2020-06-17,2426397120
2020-06-18,2425053600
2020-06-19,2572840800
2020-06-22,2561420880
2020-06-23,2561420880
2020-06-24,2494244880
2020-06-25,2493573120
2020-06-26,2393480880
2020-06-29,2534550480
2020-06-30,2553676470
2020-07-01,2554347960
2020-07-02,2553676470
2020-07-06,2555690940
2020-07-07,2522116440
2020-07-08,2569792230
2020-07-09,2538232200
2020-07-10,2659100400
2020-07-13,2595980340
2020-07-14,2676559140
2020-07-15,2744379630
2020-07-16,2730949830
2020-07-17,2792726910
2020-07-20,2775939660
2020-07-21,2764524330
2020-07-22,2784669030
2020-07-23,2854503990
2020-07-24,2851818030
2020-07-27,2961270900
2020-07-28,2907551700
2020-07-29,2954556000
2020-07-30,2861218890
2020-07-31,2874648690
2020-08-03,2916281070
2020-08-04,2938440240
2020-08-05,2985444540
2020-08-06,2977386660
2020-08-07,2998202850
2020-08-10,2990144970
2020-08-11,3021705000
2020-08-12,3059308440
2020-08-13,3056622480
2020-08-14,3040506720
2020-08-17,3025062450
2020-08-18,3010961160
2020-08-19,3067366320
2020-08-20,3075424200
2020-08-21,3181519620
2020-08-24,3188234520
2020-08-25,3098926350
2020-08-26,3090196980
2020-08-27,3111013170
2020-08-28,3158017470
2020-08-31,3091539960
2020-09-01,3146602140
2020-09-02,3090196980
2020-09-03,3002231790
2020-09-04,2932396830
2020-09-08,2857189950
2020-09-09,2904194250
2020-09-10,2882035080
2020-09-11,2847117600
2020-09-14,2886735510
2020-09-15,2895464880
2020-09-16,2843088660
2020-09-17,2808171180
2020-09-18,2743036650
2020-09-21,2642313150
2020-09-22,2683945530
2020-09-23,2606724180
2020-09-24,2600680770
2020-09-25,2677902120
2020-09-28,2806828200
2020-09-29,2806828200
2020-09-30,2827393900
2020-10-01,2907984700
2020-10-02,2943578970
2020-10-05,3057749270
2020-10-06,3034915210
2020-10-07,3057749270
2020-10-08,3132295760
2020-10-09,3130280990
2020-10-12,3158487770
2020-10-13,3089314000
2020-10-14,3044317470
2020-10-15,3098716260
2020-10-16,3069837890
2020-10-19,3059092450
2020-10-20,3144384380
2020-10-21,3125579860
2020-10-22,3167890030
2020-10-23,3191395680
2020-10-26,3028870900
2020-10-27,2890523360
2020-10-28,2810604150
2020-10-29,2845526830
2020-10-30,2790456450
2020-11-02,2831423440
2020-11-03,2893881310
2020-11-04,2877763150
2020-11-05,2969099390
2020-11-06,2905969930
2020-11-09,2909999470
2020-11-10,2892538130
2020-11-11,2889851770
2020-11-12,2822692770
2020-11-13,2902611980
2020-11-16,2934176710
2020-11-17,2940221020
2020-11-18,2951638050
2020-11-19,2991933450
2020-11-20,3038944750
2020-11-23,3028870900
2020-11-24,3092671950
2020-11-25,3080583330
2020-11-27,3053048140
2020-11-30,3125579860
2020-12-01,3140354840
2020-12-02,3034243620
2020-12-03,3052376550
2020-12-04,3098044670
2020-12-07,3059764040
2020-12-08,3116177600
2020-12-09,3206842250
2020-12-10,3202812710
2020-12-11,3216244510
2020-12-14,3249824010
2020-12-15,3398916990
2020-12-16,3392201090
2020-12-17,3435182850
2020-12-18,3335787530
2020-12-21,3253181960
2020-12-22,3295492130
2020-12-23,3401603350
2020-12-24,3400931760
2020-12-28,3406304480
2020-12-29,3365337490
2020-12-30,3386828370
2020-12-31,3361694140
2021-01-04,3345564460
2021-01-05,3368414840
2021-01-06,3410083180
2021-01-07,3496108140
2021-01-08,3427557000
2021-01-11,3366398630
2021-01-12,3380512100
2021-01-13,3362366210
2021-01-14,3377151750
2021-01-15,3395969710
2021-01-19,3412771460
2021-01-20,3469897410
2021-01-21,3498796420
2021-01-22,3546513390
2021-01-25,3519630590
2021-01-26,3416803880
2021-01-27,3222575650
2021-01-28,3348252740
2021-01-29,3209806320
2021-02-01,3329434780
2021-02-02,3262899850
2021-02-03,3359005860
2021-02-04,3415459740
2021-02-05,3356317580
2021-02-08,3478634320
2021-02-09,3465864990
2021-02-10,3530383710
2021-02-11,3597590710
2021-02-12,3620441090
2021-02-16,3606327620
2021-02-17,3488043300
2021-02-18,3480650530
2021-02-19,3574740330
2021-02-22,3629178000
2021-02-23,3591542080
2021-02-24,3576756540
2021-02-25,3452423590
2021-02-26,3410755250
2021-03-01,3553234090
2021-03-02,3465864990
2021-03-03,3471241550
2021-03-04,3404034550
2021-03-05,3504845050
2021-03-08,3504172980
2021-03-09,3534416130
2021-03-10,3629178000
2021-03-11,3633210420
2021-03-12,3628505930
2021-03-15,3639931120
2021-03-16,3628505930
2021-03-17,3590870010
2021-03-18,3470569480
2021-03-19,3428901140
2021-03-22,3432261490
2021-03-23,3316665450
2021-03-24,3326746500
2021-03-25,3469897410
2021-03-26,3519630590
2021-03-29,3519630590
2021-03-30,3547185460
2021-03-31,3562362720
2021-04-01,3671414640
2021-04-05,3743442760
2021-04-06,3813451400
2021-04-07,3804027160
2021-04-08,3870670000
2021-04-09,3892884280
2021-04-12,3882786880
2021-04-13,3916444880
2021-04-14,3977029280
2021-04-15,3993858280
2021-04-16,4139260840
2021-04-19,4148011920
2021-04-20,4104256520
2021-04-21,4014053080
2021-04-22,4014053080
2021-04-23,3997897240
2021-04-26,4137241360
2021-04-27,4131182920
2021-04-28,4069252200
2021-04-29,4090793320
2021-04-30,3995877760
2021-05-03,4036940520
2021-05-04,4036940520
2021-05-05,4041652640
2021-05-06,4104929680
2021-05-07,4270527040
2021-05-10,4262449120
2021-05-11,4135895040
2021-05-12,3884806360
2021-05-13,4013379920
2021-05-14,4044345280
2021-05-17,4021457840
2021-05-18,3972317160
2021-05-19,3944717600
2021-05-20,3944044440
2021-05-21,3946063920
2021-05-24,3983760880
2021-05-25,3973663480
2021-05-26,4046364760
2021-05-27,4065213240
2021-05-28,4052423200
2021-06-01,4134548720
2021-06-02,3961546600
2021-06-03,3828260920
2021-06-04,3789217640
2021-06-07,3761618080
2021-06-08,3708438440
2021-06-09,3726613760
2021-06-10,3669395160
2021-06-11,3670741480
2021-06-14,3571113800
2021-06-15,3573133280
2021-06-16,3545533720
2021-06-17,3531397360
2021-06-18,3472159280
2021-06-21,3540821600
2021-06-22,3533416840
2021-06-23,3509856240
2021-06-24,3528704720
2021-06-25,3550919000
2021-06-28,3511875720
2021-06-29,3512548880
2021-06-30,3577792250
2021-07-01,3594621000
2021-07-02,3633663700
2021-07-06,3575772800
2021-07-07,3668667500
2021-07-08,3639048900
2021-07-09,3707037050
2021-07-12,3704344450
2021-07-13,3582504300
2021-07-14,3606064550
2021-07-15,3579811700
2021-07-16,3503745750
2021-07-19,3410177900
2021-07-20,3435084450
2021-07-21,3481531800
2021-07-22,3483551250
2021-07-23,3540095850
2021-07-26,3515862450
2021-07-27,3573753350
2021-07-28,3484897550
2021-07-29,3560963500
2021-07-30,3496341100
2021-08-02,3466049350
2021-08-03,3512496700
2021-08-04,3432391850
2021-08-05,3450566900
2021-08-06,3445181700
2021-08-09,3401426950
2021-08-10,3418255700
2021-08-11,3487590150
2021-08-12,3487590150
2021-08-13,3464029900
2021-08-16,3425660350
2021-08-17,3362384250
2021-08-18,3335458250
2021-08-19,3311224850
2021-08-20,3324014700
2021-08-23,3381232450
2021-08-24,3417582550
2021-08-25,3453932650
2021-08-26,3445181700
2021-08-27,3551539400
2021-08-30,3532018050
2021-08-31,3497014250
2021-09-01,3555578300
2021-09-02,3619527550
2021-09-03,3680784200
2021-09-07,3608757150
2021-09-08,3558944050
2021-09-09,3459317850
2021-09-10,3484897550
2021-09-13,3451913200
2021-09-14,3375174100
2021-09-15,3484897550
2021-09-16,3505765200
2021-09-17,3569041300
2021-09-20,3472107700
2021-09-21,3513843000
2021-09-22,3597313600
2021-09-23,3622220150
2021-09-24,3602025650
2021-09-27,3591255250
2021-09-28,3559617200
2021-09-29,3606737700
2021-09-30,3485363760
2021-10-01,3480633720
2021-10-04,3528609840
2021-10-05,3470497920
2021-10-06,3512392560
2021-10-07,3509689680
2021-10-08,3508338240
2021-10-11,3538069920
2021-10-12,3639427920
2021-10-13,3665781000
2021-10-14,3702269880
2021-10-15,3732001560
2021-10-18,3646860840
2021-10-19,3643482240
2021-10-20,3649563720
2021-10-21,3674565360
2021-10-22,3749570280
2021-10-25,3824575200
2021-10-26,3649563720
2021-10-27,3569153040
2021-10-28,3555638640
2021-10-29,3531988440
2021-11-01,3641455080
2021-11-02,3598209000
2021-11-03,3843495360
2021-11-04,3844171080
2021-11-05,3850928280
2021-11-08,3819169440
2021-11-09,3817142280
2021-11-10,3759030360
2021-11-11,3758354640
2021-11-12,3737407320
2021-11-15,3761057520
2021-11-16,3825250920
2021-11-17,3881335680
2021-11-18,3843495360
2021-11-19,3877281360
2021-11-22,3871199880
2021-11-23,3826602360
2021-11-24,3857685480
2021-11-26,3709702800
2021-11-29,3677943960
2021-11-30,3658348080
2021-12-01,3670511040
2021-12-02,3804303600
2021-12-03,3839441040
2021-12-06,3950259120
2021-12-07,4001613840
2021-12-08,4014452520
2021-12-09,4042832760
2021-12-10,4125270600
2021-12-13,4104323280
2021-12-14,3998910960
2021-12-15,4091484600
2021-12-16,4099593240
2021-12-17,4088781720
2021-12-20,3989450880
2021-12-21,3763760400
2021-12-22,3860388360
2021-12-23,3823223760
2021-12-27,3890120040
2021-12-28,3944177640
2021-12-29,4008371040
2021-12-30,4027291200
2021-12-31,4180412180
2022-01-03,4052681220
2022-01-04,4049904460
2022-01-05,3927727020
2022-01-06,3961742330
2022-01-07,3925644450
2022-01-10,3965213280
2022-01-11,4075589490
2022-01-12,4060317310
2022-01-13,4093638430
2022-01-14,3963824900
2022-01-18,3818739190
2022-01-19,3777781980
2022-01-20,3684066330
2022-01-21,3613258950
2022-01-24,3736130580
2022-01-25,3657687110
2022-01-26,3595904200
2022-01-27,3584797160
2022-01-28,3697255940
2022-01-31,3734048010
2022-02-01,3622977610
2022-02-02,3708362980
2022-02-03,3683372140
2022-02-04,3674347670
2022-02-07,3684760520
2022-02-08,3804161200
2022-02-09,3913843220
2022-02-10,3819433380
2022-02-11,3781252930
2022-02-14,3747931810
2022-02-15,3838176510
2022-02-16,3831234610
2022-02-17,3732659630
2022-02-18,3715999070
2022-02-22,3693784990
2022-02-23,3593821630
2022-02-24,3707668790
2022-02-25,3809714720
2022-02-28,3811103100
2022-03-01,3745849240
2022-03-02,3838176510
2022-03-03,3794442540
2022-03-04,3811103100
2022-03-07,3749320190
2022-03-08,3682677950
2022-03-09,3727106110
2022-03-10,3863167350
2022-03-11,3807632150
2022-03-14,3805549580
2022-03-15,3775005220
2022-03-16,3846506790
2022-03-17,3872886010
2022-03-18,3867332490
2022-03-21,3868026680
2022-03-22,3789583210
2022-03-23,3718081640
2022-03-24,3617424090
2022-03-25,3687537280
2022-03-28,3699338510
2022-03-29,3743766670
2022-03-30,3718775830
2022-03-31,3668953400
2022-04-01,3716267800
2022-04-04,3723921600
2022-04-05,3625118000
2022-04-06,3538143000
2022-04-07,3575716200
2022-04-08,3600069200
2022-04-11,3620943200
2022-04-12,3615376800
2022-04-13,3652254200
2022-04-14,3657124800
2022-04-18,3652254200
2022-04-19,3772627600
2022-04-20,3778889800
2022-04-21,3794197400
2022-04-22,3767061200
2022-04-25,3738533400
2022-04-26,3739925000
2022-04-27,3808113400
2022-04-28,3933357400
2022-04-29,3854036200
2022-05-02,3785152000
2022-05-03,3884651400
2022-05-04,4033552600
2022-05-05,3903438000
2022-05-06,3833162200
2022-05-09,3742708200
2022-05-10,3705830800
2022-05-11,3592415400
2022-05-12,3639034000
2022-05-13,3625118000
2022-05-16,3650166800
2022-05-17,3828987400
2022-05-18,3715572000
2022-05-19,3736446000
2022-05-20,3701656000
2022-05-23,3726009000
2022-05-24,3707222400
2022-05-25,3757320000
2022-05-26,3785152000
2022-05-27,3897871600
2022-05-31,3650166800
2022-06-01,3611897800
2022-06-02,3655037400
2022-06-03,3577803600
2022-06-06,3673128200
2022-06-07,3692610600
2022-06-08,3572933000
2022-06-09,3528401800
2022-06-10,3369063600
2022-06-13,3165890000
2022-06-14,3183285000
2022-06-15,3195113600
2022-06-16,3121358800
2022-06-17,3147103400
2022-06-21,3169369000
2022-06-22,3151974000
2022-06-23,3107442800
2022-06-24,3170760600
2022-06-27,3161019400
2022-06-28,3082394000
2022-06-29,3071261200
2022-06-30,3158966340
2022-07-01,3224733460
2022-07-05,3215440280
2022-07-06,3206861960
2022-07-07,3251183280
2022-07-08,3257617020
2022-07-11,3244034680
2022-07-12,3230452340
2022-07-13,3241175240
2022-07-14,3186131020
2022-07-15,3234026640
2022-07-18,3208291680
2022-07-19,3286926280
2022-07-20,3342685360
2022-07-21,3364131160
2022-07-22,3345544800
2022-07-25,3334107040
2022-07-26,3404878180
2022-07-27,3427038840
2022-07-28,3453488660
2022-07-29,3504958580
2022-08-01,3552139340
2022-08-02,3445625200
2022-08-03,3452773800
2022-08-04,3365560880
2022-08-05,3359127140
2022-08-08,3394155280
2022-08-09,3369850040
2022-08-10,3432757720
2022-08-11,3459922400
2022-08-12,3511392320
2022-08-15,3509962600
2022-08-16,3535697560
2022-08-17,3477793900
2022-08-18,3518540920
2022-08-19,3472075020
2022-08-22,3373424340
2022-08-23,3369135180
2022-08-24,3381287800
2022-08-25,3438476600
2022-08-26,3341970500
2022-08-29,3308372080
2022-08-30,3279062820
2022-08-31,3318380120
2022-09-01,3359127140
2022-09-02,3269769640
2022-09-06,3294074880
2022-09-07,3343400220
2022-09-08,3324099000
2022-09-09,3400589020
2022-09-12,3447054920
2022-09-13,3274058800
2022-09-14,3213295700
2022-09-15,3166114940
2022-09-16,3112500440
2022-09-19,3173978400
2022-09-20,3001697140
2022-09-21,2987399940
2022-09-22,2961664980
2022-09-23,2888749259
2022-09-26,2823697000
2022-09-27,2828701020
2022-09-28,2911624780
2022-09-29,2872307480
2022-09-30,3297810240
2022-10-03,3388612520
2022-10-04,3444861720
2022-10-05,3438433240
2022-10-06,3436022560
2022-10-07,3415933560
2022-10-10,3440843920
2022-10-11,3472182760
2022-10-12,3427986959
2022-10-13,3522003480
2022-10-14,3411112200
2022-10-17,3425576280
2022-10-18,3610395080
2022-10-19,3539681800
2022-10-20,3522003480
2022-10-21,3558967240
2022-10-24,3570217080
2022-10-25,3612002200
2022-10-26,3527628400
2022-10-27,3576645560
2022-10-28,3626466280
2022-10-31,3575038440
2022-11-01,3586288280
2022-11-02,3513164320
2022-11-03,3480218360
2022-11-04,3575842000
2022-11-07,3657001560
2022-11-08,3652180200
2022-11-09,3595127440
2022-11-10,3849855959
2022-11-11,3853070200
2022-11-14,3729321959
2022-11-15,3775928440
2022-11-16,3745393160
2022-11-17,3725304160
2022-11-18,3788785400
2022-11-21,3793606760
2022-11-22,3870748520
2022-11-23,3873159200
2022-11-25,3883605480
2022-11-28,3738964680
2022-11-29,3765482160
2022-11-30,3840213240
2022-12-01,3819320680
2022-12-02,3832177640
2022-12-05,3749410959
2022-12-06,3638519680
2022-12-07,3754232320
2022-12-08,3783160480
2022-12-09,3774321320
2022-12-12,3835391879
2022-12-13,3814499320
2022-12-14,3842623920
2022-12-15,3730125520
2022-12-16,3663430040
2022-12-19,3574234879
2022-12-20,3511557200
2022-12-21,3551735200
2022-12-22,3559770800
2022-12-23,3605573720
2022-12-27,3558967240
2022-12-28,3500307360
2022-12-29,3588698959
2022-12-30,3534860440
2023-01-03,3513185300
2023-01-04,3553198800
2023-01-05,3457966670
2023-01-06,3562802040
2023-01-09,3549997720
2023-01-10,3458766940
2023-01-11,3574806090
2023-01-12,3585209600
2023-01-13,3549997720
2023-01-17,3523588810
2023-01-18,3549997720
2023-01-19,3553198800
2023-01-20,3675640110
2023-01-23,3736460630
2023-01-24,3694846590
2023-01-25,3730058470
2023-01-26,3842096270
2023-01-27,3902916790
2023-01-30,3852499780
2023-01-31,3917321650
2023-02-01,3938928940
2023-02-02,3987745410
2023-02-03,3925324350
2023-02-06,3807684660
2023-02-07,3850899240
2023-02-08,3830092220
2023-02-09,3805283850
2023-02-10,3825290600
2023-02-13,3839695459
2023-02-14,3824490330
2023-02-15,3885310850
2023-02-16,3807684660
2023-02-17,3778874940
2023-02-21,3671638760
2023-02-22,3696447130
2023-02-23,3715653610
2023-02-24,3696447130
2023-02-27,3711652260
2023-02-28,3694046319
2023-03-01,3723656310
2023-03-02,3726057120
2023-03-03,3754066569
2023-03-06,3721255500
2023-03-07,3689244700
2023-03-08,3805283850
2023-03-09,3829291950
2023-03-10,3816487630
2023-03-13,3827691410
2023-03-14,3846897890
2023-03-15,3883710310
2023-03-16,3942130020
2023-03-17,3920522730
2023-03-20,3941329750
2023-03-21,3945331100
2023-03-22,3779675209
2023-03-23,3738861440
2023-03-24,3753266300
2023-03-27,3805283850
2023-03-28,3744463330
2023-03-29,3819688709
2023-03-30,3846897890
2023-03-31,3967177500
2023-04-03,3900657150
2023-04-04,3885429599
2023-04-05,3886231050
2023-04-06,3907068750
2023-04-10,3978397800
2023-04-11,3967978950
2023-04-12,3918289050
2023-04-13,3930310800
2023-04-14,3901458600
2023-04-17,3915884700
2023-04-18,3887833950
2023-04-19,3931112250
2023-04-20,3828526650
2023-04-21,3829328100
2023-04-24,3763609200
2023-04-25,3734757000
2023-04-26,3625759800
2023-04-27,3657016350
2023-04-28,3705103349
2023-05-01,3628965600
2023-05-02,3584885849
2023-05-03,3621752550
2023-05-04,3591297450
2023-05-05,3661023600
2023-05-08,3705904800
2023-05-09,3784446900
2023-05-10,3849364350
2023-05-11,3737962800
2023-05-12,3762807750
2023-05-15,3777233850
2023-05-16,3717125100
2023-05-17,3743572950
2023-05-18,3774028050
2023-05-19,3730749750
2023-05-22,3724338150
2023-05-23,3730749750
2023-05-24,3655413450
2023-05-25,3649001850
2023-05-26,3672243900
2023-05-30,3727543950
2023-05-31,3729146850
2023-06-01,3681059850
2023-06-02,3750786000
2023-06-05,3684265650
2023-06-06,3767616450
2023-06-07,3866194800
2023-06-08,3858981750
2023-06-09,3850165800
2023-06-12,3907870200
2023-06-13,4013661600
2023-06-14,4072968900
2023-06-15,4121055900
2023-06-16,4159525500
2023-06-20,4152312450
2023-06-21,4159525500
2023-06-22,4149908100
2023-06-23,4025683349
2023-06-26,4061748600
2023-06-27,4165937099
2023-06-28,4278140100
2023-06-29,4275735750
2023-06-30,4234976200
2023-07-03,4231770920
2023-07-05,4198916800
2023-07-06,4161254760
2023-07-07,4190903600
2023-07-10,4283856720
2023-07-11,4289465960
2023-07-12,4292671240
2023-07-13,4293472560
2023-07-14,4290267280
2023-07-17,4300684440
2023-07-18,4335942520
2023-07-19,4273439560
2023-07-20,4316710840
2023-07-21,4279048800
2023-07-24,4247797320
2023-07-25,4262221080
2023-07-26,4266227680
2023-07-27,4237380160
2023-07-28,4235777520
2023-07-31,4297479160
2023-08-01,4203724720
2023-08-02,4095546520
2023-08-03,4105162359
2023-08-04,4076314840
2023-08-07,4081924080
2023-08-08,4102758400
2023-08-09,4101957080
2023-08-10,4005798680
2023-08-11,3928070640
2023-08-14,3922461400
2023-08-15,3837521480
2023-08-16,3806270000
2023-08-17,3746972320
2023-08-18,3725336680
2023-08-21,3726138000
2023-08-22,3758190800
2023-08-23,3876786160
2023-08-24,3874382200
2023-08-25,3881594080
2023-08-28,3890408600
2023-08-29,3883196720
2023-08-30,3851945240
2023-08-31,3787038320
2023-09-01,3789442280
2023-09-05,3690078600
2023-09-06,3707707640
2023-09-07,3682866720
2023-09-08,3675654840
2023-09-11,3686873320
2023-09-12,3699694440
2023-09-13,3704502359
2023-09-14,3806270000
2023-09-15,3821495080
2023-09-18,3790243600
2023-09-19,3692482560
2023-09-20,3627575640
2023-09-21,3601132080
