,HBI
2020-08-05,5169362220
2020-08-06,5004531810
2020-08-07,5274573120
2020-08-10,5534093340
2020-08-11,5593712850
2020-08-12,5600726910
2020-08-13,5470966800
2020-08-14,5530586310
2020-08-17,5555135520
2020-08-18,5527079280
2020-08-19,5534093340
2020-08-20,5488501950
2020-08-21,5499023040
2020-08-24,5625276120
2020-08-25,5614755030
2020-08-26,5460445710
2020-08-27,5516558190
2020-08-28,5513051160
2020-08-31,5362248870
2020-09-01,5449924620
2020-09-02,5583191760
2020-09-03,5439403530
2020-09-04,5404333230
2020-09-08,5442910560
2020-09-09,5393812140
2020-09-10,5358741840
2020-09-11,5397319170
2020-09-14,5534093340
2020-09-15,5509544130
2020-09-16,5684895630
2020-09-17,5541107400
2020-09-18,5495516010
2020-09-21,5362248870
2020-09-22,5484994920
2020-09-23,5611248000
2020-09-24,5463952740
2020-09-25,5439403530
2020-09-28,5539242530
2020-09-29,5416460080
2020-09-30,5525210250
2020-10-01,5595371650
2020-10-02,5665533049
2020-10-05,5872509179
2020-10-06,5826904270
2020-10-07,5893557600
2020-10-08,5953194790
2020-10-09,6037388470
2020-10-12,6058436890
2020-10-13,5970735140
2020-10-14,5970735140
2020-10-15,6082993380
2020-10-16,6033880400
2020-10-19,5869001110
2020-10-20,6002307770
2020-10-21,6054928820
2020-10-22,6181219340
2020-10-23,6167187059
2020-10-26,6128598290
2020-10-27,6139122500
2020-10-28,5795331640
2020-10-29,5791823570
2020-10-30,5637468490
2020-11-02,5819888130
2020-11-03,5900573740
2020-11-04,5742710590
2020-11-05,4676257310
2020-11-06,4507869950
2020-11-09,4493837670
2020-11-10,4553474860
2020-11-11,4532426440
2020-11-12,4367547150
2020-11-13,4542950650
2020-11-16,4672749240
2020-11-17,4746418710
2020-11-18,4704321870
2020-11-19,4756942920
2020-11-20,4781499410
2020-11-23,4914806070
2020-11-24,5198959740
2020-11-25,5086701500
2020-11-27,5062145010
2020-11-30,4981459400
2020-12-01,4960410980
2020-12-02,4932346420
2020-12-03,5048112730
2020-12-04,4942870630
2020-12-07,4893757650
2020-12-08,4914806070
2020-12-09,4970935190
2020-12-10,4914806070
2020-12-11,4897265720
2020-12-14,4827104320
2020-12-15,4960410980
2020-12-16,4900773790
2020-12-17,4970935190
2020-12-18,5062145010
2020-12-21,5058636940
2020-12-22,4935854490
2020-12-23,5167387110
2020-12-24,5118274130
2020-12-28,5125290270
2020-12-29,5065653080
2020-12-30,5146338690
2020-12-31,5114766060
2021-01-04,5071993350
2021-01-05,5054443200
2021-01-06,5363325840
2021-01-07,5430016410
2021-01-08,5391406080
2021-01-11,5377365960
2021-01-12,5616048000
2021-01-13,5489686920
2021-01-14,5545847400
2021-01-15,5517767160
2021-01-19,5412466260
2021-01-20,5451076590
2021-01-21,5475646800
2021-01-22,5468626740
2021-01-25,5440546500
2021-01-26,5482666860
2021-01-27,5630088120
2021-01-28,5405446200
2021-01-29,5366835870
2021-02-01,5352795750
2021-02-02,5345775690
2021-02-03,5363325840
2021-02-04,5535317310
2021-02-05,5570417610
2021-02-08,5609027940
2021-02-09,7006019880
2021-02-10,6574286190
2021-02-11,6483025410
2021-02-12,6497065530
2021-02-16,6325074060
2021-02-17,6272423610
2021-02-18,6289973760
2021-02-19,6268913580
2021-02-22,6377724510
2021-02-23,6318054000
2021-02-24,6405804750
2021-02-25,6233813280
2021-02-26,6209243070
2021-03-01,6363684390
2021-03-02,6419844870
2021-03-03,6591836340
2021-03-04,6476005350
2021-03-05,6742767630
2021-03-08,7328942640
2021-03-09,6946349370
2021-03-10,6970919580
2021-03-11,7069200420
2021-03-12,7188541440
2021-03-15,7234171830
2021-03-16,7174501320
2021-03-17,7097280660
2021-03-18,7153441140
2021-03-19,7300862400
2021-03-22,7181521380
2021-03-23,6753297719
2021-03-24,6753297719
2021-03-25,7037610150
2021-03-26,7213111650
2021-03-29,6914759100
2021-03-30,7020060000
2021-03-31,6904229010
2021-04-01,6798928110
2021-04-05,6977621560
2021-04-06,6998680780
2021-04-07,6991661040
2021-04-08,6995170910
2021-04-09,7146095320
2021-04-12,7212782850
2021-04-13,7037289350
2021-04-14,7047818959
2021-04-15,7033779480
2021-04-16,7110996620
2021-04-19,7051328830
2021-04-20,6935503120
2021-04-21,7226822330
2021-04-22,7244371680
2021-04-23,7346157910
2021-04-26,7321588820
2021-04-27,7426884920
2021-04-28,7405825700
2021-04-29,7412845440
2021-04-30,7391786220
2021-05-03,7472513230
2021-05-04,7546220500
2021-05-05,7686615299
2021-05-06,7686615299
2021-05-07,7851579190
2021-05-10,7686615299
2021-05-11,6767029360
2021-05-12,6584516120
2021-05-13,6581006250
2021-05-14,6731930660
2021-05-17,6977621560
2021-05-18,6917953770
2021-05-19,6805637930
2021-05-20,6795108320
2021-05-21,6770539230
2021-05-24,6717891180
2021-05-25,6700341830
2021-05-26,6826697150
2021-05-27,6935503120
2021-05-28,6858285980
2021-06-01,6977621560
2021-06-02,6854776110
2021-06-03,6844246500
2021-06-04,6795108320
2021-06-07,6830207020
2021-06-08,6935503120
2021-06-09,6774049100
2021-06-10,6689812220
2021-06-11,6854776110
2021-06-14,6700341830
2021-06-15,6756499750
2021-06-16,6703851700
2021-06-17,6524848330
2021-06-18,6409022620
2021-06-21,6514318720
2021-06-22,6531868070
2021-06-23,6496769370
2021-06-24,6556437160
2021-06-25,6637164170
2021-06-28,6521338459
2021-06-29,6479220020
2021-06-30,6552927290
2021-07-01,6591535860
2021-07-02,6510808850
2021-07-06,6259595929
2021-07-07,6175338890
2021-07-08,6129699660
2021-07-09,6354385100
2021-07-12,6361406520
2021-07-13,6371938649
2021-07-14,6368427940
2021-07-15,6312256580
2021-07-16,6115656820
2021-07-19,6077039010
2021-07-20,6245553090
2021-07-21,6354385100
2021-07-22,6273638770
2021-07-23,6333320840
2021-07-26,6442152850
2021-07-27,6410556460
2021-07-28,6347363679
2021-07-29,6445663560
2021-07-30,6410556460
2021-08-02,6498324210
2021-08-03,6558006280
2021-08-04,6442152850
2021-08-05,6849395210
2021-08-06,6965248640
2021-08-09,6807266690
2021-08-10,7095144910
2021-08-11,7221530470
2021-08-12,7260148280
2021-08-13,7165359110
2021-08-16,7070569940
2021-08-17,6810777399
2021-08-18,6715988230
2021-08-19,6529920600
2021-08-20,6652795450
2021-08-23,6751095330
2021-08-24,6800245270
2021-08-25,6930141539
2021-08-26,6701945390
2021-08-27,6814288110
2021-08-30,6607156220
2021-08-31,6558006280
2021-09-01,6751095330
2021-09-02,6796734560
2021-09-03,6691413260
2021-09-07,6621199060
2021-09-08,6554495570
2021-09-09,6607156220
2021-09-10,6572049120
2021-09-13,6701945390
2021-09-14,6603645510
2021-09-15,6726520360
2021-09-16,6775670300
2021-09-17,6670349000
2021-09-20,6565027700
2021-09-21,6466727820
2021-09-22,6494813500
2021-09-23,6540452730
2021-09-24,6554495570
2021-09-27,6586091960
2021-09-28,6666838289
2021-09-29,6501834920
2021-09-30,6024378360
2021-10-01,6133210370
2021-10-04,6118836360
2021-10-05,5943310360
2021-10-06,5760763320
2021-10-07,5995968159
2021-10-08,5697573960
2021-10-11,5718637080
2021-10-12,5750231760
2021-10-13,5809910600
2021-10-14,6038094400
2021-10-15,5915226200
2021-10-18,5908205159
2021-10-19,5855547360
2021-10-20,5890652560
2021-10-21,5929268280
2021-10-22,5911715680
2021-10-25,5946820880
2021-10-26,5964373479
2021-10-27,5978415560
2021-10-28,6048625960
2021-10-29,5981926080
2021-11-01,6175004680
2021-11-02,6171494159
2021-11-03,6417230560
2021-11-04,6248725600
2021-11-05,6315425479
2021-11-08,6252236120
2021-11-09,6343509640
2021-11-10,6315425479
2021-11-11,6266278200
2021-11-12,6185536240
2021-11-15,6231173000
2021-11-16,6234683520
2021-11-17,6136388960
2021-11-18,6083731159
2021-11-19,5992457640
2021-11-22,6024052320
2021-11-23,5967884000
2021-11-24,6017031280
2021-11-26,5904694640
2021-11-29,5760763320
2021-11-30,5669489799
2021-12-01,5651937200
2021-12-02,5771294880
2021-12-03,5785336960
2021-12-06,6076710120
2021-12-07,6108304799
2021-12-08,6189046760
2021-12-09,6097773240
2021-12-10,6160962600
2021-12-13,5830973720
2021-12-14,5862568400
2021-12-15,5904694640
2021-12-16,5901184120
2021-12-17,5725658120
2021-12-20,5497474320
2021-12-21,5644916159
2021-12-22,5669489799
2021-12-23,5690552920
2021-12-27,5813421120
2021-12-28,5809910600
2021-12-29,5904694640
2021-12-30,5897673600
2021-12-31,5869589440
2022-01-03,5926246920
2022-01-04,6080357360
2022-01-05,5933251940
2022-01-06,5964774530
2022-01-07,5905231860
2022-01-10,5744116399
2022-01-11,5842186680
2022-01-12,5831679149
2022-01-13,6006804649
2022-01-14,5880714290
2022-01-18,5786146520
2022-01-19,5730106360
2022-01-20,5498940700
2022-01-21,5509448230
2022-01-24,5705588790
2022-01-25,5642543610
2022-01-26,5456910580
2022-01-27,5369347830
2022-01-28,5488433170
2022-01-31,5639041100
2022-02-01,5667061180
2022-02-02,5533965800
2022-02-03,5463915600
2022-02-04,5505945720
2022-02-07,5428890500
2022-02-08,5590005960
2022-02-09,5709091300
2022-02-10,5540970820
2022-02-11,5407875440
2022-02-14,5351835280
2022-02-15,5421885480
2022-02-16,5495438190
2022-02-17,5316810180
2022-02-18,5334322730
2022-02-22,5225744920
2022-02-23,5222242410
2022-02-24,5313307670
2022-02-25,5390362890
2022-02-28,5411377950
2022-03-01,5257267510
2022-03-02,5593508470
2022-03-03,5568990900
2022-03-04,5418382970
2022-03-07,5299297630
2022-03-08,5474423130
2022-03-09,5330820220
2022-03-10,5379855360
2022-03-11,5428890500
2022-03-14,5309805160
2022-03-15,5215237390
2022-03-16,5369347830
2022-03-17,5358840300
2022-03-18,5390362890
2022-03-21,5376352850
2022-03-22,5393865400
2022-03-23,5215237390
2022-03-24,5288790100
2022-03-25,5334322730
2022-03-28,5274780060
2022-03-29,5491935680
2022-03-30,5365845320
2022-03-31,5215237390
2022-04-01,5197724840
2022-04-04,5211602800
2022-04-05,4963264680
2022-04-06,4945776080
2022-04-07,4970260120
2022-04-08,5001739600
2022-04-11,5012232760
2022-04-12,4921292040
2022-04-13,4938780640
2022-04-14,4924789760
2022-04-18,4963264680
2022-04-19,5096178040
2022-04-20,5131155240
2022-04-21,5012232760
2022-04-22,4886314840
2022-04-25,4900305720
2022-04-26,4725419720
2022-04-27,4749903760
2022-04-28,4781383240
2022-04-29,4637976720
2022-05-02,4690442520
2022-05-03,4798871840
2022-05-04,4959766960
2022-05-05,4445602120
2022-05-06,4407127200
2022-05-09,4400131760
2022-05-10,4263720680
2022-05-11,4277711560
2022-05-12,4480579320
2022-05-13,4568022320
2022-05-16,4438606680
2022-05-17,4564524600
2022-05-18,4221748040
2022-05-19,4088834680
2022-05-20,4067848360
2022-05-23,4067848360
2022-05-24,3899957800
2022-05-25,4001391680
2022-05-26,4113318720
2022-05-27,4228743480
2022-05-31,4151793639
2022-06-01,4144798200
2022-06-02,4172779960
2022-06-03,4123811879
2022-06-06,4137802760
2022-06-07,4144798200
2022-06-08,4001391680
2022-06-09,3917446399
2022-06-10,3802021639
2022-06-13,3641126520
2022-06-14,3578167560
2022-06-15,3578167560
2022-06-16,3406779280
2022-06-17,3522204040
2022-06-21,3595656160
2022-06-22,3553683520
2022-06-23,3599153879
2022-06-24,3749555840
2022-06-27,3746058120
2022-06-28,3672606000
2022-06-29,3669108280
2022-06-30,3599153879
2022-07-01,3585163000
2022-07-05,3652788960
2022-07-06,3565317960
2022-07-07,3768250680
2022-07-08,3810236760
2022-07-11,3743758799
2022-07-12,3806737920
2022-07-13,3757754160
2022-07-14,3649290120
2022-07-15,3719266920
2022-07-18,3799740240
2022-07-19,3960686880
2022-07-20,3985178760
2022-07-21,3985178760
2022-07-22,3971183400
2022-07-25,3904705440
2022-07-26,3614301720
2022-07-27,3729763440
2022-07-28,3939693840
2022-07-29,3911703120
2022-08-01,3894208920
2022-08-02,3817234440
2022-08-03,3932696160
2022-08-04,3908204280
2022-08-05,3918700799
2022-08-08,4013169480
2022-08-09,3943192680
2022-08-10,4044659040
2022-08-11,3733262280
2022-08-12,3698273880
2022-08-15,3670283160
2022-08-16,3904705440
2022-08-17,3778747200
2022-08-18,3722765760
2022-08-19,3614301720
2022-08-22,3376380600
2022-08-23,3320399160
2022-08-24,3285410760
2022-08-25,3327396840
2022-08-26,3162951359
2022-08-29,3096473400
2022-08-30,3092974560
2022-08-31,3047489640
2022-09-01,3029995440
2022-09-02,3012501240
2022-09-06,2946023280
2022-09-07,3075480359
2022-09-08,3064983840
2022-09-09,3208436280
2022-09-12,3313401480
2022-09-13,3085976880
2022-09-14,3040491960
2022-09-15,3022997760
2022-09-16,2953020960
2022-09-19,2988009359
2022-09-20,2848055760
2022-09-21,2820065040
2022-09-22,2799072000
2022-09-23,2673113760
2022-09-26,2659118400
2022-09-27,2578645080
2022-09-28,2641624200
2022-09-29,2529661320
2022-09-30,2435192640
2022-10-03,2519812800
2022-10-04,2659802400
2022-10-05,2736796680
2022-10-06,2691300060
2022-10-07,2579308380
2022-10-10,2610806040
2022-10-11,2691300060
2022-10-12,2684300580
2022-10-13,2719297980
2022-10-14,2698299540
2022-10-17,2726297460
2022-10-18,2757795120
2022-10-19,2614305780
2022-10-20,2537311500
2022-10-21,2575808640
2022-10-24,2523312540
2022-10-25,2610806040
2022-10-26,2579308380
2022-10-27,2575808640
2022-10-28,2519812800
2022-10-31,2386822680
2022-11-01,2414820600
2022-11-02,2309828400
2022-11-03,2341326060
2022-11-04,2439318780
2022-11-07,2474316180
2022-11-08,2477815920
2022-11-09,2267831520
2022-11-10,2379823200
2022-11-11,2719297980
2022-11-14,2575808640
2022-11-15,2652802920
2022-11-16,2558309940
2022-11-17,2449818000
2022-11-18,2383322940
2022-11-21,2313328140
2022-11-22,2348325540
2022-11-23,2348325540
2022-11-25,2369323980
2022-11-28,2274831000
2022-11-29,2285330220
2022-11-30,2351825280
2022-12-01,2362324500
2022-12-02,2351825280
2022-12-05,2229334380
2022-12-06,2215335420
2022-12-07,2211835680
2022-12-08,2246833080
2022-12-09,2222334900
2022-12-12,2232834120
2022-12-13,2229334380
2022-12-14,2201336460
2022-12-15,2085845040
2022-12-16,2061346860
2022-12-19,2057847120
2022-12-20,2061346860
2022-12-21,2043848160
2022-12-22,2071846080
2022-12-23,2134841399
2022-12-27,2180338020
2022-12-28,2120842439
2022-12-29,2190837240
2022-12-30,2225834640
2023-01-03,2358427550
2023-01-04,2519627650
2023-01-05,2530140700
2023-01-06,2603732050
2023-01-09,2677323400
2023-01-10,2701853850
2023-01-11,2813993050
2023-01-12,2785958250
2023-01-13,2845532199
2023-01-17,2873566999
2023-01-18,2845532199
2023-01-19,2785958250
2023-01-20,2803480000
2023-01-23,2894593100
2023-01-24,2810488700
2023-01-25,2736897350
2023-01-26,2761427800
2023-01-27,2845532199
2023-01-30,2831514800
2023-01-31,2957671400
2023-02-01,3052288850
2023-02-02,2200731800
2023-02-03,2295349250
2023-02-06,2130644800
2023-02-07,2095601300
2023-02-08,2064062150
2023-02-09,2004488200
2023-02-10,1965940350
2023-02-13,2039531700
2023-02-14,2029018650
2023-02-15,2085088250
2023-02-16,2007992550
2023-02-17,2000983850
2023-02-21,1892349000
2023-02-22,1885340300
2023-02-23,1916879450
2023-02-24,1930896850
2023-02-27,1913375100
2023-02-28,1990470800
2023-03-01,2000983850
2023-03-02,2046540400
2023-03-03,2039531700
2023-03-06,1965940350
2023-03-07,1920383800
2023-03-08,1923888150
2023-03-09,1874827249
2023-03-10,1787218499
2023-03-13,1773201099
2023-03-14,1794227200
2023-03-15,1825766350
2023-03-16,1815253300
2023-03-17,1783714150
2023-03-20,1766192400
2023-03-21,1783714150
2023-03-22,1738157600
2023-03-23,1717131500
2023-03-24,1741661950
2023-03-27,1755679350
2023-03-28,1787218499
2023-03-29,1762688050
2023-03-30,1752175000
2023-03-31,1843288100
2023-04-03,1829615220
2023-04-04,1815595180
2023-04-05,1770030050
2023-04-06,1731474940
2023-04-10,1752505000
2023-04-11,1836625240
2023-04-12,1745494980
2023-04-13,1713949890
2023-04-14,1703434860
2023-04-17,1689414820
2023-04-18,1692919830
2023-04-19,1727969930
2023-04-20,1717454900
2023-04-21,1738484960
2023-04-24,1752505000
2023-04-25,1706939870
2023-04-26,1685909809
2023-04-27,1734979950
2023-04-28,1836625240
2023-05-01,1805080150
2023-05-02,1720959910
2023-05-03,1710444880
2023-05-04,1528184360
2023-05-05,1549214420
2023-05-08,1521174340
2023-05-09,1475609210
2023-05-10,1461589170
2023-05-11,1444064120
2023-05-12,1419529050
2023-05-15,1423034059
2023-05-16,1356438870
2023-05-17,1451074140
2023-05-18,1482619230
2023-05-19,1412519030
2023-05-22,1465094180
2023-05-23,1468599190
2023-05-24,1433549090
2023-05-25,1377468930
2023-05-26,1433549090
2023-05-30,1451074140
2023-05-31,1440559110
2023-06-01,1430044080
2023-06-02,1542204400
2023-06-05,1521174340
2023-06-06,1605294580
2023-06-07,1622819630
2023-06-08,1622819630
2023-06-09,1619314620
2023-06-12,1643849690
2023-06-13,1650859710
2023-06-14,1636839670
2023-06-15,1654364720
2023-06-16,1643849690
2023-06-20,1654364720
2023-06-21,1640344680
2023-06-22,1566739470
2023-06-23,1493134260
2023-06-26,1510659309
2023-06-27,1591274540
2023-06-28,1517669330
2023-06-29,1577254500
2023-06-30,1591274540
2023-07-03,1683201600
2023-07-05,1613068199
2023-07-06,1592028180
2023-07-07,1500854760
2023-07-10,1588521510
2023-07-11,1683201600
2023-07-12,1644628230
2023-07-13,1651641570
2023-07-14,1567481490
2023-07-17,1630601550
2023-07-18,1665668250
2023-07-19,1707748290
2023-07-20,1655148240
2023-07-21,1634108220
2023-07-24,1693721610
2023-07-25,1693721610
2023-07-26,1848015089
2023-07-27,1788401699
2023-07-28,1816455060
2023-07-31,1848015089
2023-08-01,1869055110
2023-08-02,1791908370
2023-08-03,1826975070
2023-08-04,1869055110
2023-08-07,1826975070
2023-08-08,1925161830
2023-08-09,1869055110
2023-08-10,1848015089
2023-08-11,1949708519
2023-08-14,1904121810
2023-08-15,1928668500
2023-08-16,1890095130
2023-08-17,1907628480
2023-08-18,1911135150
2023-08-21,1869055110
2023-08-22,1805935050
2023-08-23,1798921710
2023-08-24,1774375019
2023-08-25,1739308320
2023-08-28,1753335000
2023-08-29,1767361680
2023-08-30,1767361680
2023-08-31,1841001750
2023-09-01,1841001750
2023-09-05,1718268300
2023-09-06,1714761630
2023-09-07,1725281640
2023-09-08,1665668250
2023-09-11,1616574870
2023-09-12,1648134900
2023-09-13,1595534850
2023-09-14,1641121560
2023-09-15,1623588210
2023-09-18,1563974820
2023-09-19,1578001500
2023-09-20,1535921460
2023-09-21,1507868100
2023-09-22,1469294730
2023-09-25,1374614640
2023-09-26,1329027930
2023-09-27,1251881190
2023-09-28,1262401200
2023-09-29,1388641320
2023-10-02,1346937600
2023-10-03,1318876400
2023-10-04,1339922300
2023-10-05,1322384050
2023-10-06,1346937600
2023-10-09,1329399350
2023-10-10,1374998800
2023-10-11,1396044700
2023-10-12,1360968200
2023-10-13,1389029400
2023-10-16,1462690050
2023-10-17,1560904250
2023-10-18,1536350700
2023-10-19,1557396600
2023-10-20,1539858350
2023-10-23,1518812450
2023-10-24,1518812450
2023-10-25,1511797149
2023-10-26,1515304800
2023-10-27,1462690050
2023-10-30,1466197700
2023-10-31,1469705350
2023-11-01,1441644150
2023-11-02,1536350700
2023-11-03,1571427200
2023-11-06,1550381300
2023-11-07,1546873650
2023-11-08,1480228300
2023-11-09,1403060000
2023-11-10,1410075299
2023-11-13,1318876400
2023-11-14,1459182400
2023-11-15,1532843050
2023-11-16,1462690050
2023-11-17,1438136499
2023-11-20,1403060000
2023-11-21,1371491150
2023-11-22,1325891700
2023-11-24,1322384050
2023-11-27,1287307550
2023-11-28,1353952900
2023-11-29,1301338150
2023-11-30,1276784600
2023-12-01,1385521750
2023-12-04,1371491150
2023-12-05,1322384050
2023-12-06,1304845800
2023-12-07,1367983500
2023-12-08,1353952900
2023-12-11,1357460550
2023-12-12,1329399350
2023-12-13,1406567650
2023-12-14,1476720650
2023-12-15,1434628850
2023-12-18,1403060000
2023-12-19,1448659450
2023-12-20,1382014100
2023-12-21,1462690050
2023-12-22,1483735950
2023-12-26,1560904250
2023-12-27,1557396600
2023-12-28,1557396600
2023-12-29,1564411900
2024-01-02,1567919550
2024-01-03,1473213000
2024-01-04,1487243600
2024-01-05,1417090600
2024-01-08,1487243600
2024-01-09,1494258900
2024-01-10,1483735950
2024-01-11,1469705350
2024-01-12,1445151800
2024-01-16,1417090600
2024-01-17,1389029400
2024-01-18,1389029400
2024-01-19,1417090600
2024-01-22,1448659450
2024-01-23,1504781850
2024-01-24,1504781850
2024-01-25,1557396600
2024-01-26,1606503700
2024-01-29,1624041950
2024-01-30,1620534300
2024-01-31,1578442500
2024-02-01,1662626100
2024-02-02,1669641400
2024-02-05,1553888950
2024-02-06,1578442500
2024-02-07,1543366000
2024-02-08,1599488399
2024-02-09,1613518999
2024-02-12,1704717900
2024-02-13,1585457799
2024-02-14,1655610800
2024-02-15,1522320100
2024-02-16,1501274200
2024-02-20,1592473100
2024-02-21,1606503700
2024-02-22,1627549600
2024-02-23,1687179649
2024-02-26,1704717900
2024-02-27,1802932100
2024-02-28,1834500950
2024-02-29,1894131000
2024-03-01,1911669250
2024-03-04,1897638650
2024-03-05,1922192200
2024-03-06,1918684550
2024-03-07,1953761050
2024-03-08,1960776350
2024-03-11,1880100400
2024-03-12,1848531549
2024-03-13,1873085100
2024-03-14,1866069800
2024-03-15,1992345200
2024-03-18,1974806950
2024-03-19,1887115700
2024-03-20,1908161600
2024-03-21,1852039200
2024-03-22,1795916800
2024-03-25,1880100400
2024-03-26,1880100400
2024-03-27,1964283999
2024-03-28,2034437000
2024-04-01,2013391100
2024-04-02,1795916800
2024-04-03,1813455050
2024-04-04,1743302050
2024-04-05,1799424450
2024-04-08,1795916800
2024-04-09,1809947400
2024-04-10,1760840299
2024-04-11,1774870899
2024-04-12,1701210249
2024-04-15,1645087850
2024-04-16,1641580200
2024-04-17,1652103150
2024-04-18,1659118450
2024-04-19,1631057250
2024-04-22,1595980750
2024-04-23,1718748500
2024-04-24,1704717900
2024-04-25,1567919550
2024-04-26,1571427200
2024-04-29,1585457799
2024-04-30,1599488399
2024-05-01,1595980750
2024-05-02,1638072550
2024-05-03,1557396600
2024-05-06,1570652160
2024-05-07,1574158080
2024-05-08,1568028960
2024-05-09,1645375680
2024-05-10,1743816960
2024-05-13,1736785440
2024-05-14,1740301200
2024-05-15,1740301200
2024-05-16,1800069120
2024-05-17,1768427280
2024-05-20,1701627840
2024-05-21,1754364240
2024-05-22,1736785440
2024-05-23,1736785440
2024-05-24,1800069120
2024-05-28,1680533280
2024-05-29,1691080559
2024-05-30,1715690880
2024-05-31,1800069120
2024-06-03,1814132160
2024-06-04,1775458800
2024-06-05,1863352800
2024-06-06,1845774000
2024-06-07,1821163680
2024-06-10,1800069120
2024-06-11,1810616400
2024-06-12,1778974559
2024-06-13,1736785440
2024-06-14,1754364240
2024-06-17,1768427280
2024-06-18,1750848480
2024-06-20,1638344160
2024-06-21,1743816960
2024-06-24,1817647920
2024-06-25,1740301200
2024-06-26,1694596320
2024-06-27,1701627840
2024-06-28,1733269680
2024-07-01,1705143599
2024-07-02,1687564800
2024-07-03,1680533280
2024-07-05,1673501760
2024-07-08,1701627840
2024-07-09,1638344160
2024-07-10,1666470240
2024-07-11,1803584880
2024-07-12,1814132160
2024-07-15,1771943040
2024-07-16,1856321280
2024-07-17,1930152240
2024-07-18,1905541920
2024-07-19,1898510400
2024-07-22,1852805519
2024-07-23,1884447360
2024-07-24,1884447360
2024-07-25,1993435920
2024-07-26,2158676640
2024-07-29,2116487519
2024-07-30,2141097840
2024-07-31,2088361440
2024-08-01,2018046240
2024-08-02,1894994640
2024-08-05,1865547000
2024-08-06,1886666400
2024-08-07,1830348000
2024-08-08,2161218600
2024-08-09,2143619100
