,SLM
2013-12-04,4069107690
2013-12-05,4009015382
2013-12-06,4051938459
2013-12-09,4086276920
2013-12-10,4039061536
2013-12-11,3953215382
2013-12-12,3918876920
2013-12-13,3948923074
2013-12-16,3948923074
2013-12-17,3918876920
2013-12-18,3983261536
2013-12-19,3974676920
2013-12-20,3974676920
2013-12-23,3974676920
2013-12-24,3991846151
2013-12-26,3991846151
2013-12-27,3987553844
2013-12-30,3996138459
2013-12-31,4002605460
2014-01-02,3964200929
2014-01-03,3998338289
2014-01-06,3981269610
2014-01-07,3938597910
2014-01-08,4032475649
2014-01-09,4058078670
2014-01-10,4083681690
2014-01-13,4105017539
2014-01-14,4122086220
2014-01-15,4147689240
2014-01-16,4134887730
2014-01-17,3729506580
2014-01-21,3691102050
2014-01-22,3720972240
2014-01-23,3554552610
2014-01-24,3503346570
2014-01-27,3499079399
2014-01-28,3486277890
2014-01-29,3524682420
2014-01-30,3520415250
2014-01-31,3469209210
2014-02-03,3383865810
2014-02-04,3336926940
2014-02-05,3349728450
2014-02-06,3435071850
2014-02-07,3464942039
2014-02-10,3477743550
2014-02-11,3563086950
2014-02-12,3588689970
2014-02-13,3597224310
2014-02-14,3597224310
2014-02-18,3644163179
2014-02-19,3610025820
2014-02-20,3567354119
2014-02-21,3631361670
2014-02-24,3648430350
2014-02-25,3597224310
2014-02-26,3588689970
2014-02-27,3622827330
2014-02-28,3648430350
2014-03-03,3656964690
2014-03-04,3712437899
2014-03-05,3699636390
2014-03-06,3750842429
2014-03-07,3780712619
2014-03-10,3789246960
2014-03-11,3802048470
2014-03-12,3780712619
2014-03-13,3750842429
2014-03-14,3725239410
2014-03-17,3789246960
2014-03-18,3806315640
2014-03-19,3819117149
2014-03-20,3883124700
2014-03-21,3917262060
2014-03-24,3844720170
2014-03-25,3819117149
2014-03-26,3793514130
2014-03-27,3746575259
2014-03-28,3746575259
2014-03-31,3695315700
2014-04-01,3720684000
2014-04-02,3741824250
2014-04-03,3703771800
2014-04-04,3703771800
2014-04-07,3657263250
2014-04-08,3678403499
2014-04-09,3737596200
2014-04-10,3737596200
2014-04-11,3746052299
2014-04-14,3762964500
2014-04-15,3754508400
2014-04-16,3851753549
2014-04-17,3915174300
2014-04-21,3906718200
2014-04-22,3898262100
2014-04-23,3894034050
2014-04-24,3868665750
2014-04-25,3898262100
2014-04-28,3898262100
2014-04-29,3881349900
2014-04-30,3885577950
2014-05-01,3813701100
2014-05-02,3796788900
2014-05-05,3716455949
2014-05-06,3762964500
2014-05-07,3729140100
2014-05-08,3733368150
2014-05-09,3729140100
2014-05-12,3843297450
2014-05-13,3809473050
2014-05-14,3762964500
2014-05-15,3741824250
2014-05-16,3775648650
2014-05-19,3746052299
2014-05-20,3699543750
2014-05-21,3771420600
2014-05-22,3741824250
2014-05-23,3729140100
2014-05-27,3729140100
2014-05-28,3695315700
2014-05-29,3623438850
2014-05-30,3640351049
2014-06-02,3682631550
2014-06-03,3762964500
2014-06-04,3741824250
2014-06-05,3733368150
2014-06-06,3771420600
2014-06-09,3758736450
2014-06-10,3771420600
2014-06-11,3682631550
2014-06-12,3631894950
2014-06-13,3606526649
2014-06-16,3568474200
2014-06-17,3598070550
2014-06-18,3669947400
2014-06-19,3530421750
2014-06-20,3538877849
2014-06-23,3517737600
2014-06-24,3538877849
2014-06-25,3513509550
2014-06-26,3492369300
2014-06-27,3530421750
2014-06-30,3515786490
2014-07-01,3532709650
2014-07-02,3481940170
2014-07-03,3481940170
2014-07-07,3528478860
2014-07-08,3583479130
2014-07-09,3553863600
2014-07-10,3553863600
2014-07-11,3600402290
2014-07-14,3579248340
2014-07-15,3575017549
2014-07-16,3579248340
2014-07-17,3579248340
2014-07-18,3579248340
2014-07-21,3570786760
2014-07-22,3570786760
2014-07-23,3596171500
2014-07-24,3689248880
2014-07-25,3693479670
2014-07-28,3663864140
2014-07-29,3672325720
2014-07-30,3731556780
2014-07-31,3748479939
2014-08-01,3778095470
2014-08-04,3765403100
2014-08-05,3761172310
2014-08-06,3773864680
2014-08-07,3752710729
2014-08-08,3803480210
2014-08-11,3782326260
2014-08-12,3765403100
2014-08-13,3748479939
2014-08-14,3761172310
2014-08-15,3748479939
2014-08-18,3756941520
2014-08-19,3761172310
2014-08-20,3765403100
2014-08-21,3778095470
2014-08-22,3723095200
2014-08-25,3727325990
2014-08-26,3765403100
2014-08-27,3769633890
2014-08-28,3756941520
2014-08-29,3748479939
2014-09-02,3803480210
2014-09-03,3807711000
2014-09-04,3858480479
2014-09-05,3845788110
2014-09-08,3845788110
2014-09-09,3765403100
2014-09-10,3773864680
2014-09-11,3807711000
2014-09-12,3790787840
2014-09-15,3769633890
2014-09-16,3744249150
2014-09-17,3778095470
2014-09-18,3866942060
2014-09-19,3837326530
2014-09-22,3811941790
2014-09-23,3748479939
2014-09-24,3701941250
2014-09-25,3655402560
2014-09-26,3697710460
2014-09-29,3659633350
2014-09-30,3623662000
2014-10-01,3585562750
2014-10-02,3665994500
2014-10-03,3754892749
2014-10-06,3763359250
2014-10-07,3712560250
2014-10-08,3746426250
2014-10-09,3712560250
2014-10-10,3704093750
2014-10-13,3725260000
2014-10-14,3754892749
2014-10-15,3704093750
2014-10-16,3687160750
2014-10-17,3725260000
2014-10-20,3721026749
2014-10-21,3733726500
2014-10-22,3767592500
2014-10-23,3805691750
2014-10-24,3826857999
2014-10-27,3907289750
2014-10-28,3953855500
2014-10-29,3991954750
2014-10-30,3979255000
2014-10-31,4042753750
2014-11-03,4114719000
2014-11-04,4114719000
2014-11-05,4157051500
2014-11-06,4199384000
2014-11-07,4195150750
2014-11-10,4229016750
2014-11-11,4220550250
2014-11-12,4241716500
2014-11-13,4216317000
2014-11-14,4173984499
2014-11-17,4190917500
2014-11-18,4178217749
2014-11-19,4169751250
2014-11-20,4063920000
2014-11-21,4059686750
2014-11-24,4063920000
2014-11-25,4042753750
2014-11-26,4080853000
2014-11-28,4097786000
2014-12-01,4110485750
2014-12-02,4148585000
2014-12-03,4186684250
2014-12-04,4195150750
2014-12-05,4220550250
2014-12-08,4258649500
2014-12-09,4292515500
2014-12-10,4220550250
2014-12-11,4279815749
2014-12-12,4157051500
2014-12-15,4110485750
2014-12-16,4110485750
2014-12-17,4195150750
2014-12-18,4224783500
2014-12-19,4186684250
2014-12-22,4288282250
2014-12-23,4334848000
2014-12-24,4360247500
2014-12-26,4339081250
2014-12-29,4368714000
2014-12-30,4377180500
2014-12-31,4324921320
2015-01-02,4380096960
2015-01-05,4231547160
2015-01-06,4159394400
2015-01-07,4201837200
2015-01-08,4248524280
2015-01-09,4133928720
2015-01-12,4108463040
2015-01-13,4116951599
2015-01-14,4116951599
2015-01-15,4099974480
2015-01-16,4121195880
2015-01-20,4087241640
2015-01-21,4112707320
2015-01-22,3841073400
2015-01-23,3908981880
2015-01-26,3938691839
2015-01-27,3883516200
2015-01-28,3900493320
2015-01-29,3866539079
2015-01-30,3866539079
2015-02-02,3930203280
2015-02-03,3959913240
2015-02-04,4057531680
2015-02-05,4049043119
2015-02-06,4010844599
2015-02-09,4036310280
2015-02-10,4010844599
2015-02-11,3938691839
2015-02-12,3934447560
2015-02-13,3930203280
2015-02-17,3896249040
2015-02-18,3917470440
2015-02-19,3908981880
2015-02-20,3972646079
2015-02-23,3947180400
2015-02-24,3976890359
2015-02-25,4019333160
2015-02-26,4027821720
2015-02-27,4019333160
2015-03-02,4015088880
2015-03-03,4053287400
2015-03-04,4015088880
2015-03-05,4036310280
2015-03-06,4023577440
2015-03-09,3981134640
2015-03-10,3900493320
2015-03-11,3896249040
2015-03-12,3866539079
2015-03-13,3862294800
2015-03-16,3879271920
2015-03-17,3921714720
2015-03-18,3942936119
2015-03-19,3938691839
2015-03-20,3934447560
2015-03-23,3951424680
2015-03-24,3938691839
2015-03-25,3841073400
2015-03-26,3815607720
2015-03-27,3807119160
2015-03-30,3832584839
2015-03-31,3950384639
2015-04-01,3992953440
2015-04-02,4018494720
2015-04-06,4065320400
2015-04-07,4061063519
2015-04-08,4035522240
2015-04-09,3997210320
2015-04-10,4009980960
2015-04-13,4039779120
2015-04-14,4082347920
2015-04-15,4116402960
2015-04-16,4061063519
2015-04-17,4039779120
2015-04-20,4137687360
2015-04-21,4184513040
2015-04-22,4231338720
2015-04-23,4354788240
2015-04-24,4363302000
2015-04-27,4350531360
2015-04-28,4397357040
2015-04-29,4427155200
2015-04-30,4337760720
2015-05-01,4384586400
2015-05-04,4393100160
2015-05-05,4393100160
2015-05-06,4410127680
2015-05-07,4405870800
2015-05-08,4422898320
2015-05-11,4456953360
2015-05-12,4431412080
2015-05-13,4465467120
2015-05-14,4554861600
2015-05-15,4508035920
2015-05-18,4512292800
2015-05-19,4512292800
2015-05-20,4516549680
2015-05-21,4431412080
2015-05-22,4431412080
2015-05-26,4414384560
2015-05-27,4397357040
2015-05-28,4393100160
2015-05-29,4367558880
2015-06-01,4388843280
2015-06-02,4397357040
2015-06-03,4410127680
2015-06-04,4329246960
2015-06-05,4337760720
2015-06-08,4320733200
2015-06-09,4307962560
2015-06-10,4354788240
2015-06-11,4359045120
2015-06-12,4363302000
2015-06-15,4354788240
2015-06-16,4367558880
2015-06-17,4316476320
2015-06-18,4316476320
2015-06-19,4316476320
2015-06-22,4359045120
2015-06-23,4371815760
2015-06-24,4299448800
2015-06-25,4256880000
2015-06-26,4269650639
2015-06-29,4188769920
2015-06-30,4204807529
2015-07-01,4217588100
2015-07-02,4247409430
2015-07-06,4268710380
2015-07-07,4230368670
2015-07-08,4145164870
2015-07-09,4140904680
2015-07-10,4213327910
2015-07-13,4251669620
2015-07-14,4157945440
2015-07-15,4149425060
2015-07-16,4247409430
2015-07-17,4251669620
2015-07-20,4166465819
2015-07-21,4196287150
2015-07-22,4196287150
2015-07-23,3961976700
2015-07-24,4017359170
2015-07-27,3906594230
2015-07-28,3906594230
2015-07-29,3889553470
2015-07-30,3927895180
2015-07-31,3889553470
2015-08-03,3876772900
2015-08-04,3851211759
2015-08-05,3932155370
2015-08-06,3863992330
2015-08-07,3846951569
2015-08-10,3906594230
2015-08-11,3932155370
2015-08-12,3851211759
2015-08-13,3812870049
2015-08-14,3804349670
2015-08-17,3812870049
2015-08-18,3783048720
2015-08-19,3804349670
2015-08-20,3719145870
2015-08-21,3595600360
2015-08-24,3493355799
2015-08-25,3429452950
2015-08-26,3535957700
2015-08-27,3625421690
2015-08-28,3638202259
2015-08-31,3612641120
2015-09-01,3463534470
2015-09-02,3416672380
2015-09-03,3395371430
2015-09-04,3335728770
2015-09-08,3391111240
2015-09-09,3408152000
2015-09-10,3416672380
2015-09-11,3425192759
2015-09-14,3446493710
2015-09-15,3484835420
2015-09-16,3501876180
2015-09-17,3450753900
2015-09-18,3455014089
2015-09-21,3467794660
2015-09-22,3412412190
2015-09-23,3378330670
2015-09-24,3293126870
2015-09-25,3276086110
2015-09-28,3220703640
2015-09-29,3195142500
2015-09-30,3153413800
2015-10-01,3063925030
2015-10-02,2957390780
2015-10-05,3085231880
2015-10-06,3106538730
2015-10-07,3119322840
2015-10-08,3046879550
2015-10-09,3012788590
2015-10-12,2957390780
2015-10-13,2910515710
2015-10-14,2901992970
2015-10-15,2931822560
2015-10-16,2953129410
2015-10-19,2919038450
2015-10-20,3029834070
2015-10-21,3008527220
2015-10-22,2987220370
2015-10-23,3017049960
2015-10-26,3012788590
2015-10-27,2927561190
2015-10-28,2991481740
2015-10-29,2982959000
2015-10-30,3008527220
2015-11-02,3004265850
2015-11-03,3008527220
2015-11-04,2995743110
2015-11-05,2982959000
2015-11-06,3034095440
2015-11-09,2995743110
2015-11-10,2910515710
2015-11-11,2833811050
2015-11-12,2778413240
2015-11-13,2757106390
2015-11-16,2795458720
2015-11-17,2795458720
2015-11-18,2838072420
2015-11-19,2906254340
2015-11-20,2855117900
2015-11-23,2833811050
2015-11-24,2825288310
2015-11-25,2872163380
2015-11-27,2859379270
2015-11-30,2880686120
2015-12-01,2850856530
2015-12-02,2799720090
2015-12-03,2833811050
2015-12-04,2876424750
2015-12-07,2872163380
2015-12-08,2808242830
2015-12-09,2812504200
2015-12-10,2872163380
2015-12-11,2761367760
2015-12-14,2714492690
2015-12-15,2799720090
2015-12-16,2876424750
2015-12-17,2761367760
2015-12-18,2688924470
2015-12-21,2693185840
2015-12-22,2710231320
2015-12-23,2765629130
2015-12-24,2774151870
2015-12-28,2744322280
2015-12-29,2808242830
2015-12-30,2778413240
2015-12-31,2784763720
2016-01-04,2793305940
2016-01-05,2729239290
2016-01-06,2605377100
2016-01-07,2485786020
2016-01-08,2490057130
2016-01-11,2490057130
2016-01-12,2396092710
2016-01-13,2408906040
2016-01-14,2336297170
2016-01-15,2314941620
2016-01-19,2297857180
2016-01-20,2310670510
2016-01-21,2571208220
2016-01-22,2588292660
2016-01-25,2562666000
2016-01-26,2682257080
2016-01-27,2660901530
2016-01-28,2588292660
2016-01-29,2733510400
2016-02-01,2712154850
2016-02-02,2502870460
2016-02-03,2498599350
2016-02-04,2588292660
2016-02-05,2622461540
2016-02-08,2468701580
2016-02-09,2306399400
2016-02-10,2434532700
2016-02-11,2447346030
2016-02-12,2434532700
2016-02-16,2537039340
2016-02-17,2618190430
2016-02-18,2532768230
2016-02-19,2498599350
2016-02-22,2588292660
2016-02-23,2575479330
2016-02-24,2515683790
2016-02-25,2532768230
2016-02-26,2541310450
2016-02-29,2494328240
2016-03-01,2588292660
2016-03-02,2643817090
2016-03-03,2686528190
2016-03-04,2763408170
2016-03-07,2682257080
2016-03-08,2596834880
2016-03-09,2588292660
2016-03-10,2601105990
2016-03-11,2648088200
2016-03-14,2601105990
2016-03-15,2528497120
2016-03-16,2579750440
2016-03-17,2665172640
2016-03-18,2793305940
2016-03-21,2793305940
2016-03-22,2823203710
2016-03-23,2703612630
2016-03-24,2677985970
2016-03-28,2712154850
2016-03-29,2801848160
2016-03-30,2789034830
2016-03-31,2721711120
2016-04-01,2773064160
2016-04-04,2747387640
2016-04-05,2717431700
2016-04-06,2743108220
2016-04-07,2696034600
2016-04-08,2636122720
2016-04-11,2674637500
2016-04-12,2721711120
2016-04-13,2901446760
2016-04-14,2880049660
2016-04-15,2845814300
2016-04-18,2871490820
2016-04-19,2854373140
2016-04-20,2905726180
2016-04-21,2918564440
2016-04-22,2845814300
2016-04-25,2901446760
2016-04-26,2910005600
2016-04-27,2918564440
2016-04-28,2910005600
2016-04-29,2897167340
2016-05-02,2918564440
2016-05-03,2815858360
2016-05-04,2815858360
2016-05-05,2798740680
2016-05-06,2850093720
2016-05-09,2790181840
2016-05-10,2862931980
2016-05-11,2781623000
2016-05-12,2734549380
2016-05-13,2708872860
2016-05-16,2691755180
2016-05-17,2666078660
2016-05-18,2683196340
2016-05-19,2627563880
2016-05-20,2670358080
2016-05-23,2648960980
2016-05-24,2725990540
2016-05-25,2798740680
2016-05-26,2867211400
2016-05-27,2884329080
2016-05-31,2939961540
2016-06-01,2939961540
2016-06-02,2991314580
2016-06-03,3016991100
2016-06-06,3068344140
2016-06-07,3059785300
2016-06-08,3076902980
2016-06-09,3038388200
2016-06-10,2931402700
2016-06-13,2875770240
2016-06-14,2678916920
2016-06-15,2700314020
2016-06-16,2674637500
2016-06-17,2666078660
2016-06-20,2687475760
2016-06-21,2614725620
2016-06-22,2606166780
2016-06-23,2725990540
2016-06-24,2541975480
2016-06-27,2387916360
2016-06-28,2426431140
2016-06-29,2593328520
2016-06-30,2645515860
2016-07-01,2675481250
2016-07-05,2615550470
2016-07-06,2671200480
2016-07-07,2726850490
2016-07-08,2846712050
2016-07-11,2893800520
2016-07-12,2966573610
2016-07-13,2979415920
2016-07-14,3043627470
2016-07-15,3039346700
2016-07-18,3069312090
2016-07-19,3039346700
2016-07-20,3112119790
2016-07-21,2996539000
2016-07-22,3060750550
2016-07-25,3022223620
2016-07-26,3017942850
2016-07-27,3043627470
2016-07-28,3052189010
2016-07-29,3077873630
2016-08-01,3056469780
2016-08-02,3039346700
2016-08-03,3056469780
2016-08-04,3065031320
2016-08-05,3099277480
2016-08-08,3060750550
2016-08-09,3035065930
2016-08-10,3073592860
2016-08-11,3090715940
2016-08-12,3107839020
2016-08-15,3150646720
2016-08-16,3142085180
2016-08-17,3133523640
2016-08-18,3150646720
2016-08-19,3142085180
2016-08-22,3112119790
2016-08-23,3107839020
2016-08-24,3077873630
2016-08-25,3077873630
2016-08-26,3107839020
2016-08-29,3142085180
2016-08-30,3180612110
2016-08-31,3176331340
2016-09-01,3150646720
2016-09-02,3163489030
2016-09-06,3116400560
2016-09-07,3210577500
2016-09-08,3219139040
2016-09-09,3172050570
2016-09-12,3244823660
2016-09-13,3159208260
2016-09-14,3094996710
2016-09-15,3206296730
2016-09-16,3163489030
2016-09-19,3124962100
2016-09-20,3124962100
2016-09-21,3137804410
2016-09-22,3189173650
2016-09-23,3180612110
2016-09-26,3116400560
2016-09-27,3184892880
2016-09-28,3206296730
2016-09-29,3142085180
2016-09-30,3199908960
2016-10-03,3165639520
2016-10-04,3187057920
2016-10-05,3204192640
2016-10-06,3157072160
2016-10-07,3152788480
2016-10-10,3152788480
2016-10-11,3092816960
2016-10-12,3084249600
2016-10-13,3032845440
2016-10-14,3084249600
2016-10-17,3075682240
2016-10-18,3105668000
2016-10-19,3097100640
2016-10-20,3049980160
2016-10-21,3058547520
2016-10-24,3079965920
2016-10-25,3045696480
2016-10-26,3084249600
2016-10-27,3058547520
2016-10-28,3049980160
2016-10-31,3019994400
2016-11-01,3032845440
2016-11-02,3011427040
2016-11-03,3002859680
2016-11-04,2990008640
2016-11-07,3045696480
2016-11-08,3041412800
2016-11-09,3594007520
2016-11-10,3803907840
2016-11-11,3851028320
2016-11-14,3983822400
2016-11-15,4043793920
2016-11-16,4060928640
2016-11-17,4202290080
2016-11-18,4060928640
2016-11-21,4073779680
2016-11-22,4146602240
2016-11-23,4198006400
2016-11-25,4176588000
2016-11-28,4142318560
2016-11-29,4176588000
2016-11-30,4313665760
2016-12-01,4429325120
2016-12-02,4450743520
2016-12-05,4519282400
2016-12-06,4617807040
2016-12-07,4870544160
2016-12-08,4934799360
2016-12-09,4814856320
2016-12-12,4639225440
2016-12-13,4604956000
2016-12-14,4583537600
2016-12-15,4669211200
2016-12-16,4652076480
2016-12-19,4622090720
2016-12-20,4789154240
2016-12-21,4737750080
2016-12-22,4690629600
2016-12-23,4720615360
2016-12-27,4759168480
2016-12-28,4690629600
2016-12-29,4703480640
2016-12-30,4720615360
2017-01-03,4879262850
2017-01-04,4943746500
2017-01-05,4883561760
2017-01-06,4849170480
2017-01-09,4840572660
2017-01-10,4879262850
2017-01-11,4879262850
2017-01-12,4806181380
2017-01-13,4883561760
2017-01-17,4711605360
2017-01-18,4745996640
2017-01-19,4879262850
2017-01-20,4930849770
2017-01-23,4883561760
2017-01-24,5038322520
2017-01-25,5081311620
2017-01-26,5085610530
2017-01-27,5068414890
2017-01-30,5042621430
2017-01-31,5107105080
2017-02-01,5089909440
2017-02-02,5098507260
2017-02-03,5175887640
2017-02-06,5162990910
2017-02-07,5128599630
2017-02-08,5171588730
2017-02-09,5330648400
2017-02-10,5343545130
2017-02-13,5347844040
2017-02-14,5352142950
2017-02-15,5360740770
2017-02-16,5309153850
2017-02-17,5257566930
2017-02-21,5218876740
2017-02-22,5184485460
2017-02-23,5124300720
2017-02-24,5141496360
2017-02-27,5248969110
2017-02-28,5154393090
2017-03-01,5218876740
2017-03-02,5120001810
2017-03-03,5141496360
2017-03-06,5055518160
2017-03-07,5021126880
2017-03-08,4978137780
2017-03-09,4965241050
2017-03-10,5089909440
2017-03-13,5124300720
2017-03-14,5188784370
2017-03-15,5253268020
2017-03-16,5309153850
2017-03-17,5279061480
2017-03-20,5257566930
2017-03-21,4986735600
2017-03-22,4956643230
2017-03-23,5046920340
2017-03-24,5025425790
2017-03-27,5094208350
2017-03-28,5248969110
2017-03-29,5223175650
2017-03-30,5291958210
2017-03-31,5218064500
2017-04-03,5166315100
2017-04-04,5131815500
2017-04-05,4989504650
2017-04-06,5131815500
2017-04-07,5187877350
2017-04-10,5153377750
2017-04-11,5213752050
2017-04-12,5105940800
2017-04-13,4985192200
2017-04-17,5058503850
2017-04-18,4955005050
2017-04-19,4972254850
2017-04-20,5476811500
2017-04-21,5519936000
2017-04-24,5498373750
2017-04-25,5481123950
2017-04-26,5502686200
2017-04-27,5450936800
2017-04-28,5407812300
2017-05-01,5498373750
2017-05-02,5541498250
2017-05-03,5528560900
2017-05-04,5403499850
2017-05-05,5144752850
2017-05-08,5045566500
2017-05-09,5105940800
2017-05-10,5011066900
2017-05-11,4894630750
2017-05-12,4825631550
2017-05-15,4851506250
2017-05-16,4765257250
2017-05-17,4536697400
2017-05-18,4571197000
2017-05-19,4713507850
2017-05-22,4700570500
2017-05-23,4661758450
2017-05-24,4605696600
2017-05-25,4536697400
2017-05-26,4618633950
2017-05-30,4519447600
2017-05-31,4480635550
2017-06-01,4450448400
2017-06-02,4359886950
2017-06-05,4351262050
2017-06-06,4467698200
2017-06-07,4454760850
2017-06-08,4631571300
2017-06-09,4666070900
2017-06-12,4601384150
2017-06-13,4640196200
2017-06-14,4622946400
2017-06-15,4571197000
2017-06-16,4523760050
2017-06-19,4653133550
2017-06-20,4618633950
2017-06-21,4670383350
2017-06-22,4679008250
2017-06-23,4683320700
2017-06-26,4834256450
2017-06-27,4920505450
2017-06-28,4937755250
2017-06-29,4937755250
2017-06-30,4964757000
2017-07-03,5007928800
2017-07-05,4960439820
2017-07-06,4852510320
2017-07-07,4904316480
2017-07-10,4865461860
2017-07-11,4917268020
2017-07-12,4973391360
2017-07-13,4994977260
2017-07-14,5029514700
2017-07-17,4977708540
2017-07-18,4951805460
2017-07-19,5098589580
2017-07-20,4740263640
2017-07-21,4684140300
2017-07-24,4783435440
2017-07-25,4882730580
2017-07-26,4800704160
2017-07-27,4770483900
2017-07-28,4787752620
2017-07-31,4783435440
2017-08-01,4792069800
2017-08-02,4757532360
2017-08-03,4697091840
2017-08-04,4727312100
2017-08-07,4718677740
2017-08-08,4744580820
2017-08-09,4640968500
2017-08-10,4463964120
2017-08-11,4459646940
2017-08-14,4533039000
2017-08-15,4498501560
2017-08-16,4489867200
2017-08-17,4407840780
2017-08-18,4459646940
2017-08-21,4386254880
2017-08-22,4442378220
2017-08-23,4451012580
2017-08-24,4451012580
2017-08-25,4446695400
2017-08-28,4386254880
2017-08-29,4373303340
2017-08-30,4356034620
2017-08-31,4390572060
2017-09-01,4545990540
2017-09-05,4463964120
2017-09-06,4463964120
2017-09-07,4412157960
2017-09-08,4399206420
2017-09-11,4498501560
2017-09-12,4684140300
2017-09-13,4675505940
2017-09-14,4584845160
2017-09-15,4623699780
2017-09-18,4671188760
2017-09-19,4688457480
2017-09-20,4679823120
2017-09-21,4671188760
2017-09-22,4705726200
2017-09-25,4757532360
2017-09-26,4787752620
2017-09-27,4951805460
2017-09-28,4925902380
2017-09-29,4951805460
2017-10-02,4933211600
2017-10-03,4976409600
2017-10-04,4980729400
2017-10-05,4803617600
2017-10-06,4799297800
2017-10-09,4751780000
2017-10-10,4812257200
2017-10-11,4773379000
2017-10-12,4678343400
2017-10-13,4747460200
2017-10-16,4872734400
2017-10-17,4864094800
2017-10-18,4954810600
2017-10-19,4617866200
2017-10-20,4730181000
2017-10-23,4583307800
2017-10-24,4604906800
2017-10-25,4518510800
2017-10-26,4656744400
2017-10-27,4665384000
2017-10-30,4587627600
2017-10-31,4574668200
2017-11-01,4527150400
2017-11-02,4535790000
2017-11-03,4501231600
2017-11-06,4488272200
2017-11-07,4406196000
2017-11-08,4332759400
2017-11-09,4354358400
2017-11-10,4380277200
2017-11-13,4250683200
2017-11-14,4285241600
2017-11-15,4401876200
2017-11-16,4475312800
2017-11-17,4462353400
2017-11-20,4591947400
2017-11-21,4578988000
2017-11-22,4587627600
2017-11-24,4578988000
2017-11-27,4531470200
2017-11-28,4704262200
2017-11-29,5006648200
2017-11-30,4998008600
2017-12-01,4920252200
2017-12-04,5097364000
2017-12-05,4998008600
2017-12-06,4963450200
2017-12-07,5006648200
2017-12-08,5067125400
2017-12-11,4902973000
2017-12-12,5015287800
2017-12-13,4820896800
2017-12-14,4747460200
2017-12-15,4825216600
2017-12-18,4907292800
2017-12-19,4764739400
2017-12-20,4829536400
2017-12-21,4907292800
2017-12-22,5019607600
2017-12-26,5006648200
2017-12-27,4902973000
2017-12-28,4937531400
2017-12-29,4881374000
2018-01-02,4921015680
2018-01-03,4903657600
2018-01-04,4964410880
2018-01-05,5046861760
2018-01-08,5072898880
2018-01-09,5077238400
2018-01-10,5177047360
2018-01-11,5181386880
2018-01-12,5081577920
2018-01-16,4977429440
2018-01-17,4986108480
2018-01-18,4873280960
2018-01-19,4842904320
2018-01-22,4782151040
2018-01-23,4851583360
2018-01-24,4947052800
2018-01-25,5007806080
2018-01-26,5042522240
2018-01-29,5081577920
2018-01-30,4986108480
2018-01-31,4964410880
2018-02-01,5116294080
2018-02-02,4981768960
2018-02-05,4747434880
2018-02-06,4795169600
2018-02-07,4851583360
2018-02-08,4643286400
2018-02-09,4630267840
2018-02-12,4751774400
2018-02-13,4734416320
2018-02-14,4790830080
2018-02-15,4825546240
2018-02-16,4894978560
2018-02-20,4821206720
2018-02-21,4769132480
2018-02-22,4747434880
2018-02-23,4760453440
2018-02-26,4842904320
2018-02-27,4764792960
2018-02-28,4734416320
2018-03-01,4764792960
2018-03-02,4808188160
2018-03-05,4868941440
2018-03-06,4816867200
2018-03-07,4795169600
2018-03-08,4734416320
2018-03-09,4890639040
2018-03-12,4921015680
2018-03-13,4938373760
2018-03-14,4812527680
2018-03-15,4851583360
2018-03-16,4951392320
2018-03-19,4938373760
2018-03-20,4851583360
2018-03-21,4921015680
2018-03-22,4777811520
2018-03-23,4591212160
2018-03-26,4734416320
2018-03-27,4686681600
2018-03-28,4773472000
2018-03-29,4864601920
2018-04-02,4769649520
2018-04-03,4878446270
2018-04-04,4943724320
2018-04-05,5013354240
2018-04-06,4948076190
2018-04-09,5004650500
2018-04-10,4982891150
2018-04-11,4926316840
2018-04-12,4961131800
2018-04-13,4943724320
2018-04-16,5043817330
2018-04-17,5039465460
2018-04-18,5000298630
2018-04-19,5043817330
2018-04-20,5078632290
2018-04-23,5082984160
2018-04-24,5196132780
2018-04-25,5174373430
2018-04-26,5135206600
2018-04-27,5109095380
2018-04-30,4995946760
2018-05-01,5009002370
2018-05-02,4978539280
2018-05-03,4917613100
2018-05-04,4965483670
2018-05-07,4965483670
2018-05-08,5013354240
2018-05-09,5017706110
2018-05-10,5022057980
2018-05-11,5022057980
2018-05-14,5017706110
2018-05-15,5022057980
2018-05-16,5026409850
2018-05-17,5078632290
2018-05-18,5000298630
2018-05-21,5065576680
2018-05-22,5143910340
2018-05-23,5078632290
2018-05-24,5052521070
2018-05-25,5004650500
2018-05-29,4900205620
2018-05-30,4991594890
2018-05-31,4974187410
2018-06-01,5013354240
2018-06-04,5087336030
2018-06-05,5096039770
2018-06-06,5196132780
2018-06-07,5191780910
2018-06-08,5252707090
2018-06-11,5213540260
2018-06-12,5100391640
2018-06-13,5074280420
2018-06-14,5052521070
2018-06-15,4991594890
2018-06-18,5048169200
2018-06-19,5100391640
2018-06-20,5152614080
2018-06-21,5104743510
2018-06-22,5122150990
2018-06-25,5069928550
2018-06-26,5043817330
2018-06-27,4952428060
2018-06-28,4965483670
2018-06-29,4982891150
2018-07-02,5055783480
2018-07-03,5025300720
2018-07-05,5038364760
2018-07-06,5060138160
2018-07-09,5203842600
2018-07-10,5286581520
2018-07-11,5190778560
2018-07-12,5116749000
2018-07-13,5012236680
2018-07-16,5047074120
2018-07-17,5081911560
2018-07-18,5173359840
2018-07-19,5142877080
2018-07-20,5103684960
2018-07-23,5151586440
