,STZ
2013-12-24,13243157249
2013-12-26,13317247499
2013-12-27,13311548249
2013-12-30,13248856499
2013-12-31,13370440500
2014-01-02,13153868999
2014-01-03,13182365250
2014-01-06,13034184750
2014-01-07,13284951750
2014-01-08,14553984750
2014-01-09,14713563750
2014-01-10,15207498750
2014-01-13,15209398500
2014-01-14,15374676750
2014-01-15,15344280750
2014-01-16,15287288250
2014-01-17,15110611500
2014-01-21,15076416000
2014-01-22,14844646500
2014-01-23,14673668999
2014-01-24,14400105000
2014-01-27,14394405750
2014-01-28,14861744250
2014-01-29,14783854499
2014-01-30,14740160250
2014-01-31,14565383250
2014-02-03,14354511000
2014-02-04,14529288000
2014-02-05,14337413250
2014-02-06,14740160250
2014-02-07,14723062500
2014-02-10,14641373249
2014-02-11,14966230500
2014-02-12,15008025000
2014-02-13,15091614000
2014-02-14,15078315750
2014-02-18,15230295750
2014-02-19,15201799500
2014-02-20,15311984999
2014-02-21,15264491249
2014-02-24,15403173000
2014-02-25,15591248249
2014-02-26,15555153000
2014-02-27,15462065250
2014-02-28,15523160190
2014-03-03,15546148950
2014-03-04,15806688230
2014-03-05,15848834290
2014-03-06,16063396049
2014-03-07,16074890430
2014-03-10,16082553350
2014-03-11,15812435420
2014-03-12,15921632030
2014-03-13,15760710710
2014-03-14,15804772500
2014-03-17,15682165780
2014-03-18,15856497210
2014-03-19,15647682640
2014-03-20,15799025310
2014-03-21,15912053380
2014-03-24,15557643329
2014-03-25,15791362390
2014-03-26,15762626440
2014-03-27,15720480380
2014-03-28,15940789329
2014-03-31,16277957810
2014-04-01,16350755549
2014-04-02,16264547700
2014-04-03,16262631970
2014-04-04,16155351090
2014-04-07,15479098400
2014-04-08,15609368040
2014-04-09,15448446720
2014-04-10,15346913030
2014-04-11,14948441190
2014-04-14,14942694000
2014-04-15,14936946810
2014-04-16,15277946750
2014-04-17,15475266940
2014-04-21,15519328730
2014-04-22,15496339970
2014-04-23,15373733250
2014-04-24,15222390579
2014-04-25,15141929920
2014-04-28,15251126530
2014-04-29,15277946750
2014-04-30,15295188320
2014-05-01,15567221980
2014-05-02,15542317490
2014-05-05,15674502859
2014-05-06,15452278180
2014-05-07,15157255760
2014-05-08,15185991710
2014-05-09,15195570359
2014-05-12,15350744490
2014-05-13,15488677049
2014-05-14,15299019780
2014-05-15,15299019780
2014-05-16,15890980350
2014-05-19,15837339910
2014-05-20,15684081510
2014-05-21,15818182609
2014-05-22,15867991590
2014-05-23,15806688230
2014-05-27,15986766850
2014-05-28,15929294950
2014-05-29,16049985940
2014-05-30,16117036490
2014-06-02,16163402460
2014-06-03,16173030409
2014-06-04,16173030409
2014-06-05,16082527680
2014-06-06,15980471409
2014-06-09,15907298990
2014-06-10,15972769050
2014-06-11,16055569420
2014-06-12,15941959610
2014-06-13,15901522220
2014-06-16,16057495010
2014-06-17,16149923330
2014-06-18,16552371639
2014-06-19,16662130270
2014-06-20,16845061320
2014-06-23,16964447899
2014-06-24,16954819950
2014-06-25,17051099450
2014-06-26,16964447899
2014-06-27,16941340820
2014-06-30,16970224670
2014-07-01,17018364420
2014-07-02,17416961550
2014-07-03,17551752850
2014-07-07,17474729250
2014-07-08,17382300930
2014-07-09,17353417080
2014-07-10,17314905280
2014-07-11,17228253730
2014-07-14,17311054100
2014-07-15,17062652990
2014-07-16,16798847159
2014-07-17,16600511389
2014-07-18,16862391629
2014-07-21,16787293620
2014-07-22,16862391629
2014-07-23,16777665670
2014-07-24,16800772750
2014-07-25,16667907040
2014-07-28,16573553129
2014-07-29,16587032260
2014-07-30,16298193760
2014-07-31,16032462340
2014-08-01,16096006810
2014-08-04,16151848920
2014-08-05,16018983210
2014-08-06,16161476870
2014-08-07,16042090290
2014-08-08,16250054010
2014-08-11,16377142950
2014-08-12,16508083070
2014-08-13,16536966920
2014-08-14,16477273629
2014-08-15,16843135730
2014-08-18,16752633000
2014-08-19,16935564050
2014-08-20,16873945170
2014-08-21,16841210139
2014-08-22,16796921570
2014-08-25,16798847159
2014-08-26,16796921570
2014-08-27,16808475110
2014-08-28,16768037720
2014-08-29,16769963310
2014-09-02,16942941600
2014-09-03,16759618199
2014-09-04,16802072039
2014-09-05,16765407360
2014-09-08,16674710520
2014-09-09,16433495520
2014-09-10,16632256680
2014-09-11,16674710520
2014-09-12,16576294800
2014-09-15,16778915400
2014-09-16,16815580080
2014-09-17,16817509800
2014-09-18,16939082160
2014-09-19,16977676560
2014-09-22,16865752800
2014-09-23,16674710520
2014-09-24,16973817119
2014-09-25,16742250720
2014-09-26,16692078000
2014-09-29,16663132199
2014-09-30,16819439520
2014-10-01,16452792720
2014-10-02,16286836800
2014-10-03,16771196520
2014-10-06,16668921360
2014-10-07,16406479440
2014-10-08,16923644400
2014-10-09,16668921360
2014-10-10,16562786760
2014-10-13,16255961279
2014-10-14,16279117920
2014-10-15,16026324600
2014-10-16,15839141760
2014-10-17,16219296600
2014-10-20,16416128039
2014-10-21,16722953520
2014-10-22,16771196520
2014-10-23,16827158400
2014-10-24,17035568160
2014-10-27,17037497880
2014-10-28,17338534200
2014-10-29,17207313240
2014-10-30,17253626520
2014-10-31,17664656880
2014-11-03,17741845680
2014-11-04,17820964200
2014-11-05,17869207200
2014-11-06,18048671160
2014-11-07,18054460320
2014-11-10,18114281640
2014-11-11,18108492480
2014-11-12,18143227440
2014-11-13,18017795640
2014-11-14,17923239360
2014-11-17,18189540720
2014-11-18,18096914160
2014-11-19,18197259600
2014-11-20,18116211360
2014-11-21,18093054720
2014-11-24,18183751560
2014-11-25,18164454360
2014-11-26,18286026720
2014-11-28,18602500800
2014-12-01,18358579270
2014-12-02,18317881480
2014-12-03,18164780270
2014-12-04,18251989820
2014-12-05,18428346910
2014-12-08,18350827310
2014-12-09,18110516550
2014-12-10,17918655540
2014-12-11,17918655540
2014-12-12,17593073220
2014-12-15,17515553620
2014-12-16,17383770300
2014-12-17,18054314840
2014-12-18,18490362590
2014-12-19,18372145200
2014-12-22,18779123100
2014-12-23,19213232860
2014-12-24,19397341910
2014-12-26,19368272060
2014-12-29,19228736780
2014-12-30,19155093160
2014-12-31,19025247830
2015-01-02,18895402500
2015-01-05,19345016180
2015-01-06,19469047540
2015-01-07,19970986950
2015-01-08,20860524360
2015-01-09,20802384660
2015-01-12,20730679030
2015-01-13,20600833700
2015-01-14,21013625570
2015-01-15,20965175820
2015-01-16,21627968400
2015-01-20,21511689000
2015-01-21,21420603470
2015-01-22,21589208600
2015-01-23,21436107390
2015-01-26,21651224280
2015-01-27,21567890710
2015-01-28,21374091710
2015-01-29,21662852220
2015-01-30,21405099550
2015-02-02,21569828700
2015-02-03,21573704680
2015-02-04,21717115940
2015-02-05,21833395340
2015-02-06,21881845090
2015-02-09,21678356140
2015-02-10,21976806600
2015-02-11,22002000470
2015-02-12,21998124490
2015-02-13,21905100970
2015-02-17,22118279870
2015-02-18,22224869320
2015-02-19,22244249220
2015-02-20,22432234250
2015-02-23,22277195050
2015-02-24,22424482290
2015-02-25,22120217860
2015-02-26,22438048220
2015-02-27,22232621280
2015-03-02,22586641080
2015-03-03,22425001900
2015-03-04,22284784780
2015-03-05,22165989720
2015-03-06,21599278860
2015-03-09,22440581580
2015-03-10,22310101760
2015-03-11,22514585060
2015-03-12,22978080540
2015-03-13,22676224240
2015-03-16,22859285480
2015-03-17,22491215540
2015-03-18,22832021040
2015-03-19,22598325840
2015-03-20,23028714500
2015-03-23,22785282000
2015-03-24,22954711020
2015-03-25,22473688400
2015-03-26,22358788260
2015-03-27,22294522080
2015-03-30,22771649780
2015-03-31,22631432660
2015-04-01,22633380120
2015-04-02,22931341500
2015-04-06,23248777480
2015-04-07,23032609420
2015-04-08,23207880820
2015-04-09,23381204760
2015-04-10,23700588200
2015-04-13,23353940320
2015-04-14,22983922920
2015-04-15,22886549920
2015-04-16,22855390560
2015-04-17,22586641080
2015-04-20,22680119160
2015-04-21,22841758340
2015-04-22,22588588540
2015-04-23,22590536000
2015-04-24,22520427440
2015-04-27,22660644560
2015-04-28,22808651520
2015-04-29,22641169960
2015-04-30,22578851240
2015-05-01,22822283740
2015-05-04,22847600720
2015-05-05,22598325840
2015-05-06,22411369680
2015-05-07,22456161260
2015-05-08,22652854720
2015-05-11,22828126120
2015-05-12,22528217280
2015-05-13,22514585060
2015-05-14,22884602460
2015-05-15,23067663700
2015-05-18,23176721460
2015-05-19,23274094460
2015-05-20,23276041920
2015-05-21,23176721460
2015-05-22,23034556880
2015-05-26,22880707540
2015-05-27,23026767040
2015-05-28,23180616380
2015-05-29,22958605940
2015-06-01,23441063520
2015-06-02,23476272060
2015-06-03,23744248170
2015-06-04,23384338650
2015-06-05,23251328610
2015-06-08,23450843670
2015-06-09,23532996930
2015-06-10,23814665250
2015-06-11,23673831090
2015-06-12,23574073560
2015-06-15,22891419090
2015-06-16,23032253250
2015-06-17,23292405240
2015-06-18,23525172810
2015-06-19,23374558500
2015-06-22,23386294680
2015-06-23,23358910260
2015-06-24,23030297220
2015-06-25,23016605010
2015-06-26,22963792200
2015-06-29,22611706800
2015-06-30,22693860060
2015-07-01,22689948000
2015-07-02,22903155270
2015-07-06,22732980660
2015-07-07,22983352500
2015-07-08,22666475640
2015-07-09,22599970620
2015-07-10,22697772120
2015-07-13,22893375120
2015-07-14,23012692950
2015-07-15,22776013320
2015-07-16,22991176620
2015-07-17,23038121340
2015-07-20,23065505760
2015-07-21,22883594970
2015-07-22,23349130110
2015-07-23,22995088680
2015-07-24,22774057290
2015-07-27,22952056020
2015-07-28,23030297220
2015-07-29,23204383890
2015-07-30,23276757000
2015-07-31,23476272060
2015-08-03,23673831090
2015-08-04,23714907720
2015-08-05,24127630050
2015-08-06,24289980540
2015-08-07,24162838590
2015-08-10,24252815970
2015-08-11,24464067210
2015-08-12,24499275750
2015-08-13,24945250590
2015-08-14,25039140030
2015-08-17,25136941530
2015-08-18,25369709099
2015-08-19,25375577189
2015-08-20,25168238009
2015-08-21,24080685330
2015-08-24,23331525840
2015-08-25,23474316030
2015-08-26,24426902640
2015-08-27,24849405120
2015-08-28,25025447820
2015-08-31,25253248000
2015-09-01,25198006520
2015-09-02,25450539000
2015-09-03,25450539000
2015-09-04,25158548320
2015-09-08,25482105560
2015-09-09,24840909810
2015-09-10,25136846310
2015-09-11,25136846310
2015-09-14,25233518900
2015-09-15,25359785140
2015-09-16,25876687560
2015-09-17,25728719310
2015-09-18,25125008850
2015-09-21,25296652020
2015-09-22,25103306840
2015-09-23,25263112550
2015-09-24,25079631920
2015-09-25,25612317620
2015-09-28,24844855630
2015-09-29,24365438500
2015-09-30,24702806110
2015-10-01,25194060700
2015-10-02,25474213920
2015-10-05,26089761840
2015-10-06,25908254120
2015-10-07,26549449870
2015-10-08,26967706790
2015-10-09,27007164989
2015-10-12,27042677370
2015-10-13,26638230820
2015-10-14,26375833790
2015-10-15,26620474630
2015-10-16,26652041190
2015-10-19,26669797380
2015-10-20,26811846900
2015-10-21,26892736210
2015-10-22,27188672710
2015-10-23,26871034199
2015-10-26,26831576000
2015-10-27,26768442880
2015-10-28,26754632510
2015-10-29,26655987010
2015-10-30,26594826800
2015-11-02,26650068280
2015-11-03,26517883310
2015-11-04,26279161199
2015-11-05,26290998660
2015-11-06,26064114010
2015-11-09,26095680570
2015-11-10,26590880980
2015-11-11,26630339179
2015-11-12,26314673580
2015-11-13,26081870199
2015-11-16,26685580660
2015-11-17,27247860010
2015-11-18,27283372390
2015-11-19,27119620860
2015-11-20,27151187420
2015-11-23,28031105280
2015-11-24,27885109940
2015-11-25,28250098290
2015-11-27,28368472890
2015-11-30,27964618020
2015-12-01,28481004450
2015-12-02,28279633680
2015-12-03,28012468500
2015-12-04,28843870589
2015-12-07,28271658600
2015-12-08,28508917230
2015-12-09,27948667860
2015-12-10,27908792459
2015-12-11,27573839100
2015-12-14,27452219130
2015-12-15,27769228560
2015-12-16,28502935920
2015-12-17,27890848529
2015-12-18,27627670890
2015-12-21,28191907800
2015-12-22,28437141510
2015-12-23,28648481130
2015-12-24,28516892310
2015-12-28,28564742790
2015-12-29,28760132250
2015-12-30,28744182089
2015-12-31,28399259880
2016-01-04,28050350130
2016-01-05,28634524740
2016-01-06,28534836240
2016-01-07,29828792970
2016-01-08,29308419000
2016-01-11,29318387850
2016-01-12,29316394080
2016-01-13,28736207010
2016-01-14,28560755250
2016-01-15,28461066750
2016-01-19,29033278740
2016-01-20,28937577779
2016-01-21,28600630649
2016-01-22,29659322520
2016-01-25,29557640250
2016-01-26,29583559260
2016-01-27,29130973470
2016-01-28,30269416140
2016-01-29,30401004959
2016-02-01,30775833720
2016-02-02,30406986270
2016-02-03,29986300800
2016-02-04,29298450149
2016-02-05,27504057149
2016-02-08,26905926149
2016-02-09,27133215930
2016-02-10,27673527600
2016-02-11,27037514970
2016-02-12,27520007310
2016-02-16,27771222330
2016-02-17,28313527770
2016-02-18,27978574410
2016-02-19,27815085270
2016-02-22,28032406200
2016-02-23,27807110190
2016-02-24,27729353160
2016-02-25,28638512279
2016-02-26,28321502850
2016-02-29,28271149850
2016-03-01,28888825400
2016-03-02,28740903100
2016-03-03,28874832749
2016-03-04,28764890500
2016-03-07,27727435450
2016-03-08,27979303150
2016-03-09,28041270600
2016-03-10,28085247500
2016-03-11,28397083700
2016-03-14,28365100500
2016-03-15,28810866350
2016-03-16,28892823300
2016-03-17,29352581800
2016-03-18,29392560800
2016-03-21,29424543999
2016-03-22,29868310899
2016-03-23,30006238450
2016-03-24,29964260500
2016-03-28,29866311950
2016-03-29,29926280450
2016-03-30,30304082000
2016-03-31,30202135550
2016-04-01,30519968600
2016-04-04,30278095650
2016-04-05,30256107200
2016-04-06,32051164300
2016-04-07,31457476150
2016-04-08,31785303950
2016-04-11,31477465650
2016-04-12,31373520249
2016-04-13,31193614750
2016-04-14,31351531800
2016-04-15,31325545450
2016-04-18,31593404750
2016-04-19,31443483500
2016-04-20,31185618950
2016-04-21,31015708200
2016-04-22,30953740750
2016-04-25,31351531800
2016-04-26,31233593750
2016-04-27,31311552799
2016-04-28,31099664100
2016-04-29,31195613700
2016-05-02,31537434150
2016-05-03,31681358550
2016-05-04,31749322850
2016-05-05,31821285050
2016-05-06,31901243050
2016-05-09,32205083450
2016-05-10,32686830400
2016-05-11,32570891300
2016-05-12,32363000500
2016-05-13,32277045650
2016-05-16,32488934350
2016-05-17,31613394250
2016-05-18,30879779599
2016-05-19,31201610550
2016-05-20,30803819500
2016-05-23,30841799550
2016-05-24,31523441499
2016-05-25,31363525500
2016-05-26,31573415249
2016-05-27,31549427850
2016-05-31,30754510950
2016-06-01,30887047530
2016-06-02,30955323950
2016-06-03,30804714200
2016-06-06,31146096300
2016-06-07,30344852430
2016-06-08,30937250780
2016-06-09,30945283300
2016-06-10,30804714200
2016-06-13,30700291440
2016-06-14,31551738560
2016-06-15,31375023120
2016-06-16,31479445880
2016-06-17,30935242650
2016-06-20,30991470290
2016-06-21,31093884920
2016-06-22,30854917450
2016-06-23,31324819870
2016-06-24,30630006890
2016-06-27,30744470300
2016-06-28,31658169450
2016-06-29,32007584069
2016-06-30,33214470200
2016-07-01,32855014930
2016-07-05,33314876700
2016-07-06,33202421420
2016-07-07,33336966130
2016-07-08,33332949870
2016-07-11,32975502730
2016-07-12,32879112489
2016-07-13,32836941760
2016-07-14,32714445830
2016-07-15,32750592170
2016-07-18,32756616560
2016-07-19,32935340130
2016-07-20,33403234420
2016-07-21,33212462069
2016-07-22,33668307580
2016-07-25,33399218160
2016-07-26,33212462069
2016-07-27,32726494610
2016-07-28,32850998670
2016-07-29,33059844190
2016-08-01,32919275090
2016-08-02,32658218190
2016-08-03,32672275099
2016-08-04,32857023060
2016-08-05,32748584040
2016-08-08,32662234450
2016-08-09,33063860450
2016-08-10,33357047430
2016-08-11,33162258819
2016-08-12,33236559630
2016-08-15,33134145000
2016-08-16,33027714110
2016-08-17,33192380770
2016-08-18,33188364510
2016-08-19,33234551500
2016-08-22,33290779140
2016-08-23,33409258810
2016-08-24,33457453930
2016-08-25,33473518970
2016-08-26,33252624670
2016-08-29,33495608400
2016-08-30,33365079950
2016-08-31,32952067300
2016-09-01,33102716800
2016-09-02,33544622000
2016-09-06,33514492100
2016-09-07,33341747340
2016-09-08,33253366300
2016-09-09,32610595100
2016-09-12,33116777420
2016-09-13,32401694460
2016-09-14,32664828920
2016-09-15,33438163020
2016-09-16,33064552260
2016-09-19,32676880880
2016-09-20,32711028100
2016-09-21,33301574140
2016-09-22,33347773320
2016-09-23,33470301580
2016-09-26,33259392280
2016-09-27,33335721360
2016-09-28,33203149800
2016-09-29,32875738219
2016-09-30,33442180340
2016-10-03,33245331660
2016-10-04,33313626100
2016-10-05,33866007600
2016-10-06,34354111980
2016-10-07,33914215440
2016-10-10,34396293840
2016-10-11,34088968860
2016-10-12,34147220000
2016-10-13,33934302040
2016-10-14,34038752360
2016-10-17,33570734580
2016-10-18,33584795199
2016-10-19,33614925100
2016-10-20,33538596020
2016-10-21,33626977060
2016-10-24,34060847620
2016-10-25,33773609239
2016-10-26,33446197660
2016-10-27,33269435580
2016-10-28,33347773320
2016-10-31,33568725920
2016-11-01,32831547699
2016-11-02,32881764199
2016-11-03,32152620620
2016-11-04,32056204940
2016-11-07,33329695380
2016-11-08,33454232300
2016-11-09,30915286060
2016-11-10,30706385420
2016-11-11,30609969739
2016-11-14,29716116040
2016-11-15,30618004380
2016-11-16,30800792440
2016-11-17,31094056800
2016-11-18,31166368560
2016-11-21,31614299739
2016-11-22,31437537660
2016-11-23,31047857620
2016-11-25,31419459719
2016-11-28,31389329820
2016-11-29,31294922800
2016-11-30,29549079119
2016-12-01,28415132720
2016-12-02,28548078160
2016-12-05,29107231040
2016-12-06,28931273839
2016-12-07,29306649200
2016-12-08,29539303720
2016-12-09,29877532560
2016-12-12,29992882280
2016-12-13,30344796680
2016-12-14,30419089720
2016-12-15,30546169920
2016-12-16,30845297160
2016-12-19,30649789160
2016-12-20,29414178599
2016-12-21,29660518680
2016-12-22,29079859920
2016-12-23,29480651320
2016-12-27,29549079119
2016-12-28,29793464119
2016-12-29,30057399920
2016-12-30,29973331480
2017-01-03,30254863000
2017-01-04,30888308920
2017-01-05,28690799000
2017-01-06,29216715520
2017-01-09,29378987160
2017-01-10,29177613920
2017-01-11,29130692000
2017-01-12,28843295240
2017-01-13,29185434240
2017-01-17,30055444839
2017-01-18,29420043839
2017-01-19,29246041720
2017-01-20,29341840640
2017-01-23,29629237400
2017-01-24,29922499400
2017-01-25,30125827720
2017-01-26,29320334760
2017-01-27,29115051359
2017-01-30,29001656720
2017-01-31,29279278080
2017-02-01,29296873800
2017-02-02,29183479160
2017-02-03,29144377560
2017-02-06,29281233160
2017-02-07,29717216000
2017-02-08,30221626640
2017-02-09,30446460839
2017-02-10,30391718599
2017-02-13,30399538920
2017-02-14,30477742119
2017-02-15,30540304680
2017-02-16,30989973080
2017-02-17,31539350560
2017-02-21,31298875720
2017-02-22,31320381599
2017-02-23,30030028800
2017-02-24,31056445800
2017-02-27,30851162400
2017-02-28,30951910190
2017-03-01,31107829390
2017-03-02,30877848570
2017-03-03,30942165240
2017-03-06,30755062200
2017-03-07,30640071790
2017-03-08,30478305620
2017-03-09,30363315210
2017-03-10,30708286440
2017-03-13,30870052609
2017-03-14,31012328880
2017-03-15,31597025880
2017-03-16,31581433960
2017-03-17,31524913250
2017-03-20,31680832450
2017-03-21,32082324390
2017-03-22,32002415799
2017-03-23,31713965280
2017-03-24,31975129940
2017-03-27,31901068320
2017-03-28,31657444570
2017-03-29,31903017310
2017-03-30,31659393560
2017-03-31,31587280930
2017-04-03,31507372340
2017-04-04,31478137490
2017-04-05,31456698600
2017-04-06,33477801230
2017-04-07,33204942630
2017-04-10,33380351730
2017-04-11,33201044650
2017-04-12,33125034040
2017-04-13,32928186049
2017-04-17,33156217880
2017-04-18,33563556790
2017-04-19,33510934060
2017-04-20,33707782049
2017-04-21,33540168910
2017-04-24,33723373970
2017-04-25,33627873460
2017-04-26,33226381519
2017-04-27,33339422940
2017-04-28,33627873460
2017-05-01,33536270930
2017-05-02,34025467420
2017-05-03,33861752260
2017-05-04,34536102800
2017-05-05,34791420490
2017-05-08,34988268480
2017-05-09,34647195230
2017-05-10,34608215430
2017-05-11,34748542710
2017-05-12,34803114430
2017-05-15,35136391720
2017-05-16,35512546790
2017-05-17,35214351320
2017-05-18,35245535160
2017-05-19,35654823060
2017-05-22,35888701860
2017-05-23,35249433140
2017-05-24,34853788170
2017-05-25,35109105860
2017-05-26,35263076070
2017-05-30,35181218490
2017-05-31,35713918750
2017-06-01,36093043250
2017-06-02,36108677250
2017-06-05,36057866750
2017-06-06,36315827750
2017-06-07,36063729500
2017-06-08,35850716250
2017-06-09,35371925000
2017-06-12,35008434500
2017-06-13,35088558750
2017-06-14,35156957500
2017-06-15,35235127500
2017-06-16,35348474000
2017-06-19,35817494000
2017-06-20,36065683750
2017-06-21,36055912500
2017-06-22,35979696750
2017-06-23,36069592250
2017-06-26,35659199750
2017-06-27,35622069000
2017-06-28,35895664000
2017-06-29,37675985750
2017-06-30,37859685250
2017-07-03,37468835250
2017-07-05,37896816000
2017-07-06,37865548000
2017-07-07,37818646000
2017-07-10,37877273500
2017-07-11,37890953250
2017-07-12,38518267500
2017-07-13,38352156250
2017-07-14,38756686000
2017-07-17,38420555000
2017-07-18,38533901500
2017-07-19,38752777500
2017-07-20,38717601000
2017-07-21,38795771000
2017-07-24,38303300000
2017-07-25,37847959750
2017-07-26,37791286500
2017-07-27,38002345500
2017-07-28,38027750750
2017-07-31,37785423750
2017-08-01,38059018750
2017-08-02,37816691750
2017-08-03,37724842000
2017-08-04,37877273500
2017-08-07,38102012250
2017-08-08,38045339000
2017-08-09,38184090750
2017-08-10,38047293250
2017-08-11,38234901250
2017-08-14,38535855750
2017-08-15,38830947500
2017-08-16,38805542250
2017-08-17,38514359000
2017-08-18,38670699000
2017-08-21,38717601000
2017-08-22,38447914500
2017-08-23,38445960250
2017-08-24,38475274000
2017-08-25,38756686000
2017-08-28,38670699000
2017-08-29,38772320000
2017-08-30,38995104500
2017-08-31,39070525500
2017-09-01,39095908650
2017-09-05,39263827950
2017-09-06,39543042600
2017-09-07,39482513550
2017-09-08,39517659450
2017-09-11,39773443500
2017-09-12,39953078100
2017-09-13,39919884750
2017-09-14,39906216900
2017-09-15,39714867000
2017-09-18,39812494500
2017-09-19,39505944150
2017-09-20,39396601350
2017-09-21,39250160100
2017-09-22,39404411550
2017-09-25,39170105550
2017-09-26,39138864750
2017-09-27,39011949000
2017-09-28,38914321500
2017-09-29,38943609750
2017-10-02,38924084250
2017-10-03,38871365400
2017-10-04,39281400900
2017-10-05,40857108750
2017-10-06,41025028050
2017-10-09,40650138450
2017-10-10,40605229800
2017-10-11,40562273700
2017-10-12,40495887000
2017-10-13,40722382800
2017-10-16,41091414750
2017-10-17,41714278200
2017-10-18,41353056450
2017-10-19,41390154900
2017-10-20,41247618750
2017-10-23,41337436050
2017-10-24,41520975750
2017-10-25,41487782400
2017-10-26,41343293700
2017-10-27,41374534500
2017-10-30,41589315000
2017-10-31,42778417950
2017-11-01,42175080000
2017-11-02,41847051600
2017-11-03,42157507050
2017-11-06,42136029000
2017-11-07,42073547400
2017-11-08,42493345650
2017-11-09,42590973150
2017-11-10,42696410850
2017-11-13,43104493800
2017-11-14,42583162950
2017-11-15,42401575800
2017-11-16,42436721700
2017-11-17,42231703950
2017-11-20,42483582900
2017-11-21,42909238800
2017-11-22,43043964750
2017-11-24,43323179400
2017-11-27,42979530600
2017-11-28,42960005100
2017-11-29,41854861800
2017-11-30,42119331480
2017-12-01,42314839200
2017-12-04,41877366480
2017-12-05,41970281040
2017-12-06,41991573960
2017-12-07,41976088200
2017-12-08,42194824560
2017-12-11,42463889640
2017-12-12,42587775720
2017-12-13,42310967760
2017-12-14,43118163000
2017-12-15,43445299680
2017-12-18,43054284240
2017-12-19,43211077560
2017-12-20,43265277720
2017-12-21,43476271200
2017-12-22,43323349320
2017-12-26,43652421720
2017-12-27,43743400560
2017-12-28,44130544560
2017-12-29,44244752040
2018-01-02,43855672320
2018-01-03,44037630000
2018-01-04,43706621880
2018-01-05,42562611360
2018-01-08,41974152480
2018-01-09,42988469760
2018-01-10,42461953920
2018-01-11,42401946600
2018-01-12,42105781440
2018-01-16,42152238720
2018-01-17,42434853840
2018-01-18,42061259880
2018-01-19,42252896160
2018-01-22,42454211040
2018-01-23,42736826160
2018-01-24,42978791160
2018-01-25,42839419320
2018-01-26,43290442080
2018-01-29,42729083280
2018-01-30,42595518600
2018-01-31,42483246840
2018-02-01,42719404680
2018-02-02,41790259080
2018-02-05,40843692000
2018-02-06,41867687880
2018-02-07,41453443800
2018-02-08,40404283560
2018-02-09,40700448720
2018-02-12,41232771720
2018-02-13,41321814840
2018-02-14,41424408000
2018-02-15,41968345320
2018-02-16,42479375400
2018-02-20,42069002760
2018-02-21,41383757880
2018-02-22,41252128920
2018-02-23,42094167120
2018-02-26,42206438880
2018-02-27,42208374600
2018-02-28,41240501720
2018-03-01,41330454550
2018-03-02,42074957760
2018-03-05,42013713280
2018-03-06,42595535840
2018-03-07,42853910990
2018-03-08,43579275300
2018-03-09,44084542260
2018-03-12,44048178350
2018-03-13,43625208660
2018-03-14,43519944710
2018-03-15,43424250210
2018-03-16,43740042060
2018-03-19,43320900150
2018-03-20,43562050290
2018-03-21,43267311230
2018-03-22,42915155470
2018-03-23,42281657880
2018-03-26,42172566150
2018-03-27,41812754830
2018-03-28,42199360610
2018-03-29,43621380880
2018-04-02,43667314240
2018-04-03,43079750010
2018-04-04,43340039050
2018-04-05,44006072770
2018-04-06,43481666910
2018-04-09,43294105690
2018-04-10,43267311230
2018-04-11,43148650050
2018-04-12,42913241580
2018-04-13,42850083210
2018-04-16,43449130780
2018-04-17,44287414600
2018-04-18,44432870240
2018-04-19,43946742180
2018-04-20,43556308620
2018-04-23,43686453140
2018-04-24,43297933470
2018-04-25,43420422430
2018-04-26,43776405970
2018-04-27,44827131580
2018-04-30,44618517570
2018-05-01,43958225520
2018-05-02,43407025200
2018-05-03,42884533230
2018-05-04,42350557920
2018-05-07,42832858200
2018-05-08,42385007940
2018-05-09,42482616330
2018-05-10,42180221710
2018-05-11,42149599470
2018-05-14,42453907980
2018-05-15,42444338530
2018-05-16,42385007940
2018-05-17,42517066350
2018-05-18,42162996700
2018-05-21,41979263260
2018-05-22,41324712880
2018-05-23,41451029620
2018-05-24,41523757440
2018-05-25,41495049090
2018-05-29,42055818860
2018-05-30,43031902760
2018-05-31,42495624600
2018-06-01,42432761250
2018-06-04,43019485850
2018-06-05,42912808650
2018-06-06,42739458200
2018-06-07,42581347350
2018-06-08,43295703600
2018-06-11,43069014550
2018-06-12,43758606450
2018-06-13,43667168850
2018-06-14,44229129100
2018-06-15,44389144900
2018-06-18,44244368700
2018-06-19,44166265750
2018-06-20,44099592500
2018-06-21,44072923200
2018-06-22,44103402400
2018-06-25,43440479800
2018-06-26,43747176750
2018-06-27,43701457950
2018-06-28,44257703350
2018-06-29,41693640650
2018-07-02,41129775450
2018-07-03,40954520050
2018-07-05,41097391300
2018-07-06,40952615100
2018-07-09,41585058500
2018-07-10,41524100100
2018-07-11,41404088250
2018-07-12,41436472400
2018-07-13,41051672500
2018-07-16,40661157750
2018-07-17,40737355750
2018-07-18,40834508200
2018-07-19,41112630900
2018-07-20,41139300200
2018-07-23,40956425000
2018-07-24,40880227000
2018-07-25,40984999250
2018-07-26,40885941850
2018-07-27,40756405250
2018-07-30,39941086650
2018-07-31,40047763850
2018-08-01,39710587700
2018-08-02,39611530300
2018-08-03,40767834950
2018-08-06,40483997400
2018-08-07,41362179350
2018-08-08,40844032950
2018-08-09,40914516100
2018-08-10,40632583500
