,LUV
2000-10-18,12531034586
2000-10-19,13019833807
2000-10-20,13019833807
2000-10-23,12871712831
2000-10-24,13301263662
2000-10-25,13116112442
2000-10-26,12990209612
2000-10-27,13301263662
2000-10-30,14227019764
2000-10-31,14071492739
2000-11-01,14286268154
2000-11-02,14167771373
2000-11-03,14167771373
2000-11-06,14567698009
2000-11-07,14412170984
2000-11-08,14597322204
2000-11-09,14752849229
2000-11-10,14441795179
2000-11-13,14626946399
2000-11-14,14752849229
2000-11-15,14752849229
2000-11-16,14597322204
2000-11-17,14567698009
2000-11-20,14841721815
2000-11-21,15923004941
2000-11-22,14997248840
2000-11-24,15093527474
2000-11-27,15056497230
2000-11-28,15308302890
2000-11-29,16019283576
2000-11-30,15582326696
2000-12-01,15241648450
2000-12-04,15197212158
2000-12-05,15626762989
2000-12-06,15574920647
2000-12-07,15012060937
2000-12-08,15745259770
2000-12-11,15767477916
2000-12-12,15693417428
2000-12-13,15056497230
2000-12-14,14738037131
2000-12-15,14826909717
2000-12-18,15397175475
2000-12-19,15315708939
2000-12-20,14597322204
2000-12-21,15723041623
2000-12-22,15678605330
2000-12-26,15767477916
2000-12-27,16789512652
2000-12-28,16493270699
2000-12-29,16552519090
2001-01-02,16960619749
2001-01-03,16656529750
2001-01-04,17614413250
2001-01-05,17690435750
2001-01-08,17234300750
2001-01-09,16230803750
2001-01-10,16192792500
2001-01-11,15637828250
2001-01-12,15546601250
2001-01-16,15113273000
2001-01-17,14801580750
2001-01-18,15143682000
2001-01-19,14649535750
2001-01-22,14406263750
2001-01-23,14877603250
2001-01-24,14489888499
2001-01-25,15014443750
2001-01-26,15174091000
2001-01-29,15440169749
2001-01-30,15485783250
2001-01-31,15881100250
2001-02-01,16398053250
2001-02-02,16299224000
2001-02-05,16071156500
2001-02-06,16207997000
2001-02-07,16207997000
2001-02-08,16063554250
2001-02-09,15713850750
2001-02-12,16147178999
2001-02-13,16314428500
2001-02-14,15713850750
2001-02-15,15964725000
2001-02-16,15577010249
2001-02-20,15402158500
2001-02-21,15174091000
2001-02-22,14900410000
2001-02-23,14520297500
2001-02-26,14672342500
2001-02-27,14596320000
2001-02-28,14140185000
2001-03-01,13684050000
2001-03-02,13684050000
2001-03-05,14003344500
2001-03-06,14239014250
2001-03-07,14413866000
2001-03-08,14018549000
2001-03-09,13053063250
2001-03-12,12741371000
2001-03-13,12612132750
2001-03-14,12695757500
2001-03-15,13341948750
2001-03-16,13600425250
2001-03-19,13189903750
2001-03-20,12961836250
2001-03-21,12847802499
2001-03-22,12657746249
2001-03-23,12969438499
2001-03-26,13684050000
2001-03-27,13760072500
2001-03-28,13341948750
2001-03-29,13205108250
2001-03-30,13493993750
2001-04-02,13474617520
2001-04-03,13245975820
2001-04-04,13512724470
2001-04-05,14061464550
2001-04-06,13436510570
2001-04-09,13466996130
2001-04-10,14061464550
2001-04-11,13802337290
2001-04-12,13939522310
2001-04-16,13809958680
2001-04-17,13406025010
2001-04-18,13886172580
2001-04-19,14556854900
2001-04-20,13848065630
2001-04-23,13977629260
2001-04-24,13931900920
2001-04-25,13794715900
2001-04-26,13962386480
2001-04-27,14038600380
2001-04-30,13878551190
2001-05-01,13809958680
2001-05-02,14046221770
2001-05-03,14175785400
2001-05-04,14061464550
2001-05-07,14099571500
2001-05-08,14084328720
2001-05-09,14061464550
2001-05-10,14008114820
2001-05-11,13718502000
2001-05-14,13748987560
2001-05-15,13718502000
2001-05-16,13771851730
2001-05-17,13566074200
2001-05-18,14175785400
2001-05-21,14335834589
2001-05-22,14389184320
2001-05-23,14564476290
2001-05-24,14526369339
2001-05-25,14655932970
2001-05-29,14884574670
2001-05-30,14777875210
2001-05-31,15242780000
2001-06-01,14686418530
2001-06-04,14351077369
2001-06-05,14290106250
2001-06-06,14244377910
2001-06-07,14206270960
2001-06-08,14137678450
2001-06-11,13726123390
2001-06-12,13329811109
2001-06-13,13337432500
2001-06-14,13101169410
2001-06-15,12956363000
2001-06-18,13162140530
2001-06-19,12971605780
2001-06-20,12803935200
2001-06-21,13314568330
2001-06-22,13329811109
2001-06-25,13055441070
2001-06-26,12963984390
2001-06-27,13200247480
2001-06-28,13680395050
2001-06-29,14091950109
2001-07-02,14229798930
2001-07-03,14420751680
2001-07-05,14352008690
2001-07-06,13993017520
2001-07-09,14283265700
2001-07-10,14130503500
2001-07-11,14550599550
2001-07-12,15131095909
2001-07-13,14901952610
2001-07-16,14970695600
2001-07-17,15108181580
2001-07-18,14894314500
2001-07-19,15085267250
2001-07-20,14825571510
2001-07-23,14672809310
2001-07-24,14466580340
2001-07-25,14787380960
2001-07-26,15047076700
2001-07-27,14856123950
2001-07-30,14710999860
2001-07-31,15283858110
2001-08-01,15184562680
2001-08-02,14978333710
2001-08-03,14886676389
2001-08-06,14856123950
2001-08-07,14817933399
2001-08-08,14710999860
2001-08-09,14130503500
2001-08-10,14206884600
2001-08-13,13870807760
2001-08-14,13901360200
2001-08-15,13465987930
2001-08-16,13634026350
2001-08-17,13465987930
2001-08-20,14130503500
2001-08-21,13748598000
2001-08-22,13672216899
2001-08-23,13702769340
2001-08-24,14206884600
2001-08-27,13954826970
2001-08-28,13901360200
2001-08-29,13626388240
2001-08-30,13572921470
2001-08-31,13664578790
2001-09-04,13939550750
2001-09-05,13580559580
2001-09-06,13557645250
2001-09-07,12938958340
2001-09-10,13076444320
2001-09-17,9929543000
2001-09-18,9921904890
2001-09-19,9799695130
2001-09-20,9799695130
2001-09-21,10387829600
2001-09-24,10502401250
2001-09-25,10739182660
2001-09-26,10769735100
2001-09-27,10685715890
2001-09-28,11334955240
2001-10-01,11205571377
2001-10-02,11726048736
2001-10-03,12085790440
2001-10-04,12093444519
2001-10-05,11848513997
2001-10-08,11488772293
2001-10-09,11572967160
2001-10-10,12231217938
2001-10-11,12323066884
2001-10-12,11810243603
2001-10-15,11733702815
2001-10-16,11817897682
2001-10-17,11618891633
2001-10-18,11557659003
2001-10-19,11504080451
2001-10-22,12055174125
2001-10-23,12177639386
2001-10-24,12261834253
2001-10-25,12590959642
2001-10-26,12238872017
2001-10-29,12246526096
2001-10-30,12070482283
2001-10-31,12169985307
2001-11-01,12499110696
2001-11-02,12483802539
2001-11-05,13034896213
2001-11-06,13180323710
2001-11-07,13547719493
2001-11-08,13486486863
2001-11-09,13096128843
2001-11-12,12805273849
2001-11-13,13386983838
2001-11-14,13762033700
2001-11-15,14160045798
2001-11-16,14022272379
2001-11-19,14343743689
2001-11-20,13915115276
2001-11-21,14228932507
2001-11-23,14274856980
2001-11-26,14290165138
2001-11-27,14359051847
2001-11-28,14152391719
2001-11-29,14228932507
2001-11-30,14351397768
2001-12-03,14160045798
2001-12-04,14420284478
2001-12-05,14848912891
2001-12-06,14802988418
2001-12-07,14948415915
2001-12-10,14734101709
2001-12-11,14527441581
2001-12-12,14925453679
2001-12-13,14519787502
2001-12-14,14657560921
2001-12-17,14420284478
2001-12-18,14649906842
2001-12-19,14603982369
2001-12-20,14075850931
2001-12-21,14412630399
2001-12-24,14274856980
2001-12-26,14213624350
2001-12-27,14382014083
2001-12-28,14351397768
2001-12-31,14217939120
2002-01-02,14040984250
2002-01-03,14548767790
2002-01-04,14702641590
2002-01-07,14771884800
2002-01-08,14502605650
2002-01-09,14110227460
2002-01-10,13856335690
2002-01-11,13679380820
2002-01-14,13587056540
2002-01-15,13902497830
2002-01-16,13587056540
2002-01-17,13771705099
2002-01-18,13725542960
2002-01-22,13333164769
2002-01-23,13840948309
2002-01-24,14102533769
2002-01-25,14071759010
2002-01-28,14079452700
2002-01-29,14025596870
2002-01-30,14333344470
2002-01-31,14571848860
2002-02-01,14441056130
2002-02-04,14287182330
2002-02-05,14548767790
2002-02-06,14248713880
2002-02-07,14487218269
2002-02-08,14571848860
2002-02-11,14925758599
2002-02-12,14679560519
2002-02-13,14710335280
2002-02-14,15387380000
2002-02-15,15425848450
2002-02-19,15602803320
2002-02-20,16279848040
2002-02-21,16364478630
2002-02-22,15833614019
2002-02-25,16002875200
2002-02-26,16433721840
2002-02-27,16918424309
2002-02-28,16241379590
2002-03-01,16002875200
2002-03-04,16125974240
2002-03-05,15595109630
2002-03-06,15918244610
2002-03-07,15141181920
2002-03-08,15310443099
2002-03-11,15733596050
2002-03-12,15464316900
2002-03-13,15348911550
2002-03-14,15233506200
2002-03-15,15371992620
2002-03-18,15279668340
2002-03-19,14664173139
2002-03-20,14148695910
2002-03-21,14656479450
2002-03-22,14894983840
2002-03-25,14079452700
2002-03-26,14987308120
2002-03-27,14771884800
2002-03-28,14887290150
2002-04-01,14521545719
2002-04-02,14143259840
2002-04-03,14235901280
2002-04-04,14621907280
2002-04-05,14289942120
2002-04-08,14096939120
2002-04-09,14266781760
2002-04-10,14444344520
2002-04-11,14158700080
2002-04-12,14868951120
2002-04-15,14282222000
2002-04-16,14614187160
2002-04-17,14668228000
2002-04-18,14320822600
2002-04-19,14614187160
2002-04-22,14089219000
2002-04-23,13950256840
2002-04-24,14096939120
2002-04-25,14197300680
2002-04-26,14297662240
2002-04-29,14066058640
2002-04-30,14058338520
2002-05-01,14374863440
2002-05-02,14382583560
2002-05-03,13687772760
2002-05-06,13888495879
2002-05-07,13772694080
2002-05-08,14112379360
2002-05-09,13649172160
2002-05-10,12969801600
2002-05-13,13263166160
2002-05-14,13579691080
2002-05-15,13826734920
2002-05-16,13510210000
2002-05-17,13610571560
2002-05-20,13247725920
2002-05-21,12776798600
2002-05-22,12877160160
2002-05-23,13139644240
2002-05-24,12923480879
2002-05-28,13131924120
2002-05-29,13332647240
2002-05-30,12923480879
2002-05-31,13147364360
2002-06-03,12699597400
2002-06-04,12352192000
2002-06-05,12900320520
2002-06-06,12892600400
2002-06-07,13093323520
2002-06-10,13286326520
2002-06-11,13162804600
2002-06-12,13062443040
2002-06-13,12877160160
2002-06-14,12066547560
2002-06-17,12305871280
2002-06-18,12120588400
2002-06-19,11695981800
2002-06-20,12298151160
2002-06-21,12545195000
2002-06-24,12290431040
2002-06-25,11796343360
2002-06-26,11649661080
2002-06-27,12066547560
2002-06-28,12475713920
2002-07-01,11932836790
2002-07-02,11298687330
2002-07-03,11260019680
2002-07-05,11600295000
2002-07-08,11546160290
2002-07-09,11414690280
2002-07-10,10912010830
2002-07-11,10478933150
2002-07-12,10672271400
2002-07-15,10540801390
2002-07-16,10633603750
2002-07-17,10772807290
2002-07-18,10270127840
2002-07-19,9821583100
2002-07-22,9025029510
2002-07-23,9009562450
2002-07-24,9133298930
2002-07-25,9326637180
2002-07-26,9380771890
2002-07-29,10061322530
2002-07-30,10378397260
2002-07-31,10680004930
2002-08-01,10362930200
2002-08-02,9937586050
2002-08-05,9666912500
2002-08-06,9357571300
2002-08-07,9543176020
2002-08-08,10208259600
2002-08-09,10254660780
2002-08-12,9837050160
2002-08-13,9744247800
2002-08-14,9071430690
2002-08-15,9233834820
2002-08-16,9937586050
2002-08-19,10169591950
2002-08-20,10401597850
2002-08-21,11484292050
2002-08-22,11778166190
2002-08-23,11352822040
2002-08-26,11507492640
2002-08-27,11267753210
2002-08-28,11089882020
2002-08-29,11229085560
2002-08-30,10989346130
2002-09-03,10780540820
2002-09-04,11051214370
2002-09-05,10803741410
2002-09-06,10888810240
2002-09-09,11074414960
2002-09-10,11035747310
2002-09-11,11020280250
2002-09-12,10672271400
2002-09-13,10710939050
2002-09-16,10757340230
2002-09-17,11020280250
2002-09-18,10656804340
2002-09-19,10633603750
2002-09-20,10703205520
2002-09-23,10447999030
2002-09-24,9666912500
2002-09-25,10262394310
2002-09-26,10710939050
2002-09-27,9844783690
2002-09-30,10143217395
2002-10-01,10430582666
2002-10-02,9661686401
2002-10-03,9739352690
2002-10-04,9692752917
2002-10-07,9428687533
2002-10-08,9490820564
2002-10-09,9009289570
2002-10-10,9669453030
2002-10-11,10096617622
2002-10-14,9949051672
2002-10-15,10640281647
2002-10-16,10329616490
2002-10-17,11246078705
2002-10-18,10834447371
2002-10-21,11261611963
2002-10-22,11494610831
2002-10-23,11618876894
2002-10-24,11541210604
2002-10-25,12154774291
2002-10-28,11960608567
2002-10-29,11432477799
2002-10-30,11448011057
2002-10-31,11339278252
2002-11-01,11486844202
2002-11-04,11548977233
2002-11-05,11805275988
2002-11-06,12348940014
2002-11-07,11882942278
2002-11-08,11673243296
2002-11-11,11533443975
2002-11-12,11580043749
2002-11-13,11541210604
2002-11-14,11844109133
2002-11-15,11781976101
2002-11-18,12077108001
2002-11-19,11673243296
2002-11-20,11649943410
2002-11-21,12294573612
2002-11-22,12139241033
2002-11-25,12387773159
2002-11-26,12271273725
2002-11-27,12776104606
2002-11-29,12970270329
2002-12-02,12620772027
2002-12-03,12364473272
2002-12-04,12115941146
2002-12-05,12543105738
2002-12-06,12636305285
2002-12-09,12426606304
2002-12-10,12581938882
2002-12-11,12527572480
2002-12-12,12341173385
2002-12-13,11758676215
2002-12-16,11789742730
2002-12-17,11688776554
2002-12-18,11393644654
2002-12-19,11090746126
2002-12-20,11315978365
2002-12-23,11121812642
2002-12-24,11036379723
2002-12-26,11028613094
2002-12-27,10865513887
2002-12-30,10717947937
2002-12-31,10814200000
2003-01-02,11047600000
2003-01-03,11164300000
2003-01-06,11304340000
2003-01-07,11187640000
2003-01-08,10954240000
2003-01-09,11140960000
2003-01-10,11148740000
2003-01-13,11125400000
2003-01-14,11164300000
2003-01-15,10853100000
2003-01-16,10759740000
2003-01-17,10526340000
2003-01-21,9981740000
2003-01-22,9569400000
2003-01-23,10464100000
2003-01-24,10129560000
2003-01-27,9973960000
2003-01-28,10269600000
2003-01-29,10495220000
2003-01-30,10191800000
2003-01-31,10152900000
2003-02-03,9857260000
2003-02-04,9981740000
2003-02-05,10145120000
2003-02-06,10067320000
2003-02-07,9826140000
2003-02-10,9989520000
2003-02-11,9989520000
2003-02-12,9888380000
2003-02-13,9631640000
2003-02-14,9810580000
2003-02-18,9950620000
2003-02-19,9717220000
2003-02-20,9530500000
2003-02-21,9592740000
2003-02-24,9367120000
2003-02-25,9530500000
2003-02-26,9592740000
2003-02-27,9374900000
2003-02-28,9390460000
2003-03-03,9771680000
2003-03-04,9592740000
2003-03-05,9647200000
2003-03-06,9709440000
2003-03-07,10510780000
2003-03-10,10121780000
2003-03-11,9732780000
2003-03-12,10028420000
2003-03-13,10495220000
2003-03-14,10409640000
2003-03-17,10619700000
2003-03-18,11032040000
2003-03-19,11102060000
2003-03-20,11078720000
2003-03-21,11887840000
2003-03-24,11195420000
2003-03-25,11763360000
2003-03-26,11366580000
2003-03-27,11148740000
2003-03-28,11125400000
2003-03-31,11200800000
2003-04-01,11060400000
2003-04-02,11715600000
2003-04-03,11450400000
2003-04-04,11645400000
2003-04-07,11817000000
2003-04-08,11559600000
2003-04-09,11551800000
2003-04-10,11341200000
2003-04-11,11466000000
2003-04-14,11645400000
2003-04-15,12004200000
2003-04-16,11895000000
2003-04-17,12105600000
2003-04-21,11824800000
2003-04-22,12222600000
2003-04-23,12012000000
2003-04-24,11941800000
2003-04-25,11785800000
2003-04-28,12246000000
2003-04-29,12308400000
2003-04-30,12448800000
2003-05-01,12441000000
2003-05-02,13065000000
2003-05-05,12885600000
2003-05-06,12768600000
2003-05-07,12448800000
2003-05-08,12433200000
2003-05-09,12456600000
2003-05-12,12596999999
2003-05-13,12425400000
2003-05-14,12308400000
2003-05-15,12292800000
2003-05-16,12519000000
2003-05-19,12074400000
2003-05-20,11973000000
2003-05-21,11700000000
2003-05-22,11848200000
2003-05-23,12012000000
2003-05-27,12558000000
2003-05-28,12394200000
2003-05-29,12370800000
2003-05-30,12534600000
2003-06-02,12612600000
2003-06-03,12542399999
2003-06-04,12753000000
2003-06-05,12636000000
2003-06-06,12893400000
2003-06-09,12877800000
2003-06-10,12877800000
2003-06-11,13189800000
2003-06-12,13252199999
2003-06-13,13275600000
2003-06-16,13525200000
2003-06-17,13376999999
2003-06-18,13369200000
2003-06-19,13189800000
2003-06-20,13447199999
2003-06-23,13143000000
2003-06-24,13236600000
2003-06-25,13353600000
2003-06-26,13642199999
2003-06-27,13595400000
2003-06-30,13484800000
2003-07-01,13429920000
2003-07-02,13610240000
2003-07-03,13437760000
2003-07-07,13900320000
2003-07-08,14229599999
2003-07-09,14292320000
2003-07-10,14135520000
2003-07-11,13845440000
2003-07-14,13759200000
2003-07-15,13273120000
2003-07-16,13406400000
2003-07-17,13179039999
2003-07-18,13320159999
2003-07-21,13312320000
2003-07-22,13249599999
2003-07-23,13116320000
2003-07-24,13037920000
2003-07-25,13328000000
2003-07-28,13359360000
2003-07-29,13280960000
2003-07-30,12763520000
2003-07-31,12865440000
2003-08-01,12763520000
2003-08-04,12873280000
2003-08-05,12645920000
2003-08-06,12881120000
2003-08-07,12951680000
2003-08-08,13179039999
2003-08-11,13288800000
2003-08-12,13202560000
2003-08-13,13171200000
2003-08-14,13328000000
2003-08-15,13265280000
2003-08-18,13328000000
2003-08-19,13367200000
2003-08-20,13288800000
2003-08-21,13508320000
2003-08-22,13453440000
2003-08-25,13429920000
2003-08-26,13461280000
2003-08-27,13320159999
2003-08-28,13249599999
2003-08-29,13398560000
2003-09-02,13516159999
2003-09-03,13720000000
2003-09-04,13837599999
2003-09-05,14112000000
2003-09-08,14041440000
2003-09-09,13735680000
2003-09-10,14112000000
2003-09-11,14394240000
2003-09-12,14566719999
2003-09-15,14723520000
2003-09-16,14676480000
2003-09-17,14519680000
2003-09-18,14637280000
2003-09-19,14504000000
2003-09-22,14245280000
2003-09-23,14268800000
2003-09-24,14253120000
2003-09-25,14010080000
2003-09-26,13806240000
2003-09-29,13978719999
2003-09-30,13398900000
2003-10-01,13641140000
2003-10-02,13686559999
2003-10-03,13883380000
2003-10-06,14163470000
2003-10-07,14201320000
2003-10-08,14193750000
2003-10-09,14791780000
2003-10-10,13996929999
2003-10-13,14277020000
2003-10-14,14155900000
2003-10-15,14080200000
2003-10-16,14095340000
2003-10-17,13928799999
2003-10-20,14375429999
2003-10-21,14594960000
2003-10-22,14383000000
2003-10-23,14186179999
2003-10-24,14004500000
2003-10-27,14254309999
2003-10-28,14541970000
2003-10-29,14504120000
2003-10-30,14549540000
2003-10-31,14685799999
2003-11-03,14269450000
2003-11-04,14065059999
2003-11-05,14065059999
2003-11-06,14208890000
2003-11-07,14186179999
2003-11-10,14087770000
2003-11-11,13936370000
2003-11-12,14330010000
2003-11-13,14261880000
2003-11-14,14148330000
2003-11-17,13724410000
2003-11-18,13262640000
2003-11-19,13149090000
2003-11-20,13126380000
2003-11-21,13171799999
2003-11-24,13686559999
2003-11-25,13565440000
2003-11-26,13671419999
2003-11-28,13610860000
2003-12-01,13959080000
2003-12-02,13573010000
2003-12-03,13489740000
2003-12-04,12566200000
2003-12-05,11801630000
2003-12-08,11975740000
2003-12-09,11884900000
2003-12-10,11884900000
2003-12-11,12112000000
2003-12-12,12028730000
2003-12-15,11907610000
2003-12-16,11990880000
2003-12-17,12036300000
2003-12-18,12210410000
2003-12-19,12081720000
2003-12-22,12240690000
2003-12-23,12202840000
2003-12-24,11983310000
2003-12-26,11998450000
2003-12-29,12127140000
2003-12-30,12157419999
2003-12-31,12669900000
2004-01-02,12512900000
2004-01-05,12552150000
2004-01-06,12748399999
2004-01-07,12999599999
2004-01-08,12599250000
2004-01-09,11994800000
2004-01-12,12026200000
2004-01-13,12049750000
2004-01-14,12159650000
2004-01-15,12159650000
2004-01-16,12222450000
2004-01-20,11877050000
2004-01-21,11853500000
2004-01-22,12159650000
2004-01-23,12332350000
2004-01-26,12206750000
2004-01-27,12285250000
2004-01-28,11900600000
2004-01-29,11806400000
2004-01-30,11735750000
2004-02-02,11633700000
2004-02-03,11358950000
2004-02-04,11327550000
2004-02-05,11492400000
2004-02-06,11633700000
2004-02-09,11500250000
2004-02-10,11531650000
2004-02-11,11492400000
2004-02-12,11680800000
2004-02-13,11421750000
2004-02-17,11712200000
2004-02-18,11610150000
2004-02-19,11476700000
2004-02-20,11500250000
2004-02-23,11256900000
2004-02-24,11021400000
2004-02-25,11186250000
2004-02-26,11076350000
2004-02-27,10840850000
2004-03-01,10958600000
2004-03-02,10927200000
2004-03-03,11107750000
2004-03-04,11304000000
2004-03-05,11366800000
2004-03-08,11249050000
2004-03-09,11068500000
2004-03-10,10872250000
2004-03-11,10597500000
2004-03-12,10911500000
2004-03-15,10369850000
2004-03-16,10550400000
2004-03-17,10723100000
2004-03-18,10636750000
2004-03-19,10621050000
2004-03-22,10440500000
2004-03-23,10464050000
2004-03-24,10503300000
2004-03-25,10864400000
2004-03-26,10942900000
2004-03-29,11076350000
2004-03-30,11005700000
2004-03-31,11140640000
2004-04-01,11242560000
2004-04-02,11697280000
2004-04-05,11744320000
2004-04-06,11783520000
2004-04-07,11767840000
2004-04-08,11728640000
2004-04-12,11783520000
2004-04-13,11697280000
2004-04-14,11807040000
2004-04-15,11626720000
2004-04-16,11540480000
2004-04-19,11391520000
2004-04-20,11415040000
2004-04-21,11548320000
2004-04-22,11901120000
2004-04-23,11744320000
2004-04-26,11548320000
2004-04-27,11556160000
2004-04-28,11485600000
2004-04-29,11219040000
2004-04-30,11195520000
2004-05-03,11305280000
2004-05-04,11360160000
2004-05-05,11328800000
2004-05-06,11187680000
2004-05-07,10976000000
2004-05-10,10889760000
2004-05-11,10905440000
2004-05-12,10905440000
2004-05-13,11023040000
2004-05-14,11226880000
2004-05-17,11195520000
2004-05-18,11673760000
2004-05-19,11579680000
2004-05-20,11626720000
2004-05-21,11940320000
2004-05-24,11971680000
2004-05-25,12355840000
2004-05-26,12300960000
2004-05-27,12277440000
2004-05-28,12159840000
2004-06-01,12042240000
2004-06-02,12332320000
2004-06-03,12026560000
2004-06-04,12230400000
2004-06-07,12183360000
2004-06-08,12340160000
2004-06-09,12277440000
2004-06-10,12003040000
2004-06-14,11901120000
2004-06-15,12081440000
2004-06-16,12120640000
2004-06-17,12152000000
2004-06-18,12449920000
2004-06-21,12379360000
2004-06-22,12293120000
2004-06-23,12504800000
2004-06-24,12363680000
2004-06-25,13328000000
2004-06-28,13045760000
2004-06-29,13179039999
2004-06-30,13097370000
2004-07-01,12878689999
2004-07-02,12660010000
2004-07-06,12378850000
2004-07-07,12535050000
2004-07-08,12128930000
2004-07-09,12105500000
2004-07-12,12152360000
2004-07-13,12027400000
2004-07-14,11761860000
2004-07-15,11519750000
2004-07-16,11379170000
2004-07-19,11215160000
2004-07-20,11488510000
2004-07-21,11246400000
2004-07-22,11105820000
2004-07-23,11090200000
2004-07-26,10934000000
2004-07-27,11098010000
2004-07-28,11121440000
2004-07-29,11332310000
2004-07-30,11301070000
2004-08-02,11129250000
2004-08-03,10801230000
2004-08-04,10934000000
2004-08-05,10777800000
2004-08-06,10520070000
2004-08-09,10395110000
2004-08-10,10707510000
2004-08-11,10848090000
2004-08-12,10699700000
2004-08-13,10769990000
2004-08-16,11324500000
2004-08-17,11301070000
2004-08-18,11519750000
2004-08-19,11293260000
2004-08-20,11480700000
2004-08-23,11402600000
