,LUV
2013-11-26,12959460000
2013-11-27,13246050000
2013-11-29,12994410000
2013-12-02,13008390000
2013-12-03,12777720000
2013-12-04,12512099999
2013-12-05,12582000000
2013-12-06,12798690000
2013-12-09,12931500000
2013-12-10,12987419999
2013-12-11,12561030000
2013-12-12,13134210000
2013-12-13,13022370000
2013-12-16,13092270000
2013-12-17,12805680000
2013-12-18,13043340000
2013-12-19,13015380000
2013-12-20,13183140000
2013-12-23,13204110000
2013-12-24,13232070000
2013-12-26,13232070000
2013-12-27,13099259999
2013-12-30,13162169999
2013-12-31,13150320000
2014-01-02,13178240000
2014-01-03,13555160000
2014-01-06,13366699999
2014-01-07,13631940000
2014-01-08,14085640000
2014-01-09,14490480000
2014-01-10,14678940000
2014-01-13,14462560000
2014-01-14,14958140000
2014-01-15,14769680000
2014-01-16,14979080000
2014-01-17,14811560000
2014-01-21,14867400000
2014-01-22,15195460000
2014-01-23,14825519999
2014-01-24,14546320000
2014-01-27,14385780000
2014-01-28,14874380000
2014-01-29,14385780000
2014-01-30,14811560000
2014-01-31,14623100000
2014-02-03,14260140000
2014-02-04,14413699999
2014-02-05,14385780000
2014-02-06,14630080000
2014-02-07,14958140000
2014-02-10,14671960000
2014-02-11,14881360000
2014-02-12,14804580000
2014-02-13,14797600000
2014-02-14,14867400000
2014-02-18,14678940000
2014-02-19,14623100000
2014-02-20,15146600000
2014-02-21,15188480000
2014-02-24,15467680000
2014-02-25,15565400000
2014-02-26,15649160000
2014-02-27,15677080000
2014-02-28,15663120000
2014-03-03,15565400000
2014-03-04,15935339999
2014-03-05,16074940000
2014-03-06,16137760000
2014-03-07,16123800000
2014-03-10,16472800000
2014-03-11,16598440000
2014-03-12,16682199999
2014-03-13,16472800000
2014-03-14,16696160000
2014-03-17,16738040000
2014-03-18,16682199999
2014-03-19,16591460000
2014-03-20,16668240000
2014-03-21,16179640000
2014-03-24,16312260000
2014-03-25,16542600000
2014-03-26,16361120000
2014-03-27,16165680000
2014-03-28,16165680000
2014-03-31,16290900000
2014-04-01,16518600000
2014-04-02,16608300000
2014-04-03,16566900000
2014-04-04,16428900000
2014-04-07,16166700000
2014-04-08,16221900000
2014-04-09,16663499999
2014-04-10,15959700000
2014-04-11,15697500000
2014-04-14,15531900000
2014-04-15,15800999999
2014-04-16,16242600000
2014-04-17,16208099999
2014-04-21,16277100000
2014-04-22,16511700000
2014-04-23,16615199999
2014-04-24,16746300000
2014-04-25,16525500000
2014-04-28,16449600000
2014-04-29,16691100000
2014-04-30,16677300000
2014-05-01,16787699999
2014-05-02,16684200000
2014-05-05,16739400000
2014-05-06,16698000000
2014-05-07,16698000000
2014-05-08,16877400000
2014-05-09,16808400000
2014-05-12,17208600000
2014-05-13,17236200000
2014-05-14,17187900000
2014-05-15,17084400000
2014-05-16,16980900000
2014-05-19,17332800000
2014-05-20,17215500000
2014-05-21,17325900000
2014-05-22,17436300000
2014-05-23,17795100000
2014-05-27,17850300000
2014-05-28,18236700000
2014-05-29,18243600000
2014-05-30,18250500000
2014-06-02,18429900000
2014-06-03,18768000000
2014-06-04,18878400000
2014-06-05,18823200000
2014-06-06,19037100000
2014-06-09,18940500000
2014-06-10,18830100000
2014-06-11,18588600000
2014-06-12,17746800000
2014-06-13,18147000000
2014-06-16,18009000000
2014-06-17,18374700000
2014-06-18,18402300000
2014-06-19,18685200000
2014-06-20,18830100000
2014-06-23,18574800000
2014-06-24,18381600000
2014-06-25,18609300000
2014-06-26,18671400000
2014-06-27,18726600000
2014-06-30,18345380000
2014-07-01,18939590000
2014-07-02,18762010000
2014-07-03,18925930000
2014-07-07,18557110000
2014-07-08,18236100000
2014-07-09,18584430000
2014-07-10,18625410000
2014-07-11,18741520000
2014-07-14,18850800000
2014-07-15,19055700000
2014-07-16,19144490000
2014-07-17,18789330000
2014-07-18,18994230000
2014-07-21,18891780000
2014-07-22,19158150000
2014-07-23,19718210000
2014-07-24,19588440000
2014-07-25,19970920000
2014-07-28,19950430000
2014-07-29,19608930000
2014-07-30,19697720000
2014-07-31,19315240000
2014-08-01,19417690000
2014-08-04,19417690000
2014-08-05,19212790000
2014-08-06,19205960000
2014-08-07,19164980000
2014-08-08,19315240000
2014-08-11,19561120000
2014-08-12,19602100000
2014-08-13,19984580000
2014-08-14,20319250000
2014-08-15,20326080000
2014-08-18,21050060000
2014-08-19,21002250000
2014-08-20,21562310000
2014-08-21,21336920000
2014-08-22,21767210000
2014-08-25,21951620000
2014-08-26,21801360000
2014-08-27,22013089999
2014-08-28,21890149999
2014-08-29,21862830000
2014-09-02,22477529999
2014-09-03,22252140000
2014-09-04,22279460000
2014-09-05,22422890000
2014-09-08,22443380000
2014-09-09,22477529999
2014-09-10,22962460000
2014-09-11,22976120000
2014-09-12,23133210000
2014-09-15,23126380000
2014-09-16,23583990000
2014-09-17,23515690000
2014-09-18,24062089999
2014-09-19,23604480000
2014-09-22,23324450000
2014-09-23,22716580000
2014-09-24,23447390000
2014-09-25,22976120000
2014-09-26,23160529999
2014-09-29,22996610000
2014-09-30,22862290000
2014-10-01,22036349999
2014-10-02,21975420000
2014-10-03,22632110000
2014-10-06,22368080000
2014-10-07,21819709999
2014-10-08,21738470000
2014-10-09,21203640000
2014-10-10,20695890000
2014-10-13,19551760000
2014-10-14,20310000000
2014-10-15,20323540000
2014-10-16,20946380000
2014-10-17,21020850000
2014-10-20,22232680000
2014-10-21,23417430000
2014-10-22,23153400000
2014-10-23,22510250000
2014-10-24,22929990000
2014-10-27,23051849999
2014-10-28,23376810000
2014-10-29,23106010000
2014-10-30,23106010000
2014-10-31,23342959999
2014-11-03,23904870000
2014-11-04,24663110000
2014-11-05,24879750000
2014-11-06,25685380000
2014-11-07,25888480000
2014-11-10,26484240000
2014-11-11,26653490000
2014-11-12,26653490000
2014-11-13,26714420000
2014-11-14,26369150000
2014-11-17,26450390000
2014-11-18,26856590000
2014-11-19,26585790000
2014-11-20,26314990000
2014-11-21,25739540000
2014-11-24,26071270000
2014-11-25,26071270000
2014-11-26,26592560000
2014-11-28,28312140000
2014-12-01,27418500000
2014-12-02,27391420000
2014-12-03,27790849999
2014-12-04,28021030000
2014-12-05,27838240000
2014-12-08,28522010000
2014-12-09,27574209999
2014-12-10,28081959999
2014-12-11,28379840000
2014-12-12,28034569999
2014-12-15,28149660000
2014-12-16,26795660000
2014-12-17,27161240000
2014-12-18,27499740000
2014-12-19,27256020000
2014-12-22,27933020000
2014-12-23,27743459999
2014-12-24,28203819999
2014-12-26,28373069999
2014-12-29,28379840000
2014-12-30,28549090000
2014-12-31,28523680000
2015-01-02,28773060000
2015-01-05,28065360000
2015-01-06,27270040000
2015-01-07,27499199999
2015-01-08,28227120000
2015-01-09,27492460000
2015-01-12,27128500000
2015-01-13,27283519999
2015-01-14,26582560000
2015-01-15,26218600000
2015-01-16,26609519999
2015-01-20,27492460000
2015-01-21,28193420000
2015-01-22,30565900000
2015-01-23,30855720000
2015-01-26,31273600000
2015-01-27,30923120000
2015-01-28,30869199999
2015-01-29,31671260000
2015-01-30,30451320000
2015-02-02,30013220000
2015-02-03,29150500000
2015-02-04,30087360000
2015-02-05,29972780000
2015-02-06,29750360000
2015-02-09,29157240000
2015-02-10,29507720000
2015-02-11,29319000000
2015-02-12,29319000000
2015-02-13,29184199999
2015-02-17,28705660000
2015-02-18,29352699999
2015-02-19,29494240000
2015-02-20,30181720000
2015-02-23,30121060000
2015-02-24,30565900000
2015-02-25,29736880000
2015-02-26,29709920000
2015-02-27,29143760000
2015-03-02,29804280000
2015-03-03,29629040000
2015-03-04,29662740000
2015-03-05,29723400000
2015-03-06,29184199999
2015-03-09,29251600000
2015-03-10,28941560000
2015-03-11,29548160000
2015-03-12,30309780000
2015-03-13,29999740000
2015-03-16,30667000000
2015-03-17,31145540000
2015-03-18,30828760000
2015-03-19,31239900000
2015-03-20,31246640000
2015-03-23,30626560000
2015-03-24,30276080000
2015-03-25,29467280000
2015-03-26,29103320000
2015-03-27,29817760000
2015-03-30,30046920000
2015-03-31,29459500000
2015-04-01,28894250000
2015-04-02,28501900000
2015-04-06,27324850000
2015-04-07,27491100000
2015-04-08,28495250000
2015-04-09,28475300000
2015-04-10,28475300000
2015-04-13,28435400000
2015-04-14,28262500000
2015-04-15,27843550000
2015-04-16,28096250000
2015-04-17,27790350000
2015-04-20,28309050000
2015-04-21,28614950000
2015-04-22,28495250000
2015-04-23,28767900000
2015-04-24,28920850000
2015-04-27,28122850000
2015-04-28,27856850000
2015-04-29,27231750000
2015-04-30,26972400000
2015-05-01,28329000000
2015-05-04,27816950000
2015-05-05,26952450000
2015-05-06,27185200000
2015-05-07,27996500000
2015-05-08,28747949999
2015-05-11,28608300000
2015-05-12,28096250000
2015-05-13,27444550000
2015-05-14,28009800000
2015-05-15,27856850000
2015-05-18,28023100000
2015-05-19,27205149999
2015-05-20,24731350000
2015-05-21,24757949999
2015-05-22,24511900000
2015-05-26,23940000000
2015-05-27,24598350000
2015-05-28,24478650000
2015-05-29,24638250000
2015-06-01,25170250000
2015-06-02,25150300000
2015-06-03,25083800000
2015-06-04,24817800000
2015-06-05,24718050000
2015-06-08,24013150000
2015-06-09,23002350000
2015-06-10,22909250000
2015-06-11,23075500000
2015-06-12,23275000000
2015-06-15,22736350000
2015-06-16,22550149999
2015-06-17,22503600000
2015-06-18,22516900000
2015-06-19,22756300000
2015-06-22,23135350000
2015-06-23,22995700000
2015-06-24,22842750000
2015-06-25,22935850000
2015-06-26,22822800000
2015-06-29,22064700000
2015-06-30,21673950000
2015-07-01,21366100000
2015-07-02,21294050000
2015-07-06,21634650000
2015-07-07,21883549999
2015-07-08,21195800000
2015-07-09,21300600000
2015-07-10,22158650000
2015-07-13,22224150000
2015-07-14,22178300000
2015-07-15,22217600000
2015-07-16,22643350000
2015-07-17,22767800000
2015-07-20,22473050000
2015-07-21,22735050000
2015-07-22,23003600000
2015-07-23,23894399999
2015-07-24,22925000000
2015-07-27,22983950000
2015-07-28,23619300000
2015-07-29,23265600000
2015-07-30,23783050000
2015-07-31,23711000000
2015-08-03,24582150000
2015-08-04,24844150000
2015-08-05,24817950000
2015-08-06,24765550000
2015-08-07,24614900000
2015-08-10,24752450000
2015-08-11,25125800000
2015-08-12,25335400000
2015-08-13,25525350000
2015-08-14,25780800000
2015-08-17,26494750000
2015-08-18,26324450000
2015-08-19,26494750000
2015-08-20,25584300000
2015-08-21,24831049999
2015-08-24,24372550000
2015-08-25,23920600000
2015-08-26,24490450000
2015-08-27,24438050000
2015-08-28,24300500000
2015-08-31,24038500000
2015-09-01,23815800000
2015-09-02,24706600000
2015-09-03,24516650000
2015-09-04,24385649999
2015-09-08,24962050000
2015-09-09,25086500000
2015-09-10,25125800000
2015-09-11,25243700000
2015-09-14,25459850000
2015-09-15,25479500000
2015-09-16,25636700000
2015-09-17,25865950000
2015-09-18,25852850000
2015-09-21,25793900000
2015-09-22,25047200000
2015-09-23,25269900000
2015-09-24,25001350000
2015-09-25,24948950000
2015-09-28,24529750000
2015-09-29,24680400000
2015-09-30,24649920000
2015-10-01,24889679999
2015-10-02,24870240000
2015-10-05,25466400000
2015-10-06,24624000000
2015-10-07,25084080000
2015-10-08,25116480000
2015-10-09,25881120000
2015-10-12,26710560000
2015-10-13,26451360000
2015-10-14,26464320000
2015-10-15,26723520000
2015-10-16,26282880000
2015-10-19,26833679999
2015-10-20,26814240000
2015-10-21,26593920000
2015-10-22,28563840000
2015-10-23,29309039999
2015-10-26,29658960000
2015-10-27,29464560000
2015-10-28,29425679999
2015-10-29,29691360000
2015-10-30,29995920000
2015-11-02,30287520000
2015-11-03,30430080000
2015-11-04,30222720000
2015-11-05,30242160000
2015-11-06,30358800000
2015-11-09,30047760000
2015-11-10,30106080000
2015-11-11,30274560000
2015-11-12,30255120000
2015-11-13,29736720000
2015-11-16,29639520000
2015-11-17,29762640000
2015-11-18,30008880000
2015-11-19,30371760000
2015-11-20,30663360000
2015-11-23,30760560000
2015-11-24,29957039999
2015-11-25,29730240000
2015-11-27,29691360000
2015-11-30,29730240000
2015-12-01,30481920000
2015-12-02,30786480000
2015-12-03,30643920000
2015-12-04,32017679999
2015-12-07,32127840000
2015-12-08,29185920000
2015-12-09,28836000000
2015-12-10,29322000000
2015-12-11,28136160000
2015-12-14,28362960000
2015-12-15,28654560000
2015-12-16,29030400000
2015-12-17,28194480000
2015-12-18,27695520000
2015-12-21,28103760000
2015-12-22,28213920000
2015-12-23,28149120000
2015-12-24,28447200000
2015-12-28,28395360000
2015-12-29,28732320000
2015-12-30,28090800000
2015-12-31,27601460000
2016-01-04,26896360000
2016-01-05,27216860000
2016-01-06,27466850000
2016-01-07,26889950000
2016-01-08,27056610000
2016-01-11,26947640000
2016-01-12,27357880000
2016-01-13,25896400000
2016-01-14,25941270000
2016-01-15,25492570000
2016-01-19,25383600000
2016-01-20,25191300000
2016-01-21,25319500000
2016-01-22,24999000000
2016-01-25,24486200000
2016-01-26,24595170000
2016-01-27,23902890000
2016-01-28,23197790000
2016-01-29,24114420000
2016-02-01,24556710000
2016-02-02,23377270000
2016-02-03,23614440000
2016-02-04,24069550000
2016-02-05,22877290000
2016-02-08,22255520000
2016-02-09,22595250000
2016-02-10,22781140000
2016-02-11,22652940000
2016-02-12,23229840000
2016-02-16,23768280000
2016-02-17,24684910000
2016-02-18,24999000000
2016-02-19,25197710000
2016-02-22,26165620000
2016-02-23,26332280000
2016-02-24,26511760000
2016-02-25,27300190000
2016-02-26,27030970000
2016-02-29,26889950000
2016-03-01,27242500000
2016-03-02,26883540000
2016-03-03,26941230000
2016-03-04,26601500000
2016-03-07,26588679999
2016-03-08,26659190000
2016-03-09,27127120000
2016-03-10,27088660000
2016-03-11,27774530000
2016-03-14,28088620000
2016-03-15,27960420000
2016-03-16,28300150000
2016-03-17,27947600000
2016-03-18,28524500000
2016-03-21,28838590000
2016-03-22,28595010000
2016-03-23,28479630000
2016-03-24,28242460000
2016-03-28,28082210000
2016-03-29,28614240000
2016-03-30,28832179999
2016-03-31,28313600000
2016-04-01,28161920000
2016-04-04,27877520000
2016-04-05,27574160000
2016-04-06,27599440000
2016-04-07,27586800000
2016-04-08,28124000000
2016-04-11,28041840000
2016-04-12,28218800000
2016-04-13,28970880000
2016-04-14,29520720000
2016-04-15,29729280000
2016-04-18,29767200000
2016-04-19,29786160000
2016-04-20,29735600000
2016-04-21,30165359999
2016-04-22,29862000000
2016-04-25,29609200000
2016-04-26,29185760000
2016-04-27,28800240000
2016-04-28,27845920000
2016-04-29,28193520000
2016-05-02,27814320000
2016-05-03,27264480000
2016-05-04,26329119999
2016-05-05,26246960000
2016-05-06,26373359999
2016-05-09,26664080000
2016-05-10,27081200000
2016-05-11,26613520000
2016-05-12,26051040000
2016-05-13,26265920000
2016-05-16,26689359999
2016-05-17,26670400000
2016-05-18,27112800000
2016-05-19,26651440000
2016-05-20,26664080000
2016-05-23,26676720000
2016-05-24,27049600000
2016-05-25,26878960000
2016-05-26,26411280000
2016-05-27,26752560000
2016-05-31,26847359999
2016-06-01,26885280000
2016-06-02,26651440000
2016-06-03,26348080000
2016-06-06,26398640000
2016-06-07,27220240000
2016-06-08,27492000000
2016-06-09,27928080000
2016-06-10,27574160000
2016-06-13,26645119999
2016-06-14,25204160000
2016-06-15,25242080000
2016-06-16,25140960000
2016-06-17,25115680000
2016-06-20,25292640000
2016-06-21,25608640000
2016-06-22,25444320000
2016-06-23,25020880000
2016-06-24,24211920000
2016-06-27,23232320000
2016-06-28,23655760000
2016-06-29,24578480000
2016-06-30,24231780000
2016-07-01,24472800000
2016-07-05,24231780000
2016-07-06,24182340000
2016-07-07,24627300000
2016-07-08,25053720000
2016-07-11,25362720000
2016-07-12,26475120000
2016-07-13,26203200000
2016-07-14,26679060000
2016-07-15,26672879999
2016-07-18,26685240000
2016-07-19,26400960000
2016-07-20,25974540000
2016-07-21,23063760000
2016-07-22,23378940000
2016-07-25,23088480000
2016-07-26,23657040000
2016-07-27,23162639999
2016-07-28,23156460000
2016-07-29,22872180000
2016-08-01,22890720000
2016-08-02,21963720000
2016-08-03,22173840000
2016-08-04,22507560000
2016-08-05,23391300000
2016-08-08,23144100000
2016-08-09,23150280000
2016-08-10,22859820000
2016-08-11,23014320000
2016-08-12,22569360000
2016-08-15,22791840000
2016-08-16,22569360000
2016-08-17,22773300000
2016-08-18,22767120000
2016-08-19,22464300000
2016-08-22,22421040000
2016-08-23,22674420000
2016-08-24,22655879999
2016-08-25,22674420000
2016-08-26,22414860000
2016-08-29,22526100000
2016-08-30,22977240000
2016-08-31,22791840000
2016-09-01,22612620000
2016-09-02,22798020000
2016-09-06,22835100000
2016-09-07,23904240000
2016-09-08,23953680000
2016-09-09,23076120000
2016-09-12,23372760000
2016-09-13,22952520000
2016-09-14,22767120000
2016-09-15,22859820000
2016-09-16,22612620000
2016-09-19,22680600000
2016-09-20,22754760000
2016-09-21,22810379999
2016-09-22,23069940000
2016-09-23,23014320000
2016-09-26,22785660000
2016-09-27,23817720000
2016-09-28,23527260000
2016-09-29,23576700000
2016-09-30,23995130000
2016-10-03,24519580000
2016-10-04,24161719999
2016-10-05,24124700000
2016-10-06,24167890000
2016-10-07,23735990000
2016-10-10,24538090000
2016-10-11,24550430000
2016-10-12,24686170000
2016-10-13,25531460000
2016-10-14,25494440000
2016-10-17,25445080000
2016-10-18,25716560000
2016-10-19,26068250000
2016-10-20,26092930000
2016-10-21,26179310000
2016-10-24,26117610000
2016-10-25,25883150000
2016-10-26,23692800000
2016-10-27,24211080000
2016-10-28,24174060000
2016-10-31,24710850000
2016-11-01,24482560000
2016-11-02,24439370000
2016-11-03,24494900000
2016-11-04,24914460000
2016-11-07,25648690000
2016-11-08,25870810000
2016-11-09,26142290000
2016-11-10,26925880000
2016-11-11,27049280000
2016-11-14,27980950000
2016-11-15,28536250000
2016-11-16,28289450000
2016-11-17,28807730000
2016-11-18,29036020000
2016-11-21,29221120000
2016-11-22,29060700000
2016-11-23,29227290000
2016-11-25,29276650000
2016-11-28,29319840000
2016-11-29,29147080000
2016-11-30,28758370000
2016-12-01,29042190000
2016-12-02,29560469999
2016-12-05,29042190000
2016-12-06,29418560000
2016-12-07,30757450000
2016-12-08,30603200000
2016-12-09,30720430000
2016-12-12,30461290000
2016-12-13,30572350000
2016-12-14,30405760000
2016-12-15,31214030000
2016-12-16,30806810000
2016-12-19,31065950000
2016-12-20,31399130000
2016-12-21,31251050000
2016-12-22,31004250000
2016-12-23,31127650000
2016-12-27,31152330000
2016-12-28,30954890000
2016-12-29,30973400000
2016-12-30,30751280000
2017-01-03,30637739999
2017-01-04,31446900000
2017-01-05,30938110000
2017-01-06,30607090000
2017-01-09,30833900000
2017-01-10,31471420000
2017-01-11,31679840000
2017-01-12,31269130000
2017-01-13,31354950000
2017-01-17,30797120000
2017-01-18,30882940000
2017-01-19,30692910000
2017-01-20,31318170000
2017-01-23,30613220000
2017-01-24,30435450000
2017-01-25,30318980000
2017-01-26,33052960000
2017-01-27,32305100000
2017-01-30,32090550000
2017-01-31,32066030000
2017-02-01,32323489999
2017-02-02,32403180000
2017-02-03,32415440000
2017-02-06,32531910000
2017-02-07,32513520000
2017-02-08,32439960000
2017-02-09,33420760000
2017-02-10,33537230000
2017-02-13,34162489999
2017-02-14,33905030000
2017-02-15,35118770000
2017-02-16,34536420000
2017-02-17,35137160000
2017-02-21,35468180000
2017-02-22,35498830000
2017-02-23,35100380000
2017-02-24,35885020000
2017-02-27,35817590000
2017-02-28,35431400000
2017-03-01,36093440000
2017-03-02,35290410000
2017-03-03,36081180000
2017-03-06,35284280000
2017-03-07,34836790000
2017-03-08,34744840000
2017-03-09,34548680000
2017-03-10,34254440000
2017-03-13,33402370000
2017-03-14,32415440000
2017-03-15,33279770000
2017-03-16,33193950000
2017-03-17,32599340000
2017-03-20,32764850000
2017-03-21,31802440000
2017-03-22,32157980000
2017-03-23,32102810000
2017-03-24,32249930000
2017-03-27,32415440000
2017-03-28,33218470000
2017-03-29,32783239999
2017-03-30,32997790000
2017-03-31,32471040000
2017-04-03,32616000000
2017-04-04,32054280000
2017-04-05,32223400000
2017-04-06,32241520000
2017-04-07,32942160000
2017-04-10,32748880000
2017-04-11,33256240000
2017-04-12,33528040000
2017-04-13,32803240000
2017-04-17,33050880000
2017-04-18,32869680000
2017-04-19,33008600000
2017-04-20,33793800000
2017-04-21,33600520000
2017-04-24,34119960000
2017-04-25,34482360000
2017-04-26,34391760000
2017-04-27,33673000000
2017-04-28,33956880000
2017-05-01,33993120000
2017-05-02,35231320000
2017-05-03,35128640000
2017-05-04,35237360000
2017-05-05,35273600000
2017-05-08,34717920000
2017-05-09,35201120000
2017-05-10,35255480000
2017-05-11,35086360000
2017-05-12,34560880000
2017-05-15,35050120000
2017-05-16,35195080000
2017-05-17,34452160000
2017-05-18,34603160000
2017-05-19,35056160000
2017-05-22,35587680000
2017-05-23,36022560000
2017-05-24,35986320000
2017-05-25,36795680000
2017-05-26,36644680000
2017-05-30,35925920000
2017-05-31,36294360000
2017-06-01,36421200000
2017-06-02,36457440000
2017-06-05,36837960000
2017-06-06,36300400000
2017-06-07,36215840000
2017-06-08,35732640000
2017-06-09,35913840000
2017-06-12,35629960000
2017-06-13,35762840000
2017-06-14,35956120000
2017-06-15,36306440000
2017-06-16,36415160000
2017-06-19,36795680000
2017-06-20,36439320000
2017-06-21,36862120000
2017-06-22,37158080000
2017-06-23,37399680000
2017-06-26,37297000000
2017-06-27,37152040000
2017-06-28,37454040000
2017-06-29,37333240000
2017-06-30,37097580000
2017-07-03,37055790000
2017-07-05,37706520000
2017-07-06,37825920000
2017-07-07,38351280000
2017-07-10,37688610000
2017-07-11,36900570000
2017-07-12,37061760000
2017-07-13,37025940000
2017-07-14,36972210000
2017-07-17,37097580000
2017-07-18,36757290000
2017-07-19,36661770000
2017-07-20,36058800000
2017-07-21,35987160000
2017-07-24,35706570000
2017-07-25,35115540000
2017-07-26,35533440000
2017-07-27,33772290000
2017-07-28,33766320000
2017-07-31,33139470000
2017-08-01,33264840000
2017-08-02,33252900000
2017-08-03,33497670000
2017-08-04,33778260000
2017-08-07,33055890000
2017-08-08,32721570000
2017-08-09,32649930000
2017-08-10,32243970000
2017-08-11,32321580000
2017-08-14,32667840000
2017-08-15,32954400000
2017-08-16,33020070000
2017-08-17,31730550000
2017-08-18,31742490000
2017-08-21,31963380000
2017-08-22,31897710000
2017-08-23,30876840000
2017-08-24,30273870000
2017-08-25,31449960000
2017-08-28,30894750000
2017-08-29,30721620000
2017-08-30,30757440000
2017-08-31,31127580000
2017-09-01,31157430000
2017-09-05,30530580000
2017-09-06,30846990000
2017-09-07,31169370000
2017-09-08,31563390000
2017-09-11,31999200000
2017-09-12,32208150000
2017-09-13,32632019999
2017-09-14,32446950000
2017-09-15,32667840000
2017-09-18,32291730000
2017-09-19,31963380000
2017-09-20,32387250000
2017-09-21,32614110000
2017-09-22,32793210000
2017-09-25,32906640000
2017-09-26,33264840000
2017-09-27,33360360000
2017-09-28,33533490000
2017-09-29,33420060000
2017-10-02,33146080000
2017-10-03,34637920000
2017-10-04,34560960000
2017-10-05,34507680000
2017-10-06,34596480000
2017-10-09,34134719999
2017-10-10,34341920000
2017-10-11,34661600000
2017-10-12,34815520000
2017-10-13,34999040000
2017-10-16,34856960000
2017-10-17,34768160000
2017-10-18,34827360000
2017-10-19,34708960000
2017-10-20,35147040000
2017-10-23,34785920000
2017-10-24,34809600000
2017-10-25,33838719999
2017-10-26,32625120000
2017-10-27,32033120000
2017-10-30,32400160000
2017-10-31,31885120000
2017-11-01,31962080000
2017-11-02,31962080000
2017-11-03,32050880000
2017-11-06,32275840000
2017-11-07,31891040000
2017-11-08,31973920000
2017-11-09,31648320000
2017-11-10,31666080000
2017-11-13,31524000000
2017-11-14,31820000000
2017-11-15,32340960000
2017-11-16,32719840000
2017-11-17,32388320000
2017-11-20,32352800000
2017-11-21,32814560000
2017-11-22,32613280000
2017-11-24,32642880000
2017-11-27,32323200000
2017-11-28,33252640000
2017-11-29,34856960000
2017-11-30,35916640000
2017-12-01,35472640000
2017-12-04,36721760000
2017-12-05,36538240000
2017-12-06,36183040000
2017-12-07,37307840000
2017-12-08,37491360000
2017-12-11,37485440000
2017-12-12,37550560000
2017-12-13,37378880000
2017-12-14,37799200000
2017-12-15,38302400000
2017-12-18,38894400000
2017-12-19,39024640000
2017-12-20,39125280000
2017-12-21,39089760000
2017-12-22,39054240000
2017-12-26,39060160000
2017-12-27,39048320000
2017-12-28,38995040000
2017-12-29,38746400000
2018-01-02,38912230000
2018-01-03,38102170000
2018-01-04,37978900000
2018-01-05,37755839999
2018-01-08,37568000000
2018-01-09,36617060000
2018-01-10,36957520000
2018-01-11,38061080000
2018-01-12,38366320000
2018-01-16,38430890000
2018-01-17,38783089999
2018-01-18,38190220000
2018-01-19,38184350000
2018-01-22,38090430000
2018-01-23,38307620000
2018-01-24,36517270000
2018-01-25,35331530000
2018-01-26,35701340000
2018-01-29,35431320000
2018-01-30,35120210000
2018-01-31,35689600000
2018-02-01,35401970000
2018-02-02,34462770000
2018-02-05,33453130000
2018-02-06,34128180000
2018-02-07,33981430000
2018-02-08,32654810000
2018-02-09,32578500000
2018-02-12,33347470000
2018-02-13,33552919999
2018-02-14,33887510000
2018-02-15,34151660000
2018-02-16,34204490000
2018-02-20,33887510000
2018-02-21,34063610000
2018-02-22,33646840000
2018-02-23,34040130000
2018-02-26,34926500000
2018-02-27,34327760000
2018-02-28,33952080000
2018-03-01,34051870000
2018-03-02,33934470000
2018-03-05,34269060000
2018-03-06,34192750000
2018-03-07,33793590000
2018-03-08,34263190000
2018-03-09,35043900000
2018-03-12,35079120000
2018-03-13,35413710000
2018-03-14,34996940000
2018-03-15,35184780000
2018-03-16,35748300000
2018-03-19,35572200000
2018-03-20,35625030000
2018-03-21,33916860000
2018-03-22,33459000000
2018-03-23,33294640000
2018-03-26,33805330000
2018-03-27,33277030000
2018-03-28,33018750000
2018-03-29,33623360000
2018-04-02,31408520000
2018-04-03,32350660000
2018-04-04,32576080000
2018-04-05,32865080000
2018-04-06,31957620000
2018-04-09,31703300000
2018-04-10,31287140000
2018-04-11,30923000000
2018-04-12,31755320000
2018-04-13,31830460000
2018-04-16,31726420000
2018-04-17,31368060000
2018-04-18,32263960000
2018-04-19,31674400000
2018-04-20,31657060000
2018-04-23,31778440000
2018-04-24,31142640000
2018-04-25,31113740000
2018-04-26,30807400000
2018-04-27,30940340000
2018-04-30,30535740000
2018-05-01,30599320000
2018-05-02,30177380000
2018-05-03,30194720000
2018-05-04,30506840000
2018-05-07,30056000000
2018-05-08,30246740000
2018-05-09,29801680000
2018-05-10,30021320000
2018-05-11,30321880000
2018-05-14,30171600000
2018-05-15,29882600000
2018-05-16,30639780000
2018-05-17,30327660000
2018-05-18,30165820000
2018-05-21,30183160000
2018-05-22,29391300000
2018-05-23,29084960000
2018-05-24,29599380000
2018-05-25,30553080000
2018-05-29,29761220000
2018-05-30,29668740000
2018-05-31,29524240000
2018-06-01,29454880000
2018-06-04,29853700000
2018-06-05,29420200000
2018-06-06,29333500000
2018-06-07,29269920000
2018-06-08,29177440000
2018-06-11,29466440000
2018-06-12,29460660000
2018-06-13,29680300000
2018-06-14,30021320000
2018-06-15,30160040000
2018-06-18,30269860000
2018-06-19,29888380000
2018-06-20,30056000000
2018-06-21,30720700000
2018-06-22,30003979999
2018-06-25,29639840000
2018-06-26,29576260000
2018-06-27,29113860000
2018-06-28,29304600000
2018-06-29,29408640000
2018-07-02,29326260000
2018-07-03,29314880000
2018-07-05,29508340000
2018-07-06,30009060000
2018-07-09,30304940000
2018-07-10,30157000000
2018-07-11,29889570000
2018-07-12,30026130000
2018-07-13,30208210000
2018-07-16,30202520000
