,CZR
2024-06-04,7670160000
2024-06-05,7899120000
2024-06-06,7920720000
2024-06-07,7788960000
2024-06-10,7858080000
2024-06-11,7940160000
2024-06-12,8246880000
2024-06-13,8184240000
2024-06-14,7782480000
2024-06-17,7801919999
2024-06-18,8082720000
2024-06-20,8380799999
2024-06-21,8458559999
2024-06-24,8421840000
2024-06-25,8162640000
2024-06-26,8240400000
2024-06-27,8430480000
2024-06-28,8583840000
2024-07-01,8154000000
2024-07-02,8082720000
2024-07-03,8149679999
2024-07-05,8030880000
2024-07-08,8134559999
2024-07-09,7950960000
2024-07-10,7907760000
2024-07-11,8415360000
2024-07-12,8640000000
2024-07-15,8471520000
2024-07-16,8590320000
2024-07-17,8316000000
2024-07-18,7896960000
2024-07-19,7961760000
2024-07-22,7868880000
2024-07-23,7944480000
2024-07-24,7389360000
2024-07-25,7182000000
2024-07-26,7572960000
2024-07-29,7888320000
2024-07-30,7970400000
2024-07-31,8629200000
2024-08-01,8069760000
2024-08-02,7702559999
2024-08-05,7171200000
2024-08-06,7467120000
2024-08-07,7555679999
2024-08-08,7793280000
2024-08-09,7670160000
