,PFG
2015-09-15,14654166308
2015-09-16,14689857397
2015-09-17,14594681159
2015-09-18,14291306903
2015-09-21,14481659377
2015-09-22,14246693041
2015-09-23,14148542546
2015-09-24,14097980170
2015-09-25,14291306903
2015-09-28,13797580171
2015-09-29,13916550468
2015-09-30,13962652794
2015-10-01,13971501116
2015-10-02,14048186578
2015-10-05,14478804936
2015-10-06,14384422830
2015-10-07,14608580331
2015-10-08,14664619707
2015-10-09,14587934246
2015-10-12,14576136483
2015-10-13,14287091283
2015-10-14,14089478749
2015-10-15,14384422830
2015-10-16,14431613883
2015-10-19,14490602699
2015-10-20,14549591515
2015-10-21,14351978981
2015-10-22,14679366911
2015-10-23,14897625531
2015-10-26,14921221057
2015-10-27,14449310528
2015-10-28,15042148131
2015-10-29,14983159314
2015-10-30,14794395102
2015-11-02,15148328000
2015-11-03,15160125763
2015-11-04,14986108755
2015-11-05,15021502045
2015-11-06,15322345007
2015-11-09,14882878327
2015-11-10,14921221057
2015-11-11,14900574972
2015-11-12,14464057732
2015-11-13,14384422830
2015-11-16,14658720825
2015-11-17,14667569148
2015-11-18,14997906518
2015-11-19,14959563788
2015-11-20,14992007637
2015-11-23,14983159314
2015-11-24,14968412110
2015-11-25,15015603163
2015-11-27,15166024645
2015-11-30,15177822408
2015-12-01,15372485501
2015-12-02,15089339183
2015-12-03,14216304704
2015-12-04,14493552140
2015-12-07,14467007173
2015-12-08,14231051908
2015-12-09,13930208945
2015-12-10,13989197761
2015-12-11,13340320783
2015-12-14,13269534204
2015-12-15,13499590587
2015-12-16,13782736905
2015-12-17,13340320783
2015-12-18,12924449629
2015-12-21,13027680057
2015-12-22,13216444269
2015-12-23,13478944501
2015-12-24,13467146738
2015-12-28,13440601771
2015-12-29,13614618778
2015-12-30,13411107363
2015-12-31,13237614000
2016-01-04,12960972000
2016-01-05,12990402000
2016-01-06,12454776000
2016-01-07,11839689000
2016-01-08,11813202000
2016-01-11,11627793000
2016-01-12,11677824000
2016-01-13,11271690000
2016-01-14,11474757000
2016-01-15,11156912999
2016-01-19,11045079000
2016-01-20,10733121000
2016-01-21,10842012000
2016-01-22,11201058000
2016-01-25,10956789000
2016-01-26,11165742000
2016-01-27,11065680000
2016-01-28,11024478000
2016-01-29,11183400000
2016-02-01,11168685000
2016-02-02,10321101000
2016-02-03,10459422000
2016-02-04,10694862000
2016-02-05,10833183000
2016-02-08,10530054000
2016-02-09,10588914000
2016-02-10,10597743000
2016-02-11,10106262000
2016-02-12,10412334000
2016-02-16,10730178000
2016-02-17,11053908000
2016-02-18,10942074000
2016-02-19,10833183000
2016-02-22,11000934000
2016-02-23,10868499000
2016-02-24,10927359000
2016-02-25,11106882000
2016-02-26,11321721000
2016-02-29,11127483000
2016-03-01,11630736000
2016-03-02,11616021000
2016-03-03,11507130000
2016-03-04,11580705000
2016-03-07,11627793000
2016-03-08,11236374000
2016-03-09,11277576000
2016-03-10,11318778000
2016-03-11,11877948000
2016-03-14,11713140000
2016-03-15,11580705000
2016-03-16,11745512999
2016-03-17,11966237999
2016-03-18,12192849000
2016-03-21,12131046000
2016-03-22,11972124000
2016-03-23,11701368000
2016-03-24,11448270000
2016-03-28,11565990000
2016-03-29,11595420000
2016-03-30,11704311000
2016-03-31,11543070000
2016-04-01,11668888000
2016-04-04,11484550000
2016-04-05,11294360000
2016-04-06,11554774000
2016-04-07,11320694000
2016-04-08,11420178000
2016-04-11,11595738000
2016-04-12,11797632000
2016-04-13,12178012000
2016-04-14,12131196000
2016-04-15,12096084000
2016-04-18,12213124000
2016-04-19,12353572000
2016-04-20,12675432000
2016-04-21,12669580000
2016-04-22,12903660000
2016-04-25,12707618000
2016-04-26,12848065999
2016-04-27,12883178000
2016-04-28,12543762000
2016-04-29,12488168000
2016-05-02,12672506000
2016-05-03,12221902000
2016-05-04,12283348000
2016-05-05,12362350000
2016-05-06,12347720000
2016-05-09,12262865999
2016-05-10,12567170000
2016-05-11,12441352000
2016-05-12,12420870000
2016-05-13,12251162000
2016-05-16,12336015999
2016-05-17,12312608000
2016-05-18,12719322000
2016-05-19,12394536000
2016-05-20,12637394000
2016-05-23,12619838000
2016-05-24,12912438000
2016-05-25,12994365999
2016-05-26,12886104000
2016-05-27,12994365999
2016-05-31,13038256000
2016-06-01,12935846000
2016-06-02,12853918000
2016-06-03,12529132000
2016-06-06,12716396000
2016-06-07,12736878000
2016-06-08,12807102000
2016-06-09,12622764000
2016-06-10,12429648000
2016-06-13,12213124000
2016-06-14,12119492000
2016-06-15,12180938000
2016-06-16,12327238000
2016-06-17,12388684000
2016-06-20,12549614000
2016-06-21,12654950000
2016-06-22,12786620000
2016-06-23,13026552000
2016-06-24,11692296000
2016-06-27,11159764000
2016-06-28,11428956000
2016-06-29,11791780000
2016-06-30,11952926374
2016-07-01,11958741469
2016-07-05,11478996187
2016-07-06,11598205621
2016-07-07,11682524488
2016-07-08,12092488638
2016-07-11,12243681090
2016-07-12,12554788636
2016-07-13,12546065995
2016-07-14,12816467881
2016-07-15,12868803730
2016-07-18,12854265994
2016-07-19,12860081088
2016-07-20,12924047126
2016-07-21,12874618824
2016-07-22,12988013163
2016-07-25,12996735805
2016-07-26,13037441465
2016-07-27,12985105616
2016-07-28,12999643352
2016-07-29,13557892407
2016-08-01,13441590520
2016-08-02,13165373540
2016-08-03,13325288634
2016-08-04,13339826370
2016-08-05,13717807500
2016-08-08,13868999953
2016-08-09,13868999953
2016-08-10,13659656557
2016-08-11,13711992406
2016-08-12,13601505614
2016-08-15,13697454670
2016-08-16,13653841463
2016-08-17,13799218821
2016-08-18,13781773538
2016-08-19,13700362217
2016-08-22,13714899953
2016-08-23,13863184858
2016-08-24,13857369764
2016-08-25,13953318820
2016-08-26,14031822594
2016-08-29,14284779197
2016-08-30,14392358442
2016-08-31,14267333914
2016-09-01,14212090518
2016-09-02,14261518819
2016-09-06,14246981084
2016-09-07,14276056555
2016-09-08,14235350895
2016-09-09,14063805612
2016-09-12,14229535801
2016-09-13,14087065990
2016-09-14,14069620707
2016-09-15,14235350895
2016-09-16,14063805612
2016-09-19,14194645235
2016-09-20,14255703725
2016-09-21,14470862215
2016-09-22,14502845234
2016-09-23,14479584856
2016-09-26,14369098064
2016-09-27,14659852780
2016-09-28,14950607496
2016-09-29,14683113158
2016-09-30,15007792373
2016-10-03,14978656686
2016-10-04,14908731037
2016-10-05,15334112068
2016-10-06,15310803518
2016-10-07,15226310026
2016-10-10,15392383442
2016-10-11,15296235675
2016-10-12,15357420617
2016-10-13,15153470808
2016-10-14,15246705007
2016-10-17,15226310026
2016-10-18,15334112068
2016-10-19,15369074892
2016-10-20,15383642736
2016-10-21,15331198499
2016-10-24,15441914110
2016-10-25,15430259835
2016-10-26,15444827678
2016-10-27,15605073957
2016-10-28,16103294204
2016-10-31,15908085102
2016-11-01,15776974510
2016-11-02,15575938270
2016-11-03,15538061877
2016-11-04,15479790503
2016-11-07,15826505178
2016-11-08,15876035846
2016-11-09,16345120407
2016-11-10,16863735635
2016-11-11,16694748651
2016-11-14,16697662219
2016-11-15,16814204967
2016-11-16,16642304414
2016-11-17,16837513517
2016-11-18,16799637124
2016-11-21,16840427086
2016-11-22,16805464261
2016-11-23,17018154776
2016-11-25,16994846227
2016-11-28,16624823002
2016-11-29,16662699395
2016-11-30,16808377830
2016-12-01,16989019089
2016-12-02,16834599948
2016-12-05,17326993058
2016-12-06,17312425215
2016-12-07,17682448440
2016-12-08,17731979108
2016-12-09,17568819261
2016-12-12,17318252352
2016-12-13,17341560902
2016-12-14,17108475406
2016-12-15,17213363879
2016-12-16,16840427086
2016-12-19,16852081360
2016-12-20,17117216112
2016-12-21,17222104585
2016-12-22,17021068345
2016-12-23,17018154776
2016-12-27,17111388975
2016-12-28,16898698460
2016-12-29,16854994929
2016-12-30,16857908498
2017-01-03,17128792000
2017-01-04,17283764000
2017-01-05,17108324000
2017-01-06,17210664000
2017-01-09,17014756000
2017-01-10,17149260000
2017-01-11,17245752000
2017-01-12,17213588000
2017-01-13,17260372000
2017-01-17,17038148000
2017-01-18,17391952000
2017-01-19,17046920000
2017-01-20,17029376000
2017-01-23,16883176000
2017-01-24,17128792000
2017-01-25,17441660000
2017-01-26,17125868000
2017-01-27,16959200000
2017-01-30,16883176000
2017-01-31,16693116000
2017-02-01,16725280000
2017-02-02,16815924000
2017-02-03,17374408000
2017-02-06,17389028000
2017-02-07,17462128000
2017-02-08,17497216000
2017-02-09,17713592000
2017-02-10,17795464000
2017-02-13,18155116000
2017-02-14,18146344000
2017-02-15,18342252000
2017-02-16,18304240000
2017-02-17,18163888000
2017-02-21,18251608000
2017-02-22,18371492000
2017-02-23,18383188000
2017-02-24,18348100000
2017-02-27,18356872000
2017-02-28,18286696000
2017-03-01,18719448000
2017-03-02,18336404000
2017-03-03,18587868000
2017-03-06,18529388000
2017-03-07,18432896000
2017-03-08,18441668000
2017-03-09,18441668000
2017-03-10,18579096000
2017-03-13,18590792000
2017-03-14,18424124000
2017-03-15,18663892000
2017-03-16,18772080000
2017-03-17,18549856000
2017-03-20,18453364000
2017-03-21,17912424000
2017-03-22,18099560000
2017-03-23,18181432000
2017-03-24,18178508000
2017-03-27,18160964000
2017-03-28,18424124000
2017-03-29,18266228000
2017-03-30,18453364000
2017-03-31,18426929240
2017-04-03,18421089617
2017-04-04,18351014146
2017-04-05,18149547165
2017-04-06,18315976410
2017-04-07,18269259429
2017-04-10,18298457542
2017-04-11,18365613202
2017-04-12,18082391504
2017-04-13,17959759429
2017-04-17,18286778297
2017-04-18,18216702825
2017-04-19,18126188674
2017-04-20,18371452825
2017-04-21,18339334900
2017-04-24,18663433957
2017-04-25,18788985844
2017-04-26,18777306598
2017-04-27,19031330183
2017-04-28,19016731127
2017-05-01,18970014146
2017-05-02,18952495278
2017-05-03,18949575466
2017-05-04,18812344334
2017-05-05,18786066032
2017-05-08,18672193391
2017-05-09,18529122636
2017-05-10,18645915089
2017-05-11,18552481127
2017-05-12,18394811316
2017-05-15,18602117919
2017-05-16,18680952825
2017-05-17,17927641504
2017-05-18,17679457542
2017-05-19,17761212259
2017-05-22,17936400938
2017-05-23,18018155655
2017-05-24,18091150938
2017-05-25,18295537731
2017-05-26,18321816033
2017-05-30,18254660372
2017-05-31,18368533014
2017-06-01,18710150938
2017-06-02,18675113202
2017-06-05,18479485844
2017-06-06,18123268863
2017-06-07,18222542448
2017-06-08,18578759429
2017-06-09,18952495278
2017-06-12,18970014146
2017-06-13,19136443391
2017-06-14,19083886787
2017-06-15,19037169806
2017-06-16,19080966976
2017-06-19,19235716976
2017-06-20,18984613202
2017-06-21,18645915089
2017-06-22,18304297165
2017-06-23,18272179240
2017-06-26,18412330183
2017-06-27,18511603768
2017-06-28,18888259429
2017-06-29,18841542447
2017-06-30,18778916999
2017-07-03,18981156000
2017-07-05,18831675000
2017-07-06,18793572000
2017-07-07,18937191000
2017-07-10,19157016000
2017-07-11,19098396000
2017-07-12,19200981000
2017-07-13,19329945000
2017-07-14,19373910000
2017-07-17,19444254000
2017-07-18,19464771000
2017-07-19,19549770000
2017-07-20,19312359000
2017-07-21,19467702000
2017-07-24,19455978000
2017-07-25,19684596000
2017-07-26,19538046000
2017-07-27,19529253000
2017-07-28,19746147000
2017-07-31,19564425000
2017-08-01,19555632000
2017-08-02,19538046000
2017-08-03,19505805000
2017-08-04,19649424000
2017-08-07,19494081000
2017-08-08,19412013000
2017-08-09,19341669000
2017-08-10,18884433000
2017-08-11,18852191999
2017-08-14,19054431000
2017-08-15,19051500000
2017-08-16,19098396000
2017-08-17,18444783000
2017-08-18,18444783000
2017-08-21,18386163000
2017-08-22,18427197000
2017-08-23,18456507000
2017-08-24,18485817000
2017-08-25,18562023000
2017-08-28,18559092000
2017-08-29,18365646000
2017-08-30,18336336000
2017-08-31,18324612000
2017-09-01,18556161000
2017-09-05,18119442000
2017-09-06,17964099000
2017-09-07,17562552000
2017-09-08,17782377000
2017-09-11,18137028000
2017-09-12,18309957000
2017-09-13,18245475000
2017-09-14,18175131000
2017-09-15,18321681000
2017-09-18,18295302000
2017-09-19,18435990000
2017-09-20,18500472000
2017-09-21,18444783000
2017-09-22,18500472000
2017-09-25,18576678000
2017-09-26,18570816000
2017-09-27,18910812000
2017-09-28,18758400000
2017-09-29,18858054000
2017-10-02,19054020000
2017-10-03,19177290000
2017-10-04,19318169999
2017-10-05,19538294999
2017-10-06,19561775000
2017-10-09,19544165000
2017-10-10,19811250000
2017-10-11,19752550000
2017-10-12,19761355000
2017-10-13,19726135000
2017-10-16,19758419999
2017-10-17,19831794999
2017-10-18,19928650000
2017-10-19,20007895000
2017-10-20,19884625000
2017-10-23,20037245000
2017-10-24,20125294999
2017-10-25,19864080000
2017-10-26,20016700000
2017-10-27,19987350000
2017-10-30,19523620000
2017-10-31,19326975000
2017-11-01,19702655000
2017-11-02,20219215000
2017-11-03,20051919999
2017-11-06,20316070000
2017-11-07,20283785000
2017-11-08,20101815000
2017-11-09,20081270000
2017-11-10,19975610000
2017-11-13,19966805000
2017-11-14,20054855000
2017-11-15,20125294999
2017-11-16,20072465000
2017-11-17,20145840000
2017-11-20,20198669999
2017-11-21,20119425000
2017-11-22,20075400000
2017-11-24,20148775000
2017-11-27,20157580000
2017-11-28,20559675000
2017-11-29,20996990000
2017-11-30,20776865000
2017-12-01,20697620000
2017-12-04,20794475000
2017-12-05,20744580000
2017-12-06,20785669999
2017-12-07,20835565000
2017-12-08,21061560000
2017-12-11,20994055000
2017-12-12,20773930000
2017-12-13,20618375000
2017-12-14,20512715000
2017-12-15,20653595000
2017-12-18,20724035000
2017-12-19,20797410000
2017-12-20,20911875000
2017-12-21,20908940000
2017-12-22,20914810000
2017-12-26,20935355000
2017-12-27,20859044999
2017-12-28,20952965000
2017-12-29,20709360000
2018-01-02,20549924991
2018-01-03,20593722785
2018-01-04,20862349256
2018-01-05,21022941168
2018-01-08,21084258079
2018-01-09,21306166903
2018-01-10,21425880873
2018-01-11,21571873520
2018-01-12,21668228667
2018-01-16,21285727932
2018-01-17,21446319844
2018-01-18,21455079403
2018-01-19,21621511020
2018-01-22,21598152197
2018-01-23,21478438226
2018-01-24,21606911756
2018-01-25,21682827932
2018-01-26,21910576461
2018-01-29,21752904403
2018-01-30,20000992639
2018-01-31,19738205874
2018-02-01,19989313227
2018-02-02,19373224256
2018-02-05,18555665433
2018-02-06,18844730874
2018-02-07,18663699992
2018-02-08,17630072051
2018-02-09,17924977198
2018-02-12,18056370580
2018-02-13,18021332345
2018-02-14,18473909551
2018-02-15,18357115433
2018-02-16,18409672786
2018-02-20,18307477933
2018-02-21,18482669110
2018-02-22,18211122786
2018-02-23,18438871316
2018-02-26,18681219110
2018-02-27,18561505139
2018-02-28,18199443375
2018-03-01,17866580139
2018-03-02,17837381610
2018-03-05,17919137492
2018-03-06,17983374257
2018-03-07,17980454404
2018-03-08,17919137492
2018-03-09,18409672786
2018-03-12,18409672786
2018-03-13,18301638227
2018-03-14,18117687492
2018-03-15,18094328669
2018-03-16,18135206610
2018-03-19,17992133816
2018-03-20,18027172051
2018-03-21,18161485286
2018-03-22,17498678669
2018-03-23,16865070581
2018-03-26,17294288963
2018-03-27,17165815434
2018-03-28,17343926463
2018-03-29,17784824257
2018-04-02,17171627802
2018-04-03,17394148054
2018-04-04,17639787294
2018-04-05,17717813876
2018-04-06,17226535397
2018-04-09,17232315143
2018-04-10,17648456914
2018-04-11,17391258181
2018-04-12,17642677168
2018-04-13,17527082231
2018-04-16,17645567041
2018-04-17,17411487295
2018-04-18,17596439193
2018-04-19,17628227801
2018-04-20,17596439193
2018-04-23,17761161977
2018-04-24,17642677168
2018-04-25,17651346788
2018-04-26,17706254383
2018-04-27,17472174636
2018-04-30,17113830334
2018-05-01,16847961980
2018-05-02,16414480968
2018-05-03,16137053121
2018-05-04,16515626538
2018-05-07,16518516411
2018-05-08,16596542993
2018-05-09,16680349322
2018-05-10,16978006283
2018-05-11,17058922739
2018-05-14,17082041726
2018-05-15,17096491093
2018-05-16,17174517675
2018-05-17,17220755650
2018-05-18,16992455650
2018-05-21,17102270840
2018-05-22,17327680966
2018-05-23,17168737928
2018-05-24,16925988562
2018-05-25,16827732866
2018-05-29,15963660716
2018-05-30,16287326538
2018-05-31,16125493627
2018-06-01,16313335399
2018-06-04,16238198690
2018-06-05,16171731602
2018-06-06,16446269576
2018-06-07,16368242994
2018-06-08,16414480968
2018-06-11,16576313879
2018-06-12,16402921475
2018-06-13,16348013880
2018-06-14,16258427804
2018-06-15,16298886032
2018-06-18,16197740463
2018-06-19,16119713880
2018-06-20,16163061982
2018-06-21,16079255653
2018-06-22,16085035400
2018-06-25,15850955653
2018-06-26,15654444261
2018-06-27,15194954389
2018-06-28,15307659452
2018-06-29,15301879705
2018-07-02,15169822637
2018-07-03,15276005656
2018-07-05,15362099995
2018-07-06,15387928297
2018-07-09,15838488675
2018-07-10,15717956599
2018-07-11,15324792448
2018-07-12,15278875467
2018-07-13,15255916977
2018-07-16,15519939618
2018-07-17,15743784901
2018-07-18,15987718863
2018-07-19,15651950939
2018-07-20,15505590561
2018-07-23,15694998109
2018-07-24,15735175467
2018-07-25,15789701882
2018-07-26,15921713203
2018-07-27,16570290561
2018-07-30,16722390561
2018-07-31,16667864146
2018-08-01,16145558486
2018-08-02,15970499995
2018-08-03,16019286788
2018-08-06,16099641505
2018-08-07,16177126410
2018-08-08,16157037731
2018-08-09,15967630184
2018-08-10,15491241505
2018-08-13,15385058486
2018-08-14,15614643392
2018-08-15,15551507543
2018-08-16,15921713203
2018-08-17,15990588675
2018-08-20,15984849052
2018-08-21,16211564146
2018-08-22,16125469807
2018-08-23,15867186788
2018-08-24,15930322637
2018-08-27,16197215090
2018-08-28,16142688675
2018-08-29,16056594335
2018-08-30,15855707543
2018-08-31,15838488675
2018-09-04,15987718863
2018-09-05,16070943392
2018-09-06,15990588675
2018-09-07,15801181127
2018-09-10,15858577354
2018-09-11,15746654712
2018-09-12,15649081127
2018-09-13,15738045278
2018-09-14,16340705656
2018-09-17,16343575467
2018-09-18,16564550939
2018-09-19,16874490561
2018-09-20,17043809429
2018-09-21,17086856599
2018-09-24,16794135844
2018-09-25,16725260372
2018-09-26,16650645278
2018-09-27,16825703769
2018-09-28,16814224523
2018-10-01,16665664551
2018-10-02,16739607773
2018-10-03,17009784928
2018-10-04,17225926653
2018-10-05,17063820360
2018-10-08,17248678413
2018-10-09,17123543731
2018-10-10,16682728371
2018-10-11,15818161473
2018-10-12,15681650910
2018-10-15,15522388587
2018-10-16,15519544617
2018-10-17,15664587090
2018-10-18,15309090832
2018-10-19,15232303641
2018-10-22,14942218695
2018-10-23,14615162138
2018-10-24,13915545503
2018-10-25,14057744006
2018-10-26,13076574335
2018-10-29,13025382874
2018-10-30,13153361527
2018-10-31,13386567072
2018-11-01,13699403779
2018-11-02,13525921605
2018-11-05,13662432168
2018-11-06,13730687449
2018-11-07,14052056066
2018-11-08,14086183707
2018-11-09,14020772395
2018-11-12,13816006551
2018-11-13,13935453294
2018-11-14,13742063329
2018-11-15,13798942731
2018-11-16,13719311569
2018-11-19,13941141234
2018-11-20,13651056288
2018-11-21,13784722880
2018-11-23,13739219359
2018-11-26,13932609323
2018-11-27,13901325653
2018-11-28,14322233222
2018-11-29,14128843258
2018-11-30,14026460335
2018-12-03,13739219359
2018-12-04,13045290665
2018-12-06,12806397180
2018-12-07,12627227066
2018-12-10,12209163467
2018-12-11,11964582042
2018-12-12,12166503916
2018-12-13,12300170509
2018-12-14,12405397401
2018-12-17,12448056952
2018-12-18,12416773281
2018-12-19,12303014479
2018-12-20,12266042868
2018-12-21,11830915449
2018-12-24,11683029006
2018-12-26,12334298150
2018-12-27,12507780323
2018-12-28,12388333581
2018-12-31,12407353000
2019-01-02,12460724000
2019-01-03,12188251000
2019-01-04,12724770000
2019-01-07,12817467000
2019-01-08,12679826000
2019-01-09,12809040000
2019-01-10,12898928000
2019-01-11,12927018000
2019-01-14,13157356000
2019-01-15,13320278000
2019-01-16,13559043000
2019-01-17,13766909000
2019-01-18,14073090000
2019-01-22,13910168000
2019-01-23,13741628000
2019-01-24,13792190000
2019-01-25,14067472000
2019-01-28,13986011000
2019-01-29,13938258000
2019-01-30,13522526000
2019-01-31,14064663000
2019-02-01,13935449000
2019-02-04,13960730000
2019-02-05,13721965000
2019-02-06,13699493000
2019-02-07,13471964000
2019-02-08,13435447000
2019-02-11,13589942000
2019-02-12,13707920000
2019-02-13,13823089000
2019-02-14,13721965000
2019-02-15,14266911000
2019-02-19,14427024000
2019-02-20,14668598000
2019-02-21,14620845000
2019-02-22,14851183000
2019-02-25,14912981000
2019-02-26,14769722000
2019-02-27,14724778000
2019-02-28,14786576000
2019-03-01,14438260000
2019-03-04,14427024000
2019-03-05,14488822000
2019-03-06,14311855000
2019-03-07,14045000000
2019-03-08,14019718999
2019-03-11,14210731000
2019-03-12,14258484000
2019-03-13,14356799000
2019-03-14,14519721000
2019-03-15,14654553000
2019-03-18,14828711000
2019-03-19,14587137000
2019-03-20,14238821000
2019-03-21,14446687000
2019-03-22,13890505000
2019-03-25,13766909000
2019-03-26,14087135000
2019-03-27,14019718999
2019-03-28,14047809000
2019-03-29,14098371000
2019-04-01,14616776000
2019-04-02,14543664000
2019-04-03,14695512000
2019-04-04,14793932000
2019-04-05,14957028000
2019-04-08,14993584000
2019-04-09,14566160000
2019-04-10,14833300000
2019-04-11,15032952000
2019-04-12,15429444000
2019-04-15,15266348000
2019-04-16,15584104000
2019-04-17,15654404000
2019-04-18,15527864000
2019-04-22,15474436000
2019-04-23,15620660000
2019-04-24,15491308000
2019-04-25,15685336000
2019-04-26,16135256000
2019-04-29,16149316000
2019-04-30,16073391999
2019-05-01,15994656000
2019-05-02,15899048000
2019-05-03,16191496000
2019-05-06,16112760000
2019-05-07,15873740000
2019-05-08,15755636000
2019-05-09,15716268000
2019-05-10,15882176000
2019-05-13,15252288000
2019-05-14,15544736000
2019-05-15,15404136000
2019-05-16,15612224000
2019-05-17,15395700000
2019-05-20,15429444000
2019-05-21,15555984000
2019-05-22,15443504000
2019-05-23,15069508000
2019-05-24,15246664000
2019-05-28,15218544000
2019-05-29,15196048000
2019-05-30,15218544000
2019-05-31,14501484000
2019-06-03,14906412000
2019-06-04,15409760000
2019-06-05,15336648000
2019-06-06,15505368000
2019-06-07,15570044000
2019-06-10,15378828000
2019-06-11,15404136000
2019-06-12,15302904000
2019-06-13,15592540000
2019-06-14,15721891999
2019-06-17,15426632000
2019-06-18,15744388000
2019-06-19,15795004000
2019-06-20,16230864000
2019-06-21,16205556000
2019-06-24,16171812000
2019-06-25,15868116000
2019-06-26,15792191999
2019-06-27,15972160000
2019-06-28,16287104000
2019-07-01,16523808000
2019-07-02,16256478000
2019-07-03,16504110000
2019-07-05,16549134000
2019-07-08,16391550000
2019-07-09,16453458000
2019-07-10,16343712000
2019-07-11,16383108000
2019-07-12,16636368000
2019-07-15,16515366000
2019-07-16,16599786000
2019-07-17,16433760000
2019-07-18,16799580000
2019-07-19,16706718000
2019-07-22,16557576000
2019-07-23,16833348000
2019-07-24,17047212000
2019-07-25,16909326000
2019-07-26,17075352000
2019-07-29,16746114000
2019-07-30,16723602000
2019-07-31,16332456000
2019-08-01,15673980000
2019-08-02,15558606000
2019-08-05,15116808000
2019-08-06,15288462000
2019-08-07,15150576000
2019-08-08,15671166000
2019-08-09,15474186000
2019-08-12,14880432000
2019-08-13,15212484000
2019-08-14,14753802000
2019-08-15,14683452000
2019-08-16,14995806000
2019-08-19,15161832000
2019-08-20,14990178000
2019-08-21,15122436000
2019-08-22,15220926000
2019-08-23,14720034000
2019-08-26,14936712000
2019-08-27,14776314000
2019-08-28,14776314000
2019-08-29,14970480000
2019-08-30,14976108000
2019-09-03,14821338000
2019-09-04,14790384000
2019-09-05,15167460000
2019-09-06,15336300000
2019-09-09,15761214000
2019-09-10,15941310000
2019-09-11,15949752000
2019-09-12,16141104000
2019-09-13,16273362000
2019-09-16,16017288000
2019-09-17,16087638000
2019-09-18,16082010000
2019-09-19,16011660000
2019-09-20,15915984000
2019-09-23,16073568000
2019-09-24,15913170000
2019-09-25,15977892000
2019-09-26,15961008000
2019-09-27,16143918000
2019-09-30,16022056000
2019-10-01,15472472000
2019-10-02,15060284000
2019-10-03,14962144000
2019-10-04,15351900000
2019-10-07,15222916000
2019-10-08,14684548000
2019-10-09,14945320000
2019-10-10,15127580000
2019-10-11,15520140000
2019-10-14,15494904000
2019-10-15,15654732000
2019-10-16,15534160000
2019-10-17,15559396000
2019-10-18,15702400000
2019-10-21,15935132000
2019-10-22,15918308000
2019-10-23,16075332000
2019-10-24,16094960000
2019-10-25,15284604000
2019-10-28,15444432000
2019-10-29,15422000000
2019-10-30,15231328000
2019-10-31,14967752000
2019-11-01,15295820000
2019-11-04,15539768000
2019-11-05,15778108000
2019-11-06,15789324000
2019-11-07,15663144000
2019-11-08,15506120000
2019-11-11,15579024000
2019-11-12,15665948000
2019-11-13,15253760000
2019-11-14,15307036000
2019-11-15,15315448000
2019-11-18,15220112000
2019-11-19,15363116000
2019-11-20,15220112000
2019-11-21,15236936000
2019-11-22,15315448000
2019-11-25,15379940000
2019-11-26,15321056000
2019-11-27,15480884000
2019-11-29,15450040000
2019-12-02,15099540000
2019-12-03,14678940000
2019-12-04,14805120000
2019-12-05,14802316000
2019-12-06,15046263999
2019-12-09,14931300000
2019-12-10,14928496000
2019-12-11,15007008000
2019-12-12,15382744000
2019-12-13,15222916000
2019-12-16,15248152000
2019-12-17,15326663999
2019-12-18,15349096000
2019-12-19,15450040000
2019-12-20,15436020000
2019-12-23,15363116000
2019-12-24,15343488000
2019-12-26,15413588000
2019-12-27,15354704000
2019-12-30,15323860000
2019-12-31,15246000000
2020-01-02,15448356000
2020-01-03,15221052000
2020-01-06,15246000000
2020-01-07,15343020000
2020-01-08,15409548000
2020-01-09,15573096000
2020-01-10,15440040000
2020-01-13,15537060000
2020-01-14,15453900000
2020-01-15,15304212000
2020-01-16,15550920000
2020-01-17,15822576000
2020-01-21,15417864000
2020-01-22,15415092000
2020-01-23,15337476000
2020-01-24,15068592000
2020-01-27,14666652000
2020-01-28,14927220000
2020-01-29,15101856000
2020-01-30,15087996000
2020-01-31,14677740000
2020-02-03,14932764000
2020-02-04,15129576000
2020-02-05,15562008000
2020-02-06,15556464000
2020-02-07,15409548000
2020-02-10,15467760000
2020-02-11,15617448000
2020-02-12,15667344000
2020-02-13,15520428000
2020-02-14,15622992000
2020-02-18,15318072000
2020-02-19,15498252000
2020-02-20,15517656000
2020-02-21,15082452000
2020-02-24,14339556000
2020-02-25,13715856000
2020-02-26,13568940000
2020-02-27,12975732000
2020-02-28,12304908000
2020-03-02,13050576000
2020-03-03,12404700000
2020-03-04,12817728000
2020-03-05,12166308000
2020-03-06,11720016000
2020-03-09,9815652000
2020-03-10,10414404000
2020-03-11,9957024000
2020-03-12,8587656000
2020-03-13,9854460000
2020-03-16,8124732000
2020-03-17,7944552000
2020-03-18,7542612000
2020-03-19,7453908000
2020-03-20,7118496000
2020-03-23,6697152000
2020-03-24,8207892000
2020-03-25,9033948000
2020-03-26,9383220000
2020-03-27,9036720000
2020-03-30,9205812000
2020-03-31,8608773787
2020-04-01,7526496547
2020-04-02,7306744823
2020-04-03,7254553788
2020-04-06,7762729650
2020-04-07,7913808960
2020-04-08,8361553098
2020-04-09,8954882753
2020-04-13,8652724132
2020-04-14,8674699304
2020-04-15,8139054477
2020-04-16,7864364822
2020-04-17,8389022063
2020-04-20,8183004822
2020-04-21,7809426891
2020-04-22,7979734477
2020-04-23,8095104132
2020-04-24,8235195856
2020-04-27,8704915166
2020-04-28,9232319304
2020-04-29,10039906890
2020-04-30,10001450338
2020-05-01,9641606890
