,KEYS
2024-01-25,27230000000
2024-01-26,27287750000
2024-01-29,27882750000
2024-01-30,27601000000
2024-01-31,26820500000
2024-02-01,27041000000
2024-02-02,27247499999
2024-02-05,26976250000
2024-02-06,27294750000
2024-02-07,27674499999
2024-02-08,28206500000
2024-02-09,28266000000
2024-02-12,27837250000
2024-02-13,26801250000
2024-02-14,27105749999
2024-02-15,27065500000
2024-02-16,27163500000
2024-02-20,27025250000
2024-02-21,25207000000
2024-02-22,26082000000
2024-02-23,26244750000
2024-02-26,26661250000
2024-02-27,26733000000
2024-02-28,26906250000
2024-02-29,27002500000
2024-03-01,27487250000
2024-03-04,27562500000
2024-03-05,27259750000
2024-03-06,27501250000
2024-03-07,27529250000
2024-03-08,27007750000
2024-03-11,26624499999
2024-03-12,26614000000
2024-03-13,26594750000
2024-03-14,26418000000
2024-03-15,26215000000
2024-03-18,26199250000
2024-03-19,26176500000
2024-03-20,26369000000
2024-03-21,26992000000
2024-03-22,27018249999
2024-03-25,26701500000
2024-03-26,26647250000
2024-03-27,27272000000
2024-03-28,27366500000
2024-04-01,27125000000
2024-04-02,26906250000
2024-04-03,27319250000
2024-04-04,27098750000
2024-04-05,27515250000
2024-04-08,27781250000
2024-04-09,28008750000
2024-04-10,27483750000
2024-04-11,28024499999
2024-04-12,27142500000
2024-04-15,26831000000
2024-04-16,26530000000
2024-04-17,26237750000
2024-04-18,25705749999
2024-04-19,25396000000
2024-04-22,25329500000
2024-04-23,25690000000
2024-04-24,25655000000
2024-04-25,25800250000
2024-04-26,25996250000
2024-04-29,26286750000
2024-04-30,25889500000
2024-05-01,25366249999
2024-05-02,25723250000
2024-05-03,26106500000
2024-05-06,26355000000
2024-05-07,26267500000
2024-05-08,26390000000
2024-05-09,26426750000
2024-05-10,26286750000
2024-05-13,26199250000
2024-05-14,26512500000
2024-05-15,27247499999
2024-05-16,27436500000
2024-05-17,27370200000
2024-05-20,27796500000
2024-05-21,25466640000
2024-05-22,25661520000
2024-05-23,25028160000
2024-05-24,25064700000
2024-05-28,24791520000
2024-05-29,24238200000
2024-05-30,24095520000
2024-05-31,24095520000
2024-06-03,23839740000
2024-06-04,23636160000
2024-06-05,23813640000
2024-06-06,23664000000
2024-06-07,23630940000
2024-06-10,23792760000
2024-06-11,23697060000
2024-06-12,24031140000
2024-06-13,24006780000
2024-06-14,23660520000
2024-06-17,23829299999
2024-06-18,23681400000
2024-06-20,23566560000
2024-06-21,23838000000
2024-06-24,23822340000
2024-06-25,23935440000
2024-06-26,23646600000
2024-06-27,23528280000
2024-06-28,23794500000
2024-07-01,23477820000
2024-07-02,23742299999
2024-07-03,23547420000
2024-07-05,23898900000
2024-07-08,24029400000
2024-07-09,23674440000
2024-07-10,23928480000
2024-07-11,24358260000
2024-07-12,24727140000
2024-07-15,25322220000
2024-07-16,26006040000
2024-07-17,25334400000
2024-07-18,24560100000
2024-07-19,23907600000
2024-07-22,24405240000
2024-07-23,24215579999
2024-07-24,23662260000
2024-07-25,23644859999
2024-07-26,24081600000
2024-07-29,23891940000
2024-07-30,23655299999
2024-07-31,24285180000
2024-08-01,23060220000
2024-08-02,22045800000
2024-08-05,21368940000
2024-08-06,21440280000
2024-08-07,20855640000
2024-08-08,21422880000
2024-08-09,21379380000
