,ACGL
2009-07-16,3676146543
2009-07-17,3616591886
2009-07-20,3681560602
2009-07-21,3751943379
2009-07-22,3833154274
2009-07-23,3871052692
2009-07-24,3800669916
2009-07-27,3779013677
2009-07-28,3730287140
2009-07-29,3703216841
2009-07-30,3692388722
2009-07-31,3741115259
2009-08-03,3784427737
2009-08-04,3762771498
2009-08-05,3784427737
2009-08-06,3719459020
2009-08-07,3773599617
2009-08-10,3779013677
2009-08-11,3714044961
2009-08-12,3779013677
2009-08-13,3784427737
2009-08-14,3751943379
2009-08-17,3735701199
2009-08-18,3746529319
2009-08-19,3746529319
2009-08-20,3751943379
2009-08-21,3784427737
2009-08-24,3789841797
2009-08-25,3860224573
2009-08-26,3854810513
2009-08-27,3876466752
2009-08-28,3865638632
2009-08-31,3908951110
2009-09-01,3876466752
2009-09-02,3860224573
2009-09-03,3936021409
2009-09-04,3919779230
2009-09-08,3854810513
2009-09-09,3892708931
2009-09-10,3871052692
2009-09-11,3881880812
2009-09-14,3849396453
2009-09-15,3876466752
2009-09-16,3952263588
2009-09-17,3979333886
2009-09-18,4028060424
2009-09-21,4033474483
2009-09-22,3995576065
2009-09-23,3973919827
2009-09-24,4000990125
2009-09-25,4033474483
2009-09-28,4136341618
2009-09-29,4093029140
2009-09-30,3580134255
2009-10-01,3565813717
2009-10-02,3556266693
2009-10-05,3575360742
2009-10-06,3661283964
2009-10-07,3718566112
2009-10-08,3718566112
2009-10-09,3661283964
2009-10-12,3694698551
2009-10-13,3651736940
2009-10-14,3699472063
2009-10-15,3737660162
2009-10-16,3699472063
2009-10-19,3723339625
2009-10-20,3675604501
2009-10-21,3623095866
2009-10-22,3661283964
2009-10-23,3651736940
2009-10-26,3646963427
2009-10-27,3627869378
2009-10-28,3575360742
2009-10-29,3599228304
2009-10-30,3575360742
2009-11-02,3594454792
2009-11-03,3613548841
2009-11-04,3594454792
2009-11-05,3604001816
2009-11-06,3651736940
2009-11-09,3699472063
2009-11-10,3685151526
2009-11-11,3723339625
2009-11-12,3709019088
2009-11-13,3709019088
2009-11-16,3751980699
2009-11-17,3761527723
2009-11-18,3766301236
2009-11-19,3747207186
2009-11-20,3675604501
2009-11-23,3685151526
2009-11-24,3709019088
2009-11-25,3709019088
2009-11-27,3651736940
2009-11-30,3709019088
2009-12-01,3694698551
2009-12-02,3709019088
2009-12-03,3670830989
2009-12-04,3685151526
2009-12-07,3675604501
2009-12-08,3646963427
2009-12-09,3694698551
2009-12-10,3713792600
2009-12-11,3747207186
2009-12-14,3775848260
2009-12-15,3780621773
2009-12-16,3771074748
2009-12-17,3737660162
2009-12-18,3761527723
2009-12-21,3742433674
2009-12-22,3809262847
2009-12-23,3794942310
2009-12-24,3814036359
2009-12-28,3814036359
2009-12-29,3814036359
2009-12-30,3818809872
2009-12-31,3794942310
2010-01-04,3814036359
2010-01-05,3804489334
2010-01-06,3785395285
2010-01-07,3766301236
2010-01-08,3756754211
2010-01-11,3747207186
2010-01-12,3756754211
2010-01-13,3775848260
2010-01-14,3771074748
2010-01-15,3766301236
2010-01-19,3823583384
2010-01-20,3861771483
2010-01-21,3856997970
2010-01-22,3799715822
2010-01-25,3804489334
2010-01-26,3780621773
2010-01-27,3809262847
2010-01-28,3766301236
2010-01-29,3794942310
2010-02-01,3766301236
2010-02-02,3728113137
2010-02-03,3728113137
2010-02-04,3689925038
2010-02-05,3704245575
2010-02-08,3694698551
2010-02-09,3732886649
2010-02-10,3766301236
2010-02-11,3799715822
2010-02-12,3847450946
2010-02-16,3885639044
2010-02-17,3837903921
2010-02-18,3818809872
2010-02-19,3818809872
2010-02-22,3856997970
2010-02-23,3852224458
2010-02-24,3928600655
2010-02-25,3923827143
2010-02-26,3923827143
2010-03-01,3976335779
2010-03-02,3981109291
2010-03-03,3957241729
2010-03-04,3966788754
2010-03-05,3976335779
2010-03-08,4062259001
2010-03-09,4009750365
2010-03-10,3976335779
2010-03-11,3976335779
2010-03-12,3981109291
2010-03-15,3971562266
2010-03-16,3985882803
2010-03-17,4019297390
2010-03-18,3990656316
2010-03-19,3947694705
2010-03-22,3985882803
2010-03-23,3990656316
2010-03-24,4000203340
2010-03-25,3990656316
2010-03-26,3995429828
2010-03-29,4004976853
2010-03-30,3985882803
2010-03-31,3886780174
2010-04-01,3854658024
2010-04-05,3817946995
2010-04-06,3799591480
2010-04-07,3808769238
2010-04-08,3808769238
2010-04-09,3836302509
2010-04-12,3831713631
2010-04-13,3817946995
2010-04-14,3863835781
2010-04-15,3845480266
2010-04-16,3822535873
2010-04-19,3868424659
2010-04-20,3891369052
2010-04-21,3882191295
2010-04-22,3859246902
2010-04-23,3873013538
2010-04-26,3877602416
2010-04-27,3776647087
2010-04-28,3863835781
2010-04-29,3877602416
2010-04-30,3854658024
2010-05-03,3845480266
2010-05-04,3795002602
2010-05-05,3827124752
2010-05-06,3744524937
2010-05-07,3721580544
2010-05-10,3795002602
2010-05-11,3831713631
2010-05-12,3895957931
2010-05-13,3895957931
2010-05-14,3831713631
2010-05-17,3854658024
2010-05-18,3813358116
2010-05-19,3822535873
2010-05-20,3689458394
2010-05-21,3680280637
2010-05-24,3657336244
2010-05-25,3689458394
2010-05-26,3694047273
2010-05-27,3776647087
2010-05-28,3749113816
2010-06-01,3671102880
2010-06-02,3730758301
2010-06-03,3721580544
2010-06-04,3661925122
2010-06-07,3638980729
2010-06-08,3671102880
2010-06-09,3657336244
2010-06-10,3749113816
2010-06-11,3772058209
2010-06-14,3776647087
2010-06-15,3891369052
2010-06-16,3891369052
2010-06-17,3960202231
2010-06-18,3973968867
2010-06-21,3932668960
2010-06-22,3918902324
2010-06-23,3900546810
2010-06-24,3886780174
2010-06-25,3914313445
2010-06-28,3895957931
2010-06-29,3831713631
2010-06-30,3651315385
2010-07-01,3646905584
2010-07-02,3682183993
2010-07-06,3642495782
2010-07-07,3726282005
2010-07-08,3739511409
2010-07-09,3801248625
2010-07-12,3748331011
2010-07-13,3814478029
2010-07-14,3823297631
2010-07-15,3783609421
2010-07-16,3691003596
2010-07-19,3699823198
2010-07-20,3748331011
2010-07-21,3735101607
2010-07-22,3805658426
2010-07-23,3823297631
2010-07-26,3920313257
2010-07-27,3805658426
2010-07-28,3779199619
2010-07-29,3818887830
2010-07-30,3836527035
2010-08-02,3849756438
2010-08-03,3827707432
2010-08-04,3876215246
2010-08-05,3845346637
2010-08-06,3845346637
2010-08-09,3885034848
2010-08-10,3880625047
2010-08-11,3796838824
2010-08-12,3796838824
2010-08-13,3774789818
2010-08-16,3792429023
2010-08-17,3836527035
2010-08-18,3854166240
2010-08-19,3805658426
2010-08-20,3827707432
2010-08-23,3845346637
2010-08-24,3810068228
2010-08-25,3880625047
2010-08-26,3858576041
2010-08-27,3911493655
2010-08-30,3893854450
2010-08-31,3911493655
2010-09-01,3999689679
2010-09-02,3964411269
2010-09-03,3986460275
2010-09-07,3933542661
2010-09-08,3968821071
2010-09-09,3982050474
2010-09-10,3955591667
2010-09-13,3977640673
2010-09-14,3982050474
2010-09-15,4039377890
2010-09-16,4039377890
2010-09-17,4039377890
2010-09-20,4048197492
2010-09-21,4057017094
2010-09-22,4017328884
2010-09-23,3968821071
2010-09-24,4021738685
2010-09-27,4026148486
2010-09-28,4052607293
2010-09-29,4057017094
2010-09-30,3728633801
2010-10-01,3700598960
2010-10-04,3696593983
2010-10-05,3728633801
2010-10-06,3712613892
2010-10-07,3688584028
2010-10-08,3696593983
2010-10-11,3692589006
2010-10-12,3692589006
2010-10-13,3756668641
2010-10-14,3756668641
2010-10-15,3752663664
2010-10-18,3772688550
2010-10-19,3756668641
2010-10-20,3788708459
2010-10-21,3820748277
2010-10-22,3824753254
2010-10-25,3852788095
2010-10-26,3848783118
2010-10-27,3864803026
2010-10-28,3868808004
2010-10-29,3844778140
2010-11-01,3888832890
2010-11-02,3916867730
2010-11-03,3892837867
2010-11-04,4008982207
2010-11-05,4000972252
2010-11-08,4004977230
2010-11-09,3952912526
2010-11-10,4033012070
2010-11-11,4016992161
2010-11-12,3984952343
2010-11-15,4016992161
2010-11-16,3980947366
2010-11-17,3992962298
2010-11-18,4025002116
2010-11-19,4012987184
2010-11-22,4025002116
2010-11-23,4033012070
2010-11-24,4081071797
2010-11-26,4077066820
2010-11-29,4033012070
2010-11-30,4016992161
2010-12-01,4037017047
2010-12-02,4077066820
2010-12-03,4053036956
2010-12-06,4000972252
2010-12-07,3964927457
2010-12-08,3984952343
2010-12-09,3980947366
2010-12-10,3976942389
2010-12-13,3976942389
2010-12-14,3976942389
2010-12-15,3940897594
2010-12-16,3952912526
2010-12-17,3944902571
2010-12-20,3928882662
2010-12-21,3932887639
2010-12-22,3952912526
2010-12-23,3936892617
2010-12-27,3952912526
2010-12-28,3948907548
2010-12-29,3936892617
2010-12-30,3928882662
2010-12-31,3916867730
2011-01-03,3936892617
2011-01-04,3912862753
2011-01-05,3920872708
2011-01-06,3864803026
2011-01-07,3836768186
2011-01-10,3824753254
2011-01-11,3892837867
2011-01-12,3912862753
2011-01-13,3896842844
2011-01-14,3916867730
2011-01-18,3920872708
2011-01-19,3912862753
2011-01-20,3912862753
2011-01-21,3920872708
2011-01-24,3976942389
2011-01-25,3984952343
2011-01-26,3980947366
2011-01-27,3988957321
2011-01-28,3908857776
2011-01-31,3928882662
2011-02-01,3968932434
2011-02-02,3964927457
2011-02-03,4000972252
2011-02-04,4000972252
2011-02-07,4029007093
2011-02-08,4045027002
2011-02-09,4061046911
2011-02-10,4053036956
2011-02-11,4105101660
2011-02-14,4057041933
2011-02-15,3992962298
2011-02-16,4000972252
2011-02-17,3988957321
2011-02-18,4008982207
2011-02-22,3908857776
2011-02-23,3892837867
2011-02-24,3896842844
2011-02-25,4000972252
2011-02-28,4029007093
2011-03-01,4008982207
2011-03-02,3992962298
2011-03-03,4008982207
2011-03-04,3988957321
2011-03-07,3976942389
2011-03-08,4025002116
2011-03-09,4029007093
2011-03-10,3976942389
2011-03-11,4029007093
2011-03-14,4057041933
2011-03-15,4033012070
2011-03-16,4004977230
2011-03-17,4008982207
2011-03-18,4049031979
2011-03-21,4121121569
2011-03-22,4129131524
2011-03-23,4209231068
2011-03-24,4229255954
2011-03-25,4265300749
2011-03-28,4229255954
2011-03-29,4253285818
2011-03-30,4357415226
2011-03-31,4338538813
2011-04-01,4397593334
2011-04-04,4472395727
2011-04-05,4468458759
2011-04-06,4492080567
2011-04-07,4496017535
2011-04-08,4488143599
2011-04-11,4492080567
2011-04-12,4452710887
2011-04-13,4484206631
2011-04-14,4440899982
2011-04-15,4460584823
2011-04-18,4444836951
2011-04-19,4393656366
2011-04-20,4405467270
2011-04-21,4444836951
2011-04-25,4476332695
2011-04-26,4456647855
2011-04-27,4527513280
2011-04-28,4551135088
2011-04-29,4551135088
2011-05-02,4488143599
2011-05-03,4480269663
2011-05-04,4476332695
2011-05-05,4421215142
2011-05-06,4448773919
2011-05-09,4480269663
2011-05-10,4484206631
2011-05-11,4433026046
2011-05-12,4570819929
2011-05-13,4492080567
2011-05-16,4535387216
2011-05-17,4511765408
2011-05-18,4527513280
2011-05-19,4519639344
2011-05-20,4523576312
2011-05-23,4492080567
2011-05-24,4417278174
2011-05-25,4370034557
2011-05-26,4397593334
2011-05-27,4436963014
2011-05-31,4425152110
2011-06-01,4389719398
2011-06-02,4444836951
2011-06-03,4421215142
2011-06-06,4401530302
2011-06-07,4389719398
2011-06-08,4366097589
2011-06-09,4350349717
2011-06-10,4287358228
2011-06-13,4310980036
2011-06-14,4350349717
2011-06-15,4275547324
2011-06-16,4303106100
2011-06-17,4271610355
2011-06-20,4299169132
2011-06-21,4295232164
2011-06-22,4267673387
2011-06-23,4240114611
2011-06-24,4196807962
2011-06-27,4283421260
2011-06-28,4236177643
2011-06-29,4240114611
2011-06-30,4199422363
2011-07-01,4282305700
2011-07-05,4258624746
2011-07-06,4294146176
2011-07-07,4349401734
2011-07-08,4345454908
2011-07-11,4294146176
2011-07-12,4337561257
2011-07-13,4384923163
2011-07-14,4317827129
2011-07-15,4294146176
2011-07-18,4250731095
2011-07-19,4266518397
2011-07-20,4246784270
2011-07-21,4305986653
2011-07-22,4305986653
2011-07-25,4353348559
2011-07-26,4542796185
2011-07-27,4495434278
2011-07-28,4452019197
2011-07-29,4448072372
2011-08-01,4404657291
2011-08-02,4377029512
2011-08-03,4353348559
2011-08-04,4305986653
2011-08-05,4302039827
2011-08-08,3974453308
2011-08-09,4242837444
2011-08-10,4112592202
2011-08-11,4333614431
2011-08-12,4325720780
2011-08-15,4479646976
2011-08-16,4412550942
2011-08-17,4467806499
2011-08-18,4333614431
2011-08-19,4258624746
2011-08-22,4258624746
2011-08-23,4282305700
2011-08-24,4286252525
2011-08-25,4215209666
2011-08-26,4298093002
2011-08-29,4471753325
2011-08-30,4408604117
2011-08-31,4432285070
2011-09-01,4463859674
2011-09-02,4345454908
2011-09-06,4302039827
2011-09-07,4420444593
2011-09-08,4365189036
2011-09-09,4262571572
2011-09-12,4294146176
2011-09-13,4341508083
2011-09-14,4377029512
2011-09-15,4404657291
2011-09-16,4428338244
2011-09-19,4321773955
2011-09-20,4337561257
2011-09-21,4191528712
2011-09-22,4140219980
2011-09-23,4156007283
2011-09-26,4211262840
2011-09-27,4227050142
2011-09-28,4148113632
2011-09-29,4282305700
2011-09-30,4376297533
2011-10-03,4275831566
2011-10-04,4412465281
2011-10-05,4440595752
2011-10-06,4448633029
2011-10-07,4348167062
2011-10-10,4456670307
2011-10-11,4392372088
2011-10-12,4408446642
2011-10-13,4424521197
2011-10-14,4492838055
2011-10-17,4460688945
2011-10-18,4500875332
2011-10-19,4561154913
2011-10-20,4685732712
2011-10-21,4830403705
2011-10-24,4878627369
2011-10-25,4810310511
2011-10-26,4842459621
2011-10-27,4910776479
2011-10-28,4894701924
2011-10-31,4818347789
2011-11-01,4673676796
2011-11-02,4802273234
2011-11-03,4806291873
2011-11-04,4822366428
2011-11-07,4834422344
2011-11-08,4902739201
2011-11-09,4822366428
2011-11-10,4790217318
2011-11-11,4922832395
2011-11-14,4918813756
2011-11-15,4926851033
2011-11-16,4890683285
2011-11-17,4814329150
2011-11-18,4882646008
2011-11-21,4822366428
2011-11-22,4794235957
2011-11-23,4669658157
2011-11-25,4850496898
2011-11-28,4898720563
2011-11-29,4942925588
2011-11-30,5059466110
2011-12-01,5019279723
2011-12-02,4995167891
2011-12-05,4995167891
2011-12-06,5023298362
2011-12-07,5011242446
2011-12-08,4946944227
2011-12-09,5011242446
2011-12-12,4930869672
2011-12-13,4870590092
2011-12-14,4878627369
2011-12-15,4906757840
2011-12-16,4954981504
2011-12-19,4886664647
2011-12-20,4914795117
2011-12-21,4959000143
2011-12-22,4942925588
2011-12-23,5023298362
2011-12-27,5043391555
2011-12-28,4979093336
2011-12-29,4999186530
2011-12-30,4987130614
2012-01-03,5019279723
2012-01-04,4930869672
2012-01-05,5023298362
2012-01-06,5019279723
2012-01-09,4983111975
2012-01-10,5015261085
2012-01-11,4975074698
2012-01-12,4983111975
2012-01-13,4979093336
2012-01-17,4946944227
2012-01-18,4950962866
2012-01-19,4942925588
2012-01-20,5011242446
2012-01-23,4950962866
2012-01-24,4934888311
2012-01-25,4959000143
2012-01-26,4975074698
2012-01-27,4842459621
2012-01-30,4766105486
2012-01-31,4830403705
2012-02-01,4902739201
2012-02-02,4938906950
2012-02-03,4975074698
2012-02-06,4991149252
2012-02-07,5051428833
2012-02-08,5075540665
2012-02-09,5063484749
2012-02-10,5079559304
2012-02-13,5087596581
2012-02-14,5043391555
2012-02-15,5087596581
2012-02-16,5043391555
2012-02-17,5031335639
2012-02-21,5043391555
2012-02-22,4934888311
2012-02-23,4926851033
2012-02-24,4983111975
2012-02-27,4922832395
2012-02-28,4914795117
2012-02-29,4963018782
2012-03-01,5035354278
2012-03-02,4950962866
2012-03-05,4930869672
2012-03-06,4874608730
2012-03-07,4914795117
2012-03-08,4934888311
2012-03-09,5007223807
2012-03-12,4967037420
2012-03-13,5023298362
2012-03-14,5007223807
2012-03-15,4987130614
2012-03-16,4910776479
2012-03-19,4963018782
2012-03-20,4963018782
2012-03-21,4930869672
2012-03-22,4838440982
2012-03-23,4890683285
2012-03-26,4954981504
2012-03-27,4938906950
2012-03-28,4959000143
2012-03-29,4991149252
2012-03-30,4987130614
2012-04-02,5036770589
2012-04-03,5012555346
2012-04-04,5004483598
2012-04-05,5028698842
2012-04-09,5044842337
2012-04-10,5036770589
2012-04-11,5085201076
2012-04-12,5093272823
2012-04-13,5073093454
2012-04-16,5097308697
2012-04-17,5117488067
2012-04-18,5113452193
2012-04-19,5186097922
2012-04-20,5190133796
2012-04-23,5178026175
2012-04-24,5210313166
2012-04-25,5254707778
2012-04-26,5266815400
2012-04-27,5278923021
2012-04-30,5282958895
2012-05-01,5262779526
2012-05-02,5295066517
2012-05-03,5278923021
2012-05-04,5258743652
2012-05-07,5234528409
2012-05-08,5218384913
2012-05-09,5190133796
2012-05-10,5278923021
2012-05-11,5295066517
2012-05-14,5202241418
2012-05-15,5250671904
2012-05-16,5234528409
2012-05-17,5266815400
2012-05-18,5169954427
2012-05-21,5178026175
2012-05-22,5190133796
2012-05-23,5214349040
2012-05-24,5194169670
2012-05-25,5153810931
2012-05-29,5157846805
2012-05-30,5073093454
2012-05-31,5141703310
2012-06-01,5060985832
2012-06-04,5024662968
2012-06-05,5048878211
2012-06-06,5125559814
2012-06-07,5141703310
2012-06-08,5169954427
2012-06-11,5117488067
2012-06-12,5113452193
2012-06-13,5077129328
2012-06-14,5065021706
2012-06-15,4992375977
2012-06-18,4960088986
2012-06-19,5044842337
2012-06-20,5125559814
2012-06-21,5032734715
2012-06-22,5069057580
2012-06-25,5052914085
2012-06-26,5105380445
2012-06-27,5186097922
2012-06-28,5242600157
2012-06-29,5339461130
2012-07-02,5401343726
2012-07-03,5458072017
2012-07-05,5401343726
2012-07-06,5344615435
2012-07-09,5291939164
2012-07-10,5287887144
2012-07-11,5243314915
2012-07-12,5271679060
2012-07-13,5348667456
2012-07-16,5300043206
2012-07-17,5364875539
2012-07-18,5356771497
2012-07-19,5344615435
2012-07-20,5287887144
2012-07-23,5251418956
2012-07-24,5219002790
2012-07-25,5291939164
2012-07-26,5182534603
2012-07-27,5304095227
2012-07-30,5328407352
2012-07-31,5239262894
2012-08-01,5259522998
2012-08-02,5295991185
2012-08-03,5279783102
2012-08-06,5271679060
2012-08-07,5316251289
2012-08-08,5352719476
2012-08-09,5312199268
2012-08-10,5304095227
2012-08-13,5328407352
2012-08-14,5340563414
2012-08-15,5360823518
2012-08-16,5352719476
2012-08-17,5372979580
2012-08-20,5377031601
2012-08-21,5381083622
2012-08-22,5397291705
2012-08-23,5368927560
2012-08-24,5441863934
2012-08-27,5437811913
2012-08-28,5429707872
2012-08-29,5413499788
2012-08-30,5352719476
2012-08-31,5389187664
2012-09-04,5429707872
2012-09-05,5389187664
2012-09-06,5417551809
2012-09-07,5449967976
2012-09-10,5458072017
2012-09-11,5490488184
2012-09-12,5482384142
2012-09-13,5559372537
2012-09-14,5559372537
2012-09-17,5535060412
2012-09-18,5551268496
2012-09-19,5567476579
2012-09-20,5583684662
2012-09-21,5543164454
2012-09-24,5579632641
2012-09-25,5563424558
2012-09-26,5535060412
2012-09-27,5571528600
2012-09-28,5624204870
2012-10-01,5689970616
2012-10-02,5661782510
2012-10-03,5669836254
2012-10-04,5689970616
2012-10-05,5774534935
2012-10-08,5770508063
2012-10-09,5754400573
2012-10-10,5758427446
2012-10-11,5798696169
2012-10-12,5778561807
2012-10-15,5859099254
2012-10-16,5939636701
2012-10-17,5935609829
2012-10-18,5991986041
2012-10-19,5951717318
2012-10-22,5983932297
2012-10-23,5963797935
2012-10-24,5983932297
2012-10-25,6000039786
2012-10-26,5915475467
2012-10-31,5911448595
2012-11-01,5979905424
2012-11-02,5706078105
2012-11-05,5726212467
2012-11-06,5786615552
2012-11-07,5750373701
2012-11-08,5746346829
2012-11-09,5730239339
2012-11-12,5726212467
2012-11-13,5702051233
2012-11-14,5698024361
2012-11-15,5738293084
2012-11-16,5842991765
2012-11-19,5794669297
2012-11-20,5810776786
2012-11-21,5879233616
2012-11-23,5915475467
2012-11-26,5959771063
2012-11-27,5935609829
2012-11-28,5983932297
2012-11-29,5991986041
2012-11-30,6052389127
2012-12-03,5987959169
2012-12-04,5963797935
2012-12-05,6008093531
2012-12-06,5987959169
2012-12-07,6004066658
2012-12-10,5983932297
2012-12-11,5959771063
2012-12-12,5963797935
2012-12-13,5931582956
2012-12-14,5903394850
2012-12-17,5943663573
2012-12-18,5883260488
2012-12-19,5923529212
2012-12-20,5867152999
2012-12-21,5786615552
2012-12-24,5802723041
2012-12-26,5822857403
2012-12-27,5830911148
2012-12-28,5822857403
2012-12-31,5761256767
2013-01-02,5808383611
2013-01-03,5792674663
2013-01-04,5843728745
2013-01-07,5784820189
2013-01-08,5792674663
2013-01-09,5812310848
2013-01-10,5828019797
2013-01-11,5863364930
2013-01-14,5902637301
2013-01-15,5890855590
2013-01-16,5855510456
2013-01-17,5851583219
2013-01-18,5831947034
2013-01-22,5981182042
2013-01-23,5949764145
2013-01-24,5965473094
2013-01-25,5934055197
2013-01-28,5934055197
2013-01-29,5965473094
2013-01-30,5992963753
2013-01-31,6075435731
2013-02-01,6177543895
2013-02-04,6055799546
2013-02-05,6130417050
2013-02-06,6193252843
2013-02-07,6220743503
2013-02-08,6393541933
2013-02-11,6452450489
2013-02-12,6307142718
2013-02-13,6252161399
2013-02-14,6244306925
2013-02-15,6224670740
2013-02-19,6279652058
2013-02-20,6260015873
2013-02-21,6263943110
2013-02-22,6334633377
2013-02-25,6307142718
2013-02-26,6401396407
2013-02-27,6401396407
2013-02-28,6428887067
2013-03-01,6483868386
2013-03-04,6468159437
2013-03-05,6503504571
2013-03-06,6511359045
2013-03-07,6601685497
2013-03-08,6629176157
2013-03-11,6652739579
2013-03-12,6652739579
2013-03-13,6711648135
2013-03-14,6762702217
2013-03-15,6762702217
2013-03-18,6754847743
2013-03-19,6833392484
2013-03-20,6845174195
2013-03-21,6790192876
2013-03-22,6782338402
2013-03-25,6778411165
2013-03-26,6750920506
2013-03-27,6770556691
2013-03-28,6880519329
2013-04-01,6905189521
2013-04-02,6893365566
2013-04-03,6834245793
2013-04-04,6806656565
2013-04-05,6783008656
2013-04-08,6822421838
2013-04-09,6790891293
2013-04-10,6798773929
2013-04-11,6810597884
2013-04-12,6857893702
2013-04-15,6660827791
2013-04-16,6783008656
2013-04-17,6790891293
2013-04-18,6779067338
2013-04-19,6857893702
2013-04-22,6822421838
2013-04-23,6948544021
2013-04-24,7011605113
2013-04-25,7007663795
2013-04-26,6917013476
2013-04-29,6956426658
2013-04-30,6972191931
2013-05-01,6940661385
2013-05-02,6920954794
2013-05-03,6956426658
2013-05-06,6999781158
2013-05-07,7074666204
2013-05-08,7070724886
2013-05-09,7031311704
2013-05-10,7058900932
2013-05-13,7090431477
2013-05-14,7157433887
2013-05-15,7153492569
2013-05-16,7019487749
2013-05-17,7039194340
2013-05-20,7019487749
2013-05-21,6928837430
2013-05-22,6850011066
2013-05-23,6893365566
2013-05-24,6869717657
2013-05-28,6798773929
2013-05-29,6779067338
2013-05-30,6850011066
2013-05-31,6727830201
2013-06-03,6763302065
2013-06-04,6775126020
2013-06-05,6680534382
2013-06-06,6790891293
2013-06-07,6857893702
2013-06-10,6865776339
2013-06-11,6783008656
2013-06-12,6759360747
2013-06-13,6822421838
2013-06-14,6771184701
2013-06-17,6861835021
2013-06-18,6920954794
2013-06-19,6735712837
2013-06-20,6664769110
2013-06-21,6609590654
2013-06-24,6589884063
2013-06-25,6582001427
2013-06-26,6680534382
2013-06-27,6771184701
2013-06-28,6755419429
2013-07-01,6836440439
2013-07-02,6745708684
2013-07-03,6753598402
2013-07-05,6828550721
2013-07-08,6856164733
2013-07-09,6891668463
2013-07-10,6939006769
2013-07-11,7017903947
2013-07-12,7081021689
2013-07-15,7171753443
2013-07-16,7100745984
2013-07-17,7179643161
2013-07-18,7250650621
2013-07-19,7286154351
2013-07-22,7317713222
2013-07-23,7108635701
2013-07-24,7081021689
2013-07-25,7136249713
2013-07-26,7171753443
2013-07-29,7148084290
2013-07-30,7124415137
2013-07-31,7124415137
2013-08-01,7152029149
2013-08-02,7144139431
2013-08-05,7116525419
2013-08-06,7077076830
2013-08-07,7069187112
2013-08-08,7057352536
2013-08-09,7096801125
2013-08-12,7041573100
2013-08-13,7081021689
2013-08-14,7124415137
2013-08-15,7069187112
2013-08-16,7025793665
2013-08-19,6998179653
2013-08-20,7029738524
2013-08-21,6954786205
2013-08-22,7061297395
2013-08-23,7029738524
2013-08-26,7002124512
2013-08-27,6978455358
2013-08-28,6990289935
2013-08-29,7029738524
2013-08-30,7010014229
2013-09-03,7025793665
2013-09-04,7006069370
2013-09-05,6998179653
2013-09-06,7006069370
2013-09-09,7049462818
2013-09-10,7061297395
2013-09-11,7081021689
2013-09-12,6962675923
2013-09-13,6970565640
2013-09-16,7006069370
2013-09-17,7053407677
2013-09-18,7116525419
2013-09-19,7108635701
2013-09-20,7116525419
2013-09-23,7077076830
2013-09-24,7061297395
2013-09-25,7100745984
2013-09-26,7124415137
2013-09-27,7120470278
2013-09-30,7123902516
2013-10-01,7226575169
2013-10-02,7254217806
2013-10-03,7183136739
2013-10-04,7234473065
2013-10-07,7234473065
2013-10-08,7242370962
2013-10-09,7163391998
2013-10-10,7341094666
2013-10-11,7368737303
2013-10-14,7384533096
2013-10-15,7329247822
2013-10-16,7439818371
2013-10-17,7483256801
2013-10-18,7495103645
2013-10-21,7495103645
2013-10-22,7574082609
2013-10-23,7534593127
2013-10-24,7566184712
2013-10-25,7566184712
2013-10-28,7578031557
2013-10-29,7633316831
2013-10-30,7621469987
2013-10-31,7629367883
2013-11-01,7601725246
2013-11-04,7593827350
2013-11-05,7585929453
2013-11-06,7672806313
2013-11-07,7625418935
2013-11-08,7696500002
2013-11-11,7704397899
2013-11-12,7653061572
2013-11-13,7692551054
2013-11-14,7728091588
2013-11-15,7704397899
2013-11-18,7684653158
2013-11-19,7664908417
2013-11-20,7613572091
2013-11-21,7664908417
2013-11-22,7759683173
2013-11-25,7747836329
2013-11-26,7724142640
2013-11-27,7759683173
2013-11-29,7743887380
2013-12-02,7704397899
2013-12-03,7720193691
2013-12-04,7676755261
2013-12-05,7597776298
2013-12-06,7712295795
2013-12-09,7716244743
2013-12-10,7629367883
2013-12-11,7554337868
2013-12-12,7554337868
2013-12-13,7506950490
2013-12-16,7510899438
2013-12-17,7487205749
2013-12-18,7585929453
2013-12-19,7613572091
2013-12-20,7700448951
2013-12-23,7649112624
2013-12-24,7716244743
2013-12-26,7716244743
2013-12-27,7692551054
2013-12-30,7771530018
2013-12-31,7871917226
2014-01-02,7563369717
2014-01-03,7420963174
2014-01-06,7349759903
2014-01-07,7353715640
2014-01-08,7310202530
2014-01-09,7373494327
2014-01-10,7333936954
2014-01-13,7270645157
2014-01-14,7314158267
2014-01-15,7238999259
2014-01-16,7246910733
2014-01-17,7203397623
2014-01-21,7203397623
2014-01-22,7266689420
2014-01-23,7148017301
2014-01-24,7068902555
2014-01-27,7068902555
2014-01-28,7144061563
2014-01-29,7068902555
2014-01-30,7159884513
2014-01-31,7096592716
2014-02-03,6970009122
2014-02-04,6993743546
2014-02-05,6966053385
2014-02-06,6934407486
2014-02-07,6954186173
2014-02-10,7041212394
2014-02-11,7151973038
2014-02-12,7155928775
2014-02-13,7250866470
2014-02-14,7286468106
2014-02-18,7373494327
2014-02-19,7282512369
2014-02-20,7341848428
2014-02-21,7365582852
2014-02-24,7282512369
2014-02-25,7353715640
2014-02-26,7345804166
2014-02-27,7369538589
2014-02-28,7401184488
2014-03-03,7337892691
2014-03-04,7413051700
