,ACGL
2018-10-18,11108365084
2018-10-19,11144561784
2018-10-22,11019884261
2018-10-23,10842922616
2018-10-24,10521174171
2018-10-25,10686070249
2018-10-26,10738354371
2018-10-29,10766507360
2018-10-30,11116408795
2018-10-31,11410004252
2018-11-01,11538703630
2018-11-02,11273261162
2018-11-05,11192824051
2018-11-06,11212933329
2018-11-07,11325545285
2018-11-08,11401960540
2018-11-09,11401960540
2018-11-12,11265217451
2018-11-13,11321523429
2018-11-14,11216955184
2018-11-15,11381851263
2018-11-16,11365763840
2018-11-19,11361741985
2018-11-20,11229020751
2018-11-21,11261195596
2018-11-23,11261195596
2018-11-26,11325545285
2018-11-27,11208911473
2018-11-28,11442179096
2018-11-29,11414026107
2018-11-30,11510550641
2018-12-03,11418047963
2018-12-04,11237064462
2018-12-06,11160649206
2018-12-07,11156627351
2018-12-10,11088255806
2018-12-11,10955534572
2018-12-12,10931403439
2018-12-13,10879119316
2018-12-14,10802704061
2018-12-17,10621720560
2018-12-18,10774551072
2018-12-19,10621720560
2018-12-20,10416605926
2018-12-21,10275840981
2018-12-24,9974201813
2018-12-26,10424649637
2018-12-27,10674004682
2018-12-28,10613676849
2018-12-31,10692927274
2019-01-02,10480829540
2019-01-03,10316753935
2019-01-04,10560866421
2019-01-07,10536855357
2019-01-08,10576873797
2019-01-09,10712936495
2019-01-10,10853001036
2019-01-11,10676919898
2019-01-14,10768962311
2019-01-15,11041087706
2019-01-16,11153139339
2019-01-17,11301207568
2019-01-18,11397251825
2019-01-22,11373240761
2019-01-23,11433268422
2019-01-24,11525310835
2019-01-25,11537316367
2019-01-28,11501299770
2019-01-29,11521308991
2019-01-30,11705393817
2019-01-31,11745412257
2019-02-01,11901484174
2019-02-04,11997528431
2019-02-05,12117583753
2019-02-06,12113581909
2019-02-07,12153600349
2019-02-08,12129589285
2019-02-11,12137592973
2019-02-12,12337685175
2019-02-13,12789893551
2019-02-14,12453738652
2019-02-15,12605808726
2019-02-19,12833913836
2019-02-20,12925956249
2019-02-21,12921954405
2019-02-22,12925956249
2019-02-25,12909948873
2019-02-26,12957971001
2019-02-27,12949967313
2019-02-28,13074024478
2019-03-01,13154061359
2019-03-04,13182074267
2019-03-05,13142055827
2019-03-06,13038007882
2019-03-07,12901945184
2019-03-08,12849921212
2019-03-11,12957971001
2019-03-12,12969976533
2019-03-13,12973978377
2019-03-14,13026002350
2019-03-15,13154061359
2019-03-18,13142055827
2019-03-19,12949967313
2019-03-20,12797897239
2019-03-21,12921954405
2019-03-22,12829911992
2019-03-25,12793895395
2019-03-26,12789893551
2019-03-27,12833913836
2019-03-28,12805900928
2019-03-29,12933959937
2019-04-01,13112427725
2019-04-02,13016071857
2019-04-03,13040160824
2019-04-04,13036145996
2019-04-05,13084323930
2019-04-08,13120457381
2019-04-09,12891612194
2019-04-10,12983953234
2019-04-11,13100383241
2019-04-12,13204768765
2019-04-15,13044175652
2019-04-16,13212798421
2019-04-17,13096368414
2019-04-18,13060234963
2019-04-22,12923730816
2019-04-23,13148561176
2019-04-24,13152576003
2019-04-25,13188709454
2019-04-26,13232872560
2019-04-29,13369376707
2019-04-30,13562088443
2019-05-01,13590192238
2019-05-02,13594207066
2019-05-03,13710637073
2019-05-06,13706622245
2019-05-07,13501866025
2019-05-08,13465732575
2019-05-09,13417554641
2019-05-10,13634355344
2019-05-13,13377406362
2019-05-14,13606251549
2019-05-15,13666473967
2019-05-16,13855170875
2019-05-17,13562088443
2019-05-20,13594207066
2019-05-21,13811007769
2019-05-22,13995689850
2019-05-23,13827067080
2019-05-24,13811007769
2019-05-28,13638370172
2019-05-29,13742755696
2019-05-30,13758815007
2019-05-31,13823052253
2019-06-03,14035838128
2019-06-04,14003719505
2019-06-05,14212490553
2019-06-06,14284757454
2019-06-07,14308846421
2019-06-10,14220520209
2019-06-11,14051897440
2019-06-12,14067956751
2019-06-13,14067956751
2019-06-14,14276727799
2019-06-17,14260668487
2019-06-18,14365054011
2019-06-19,14493528502
2019-06-20,14622002993
2019-06-21,14630032648
2019-06-24,14525647125
2019-06-25,14417246773
2019-06-26,14160297791
2019-06-27,14529661952
2019-06-28,14886981630
2019-07-01,15233026338
2019-07-02,15144462232
2019-07-03,15273282750
2019-07-05,15289385315
2019-07-08,15281334033
2019-07-09,15466513528
2019-07-10,15486641734
2019-07-11,15442359681
2019-07-12,15414180193
2019-07-15,15466513528
2019-07-16,15506769940
2019-07-17,15345744292
2019-07-18,15394051987
2019-07-19,15128359667
2019-07-22,15063949407
2019-07-23,15120308384
2019-07-24,15212898132
2019-07-25,15301462239
2019-07-26,15377949422
2019-07-29,15377949422
2019-07-30,15921410985
2019-07-31,15575205841
2019-08-01,15518846864
2019-08-02,15587282765
2019-08-05,15200821208
2019-08-06,15647667383
2019-08-07,15804667390
2019-08-08,15885180214
2019-08-09,15857000726
2019-08-12,15700000719
2019-08-13,15885180214
2019-08-14,15430282757
2019-08-15,15663769948
2019-08-16,16001923809
2019-08-19,16130744328
2019-08-20,16009975092
2019-08-21,16034128939
2019-08-22,15929462267
2019-08-23,15543000711
2019-08-26,15708052001
2019-08-27,15744282772
2019-08-28,15828821237
2019-08-29,15901282779
2019-08-30,15901282779
2019-09-03,16150872534
2019-09-04,16432667419
2019-09-05,16557462296
2019-09-06,16629923838
2019-09-09,16642000762
2019-09-10,16348128953
2019-09-11,16332026388
2019-09-12,16279693053
2019-09-13,16295795618
2019-09-16,16328000747
2019-09-17,16489026396
2019-09-18,16468898190
2019-09-19,16561487937
2019-09-20,16505128961
2019-09-23,16549411014
2019-09-24,16642000762
2019-09-25,16895616158
2019-09-26,17052616165
2019-09-27,16927821288
2019-09-30,16915475354
2019-10-01,16693857644
2019-10-02,16460151696
2019-10-03,16568945844
2019-10-04,16867122399
2019-10-07,16774445902
2019-10-08,16427916393
2019-10-09,16585063496
2019-10-10,16585063496
2019-10-11,16718034122
2019-10-14,16758328251
2019-10-15,16883240051
2019-10-16,16907416528
2019-10-17,16923534180
2019-10-18,17048445979
2019-10-21,17161269541
2019-10-22,16665651754
2019-10-23,16677739993
2019-10-24,16677739993
2019-10-25,16440004631
2019-10-28,16399710503
2019-10-29,16532681128
2019-10-30,16927563592
2019-10-31,16826828270
2019-11-01,16851004747
2019-11-04,16500445825
2019-11-05,16335239896
2019-11-06,16649534102
2019-11-07,16303004593
2019-11-08,16351357548
2019-11-11,16435975219
2019-11-12,16327181070
2019-11-13,16351357548
2019-11-14,16383592851
2019-11-15,16371504612
2019-11-18,16665651754
2019-11-19,16722063535
2019-11-20,16601181148
2019-11-21,16351357548
2019-11-22,16456122283
2019-11-25,16601181148
2019-11-26,16955769483
2019-11-27,17016210676
2019-11-29,16911445941
2019-12-02,16730122360
2019-12-03,16367475199
2019-12-04,16536710541
2019-12-05,16653563515
2019-12-06,16585063496
2019-12-09,16701916470
2019-12-10,16585063496
2019-12-11,16528651715
2019-12-12,16786534141
2019-12-13,16822798857
2019-12-16,16947710657
2019-12-17,17173357779
2019-12-18,17060534218
2019-12-19,17096798934
2019-12-20,17193504844
2019-12-23,16951740070
2019-12-24,16927563592
2019-12-26,16996063612
2019-12-27,17149181302
2019-12-30,17217681321
2019-12-31,17322934785
2020-01-02,17528919787
2020-01-03,17508725179
2020-01-06,17577386846
2020-01-07,17431985668
2020-01-08,17258312039
2020-01-09,17609698219
2020-01-10,17581425768
2020-01-13,17646048514
2020-01-14,17637970670
2020-01-15,17791449692
2020-01-16,17997434694
2020-01-17,18243808912
2020-01-21,18235731069
2020-01-22,18369015482
2020-01-23,18272081363
2020-01-24,18171108323
2020-01-27,17993395772
2020-01-28,18037823910
2020-01-29,17823761064
2020-01-30,17965123321
2020-01-31,17835877829
2020-02-03,18045901753
2020-02-04,18122641264
2020-02-05,18465949600
2020-02-06,18635584308
2020-02-07,18639623230
2020-02-10,18894075291
2020-02-11,19285850687
2020-02-12,18999087253
2020-02-13,19318162060
2020-02-14,19257578236
2020-02-18,19342395590
2020-02-19,19459524316
2020-02-20,19346434511
2020-02-21,19031398626
2020-02-24,18437677149
2020-02-25,17928773026
2020-02-26,17702593416
2020-02-27,17133105469
2020-02-28,16329360069
2020-03-02,17161377920
2020-03-03,16809991740
2020-03-04,17399674295
2020-03-05,16628240268
2020-03-06,16438410952
2020-03-09,14802647700
2020-03-10,15279240450
2020-03-11,14491650736
2020-03-12,12391411499
2020-03-13,13235546115
2020-03-16,11002022465
2020-03-17,12205621105
2020-03-18,11102995505
2020-03-19,10929321876
2020-03-20,10489079421
2020-03-23,9394531664
2020-03-24,10339639321
2020-03-25,10388106380
2020-03-26,11983480416
2020-03-27,11741145120
2020-03-30,12334866596
2020-03-31,11455254932
2020-04-01,10473145935
2020-04-02,10593897041
2020-04-03,9905615737
2020-04-06,10879674659
2020-04-07,11221802793
2020-04-08,11547830780
2020-04-09,12477614297
2020-04-13,11761157734
2020-04-14,11773232844
2020-04-15,11008475839
2020-04-16,10662322668
2020-04-17,10927975102
2020-04-20,10746848442
2020-04-21,10179318244
2020-04-22,10022341806
2020-04-23,9764739446
2020-04-24,9515187160
2020-04-27,9921715884
2020-04-28,9961966253
2020-04-29,10296044313
2020-04-30,9672163598
2020-05-01,9301860206
2020-05-04,9579587750
2020-05-05,9555437529
2020-05-06,9426636349
2020-05-07,9945866105
2020-05-08,10444970677
2020-05-11,10167243133
2020-05-12,9519212197
2020-05-13,8951681998
2020-05-14,9197209247
2020-05-15,9249534727
2020-05-18,9804989815
2020-05-19,9772789520
2020-05-20,10682447852
2020-05-21,11048726208
2020-05-22,11390854342
2020-05-26,11829583360
2020-05-27,12042910315
2020-05-28,11688707070
2020-05-29,11358654047
2020-06-01,11712857291
2020-06-02,12228062011
2020-06-03,13020994274
2020-06-04,13198095896
2020-06-05,14079578971
2020-06-08,14349256441
2020-06-09,13838076759
2020-06-10,13226271154
2020-06-11,12195861716
2020-06-12,12320637859
2020-06-15,12449439038
2020-06-16,12566165108
2020-06-17,12360888227
2020-06-18,12296487637
2020-06-19,11805433139
2020-06-22,11958384540
2020-06-23,11898008987
2020-06-24,11451229895
2020-06-25,11624306480
2020-06-26,11149352129
2020-06-29,11419029600
2020-06-30,11541666395
2020-07-01,11340241152
2020-07-02,11316070123
2020-07-06,11481238822
2020-07-07,11082416842
2020-07-08,11138815910
2020-07-09,10893077114
2020-07-10,11372469191
2020-07-13,11396640220
2020-07-14,11642379016
2020-07-15,12222483714
2020-07-16,12415851947
2020-07-17,12363481384
2020-07-20,12101628569
2020-07-21,12258740258
2020-07-22,12383623908
2020-07-23,12564906627
2020-07-24,12427937462
2020-07-27,12137885113
2020-07-28,12125799598
2020-07-29,12431965967
2020-07-30,12532678588
2020-07-31,12387652413
2020-08-03,12468222510
2020-08-04,12234569229
2020-08-05,12415851947
2020-08-06,12617277190
2020-08-07,13088612257
2020-08-10,13185296374
2020-08-11,13233638432
2020-08-12,13132925811
2020-08-13,13036241694
2020-08-14,12991928141
2020-08-17,12794531403
2020-08-18,12722018316
2020-08-19,12649505229
2020-08-20,12649505229
2020-08-21,12448079986
2020-08-24,12871072995
2020-08-25,12677704762
2020-08-26,12645476724
2020-08-27,13016099170
2020-08-28,12999985150
2020-08-31,12705904296
2020-09-01,12730075326
2020-09-02,12943586083
2020-09-03,12939557578
2020-09-04,12838844956
2020-09-08,12488365035
2020-09-09,12709932801
2020-09-10,12552821112
2020-09-11,12379595404
2020-09-14,12504479054
2020-09-15,12202341190
2020-09-16,12331253345
2020-09-17,12254711753
2020-09-18,11876032297
2020-09-21,11638350511
2020-09-22,11682664065
2020-09-23,11251614046
2020-09-24,11336212647
2020-09-25,11461096298
2020-09-28,11787405191
2020-09-29,11630293501
2020-09-30,11787906048
2020-10-01,11848356849
2020-10-02,11969258449
2020-10-05,12348083464
2020-10-06,12162701010
2020-10-07,12186881330
2020-10-08,12694668052
2020-10-09,12706758212
2020-10-12,12779299172
2020-10-13,12416594371
2020-10-14,12275542504
2020-10-15,12448834798
2020-10-16,12432714584
2020-10-19,12045829463
2020-10-20,12194941437
2020-10-21,12436744638
2020-10-22,12767209012
2020-10-23,12819599706
2020-10-26,12283602610
2020-10-27,11771785835
2020-10-28,11868507115
2020-10-29,12263452344
2020-10-30,12174791170
2020-11-02,12642277358
2020-11-03,12859900239
2020-11-04,12888110613
2020-11-05,12859900239
2020-11-06,12714818319
2020-11-09,13879503737
2020-11-10,14193847898
2020-11-11,13996375284
2020-11-12,13593369949
2020-11-13,13762632190
2020-11-16,14226088325
2020-11-17,14201908005
2020-11-18,14060856138
2020-11-19,14052796031
2020-11-20,13690091229
2020-11-23,13698151336
2020-11-24,13923834324
2020-11-25,13520828989
2020-11-27,13311266215
2020-11-30,12976771787
2020-12-01,13307236161
2020-12-02,13343506641
2020-12-03,13133943867
2020-12-04,13770692296
2020-12-07,13399927388
2020-12-08,13371717015
2020-12-09,13520828989
2020-12-10,13810992830
2020-12-11,13601430056
2020-12-14,13528889095
2020-12-15,14076976351
2020-12-16,14266388859
2020-12-17,14326839659
2020-12-18,13875473684
2020-12-21,13851293363
2020-12-22,13935924484
2020-12-23,14137427151
2020-12-24,14048765978
2020-12-28,14238178485
2020-12-29,14226088325
2020-12-30,14338929819
2020-12-31,14457140772
2021-01-04,13988195535
2021-01-05,14044308640
2021-01-06,14661552799
2021-01-07,14525278114
2021-01-08,14605439693
2021-01-11,14497221562
2021-01-12,14577383141
2021-01-13,14272769140
2021-01-14,14116454061
2021-01-15,13904025877
2021-01-19,13699613851
2021-01-20,13863945088
2021-01-21,13775767351
2021-01-22,13350910982
2021-01-25,13374959456
2021-01-26,13186579745
2021-01-27,12657513324
2021-01-28,12805812245
2021-01-29,12589375981
2021-02-01,12833868797
2021-02-02,13286781719
2021-02-03,13106418166
2021-02-04,13382975614
2021-02-05,13547306850
2021-02-08,13687589614
2021-02-09,14068357114
2021-02-10,13984187456
2021-02-11,14252728746
2021-02-12,14088397509
2021-02-16,13992203614
2021-02-17,14168559088
2021-02-18,13996211693
2021-02-19,14064349035
2021-02-22,14092405588
2021-02-23,14088397509
2021-02-24,14256736825
2021-02-25,14224672193
2021-02-26,14356938798
2021-03-01,14393011509
2021-03-02,14577383141
2021-03-03,14513253877
2021-03-04,14308841851
2021-03-05,14577383141
2021-03-08,14918069851
2021-03-09,14725682062
2021-03-10,14869972904
2021-03-11,14825884036
2021-03-12,15078393009
2021-03-15,15266772720
2021-03-16,15174586904
2021-03-17,15070376852
2021-03-18,15082401088
2021-03-19,14793819404
2021-03-22,14681593193
2021-03-23,14737706299
2021-03-24,14930094088
2021-03-25,15314869667
2021-03-26,15543330168
2021-03-29,15571386720
2021-03-30,15695637168
2021-03-31,15261414334
2021-04-01,15675067472
2021-04-05,15758593587
2021-04-06,15881894041
2021-04-07,16017126798
2021-04-08,15933600684
2021-04-09,15933600684
2021-04-12,15909736080
2021-04-13,15850074569
2021-04-14,15953487854
2021-04-15,16033036534
2021-04-16,15941555552
2021-04-19,15790413059
2021-04-20,15607451094
2021-04-21,15865984305
2021-04-22,15766548455
2021-04-23,15905758645
2021-04-26,15969397590
2021-04-27,16104630346
2021-04-28,15706886944
2021-04-29,15965420156
2021-04-30,15794390493
2021-05-03,15965420156
2021-05-04,16013149364
2021-05-05,15985307326
2021-05-06,15818255097
2021-05-07,16223953367
2021-05-10,15877916607
2021-05-11,15742683851
2021-05-12,15563699320
2021-05-13,15877916607
2021-05-14,15985307326
2021-05-17,16076788308
2021-05-18,15977352458
2021-05-19,15909736080
2021-05-20,16017126798
2021-05-21,15881894041
2021-05-24,15881894041
2021-05-25,15579609056
2021-05-26,15508015243
2021-05-27,15782458191
2021-05-28,15865984305
2021-06-01,15854052003
2021-06-02,15690977208
2021-06-03,15702909510
2021-06-04,15766548455
2021-06-07,15794390493
2021-06-08,15738706417
2021-06-09,15535857282
2021-06-10,15515970112
2021-06-11,15627338264
2021-06-14,15567676754
2021-06-15,15722796681
2021-06-16,15667112604
2021-06-17,15317098411
2021-06-18,14764235082
2021-06-21,15074474935
2021-06-22,15118226710
2021-06-23,15269369202
2021-06-24,15448353733
2021-06-25,15631315698
2021-06-28,15416534261
2021-06-29,15468240903
2021-06-30,15158338126
2021-07-01,15551505089
2021-07-02,15380224432
2021-07-06,15103839735
2021-07-07,15189480064
2021-07-08,14644496156
2021-07-09,14987057470
2021-07-12,14940344563
2021-07-13,14613354218
2021-07-14,14695101805
2021-07-15,14784634875
2021-07-16,14823562297
2021-07-19,14333076780
2021-07-20,14749600195
2021-07-21,14979271985
2021-07-22,14843026008
2021-07-23,14998735696
2021-07-26,15068805056
2021-07-27,14998735696
2021-07-28,14815776813
2021-07-29,14987057470
2021-07-30,15181694580
2021-08-02,15263442166
2021-08-03,15314047814
2021-08-04,15345189752
2021-08-05,15567076057
2021-08-06,15796747847
2021-08-09,15781176878
2021-08-10,15874602691
2021-08-11,16162665614
2021-08-12,16217164005
2021-08-13,16263876911
2021-08-16,16275555138
2021-08-17,16310589818
2021-08-18,16224949489
2021-08-19,16217164005
2021-08-20,16388444662
2021-08-23,16388444662
2021-08-24,16365088208
2021-08-25,16380659177
2021-08-26,16112059965
2021-08-27,16252198685
2021-08-30,16057561575
2021-08-31,15999170442
2021-09-01,15753927683
2021-09-02,15419151854
2021-09-03,15349082494
2021-09-07,15181694580
2021-09-08,15559290573
2021-09-09,15384117174
2021-09-10,15158338126
2021-09-13,15528148635
2021-09-14,15282905877
2021-09-15,15314047814
2021-09-16,15243978455
2021-09-17,15298476845
2021-09-20,15123303447
2021-09-21,15076590540
2021-09-22,15189480064
2021-09-23,15181694580
2021-09-24,15251763939
2021-09-27,15321833299
2021-09-28,14944237305
2021-09-29,15119410704
2021-09-30,14486692455
2021-10-01,14486692455
2021-10-04,14490486769
2021-10-05,15025485103
2021-10-06,15173463365
2021-10-07,15446654003
2021-10-08,15537717549
2021-10-11,15241761025
2021-10-12,15499774405
2021-10-13,15864028590
2021-10-14,16239665717
2021-10-15,16114453341
2021-10-18,16068921568
2021-10-19,15962680764
2021-10-20,16178956686
2021-10-21,16281403176
2021-10-22,16395232608
2021-10-25,16444558696
2021-10-26,16372466722
2021-10-27,16061332939
2021-10-28,15951297821
2021-10-29,15867822904
2021-11-01,16152396485
2021-11-02,16376261036
2021-11-03,16410409866
2021-11-04,16004418223
2021-11-05,16452147325
2021-11-08,16171368058
2021-11-09,15943709192
2021-11-10,15845057017
2021-11-11,15735021899
2021-11-12,15943709192
2021-11-15,16072715883
2021-11-16,16197928258
2021-11-17,15993035280
2021-11-18,15810908188
2021-11-19,15958886450
2021-11-22,16357289464
2021-11-23,16596331273
2021-11-24,16615302845
2021-11-26,15894383105
2021-11-29,15833674074
2021-11-30,15321441627
2021-12-01,15454242632
2021-12-02,16046155682
2021-12-03,16030978424
2021-12-06,16368672407
2021-12-07,16452147325
2021-12-08,16463530268
2021-12-09,16493884783
2021-12-10,16478707526
2021-12-13,16448353010
2021-12-14,16600125587
2021-12-15,16672217561
2021-12-16,16729132277
2021-12-17,16399026923
2021-12-20,16099276084
2021-12-21,16288991805
2021-12-22,16429381438
2021-12-23,16497679098
2021-12-27,16668423247
2021-12-28,16797429937
2021-12-29,16922642313
2021-12-30,16820195823
2021-12-31,16633190000
2022-01-03,16670609999
2022-01-04,16887646000
2022-01-05,16689320000
2022-01-06,16786612000
2022-01-07,16865194000
2022-01-10,17220684000
2022-01-11,17351654000
2022-01-12,17389074000
2022-01-13,17490108000
2022-01-14,17740822000
2022-01-18,17433978000
2022-01-19,17183264000
2022-01-20,17074746000
2022-01-21,16910098000
2022-01-24,17100940000
2022-01-25,16932550000
2022-01-26,16850226000
2022-01-27,16756676000
2022-01-28,16981196000
2022-01-31,17332944000
2022-02-01,17707144000
2022-02-02,17939148000
2022-02-03,17883018000
2022-02-04,17826888000
2022-02-07,17808178000
2022-02-08,18036440000
2022-02-09,18058892000
2022-02-10,17733338000
2022-02-11,17422752000
2022-02-14,17370364000
2022-02-15,17841856000
2022-02-16,17830630000
2022-02-17,17576174000
2022-02-18,17624820000
2022-02-22,17523786000
2022-02-23,17321718000
2022-02-24,17187006000
2022-02-25,17789468000
2022-02-28,17628562000
2022-03-01,17149586000
2022-03-02,17632304000
2022-03-03,17422752000
2022-03-04,17220684000
2022-03-07,16565834000
2022-03-08,16490994000
2022-03-09,17048552000
2022-03-10,16913840000
2022-03-11,17112165999
2022-03-14,17336686000
2022-03-15,17516302000
2022-03-16,17456430000
2022-03-17,17400300000
2022-03-18,17153328000
2022-03-21,17643530000
2022-03-22,17628562000
2022-03-23,17437720000
2022-03-24,17636046000
2022-03-25,17838114000
2022-03-28,17811920000
2022-03-29,18171152000
2022-03-30,18126248000
2022-03-31,17876664000
2022-04-01,17950504000
2022-04-04,17381936000
2022-04-05,17533308000
2022-04-06,17463160000
2022-04-07,17485312000
2022-04-08,17839744000
2022-04-11,17728984000
2022-04-12,17607148000
2022-04-13,17658836000
2022-04-14,18083416000
2022-04-18,17957888000
2022-04-19,18061264000
2022-04-20,18445232000
2022-04-21,18183100000
2022-04-22,17466852000
2022-04-25,17252716000
2022-04-26,17171492000
2022-04-27,17695756000
2022-04-28,17263792000
2022-04-29,16861364000
2022-05-02,16938896000
2022-05-03,17141956000
2022-05-04,17466852000
2022-05-05,17149340000
2022-05-06,17182568000
2022-05-09,16695224000
2022-05-10,16905668000
2022-05-11,16883515999
2022-05-12,16702608000
2022-05-13,16990584000
2022-05-16,17023812000
2022-05-17,17308096000
2022-05-18,16916744000
2022-05-19,16695224000
2022-05-20,16769064000
2022-05-23,17097652000
2022-05-24,17031196000
2022-05-25,17134571999
2022-05-26,17378244000
2022-05-27,17522232000
2022-05-31,17522232000
2022-06-01,17267484000
2022-06-02,17525924000
2022-06-03,17249024000
2022-06-06,17389320000
2022-06-07,17507464000
2022-06-08,17282252000
2022-06-09,16913052000
2022-06-10,16698915999
2022-06-13,16241108000
2022-06-14,16447859999
2022-06-15,16241108000
2022-06-16,15591315999
2022-06-17,16023280000
2022-06-21,16145115999
2022-06-22,16063892000
2022-06-23,16089736000
2022-06-24,16562312000
2022-06-27,16602924000
2022-06-28,16514315999
2022-06-29,16477396000
2022-06-30,16612948000
2022-07-01,16780940000
2022-07-05,16229488000
2022-07-06,16339048000
2022-07-07,16360959999
2022-07-08,16240444000
2022-07-11,16284268000
2022-07-12,16134536000
2022-07-13,16145492000
2022-07-14,15510044000
2022-07-15,15751076000
2022-07-18,15736468000
2022-07-19,16024976000
2022-07-20,15981152000
2022-07-21,16014020000
2022-07-22,15948284000
2022-07-25,16098016000
2022-07-26,16156448000
2022-07-27,16171056000
2022-07-28,15809508000
2022-07-29,16214880000
2022-08-01,15882548000
2022-08-02,15860636000
2022-08-03,15886200000
2022-08-04,15904459999
2022-08-05,15999412000
2022-08-08,16123580000
2022-08-09,16306180000
2022-08-10,16517995999
2022-08-11,16791895999
2022-08-12,17179008000
2022-08-15,17160748000
2022-08-16,17350652000
2022-08-17,17354304000
2022-08-18,17467516000
2022-08-19,17266656000
2022-08-22,16956236000
2022-08-23,16978148000
2022-08-24,17047536000
2022-08-25,17270308000
2022-08-26,16981800000
2022-08-29,16886848000
2022-08-30,16704248000
2022-08-31,16696944000
2022-09-01,16696944000
2022-09-02,16616600000
2022-09-06,16448608000
2022-09-07,16850328000
2022-09-08,16970844000
2022-09-09,16989104000
2022-09-12,17197268000
2022-09-13,17182660000
2022-09-14,17171704000
2022-09-15,17266656000
2022-09-16,16989104000
2022-09-19,17339696000
2022-09-20,16956236000
2022-09-21,16360959999
2022-09-22,16043236000
2022-09-23,15740120000
2022-09-26,15217884000
2022-09-27,15740120000
2022-09-28,16240444000
2022-09-29,16737116000
2022-09-30,16663200760
2022-10-03,16952263751
2022-10-04,17815793698
2022-10-05,17548684859
2022-10-06,17563320960
2022-10-07,16710768088
2022-10-10,17065693532
2022-10-11,17047398406
2022-10-12,16670518811
2022-10-13,17391346775
2022-10-14,17197418440
2022-10-17,17592593161
2022-10-18,17797498572
2022-10-19,17826770774
2022-10-20,17387687750
2022-10-21,17647478539
2022-10-24,18053630336
2022-10-25,18009722034
2022-10-26,17852383950
2022-10-27,18913501258
2022-10-28,20739354833
2022-10-31,21039394900
2022-11-01,20285635708
2022-11-02,20571039674
2022-11-03,20684469455
2022-11-04,20805217287
2022-11-07,21226005185
2022-11-08,21119893454
2022-11-09,21061349051
2022-11-10,21368707168
2022-11-11,20772286060
2022-11-14,20622266027
2022-11-15,20567380649
2022-11-16,20680810430
2022-11-17,20691787506
2022-11-18,21101598328
2022-11-21,20914988043
2022-11-22,21141847605
2022-11-23,21240641286
2022-11-25,21489454999
2022-11-28,21229664210
2022-11-29,21580930629
2022-11-30,21921219973
2022-12-01,21866334595
2022-12-02,22173692712
2022-12-05,21650452108
2022-12-06,22151738560
2022-12-07,22009036578
2022-12-08,22159056611
2022-12-09,21968787300
2022-12-12,21954151200
2022-12-13,21917560948
2022-12-14,22071240006
2022-12-15,22228578090
2022-12-16,22331030795
2022-12-19,22151738560
2022-12-20,22773772844
2022-12-21,23183583667
2022-12-22,22996973382
2022-12-23,23190901717
2022-12-27,23278718322
2022-12-28,22905497752
2022-12-29,23092108037
2022-12-30,22971360205
2023-01-03,22941558000
2023-01-04,23055421000
2023-01-05,23117862000
2023-01-06,23470470000
2023-01-09,23018691000
2023-01-10,23165611000
2023-01-11,23084805000
2023-01-12,23165611000
2023-01-13,23419048000
2023-01-17,23507200000
2023-01-18,23330896000
2023-01-19,23283147000
2023-01-20,22941558000
2023-01-23,23187649000
2023-01-24,23521892000
2023-01-25,23801040000
2023-01-26,23782675000
2023-01-27,23529238000
2023-01-30,23503527000
2023-01-31,23635754999
2023-02-01,23573314000
2023-02-02,22533855000
2023-02-03,22500798000
2023-02-06,22831368000
2023-02-07,23275801000
2023-02-08,23569641000
2023-02-09,23543929999
2023-02-10,23588006000
2023-02-13,23966325000
2023-02-14,24344644000
2023-02-15,24969054000
2023-02-16,24645829999
2023-02-17,24906613000
2023-02-21,24811115000
2023-02-22,24954362000
2023-02-23,25115974000
2023-02-24,25406141000
2023-02-27,25420832999
2023-02-28,25711000000
2023-03-01,26067281000
2023-03-02,26041570000
2023-03-03,26188490000
2023-03-06,26335410000
2023-03-07,26074627000
2023-03-08,25817517000
2023-03-09,25115974000
2023-03-10,24465853000
2023-03-13,23940614000
2023-03-14,24733982000
2023-03-15,23044402000
2023-03-16,24267510999
2023-03-17,23194995000
2023-03-20,24098553000
2023-03-21,24686232999
2023-03-22,24194051000
2023-03-23,24094879999
2023-03-24,24260165000
2023-03-27,24381374000
2023-03-28,24539313000
2023-03-29,24902940000
2023-03-30,24924978000
2023-03-31,25023669000
2023-04-03,25296507000
2023-04-04,25031043000
2023-04-05,25289133000
2023-04-06,25418178000
2023-04-10,25311255000
2023-04-11,25443987000
2023-04-12,25893801000
2023-04-13,25993350000
2023-04-14,25901175000
2023-04-17,26159265000
2023-04-18,26638575000
2023-04-19,26594331000
2023-04-20,26616453000
2023-04-21,26428416000
2023-04-24,26734437000
2023-04-25,26763933000
2023-04-26,26653323000
2023-04-27,27239556000
2023-04-28,27678308999
2023-05-01,27984330000
2023-05-02,28032261000
2023-05-03,27881094000
2023-05-04,26885604000
2023-05-05,27582447000
2023-05-08,28072818000
2023-05-09,28246107000
2023-05-10,28471014000
2023-05-11,28504197000
2023-05-12,28353030000
2023-05-15,27689369999
2023-05-16,27475524000
2023-05-17,26929848000
2023-05-18,27763110000
2023-05-19,28028574000
2023-05-22,27099450000
2023-05-23,26977779000
2023-05-24,26461599000
2023-05-25,26686506000
2023-05-26,26177700000
2023-05-30,26251440000
2023-05-31,25698390000
2023-06-01,25687329000
2023-06-02,26140830000
2023-06-05,26288310000
2023-06-06,26251440000
2023-06-07,26269875000
