,FE
2023-03-03,22742720000
2023-03-06,22868560000
2023-03-07,22399519999
2023-03-08,22714120000
2023-03-09,22393800000
2023-03-10,21787480000
2023-03-13,22193600000
2023-03-14,22416680000
2023-03-15,22719840000
2023-03-16,22965800000
2023-03-17,22754160000
2023-03-20,23063040000
2023-03-21,22525360000
2023-03-22,21941920000
2023-03-23,21593000000
2023-03-24,22405240000
2023-03-27,22325160000
2023-03-28,22090640000
2023-03-29,22473880000
2023-03-30,22639760000
2023-03-31,22954380000
2023-04-03,22805400000
2023-04-04,22977300000
2023-04-05,23842530000
2023-04-06,23894100000
2023-04-10,23756580000
2023-04-11,23980050000
2023-04-12,23756580000
2023-04-13,23607600000
2023-04-14,23401320000
2023-04-17,23412780000
2023-04-18,23195040000
2023-04-19,23378400000
2023-04-20,23223690000
2023-04-21,23269530000
2023-04-24,23407050000
2023-04-25,23573220000
2023-04-26,23309640000
2023-04-27,23561760000
2023-04-28,22805400000
2023-05-01,22352730000
2023-05-02,22203750000
2023-05-03,22306890000
2023-05-04,22295429999
2023-05-05,22748100000
2023-05-08,22398570000
2023-05-09,22295429999
2023-05-10,22673610000
2023-05-11,22570470000
2023-05-12,22610580000
2023-05-15,22238130000
2023-05-16,21854220000
2023-05-17,21963090000
2023-05-18,21762540000
2023-05-19,21636480000
2023-05-22,21710970000
2023-05-23,21716700000
2023-05-24,21613560000
2023-05-25,21212460000
2023-05-26,21034830000
2023-05-30,21201000000
2023-05-31,21424470000
2023-06-01,21304140000
2023-06-02,21602100000
2023-06-05,21854220000
2023-06-06,21653670000
2023-06-07,22060500000
2023-06-08,22318350000
2023-06-09,22123530000
2023-06-12,22203750000
2023-06-13,22203750000
2023-06-14,22243860000
2023-06-15,22410030000
2023-06-16,22387110000
2023-06-20,22513170000
2023-06-21,22604850000
2023-06-22,22473060000
2023-06-23,22054770000
2023-06-26,22215210000
2023-06-27,22266780000
2023-06-28,21968820000
2023-06-29,22123530000
2023-06-30,22278240000
2023-07-03,22358460000
2023-07-05,22656420000
2023-07-06,22404300000
2023-07-07,22215210000
2023-07-10,22100610000
2023-07-11,22301160000
2023-07-12,22604850000
2023-07-13,22834050000
2023-07-14,22776750000
2023-07-17,22484520000
2023-07-18,22261050000
2023-07-19,22444410000
2023-07-20,22730910000
2023-07-21,22971570000
2023-07-24,22920000000
2023-07-25,22948650000
2023-07-26,22931460000
2023-07-27,22484520000
2023-07-28,22541820000
2023-07-31,22570470000
2023-08-01,22341270000
2023-08-02,22129260000
2023-08-03,21298410000
2023-08-04,20799900000
2023-08-07,20696760000
2023-08-08,20903040000
2023-08-09,20736870000
2023-08-10,20799900000
2023-08-11,21126510000
2023-08-14,21120780000
2023-08-15,20645190000
2023-08-16,20765520000
2023-08-17,20553510000
2023-08-18,20725410000
2023-08-21,20564970000
2023-08-22,20662380000
2023-08-23,20845740000
2023-08-24,20650920000
2023-08-25,20782710000
2023-08-28,20845740000
2023-08-29,20891580000
2023-08-30,20794170000
2023-08-31,20668110000
2023-09-01,20450370000
2023-09-05,20032080000
2023-09-06,20106570000
2023-09-07,20318580000
2023-09-08,20410260000
2023-09-11,20387340000
2023-09-12,20553510000
2023-09-13,20719679999
2023-09-14,21137970000
2023-09-15,21149429999
2023-09-18,21069210000
2023-09-19,21086400000
2023-09-20,20948880000
2023-09-21,20742600000
2023-09-22,20656650000
2023-09-25,20582160000
2023-09-26,20232630000
2023-09-27,20192520000
2023-09-28,19808610000
2023-09-29,19585140000
2023-10-02,18723333909
2023-10-03,19303412659
2023-10-04,19291925951
2023-10-05,19401049676
2023-10-06,19670987313
2023-10-09,19969641718
2023-10-10,20113225567
2023-10-11,20365933142
2023-10-12,20274039478
2023-10-13,20446340097
2023-10-16,20767967919
2023-10-17,20722021087
2023-10-18,20572693884
2023-10-19,20480800221
2023-10-20,20262552770
2023-10-23,20095995506
2023-10-24,20503773637
2023-10-25,20538233760
2023-10-26,20710534379
2023-10-27,20176402461
2023-10-30,20331473018
2023-10-31,20446340097
2023-11-01,20704791025
2023-11-02,21003445431
2023-11-03,21147029280
2023-11-06,20658844194
2023-11-07,20733507795
2023-11-08,20498030283
2023-11-09,20325729664
2023-11-10,20274039478
2023-11-13,20170659107
2023-11-14,21037905555
2023-11-15,21147029280
2023-11-16,21273383067
2023-11-17,21353790023
2023-11-20,21497373872
2023-11-21,21629471013
2023-11-22,21560550765
2023-11-24,21617984305
2023-11-27,21537577350
2023-11-28,21428453624
2023-11-29,21238922944
2023-11-30,21215949528
2023-12-01,21457170394
2023-12-04,21348046669
2023-12-05,21279126421
2023-12-06,21508860580
2023-12-07,21422710270
2023-12-08,21296356483
2023-12-11,21399736854
2023-12-12,21238922944
2023-12-13,22117656099
2023-12-14,21750081446
2023-12-15,21238922944
2023-12-18,21147029280
2023-12-19,21204462820
2023-12-20,20785197981
2023-12-21,20865604936
2023-12-22,20808171397
2023-12-26,20871348290
2023-12-27,20859861582
2023-12-28,21014932139
2023-12-29,21055135617
2024-01-02,21467600000
2024-01-03,21674240000
2024-01-04,21691460000
2024-01-05,21886620000
2024-01-08,22030120000
2024-01-09,22110480000
2024-01-10,22236760000
2024-01-11,21823480000
2024-01-12,22024380000
2024-01-16,21725900000
2024-01-17,21427420000
2024-01-18,21301140000
2024-01-19,21243740000
2024-01-22,21060060000
2024-01-23,21077280000
2024-01-24,20641040000
2024-01-25,20951000000
2024-01-26,20882120000
2024-01-29,21111720000
2024-01-30,21100240000
2024-01-31,21054320000
2024-02-01,21421680000
2024-02-02,21117460000
2024-02-05,20790280000
2024-02-06,20554940000
2024-02-07,20566420000
2024-02-08,20543460000
2024-02-09,21415940000
2024-02-12,21679980000
2024-02-13,21209300000
2024-02-14,21197820000
2024-02-15,21410200000
2024-02-16,21461860000
2024-02-20,21324100000
2024-02-21,21708680000
2024-02-22,21410200000
2024-02-23,21467600000
2024-02-26,20939520000
2024-02-27,21163380000
2024-02-28,21146160000
2024-02-29,21014140000
2024-03-01,20951000000
2024-03-04,21392980000
2024-03-05,21243740000
2024-03-06,21502040000
2024-03-07,21720160000
2024-03-08,21863660000
2024-03-11,22116220000
2024-03-12,21748860000
2024-03-13,21863660000
2024-03-14,21823480000
2024-03-15,21783300000
2024-03-18,21932540000
2024-03-19,21984200000
2024-03-20,21961240000
2024-03-21,21966980000
2024-03-22,21932540000
2024-03-25,22018640000
2024-03-26,21691460000
2024-03-27,22076040000
2024-03-28,22167880000
2024-04-01,22024380000
2024-04-02,22081780000
2024-04-03,21892360000
2024-04-04,21966980000
2024-04-05,21817740000
2024-04-08,22024380000
2024-04-09,22081780000
2024-04-10,21720160000
2024-04-11,21593880000
2024-04-12,21473339999
2024-04-15,21467600000
2024-04-16,21140420000
2024-04-17,21496300000
2024-04-18,21599620000
2024-04-19,21909580000
2024-04-22,21932540000
2024-04-23,21880880000
2024-04-24,21984200000
2024-04-25,22139180000
2024-04-26,21886620000
2024-04-29,22259720000
2024-04-30,22007160000
2024-05-01,22213800000
2024-05-02,22437660000
2024-05-03,22523760000
2024-05-06,22357300000
2024-05-07,22586900000
2024-05-08,22655780000
2024-05-09,22868160000
2024-05-10,22925560000
2024-05-13,22782060000
2024-05-14,22868160000
2024-05-15,23109240000
2024-05-16,23086280000
2024-05-17,22982960000
2024-05-20,22994440000
2024-05-21,23206820000
2024-05-22,22902600000
2024-05-23,22466360000
2024-05-24,22368780000
2024-05-28,22265460000
2024-05-29,22116220000
2024-05-30,22380260000
2024-05-31,23109240000
2024-06-03,23057580000
2024-06-04,23080540000
2024-06-05,22638560000
2024-06-06,22443400000
2024-06-07,22282680000
2024-06-10,22345820000
2024-06-11,22282680000
2024-06-12,22185100000
2024-06-13,22202320000
2024-06-14,22253980000
2024-06-17,21949760000
2024-06-18,21909580000
2024-06-20,21944020000
2024-06-21,21966980000
2024-06-24,22099000000
2024-06-25,22030120000
2024-06-26,22121960000
2024-06-27,22116220000
2024-06-28,21966980000
2024-07-01,21989940000
2024-07-02,21955500000
2024-07-03,22064560000
2024-07-05,22144920000
2024-07-08,22150660000
2024-07-09,22185100000
2024-07-10,22340080000
2024-07-11,22655780000
2024-07-12,22684480000
2024-07-15,22305640000
2024-07-16,22368780000
2024-07-17,22673000000
2024-07-18,22650040000
2024-07-19,22724660000
2024-07-22,22845200000
2024-07-23,22891120000
2024-07-24,23201080000
2024-07-25,23218300000
2024-07-26,23499560000
2024-07-29,23874000000
2024-07-30,24035000000
2024-07-31,24098249999
2024-08-01,24564000000
2024-08-02,24541000000
2024-08-05,24081000000
2024-08-06,24230500000
2024-08-07,24098249999
2024-08-08,24086750000
2024-08-09,24132750000
