,FE
2009-04-09,12223840000
2009-04-13,12029280000
2009-04-14,11728320000
2009-04-15,12032320000
2009-04-16,12287680000
2009-04-17,12208639999
2009-04-20,11856000000
2009-04-21,11980639999
2009-04-22,11971520000
2009-04-23,12153920000
2009-04-24,12172160000
2009-04-27,12315040000
2009-04-28,12190400000
2009-04-29,12308960000
2009-04-30,12433600000
2009-05-01,12883520000
2009-05-04,13056800000
2009-05-05,12771040000
2009-05-06,12606880000
2009-05-07,12719360000
2009-05-08,12913920000
2009-05-11,12667680000
2009-05-12,12822720000
2009-05-13,12497440000
2009-05-14,12263360000
2009-05-15,11086880000
2009-05-18,11099040000
2009-05-19,11345280000
2009-05-20,11357440000
2009-05-21,11305760000
2009-05-22,11248000000
2009-05-26,11521600000
2009-05-27,11324000000
2009-05-28,11482080000
2009-05-29,11488160000
2009-06-01,11953280000
2009-06-02,11728320000
2009-06-03,11968480000
2009-06-04,11983680000
2009-06-05,11895520000
2009-06-08,11652320000
2009-06-09,11482080000
2009-06-10,11606720000
2009-06-11,11883360000
2009-06-12,12305920000
2009-06-15,11980639999
2009-06-16,11922880000
2009-06-17,11755680000
2009-06-18,11919840000
2009-06-19,11728320000
2009-06-22,11716160000
2009-06-23,11561120000
2009-06-24,11664480000
2009-06-25,12004960000
2009-06-26,11974560000
2009-06-29,12014080000
2009-06-30,11780000000
2009-07-01,11956320000
2009-07-02,11457760000
2009-07-06,11576320000
2009-07-07,11448639999
2009-07-08,11305760000
2009-07-09,11846880000
2009-07-10,11862080000
2009-07-13,12093120000
2009-07-14,12239040000
2009-07-15,12448800000
2009-07-16,12403200000
2009-07-17,12357600000
2009-07-20,12439680000
2009-07-21,12512639999
2009-07-22,12381920000
2009-07-23,12795360000
2009-07-24,13017280000
2009-07-27,12999040000
2009-07-28,12664639999
2009-07-29,12567360000
2009-07-30,12646400000
2009-07-31,12524800000
2009-08-03,12737600000
2009-08-04,12612960000
2009-08-05,12576480000
2009-08-06,12755840000
2009-08-07,13032480000
2009-08-10,13084160000
2009-08-11,13065920000
2009-08-12,13190560000
2009-08-13,13254400000
2009-08-14,13430720000
2009-08-17,13233120000
2009-08-18,13281760000
2009-08-19,13369920000
2009-08-20,13458080000
2009-08-21,13795520000
2009-08-24,13877600000
2009-08-25,13768160000
2009-08-26,13804639999
2009-08-27,13865440000
2009-08-28,13901920000
2009-08-31,13719520000
2009-09-01,13683040000
2009-09-02,13591840000
2009-09-03,13819840000
2009-09-04,13944480000
2009-09-08,13990080000
2009-09-09,14084320000
2009-09-10,14166400000
2009-09-11,13956639999
2009-09-14,14163360000
2009-09-15,14236320000
2009-09-16,14519040000
2009-09-17,14227200000
2009-09-18,14281920000
2009-09-21,14303200000
2009-09-22,14327520000
2009-09-23,14245440000
2009-09-24,14096480000
2009-09-25,13883680000
2009-09-28,14047840000
2009-09-29,14029600000
2009-09-30,13898880000
2009-10-01,13594880000
2009-10-02,13616160000
2009-10-05,13780320000
2009-10-06,13996160000
2009-10-07,13756000000
2009-10-08,13798560000
2009-10-09,13926240000
2009-10-12,13999200000
2009-10-13,14099520000
2009-10-14,14136000000
2009-10-15,14336639999
2009-10-16,14327520000
2009-10-19,14391360000
2009-10-20,14129920000
2009-10-21,14123840000
2009-10-22,14151200000
2009-10-23,13962720000
2009-10-26,13676960000
2009-10-27,13372960000
2009-10-28,13275680000
2009-10-29,13485440000
2009-10-30,13157120000
2009-11-02,12904800000
2009-11-03,12780160000
2009-11-04,12768000000
2009-11-05,12953440000
2009-11-06,12886560000
2009-11-09,13138880000
2009-11-10,13141920000
2009-11-11,13014240000
2009-11-12,12658560000
2009-11-13,12789280000
2009-11-16,12941280000
2009-11-17,12965600000
2009-11-18,12974720000
2009-11-19,12783200000
2009-11-20,12752800000
2009-11-23,12801440000
2009-11-24,12889600000
2009-11-25,13120639999
2009-11-27,12953440000
2009-11-30,13096320000
2009-12-01,13208800000
2009-12-02,13345600000
2009-12-03,13655680000
2009-12-04,13558400000
2009-12-07,13649600000
2009-12-08,13497600000
2009-12-09,13622240000
2009-12-10,13929280000
2009-12-11,14193760000
2009-12-14,14373120000
2009-12-15,14360960000
2009-12-16,14105600000
2009-12-17,14218080000
2009-12-18,14248480000
2009-12-21,14342720000
2009-12-22,14251520000
2009-12-23,14388320000
2009-12-24,14427840000
2009-12-28,14382240000
2009-12-29,14379200000
2009-12-30,14436960000
2009-12-31,14120800000
2010-01-04,14218080000
2010-01-05,14060000000
2010-01-06,14212000000
2010-01-07,13999200000
2010-01-08,13926240000
2010-01-11,14169440000
2010-01-12,14190720000
2010-01-13,14272800000
2010-01-14,14248480000
2010-01-15,14193760000
2010-01-19,14297120000
2010-01-20,14096480000
2010-01-21,13722560000
2010-01-22,13415520000
2010-01-25,13494560000
2010-01-26,13561440000
2010-01-27,13442880000
2010-01-28,13272639999
2010-01-29,13260480000
2010-02-01,13300000000
2010-02-02,13406400000
2010-02-03,13029440000
2010-02-04,12743680000
2010-02-05,12631200000
2010-02-08,12460960000
2010-02-09,12688960000
2010-02-10,12603840000
2010-02-11,12035360000
2010-02-12,11913760000
2010-02-16,11919840000
2010-02-17,11725280000
2010-02-18,11795200000
2010-02-19,12068800000
2010-02-22,12080960000
2010-02-23,11919840000
2010-02-24,11892480000
2010-02-25,11877280000
2010-02-26,11749600000
2010-03-01,11877280000
2010-03-02,11953280000
2010-03-03,11831680000
2010-03-04,11831680000
2010-03-05,12041440000
2010-03-08,12011040000
2010-03-09,11995840000
2010-03-10,12087040000
2010-03-11,12077920000
2010-03-12,11992800000
2010-03-15,12065760000
2010-03-16,12114400000
2010-03-17,12156960000
2010-03-18,12035360000
2010-03-19,12093120000
2010-03-22,12123520000
2010-03-23,12293760000
2010-03-24,12242080000
2010-03-25,11859040000
2010-03-26,11792160000
2010-03-29,11852960000
2010-03-30,11819520000
2010-03-31,11883360000
2010-04-01,11995840000
2010-04-05,12014080000
2010-04-06,12120480000
2010-04-07,12014080000
2010-04-08,11992800000
2010-04-09,12029280000
2010-04-12,12050560000
2010-04-13,11932000000
2010-04-14,11810400000
2010-04-15,11731360000
2010-04-16,11506400000
2010-04-19,11412160000
2010-04-20,11491200000
2010-04-21,11454720000
2010-04-22,11351360000
2010-04-23,11403040000
2010-04-26,11345280000
2010-04-27,11217600000
2010-04-28,11387840000
2010-04-29,11369600000
2010-04-30,11512480000
2010-05-03,11506400000
2010-05-04,11269280000
2010-05-05,10858880000
2010-05-06,10600480000
2010-05-07,10658240000
2010-05-10,10922720000
2010-05-11,10904480000
2010-05-12,11077760000
2010-05-13,11175040000
2010-05-14,11168960000
2010-05-17,11111200000
2010-05-18,10919680000
2010-05-19,10861920000
2010-05-20,10551840000
2010-05-21,10603520000
2010-05-24,10533600000
2010-05-25,10451520000
2010-05-26,10466720000
2010-05-27,10712960000
2010-05-28,10703840000
2010-06-01,10345120000
2010-06-02,10585280000
2010-06-03,10813280000
2010-06-04,10706880000
2010-06-07,10992639999
2010-06-08,11086880000
2010-06-09,10980480000
2010-06-10,11248000000
2010-06-11,11211520000
2010-06-14,11302720000
2010-06-15,11512480000
2010-06-16,11530720000
2010-06-17,11716160000
2010-06-18,11694880000
2010-06-21,11476000000
2010-06-22,11068639999
2010-06-23,10974400000
2010-06-24,10965280000
2010-06-25,10947040000
2010-06-28,11026080000
2010-06-29,10782880000
2010-06-30,10709920000
2010-07-01,10627840000
2010-07-02,10518400000
2010-07-06,10633920000
2010-07-07,10953120000
2010-07-08,11068639999
2010-07-09,11251040000
2010-07-12,11327040000
2010-07-13,11390880000
2010-07-14,11406080000
2010-07-15,11421280000
2010-07-16,11281440000
2010-07-19,11445600000
2010-07-20,11533760000
2010-07-21,11506400000
2010-07-22,11682720000
2010-07-23,11503360000
2010-07-26,11512480000
2010-07-27,11798240000
2010-07-28,11773920000
2010-07-29,11576320000
2010-07-30,11460800000
2010-08-02,11685760000
2010-08-03,11734400000
2010-08-04,11506400000
2010-08-05,11463840000
2010-08-06,11406080000
2010-08-09,11390880000
2010-08-10,11348320000
2010-08-11,11035200000
2010-08-12,10874080000
2010-08-13,11016960000
2010-08-16,11092960000
2010-08-17,11266240000
2010-08-18,11208480000
2010-08-19,10995680000
2010-08-20,10895360000
2010-08-23,10968320000
2010-08-24,10928800000
2010-08-25,10910560000
2010-08-26,10889280000
2010-08-27,11144639999
2010-08-30,11044320000
2010-08-31,11105120000
2010-09-01,11384800000
2010-09-02,11387840000
2010-09-03,11485120000
2010-09-07,11378720000
2010-09-08,11360480000
2010-09-09,11430400000
2010-09-10,11369600000
2010-09-13,11351360000
2010-09-14,11159840000
2010-09-15,11105120000
2010-09-16,11016960000
2010-09-17,11038240000
2010-09-20,11162880000
2010-09-21,11071680000
2010-09-22,11269280000
2010-09-23,11366560000
2010-09-24,11582400000
2010-09-27,11673600000
2010-09-28,11655360000
2010-09-29,11716160000
2010-09-30,11716160000
2010-10-01,11822560000
2010-10-04,11725280000
2010-10-05,11801280000
2010-10-06,11740480000
2010-10-07,11691840000
2010-10-08,11694880000
2010-10-11,11685760000
2010-10-12,11658400000
2010-10-13,11822560000
2010-10-14,11749600000
2010-10-15,11834720000
2010-10-18,11986720000
2010-10-19,11986720000
2010-10-20,12059680000
2010-10-21,11956320000
2010-10-22,11406080000
2010-10-25,11287520000
2010-10-26,11080800000
2010-10-27,11023040000
2010-10-28,10995680000
2010-10-29,11041280000
2010-11-01,10965280000
2010-11-02,11202400000
2010-11-03,10904480000
2010-11-04,10928800000
2010-11-05,10910560000
2010-11-08,10959200000
2010-11-09,10983520000
2010-11-10,10840639999
2010-11-11,10852800000
2010-11-12,10752480000
2010-11-15,10788960000
2010-11-16,10691680000
2010-11-17,10852800000
2010-11-18,10953120000
2010-11-19,11020000000
2010-11-22,10928800000
2010-11-23,10761600000
2010-11-24,10746400000
2010-11-26,10709920000
2010-11-29,10749440000
2010-11-30,10673440000
2010-12-01,10700800000
2010-12-02,10840639999
2010-12-03,10831520000
2010-12-06,10776800000
2010-12-07,10810240000
2010-12-08,10837600000
2010-12-09,10822400000
2010-12-10,10837600000
2010-12-13,10861920000
2010-12-14,10947040000
2010-12-15,10895360000
2010-12-16,10950080000
2010-12-17,11029120000
2010-12-20,11096000000
2010-12-21,11135520000
2010-12-22,11205440000
2010-12-23,11260160000
2010-12-27,11324000000
2010-12-28,11360480000
2010-12-29,11339200000
2010-12-30,11324000000
2010-12-31,12660840000
2011-01-03,12879719999
2011-01-04,12958380000
2011-01-05,13002840000
2011-01-06,13050719999
2011-01-07,13081500000
2011-01-10,13081500000
2011-01-11,13019940000
2011-01-12,13091760000
2011-01-13,13119120000
2011-01-14,13201200000
2011-01-18,13255920000
2011-01-19,13276440000
2011-01-20,13474800000
2011-01-21,13532940000
2011-01-24,13485060000
2011-01-25,13331159999
2011-01-26,13314060000
2011-01-27,13505580000
2011-01-28,13259340000
2011-01-31,13379040000
2011-02-01,13591080000
2011-02-02,13892040000
2011-02-03,13714200000
2011-02-04,13553460000
2011-02-07,13652640000
2011-02-08,13656060000
2011-02-09,13656060000
2011-02-10,13782599999
2011-02-11,13591080000
2011-02-14,13334580000
2011-02-15,13406400000
2011-02-16,13139640000
2011-02-17,13088340000
2011-02-18,12961800000
2011-02-22,13067820000
2011-02-23,13019940000
2011-02-24,13050719999
2011-02-25,12910500000
2011-02-28,13098599999
2011-03-01,12848940000
2011-03-02,12763440000
2011-03-03,12691620000
2011-03-04,12657420000
2011-03-07,12746340000
2011-03-08,12821580000
2011-03-09,13225140000
2011-03-10,13105440000
2011-03-11,13149900000
2011-03-14,13105440000
2011-03-15,12732659999
2011-03-16,12513780000
2011-03-17,12503520000
2011-03-18,12489840000
2011-03-21,12582180000
2011-03-22,12589020000
2011-03-23,12554820000
2011-03-24,12510360000
2011-03-25,12496680000
2011-03-28,12397500000
2011-03-29,12465900000
2011-03-30,12695040000
2011-03-31,15503620000
2011-04-01,15570500000
2011-04-04,15511980000
2011-04-05,15369860000
2011-04-06,15583040000
2011-04-07,15532879999
2011-04-08,15520340000
2011-04-11,15365680000
2011-04-12,15466000000
2011-04-13,15766960000
2011-04-14,15929980000
2011-04-15,16051200000
2011-04-18,15934159999
2011-04-19,16101360000
2011-04-20,16256020000
2011-04-21,16251840000
2011-04-25,16180780000
2011-04-26,16460840000
2011-04-27,16556980000
2011-04-28,16640580000
2011-04-29,16703280000
2011-05-02,16561159999
2011-05-03,17564360000
2011-05-04,17493300000
2011-05-05,17238320000
2011-05-06,17380440000
2011-05-09,17380440000
2011-05-10,17898760000
2011-05-11,17810980000
2011-05-12,18208080000
2011-05-13,17777540000
2011-05-16,18592640000
2011-05-17,19035720000
2011-05-18,18755660000
2011-05-19,18726400000
2011-05-20,18709680000
2011-05-23,18383640000
2011-05-24,18575920000
2011-05-25,18630260000
2011-05-26,18513220000
2011-05-27,18538300000
2011-05-31,18651160000
2011-06-01,18392000000
2011-06-02,18279140000
2011-06-03,18254060000
2011-06-06,18111940000
2011-06-07,18124480000
2011-06-08,18120300000
2011-06-09,18287500000
2011-06-10,18061780000
2011-06-13,17953100000
2011-06-14,18308400000
2011-06-15,17982360000
2011-06-16,18145380000
2011-06-17,18283320000
2011-06-20,18458880000
2011-06-21,18479780000
2011-06-22,18350200000
2011-06-23,18099400000
2011-06-24,17994900000
2011-06-27,18078500000
2011-06-28,18174640000
2011-06-29,18371100000
2011-06-30,18454700000
2011-07-01,18655340000
2011-07-05,18429620000
2011-07-06,18467240000
2011-07-07,18667880000
2011-07-08,18659520000
2011-07-11,18425440000
2011-07-12,18350200000
2011-07-13,18279140000
2011-07-14,18132840000
2011-07-15,18091040000
2011-07-18,17923840000
2011-07-19,18011620000
2011-07-20,18153740000
2011-07-21,18613540000
2011-07-22,18542480000
2011-07-25,18952120000
2011-07-26,18956300000
2011-07-27,18864340000
2011-07-28,18768200000
2011-07-29,18663700000
2011-08-01,18738940000
2011-08-02,18442160000
2011-08-03,18170460000
2011-08-04,17263400000
2011-08-05,17288480000
2011-08-08,16381420000
2011-08-09,17066940000
2011-08-10,16590420000
2011-08-11,17476580000
2011-08-12,17267580000
2011-08-15,17877860000
2011-08-16,17790080000
2011-08-17,17999080000
2011-08-18,17614520000
2011-08-19,17451500000
2011-08-22,17284300000
2011-08-23,17777540000
2011-08-24,18195540000
2011-08-25,17861140000
2011-08-26,17777540000
2011-08-29,18216440000
2011-08-30,18329300000
2011-08-31,18496500000
2011-09-01,18362740000
2011-09-02,17982360000
2011-09-06,17936380000
2011-09-07,18183000000
2011-09-08,18379460000
2011-09-09,17852780000
2011-09-12,18065960000
2011-09-13,18199720000
2011-09-14,18437980000
2011-09-15,18726400000
2011-09-16,18989740000
2011-09-19,18780740000
2011-09-20,19236360000
2011-09-21,18943760000
2011-09-22,18592640000
2011-09-23,18860160000
2011-09-26,18952120000
2011-09-27,18851800000
2011-09-28,18726400000
2011-09-29,18981380000
2011-09-30,18862200000
2011-10-03,18316200000
2011-10-04,18320400000
2011-10-05,18228000000
2011-10-06,18349800000
2011-10-07,18601800000
2011-10-10,19038600000
2011-10-11,18853800000
2011-10-12,18916800000
2011-10-13,18379200000
2011-10-14,18606000000
2011-10-17,18513600000
2011-10-18,18610200000
2011-10-19,18925200000
2011-10-20,18925200000
2011-10-21,19261200000
2011-10-24,19143600000
2011-10-25,18866400000
2011-10-26,18753000000
2011-10-27,19160400000
2011-10-28,19072200000
2011-10-31,18883200000
2011-11-01,18887400000
2011-11-02,19223400000
2011-11-03,19219200000
2011-11-04,19114200000
2011-11-07,19181400000
2011-11-08,19320000000
2011-11-09,18790800000
2011-11-10,18795000000
2011-11-11,19089000000
2011-11-14,18782400000
2011-11-15,19114200000
2011-11-16,18799200000
2011-11-17,18425400000
2011-11-18,18597600000
2011-11-21,18286800000
2011-11-22,17929800000
2011-11-23,17581200000
2011-11-25,17614800000
2011-11-28,17955000000
2011-11-29,18160800000
2011-11-30,18677400000
2011-12-01,18769800000
2011-12-02,18601800000
2011-12-05,18744600000
2011-12-06,18916800000
2011-12-07,18988200000
2011-12-08,18652200000
2011-12-09,18803400000
2011-12-12,18547200000
2011-12-13,18685800000
2011-12-14,18446400000
2011-12-15,18610200000
2011-12-16,18240600000
2011-12-19,17841600000
2011-12-20,18215400000
2011-12-21,18610200000
2011-12-22,18601800000
2011-12-23,18639600000
2011-12-27,18828600000
2011-12-28,18799200000
2011-12-29,18954600000
2011-12-30,18606000000
2012-01-03,17894580000
2012-01-04,17635420000
2012-01-05,17581080000
2012-01-06,17643780000
2012-01-09,17723200000
2012-01-10,17714840000
2012-01-11,17556000000
2012-01-12,17639600000
2012-01-13,17627060000
2012-01-17,17551820000
2012-01-18,17543460000
2012-01-19,17196520000
2012-01-20,17359540000
2012-01-23,17560180000
2012-01-24,17250860000
2012-01-25,17610340000
2012-01-26,17856960000
2012-01-27,17664680000
2012-01-30,17618700000
2012-01-31,17647960000
2012-02-01,17785900000
2012-02-02,18371100000
2012-02-03,18195540000
2012-02-06,18078500000
2012-02-07,18074320000
2012-02-08,17948920000
2012-02-09,17836060000
2012-02-10,17827700000
2012-02-13,17986540000
2012-02-14,18040880000
2012-02-15,17873680000
2012-02-16,18195540000
2012-02-17,18132840000
2012-02-21,18141200000
2012-02-22,18287500000
2012-02-23,18392000000
2012-02-24,18421260000
2012-02-27,18320940000
2012-02-28,18312580000
2012-02-29,18513220000
2012-03-01,18534120000
2012-03-02,18592640000
2012-03-05,18688780000
2012-03-06,18688780000
2012-03-07,18663700000
2012-03-08,18584280000
2012-03-09,18688780000
2012-03-12,18860160000
2012-03-13,18801640000
2012-03-14,18596820000
2012-03-15,18567560000
2012-03-16,18601000000
2012-03-19,18429620000
2012-03-20,18475600000
2012-03-21,18446340000
2012-03-22,18651160000
2012-03-23,18692960000
2012-03-26,18835080000
2012-03-27,18935400000
2012-03-28,18860160000
2012-03-29,19010640000
2012-03-30,19056620000
2012-04-02,19098600000
2012-04-03,19094430000
2012-04-04,19207020000
2012-04-05,19165320000
2012-04-09,19015200000
2012-04-10,18731640000
2012-04-11,18773340000
2012-04-12,18848400000
2012-04-13,18739980000
2012-04-16,18940140000
2012-04-17,19098600000
2012-04-18,19081920000
2012-04-19,18940140000
2012-04-20,19077750000
2012-04-23,19015200000
2012-04-24,19152810000
2012-04-25,19373820000
2012-04-26,19494750000
2012-04-27,19603170000
2012-04-30,19523940000
2012-05-01,19761630000
2012-05-02,19665720000
2012-05-03,19515600000
2012-05-04,19586490000
2012-05-07,19590660000
2012-05-08,19615680000
2012-05-09,19644870000
2012-05-10,19849200000
2012-05-11,19936770000
2012-05-14,19978470000
2012-05-15,19961790000
2012-05-16,19936770000
2012-05-17,19895070000
2012-05-18,19932600000
2012-05-21,19886730000
2012-05-22,19890900000
2012-05-23,19498920000
2012-05-24,19669890000
2012-05-25,19536450000
2012-05-29,19519770000
2012-05-30,19327950000
2012-05-31,19511430000
2012-06-01,19394670000
2012-06-04,19515600000
2012-06-05,19632360000
2012-06-06,19924260000
2012-06-07,19861710000
2012-06-08,19957620000
2012-06-11,19924260000
2012-06-12,19886730000
2012-06-13,19790820000
2012-06-14,20032680000
2012-06-15,20220330000
2012-06-18,20353770000
2012-06-19,20516400000
2012-06-20,20232840000
2012-06-21,20074380000
2012-06-22,20066040000
2012-06-25,19957620000
2012-06-26,19920090000
2012-06-27,20191140000
2012-06-28,20216160000
2012-06-29,20512230000
2012-07-02,20808300000
2012-07-03,20783280000
2012-07-05,20608140000
2012-07-06,20508060000
2012-07-09,20412150000
2012-07-10,20387130000
2012-07-11,20420490000
2012-07-12,20466360000
2012-07-13,20574780000
2012-07-16,20695710000
2012-07-17,20637330000
2012-07-18,20745750000
2012-07-19,20958420000
2012-07-20,21004290000
2012-07-23,20808300000
2012-07-24,20599800000
2012-07-25,20366280000
2012-07-26,20724900000
2012-07-27,21037650000
2012-07-30,21212790000
2012-07-31,20941740000
2012-08-01,20908380000
2012-08-02,20620650000
2012-08-03,20645670000
2012-08-06,20566440000
2012-08-07,19240380000
2012-08-08,19136130000
2012-08-09,19098600000
2012-08-10,19119450000
2012-08-13,19119450000
2012-08-14,19232040000
2012-08-15,19223700000
2012-08-16,19173660000
2012-08-17,19127790000
2012-08-20,19177830000
2012-08-21,19077750000
2012-08-22,19040220000
2012-08-23,18710790000
2012-08-24,18656580000
2012-08-27,18623220000
2012-08-28,18498120000
2012-08-29,18343830000
2012-08-30,18239580000
2012-08-31,18222900000
2012-09-04,18135330000
2012-09-05,17839260000
2012-09-06,18076950000
2012-09-07,17981040000
2012-09-10,17864280000
2012-09-11,17801730000
2012-09-12,17772540000
2012-09-13,18235410000
2012-09-14,18047760000
2012-09-17,18047760000
2012-09-18,18056100000
2012-09-19,18156180000
2012-09-20,18427230000
2012-09-21,18427230000
2012-09-24,18514800000
2012-09-25,18473100000
2012-09-26,18523140000
2012-09-27,18373020000
2012-09-28,18389700000
2012-10-01,18417080000
2012-10-02,18517400000
2012-10-03,18688780000
2012-10-04,18755660000
2012-10-05,18734760000
2012-10-08,18692960000
2012-10-09,18784920000
2012-10-10,18655340000
2012-10-11,18893600000
2012-10-12,18772380000
2012-10-15,18855980000
2012-10-16,19002280000
2012-10-17,19136040000
2012-10-18,19345040000
2012-10-19,19219640000
2012-10-22,19161120000
2012-10-23,19031540000
2012-10-24,18985560000
2012-10-25,19182020000
2012-10-26,19073340000
2012-10-31,19110960000
2012-11-01,18772380000
2012-11-02,18584280000
2012-11-05,17785900000
2012-11-06,18057600000
2012-11-07,17681400000
2012-11-08,17936380000
2012-11-09,17756640000
2012-11-12,17505840000
2012-11-13,17597800000
2012-11-14,17267580000
2012-11-15,17204880000
2012-11-16,17292660000
2012-11-19,17372080000
2012-11-20,17321920000
2012-11-21,17221600000
2012-11-23,17167260000
2012-11-26,17459860000
2012-11-27,17543460000
2012-11-28,17765000000
2012-11-29,17756640000
2012-11-30,17748280000
2012-12-03,17673040000
2012-12-04,17434780000
2012-12-05,17564360000
2012-12-06,17372080000
2012-12-07,17326100000
2012-12-10,17367900000
2012-12-11,17347000000
2012-12-12,17221600000
2012-12-13,17020960000
2012-12-14,17037680000
2012-12-17,17234140000
2012-12-18,17351180000
2012-12-19,17347000000
2012-12-20,17363720000
2012-12-21,17392980000
2012-12-24,17451500000
2012-12-26,17418060000
2012-12-27,17409700000
2012-12-28,17213240000
2012-12-31,17455680000
2013-01-02,17547640000
2013-01-03,17572720000
2013-01-04,17560180000
2013-01-07,17342820000
2013-01-08,17267580000
2013-01-09,16811960000
2013-01-10,16770159999
2013-01-11,16674020000
2013-01-14,16506820000
2013-01-15,16665659999
2013-01-16,16456659999
2013-01-17,16473379999
2013-01-18,16674020000
2013-01-22,16678200000
2013-01-23,16427399999
2013-01-24,16686560000
2013-01-25,16832860000
2013-01-28,16757620000
2013-01-29,16970800000
2013-01-30,16811960000
2013-01-31,16924820000
2013-02-01,16924820000
2013-02-04,16707460000
2013-02-05,16540260000
2013-02-06,16694920000
2013-02-07,16782700000
2013-02-08,16811960000
2013-02-11,16824500000
2013-02-12,16929000000
2013-02-13,17004240000
2013-02-14,16924820000
2013-02-15,16958260000
2013-02-19,17171440000
2013-02-20,16954080000
2013-02-21,16678200000
2013-02-22,16945720000
2013-02-25,16536080000
2013-02-26,16260200000
2013-02-27,16490100000
2013-02-28,16502639999
2013-03-01,16511000000
2013-03-04,16661480000
2013-03-05,16745080000
2013-03-06,16929000000
2013-03-07,17037680000
2013-03-08,17096200000
2013-03-11,17209060000
2013-03-12,17209060000
2013-03-13,17267580000
2013-03-14,17422240000
2013-03-15,17597800000
2013-03-18,17451500000
2013-03-19,17388800000
2013-03-20,17535100000
2013-03-21,17338640000
2013-03-22,17075300000
2013-03-25,17037680000
2013-03-26,17242500000
2013-03-27,17409700000
2013-03-28,17639600000
2013-04-01,17572720000
2013-04-02,17576900000
2013-04-03,17560180000
2013-04-04,17986540000
2013-04-05,18429620000
2013-04-08,18559200000
2013-04-09,18688780000
2013-04-10,18885240000
2013-04-11,19006460000
2013-04-12,19110960000
2013-04-15,18830900000
2013-04-16,19144400000
2013-04-17,18927040000
2013-04-18,19064980000
2013-04-19,19081700000
2013-04-22,19169480000
2013-04-23,19190380000
2013-04-24,19299060000
2013-04-25,19353400000
2013-04-26,19428640000
2013-04-29,19361760000
2013-04-30,19478800000
2013-05-01,19345040000
2013-05-02,19253080000
2013-05-03,18805820000
2013-05-06,18467240000
2013-05-07,18433800000
2013-05-08,18241520000
2013-05-09,17882040000
2013-05-10,17936380000
2013-05-13,17831880000
2013-05-14,17869500000
2013-05-15,18057600000
2013-05-16,18015800000
2013-05-17,18300040000
2013-05-20,18099400000
2013-05-21,18337660000
2013-05-22,18183000000
2013-05-23,17969820000
2013-05-24,17815160000
2013-05-28,16661480000
2013-05-29,16393960000
2013-05-30,16339620000
2013-05-31,16306180000
2013-06-03,16368879999
2013-06-04,16331260000
2013-06-05,16168240000
2013-06-06,16260200000
2013-06-07,16276920000
2013-06-10,16268560000
2013-06-11,16122260000
2013-06-12,15829659999
2013-06-13,16126440000
2013-06-14,16021940000
2013-06-17,15946700000
2013-06-18,15988500000
2013-06-19,15557960000
2013-06-20,15181760000
2013-06-21,15261180000
2013-06-24,15219379999
2013-06-25,15436740000
2013-06-26,15491080000
2013-06-27,15507800000
2013-06-28,15608120000
2013-07-01,15177580000
2013-07-02,15114879999
2013-07-03,15114879999
2013-07-05,14985300000
2013-07-08,15261180000
2013-07-09,15386580000
2013-07-10,15386580000
2013-07-11,15608120000
2013-07-12,15654100000
2013-07-15,16072100000
2013-07-16,16021940000
2013-07-17,16063740000
2013-07-18,16339620000
2013-07-19,16268560000
2013-07-22,16377240000
2013-07-23,16373060000
2013-07-24,15984320000
2013-07-25,15992680000
2013-07-26,16264379999
2013-07-29,16377240000
2013-07-30,16427399999
2013-07-31,15913260000
2013-08-01,15988500000
2013-08-02,15938340000
2013-08-05,15482720000
2013-08-06,15888180000
2013-08-07,15971780000
2013-08-08,16055379999
2013-08-09,15842200000
2013-08-12,15608120000
2013-08-13,15453460000
2013-08-14,15541240000
2013-08-15,15516159999
2013-08-16,15386580000
2013-08-19,15211020000
2013-08-20,15562139999
2013-08-21,15700080000
2013-08-22,15959240000
2013-08-23,15938340000
2013-08-26,15812940000
2013-08-27,15704260000
2013-08-28,15737700000
2013-08-29,15616480000
2013-08-30,15662460000
2013-09-03,15440920000
2013-09-04,15374040000
2013-09-05,15282080000
2013-09-06,15461820000
2013-09-09,15537060000
2013-09-10,15829659999
2013-09-11,15670820000
2013-09-12,15424200000
2013-09-13,15511980000
2013-09-16,15587220000
2013-09-17,15775320000
2013-09-18,16042840000
2013-09-19,15846379999
2013-09-20,15323879999
2013-09-23,15733520000
2013-09-24,15637379999
2013-09-25,15503620000
2013-09-26,15440920000
2013-09-27,15294620000
2013-09-30,15236100000
2013-10-01,15436740000
2013-10-02,15495260000
2013-10-03,15348960000
2013-10-04,15453460000
2013-10-07,15545420000
2013-10-08,15654100000
2013-10-09,15750240000
2013-10-10,15867280000
2013-10-11,15846379999
2013-10-14,15854740000
2013-10-15,15578860000
2013-10-16,15482720000
2013-10-17,15704260000
2013-10-18,15858920000
2013-10-21,15884000000
2013-10-22,16051200000
2013-10-23,15888180000
2013-10-24,15645740000
2013-10-25,15833840000
2013-10-28,15808760000
2013-10-29,15884000000
2013-10-30,15871460000
2013-10-31,15829659999
2013-11-01,15934159999
2013-11-04,15934159999
2013-11-05,15524520000
2013-11-06,15929980000
2013-11-07,16017760000
2013-11-08,16235120000
2013-11-11,15307159999
2013-11-12,15336420000
2013-11-13,15077260000
2013-11-14,15002020000
2013-11-15,14826460000
2013-11-18,14801379999
2013-11-19,14617460000
2013-11-20,14195280000
2013-11-21,14032260000
2013-11-22,13940300000
