,SYY
2013-11-25,19736094782
2013-11-26,19958111242
2013-11-27,19753622398
2013-11-29,19648456706
2013-12-02,19654299244
2013-12-03,19683511936
2013-12-04,19648456706
2013-12-05,19613401475
2013-12-06,20045749319
2013-12-09,21979629536
2013-12-10,21594022000
2013-12-11,21594022000
2013-12-12,21167516695
2013-12-13,21196729387
2013-12-16,21149989080
2013-12-17,21050665927
2013-12-18,21190886849
2013-12-19,21185044310
2013-12-20,21296052540
2013-12-23,21319422694
2013-12-24,21307737617
2013-12-26,21342792848
2013-12-27,21512226462
2013-12-30,21478549122
2013-12-31,21150453445
2014-01-02,21044994121
2014-01-03,21121159188
2014-01-06,21091864932
2014-01-07,21373089797
2014-01-08,21086006080
2014-01-09,21050852972
2014-01-10,21302783581
2014-01-13,21255912770
2014-01-14,21472690271
2014-01-15,21537137636
2014-01-16,21613302703
2014-01-17,21390666351
2014-01-21,21419960608
2014-01-22,21332077838
2014-01-23,21156312297
2014-01-24,20787204660
2014-01-27,20834075471
2014-01-28,20933675945
2014-01-29,20535274051
2014-01-30,20593862565
2014-01-31,20552850605
2014-02-03,20218896077
2014-02-04,20265766888
2014-02-05,20365367362
2014-02-06,20670027633
2014-02-07,20804781214
2014-02-10,20734474998
2014-02-11,20904381688
2014-02-12,20711039592
2014-02-13,20869228579
2014-02-14,20921958242
2014-02-18,21044994121
2014-02-19,20986405607
2014-02-20,21003982161
2014-02-21,21115300337
2014-02-24,21074288377
2014-02-25,21150453445
2014-02-26,21097723783
2014-02-27,21062570675
2014-02-28,21103582634
2014-03-03,21091864932
2014-03-04,21326218986
2014-03-05,21209041959
2014-03-06,21261771621
2014-03-07,21214900810
2014-03-10,21203183108
2014-03-11,21179747702
2014-03-12,21209041959
2014-03-13,20992264458
2014-03-14,21056711823
2014-03-17,21191465405
2014-03-18,21378948649
2014-03-19,21179747702
2014-03-20,21238336216
2014-03-21,21127018040
2014-03-24,21003982161
2014-03-25,21003982161
2014-03-26,21009841012
2014-03-27,20781345809
2014-03-28,21080147229
2014-03-31,21191846895
2014-04-01,21180116009
2014-04-02,20963094604
2014-04-03,21033479924
2014-04-04,20910305614
2014-04-07,21033479924
2014-04-08,21021749038
2014-04-09,21221174112
2014-04-10,21068672585
2014-04-11,20728476869
2014-04-14,20968960047
2014-04-15,20974825491
2014-04-16,21068672585
2014-04-17,21133192462
2014-04-21,21320886649
2014-04-22,21338482980
2014-04-23,21367810196
2014-04-24,21350213866
2014-04-25,21139057905
2014-04-28,21397137413
2014-04-29,21256366772
2014-04-30,21367810196
2014-05-01,21232904999
2014-05-02,21238770442
2014-05-05,21813583893
2014-05-06,21449926404
2014-05-07,21549638941
2014-05-08,21473388177
2014-05-09,21596562488
2014-05-12,21573100714
2014-05-13,21596562488
2014-05-14,21479253620
2014-05-15,21350213866
2014-05-16,21444060960
2014-05-19,21520311724
2014-05-20,21397137413
2014-05-21,21414733743
2014-05-22,21397137413
2014-05-23,21461657290
2014-05-27,21561369828
2014-05-28,21508580837
2014-05-29,21801853006
2014-05-30,22013008967
2014-06-02,22077528844
2014-06-03,21854641996
2014-06-04,21825314779
2014-06-05,22018874410
2014-06-06,22100990618
2014-06-09,22118586948
2014-06-10,22188972268
2014-06-11,22100990618
2014-06-12,22089259731
2014-06-13,21661082365
2014-06-16,21637620591
2014-06-17,21643486035
2014-06-18,21831180223
2014-06-19,21842911109
2014-06-20,21819449336
2014-06-23,22024739854
2014-06-24,22165510495
2014-06-25,21966085420
2014-06-26,22054067071
2014-06-27,22200703155
2014-06-30,22030975747
2014-07-01,21854492630
2014-07-02,21860375400
2014-07-03,21907437565
2014-07-07,21801547695
2014-07-08,21619181808
2014-07-09,21836844318
2014-07-10,21736837219
2014-07-11,21748602760
2014-07-14,21672126743
2014-07-15,21683892284
2014-07-16,21813313236
2014-07-17,21436815920
2014-07-18,21619181808
2014-07-21,21589767955
2014-07-22,21736837219
2014-07-23,21772133842
2014-07-24,21713306136
2014-07-25,21619181808
2014-07-28,21542705790
2014-07-29,21525057479
2014-07-30,21319160509
2014-07-31,20995608128
2014-08-01,21048553063
2014-08-04,21177974016
2014-08-05,20907366570
2014-08-06,21160325704
2014-08-07,21342691591
2014-08-08,21336808821
2014-08-11,22025092976
2014-08-12,21972148041
2014-08-13,22207458864
2014-08-14,22148631158
2014-08-15,22030975747
2014-08-18,22119217305
2014-08-19,22160396699
2014-08-20,22101568993
2014-08-21,22154513928
2014-08-22,22113334535
2014-08-25,22225107175
2014-08-26,22219224405
2014-08-27,22213341634
2014-08-28,22230989946
2014-08-29,22254521028
2014-09-02,22472183539
2014-09-03,22654549426
2014-09-04,22725142673
2014-09-05,22725142673
2014-09-08,22795735920
2014-09-09,22519245703
2014-09-10,22507480162
2014-09-11,22513362933
2014-09-12,22248638257
2014-09-15,22230989946
2014-09-16,22448652456
2014-09-17,22354528128
2014-09-18,22354528128
2014-09-19,22336879816
2014-09-22,22095686223
2014-09-23,21619181808
2014-09-24,22354528128
2014-09-25,22036858517
2014-09-26,22078037911
2014-09-29,22412043936
2014-09-30,22417951170
2014-10-01,21850856753
2014-10-02,21963094190
2014-10-03,22270270332
2014-10-06,22199383530
2014-10-07,21892207388
2014-10-08,22252548632
2014-10-09,21945372489
2014-10-10,21880392921
2014-10-13,21525958910
2014-10-14,21667732514
2014-10-15,21620474646
2014-10-16,21395999773
2014-10-17,21561402311
2014-10-20,21850856753
2014-10-21,22223012464
2014-10-22,22240734165
2014-10-23,22406136703
2014-10-24,22471116272
2014-10-27,22589260942
2014-10-28,22565632008
2014-10-29,22571539241
2014-10-30,22784199648
2014-10-31,22766477947
2014-11-03,22146218428
2014-11-04,22069424393
2014-11-05,22341157134
2014-11-06,22441580104
2014-11-07,22530188607
2014-11-10,22831457516
2014-11-11,22754663480
2014-11-12,23002767287
2014-11-13,22884622617
2014-11-14,22790106881
2014-11-17,22973231120
2014-11-18,23120911958
2014-11-19,23126819191
2014-11-20,23103190257
2014-11-21,23451717034
2014-11-24,23363108532
2014-11-25,23309943430
2014-11-26,23587583405
2014-11-28,23782522111
2014-12-01,23770707644
2014-12-02,23617119572
2014-12-03,23605305105
2014-12-04,23534418303
2014-12-05,23587583405
2014-12-08,23634841273
2014-12-09,23611212339
2014-12-10,23280407262
2014-12-11,23705728075
2014-12-12,23233149394
2014-12-15,23392644699
2014-12-16,23469438735
2014-12-17,23699820842
2014-12-18,24066069319
2014-12-19,23906574014
2014-12-22,24166492289
2014-12-23,24042440385
2014-12-24,23977460817
2014-12-26,23977460817
2014-12-29,24165157770
2014-12-30,23915664991
2014-12-31,23577067647
2015-01-02,23672112515
2015-01-05,23440440649
2015-01-06,23315694259
2015-01-07,23998829250
2015-01-08,24432471462
2015-01-09,24503755113
2015-01-12,24278023551
2015-01-13,24206739900
2015-01-14,23921605295
2015-01-15,23915664991
2015-01-16,23773097688
2015-01-20,23499843692
2015-01-21,23933485903
2015-01-22,24171098074
2015-01-23,24343366898
2015-01-26,24313665377
2015-01-27,24177038378
2015-01-28,23820620122
2015-01-29,23701814037
2015-01-30,23268171825
2015-02-02,22828589309
2015-02-03,23487963083
2015-02-04,23678052820
2015-02-05,23683993124
2015-02-06,23909724686
2015-02-09,23820620122
2015-02-10,23642410994
2015-02-11,23119664218
2015-02-12,23559246734
2015-02-13,23487963083
2015-02-17,23505783996
2015-02-18,23707754341
2015-02-19,22905813265
2015-02-20,23559246734
2015-02-23,23523604909
2015-02-24,23487963083
2015-02-25,23446380953
2015-02-26,23250350912
2015-02-27,23161246348
2015-03-02,23149365740
2015-03-03,23107783610
2015-03-04,23054320871
2015-03-05,23238470304
2015-03-06,22959276003
2015-03-09,23131544827
2015-03-10,22840469918
2015-03-11,22810768396
2015-03-12,23048380567
2015-03-13,22911753569
2015-03-16,22994917829
2015-03-17,22893932656
2015-03-18,22899872960
2015-03-19,22691962311
2015-03-20,22941455090
2015-03-23,22965216307
2015-03-24,22715723528
2015-03-25,22573156226
2015-03-26,22501872574
2015-03-27,22668201094
2015-03-30,22774596102
2015-03-31,22459109015
2015-04-01,22340057284
2015-04-02,22405535736
2015-04-06,22518634880
2015-04-07,22601971092
2015-04-08,22709117650
2015-04-09,22721022823
2015-04-10,22721022823
2015-04-13,22387677976
2015-04-14,22500777121
2015-04-15,22417440909
2015-04-16,22215052967
2015-04-17,22221005553
2015-04-20,22203147794
2015-04-21,22381725390
2015-04-22,22399583150
2015-04-23,22590065919
2015-04-24,22578160746
2015-04-27,22482919361
2015-04-28,22453156428
2015-04-29,22280531419
2015-04-30,22042427957
2015-05-01,22119811582
2015-05-04,21828134842
2015-05-05,21500742582
2015-05-06,21411453784
2015-05-07,21649557245
2015-05-08,21792419322
2015-05-11,21720988284
2015-05-12,21792419322
2015-05-13,21935281399
2015-05-14,22280531419
2015-05-15,22185290034
2015-05-18,22316246938
2015-05-19,22798406448
2015-05-20,22661496957
2015-05-21,22679354717
2015-05-22,22423393496
2015-05-26,22310294351
2015-05-27,22351962457
2015-05-28,22173384861
2015-05-29,22119811582
2015-06-01,22161479688
2015-06-02,22203147794
2015-06-03,22363867630
2015-06-04,22334104698
2015-06-05,22078143476
2015-06-08,22060285717
2015-06-09,22084096063
2015-06-10,22161479688
2015-06-11,22101953823
2015-06-12,21976949505
2015-06-15,22030522784
2015-06-16,22173384861
2015-06-17,22209100380
2015-06-18,22262673659
2015-06-19,22250768486
2015-06-22,22381725390
2015-06-23,22375772803
2015-06-24,23066272842
2015-06-25,22798406448
2015-06-26,22840074553
2015-06-29,22400078019
2015-06-30,21540831553
2015-07-01,21475194670
2015-07-02,21433425745
2015-07-06,21290218000
2015-07-07,21499062628
2015-07-08,21510996606
2015-07-09,21481161660
2015-07-10,21510996606
2015-07-13,21552765532
2015-07-14,21582600478
2015-07-15,21499062628
2015-07-16,21564699510
2015-07-17,21690006287
2015-07-20,21642270372
2015-07-21,21660171340
2015-07-22,21612435425
2015-07-23,21564699510
2015-07-24,21481161660
2015-07-27,21349887894
2015-07-28,21493095638
2015-07-29,21630336393
2015-07-30,21516963596
2015-07-31,21666138329
2015-08-03,21642270372
2015-08-04,21749676180
2015-08-05,21934652850
2015-08-06,21630336393
2015-08-07,22036091669
2015-08-10,22429912966
2015-08-11,22656658561
2015-08-12,23050479859
2015-08-13,22984842976
2015-08-14,24691401930
2015-08-17,24554161175
2015-08-18,24554161175
2015-08-19,24440788377
2015-08-20,24196141814
2015-08-21,23688947719
2015-08-24,23426400188
2015-08-25,23295126422
2015-08-26,23838122453
2015-08-27,24046967080
2015-08-28,23814254495
2015-08-31,23790386538
2015-09-01,23318994379
2015-09-02,23730716644
2015-09-03,23814254495
2015-09-04,23611376857
2015-09-08,23909726325
2015-09-09,23629277826
2015-09-10,23492037070
2015-09-11,23838122453
2015-09-14,23796353527
2015-09-15,23545739975
2015-09-16,23587508900
2015-09-17,23575574921
2015-09-18,23557673953
2015-09-21,23778452559
2015-09-22,23480103092
2015-09-23,23539772985
2015-09-24,23694914708
2015-09-25,23706848687
2015-09-28,21949653151
2015-09-29,22068698274
2015-09-30,22091373535
2015-10-01,21887296182
2015-10-02,22335132597
2015-10-05,22794306642
2015-10-06,22720612043
2015-10-07,22992715181
2015-10-08,23213798981
2015-10-09,23202461350
2015-10-12,23378194627
2015-10-13,23378194627
2015-10-14,22930358212
2015-10-15,23123097935
2015-10-16,23485902119
2015-10-19,23480233303
2015-10-20,23293162396
2015-10-21,23548259088
2015-10-22,23644628949
2015-10-23,23672973026
2015-10-26,23519915011
2015-10-27,23599278426
2015-10-28,23565265534
2015-10-29,23689979473
2015-10-30,23383863442
2015-11-02,23264818319
2015-11-03,23219467796
2015-11-04,23123097935
2015-11-05,23276155950
2015-11-06,23202461350
2015-11-09,22941695842
2015-11-10,22975708735
2015-11-11,22879338873
2015-11-12,22799975458
2015-11-13,22658255073
2015-11-16,23009721627
2015-11-17,22947364658
2015-11-18,23327175288
2015-11-19,23468895673
2015-11-20,23196792534
2015-11-23,23468895673
2015-11-24,23423545150
2015-11-25,23525583827
2015-11-27,23553927903
2015-11-30,23298831211
2015-12-01,23264818319
2015-12-02,23247811873
2015-12-03,22964371104
2015-12-04,23298831211
2015-12-07,23281824765
2015-12-08,23338512919
2015-12-09,23315837657
2015-12-10,23304500027
2015-12-11,23191123719
2015-12-14,23361188180
2015-12-15,23321506473
2015-12-16,23548259088
2015-12-17,23383863442
2015-12-18,22987046365
2015-12-21,23162779642
2015-12-22,23395201073
2015-12-23,23553927903
2015-12-24,23412207519
2015-12-28,23514896789
2015-12-29,23526226539
2015-12-30,23486572413
2015-12-31,23225988156
2016-01-04,23005058024
2016-01-05,23022052650
2016-01-06,22767133268
2016-01-07,22540538261
2016-01-08,22546203136
2016-01-11,22727479141
2016-01-12,23056041901
2016-01-13,22682160140
2016-01-14,22733144017
2016-01-15,22580192387
2016-01-19,22636841139
2016-01-20,22466894884
2016-01-21,22319608130
2016-01-22,22427240758
2016-01-25,22149661875
2016-01-26,22234635003
2016-01-27,22268624253
2016-01-28,22376256882
2016-01-29,22551868011
2016-02-01,24443936315
2016-02-02,24240000809
2016-02-03,24489255316
2016-02-04,24608217695
2016-02-05,24398617314
2016-02-08,24426941689
2016-02-09,24138033056
2016-02-10,24194681808
2016-02-11,24138033056
2016-02-12,24477925566
2016-02-16,24789493700
2016-02-17,25140715960
2016-02-18,25220024212
2016-02-19,25486273344
2016-02-22,24240000809
2016-02-23,24302314436
2016-02-24,24415611939
2016-02-25,24676196196
2016-02-26,24506249942
2016-02-29,24999094081
2016-03-01,25248348588
2016-03-02,25508932845
2016-03-03,25491938220
2016-03-04,25503267970
2016-03-07,25542922096
2016-03-08,25418294842
2016-03-09,25514597720
2016-03-10,25548586971
2016-03-11,25967787733
2016-03-14,25945128232
2016-03-15,25984782358
2016-03-16,26081085236
2016-03-17,26120739362
2016-03-18,26415312871
2016-03-21,26256696366
2016-03-22,26251031491
2016-03-23,26256696366
2016-03-24,26194382739
2016-03-28,26029606499
2016-03-29,26153449783
2016-03-30,26249146866
2016-03-31,26305439267
2016-04-01,26502462673
2016-04-04,26451799511
2016-04-05,26288551547
2016-04-06,26446170271
2016-04-07,26322326988
2016-04-08,26423653311
2016-04-11,26294180787
2016-04-12,26429282551
2016-04-13,26513721153
2016-04-14,26237888385
2016-04-15,26356102429
2016-04-18,26389877870
2016-04-19,26446170271
2016-04-20,26316697748
2016-04-21,25658076649
2016-04-22,25765032212
2016-04-25,26063381940
2016-04-26,26063381940
2016-04-27,26125303582
2016-04-28,26040864980
2016-04-29,25933909417
2016-05-02,27363736417
2016-05-03,27307444016
2016-05-04,27313073256
2016-05-05,27510096661
2016-05-06,27791558669
2016-05-09,27988582075
2016-05-10,28241897882
2016-05-11,28270044083
2016-05-12,28247527122
2016-05-13,28230639402
2016-05-16,28264414843
2016-05-17,27752153988
2016-05-18,27414399579
2016-05-19,27622681465
2016-05-20,27329960976
2016-05-23,27239893134
2016-05-24,27420028819
2016-05-25,27352477937
2016-05-26,27493208941
2016-05-27,27391882618
2016-05-31,27082274409
2016-06-01,27476321220
2016-06-02,27448175020
2016-06-03,27526984382
2016-06-06,27459433500
2016-06-07,27403141098
2016-06-08,27403141098
2016-06-09,27583276784
2016-06-10,27459433500
2016-06-13,27262410094
2016-06-14,27284927055
2016-06-15,27391882618
2016-06-16,28011099036
2016-06-17,28033615996
2016-06-20,28118054599
2016-06-21,28185605481
2016-06-22,28129313079
2016-06-23,28309448764
2016-06-24,28101166878
2016-06-27,27982952835
2016-06-28,27870368032
2016-06-29,28270044083
2016-06-30,28562764571
2016-07-01,28557135331
2016-07-05,28438413516
2016-07-06,28477294160
2016-07-07,28432859139
2016-07-08,28655034244
2016-07-11,28682806132
2016-07-12,28371760985
2016-07-13,28899426860
2016-07-14,28866100595
2016-07-15,28893872483
2016-07-18,28860546217
2016-07-19,28966079392
2016-07-20,28777230552
2016-07-21,28738349909
2016-07-22,28932753126
2016-07-25,28954970637
2016-07-26,28860546217
2016-07-27,28649479867
2016-07-28,28788339308
2016-07-29,28766121797
2016-08-01,28838328706
2016-08-02,28849437462
2016-08-03,28510620426
2016-08-04,28605044846
2016-08-05,28466185405
2016-08-08,28443967894
2016-08-09,28782784930
2016-08-10,28782784930
2016-08-11,28749458664
2016-08-12,28999405658
2016-08-15,28982742525
2016-08-16,28932753126
2016-08-17,29016068791
2016-08-18,29138265099
2016-08-19,29149373854
2016-08-22,29393766470
2016-08-23,29310450806
2016-08-24,29116047588
2016-08-25,29138265099
2016-08-26,28949416259
2016-08-29,29116047588
2016-08-30,28843883084
2016-08-31,28805002441
2016-09-01,28916089993
2016-09-02,29571506555
2016-09-06,29693702863
2016-09-07,29488190890
2016-09-08,29221580764
2016-09-09,27660800647
2016-09-12,27971845795
2016-09-13,27510832450
2016-09-14,27560821849
2016-09-15,27538604339
2016-09-16,27427516786
2016-09-19,27355309877
2016-09-20,27277548590
2016-09-21,27599702493
2016-09-22,27782996955
2016-09-23,27521941206
2016-09-26,27149797904
2016-09-27,27349755499
2016-09-28,27460843052
2016-09-29,27233113568
2016-09-30,27222004813
2016-10-03,26667894717
2016-10-04,26226337179
2016-10-05,26040992040
2016-10-06,26319009749
2016-10-07,26204531869
2016-10-10,26280850456
2016-10-11,26171823903
2016-10-12,26498903560
2016-10-13,26635186751
2016-10-14,26340815059
2016-10-17,26308107094
2016-10-18,26313558421
2016-10-19,26128213282
2016-10-20,25942868143
2016-10-21,25888354867
2016-10-24,26024638057
2016-10-25,25861098229
2016-10-26,25762974332
2016-10-27,25866549556
2016-10-28,26160921248
2016-10-31,26231788507
2016-11-01,26209983196
2016-11-02,26040992040
2016-11-03,26084602661
2016-11-04,26188177886
2016-11-07,28761204523
2016-11-08,29540744372
2016-11-09,29524390389
2016-11-10,29011965593
2016-11-11,28962903645
2016-11-14,29159151439
2016-11-15,29164602767
2016-11-16,28962903645
2016-11-17,29088284180
2016-11-18,28968354972
2016-11-21,29289983302
2016-11-22,29491682424
2016-11-23,29197310732
2016-11-25,29399009854
2016-11-28,29279080647
2016-11-29,29377204544
2016-11-30,29028319576
2016-12-01,28946549662
2016-12-02,29213664715
2016-12-05,29153700111
2016-12-06,29409912509
2016-12-07,29726089511
2016-12-08,29617062959
2016-12-09,30064071824
2016-12-12,29993204565
2016-12-13,30320284222
2016-12-14,30260319618
2016-12-15,30500178033
2016-12-16,30723682466
2016-12-19,30859965656
2016-12-20,30783647070
2016-12-21,30669169190
2016-12-22,30663717862
2016-12-23,30652815207
2016-12-27,30620107241
2016-12-28,30380248826
2016-12-29,30483824051
2016-12-30,30184001031
2017-01-03,29661035855
2017-01-04,29752715420
2017-01-05,29655642939
2017-01-06,29865966648
2017-01-09,30027754116
2017-01-10,29839002070
2017-01-11,29817430407
2017-01-12,29607106698
2017-01-13,29644857108
2017-01-17,29596320867
2017-01-18,29795858745
2017-01-19,28916813500
2017-01-20,29019278897
2017-01-23,28862884344
2017-01-24,28862884344
2017-01-25,28609417311
2017-01-26,28598631479
2017-01-27,28420665264
2017-01-30,28442236927
2017-01-31,28291235290
2017-02-01,28070125750
2017-02-02,28248091965
2017-02-03,28334378614
2017-02-06,27611727923
2017-02-07,28167198231
2017-02-08,27951481606
2017-02-09,28177984062
2017-02-10,28377521939
2017-02-13,28479987336
2017-02-14,28436844011
2017-02-15,28447629842
2017-02-16,28382914855
2017-02-17,28231913218
2017-02-21,28479987336
2017-02-22,28447629842
2017-02-23,28523130661
2017-02-24,28690311045
2017-02-27,28501558998
2017-02-28,28431451095
2017-03-01,28663346467
2017-03-02,28463808589
2017-03-03,28145626568
2017-03-06,28129447821
2017-03-07,28204948640
2017-03-08,28221127387
2017-03-09,28269663627
2017-03-10,28129447821
2017-03-13,27978446184
2017-03-14,27973053269
2017-03-15,28355950277
2017-03-16,28210341555
2017-03-17,28442236927
2017-03-20,28107876159
2017-03-21,27935302859
2017-03-22,28328985699
2017-03-23,28393700686
2017-03-24,28479987336
2017-03-27,28064732834
2017-03-28,28151019484
2017-03-29,27940695775
2017-03-30,28053947003
2017-03-31,28000017847
2017-04-03,27609579935
2017-04-04,27566848916
2017-04-05,27540142029
2017-04-06,27582873048
2017-04-07,27662993709
2017-04-10,27791186768
2017-04-11,27817893655
2017-04-12,27887331562
2017-04-13,27721748861
2017-04-17,27839259165
2017-04-18,27988817733
2017-04-19,27833917787
2017-04-20,28015524620
2017-04-21,27881990184
2017-04-24,28234521094
2017-04-25,28378738285
2017-04-26,28421469305
2017-04-27,28538979608
2017-04-28,28239862472
2017-05-01,28229179717
2017-05-02,28239862472
2017-05-03,28261227982
2017-05-04,29163920767
2017-05-05,29543158565
2017-05-08,29324162090
2017-05-09,29329503468
2017-05-10,29131872503
2017-05-11,29382917242
2017-05-12,28816731234
2017-05-15,28864803631
2017-05-16,28944924293
2017-05-17,29057093219
2017-05-18,29073117351
2017-05-19,29153238012
2017-05-22,29350868977
2017-05-23,28966289802
2017-05-24,28960948425
2017-05-25,28992996690
2017-05-26,29073117351
2017-05-30,28950265670
2017-05-31,29142555258
2017-06-01,29591230962
2017-06-02,29767496417
2017-06-05,29628620604
2017-06-06,29430989639
2017-06-07,29244041429
2017-06-08,29372234487
2017-06-09,29479062036
2017-06-12,29548499942
2017-06-13,29580548207
2017-06-14,29601913717
2017-06-15,29660668868
2017-06-16,29046410464
2017-06-19,29110506993
2017-06-20,28768658837
2017-06-21,28496248589
2017-06-22,28191790075
2017-06-23,26664156130
2017-06-26,26680180262
2017-06-27,26316966597
2017-06-28,26637449243
2017-06-29,26632107865
2017-06-30,26883152605
2017-07-03,26649220174
2017-07-05,26037564151
2017-07-06,25895195939
2017-07-07,26074474428
2017-07-10,26032291254
2017-07-11,25963743597
2017-07-12,26469941685
2017-07-13,26570126723
2017-07-14,26665038864
2017-07-17,26744132316
2017-07-18,26570126723
2017-07-19,26891773425
2017-07-20,26796861283
2017-07-21,26933956599
2017-07-24,27181782746
2017-07-25,27403244409
2017-07-26,27477064964
2017-07-27,27714345318
2017-07-28,27550885518
2017-07-31,27745982698
2017-08-01,27724891111
2017-08-02,27777620079
2017-08-03,27471792067
2017-08-04,27593068692
2017-08-07,27672162144
2017-08-08,27461246274
2017-08-09,27060506121
2017-08-10,26823225767
2017-08-11,27197601436
2017-08-14,26939229495
2017-08-15,27202874333
2017-08-16,26991958463
2017-08-17,26991958463
2017-08-18,26981412669
2017-08-21,26981412669
2017-08-22,27213420126
2017-08-23,27239784610
2017-08-24,27007777153
2017-08-25,27587795796
2017-08-28,27492883654
2017-08-29,27571977105
2017-08-30,27793438769
2017-08-31,27772347182
2017-09-01,27930534084
2017-09-05,27956898568
2017-09-06,27898896704
2017-09-07,28004354639
2017-09-08,27904169601
2017-09-11,28099266780
2017-09-12,27867259323
2017-09-13,28204724715
2017-09-14,27777620079
2017-09-15,28294363960
2017-09-18,28436732172
2017-09-19,28431459276
2017-09-20,28679285423
2017-09-21,28405094792
2017-09-22,28141449954
2017-09-25,28521098520
2017-09-26,28531644314
2017-09-27,28542190107
2017-09-28,28500006933
2017-09-29,28447277966
2017-10-02,28138920144
2017-10-03,28013811940
2017-10-04,28274454031
2017-10-05,28300518240
2017-10-06,28269241189
2017-10-09,28133707302
2017-10-10,28112855935
2017-10-11,28034663307
2017-10-12,28295305398
2017-10-13,28383923709
2017-10-16,28540308964
2017-10-17,28582011699
2017-10-18,28602863066
2017-10-19,28535096122
2017-10-20,28613288749
2017-10-23,28644565800
2017-10-24,28535096122
2017-10-25,28436052128
2017-10-26,28597650224
2017-10-27,28566373173
2017-10-30,28509031913
2017-10-31,28993826202
2017-11-01,28962549151
2017-11-02,29108508722
2017-11-03,29535961752
2017-11-06,28237964138
2017-11-07,27414335131
2017-11-08,28138920144
2017-11-09,28159771511
2017-11-10,28248389822
2017-11-13,28159771511
2017-11-14,28634140117
2017-11-15,28201474246
2017-11-16,28399562235
2017-11-17,28613288749
2017-11-20,28654991484
2017-11-21,28488180546
2017-11-22,28618501591
2017-11-24,28628927275
2017-11-27,28754035479
2017-11-28,29363937972
2017-11-29,30078097301
2017-11-30,30093735826
2017-12-01,30119800035
2017-12-04,31032047354
2017-12-05,30901726308
2017-12-06,31026834512
2017-12-07,31751419525
2017-12-08,32653241160
2017-12-11,32309193600
2017-12-12,32236213814
2017-12-13,32121531294
2017-12-14,31746206683
2017-12-15,31772270892
2017-12-18,31975571723
2017-12-19,31808760785
2017-12-20,31683652581
2017-12-21,31584608587
2017-12-22,31652375531
2017-12-26,31673226898
2017-12-27,31725355316
2017-12-28,31829612152
2017-12-29,31657588372
2018-01-02,31570876595
2018-01-03,31638714842
2018-01-04,31748299703
2018-01-05,32066617632
2018-01-08,32134455880
2018-01-09,32030089345
2018-01-10,32014434365
2018-01-11,31946596118
2018-01-12,32030089345
2018-01-16,32207512454
2018-01-17,32457992136
2018-01-18,32468428789
2018-01-19,32985043133
2018-01-22,33183339548
2018-01-23,33052881381
2018-01-24,33256396122
2018-01-25,33392072617
2018-01-26,33459910864
2018-01-29,33078973014
2018-01-30,33032008074
2018-01-31,32807620025
2018-02-01,32348407275
2018-02-02,31925722811
2018-02-05,29994941929
2018-02-06,31122100498
2018-02-07,30490682966
2018-02-08,29744462247
2018-02-09,30438499699
2018-02-12,30334133165
2018-02-13,30485464639
2018-02-14,30448936352
2018-02-15,30981205677
2018-02-16,31309960260
2018-02-20,30725507668
2018-02-21,30553302887
2018-02-22,30715071015
2018-02-23,31142973805
2018-02-26,31456073407
2018-02-27,31231685359
2018-02-28,31127318825
2018-03-01,31028170617
2018-03-02,31132537151
2018-03-05,31330833566
2018-03-06,31763954683
2018-03-07,31377798507
2018-03-08,31560439942
2018-03-09,31977906078
2018-03-12,31581313248
2018-03-13,31675243129
2018-03-14,31247340339
2018-03-15,30986424003
2018-03-16,31372580180
2018-03-19,31403890140
2018-03-20,31534348308
2018-03-21,31466510061
2018-03-22,31189938745
2018-03-23,30955114043
2018-03-26,31289086953
2018-03-27,30975987350
2018-03-28,30981205677
2018-03-29,31289086953
2018-04-02,30423006255
2018-04-03,30986009112
2018-04-04,31908708239
2018-04-05,31439539192
2018-04-06,31131972816
2018-04-09,31199741678
2018-04-10,31601141864
2018-04-11,31549011969
2018-04-12,31543798980
2018-04-13,31496882075
2018-04-16,31934773186
2018-04-17,32581183875
2018-04-18,32242339562
2018-04-19,32101588848
2018-04-20,31877430303
2018-04-23,31976477102
2018-04-24,32284043478
2018-04-25,32555118927
2018-04-26,32815768398
2018-04-27,33039926943
2018-04-30,32602035832
2018-05-01,32888750250
2018-05-02,32742786547
2018-05-03,32414368213
2018-05-04,32471711097
2018-05-07,33092056838
2018-05-08,32706295621
2018-05-09,33102482817
2018-05-10,32706295621
2018-05-11,32747999536
2018-05-14,32789703451
2018-05-15,32815768398
2018-05-16,33024287975
2018-05-17,33290150436
2018-05-18,33123334774
2018-05-21,33175464668
2018-05-22,33201529615
2018-05-23,33415262182
2018-05-24,33670698663
2018-05-25,33894857208
2018-05-29,33962626071
2018-05-30,34431795119
2018-05-31,33900070198
2018-06-01,34098163796
2018-06-04,34270192447
2018-06-05,34317109351
2018-06-06,34291044404
2018-06-07,34280618425
2018-06-08,34483925013
2018-06-11,34619462738
2018-06-12,34520415939
2018-06-13,34348387288
2018-06-14,34655953664
2018-06-15,34869686230
2018-06-18,34796704378
2018-06-19,34874899219
2018-06-20,35145974669
2018-06-21,35490031971
2018-06-22,35338855278
2018-06-25,35568226812
2018-06-26,35557800833
2018-06-27,35479605992
2018-06-28,35630782685
2018-06-29,35599504749
2018-07-02,35397414468
2018-07-03,35699511295
2018-07-05,36126613706
2018-07-06,36137030838
2018-07-09,36110988008
2018-07-10,36277662120
2018-07-11,36147447970
2018-07-12,36376624874
2018-07-13,36845395813
