,VO
2022-08-10,34263608129
2022-08-11,34346753540
2022-08-12,34931850880
2022-08-15,34967264666
2022-08-16,35016536021
2022-08-17,34608507613
2022-08-18,34699351674
2022-08-19,34174303798
2022-08-22,33461408882
2022-08-23,33436773205
2022-08-24,33643097004
2022-08-25,34177383258
2022-08-26,33048761285
2022-08-29,32822420999
2022-08-30,32463663946
2022-08-31,32249641498
2022-09-01,32087969865
2022-09-02,31884725526
2022-09-06,31807739034
2022-09-07,32520633950
2022-09-08,32837818297
2022-09-09,33389041580
2022-09-12,33684669709
2022-09-13,32377439075
2022-09-14,32380518535
2022-09-15,32049476619
2022-09-16,31602954966
2022-09-19,31850851470
2022-09-20,31305787106
2022-09-21,30831550316
2022-09-22,30238754327
2022-09-23,29605925363
2022-09-26,29147085871
2022-09-27,29071639109
2022-09-28,29792232674
2022-09-29,29187118847
2022-09-30,28943841532
2022-10-03,29806090242
2022-10-04,30885440860
2022-10-05,30722229497
2022-10-06,30412743799
2022-10-07,29588988335
2022-10-10,29328773992
2022-10-11,29128609113
2022-10-12,28950000451
2022-10-13,29558193738
2022-10-14,28726739624
2022-10-17,29508922383
2022-10-18,29961602956
2022-10-19,29518160762
2022-10-20,29217913443
2022-10-21,29818408081
2022-10-24,30078622424
2022-10-25,30814613287
2022-10-26,30828470856
2022-10-27,30890060050
2022-10-28,31539826042
2022-10-31,31408949006
2022-11-01,31519809554
2022-11-02,30637544356
2022-11-03,30586733271
2022-11-04,30934712215
2022-11-07,31114860606
2022-11-08,31315025485
2022-11-09,30686815711
2022-11-10,32517554490
2022-11-11,32808563430
2022-11-14,32425170700
2022-11-15,32802404511
2022-11-16,32408233672
2022-11-17,32095668514
2022-11-18,32322008801
2022-11-21,32246562039
2022-11-22,32663828825
2022-11-23,32842437487
2022-11-25,32927122628
2022-11-28,32340485559
2022-11-29,32406693942
2022-11-30,33339770225
2022-12-01,33452170503
2022-12-02,33389041580
2022-12-05,32625335579
2022-12-06,32221926361
2022-12-07,32197290684
2022-12-08,32445187188
2022-12-09,32201909873
2022-12-12,32706941261
2022-12-13,32979473442
2022-12-14,32750053696
2022-12-15,31983268236
2022-12-16,31581398748
2022-12-19,31248817102
2022-12-20,31305787106
2022-12-21,31786182816
2022-12-22,31219562235
2022-12-23,31408949006
2022-12-27,31373535219
2022-12-28,30936251945
2022-12-29,31539826042
2022-12-30,31381233869
2023-01-03,31236499264
2023-01-04,31692259296
2023-01-05,31274992510
2023-01-06,31994046345
2023-01-09,32103367164
2023-01-10,32365121236
2023-01-11,32848596406
2023-01-12,32954837765
2023-01-13,33056459934
2023-01-17,33059539394
2023-01-18,32576064224
2023-01-19,32217307172
2023-01-20,32817801809
2023-01-23,33250465894
2023-01-24,33178098592
2023-01-25,33238148056
2023-01-26,33604603758
2023-01-27,33730861604
2023-01-30,33301276979
2023-01-31,33877135939
2023-02-01,34283624617
2023-02-02,34794814924
2023-02-03,34272846508
2023-02-06,34075761089
2023-02-07,34412961924
2023-02-08,34123492714
2023-02-09,33750878092
2023-02-10,33826324854
2023-02-13,34188161367
2023-02-14,34223575153
2023-02-15,34542299230
2023-02-16,34166605149
2023-02-17,33960281351
2023-02-21,33171939672
2023-02-22,33159621834
2023-02-23,33282800221
2023-02-24,32976393983
2023-02-27,33065698314
2023-02-28,32962536414
2023-03-01,32880930733
2023-03-02,33181178052
2023-03-03,33632318895
2023-03-06,33472186991
2023-03-07,32976393983
2023-03-08,33053380475
2023-03-09,32257340148
2023-03-10,31408949006
2023-03-13,31151814122
2023-03-14,31592176857
2023-03-15,31068668711
2023-03-16,31507491715
2023-03-17,30943950594
2023-03-20,31321184405
2023-03-21,31806199304
2023-03-22,31036334384
2023-03-23,30825391396
2023-03-24,31031715195
2023-03-27,31230340344
2023-03-28,31279611699
2023-03-29,31769245788
2023-03-30,31937076341
2023-03-31,32475981785
2023-04-03,32423630970
2023-04-04,32066413647
2023-04-05,31858550119
2023-04-06,31887804986
2023-04-10,32117224732
2023-04-11,32360502047
2023-04-12,32217307172
2023-04-13,32474442055
2023-04-14,32312770422
2023-04-17,32548349087
2023-04-18,32571445035
2023-04-19,32546809357
2023-04-20,32383597994
2023-04-21,32371280156
2023-04-24,32425170700
2023-04-25,31778484167
2023-04-26,31492094417
2023-04-27,31954013369
2023-04-28,32225005821
2023-05-01,32200370143
2023-05-02,31707656595
2023-05-03,31562921990
2023-05-04,31341200893
2023-05-05,31855470659
2023-05-08,31832374712
2023-05-09,31735371732
2023-05-10,31809278764
2023-05-11,31650686591
2023-05-12,31639908482
2023-05-15,31855470659
2023-05-16,31338121433
2023-05-17,31712275784
2023-05-18,32010983373
2023-05-19,31906281744
2023-05-22,32060254728
2023-05-23,31666083889
2023-05-24,31344280352
2023-05-25,31322724135
2023-05-26,31638368752
2023-05-30,31626050913
2023-05-31,31376614679
2023-06-01,31663004429
2023-06-02,32338945829
2023-06-05,32251181228
2023-06-06,32525253140
2023-06-07,32694623422
2023-06-08,32708480991
2023-06-09,32666908285
2023-06-12,32919423979
2023-06-13,33258164544
2023-06-14,33202734269
2023-06-15,33601524298
2023-06-16,33515299427
2023-06-20,33235068596
2023-06-21,33199654810
2023-06-22,33079555882
2023-06-23,32663828825
2023-06-26,32865533434
2023-06-27,33342849685
2023-06-28,33361326443
2023-06-29,33576888620
2023-06-30,33898692157
2023-07-03,34012632165
2023-07-05,33847881072
2023-07-06,33550713213
2023-07-07,33696987548
2023-07-10,34049585681
2023-07-11,34474551117
2023-07-12,34640841940
2023-07-13,34877960335
2023-07-14,34631603561
2023-07-17,34819450601
2023-07-18,35038092239
2023-07-19,35141254138
2023-07-20,34947248178
2023-07-21,34990360614
2023-07-24,35001138722
2023-07-25,35105840352
2023-07-26,35124317110
2023-07-27,34725527081
2023-07-28,34931850880
2023-07-31,35093522513
2023-08-01,34974963315
2023-08-02,34577713016
2023-08-03,34449915440
2023-08-04,34232813532
2023-08-07,34485329226
2023-08-08,34225114883
2023-08-09,34101936496
2023-08-10,34015711625
2023-08-11,33986456758
2023-08-14,34014171895
2023-08-15,33567650241
2023-08-16,33305896169
2023-08-17,32968695334
2023-08-18,33062618854
2023-08-21,33059539394
2023-08-22,32991791281
2023-08-23,33301276979
2023-08-24,32939440467
2023-08-25,33119588858
2023-08-28,33347468874
2023-08-29,33786291879
2023-08-30,33940264863
2023-08-31,33826324854
2023-09-01,33994155407
2023-09-05,33624620245
2023-09-06,33587666729
2023-09-07,33442932124
2023-09-08,33402899148
2023-09-11,33470647261
2023-09-12,33405978608
2023-09-13,33225830217
2023-09-14,33553792673
2023-09-15,33265863193
2023-09-18,33188876701
2023-09-19,33113429939
2023-09-20,32976393983
2023-09-21,32240403119
2023-09-22,32181893385
2023-09-25,32269657986
2023-09-26,31810818494
2023-09-27,31917059853
2023-09-28,32158797438
2023-09-29,32063334188
2023-10-02,31687640107
2023-10-03,31247277372
2023-10-04,31495173877
2023-10-05,31419727115
2023-10-06,31783103357
2023-10-09,32035619051
2023-10-10,32288134744
2023-10-11,32377439075
2023-10-12,31957092829
2023-10-13,31813897954
2023-10-16,32215767442
2023-10-17,32371280156
2023-10-18,31781563627
2023-10-19,31350439272
2023-10-20,30928553296
2023-10-23,30737626795
2023-10-24,30931632755
2023-10-25,30492809751
2023-10-26,30425061638
2023-10-27,30126354049
2023-10-30,30243373517
2023-10-31,30549779755
2023-11-01,30674497872
2023-11-02,31401250356
2023-11-03,31995586075
2023-11-06,31750769030
2023-11-07,31809278764
2023-11-08,31743070381
2023-11-09,31481316308
2023-11-10,31853930929
2023-11-13,31792341736
2023-11-14,32807023700
2023-11-15,32905566410
2023-11-16,32773149644
2023-11-17,32959456955
2023-11-20,33107271019
2023-11-21,33053380475
2023-11-22,33201194539
2023-11-24,33338230495
2023-11-27,33261244003
2023-11-28,33205813729
2023-11-29,33361326443
2023-11-30,33606143487
2023-12-01,34158906500
2023-12-04,34125032443
2023-12-05,33829404314
2023-12-06,33798609717
2023-12-07,33934105943
2023-12-08,34066522710
2023-12-11,34400644085
2023-12-12,34494567605
2023-12-13,35229018739
2023-12-14,35726351477
2023-12-15,35472296053
2023-12-18,35513868759
2023-12-19,35831053106
2023-12-20,35213621440
2023-12-21,35506170110
2023-12-22,35657063634
2023-12-26,35889562840
2023-12-27,35981946630
2023-12-28,36021979606
2023-12-29,35820274997
2024-01-02,35617030658
2024-01-03,35056568997
2024-01-04,35059648456
2024-01-05,35124317110
2024-01-08,35570838763
2024-01-09,35389150642
2024-01-10,35501550920
2024-01-11,35384531453
2024-01-12,35326021719
2024-01-16,35070426565
2024-01-17,34776338166
2024-01-18,34979582505
2024-01-19,35247495497
2024-01-22,35518487949
2024-01-23,35481534432
2024-01-24,35241336577
2024-01-25,35549282545
2024-01-26,35521567408
2024-01-29,35814116078
2024-01-30,35780242021
2024-01-31,35287528473
2024-02-01,35738669316
2024-02-02,35744828235
2024-02-05,35390690372
2024-02-06,35690937691
2024-02-07,35854149054
2024-02-08,35994264469
2024-02-09,36089727719
2024-02-12,36249859623
2024-02-13,35586236062
2024-02-14,36063552312
2024-02-15,36473120449
2024-02-16,36282193949
2024-02-20,36132840155
2024-02-21,36169793671
2024-02-22,36599378296
2024-02-23,36671745599
2024-02-26,36602457756
2024-02-27,36784145877
2024-02-28,36830337772
2024-02-29,37039741031
2024-03-01,37290716994
2024-03-04,37424673491
2024-03-05,37113648063
2024-03-06,37426213220
2024-03-07,37760334596
2024-03-08,37634076749
2024-03-11,37663331616
2024-03-12,37760334596
2024-03-13,37717222160
2024-03-14,37355385648
2024-03-15,37315352672
2024-03-18,37389259704
2024-03-19,37604821882
2024-03-20,37955880285
2024-03-21,38080598402
2024-03-22,37854258116
2024-03-25,37851178656
2024-03-26,37837321088
2024-03-27,38385464911
2024-03-28,38471689782
2024-04-01,38222253548
2024-04-02,37854258116
2024-04-03,37988214612
2024-04-04,37533994309
2024-04-05,37861956765
2024-04-08,38005151640
2024-04-09,38091376511
2024-04-10,37524755930
2024-04-11,37521676470
2024-04-12,36944277780
2024-04-15,36514693155
2024-04-16,36336084494
2024-04-17,36239081514
2024-04-18,36202127998
2024-04-19,36182111510
2024-04-22,36474660179
2024-04-23,36782606147
2024-04-24,36874989938
2024-04-25,36925801022
2024-04-26,37013565623
2024-04-29,37238366180
2024-04-30,36654808571
2024-05-01,36591679647
2024-05-02,36898085885
2024-05-03,37125965902
2024-05-06,37513980745
2024-05-07,37566331564
2024-05-08,37506282339
2024-05-09,37786513193
2024-05-10,37837324282
2024-05-13,37757256117
2024-05-14,37909689621
2024-05-15,38336194801
2024-05-16,38220715059
2024-05-17,38294622840
2024-05-20,38319256279
2024-05-21,38285382222
2024-05-22,38182220324
2024-05-23,37651013532
2024-05-24,37969741060
2024-05-28,37647936762
2024-05-29,37161381860
2024-05-30,37335369160
2024-05-31,37661793354
2024-06-03,37400038785
2024-06-04,37299956343
2024-06-05,37560170692
2024-06-06,37458551440
2024-06-07,37272243383
2024-06-10,37441613194
2024-06-11,37327673177
2024-06-12,37595586189
2024-06-13,37490884065
2024-06-14,37213732678
2024-06-17,37441611978
2024-06-18,37580187669
2024-06-20,37572487311
2024-06-21,37530918018
2024-06-24,37717224855
2024-06-25,37549394290
2024-06-26,37303037498
2024-06-27,37301496072
2024-06-28,37276861847
2024-07-01,36990471357
2024-07-02,37159841647
2024-07-03,37193715705
2024-07-05,37210650801
2024-07-08,37283018830
2024-07-09,37190635038
2024-07-10,37490882361
2024-07-11,37946643385
2024-07-12,38296161575
2024-07-15,38345433429
2024-07-16,39021374855
2024-07-17,38647220490
2024-07-18,38399323726
2024-07-19,38202238548
2024-07-22,38617965120
2024-07-23,38440897931
2024-07-24,37848101900
2024-07-25,37897373259
2024-07-26,38353132079
2024-07-29,38391624079
2024-07-30,38519421657
2024-07-31,38782715461
2024-08-01,38219174336
2024-08-02,37515520719
2024-08-05,63603057923
2024-08-06,64416013254
2024-08-07,63948029100
2024-08-08,64212187708
2024-08-09,64370047712
