,WRB
2014-01-22,3594235275
2014-01-23,3541636710
2014-01-24,3480271717
2014-01-27,3471505290
2014-01-28,3544558852
2014-01-29,3494882430
2014-01-30,3418906725
2014-01-31,3354619590
2014-02-03,3284488170
2014-02-04,3357541732
2014-02-05,3325398165
2014-02-06,3354619590
2014-02-07,3369230302
2014-02-10,3413062440
2014-02-11,3459816720
2014-02-12,3471505290
2014-02-13,3483193860
2014-02-14,3518259569
2014-02-18,3512415285
2014-02-19,3500726715
2014-02-20,3529948140
2014-02-21,3524103855
2014-02-24,3515337427
2014-02-25,3512415285
2014-02-26,3524103855
2014-02-27,3559169565
2014-02-28,3570858135
2014-03-03,3527025997
2014-03-04,3553325280
2014-03-05,3556247422
2014-03-06,3544558852
2014-03-07,3527025997
2014-03-10,3527025997
2014-03-11,3518259569
2014-03-12,3527025997
2014-03-13,3518259569
2014-03-14,3521181712
2014-03-17,3550403137
2014-03-18,3559169565
2014-03-19,3547480995
2014-03-20,3538714567
2014-03-21,3553325280
2014-03-24,3547480995
2014-03-25,3573780277
2014-03-26,3550403137
2014-03-27,3541636710
2014-03-28,3544558852
2014-03-31,3541829490
2014-04-01,3524594310
2014-04-02,3507359130
2014-04-03,3541829490
2014-04-04,3521721780
2014-04-07,3490123950
2014-04-08,3481506360
2014-04-09,3524594310
2014-04-10,3484378890
2014-04-11,3455653590
2014-04-14,3478633830
2014-04-15,3495869010
2014-04-16,3524594310
2014-04-17,3521721780
2014-04-21,3524594310
2014-04-22,3530339369
2014-04-23,3622260330
2014-04-24,3673965869
2014-04-25,3653858160
2014-04-28,3702691170
2014-04-29,3757269240
2014-04-30,3765886830
2014-05-01,3774504420
2014-05-02,3800357190
2014-05-05,3780249480
2014-05-06,3748651650
2014-05-07,3829082490
2014-05-08,3780249480
2014-05-09,3777376950
2014-05-12,3800357190
2014-05-13,3794612130
2014-05-14,3768759360
2014-05-15,3742906590
2014-05-16,3745779119
2014-05-19,3751524180
2014-05-20,3734289000
2014-05-21,3751524180
2014-05-22,3742906590
2014-05-23,3757269240
2014-05-27,3771631890
2014-05-28,3765886830
2014-05-29,3788867070
2014-05-30,3794612130
2014-06-02,3797484660
2014-06-03,3794612130
2014-06-04,3840572610
2014-06-05,3857807790
2014-06-06,3860680320
2014-06-09,3869297910
2014-06-10,3849190200
2014-06-11,3852062730
2014-06-12,3840572610
2014-06-13,3843445140
2014-06-16,3831955020
2014-06-17,3877915500
2014-06-18,3906640800
2014-06-19,3926748510
2014-06-20,3912385860
2014-06-23,3906640800
2014-06-24,3877915500
2014-06-25,3883660560
2014-06-26,3889405619
2014-06-27,3921003450
2014-06-30,3925583550
2014-07-01,3925583550
2014-07-02,3911277487
2014-07-03,3934167187
2014-07-07,3934167187
2014-07-08,3916999912
2014-07-09,3914138700
2014-07-10,3914138700
2014-07-11,3911277487
2014-07-14,3931305975
2014-07-15,3905555062
2014-07-16,3908416275
2014-07-17,3874081724
2014-07-18,3888387787
2014-07-21,3868359300
2014-07-22,3831163537
2014-07-23,3836885962
2014-07-24,3836885962
2014-07-25,3802551412
2014-07-28,3791106562
2014-07-29,3822579900
2014-07-30,3808273837
2014-07-31,3782522925
2014-08-01,3788245350
2014-08-04,3791106562
2014-08-05,3796828987
2014-08-06,3819718687
2014-08-07,3822579900
2014-08-08,3842608387
2014-08-11,3868359300
2014-08-12,3905555062
2014-08-13,3934167187
2014-08-14,3977085375
2014-08-15,3991391437
2014-08-18,4011419925
2014-08-19,4002836287
2014-08-20,4040032050
2014-08-21,4062921750
2014-08-22,4051476900
2014-08-25,4074366600
2014-08-26,4080089025
2014-08-27,4094395087
2014-08-28,4085811450
2014-08-29,4100117512
2014-09-02,4100117512
2014-09-03,4085811450
2014-09-04,4100117512
2014-09-05,4094395087
2014-09-08,4094395087
2014-09-09,4065782962
2014-09-10,4085811450
2014-09-11,4065782962
2014-09-12,4062921750
2014-09-15,4105839937
2014-09-16,4100117512
2014-09-17,4094395087
2014-09-18,4125868425
2014-09-19,4105839937
2014-09-22,4074366600
2014-09-23,4040032050
2014-09-24,4082950237
2014-09-25,4051476900
2014-09-26,4074366600
2014-09-29,4062921750
2014-09-30,4040803800
2014-10-01,4040803800
2014-10-02,4057925850
2014-10-03,4129267725
2014-10-06,4112145675
2014-10-07,4075047900
2014-10-08,4120706700
2014-10-09,4049364825
2014-10-10,4049364825
2014-10-13,4043657475
2014-10-14,4075047900
2014-10-15,4060779525
2014-10-16,4012267050
2014-10-17,4077901574
2014-10-20,4095023625
2014-10-21,4197755925
2014-10-22,4166365500
2014-10-23,4200609600
2014-10-24,4306195575
2014-10-27,4294780875
2014-10-28,4297634550
2014-10-29,4289073525
2014-10-30,4311902925
2014-10-31,4357561725
2014-11-03,4349000700
2014-11-04,4363269075
2014-11-05,4368976425
2014-11-06,4351854375
2014-11-07,4340439675
2014-11-10,4349000700
2014-11-11,4326171300
2014-11-12,4314756600
2014-11-13,4334732325
2014-11-14,4303341900
2014-11-17,4303341900
2014-11-18,4326171300
2014-11-19,4326171300
2014-11-20,4371830100
2014-11-21,4383244800
2014-11-24,4408927875
2014-11-25,4394659500
2014-11-26,4414635225
2014-11-28,4417488900
2014-12-01,4388952150
2014-12-02,4411781550
2014-12-03,4408927875
2014-12-04,4471708725
2014-12-05,4485977100
2014-12-08,4563026325
2014-12-09,4517367525
2014-12-10,4451733000
2014-12-11,4448879325
2014-12-12,4368976425
2014-12-15,4326171300
2014-12-16,4243414725
2014-12-17,4283366175
2014-12-18,4343293350
2014-12-19,4271951475
2014-12-22,4311902925
2014-12-23,4360415400
2014-12-24,4357561725
2014-12-26,4354708050
2014-12-29,4383244800
2014-12-30,4386098475
2014-12-31,4305305497
2015-01-02,4254288052
2015-01-05,4214607817
2015-01-06,4206104910
2015-01-07,4208939212
2015-01-08,4299636892
2015-01-09,4262790959
2015-01-12,4220276422
2015-01-13,4228779330
2015-01-14,4104070020
2015-01-15,4078561297
2015-01-16,4143750255
2015-01-20,4106904322
2015-01-21,4123910137
2015-01-22,4242950842
2015-01-23,4191933397
2015-01-26,4214607817
2015-01-27,4208939212
2015-01-28,4166424675
2015-01-29,4237282237
2015-01-30,4115407230
2015-02-02,4163590372
2015-02-03,4191933397
2015-02-04,4064389785
2015-02-05,4132413045
2015-02-06,4157921767
2015-02-09,4169258977
2015-02-10,4183430490
2015-02-11,4194767700
2015-02-12,4214607817
2015-02-13,4220276422
2015-02-17,4220276422
2015-02-18,4223110725
2015-02-19,4208939212
2015-02-20,4240116540
2015-02-23,4211773515
2015-02-24,4203270607
2015-02-25,4203270607
2015-02-26,4228779330
2015-02-27,4191933397
2015-03-02,4220276422
2015-03-03,4211773515
2015-03-04,4203270607
2015-03-05,4214607817
2015-03-06,4217442120
2015-03-09,4214607817
2015-03-10,4146584557
2015-03-11,4214607817
2015-03-12,4305305497
2015-03-13,4248619447
2015-03-16,4313808405
2015-03-17,4293968287
2015-03-18,4330814220
2015-03-19,4274128170
2015-03-20,4316642707
2015-03-23,4336482825
2015-03-24,4265625262
2015-03-25,4223110725
2015-03-26,4242950842
2015-03-27,4225945027
2015-03-30,4296802590
2015-03-31,4169253532
2015-04-01,4141402807
2015-04-02,4149758025
2015-04-06,4177608750
2015-04-07,4124692372
2015-04-08,4141402807
2015-04-09,4177608750
2015-04-10,4160898315
2015-04-13,4155328170
2015-04-14,4158113242
2015-04-15,4144187880
2015-04-16,4183178895
2015-04-17,4141402807
2015-04-20,4180393822
2015-04-21,4107981937
2015-04-22,4071775995
2015-04-23,4085701357
2015-04-24,4105196865
2015-04-27,4099626720
2015-04-28,4119122227
2015-04-29,4063420777
2015-04-30,4043925270
2015-05-01,4052280487
2015-05-04,4060635705
2015-05-05,4052280487
2015-05-06,4068990922
2015-05-07,4096841647
2015-05-08,4124692372
2015-05-11,4116337155
2015-05-12,4102411792
2015-05-13,4107981937
2015-05-14,4124692372
2015-05-15,4116337155
2015-05-18,4121907300
2015-05-19,4138617735
2015-05-20,4141402807
2015-05-21,4110767010
2015-05-22,4082916285
2015-05-26,4038355125
2015-05-27,4063420777
2015-05-28,4066205850
2015-05-29,4043925270
2015-06-01,4057850632
2015-06-02,4094056575
2015-06-03,4152543097
2015-06-04,4096841647
2015-06-05,4085701357
2015-06-08,4055065560
2015-06-09,4021644690
2015-06-10,4146972952
2015-06-11,4202674402
2015-06-12,4236095272
2015-06-15,4224954982
2015-06-16,4252805707
2015-06-17,4247235562
2015-06-18,4328002665
2015-06-19,4366993680
2015-06-22,4347498172
2015-06-23,4386489187
2015-06-24,4361423535
2015-06-25,4333572810
2015-06-26,4341928027
2015-06-29,4266731070
2015-06-30,4264826782
2015-07-01,4492062517
2015-07-02,4472664345
2015-07-06,4525316527
2015-07-07,4608451552
2015-07-08,4600138050
2015-07-09,4555799370
2015-07-10,4619536222
2015-07-13,4611222720
2015-07-14,4616765055
2015-07-15,4597366882
2015-07-16,4616765055
2015-07-17,4627849725
2015-07-20,4569655207
2015-07-21,4558570537
2015-07-22,4619536222
2015-07-23,4597366882
2015-07-24,4627849725
2015-07-27,4586282212
2015-07-28,4500376020
2015-07-29,4572426375
2015-07-30,4594595715
2015-07-31,4575197542
2015-08-03,4586282212
2015-08-04,4611222720
2015-08-05,4611222720
2015-08-06,4613993887
2015-08-07,4644476730
2015-08-10,4694357745
2015-08-11,4699900080
2015-08-12,4688815410
2015-08-13,4744238760
2015-08-14,4774721602
2015-08-17,4796890942
2015-08-18,4777492770
2015-08-19,4755323430
2015-08-20,4650019065
2015-08-21,4541943532
2015-08-24,4328563635
2015-08-25,4264826782
2015-08-26,4350732975
2015-08-27,4469893177
2015-08-28,4475435512
2015-08-31,4456037340
2015-09-01,4367359980
2015-09-02,4400613990
2015-09-03,4422783330
2015-09-04,4364588812
2015-09-08,4467122010
2015-09-09,4431096832
2015-09-10,4433868000
2015-09-11,4447723837
2015-09-14,4431096832
2015-09-15,4489291350
2015-09-16,4525316527
2015-09-17,4511460690
2015-09-18,4428325665
2015-09-21,4472664345
2015-09-22,4447723837
2015-09-23,4453266172
2015-09-24,4458808507
2015-09-25,4467122010
2015-09-28,4400613990
2015-09-29,4420012162
2015-09-30,4468845532
2015-10-01,4438332000
2015-10-02,4446653872
2015-10-05,4457749702
2015-10-06,4474393447
2015-10-07,4513228852
2015-10-08,4577029875
2015-10-09,4565934045
2015-10-12,4588125705
2015-10-13,4543742385
2015-10-14,4493811150
2015-10-15,4568708002
2015-10-16,4582577790
2015-10-19,4579803832
2015-10-20,4604769450
2015-10-21,4546516342
2015-10-22,4549290300
2015-10-23,4560386130
2015-10-26,4565934045
2015-10-27,4663022557
2015-10-28,4690762132
2015-10-29,4668570472
2015-10-30,4588125705
2015-11-02,4593673620
2015-11-03,4557612172
2015-11-04,4527098640
2015-11-05,4552064257
2015-11-06,4565934045
2015-11-09,4518776767
2015-11-10,4540968427
2015-11-11,4524324682
2015-11-12,4435558042
2015-11-13,4388400765
2015-11-16,4430010127
2015-11-17,4368983062
2015-11-18,4452201787
2015-11-19,4479941362
2015-11-20,4493811150
2015-11-23,4563160087
2015-11-24,4579803832
2015-11-25,4574255917
2015-11-27,4577029875
2015-11-30,4574255917
2015-12-01,4632509025
2015-12-02,4654700685
2015-12-03,4601995492
2015-12-04,4682440260
2015-12-07,4629735067
2015-12-08,4571481960
2015-12-09,4491037192
2015-12-10,4485489277
2015-12-11,4432784085
2015-12-14,4471619490
2015-12-15,4457749702
2015-12-16,4466071575
2015-12-17,4413366382
2015-12-18,4332921615
2015-12-21,4355113275
2015-12-22,4388400765
2015-12-23,4413366382
2015-12-24,4552064257
2015-12-28,4554838215
2015-12-29,4613091322
2015-12-30,4588125705
2015-12-31,4480856100
2016-01-04,4362066450
2016-01-05,4400742150
2016-01-06,4345491150
2016-01-07,4270902300
2016-01-08,4257089550
2016-01-11,4201838550
2016-01-12,4163162850
2016-01-13,4060948500
2016-01-14,4124487150
2016-01-15,4030560450
2016-01-19,4025035350
2016-01-20,3961496700
2016-01-21,3961496700
2016-01-22,4025035350
2016-01-25,3925583550
2016-01-26,3975309450
2016-01-27,3955971600
2016-01-28,3994647300
2016-01-29,4105149300
2016-02-01,4113436950
2016-02-02,4033323000
2016-02-03,4135537350
2016-02-04,4135537350
2016-02-05,4182500700
2016-02-08,4188025800
2016-02-09,4207363650
2016-02-10,4199076000
2016-02-11,4121724600
2016-02-12,4207363650
2016-02-16,4240514250
2016-02-17,4243276800
2016-02-18,4270902300
2016-02-19,4257089550
2016-02-22,4268139750
2016-02-23,4229464050
2016-02-24,4226701500
2016-02-25,4259852100
2016-02-26,4273664850
2016-02-29,4215651300
2016-03-01,4295765250
2016-03-02,4339966050
2016-03-03,4353778800
2016-03-04,4339966050
2016-03-07,4317865650
2016-03-08,4298527800
2016-03-09,4273664850
2016-03-10,4276427400
2016-03-11,4370354100
2016-03-14,4384166850
2016-03-15,4389691950
2016-03-16,4364829000
2016-03-17,4461518250
2016-03-18,4480856100
2016-03-21,4447705500
2016-03-22,4475331000
2016-03-23,4453230600
2016-03-24,4409029800
2016-03-28,4458755700
2016-03-29,4514006700
2016-03-30,4596883200
2016-03-31,4593501900
2016-04-01,4637643660
2016-04-04,4604537340
2016-04-05,4557636720
2016-04-06,4554877860
2016-04-07,4527289260
2016-04-08,4530048120
2016-04-11,4510736100
2016-04-12,4585225320
2016-04-13,4621090500
2016-04-14,4574189880
2016-04-15,4610055060
2016-04-18,4640402520
2016-04-19,4640402520
2016-04-20,4648679100
2016-04-21,4513494960
2016-04-22,4585225320
2016-04-25,4565913300
2016-04-26,4604537340
2016-04-27,4654196820
2016-04-28,4576948740
2016-04-29,4576948740
2016-05-02,4576948740
2016-05-03,4552119000
2016-05-04,4513494960
2016-05-05,4519012680
2016-05-06,4494182940
2016-05-09,4502459520
2016-05-10,4574189880
2016-05-11,4565913300
2016-05-12,4601778480
2016-05-13,4587984180
2016-05-16,4593501900
2016-05-17,4527289260
2016-05-18,4582466460
2016-05-19,4552119000
2016-05-20,4579707600
2016-05-23,4552119000
2016-05-24,4615572780
2016-05-25,4618331640
2016-05-26,4593501900
2016-05-27,4634884800
2016-05-31,4662473400
2016-06-01,4665232260
2016-06-02,4667991120
2016-06-03,4621090500
2016-06-06,4604537340
2016-06-07,4601778480
2016-06-08,4610055060
2016-06-09,4612813920
2016-06-10,4585225320
2016-06-13,4538324700
2016-06-14,4538324700
2016-06-15,4505218380
2016-06-16,4557636720
2016-06-17,4571431020
2016-06-20,4565913300
2016-06-21,4587984180
2016-06-22,4601778480
2016-06-23,4690062000
2016-06-24,4565913300
2016-06-27,4499700660
2016-06-28,4618331640
2016-06-29,4712132880
2016-06-30,4894819875
2016-07-01,4864485780
2016-07-05,4798302300
2016-07-06,4806575235
2016-07-07,4790029365
2016-07-08,4834151685
2016-07-11,4867243425
2016-07-12,4853455200
2016-07-13,4856212845
2016-07-14,4861728135
2016-07-15,4842424620
2016-07-18,4814848170
2016-07-19,4787271720
2016-07-20,4778998785
2016-07-21,4765210560
2016-07-22,4817605815
2016-07-25,4776241140
2016-07-26,4798302300
2016-07-27,4767968205
2016-07-28,4792787010
2016-07-29,4754179980
2016-08-01,4748664690
2016-08-02,4748664690
2016-08-03,4776241140
2016-08-04,4756937625
2016-08-05,4806575235
2016-08-08,4817605815
2016-08-09,4795544655
2016-08-10,4778998785
2016-08-11,4762452915
2016-08-12,4748664690
2016-08-15,4770725850
2016-08-16,4737634110
2016-08-17,4732118820
2016-08-18,4778998785
2016-08-19,4781756430
2016-08-22,4798302300
2016-08-23,4759695270
2016-08-24,4767968205
2016-08-25,4792787010
2016-08-26,4759695270
2016-08-29,4795544655
2016-08-30,4801059945
2016-08-31,4850697555
2016-09-01,4790029365
2016-09-02,4806575235
2016-09-06,4778998785
2016-09-07,4798302300
2016-09-08,4765210560
2016-09-09,4660420050
2016-09-12,4740391755
2016-09-13,4690754145
2016-09-14,4663177695
2016-09-15,4682481210
2016-09-16,4602509505
2016-09-19,4668692985
2016-09-20,4699027080
2016-09-21,4732118820
2016-09-22,4784514075
2016-09-23,4701784725
2016-09-26,4671450630
2016-09-27,4729361175
2016-09-28,4767968205
2016-09-29,4699027080
2016-09-30,4670247217
2016-10-03,4645681335
2016-10-04,4656599505
2016-10-05,4659329047
2016-10-06,4662058590
2016-10-07,4662058590
2016-10-10,4683894930
2016-10-11,4648410877
2016-10-12,4705731270
2016-10-13,4689354015
2016-10-14,4724838067
2016-10-17,4716649440
2016-10-18,4694813100
2016-10-19,4703001727
2016-10-20,4571983687
2016-10-21,4517392837
2016-10-24,4528311007
2016-10-25,4514663295
2016-10-26,4632033622
2016-10-27,4571983687
2016-10-28,4588360942
2016-10-31,4618385910
2016-11-01,4552876890
2016-11-02,4533770092
2016-11-03,4552876890
2016-11-04,4528311007
2016-11-07,4561065517
2016-11-08,4612926825
2016-11-09,4604738197
2016-11-10,4634763165
2016-11-11,4743944865
2016-11-14,4801265257
2016-11-15,4765781205
2016-11-16,4787617545
2016-11-17,4864044735
2016-11-18,4913176500
2016-11-21,4913176500
2016-11-22,4954119637
2016-11-23,4978685520
2016-11-25,5016899115
2016-11-28,5011440030
2016-11-29,5030546827
2016-11-30,4997792317
2016-12-01,5041464997
2016-12-02,5041464997
2016-12-05,5060571795
2016-12-06,5131539900
2016-12-07,5175212580
2016-12-08,5237992057
2016-12-09,5259828397
2016-12-12,5338985130
2016-12-13,5341714672
2016-12-14,5300771535
2016-12-15,5336255587
2016-12-16,5314419247
2016-12-19,5347173757
2016-12-20,5374469182
2016-12-21,5396305522
2016-12-22,5399035065
2016-12-23,5393575980
2016-12-27,5382657810
2016-12-28,5369010097
2016-12-29,5390846437
2016-12-30,5379928267
2017-01-03,5419362780
2017-01-04,5498897962
2017-01-05,5471472037
2017-01-06,5449531297
2017-01-09,5361768337
2017-01-10,5438560927
2017-01-11,5460501667
2017-01-12,5424847965
2017-01-13,5455016482
2017-01-17,5452273890
2017-01-18,5457759075
2017-01-19,5455016482
2017-01-20,5430333150
2017-01-23,5422105372
2017-01-24,5471472037
2017-01-25,5490670185
2017-01-26,5520838702
2017-01-27,5509868332
2017-01-30,5468729445
2017-01-31,5460501667
2017-02-01,5452273890
2017-02-02,5509868332
2017-02-03,5515353517
2017-02-06,5523581295
2017-02-07,5526323887
2017-02-08,5498897962
2017-02-09,5548264627
2017-02-10,5548264627
2017-02-13,5575690552
2017-02-14,5616829440
2017-02-15,5685394252
2017-02-16,5751216472
2017-02-17,5734760917
2017-02-21,5745731287
2017-02-22,5781384990
2017-02-23,5814296100
2017-02-24,5811553507
2017-02-27,5759444250
2017-02-28,5770414620
2017-03-01,5860920172
2017-03-02,5770414620
2017-03-03,5781384990
2017-03-06,5764929435
2017-03-07,5781384990
2017-03-08,5778642397
2017-03-09,5822523877
2017-03-10,5863662765
2017-03-13,5902059060
2017-03-14,5891088690
2017-03-15,5929484985
2017-03-16,5896573875
2017-03-17,5907544245
2017-03-20,5863662765
2017-03-21,5803325730
2017-03-22,5756701657
2017-03-23,5764929435
2017-03-24,5723790547
2017-03-27,5748473880
2017-03-28,5762186842
2017-03-29,5696364622
2017-03-30,5748473880
2017-03-31,5902291395
2017-04-03,5823330975
2017-04-04,5862811185
2017-04-05,5809230900
2017-04-06,5781030750
2017-04-07,5733090494
2017-04-10,5772570705
2017-04-11,5781030750
2017-04-12,5727450465
2017-04-13,5682330225
2017-04-17,5764110660
2017-04-18,5744370555
2017-04-19,5716170405
2017-04-20,5702070330
2017-04-21,5682330225
2017-04-24,5755650615
2017-04-25,5699250315
2017-04-26,5721810435
2017-04-27,5730270480
2017-04-28,5679510210
2017-05-01,5671050165
2017-05-02,5637209985
2017-05-03,5640030000
2017-05-04,5651310060
2017-05-05,5640030000
2017-05-08,5583629700
2017-05-09,5499029250
2017-05-10,5538509460
2017-05-11,5535689445
2017-05-12,5527229400
2017-05-15,5541329475
2017-05-16,5552609535
2017-05-17,5549789520
2017-05-18,5589269730
2017-05-19,5606189820
2017-05-22,5654130075
2017-05-23,5682330225
2017-05-24,5679510210
2017-05-25,5718990420
2017-05-26,5707710360
2017-05-30,5718990420
2017-05-31,5764110660
2017-06-01,5778210735
2017-06-02,5772570705
2017-06-05,5733090494
2017-06-06,5659770105
2017-06-07,5648490045
2017-06-08,5704890345
2017-06-09,5772570705
2017-06-12,5783850765
2017-06-13,5738730525
2017-06-14,5800770855
2017-06-15,5817690945
2017-06-16,5862811185
2017-06-19,5840251065
2017-06-20,5795130825
2017-06-21,5769750690
2017-06-22,5721810435
2017-06-23,5727450465
2017-06-26,5752830600
2017-06-27,5716170405
2017-06-28,5797950840
2017-06-29,5783850765
2017-06-30,5800524345
2017-07-03,5874127875
2017-07-05,5814678870
2017-07-06,5806186155
2017-07-07,5823171585
2017-07-10,5786369820
2017-07-11,5794862535
2017-07-12,5806186155
2017-07-13,5826002489
2017-07-14,5862804255
2017-07-17,5811847965
2017-07-18,5746737150
2017-07-19,5820340680
2017-07-20,5885451495
2017-07-21,5919422355
2017-07-24,5976040455
2017-07-25,6055305795
2017-07-26,5794862535
2017-07-27,5743906245
2017-07-28,5783538915
2017-07-31,5786369820
2017-08-01,5814678870
2017-08-02,5800524345
2017-08-03,5803355250
2017-08-04,5755229864
2017-08-07,5715597195
2017-08-08,5627839140
2017-08-09,5735413530
2017-08-10,5749568055
2017-08-11,5735413530
2017-08-14,5800524345
2017-08-15,5724089910
2017-08-16,5721259005
2017-08-17,5670302715
2017-08-18,5644824570
2017-08-21,5616515520
2017-08-22,5636331855
2017-08-23,5605191900
2017-08-24,5616515520
2017-08-25,5661810000
2017-08-28,5596699185
2017-08-29,5593868280
2017-08-30,5523095655
2017-08-31,5591037375
2017-09-01,5559897420
2017-09-05,5322101400
2017-09-06,5341917735
2017-09-07,5245666965
2017-09-08,5409859455
2017-09-11,5517433845
2017-09-12,5531588370
2017-09-13,5514602940
2017-09-14,5486293890
2017-09-15,5494786605
2017-09-18,5469308460
2017-09-19,5449492125
2017-09-20,5469308460
2017-09-21,5466477555
2017-09-22,5480632080
2017-09-25,5517433845
2017-09-26,5576882850
2017-09-27,5574051945
2017-09-28,5596699185
2017-09-29,5596699185
2017-10-02,5670740790
2017-10-03,5662217632
2017-10-04,5690628157
2017-10-05,5701992367
2017-10-06,5687787105
2017-10-09,5662217632
2017-10-10,5670740790
2017-10-11,5665058685
2017-10-12,5659376580
2017-10-13,5673581842
2017-10-16,5741767102
2017-10-17,5761654470
2017-10-18,5790064995
2017-10-19,5844044992
2017-10-20,5903707095
2017-10-23,5895183937
2017-10-24,5903707095
2017-10-25,5917912357
2017-10-26,5940640777
2017-10-27,5855409202
2017-10-30,5787223942
2017-10-31,5773018680
2017-11-01,5770177627
2017-11-02,5824157625
2017-11-03,5829839730
2017-11-06,5844044992
2017-11-07,5809952362
2017-11-08,5784382890
2017-11-09,5781541837
2017-11-10,5787223942
2017-11-13,5736084997
2017-11-14,5704833419
2017-11-15,5733243945
2017-11-16,5648012370
2017-11-17,5642330265
2017-11-20,5633807107
2017-11-21,5639489212
2017-11-22,5591191320
2017-11-24,5571303952
2017-11-27,5588350267
2017-11-28,5656535527
2017-11-29,5767336575
2017-11-30,5818475520
2017-12-01,5852568150
2017-12-04,5872455517
2017-12-05,5849727097
2017-12-06,5866773412
2017-12-07,5880978675
2017-12-08,5926435515
2017-12-11,5934958672
2017-12-12,5977574460
2017-12-13,5934958672
2017-12-14,5912230252
2017-12-15,5997461827
2017-12-18,5937799725
2017-12-19,5900866042
2017-12-20,5954846040
2017-12-21,5952004987
2017-12-22,5969051302
2017-12-26,5969051302
2017-12-27,5980415512
2017-12-28,6042918667
2017-12-29,6031554457
2018-01-02,5900132812
2018-01-03,5851794374
2018-01-04,5874541875
2018-01-05,5851794374
2018-01-08,5820516562
2018-01-09,5794925625
2018-01-10,5723839687
2018-01-11,5780708437
2018-01-12,5848950937
2018-01-16,5848950937
2018-01-17,5905819687
2018-01-18,5900132812
2018-01-19,5959845000
2018-01-22,6036617812
2018-01-23,6070739062
2018-01-24,6047991562
2018-01-25,6093486562
2018-01-26,6073582500
2018-01-29,6039461250
2018-01-30,6030930937
2018-01-31,6147511875
2018-02-01,6187320000
2018-02-02,6175946250
2018-02-05,5991122812
2018-02-06,5965531875
2018-02-07,5908663125
2018-02-08,5709622499
2018-02-09,5729526562
2018-02-12,5729526562
2018-02-13,5746587187
2018-02-14,5848950937
2018-02-15,5874541875
2018-02-16,5883072187
2018-02-20,5789238750
2018-02-21,5826203437
2018-02-22,5794925625
2018-02-23,5817673125
2018-02-26,5902976250
2018-02-27,5854637812
2018-02-28,5760804375
2018-03-01,5720996250
2018-03-02,5746587187
2018-03-05,5911506562
2018-03-06,5939940937
2018-03-07,5951314687
2018-03-08,5939940937
2018-03-09,6065052187
2018-03-12,6119077500
2018-03-13,6073582500
2018-03-14,6008183437
2018-03-15,5996809687
2018-03-16,6011026875
2018-03-19,6030930937
2018-03-20,6070739062
2018-03-21,6019557187
2018-03-22,5999653125
2018-03-23,5917193437
2018-03-26,6042304687
2018-03-27,5999653125
2018-03-28,6116234062
2018-03-29,6124764375
2018-04-02,6032014267
2018-04-03,6131646405
2018-04-04,6177192525
2018-04-05,6185732422
2018-04-06,6088946917
2018-04-09,6094640182
2018-04-10,6128799772
2018-04-11,6137339670
2018-04-12,6177192525
2018-04-13,6162959362
2018-04-16,6271131397
2018-04-17,6265438132
2018-04-18,6251204970
2018-04-19,6254051602
2018-04-20,6305290987
2018-04-23,6299597722
2018-04-24,6268284765
2018-04-25,6422002920
2018-04-26,6373610167
2018-04-27,6396383227
2018-04-30,6288211192
2018-05-01,6322370782
2018-05-02,6236971807
2018-05-03,6225585277
2018-05-04,6310984252
2018-05-07,6339450577
2018-05-08,6353683740
2018-05-09,6347990475
2018-05-10,6422002920
2018-05-11,6487475467
2018-05-14,6419156287
2018-05-15,6427696184
2018-05-16,6447622612
2018-05-17,6470395672
2018-05-18,6456162510
2018-05-21,6524481690
2018-05-22,6493168732
2018-05-23,6478935570
2018-05-24,6478935570
2018-05-25,6470395672
2018-05-29,6350837107
2018-05-30,6490322100
2018-05-31,6450469245
2018-06-01,6496015365
2018-06-04,6544408117
2018-06-05,6501708630
2018-06-06,6561487912
2018-06-07,6595647502
2018-06-08,6604187400
2018-06-11,6575721075
2018-06-12,6493168732
2018-06-13,6456162510
2018-06-14,6350837107
2018-06-15,6356530372
2018-06-18,6265438132
2018-06-19,6308137620
2018-06-20,6259744867
2018-06-21,6194272320
2018-06-22,6219892012
2018-06-25,6214198747
2018-06-26,6165805995
2018-06-27,6060480592
2018-06-28,6083253652
2018-06-29,6106026712
2018-07-02,6078183975
2018-07-03,6101012835
2018-07-05,6118134480
2018-07-06,6126695302
2018-07-09,6223717957
2018-07-10,6240839602
2018-07-11,6249400425
2018-07-12,6206596312
2018-07-13,6203742705
2018-07-16,6292204537
2018-07-17,6240839602
2018-07-18,6309326182
2018-07-19,6292204537
2018-07-20,6312179790
2018-07-23,6315033397
2018-07-24,6280790107
2018-07-25,6286497322
2018-07-26,6434884912
2018-07-27,6374959155
2018-07-30,6374959155
2018-07-31,6409202445
2018-08-01,6412056052
2018-08-02,6406348837
2018-08-03,6426324090
2018-08-06,6420616875
2018-08-07,6377812762
2018-08-08,6392080800
2018-08-09,6440592127
2018-08-10,6423470482
2018-08-13,6423470482
2018-08-14,6460567380
2018-08-15,6469128202
2018-08-16,6529053960
2018-08-17,6549029212
2018-08-20,6597540540
2018-08-21,6603247755
2018-08-22,6520493137
2018-08-23,6566150857
2018-08-24,6603247755
2018-08-27,6623223007
2018-08-28,6663173512
2018-08-29,6643198260
2018-08-30,6606101362
2018-08-31,6617515792
2018-09-04,6660319905
2018-09-05,6651759082
2018-09-06,6660319905
