,UNM
2013-11-26,8814736000
2013-11-27,8799070000
2013-11-29,8765127000
2013-12-02,8752072000
2013-12-03,8707685000
2013-12-04,8853901000
2013-12-05,8710296000
2013-12-06,8958341000
2013-12-09,8955730000
2013-12-10,8955730000
2013-12-11,8903510000
2013-12-12,8819958000
2013-12-13,8853901000
2013-12-16,8911343000
2013-12-17,8887844000
2013-12-18,9039282000
2013-12-19,8953119000
2013-12-20,8976618000
2013-12-23,9075836000
2013-12-24,9101946000
2013-12-26,9180276000
2013-12-27,9159388000
2013-12-30,9125445000
2013-12-31,9099752000
2014-01-02,8905202000
2014-01-03,8907796000
2014-01-06,8894826000
2014-01-07,8954488000
2014-01-08,9011556000
2014-01-09,9097158000
2014-01-10,9008962000
2014-01-13,8809224000
2014-01-14,8871480000
2014-01-15,9019338000
2014-01-16,8964864000
2014-01-17,8910390000
2014-01-21,8912984000
2014-01-22,8894826000
2014-01-23,8632832000
2014-01-24,8342303999
2014-01-27,8337116000
2014-01-28,8381214000
2014-01-29,8261890000
2014-01-30,8474598000
2014-01-31,8352680000
2014-02-03,7966174000
2014-02-04,8119220000
2014-02-05,8256702000
2014-02-06,8472003999
2014-02-07,8552418000
2014-02-10,8534260000
2014-02-11,8609486000
2014-02-12,8728810000
2014-02-13,8689900000
2014-02-14,8700276000
2014-02-18,8788472000
2014-02-19,8687306000
2014-02-20,8708058000
2014-02-21,8702870000
2014-02-24,8793660000
2014-02-25,8783284000
2014-02-26,8819600000
2014-02-27,8915578000
2014-02-28,9021932000
2014-03-03,8995992000
2014-03-04,9174978000
2014-03-05,9180166000
2014-03-06,9250204000
2014-03-07,9317648000
2014-03-10,9338400000
2014-03-11,9234640000
2014-03-12,9252798000
2014-03-13,9112722000
2014-03-14,9047872000
2014-03-17,9099752000
2014-03-18,9146444000
2014-03-19,9162008000
2014-03-20,9232046000
2014-03-21,9247610000
2014-03-24,9255392000
2014-03-25,9187948000
2014-03-26,9079000000
2014-03-27,8907796000
2014-03-28,8933736000
2014-03-31,9067608000
2014-04-01,9098424000
2014-04-02,9103560000
2014-04-03,9090720000
2014-04-04,8934072000
2014-04-07,8744040000
2014-04-08,8754312000
2014-04-09,8846760000
2014-04-10,8620776000
2014-04-11,8497512000
2014-04-14,8518056000
2014-04-15,8551439999
2014-04-16,8715792000
2014-04-17,8710656000
2014-04-21,8649024000
2014-04-22,8746608000
2014-04-23,8736336000
2014-04-24,8610504000
2014-04-25,8441015999
2014-04-28,8322887999
2014-04-29,8441015999
2014-04-30,8530896000
2014-05-01,8592528000
2014-05-02,8633616000
2014-05-05,8597664000
2014-05-06,8500080000
2014-05-07,8633616000
2014-05-08,8738904000
2014-05-09,8559144000
2014-05-12,8787696000
2014-05-13,8749176000
2014-05-14,8566848000
2014-05-15,8387087999
2014-05-16,8379384000
2014-05-19,8448720000
2014-05-20,8446152000
2014-05-21,8536032000
2014-05-22,8543736000
2014-05-23,8592528000
2014-05-27,8697816000
2014-05-28,8636184000
2014-05-29,8672136000
2014-05-30,8708088000
2014-06-02,8823648000
2014-06-03,8875008000
2014-06-04,9026520000
2014-06-05,9003408000
2014-06-06,9054768000
2014-06-09,9131808000
2014-06-10,9170328000
2014-06-11,9039360000
2014-06-12,8959752000
2014-06-13,8957184000
2014-06-16,8944344000
2014-06-17,9139512000
2014-06-18,9090720000
2014-06-19,9049632000
2014-06-20,9116400000
2014-06-23,9052200000
2014-06-24,9000840000
2014-06-25,8957184000
2014-06-26,8995704000
2014-06-27,8990568000
2014-06-30,8815136000
2014-07-01,8911504000
2014-07-02,8848104000
2014-07-03,8995192000
2014-07-07,8931792000
2014-07-08,8830352000
2014-07-09,8868392000
2014-07-10,8799920000
2014-07-11,8812600000
2014-07-14,8858248000
2014-07-15,8898824000
2014-07-16,8835424000
2014-07-17,8733984000
2014-07-18,8820208000
2014-07-21,8784704000
2014-07-22,8825280000
2014-07-23,8876000000
2014-07-24,8903896000
2014-07-25,8873464000
2014-07-28,8883608000
2014-07-29,8777096000
2014-07-30,8736520000
2014-07-31,8706088000
2014-08-01,8571679999
2014-08-04,8695944000
2014-08-05,8665512000
2014-08-06,8723840000
2014-08-07,8627472000
2014-08-08,8678192000
2014-08-11,8723840000
2014-08-12,8794848000
2014-08-13,8799920000
2014-08-14,8908968000
2014-08-15,8835424000
2014-08-18,8926720000
2014-08-19,8896288000
2014-08-20,8919112000
2014-08-21,8924184000
2014-08-22,8901360000
2014-08-25,9010408000
2014-08-26,9078880000
2014-08-27,9218360000
2014-08-28,9170176000
2014-08-29,9198072000
2014-09-02,9335016000
2014-09-03,9284296000
2014-09-04,9119456000
2014-09-05,9033232000
2014-09-08,9043376000
2014-09-09,9035768000
2014-09-10,9083952000
2014-09-11,9073808000
2014-09-12,9109312000
2014-09-15,9078880000
2014-09-16,9134672000
2014-09-17,9134672000
2014-09-18,9233576000
2014-09-19,9152424000
2014-09-22,9005336000
2014-09-23,8865856000
2014-09-24,8921648000
2014-09-25,8772024000
2014-09-26,8822744000
2014-09-29,8817672000
2014-09-30,8661116968
2014-10-01,8517520788
2014-10-02,8499886170
2014-10-03,8595616956
2014-10-06,8565386182
2014-10-07,8414232308
2014-10-08,8509963094
2014-10-09,8399116920
2014-10-10,8353770758
2014-10-13,8260559203
2014-10-14,8270636128
2014-10-15,8041386086
2014-10-16,8101847635
2014-10-17,8247963047
2014-10-20,8288270746
2014-10-21,8497366938
2014-10-22,8406674614
2014-10-23,8477213088
2014-10-24,8545232332
2014-10-27,8598136187
2014-10-28,8719059287
2014-10-29,8701424668
2014-10-30,8429347695
2014-10-31,8429347695
2014-11-03,8502405401
2014-11-04,8515001557
2014-11-05,8643482350
2014-11-06,8411713076
2014-11-07,8464616932
2014-11-10,8565386182
2014-11-11,8648520812
2014-11-12,8698905437
2014-11-13,8799674686
2014-11-14,8615770806
2014-11-17,8540193869
2014-11-18,8509963094
2014-11-19,8530116944
2014-11-20,8487290013
2014-11-21,8499886170
2014-11-24,8567905413
2014-11-25,8530116944
2014-11-26,8477213088
2014-11-28,8368886146
2014-12-01,8295828440
2014-12-02,8384001533
2014-12-03,8348732296
2014-12-04,8290789977
2014-12-05,8479732320
2014-12-08,8517520788
2014-12-09,8509963094
2014-12-10,8331097677
2014-12-11,8436905389
2014-12-12,8071616860
2014-12-15,8132078410
2014-12-16,8232847659
2014-12-17,8378963070
2014-12-18,8625847731
2014-12-19,8857617004
2014-12-22,8824866998
2014-12-23,8923117016
2014-12-24,8892886241
2014-12-26,8908001629
2014-12-29,8935713172
2014-12-30,8953347791
2014-12-31,8772320000
2015-01-02,8737110000
2015-01-05,8460460000
2015-01-06,8279380000
2015-01-07,8357344999
2015-01-08,8493155000
2015-01-09,8302014999
2015-01-12,8211475000
2015-01-13,8115905000
2015-01-14,8020335000
2015-01-15,7884525000
2015-01-16,7985125000
2015-01-20,7919735000
2015-01-21,7962490000
2015-01-22,8183810000
2015-01-23,8078179999
2015-01-26,8118420000
2015-01-27,8007760000
2015-01-28,7809075000
2015-01-29,7904645000
2015-01-30,7811590000
2015-02-02,8037940000
2015-02-03,8274350000
2015-02-04,8148600000
2015-02-05,8271835000
2015-02-06,8440340000
2015-02-09,8407645000
2015-02-10,8440340000
2015-02-11,8556030000
2015-02-12,8613875000
2015-02-13,8742140000
2015-02-17,8681780000
2015-02-18,8523335000
2015-02-19,8556030000
2015-02-20,8548485000
2015-02-23,8440340000
2015-02-24,8571120000
2015-02-25,8520820000
2015-02-26,8452915000
2015-02-27,8440340000
2015-03-02,8515790000
2015-03-03,8473034999
2015-03-04,8417705000
2015-03-05,8437824999
2015-03-06,8540940000
2015-03-09,8468005000
2015-03-10,8241655000
2015-03-11,8286925000
2015-03-12,8420219999
2015-03-13,8367405000
2015-03-16,8530880000
2015-03-17,8503215000
2015-03-18,8493155000
2015-03-19,8407645000
2015-03-20,8556030000
2015-03-23,8530880000
2015-03-24,8392554999
2015-03-25,8367405000
2015-03-26,8387525000
2015-03-27,8347284999
2015-03-30,8460460000
2015-03-31,8375158999
2015-04-01,8288254000
2015-04-02,8360261000
2015-04-06,8327982000
2015-04-07,8243560000
2015-04-08,8265907000
2015-04-09,8387574000
2015-04-10,8412404000
2015-04-13,8427301999
2015-04-14,8380125000
2015-04-15,8481927999
2015-04-16,8449649000
2015-04-17,8315567000
2015-04-20,8325499000
2015-04-21,8265907000
2015-04-22,8362744000
2015-04-23,8367710000
2015-04-24,8362744000
2015-04-27,8298186000
2015-04-28,8390057000
2015-04-29,8457098000
2015-04-30,8481927999
2015-05-01,8529105000
2015-05-04,8635874000
2015-05-05,8613527000
2015-05-06,8591180000
2015-05-07,8598629000
2015-05-08,8603595000
2015-05-11,8653255000
2015-05-12,8581248000
2015-05-13,8625942000
2015-05-14,8658221000
2015-05-15,8568832999
2015-05-18,8690500000
2015-05-19,8688017000
2015-05-20,8680568000
2015-05-21,8678085000
2015-05-22,8675602000
2015-05-26,8578764999
2015-05-27,8745126000
2015-05-28,8750092000
2015-05-29,8680568000
2015-06-01,8683051000
2015-06-02,8829548000
2015-06-03,8941283000
2015-06-04,8869276000
2015-06-05,8961147000
2015-06-08,8918936000
2015-06-09,8956181000
2015-06-10,9134957000
2015-06-11,9164753000
2015-06-12,9167236000
2015-06-15,9097712000
2015-06-16,9149855000
2015-06-17,9080331000
2015-06-18,9125025000
2015-06-19,9072882000
2015-06-22,9162270000
2015-06-23,9224345000
2015-06-24,9129991000
2015-06-25,9035637000
2015-06-26,9129991000
2015-06-29,8846929000
2015-06-30,8773050000
2015-07-01,8856486000
2015-07-02,8839308000
2015-07-06,8790228000
2015-07-07,8819676000
2015-07-08,8566913999
2015-07-09,8682252000
2015-07-10,8800044000
2015-07-13,8888388000
2015-07-14,8883480000
2015-07-15,8920290000
2015-07-16,8986548000
2015-07-17,8925198000
2015-07-20,8903112000
2015-07-21,8910474000
2015-07-22,8910474000
2015-07-23,8883480000
2015-07-24,9229494000
2015-07-27,9067530000
2015-07-28,9042990000
2015-07-29,9192684000
2015-07-30,8858940000
2015-07-31,8795136000
2015-08-03,8750964000
2015-08-04,8733786000
2015-08-05,8716608000
2015-08-06,8662620000
2015-08-07,8611086000
2015-08-10,8898204000
2015-08-11,8763234000
2015-08-12,8748510000
2015-08-13,8836854000
2015-08-14,8871210000
2015-08-17,8878572000
2015-08-18,8888388000
2015-08-19,8723970000
2015-08-20,8508018000
2015-08-21,8218446000
2015-08-24,7815990000
2015-08-25,7808628000
2015-08-26,8061390000
2015-08-27,8296974000
2015-08-28,8240532000
2015-08-31,8230716000
2015-09-01,7931328000
2015-09-02,8029488000
2015-09-03,8076113999
2015-09-04,7914150000
2015-09-08,8137463999
2015-09-09,8019672000
2015-09-10,8044212000
2015-09-11,8046666000
2015-09-14,7965684000
2015-09-15,8095746000
2015-09-16,8090838000
2015-09-17,7899425999
2015-09-18,7762002000
2015-09-21,7818444000
2015-09-22,7708014000
2015-09-23,7712922000
2015-09-24,7710468000
2015-09-25,7855253999
2015-09-28,7676112000
2015-09-29,7737462000
2015-09-30,7792232000
2015-10-01,7872388999
2015-10-02,7760655000
2015-10-05,7950116999
2015-10-06,7916111000
2015-10-07,8020558000
2015-10-08,8047277000
2015-10-09,8008413000
2015-10-12,8042419000
2015-10-13,7959833000
2015-10-14,7874818000
2015-10-15,8008413000
2015-10-16,8030274000
2015-10-19,7962262000
2015-10-20,8066709000
2015-10-21,7986552000
2015-10-22,8073996000
2015-10-23,8146866000
2015-10-26,8098286000
2015-10-27,8005984000
2015-10-28,8290177000
2015-10-29,8406769000
2015-10-30,8416485000
2015-11-02,8564653999
2015-11-03,8477210000
2015-11-04,8399482000
2015-11-05,8377621000
2015-11-06,8766261000
2015-11-09,8732255000
2015-11-10,8914430000
2015-11-11,8887711000
2015-11-12,8732255000
2015-11-13,8705536000
2015-11-16,8887711000
2015-11-17,8863421000
2015-11-18,8929004000
2015-11-19,8907143000
2015-11-20,9016448000
2015-11-23,8933862000
2015-11-24,8912001000
2015-11-25,8904714000
2015-11-27,8960581000
2015-11-30,8909572000
2015-12-01,9018877000
2015-12-02,8929004000
2015-12-03,8780835000
2015-12-04,8941149000
2015-12-07,8819699000
2015-12-08,8686104000
2015-12-09,8535506000
2015-12-10,8530647999
2015-12-11,8246455000
2015-12-14,8088569999
2015-12-15,8231881000
2015-12-16,8214878000
2015-12-17,8032703000
2015-12-18,7797090000
2015-12-21,7840812000
2015-12-22,7935543000
2015-12-23,8112860000
2015-12-24,8120147000
2015-12-28,8117718000
2015-12-29,8188159000
2015-12-30,8142008000
2015-12-31,7976284000
2016-01-04,7846900000
2016-01-05,7806168000
2016-01-06,7592924000
2016-01-07,7382076000
2016-01-08,7288632000
2016-01-11,7245504000
2016-01-12,7233524000
2016-01-13,7013092000
2016-01-14,7063408000
2016-01-15,6809432000
2016-01-19,6749532000
2016-01-20,6565040000
2016-01-21,6644108000
2016-01-22,6713592000
2016-01-25,6557852000
2016-01-26,6663276000
2016-01-27,6648900000
2016-01-28,6783076000
2016-01-29,6862144000
2016-02-01,6826204000
2016-02-02,6574624000
2016-02-03,6435656000
2016-02-04,6620148000
2016-02-05,6632128000
2016-02-08,6287104000
2016-02-09,6270332000
2016-02-10,6188868000
2016-02-11,5767172000
2016-02-12,6023544000
2016-02-16,6368568000
2016-02-17,6591396000
2016-02-18,6560248000
2016-02-19,6593792000
2016-02-22,6715988000
2016-02-23,6672860000
2016-02-24,6653692000
2016-02-25,6787868000
2016-02-26,6929232000
2016-02-29,6835788000
2016-03-01,7221544000
2016-03-02,7295820000
2016-03-03,7408432000
2016-03-04,7451560000
2016-03-07,7537816000
2016-03-08,7298216000
2016-03-09,7326968000
2016-03-10,7326968000
2016-03-11,7590528000
2016-03-14,7655220000
2016-03-15,7554588000
2016-03-16,7648032000
2016-03-17,7700744000
2016-03-18,7758248000
2016-03-21,7743872000
2016-03-22,7686368000
2016-03-23,7568964000
2016-03-24,7379680000
2016-03-28,7482708000
2016-03-29,7434788000
2016-03-30,7497084000
2016-03-31,7324948000
2016-04-01,7429184000
2016-04-04,7372328000
2016-04-05,7265723000
2016-04-06,7320210000
2016-04-07,7152011000
2016-04-08,7249140000
2016-04-11,7336793000
2016-04-12,7490778000
2016-04-13,7670822000
2016-04-14,7682667000
2016-04-15,7654239000
2016-04-18,7746630000
2016-04-19,7846127999
2016-04-20,7990636999
2016-04-21,7959840000
2016-04-22,8035648000
2016-04-25,7962209000
2016-04-26,8059338000
2016-04-27,8090135000
2016-04-28,8137515000
2016-04-29,8104349000
2016-05-02,8109086999
2016-05-03,7964577999
2016-05-04,7895877000
2016-05-05,7926674000
2016-05-06,7974053999
2016-05-09,7933781000
2016-05-10,8054600000
2016-05-11,8009589000
2016-05-12,8019065000
2016-05-13,7964577999
2016-05-16,8059338000
2016-05-17,8125669999
2016-05-18,8357832000
2016-05-19,8315190000
2016-05-20,8400474000
2016-05-23,8376784000
2016-05-24,8561566000
2016-05-25,8651588000
2016-05-26,8613684000
2016-05-27,8732134000
2016-05-31,8746348000
2016-06-01,8706075000
2016-06-02,8729765000
2016-06-03,8454960999
2016-06-06,8606577000
2016-06-07,8639743000
2016-06-08,8653957000
2016-06-09,8454960999
2016-06-10,8229906000
2016-06-13,8130408000
2016-06-14,8030910000
2016-06-15,8009589000
2016-06-16,7995375000
2016-06-17,7990636999
2016-06-20,8092503999
2016-06-21,8149360000
2016-06-22,8173050000
2016-06-23,8414688000
2016-06-24,7595014000
2016-06-27,7104631000
2016-06-28,7268092000
2016-06-29,7381804000
2016-06-30,7430976080
2016-07-01,7402925840
2016-07-05,7115410880
2016-07-06,7159823760
2016-07-07,7124760960
2016-07-08,7293062400
2016-07-11,7316437600
2016-07-12,7484739040
2016-07-13,7454351280
2016-07-14,7655378000
2016-07-15,7573564800
2016-07-18,7582914879
2016-07-19,7517464319
2016-07-20,7550189599
2016-07-21,7526814400
2016-07-22,7575902319
2016-07-25,7559539680
2016-07-26,7639015360
2016-07-27,7552527120
2016-07-28,7847054640
2016-07-29,7809654319
2016-08-01,7716153520
2016-08-02,7681090720
2016-08-03,7847054640
2016-08-04,7702128400
2016-08-05,7989643360
2016-08-08,8029381200
2016-08-09,8027043680
2016-08-10,7884454959
2016-08-11,7903155120
2016-08-12,7826016959
2016-08-15,7980293280
2016-08-16,7980293280
2016-08-17,7973280720
2016-08-18,7952243040
2016-08-19,8062106480
2016-08-22,8036393760
2016-08-23,8050418879
2016-08-24,7984968319
2016-08-25,8087819200
2016-08-26,8120544480
2016-08-29,8207032720
2016-08-30,8330921280
2016-08-31,8323908720
2016-09-01,8244433040
2016-09-02,8279495840
2016-09-06,8204695200
2016-09-07,8183657520
2016-09-08,8204695200
2016-09-09,8239758000
2016-09-12,8291183440
2016-09-13,8242095520
2016-09-14,8214045280
2016-09-15,8344946400
2016-09-16,8181320000
2016-09-19,8251445599
2016-09-20,8239758000
2016-09-21,8307546080
2016-09-22,8300533520
2016-09-23,8183657520
2016-09-26,8050418879
2016-09-27,8146257200
2016-09-28,8232745440
2016-09-29,8108856879
2016-09-30,8174265000
2016-10-03,8125650000
2016-10-04,8252975000
2016-10-05,8428914999
2016-10-06,8468270000
2016-10-07,8410395000
2016-10-10,8461324999
2016-10-11,8482160000
2016-10-12,8535404999
2016-10-13,8345574999
2016-10-14,8419654999
2016-10-17,8440490000
2016-10-18,8461324999
2016-10-19,8475215000
2016-10-20,8438175000
2016-10-21,8327055000
2016-10-24,8290015000
2016-10-25,8167320000
2016-10-26,8176580000
2016-10-27,8377984999
2016-10-28,8144170000
2016-10-31,8195100000
2016-11-01,8190470000
2016-11-02,8250660000
2016-11-03,8412710000
2016-11-04,8285385000
2016-11-07,8454380000
2016-11-08,8459010000
2016-11-09,9109525000
2016-11-10,9260000000
2016-11-11,9350285000
2016-11-14,9591045000
2016-11-15,9780875000
2016-11-16,9600305000
2016-11-17,9848010000
2016-11-18,9850325000
2016-11-21,9852640000
2016-11-22,9861900000
2016-11-23,9963760000
2016-11-25,9929035000
2016-11-28,9748465000
2016-11-29,9727630000
2016-11-30,9785505000
2016-12-01,9970705000
2016-12-02,9889680000
2016-12-05,9924405000
2016-12-06,9919775000
2016-12-07,10056360000
2016-12-08,10206835000
2016-12-09,10084140000
2016-12-12,10023950000
2016-12-13,10091085000
2016-12-14,10091085000
2016-12-15,10299435000
2016-12-16,10081825000
2016-12-19,10125810000
2016-12-20,10297120000
2016-12-21,10324900000
2016-12-22,10308695000
2016-12-23,10294805000
2016-12-27,10313325000
2016-12-28,10176740000
2016-12-29,10142015000
2016-12-30,10169795000
2017-01-03,10157832000
2017-01-04,10304648000
2017-01-05,10199124000
2017-01-06,10295472000
2017-01-09,10183066000
2017-01-10,10231240000
2017-01-11,10284002000
2017-01-12,10228946000
2017-01-13,10274826000
2017-01-17,10072954000
2017-01-18,10206006000
2017-01-19,10192242000
2017-01-20,10327588000
2017-01-23,10284002000
2017-01-24,10378056000
2017-01-25,10554694000
2017-01-26,10595986000
2017-01-27,10540930000
2017-01-30,10467522000
2017-01-31,10421642000
2017-02-01,10499638000
2017-02-02,10527166000
2017-02-03,10749684000
2017-02-06,10777212000
2017-02-07,10790976000
2017-02-08,10740508000
2017-02-09,10878148000
2017-02-10,10871266000
2017-02-13,11059374000
2017-02-14,11125900000
2017-02-15,11272716000
2017-02-16,11263540000
2017-02-17,11128194000
2017-02-21,11139664000
2017-02-22,11082314000
2017-02-23,11160310000
2017-02-24,11121312000
2017-02-27,11194720000
2017-02-28,11201602000
2017-03-01,11437884000
2017-03-02,11155722000
2017-03-03,11252070000
2017-03-06,11210778000
2017-03-07,11174074000
2017-03-08,11187838000
2017-03-09,11199308000
2017-03-10,11197014000
2017-03-13,11132782000
2017-03-14,11105254000
2017-03-15,11050198000
2017-03-16,11084608000
2017-03-17,10958438000
2017-03-20,10963026000
2017-03-21,10538636000
2017-03-22,10511108000
2017-03-23,10568458000
2017-03-24,10504226000
2017-03-27,10421642000
2017-03-28,10584516000
2017-03-29,10566164000
2017-03-30,10740508000
2017-03-31,10667475000
2017-04-03,10601500000
2017-04-04,10574200000
2017-04-05,10478650000
2017-04-06,10583300000
2017-04-07,10546900000
2017-04-10,10526425000
2017-04-11,10499125000
2017-04-12,10285275000
2017-04-13,10160150000
2017-04-17,10355800000
2017-04-18,10228400000
2017-04-19,10246600000
2017-04-20,10410400000
2017-04-21,10355800000
2017-04-24,10640175000
2017-04-25,10724350000
2017-04-26,10676575000
2017-04-27,10658375000
2017-04-28,10540075000
2017-05-01,10603775000
2017-05-02,10562825000
2017-05-03,10583300000
2017-05-04,10617425000
2017-05-05,10596950000
2017-05-08,10637900000
2017-05-09,10553725000
2017-05-10,10551450000
2017-05-11,10510500000
2017-05-12,10414950000
2017-05-15,10535525000
2017-05-16,10594675000
2017-05-17,10217025000
2017-05-18,10296650000
2017-05-19,10348975000
2017-05-22,10314850000
2017-05-23,10396750000
2017-05-24,10326225000
2017-05-25,10328500000
2017-05-26,10248875000
2017-05-30,10239775000
2017-05-31,10232950000
2017-06-01,10374000000
2017-06-02,10287550000
2017-06-05,10189725000
2017-06-06,9964500000
2017-06-07,10028200000
2017-06-08,10260250000
2017-06-09,10576475000
2017-06-12,10649275000
2017-06-13,10728900000
2017-06-14,10715250000
2017-06-15,10749375000
2017-06-16,10806250000
2017-06-19,10897250000
2017-06-20,10697050000
2017-06-21,10426325000
2017-06-22,10317125000
2017-06-23,10262525000
2017-06-26,10321675000
2017-06-27,10367175000
2017-06-28,10565100000
2017-06-29,10594675000
2017-06-30,10505739000
2017-07-03,10640919000
2017-07-05,10613883000
2017-07-06,10661196000
2017-07-07,10710762000
2017-07-10,10733292000
2017-07-11,10692738000
2017-07-12,10681473000
2017-07-13,10848195000
2017-07-14,10737798000
2017-07-17,10769340000
2017-07-18,10737798000
2017-07-19,10845942000
2017-07-20,10755822000
2017-07-21,10769340000
2017-07-24,10850448000
2017-07-25,10963098000
2017-07-26,10866219000
2017-07-27,10913532000
2017-07-28,11219940000
2017-07-31,11294289000
2017-08-01,11337096000
2017-08-02,11316819000
2017-08-03,11305554000
2017-08-04,11445240000
2017-08-07,11400180000
2017-08-08,11433975000
2017-08-09,11436228000
2017-08-10,11251482000
2017-08-11,11197410000
2017-08-14,11233458000
2017-08-15,11278518000
2017-08-16,11152350000
2017-08-17,10850448000
2017-08-18,10798629000
2017-08-21,10663449000
2017-08-22,10778352000
2017-08-23,10800882000
2017-08-24,10900014000
2017-08-25,10938315000
2017-08-28,10875231000
2017-08-29,10798629000
2017-08-30,10848195000
2017-08-31,10854954000
2017-09-01,10949580000
2017-09-05,10719774000
2017-09-06,10762581000
2017-09-07,10460679000
2017-09-08,10613883000
2017-09-11,10823412000
2017-09-12,10933809000
2017-09-13,10920291000
2017-09-14,10827918000
2017-09-15,10911279000
2017-09-18,11032941000
2017-09-19,11098278000
2017-09-20,11192904000
2017-09-21,11271759000
2017-09-22,11292036000
2017-09-25,11352867000
2017-09-26,11382156000
2017-09-27,11564649000
2017-09-28,11510577000
2017-09-29,11519589000
2017-10-02,11555479000
2017-10-03,11537567000
2017-10-04,11562196000
2017-10-05,11709970000
2017-10-06,11763706000
2017-10-09,11707731000
2017-10-10,11739077000
2017-10-11,11694297000
2017-10-12,11645039000
2017-10-13,11636083000
2017-10-16,11736838000
2017-10-17,11642800000
2017-10-18,11685341000
2017-10-19,11705492000
2017-10-20,11707731000
2017-10-23,11723404000
2017-10-24,11826398000
2017-10-25,11689819000
2017-10-26,11851027000
2017-10-27,11743555000
2017-10-30,11732360000
2017-10-31,11651756000
2017-11-01,11642800000
2017-11-02,11846549000
2017-11-03,11745794000
2017-11-06,11882373000
2017-11-07,11799530000
2017-11-08,11786096000
2017-11-09,11761467000
2017-11-10,11736838000
2017-11-13,11826398000
2017-11-14,11824159000
2017-11-15,11842071000
2017-11-16,11922675000
2017-11-17,11969694000
2017-11-20,12063732000
2017-11-21,12061493000
2017-11-22,12068210000
2017-11-24,12110751000
2017-11-27,12077166000
2017-11-28,12365997000
2017-11-29,12632438000
2017-11-30,12677218000
2017-12-01,12645872000
2017-12-04,12766778000
2017-12-05,12654828000
2017-12-06,12614526000
2017-12-07,12715281000
2017-12-08,12872011000
2017-12-11,12683935000
2017-12-12,12627960000
2017-12-13,12301066000
2017-12-14,12148814000
2017-12-15,12097317000
2017-12-18,12079405000
2017-12-19,12137619000
2017-12-20,12269720000
2017-12-21,12276437000
2017-12-22,12267481000
2017-12-26,12258525000
2017-12-27,12258525000
2017-12-28,12345846000
2017-12-29,12289871000
2018-01-02,12173434000
2018-01-03,12262194000
2018-01-04,12370925000
2018-01-05,12424181000
2018-01-08,12530693000
2018-01-09,12639424000
2018-01-10,12763688000
2018-01-11,12919018000
2018-01-12,13001121000
2018-01-16,12324326000
2018-01-17,12504065000
2018-01-18,12457466000
2018-01-19,12424181000
2018-01-22,12448590000
2018-01-23,12470780000
2018-01-24,12417524000
2018-01-25,12211157000
2018-01-26,12368706000
2018-01-29,12262194000
2018-01-30,11909373000
2018-01-31,11802861000
2018-02-01,11822832000
2018-02-02,11696349000
2018-02-05,11190417000
2018-02-06,11237016000
2018-02-07,11223702000
2018-02-08,10622353000
2018-02-09,10919699000
2018-02-12,11201512000
2018-02-13,11276958000
2018-02-14,11638655000
2018-02-15,11572085000
2018-02-16,11638655000
2018-02-20,11614246000
2018-02-21,11534362000
2018-02-22,11374594000
2018-02-23,11478887000
2018-02-26,11629779000
2018-02-27,11525486000
2018-02-28,11308024000
2018-03-01,10941889000
2018-03-02,10906385000
2018-03-05,11086124000
2018-03-06,11086124000
2018-03-07,11081686000
2018-03-08,11012897000
2018-03-09,11359061000
2018-03-12,11248111000
2018-03-13,11166008000
2018-03-14,10986269000
2018-03-15,11052839000
2018-03-16,11157132000
2018-03-19,11066153000
2018-03-20,11154913000
2018-03-21,11234797000
2018-03-22,10788778000
2018-03-23,10424862000
2018-03-26,10704456000
2018-03-27,10533593000
2018-03-28,10493651000
2018-03-29,10564659000
2018-04-02,10306944000
2018-04-03,10415136000
2018-04-04,10527744000
2018-04-05,10587360000
2018-04-06,10287072000
2018-04-09,10256160000
2018-04-10,10516704000
2018-04-11,10335648000
2018-04-12,10596192000
2018-04-13,10490208000
2018-04-16,10587360000
2018-04-17,10501248000
2018-04-18,10605024000
2018-04-19,10759584000
2018-04-20,10792704000
2018-04-23,10772832000
2018-04-24,10651392000
2018-04-25,10699968000
2018-04-26,10686720000
2018-04-27,10801536000
2018-04-30,10682304000
2018-05-01,10576320000
2018-05-02,8783424000
2018-05-03,8622240000
2018-05-04,8801088000
2018-05-07,8745888000
2018-05-08,8445600000
2018-05-09,8337408000
2018-05-10,8392608000
2018-05-11,8379360000
2018-05-14,8363904000
2018-05-15,8414688000
2018-05-16,8494176000
2018-05-17,8580288000
2018-05-18,8529504000
2018-05-21,8564832000
2018-05-22,8626656000
2018-05-23,8503008000
2018-05-24,8509632000
2018-05-25,8542751999
2018-05-29,8211551999
2018-05-30,8423520000
2018-05-31,8569248000
2018-06-01,8637696000
2018-06-04,8591328000
2018-06-05,8529504000
2018-06-06,8604576000
2018-06-07,8666400000
2018-06-08,8688480000
2018-06-11,8692896000
2018-06-12,8639904000
2018-06-13,8593536000
2018-06-14,8573664000
2018-06-15,8642112000
2018-06-18,8525088000
2018-06-19,8507424000
2018-06-20,8397024000
2018-06-21,8363904000
2018-06-22,8388192000
2018-06-25,8414688000
2018-06-26,8363904000
2018-06-27,8090112000
2018-06-28,8156351999
2018-06-29,8167392000
2018-07-02,8228184486
2018-07-03,8219428770
2018-07-05,8267585210
2018-07-06,8344197729
2018-07-09,8628758512
2018-07-10,8497422766
2018-07-11,8208484125
2018-07-12,8252262707
2018-07-13,8243506990
2018-07-16,8348575587
