,UNM
2000-08-24,4838263154
2000-08-25,4718087715
2000-08-28,5018526311
2000-08-29,4987280697
2000-08-30,5093035083
2000-08-31,5213210522
2000-09-01,4987280697
2000-09-05,5153122802
2000-09-06,5302140346
2000-09-07,5302140346
2000-09-08,5333385960
2000-09-11,5573736837
2000-09-12,5633824556
2000-09-13,5559315785
2000-09-14,5722754381
2000-09-15,5588157890
2000-09-18,5453561399
2000-09-19,5528070171
2000-09-20,5648245609
2000-09-21,5782842100
2000-09-22,6008771925
2000-09-25,5979929819
2000-09-26,6083280696
2000-09-27,6100105258
2000-09-28,6414964907
2000-09-29,6549561398
2000-10-02,6489004784
2000-10-03,6338320191
2000-10-04,6563151171
2000-10-05,6577502085
2000-10-06,6771239419
2000-10-09,6950625839
2000-10-10,6950625839
2000-10-11,6950625839
2000-10-12,6847777625
2000-10-13,6457911138
2000-10-16,6443560224
2000-10-17,6429209310
2000-10-18,6249822890
2000-10-19,6412466578
2000-10-20,6457911138
2000-10-23,6412466578
2000-10-24,6668391204
2000-10-25,6577502085
2000-10-26,6429209310
2000-10-27,6503355697
2000-10-30,6756888505
2000-10-31,6756888505
2000-11-01,6862128538
2000-11-02,6682742118
2000-11-03,6637297558
2000-11-06,6697093032
2000-11-07,6682742118
2000-11-08,6921924012
2000-11-09,7010421313
2000-11-10,7086959519
2000-11-13,6950625839
2000-11-14,6831034892
2000-11-15,6532057525
2000-11-16,6591852998
2000-11-17,6651648472
2000-11-20,6369413837
2000-11-21,6517706611
2000-11-22,6173284684
2000-11-24,6233080157
2000-11-27,6309618363
2000-11-28,6412466578
2000-11-29,6443560224
2000-11-30,6457911138
2000-12-01,6563151171
2000-12-04,6563151171
2000-12-05,6608595731
2000-12-06,6563151171
2000-12-07,6548800257
2000-12-08,6668391204
2000-12-11,6711443945
2000-12-12,6802333065
2000-12-13,6756888505
2000-12-14,6398115664
2000-12-15,6383764750
2000-12-18,6503355697
2000-12-19,6457911138
2000-12-20,6309618363
2000-12-21,6309618363
2000-12-22,6309618363
2000-12-26,6204378330
2000-12-27,6369413837
2000-12-28,6472262051
2000-12-29,6429209310
2001-01-02,6158880008
2001-01-03,6355440008
2001-01-04,5930773341
2001-01-05,5838560008
2001-01-08,5838560008
2001-01-09,6006000008
2001-01-10,6081226675
2001-01-11,6066666675
2001-01-12,5930773341
2001-01-16,6081226675
2001-01-17,6173440008
2001-01-18,6112773341
2001-01-19,5959893341
2001-01-22,6505893342
2001-01-23,6598106675
2001-01-24,7204773343
2001-01-25,7173226676
2001-01-26,7158666676
2001-01-29,7163520009
2001-01-30,7195066676
2001-01-31,7090720009
2001-02-01,6993653342
2001-02-02,7199920009
2001-02-05,7236320009
2001-02-06,6770400009
2001-02-07,6797093342
2001-02-08,6828640009
2001-02-09,6767973342
2001-02-12,6906293342
2001-02-13,6401546675
2001-02-14,6338453342
2001-02-15,6370000008
2001-02-16,6236533341
2001-02-20,5945333341
2001-02-21,5950186674
2001-02-22,6086080008
2001-02-23,6073946675
2001-02-26,6258373341
2001-02-27,6481626675
2001-02-28,6350586675
2001-03-01,6479200008
2001-03-02,6636933342
2001-03-05,6668480009
2001-03-06,6697600009
2001-03-07,6673333342
2001-03-08,6697600009
2001-03-09,6668480009
2001-03-12,6535013342
2001-03-13,6639360009
2001-03-14,6464640008
2001-03-15,6556853342
2001-03-16,6700026675
2001-03-19,6726720009
2001-03-20,6695173342
2001-03-21,6522880008
2001-03-22,6491333342
2001-03-23,6442800008
2001-03-26,6624800009
2001-03-27,6714586675
2001-03-28,6738853342
2001-03-29,6775253342
2001-03-30,7090720009
2001-04-02,6855193380
2001-04-03,6591718035
2001-04-04,6702909465
2001-04-05,6939795555
2001-04-06,6768174000
2001-04-09,6864862200
2001-04-10,7009894500
2001-04-11,6884199840
2001-04-12,6828604125
2001-04-16,6983305245
2001-04-17,7154926800
2001-04-18,7154926800
2001-04-19,7070324625
2001-04-20,7101748290
2001-04-23,7099331085
2001-04-24,7101748290
2001-04-25,7150092390
2001-04-26,7179098850
2001-04-27,7239528975
2001-04-30,7229860155
2001-05-01,7130754750
2001-05-02,7130754750
2001-05-03,7234694565
2001-05-04,7239528975
2001-05-07,7210522515
2001-05-08,7614195750
2001-05-09,7747142024
2001-05-10,7674625875
2001-05-11,7590023700
2001-05-14,7662539850
2001-05-15,7718135565
2001-05-16,8158066875
2001-05-17,7650453825
2001-05-18,7916346375
2001-05-21,7935684015
2001-05-22,7967107680
2001-05-23,7817240970
2001-05-24,7959856065
2001-05-25,7945352834
2001-05-29,8027537805
2001-05-30,7955021654
2001-05-31,7834161404
2001-06-01,7727804385
2001-06-04,7788234510
2001-06-05,7959856065
2001-06-06,7771314075
2001-06-07,7674625875
2001-06-08,7742307615
2001-06-11,7691546310
2001-06-12,7725387180
2001-06-13,7838995815
2001-06-14,7558600035
2001-06-15,7633533390
2001-06-18,7768896870
2001-06-19,7860750660
2001-06-20,7865585070
2001-06-21,7969524885
2001-06-22,7892174325
2001-06-25,7783400100
2001-06-26,7901843144
2001-06-27,7882505505
2001-06-28,7761645255
2001-06-29,7764062459
2001-07-02,7673962272
2001-07-03,7664369819
2001-07-05,7671564158
2001-07-06,7637990573
2001-07-09,7712332083
2001-07-10,7707535856
2001-07-11,7678758498
2001-07-12,7733915102
2001-07-13,7851422649
2001-07-16,7829839630
2001-07-17,7880200008
2001-07-18,7805858498
2001-07-19,7640388687
2001-07-20,7304652837
2001-07-23,7143979252
2001-07-24,7225515101
2001-07-25,7390984913
2001-07-26,6834622648
2001-07-27,6781864157
2001-07-30,6760281138
2001-07-31,6841816988
2001-08-01,6863400007
2001-08-02,6798650950
2001-08-03,6757883025
2001-08-06,6661958497
2001-08-07,6688337742
2001-08-08,6633181138
2001-08-09,6602005667
2001-08-10,6594811327
2001-08-13,6578024535
2001-08-14,6642773591
2001-08-15,6525266044
2001-08-16,6611598119
2001-08-17,6659560384
2001-08-20,6757883025
2001-08-21,6726707554
2001-08-22,6757883025
2001-08-23,6786660384
2001-08-24,6846613214
2001-08-27,6719513214
2001-08-28,6745892459
2001-08-29,6717115101
2001-08-30,6714716988
2001-08-31,6719513214
2001-09-04,6690735855
2001-09-05,6669152837
2001-09-06,6573228308
2001-09-07,6446128308
2001-09-10,6491692459
2001-09-17,6033652836
2001-09-18,6235094346
2001-09-19,6091207553
2001-09-20,5827415100
2001-09-21,5414939628
2001-09-24,5683528307
2001-09-25,5767462270
2001-09-26,5712305666
2001-09-27,5911349062
2001-09-28,6055235855
2001-10-01,5919524323
2001-10-02,6017943016
2001-10-03,5921924779
2001-10-04,5852311557
2001-10-05,5842709733
2001-10-08,5660275082
2001-10-09,5590661860
2001-10-10,5597863228
2001-10-11,5569057757
2001-10-12,5528250006
2001-10-15,5547453654
2001-10-16,5713085113
2001-10-17,5677078274
2001-10-18,5648272803
2001-10-19,5497044079
2001-10-22,5787499247
2001-10-23,5804302438
2001-10-24,5777897423
2001-10-25,5607465052
2001-10-26,5588261405
2001-10-29,5437032681
2001-10-30,5439433137
2001-10-31,5384222650
2001-11-01,5573858669
2001-11-02,5619467332
2001-11-05,5885917940
2001-11-06,5945929338
2001-11-07,5837908821
2001-11-08,5849911101
2001-11-09,5753892864
2001-11-12,5737089672
2001-11-13,5847510645
2001-11-14,5873915660
2001-11-15,5950730250
2001-11-16,5989137545
2001-11-19,6001139825
2001-11-20,5991538001
2001-11-21,5984336633
2001-11-23,6001139825
2001-11-26,6039547119
2001-11-27,6087556238
2001-11-28,6085155782
2001-11-29,6157169460
2001-11-30,6193176299
2001-12-03,6068352591
2001-12-04,6017943016
2001-12-05,6013142104
2001-12-06,6125963533
2001-12-07,6243585873
2001-12-10,6217180858
2001-12-11,6205178579
2001-12-12,6207579034
2001-12-13,6207579034
2001-12-14,6236384506
2001-12-17,6265189977
2001-12-18,6325201375
2001-12-19,6421219612
2001-12-20,6505235570
2001-12-21,6428420980
2001-12-24,6445224172
2001-12-26,6452425539
2001-12-27,6423620068
2001-12-28,6370810038
2001-12-31,6431254423
2002-01-02,6428828450
2002-01-03,6443384288
2002-01-04,6508885559
2002-01-07,6491903748
2002-01-08,6591368641
2002-01-09,6550127100
2002-01-10,6620480317
2002-01-11,6562256965
2002-01-14,6647166020
2002-01-15,6780594535
2002-01-16,6744204940
2002-01-17,6790298427
2002-01-18,6724797156
2002-01-22,6732075075
2002-01-23,6775742589
2002-01-24,6814558157
2002-01-25,6819410103
2002-01-28,6768464670
2002-01-29,6732075075
2002-01-30,6688407561
2002-01-31,6865503590
2002-02-01,6768464670
2002-02-04,6744204940
2002-02-05,6642314074
2002-02-06,6552553073
2002-02-07,6625332263
2002-02-08,6705389372
2002-02-11,6727223129
2002-02-12,6739352994
2002-02-13,6952838618
2002-02-14,7100822971
2002-02-15,7025617808
2002-02-19,6846095806
2002-02-20,6914023050
2002-02-21,6829113995
2002-02-22,6809706211
2002-02-25,6816984130
2002-02-26,6916449023
2002-02-27,6955264591
2002-02-28,6870355536
2002-03-01,6984376267
2002-03-04,7120230755
2002-03-05,7066859349
2002-03-06,7091119079
2002-03-07,7035321700
2002-03-08,7001358078
2002-03-11,6986802240
2002-03-12,6850947752
2002-03-13,6795150373
2002-03-14,6795150373
2002-03-15,6821836076
2002-03-18,6816984130
2002-03-19,6758760778
2002-03-20,6702963399
2002-03-21,6775742589
2002-03-22,6695685480
2002-03-25,6581664749
2002-03-26,6576812803
2002-03-27,6707815345
2002-03-28,6775742589
2002-04-01,6718380160
2002-04-02,6759612096
2002-04-03,6749910464
2002-04-04,6815396480
2002-04-05,6907561984
2002-04-08,6968197184
2002-04-09,7060362688
2002-04-10,7142826560
2002-04-11,7038534016
2002-04-12,7096743808
2002-04-15,6958495552
2002-04-16,7021556160
2002-04-17,7074915136
2002-04-18,6943943104
2002-04-19,6985175040
2002-04-22,7033683200
2002-04-23,6791142400
2002-04-24,6820247296
2002-04-25,6803269440
2002-04-26,6791142400
2002-04-29,6774164544
2002-04-30,6849352192
2002-05-01,6788716992
2002-05-02,6757186688
2002-05-03,6791142400
2002-05-06,6677148224
2002-05-07,6524347520
2002-05-08,6487966400
2002-05-09,6289082944
2002-05-10,6218746112
2002-05-13,6291508352
2002-05-14,6221171520
2002-05-15,6177514176
2002-05-16,6184790400
2002-05-17,6199342848
2002-05-20,6087774080
2002-05-21,6005310208
2002-05-22,5978630720
2002-05-23,6109602752
2002-05-24,6148409280
2002-05-28,6136282240
2002-05-29,6158110912
2002-05-30,6104751936
2002-05-31,6136282240
2002-06-03,6097475712
2002-06-04,6112028160
2002-06-05,6194492032
2002-06-06,6112028160
2002-06-07,6175088768
2002-06-10,6218746112
2002-06-11,6126580608
2002-06-12,6078072448
2002-06-13,6029564288
2002-06-14,6082923264
2002-06-17,6204193664
2002-06-18,6226022336
2002-06-19,6097475712
2002-06-20,6082923264
2002-06-21,6063520000
2002-06-24,6005310208
2002-06-25,6065945408
2002-06-26,5862211136
2002-06-27,5988332352
2002-06-28,6172663360
2002-07-01,5939763480
2002-07-02,5785233048
2002-07-03,5674164300
2002-07-05,5819036580
2002-07-08,5855254650
2002-07-09,5662091610
2002-07-10,5432710500
2002-07-11,5442368652
2002-07-12,5413394196
2002-07-15,5389248816
2002-07-16,5319227214
2002-07-17,5256449226
2002-07-18,5036726268
2002-07-19,4925657520
2002-07-22,4708349100
2002-07-23,4539331440
2002-07-24,4466895300
2002-07-25,4556233206
2002-07-26,4587622200
2002-07-29,4867708608
2002-07-30,4836319614
2002-07-31,4940144748
2002-08-01,4838734152
2002-08-02,4672131030
2002-08-05,4541745978
2002-08-06,4633498422
2002-08-07,4829076000
2002-08-08,4954631976
2002-08-09,5085017028
2002-08-12,5174354934
2002-08-13,5147795016
2002-08-14,5369932512
2002-08-15,5345787132
2002-08-16,5468928570
2002-08-19,5514804792
2002-08-20,5512390254
2002-08-21,5570339166
2002-08-22,5695895142
2002-08-23,5563095552
2002-08-26,5608971774
2002-08-27,5553437400
2002-08-28,5519633868
2002-08-29,5587240932
2002-08-30,5592070008
2002-09-03,5350616208
2002-09-04,5374761588
2002-09-05,5360274360
2002-09-06,5355445284
2002-09-09,5543779248
2002-09-10,5529292020
2002-09-11,5555851938
2002-09-12,5413394196
2002-09-13,5512390254
2002-09-16,5473757646
2002-09-17,5343372594
2002-09-18,5244376536
2002-09-19,5060871648
2002-09-20,5034311730
2002-09-23,4971533742
2002-09-24,4763883474
2002-09-25,4804930620
2002-09-26,5123649636
2002-09-27,4913584830
2002-09-30,4858176562
2002-10-01,5077809114
2002-10-02,4597959734
2002-10-03,4564537389
2002-10-04,4285222078
2002-10-07,4132434215
2002-10-08,4344904837
2002-10-09,4099011870
2002-10-10,4418911457
2002-10-11,4538276975
2002-10-14,4502467320
2002-10-15,4853401941
2002-10-16,4829528838
2002-10-17,5037224838
2002-10-18,5010964424
2002-10-21,5049161390
2002-10-22,5010964424
2002-10-23,4896373527
2002-10-24,4798493803
2002-10-25,4822366907
2002-10-28,4786557251
2002-10-29,4726874493
2002-10-30,4786557251
2002-10-31,4898760838
2002-11-01,4896373527
2002-11-04,5020513666
2002-11-05,4934570493
2002-11-06,5013351735
2002-11-07,4676740975
2002-11-08,4535889665
2002-11-11,4445171871
2002-11-12,4421298768
2002-11-13,4332968285
2002-11-14,4387876423
2002-11-15,4428460699
2002-11-18,4132434215
2002-11-19,4235088560
2002-11-20,4211215457
2002-11-21,4306707871
2002-11-22,4249412423
2002-11-25,4189729664
2002-11-26,4032167181
2002-11-27,4058427595
2002-11-29,4070364146
2002-12-02,4046491043
2002-12-03,4027392560
2002-12-04,4065589526
2002-12-05,4046491043
2002-12-06,4058427595
2002-12-09,3958160560
2002-12-10,4079913388
2002-12-11,4101399181
2002-12-12,4039329112
2002-12-13,3970097112
2002-12-16,4058427595
2002-12-17,4125272284
2002-12-18,4113335733
2002-12-19,4058427595
2002-12-20,4177793112
2002-12-23,4163469250
2002-12-24,4182567733
2002-12-26,4213602767
2002-12-27,4163469250
2002-12-30,4206440836
2002-12-31,4237113717
2003-01-02,4394133325
2003-01-03,4420705874
2003-01-06,4539074501
2003-01-07,4461772540
2003-01-08,4481098030
2003-01-09,4618792148
2003-01-10,4594635285
2003-01-13,4642949010
2003-01-14,4686431363
2003-01-15,4635701952
2003-01-16,4601882344
2003-01-17,4577725481
2003-01-21,4531827442
2003-01-22,4469019599
2003-01-23,4517333324
2003-01-24,4333741168
2003-01-27,4263686266
2003-01-28,4208125482
2003-01-29,4169474502
2003-01-30,4109082345
2003-01-31,4220203913
2003-02-03,4200878423
2003-02-04,4116329404
2003-02-05,4113913717
2003-02-06,3490666660
2003-02-07,3398870581
2003-02-10,3287749013
2003-02-11,3333647052
2003-02-12,3128313719
2003-02-13,3065505876
2003-02-14,3116235288
2003-02-18,3208031366
2003-02-19,3181458817
2003-02-20,3130729405
2003-02-21,3128313719
2003-02-24,3082415680
2003-02-25,3087247053
2003-02-26,3055843131
2003-02-27,3099325484
2003-02-28,3140392151
2003-03-03,3096909798
2003-03-04,3058258817
2003-03-05,3043764700
2003-03-06,3019607837
2003-03-07,3046180386
2003-03-10,1932549016
2003-03-11,1442164703
2003-03-12,1575027448
2003-03-13,1674070585
2003-03-14,1826258820
2003-03-17,2176533329
2003-03-18,2164454897
2003-03-19,2125803917
2003-03-20,2017098035
2003-03-21,2145129407
2003-03-24,2012266662
2003-03-25,2393945093
2003-03-26,2439843132
2003-03-27,2362541172
2003-03-28,2306980387
2003-03-31,2681388887
2003-04-01,2610249998
2003-04-02,2695069443
2003-04-03,2722430554
2003-04-04,2626666665
2003-04-07,2684124998
2003-04-08,2654027776
2003-04-09,2697805554
2003-04-10,2667708332
2003-04-11,2670444443
2003-04-14,2804513887
2003-04-15,2990569443
2003-04-16,2993305554
2003-04-17,3116430554
2003-04-21,3135583332
2003-04-22,3283333332
2003-04-23,3376361109
2003-04-24,3406458331
2003-04-25,2495333332
2003-04-28,2719694443
2003-04-29,2872916665
2003-04-30,3146527776
2003-05-01,3086333332
2003-05-02,3045291665
2003-05-05,3091805554
2003-05-06,3097277776
2003-05-07,3053499998
2003-05-08,3039819443
2003-05-09,3031611109
2003-05-12,3091805554
2003-05-13,3116430554
2003-05-14,3228611109
2003-05-15,3264180554
2003-05-16,3329847220
2003-05-19,3201249998
2003-05-20,3239555554
2003-05-21,3209458332
2003-05-22,3247763887
2003-05-23,3245027776
2003-05-27,3307958331
2003-05-28,3354472220
2003-05-29,3379097220
2003-05-30,3529583331
2003-06-02,3474861109
2003-06-03,3548736109
2003-06-04,3701958331
2003-06-05,3762152776
2003-06-06,3707430554
2003-06-09,3576097220
2003-06-10,3732055554
2003-06-11,3830555554
2003-06-12,3816874998
2003-06-13,3819611109
2003-06-16,3874333331
2003-06-17,3803194442
2003-06-18,3770361109
2003-06-19,3617138887
2003-06-20,3649972220
2003-06-23,3589777776
2003-06-24,3630819442
2003-06-25,3576097220
2003-06-26,3682805554
2003-06-27,3658180554
2003-06-30,3939640543
2003-07-01,3963143246
2003-07-02,3957267570
2003-07-03,3907324327
2003-07-07,3883821624
2003-07-08,3992521624
2003-07-09,3977832435
2003-07-10,3860318921
2003-07-11,3922013516
2003-07-14,3933764867
2003-07-15,3963143246
2003-07-16,3922013516
2003-07-17,3845629732
2003-07-18,3924951354
2003-07-21,3898510813
2003-07-22,3833878381
2003-07-23,3789810813
2003-07-24,3883821624
2003-07-25,4010148651
2003-07-28,4030713516
2003-07-29,3907324327
2003-07-30,3966081084
2003-07-31,3989583786
2003-08-01,3913200002
2003-08-04,3792748651
2003-08-05,3733991894
2003-08-06,4039527030
2003-08-07,4139413516
2003-08-08,4086532435
2003-08-11,4063029732
2003-08-12,4168791894
2003-08-13,4118848651
2003-08-14,4186418922
2003-08-15,4177605408
2003-08-18,4256927030
2003-08-19,4198170273
2003-08-20,4253989192
2003-08-21,4215797300
2003-08-22,4148227030
2003-08-25,4136475678
2003-08-26,4201108111
2003-08-27,4142351354
2003-08-28,4139413516
2003-08-29,4142351354
2003-09-02,4221672976
2003-09-03,4339186489
2003-09-04,4198170273
2003-09-05,4348000003
2003-09-08,4418508111
2003-09-09,4377378381
2003-09-10,4397943246
2003-09-11,4406756760
2003-09-12,4424383787
2003-09-15,4442010814
2003-09-16,4568337841
2003-09-17,4588902706
2003-09-18,4471389192
2003-09-19,4453762165
2003-09-22,4427321624
2003-09-23,4453762165
2003-09-24,4436135138
2003-09-25,4421445949
2003-09-26,4330372976
2003-09-29,4418508111
2003-09-30,4348257071
2003-10-01,4492512045
2003-10-02,4551391626
2003-10-03,4586719375
2003-10-06,4563167543
2003-10-07,4595551312
2003-10-08,4601439270
2003-10-09,4607327228
2003-10-10,4598495291
2003-10-13,4560223563
2003-10-14,4672094768
2003-10-15,4651486914
2003-10-16,4666206810
2003-10-17,4636767019
2003-10-20,4622047124
2003-10-21,4607327228
2003-10-22,4489568066
2003-10-23,4571999480
2003-10-24,4536671731
2003-10-27,4607327228
2003-10-28,4630879061
2003-10-29,4695646600
2003-10-30,4763358119
2003-10-31,4819293721
2003-11-03,4904669113
2003-11-04,4931164925
2003-11-05,4854621469
2003-11-06,4527839794
2003-11-07,4386528799
2003-11-10,4362976966
2003-11-11,4342369113
2003-11-12,4374752883
2003-11-13,4307041364
2003-11-14,4251105762
2003-11-17,4168674348
2003-11-18,4307041364
2003-11-19,4168674348
2003-11-20,4212834034
2003-11-21,4218721992
2003-11-24,4342369113
2003-11-25,4286433511
2003-11-26,4357089008
2003-11-28,4395360736
2003-12-01,4466016234
2003-12-02,4330593197
2003-12-03,4389472778
2003-12-04,4395360736
2003-12-05,4415968590
2003-12-08,4365920945
2003-12-09,4374752883
2003-12-10,4318817281
2003-12-11,4342369113
2003-12-12,4362976966
2003-12-15,4324705239
2003-12-16,4327649218
2003-12-17,4404192673
2003-12-18,4460128275
2003-12-19,4415968590
2003-12-22,4448352359
2003-12-23,4510175919
2003-12-24,4504287961
2003-12-26,4533727752
2003-12-29,4622047124
2003-12-30,4648542935
2003-12-31,4642654977
2004-01-02,4739806286
2004-01-05,4689758642
2004-01-06,4583775396
2004-01-07,4604383249
2004-01-08,4607327228
2004-01-09,4610271207
2004-01-12,4636767019
2004-01-13,4542559689
2004-01-14,4622047124
2004-01-15,4466016234
2004-01-16,4454240317
2004-01-20,4504287961
2004-01-21,4619103145
2004-01-22,4660318851
2004-01-23,4601439270
2004-01-26,4607327228
2004-01-27,4666206810
2004-01-28,4630879061
2004-01-29,4580831417
2004-01-30,4601439270
2004-02-02,4710366496
2004-02-03,4683870684
2004-02-04,4595551312
2004-02-05,4345313092
2004-02-06,4307041364
2004-02-09,4283489532
2004-02-10,4251105762
2004-02-11,4368864925
2004-02-12,4389472778
2004-02-13,4330593197
2004-02-17,4451296338
2004-02-18,4466016234
2004-02-19,4474848171
2004-02-20,4424800527
2004-02-23,4415968590
2004-02-24,4374752883
2004-02-25,4383584820
2004-02-26,4368864925
2004-02-27,4362976966
2004-03-01,4389472778
2004-03-02,4371808904
2004-03-03,4386528799
2004-03-04,4477792150
2004-03-05,4436576443
2004-03-08,4486624087
2004-03-09,4468960213
2004-03-10,4386528799
2004-03-11,4239329846
2004-03-12,4254049741
2004-03-15,4124514663
2004-03-16,4189282202
2004-03-17,4174562307
2004-03-18,4268769637
2004-03-19,4189282202
2004-03-22,4136290579
2004-03-23,4198114139
2004-03-24,4124514663
2004-03-25,4189282202
2004-03-26,4130402621
2004-03-29,4230497909
2004-03-30,4268769637
2004-03-31,5266800000
2004-04-01,5313600000
2004-04-02,5421600000
2004-04-05,5598000000
2004-04-06,5558400000
2004-04-07,5482800000
2004-04-08,5508000000
2004-04-12,5605200000
2004-04-13,5508000000
2004-04-14,5446800000
2004-04-15,5580000000
2004-04-16,5526000000
2004-04-19,5508000000
2004-04-20,5400000000
2004-04-21,5472000000
2004-04-22,5475600000
2004-04-23,5468400000
2004-04-26,5428800000
2004-04-27,5515200000
2004-04-28,5436000000
2004-04-29,5421600000
2004-04-30,5598000000
2004-05-03,5684400000
2004-05-04,5637600000
2004-05-05,5734800000
2004-05-06,5306400000
2004-05-07,5191200000
2004-05-10,5065200000
2004-05-11,5108400000
2004-05-12,5040000000
2004-05-13,5097600000
2004-05-14,5022000000
2004-05-17,4928400000
2004-05-18,4953600000
2004-05-19,4914000000
2004-05-20,4903200000
2004-05-21,4975200000
2004-05-24,5000400000
2004-05-25,5025600000
2004-05-26,5101200000
2004-05-27,5187600000
2004-05-28,5241600000
2004-06-01,5259600000
2004-06-02,5284800000
2004-06-03,5292000000
2004-06-04,5371200000
2004-06-07,5500800000
2004-06-08,5522400000
2004-06-09,5479200000
2004-06-10,5540400000
2004-06-14,5439600000
2004-06-15,5504400000
2004-06-16,5526000000
2004-06-17,5472000000
2004-06-18,5425200000
2004-06-21,5490000000
2004-06-22,5536800000
2004-06-23,5590800000
2004-06-24,5616000000
2004-06-25,5616000000
2004-06-28,5605200000
2004-06-29,5652000000
2004-06-30,4675157899
2004-07-01,4601649127
2004-07-02,4595768425
2004-07-06,4522259653
2004-07-07,4451691232
2004-07-08,4454631583
2004-07-09,4478154390
2004-07-12,4572245618
2004-07-13,4560484214
2004-07-14,4578126320
2004-07-15,4586947372
2004-07-16,4595768425
2004-07-19,4572245618
2004-07-20,4586947372
2004-07-21,4601649127
2004-07-22,4557543864
2004-07-23,4560484214
2004-07-26,4548722811
2004-07-27,4557543864
2004-07-28,4548722811
2004-07-29,4619291232
2004-07-30,4689859653
2004-08-02,4575185969
2004-08-03,4578126320
2004-08-04,4604589478
2004-08-05,4781010530
2004-08-06,4651635092
2004-08-09,4628112285
2004-08-10,4639873688
2004-08-11,4619291232
2004-08-12,4569305267
2004-08-13,4501677197
2004-08-16,4578126320
2004-08-17,4595768425
2004-08-18,4698680706
2004-08-19,4701621057
2004-08-20,4707501758
2004-08-23,4716322811
