,R
2013-12-03,3641044589
2013-12-04,3626288582
2013-12-05,3607843574
2013-12-06,3623126581
2013-12-09,3596249569
2013-12-10,3576223560
2013-12-11,3539860544
2013-12-12,3520361536
2013-12-13,3567264556
2013-12-16,3676353604
2013-12-17,3678461605
2013-12-18,3725364625
2013-12-19,3767524644
2013-12-20,3762254641
2013-12-23,3850790680
2013-12-24,3863438686
2013-12-26,3862911685
2013-12-27,3868181688
2013-12-30,3882410694
2013-12-31,3885254800
2014-01-02,3825222400
2014-01-03,3833121400
2014-01-06,3770455999
2014-01-07,3808897800
2014-01-08,3822062800
2014-01-09,3799945600
2014-01-10,3844180000
2014-01-13,3790993399
2014-01-14,3816796800
2014-01-15,3873143000
2014-01-16,3863137600
2014-01-17,3912638000
2014-01-21,3934755200
2014-01-22,3941600999
2014-01-23,3905265600
2014-01-24,3785200799
2014-01-27,3729381199
2014-01-28,3762557000
2014-01-29,3745705799
2014-01-30,3779408200
2014-01-31,3748865400
2014-02-03,3620901600
2014-02-04,3660923200
2014-02-05,3623534600
2014-02-06,3700418200
2014-02-07,3761503800
2014-02-10,3726748200
2014-02-11,3759924000
2014-02-12,3768349600
2014-02-13,3740439800
2014-02-14,3775722000
2014-02-18,3766243200
2014-02-19,3735700400
2014-02-20,3781514600
2014-02-21,3830488399
2014-02-24,3885781400
2014-02-25,3857871600
2014-02-26,3845759800
2014-02-27,3916324200
2014-02-28,3966351199
2014-03-03,3919483800
2014-03-04,4022170799
2014-03-05,4056926400
2014-03-06,4082729800
2014-03-07,4101160799
2014-03-10,4092735200
2014-03-11,4049027400
2014-03-12,4064825400
2014-03-13,4030596400
2014-03-14,4066931800
2014-03-17,4104847000
2014-03-18,4126964200
2014-03-19,4123804600
2014-03-20,4128544000
2014-03-21,4144342000
2014-03-24,4151714400
2014-03-25,4150134600
2014-03-26,4103793800
2014-03-27,4070618000
2014-03-28,4144868599
2014-03-31,4200914880
2014-04-01,4271876280
2014-04-02,4297632640
2014-04-03,4294478800
2014-04-04,4228773800
2014-04-07,4110504800
2014-04-08,4187773880
2014-04-09,4289748040
2014-04-10,4164645720
2014-04-11,4113658640
2014-04-14,4157286760
2014-04-15,4155709840
2014-04-16,4236658399
2014-04-17,4209850760
2014-04-21,4249273760
2014-04-22,4280286520
2014-04-23,4357029960
2014-04-24,4369119680
2014-04-25,4309196720
2014-04-28,4304465960
2014-04-29,4265568600
2014-04-30,4319709520
2014-05-01,4321286440
2014-05-02,4310248000
2014-05-05,4299209560
2014-05-06,4320760800
2014-05-07,4337055640
2014-05-08,4317606960
2014-05-09,4341260760
2014-05-12,4445863120
2014-05-13,4438504160
2014-05-14,4358606880
2014-05-15,4320235160
2014-05-16,4342312040
2014-05-19,4382786320
2014-05-20,4332850520
2014-05-21,4345465880
2014-05-22,4344414600
2014-05-23,4403286280
2014-05-27,4414850360
2014-05-28,4494222000
2014-05-29,4571491080
2014-05-30,4562029560
2014-06-02,4575170560
2014-06-03,4510516840
2014-06-04,4511042480
2014-06-05,4547311640
2014-06-06,4624055080
2014-06-09,4652965280
2014-06-10,4641926840
2014-06-11,4592516680
2014-06-12,4521555280
2014-06-13,4554144960
2014-06-16,4533645000
2014-06-17,4539952680
2014-06-18,4619324320
2014-06-19,4613542280
2014-06-20,4602503840
2014-06-23,4586734640
2014-06-24,4526811680
2014-06-25,4554144960
2014-06-26,4576747480
2014-06-27,4578850040
2014-06-30,4621113310
2014-07-01,4664654280
2014-07-02,4654162480
2014-07-03,4681965750
2014-07-07,4655736250
2014-07-08,4636326420
2014-07-09,4631605110
2014-07-10,4572326440
2014-07-11,4583342830
2014-07-14,4638949370
2014-07-15,4642096910
2014-07-16,4675670670
2014-07-17,4630031340
2014-07-18,4691932960
2014-07-21,4686687060
2014-07-22,4744916550
2014-07-23,4705572300
2014-07-24,4805244400
2014-07-25,4790031290
2014-07-28,4718687050
2014-07-29,4611146100
2014-07-30,4611146100
2014-07-31,4518293670
2014-08-01,4547670710
2014-08-04,4551342840
2014-08-05,4494687120
2014-08-06,4472654340
2014-08-07,4449572380
2014-08-08,4504129740
2014-08-11,4533506780
2014-08-12,4550293660
2014-08-13,4584392010
2014-08-14,4584392010
2014-08-15,4574424800
2014-08-18,4669900180
2014-08-19,4736523110
2014-08-20,4764326380
2014-08-21,4751211630
2014-08-22,4762752610
2014-08-25,4771670640
2014-08-26,4760129660
2014-08-27,4752260810
2014-08-28,4751736220
2014-08-29,4739146060
2014-09-02,4859277170
2014-09-03,4872391920
2014-09-04,4853506680
2014-09-05,4894949290
2014-09-08,4875014870
2014-09-09,4827801770
2014-09-10,4819408330
2014-09-11,4835670620
2014-09-12,4862949300
2014-09-15,4813637840
2014-09-16,4863473890
2014-09-17,4874490280
2014-09-18,4909637810
2014-09-19,4865047660
2014-09-22,4763801790
2014-09-23,4730752620
2014-09-24,4775342770
2014-09-25,4694031320
2014-09-26,4752785400
2014-09-29,4765375560
2014-09-30,4720455990
2014-10-01,4596633870
2014-10-02,4591911840
2014-10-03,4681630410
2014-10-06,4659069600
2014-10-07,4533148800
2014-10-08,4603454580
2014-10-09,4401981300
2014-10-10,4252975020
2014-10-13,4056223770
2014-10-14,4207328730
2014-10-15,4212050760
2014-10-16,4298096640
2014-10-17,4398308610
2014-10-20,4404079980
2014-10-21,4567777020
2014-10-22,4258746390
2014-10-23,4422968100
2014-10-24,4451300280
2014-10-27,4456022310
2014-10-28,4568826360
2014-10-29,4549938240
2014-10-30,4590862500
2014-10-31,4641755490
2014-11-03,4658544930
2014-11-04,4702617210
2014-11-05,4755608880
2014-11-06,4796008470
2014-11-07,4798631820
2014-11-10,4894646430
2014-11-11,4863690900
2014-11-12,4843753440
2014-11-13,4791286440
2014-11-14,4790761770
2014-11-17,4758232230
2014-11-18,4797057810
2014-11-19,4750886850
2014-11-20,4760855580
2014-11-21,4817519940
2014-11-24,4884153030
2014-11-25,4984365000
2014-11-26,4930848660
2014-11-28,5011647840
2014-12-01,4825914660
2014-12-02,4865789580
2014-12-03,4942391400
2014-12-04,4877856990
2014-12-05,4913009880
2014-12-08,4824340650
2014-12-09,4795483800
2014-12-10,4659594270
2014-12-11,4643854170
2014-12-12,4601880570
2014-12-15,4592961180
2014-12-16,4589813160
2014-12-17,4654872240
2014-12-18,4770299640
2014-12-19,4804403190
2014-12-22,4857919530
2014-12-23,4906713840
2014-12-24,4898843790
2014-12-26,4934521350
2014-12-29,4920355260
2014-12-30,4915108560
2014-12-31,4883538600
2015-01-02,4853558880
2015-01-05,4697874720
2015-01-06,4646330640
2015-01-07,4670524800
2015-01-08,4782554280
2015-01-09,4698926640
2015-01-12,4635811440
2015-01-13,4654220040
2015-01-14,4605305760
2015-01-15,4573222200
2015-01-16,4646330640
2015-01-20,4659479640
2015-01-21,4679466120
2015-01-22,4763619720
2015-01-23,4765723560
2015-01-26,4755204360
2015-01-27,4731010200
2015-01-28,4630025880
2015-01-29,4535879040
2015-01-30,4354422840
2015-02-02,4419641880
2015-02-03,4656849840
2015-02-04,4652642160
2015-02-05,4673680560
2015-02-06,4750996680
2015-02-09,4752574560
2015-02-10,4766775480
2015-02-11,4853558880
2015-02-12,4918251960
2015-02-13,4939816320
2015-02-17,4950335520
2015-02-18,4934556720
2015-02-19,4945601880
2015-02-20,4983996960
2015-02-23,4975055640
2015-02-24,5001353640
2015-02-25,4993990200
2015-02-26,4964536440
2015-02-27,4943498040
2015-03-02,4982419080
2015-03-03,4927193280
2015-03-04,4925615400
2015-03-05,4936660560
2015-03-06,4811482080
2015-03-09,4841987760
2015-03-10,4760989920
2015-03-11,4866181920
2015-03-12,4955069160
2015-03-13,4897739520
2015-03-16,4982945040
2015-03-17,4993990200
2015-03-18,5068676520
2015-03-19,5101286040
2015-03-20,5154408000
2015-03-23,5118642720
2015-03-24,5071306320
2015-03-25,4986100800
2015-03-26,4952439360
2015-03-27,4964536440
2015-03-30,5066046720
2015-03-31,5012754030
2015-04-01,5009056140
2015-04-02,4986340530
2015-04-06,4969435890
2015-04-07,4955172600
2015-04-08,4950946440
2015-04-09,4993208040
2015-04-10,5041280610
2015-04-13,5037054450
2015-04-14,5022262890
2015-04-15,5038110990
2015-04-16,5011169220
2015-04-17,4991094960
2015-04-20,5068750650
2015-04-21,5113653600
2015-04-22,5174404650
2015-04-23,5260512660
2015-04-24,5221420680
2015-04-27,5152745580
2015-04-28,5177046000
2015-04-29,5130029970
2015-04-30,5037582720
2015-05-01,5109955710
2015-05-04,5119464570
2015-05-05,5059770060
2015-05-06,5007471330
2015-05-07,5042865420
2015-05-08,5067694110
2015-05-11,5100446850
2015-05-12,4992151500
2015-05-13,4959927030
2015-05-14,5023847700
2015-05-15,5052374280
2015-05-18,5115766680
2015-05-19,5066109300
2015-05-20,4973133780
2015-05-21,5019621540
2015-05-22,4975775130
2015-05-26,4945135470
2015-05-27,5006414790
2015-05-28,4949361630
2015-05-29,4841594550
2015-06-01,4855857840
2015-06-02,4866951510
2015-06-03,4945135470
2015-06-04,4928230830
2015-06-05,5006414790
2015-06-08,4959398760
2015-06-09,4950418170
2015-06-10,4984227450
2015-06-11,5018565000
2015-06-12,4957285680
2015-06-15,4901817330
2015-06-16,4865894970
2015-06-17,4858499190
2015-06-18,4937739690
2015-06-19,4936683150
2015-06-22,4965738000
2015-06-23,4929815640
2015-06-24,4840009740
2015-06-25,4737525360
2015-06-26,4705829160
2015-06-29,4590138030
2015-06-30,4620824560
2015-07-01,4659961680
2015-07-02,4673183680
2015-07-06,4632988800
2015-07-07,4685347920
2015-07-08,4613420240
2015-07-09,4644095280
2015-07-10,4759920000
2015-07-13,4854589520
2015-07-14,4837136480
2015-07-15,4773142000
2015-07-16,4819683440
2015-07-17,4838723120
2015-07-20,4850358480
2015-07-21,4932863760
2015-07-22,4922815040
2015-07-23,4676356960
2015-07-24,4639335360
2015-07-27,4618180160
2015-07-28,4705974240
2015-07-29,4874686960
2015-07-30,4864109360
2015-07-31,4787421760
2015-08-03,4844011920
2015-08-04,4846656320
2015-08-05,4860936080
2015-08-06,4841896400
2015-08-07,4786364000
2015-08-10,4854589520
2015-08-11,4782132960
2015-08-12,4733476000
2015-08-13,4693810000
2015-08-14,4718138480
2015-08-17,4701214320
2015-08-18,4675828080
2015-08-19,4576398640
2015-08-20,4394463920
2015-08-21,4283399119
2015-08-24,4109926479
2015-08-25,4027950080
2015-08-26,4179738640
2015-08-27,4300852160
2015-08-28,4338931520
2015-08-31,4335229360
2015-09-01,4184498560
2015-09-02,4283928000
2015-09-03,4293976720
2015-09-04,4240030960
2015-09-08,4384944080
2015-09-09,4284985760
2015-09-10,4316718560
2015-09-11,4330469440
2015-09-14,4302438800
2015-09-15,4437303200
2015-09-16,4438360960
2015-09-17,4436774320
2015-09-18,4276523680
2015-09-21,4294505600
2015-09-22,4130023920
2015-09-23,4060740640
2015-09-24,3967128880
2015-09-25,3973475439
2015-09-28,3891499040
2015-09-29,3888325760
2015-09-30,3920121840
2015-10-01,3803640640
2015-10-02,3788286300
2015-10-05,3918533460
2015-10-06,3874588280
2015-10-07,3924886979
2015-10-08,3977832979
2015-10-09,4017542479
2015-10-12,4005364900
2015-10-13,3633683979
2015-10-14,3765519520
2015-10-15,3880412340
2015-10-16,3809464700
2015-10-19,3818465520
2015-10-20,3826407420
2015-10-21,3812112000
2015-10-22,3778756020
2015-10-23,3723692180
2015-10-26,3740634900
2015-10-27,3613035039
2015-10-28,3675511320
2015-10-29,3792521979
2015-10-30,3800463880
2015-11-02,3863999080
2015-11-03,3832760940
2015-11-04,3787227380
2015-11-05,3806287940
2015-11-06,3805758479
2015-11-09,3745929500
2015-11-10,3651156159
2015-11-11,3659098060
2015-11-12,3530439280
2015-11-13,3478022740
2015-11-16,3496024380
2015-11-17,3494965460
2015-11-18,3523556300
2015-11-19,3580208520
2015-11-20,3544734700
2015-11-23,3474316520
2015-11-24,3502907360
2015-11-25,3504495740
2015-11-27,3524085760
2015-11-30,3492318159
2015-12-01,3542087400
2015-12-02,3415017000
2015-12-03,3297476880
2015-12-04,3211174900
2015-12-07,3138638880
2015-12-08,3071926920
2015-12-09,3056572580
2015-12-10,3069809080
2015-12-11,2976624120
2015-12-14,2918383520
2015-12-15,2990919540
2015-12-16,3137579960
2015-12-17,3000449820
2015-12-18,2863319680
2015-12-21,2860672380
2015-12-22,2959151940
2015-12-23,3060808260
2015-12-24,3053395820
2015-12-28,2987742780
2015-12-29,3029570120
2015-12-30,2994625760
2015-12-31,3016309080
2016-01-04,3020024400
2016-01-05,3004632360
2016-01-06,2870350080
2016-01-07,2762075040
2016-01-08,2683522560
2016-01-11,2678214960
2016-01-12,2711122080
2016-01-13,2652207720
2016-01-14,2673438120
2016-01-15,2613993000
2016-01-19,2536502040
2016-01-20,2564632320
2016-01-21,2628323520
2016-01-22,2687768640
2016-01-25,2596477920
2016-01-26,2789143800
2016-01-27,2746152240
2016-01-28,2701568400
2016-01-29,2822050920
2016-02-01,2903257200
2016-02-02,2734475520
2016-02-03,2757298200
2016-02-04,3009939960
2016-02-05,3031701120
2016-02-08,2970663720
2016-02-09,2953679400
2016-02-10,2936164320
2016-02-11,2784897720
2016-02-12,2873534640
2016-02-16,2987648040
2016-02-17,3085307880
2016-02-18,3076284960
2016-02-19,2980217400
2016-02-22,3106007520
2016-02-23,3005693880
2016-02-24,2992955640
2016-02-25,2984463480
2016-02-26,3061423680
2016-02-29,3010470720
2016-03-01,3104415240
2016-03-02,3106007520
2016-03-03,3192521400
2016-03-04,3266297040
2016-03-07,3334234320
2016-03-08,3172352520
2016-03-09,3229674600
2016-03-10,3172352520
2016-03-11,3258866400
2016-03-14,3253558800
2016-03-15,3186683040
2016-03-16,3274258440
2016-03-17,3404825400
2016-03-18,3453124560
2016-03-21,3521061840
2016-03-22,3476478000
2016-03-23,3432955680
2016-03-24,3436140239
2016-03-28,3396864000
2016-03-29,3439855560
2016-03-30,3420748200
2016-03-31,3437032460
2016-04-01,3406259400
2016-04-04,3375486340
2016-04-05,3315531930
2016-04-06,3277330890
2016-04-07,3208887360
2016-04-08,3286881150
2016-04-11,3299614830
2016-04-12,3320837630
2016-04-13,3475764070
2016-04-14,3499639719
2016-04-15,3513434540
2016-04-18,3535718480
2016-04-19,3585592060
2016-04-20,3611589989
2016-04-21,3498048010
2016-04-22,3564369260
2016-04-25,3461969250
2016-04-26,3684808650
2016-04-27,3789330940
2016-04-28,3749538190
2016-04-29,3656688440
2016-05-02,3646607610
2016-05-03,3599917449
2016-05-04,3586653199
2016-05-05,3586653199
2016-05-06,3650321600
2016-05-09,3642363050
2016-05-10,3743171350
2016-05-11,3719826270
2016-05-12,3631221080
2016-05-13,3477355780
2016-05-16,3460908110
2016-05-17,3495925730
2016-05-18,3472580650
2016-05-19,3538371330
2016-05-20,3608937140
2016-05-23,3569674960
2016-05-24,3604162010
2016-05-25,3673136110
2016-05-26,3671544400
2016-05-27,3688522640
2016-05-31,3693828340
2016-06-01,3674727820
2016-06-02,3660402429
2016-06-03,3607876000
2016-06-06,3683216940
2016-06-07,3703909170
2016-06-08,3703378600
2016-06-09,3589836620
2016-06-10,3486375469
2016-06-13,3463560960
2016-06-14,3404667690
2016-06-15,3417931940
2016-06-16,3385036600
2016-06-17,3461438679
2016-06-20,3519270810
2016-06-21,3454541270
2016-06-22,3459316400
2016-06-23,3493803449
2016-06-24,3240190990
2016-06-27,3033268690
2016-06-28,3130363000
2016-06-29,3206765080
2016-06-30,3237546420
2016-07-01,3284674590
2016-07-05,3205774620
2016-07-06,3245489370
2016-07-07,3289440360
2016-07-08,3422881920
2016-07-11,3472128209
2016-07-12,3551028180
2016-07-13,3580152330
2016-07-14,3588624810
2016-07-15,3599215410
2016-07-18,3602922120
2016-07-19,3565855020
2016-07-20,3591272459
2016-07-21,3575916090
2016-07-22,3666995250
2016-07-25,3647402639
2016-07-26,3694001280
2016-07-27,3416527560
2016-07-28,3474775860
2016-07-29,3489602700
2016-08-01,3449887950
2016-08-02,3323330280
2016-08-03,3367281270
2016-08-04,3379460460
2016-08-05,3477953040
2016-08-08,3494898000
2016-08-09,3463126200
2016-08-10,3470539620
2016-08-11,3484307400
2016-08-12,3456771840
2016-08-15,3463655730
2016-08-16,3441945000
2016-08-17,3439297350
2016-08-18,3475834920
2016-08-19,3501781889
2016-08-22,3458360430
2016-08-23,3469480560
2016-08-24,3476893980
2016-08-25,3419175209
2016-08-26,3399582600
2016-08-29,3419704740
2016-08-30,3479541629
2016-08-31,3469480560
2016-09-01,3491720820
2016-09-02,3523492620
2016-09-06,3531965100
2016-09-07,3597626820
2016-09-08,3579622799
2016-09-09,3439297350
2016-09-12,3473716799
2016-09-13,3402230250
2016-09-14,3446181240
2016-09-15,3500193299
2016-09-16,3500722830
2016-09-19,3455712780
2016-09-20,3356690670
2016-09-21,3408584610
2016-09-22,3418645680
2016-09-23,3374165160
2016-09-26,3370987980
2016-09-27,3396934950
2016-09-28,3445651709
2016-09-29,3412291320
2016-09-30,3493569350
2016-10-03,3508401790
2016-10-04,3473969340
2016-10-05,3544953160
2016-10-06,3557666680
2016-10-07,3521645040
2016-10-10,3571439660
2016-10-11,3498866650
2016-10-12,3493039620
2016-10-13,3365904420
2016-10-14,3327234130
2016-10-17,3313990880
2016-10-18,3334120620
2016-10-19,3352131440
2016-10-20,3345244950
2016-10-21,3413050390
2016-10-24,3472380150
2016-10-25,3499926109
2016-10-26,3666791060
2016-10-27,3664672140
2016-10-28,3651958620
2016-10-31,3675796470
2016-11-01,3666791060
2016-11-02,3643482940
2016-11-03,3656196460
2016-11-04,3653018079
2016-11-07,3784391120
2016-11-08,3867558730
2016-11-09,4048196660
2016-11-10,4209234579
2016-11-11,4119710210
2016-11-14,4205526470
2016-11-15,4204996739
2016-11-16,4174802130
2016-11-17,4168975100
2016-11-18,4172153480
2016-11-21,4168975100
2016-11-22,4185396730
2016-11-23,4269094070
2016-11-25,4320477880
2016-11-28,4196521060
2016-11-29,4162088609
2016-11-30,4147785900
2016-12-01,4218769720
2016-12-02,4198110250
2016-12-05,4252672440
2016-12-06,4343786000
2016-12-07,4479926610
2016-12-08,4486283370
2016-12-09,4356499520
2016-12-12,4306704900
2016-12-13,4280748130
2016-12-14,4239429190
2016-12-15,4100110200
2016-12-16,4059850720
2016-12-19,4090045329
2016-12-20,4108585880
2016-12-21,4076272350
2016-12-22,4023829079
2016-12-23,4033364220
2016-12-27,4064618290
2016-12-28,3982510140
2016-12-29,3994164200
2016-12-30,3943310120
2017-01-03,3989405749
2017-01-04,4030173400
2017-01-05,3992582450
2017-01-06,4025408350
2017-01-09,3987287950
2017-01-10,4004230349
2017-01-11,4049233600
2017-01-12,4034938449
2017-01-13,4078353350
2017-01-17,3970875000
2017-01-18,4011113200
2017-01-19,3922695050
2017-01-20,3953403150
2017-01-23,3961874350
2017-01-24,4048704150
2017-01-25,4145064050
2017-01-26,4094236850
2017-01-27,4132886700
2017-01-30,4132357250
2017-01-31,4108531999
2017-02-01,4121238800
2017-02-02,3801980450
2017-02-03,3918459450
2017-02-06,3930107350
2017-02-07,3935401850
2017-02-08,3934342950
2017-02-09,3995229699
2017-02-10,4049763049
2017-02-13,4085765650
2017-02-14,4055586999
2017-02-15,4154064699
2017-02-16,4091060150
2017-02-17,4085765650
2017-02-21,4076235549
2017-02-22,4064587650
2017-02-23,3970345549
2017-02-24,4016937150
2017-02-27,4044998000
2017-02-28,4031761750
2017-03-01,4118591550
2017-03-02,4056645900
2017-03-03,4069352700
2017-03-06,4066705450
2017-03-07,4027526149
2017-03-08,4004230349
2017-03-09,3970345549
2017-03-10,4032820650
2017-03-13,3979875650
2017-03-14,3952344250
2017-03-15,4042880200
2017-03-16,4004759800
2017-03-17,3983052350
2017-03-20,3925871750
2017-03-21,3846983700
2017-03-22,3864455549
2017-03-23,3856513800
2017-03-24,3832688550
2017-03-27,3860219950
2017-03-28,3969286650
2017-03-29,3978287300
2017-03-30,4001583100
2017-03-31,3972896720
2017-04-03,3920760350
2017-04-04,3937085880
2017-04-05,3955517930
2017-04-06,4007127670
2017-04-07,3972370090
2017-04-10,4078749350
2017-04-11,4038725470
2017-04-12,3923920130
2017-04-13,3875996799
2017-04-17,3950251630
2017-04-18,3938139140
2017-04-19,3947618479
2017-04-20,4035565689
2017-04-21,4089281950
2017-04-24,4175122640
2017-04-25,3595829640
2017-04-26,3585823670
2017-04-27,3614261689
2017-04-28,3576344330
2017-05-01,3584770409
2017-05-02,3620581250
2017-05-03,3606362240
2017-05-04,3600569310
2017-05-05,3617948100
2017-05-08,3566864990
2017-05-09,3552119350
2017-05-10,3532107409
2017-05-11,3505249280
2017-05-12,3441000420
2017-05-15,3473124850
2017-05-16,3458379210
2017-05-17,3349366800
2017-05-18,3319875520
2017-05-19,3344627130
2017-05-22,3366745590
2017-05-23,3399923280
2017-05-24,3489977010
2017-05-25,3520521549
2017-05-26,3465752030
2017-05-30,3486290600
2017-05-31,3497876460
2017-06-01,3508409060
2017-06-02,3512622100
2017-06-05,3507882430
2017-06-06,3480497670
2017-06-07,3496823200
2017-06-08,3428887930
2017-06-09,3446266720
2017-06-12,3511568840
2017-06-13,3562651950
2017-06-14,3553699240
2017-06-15,3567391619
2017-06-16,3536320450
2017-06-19,3588983450
2017-06-20,3549486200
2017-06-21,3547379680
2017-06-22,3563705210
2017-06-23,3607942130
2017-06-26,3654812200
2017-06-27,3665344799
2017-06-28,3762771350
2017-06-29,3783836549
2017-06-30,3772111900
2017-07-03,3833949800
2017-07-05,3820848550
2017-07-06,3801458700
2017-07-07,3862772549
2017-07-10,3879018100
2017-07-11,3856483950
2017-07-12,3865392800
2017-07-13,3868013050
2017-07-14,3854387750
2017-07-17,3832377650
2017-07-18,3822944750
2017-07-19,3830281450
2017-07-20,3796742250
2017-07-21,3798314400
2017-07-24,3790977700
2017-07-25,3853863700
2017-07-26,4006886299
2017-07-27,3834473850
2017-07-28,3810367549
2017-07-31,3812987800
2017-08-01,3709749950
2017-08-02,3734380300
2017-08-03,3761106850
2017-08-04,3805651100
2017-08-07,3842334599
2017-08-08,3805127050
2017-08-09,3810891600
2017-08-10,3745909400
2017-08-11,3817180200
2017-08-14,3880066200
2017-08-15,3881114300
2017-08-16,3866964950
2017-08-17,3788881500
2017-08-18,3770015700
2017-08-21,3771587850
2017-08-22,3839714350
2017-08-23,3840238400
2017-08-24,3826613100
2017-08-25,3893691500
2017-08-28,3943476250
2017-08-29,4055622950
2017-08-30,4115888700
2017-08-31,4066627999
2017-09-01,4098595049
2017-09-05,4115888700
2017-09-06,4108552000
2017-09-07,4139995000
2017-09-08,4145235499
2017-09-11,4145235499
2017-09-12,4177726600
2017-09-13,4121129200
2017-09-14,4165673449
2017-09-15,4164101299
2017-09-18,4182967099
2017-09-19,4183491150
2017-09-20,4248473349
2017-09-21,4284108750
2017-09-22,4327080850
2017-09-25,4323412500
2017-09-26,4364288400
2017-09-27,4403592150
2017-09-28,4402544050
2017-09-29,4430842750
2017-10-02,4495376605
2017-10-03,4493258392
2017-10-04,4394761508
2017-10-05,4413825421
2017-10-06,4414884528
2017-10-09,4408529890
2017-10-10,4437125760
2017-10-11,4417532293
2017-10-12,4440832632
2017-10-13,4290969093
2017-10-16,4215772547
2017-10-17,4225834057
2017-10-18,4324330941
2017-10-19,4383111339
2017-10-20,4429712016
2017-10-23,4392113743
2017-10-24,4337040216
2017-10-25,4315858091
2017-10-26,4402175252
2017-10-27,4462544310
2017-10-30,4349749491
2017-10-31,4293616859
2017-11-01,4328037813
2017-11-02,4389465977
2017-11-03,4360340554
2017-11-06,4374108936
2017-11-07,4280378030
2017-11-08,4247545735
2017-11-09,4178703827
2017-11-10,4179233380
2017-11-13,4202004165
2017-11-14,4199356400
2017-11-15,4128925832
2017-11-16,4250723054
2017-11-17,4043138223
2017-11-20,4058495264
2017-11-21,4107743706
2017-11-22,4105625494
2017-11-24,4093445772
2017-11-27,4096623091
2017-11-28,4220538525
2017-11-29,4293087305
2017-11-30,4367754298
2017-12-01,4360870107
2017-12-04,4316387644
2017-12-05,4258666351
2017-12-06,4261843670
2017-12-07,4345513066
2017-12-08,4367754298
2017-12-11,4328037813
2017-12-12,4329626472
2017-12-13,4343394854
2017-12-14,4293087305
2017-12-15,4319035409
2017-12-18,4387347764
2017-12-19,4448775929
2017-12-20,4447716822
2017-12-21,4433948441
2017-12-22,4490610627
2017-12-26,4470487607
2017-12-27,4502260796
2017-12-28,4499613030
2017-12-29,4457248779
2018-01-02,4527792000
2018-01-03,4580721050
2018-01-04,4572860300
2018-01-05,4556614750
2018-01-08,4584389400
2018-01-09,4614784300
2018-01-10,4568143850
2018-01-11,4679766500
2018-01-12,4707017100
2018-01-16,4638890600
2018-01-17,4662996900
2018-01-18,4659328550
2018-01-19,4654612100
2018-01-22,4695488000
2018-01-23,4637842500
2018-01-24,4642558950
2018-01-25,4622121000
2018-01-26,4660900700
2018-01-29,4659852600
2018-01-30,4545085650
2018-01-31,4560807150
2018-02-01,4570764100
2018-02-02,4407784550
2018-02-05,4232751850
2018-02-06,4349090950
2018-02-07,4405164300
2018-02-08,4177726600
2018-02-09,4227511350
2018-02-12,4322888450
2018-02-13,4372673200
2018-02-14,4427698450
2018-02-15,4440799700
2018-02-16,4005314150
2018-02-20,3935615499
2018-02-21,3915701600
2018-02-22,3896311749
2018-02-23,3906268700
2018-02-26,3986972400
2018-02-27,3894739599
2018-02-28,3792549850
2018-03-01,3835521950
2018-03-02,3831853600
2018-03-05,3811939699
2018-03-06,3843906749
2018-03-07,3776828349
2018-03-08,3893167450
2018-03-09,4008982500
2018-03-12,3985924300
2018-03-13,3990116700
2018-03-14,3928278799
2018-03-15,3914653500
2018-03-16,3940856000
2018-03-19,3953957250
2018-03-20,3979111650
2018-03-21,3997977450
2018-03-22,3805127050
2018-03-23,3733856250
2018-03-26,3758486600
2018-03-27,3685643650
2018-03-28,3729663850
2018-03-29,3814559950
2018-04-02,3735028399
2018-04-03,3842910600
2018-04-04,3822486299
2018-04-05,3811488600
2018-04-06,3662234100
2018-04-09,3671136999
2018-04-10,3758594900
2018-04-11,3725078100
2018-04-12,3784256200
2018-04-13,3775353300
2018-04-16,3883759200
2018-04-17,3891614700
2018-04-18,3998449499
2018-04-19,3927226299
2018-04-20,3877998500
2018-04-23,3918847100
2018-04-24,3581584300
2018-04-25,3563254800
2018-04-26,3511408500
2018-04-27,3553304499
2018-04-30,3531309100
2018-05-01,3500934499
2018-05-02,3519264000
2018-05-03,3521358799
2018-05-04,3552257100
2018-05-07,3562731100
2018-05-08,3569539200
2018-05-09,3577918399
2018-05-10,3594676800
2018-05-11,3576347300
2018-05-14,3576871000
2018-05-15,3578442100
2018-05-16,3568491800
2018-05-17,3594153100
2018-05-18,3523977300
2018-05-21,3588392400
2018-05-22,3555399300
2018-05-23,3570062900
2018-05-24,3648617900
2018-05-25,3621909200
2018-05-29,3583155400
2018-05-30,3630812100
2018-05-31,3512979600
2018-06-01,3544401600
2018-06-04,3473702100
2018-06-05,3470036200
2018-06-06,3495697500
2018-06-07,3547020100
2018-06-08,3592581999
2018-06-11,3720364800
2018-06-12,3760166000
2018-06-13,3686324300
2018-06-14,3742360199
2018-06-15,3829294400
2018-06-18,3856526800
2018-06-19,3793159100
2018-06-20,3873808900
2018-06-21,3826675899
2018-06-22,3788969499
2018-06-25,3732933600
2018-06-26,3727172900
2018-06-27,3687371700
2018-06-28,3675326600
2018-06-29,3763308200
2018-07-02,3815025570
2018-07-03,3769440180
2018-07-05,3788827070
2018-07-06,3837032310
2018-07-09,3958593350
2018-07-10,3939730430
2018-07-11,3881045789
2018-07-12,3886285490
2018-07-13,3913531930
2018-07-16,3829696730
2018-07-17,3854323320
2018-07-18,3917199720
2018-07-19,3937634550
2018-07-20,3914055900
