,SWK
2013-11-26,12571590080
2013-11-27,12601137360
2013-11-29,12657121680
2013-12-02,12367869360
2013-12-03,12412967839
2013-12-04,12377200080
2013-12-05,12405192240
2013-12-06,12551373519
2013-12-09,12580920800
2013-12-10,12551373519
2013-12-11,12339877200
2013-12-12,12526491600
2013-12-13,12515605760
2013-12-16,12445625360
2013-12-17,12405192240
2013-12-18,12526491600
2013-12-19,12554483760
2013-12-20,12528046720
2013-12-23,12588696400
2013-12-24,12542042800
2013-12-26,12602692480
2013-12-27,12598027120
2013-12-30,12667281250
2013-12-31,12579974450
2014-01-02,12500462900
2014-01-03,12531643900
2014-01-06,12416274200
2014-01-07,12469281900
2014-01-08,12484872400
2014-01-09,12519171500
2014-01-10,12693785100
2014-01-13,12495785750
2014-01-14,12815391000
2014-01-15,12868398700
2014-01-16,12845012950
2014-01-17,12654808850
2014-01-21,12628305000
2014-01-22,12617391650
2014-01-23,12536321050
2014-01-24,12130968050
2014-01-27,12059251750
2014-01-28,12149676650
2014-01-29,12165267150
2014-01-30,12140322350
2014-01-31,12067047000
2014-02-03,11792654200
2014-02-04,11865929550
2014-02-05,11794213250
2014-02-06,11920496299
2014-02-07,12285314000
2014-02-10,12310258799
2014-02-11,12473959050
2014-02-12,12569061100
2014-02-13,12564383950
2014-02-14,12678194599
2014-02-18,12671958400
2014-02-19,12575297300
2014-02-20,12695344150
2014-02-21,12743674700
2014-02-24,12796682400
2014-02-25,12738997549
2014-02-26,12784210000
2014-02-27,12932319750
2014-02-28,12946351200
2014-03-03,12745233750
2014-03-04,12784210000
2014-03-05,12712493700
2014-03-06,12765501400
2014-03-07,12863721550
2014-03-10,12768619500
2014-03-11,12701580350
2014-03-12,12559706800
2014-03-13,12330526450
2014-03-14,12319613100
2014-03-17,12530084850
2014-03-18,12497344800
2014-03-19,12400683700
2014-03-20,12466163799
2014-03-21,12427187549
2014-03-24,12369502700
2014-03-25,12523848650
2014-03-26,12380416050
2014-03-27,12328967400
2014-03-28,12579974450
2014-03-31,12699111840
2014-04-01,12783522480
2014-04-02,12791338280
2014-04-03,12756948760
2014-04-04,12622517000
2014-04-07,12364595600
2014-04-08,12328642920
2014-04-09,12550611640
2014-04-10,12253611240
2014-04-11,12126995280
2014-04-14,12239542800
2014-04-15,12539669520
2014-04-16,12736627680
2014-04-17,12805406720
2014-04-21,12758511920
2014-04-22,12775706680
2014-04-23,12886691040
2014-04-24,13369707480
2014-04-25,13322812680
2014-04-28,13171186160
2014-04-29,13258723119
2014-04-30,13425981240
2014-05-01,13441612840
2014-05-02,13432233880
2014-05-05,13400970680
2014-05-06,13316560040
2014-05-07,13466623400
2014-05-08,13505702400
2014-05-09,13494760280
2014-05-12,13657328920
2014-05-13,13599492000
2014-05-14,13408786480
2014-05-15,13285296840
2014-05-16,13396281200
2014-05-19,13515081359
2014-05-20,13266538920
2014-05-21,13472876040
2014-05-22,13463497080
2014-05-23,13638571000
2014-05-27,13662018400
2014-05-28,13662018400
2014-05-29,13627628880
2014-05-30,13662018400
2014-06-02,13677650000
2014-06-03,13541655080
2014-06-04,13460370760
2014-06-05,13690155280
2014-06-06,13733923760
2014-06-09,13796450160
2014-06-10,13793323840
2014-06-11,13671397359
2014-06-12,13618249920
2014-06-13,13626065720
2014-06-16,13718292160
2014-06-17,13752681680
2014-06-18,13798013320
2014-06-19,13815208080
2014-06-20,13915250320
2014-06-23,13829276520
2014-06-24,13657328920
2014-06-25,13691718440
2014-06-26,13640134160
2014-06-27,13762060640
2014-06-30,13755070959
2014-07-01,13776998879
2014-07-02,13758203520
2014-07-03,13885072200
2014-07-07,13803625640
2014-07-08,13636033680
2014-07-09,13645431360
2014-07-10,13484104520
2014-07-11,13452778920
2014-07-14,13531092920
2014-07-15,13415188200
2014-07-16,13510731280
2014-07-17,13314946280
2014-07-18,13343139320
2014-07-21,13441814959
2014-07-22,13521695240
2014-07-23,13527960360
2014-07-24,13316512560
2014-07-25,14217123560
2014-07-28,14199894480
2014-07-29,13994711800
2014-07-30,13999410640
2014-07-31,13697118600
2014-08-01,13697118600
2014-08-04,13775432600
2014-08-05,13612539480
2014-08-06,13573382480
2014-08-07,13604708080
2014-08-08,13819288440
2014-08-11,13889771040
2014-08-12,13866276840
2014-08-13,13997844360
2014-08-14,14102785120
2014-08-15,14062061840
2014-08-18,14160737480
2014-08-19,14265678240
2014-08-20,14337727120
2014-08-21,14340859680
2014-08-22,14246882879
2014-08-25,14278208480
2014-08-26,14243750320
2014-08-27,14209292160
2014-08-28,14218689840
2014-08-29,14331462000
2014-09-02,14345558520
2014-09-03,14306401520
2014-09-04,14298570120
2014-09-05,14398812040
2014-09-08,14375317840
2014-09-09,14364353879
2014-09-10,14416041120
2014-09-11,14428571360
2014-09-12,14392546920
2014-09-15,14375317840
2014-09-16,14394113200
2014-09-17,14452065560
2014-09-18,14638452879
2014-09-19,14605561000
2014-09-22,14351823640
2014-09-23,14325196879
2014-09-24,14359655040
2014-09-25,14145074680
2014-09-26,14132544440
2014-09-29,14018794020
2014-09-30,13833393210
2014-10-01,13632412500
2014-10-02,13595020740
2014-10-03,13710312000
2014-10-06,13746145770
2014-10-07,13277190780
2014-10-08,13454801640
2014-10-09,13113601830
2014-10-10,13021680420
2014-10-13,12674248650
2014-10-14,12864323429
2014-10-15,12668016690
2014-10-16,12912621120
2014-10-17,13116717810
2014-10-20,13158783539
2014-10-21,13412735910
2014-10-22,13618390590
2014-10-23,13862995020
2014-10-24,14040605880
2014-10-27,13951800450
2014-10-28,14235354630
2014-10-29,14250934530
2014-10-30,14344413929
2014-10-31,14589018360
2014-11-03,14584344390
2014-11-04,14512676850
2014-11-05,14531372730
2014-11-06,14707425600
2014-11-07,14802462990
2014-11-10,14938008120
2014-11-11,14930218170
2014-11-12,14989421789
2014-11-13,14934892140
2014-11-14,14905290330
2014-11-17,14828948820
2014-11-18,14819600880
2014-11-19,14782209120
2014-11-20,14832064800
2014-11-21,14849202690
2014-11-24,14841412740
2014-11-25,14849202690
2014-11-26,14765071230
2014-11-28,14713657560
2014-12-01,14574996450
2014-12-02,14719889520
2014-12-03,14856992640
2014-12-04,14775977160
2014-12-05,14895942390
2014-12-08,14849202690
2014-12-09,14888152440
2014-12-10,14715215550
2014-12-11,14789999070
2014-12-12,14598366300
2014-12-15,14475285090
2014-12-16,14579670420
2014-12-17,14705867610
2014-12-18,15020581590
2014-12-19,15096923100
2014-12-22,15123408929
2014-12-23,15162358679
2014-12-24,15168590640
2014-12-26,15120292950
2014-12-29,15070437270
2014-12-30,15068879280
2014-12-31,14969167920
2015-01-02,14959819980
2015-01-05,14299602840
2015-01-06,14156561160
2015-01-07,14400036360
2015-01-08,14673945960
2015-01-09,14396992920
2015-01-12,14305689720
2015-01-13,14223516840
2015-01-14,14241777480
2015-01-15,13958737560
2015-01-16,13973954760
2015-01-20,13970911320
2015-01-21,14066779680
2015-01-22,14284385640
2015-01-23,14211343080
2015-01-26,14225038560
2015-01-27,13893303600
2015-01-28,13773087720
2015-01-29,14543078039
2015-01-30,14250907800
2015-02-02,14538512880
2015-02-03,14681554560
2015-02-04,14559816960
2015-02-05,14632859520
2015-02-06,14657207039
2015-02-09,14517208800
2015-02-10,14731771320
2015-02-11,14693728320
2015-02-12,14803292160
2015-02-13,14943290400
2015-02-17,14961551039
2015-02-18,14996550600
2015-02-19,14955464160
2015-02-20,15055897680
2015-02-23,15017854680
2015-02-24,15243069240
2015-02-25,15084810360
2015-02-26,15010246080
2015-02-27,14964594480
2015-03-02,15052854240
2015-03-03,14970681360
2015-03-04,14809379039
2015-03-05,14855030640
2015-03-06,14559816960
2015-03-09,14797205280
2015-03-10,14611555440
2015-03-11,14479165800
2015-03-12,14680032840
2015-03-13,14635902960
2015-03-16,14459383440
2015-03-17,14375688840
2015-03-18,14707423800
2015-03-19,14588729640
2015-03-20,14657207039
2015-03-23,14606990280
2015-03-24,14610033720
2015-03-25,14454818280
2015-03-26,14435035920
2015-03-27,14518730520
2015-03-30,14640468120
2015-03-31,14511121920
2015-04-01,14538512880
2015-04-02,14549164920
2015-04-06,14308421760
2015-04-07,14237353440
2015-04-08,14321747070
2015-04-09,14271407010
2015-04-10,14287693500
2015-04-13,14206261050
2015-04-14,14203299870
2015-04-15,14360242410
2015-04-16,14386893030
2015-04-17,14250678750
2015-04-20,14415024240
2015-04-21,14373567720
2015-04-22,14526068490
2015-04-23,14771846430
2015-04-24,14774807610
2015-04-27,14762962890
2015-04-28,14765924070
2015-04-29,14752598760
2015-04-30,14613423300
2015-05-01,14702258700
2015-05-04,14887332450
2015-05-05,14915463660
2015-05-06,15096095640
2015-05-07,15156799830
2015-05-08,15298936470
2015-05-11,15321145320
2015-05-12,15313742370
2015-05-13,15343354170
2015-05-14,15404058360
2015-05-15,15405538950
2015-05-18,15288572340
2015-05-19,15347795940
2015-05-20,15352237710
2015-05-21,15380368920
2015-05-22,15338912400
2015-05-26,15162722190
2015-05-27,15316703550
2015-05-28,15300417060
2015-05-29,15167163960
2015-06-01,15224906970
2015-06-02,15309300600
2015-06-03,15378888330
2015-06-04,15260441129
2015-06-05,15324106500
2015-06-08,15344834760
2015-06-09,15393694230
2015-06-10,15751997010
2015-06-11,15811220610
2015-06-12,15735710520
2015-06-15,15648355710
2015-06-16,15661681020
2015-06-17,15635030400
2015-06-18,15777167040
2015-06-19,15821584740
2015-06-22,15885250110
2015-06-23,15891172470
2015-06-24,15747555240
2015-06-25,15649836300
2015-06-26,15751997010
2015-06-29,15544714410
2015-06-30,15581729160
2015-07-01,15916342500
2015-07-02,15947434890
2015-07-06,15667923180
2015-07-07,15707319150
2015-07-08,15494289090
2015-07-09,15440302019
2015-07-10,15562867260
2015-07-13,15697105380
2015-07-14,15698564490
2015-07-15,15638740980
2015-07-16,15643118310
2015-07-17,15663545850
2015-07-20,15743796900
2015-07-21,15581835690
2015-07-22,15567244590
2015-07-23,15517634850
2015-07-24,15341082540
2015-07-27,15273963480
2015-07-28,15491370870
2015-07-29,15783192870
2015-07-30,15249158610
2015-07-31,15392151390
2015-08-03,15136807140
2015-08-04,15170366670
2015-08-05,15361510080
2015-08-06,15349837200
2015-08-07,15275422590
2015-08-10,15465106890
2015-08-11,15323573220
2015-08-12,15275422590
2015-08-13,15247699500
2015-08-14,15380478510
2015-08-17,15428629140
2015-08-18,15444679350
2015-08-19,15431547360
2015-08-20,15256454160
2015-08-21,14758897650
2015-08-24,14100839040
2015-08-25,13811935260
2015-08-26,14275932240
2015-08-27,14697615030
2015-08-28,14664055500
2015-08-31,14812884720
2015-09-01,14351805960
2015-09-02,14458320990
2015-09-03,14487503190
2015-09-04,14268636690
2015-09-08,14631955080
2015-09-09,14458320990
2015-09-10,14405793030
2015-09-11,14573590680
2015-09-14,14446648110
2015-09-15,14773488750
2015-09-16,14839148700
2015-09-17,14729715450
2015-09-18,14636332410
2015-09-21,14694696810
2015-09-22,14462698320
2015-09-23,14394120150
2015-09-24,14337214860
2015-09-25,14350346850
2015-09-28,14103757260
2015-09-29,13846953900
2015-09-30,14150448780
2015-10-01,14097920820
2015-10-02,14220486060
2015-10-05,14560159320
2015-10-06,14573291040
2015-10-07,14654999520
2015-10-08,14844679920
2015-10-09,14816957400
2015-10-12,14811121080
2015-10-13,14637490559
2015-10-14,14361724440
2015-10-15,14405496840
2015-10-16,14373397080
2015-10-19,14334001920
2015-10-20,14386528800
2015-10-21,14320870200
2015-10-22,15388916760
2015-10-23,15473543400
2015-10-26,15492511440
2015-10-27,15458952600
2015-10-28,15632583120
2015-10-29,15533365680
2015-10-30,15463329840
2015-11-02,15657387480
2015-11-03,15677814600
2015-11-04,15653010240
2015-11-05,15628205880
2015-11-06,15685110000
2015-11-09,15547956480
2015-11-10,15594647040
2015-11-11,15620910480
2015-11-12,15329094480
2015-11-13,15238631520
2015-11-16,15421016520
2015-11-17,15337848960
2015-11-18,15612156000
2015-11-19,15661764720
2015-11-20,15717209760
2015-11-23,15756604920
2015-11-24,15682191840
2015-11-25,15800377320
2015-11-27,15912726480
2015-11-30,15927317280
2015-12-01,16071766200
2015-12-02,15957957960
2015-12-03,15800377320
2015-12-04,16058634480
2015-12-07,16074684360
2015-12-08,15953580720
2015-12-09,15771195720
2015-12-10,15841231559
2015-12-11,15612156000
2015-12-14,15864576840
2015-12-15,15686569080
2015-12-16,15962335200
2015-12-17,15690946320
2015-12-18,15256140480
2015-12-21,15259058640
2015-12-22,15428311920
2015-12-23,15620910480
2015-12-24,15604860600
2015-12-28,15610696920
2015-12-29,15746391360
2015-12-30,15645714840
2015-12-31,15572760840
2016-01-04,15297386900
2016-01-05,14982307700
2016-01-06,14775172300
2016-01-07,14355066700
2016-01-08,14067702800
2016-01-11,14045822300
2016-01-12,14282131700
2016-01-13,14037070100
2016-01-14,14269003399
2016-01-15,13959759000
2016-01-19,13955382900
2016-01-20,13663642900
2016-01-21,13544029500
2016-01-22,13710321300
2016-01-25,13654890700
2016-01-26,14035611400
2016-01-27,14021024400
2016-01-28,13393783399
2016-01-29,13761375800
2016-02-01,13745330100
2016-02-02,13560075200
2016-02-03,13932043700
2016-02-04,14019565700
2016-02-05,13602377500
2016-02-08,13189565400
2016-02-09,13220198100
2016-02-10,13313554900
2016-02-11,13148721800
2016-02-12,13385031200
2016-02-16,13561533900
2016-02-17,13574662200
2016-02-18,13509020700
2016-02-19,13420040000
2016-02-22,13727825700
2016-02-23,13653432000
2016-02-24,13670936400
2016-02-25,13867860899
2016-02-26,13943713300
2016-02-29,13713238700
2016-03-01,14117298600
2016-03-02,14123133399
2016-03-03,14223783700
2016-03-04,14381323300
2016-03-07,14460093100
2016-03-08,14391534200
2016-03-09,14439671300
2016-03-10,14346314500
2016-03-11,14587000000
2016-03-14,14547615100
2016-03-15,14560743399
2016-03-16,14557826000
2016-03-17,14836437700
2016-03-18,14843731200
2016-03-21,15094627600
2016-03-22,15050866600
2016-03-23,15017316500
2016-03-24,15099003700
2016-03-28,15131095100
2016-03-29,15419917700
2016-03-30,15341147900
2016-03-31,15346982700
2016-04-01,15555576800
2016-04-04,15303034400
2016-04-05,15176766949
2016-04-06,15346574900
2016-04-07,15205793950
2016-04-08,15361088400
2016-04-11,15398823500
2016-04-12,15600561150
2016-04-13,15854547400
2016-04-14,15813909600
2016-04-15,15789236650
2016-04-18,15835679850
2016-04-19,15828423100
2016-04-20,15706509700
2016-04-21,16294306450
2016-04-22,16207225450
2016-04-25,16185455200
2016-04-26,16368325300
2016-04-27,16427830650
2016-04-28,16314625350
2016-04-29,16243509200
2016-05-02,16266730800
2016-05-03,16049028300
2016-05-04,16015647250
2016-05-05,16017098600
2016-05-06,16153525500
2016-05-09,16089666100
2016-05-10,16398803650
2016-05-11,16395900950
2016-05-12,16494592750
2016-05-13,16430733350
2016-05-16,16546841350
2016-05-17,16472822500
2016-05-18,16436538750
2016-05-19,16303014550
2016-05-20,16395900950
2016-05-23,16390095550
2016-05-24,16613603450
2016-05-25,16575868350
2016-05-26,16490238700
2016-05-27,16426379300
2016-05-31,16426379300
2016-06-01,16478627900
2016-06-02,16542487300
2016-06-03,16449600900
2016-06-06,16506203550
2016-06-07,16577319700
2016-06-08,16548292700
2016-06-09,16599089950
2016-06-10,16391546900
2016-06-13,16303014550
2016-06-14,16127401200
2016-06-15,16231898400
2016-06-16,16258022700
2016-06-17,16340749650
2016-06-20,16594735900
2016-06-21,16555549449
2016-06-22,16494592750
2016-06-23,16697781750
2016-06-24,15562826050
2016-06-27,15128872400
2016-06-28,15416239700
2016-06-29,15686190800
2016-06-30,16141914700
2016-07-01,16301563199
2016-07-05,16198674000
2016-07-06,16300461000
2016-07-07,16426967700
2016-07-08,16717787700
2016-07-11,16847202600
2016-07-12,16989704400
2016-07-13,17047868400
2016-07-14,17079858600
2016-07-15,17062409400
2016-07-18,17060955300
2016-07-19,16953351900
2016-07-20,17011515900
2016-07-21,16717787700
2016-07-22,17520450900
2016-07-25,17665860900
2016-07-26,17801092200
2016-07-27,17792367600
2016-07-28,17764739700
2016-07-29,17696397000
2016-08-01,17751652800
2016-08-02,17689126500
2016-08-03,17709483900
2016-08-04,17812725000
2016-08-05,17950864500
2016-08-08,17956680900
2016-08-09,17956680900
2016-08-10,17894154600
2016-08-11,17953772700
2016-08-12,17915966100
2016-08-15,17958135000
2016-08-16,17728387200
2016-08-17,17789459400
2016-08-18,17770556100
2016-08-19,17757469200
2016-08-22,17693488800
2016-08-23,17796729900
2016-08-24,17681856000
2016-08-25,17709483900
2016-08-26,17849077500
2016-08-29,17974130100
2016-08-30,18097728600
2016-08-31,17994487500
2016-09-01,17968313700
2016-09-02,18003212100
2016-09-06,17866526700
2016-09-07,17837444700
2016-09-08,17792367600
2016-09-09,17407031100
2016-09-12,17613513300
2016-09-13,17399760600
2016-09-14,17449200000
2016-09-15,17649865800
2016-09-16,17466649200
2016-09-19,17632416600
2016-09-20,17734203600
2016-09-21,17814179100
2016-09-22,17914512000
2016-09-23,17582977200
2016-09-26,17580069000
2016-09-27,17776372500
2016-09-28,17959589100
2016-09-29,17700759300
2016-09-30,17882521800
2016-10-03,18063520200
2016-10-04,18123849650
2016-10-05,18318081050
2016-10-06,18269523200
2016-10-07,17991419150
2016-10-10,17904603600
2016-10-11,17313080700
2016-10-12,17811902250
2016-10-13,17779530350
2016-10-14,17838388350
2016-10-17,17691243350
2016-10-18,17657400000
2016-10-19,17600013450
2016-10-20,17691243350
2016-10-21,17614727950
2016-10-24,17586770400
2016-10-25,17218907900
2016-10-26,17182121650
2016-10-27,16926089350
2016-10-28,16831916550
2016-10-31,16750986800
2016-11-01,16715672000
2016-11-02,16699486050
2016-11-03,16784830149
2016-11-04,16859874100
2016-11-07,17255694150
2016-11-08,17354281300
2016-11-09,17642685500
2016-11-10,18403425150
2016-11-11,18507898100
2016-11-14,17935504050
2016-11-15,18053220050
2016-11-16,18103249350
2016-11-17,17954632900
2016-11-18,17886946200
2016-11-21,17823673850
2016-11-22,17801602100
2016-11-23,17716258000
2016-11-25,17892832000
2016-11-28,17604427800
2016-11-29,17647099850
2016-11-30,17455811350
2016-12-01,17483768900
2016-12-02,17396953350
2016-12-05,17532326750
2016-12-06,17457282800
2016-12-07,17742744100
2016-12-08,17797187750
2016-12-09,17730972500
2016-12-12,17676528850
2016-12-13,17524969500
2016-12-14,17392539000
2016-12-15,17386653200
2016-12-16,17182121650
2016-12-19,17280708800
2016-12-20,17246865450
2016-12-21,17183593100
2016-12-22,17040862450
2016-12-23,17170350050
2016-12-27,17140921050
2016-12-28,16934918050
2016-12-29,16956989800
2016-12-30,16876060050
2017-01-03,17270826000
2017-01-04,17379747840
2017-01-05,17658766800
2017-01-06,17637877680
2017-01-09,17555813280
2017-01-10,17569242000
2017-01-11,17605051920
2017-01-12,17719942080
2017-01-13,17804990640
2017-01-17,17651306400
2017-01-18,17934801600
2017-01-19,17854229280
2017-01-20,17903467920
2017-01-23,17975087760
2017-01-24,18303345360
2017-01-25,18545062320
2017-01-26,18516712800
2017-01-27,18655476240
2017-01-30,18659952480
2017-01-31,18501792000
2017-02-01,18301853280
2017-02-02,18257090880
2017-02-03,18430172160
2017-02-06,18292900800
2017-02-07,18219788880
2017-02-08,18224265120
2017-02-09,18364520640
2017-02-10,18461505840
2017-02-13,18861383280
2017-02-14,18768874320
2017-02-15,18906145680
2017-02-16,18859891200
2017-02-17,18897193200
2017-02-21,18986718000
2017-02-22,18992686320
2017-02-23,18967320960
2017-02-24,19064306160
2017-02-27,19041924960
2017-02-28,18971797200
2017-03-01,19292594400
2017-03-02,19113544800
2017-03-03,19104592320
2017-03-06,19182180480
2017-03-07,19085195280
2017-03-08,19138910160
2017-03-09,19043417040
2017-03-10,19276181520
2017-03-13,19501485600
2017-03-14,19350785520
2017-03-15,19556692560
2017-03-16,19567137119
2017-03-17,19595486640
2017-03-20,19577581680
2017-03-21,19332880560
2017-03-22,19486564800
2017-03-23,19570121280
2017-03-24,19516406400
2017-03-27,19517898480
2017-03-28,19710376800
2017-03-29,19696948080
2017-03-30,19790949119
2017-03-31,19825266960
2017-04-03,19795653600
2017-04-04,19726877160
2017-04-05,19601285400
2017-04-06,19797148740
2017-04-07,19776216780
2017-04-10,19813595280
2017-04-11,19822566120
2017-04-12,19774721640
2017-04-13,19522042980
2017-04-17,19611751380
2017-04-18,19617731940
2017-04-19,19593809700
2017-04-20,19842002940
2017-04-21,20567145840
2017-04-24,20544718740
2017-04-25,20463981180
2017-04-26,20380253340
2017-04-27,20535747900
2017-04-28,20356331100
2017-05-01,20350350540
2017-05-02,20481922860
2017-05-03,20375767920
2017-05-04,20659844520
2017-05-05,20724135540
2017-05-08,20731611240
2017-05-09,20760018900
2017-05-10,20794407120
2017-05-11,20647883400
2017-05-12,20481922860
2017-05-15,20547709020
2017-05-16,20474447160
2017-05-17,20100662160
2017-05-18,20179904580
2017-05-19,20416136700
2017-05-22,20383243620
2017-05-23,20241205320
2017-05-24,20360816520
2017-05-25,20386233900
2017-05-26,20452020060
2017-05-30,20466971459
2017-05-31,20579106959
2017-06-01,20755533480
2017-06-02,20819824500
2017-06-05,20694232740
2017-06-06,20460990900
2017-06-07,20582097240
2017-06-08,20619475740
2017-06-09,20930464860
2017-06-12,20733106380
2017-06-13,21168192120
2017-06-14,21168192120
2017-06-15,21075493440
2017-06-16,21112871940
2017-06-19,21247434540
2017-06-20,21364055459
2017-06-21,21365550600
2017-06-22,21251919959
2017-06-23,21387977700
2017-06-26,21302754720
2017-06-27,21005221860
2017-06-28,21145765020
2017-06-29,20876639820
2017-06-30,21041105220
2017-07-03,21222906420
2017-07-05,21408520780
2017-07-06,21299247810
2017-07-07,21691432990
2017-07-10,21836631320
2017-07-11,21739333470
2017-07-12,21881538020
2017-07-13,21909978930
2017-07-14,21890519360
2017-07-17,21951891850
2017-07-18,21892016250
2017-07-19,22124034200
2017-07-20,21953388740
2017-07-21,21972848310
2017-07-24,21510309300
2017-07-25,21293260250
2017-07-26,20998372920
2017-07-27,21127105459
2017-07-28,20938497320
2017-07-31,21059745410
2017-08-01,20877124830
2017-08-02,21198956180
2017-08-03,21296254030
2017-08-04,21308229150
2017-08-07,21275297570
2017-08-08,21100161440
2017-08-09,21007354260
2017-08-10,20701988700
2017-08-11,20829224350
2017-08-14,21068726750
2017-08-15,20869640380
2017-08-16,21055254740
2017-08-17,20675044680
2017-08-18,20582237500
2017-08-21,20517871230
2017-08-22,20763361190
2017-08-23,20528349459
2017-08-24,20531343240
2017-08-25,20781323870
2017-08-28,20757373630
2017-08-29,20808267890
2017-08-30,20923528420
2017-08-31,21555216000
2017-09-01,21351638959
2017-09-05,21210931300
2017-09-06,21335173170
2017-09-07,21657004520
2017-09-08,22011767450
2017-09-11,22073139940
2017-09-12,22079127500
2017-09-13,22008773670
2017-09-14,22112059080
2017-09-15,22159959560
2017-09-18,22424909090
2017-09-19,22640461250
2017-09-20,22797634700
2017-09-21,22748237330
2017-09-22,22635970580
2017-09-25,22513225600
2017-09-26,22306654780
2017-09-27,22251269850
2017-09-28,22381499280
2017-09-29,22598548330
2017-10-02,23191862400
2017-10-03,23326934400
2017-10-04,23519036800
2017-10-05,23431990400
2017-10-06,23335939200
2017-10-09,23513033600
2017-10-10,23385465600
2017-10-11,23486019200
2017-10-12,23754662400
2017-10-13,23819196800
2017-10-16,23810192000
2017-10-17,23508531199
2017-10-18,23540048000
2017-10-19,23586572800
2017-10-20,24030809600
2017-10-23,23741155200
2017-10-24,24874259200
2017-10-25,24542582400
2017-10-26,24718176000
2017-10-27,24719676800
2017-10-30,24257430400
2017-10-31,24245424000
2017-11-01,24168883200
2017-11-02,24284444800
2017-11-03,24482550400
2017-11-06,24547084800
2017-11-07,24793216000
2017-11-08,24871257600
2017-11-09,24440528000
2017-11-10,24458537600
2017-11-13,24608617600
2017-11-14,24629628800
2017-11-15,24529075200
2017-11-16,24461539200
2017-11-17,24503561600
2017-11-20,24689660800
2017-11-21,24911779200
2017-11-22,24911779200
2017-11-24,24911779200
2017-11-27,24896771199
2017-11-28,25378528000
2017-11-29,25154908800
2017-11-30,25458070400
2017-12-01,25322998400
2017-12-04,25485084800
2017-12-05,25264467200
2017-12-06,25283977600
2017-12-07,25267468800
2017-12-08,25162412800
2017-12-11,25048352000
2017-12-12,24905776000
2017-12-13,24920784000
2017-12-14,24754195200
2017-12-15,24869756800
2017-12-18,25154908800
2017-12-19,25310992000
2017-12-20,25365020800
2017-12-21,25372524800
2017-12-22,25132396800
2017-12-26,25184924800
2017-12-27,25315494400
2017-12-28,25518102400
2017-12-29,25467075200
2018-01-02,25379628120
2018-01-03,25473007560
2018-01-04,25572411480
2018-01-05,25691394960
2018-01-08,26004667920
2018-01-09,26147749320
2018-01-10,25760676480
2018-01-11,25985088360
2018-01-12,26119133040
2018-01-16,25756158120
2018-01-17,26170341120
2018-01-18,26319447000
2018-01-19,26494156920
2018-01-22,26391740760
2018-01-23,26189920679
2018-01-24,25692901080
2018-01-25,25477525920
2018-01-26,25561868640
2018-01-29,25378122000
2018-01-30,25055812320
2018-01-31,25036232760
2018-02-01,25117563240
2018-02-02,24676270080
2018-02-05,23819287800
2018-02-06,24341911440
2018-02-07,24058760880
2018-02-08,23022550320
2018-02-09,23228888760
2018-02-12,23802720480
2018-02-13,23656626840
2018-02-14,23987973240
2018-02-15,24117499560
2018-02-16,24063279240
2018-02-20,23978936520
2018-02-21,24149128080
2018-02-22,24060267000
2018-02-23,24239495280
2018-02-26,24549756000
2018-02-27,24346429800
2018-02-28,23975924280
2018-03-01,23036105400
2018-03-02,22977366720
2018-03-05,22926158640
2018-03-06,23117435880
2018-03-07,23590357560
2018-03-08,23634035040
2018-03-09,24094907760
2018-03-12,23769585840
2018-03-13,23590357560
2018-03-14,23617467720
2018-03-15,23768079720
2018-03-16,23953332480
2018-03-19,23698798200
2018-03-20,23876520360
2018-03-21,24134066880
2018-03-22,23263529520
2018-03-23,22789101720
2018-03-26,23567765760
2018-03-27,22953268800
2018-03-28,22718314080
2018-03-29,23073758400
2018-04-02,22502631960
2018-04-03,22730248920
2018-04-04,23041724760
2018-04-05,23104618920
2018-04-06,22412783160
2018-04-09,22391818440
2018-04-10,22733243880
2018-04-11,22567023600
2018-04-12,22652379960
2018-04-13,22740731280
2018-04-16,22932408719
2018-04-17,23186980320
2018-04-18,23567340240
2018-04-19,23146548360
2018-04-20,21595159080
2018-04-23,21333100080
2018-04-24,21205814280
2018-04-25,21445411080
2018-04-26,21569701920
2018-04-27,21646073400
2018-04-30,21202819320
2018-05-01,21060558719
2018-05-02,20919795600
2018-05-03,20867383800
2018-05-04,21017131800
2018-05-07,20834439240
2018-05-08,21092005800
2018-05-09,21252236160
2018-05-10,21434928719
2018-05-11,21518787600
2018-05-14,21482848080
2018-05-15,21291170640
2018-05-16,21175864680
2018-05-17,21437923680
2018-05-18,21686505360
2018-05-21,22173186360
2018-05-22,22093819920
2018-05-23,21969529080
2018-05-24,21918614760
2018-05-25,21959046719
2018-05-29,21318125280
2018-05-30,21566706960
2018-05-31,20850911520
2018-06-01,21201321840
2018-06-04,21277693320
2018-06-05,21231271440
2018-06-06,21369039600
2018-06-07,21683510400
2018-06-08,21768866760
2018-06-11,21626606160
2018-06-12,21637088520
2018-06-13,21397491719
2018-06-14,21307642920
2018-06-15,21256728600
2018-06-18,21148910040
2018-06-19,20629284480
2018-06-20,20482531440
2018-06-21,20006332800
2018-06-22,20215980000
2018-06-25,20055749640
2018-06-26,20202502680
2018-06-27,20124633719
2018-06-28,20109658920
2018-06-29,19888031880
2018-07-02,19599311440
2018-07-03,19507573760
2018-07-05,19813859240
2018-07-06,19699926959
2018-07-09,20084633360
2018-07-10,20275506920
2018-07-11,19762071840
2018-07-12,19918913680
2018-07-13,20059479480
2018-07-16,19902637640
