,LHX
2013-11-26,6857413000
2013-11-27,6889303000
2013-11-29,6857413000
2013-12-02,6807452000
2013-12-03,6825522999
2013-12-04,6879736000
2013-12-05,6889303000
2013-12-06,7060446000
2013-12-09,7082768999
2013-12-10,6974343000
2013-12-11,6964776000
2013-12-12,6943515999
2013-12-13,6967965000
2013-12-16,7058320000
2013-12-17,7070013000
2013-12-18,7177376000
2013-12-19,7224147999
2013-12-20,7307061999
2013-12-23,7342140999
2013-12-24,7331511000
2013-12-26,7405921000
2013-12-27,7450992000
2013-12-30,7411698000
2013-12-31,7413822000
2014-01-02,7272576000
2014-01-03,7359660000
2014-01-06,7306560000
2014-01-07,7328862000
2014-01-08,7212042000
2014-01-09,7260894000
2014-01-10,7323551999
2014-01-13,7216290000
2014-01-14,7358598000
2014-01-15,7438248000
2014-01-16,7496658000
2014-01-17,7491348000
2014-01-21,7487100000
2014-01-22,7523208000
2014-01-23,7408512000
2014-01-24,7227972000
2014-01-27,7295940000
2014-01-28,7480728000
2014-01-29,7484976000
2014-01-30,7409574000
2014-01-31,7363908000
2014-02-03,7140887999
2014-02-04,7150446000
2014-02-05,7218414000
2014-02-06,7318242000
2014-02-07,7531704000
2014-02-10,7547633999
2014-02-11,7572060000
2014-02-12,7600733999
2014-02-13,7613478000
2014-02-14,7646400000
2014-02-18,7854551999
2014-02-19,7706933999
2014-02-20,7714368000
2014-02-21,7736669999
2014-02-24,7717554000
2014-02-25,7675074000
2014-02-26,7696314000
2014-02-27,7866233999
2014-02-28,7839683999
2014-03-03,7836498000
2014-03-04,7933140000
2014-03-05,7918272000
2014-03-06,7944822000
2014-03-07,7935264000
2014-03-10,7968186000
2014-03-11,7924644000
2014-03-12,7873668000
2014-03-13,7778087999
2014-03-14,7705872000
2014-03-17,7815258000
2014-03-18,7849242000
2014-03-19,7865172000
2014-03-20,7890660000
2014-03-21,7811010000
2014-03-24,7713305999
2014-03-25,7770654000
2014-03-26,7677198000
2014-03-27,7642151999
2014-03-28,7597715999
2014-03-31,7733012000
2014-04-01,7802773999
2014-04-02,7913759000
2014-04-03,7841883000
2014-04-04,7655851000
2014-04-07,7541694999
2014-04-08,7553321999
2014-04-09,7646338000
2014-04-10,7389487000
2014-04-11,7354606000
2014-04-14,7329238000
2014-04-15,7448679000
2014-04-16,7548037000
2014-04-17,7633654000
2014-04-21,7649509000
2014-04-22,7689675000
2014-04-23,7690732000
2014-04-24,7625198000
2014-04-25,7570234000
2014-04-28,7544865999
2014-04-29,7678048000
2014-04-30,7771064000
2014-05-01,7766836000
2014-05-02,7755209000
2014-05-05,7774235000
2014-05-06,7791146999
2014-05-07,7913759000
2014-05-08,7921158000
2014-05-09,7910588000
2014-05-12,8017344999
2014-05-13,8021573000
2014-05-14,7987748999
2014-05-15,7915873000
2014-05-16,7952867999
2014-05-19,7970837000
2014-05-20,7952867999
2014-05-21,8003604000
2014-05-22,8036371000
2014-05-23,8112475000
2014-05-27,8185408000
2014-05-28,8134671999
2014-05-29,8138900000
2014-05-30,8165325000
2014-06-02,8157926000
2014-06-03,7986692000
2014-06-04,8004661000
2014-06-05,8084992999
2014-06-06,8175894999
2014-06-09,8197035000
2014-06-10,8187521999
2014-06-11,8179065999
2014-06-12,8060682000
2014-06-13,8032142999
2014-06-16,8006775000
2014-06-17,8001490000
2014-06-18,7988806000
2014-06-19,7980350000
2014-06-20,8009946000
2014-06-23,7991977000
2014-06-24,7931728000
2014-06-25,7929614000
2014-06-26,7981407000
2014-06-27,7947508000
2014-06-30,7923450000
2014-07-01,7949600000
2014-07-02,7910898000
2014-07-03,7968428000
2014-07-07,7710065999
2014-07-08,7677640000
2014-07-09,7672409999
2014-07-10,7659858000
2014-07-11,7639984000
2014-07-14,7649398000
2014-07-15,7652536000
2014-07-16,7691238000
2014-07-17,7624294000
2014-07-18,7712158000
2014-07-21,7715296000
2014-07-22,7678686000
2014-07-23,7646259999
2014-07-24,7673456000
2014-07-25,7603374000
2014-07-28,7569902000
2014-07-29,7128490000
2014-07-30,7264470000
2014-07-31,7141042000
2014-08-01,7158824000
2014-08-04,7225768000
2014-08-05,7226814000
2014-08-06,7215308000
2014-08-07,7135812000
2014-08-08,7232044000
2014-08-11,7187065999
2014-08-12,7189158000
2014-08-13,7266562000
2014-08-14,7216353999
2014-08-15,7219492000
2014-08-18,7283298000
2014-08-19,7334552000
2014-08-20,7369070000
2014-08-21,7431830000
2014-08-22,7428692000
2014-08-25,7408818000
2014-08-26,7440198000
2014-08-27,7398358000
2014-08-28,7418232000
2014-08-29,7467394000
2014-09-02,7426600000
2014-09-03,7429738000
2014-09-04,7345012000
2014-09-05,7394174000
2014-09-08,7379530000
2014-09-09,7294803999
2014-09-10,7305264000
2014-09-11,7368024000
2014-09-12,7297942000
2014-09-15,7212170000
2014-09-16,7288528000
2014-09-17,7294803999
2014-09-18,7348150000
2014-09-19,7308402000
2014-09-22,7144180000
2014-09-23,7100248000
2014-09-24,7137903999
2014-09-25,7037488000
2014-09-26,7036108000
2014-09-29,6977924000
2014-09-30,6898960000
2014-10-01,6898960000
2014-10-02,6863634000
2014-10-03,6811684000
2014-10-06,6837659000
2014-10-07,6722330000
2014-10-08,6799216000
2014-10-09,6609079000
2014-10-10,6431410000
2014-10-13,6391928000
2014-10-14,6423098000
2014-10-15,6522842000
2014-10-16,6544661000
2014-10-17,6673497000
2014-10-20,6726485999
2014-10-21,6920779000
2014-10-22,6858439000
2014-10-23,6937403000
2014-10-24,6995587000
2014-10-27,7064160999
2014-10-28,7101564999
2014-10-29,7123384000
2014-10-30,7167022000
2014-10-31,7231439999
2014-11-03,7284429000
2014-11-04,7321833000
2014-11-05,7347808000
2014-11-06,7341574000
2014-11-07,7356120000
2014-11-10,7393524000
2014-11-11,7411187000
2014-11-12,7381056000
2014-11-13,7325989000
2014-11-14,7337418000
2014-11-17,7312482000
2014-11-18,7358197999
2014-11-19,7364432000
2014-11-20,7427810999
2014-11-21,7475605000
2014-11-24,7382095000
2014-11-25,7465214999
2014-11-26,7436122999
2014-11-28,7446513000
2014-12-01,7451708000
2014-12-02,7332222999
2014-12-03,7310404000
2014-12-04,7348847000
2014-12-05,7408070000
2014-12-08,7403914000
2014-12-09,7363393000
2014-12-10,7238713000
2014-12-11,7336379000
2014-12-12,7181568000
2014-12-15,7144164000
2014-12-16,7099487000
2014-12-17,7267805000
2014-12-18,7427810999
2014-12-19,7569114999
2014-12-22,7656391000
2014-12-23,7643922999
2014-12-24,7646001000
2014-12-26,7665742000
2014-12-29,7618987000
2014-12-30,7562881000
2014-12-31,7462097999
2015-01-02,7426994000
2015-01-05,7226853000
2015-01-06,7081673000
2015-01-07,7100339000
2015-01-08,7263148000
2015-01-09,7252778000
2015-01-12,7142856000
2015-01-13,7096191000
2015-01-14,7095154000
2015-01-15,6980047000
2015-01-16,7014268000
2015-01-20,7013231000
2015-01-21,7074414000
2015-01-22,7164633000
2015-01-23,7227890000
2015-01-26,7237223000
2015-01-27,7194706000
2015-01-28,7077525000
2015-01-29,7046415000
2015-01-30,6961381000
2015-02-02,7057822000
2015-02-03,7172929000
2015-02-04,7122116000
2015-02-05,7206112999
2015-02-06,7899866000
2015-02-09,7843868000
2015-02-10,7887422000
2015-02-11,7941346000
2015-02-12,8017047000
2015-02-13,8060601000
2015-02-17,8101044000
2015-02-18,8136301999
2015-02-19,8163264000
2015-02-20,8123858000
2015-02-23,8093785000
2015-02-24,8145635000
2015-02-25,8108303000
2015-02-26,8061637999
2015-02-27,8055416000
2015-03-02,8168449000
2015-03-03,8030528000
2015-03-04,7957937999
2015-03-05,7926828000
2015-03-06,7798240000
2015-03-09,7785796000
2015-03-10,7556619000
2015-03-11,7518250000
2015-03-12,7518250000
2015-03-13,7454993000
2015-03-16,7542101000
2015-03-17,7476769999
2015-03-18,7500621000
2015-03-19,7485066000
2015-03-20,7544175000
2015-03-23,7558693000
2015-03-24,7452919000
2015-03-25,7325368000
2015-03-26,7599136000
2015-03-27,7958975000
2015-03-30,8050231000
2015-03-31,8167412000
2015-04-01,8149783000
2015-04-02,8161190000
2015-04-06,8902313000
2015-04-07,8799734000
2015-04-08,8838339000
2015-04-09,8899004000
2015-04-10,8934300000
2015-04-13,8862605000
2015-04-14,8879150000
2015-04-15,8946433000
2015-04-16,8862605000
2015-04-17,8664065000
2015-04-20,8746790000
2015-04-21,9036879000
2015-04-22,9095338000
2015-04-23,9044600000
2015-04-24,8945330000
2015-04-27,8905622000
2015-04-28,8944227000
2015-04-29,8742378000
2015-04-30,8850472000
2015-05-01,8873635000
2015-05-04,8875841000
2015-05-05,8743481000
2015-05-06,8658550000
2015-05-07,8625460000
2015-05-08,8699361000
2015-05-11,8632078000
2015-05-12,8578031000
2015-05-13,8531704999
2015-05-14,8686125000
2015-05-15,8677301000
2015-05-18,8736863000
2015-05-19,8757820000
2015-05-20,8758923000
2015-05-21,8748996000
2015-05-22,8852678000
2015-05-26,8723627000
2015-05-27,8844957000
2015-05-28,8741275000
2015-05-29,8737966000
2015-06-01,8790910000
2015-06-02,8692743000
2015-06-03,8664065000
2015-06-04,8581340000
2015-06-05,8657447000
2015-06-08,8603400000
2015-06-09,8604503000
2015-06-10,8703773000
2015-06-11,8673992000
2015-06-12,8630975000
2015-06-15,8605606000
2015-06-16,8669580000
2015-06-17,8669580000
2015-06-18,8717009000
2015-06-19,8732451000
2015-06-22,8843854000
2015-06-23,8785395000
2015-06-24,8710391000
2015-06-25,8647520000
2015-06-26,8633181000
2015-06-29,8505233000
2015-06-30,8483173000
2015-07-01,8535013999
2015-07-02,8574721999
2015-07-06,9468745000
2015-07-07,9560135000
2015-07-08,9489740000
2015-07-09,9693515000
2015-07-10,9799725000
2015-07-13,9912110000
2015-07-14,9977565000
2015-07-15,10139350000
2015-07-16,10166520000
2015-07-17,10147995000
2015-07-20,10071425000
2015-07-21,10039315000
2015-07-22,10078835000
2015-07-23,10138115000
2015-07-24,10008440000
2015-07-27,9868885000
2015-07-28,9941750000
2015-07-29,10099830000
2015-07-30,10168990000
2015-07-31,10243090000
2015-08-03,10162815000
2015-08-04,10161580000
2015-08-05,10257910000
2015-08-06,10243090000
2015-08-07,10073895000
2015-08-10,10446865000
2015-08-11,10241855000
2015-08-12,10301135000
2015-08-13,10198630000
2015-08-14,10234445000
2015-08-17,10252970000
2015-08-18,10204805000
2015-08-19,10125765000
2015-08-20,9905935000
2015-08-21,9684870000
2015-08-24,9284730000
2015-08-25,9109360000
2015-08-26,9366240000
2015-08-27,9516910000
2015-08-28,9576190000
2015-08-31,9487270000
2015-09-01,9218040000
2015-09-02,9304490000
2015-09-03,9355125000
2015-09-04,9134060000
2015-09-08,9507030000
2015-09-09,9327955000
2015-09-10,9271145000
2015-09-11,9150115000
2015-09-14,9126650000
2015-09-15,9130355000
2015-09-16,9205690000
2015-09-17,9219275000
2015-09-18,9036495000
2015-09-21,9076015000
2015-09-22,8926580000
2015-09-23,8947575000
2015-09-24,8836425000
2015-09-25,8919170000
2015-09-28,8679580000
2015-09-29,8777145000
2015-09-30,9034025000
2015-10-01,9045140000
2015-10-02,9156248000
2015-10-05,9252812000
2015-10-06,9215672000
2015-10-07,9251574000
2015-10-08,9346900000
2015-10-09,9375374000
2015-10-12,9532600000
2015-10-13,9355566000
2015-10-14,9412514000
2015-10-15,9463272000
2015-10-16,9480604000
2015-10-19,9325854000
2015-10-20,9445940000
2015-10-21,9281286000
2015-10-22,9408800000
2015-10-23,9469462000
2015-10-26,9346900000
2015-10-27,9273858000
2015-10-28,9739346000
2015-10-29,9826006000
2015-10-30,9796294000
2015-11-02,9868098000
2015-11-03,10027800000
2015-11-04,9880478000
2015-11-05,9840862000
2015-11-06,9852004000
2015-11-09,9840862000
2015-11-10,9786390000
2015-11-11,9835910000
2015-11-12,9744298000
2015-11-13,9684874000
2015-11-16,9979518000
2015-11-17,10051322000
2015-11-18,10161504000
2015-11-19,10301398000
2015-11-20,10248164000
2015-11-23,10241974000
2015-11-24,10207310000
2015-11-25,10265496000
2015-11-27,10287780000
2015-11-30,10291494000
2015-12-01,10397962000
2015-12-02,10367012000
2015-12-03,10265496000
2015-12-04,10432626000
2015-12-07,10379392000
2015-12-08,10432626000
2015-12-09,10317492000
2015-12-10,10298922000
2015-12-11,10199882000
2015-12-14,10140458000
2015-12-15,10263020000
2015-12-16,10344728000
2015-12-17,10290256000
2015-12-18,10239498000
2015-12-21,10442530000
2015-12-22,10727270000
2015-12-23,10872116000
2015-12-24,11077624000
2015-12-28,10781742000
2015-12-29,10931540000
2015-12-30,10823834000
2015-12-31,10758220000
2016-01-04,10868600000
2016-01-05,10933080000
2016-01-06,10833880000
2016-01-07,10693760000
2016-01-08,10644160000
2016-01-11,10780560000
2016-01-12,11024840000
2016-01-13,10589600000
2016-01-14,10476760000
2016-01-15,10447000000
2016-01-19,10458160000
2016-01-20,10363920000
2016-01-21,10273400000
2016-01-22,10423440000
2016-01-25,10432120000
2016-01-26,10616880000
2016-01-27,10520160000
2016-01-28,10513960000
2016-01-29,10784280000
2016-02-01,10753280000
2016-02-02,9701760000
2016-02-03,9658360000
2016-02-04,9776160000
2016-02-05,9384320000
2016-02-08,9054480000
2016-02-09,9018520000
2016-02-10,9017280000
2016-02-11,8892040000
2016-02-12,8935440000
2016-02-16,9109040000
2016-02-17,9208240000
2016-02-18,9219400000
2016-02-19,9322320000
2016-02-22,9478560000
2016-02-23,9349600000
2016-02-24,9357040000
2016-02-25,9441360000
2016-02-26,9490960000
2016-02-29,9674480000
2016-03-01,9845600000
2016-03-02,9938600000
2016-03-03,9978280000
2016-03-04,10062600000
2016-03-07,9836920000
2016-03-08,9693080000
2016-03-09,9890240000
2016-03-10,9875360000
2016-03-11,9972080000
2016-03-14,9869160000
2016-03-15,9629840000
2016-03-16,9716640000
2016-03-17,9736480000
2016-03-18,9783600000
2016-03-21,9741440000
2016-03-22,9872880000
2016-03-23,9800960000
2016-03-24,9691840000
2016-03-28,9652160000
2016-03-29,9731520000
2016-03-30,9760040000
2016-03-31,9654640000
2016-04-01,9654980000
2016-04-04,9554459000
2016-04-05,9314946000
2016-04-06,9492409000
2016-04-07,9472553000
2016-04-08,9519711000
2016-04-11,9487445000
2016-04-12,9520952000
2016-04-13,9721994000
2016-04-14,9636365000
2016-04-15,9604099000
2016-04-18,9641329000
2016-04-19,9777839000
2016-04-20,9841130000
2016-04-21,9797695000
2016-04-22,9906903000
2016-04-25,9775357000
2016-04-26,9862227000
2016-04-27,10022316000
2016-04-28,9934205000
2016-04-29,9929241000
2016-05-02,10034726000
2016-05-03,9484963000
2016-05-04,9233040000
2016-05-05,9280198000
2016-05-06,9256619000
2016-05-09,9390647000
2016-05-10,9506060000
2016-05-11,9437805000
2016-05-12,9445251000
2016-05-13,9421672000
2016-05-16,9564387000
2016-05-17,9616509000
2016-05-18,9615268000
2016-05-19,9618991000
2016-05-20,9771634000
2016-05-23,9720753000
2016-05-24,9801418000
2016-05-25,9848576000
2016-05-26,9898216000
2016-05-27,9857263000
2016-05-31,9775357000
2016-06-01,9873396000
2016-06-02,9899457000
2016-06-03,9926759000
2016-06-06,10043413000
2016-06-07,10095535000
2016-06-08,10160067000
2016-06-09,10079402000
2016-06-10,10052100000
2016-06-13,10003701000
2016-06-14,10049618000
2016-06-15,10078161000
2016-06-16,10174959000
2016-06-17,10165031000
2016-06-20,10321397000
2016-06-21,10362350000
2016-06-22,10348699000
2016-06-23,10441774000
2016-06-24,10049618000
2016-06-27,9740609000
2016-06-28,9965230000
2016-06-29,10187369000
2016-06-30,10354904000
2016-07-01,10232901000
2016-07-05,10102806000
2016-07-06,10214316000
2016-07-07,10193253000
2016-07-08,10432380000
2016-07-11,10458399000
2016-07-12,10526544000
2016-07-13,10572387000
2016-07-14,10600884000
2016-07-15,10564953000
2016-07-18,10537695000
2016-07-19,10571148000
2016-07-20,10659117000
2016-07-21,10646727000
2016-07-22,10724784000
2016-07-25,10593450000
2016-07-26,10695048000
2016-07-27,10659117000
2016-07-28,10721067000
2016-07-29,10732218000
2016-08-01,10612035000
2016-08-02,10899483000
2016-08-03,10911873000
2016-08-04,10934175000
2016-08-05,10994886000
2016-08-08,11023383000
2016-08-09,11124981000
2016-08-10,11148522000
2016-08-11,11136132000
2016-08-12,11129937000
2016-08-15,11243925000
2016-08-16,11151000000
2016-08-17,11141088000
2016-08-18,11230296000
2016-08-19,11267466000
2016-08-22,11304636000
2016-08-23,11317026000
2016-08-24,11277378000
2016-08-25,11308353000
2016-08-26,11255076000
2016-08-29,11475618000
2016-08-30,11489247000
2016-08-31,11520222000
2016-09-01,11504115000
2016-09-02,11608191000
2016-09-06,11621820000
2016-09-07,11559870000
2016-09-08,11497920000
2016-09-09,11257554000
2016-09-12,11388888000
2016-09-13,11132415000
2016-09-14,11095245000
2016-09-15,11191887000
2016-09-16,11071704000
2016-09-19,11091528000
2016-09-20,11065509000
2016-09-21,11138610000
2016-09-22,11251359000
2016-09-23,11260032000
2016-09-26,11167107000
2016-09-27,11346762000
2016-09-28,11392605000
2016-09-29,11226579000
2016-09-30,11332157000
2016-10-03,11318550000
2016-10-04,11288862000
2016-10-05,11354423000
2016-10-06,11415036000
2016-10-07,11457094000
2016-10-10,11436065000
2016-10-11,11277729000
2016-10-12,11264122000
2016-10-13,11105786000
2016-10-14,11092179000
2016-10-17,11081046000
2016-10-18,11181243000
2016-10-19,11335868000
2016-10-20,11262885000
2016-10-21,11199798000
2016-10-24,11291336000
2016-10-25,11220827000
2016-10-26,11303706000
2016-10-27,11006826000
2016-10-28,11057543000
2016-10-31,11035277000
2016-11-01,11470701000
2016-11-02,11523892000
2016-11-03,11479360000
2016-11-04,11658725000
2016-11-07,11996426000
2016-11-08,12055802000
2016-11-09,12518440000
2016-11-10,12717597000
2016-11-11,12793054000
2016-11-14,12997159000
2016-11-15,12972419000
2016-11-16,12864800000
2016-11-17,12838823000
2016-11-18,12811609000
2016-11-21,12852430000
2016-11-22,12870985000
2016-11-23,12885829000
2016-11-25,12962523000
2016-11-28,12866037000
2016-11-29,12948916000
2016-11-30,12810372000
2016-12-01,12906858000
2016-12-02,12983552000
2016-12-05,13104778000
2016-12-06,13171576000
2016-12-07,13251981000
2016-12-08,13101067000
2016-12-09,13051587000
2016-12-12,12990974000
2016-12-13,13044165000
2016-12-14,13007055000
2016-12-15,12988500000
2016-12-16,12864800000
2016-12-19,12908095000
2016-12-20,12890777000
2016-12-21,12838823000
2016-12-22,12827690000
2016-12-23,12830164000
2016-12-27,12794291000
2016-12-28,12783158000
2016-12-29,12754707000
2016-12-30,12562822000
2017-01-03,12593472000
2017-01-04,12662128000
2017-01-05,12678066000
2017-01-06,12817830000
2017-01-09,12522364000
2017-01-10,12469646000
2017-01-11,12479454000
2017-01-12,12479454000
2017-01-13,12475776000
2017-01-17,12282068000
2017-01-18,12364210000
2017-01-19,12258774000
2017-01-20,12283294000
2017-01-23,12347046000
2017-01-24,12513782000
2017-01-25,12397312000
2017-01-26,12410798000
2017-01-27,12570178000
2017-01-30,12551788000
2017-01-31,12592246000
2017-02-01,12484358000
2017-02-02,12870548000
2017-02-03,12787180000
2017-02-06,12888938000
2017-02-07,12914684000
2017-02-08,12861966000
2017-02-09,12810474000
2017-02-10,12963724000
2017-02-13,13119426000
2017-02-14,13233444000
2017-02-15,13157432000
2017-02-16,13320490000
2017-02-17,13419796000
2017-02-21,13611052000
2017-02-22,13539944000
2017-02-23,13466384000
2017-02-24,13620860000
2017-02-27,13653962000
2017-02-28,13473740000
2017-03-01,13597566000
2017-03-02,13522780000
2017-03-03,13542396000
2017-03-06,13473740000
2017-03-07,13452898000
2017-03-08,13489678000
2017-03-09,13484774000
2017-03-10,13562012000
2017-03-13,13582854000
2017-03-14,13554656000
2017-03-15,13700550000
2017-03-16,13688290000
2017-03-17,13769206000
2017-03-20,13798630000
2017-03-21,13596340000
2017-03-22,13607374000
2017-03-23,13660092000
2017-03-24,13595114000
2017-03-27,13582854000
2017-03-28,13693194000
2017-03-29,13624538000
2017-03-30,13705454000
2017-03-31,13385781000
2017-04-03,13265481000
2017-04-04,13246233000
2017-04-05,13118715000
2017-04-06,13171647000
2017-04-07,13253451000
2017-04-10,13240218000
2017-04-11,13225782000
2017-04-12,13267887000
2017-04-13,13235406000
2017-04-17,13258263000
2017-04-18,13180068000
2017-04-19,13163226000
2017-04-20,13226985000
2017-04-21,13265481000
2017-04-24,13436307000
2017-04-25,13378563000
2017-04-26,13368939000
2017-04-27,13628787000
2017-04-28,13460367000
2017-05-01,13198113000
2017-05-02,13177662000
2017-05-03,13142775000
2017-05-04,13233000000
2017-05-05,13319616000
2017-05-08,12992400000
2017-05-09,13052550000
2017-05-10,13107888000
2017-05-11,13109091000
2017-05-12,12963528000
2017-05-15,13068189000
2017-05-16,13069392000
2017-05-17,12893754000
2017-05-18,12925032000
2017-05-19,12969543000
2017-05-22,13058565000
2017-05-23,13105482000
2017-05-24,13218564000
2017-05-25,13359315000
2017-05-26,13300368000
2017-05-30,13296759000
2017-05-31,13492848000
2017-06-01,13637208000
2017-06-02,13692546000
2017-06-05,13562622000
2017-06-06,13340067000
2017-06-07,13287135000
2017-06-08,13378563000
2017-06-09,13119918000
2017-06-12,13056159000
2017-06-13,13149993000
2017-06-14,13157211000
2017-06-15,13172850000
2017-06-16,13297962000
2017-06-19,13507284000
2017-06-20,13457961000
2017-06-21,13438713000
2017-06-22,13352097000
2017-06-23,13400217000
2017-06-26,13342473000
2017-06-27,13154805000
2017-06-28,13283526000
2017-06-29,13111497000
2017-06-30,12991428000
2017-07-03,13061697000
2017-07-05,13199853000
2017-07-06,13134348000
2017-07-07,13435671000
2017-07-10,13565490000
2017-07-11,13663152000
2017-07-12,13766769000
2017-07-13,13713174000
2017-07-14,13717938000
2017-07-17,13516659000
2017-07-18,13551198000
2017-07-19,13628613000
2017-07-20,13604793000
2017-07-21,13570254000
2017-07-24,13570254000
2017-07-25,13692927000
2017-07-26,13723893000
2017-07-27,13563108000
2017-07-28,13626231000
2017-07-31,13633377000
2017-08-01,13797735000
2017-08-02,13845375000
2017-08-03,13923981000
2017-08-04,13897779000
2017-08-07,13979958000
2017-08-08,13921599000
2017-08-09,14119305000
2017-08-10,14081193000
2017-08-11,14097867000
2017-08-14,14272944000
2017-08-15,14266989000
2017-08-16,14321775000
2017-08-17,14186001000
2017-08-18,14138361000
2017-08-21,14120496000
2017-08-22,14290809000
2017-08-23,14182428000
2017-08-24,14153844000
2017-08-25,14251506000
2017-08-28,14450403000
2017-08-29,14471841000
2017-08-30,14570694000
2017-08-31,14637390000
2017-09-01,14667165000
2017-09-05,14636199000
2017-09-06,14615952000
2017-09-07,14583795000
2017-09-08,14590941000
2017-09-11,14681457000
2017-09-12,14729097000
2017-09-13,14683839000
2017-09-14,14798175000
2017-09-15,15110217000
2017-09-18,15361517999
2017-09-19,15591381000
2017-09-20,15673560000
2017-09-21,15609246000
2017-09-22,15697380000
2017-09-25,15572325000
2017-09-26,15664032000
2017-09-27,15644976000
2017-09-28,15596144999
2017-09-29,15604080000
2017-10-02,15737985000
2017-10-03,15797235000
2017-10-04,15879000000
2017-10-05,15972615000
2017-10-06,16075710000
2017-10-09,16101780000
2017-10-10,16124295000
2017-10-11,16116000000
2017-10-12,16189470000
2017-10-13,16182360000
2017-10-16,16104150000
2017-10-17,16126665000
2017-10-18,15978540000
2017-10-19,16069785000
2017-10-20,16202504999
2017-10-23,16213170000
2017-10-24,16229760000
2017-10-25,16182360000
2017-10-26,16099410000
2017-10-27,16178805000
2017-10-30,16073339999
2017-10-31,16509420000
2017-11-01,16252275000
2017-11-02,16246350000
2017-11-03,16520085000
2017-11-06,16470315000
2017-11-07,16515345000
2017-11-08,16742865000
2017-11-09,16300860000
2017-11-10,16443059999
2017-11-13,16467945000
2017-11-14,16511790000
2017-11-15,16467945000
2017-11-16,16631475000
2017-11-17,16571040000
2017-11-20,16817519999
2017-11-21,17064000000
2017-11-22,16888620000
2017-11-24,17056890000
2017-11-27,17004750000
2017-11-28,17087699999
2017-11-29,16971570000
2017-11-30,17123250000
2017-12-01,16928910000
2017-12-04,16790265000
2017-12-05,16895730000
2017-12-06,16888620000
2017-12-07,16969199999
2017-12-08,16975125000
2017-12-11,16902839999
2017-12-12,16758269999
2017-12-13,16819890000
2017-12-14,16740495000
2017-12-15,17074665000
2017-12-18,16906394999
2017-12-19,16894545000
2017-12-20,16867290000
2017-12-21,16920615000
2017-12-22,16919430000
2017-12-26,16850699999
2017-12-27,16971570000
2017-12-28,16971570000
2017-12-29,16771360000
2018-01-02,16821088000
2018-01-03,16909888000
2018-01-04,16863712000
2018-01-05,17018816000
2018-01-08,17333760000
2018-01-09,17241408000
2018-01-10,17185760000
2018-01-11,17203520000
2018-01-12,17429664000
2018-01-16,17259168000
2018-01-17,17477024000
2018-01-18,17255616000
2018-01-19,17273376000
2018-01-22,16953696000
2018-01-23,16861344000
2018-01-24,16943040000
2018-01-25,17105248000
2018-01-26,17304160000
2018-01-29,17427296000
2018-01-30,18507104000
2018-01-31,18870592000
2018-02-01,18669312000
2018-02-02,18458560000
2018-02-05,17546880000
2018-02-06,17598976000
2018-02-07,18090336000
2018-02-08,17741056000
2018-02-09,18117568000
2018-02-12,18090336000
2018-02-13,18117568000
2018-02-14,18348448000
2018-02-15,18497632000
2018-02-16,18548544000
2018-02-20,18589984000
2018-02-21,18727328000
2018-02-22,18706016000
2018-02-23,18801920000
2018-02-26,18889536000
2018-02-27,18827968000
2018-02-28,18488160000
2018-03-01,18099808000
2018-03-02,18217024000
2018-03-05,18264384000
2018-03-06,18312928000
2018-03-07,18441984000
2018-03-08,18439616000
2018-03-09,18674048000
2018-03-12,18709568000
2018-03-13,18719040000
2018-03-14,18657472000
2018-03-15,18728512000
2018-03-16,18530784000
2018-03-19,18521312000
2018-03-20,18804288000
2018-03-21,18921504000
2018-03-22,18301088000
2018-03-23,18611296000
2018-03-26,19189088000
2018-03-27,18985440000
2018-03-28,18917952000
2018-03-29,19095552000
2018-04-02,18916155000
2018-04-03,18924450000
2018-04-04,19231365000
2018-04-05,19473105000
2018-04-06,19083240000
2018-04-09,19295355000
2018-04-10,19243215000
2018-04-11,19180410000
2018-04-12,19287060000
2018-04-13,19160265000
2018-04-16,19573830000
2018-04-17,19784760000
2018-04-18,19941180000
2018-04-19,20009910000
2018-04-20,19908000000
2018-04-23,20026500000
2018-04-24,19531170000
2018-04-25,19097460000
2018-04-26,18930375000
2018-04-27,18740775000
2018-04-30,18535770000
2018-05-01,17985930000
2018-05-02,17391060000
2018-05-03,17455050000
2018-05-04,17756040000
2018-05-07,17760780000
2018-05-08,18241890000
2018-05-09,18413715000
2018-05-10,18570135000
2018-05-11,18563025000
2018-05-14,18387645000
2018-05-15,18353280000
2018-05-16,18213450000
2018-05-17,18111540000
2018-05-18,18237150000
2018-05-21,18304695000
2018-05-22,17861505000
2018-05-23,18240705000
2018-05-24,18238335000
2018-05-25,18118650000
2018-05-29,17876910000
2018-05-30,18100875000
2018-05-31,17830695000
2018-06-01,18093765000
2018-06-04,18118650000
2018-06-05,18124575000
2018-06-06,18187380000
2018-06-07,18128130000
2018-06-08,18326025000
2018-06-11,18276255000
2018-06-12,18054660000
2018-06-13,18040440000
2018-06-14,17769075000
2018-06-15,17683755000
2018-06-18,17688495000
2018-06-19,17235825000
2018-06-20,17209755000
2018-06-21,16963275000
2018-06-22,17028449999
2018-06-25,17078220000
2018-06-26,17098365000
2018-06-27,17042670000
2018-06-28,17154059999
2018-06-29,17041266000
2018-07-02,17209863000
2018-07-03,17185104000
2018-07-05,16974063000
2018-07-06,17012970000
2018-07-09,17207505000
2018-07-10,17265276000
2018-07-11,17068383000
2018-07-12,17394966000
2018-07-13,17554131000
2018-07-16,17634303000
