,ROST
2013-11-26,16129473100
2013-11-27,16125267240
2013-11-29,16079002779
2013-12-02,15708887100
2013-12-03,15406065180
2013-12-04,15284095240
2013-12-05,15195772180
2013-12-06,15170537020
2013-12-09,15115860839
2013-12-10,15031743640
2013-12-11,14804627200
2013-12-12,14850891660
2013-12-13,15086419819
2013-12-16,15271477660
2013-12-17,15136890140
2013-12-18,15431300339
2013-12-19,15418682759
2013-12-20,15565887860
2013-12-23,15553270279
2013-12-24,15557476140
2013-12-26,15666828500
2013-12-27,15511211680
2013-12-30,15633181620
2013-12-31,15759357420
2014-01-02,15620564040
2014-01-03,15633181620
2014-01-06,15599534740
2014-01-07,15515417540
2014-01-08,15498594100
2014-01-09,15700475380
2014-01-10,15700475380
2014-01-13,15414476900
2014-01-14,15393447600
2014-01-15,15305124540
2014-01-16,15157919440
2014-01-17,15014920200
2014-01-21,14808833060
2014-01-22,14564893180
2014-01-23,14400864640
2014-01-24,14266277120
2014-01-27,14358806040
2014-01-28,14253659540
2014-01-29,14228424380
2014-01-30,14291512279
2014-01-31,14283100560
2014-02-03,13778097060
2014-02-04,13744665220
2014-02-05,13853318700
2014-02-06,14484344679
2014-02-07,14492702640
2014-02-10,14446733860
2014-02-11,14530313460
2014-02-12,14450912840
2014-02-13,14538671420
2014-02-14,14505239580
2014-02-18,14275395679
2014-02-19,14166742200
2014-02-20,14137489340
2014-02-21,14095699539
2014-02-24,14475986720
2014-02-25,14634787960
2014-02-26,14981643300
2014-02-27,15111191679
2014-02-28,15211487200
2014-03-03,15107012700
2014-03-04,15140444539
2014-03-05,15035970039
2014-03-06,14994180240
2014-03-07,15056864940
2014-03-10,15119549640
2014-03-11,15098654740
2014-03-12,15123728620
2014-03-13,15107012700
2014-03-14,15186413320
2014-03-17,15483120899
2014-03-18,15307603740
2014-03-19,15182234340
2014-03-20,15207308220
2014-03-21,15249098020
2014-03-24,15315961700
2014-03-25,14977464320
2014-03-26,14877168800
2014-03-27,14923137580
2014-03-28,15065222899
2014-03-31,14952390440
2014-04-01,15232382100
2014-04-02,15357751500
2014-04-03,15341035580
2014-04-04,15123728620
2014-04-07,14785231240
2014-04-08,14973285340
2014-04-09,14927316560
2014-04-10,14597177140
2014-04-11,14430017940
2014-04-14,14475986720
2014-04-15,14446733860
2014-04-16,14501060600
2014-04-17,14413302020
2014-04-21,14425838960
2014-04-22,14430017940
2014-04-23,14321364460
2014-04-24,14300469560
2014-04-25,14162563220
2014-04-28,14267037720
2014-04-29,14325543440
2014-04-30,14225247920
2014-05-01,14321364460
2014-05-02,14287932620
2014-05-05,14126873900
2014-05-06,14043847900
2014-05-07,14068755700
2014-05-08,14334438900
2014-05-09,14355195400
2014-05-12,14458977900
2014-05-13,14355195400
2014-05-14,14326136300
2014-05-15,14201597300
2014-05-16,14434070100
2014-05-19,14363498000
2014-05-20,13931762800
2014-05-21,14131025200
2014-05-22,14135176499
2014-05-23,14288774600
2014-05-27,14176689500
2014-05-28,14006486200
2014-05-29,14064604400
2014-05-30,14209899899
2014-06-02,14184992100
2014-06-03,14160084300
2014-06-04,14243110300
2014-06-05,14259715500
2014-06-06,14338590200
2014-06-09,14263866800
2014-06-10,14047999200
2014-06-11,13989881000
2014-06-12,13861190700
2014-06-13,13931762800
2014-06-16,13898552399
2014-06-17,13956670599
2014-06-18,14143479100
2014-06-19,14081209600
2014-06-20,14101966100
2014-06-23,14110268700
2014-06-24,13857039400
2014-06-25,13769862100
2014-06-26,13703441300
2014-06-27,13657777000
2014-06-30,13728349100
2014-07-01,13807223800
2014-07-02,13902703700
2014-07-03,13940065400
2014-07-07,13827980300
2014-07-08,13894401100
2014-07-09,14064604400
2014-07-10,13823828999
2014-07-11,13657777000
2014-07-14,13504178900
2014-07-15,13549843200
2014-07-16,12902240400
2014-07-17,12910543000
2014-07-18,13143015800
2014-07-21,13030930700
2014-07-22,12993569000
2014-07-23,13076595000
2014-07-24,13209436600
2014-07-25,13172074900
2014-07-28,13275857400
2014-07-29,13259252200
2014-07-30,13446060700
2014-07-31,13367186000
2014-08-01,13429455500
2014-08-04,13360703400
2014-08-05,13311295560
2014-08-06,13368938040
2014-08-07,13307178240
2014-08-08,13743614160
2014-08-11,13653033119
2014-08-12,13591273320
2014-08-13,13463636400
2014-08-14,13607742599
2014-08-15,13496574960
2014-08-18,13714792920
2014-08-19,14270631119
2014-08-20,14385916080
2014-08-21,14258279160
2014-08-22,15312313080
2014-08-25,15197028119
2014-08-26,15304078440
2014-08-27,15472888560
2014-08-28,15489357839
2014-08-29,15526413720
2014-09-02,15600525480
2014-09-03,15670519920
2014-09-04,15826978080
2014-09-05,15818743440
2014-09-08,15699341160
2014-09-09,15547000320
2014-09-10,15501709800
2014-09-11,15538765680
2014-09-12,15472888560
2014-09-15,15431715359
2014-09-16,15538765680
2014-09-17,15538765680
2014-09-18,15579938880
2014-09-19,15542883000
2014-09-22,15357603599
2014-09-23,15267022560
2014-09-24,15588173520
2014-09-25,15407011440
2014-09-26,15649933320
2014-09-29,15534648359
2014-09-30,15559352280
2014-10-01,15435832680
2014-10-02,15608760119
2014-10-03,15847564680
2014-10-06,15604642800
2014-10-07,15460536599
2014-10-08,15736397040
2014-10-09,15682871880
2014-10-10,15962849640
2014-10-13,15826978080
2014-10-14,16024609440
2014-10-15,15740514359
2014-10-16,15794039520
2014-10-17,15892855200
2014-10-20,16139894400
2014-10-21,16382816280
2014-10-22,16345760400
2014-10-23,16485749280
2014-10-24,16572213000
2014-10-27,16596916920
2014-10-28,16535157119
2014-10-29,16481631960
2014-10-30,16642207440
2014-10-31,16617503520
2014-11-03,16618210679
2014-11-04,16454565080
2014-11-05,16524114460
2014-11-06,16749127160
2014-11-07,16655030940
2014-11-10,16839132239
2014-11-11,16761400580
2014-11-12,16937319600
2014-11-13,16888225920
2014-11-14,16646848660
2014-11-17,16638666380
2014-11-18,16626392960
2014-11-19,16806403120
2014-11-20,17023233540
2014-11-21,18266940100
2014-11-24,18213755280
2014-11-25,18266940100
2014-11-26,18365127460
2014-11-28,18712874360
2014-12-01,18442859120
2014-12-02,18467405960
2014-12-03,18586049020
2014-12-04,18626960420
2014-12-05,18553319900
2014-12-08,18455132540
2014-12-09,18381492020
2014-12-10,18266940100
2014-12-11,18577866740
2014-12-12,18528773060
2014-12-15,18831517420
2014-12-16,18406038860
2014-12-17,18569684460
2014-12-18,18966525040
2014-12-19,18618778140
2014-12-22,19056530120
2014-12-23,19089259240
2014-12-24,18966525040
2014-12-26,19109714940
2014-12-29,19248813700
2014-12-30,19211993440
2014-12-31,19281542820
2015-01-02,19175173180
2015-01-05,19158808620
2015-01-06,19195628880
2015-01-07,19572013760
2015-01-08,19829755580
2015-01-09,19473826400
2015-01-12,19604742880
2015-01-13,19404277020
2015-01-14,18950160480
2015-01-15,18643324980
2015-01-16,19003345300
2015-01-20,18778332600
2015-01-21,18856064260
2015-01-22,19281542820
2015-01-23,19363365620
2015-01-26,19482008680
2015-01-27,19297907380
2015-01-28,19158808620
2015-01-29,19154717480
2015-01-30,18761968040
2015-02-02,18723548220
2015-02-03,19282034200
2015-02-04,19310569980
2015-02-05,19351335380
2015-02-06,19359488460
2015-02-09,19286110740
2015-02-10,19432866180
2015-02-11,19326876140
2015-02-12,19502167360
2015-02-13,19604080860
2015-02-17,19742683220
2015-02-18,19710070900
2015-02-19,19754912840
2015-02-20,19958739840
2015-02-23,20146260680
2015-02-24,19991352160
2015-02-25,20068806420
2015-02-26,20191102620
2015-02-27,21568973140
2015-03-02,21605662000
2015-03-03,21511901580
2015-03-04,21426294240
2015-03-05,21393681920
2015-03-06,21279538800
2015-03-09,21495595420
2015-03-10,21385528840
2015-03-11,21414064620
2015-03-12,21662733560
2015-03-13,21613815080
2015-03-16,21780953220
2015-03-17,21683116260
2015-03-18,21560820060
2015-03-19,21756493980
2015-03-20,21903249420
2015-03-23,21683116260
2015-03-24,21736111280
2015-03-25,21369222680
2015-03-26,21153166060
2015-03-27,21226543780
2015-03-30,21552666980
2015-03-31,21475212720
2015-04-01,21202084540
2015-04-02,21181701840
2015-04-06,21189854920
2015-04-07,20957492140
2015-04-08,21198008000
2015-04-09,21132783360
2015-04-10,21087941420
2015-04-13,21238773400
2015-04-14,21157242600
2015-04-15,21067558720
2015-04-16,21087941420
2015-04-17,20464230800
2015-04-20,20847425560
2015-04-21,21120553740
2015-04-22,21177625300
2015-04-23,21303998040
2015-04-24,21275462260
2015-04-27,20888190960
2015-04-28,20757741680
2015-04-29,20333781520
2015-04-30,20154413760
2015-05-01,20729205900
2015-05-04,20497046400
2015-05-05,20347285200
2015-05-06,20480856000
2015-05-07,20407999200
2015-05-08,20756092800
2015-05-11,20646807600
2015-05-12,20658950400
2015-05-13,20488951200
2015-05-14,20108476800
2015-05-15,20335142400
2015-05-18,20715616800
2015-05-19,20841092400
2015-05-20,20428237200
2015-05-21,20553712800
2015-05-22,19638955200
2015-05-26,19339432800
2015-05-27,19541812800
2015-05-28,19618717200
2015-05-29,19566098400
2015-06-01,19533717600
2015-06-02,19626812400
2015-06-03,19869668400
2015-06-04,19804906800
2015-06-05,19752288000
2015-06-08,19748240400
2015-06-09,19732050000
2015-06-10,19800859200
2015-06-11,19804906800
2015-06-12,19643002800
2015-06-15,19707764400
2015-06-16,19902049200
2015-06-17,20007286800
2015-06-18,20302761600
2015-06-19,20428237200
2015-06-22,20363475600
2015-06-23,20456570400
2015-06-24,20270380800
2015-06-25,20153000400
2015-06-26,20347285200
2015-06-29,19651098000
2015-06-30,19675383600
2015-07-01,19991096400
2015-07-02,19958715600
2015-07-06,20185381200
2015-07-07,20468713200
2015-07-08,20306809200
2015-07-09,20367523200
2015-07-10,20586093600
2015-07-13,21213471600
2015-07-14,21221566800
2015-07-15,21177043200
2015-07-16,21436089600
2015-07-17,21156805200
2015-07-20,21383470800
2015-07-21,21395613600
2015-07-22,21565612800
2015-07-23,21407756400
2015-07-24,21326804400
2015-07-27,21079900800
2015-07-28,21051567600
2015-07-29,21367280400
2015-07-30,21351090000
2015-07-31,21517041600
2015-08-03,21291226820
2015-08-04,21355465860
2015-08-05,21604392140
2015-08-06,21508033580
2015-08-07,21307286580
2015-08-10,21572272620
2015-08-11,21608407080
2015-08-12,21504018640
2015-08-13,21532123220
2015-08-14,21568257680
2015-08-17,21881423000
2015-08-18,22696455820
2015-08-19,22363215800
2015-08-20,22182543500
2015-08-21,20074700000
2015-08-24,19404205020
2015-08-25,18958546680
2015-08-26,19645101420
2015-08-27,19946221920
2015-08-28,19833803600
2015-08-31,19520638280
2015-09-01,19058920180
2015-09-02,19452384300
2015-09-03,19464429120
2015-09-04,19448369360
2015-09-08,19982356380
2015-09-09,19825773720
2015-09-10,20010460960
2015-09-11,20098789640
2015-09-14,19857893240
2015-09-15,19841833480
2015-09-16,19974326500
2015-09-17,20271432060
2015-09-18,19721385280
2015-09-21,19849863360
2015-09-22,19641086480
2015-09-23,19713355400
2015-09-24,19625026720
2015-09-25,19705325520
2015-09-28,19066950060
2015-09-29,19095054640
2015-09-30,19460414180
2015-10-01,19215502840
2015-10-02,19564802620
2015-10-05,19733430100
2015-10-06,19147248860
2015-10-07,19331936100
2015-10-08,19681235880
2015-10-09,19689265760
2015-10-12,20287491820
2015-10-13,19853878300
2015-10-14,19472459000
2015-10-15,19809713960
2015-10-16,20195148200
2015-10-19,20231282660
2015-10-20,20211207960
2015-10-21,20146968920
2015-10-22,20492253760
2015-10-23,19938192040
2015-10-26,20026520720
2015-10-27,19769564560
2015-10-28,20215222900
2015-10-29,20146968920
2015-10-30,20307566520
2015-11-02,20174281140
2015-11-03,20604368460
2015-11-04,20556580980
2015-11-05,20524722660
2015-11-06,20070741600
2015-11-09,19561008480
2015-11-10,19887556260
2015-11-11,19322071080
2015-11-12,19158797190
2015-11-13,17844641490
2015-11-16,18226941330
2015-11-17,18441984990
2015-11-18,18485790180
2015-11-19,18398179800
2015-11-20,20245962360
2015-11-23,20361448770
2015-11-24,20875164180
2015-11-25,21002597460
2015-11-27,20970739140
2015-11-30,20711890290
2015-12-01,21141977610
2015-12-02,21313216080
2015-12-03,20911004790
2015-12-04,21568082640
2015-12-07,21432684780
2015-12-08,21695515920
2015-12-09,21520295160
2015-12-10,21564100350
2015-12-11,21329145240
2015-12-14,21667639890
2015-12-15,21536224320
2015-12-16,21874718970
2015-12-17,21448613940
2015-12-18,21086225550
2015-12-21,21428702490
2015-12-22,21627816990
2015-12-23,21639763860
2015-12-24,21635781570
2015-12-28,21659675310
2015-12-29,21878701260
2015-12-30,21723391950
2015-12-31,21428702490
2016-01-04,21651710730
2016-01-05,21795073170
2016-01-06,21460560810
2016-01-07,21408791040
2016-01-08,20747730900
2016-01-11,20942863110
2016-01-12,21683569050
2016-01-13,20783571510
2016-01-14,21034455780
2016-01-15,20823394410
2016-01-19,20938880820
2016-01-20,20779589220
2016-01-21,20799500670
2016-01-22,21560118060
2016-01-25,21353038980
2016-01-26,21635781570
2016-01-27,21416755620
2016-01-28,21484454550
2016-01-29,22404363540
2016-02-01,22465551240
2016-02-02,22370559480
2016-02-03,21808524900
2016-02-04,21563129520
2016-02-05,21104002680
2016-02-08,21107960670
2016-02-09,21582919470
2016-02-10,21309818160
2016-02-11,20803195440
2016-02-12,21274196250
2016-02-16,21768945000
2016-02-17,21796650930
2016-02-18,21697701180
2016-02-19,21646247310
2016-02-22,21939138570
2016-02-23,21907474650
2016-02-24,22263693750
2016-02-25,22378475460
2016-02-26,22279525710
2016-02-29,21761029020
2016-03-01,22255777770
2016-03-02,22853434260
2016-03-03,22896972150
2016-03-04,22726778580
2016-03-07,22770316470
2016-03-08,22710946620
2016-03-09,22394307420
2016-03-10,22643660790
2016-03-11,22940510040
2016-03-14,23023627830
2016-03-15,23007795870
2016-03-16,22991963910
2016-03-17,23166115470
2016-03-18,23470880700
2016-03-21,23126535570
2016-03-22,23003837880
2016-03-23,23027585820
2016-03-24,22722820590
2016-03-28,22794064410
2016-03-29,22991963910
2016-03-30,23090913660
2016-03-31,22916762100
2016-04-01,23209653360
2016-04-04,23213611350
2016-04-05,22916762100
2016-04-06,23150283510
2016-04-07,22441803300
2016-04-08,22374517470
2016-04-11,22184533950
2016-04-12,22327021590
2016-04-13,22540753050
2016-04-14,22552627020
2016-04-15,22540753050
2016-04-18,22865308230
2016-04-19,22770316470
2016-04-20,22714904610
2016-04-21,22659492750
2016-04-22,22429929330
2016-04-25,22560543000
2016-04-26,22798022400
2016-04-27,23039459790
2016-04-28,22734694560
2016-04-29,22473467220
2016-05-02,22665581120
2016-05-03,22551446400
2016-05-04,22685259520
2016-05-05,22224784960
2016-05-06,22460925760
2016-05-09,22889914880
2016-05-10,22653774080
2016-05-11,21425841920
2016-05-12,21681661120
2016-05-13,21378613760
2016-05-16,21937480320
2016-05-17,21457327360
2016-05-18,21374678080
2016-05-19,21850895360
2016-05-20,20658384320
2016-05-23,20622963200
2016-05-24,21000788480
2016-05-25,21020466880
2016-05-26,21205443840
2016-05-27,21221186560
2016-05-31,21016531200
2016-06-01,20977174400
2016-06-02,21130665920
2016-06-03,20894525120
2016-06-06,20599349120
2016-06-07,20929946240
2016-06-08,21036209600
2016-06-09,21339256960
2016-06-10,21107051840
2016-06-13,21071630720
2016-06-14,21209379520
2016-06-15,21378613760
2016-06-16,21421906240
2016-06-17,21351064000
2016-06-20,21331385600
2016-06-21,21587204800
2016-06-22,21421906240
2016-06-23,21280221760
2016-06-24,21417970560
2016-06-27,21547848000
2016-06-28,21780053120
2016-06-29,21949287360
2016-06-30,22311369920
2016-07-01,22177556800
2016-07-05,22181492480
2016-07-06,22350726720
2016-07-07,22260206080
2016-07-08,22901721920
2016-07-11,22850558080
2016-07-12,22787587200
2016-07-13,22842686720
2016-07-14,22834815360
2016-07-15,22901721920
2016-07-18,23200833600
2016-07-19,23303161280
2016-07-20,23346453760
2016-07-21,23307096960
2016-07-22,23602272960
2016-07-25,24058811840
2016-07-26,24393344640
2016-07-27,24161139520
2016-07-28,24137525440
2016-07-29,24334309440
2016-08-01,24069774600
2016-08-02,23717991600
2016-08-03,23968148400
2016-08-04,24034596300
2016-08-05,24175309500
2016-08-08,24042413700
2016-08-09,23764896000
2016-08-10,23866522200
2016-08-11,24218305200
2016-08-12,24671714400
2016-08-15,24710801400
2016-08-16,24183126900
2016-08-17,24351201000
2016-08-18,24577905600
2016-08-19,25430002200
2016-08-22,25191571500
2016-08-23,25132941000
2016-08-24,24964866900
2016-08-25,24785066700
2016-08-26,24726436200
2016-08-29,24667805700
2016-08-30,24351201000
2016-08-31,24327748800
2016-09-01,24382470600
2016-09-02,24519275100
2016-09-06,24527092500
2016-09-07,24570088200
2016-09-08,24515366400
2016-09-09,23757078600
2016-09-12,24120587700
2016-09-13,23909517900
2016-09-14,23960331000
2016-09-15,24214396500
2016-09-16,24206579100
2016-09-19,24441101100
2016-09-20,24589631700
2016-09-21,24761614500
2016-09-22,25007862600
2016-09-23,25117306200
2016-09-26,24921871200
2016-09-27,25168119300
2016-09-28,24792884100
2016-09-29,24761614500
2016-09-30,25132941000
2016-10-03,25105580100
2016-10-04,25117306200
2016-10-05,25203297600
2016-10-06,25160301900
2016-10-07,25125123600
2016-10-10,25093854000
2016-10-11,24917962500
2016-10-12,25367463000
2016-10-13,25332284700
2016-10-14,25273654200
2016-10-17,25168119300
2016-10-18,24839788500
2016-10-19,24765523200
2016-10-20,24785066700
2016-10-21,24781158000
2016-10-24,24777249300
2016-10-25,24675623100
2016-10-26,24820245000
2016-10-27,24355109700
2016-10-28,24343383600
2016-10-31,24281655320
2016-11-01,24114704380
2016-11-02,24114704380
2016-11-03,23792450240
2016-11-04,23839041200
2016-11-07,24301068220
2016-11-08,24402015300
2016-11-09,24405897880
2016-11-10,24553435920
2016-11-11,24708739120
2016-11-14,24693208800
2016-11-15,24495197220
2016-11-16,24794155880
2016-11-17,25442546740
2016-11-18,26401544000
2016-11-21,26374365940
2016-11-22,26766506520
2016-11-23,26886866500
2016-11-25,26805332320
2016-11-28,26541316880
2016-11-29,26622851059
2016-11-30,26242358220
2016-12-01,26160824040
2016-12-02,26153058880
2016-12-05,26071524700
2016-12-06,26114233080
2016-12-07,26502491080
2016-12-08,26285066600
2016-12-09,26254005960
2016-12-12,26164706620
2016-12-13,26506373660
2016-12-14,26184119520
2016-12-15,26118115660
2016-12-16,26995578740
2016-12-19,26560729780
2016-12-20,26568494940
2016-12-21,26401544000
2016-12-22,26055994380
2016-12-23,26055994380
2016-12-27,26071524700
2016-12-28,25826922160
2016-12-29,25768683460
2016-12-30,25469724799
2017-01-03,25473607380
2017-01-04,25838569900
2017-01-05,25504668020
2017-01-06,25357129980
2017-01-09,25411486100
2017-01-10,25923986660
2017-01-11,25838569900
2017-01-12,25854100220
2017-01-13,25986107940
2017-01-17,26059876960
2017-01-18,25974460200
2017-01-19,25609497679
2017-01-20,25625028000
2017-01-23,25279478380
2017-01-24,25667736380
2017-01-25,25609497679
2017-01-26,25458077059
2017-01-27,25364895140
2017-01-30,25268853870
2017-01-31,25547085630
2017-02-01,25458206040
2017-02-02,25365462120
2017-02-03,25489120679
2017-02-06,25635965220
2017-02-07,25643693880
2017-02-08,26149921110
2017-02-09,26343137610
2017-02-10,26582726070
2017-02-13,26296765650
2017-02-14,26547947100
2017-02-15,26632962360
2017-02-16,26377916580
2017-02-17,26489982150
2017-02-21,26590454730
2017-02-22,26679334320
2017-02-23,26138328120
2017-02-24,26667741330
2017-02-27,26721841950
2017-02-28,26501575140
2017-03-01,25813724400
2017-03-02,26204021730
2017-03-03,25918061309
2017-03-06,26045584200
2017-03-07,25840774710
2017-03-08,25778945429
2017-03-09,25755759450
2017-03-10,25875553679
2017-03-13,25871689350
2017-03-14,25999212240
2017-03-15,26099684820
2017-03-16,26010805230
2017-03-17,26142192450
2017-03-20,25682337179
2017-03-21,25415698410
2017-03-22,25639829549
2017-03-23,25415698410
2017-03-24,25550949960
2017-03-27,25249532220
2017-03-28,25415698410
2017-03-29,25527763980
2017-03-30,25740302130
2017-03-31,25454341710
2017-04-03,25187702940
2017-04-04,24600324780
2017-04-05,24163655490
2017-04-06,24519173850
2017-04-07,24380057970
2017-04-10,24538495500
2017-04-11,24696933030
2017-04-12,24627375090
2017-04-13,24422565600
2017-04-17,24453480240
2017-04-18,24503716530
2017-04-19,24627375090
2017-04-20,24986757780
2017-04-21,25079501700
2017-04-24,25141330980
2017-04-25,25021536750
2017-04-26,25137466650
2017-04-27,25326818820
2017-04-28,25118145000
2017-05-01,24543344880
2017-05-02,24788471920
2017-05-03,24949336540
2017-05-04,24731020269
2017-05-05,24780811700
2017-05-08,24754000930
2017-05-09,24979977420
2017-05-10,25297876550
2017-05-11,24983807530
2017-05-12,24317368390
2017-05-15,23880735850
2017-05-16,23555176500
2017-05-17,23562836720
2017-05-18,23390481770
2017-05-19,23823284200
2017-05-22,23919036950
2017-05-23,23754342220
2017-05-24,23727531450
2017-05-25,24129693000
2017-05-26,24328858720
2017-05-30,24294387730
2017-05-31,24482063120
2017-06-01,24390140480
2017-06-02,24413121140
2017-06-05,24252256520
2017-06-06,23685400240
2017-06-07,23788813210
2017-06-08,23486234520
2017-06-09,23731361560
2017-06-12,23693060460
2017-06-13,23781152990
2017-06-14,23401972100
2017-06-15,23329200010
2017-06-16,23011300880
2017-06-19,23229617150
2017-06-20,22107394920
2017-06-21,21793325900
2017-06-22,21437125670
2017-06-23,21559689190
2017-06-26,21716723700
2017-06-27,21651611830
2017-06-28,22130375580
2017-06-29,21946530300
2017-06-30,22111225030
2017-07-03,22302730530
2017-07-05,21981001290
2017-07-06,21555859080
2017-07-07,21502237540
2017-07-10,20989002800
2017-07-11,20812817740
2017-07-12,20732385430
2017-07-13,20843458620
2017-07-14,20973682360
2017-07-17,20962192030
2017-07-18,20808987630
2017-07-19,20843458620
2017-07-20,20931551150
2017-07-21,20801327410
2017-07-24,20326393770
2017-07-25,20694084330
2017-07-26,20667273560
2017-07-27,21111566320
2017-07-28,21015813570
2017-07-31,20990178240
2017-08-01,21096419200
2017-08-02,21115390800
2017-08-03,20819433840
2017-08-04,21195071520
2017-08-07,21020532800
2017-08-08,21217837440
2017-08-09,21263369280
2017-08-10,20792873600
2017-08-11,21081241920
2017-08-14,20781490640
2017-08-15,20121278960
2017-08-16,20629717840
2017-08-17,20235108560
2017-08-18,22394076640
2017-08-21,22219537920
2017-08-22,22458580080
2017-08-23,22356133440
2017-08-24,22132268560
2017-08-25,22530672160
2017-08-28,22394076640
2017-08-29,22268864080
2017-08-30,22170211760
2017-08-31,22177800400
2017-09-01,22356133440
2017-09-05,22382693680
2017-09-06,22443402800
2017-09-07,22215743600
2017-09-08,22204360640
2017-09-11,22488934640
2017-09-12,23020139440
2017-09-13,23300919120
2017-09-14,22993579200
2017-09-15,23035316720
2017-09-18,23073259920
2017-09-19,23202266800
2017-09-20,23114997440
2017-09-21,23111203120
2017-09-22,23103614480
2017-09-25,23851095520
2017-09-26,24203967280
2017-09-27,24602370880
2017-09-28,24587193600
2017-09-29,24499924239
2017-10-02,24545456080
2017-10-03,24628931120
2017-10-04,24750349360
2017-10-05,24864178960
2017-10-06,25038717679
2017-10-09,24773115280
2017-10-10,24602370880
2017-10-11,24492335600
2017-10-12,24010456960
2017-10-13,23949747840
2017-10-16,23870067120
2017-10-17,23995279680
2017-10-18,24025634240
2017-10-19,24052194480
2017-10-20,24370917360
2017-10-23,24401271920
2017-10-24,24412654880
2017-10-25,24222938880
2017-10-26,24386094640
2017-10-27,24215350240
2017-10-30,23858857680
2017-10-31,23885191960
2017-11-01,23881429920
2017-11-02,24212489440
2017-11-03,24125962520
2017-11-06,24129724560
2017-11-07,24374257160
2017-11-08,24028149480
2017-11-09,24291492279
2017-11-10,24739175040
2017-11-13,24419401640
2017-11-14,24253871880
2017-11-15,24306540440
2017-11-16,24712840760
2017-11-17,27180739000
2017-11-20,27365078959
2017-11-21,27338744680
2017-11-22,27199549200
2017-11-24,26830869279
2017-11-27,26834631320
2017-11-28,27391413240
2017-11-29,28572693800
2017-11-30,28602790120
2017-12-01,28489928920
2017-12-04,29347674040
2017-12-05,28975232080
2017-12-06,28888705160
2017-12-07,28854846800
2017-12-08,28926325560
2017-12-11,28877419040
2017-12-12,28745747640
2017-12-13,28956421880
2017-12-14,28407164040
2017-12-15,28576455839
2017-12-18,29178382240
2017-12-19,29547062160
2017-12-20,29949600440
2017-12-21,30148988560
2017-12-22,30261849760
2017-12-26,30457475839
2017-12-27,30370948920
2017-12-28,30325804440
2017-12-29,30190371000
2018-01-02,30284422000
2018-01-03,30265611800
2018-01-04,30438665640
2018-01-05,30837441880
2018-01-08,30555288880
2018-01-09,30288184040
2018-01-10,30352138720
2018-01-11,31059402240
2018-01-12,31443130320
2018-01-16,30423617480
2018-01-17,30585385200
2018-01-18,30717056600
2018-01-19,31510847040
2018-01-22,31781713920
2018-01-23,31819334320
2018-01-24,31823096360
2018-01-25,31747855560
2018-01-26,32150393839
2018-01-29,31815572279
2018-01-30,31371651560
2018-01-31,30995447560
2018-02-01,30848728000
2018-02-02,29750212320
2018-02-05,28744989300
2018-02-06,29279519010
2018-02-07,29152428029
2018-02-08,28057202820
2018-02-09,28901984039
2018-02-12,28913197949
2018-02-13,29088882539
2018-02-14,29503797210
2018-02-15,30131776170
2018-02-16,29967305490
2018-02-20,29148690060
2018-02-21,29111310360
2018-02-22,29343064500
2018-02-23,29481369390
2018-02-26,29885070150
2018-02-27,28984219380
2018-02-28,29189807730
2018-03-01,29137476150
2018-03-02,29313160740
2018-03-05,29148690060
2018-03-06,30094396470
2018-03-07,28184293800
2018-03-08,28117010340
2018-03-09,28786106970
2018-03-12,28569304710
2018-03-13,28782369000
2018-03-14,28849652460
2018-03-15,28715085539
2018-03-16,28688919750
2018-03-19,28797320880
2018-03-20,28898246070
2018-03-21,28935625770
2018-03-22,28049726880
2018-03-23,27974967480
2018-03-26,28901984039
2018-03-27,28752465240
2018-03-28,28468379520
2018-03-29,29148690060
2018-04-02,28322598690
2018-04-03,28483331400
2018-04-04,29391658110
2018-04-05,29817786690
2018-04-06,28950577650
2018-04-09,28759941180
2018-04-10,29201021640
2018-04-11,28894508100
2018-04-12,29212235550
2018-04-13,28472117490
2018-04-16,29002909230
2018-04-17,29443989690
2018-04-18,29488845330
2018-04-19,29436513750
2018-04-20,28901984039
2018-04-23,29208497580
2018-04-24,29051502840
2018-04-25,29264567130
2018-04-26,30060754740
2018-04-27,30531738960
2018-04-30,30221487449
2018-05-01,29672005860
2018-05-02,29795358869
2018-05-03,30042064890
2018-05-04,30169155869
2018-05-07,29474702640
2018-05-08,29994146040
2018-05-09,30368887349
2018-05-10,30168530610
2018-05-11,30402280140
2018-05-14,30669422460
2018-05-15,30710235870
2018-05-16,30932854470
2018-05-17,30955116330
2018-05-18,30598926570
2018-05-21,30398569830
2018-05-22,30550692540
2018-05-23,30650870910
2018-05-24,30780731759
2018-05-25,28695537540
2018-05-29,28658434440
2018-05-30,29274345900
2018-05-31,29266925280
2018-06-01,29945912009
2018-06-04,30847517340
2018-06-05,31125790590
2018-06-06,31352119500
2018-06-07,31571027790
2018-06-08,31849301040
2018-06-11,31745412360
2018-06-12,31801067009
2018-06-13,31422615390
2018-06-14,31352119500
2018-06-15,31589579340
2018-06-18,31519083450
2018-06-19,31519083450
2018-06-20,32134994910
2018-06-21,32138705220
2018-06-22,31901245380
2018-06-25,31634103060
2018-06-26,31693468020
2018-06-27,31489400970
2018-06-28,31574738099
2018-06-29,31444877250
2018-07-02,31378091669
2018-07-03,31596999960
2018-07-05,31578448410
2018-07-06,32027395919
2018-07-09,32016264990
2018-07-10,31878983520
2018-07-11,31448587560
2018-07-12,31470849419
2018-07-13,31596999960
2018-07-16,31589579340
