,KO
2013-11-27,177237900000
2013-11-29,177237900000
2013-12-02,176752800000
2013-12-03,177943500000
2013-12-04,178031700000
2013-12-05,175650300000
2013-12-06,178428600000
2013-12-09,178164000000
2013-12-10,175738500000
2013-12-11,176973300000
2013-12-12,172916100000
2013-12-13,173004300000
2013-12-16,173180700000
2013-12-17,172431000000
2013-12-18,176488200000
2013-12-19,175782600000
2013-12-20,176576400000
2013-12-23,177105600000
2013-12-24,177237900000
2013-12-26,178560900000
2013-12-27,179310600000
2013-12-30,181206900000
2013-12-31,181805310000
2014-01-02,178944660000
2014-01-03,178064460000
2014-01-06,177228270000
2014-01-07,177756390000
2014-01-08,175775940000
2014-01-09,174851730000
2014-01-10,176612130000
2014-01-13,173971530000
2014-01-14,174675690000
2014-01-15,174983760000
2014-01-16,174763710000
2014-01-17,172871280000
2014-01-21,175687920000
2014-01-22,175599900000
2014-01-23,172695240000
2014-01-24,170934840000
2014-01-27,170450730000
2014-01-28,171066870000
2014-01-29,166797900000
2014-01-30,167986170000
2014-01-31,166445820000
2014-02-03,163717200000
2014-02-04,164949480000
2014-02-05,165521610000
2014-02-06,167370030000
2014-02-07,167017950000
2014-02-10,169746570000
2014-02-11,170054640000
2014-02-12,169482510000
2014-02-13,170098650000
2014-02-14,171330930000
2014-02-18,164905470000
2014-02-19,163277100000
2014-02-20,164157300000
2014-02-21,163629180000
2014-02-24,165037500000
2014-02-25,166225770000
2014-02-26,166665870000
2014-02-27,167546070000
2014-02-28,168118200000
2014-03-03,167766120000
2014-03-04,168602310000
2014-03-05,168778350000
2014-03-06,169306470000
2014-03-07,169658550000
2014-03-10,170098650000
2014-03-11,170758800000
2014-03-12,169306470000
2014-03-13,167105970000
2014-03-14,167986170000
2014-03-17,168426270000
2014-03-18,168998400000
2014-03-19,167854140000
2014-03-20,169218450000
2014-03-21,169174440000
2014-03-24,168998400000
2014-03-25,169966620000
2014-03-26,169922610000
2014-03-27,170846820000
2014-03-28,171029450000
2014-03-31,169756060000
2014-04-01,168658310000
2014-04-02,168307030000
2014-04-03,167165370000
2014-04-04,167824020000
2014-04-07,169580420000
2014-04-08,170809900000
2014-04-09,171205090000
2014-04-10,170765990000
2014-04-11,169624330000
2014-04-14,170063430000
2014-04-15,176430380000
2014-04-16,178230690000
2014-04-17,178801520000
2014-04-21,178933250000
2014-04-22,178757610000
2014-04-23,178845430000
2014-04-24,178713700000
2014-04-25,180074910000
2014-04-28,180162730000
2014-04-29,178142870000
2014-04-30,179108890000
2014-05-01,179064980000
2014-05-02,179811450000
2014-05-05,178977160000
2014-05-06,177791590000
2014-05-07,179635810000
2014-05-08,178845430000
2014-05-09,179460170000
2014-05-12,179240620000
2014-05-13,180514010000
2014-05-14,179547990000
2014-05-15,177923320000
2014-05-16,179547990000
2014-05-19,178757610000
2014-05-20,178186780000
2014-05-21,179460170000
2014-05-22,178186780000
2014-05-23,178186780000
2014-05-27,179021070000
2014-05-28,178186780000
2014-05-29,178538060000
2014-05-30,179635810000
2014-06-02,179416260000
2014-06-03,179504080000
2014-06-04,179108890000
2014-06-05,179547990000
2014-06-06,179987090000
2014-06-09,179635810000
2014-06-10,180338370000
2014-06-11,179416260000
2014-06-12,177484220000
2014-06-13,177264670000
2014-06-16,178538060000
2014-06-17,179679720000
2014-06-18,182489960000
2014-06-19,183499890000
2014-06-20,183060790000
2014-06-23,183236430000
2014-06-24,183763350000
2014-06-25,184246360000
2014-06-26,184553730000
2014-06-27,184918770000
2014-06-30,185663880000
2014-07-01,185357070000
2014-07-02,185357070000
2014-07-03,185094090000
2014-07-07,184699620000
2014-07-08,183823020000
2014-07-09,183866850000
2014-07-10,185225580000
2014-07-11,183954510000
2014-07-14,185751540000
2014-07-15,184524300000
2014-07-16,184611960000
2014-07-17,184173660000
2014-07-18,185970690000
2014-07-21,185839200000
2014-07-22,180535770000
2014-07-23,178870230000
2014-07-24,179571510000
2014-07-25,179703000000
2014-07-28,178300440000
2014-07-29,176854050000
2014-07-30,173654460000
2014-07-31,172208070000
2014-08-01,172208070000
2014-08-04,172690200000
2014-08-05,171725940000
2014-08-06,174969360000
2014-08-07,172471050000
2014-08-08,172909350000
2014-08-11,173435310000
2014-08-12,173917440000
2014-08-13,175057020000
2014-08-14,176108940000
2014-08-15,179177040000
2014-08-18,181237050000
2014-08-19,180842580000
2014-08-20,180798750000
2014-08-21,181500030000
2014-08-22,180228960000
2014-08-25,181500030000
2014-08-26,182332800000
2014-08-27,182332800000
2014-08-28,182464290000
2014-08-29,182858760000
2014-09-02,182508120000
2014-09-03,183121740000
2014-09-04,183516210000
2014-09-05,183384720000
2014-09-08,183121740000
2014-09-09,183823020000
2014-09-10,184831110000
2014-09-11,183866850000
2014-09-12,181719180000
2014-09-15,181894500000
2014-09-16,182508120000
2014-09-17,182376630000
2014-09-18,183165570000
2014-09-19,184305150000
2014-09-22,185050260000
2014-09-23,183603870000
2014-09-24,185269410000
2014-09-25,183121740000
2014-09-26,184625000000
2014-09-29,184843750000
2014-09-30,186637500000
2014-10-01,186987500000
2014-10-02,186637500000
2014-10-03,188125000000
2014-10-06,190750000000
2014-10-07,192150000000
2014-10-08,194906250000
2014-10-09,191931250000
2014-10-10,194556250000
2014-10-13,192806250000
2014-10-14,190925000000
2014-10-15,189131250000
2014-10-16,186200000000
2014-10-17,187600000000
2014-10-20,189393750000
2014-10-21,177975000000
2014-10-22,177712500000
2014-10-23,178762500000
2014-10-24,179506250000
2014-10-27,178325000000
2014-10-28,177450000000
2014-10-29,179200000000
2014-10-30,181125000000
2014-10-31,183225000000
2014-11-03,182918750000
2014-11-04,182962500000
2014-11-05,185106250000
2014-11-06,185018750000
2014-11-07,185150000000
2014-11-10,185456250000
2014-11-11,185981250000
2014-11-12,186856250000
2014-11-13,187206250000
2014-11-14,186943750000
2014-11-17,187775000000
2014-11-18,190443750000
2014-11-19,193462500000
2014-11-20,193593750000
2014-11-21,194687500000
2014-11-24,193681250000
2014-11-25,194381250000
2014-11-26,193768750000
2014-11-28,196131250000
2014-12-01,194906250000
2014-12-02,194862500000
2014-12-03,191625000000
2014-12-04,190312500000
2014-12-05,190443750000
2014-12-08,188737500000
2014-12-09,183925000000
2014-12-10,182000000000
2014-12-11,181693750000
2014-12-12,178981250000
2014-12-15,177493750000
2014-12-16,176706250000
2014-12-17,181781250000
2014-12-18,185456250000
2014-12-19,183531250000
2014-12-22,185281250000
2014-12-23,187993750000
2014-12-24,187862500000
2014-12-26,187950000000
2014-12-29,187512500000
2014-12-30,187075000000
2014-12-31,184290300000
2015-01-02,183941100000
2015-01-05,183941100000
2015-01-06,185337900000
2015-01-07,187651350000
2015-01-08,189921150000
2015-01-09,187825950000
2015-01-12,186123600000
2015-01-13,186079950000
2015-01-14,185774400000
2015-01-15,184988700000
2015-01-16,185643450000
2015-01-20,188393400000
2015-01-21,189266400000
2015-01-22,191099700000
2015-01-23,189048150000
2015-01-26,187695000000
2015-01-27,185032350000
2015-01-28,182980800000
2015-01-29,183766500000
2015-01-30,179707050000
2015-02-02,181540350000
2015-02-03,181714950000
2015-02-04,181933200000
2015-02-05,182413350000
2015-02-06,180929250000
2015-02-09,179968950000
2015-02-10,185076000000
2015-02-11,184945050000
2015-02-12,184072050000
2015-02-13,183286350000
2015-02-17,182500650000
2015-02-18,182151450000
2015-02-19,183810150000
2015-02-20,183199050000
2015-02-23,182675250000
2015-02-24,183897450000
2015-02-25,183548250000
2015-02-26,185337900000
2015-02-27,189004500000
2015-03-02,188568000000
2015-03-03,187476750000
2015-03-04,185512500000
2015-03-05,185076000000
2015-03-06,181234800000
2015-03-09,180667350000
2015-03-10,177611850000
2015-03-11,175036500000
2015-03-12,177088050000
2015-03-13,174207150000
2015-03-16,175865850000
2015-03-17,176826150000
2015-03-18,177219000000
2015-03-19,174687300000
2015-03-20,177437250000
2015-03-23,177306300000
2015-03-24,176651550000
2015-03-25,176564250000
2015-03-26,176127750000
2015-03-27,174949200000
2015-03-30,176826150000
2015-03-31,177000750000
2015-04-01,177568200000
2015-04-02,177568200000
2015-04-06,179295350000
2015-04-07,178598550000
2015-04-08,178075950000
2015-04-09,178772750000
2015-04-10,178032400000
2015-04-13,177248500000
2015-04-14,176421050000
2015-04-15,175942000000
2015-04-16,176813000000
2015-04-17,175506500000
2015-04-20,177074300000
2015-04-21,177596900000
2015-04-22,179905050000
2015-04-23,178337250000
2015-04-24,178075950000
2015-04-27,177814650000
2015-04-28,177553350000
2015-04-29,176333950000
2015-04-30,176638800000
2015-05-01,178163050000
2015-05-04,178380800000
2015-05-05,177466250000
2015-05-06,177074300000
2015-05-07,177248500000
2015-05-08,178467900000
2015-05-11,178293700000
2015-05-12,177204950000
2015-05-13,178772750000
2015-05-14,180732500000
2015-05-15,180819600000
2015-05-18,179948600000
2015-05-19,179905050000
2015-05-20,180079250000
2015-05-21,179556650000
2015-05-22,179469550000
2015-05-26,178511450000
2015-05-27,179077600000
2015-05-28,179164700000
2015-05-29,178380800000
2015-06-01,178293700000
2015-06-02,178511450000
2015-06-03,177988850000
2015-06-04,176769450000
2015-06-05,174635500000
2015-06-08,174896800000
2015-06-09,175071000000
2015-06-10,175637150000
2015-06-11,174635500000
2015-06-12,174025800000
2015-06-15,172414450000
2015-06-16,174548400000
2015-06-17,175375850000
2015-06-18,177030750000
2015-06-19,175942000000
2015-06-22,176290400000
2015-06-23,175854900000
2015-06-24,175027450000
2015-06-25,174287100000
2015-06-26,174200000000
2015-06-29,171587000000
2015-06-30,170846650000
2015-07-01,172022500000
2015-07-02,171978950000
2015-07-06,171437580000
2015-07-07,175047250000
2015-07-08,173351140000
2015-07-09,173612080000
2015-07-10,175656110000
2015-07-13,176830340000
2015-07-14,179048330000
2015-07-15,178874370000
2015-07-16,180396520000
2015-07-17,179396250000
2015-07-20,179961620000
2015-07-21,179135310000
2015-07-22,177874100000
2015-07-23,177613160000
2015-07-24,175873560000
2015-07-27,176308460000
2015-07-28,176351950000
2015-07-29,176525910000
2015-07-30,176395440000
2015-07-31,178656920000
2015-08-03,180657460000
2015-08-04,182005650000
2015-08-05,183179880000
2015-08-06,182310080000
2015-08-07,181657730000
2015-08-10,181266320000
2015-08-11,180396520000
2015-08-12,179439740000
2015-08-13,178743900000
2015-08-14,179396250000
2015-08-17,179831150000
2015-08-18,179613700000
2015-08-19,177352220000
2015-08-20,176351950000
2015-08-21,171915970000
2015-08-24,166914620000
2015-08-25,165218510000
2015-08-26,168436770000
2015-08-27,170785230000
2015-08-28,171568050000
2015-08-31,171002680000
2015-09-01,168523750000
2015-09-02,169176100000
2015-09-03,170306840000
2015-09-04,167523480000
2015-09-08,169176100000
2015-09-09,166566700000
2015-09-10,167088580000
2015-09-11,165827370000
2015-09-14,165696900000
2015-09-15,167436500000
2015-09-16,170263350000
2015-09-17,171263620000
2015-09-18,169524020000
2015-09-21,170437310000
2015-09-22,168697710000
2015-09-23,168567240000
2015-09-24,170263350000
2015-09-25,172307380000
2015-09-28,171915970000
2015-09-29,172481340000
2015-09-30,174481880000
2015-10-01,173090200000
2015-10-02,175131040000
2015-10-05,177819360000
2015-10-06,177602560000
2015-10-07,180030720000
2015-10-08,182025280000
2015-10-09,182198720000
2015-10-12,182112000000
2015-10-13,180594400000
2015-10-14,180724480000
2015-10-15,181765120000
2015-10-16,182198720000
2015-10-19,182068640000
2015-10-20,183369440000
2015-10-21,182935840000
2015-10-22,187488640000
2015-10-23,185537440000
2015-10-26,184670240000
2015-10-27,184756960000
2015-10-28,185277280000
2015-10-29,185537440000
2015-10-30,183629600000
2015-11-02,183152640000
2015-11-03,182805760000
2015-11-04,181981920000
2015-11-05,183542880000
2015-11-06,181938560000
2015-11-09,180117440000
2015-11-10,181114720000
2015-11-11,182285440000
2015-11-12,180290880000
2015-11-13,179423680000
2015-11-16,181938560000
2015-11-17,180681120000
2015-11-18,183326080000
2015-11-19,186924960000
2015-11-20,183976480000
2015-11-23,186274560000
2015-11-24,188008960000
2015-11-25,188008960000
2015-11-27,187098400000
2015-11-30,184800320000
2015-12-01,185971040000
2015-12-02,185450720000
2015-12-03,184106560000
2015-12-04,187705440000
2015-12-07,187315200000
2015-12-08,186491360000
2015-12-09,184973760000
2015-12-10,185407360000
2015-12-11,183282720000
2015-12-14,184063200000
2015-12-15,186751520000
2015-12-16,190090240000
2015-12-17,188572640000
2015-12-18,184280000000
2015-12-21,185494080000
2015-12-22,187705440000
2015-12-23,189353120000
2015-12-24,188789440000
2015-12-28,188572640000
2015-12-29,189526560000
2015-12-30,188919520000
2015-12-31,185930880000
2016-01-04,183507200000
2016-01-05,184156400000
2016-01-06,183160960000
2016-01-07,180131360000
2016-01-08,179655280000
2016-01-11,179958240000
2016-01-12,182295360000
2016-01-13,181126800000
2016-01-14,181256640000
2016-01-15,179612000000
2016-01-19,181429760000
2016-01-20,179092640000
2016-01-21,179135920000
2016-01-22,182035680000
2016-01-25,182468480000
2016-01-26,182122240000
2016-01-27,182165520000
2016-01-28,184242960000
2016-01-29,185757760000
2016-02-01,186104000000
2016-02-02,183680320000
2016-02-03,184892160000
2016-02-04,184069840000
2016-02-05,183680320000
2016-02-08,184589200000
2016-02-09,187402400000
2016-02-10,184156400000
2016-02-11,183550480000
2016-02-12,186580080000
2016-02-16,187662080000
2016-02-17,188224720000
2016-02-18,188744080000
2016-02-19,189436560000
2016-02-22,190172320000
2016-02-23,189090320000
2016-02-24,190042480000
2016-02-25,191124480000
2016-02-26,186709920000
2016-02-29,186666640000
2016-03-01,189090320000
2016-03-02,189436560000
2016-03-03,190258880000
2016-03-04,190908080000
2016-03-07,190475280000
2016-03-08,191816960000
2016-03-09,193937680000
2016-03-10,195755440000
2016-03-11,195625600000
2016-03-14,196015120000
2016-03-15,195798720000
2016-03-16,194976400000
2016-03-17,198092560000
2016-03-18,197356800000
2016-03-21,197659760000
2016-03-22,196924000000
2016-03-23,196750880000
2016-03-24,197270240000
2016-03-28,198222400000
2016-03-29,201165440000
2016-03-30,201598240000
2016-03-31,200775920000
2016-04-01,202446090000
2016-04-04,202705470000
2016-04-05,201149190000
2016-04-06,201927330000
2016-04-07,200414280000
2016-04-08,202619010000
2016-04-11,200760120000
2016-04-12,201667950000
2016-04-13,199030920000
2016-04-14,198123090000
2016-04-15,199290300000
2016-04-18,199809060000
2016-04-19,201451800000
2016-04-20,191811510000
2016-04-21,188742180000
2016-04-22,192546420000
2016-04-25,193281330000
2016-04-26,192503190000
2016-04-27,193151640000
2016-04-28,192935490000
2016-04-29,193670400000
2016-05-02,194448540000
2016-05-03,193843320000
2016-05-04,194448540000
2016-05-05,194794380000
2016-05-06,195918360000
2016-05-09,195572520000
2016-05-10,197777250000
2016-05-11,196523580000
2016-05-12,198123090000
2016-05-13,196048050000
2016-05-16,197215260000
2016-05-17,193454250000
2016-05-18,192287040000
2016-05-19,191595360000
2016-05-20,189995850000
2016-05-23,190082310000
2016-05-24,191811510000
2016-05-25,191854740000
2016-05-26,193194870000
2016-05-27,193583940000
2016-05-31,192805800000
2016-06-01,193238100000
2016-06-02,193324560000
2016-06-03,194707920000
2016-06-06,196134510000
2016-06-07,195918360000
2016-06-08,196912650000
2016-06-09,197820480000
2016-06-10,198814770000
2016-06-13,195053760000
2016-06-14,194707920000
2016-06-15,194578230000
2016-06-16,195875130000
2016-06-17,193627170000
2016-06-20,194448540000
2016-06-21,195096990000
2016-06-22,193929780000
2016-06-23,194880840000
2016-06-24,189909390000
2016-06-27,189260940000
2016-06-28,190990140000
2016-06-29,192114120000
2016-06-30,195961590000
2016-07-01,194692800000
2016-07-05,196030450000
2016-07-06,195340050000
2016-07-07,194563350000
2016-07-08,195814700000
2016-07-11,196634550000
2016-07-12,196677700000
2016-07-13,197368100000
2016-07-14,197152350000
2016-07-15,196893450000
2016-07-18,196893450000
2016-07-19,196893450000
2016-07-20,196375650000
2016-07-21,196116750000
2016-07-22,197756450000
2016-07-25,196634550000
2016-07-26,193657200000
2016-07-27,187271000000
2016-07-28,188349750000
2016-07-29,188263450000
2016-08-01,187486750000
2016-08-02,187831950000
2016-08-03,188306600000
2016-08-04,187745650000
2016-08-05,187616200000
2016-08-08,187443600000
2016-08-09,187573050000
2016-08-10,188177150000
2016-08-11,188781250000
2016-08-12,189989450000
2016-08-15,190895600000
2016-08-16,189126450000
2016-08-17,190118900000
2016-08-18,190291500000
2016-08-19,189514800000
2016-08-22,188738100000
2016-08-23,189212750000
2016-08-24,189212750000
2016-08-25,188436050000
2016-08-26,186925800000
2016-08-29,187875100000
2016-08-30,186580600000
2016-08-31,187400450000
2016-09-01,187055250000
2016-09-02,188392900000
2016-09-06,188953850000
2016-09-07,188306600000
2016-09-08,188263450000
2016-09-09,182395050000
2016-09-12,186364850000
2016-09-13,182438200000
2016-09-14,181704650000
2016-09-15,182783400000
2016-09-16,181834100000
2016-09-19,181661500000
2016-09-20,182697100000
2016-09-21,183516950000
2016-09-22,185372400000
2016-09-23,184423100000
2016-09-26,181445750000
2016-09-27,183775850000
2016-09-28,181877250000
2016-09-29,181359450000
2016-09-30,182102960000
2016-10-03,180855090000
2016-10-04,180037520000
2016-10-05,179908430000
2016-10-06,179478130000
2016-10-07,179564190000
2016-10-10,179564190000
2016-10-11,178746620000
2016-10-12,179779340000
2016-10-13,179693280000
2016-10-14,179306010000
2016-10-17,179004800000
2016-10-18,180596910000
2016-10-19,180941150000
2016-10-20,180424790000
2016-10-21,181285390000
2016-10-24,183135680000
2016-10-25,183049620000
2016-10-26,182619320000
2016-10-27,181242360000
2016-10-28,181715690000
2016-10-31,182447200000
2016-11-01,181242360000
2016-11-02,180941150000
2016-11-03,180855090000
2016-11-04,179392070000
2016-11-07,182705380000
2016-11-08,184512640000
2016-11-09,181887810000
2016-11-10,176164820000
2016-11-11,176552090000
2016-11-14,177154510000
2016-11-15,178316320000
2016-11-16,177541780000
2016-11-17,176939360000
2016-11-18,176035730000
2016-11-21,177972080000
2016-11-22,178015110000
2016-11-23,176939360000
2016-11-25,178703590000
2016-11-28,179650250000
2016-11-29,177068450000
2016-11-30,173626050000
2016-12-01,172851510000
2016-12-02,173669080000
2016-12-05,174787860000
2016-12-06,174572710000
2016-12-07,177670870000
2016-12-08,176336940000
2016-12-09,180726000000
2016-12-12,180295700000
2016-12-13,179693280000
2016-12-14,177326630000
2016-12-15,178789650000
2016-12-16,179607220000
2016-12-19,179306010000
2016-12-20,179262980000
2016-12-21,178875710000
2016-12-22,178789650000
2016-12-23,179004800000
2016-12-27,179047830000
2016-12-28,178101170000
2016-12-29,179004800000
2016-12-30,178402380000
2017-01-03,179196600000
2017-01-04,178553550000
2017-01-05,178982250000
2017-01-06,178939380000
2017-01-09,177138840000
2017-01-10,175938480000
2017-01-11,175981350000
2017-01-12,175552650000
2017-01-13,175252560000
2017-01-17,176710140000
2017-01-18,177010230000
2017-01-19,176367180000
2017-01-20,177138840000
2017-01-23,177610410000
2017-01-24,179625300000
2017-01-25,180568440000
2017-01-26,179239470000
2017-01-27,177696150000
2017-01-30,177396060000
2017-01-31,178210590000
2017-02-01,176881620000
2017-02-02,177481800000
2017-02-03,178081980000
2017-02-06,178167720000
2017-02-07,179625300000
2017-02-08,180139740000
2017-02-09,176838750000
2017-02-10,173966460000
2017-02-13,174137940000
2017-02-14,173752110000
2017-02-15,173366280000
2017-02-16,176624400000
2017-02-17,176753010000
2017-02-21,177739020000
2017-02-22,178339200000
2017-02-23,178596420000
2017-02-24,179110860000
2017-02-27,178639290000
2017-02-28,179882520000
2017-03-01,180739920000
2017-03-02,182068890000
2017-03-03,182111760000
2017-03-06,180825660000
2017-03-07,180011130000
2017-03-08,180011130000
2017-03-09,180182610000
2017-03-10,181297230000
2017-03-13,180182610000
2017-03-14,179925390000
2017-03-15,180568440000
2017-03-16,181125750000
2017-03-17,180182610000
2017-03-20,180825660000
2017-03-21,182197500000
2017-03-22,181683060000
2017-03-23,180782790000
2017-03-24,180568440000
2017-03-27,181425840000
2017-03-28,181897410000
2017-03-29,181854540000
2017-03-30,182626200000
2017-03-31,181346120000
2017-04-03,181217930000
2017-04-04,182371640000
2017-04-05,181901610000
2017-04-06,182328910000
2017-04-07,182072530000
2017-04-10,182414370000
2017-04-11,182286180000
2017-04-12,183482620000
2017-04-13,182841670000
2017-04-17,184038110000
2017-04-18,185790040000
2017-04-19,184721790000
2017-04-20,184123570000
2017-04-21,184038110000
2017-04-24,184935440000
2017-04-25,184209030000
2017-04-26,184764520000
2017-04-27,183781730000
2017-04-28,184379950000
2017-05-01,184679060000
2017-05-02,185405470000
2017-05-03,185106360000
2017-05-04,186559180000
2017-05-05,186687370000
2017-05-08,187541970000
2017-05-09,185918230000
2017-05-10,186174610000
2017-05-11,186601910000
2017-05-12,186260070000
2017-05-15,186858290000
2017-05-16,187371050000
2017-05-17,187712890000
2017-05-18,187157400000
2017-05-19,187584700000
2017-05-22,188781140000
2017-05-23,189678470000
2017-05-24,192413190000
2017-05-25,194036930000
2017-05-26,193951470000
2017-05-30,194122390000
2017-05-31,194293310000
2017-06-01,195660670000
2017-06-02,196087970000
2017-06-05,196515270000
2017-06-06,196472540000
2017-06-07,194464230000
2017-06-08,192840490000
2017-06-09,193652360000
2017-06-12,193695090000
2017-06-13,192413190000
2017-06-14,193566900000
2017-06-15,193353250000
2017-06-16,193609630000
2017-06-19,193908740000
2017-06-20,194891530000
2017-06-21,193225060000
2017-06-22,192584110000
2017-06-23,193353250000
2017-06-26,194122390000
2017-06-27,192498650000
2017-06-28,193652360000
2017-06-29,191558590000
2017-06-30,191330100000
2017-07-03,190946160000
2017-07-05,191202120000
2017-07-06,189410400000
2017-07-07,189367740000
2017-07-10,189325080000
2017-07-11,189111780000
2017-07-12,189879660000
2017-07-13,189538380000
2017-07-14,190604880000
2017-07-17,190818180000
2017-07-18,190562220000
2017-07-19,191244780000
2017-07-20,191202120000
2017-07-21,192097980000
2017-07-24,191287440000
2017-07-25,192993840000
2017-07-26,195126840000
2017-07-27,196747920000
2017-07-28,196278660000
2017-07-31,195553440000
2017-08-01,194956200000
2017-08-02,194486940000
2017-08-03,194828220000
2017-08-04,194103000000
2017-08-07,194700240000
2017-08-08,194529600000
2017-08-09,194486940000
2017-08-10,195126840000
2017-08-11,194486940000
2017-08-14,195382800000
2017-08-15,197046540000
2017-08-16,197089200000
2017-08-17,195638760000
2017-08-18,194828220000
2017-08-21,194870880000
2017-08-22,194529600000
2017-08-23,194273640000
2017-08-24,193719060000
2017-08-25,194401620000
2017-08-28,193761720000
2017-08-29,193889700000
2017-08-30,193633740000
2017-08-31,194316300000
2017-09-01,195297480000
2017-09-05,195894720000
2017-09-06,196065360000
2017-09-07,197430480000
2017-09-08,197515800000
2017-09-11,198454320000
2017-09-12,199307520000
2017-09-13,199947420000
2017-09-14,196705260000
2017-09-15,197003880000
2017-09-18,196705260000
2017-09-19,196150680000
2017-09-20,195297480000
2017-09-21,193676400000
2017-09-22,194060340000
2017-09-25,194913540000
2017-09-26,194401620000
2017-09-27,190434240000
2017-09-28,191586060000
2017-09-29,191787610000
2017-10-02,190892800000
2017-10-03,192554590000
2017-10-04,193875500000
2017-10-05,193960720000
2017-10-06,193832890000
2017-10-09,193492010000
2017-10-10,195452070000
2017-10-11,196432100000
2017-10-12,196474710000
2017-10-13,196772980000
2017-10-16,198647820000
2017-10-17,198221720000
2017-10-18,197710400000
2017-10-19,198519990000
2017-10-20,197625180000
2017-10-23,197369520000
2017-10-24,196772980000
2017-10-25,196219050000
2017-10-26,196986030000
2017-10-27,196304270000
2017-10-30,195409460000
2017-10-31,195920780000
2017-11-01,195153800000
2017-11-02,195494680000
2017-11-03,195878170000
2017-11-06,193747670000
2017-11-07,195750340000
2017-11-08,196772980000
2017-11-09,196986030000
2017-11-10,198306940000
2017-11-13,199073920000
2017-11-14,202099230000
2017-11-15,199457410000
2017-11-16,198349550000
2017-11-17,194770310000
2017-11-20,193705060000
2017-11-21,195068580000
2017-11-22,195324240000
2017-11-24,195494680000
2017-11-27,195579900000
2017-11-28,195281630000
2017-11-29,193875500000
2017-11-30,195025970000
2017-12-01,195878170000
2017-12-04,196986030000
2017-12-05,197113860000
2017-12-06,197923450000
2017-12-07,195068580000
2017-12-08,193065910000
2017-12-11,193151130000
2017-12-12,192980690000
2017-12-13,195579900000
2017-12-14,196133830000
2017-12-15,196815590000
2017-12-18,195707730000
2017-12-19,196559930000
2017-12-20,196346880000
2017-12-21,194301600000
2017-12-22,194258990000
2017-12-26,195196410000
2017-12-27,195707730000
2017-12-28,194812920000
2017-12-29,195494680000
2018-01-02,194228100000
2018-01-03,193801600000
2018-01-04,196531200000
2018-01-05,196488550000
2018-01-08,196190000000
2018-01-09,197170950000
2018-01-10,196488550000
2018-01-11,196360600000
2018-01-12,196829750000
2018-01-16,198450450000
2018-01-17,199687300000
2018-01-18,199943200000
2018-01-19,201137400000
2018-01-22,202075700000
2018-01-23,202374250000
2018-01-24,203994950000
2018-01-25,204037600000
2018-01-26,206980450000
2018-01-29,203440500000
2018-01-30,202203650000
2018-01-31,202971350000
2018-02-01,202374250000
2018-02-02,199303450000
2018-02-05,191455850000
2018-02-06,190517550000
2018-02-07,190048400000
2018-02-08,183821500000
2018-02-09,183949450000
2018-02-12,187532050000
2018-02-13,188470350000
2018-02-14,188086500000
2018-02-15,190986700000
2018-02-16,191839700000
2018-02-20,187617350000
2018-02-21,184845100000
2018-02-22,185612800000
2018-02-23,187830600000
2018-02-26,187787950000
2018-02-27,186039300000
2018-02-28,184333300000
2018-03-01,185228950000
2018-03-02,186465800000
2018-03-05,187190850000
2018-03-06,187361450000
2018-03-07,186892300000
2018-03-08,189579250000
2018-03-09,191157300000
2018-03-12,189920450000
2018-03-13,190091050000
2018-03-14,186721700000
2018-03-15,186252550000
2018-03-16,185356900000
2018-03-19,184503900000
2018-03-20,184077400000
2018-03-21,183395000000
2018-03-22,182371400000
2018-03-23,180537450000
2018-03-26,182072850000
2018-03-27,182925850000
2018-03-28,184759800000
2018-03-29,185228950000
2018-04-02,181560850000
2018-04-03,184581900000
2018-04-04,188241200000
2018-04-05,188922000000
2018-04-06,186879600000
2018-04-09,186496650000
2018-04-10,187177450000
2018-04-11,187177450000
2018-04-12,187347650000
2018-04-13,189390050000
2018-04-16,190113400000
2018-04-17,190964400000
2018-04-18,189390050000
2018-04-19,188539050000
2018-04-20,186113700000
2018-04-23,187134900000
2018-04-24,183262850000
2018-04-25,180539650000
2018-04-26,181901250000
2018-04-27,184284050000
2018-04-30,183858550000
2018-05-01,181220450000
2018-05-02,178965300000
2018-05-03,178241950000
2018-05-04,180241800000
2018-05-07,179305700000
2018-05-08,177901550000
2018-05-09,177773900000
2018-05-10,179475900000
2018-05-11,179305700000
2018-05-14,178880200000
2018-05-15,177518600000
2018-05-16,176795250000
2018-05-17,179986500000
2018-05-18,179475900000
2018-05-21,180454550000
2018-05-22,179773750000
2018-05-23,180412000000
2018-05-24,180071600000
2018-05-25,180412000000
2018-05-29,181603400000
2018-05-30,183518150000
2018-05-31,182965000000
2018-06-01,183475600000
2018-06-04,185049950000
2018-06-05,183433050000
2018-06-06,184922300000
2018-06-07,184837200000
2018-06-08,187007250000
2018-06-11,187773150000
2018-06-12,188964550000
2018-06-13,187985900000
2018-06-14,185432900000
2018-06-15,187730600000
2018-06-18,185305250000
2018-06-19,185518000000
2018-06-20,184071300000
2018-06-21,183347950000
2018-06-22,184028750000
2018-06-25,185432900000
2018-06-26,184369150000
2018-06-27,183262850000
2018-06-28,184964850000
2018-06-29,186624300000
2018-07-02,186156250000
2018-07-03,187177450000
2018-07-05,190028300000
2018-07-06,189943200000
2018-07-09,188922000000
2018-07-10,191347350000
2018-07-11,190581450000
2018-07-12,190070850000
2018-07-13,190368700000
2018-07-16,190326150000
2018-07-17,192538750000
