,REGN
2009-09-14,1708333761
2009-09-15,1698749841
2009-09-16,1710729741
2009-09-17,1717119021
2009-09-18,1699548501
2009-09-21,1725904281
2009-09-22,1689964581
2009-09-23,1673192720
2009-09-24,1653226220
2009-09-25,1621279820
2009-09-28,1624474460
2009-09-29,1568568259
2009-09-30,1546682719
2009-10-01,1502606268
2009-10-02,1492188198
2009-10-05,1474557618
2009-10-06,1521038238
2009-10-07,1505010438
2009-10-08,1472954838
2009-10-09,1475359008
2009-10-12,1513024338
2009-10-13,1513825728
2009-10-14,1529052139
2009-10-15,1531456309
2009-10-16,1508215998
2009-10-19,1499400708
2009-10-20,1456927038
2009-10-21,1444104798
2009-10-22,1453721478
2009-10-23,1409645027
2009-10-26,1401631127
2009-10-27,1378390817
2009-10-28,1325499076
2009-10-29,1301457376
2009-10-30,1258182315
2009-11-02,1233339225
2009-11-03,1279018455
2009-11-04,1206091965
2009-11-05,1240551735
2009-11-06,1258983705
2009-11-09,1256579535
2009-11-10,1266196215
2009-11-11,1518634068
2009-11-12,1521839628
2009-11-13,1488181248
2009-11-16,1580341099
2009-11-17,1597170289
2009-11-18,1553093839
2009-11-19,1496195148
2009-11-20,1479365958
2009-11-23,1488982638
2009-11-24,1495393758
2009-11-25,1469749278
2009-11-27,1449714528
2009-11-30,1470550668
2009-12-01,1517832678
2009-12-02,1545881329
2009-12-03,1522641019
2009-12-04,1548285499
2009-12-07,1541072989
2009-12-08,1517031288
2009-12-09,1521839628
2009-12-10,1502606268
2009-12-11,1519435458
2009-12-14,1566717469
2009-12-15,1620410600
2009-12-16,1665288440
2009-12-17,1654870370
2009-12-18,1715776011
2009-12-21,1759051071
2009-12-22,1804730302
2009-12-23,1840792852
2009-12-24,1859224823
2009-12-28,1955391624
2009-12-29,1957795794
2009-12-30,1982638884
2009-12-31,1962666444
2010-01-04,1999192494
2010-01-05,2037341925
2010-01-06,2006497704
2010-01-07,1994322354
2010-01-08,1978088554
2010-01-11,2016237984
2010-01-12,1989452214
2010-01-13,2000815874
2010-01-14,1998380804
2010-01-15,1938315743
2010-01-19,2108770645
2010-01-20,2075491355
2010-01-21,2121757686
2010-01-22,2107958955
2010-01-25,2122569376
2010-01-26,2133121346
2010-01-27,2193998097
2010-01-28,2142049936
2010-01-29,2163965566
2010-02-01,2151790216
2010-02-02,2272732028
2010-02-03,2325491878
2010-02-04,2080361495
2010-02-05,2088478395
2010-02-08,2091725155
2010-02-09,2131497966
2010-02-10,2156660356
2010-02-11,2253251467
2010-02-12,2375816659
2010-02-16,2332797088
2010-02-17,2472407770
2010-02-18,2163965566
2010-02-19,2133933036
2010-02-22,2072244595
2010-02-23,2000410029
2010-02-24,2017049674
2010-02-25,1975653484
2010-02-26,1985393764
2010-03-01,2059257555
2010-03-02,2046270515
2010-03-03,2027601644
2010-03-04,2013802914
2010-03-05,2070621215
2010-03-08,2067374455
2010-03-09,2081984875
2010-03-10,2092536845
2010-03-11,2069809525
2010-03-12,2004062634
2010-03-15,2011367844
2010-03-16,2009744464
2010-03-17,1995134044
2010-03-18,2004062634
2010-03-19,1929387153
2010-03-22,1977276864
2010-03-23,2087666705
2010-03-24,2061692625
2010-03-25,2155848666
2010-03-26,2129062896
2010-03-29,2175329226
2010-03-30,2186692886
2010-03-31,2158723106
2010-04-01,2166057386
2010-04-05,2192134826
2010-04-06,2170946906
2010-04-07,2144054546
2010-04-08,2121236786
2010-04-09,2100863785
2010-04-12,2082935545
2010-04-13,2069081905
2010-04-14,2150573906
2010-04-15,2135905346
2010-04-16,2151388826
2010-04-19,2080490785
2010-04-20,2049523825
2010-04-21,1990849584
2010-04-22,2001443544
2010-04-23,2018556864
2010-04-26,2024261304
2010-04-27,1990849584
2010-04-28,2006333064
2010-04-29,2200284027
2010-04-30,2080490785
2010-05-03,2239400187
2010-05-04,2268737307
2010-05-05,2188875146
2010-05-06,2071526665
2010-05-07,1921581383
2010-05-10,2008777824
2010-05-11,2079675865
2010-05-12,2260588107
2010-05-13,2315187748
2010-05-14,2230436067
2010-05-17,2323336948
2010-05-18,2283405868
2010-05-19,2282590948
2010-05-20,2216582427
2010-05-21,2211692907
2010-05-24,2232065907
2010-05-25,2180725946
2010-05-26,2232065907
2010-05-27,2273626827
2010-05-28,2328226468
2010-06-01,2254068747
2010-06-02,2467577790
2010-06-03,2459428590
2010-06-04,2297259508
2010-06-07,2202728787
2010-06-08,2159538026
2010-06-09,2040559705
2010-06-10,2130200906
2010-06-11,2153018666
2010-06-14,2168502146
2010-06-15,2236140507
2010-06-16,2206803387
2010-06-17,2163612626
2010-06-18,2127756146
2010-06-21,2091899665
2010-06-22,2046264145
2010-06-23,2069896825
2010-06-24,1994109264
2010-06-25,1998998784
2010-06-28,1977810864
2010-06-29,1872686182
2010-06-30,1822160182
2010-07-01,1697254040
2010-07-02,1764197201
2010-07-06,1743787701
2010-07-07,1769911861
2010-07-08,1820527422
2010-07-09,1895634383
2010-07-12,1831140362
2010-07-13,1885021443
2010-07-14,1882572303
2010-07-15,1904614563
2010-07-16,1835222262
2010-07-19,1825425702
2010-07-20,1844202442
2010-07-21,1822976562
2010-07-22,1866244702
2010-07-23,1960128404
2010-07-26,2057277625
2010-07-27,2009111204
2010-07-28,1974006864
2010-07-29,1943800803
2010-07-30,1974823244
2010-08-02,2040950025
2010-08-03,2040950025
2010-08-04,2080136265
2010-08-05,2049113825
2010-08-06,2028704324
2010-08-09,2017275004
2010-08-10,2000947404
2010-08-11,1936453383
2010-08-12,1944617183
2010-08-13,1923391303
2010-08-16,1931555103
2010-08-17,2002580164
2010-08-18,1956862883
2010-08-19,1875224882
2010-08-20,1871959362
2010-08-23,1829507602
2010-08-24,1805832582
2010-08-25,1834405882
2010-08-26,1782973941
2010-08-27,1859713662
2010-08-30,1788688601
2010-08-31,1794403261
2010-09-01,1835222262
2010-09-02,1969108584
2010-09-03,2006662064
2010-09-07,1991150844
2010-09-08,1993599984
2010-09-09,2008294824
2010-09-10,2053195725
2010-09-13,2092790155
2010-09-14,2094831105
2010-09-15,2096463865
2010-09-16,2122588026
2010-09-17,2163407026
2010-09-20,2138915626
2010-09-21,2138099246
2010-09-22,2104627665
2010-09-23,2106260425
2010-09-24,2183000146
2010-09-27,2145446666
2010-09-28,2176469106
2010-09-29,2167488926
2010-09-30,2394897027
2010-10-01,2333713526
2010-10-04,2470939378
2010-10-05,2486672278
2010-10-06,2550477929
2010-10-07,2445591927
2010-10-08,2463072928
2010-10-11,2442095727
2010-10-12,2443843827
2010-10-13,2459576728
2010-10-14,2469191278
2010-10-15,2450836228
2010-10-18,2469191278
2010-10-19,2394897027
2010-10-20,2360809077
2010-10-21,2373045777
2010-10-22,2392274877
2010-10-25,2419370427
2010-10-26,2351194526
2010-10-27,2361683127
2010-10-28,2356438826
2010-10-29,2282144576
2010-11-01,2272530026
2010-11-02,2325847076
2010-11-03,2317980626
2010-11-04,2346824276
2010-11-05,2318854676
2010-11-08,2281270526
2010-11-09,2258545225
2010-11-10,2245434475
2010-11-11,2255049025
2010-11-12,2210472475
2010-11-15,2140548474
2010-11-16,2157155424
2010-11-17,2142296574
2010-11-18,2182502874
2010-11-19,2156281374
2010-11-22,2581069679
2010-11-23,2621275979
2010-11-24,2567084879
2010-11-26,2519886178
2010-11-29,2506775428
2010-11-30,2519012128
2010-12-01,2577573479
2010-12-02,2576699429
2010-12-03,2620401929
2010-12-06,2634386730
2010-12-07,2650119630
2010-12-08,2630016480
2010-12-09,2630890530
2010-12-10,2639631030
2010-12-13,2679837330
2010-12-14,2675467080
2010-12-15,2772486631
2010-12-16,2799582182
2010-12-17,2889609333
2010-12-20,2889609333
2010-12-21,2941178283
2010-12-22,2925445383
2010-12-23,2928067533
2010-12-27,2944674483
2010-12-28,2928067533
2010-12-29,2912334633
2010-12-30,2917578933
2010-12-31,2927188492
2011-01-03,3015458873
2011-01-04,2965082343
2011-01-05,2968203013
2011-01-06,3059148254
2011-01-07,3040424234
2011-01-10,2955720333
2011-01-11,2955720333
2011-01-12,2907572852
2011-01-13,2926296872
2011-01-14,3076089034
2011-01-18,3159009695
2011-01-19,2969094633
2011-01-20,3015458873
2011-01-21,2967088488
2011-01-24,2975335973
2011-01-25,3002084573
2011-01-26,3073414174
2011-01-27,3109078974
2011-01-28,2982468933
2011-01-31,3002976193
2011-02-01,3004759433
2011-02-02,3082330374
2011-02-03,3094813054
2011-02-04,3073414174
2011-02-07,3067172834
2011-02-08,3116211934
2011-02-09,3071630934
2011-02-10,3253521416
2011-02-11,3148310255
2011-02-14,3362299057
2011-02-15,3308801857
2011-02-16,3361407437
2011-02-17,3358732577
2011-02-18,3341791797
2011-02-22,3264220856
2011-02-23,3101054394
2011-02-24,3205373935
2011-02-25,3298994037
2011-02-28,3233905776
2011-03-01,3226772816
2011-03-02,3238363876
2011-03-03,3342683417
2011-03-04,3388156038
2011-03-07,3392614138
2011-03-08,3458594018
2011-03-09,3552214119
2011-03-10,3504066639
2011-03-11,3448786198
2011-03-14,3473751558
2011-03-15,3434520278
2011-03-16,3433628658
2011-03-17,3462160498
2011-03-18,3460377258
2011-03-21,3559347079
2011-03-22,3562021939
2011-03-23,3521007419
2011-03-24,3664558241
2011-03-25,3685957121
2011-03-28,3721621921
2011-03-29,3875872183
2011-03-30,3983758204
2011-03-31,4064193884
2011-04-01,4093133405
2011-04-04,4108507525
2011-04-05,4173621446
2011-04-06,4066906964
2011-04-07,3943009643
2011-04-08,3861617242
2011-04-11,3971044803
2011-04-12,3875182642
2011-04-13,4046106684
2011-04-14,4055150284
2011-04-15,4145586285
2011-04-18,4399711448
2011-04-19,4322840847
2011-04-20,4493764889
2011-04-21,4499191049
2011-04-25,4509139009
2011-04-26,4715333092
2011-04-27,6063733867
2011-04-28,5843070024
2011-04-29,4615853491
2011-05-02,4857317613
2011-05-03,4622184011
2011-05-04,4340928048
2011-05-05,4255013847
2011-05-06,4544409050
2011-05-09,4706289492
2011-05-10,4737037732
2011-05-11,4713524372
2011-05-12,4764168532
2011-05-13,4795821133
2011-05-16,4811195253
2011-05-17,4840134773
2011-05-18,5031859095
2011-05-19,4959510294
2011-05-20,5146712816
2011-05-23,5010154455
2011-05-24,5157565137
2011-05-25,5272418858
2011-05-26,5304071458
2011-05-27,5269705778
2011-05-31,5427968780
2011-06-01,5240766257
2011-06-02,5341150219
2011-06-03,5248905498
2011-06-06,5096068656
2011-06-07,5273323218
2011-06-08,5133147416
2011-06-09,5043615775
2011-06-10,4935996934
2011-06-13,4877213533
2011-06-14,4976693135
2011-06-15,5229009577
2011-06-16,5129529976
2011-06-17,4885352774
2011-06-20,4812099613
2011-06-21,4793108053
2011-06-22,4776829572
2011-06-23,4815717053
2011-06-24,4783160092
2011-06-27,4798534213
2011-06-28,4983023655
2011-06-29,5030954735
2011-06-30,5163218716
2011-07-01,5257906557
2011-07-05,5439998559
2011-07-06,5424520739
2011-07-07,5527402720
2011-07-08,5429983499
2011-07-11,5240607817
2011-07-12,5203278957
2011-07-13,5152293196
2011-07-14,5111322496
2011-07-15,5061247195
2011-07-18,5080366855
2011-07-19,5386281419
2011-07-20,5317996918
2011-07-21,5227861377
2011-07-22,5232413677
2011-07-25,5066709955
2011-07-26,4872781973
2011-07-27,4793571952
2011-07-28,4791751032
2011-07-29,4830900813
2011-08-01,4794482412
2011-08-02,4761705852
2011-08-03,4730750211
2011-08-04,4345170397
2011-08-05,4261863306
2011-08-08,4093428204
2011-08-09,4392059088
2011-08-10,4288266647
2011-08-11,4563225570
2011-08-12,4932872334
2011-08-15,5296145878
2011-08-16,5227861377
2011-08-17,5091292375
2011-08-18,4843647253
2011-08-19,4950171074
2011-08-22,4862766913
2011-08-23,5235145057
2011-08-24,5171412856
2011-08-25,5124979396
2011-08-26,5081277315
2011-08-29,5337116578
2011-08-30,5413595219
2011-08-31,5374445439
2011-09-01,5413595219
2011-09-02,5897959944
2011-09-06,6241203368
2011-09-07,6488848491
2011-09-08,6572610812
2011-09-09,5974529631
2011-09-12,5968065365
2011-09-13,5976259505
2011-09-14,5782331523
2011-09-15,5647583442
2011-09-16,5480969260
2011-09-19,5910706384
2011-09-20,5858810164
2011-09-21,6398712950
2011-09-22,6048185846
2011-09-23,6026334806
2011-09-26,5850616024
2011-09-27,5744092203
2011-09-28,5562000201
2011-09-29,5457297299
2011-09-30,5342469058
2011-10-03,5088196905
2011-10-04,5282802307
2011-10-05,5432428159
2011-10-06,5941890414
2011-10-07,5784920963
2011-10-10,6058470066
2011-10-11,5907008314
2011-10-12,5783085063
2011-10-13,5975854565
2011-10-14,5870290313
2011-10-17,5932710914
2011-10-18,5552679610
2011-10-19,5516879560
2011-10-20,5582971960
2011-10-21,5706895212
2011-10-24,5574710410
2011-10-25,5240576607
2011-10-26,5293817707
2011-10-27,5179991906
2011-10-28,5109309755
2011-10-31,5076263555
2011-11-01,5045053254
2011-11-02,5113899505
2011-11-03,5037709654
2011-11-04,5179073956
2011-11-07,5011089104
2011-11-08,5033119904
2011-11-09,4962437754
2011-11-10,4907360753
2011-11-11,4858709402
2011-11-14,4956012103
2011-11-15,4859627352
2011-11-16,4657678350
2011-11-17,4693478401
2011-11-18,4572308999
2011-11-21,5048725055
2011-11-22,5207530406
2011-11-23,5056986605
2011-11-25,4936735153
2011-11-28,5265361257
2011-11-29,5121243105
2011-11-30,5454458959
2011-12-01,5526977010
2011-12-02,5349812658
2011-12-05,5054232755
2011-12-06,4997319854
2011-12-07,4882576103
2011-12-08,4717345101
2011-12-09,4900017153
2011-12-12,4868806853
2011-12-13,4739375901
2011-12-14,4752227201
2011-12-15,4768750301
2011-12-16,4865135053
2011-12-19,4883494053
2011-12-20,5051478905
2011-12-21,4995483954
2011-12-22,4953258253
2011-12-23,5101048205
2011-12-27,5121243105
2011-12-28,5080853305
2011-12-29,5168058556
2011-12-30,5088196905
2012-01-03,5273157836
2012-01-04,5403982237
2012-01-05,5694599300
2012-01-06,6147812405
2012-01-09,6118844145
2012-01-10,6956120314
2012-01-11,7228982637
2012-01-12,7313084038
2012-01-13,7374758398
2012-01-17,7287853617
2012-01-18,7374758398
2012-01-19,7453253039
2012-01-20,7319625258
2012-01-23,7340183378
2012-01-24,7420546939
2012-01-25,7746673482
2012-01-26,7648555181
2012-01-27,7993370925
2012-01-30,8305480568
2012-01-31,8490503650
2012-02-01,8637213872
2012-02-02,8878304555
2012-02-03,9051179656
2012-02-06,9451128541
2012-02-07,9376371740
2012-02-08,9596437072
2012-02-09,9681005703
2012-02-10,9538967782
2012-02-13,10713584014
2012-02-14,10288404710
2012-02-15,10151973548
2012-02-16,9889390285
2012-02-17,9651102983
2012-02-21,9275450059
2012-02-22,9306287239
2012-02-23,9654840823
2012-02-24,9645496223
2012-02-27,9899669345
2012-02-28,9827715925
2012-02-29,9792206444
2012-03-01,10051051867
2012-03-02,10166924908
2012-03-05,10158514768
2012-03-06,9738007764
2012-03-07,9803419964
2012-03-08,9923965306
2012-03-09,10018345767
2012-03-12,10293077010
2012-03-13,10472493332
2012-03-14,10347275690
2012-03-15,10816374615
2012-03-16,10777127295
2012-03-19,10778996215
2012-03-20,10882721276
2012-03-21,10973363897
2012-03-22,11026628118
2012-03-23,11136894399
2012-03-26,11209782279
2012-03-27,10857490856
2012-03-28,10851884096
2012-03-29,10712649554
2012-03-30,10897672636
2012-04-02,11369597920
2012-04-03,11775384734
2012-04-04,11544587572
2012-04-05,11676066283
2012-04-09,11457565691
2012-04-10,11068804897
2012-04-11,11484050611
2012-04-12,11634447123
2012-04-13,11596611522
2012-04-16,11590936182
2012-04-17,11677012173
2012-04-18,11737549134
2012-04-19,11917268235
2012-04-20,11954157946
2012-04-23,11946590826
2012-04-24,11590936182
2012-04-25,12023207917
2012-04-26,13110035538
2012-04-27,13243406030
2012-04-30,12794108275
2012-05-01,12710869954
2012-05-02,12988015727
2012-05-03,12667359013
2012-05-04,12428994731
2012-05-07,12324000940
2012-05-08,12384537900
2012-05-09,12239816729
2012-05-10,12404401591
2012-05-11,12683439144
2012-05-14,12448858421
2012-05-15,12400618031
2012-05-16,12402036866
2012-05-17,11893620985
2012-05-18,11372435590
2012-05-21,11934294256
2012-05-22,11924835356
2012-05-23,12064827077
2012-05-24,12269139319
2012-05-25,12501828262
2012-05-29,12864104136
2012-05-30,12840456885
2012-05-31,12830997985
2012-06-01,11722414893
2012-06-04,11912538785
2012-06-05,12206710579
2012-06-06,12582228913
2012-06-07,12201035238
2012-06-08,12260626309
2012-06-11,12001452446
2012-06-12,12093203777
2012-06-13,10582617431
2012-06-14,10488974320
2012-06-15,10768957763
2012-06-18,11060291886
2012-06-19,10971378225
2012-06-20,10898544695
2012-06-21,10845574854
2012-06-22,10962865215
2012-06-25,10778416663
2012-06-26,10980837126
2012-06-27,10754769413
2012-06-28,10467218850
2012-06-29,10803955694
2012-07-02,13468911050
2012-07-03,13640674242
2012-07-05,13471141741
2012-07-06,13332838911
2012-07-09,13049541180
2012-07-10,12924622495
2012-07-11,12577750075
2012-07-12,13051771870
2012-07-13,13120923285
2012-07-16,13241380588
2012-07-17,13609444570
2012-07-18,13822475542
2012-07-19,13452180869
2012-07-20,13568176791
2012-07-23,13662981150
2012-07-24,13544754537
2012-07-25,14370110133
2012-07-26,15128545005
2012-07-27,15269078526
2012-07-30,15109584133
2012-07-31,15018125811
2012-08-01,14946743705
2012-08-02,15221118673
2012-08-03,15275770598
2012-08-06,15330422522
2012-08-07,15556837639
2012-08-08,15573567820
2012-08-09,15370574957
2012-08-10,15262386453
2012-08-13,15097315334
2012-08-14,15162005367
2012-08-15,15344922013
2012-08-16,15333768559
2012-08-17,15398458592
2012-08-20,15216657292
2012-08-21,15014779774
2012-08-22,15469840697
2012-08-23,15924901621
2012-08-24,16182546408
2012-08-27,16227160224
2012-08-28,16369924435
2012-08-29,16226044879
2012-08-30,16229390915
2012-08-31,16512688647
2012-09-04,16748026526
2012-09-05,16669952348
2012-09-06,17003440622
2012-09-07,17014594077
2012-09-10,16762526016
2012-09-11,16591878170
2012-09-12,16242775060
2012-09-13,16383308580
2012-09-14,16694489947
2012-09-17,16697835983
2012-09-18,16403384797
2012-09-19,16274004731
2012-09-20,16308580438
2012-09-21,16182546408
2012-09-24,16078819286
2012-09-25,16284042840
2012-09-26,15946093183
2012-09-27,16864022447
2012-09-28,17026862876
2012-10-01,17050800989
2012-10-02,17337888688
2012-10-03,17453827952
2012-10-04,17810479209
2012-10-05,17556517014
2012-10-08,17145760766
2012-10-09,16836589398
2012-10-10,16869714901
2012-10-11,16971299780
2012-10-12,16643357292
2012-10-15,17058530273
2012-10-16,17436161016
2012-10-17,18134004963
2012-10-18,17746436569
2012-10-19,17472599071
2012-10-22,17992669480
2012-10-23,16892902754
2012-10-24,17963960710
2012-10-25,17140239849
2012-10-26,16479938140
2012-10-31,15712530635
2012-11-01,16161999555
2012-11-02,15845032651
2012-11-05,15994097418
2012-11-06,15943304978
2012-11-07,15263127967
2012-11-08,15200189510
2012-11-09,15540278016
2012-11-12,15999618335
2012-11-13,16351068888
2012-11-14,16292226952
2012-11-15,15731301754
2012-11-16,17411868980
2012-11-19,17715519432
2012-11-20,19088019473
2012-11-21,19273522294
2012-11-23,19442462363
2012-11-26,19255855358
2012-11-27,19290085046
2012-11-28,19313272898
2012-11-29,20729940278
2012-11-30,19494358986
2012-12-03,19952595122
2012-12-04,19952595122
2012-12-05,20449477679
2012-12-06,20074055302
2012-12-07,19971366241
2012-12-10,20393164322
2012-12-11,20383226671
2012-12-12,20210521336
2012-12-13,19769300667
2012-12-14,19843280959
2012-12-17,19809051272
2012-12-18,19877510646
2012-12-19,19394982474
2012-12-20,19084706922
2012-12-21,19155374664
2012-12-24,19106790591
2012-12-26,18772223003
2012-12-27,18635304254
2012-12-28,18546969577
2012-12-31,18709754830
2013-01-02,19817662800
2013-01-03,19764071990
2013-01-04,19803444830
2013-01-07,19963123570
2013-01-08,19317846470
2013-01-09,20058274600
2013-01-10,20098741130
2013-01-11,19627360740
2013-01-14,19620798600
2013-01-15,19122075960
2013-01-16,18596011070
2013-01-17,18547888710
2013-01-18,18370710930
2013-01-22,19147230830
2013-01-23,19266443040
2013-01-24,18936148660
2013-01-25,19082703120
2013-01-28,18691162100
2013-01-29,19135200240
2013-01-30,19113326440
2013-01-31,19023643860
2013-02-01,18907712720
2013-02-04,18667100920
2013-02-05,18586167860
2013-02-06,18333525470
2013-02-07,17935422310
2013-02-08,18142129720
2013-02-11,18631009150
2013-02-12,18393678420
2013-02-13,18628821770
2013-02-14,18509609560
2013-02-15,18038229170
2013-02-19,17544974980
2013-02-20,17326236980
2013-02-21,17423575390
2013-02-22,17540600220
2013-02-25,17430137530
2013-02-26,17677311470
2013-02-27,18024011200
2013-02-28,18264623000
2013-03-01,18781938370
2013-03-04,18882557850
2013-03-05,19100202160
2013-03-06,19090358950
2013-03-07,18804905860
2013-03-08,18917555930
2013-03-11,18784125750
2013-03-12,18832248110
2013-03-13,18903337960
2013-03-14,18803812170
2013-03-15,18793968960
2013-03-18,18604760590
2013-03-19,19170198320
2013-03-20,19195790666
2013-03-21,18738190770
2013-03-22,18855215600
2013-03-25,18608041660
2013-03-26,18561231728
2013-03-27,18691162100
2013-03-28,19293019707
2013-04-01,19743657808
2013-04-02,20461468235
2013-04-03,20205976388
2013-04-04,20470869450
2013-04-05,20506815272
2013-04-08,20845259017
2013-04-09,21133931623
2013-04-10,22245487060
2013-04-11,23044258538
2013-04-12,23872450291
2013-04-15,23121459105
2013-04-16,23974204619
2013-04-17,23567187305
2013-04-18,22857119056
2013-04-19,23511886039
2013-04-22,23647927153
2013-04-23,23541748723
2013-04-24,23295105079
2013-04-25,23973098594
2013-04-26,23956508214
2013-04-29,23832633379
2013-04-30,23795028519
2013-05-01,26244874580
2013-05-02,27499107282
2013-05-03,29437969650
2013-05-06,29060815020
2013-05-07,28998877602
2013-05-08,29170311525
2013-05-09,28972332995
2013-05-10,30249792228
2013-05-13,31025115970
2013-05-14,31278395766
2013-05-15,30317259772
2013-05-16,29272065854
2013-05-17,29527557701
2013-05-20,29159251272
2013-05-21,28752233958
2013-05-22,29024316185
2013-05-23,28189267075
2013-05-24,27684919534
2013-05-28,27811006419
2013-05-29,27397352954
2013-05-30,27891746267
2013-05-31,26752540198
2013-06-03,26109939493
2013-06-04,25757117419
2013-06-05,25398765218
2013-06-06,27890640242
2013-06-07,28480151732
2013-06-10,27963637912
2013-06-11,27526757915
2013-06-12,26266995087
2013-06-13,26491518225
2013-06-14,26205057669
2013-06-17,25738314989
2013-06-18,26849870425
2013-06-19,25591213622
2013-06-20,24289421832
2013-06-21,23831527354
2013-06-24,24153380719
2013-06-25,24351580455
2013-06-26,25299222940
2013-06-27,25944035696
2013-06-28,24872297171
2013-07-01,25999615195
2013-07-02,26110328773
2013-07-03,26314809974
2013-07-05,26376945145
2013-07-08,25873085391
2013-07-09,26652373414
2013-07-10,26740718331
2013-07-11,28002627176
2013-07-12,30050828374
2013-07-15,30349077196
2013-07-16,29679147075
2013-07-17,30448493471
2013-07-18,30218028471
2013-07-19,31051769499
2013-07-22,31405375111
2013-07-23,30315185285
2013-07-24,30268866339
2013-07-25,30257569035
2013-07-26,30413471829
2013-07-29,30412342098
2013-07-30,30917331583
2013-07-31,30509498912
2013-08-01,31439267023
2013-08-02,30772726093
2013-08-05,30614563838
2013-08-06,28751638425
2013-08-07,28608162665
2013-08-08,28524562617
2013-08-09,28244389480
2013-08-12,27786848672
2013-08-13,27609481001
2013-08-14,27257005119
2013-08-15,26415355978
2013-08-16,26094512548
2013-08-19,25718312328
2013-08-20,26356609998
2013-08-21,26251545072
2013-08-22,26814150806
2013-08-23,26983610365
2013-08-26,27679524285
2013-08-27,27019987683
2013-08-28,27460356589
2013-08-29,27517972839
2013-08-30,27374497080
2013-09-03,29276963056
2013-09-04,30300498790
2013-09-05,30349077196
2013-09-06,30228196045
2013-09-09,31270937195
2013-09-10,31252635562
2013-09-11,31276585847
2013-09-12,30909423470
2013-09-13,32758566172
2013-09-16,33254743760
2013-09-17,33510062828
2013-09-18,34928326359
2013-09-19,34695150007
2013-09-20,33982290131
2013-09-23,33412906014
2013-09-24,33339473539
2013-09-25,33014111186
2013-09-26,34516652605
2013-09-27,34530209370
2013-09-30,41271365320
2013-10-01,41767618960
2013-10-02,41376895068
2013-10-03,40044582000
2013-10-04,40708100291
2013-10-07,39435147705
2013-10-08,37948497380
2013-10-09,37141194808
2013-10-10,38792735364
2013-10-11,38294107305
2013-10-14,38997199251
2013-10-15,38311255889
2013-10-16,40582783715
2013-10-17,40610485274
2013-10-18,40043262878
2013-10-21,38899584234
2013-10-22,40165941210
2013-10-23,39545953941
2013-10-24,40156707357
2013-10-25,39869138794
2013-10-28,39964115567
2013-10-29,39380008412
2013-10-30,38408870906
2013-10-31,37937944406
2013-11-01,37699183351
2013-11-04,37159662514
2013-11-05,39879691769
2013-11-06,38026325569
2013-11-07,36538356123
2013-11-08,37340382207
2013-11-11,36829882052
2013-11-12,37844286754
2013-11-13,36566057682
2013-11-14,38100196393
2013-11-15,36935411800
2013-11-18,36192746198
2013-11-19,36116237131
2013-11-20,36233638975
2013-11-21,36461583231
2013-11-22,38739970490
2013-11-25,38795373608
2013-11-26,38929924037
2013-11-27,38634440742
2013-11-29,38763714684
2013-12-02,39137026167
2013-12-03,37924753187
2013-12-04,37893094263
2013-12-05,37357530792
2013-12-06,37296851186
2013-12-09,36868136585
2013-12-10,36605631337
2013-12-11,35618928193
2013-12-12,36143938690
2013-12-13,35562205954
2013-12-16,35411826063
2013-12-17,34545163007
2013-12-18,35843178908
2013-12-19,35688841651
2013-12-20,36762606837
2013-12-23,36672906551
2013-12-24,36366870282
2013-12-26,36756011228
2013-12-27,36544951732
2013-12-30,36682140404
2013-12-31,30820111573
2014-01-02,30747327557
2014-01-03,30429317395
2014-01-06,30105708463
2014-01-07,30689380283
2014-01-08,30625274361
2014-01-09,29966858956
2014-01-10,30723812721
2014-01-13,30085552890
2014-01-14,33628454830
2014-01-15,32191810333
2014-01-16,32526616806
2014-01-17,32696819428
2014-01-21,33111128441
2014-01-22,33075296310
2014-01-23,32650909510
2014-01-24,31309444110
2014-01-27,30316222232
2014-01-28,31204187226
2014-01-29,31525556649
2014-01-30,32805435574
2014-01-31,32314983283
2014-02-03,31779740828
2014-02-04,32162696727
2014-02-05,31565867797
2014-02-06,32140301645
2014-02-07,33569107864
2014-02-10,34040524336
2014-02-11,36562210546
2014-02-12,35874681535
2014-02-13,36613719234
2014-02-14,36278912761
2014-02-18,37263176607
2014-02-19,36320343663
2014-02-20,36685383496
2014-02-21,37509522506
2014-02-24,38924891676
2014-02-25,38055962502
2014-02-26,37677485620
2014-02-27,37908154962
2014-02-28,37231823492
2014-03-03,38016771109
2014-03-04,38699821104
2014-03-05,38686384055
2014-03-06,37898077176
2014-03-07,36740251446
2014-03-10,36862304642
2014-03-11,36814155216
2014-03-12,38043645207
2014-03-13,36735772430
2014-03-14,36895897265
2014-03-17,36738011938
2014-03-18,37303487754
2014-03-19,36876861445
2014-03-20,36805197184
2014-03-21,34800837363
2014-03-24,34305906055
2014-03-25,34585844577
2014-03-26,34536575397
2014-03-27,34920651050
2014-03-28,33602700486
2014-03-31,33941248959
2014-04-01,34687260160
2014-04-02,34688390480
2014-04-03,33751355200
2014-04-04,32252550879
2014-04-07,32461660080
2014-04-08,32376886080
2014-04-09,34617180320
2014-04-10,33188455840
2014-04-11,32593907520
2014-04-14,32780410320
2014-04-15,32562258560
2014-04-16,33925424480
2014-04-17,33541115680
2014-04-21,34135664000
2014-04-22,35229813760
2014-04-23,34257738560
2014-04-24,33166979760
2014-04-25,32148561440
2014-04-28,31791380320
2014-04-29,33862126560
2014-04-30,33558070480
2014-05-01,33805610560
