,REGN
2018-12-18,42339524202
2018-12-19,41387171760
2018-12-20,40874278337
2018-12-21,39539837506
2018-12-24,39085462125
2018-12-26,41684351618
2018-12-27,41856463505
2018-12-28,41607474975
2018-12-31,43139250000
2019-01-02,43016820000
2019-01-03,42975240000
2019-01-04,45917025000
2019-01-07,45810765000
2019-01-08,45883530000
2019-01-09,46151490000
2019-01-10,47130930000
2019-01-11,47196765000
2019-01-14,46284315000
2019-01-15,46779810000
2019-01-16,46724370000
2019-01-17,48207390000
2019-01-18,48376020000
2019-01-22,46748625000
2019-01-23,46339755000
2019-01-24,47115915000
2019-01-25,48312495000
2019-01-28,47811225000
2019-01-29,48180825000
2019-01-30,48499605000
2019-01-31,49580685000
2019-02-01,49682325000
2019-02-04,49133700000
2019-02-05,48630120000
2019-02-06,46957680000
2019-02-07,46946130000
2019-02-08,46992330000
2019-02-11,47182905000
2019-02-12,48087270000
2019-02-13,47596395000
2019-02-14,47929035000
2019-02-15,48968535000
2019-02-19,48579300000
2019-02-20,48799905000
2019-02-21,48350610000
2019-02-22,48801060000
2019-02-25,48553890000
2019-02-26,49220325000
2019-02-27,50049615000
2019-02-28,49750470000
2019-03-01,50770335000
2019-03-04,50107365000
2019-03-05,50488515000
2019-03-06,48936195000
2019-03-07,47306490000
2019-03-08,46504920000
2019-03-11,47591775000
2019-03-12,48235110000
2019-03-13,47240655000
2019-03-14,47066250000
2019-03-15,47871285000
2019-03-18,47077800000
2019-03-19,47007345000
2019-03-20,46835250000
2019-03-21,46499145000
2019-03-22,45252900000
2019-03-25,45622500000
2019-03-26,46849110000
2019-03-27,46531485000
2019-03-28,46757865000
2019-03-29,47426610000
2019-04-01,46991730000
2019-04-02,47538372000
2019-04-03,46642200000
2019-04-04,46588338000
2019-04-05,46864524000
2019-04-08,45984396000
2019-04-09,45350658000
2019-04-10,46783158000
2019-04-11,45092808000
2019-04-12,43884924000
2019-04-15,43032300000
2019-04-16,42137274000
2019-04-17,39304362000
2019-04-18,38200764000
2019-04-22,38279838000
2019-04-23,39438444000
2019-04-24,39016716000
2019-04-25,40108854000
2019-04-26,39383436000
2019-04-29,39439590000
2019-04-30,39323844000
2019-05-01,39054534000
2019-05-02,38437986000
2019-05-03,38607594000
2019-05-06,39448758000
2019-05-07,36947040000
2019-05-08,37703400000
2019-05-09,37149882000
2019-05-10,35853756000
2019-05-13,34970190000
2019-05-14,34909452000
2019-05-15,35050410000
2019-05-16,35301384000
2019-05-17,34946124000
2019-05-20,34674522000
2019-05-21,35520270000
2019-05-22,36682314000
2019-05-23,36128796000
2019-05-24,35819376000
2019-05-28,35288778000
2019-05-29,35271588000
2019-05-30,35292216000
2019-05-31,34577112000
2019-06-03,34832670000
2019-06-04,34616076000
2019-06-05,34380000000
2019-06-06,34334160000
2019-06-07,35150112000
2019-06-10,34867050000
2019-06-11,35163864000
2019-06-12,35085936000
2019-06-13,35230332000
2019-06-14,34980504000
2019-06-17,35638308000
2019-06-18,35139798000
2019-06-19,35621118000
2019-06-20,36727008000
2019-06-21,36701796000
2019-06-24,35818230000
2019-06-25,35858340000
2019-06-26,34962168000
2019-06-27,35602782000
2019-06-28,35869800000
2019-07-01,36151152000
2019-07-02,36033526000
2019-07-03,36360138000
2019-07-05,35059400000
2019-07-08,34584328000
2019-07-09,35170174000
2019-07-10,34423306000
2019-07-11,33325844000
2019-07-12,33410352000
2019-07-15,34054440000
2019-07-16,34073854000
2019-07-17,34193764000
2019-07-18,34612878000
2019-07-19,34044162000
2019-07-22,33862583999
2019-07-23,35317492000
2019-07-24,35816546000
2019-07-25,34650564000
2019-07-26,35308356000
2019-07-29,34949768000
2019-07-30,35531046000
2019-07-31,34803592000
2019-08-01,35336906000
2019-08-02,34858408000
2019-08-05,34210894000
2019-08-06,34289692000
2019-08-07,34513524000
2019-08-08,35387154000
2019-08-09,34818438000
2019-08-12,33788354000
2019-08-13,34815012000
2019-08-14,33521125999
2019-08-15,33473162000
2019-08-16,33900270000
2019-08-19,34074996000
2019-08-20,33806625999
2019-08-21,34006475999
2019-08-22,33691283999
2019-08-23,32758270000
2019-08-26,32516166000
2019-08-27,32137022000
2019-08-28,32848488000
2019-08-29,33183094000
2019-08-30,33123710000
2019-09-03,32560704000
2019-09-04,32718300000
2019-09-05,33046054000
2019-09-06,33346400000
2019-09-09,31861800000
2019-09-10,32400824000
2019-09-11,32356286000
2019-09-12,32453356000
2019-09-13,32161004000
2019-09-16,32648638000
2019-09-17,32903304000
2019-09-18,32553852000
2019-09-19,32678329999
2019-09-20,33788354000
2019-09-23,33654740000
2019-09-24,33084881999
2019-09-25,32735429999
2019-09-26,32125602000
2019-09-27,31229131999
2019-09-30,31706819999
2019-10-01,31600521000
2019-10-02,31333059000
2019-10-03,32086296000
2019-10-04,32338899000
2019-10-07,32439483000
2019-10-08,32586930000
2019-10-09,33241869000
2019-10-10,34102548000
2019-10-11,34378011000
2019-10-14,34911792000
2019-10-15,34726626000
2019-10-16,34221419999
2019-10-17,34469451000
2019-10-18,34311717000
2019-10-21,34060257000
2019-10-22,34439733000
2019-10-23,34863786000
2019-10-24,34949511000
2019-10-25,34999803000
2019-10-28,35268408000
2019-10-29,35485578000
2019-10-30,35547300000
2019-10-31,35007804000
2019-11-01,35487864000
2019-11-04,35551872000
2019-11-05,38016180000
2019-11-06,37089207000
2019-11-07,37306377000
2019-11-08,39066597000
2019-11-11,39351204000
2019-11-12,39823263000
2019-11-13,39810690000
2019-11-14,38677977000
2019-11-15,39418641000
2019-11-18,38883717000
2019-11-19,39371778000
2019-11-20,39346632000
2019-11-21,40094154000
2019-11-22,41223438000
2019-11-25,41927526000
2019-11-26,41585769000
2019-11-27,42471594000
2019-11-29,42176700000
2019-12-02,41842944000
2019-12-03,42154983000
2019-12-04,42287571000
2019-12-05,42101262000
2019-12-06,42549318000
2019-12-09,41791509000
2019-12-10,42024681000
2019-12-11,42694479000
2019-12-12,42537888000
2019-12-13,43024806000
2019-12-16,42977943000
2019-12-17,42188130000
2019-12-18,42446448000
2019-12-19,42582465000
2019-12-20,42933366000
2019-12-23,42771060000
2019-12-24,43035093000
2019-12-26,42846498000
2019-12-27,42670476000
2019-12-30,42713910000
2019-12-31,43190572259
2020-01-02,42945563420
2020-01-03,42463597675
2020-01-06,42760368945
2020-01-07,42920257343
2020-01-08,43988863970
2020-01-09,44109642975
2020-01-10,43872686069
2020-01-13,43587417562
2020-01-14,44587007614
2020-01-15,44947044078
2020-01-16,44351200985
2020-01-17,44393761206
2020-01-21,41836697125
2020-01-22,41311020883
2020-01-23,41018850718
2020-01-24,39716738014
2020-01-27,39042676138
2020-01-28,39578704865
2020-01-29,39023121442
2020-01-30,38669986636
2020-01-31,38872435254
2020-02-03,39238223098
2020-02-04,40949834144
2020-02-05,42808680547
2020-02-06,44843519216
2020-02-07,43925598776
2020-02-10,44424818665
2020-02-11,45637209822
2020-02-12,46735723631
2020-02-13,45874166727
2020-02-14,45959287169
2020-02-18,45740734683
2020-02-19,46104221975
2020-02-20,45912125843
2020-02-21,46373386615
2020-02-24,48930450697
2020-02-25,50882469476
2020-02-26,52673449582
2020-02-27,49647072794
2020-02-28,51137830801
2020-03-02,53459088254
2020-03-03,53090999857
2020-03-04,56763831891
2020-03-05,56153035208
2020-03-06,56873108134
2020-03-09,54573705930
2020-03-10,54640421952
2020-03-11,53453336872
2020-03-12,49679280529
2020-03-13,53551110353
2020-03-16,50707627487
2020-03-17,56557932444
2020-03-18,55788397640
2020-03-19,56343981063
2020-03-20,50433861742
2020-03-23,52410036323
2020-03-24,51708367816
2020-03-25,49436572242
2020-03-26,52026994335
2020-03-27,51707217540
2020-03-30,54408066152
2020-03-31,57569391000
2020-04-01,58555035000
2020-04-02,58802625000
2020-04-03,58162428000
2020-04-06,59453433000
2020-04-07,59128029000
2020-04-08,60403707000
2020-04-09,60477984000
2020-04-13,60956658000
2020-04-14,61878636000
2020-04-15,60328251000
2020-04-16,63657746999
2020-04-17,67060340999
2020-04-20,66966021000
2020-04-21,64191834000
2020-04-22,65797632000
2020-04-23,66674808000
2020-04-24,66756159000
2020-04-27,64552608000
2020-04-28,62323119000
2020-04-29,60854085000
2020-04-30,62001252000
2020-05-01,61956450000
2020-05-04,63880578000
2020-05-05,67718223000
2020-05-06,65257650000
2020-05-07,66003957000
2020-05-08,66424860000
2020-05-11,67687569000
2020-05-12,65733965999
2020-05-13,68042448000
2020-05-14,67304394000
2020-05-15,67995288000
2020-05-18,66057012000
2020-05-19,65741040000
2020-05-20,68015331000
2020-05-21,66139542000
2020-05-22,67192389000
2020-05-26,64280259000
2020-05-27,64138779000
2020-05-28,68170959000
2020-05-29,72250299000
2020-06-01,70677513000
2020-06-02,72822114000
2020-06-03,71244612000
2020-06-04,70567866000
2020-06-05,70386300000
2020-06-08,71216316000
2020-06-09,71752761000
2020-06-10,71516961000
2020-06-11,70287264000
2020-06-12,69371181000
2020-06-15,69628203000
2020-06-16,69902910000
2020-06-17,71105490000
2020-06-18,70427565000
2020-06-19,75918168000
2020-06-22,74097792000
2020-06-23,74130804000
2020-06-24,71334216000
2020-06-25,73093284000
2020-06-26,72079344000
2020-06-29,72021573000
2020-06-30,71033735000
2020-07-01,69384463000
2020-07-02,70897055000
2020-07-06,71443775000
2020-07-07,72996232000
2020-07-08,72934726000
2020-07-09,72967757000
2020-07-10,70715954000
2020-07-13,70148732000
2020-07-14,73036097000
2020-07-15,72069086000
2020-07-16,72008719000
2020-07-17,73358434000
2020-07-20,74970119000
2020-07-21,72766154000
2020-07-22,72614667000
2020-07-23,71792309000
2020-07-24,69358266000
2020-07-27,72599860000
2020-07-28,71870900000
2020-07-29,72003024000
2020-07-30,71924433000
2020-07-31,71992773000
2020-08-03,73486002000
2020-08-04,73856177000
2020-08-05,71132828000
2020-08-06,70755819000
2020-08-07,70641919000
2020-08-10,69278536000
2020-08-11,68210154000
2020-08-12,69746665000
2020-08-13,69580371000
2020-08-14,69771723000
2020-08-17,70701147000
2020-08-18,70457401000
2020-08-19,71714857000
2020-08-20,70263771000
2020-08-21,68965311000
2020-08-24,67744303000
2020-08-25,69535950000
2020-08-26,69706800000
2020-08-27,70045083000
2020-08-28,68637279000
2020-08-31,70610027000
2020-09-01,67506251999
2020-09-02,69496085000
2020-09-03,65765860000
2020-09-04,66103004000
2020-09-08,63999271000
2020-09-09,65053985000
2020-09-10,62656390000
2020-09-11,62047025000
2020-09-14,64262380000
2020-09-15,66050610000
2020-09-16,64826185000
2020-09-17,64353500000
2020-09-18,63241836000
2020-09-21,63294230000
2020-09-22,65094989000
2020-09-23,64375141000
2020-09-24,63494694000
2020-09-25,65385433999
2020-09-28,65141687999
2020-09-29,65334179000
2020-09-30,62807316000
2020-10-01,63745308000
2020-10-02,63370559999
2020-10-05,67889976000
2020-10-06,65260008000
2020-10-07,66387618000
2020-10-08,67306536000
2020-10-09,67552254000
2020-10-12,67493909999
2020-10-13,68215356000
2020-10-14,67412004000
2020-10-15,65657195999
2020-10-16,67290828000
2020-10-19,65428308000
2020-10-20,64697886000
2020-10-21,64223280000
2020-10-22,64596906000
2020-10-23,65054681999
2020-10-26,65720028000
2020-10-27,65358744000
2020-10-28,63621887999
2020-10-29,62359637999
2020-10-30,60987431999
2020-11-02,61550676000
2020-11-03,62516718000
2020-11-04,65877108000
2020-11-05,66064481999
2020-11-06,64854966000
2020-11-09,63679109999
2020-11-10,62744484000
2020-11-11,63699306000
2020-11-12,62470716000
2020-11-13,63553445999
2020-11-16,62752337999
2020-11-17,60380430000
2020-11-18,58236287999
2020-11-19,57750462000
2020-11-20,58202628000
2020-11-23,58749042000
2020-11-24,56784420000
2020-11-25,57032382000
2020-11-27,57676409999
2020-11-30,57898566000
2020-12-01,57678654000
2020-12-02,56675586000
2020-12-03,55969848000
2020-12-04,55252890000
2020-12-07,55585002000
2020-12-08,55779108000
2020-12-09,54825408000
2020-12-10,53741556000
2020-12-11,53830194000
2020-12-14,56142636000
2020-12-15,55178838000
2020-12-16,54593154000
2020-12-17,55674762000
2020-12-18,55975458000
2020-12-21,55734228000
2020-12-22,54984732000
2020-12-23,55223718000
2020-12-24,54857946000
2020-12-28,54188112000
2020-12-29,54329484000
2020-12-30,53665260000
2020-12-31,53383655000
2021-01-04,53356030000
2021-01-05,53421225000
2021-01-06,51944945000
2021-01-07,53172600000
2021-01-08,55109665000
2021-01-11,55572660000
2021-01-12,55885375000
2021-01-13,56564950000
2021-01-14,57229055000
2021-01-15,57231264999
2021-01-19,58994845000
2021-01-20,59920835000
2021-01-21,59170540000
2021-01-22,59424690000
2021-01-25,60576100000
2021-01-26,60123050000
2021-01-27,56969379999
2021-01-28,55942835000
2021-01-29,55674320000
2021-02-01,56142840000
2021-02-02,55247790000
2021-02-03,54275390000
2021-02-04,55121820000
2021-02-05,55137290000
2021-02-08,54686450000
2021-02-09,54220140000
2021-02-10,54279810000
2021-02-11,54204670000
2021-02-12,53661010000
2021-02-16,53118455000
2021-02-17,53225640000
2021-02-18,52711815000
2021-02-19,51975885000
2021-02-22,50894090000
2021-02-23,51717315000
2021-02-24,50675300000
2021-02-25,50077495000
2021-02-26,49787985000
2021-03-01,51167025000
2021-03-02,50262030000
2021-03-03,49363665000
2021-03-04,49656490000
2021-03-05,51003485000
2021-03-08,51182495000
2021-03-09,52004615000
2021-03-10,51708475000
2021-03-11,51930580000
2021-03-12,52096330000
2021-03-15,53475370000
2021-03-16,53279785000
2021-03-17,54809105000
2021-03-18,52452140000
2021-03-19,52343850000
2021-03-22,53395810000
2021-03-23,51908480000
2021-03-24,50865360000
2021-03-25,51214540000
2021-03-26,52698555000
2021-03-29,53207960000
2021-03-30,52009035000
2021-03-31,52420934529
2021-04-01,52619255265
2021-04-05,53686198663
2021-04-06,53034731666
2021-04-07,53379300095
2021-04-08,52777690266
2021-04-09,52645845755
2021-04-12,52383264669
2021-04-13,52853029987
2021-04-14,53309500060
2021-04-15,54802999230
2021-04-16,55684917138
2021-04-19,55362507450
2021-04-20,55886561684
2021-04-21,56114796721
2021-04-22,54336557724
2021-04-23,54138236988
2021-04-26,55526482137
2021-04-27,54489453039
2021-04-28,54041846463
2021-04-29,53734947895
2021-04-30,53325011179
2021-05-03,54136021114
2021-05-04,53754890762
2021-05-05,53449100130
2021-05-06,55250605806
2021-05-07,55036773952
2021-05-10,55656110774
2021-05-11,55528698011
2021-05-12,56187920567
2021-05-13,57299181449
2021-05-14,57238244910
2021-05-17,58025988167
2021-05-18,57193927427
2021-05-19,56534704870
2021-05-20,56860438369
2021-05-21,56141387211
2021-05-24,55448926542
2021-05-25,55178589897
2021-05-26,55082199372
2021-05-27,54880554825
2021-05-28,55666082208
2021-06-01,55754717173
2021-06-02,55990707769
2021-06-03,56023945881
2021-06-04,56714190676
2021-06-07,57057651167
2021-06-08,56108149098
2021-06-09,57817695997
2021-06-10,58946683872
2021-06-11,58227632713
2021-06-14,58582172576
2021-06-15,58442572505
2021-06-16,58009369111
2021-06-17,59386534889
2021-06-18,59598150869
2021-06-21,59193753838
2021-06-22,59166055412
2021-06-23,58698505968
2021-06-24,60321633776
2021-06-25,60997475388
2021-06-28,60127744788
2021-06-29,60491148147
2021-06-30,63617705999
2021-07-01,65449218000
2021-07-02,66476596000
2021-07-06,66318275000
2021-07-07,66734010000
2021-07-08,65483387999
2021-07-09,66107560000
2021-07-12,65382017000
2021-07-13,65721439000
2021-07-14,66182733999
2021-07-15,67123548000
2021-07-16,66431036000
2021-07-19,66657697000
2021-07-20,66886636000
2021-07-21,66485708000
2021-07-22,66845632000
2021-07-23,66785265000
2021-07-26,65809142000
2021-07-27,66177039000
2021-07-28,66792099000
2021-07-29,66418507000
2021-07-30,65448079000
2021-08-02,65735107000
2021-08-03,66803489000
2021-08-04,66170205000
2021-08-05,68621333000
2021-08-06,69576954000
2021-08-09,69927766000
2021-08-10,70046222000
2021-08-11,69302455000
2021-08-12,69251200000
2021-08-13,71163581000
2021-08-16,71597540000
2021-08-17,73743416000
2021-08-18,72391423000
2021-08-19,74676257000
2021-08-20,75546453000
2021-08-23,76004331000
2021-08-24,76307305000
2021-08-25,76219602000
2021-08-26,75831203000
2021-08-27,75548731000
2021-08-30,77119412000
2021-08-31,76700260000
2021-09-01,77561344000
2021-09-02,76967925000
2021-09-03,77403023000
2021-09-07,76177459000
2021-09-08,76220741000
2021-09-09,73591929000
2021-09-10,74090811000
2021-09-13,72841328000
2021-09-14,73482585000
2021-09-15,74262800000
2021-09-16,74397202000
2021-09-17,74249132000
2021-09-20,72997371000
2021-09-21,73687605000
2021-09-22,73700134000
2021-09-23,73637489000
2021-09-24,72770710000
2021-09-27,70512073000
2021-09-28,68909500000
2021-09-29,69103130000
2021-09-30,68506009260
2021-10-01,64613082101
2021-10-04,62873207415
2021-10-05,62361546154
2021-10-06,61871392778
2021-10-07,62488329475
2021-10-08,62261930687
2021-10-11,61836300966
2021-10-12,61630278069
2021-10-13,61933652445
2021-10-14,62895847294
2021-10-15,62626432736
2021-10-18,61521606651
2021-10-19,62498517421
2021-10-20,63698430997
2021-10-21,64452338961
2021-10-22,64790805149
2021-10-25,65225490822
2021-10-26,67031021157
2021-10-27,66742362702
2021-10-28,70771129134
2021-10-29,72440820196
2021-11-01,72351392675
2021-11-02,72308376905
2021-11-03,73817324827
2021-11-04,73311323536
2021-11-05,69225957406
2021-11-08,70498318595
2021-11-09,69765918516
2021-11-10,70432662946
2021-11-11,70935268256
2021-11-12,71451457492
2021-11-15,73322643475
2021-11-16,72758910493
2021-11-17,72654767051
2021-11-18,73410939002
2021-11-19,73882980475
2021-11-22,72859657954
2021-11-23,73502630512
2021-11-24,73373583202
2021-11-26,72826830129
2021-11-29,74077683433
2021-11-30,72054810262
2021-12-01,71382405862
2021-12-02,71768415796
2021-12-03,71899727093
2021-12-06,70749621250
2021-12-07,71891803135
2021-12-08,74036931651
2021-12-09,75359100573
2021-12-10,75789258270
2021-12-13,74728579949
2021-12-14,75953397392
2021-12-15,74477277294
2021-12-16,71512585165
2021-12-17,70102120716
2021-12-20,68275082497
2021-12-21,68690524273
2021-12-22,69898361807
2021-12-23,70792637019
2021-12-27,71855579329
2021-12-28,72273285093
2021-12-29,73271703748
2021-12-30,72731742638
2021-12-31,71403567887
2022-01-03,70903815274
2022-01-04,69741494717
2022-01-05,67287958134
2022-01-06,67663337924
2022-01-07,68261458133
2022-01-10,70244639316
2022-01-11,70789618410
2022-01-12,71394522590
2022-01-13,69661217714
2022-01-14,69562850118
2022-01-18,69108323986
2022-01-19,69887350118
2022-01-20,69465613184
2022-01-21,70259337922
2022-01-24,70268383218
2022-01-25,68200402384
2022-01-26,68433318760
2022-01-27,68825658481
2022-01-28,70657330953
2022-01-31,68810959875
2022-02-01,69350285658
2022-02-02,70423283915
2022-02-03,70179060919
2022-02-04,70435721197
2022-02-07,70367881476
2022-02-08,69868128863
2022-02-09,70075040013
2022-02-10,69899787400
2022-02-11,72182594018
2022-02-14,70500168933
2022-02-15,71248667190
2022-02-16,71333466841
2022-02-17,70860850117
2022-02-18,69550412836
2022-02-22,68166482523
2022-02-23,68855055693
2022-02-24,68945508655
2022-02-25,69949536529
2022-02-28,69915616668
2022-03-01,68634576600
2022-03-02,69747148027
2022-03-03,69100409352
2022-03-04,70147402382
2022-03-07,69941621895
2022-03-08,69506317017
2022-03-09,70488862312
2022-03-10,71272411092
2022-03-11,72654080081
2022-03-14,74217785654
2022-03-15,75294175897
2022-03-16,76656623631
2022-03-17,77476353596
2022-03-18,77556630599
2022-03-21,78377491226
2022-03-22,78314174153
2022-03-23,75666163702
2022-03-24,76857881471
2022-03-25,76888409346
2022-03-28,78400104466
2022-03-29,78968827462
2022-03-30,78284776940
2022-03-31,79619880000
2022-04-01,79210620000
2022-04-04,79618740000
2022-04-05,78827580000
2022-04-06,80753040000
2022-04-07,82285200000
2022-04-08,84227760000
2022-04-11,82350180000
2022-04-12,81600060000
2022-04-13,83435460000
2022-04-14,83564280000
2022-04-18,82444800000
2022-04-19,81649080000
2022-04-20,82036680000
2022-04-21,80496540000
2022-04-22,78441120000
2022-04-25,78697620000
2022-04-26,76929480000
2022-04-27,76780140000
2022-04-28,77016120000
2022-04-29,75138540000
2022-05-02,74330280000
2022-05-03,75295860000
2022-05-04,75338040000
2022-05-05,72888180000
2022-05-06,71027700000
2022-05-09,68373780000
2022-05-10,70120260000
2022-05-11,69887700000
2022-05-12,72271440000
2022-05-13,73589280000
2022-05-16,74671140000
2022-05-17,76101840000
2022-05-18,75148800000
2022-05-19,74915100000
2022-05-20,75369960000
2022-05-23,77737740000
2022-05-24,78206280000
2022-05-25,78760320000
2022-05-26,77912160000
2022-05-27,78979200000
2022-05-31,75780360000
2022-06-01,75116880000
2022-06-02,71899800000
2022-06-03,71859900000
2022-06-06,69429420000
2022-06-07,69993720000
2022-06-08,69284640000
2022-06-09,65604720000
2022-06-10,65186339999
2022-06-13,62620199999
2022-06-14,62511900000
2022-06-15,63975660000
2022-06-16,63469500000
2022-06-17,66228300000
2022-06-21,66994379999
2022-06-22,66899760000
2022-06-23,69242460000
2022-06-24,69823860000
2022-06-27,68673600000
2022-06-28,67763879999
2022-06-29,68128680000
2022-06-30,66679464000
2022-07-01,67161120000
2022-07-05,67291967999
2022-07-06,67104720000
2022-07-07,68520360000
2022-07-08,70113096000
2022-07-11,69311088000
2022-07-12,68818152000
2022-07-13,67907856000
2022-07-14,67551408000
2022-07-15,68530511999
2022-07-18,66179760000
2022-07-19,67198344000
2022-07-20,67069752000
2022-07-21,66827232000
2022-07-22,66113208000
2022-07-25,66245184000
2022-07-26,65712767999
2022-07-27,66316248000
2022-07-28,65691336000
2022-07-29,65614632000
2022-08-01,65049503999
2022-08-02,64855488000
2022-08-03,68669256000
2022-08-04,69367488000
2022-08-05,69215208000
2022-08-08,71135064000
2022-08-09,70178520000
2022-08-10,72360072000
2022-08-11,70375920000
2022-08-12,70918488000
2022-08-15,72563112000
2022-08-16,73173360000
2022-08-17,71779152000
2022-08-18,70480824000
2022-08-19,69751008000
2022-08-22,69044880000
2022-08-23,67965384000
2022-08-24,67994711999
2022-08-25,68108639999
2022-08-26,67249103999
2022-08-29,66864456000
2022-08-30,66370392000
2022-08-31,65543567999
2022-09-01,67751064000
2022-09-02,65493936000
2022-09-06,64743816000
2022-09-07,67278432000
2022-09-08,79958280000
2022-09-09,81703296000
2022-09-12,80171472000
2022-09-13,79116792000
2022-09-14,78691536000
2022-09-15,79619880000
2022-09-16,80121840000
2022-09-19,80690352000
2022-09-20,79436016000
2022-09-21,77226264000
2022-09-22,77635728000
2022-09-23,78658824000
2022-09-26,77392080000
2022-09-27,78397128000
2022-09-28,79571376000
2022-09-29,78037296000
2022-09-30,73709090000
2022-10-03,78658910000
2022-10-04,79130780000
2022-10-05,79787760000
2022-10-06,78309020000
2022-10-07,77293590000
2022-10-10,78208440000
2022-10-11,78902870000
2022-10-12,77902420000
2022-10-13,80523920000
2022-10-14,78758420000
2022-10-17,78747720000
2022-10-18,77329970000
2022-10-19,75902590000
2022-10-20,75530230000
2022-10-21,76388370000
2022-10-24,78875050000
2022-10-25,79964310000
2022-10-26,78535860000
2022-10-27,77562160000
2022-10-28,80331320000
2022-10-31,80116250000
2022-11-01,81310370000
2022-11-02,79231360000
2022-11-03,79038760000
2022-11-04,79202470000
2022-11-07,80349510000
2022-11-08,80458650000
2022-11-09,79495650000
2022-11-10,79295560000
2022-11-11,78586150000
2022-11-14,79395070000
2022-11-15,77974110000
2022-11-16,78716690000
2022-11-17,79081560000
2022-11-18,78830110000
2022-11-21,79070860000
2022-11-22,80167610000
2022-11-23,78683520000
2022-11-25,78776610000
2022-11-28,79338360000
2022-11-29,78760560000
2022-11-30,80431900000
2022-12-01,81452680000
2022-12-02,82003730000
2022-12-05,80833150000
2022-12-06,79979290000
2022-12-07,81776890000
2022-12-08,81899940000
2022-12-09,80256420000
2022-12-12,79445360000
2022-12-13,79988920000
2022-12-14,80250000000
2022-12-15,78245890000
2022-12-16,77379190000
2022-12-19,77157700000
2022-12-20,78487710000
2022-12-21,78772330000
2022-12-22,78497340000
2022-12-23,77761180000
2022-12-27,76114450000
2022-12-28,76294210000
2022-12-29,77178030000
2022-12-30,77199430000
2023-01-03,77162337000
2023-01-04,77807079000
2023-01-05,77514696000
2023-01-06,78948765000
2023-01-09,72880479000
2023-01-10,74857545000
2023-01-11,76034574000
2023-01-12,76530447000
2023-01-13,77340123000
2023-01-17,77980581000
2023-01-18,77599305000
2023-01-19,76637547000
2023-01-20,77326200000
2023-01-23,78173361000
2023-01-24,77912037000
2023-01-25,79380378000
2023-01-26,79500330000
2023-01-27,79557093000
2023-01-30,78874866000
2023-01-31,81232137000
2023-02-01,81181800000
2023-02-02,80453520000
2023-02-03,83873223000
2023-02-06,83630106000
2023-02-07,82460574000
2023-02-08,80288586000
2023-02-09,79764867000
2023-02-10,81140031000
2023-02-13,81821187000
2023-02-14,80775891000
2023-02-15,80582040000
2023-02-16,78860943000
2023-02-17,80190054000
2023-02-21,79952292000
2023-02-22,80119368000
2023-02-23,81359586000
2023-02-24,81073629000
2023-02-27,81159309000
2023-02-28,81440982000
2023-03-01,82514124000
2023-03-02,82349190000
2023-03-03,83463030000
2023-03-06,83578698000
2023-03-07,82879335000
2023-03-08,79810920000
2023-03-09,79655625000
2023-03-10,80003700000
2023-03-13,80574543000
2023-03-14,82124280000
2023-03-15,81428130000
2023-03-16,80298225000
2023-03-17,80073315000
2023-03-20,81315675000
2023-03-21,81370296000
2023-03-22,80464230000
2023-03-23,85911336000
2023-03-24,87822000000
2023-03-27,87865911000
2023-03-28,88568487000
2023-03-29,87752385000
2023-03-30,86911650000
2023-03-31,87918690000
2023-04-03,88402330000
2023-04-04,87963630000
2023-04-05,88298540000
2023-04-06,88674110000
2023-04-10,88142320000
2023-04-11,87701480000
2023-04-12,87786010000
2023-04-13,88847450000
2023-04-14,88738310000
2023-04-17,87712180000
2023-04-18,86457070000
2023-04-19,86548020000
2023-04-20,85396700000
2023-04-21,85678110000
2023-04-24,85283280000
2023-04-25,84485060000
2023-04-26,83246000000
2023-04-27,84775030000
2023-04-28,85791530000
2023-05-01,86319040000
2023-05-02,85434150000
2023-05-03,85939190000
2023-05-04,80665160000
2023-05-05,81544700000
2023-05-08,80476840000
2023-05-09,80772160000
2023-05-10,80206130000
2023-05-11,79775990000
2023-05-12,79645450000
2023-05-15,80352720000
2023-05-16,79423960000
2023-05-17,80210410000
2023-05-18,79980360000
2023-05-19,81218350000
2023-05-22,80410500000
2023-05-23,80095920000
2023-05-24,78901800000
2023-05-25,77575000000
2023-05-26,77580350000
2023-05-30,77960200000
2023-05-31,78704920000
2023-06-01,78235190000
2023-06-02,79174650000
2023-06-05,80278890000
2023-06-06,80050980000
2023-06-07,79033410000
2023-06-08,80262840000
2023-06-09,79877640000
2023-06-12,80679070000
2023-06-13,82106450000
2023-06-14,82508770000
2023-06-15,83788490000
2023-06-16,83786350000
2023-06-20,83589470000
2023-06-21,83328390000
2023-06-22,83439670000
2023-06-23,83431110000
2023-06-26,83928660000
2023-06-27,76621630000
2023-06-28,74903210000
2023-06-29,75800940000
2023-06-30,76380802000
2023-07-03,76332967000
2023-07-05,76305329000
2023-07-06,74923429000
2023-07-07,73607435000
2023-07-10,74767168000
2023-07-11,76199029000
2023-07-12,76368046000
2023-07-13,76640174000
2023-07-14,76378676000
2023-07-17,76707143000
2023-07-18,77232265000
2023-07-19,76430763000
2023-07-20,76857026000
2023-07-21,78091169000
2023-07-24,77293919000
2023-07-25,77586244000
2023-07-26,77701048000
2023-07-27,79157358000
2023-07-28,79310430000
2023-07-31,78865033000
2023-08-01,78563141000
2023-08-02,77824356000
2023-08-03,82005135000
2023-08-04,81472572000
2023-08-07,82354862000
