,MTB
2013-11-26,16382407335
2013-11-27,16352790379
2013-11-29,16269580838
2013-12-02,16172267985
2013-12-03,16094699768
2013-12-04,15994566252
2013-12-05,15898663730
2013-12-06,16120085730
2013-12-09,16193422953
2013-12-10,16113034074
2013-12-11,16050979501
2013-12-12,16077775794
2013-12-13,16042517513
2013-12-16,16241374214
2013-12-17,16039696851
2013-12-18,16097520430
2013-12-19,16039696851
2013-12-20,16125727055
2013-12-23,16265349844
2013-12-24,16323173424
2013-12-26,16348559386
2013-12-27,16369714354
2013-12-30,16406382965
2013-12-31,16357152847
2014-01-02,16166071178
2014-01-03,16187146362
2014-01-06,16136565920
2014-01-07,16225081693
2014-01-08,16270042086
2014-01-09,16371202970
2014-01-10,16298142332
2014-01-13,16066315307
2014-01-14,16129540859
2014-01-15,16160451129
2014-01-16,16111275700
2014-01-17,15734732411
2014-01-21,15703822141
2014-01-22,15820438160
2014-01-23,15715062239
2014-01-24,15633571528
2014-01-27,15547865779
2014-01-28,15630761503
2014-01-29,15692582043
2014-01-30,15848538405
2014-01-31,15667291822
2014-02-03,15356784111
2014-02-04,15573156000
2014-02-05,15644811626
2014-02-06,15795147939
2014-02-07,15876638651
2014-02-10,15868208577
2014-02-11,16015734865
2014-02-12,15903333884
2014-02-13,15927219092
2014-02-14,16025569951
2014-02-18,15979204546
2014-02-19,15769857718
2014-02-20,15796552951
2014-02-21,15948294276
2014-02-24,16143590982
2014-02-25,16085985479
2014-02-26,16258801988
2014-02-27,16253181939
2014-02-28,16381038055
2014-03-03,16253181939
2014-03-04,16556664589
2014-03-05,16489224000
2014-03-06,16707000902
2014-03-07,16773036479
2014-03-10,16768821442
2014-03-11,16605840019
2014-03-12,16629725227
2014-03-13,16480793927
2014-03-14,16499059086
2014-03-17,16538399430
2014-03-18,16581954810
2014-03-19,16617080117
2014-03-20,16995028417
2014-03-21,17018913626
2014-03-24,17007673528
2014-03-25,17024533675
2014-03-26,16997838442
2014-03-27,16798326700
2014-03-28,16921967779
2014-03-31,17331636575
2014-04-01,17398791309
2014-04-02,17323063630
2014-04-03,17408793078
2014-04-04,17224474766
2014-04-07,17131601198
2014-04-08,17284485379
2014-04-09,17338780696
2014-04-10,16925850525
2014-04-11,16891558746
2014-04-14,17267339490
2014-04-15,17201613580
2014-04-16,17380216595
2014-04-17,17365928354
2014-04-21,17313061862
2014-04-22,17424510143
2014-04-23,17573107851
2014-04-24,17561677258
2014-04-25,17465946042
2014-04-28,17415937198
2014-04-29,17375930123
2014-04-30,17433083088
2014-05-01,17358784233
2014-05-02,17403077781
2014-05-05,17353068937
2014-05-06,17061588816
2014-05-07,17275912434
2014-05-08,17277341259
2014-05-09,17341638344
2014-05-12,17581680796
2014-05-13,17427367791
2014-05-14,17117312957
2014-05-15,16962999952
2014-05-16,16940138766
2014-05-19,17161606505
2014-05-20,17058731168
2014-05-21,17153033560
2014-05-22,17255908897
2014-05-23,17313061862
2014-05-27,17353068937
2014-05-28,17447371329
2014-05-29,17237334183
2014-05-30,17341638344
2014-06-02,17353068937
2014-06-03,17473090163
2014-06-04,17433083088
2014-06-05,17608828454
2014-06-06,17678840836
2014-06-09,17947459771
2014-06-10,17816007952
2014-06-11,17663123771
2014-06-12,17560248434
2014-06-13,17527385480
2014-06-16,17423081319
2014-06-17,17671696716
2014-06-18,17701702022
2014-06-19,17663123771
2014-06-20,17821723248
2014-06-23,17750282042
2014-06-24,17650264354
2014-06-25,17741709098
2014-06-26,17691700253
2014-06-27,17734564977
2014-06-30,17789803708
2014-07-01,17921739375
2014-07-02,17758253875
2014-07-03,17917437125
2014-07-07,17875848708
2014-07-08,17679379292
2014-07-09,17613411459
2014-07-10,17451360042
2014-07-11,17497250709
2014-07-14,17442755542
2014-07-15,17663604375
2014-07-16,17533102792
2014-07-17,17482909876
2014-07-18,17504421125
2014-07-21,17560350375
2014-07-22,17540273209
2014-07-23,17563218542
2014-07-24,17720967708
2014-07-25,17811314958
2014-07-28,17593334292
2014-07-29,17528800542
2014-07-30,17597636542
2014-07-31,17424112459
2014-08-01,17196093210
2014-08-04,17227643043
2014-08-05,17178884210
2014-08-06,17213302209
2014-08-07,17039778127
2014-08-08,17194659126
2014-08-11,17148768460
2014-08-12,17137295793
2014-08-13,17241983876
2014-08-14,17223340793
2014-08-15,17203263626
2014-08-18,17362446876
2014-08-19,17409771626
2014-08-20,17409771626
2014-08-21,17680813375
2014-08-22,17591900209
2014-08-25,17753951625
2014-08-26,17808446791
2014-08-27,17751083458
2014-08-28,17590466125
2014-08-29,17729572208
2014-09-02,17841430708
2014-09-03,17723835875
2014-09-04,17795540041
2014-09-05,17851469291
2014-09-08,17867244208
2014-09-09,17753951625
2014-09-10,17930343874
2014-09-11,18032163791
2014-09-12,18060845458
2014-09-15,18023559291
2014-09-16,18026427458
2014-09-17,18111038374
2014-09-18,18232935457
2014-09-19,18310375957
2014-09-22,18156929041
2014-09-23,17977668624
2014-09-24,18023559291
2014-09-25,17802710458
2014-09-26,17901662208
2014-09-29,17829958041
2014-09-30,16240998111
2014-10-01,16107950758
2014-10-02,16098729654
2014-10-03,16248901914
2014-10-06,16185671489
2014-10-07,15938018991
2014-10-08,16267344121
2014-10-09,15940653592
2014-10-10,15802337037
2014-10-13,15667972384
2014-10-14,15794433234
2014-10-15,15263561125
2014-10-16,15301762840
2014-10-17,14867053668
2014-10-20,14897351580
2014-10-21,15159494384
2014-10-22,15138417575
2014-10-23,15222724809
2014-10-24,15329426151
2014-10-27,15420319887
2014-10-28,15607376560
2014-10-29,15732520110
2014-10-30,15754914219
2014-10-31,16094777753
2014-11-03,16031547328
2014-11-04,15974903406
2014-11-05,16180402287
2014-11-06,16391170370
2014-11-07,16405660676
2014-11-10,16421468282
2014-11-11,16446496992
2014-11-12,16547929132
2014-11-13,16513679318
2014-11-14,16458352696
2014-11-17,16428054784
2014-11-18,16434641287
2014-11-19,16416199080
2014-11-20,16441227790
2014-11-21,16424102883
2014-11-24,16604573054
2014-11-25,16626967163
2014-11-26,16645409370
2014-11-28,16600621153
2014-12-01,16360872458
2014-12-02,16561102137
2014-12-03,16729716604
2014-12-04,16779774023
2014-12-05,16865398557
2014-12-08,16843004448
2014-12-09,16835100645
2014-12-10,16238363510
2014-12-11,16331891846
2014-12-12,16051306836
2014-12-15,15964365001
2014-12-16,15769404524
2014-12-17,16052624136
2014-12-18,16379314665
2014-12-19,16480746805
2014-12-22,16571640541
2014-12-23,16769235619
2014-12-24,16679659184
2014-12-26,16695466790
2014-12-29,16798216231
2014-12-30,16773187521
2014-12-31,16560424051
2015-01-02,16530103262
2015-01-05,15997512009
2015-01-06,15638935720
2015-01-07,15671893099
2015-01-08,15989602238
2015-01-09,15667938214
2015-01-12,15565111190
2015-01-13,15667938214
2015-01-14,15201261720
2015-01-15,15078660268
2015-01-16,15164349455
2015-01-20,14878279401
2015-01-21,14801818281
2015-01-22,15441191443
2015-01-23,15189397063
2015-01-26,15410870654
2015-01-27,15311998515
2015-01-28,14991652786
2015-01-29,15213126377
2015-01-30,14917828256
2015-02-02,15232900804
2015-02-03,15594113684
2015-02-04,15633662539
2015-02-05,15748354220
2015-02-06,16037060864
2015-02-09,15898639870
2015-02-10,15971146105
2015-02-11,15889411804
2015-02-12,16265125930
2015-02-13,16333677280
2015-02-17,16350815117
2015-02-18,16043652340
2015-02-19,15979055876
2015-02-20,15996193714
2015-02-23,15977737581
2015-02-24,16027832798
2015-02-25,16025196208
2015-02-26,15997512009
2015-02-27,15951371678
2015-03-02,16184709924
2015-03-03,16179436744
2015-03-04,16142524479
2015-03-05,16244033207
2015-03-06,16403546924
2015-03-09,16408820105
2015-03-10,15989602238
2015-03-11,16038379159
2015-03-12,16563060641
2015-03-13,16507692243
2015-03-16,16610519268
2015-03-17,16702799930
2015-03-18,16751576852
2015-03-19,16671160846
2015-03-20,16874178304
2015-03-23,16785852526
2015-03-24,16614474153
2015-03-25,16257216159
2015-03-26,16361361478
2015-03-27,16474734864
2015-03-30,16726529243
2015-03-31,16815119151
2015-04-01,16717141291
2015-04-02,16842923678
2015-04-06,16386135008
2015-04-07,16489408969
2015-04-08,16451012240
2015-04-09,16510593371
2015-04-10,16469548592
2015-04-13,16445716139
2015-04-14,16319933752
2015-04-15,16415263561
2015-04-16,16313313626
2015-04-17,15995547595
2015-04-20,15783703574
2015-04-21,15820776278
2015-04-22,15954502816
2015-04-23,15913458037
2015-04-24,15836664579
2015-04-27,15672485463
2015-04-28,15945234640
2015-04-29,15910809987
2015-04-30,15844608730
2015-05-01,15794295775
2015-05-04,16116033882
2015-05-05,15928022313
2015-05-06,15996871620
2015-05-07,15912134012
2015-05-08,16086905329
2015-05-11,16053804701
2015-05-12,16060424826
2015-05-13,16155754636
2015-05-14,16259028596
2015-05-15,16047184575
2015-05-18,16220631867
2015-05-19,16424531737
2015-05-20,16362302556
2015-05-21,16366274631
2015-05-22,16306693501
2015-05-26,16165022812
2015-05-27,16188855264
2015-05-28,16125302058
2015-05-29,16004815771
2015-06-01,15868441183
2015-06-02,16023352123
2015-06-03,16237844194
2015-06-04,16153106586
2015-06-05,16399375260
2015-06-08,16413939536
2015-06-09,16529129722
2015-06-10,16739649718
2015-06-11,16710521165
2015-06-12,16699928964
2015-06-15,16649616009
2015-06-16,16726409467
2015-06-17,16590034878
2015-06-18,16758186070
2015-06-19,16633727708
2015-06-22,16817767201
2015-06-23,16968706066
2015-06-24,16882644432
2015-06-25,16854839904
2015-06-26,16942225563
2015-06-29,16505297270
2015-06-30,16572286444
2015-07-01,16885346526
2015-07-02,16702285970
2015-07-06,16666469774
2015-07-07,16585551702
2015-07-08,16317593496
2015-07-09,16474123537
2015-07-10,16742081743
2015-07-13,16887999577
2015-07-14,16870754742
2015-07-15,16976876804
2015-07-16,17352283597
2015-07-17,17406671153
2015-07-20,17510140164
2015-07-21,17491568803
2015-07-22,17669323256
2015-07-23,17545956359
2015-07-24,17458405658
2015-07-27,17341671391
2015-07-28,17484936174
2015-07-29,17531364576
2015-07-30,17539323730
2015-07-31,17397385473
2015-08-03,17331059185
2015-08-04,17384120215
2015-08-05,17541976782
2015-08-06,17459732184
2015-08-07,17346977494
2015-08-10,17608303070
2015-08-11,17374834535
2015-08-12,17105549804
2015-08-13,17181161773
2015-08-14,17307181721
2015-08-17,17365548855
2015-08-18,17400038525
2015-08-19,17232896278
2015-08-20,16639939258
2015-08-21,16222083641
2015-08-24,15402290715
2015-08-25,14984435097
2015-08-26,15611881787
2015-08-27,16007186466
2015-08-28,15788309714
2015-08-31,15684840704
2015-09-01,14943312799
2015-09-02,15290862550
2015-09-03,15687493756
2015-09-04,15528310663
2015-09-08,15936880600
2015-09-09,15972696796
2015-09-10,15971370270
2015-09-11,16054941394
2015-09-14,16153104301
2015-09-15,16289736455
2015-09-16,16194226600
2015-09-17,15968717219
2015-09-18,15696779436
2015-09-21,15926268394
2015-09-22,15651677560
2015-09-23,15651677560
2015-09-24,15792289291
2015-09-25,16078818858
2015-09-28,15907697033
2015-09-29,15931574497
2015-09-30,18333815196
2015-10-01,17612189014
2015-10-02,17538523008
2015-10-05,17782071844
2015-10-06,17654283874
2015-10-07,17983525820
2015-10-08,18070722317
2015-10-09,17977512269
2015-10-12,18066212153
2015-10-13,17927900469
2015-10-14,17455836674
2015-10-15,17936920796
2015-10-16,17589638196
2015-10-19,17051425334
2015-10-20,17364130014
2015-10-21,17314518213
2015-10-22,17860248014
2015-10-23,18431535408
2015-10-26,18524745457
2015-10-27,18515725130
2015-10-28,18876538221
2015-10-29,18494677699
2015-10-30,18018103741
2015-11-02,18081246032
2015-11-03,18061701990
2015-11-04,17974505493
2015-11-05,18130857832
2015-11-06,18590894524
2015-11-09,18586384360
2015-11-10,18566840318
2015-11-11,18726199433
2015-11-12,18649526651
2015-11-13,18410487978
2015-11-16,18563833542
2015-11-17,18682601184
2015-11-18,18837450136
2015-11-19,18856994178
2015-11-20,18804375603
2015-11-23,18804375603
2015-11-24,18730709596
2015-11-25,18783328172
2015-11-27,18860000954
2015-11-30,18841960300
2015-12-01,18965238106
2015-12-02,18802872215
2015-12-03,18460099778
2015-12-04,18951707615
2015-12-07,18881048384
2015-12-08,18575860645
2015-12-09,18187986572
2015-12-10,18439052348
2015-12-11,18102293463
2015-12-14,18171449305
2015-12-15,18681097796
2015-12-16,19005829578
2015-12-17,18753260415
2015-12-18,18045164723
2015-12-21,18136871384
2015-12-22,18306754214
2015-12-23,18529255621
2015-12-24,18541282724
2015-12-28,18440555736
2015-12-29,18642009712
2015-12-30,18437548960
2015-12-31,19204104957
2016-01-04,18617744267
2016-01-05,18720753578
2016-01-06,18341996267
2016-01-07,17825364957
2016-01-08,17459285716
2016-01-11,17294470820
2016-01-12,17509997992
2016-01-13,16912543992
2016-01-14,16990197165
2016-01-15,16559142820
2016-01-19,16853907923
2016-01-20,16597177027
2016-01-21,16202572130
2016-01-22,16573405647
2016-01-25,16131257992
2016-01-26,16747729096
2016-01-27,17044078958
2016-01-28,17147088268
2016-01-29,17460870475
2016-02-01,17140749233
2016-02-02,16728711992
2016-02-03,16825382268
2016-02-04,17145503509
2016-02-05,17083697923
2016-02-08,16782593785
2016-02-09,17039324682
2016-02-10,16714449165
2016-02-11,15971197372
2016-02-12,16787348061
2016-02-16,17254851854
2016-02-17,17199385302
2016-02-18,16823797509
2016-02-19,16964841027
2016-02-22,17343598337
2016-02-23,16793687096
2016-02-24,16616194130
2016-02-25,16685923509
2016-02-26,16838060337
2016-02-29,16251699648
2016-03-01,16671660682
2016-03-02,17254851854
2016-03-03,17408573440
2016-03-04,17468794268
2016-03-07,17386386820
2016-03-08,17086867440
2016-03-09,17115393096
2016-03-10,17082113164
2016-03-11,17641532957
2016-03-14,17681151923
2016-03-15,17651041509
2016-03-16,17536938888
2016-03-17,17603498750
2016-03-18,17845966819
2016-03-21,17831703992
2016-03-22,17819025923
2016-03-23,17744542268
2016-03-24,17630439647
2016-03-28,17643117716
2016-03-29,17614592061
2016-03-30,17744542268
2016-03-31,17545512147
2016-04-01,17769968248
2016-04-04,17732032005
2016-04-05,17384283116
2016-04-06,17524963348
2016-04-07,17041276257
2016-04-08,17207247318
2016-04-11,17351088904
2016-04-12,17616642601
2016-04-13,18261558723
2016-04-14,18370625420
2016-04-15,18147749996
2016-04-18,18305817673
2016-04-19,18628275734
2016-04-20,19009218836
2016-04-21,18699406189
2016-04-22,18816376270
2016-04-25,18792666118
2016-04-26,18909636199
2016-04-27,19036090341
2016-04-28,18832183037
2016-04-29,18702567542
2016-05-02,18802150179
2016-05-03,18444917229
2016-05-04,18038683299
2016-05-05,18054490066
2016-05-06,18128781875
2016-05-09,18002327733
2016-05-10,18302656319
2016-05-11,18252074663
2016-05-12,18195170299
2016-05-13,17898003066
2016-05-16,18027618561
2016-05-17,17888519006
2016-05-18,18452820612
2016-05-19,18307398350
2016-05-20,18397496926
2016-05-23,18308979026
2016-05-24,18620372350
2016-05-25,18810053563
2016-05-26,18726277694
2016-05-27,18868538603
2016-05-31,18889087401
2016-06-01,18852731835
2016-06-02,18980766654
2016-06-03,18697825512
2016-06-06,18964959886
2016-06-07,18729439047
2016-06-08,18814795593
2016-06-09,18710470926
2016-06-10,18580855431
2016-06-13,18602984906
2016-06-14,18259978047
2016-06-15,18375367451
2016-06-16,18351657299
2016-06-17,18527112421
2016-06-20,18557145279
2016-06-21,18631437087
2016-06-22,18546080542
2016-06-23,19034509664
2016-06-24,17804743137
2016-06-27,17194601904
2016-06-28,17632449369
2016-06-29,17937519985
2016-06-30,18409987360
2016-07-01,18226245627
2016-07-05,17575363895
2016-07-06,17661006228
2016-07-07,17782462628
2016-07-08,18053403828
2016-07-11,18145274694
2016-07-12,18389744627
2016-07-13,18367944760
2016-07-14,18601514760
2016-07-15,18539229426
2016-07-18,18456701360
2016-07-19,18487844027
2016-07-20,17721734428
2016-07-21,17553564029
2016-07-22,17826062361
2016-07-25,17651663428
2016-07-26,17821390961
2016-07-27,17896133361
2016-07-28,17880562028
2016-07-29,17838519428
2016-08-01,17561349695
2016-08-02,17439893296
2016-08-03,17735748628
2016-08-04,17746648562
2016-08-05,18249602627
2016-08-08,18332130694
2016-08-09,18305659427
2016-08-10,18151503227
2016-08-11,18185760161
2016-08-12,18111017761
2016-08-15,18389744627
2016-08-16,18276073894
2016-08-17,18291645227
2016-08-18,18358601960
2016-08-19,18321230760
2016-08-22,18355487694
2016-08-23,18375730427
2016-08-24,18249602627
2016-08-25,18288530960
2016-08-26,18327459294
2016-08-29,18406873093
2016-08-30,18366387627
2016-08-31,18425558693
2016-09-01,18268288227
2016-09-02,18271402494
2016-09-06,18031603961
2016-09-07,18062746628
2016-09-08,18095446427
2016-09-09,18232474160
2016-09-12,18394416027
2016-09-13,18084546494
2016-09-14,17995789894
2016-09-15,18008246961
2016-09-16,17877447761
2016-09-19,17911704694
2016-09-20,17958418694
2016-09-21,18016032628
2016-09-22,18148388961
2016-09-23,18237145560
2016-09-26,17776234095
2016-09-27,17989561361
2016-09-28,18017589761
2016-09-29,17835405161
2016-09-30,18048096783
2016-10-03,17908189056
2016-10-04,18107168934
2016-10-05,18352784721
2016-10-06,18396311570
2016-10-07,18317030524
2016-10-10,18326357706
2016-10-11,18041878661
2016-10-12,18166241085
2016-10-13,17592619405
2016-10-14,17701436526
2016-10-17,17721645420
2016-10-18,17919070768
2016-10-19,18265731025
2016-10-20,18475592615
2016-10-21,18484919797
2016-10-24,18486474327
2016-10-25,18506683221
2016-10-26,18683899675
2016-10-27,18962160599
2016-10-28,18976151372
2016-10-31,19078750371
2016-11-01,19103622856
2016-11-02,18935733584
2016-11-03,18873552372
2016-11-04,18935733584
2016-11-07,19412974386
2016-11-08,19451837643
2016-11-09,20448291566
2016-11-10,20785624641
2016-11-11,21141612080
2016-11-14,21755651548
2016-11-15,21584653215
2016-11-16,21256647322
2016-11-17,21749433427
2016-11-18,21959295017
2016-11-21,21928204411
2016-11-22,22119411638
2016-11-23,22318391517
2016-11-25,22340154941
2016-11-28,21875350381
2016-11-29,21886232093
2016-11-30,22375909138
2016-12-01,22865586182
2016-12-02,22721014864
2016-12-05,22904449440
2016-12-06,23148510697
2016-12-07,23518488908
2016-12-08,23862040105
2016-12-09,23966193635
2016-12-12,23753222984
2016-12-13,23818513256
2016-12-14,23762550165
2016-12-15,23916448665
2016-12-16,23705032544
2016-12-19,23967748165
2016-12-20,24409234770
2016-12-21,24236681907
2016-12-22,24255336270
2016-12-23,24421671013
2016-12-27,24577124043
2016-12-28,24351717149
2016-12-29,24193155058
2016-12-30,24317517482
2017-01-03,24178212085
2017-01-04,24326298621
2017-01-05,23968422827
2017-01-06,24150445860
2017-01-09,24057891775
2017-01-10,24172041813
2017-01-11,24219861424
2017-01-12,23963795122
2017-01-13,24074860024
2017-01-17,23551929445
2017-01-18,23854272789
2017-01-19,23963795122
2017-01-20,24222946560
2017-01-23,24054806639
2017-01-24,24617843988
2017-01-25,25020454257
2017-01-26,25241041493
2017-01-27,25304286784
2017-01-30,25182423906
2017-01-31,25077529276
2017-02-01,25100667797
2017-02-02,25006571144
2017-02-03,25281148263
2017-02-06,25213275267
2017-02-07,25066731300
2017-02-08,25113008342
2017-02-09,25372159779
2017-02-10,25500192930
2017-02-13,25730035574
2017-02-14,25949080241
2017-02-15,26089453937
2017-02-16,25850355884
2017-02-17,25901260631
2017-02-21,25904345767
2017-02-22,25919771448
2017-02-23,26189720862
2017-02-24,26018495805
2017-02-27,25907430903
2017-02-28,25756259231
2017-03-01,26564564905
2017-03-02,25779397752
2017-03-03,25916686312
2017-03-06,25756259231
2017-03-07,25719237597
2017-03-08,25708439621
2017-03-09,25688386236
2017-03-10,25635938921
2017-03-13,25526416587
2017-03-14,25600459855
2017-03-15,25259552310
2017-03-16,25373702347
2017-03-17,25003486008
2017-03-20,24826090679
2017-03-21,23917518080
2017-03-22,23872783606
2017-03-23,23905177535
2017-03-24,23905177535
2017-03-27,23781772089
2017-03-28,24073317456
2017-03-29,23821878859
2017-03-30,24162786405
2017-03-31,23646284377
2017-04-03,23609606885
2017-04-04,23563760021
2017-04-05,23287150606
2017-04-06,23438445258
2017-04-07,23384957250
2017-04-10,23160307615
2017-04-11,23149610013
2017-04-12,22895924031
2017-04-13,22607088786
2017-04-17,23490405038
2017-04-18,23206154479
2017-04-19,23149610013
2017-04-20,23577514080
2017-04-21,23520969614
2017-04-24,23988607630
2017-04-25,24104753020
2017-04-26,24251462985
2017-04-27,23985551172
2017-04-28,23750203936
2017-05-01,23987079401
2017-05-02,23962627740
2017-05-03,24344684943
2017-05-04,24312592138
2017-05-05,24288140477
2017-05-08,24436378671
2017-05-09,24346213172
2017-05-10,24344684943
2017-05-11,24211729036
2017-05-12,24116978850
2017-05-15,24534185315
2017-05-16,24813851187
2017-05-17,23921365562
2017-05-18,24005418147
2017-05-19,24039039181
2017-05-22,24260632358
2017-05-23,24650330705
2017-05-24,24514318341
2017-05-25,24635048417
2017-05-26,24482225536
2017-05-30,24156712799
2017-05-31,23912196190
2017-06-01,24252991214
2017-06-02,24083357816
2017-06-05,24020700435
2017-06-06,23820502461
2017-06-07,23950401910
2017-06-08,24311063909
2017-06-09,24965145840
2017-06-12,24824548789
2017-06-13,24861226281
2017-06-14,24841359306
2017-06-15,24682423510
2017-06-16,24706875171
2017-06-19,24858169823
2017-06-20,24726742145
2017-06-21,24609068527
2017-06-22,24373721290
2017-06-23,24121563537
2017-06-26,24269801731
2017-06-27,24323289739
2017-06-28,24703818713
2017-06-29,24631991959
2017-06-30,24497053052
2017-07-03,24854033881
2017-07-05,24873698079
2017-07-06,24745124476
2017-07-07,24975044331
2017-07-10,24861597034
2017-07-11,24984120115
2017-07-12,24994708530
2017-07-13,25191350512
2017-07-14,25074877953
2017-07-17,25108155827
2017-07-18,25031011665
2017-07-19,24577222476
2017-07-20,24253519521
2017-07-21,23916202890
2017-07-24,24253519521
2017-07-25,24428984674
2017-07-26,23896538692
2017-07-27,24052339647
2017-07-28,24291335287
2017-07-31,24678568728
2017-08-01,24906975953
2017-08-02,24946304349
2017-08-03,24775377088
2017-08-04,24743611845
2017-08-07,24749662368
2017-08-08,24863109665
2017-08-09,24655879269
2017-08-10,24008473359
2017-08-11,23687795665
2017-08-14,24064440692
2017-08-15,23975195485
2017-08-16,23990321791
2017-08-17,23274847503
2017-08-18,23208291756
2017-08-21,23066104476
2017-08-22,23234006476
2017-08-23,23175013882
2017-08-24,23117533918
2017-08-25,23264259089
2017-08-28,22991985576
2017-08-29,22709123648
2017-08-30,22582062675
2017-08-31,22365756495
2017-09-01,22538196387
2017-09-05,22001212513
2017-09-06,21957346225
2017-09-07,21550448585
2017-09-08,21792469486
2017-09-11,22163063990
2017-09-12,22541221648
2017-09-13,22765090981
2017-09-14,22677358404
2017-09-15,22687946819
2017-09-18,22942068765
2017-09-19,23099382350
2017-09-20,23379219017
2017-09-21,23358042188
2017-09-22,23267284350
2017-09-25,23401908476
2017-09-26,23512330512
2017-09-27,23885950278
2017-09-28,24084104890
2017-09-29,24359403665
2017-10-02,24287669380
2017-10-03,24275630136
2017-10-04,24182325997
2017-10-05,24314757678
2017-10-06,24391507857
2017-10-09,24254561459
2017-10-10,24554037648
2017-10-11,24552532743
2017-10-12,24504375768
2017-10-13,24561562175
2017-10-16,24713557628
2017-10-17,24701518384
2017-10-18,24171791659
2017-10-19,24418596156
2017-10-20,24861038364
2017-10-23,24821910822
2017-10-24,24943808165
2017-10-25,24951332692
2017-10-26,25222215677
2017-10-27,25255323597
2017-10-30,25116872294
2017-10-31,25097308523
2017-11-01,25174058702
2017-11-02,25437417159
2017-11-03,25396784711
2017-11-06,25389260184
2017-11-07,24511900295
2017-11-08,24260581081
2017-11-09,23869305659
2017-11-10,23642064933
2017-11-13,23994212813
2017-11-14,24185335808
2017-11-15,24262085987
2017-11-16,24058923748
2017-11-17,24164267131
2017-11-20,24320777300
2017-11-21,24107080723
2017-11-22,24066448276
2017-11-24,23949065649
2017-11-27,24003242246
2017-11-28,24731616493
2017-11-29,25449456403
2017-11-30,25425377915
2017-12-01,25503633000
2017-12-04,25921996720
2017-12-05,25648103925
2017-12-06,25509652621
2017-12-07,25744417875
2017-12-08,25842236730
2017-12-11,25660143168
2017-12-12,25958114452
2017-12-13,25736893347
2017-12-14,25438922064
2017-12-15,25718834482
2017-12-18,26164286501
2017-12-19,26170306123
2017-12-20,25964134073
2017-12-21,26123654053
2017-12-22,26045398969
2017-12-26,25882869178
2017-12-27,25819663148
2017-12-28,25928016342
2017-12-29,25732378631
2018-01-02,25430045276
2018-01-03,25715258705
2018-01-04,25764279763
2018-01-05,25672179594
2018-01-08,25612760129
2018-01-09,25982646295
2018-01-10,26255975831
2018-01-11,26440176171
2018-01-12,26518906961
2018-01-16,26408980952
2018-01-17,26621405537
2018-01-18,27652333245
2018-01-19,28043016223
2018-01-22,28040045250
2018-01-23,28050443656
2018-01-24,28144029313
2018-01-25,27876641723
2018-01-26,28130659933
2018-01-29,28193050371
2018-01-30,28308918326
2018-01-31,28340113545
2018-02-01,28647609273
2018-02-02,28105406661
2018-02-05,26710534734
2018-02-06,27490415204
2018-02-07,27477045825
2018-02-08,26493653689
2018-02-09,27127956471
2018-02-12,27444365119
2018-02-13,27652333245
2018-02-14,28518371938
2018-02-15,28387649117
2018-02-16,28467865394
2018-02-20,28319316733
2018-02-21,28643152814
2018-02-22,28149971259
2018-02-23,28745651390
2018-02-26,29014524466
2018-02-27,28549567157
2018-02-28,28200477804
2018-03-01,28053414629
2018-03-02,28369823277
2018-03-05,28781303068
2018-03-06,29017495439
2018-03-07,28995213140
2018-03-08,28920938810
2018-03-09,29235861971
2018-03-12,28953619515
2018-03-13,28677319006
2018-03-14,28270295674
2018-03-15,28273266648
2018-03-16,28279208594
2018-03-19,28118776040
2018-03-20,28029646844
2018-03-21,28172253558
2018-03-22,27102703199
2018-03-23,26368872814
2018-03-26,27368605302
2018-03-27,26787780038
2018-03-28,26826402689
2018-03-29,27386431141
2018-04-02,26078531874
2018-04-03,26532285861
2018-04-04,26961395063
2018-04-05,27045477272
2018-04-06,26339476659
2018-04-09,26506191383
2018-04-10,27028080953
2018-04-11,26809177272
2018-04-12,27129559480
2018-04-13,26552581567
2018-04-16,26322080340
2018-04-17,25721907334
2018-04-18,25811788316
2018-04-19,26129271138
2018-04-20,26316281567
2018-04-23,26381517763
2018-04-24,26430807334
2018-04-25,26459801199
2018-04-26,26451103039
2018-04-27,26746840462
2018-04-30,26423558867
2018-05-01,26497493223
2018-05-02,26035041076
2018-05-03,26035041076
2018-05-04,26159714696
2018-05-07,26227850279
2018-05-08,26248145984
2018-05-09,26690302425
2018-05-10,26925152732
2018-05-11,26912105492
2018-05-14,26719296290
2018-05-15,26730893836
2018-05-16,26712047824
2018-05-17,26710598131
2018-05-18,26359772364
2018-05-21,26391665616
2018-05-22,26658409174
2018-05-23,26204655187
2018-05-24,26078531874
2018-05-25,25961106721
2018-05-29,24897031875
2018-05-30,25243508562
2018-05-31,24946321446
2018-06-01,25323241691
2018-06-04,25381229421
2018-06-05,25273952120
2018-06-06,25871225739
2018-06-07,25756699972
2018-06-08,25675517150
2018-06-11,25482707948
2018-06-12,25392826967
2018-06-13,25282650280
2018-06-14,25327590770
2018-06-15,25331939850
2018-06-18,25234810402
2018-06-19,25278301200
2018-06-20,25234810402
2018-06-21,25301496292
2018-06-22,25076793838
2018-06-25,24911528808
2018-06-26,24670879728
2018-06-27,24422982182
2018-06-28,24453425741
2018-06-29,24666530648
2018-07-02,24281789012
2018-07-03,24134747783
2018-07-05,24137602953
2018-07-06,24120471936
2018-07-09,24640112785
2018-07-10,24540181852
2018-07-11,24387430284
2018-07-12,24103340919
2018-07-13,23762148163
2018-07-16,24000554817
