,GME
2016-02-29,3213528000
2016-03-01,3226032000
2016-03-02,3259376000
2016-03-03,3409424000
2016-03-04,3255208000
2016-03-07,3205192000
2016-03-08,3138504000
2016-03-09,3259376000
2016-03-10,3171848000
2016-03-11,3205192000
2016-03-14,3301056000
2016-03-15,3209360000
2016-03-16,3326064000
2016-03-17,3267712000
2016-03-18,3213528000
2016-03-21,3213528000
2016-03-22,3146840000
2016-03-23,3163512000
2016-03-24,3155176000
2016-03-28,3134336000
2016-03-29,3284384000
2016-03-30,3309392000
2016-03-31,3305224000
2016-04-01,3267712000
2016-04-04,3221864000
2016-04-05,3155176000
2016-04-06,3134336000
2016-04-07,3034304000
2016-04-08,3071816000
2016-04-11,3113496000
2016-04-12,3134336000
2016-04-13,3280216000
2016-04-14,3296888000
2016-04-15,3313560000
2016-04-18,3355240000
2016-04-19,3380248000
2016-04-20,3426096000
2016-04-21,3367744000
2016-04-22,3417759999
2016-04-25,3417759999
2016-04-26,3471944000
2016-04-27,3480280000
2016-04-28,3430264000
2016-04-29,3417759999
2016-05-02,3365455435
2016-05-03,3257294939
2016-05-04,3199054672
2016-05-05,3132494367
2016-05-06,3128334348
2016-05-09,3140814405
2016-05-10,3174094558
2016-05-11,3036813928
2016-05-12,3028493890
2016-05-13,2986893699
2016-05-16,3020173852
2016-05-17,2961933584
2016-05-18,2916173375
2016-05-19,2970253623
2016-05-20,2961933584
2016-05-23,2961933584
2016-05-24,2986893699
2016-05-25,3090894176
2016-05-26,3120014310
2016-05-27,2995213737
2016-05-31,3028493890
2016-06-01,3011853813
2016-06-02,3003533775
2016-06-03,2978573661
2016-06-06,2961933584
2016-06-07,2961933584
2016-06-08,2936973470
2016-06-09,2837133012
2016-06-10,2758092650
2016-06-13,2708172421
2016-06-14,2674892268
2016-06-15,2716492459
2016-06-16,2695692363
2016-06-17,2720652478
2016-06-20,2745612592
2016-06-21,2687372325
2016-06-22,2704012402
2016-06-23,2737292554
2016-06-24,2637452096
2016-06-27,2654092173
2016-06-28,2708172421
2016-06-29,2745612592
2016-06-30,2766412688
2016-07-01,2816332917
2016-07-05,2737292554
2016-07-06,2753932630
2016-07-07,2737292554
2016-07-08,2845453050
2016-07-11,2957773565
2016-07-12,2991053718
2016-07-13,2999373756
2016-07-14,2978573661
2016-07-15,2912013356
2016-07-18,3140814405
2016-07-19,3140814405
2016-07-20,3236494844
2016-07-21,3224014787
2016-07-22,3203214691
2016-07-25,3211534729
2016-07-26,3248974901
2016-07-27,3257294939
2016-07-28,3240654863
2016-07-29,3219854767
2016-08-01,3148348956
2016-08-02,3032204330
2016-08-03,3073684553
2016-08-04,3077832576
2016-08-05,3115164777
2016-08-08,3090276643
2016-08-09,3073684553
2016-08-10,3127608844
2016-08-11,3227161380
2016-08-12,3252049514
2016-08-15,3289381715
2016-08-16,3231309402
2016-08-17,3198125224
2016-08-18,3231309402
2016-08-19,3289381715
2016-08-22,3264493581
2016-08-23,3326713916
2016-08-24,3289381715
2016-08-25,3335009961
2016-08-26,2982428062
2016-08-29,3003168174
2016-08-30,2953391906
2016-08-31,2945095861
2016-09-01,2907763660
2016-09-02,2945095861
2016-09-06,2940947839
2016-09-07,2916059705
2016-09-08,2882875526
2016-09-09,2820655191
2016-09-12,2804063101
2016-09-13,2799915079
2016-09-14,2804063101
2016-09-15,2824803213
2016-09-16,2808211124
2016-09-19,2895319593
2016-09-20,2874579481
2016-09-21,2916059705
2016-09-22,2932651794
2016-09-23,2924355749
2016-09-26,2866283436
2016-09-27,2845543325
2016-09-28,2849691347
2016-09-29,2816507168
2016-09-30,2862135414
2016-10-03,2882875526
2016-10-04,2812359146
2016-10-05,2820655191
2016-10-06,2766730900
2016-10-07,2766730900
2016-10-10,2783322990
2016-10-11,2700362543
2016-10-12,2708658588
2016-10-13,2642290230
2016-10-14,2633994185
2016-10-17,2563477806
2016-10-18,2575921873
2016-10-19,2592513962
2016-10-20,2604958029
2016-10-21,2592513962
2016-10-24,2609106051
2016-10-25,2567625828
2016-10-26,2567625828
2016-10-27,2488813404
2016-10-28,2480517359
2016-10-31,2464100000
2016-11-01,2414900000
2016-11-02,2144300000
2016-11-03,2136100000
2016-11-04,2123800000
2016-11-07,2177100000
2016-11-08,2144300000
2016-11-09,2205800000
2016-11-10,2242700000
2016-11-11,2287800000
2016-11-14,2357500000
2016-11-15,2320600000
2016-11-16,2365700000
2016-11-17,2406700000
2016-11-18,2406700000
2016-11-21,2406700000
2016-11-22,2472300000
2016-11-23,2673200000
2016-11-25,2648600000
2016-11-28,2578900000
2016-11-29,2509200000
2016-11-30,2529700000
2016-12-01,2525600000
2016-12-02,2488700000
2016-12-05,2513300000
2016-12-06,2550200000
2016-12-07,2660900000
2016-12-08,2660900000
2016-12-09,2669100000
2016-12-12,2710100000
2016-12-13,2706000000
2016-12-14,2591200000
2016-12-15,2599400000
2016-12-16,2607600000
2016-12-19,2656800000
2016-12-20,2677300000
2016-12-21,2706000000
2016-12-22,2570700000
2016-12-23,2603500000
2016-12-27,2660900000
2016-12-28,2591200000
2016-12-29,2599400000
2016-12-30,2591200000
2017-01-03,2599400000
2017-01-04,2656800000
2017-01-05,2562500000
2017-01-06,2513300000
2017-01-09,2509200000
2017-01-10,2525600000
2017-01-11,2521500000
2017-01-12,2533800000
2017-01-13,2328800000
2017-01-17,2394400000
2017-01-18,2406700000
2017-01-19,2390300000
2017-01-20,2419000000
2017-01-23,2451800000
2017-01-24,2447700000
2017-01-25,2476400000
2017-01-26,2484600000
2017-01-27,2492800000
2017-01-30,2453880000
2017-01-31,2482272000
2017-02-01,2466048000
2017-02-02,2474160000
2017-02-03,2510664000
2017-02-06,2502552000
2017-02-07,2498496000
2017-02-08,2514720000
2017-02-09,2575560000
2017-02-10,2603952000
2017-02-13,2571504000
2017-02-14,2612064000
2017-02-15,2616120000
2017-02-16,2579616000
2017-02-17,2591784000
2017-02-21,2660736000
2017-02-22,2664792000
2017-02-23,2591784000
2017-02-24,2664792000
2017-02-27,2689128000
2017-02-28,2478216000
2017-03-01,2482272000
2017-03-02,2535000000
2017-03-03,2563392000
2017-03-06,2526888000
2017-03-07,2502552000
2017-03-08,2535000000
2017-03-09,2535000000
2017-03-10,2555280000
2017-03-13,2453880000
2017-03-14,2490384000
2017-03-15,2502552000
2017-03-16,2461992000
2017-03-17,2498496000
2017-03-20,2421432000
2017-03-21,2433600000
2017-03-22,2441712000
2017-03-23,2429544000
2017-03-24,2101008000
2017-03-27,2113176000
2017-03-28,2202408000
2017-03-29,2226744000
2017-03-30,2279472000
2017-03-31,2287584000
2017-04-03,2230800000
2017-04-04,2230800000
2017-04-05,2206464000
2017-04-06,2214576000
2017-04-07,2198352000
2017-04-10,2218632000
2017-04-11,2242968000
2017-04-12,2238912000
2017-04-13,2271360000
2017-04-17,2320032000
2017-04-18,2315976000
2017-04-19,2311920000
2017-04-20,2352480000
2017-04-21,2352480000
2017-04-24,2356536000
2017-04-25,2372760000
2017-04-26,2397096000
2017-04-27,2344368000
2017-04-28,2299752000
2017-05-01,2311950740
2017-05-02,2376847602
2017-05-03,2429576304
2017-05-04,2389015764
2017-05-05,2433632358
2017-05-08,2474192897
2017-05-09,2482305005
2017-05-10,2530977652
2017-05-11,2470136843
2017-05-12,2437688411
2017-05-15,2470136843
2017-05-16,2482305005
2017-05-17,2417408142
2017-05-18,2413352088
2017-05-19,2457968681
2017-05-22,2437688411
2017-05-23,2299782578
2017-05-24,2303838632
2017-05-25,2397127872
2017-05-26,2255165985
2017-05-30,2287614416
2017-05-31,2247053877
2017-06-01,2311950740
2017-06-02,2299782578
2017-06-05,2279502308
2017-06-06,2222717553
2017-06-07,2234885715
2017-06-08,2165932798
2017-06-09,2230829661
2017-06-12,2202437283
2017-06-13,2230829661
2017-06-14,2194325176
2017-06-15,2153764636
2017-06-16,2088867773
2017-06-19,2109148043
2017-06-20,2092923827
2017-06-21,2076699612
2017-06-22,2084811720
2017-06-23,2092923827
2017-06-26,2141596475
2017-06-27,2169988852
2017-06-28,2182157014
2017-06-29,2190269122
2017-06-30,2190269122
2017-07-03,2190269122
2017-07-05,2182157014
2017-07-06,2141596475
2017-07-07,2121316205
2017-07-10,2117260151
2017-07-11,2125372259
2017-07-12,2129428313
2017-07-13,2145652528
2017-07-14,2133484367
2017-07-17,2157820690
2017-07-18,2137540421
2017-07-19,2165932798
2017-07-20,2141596475
2017-07-21,2109148043
2017-07-24,2109148043
2017-07-25,2157820690
2017-07-26,2133484367
2017-07-27,2202437283
2017-07-28,2182157014
2017-07-31,2200520000
2017-08-01,2168040000
2017-08-02,2172100000
2017-08-03,2200520000
2017-08-04,2224880000
2017-08-07,2249240000
2017-08-08,2228940000
2017-08-09,2241120000
2017-08-10,2180220000
2017-08-11,2208640000
2017-08-14,2216760000
2017-08-15,2123380000
2017-08-16,2172100000
2017-08-17,2143680000
2017-08-18,2155860000
2017-08-21,2131500000
2017-08-22,2196460000
2017-08-23,2180220000
2017-08-24,2212700000
2017-08-25,1969099999
2017-08-28,1944740000
2017-08-29,1904140000
2017-08-30,1908200000
2017-08-31,1879780000
2017-09-01,1896020000
2017-09-05,1924440000
2017-09-06,1965040000
2017-09-07,1912260000
2017-09-08,1944740000
2017-09-11,1948800000
2017-09-12,1981280000
2017-09-13,2034060000
2017-09-14,2038119999
2017-09-15,2058420000
2017-09-18,2046240000
2017-09-19,2050300000
2017-09-20,2042180000
2017-09-21,2017820000
2017-09-22,2030000000
2017-09-25,2074660000
2017-09-26,2094960000
2017-09-27,2115260000
2017-09-28,2111200000
2017-09-29,2099020000
2017-10-02,2078720000
2017-10-03,2050300000
2017-10-04,2054359999
2017-10-05,2082780000
2017-10-06,2034060000
2017-10-09,2046240000
2017-10-10,2054359999
2017-10-11,1989400000
2017-10-12,1981280000
2017-10-13,2001580000
2017-10-16,1969099999
2017-10-17,1997520000
2017-10-18,2034060000
2017-10-19,2034060000
2017-10-20,2042180000
2017-10-23,2058420000
2017-10-24,2025940000
2017-10-25,1989400000
2017-10-26,1981280000
2017-10-27,1965040000
2017-10-30,1906016000
2017-10-31,1897888000
2017-11-01,1889760000
2017-11-02,1881632000
2017-11-03,1840992000
2017-11-06,1812544000
2017-11-07,1739392000
2017-11-08,1747520000
2017-11-09,1784095999
2017-11-10,1670304000
2017-11-13,1645920000
2017-11-14,1645920000
2017-11-15,1625600000
2017-11-16,1645920000
2017-11-17,1658112000
2017-11-20,1670304000
2017-11-21,1698752000
2017-11-22,1763776000
2017-11-24,1771904000
2017-11-27,1845056000
2017-11-28,1934464000
2017-11-29,1983232000
2017-11-30,1906016000
2017-12-01,1906016000
2017-12-04,1971039999
2017-12-05,1958848000
2017-12-06,1930400000
2017-12-07,1893824000
2017-12-08,1950720000
2017-12-11,1938527999
2017-12-12,1942592000
2017-12-13,1897888000
2017-12-14,1869439999
2017-12-15,1865376000
2017-12-18,1897888000
2017-12-19,1869439999
2017-12-20,1853183999
2017-12-21,1873504000
2017-12-22,1857248000
2017-12-26,1881632000
2017-12-27,1853183999
2017-12-28,1845056000
2017-12-29,1824736000
2018-01-02,1857248000
2018-01-03,1849120000
2018-01-04,1861312000
2018-01-05,1897888000
2018-01-08,1954783999
2018-01-09,1987295999
2018-01-10,1999488000
2018-01-11,2027936000
2018-01-12,1804416000
2018-01-16,1743456000
2018-01-17,1780032000
2018-01-18,1816608000
2018-01-19,1840992000
2018-01-22,1784095999
2018-01-23,1767839999
2018-01-24,1727200000
2018-01-25,1710944000
2018-01-26,1731264000
2018-01-29,1743456000
2018-01-30,1735327999
2018-01-31,1706880000
2018-02-01,1694688000
2018-02-02,1649983999
2018-02-05,1592152000
2018-02-06,1645088000
2018-02-07,1677664000
2018-02-08,1612512000
2018-02-09,1645088000
2018-02-12,1608440000
2018-02-13,1588080000
2018-02-14,1653231999
2018-02-15,1669519999
2018-02-16,1669519999
2018-02-20,1616584000
2018-02-21,1596224000
2018-02-22,1592152000
2018-02-23,1624728000
2018-02-26,1636943999
2018-02-27,1584008000
2018-02-28,1596224000
2018-03-01,1624728000
2018-03-02,1620656000
2018-03-05,1632872000
2018-03-06,1632872000
2018-03-07,1624728000
2018-03-08,1592152000
2018-03-09,1612512000
2018-03-12,1584008000
2018-03-13,1588080000
2018-03-14,1575864000
2018-03-15,1559576000
2018-03-16,1571792000
2018-03-19,1506640000
2018-03-20,1474064000
2018-03-21,1429272000
2018-03-22,1408912000
2018-03-23,1376336000
2018-03-26,1429272000
2018-03-27,1412984000
2018-03-28,1441488000
2018-03-29,1286752000
2018-04-02,1307112000
2018-04-03,1323400000
2018-04-04,1360048000
2018-04-05,1380408000
2018-04-06,1368192000
2018-04-09,1372264000
2018-04-10,1392624000
2018-04-11,1408912000
2018-04-12,1388552000
2018-04-13,1384480000
2018-04-16,1404840000
2018-04-17,1421128000
2018-04-18,1392624000
2018-04-19,1376336000
2018-04-20,1311184000
2018-04-23,1343760000
2018-04-24,1364120000
2018-04-25,1372264000
2018-04-26,1392624000
2018-04-27,1412984000
2018-04-30,1388552000
2018-05-01,1408912000
2018-05-02,1368192000
2018-05-03,1307112000
2018-05-04,1323400000
2018-05-07,1314420512
2018-05-08,1306256409
2018-05-09,1318502563
2018-05-10,1330748717
2018-05-11,1298092307
2018-05-14,1355241024
2018-05-15,1379733332
2018-05-16,1383815383
2018-05-17,1391979486
2018-05-18,1273599999
2018-05-21,1306256409
2018-05-22,1294010255
2018-05-23,1298092307
2018-05-24,1302174358
2018-05-25,1294010255
2018-05-29,1330748717
2018-05-30,1371569230
2018-05-31,1347076922
2018-06-01,1400143589
2018-06-04,1453210255
2018-06-05,1489948717
2018-06-06,1473620512
2018-06-07,1477702563
2018-06-08,1481784614
2018-06-11,1457292306
2018-06-12,1432799999
2018-06-13,1359323076
2018-06-14,1310338460
2018-06-15,1424635896
2018-06-18,1551179486
2018-06-19,1608328204
2018-06-20,1604246153
2018-06-21,1583835896
2018-06-22,1583835896
2018-06-25,1543015383
2018-06-26,1526687178
2018-06-27,1489948717
2018-06-28,1518523076
2018-06-29,1485866665
2018-07-02,1445046153
2018-07-03,1432799999
2018-07-05,1494030768
2018-07-06,1547097435
2018-07-09,1579753845
2018-07-10,1518523076
2018-07-11,1502194871
2018-07-12,1538933332
2018-07-13,1559343588
2018-07-16,1555261537
2018-07-17,1489948717
2018-07-18,1489948717
2018-07-19,1522605127
2018-07-20,1538933332
2018-07-23,1518523076
2018-07-24,1510358973
2018-07-25,1481784614
2018-07-26,1510358973
2018-07-27,1514441024
2018-07-30,1502194871
2018-07-31,1469538460
2018-08-01,1502194871
2018-08-02,1494030768
2018-08-03,1514441024
2018-08-06,1520699997
2018-08-07,1545227417
2018-08-08,1557491126
2018-08-09,1553403223
2018-08-10,1565666933
2018-08-13,1553403223
2018-08-14,1586106449
2018-08-15,1577930642
2018-08-16,1557491126
2018-08-17,1565666933
2018-08-20,1618809675
2018-08-21,1684216126
2018-08-22,1737358868
2018-08-23,1712831449
2018-08-24,1692391933
2018-08-27,1504348384
2018-08-28,1434854030
2018-08-29,1443029836
2018-08-30,1389887094
2018-08-31,1357183869
2018-09-04,1434854030
2018-09-05,1663776610
2018-09-06,1651512900
2018-09-07,1647424997
2018-09-10,1635161288
2018-09-11,1651512900
2018-09-12,1704655642
2018-09-13,1741446771
2018-09-14,1716919352
2018-09-17,1696479836
2018-09-18,1688304029
2018-09-19,1696479836
2018-09-20,1684216126
2018-09-21,1688304029
2018-09-24,1586106449
2018-09-25,1639249191
2018-09-26,1594282255
2018-09-27,1590194352
2018-09-28,1561579030
2018-10-01,1561579030
2018-10-02,1520699997
2018-10-03,1524787901
2018-10-04,1516612094
2018-10-05,1500260481
2018-10-08,1532963707
2018-10-09,1508436288
2018-10-10,1516612094
2018-10-11,1500260481
2018-10-12,1512524191
2018-10-15,1520699997
2018-10-16,1561579030
2018-10-17,1565666933
2018-10-18,1541139513
2018-10-19,1504348384
2018-10-22,1545227417
2018-10-23,1561579030
2018-10-24,1541139513
2018-10-25,1475733062
2018-10-26,1402150804
2018-10-29,1483908868
2018-10-30,1500260481
2018-10-31,1492084675
2018-11-01,1569754836
2018-11-02,1594282255
2018-11-05,1531368821
2018-11-06,1527285171
2018-11-07,1523201520
2018-11-08,1519117870
2018-11-09,1494615969
2018-11-12,1417026615
2018-11-13,1417026615
2018-11-14,1323102661
2018-11-15,1339437262
2018-11-16,1306768060
2018-11-19,1331269961
2018-11-20,1253680608
2018-11-21,1400692015
2018-11-23,1380273764
2018-11-26,1490532319
2018-11-27,1502783269
2018-11-28,1531368821
2018-11-29,1494615969
2018-11-30,1396608364
2018-12-03,1417026615
2018-12-04,1380273764
2018-12-06,1384357414
2018-12-07,1396608364
2018-12-10,1351688212
2018-12-11,1323102661
2018-12-12,1351688212
2018-12-13,1306768060
2018-12-14,1302684410
2018-12-17,1290433460
2018-12-18,1298600760
2018-12-19,1286349809
2018-12-20,1270015209
2018-12-21,1221011406
2018-12-24,1192425855
2018-12-26,1265931558
2018-12-27,1245513307
2018-12-28,1253680608
2018-12-31,1290433460
2019-01-02,1335353612
2019-01-03,1323102661
2019-01-04,1555870722
2019-01-07,1580372623
2019-01-08,1613041825
2019-01-09,1633460076
2019-01-10,1629376425
2019-01-11,1617125475
2019-01-14,1596707224
2019-01-15,1584456273
2019-01-16,1600790874
2019-01-17,1608958174
2019-01-18,1625292775
2019-01-22,1559954372
2019-01-23,1580372623
2019-01-24,1613041825
2019-01-25,1625292775
2019-01-28,1584456273
2019-01-29,1151589353
2019-01-30,1143422053
2019-01-31,1159756653
2019-02-01,1147505703
2019-02-04,1164400000
2019-02-05,1209500000
2019-02-06,1180800000
2019-02-07,1176700000
2019-02-08,1164400000
2019-02-11,1160300000
2019-02-12,1184900000
2019-02-13,1176700000
2019-02-14,1160300000
2019-02-15,1172600000
2019-02-19,1148000000
2019-02-20,1148000000
2019-02-21,1131600000
2019-02-22,1164400000
2019-02-25,1184900000
2019-02-26,1193100000
2019-02-27,1197200000
2019-02-28,1201300000
2019-03-01,1205400000
2019-03-04,1184900000
2019-03-05,1189000000
2019-03-06,1184900000
2019-03-07,1189000000
2019-03-08,1123400000
2019-03-11,1156200000
2019-03-12,1176700000
2019-03-13,1189000000
2019-03-14,1123400000
2019-03-15,1135700000
2019-03-18,1135700000
2019-03-19,1123400000
2019-03-20,1078300000
2019-03-21,1082400000
2019-03-22,1070100000
2019-03-25,1041400000
2019-03-26,1061900000
2019-03-27,1053699999
2019-03-28,1045499999
2019-03-29,1041400000
2019-04-01,1061900000
2019-04-02,1037299999
2019-04-03,988100000
2019-04-04,1029099999
2019-04-05,1012700000
2019-04-08,1020900000
2019-04-09,1008600000
2019-04-10,1020900000
2019-04-11,1000400000
2019-04-12,955300000
2019-04-15,918400000
2019-04-16,930700000
2019-04-17,918400000
2019-04-18,897900000
2019-04-22,885600000
2019-04-23,910200000
2019-04-24,922500000
2019-04-25,918400000
2019-04-26,910200000
2019-04-29,897900000
2019-04-30,885600000
2019-05-01,873300000
2019-05-02,897900000
2019-05-03,918400000
2019-05-06,883145892
2019-05-07,875153621
2019-05-08,867161351
2019-05-09,851176810
2019-05-10,847180675
2019-05-13,827199998
2019-05-14,851176810
2019-05-15,867161351
2019-05-16,867161351
2019-05-17,859169080
2019-05-20,807219322
2019-05-21,811215457
2019-05-22,791234781
2019-05-23,771254105
2019-05-24,783242510
2019-05-28,775250240
2019-05-29,755269564
2019-05-30,759265699
2019-05-31,759265699
2019-06-03,747277293
2019-06-04,783242510
2019-06-05,503513042
2019-06-06,511505313
2019-06-07,499516907
2019-06-10,543474395
2019-06-11,571447342
2019-06-12,551466665
2019-06-13,571447342
2019-06-14,563455071
2019-06-17,571447342
2019-06-18,571447342
2019-06-19,563455071
2019-06-20,551466665
2019-06-21,543474395
2019-06-24,535482124
2019-06-25,543474395
2019-06-26,547470530
2019-06-27,555462801
2019-06-28,547470530
2019-07-01,535482124
2019-07-02,539478260
2019-07-03,531485989
2019-07-05,551466665
2019-07-08,543474395
2019-07-09,531485989
2019-07-10,519497583
2019-07-11,483532366
2019-07-12,491524636
2019-07-15,475540095
2019-07-16,463551690
2019-07-17,439574878
2019-07-18,419594202
2019-07-19,431582608
2019-07-22,411601931
2019-07-23,407605796
2019-07-24,407605796
2019-07-25,397615458
2019-07-26,399613526
2019-07-29,411601931
2019-07-30,403609661
2019-07-31,399613526
2019-08-01,383628984
2019-08-02,377634782
2019-08-05,304591000
2019-08-06,312801000
2019-08-07,312801000
2019-08-08,319369000
2019-08-09,294739000
2019-08-12,288171000
2019-08-13,284887000
2019-08-14,272572000
2019-08-15,263541000
2019-08-16,272572000
2019-08-19,277498000
2019-08-20,280782000
2019-08-21,290634000
2019-08-22,317727000
2019-08-23,299665000
2019-08-26,313622000
2019-08-27,303770000
2019-08-28,318548000
2019-08-29,348104000
2019-08-30,325937000
2019-09-03,312801000
2019-09-04,326758000
2019-09-05,348104000
2019-09-06,354672000
2019-09-09,390796000
2019-09-10,417068000
2019-09-11,377660000
2019-09-12,377660000
2019-09-13,361240000
2019-09-16,357956000
2019-09-17,354672000
2019-09-18,377660000
2019-09-19,364524000
2019-09-20,387512000
2019-09-23,410500000
2019-09-24,410500000
2019-09-25,426920000
2019-09-26,433488000
2019-09-27,440056000
2019-09-30,453191999
2019-10-01,459760000
2019-10-02,436772000
2019-10-03,446624000
2019-10-04,456475999
2019-10-07,449908000
2019-10-08,430204000
2019-10-09,410500000
2019-10-10,413784000
2019-10-11,440056000
2019-10-14,459760000
2019-10-15,459760000
2019-10-16,482748000
2019-10-17,495884000
2019-10-18,489316000
2019-10-21,486032000
2019-10-22,525440000
2019-10-23,528724000
2019-10-24,528724000
2019-10-25,522156000
2019-10-28,509020000
2019-10-29,476180000
2019-10-30,469612000
2019-10-31,446624000
2019-11-01,479464000
2019-11-04,978520671
2019-11-05,991925064
2019-11-06,1018733849
2019-11-07,1045542635
2019-11-08,1018733849
2019-11-11,1012031653
2019-11-12,991925064
2019-11-13,998627260
2019-11-14,1005329457
2019-11-15,985222867
2019-11-18,945009689
2019-11-19,924903100
2019-11-20,918200904
2019-11-21,924903100
2019-11-22,951711885
2019-11-25,1012031653
2019-11-26,1025436046
2019-11-27,1065649224
2019-11-29,1065649224
2019-12-02,1032138242
2019-12-03,1025436046
2019-12-04,1079053617
2019-12-05,1072351420
2019-12-06,1119266795
2019-12-09,1058947028
2019-12-10,1092458009
2019-12-11,924903100
2019-12-12,938307493
2019-12-13,911498707
2019-12-16,924903100
2019-12-17,1018733849
2019-12-18,1032138242
2019-12-19,1018733849
2019-12-20,1005329457
2019-12-23,938307493
2019-12-24,911498707
2019-12-26,904796511
2019-12-27,991925064
2019-12-30,1025436046
2019-12-31,1018733849
2020-01-02,1058947028
2020-01-03,985222867
2020-01-06,978520671
2020-01-07,924903100
2020-01-08,958414082
2020-01-09,931605296
2020-01-10,911498707
2020-01-13,911498707
2020-01-14,790859172
2020-01-15,770752583
2020-01-16,777454780
2020-01-17,797561369
2020-01-21,770752583
2020-01-22,764050387
2020-01-23,777454780
2020-01-24,723837209
2020-01-27,717135012
2020-01-28,703730619
2020-01-29,690326227
2020-01-30,658490794
2020-01-31,643410852
2020-02-03,254744140
2020-02-04,263128125
2020-02-05,270867187
2020-02-06,265707812
2020-02-07,245715234
2020-02-10,254099218
2020-02-11,257968750
2020-02-12,270867187
2020-02-13,265707812
2020-02-14,257968750
2020-02-18,260548437
2020-02-19,268287500
2020-02-20,265707812
2020-02-21,260548437
2020-02-24,238621093
2020-02-25,229592187
2020-02-26,218628515
2020-02-27,223787890
2020-02-28,232171875
2020-03-02,247005078
2020-03-03,234106640
2020-03-04,243135546
2020-03-05,255389062
2020-03-06,252809375
2020-03-09,238621093
2020-03-10,273446875
2020-03-11,265707812
2020-03-12,256678906
2020-03-13,296664062
2020-03-16,281185937
2020-03-17,273446875
2020-03-18,243135546
2020-03-19,270867187
2020-03-20,242490625
2020-03-23,245715234
2020-03-24,268287500
2020-03-25,268287500
2020-03-26,283765625
2020-03-27,273446875
2020-03-30,235396484
2020-03-31,225722656
2020-04-01,209599609
2020-04-02,183802734
2020-04-03,180578125
2020-04-06,199280859
2020-04-07,210889453
2020-04-08,219918359
2020-04-09,250874609
2020-04-13,306982812
2020-04-14,384373437
2020-04-15,340518750
2020-04-16,325040625
2020-04-17,314721875
2020-04-20,361156250
2020-04-21,309562500
2020-04-22,314721875
2020-04-23,304403125
2020-04-24,306982812
2020-04-27,376634375
2020-04-28,363735937
2020-04-29,389532812
2020-04-30,368895312
2020-05-01,389532812
2020-05-04,355719297
2020-05-05,350526314
2020-05-06,319368420
2020-05-07,316771928
2020-05-08,324561402
2020-05-11,308982455
2020-05-12,295999999
2020-05-13,272631578
2020-05-14,267438595
2020-05-15,275228069
2020-05-18,298596490
2020-05-19,288210525
2020-05-20,288210525
2020-05-21,288210525
2020-05-22,272631578
2020-05-26,288210525
2020-05-27,303789472
2020-05-28,280421051
2020-05-29,262245613
2020-06-01,267438595
2020-06-02,272631578
2020-06-03,288210525
2020-06-04,290807016
2020-06-05,267438595
2020-06-08,324561402
2020-06-09,321964911
2020-06-10,329754384
2020-06-11,283017542
2020-06-12,306385963
2020-06-15,303789472
2020-06-16,301192981
2020-06-17,308982455
2020-06-18,321964911
2020-06-19,316771928
2020-06-22,316771928
2020-06-23,314175437
2020-06-24,285614034
2020-06-25,290807016
2020-06-26,283017542
2020-06-29,285614034
2020-06-30,283017542
2020-07-01,288210525
2020-07-02,277824560
2020-07-06,275228069
2020-07-07,264842104
2020-07-08,277824560
2020-07-09,272631578
2020-07-10,283017542
2020-07-13,277824560
2020-07-14,264842104
2020-07-15,272631578
2020-07-16,270035086
2020-07-17,257052630
2020-07-20,249912279
2020-07-21,259649122
2020-07-22,267438595
2020-07-23,267438595
2020-07-24,262245613
2020-07-27,259649122
2020-07-28,255754385
2020-07-29,262245613
2020-07-30,264842104
2020-07-31,259649122
2020-08-03,269682757
2020-08-04,287834481
2020-08-05,300799999
2020-08-06,287834481
2020-08-07,269682757
2020-08-10,280055171
2020-08-11,282648274
2020-08-12,293020688
2020-08-13,300799999
2020-08-14,308579309
2020-08-17,300799999
2020-08-18,311172412
2020-08-19,305986205
2020-08-20,298206895
2020-08-21,326731033
2020-08-24,316358619
2020-08-25,324137930
2020-08-26,331917240
2020-08-27,339696550
2020-08-28,350068964
2020-08-31,433048274
2020-09-01,495282757
2020-09-02,500468963
2020-09-03,508248274
2020-09-04,495282757
2020-09-08,500468963
2020-09-09,477131032
2020-09-10,404524136
2020-09-11,394151722
2020-09-14,448606895
2020-09-15,458979308
2020-09-16,562703446
2020-09-17,596413791
2020-09-18,614565515
2020-09-21,567889653
2020-09-22,684579308
2020-09-23,650868963
2020-09-24,593820687
2020-09-25,650868963
2020-09-28,653462066
2020-09-29,671613790
2020-09-30,661241377
2020-10-01,632717239
2020-10-02,609379308
2020-10-05,614565515
2020-10-06,591227584
2020-10-07,606786204
2020-10-08,873875859
2020-10-09,780524135
2020-10-12,764965514
2020-10-13,770151721
2020-10-14,793489652
2020-10-15,897213790
2020-10-16,863503445
2020-10-19,902399997
2020-10-20,899806893
2020-10-21,915365514
2020-10-22,967227583
2020-10-23,972413790
2020-10-26,871282755
2020-10-27,822013790
2020-10-28,767558618
2020-10-29,759779307
2020-10-30,679393101
2020-11-02,729528000
2020-11-03,783768000
2020-11-04,740376000
2020-11-05,775632000
2020-11-06,805464000
2020-11-09,778344000
2020-11-10,753936000
2020-11-11,797328000
2020-11-12,753936000
2020-11-13,745800000
2020-11-16,819024000
2020-11-17,789192000
2020-11-18,783768000
2020-11-19,846144000
2020-11-20,862416000
2020-11-23,943776000
2020-11-24,927504000
2020-11-25,1000728000
2020-11-27,1090224000
