,GRMN
2014-11-05,10637503200
2014-11-06,10511230680
2014-11-07,10465313400
2014-11-10,10633676760
2014-11-11,10677680820
2014-11-12,10725511320
2014-11-13,10700639460
2014-11-14,10704465900
2014-11-17,10677680820
2014-11-18,10836478080
2014-11-19,11324349180
2014-11-20,11238254280
2014-11-21,11274605460
2014-11-24,11408530860
2014-11-25,10893874680
2014-11-26,10918746540
2014-11-28,10962750600
2014-12-01,10759949280
2014-12-02,10790560800
2014-12-03,10878568920
2014-12-04,10754209620
2014-12-05,10704465900
2014-12-08,10639416420
2014-12-09,10723598100
2014-12-10,10511230680
2014-12-11,10193636160
2014-12-12,10021446360
2014-12-15,10000400940
2014-12-16,9994661280
2014-12-17,10212768360
2014-12-18,10402177140
2014-12-19,10197462600
2014-12-22,10166851080
2014-12-23,10208941920
2014-12-24,10304602920
2014-12-26,10295036820
2014-12-29,10309125120
2014-12-30,10195985540
2014-12-31,10130786460
2015-01-02,10082845960
2015-01-05,9804791060
2015-01-06,9685898620
2015-01-07,9866154900
2015-01-08,9866154900
2015-01-09,9864237280
2015-01-12,9866154900
2015-01-13,9883413480
2015-01-14,9933271600
2015-01-15,9745344840
2015-01-16,10130786460
2015-01-20,10090516440
2015-01-21,10086681200
2015-01-22,10190232680
2015-01-23,10165303620
2015-01-26,10412676600
2015-01-27,10136539320
2015-01-28,9971624000
2015-01-29,10067505000
2015-01-30,10040658320
2015-02-02,10086681200
2015-02-03,10288031300
2015-02-04,10207491260
2015-02-05,10247761280
2015-02-06,10243926040
2015-02-09,10318713220
2015-02-10,10376241820
2015-02-11,10414594220
2015-02-12,10721413420
2015-02-13,10725248660
2015-02-17,10893999220
2015-02-18,9724251020
2015-02-19,9726168640
2015-02-20,9476878040
2015-02-23,9473042800
2015-02-24,9511395200
2015-02-25,9482630900
2015-02-26,9478795660
2015-02-27,9517148060
2015-03-02,9674392900
2015-03-03,9530571400
2015-03-04,9457701840
2015-03-05,9724251020
2015-03-06,9519065680
2015-03-09,9473042800
2015-03-10,9492219000
2015-03-11,9496054240
2015-03-12,9333056540
2015-03-13,9204576000
2015-03-16,9346479880
2015-03-17,9296621760
2015-03-18,9342644640
2015-03-19,9231422680
2015-03-20,9490301380
2015-03-23,9473042800
2015-03-24,9409761340
2015-03-25,9208411240
2015-03-26,9102942140
2015-03-27,9139376920
2015-03-30,9197691130
2015-03-31,9081119520
2015-04-01,8995124070
2015-04-02,8884285490
2015-04-06,8926327710
2015-04-07,8767713880
2015-04-08,8853709330
2015-04-09,8903395590
2015-04-10,8916772660
2015-04-13,8943526800
2015-04-14,8954992860
2015-04-15,9102140630
2015-04-16,9098318610
2015-04-17,8918683670
2015-04-20,9090674570
2015-04-21,9090674570
2015-04-22,8972191950
2015-04-23,9008501140
2015-04-24,8826955190
2015-04-27,8872819430
2015-04-28,9075386490
2015-04-29,8702739540
2015-04-30,8635854190
2015-05-01,8763891860
2015-05-04,8733315700
2015-05-05,8654964290
2015-05-06,8656875300
2015-05-07,8677896410
2015-05-08,8779179940
2015-05-11,8928238720
2015-05-12,8779179940
2015-05-13,8813578120
2015-05-14,8823133170
2015-05-15,8828866200
2015-05-18,8813578120
2015-05-19,8802112060
2015-05-20,8800201050
2015-05-21,8779179940
2015-05-22,8781090950
2015-05-26,8632032170
2015-05-27,8687451460
2015-05-28,8832688220
2015-05-29,8691273480
2015-06-01,8689362470
2015-06-02,8710383580
2015-06-03,8798290040
2015-06-04,8695095500
2015-06-05,8718027620
2015-06-08,8689362470
2015-06-09,8737137720
2015-06-10,8872819430
2015-06-11,8796379030
2015-06-12,8559413790
2015-06-15,8448575210
2015-06-16,8649231260
2015-06-17,8641587220
2015-06-18,8897662560
2015-06-19,8953081850
2015-06-22,8985569020
2015-06-23,9027611240
2015-06-24,8800201050
2015-06-25,8739048730
2015-06-26,8708472570
2015-06-29,8371241159
2015-06-30,8361724060
2015-07-01,8376951420
2015-07-02,8392178780
2015-07-06,8241808599
2015-07-07,8312235140
2015-07-08,8257035960
2015-07-09,8291297520
2015-07-10,8407406140
2015-07-13,8826158540
2015-07-14,8831868800
2015-07-15,8831868800
2015-07-16,8203740200
2015-07-17,8163768380
2015-07-20,8091438420
2015-07-21,8121893140
2015-07-22,8152347860
2015-07-23,8169478640
2015-07-24,8085728159
2015-07-27,8015301620
2015-07-28,8144734180
2015-07-29,8125699980
2015-07-30,8030528980
2015-07-31,7977233219
2015-08-03,7889675900
2015-08-04,7805925420
2015-08-05,7885869060
2015-08-06,7748822820
2015-08-07,7731692039
2015-08-10,7819249360
2015-08-11,7659362080
2015-08-12,7678396280
2015-08-13,7604162900
2015-08-14,7594645800
2015-08-17,7693623640
2015-08-18,7668879180
2015-08-19,7587032120
2015-08-20,7423338000
2015-08-21,7282484920
2015-08-24,7044557420
2015-08-25,6985551400
2015-08-26,7179700240
2015-08-27,7263450719
2015-08-28,7231092580
2015-08-31,7158762620
2015-09-01,7006489020
2015-09-02,7084529240
2015-09-03,7092142920
2015-09-04,6947483000
2015-09-08,7170183140
2015-09-09,6981744560
2015-09-10,6920835120
2015-09-11,6831374380
2015-09-14,6816147020
2015-09-15,6878959880
2015-09-16,6987454820
2015-09-17,6960806940
2015-09-18,6896090659
2015-09-21,6955096680
2015-09-22,6833277800
2015-09-23,6779982039
2015-09-24,6781885460
2015-09-25,6747623900
2015-09-28,6665957200
2015-09-29,6662170800
2015-09-30,6792801600
2015-10-01,6698141600
2015-10-02,6787122000
2015-10-05,6936684800
2015-10-06,6912073200
2015-10-07,6985908000
2015-10-08,7001053599
2015-10-09,7018092400
2015-10-12,6995374000
2015-10-13,6970762400
2015-10-14,6997267200
2015-10-15,6111249600
2015-10-16,6453918800
2015-10-19,6442559600
2015-10-20,6383870400
2015-10-21,6455812000
2015-10-22,6637559200
2015-10-23,6701928000
2015-10-26,6671636800
2015-10-27,6586442800
2015-10-28,6650811600
2015-10-29,6701928000
2015-10-30,6715180400
2015-11-02,6802267600
2015-11-03,6802267600
2015-11-04,6932898399
2015-11-05,7042704000
2015-11-06,7088140800
2015-11-09,7063529200
2015-11-10,7211198800
2015-11-11,7124111600
2015-11-12,6868529600
2015-11-13,6700034800
2015-11-16,6804160800
2015-11-17,6754937600
2015-11-18,7006733200
2015-11-19,7004840000
2015-11-20,7082461199
2015-11-23,7063529200
2015-11-24,7245276400
2015-11-25,7182800800
2015-11-27,7095713599
2015-11-30,7165762000
2015-12-01,7169548399
2015-12-02,7095713599
2015-12-03,7037024400
2015-12-04,7126004800
2015-12-07,7158189200
2015-12-08,7126004800
2015-12-09,7074888399
2015-12-10,7027558399
2015-12-11,6711394000
2015-12-14,6588335999
2015-12-15,6722753200
2015-12-16,6898820800
2015-12-17,6724646400
2015-12-18,6675423200
2015-12-21,6730325999
2015-12-22,6864743200
2015-12-23,6982121600
2015-12-24,7001053599
2015-12-28,7005704090
2015-12-29,7060658220
2015-12-30,7070133070
2015-12-31,7043603490
2016-01-04,6973489599
2016-01-05,7000019180
2016-01-06,6808627210
2016-01-07,6613445300
2016-01-08,6357624349
2016-01-11,6291300400
2016-01-12,6281825550
2016-01-13,6151072620
2016-01-14,6285615490
2016-01-15,6162442440
2016-01-19,6118858130
2016-01-20,6130227950
2016-01-21,6278035610
2016-01-22,6412578480
2016-01-25,6291300400
2016-01-26,6412578480
2016-01-27,6395523750
2016-01-28,6420158360
2016-01-29,6666504460
2016-02-01,6649449730
2016-02-02,6467532610
2016-02-03,6484587340
2016-02-04,6658924580
2016-02-05,6573650930
2016-02-08,6509221950
2016-02-09,6433423150
2016-02-10,6531961590
2016-02-11,6412578480
2016-02-12,6511116920
2016-02-16,6675979309
2016-02-17,7780746820
2016-02-18,7725792690
2016-02-19,7574195090
2016-02-22,7765587059
2016-02-23,7720107780
2016-02-24,7693578200
2016-02-25,7638624070
2016-02-26,7655678800
2016-02-29,7676523470
2016-03-01,7852755680
2016-03-02,7754217240
2016-03-03,7758007180
2016-03-04,7720107780
2016-03-07,7668943590
2016-03-08,7460496889
2016-03-09,7441547190
2016-03-10,7547665510
2016-03-11,7526820840
2016-03-14,7441547190
2016-03-15,7394172940
2016-03-16,7456706950
2016-03-17,7502186230
2016-03-18,7509766110
2016-03-21,7562825269
2016-03-22,7574195090
2016-03-23,7452917010
2016-03-24,7384698090
2016-03-28,7385677200
2016-03-29,7459345080
2016-03-30,7529235120
2016-03-31,7548124320
2016-04-01,7497123480
2016-04-04,7557568920
2016-04-05,7565124599
2016-04-06,7559457840
2016-04-07,7474456440
2016-04-08,7485789960
2016-04-11,7544346480
2016-04-12,7635014640
2016-04-13,7993909440
2016-04-14,7950464280
2016-04-15,7976909159
2016-04-18,7984464840
2016-04-19,8046799200
2016-04-20,8101577880
2016-04-21,7978798080
2016-04-22,8067577320
2016-04-25,7948575360
2016-04-26,7988242680
2016-04-27,8288580960
2016-04-28,8171467920
2016-04-29,8052465960
2016-05-02,8124244920
2016-05-03,7986353760
2016-05-04,7797461760
2016-05-05,7755905520
2016-05-06,7714349280
2016-05-09,7633125719
2016-05-10,7712460360
2016-05-11,7608569760
2016-05-12,7587791640
2016-05-13,7557568920
2016-05-16,7635014640
2016-05-17,7567013520
2016-05-18,7544346480
2016-05-19,7521679440
2016-05-20,7610458680
2016-05-23,7640681400
2016-05-24,7769127960
2016-05-25,7799350680
2016-05-26,7829573400
2016-05-27,7878685320
2016-05-31,8031687840
2016-06-01,7992020520
2016-06-02,8084577599
2016-06-03,8005242960
2016-06-06,8082688680
2016-06-07,8163912240
2016-06-08,8163912240
2016-06-09,8167690080
2016-06-10,8029798920
2016-06-13,8014687560
2016-06-14,8033576760
2016-06-15,7975020240
2016-06-16,7908908039
2016-06-17,7948575360
2016-06-20,8031687840
2016-06-21,8029798920
2016-06-22,7990131599
2016-06-23,8175245760
2016-06-24,7701126840
2016-06-27,7487298560
2016-06-28,7662782120
2016-06-29,7817509560
2016-06-30,8004314640
2016-07-01,8013749240
2016-07-05,7908081719
2016-07-06,7928837840
2016-07-07,8036392280
2016-07-08,8183572039
2016-07-11,8253388080
2016-07-12,8436419320
2016-07-13,8360942520
2016-07-14,8442080080
2016-07-15,8493026920
2016-07-18,8572277560
2016-07-19,8615676720
2016-07-20,8623224400
2016-07-21,8625111320
2016-07-22,8689266600
2016-07-25,8664736640
2016-07-26,8753421880
2016-07-27,9772358680
2016-07-28,10102569680
2016-07-29,10251636360
2016-08-01,10519579000
2016-08-02,10351643120
2016-08-03,10464858320
2016-08-04,10291261680
2016-08-05,10362964640
2016-08-08,10351643120
2016-08-09,10257297120
2016-08-10,10393155360
2016-08-11,10432780680
2016-08-12,10396929200
2016-08-15,10487501360
2016-08-16,10412024560
2016-08-17,10330887000
2016-08-18,10344095440
2016-08-19,10261070960
2016-08-22,10030866720
2016-08-23,10127099640
2016-08-24,9545928280
2016-08-25,9532719840
2016-08-26,9472338400
2016-08-29,9466677640
2016-08-30,9306289440
2016-08-31,9261003360
2016-09-01,9219491120
2016-09-02,9198735000
2016-09-06,9249681840
2016-09-07,9264777200
2016-09-08,9230812640
2016-09-09,8951548480
2016-09-12,9030799120
2016-09-13,8859089400
2016-09-14,8821351000
2016-09-15,8970417680
2016-09-16,8911923160
2016-09-19,9010043000
2016-09-20,8972304600
2016-09-21,9125145120
2016-09-22,9185526560
2016-09-23,9151562000
2016-09-26,9089771570
2016-09-27,9225299330
2016-09-28,9219652340
2016-09-29,9063418950
2016-09-30,9055889630
2016-10-03,9080359920
2016-10-04,9025772350
2016-10-05,9123653510
2016-10-06,9108594870
2016-10-07,9131182830
2016-10-10,9161300110
2016-10-11,9046477980
2016-10-12,9082242250
2016-10-13,9031419340
2016-10-14,9097300890
2016-10-17,9012596040
2016-10-18,9155653120
2016-10-19,9146241470
2016-10-20,9146241470
2016-10-21,9148123800
2016-10-24,9200829040
2016-10-25,9319415830
2016-10-26,9364591750
2016-10-27,9006949050
2016-10-28,9010713710
2016-10-31,9102947880
2016-11-01,9223417000
2016-11-02,9057771960
2016-11-03,8918479540
2016-11-04,8848833330
2016-11-07,9012596040
2016-11-08,9067183610
2016-11-09,9212123020
2016-11-10,9311886510
2016-11-11,9402238350
2016-11-14,9833291920
2016-11-15,9923643760
2016-11-16,9910467450
2016-11-17,9789998330
2016-11-18,9733528430
2016-11-21,9821997940
2016-11-22,9917996770
2016-11-23,9887879490
2016-11-25,9936820070
2016-11-28,9951878710
2016-11-29,9786233670
2016-11-30,9818233280
2016-12-01,9701528820
2016-12-02,9695881830
2016-12-05,9812586290
2016-12-06,9697764160
2016-12-07,9724116780
2016-12-08,9705293480
2016-12-09,9415414660
2016-12-12,9345768450
2016-12-13,9357062430
2016-12-14,9202711370
2016-12-15,9317533500
2016-12-16,9221534670
2016-12-19,9296827870
2016-12-20,9362709420
2016-12-21,9421061650
2016-12-22,9494472520
2016-12-23,9500119510
2016-12-27,9534001450
2016-12-28,9264828260
2016-12-29,9225299330
2016-12-30,9127418170
2017-01-03,9264100270
2017-01-04,9384633390
2017-01-05,9320600170
2017-01-06,9235850320
2017-01-09,9056933970
2017-01-10,9026800690
2017-01-11,9088950580
2017-01-12,9109667210
2017-01-13,9137917160
2017-01-17,9028684020
2017-01-18,8994784080
2017-01-19,8966534130
2017-01-20,9015500710
2017-01-23,9073883940
2017-01-24,9243383640
2017-01-25,9369566750
2017-01-26,9243383640
2017-01-27,9228317000
2017-01-30,8917567550
2017-01-31,9094600570
2017-02-01,9064467290
2017-02-02,9378983400
2017-02-03,9386516720
2017-02-06,9465616580
2017-02-07,9328133490
2017-02-08,9200067050
2017-02-09,9252800290
2017-02-10,9375216740
2017-02-13,9480683220
2017-02-14,9463733250
2017-02-15,9571083060
2017-02-16,9595566350
2017-02-17,9569199730
2017-02-21,9501399850
2017-02-22,10198231950
2017-02-23,9851699230
2017-02-24,9987298990
2017-02-27,9908199130
2017-02-28,9719866130
2017-03-01,9857349220
2017-03-02,9740582760
2017-03-03,9702916160
2017-03-06,9748116080
2017-03-07,9701032830
2017-03-08,9791432670
2017-03-09,9814032630
2017-03-10,9889365830
2017-03-13,9765066050
2017-03-14,9684082860
2017-03-15,9774482700
2017-03-16,9861115880
2017-03-17,9861115880
2017-03-20,9915732450
2017-03-21,9702916160
2017-03-22,9644532930
2017-03-23,9695382840
2017-03-24,9623816300
2017-03-27,9561666410
2017-03-28,9606866330
2017-03-29,9597449680
2017-03-30,9621932970
2017-03-31,9625699630
2017-04-03,9432911680
2017-04-04,9385972430
2017-04-05,9354053740
2017-04-06,9402870560
2017-04-07,9457320090
2017-04-10,9489238780
2017-04-11,9385972430
2017-04-12,9254542530
2017-04-13,9141888330
2017-04-17,9196337860
2017-04-18,9248909820
2017-04-19,9308992060
2017-04-20,9384094860
2017-04-21,9378462150
2017-04-24,9442299530
2017-04-25,9526790180
2017-04-26,9494871490
2017-04-27,9615035970
2017-04-28,9545565880
2017-05-01,9731445310
2017-05-02,9620668680
2017-05-03,9515524760
2017-05-04,9654464940
2017-05-05,9855364930
2017-05-08,9755853720
2017-05-09,9765241570
2017-05-10,9879773340
2017-05-11,9830956520
2017-05-12,9791527550
2017-05-15,9836589230
2017-05-16,9876018200
2017-05-17,9594382700
2017-05-18,9575607000
2017-05-19,9616913540
2017-05-22,9768996710
2017-05-23,9703281760
2017-05-24,9667607930
2017-05-25,9778384560
2017-05-26,9838466800
2017-05-30,9784017270
2017-05-31,9770874280
2017-06-01,9902304180
2017-06-02,9941733150
2017-06-05,10060020060
2017-06-06,9921079880
2017-06-07,9744588300
2017-06-08,9742710730
2017-06-09,9742710730
2017-06-12,9746465870
2017-06-13,9690138770
2017-06-14,9710792040
2017-06-15,9707036900
2017-06-16,9639444380
2017-06-19,9723935030
2017-06-20,9643199520
2017-06-21,9607525690
2017-06-22,9648832230
2017-06-23,9628178960
2017-06-26,9631934100
2017-06-27,9494871490
2017-06-28,9566219150
2017-06-29,9564341580
2017-06-30,9581239710
2017-07-03,9722261120
2017-07-05,9769165120
2017-07-06,9564663680
2017-07-07,9600310720
2017-07-10,9429580160
2017-07-11,9437084800
2017-07-12,9437084800
2017-07-13,9425827840
2017-07-14,9437084800
2017-07-17,9493369600
2017-07-18,9420199360
2017-07-19,9692242560
2017-07-20,9630329280
2017-07-21,9679109440
2017-07-24,9695994880
2017-07-25,9861096960
2017-07-26,9802936000
2017-07-27,9733518080
2017-07-28,9628453120
2017-07-31,9416447040
2017-08-01,9378923840
2017-08-02,9797307520
2017-08-03,9722261120
2017-08-04,9733518080
2017-08-07,9774793600
2017-08-08,9711004160
2017-08-09,9808564480
2017-08-10,9622824640
2017-08-11,9607815360
2017-08-14,9718508800
2017-08-15,9643462400
2017-08-16,9733518080
2017-08-17,9605939200
2017-08-18,9600310720
2017-08-21,9564663680
2017-08-22,9699747200
2017-08-23,9763536640
2017-08-24,9789802880
2017-08-25,9855468480
2017-08-28,9765412800
2017-08-29,9660347840
2017-08-30,9705375680
2017-08-31,9662224000
2017-09-01,9722261120
2017-09-05,9654719360
2017-09-06,9776669760
2017-09-07,9748527360
2017-09-08,9804812160
2017-09-11,9784174400
2017-09-12,9757908160
2017-09-13,9857344640
2017-09-14,9814192960
2017-09-15,9846087680
2017-09-18,9847963840
2017-09-19,9744775040
2017-09-20,9789802880
2017-09-21,9756032000
2017-09-22,9832954560
2017-09-25,9981171200
2017-09-26,10071226880
2017-09-27,10136892480
2017-09-28,10138768640
2017-09-29,10125635520
2017-10-02,10160795120
2017-10-03,10209572940
2017-10-04,10275235390
2017-10-05,10278987530
2017-10-06,10098884810
2017-10-09,10115769440
2017-10-10,10179555820
2017-10-11,10202068660
2017-10-12,10262102900
2017-10-13,10350278190
2017-10-16,10346526050
2017-10-17,10355906400
2017-10-18,10333393560
2017-10-19,10402808150
2017-10-20,10468470600
2017-10-23,10468470600
2017-10-24,10582910870
2017-10-25,10609175850
2017-10-26,10594167290
2017-10-27,10560398030
2017-10-30,10597919430
2017-10-31,10620432270
2017-11-01,11218898600
2017-11-02,11042548020
2017-11-03,11171996850
2017-11-06,11125095100
2017-11-07,11108210470
2017-11-08,11190757550
2017-11-09,11203890040
2017-11-10,11412133810
2017-11-13,11365232060
2017-11-14,11397125250
2017-11-15,11310826030
2017-11-16,11397125250
2017-11-17,11528450150
2017-11-20,11541582640
2017-11-21,11723561430
2017-11-22,11543458710
2017-11-24,11592236530
2017-11-27,11575351900
2017-11-28,11804232440
2017-11-29,11706676800
2017-11-30,11646642560
2017-12-01,11487176610
2017-12-04,11415885950
2017-12-05,11541582640
2017-12-06,11530326220
2017-12-07,11494680890
2017-12-08,11682287890
2017-12-11,11624129720
2017-12-12,11468415910
2017-12-13,11412133810
2017-12-14,11155112220
2017-12-15,10948744520
2017-12-18,10999398410
2017-12-19,10990018060
2017-12-20,11031291600
2017-12-21,11100706190
2017-12-22,11102582260
2017-12-26,11119466890
2017-12-27,11155112220
2017-12-28,11213270390
2017-12-29,11175748990
2018-01-02,11212691880
2018-01-03,11350166940
2018-01-04,11350166940
2018-01-05,11250356280
2018-01-08,11363349480
2018-01-09,11271071700
2018-01-10,11387831340
2018-01-11,11566737240
2018-01-12,11668431120
2018-01-16,11572386900
2018-01-17,11871818880
2018-01-18,11909483280
2018-01-19,12028126140
2018-01-22,12060140880
2018-01-23,12150535440
2018-01-24,12092155619
2018-01-25,12005527500
2018-01-26,12161834760
2018-01-29,11997994620
2018-01-30,11877468540
2018-01-31,11852986680
2018-02-01,11804022960
2018-02-02,11753176020
2018-02-05,11448094380
2018-02-06,11734343820
2018-02-07,11879351760
2018-02-08,11512123860
2018-02-09,11529072840
2018-02-12,11670314340
2018-02-13,11756942460
2018-02-14,12052608000
2018-02-15,12216448140
2018-02-16,12280477619
2018-02-20,12214564920
2018-02-21,11651482140
2018-02-22,11372765580
2018-02-23,11365232700
2018-02-26,11421729300
2018-02-27,11340750840
2018-02-28,11156195280
2018-03-01,11084632920
2018-03-02,11190093240
2018-03-05,11223991200
2018-03-06,11263538820
2018-03-07,11297436780
2018-03-08,11278604580
2018-03-09,11485758780
2018-03-12,11489525220
2018-03-13,11515890300
2018-03-14,11348283720
2018-03-15,11239056960
2018-03-16,11320035420
2018-03-19,11269188480
2018-03-20,11297436780
2018-03-21,11207042220
2018-03-22,10986705480
2018-03-23,10862412960
2018-03-26,11052618180
2018-03-27,10949041080
2018-03-28,10962223620
2018-03-29,11097815460
2018-04-02,10946748520
2018-04-03,11086269600
2018-04-04,11186196860
2018-04-05,11246530300
2018-04-06,11014623640
2018-04-09,11031592420
2018-04-10,11193738540
2018-04-11,11178655180
2018-04-12,11180540600
2018-04-13,11129634260
2018-04-16,11205051060
2018-04-17,11297436640
2018-04-18,11308749160
2018-04-19,11167342660
2018-04-20,11112665480
2018-04-23,10952404780
2018-04-24,10871331720
2018-04-25,10903383860
2018-04-26,11116436320
2018-04-27,11172998920
2018-04-30,11061759140
2018-05-01,11122092580
2018-05-02,11680176900
2018-05-03,11378509700
2018-05-04,11291780380
2018-05-07,11193738540
2018-05-08,11233332360
2018-05-09,11201280220
2018-05-10,11159800980
2018-05-11,11178655180
2018-05-14,11197509380
2018-05-15,11167342660
2018-05-16,11254071980
2018-05-17,11263499080
2018-05-18,11267269920
2018-05-21,11389822220
2018-05-22,11401134740
2018-05-23,11365311760
2018-05-24,11412447260
2018-05-25,11418103520
2018-05-29,11395478480
2018-05-30,11482207800
2018-05-31,11329488780
2018-06-01,11574593380
2018-06-04,11502947420
2018-06-05,11631155980
2018-06-06,11668864380
2018-06-07,11582135060
2018-06-08,11661322700
2018-06-11,11738624920
2018-06-12,11759364540
2018-06-13,11734854080
2018-06-14,11678291480
2018-06-15,11546312080
2018-06-18,11550082920
2018-06-19,11487864060
2018-06-20,11584020480
2018-06-21,11335145040
2018-06-22,11355884660
2018-06-25,11257842820
2018-06-26,11359655500
2018-06-27,11308749160
2018-06-28,11493520320
2018-06-29,11501062000
2018-07-02,11501635080
2018-07-03,11444995380
2018-07-05,11437443420
2018-07-06,11582818650
2018-07-09,11779169610
2018-07-10,11950976700
2018-07-11,11758401720
2018-07-12,11907552930
2018-07-13,11937760770
2018-07-16,11977408560
2018-07-17,12094463940
2018-07-18,12092575950
2018-07-19,12277598970
2018-07-20,12186975450
2018-07-23,12058592130
2018-07-24,11984960520
2018-07-25,11971744590
2018-07-26,12009504390
2018-07-27,11881121070
2018-07-30,11686658100
2018-07-31,11790497550
2018-08-01,12177535500
2018-08-02,12183199470
2018-08-03,12254943090
2018-08-06,12186975450
2018-08-07,12241727160
2018-08-08,12164319570
2018-08-09,12209631330
2018-08-10,12051040170
2018-08-13,11996288460
2018-08-14,12117119820
2018-08-15,12015168360
2018-08-16,12169983539
2018-08-17,12338014649
2018-08-20,12215295300
2018-08-21,12260607060
2018-08-22,12266271030
2018-08-23,12271935000
2018-08-24,12222847259
2018-08-27,12407870280
2018-08-28,12532477620
2018-08-29,12859099890
2018-08-30,12785468280
2018-08-31,12864763860
2018-09-04,12836444009
2018-09-05,12974267280
2018-09-06,13032794970
2018-09-07,12823228080
2018-09-10,12843995970
2018-09-11,12913851600
2018-09-12,12923291550
2018-09-13,12953499390
2018-09-14,12974267280
2018-09-17,12902523660
2018-09-18,13023355020
2018-09-19,13063002810
2018-09-20,13161178289
2018-09-21,13223481960
2018-09-24,13155514320
2018-09-25,13144186380
2018-09-26,13134746429
2018-09-27,13138522410
2018-09-28,13225369950
2018-10-01,13193128299
2018-10-02,13119465879
2018-10-03,13108133200
2018-10-04,13059024920
2018-10-05,12957030799
2018-10-08,12815372299
2018-10-09,12698267940
2018-10-10,12201518799
2018-10-11,11893647660
2018-10-12,11821874020
2018-10-15,11744434040
2018-10-16,11923868140
2018-10-17,11908757900
2018-10-18,11765210620
2018-10-19,11704769660
2018-10-22,11825651580
2018-10-23,11816207680
2018-10-24,11614108220
2018-10-25,11738767700
2018-10-26,11627329680
2018-10-29,11666994060
2018-10-30,11908757900
2018-10-31,12496168480
2018-11-01,12734154760
2018-11-02,12494279700
2018-11-05,12248738299
2018-11-06,12193963680
2018-11-07,12416839719
2018-11-08,12575497240
2018-11-09,12486724580
2018-11-12,12399840700
2018-11-13,12273292440
2018-11-14,12127856379
2018-11-15,12318623160
2018-11-16,12367731440
2018-11-19,12246849520
2018-11-20,12159965640
2018-11-21,12299735360
2018-11-23,12275181219
2018-11-26,12441393860
2018-11-27,12345066080
2018-11-28,12537721640
2018-11-29,12462170440
2018-11-30,12590607480
2018-12-03,12951364459
2018-12-04,12541499200
2018-12-06,12282736340
2018-12-07,12216629040
2018-12-10,12263848540
2018-12-11,12350732420
2018-12-12,12516945060
2018-12-13,12484835799
2018-12-14,12303512920
2018-12-17,11920090580
2018-12-18,12005085680
2018-12-19,11744434040
2018-12-20,11733101360
2018-12-21,11583887740
2018-12-24,11436562900
2018-12-26,11748211600
2018-12-27,11891758880
2018-12-28,11865315960
2018-12-31,12005535320
2019-01-02,11853854520
2019-01-03,11639605390
2019-01-04,12081375720
2019-01-07,12168592180
2019-01-08,12282352780
2019-01-09,12452993680
2019-01-10,12523146050
2019-01-11,12621738569
2019-01-14,12468161760
2019-01-15,12562962260
2019-01-16,12642594680
2019-01-17,12710851040
2019-01-18,12873907900
2019-01-22,12777211390
2019-01-23,12824611640
2019-01-24,12896660020
2019-01-25,13002836580
2019-01-28,12822715630
2019-01-29,13021796680
2019-01-30,13101429099
2019-01-31,13116597180
2019-02-01,13146933340
2019-02-04,13190541569
2019-02-05,13203813640
2019-02-06,13228461770
2019-02-07,13192437580
2019-02-08,13321366260
2019-02-11,13376350550
2019-02-12,13565951550
2019-02-13,13537511400
2019-02-14,13535615390
2019-02-15,13579223620
2019-02-19,13455982970
2019-02-20,15748259060
2019-02-21,15626914420
2019-02-22,15750155069
2019-02-25,15841163550
2019-02-26,15860123650
2019-02-27,15958716170
2019-02-28,15920795970
2019-03-01,16057308690
2019-03-04,16066788739
2019-03-05,15920795970
2019-03-06,15829787489
2019-03-07,15738779010
2019-03-08,15676210680
2019-03-11,15899939860
2019-03-12,16026972530
2019-03-13,15915107940
2019-03-14,15744467040
2019-03-15,15784283250
2019-03-18,15917003950
2019-03-19,15865811680
2019-03-20,15968196220
2019-03-21,16038348590
2019-03-22,15846851580
2019-03-25,15953028140
2019-03-26,16157797220
2019-03-27,16284829890
2019-03-28,16231741610
2019-03-29,16372046349
2019-04-01,16684457400
2019-04-02,16754703750
2019-04-03,16813558800
2019-04-04,16745211000
2019-04-05,16739515350
2019-04-08,16916080499
2019-04-09,16750906650
2019-04-10,16859124000
2019-04-11,16898993550
2019-04-12,16887602250
2019-04-15,16832544300
2019-04-16,16663573350
2019-04-17,16363602450
2019-04-18,16428153150
2019-04-22,16340819849
2019-04-23,16505993700
2019-04-24,16445240100
2019-04-25,16272472049
2019-04-26,16289559000
2019-04-29,16225008299
2019-04-30,16278167699
2019-05-01,15199791300
2019-05-02,14952979800
2019-05-03,15102965250
2019-05-06,15057400050
2019-05-07,14878936350
2019-05-08,14937791400
2019-05-09,14915008800
2019-05-10,15057400050
2019-05-13,14671994400
2019-05-14,14806791449
2019-05-15,15004240650
2019-05-16,15076385550
2019-05-17,14835269700
2019-05-20,14668197300
2019-05-21,14751733500
2019-05-22,14662501650
2019-05-23,14675791500
2019-05-24,14742240750
2019-05-28,14592255300
2019-05-29,14501124900
2019-05-30,14664400199
2019-05-31,14520110400
2019-06-03,14559979950
2019-06-04,14863747950
2019-06-05,14896023299
2019-06-06,14878936350
2019-06-07,14989052250
2019-06-10,15220675350
2019-06-11,15228269549
2019-06-12,15317501400
2019-06-13,15281428949
2019-06-14,15148530450
2019-06-17,15180805799
2019-06-18,15349776749
2019-06-19,15495965100
2019-06-20,15518747699
2019-06-21,15418124549
2019-06-24,15439008599
2019-06-25,15224472450
