,CNC
2016-05-05,10349520120
2016-05-06,10192605840
2016-05-09,10346108940
2016-05-10,10090270440
2016-05-11,9781558650
2016-05-12,9624644370
2016-05-13,9660461760
2016-05-16,9745741260
2016-05-17,9624644370
2016-05-18,9723568590
2016-05-19,9658756170
2016-05-20,9762797160
2016-05-23,9793497780
2016-05-24,10022046840
2016-05-25,10262535030
2016-05-26,10404099000
2016-05-27,10538840610
2016-05-31,10634353650
2016-06-01,10787856750
2016-06-02,11113624440
2016-06-03,11098274129
2016-06-06,11367757350
2016-06-07,11362640580
2016-06-08,11635534980
2016-06-09,11659413240
2016-06-10,11584367280
2016-06-13,11478620700
2016-06-14,11432569770
2016-06-15,11429158590
2016-06-16,11417219460
2016-06-17,11429158590
2016-06-20,11806093980
2016-06-21,11787332490
2016-06-22,11799271620
2016-06-23,11911840560
2016-06-24,11804388389
2016-06-27,11551961070
2016-06-28,11565605790
2016-06-29,12051698940
2016-06-30,12188182274
2016-07-01,12174520307
2016-07-05,11902988713
2016-07-06,11856879575
2016-07-07,11783446503
2016-07-08,12113041455
2016-07-11,12227460429
2016-07-12,12369203336
2016-07-13,12343587148
2016-07-14,12304308993
2016-07-15,12181351290
2016-07-18,12314555468
2016-07-19,12259907600
2016-07-20,12372618828
2016-07-21,12466544851
2016-07-22,12874696113
2016-07-25,12852495417
2016-07-26,11761245806
2016-07-27,11511914909
2016-07-28,11947390106
2016-07-29,12048147112
2016-08-01,11858587321
2016-08-02,11759538060
2016-08-03,12217213953
2016-08-04,12171104815
2016-08-05,12116456947
2016-08-08,12003745720
2016-08-09,12024238670
2016-08-10,11969590802
2016-08-11,11882495763
2016-08-12,11995206990
2016-08-15,12118164693
2016-08-16,11868833796
2016-08-17,11641703595
2016-08-18,11856879575
2016-08-19,11967883056
2016-08-22,12063516825
2016-08-23,11942266868
2016-08-24,11739045110
2016-08-25,11561439539
2016-08-26,11554608556
2016-08-29,11523869130
2016-08-30,11757830314
2016-08-31,11662196546
2016-09-01,11499960688
2016-09-02,11718552159
2016-09-06,11151580531
2016-09-07,11448728312
2016-09-08,11556316302
2016-09-09,11416281140
2016-09-12,11619502899
2016-09-13,11404326919
2016-09-14,11298446675
2016-09-15,11482883229
2016-09-16,11493129705
2016-09-19,11513622655
2016-09-20,11423112124
2016-09-21,11660488800
2016-09-22,11783446503
2016-09-23,11706597938
2016-09-26,11634872612
2016-09-27,11797108469
2016-09-28,11790277486
2016-09-29,11552900810
2016-09-30,11459777063
2016-10-03,10835102835
2016-10-04,10662247775
2016-10-05,10593790325
2016-10-06,10628019050
2016-10-07,10597213198
2016-10-10,10795739801
2016-10-11,10559561600
2016-10-12,10410666647
2016-10-13,10306269037
2016-10-14,10278886057
2016-10-17,10222408661
2016-10-18,10509929949
2016-10-19,10643421976
2016-10-20,10598924634
2016-10-21,10628019050
2016-10-24,10790605493
2016-10-25,11185947264
2016-10-26,10944634754
2016-10-27,10853928634
2016-10-28,10806008419
2016-10-31,10693053627
2016-11-01,10604058943
2016-11-02,10422646701
2016-11-03,10381572231
2016-11-04,10544158674
2016-11-07,11161987157
2016-11-08,11432394083
2016-11-09,9250312877
2016-11-10,9486491078
2016-11-11,8673558864
2016-11-14,8825876689
2016-11-15,9370113414
2016-11-16,9517296930
2016-11-17,9823644017
2016-11-18,9738072205
2016-11-21,9893812903
2016-11-22,9570351454
2016-11-23,9654211829
2016-11-25,9715823534
2016-11-28,9489913950
2016-11-29,9857872742
2016-11-30,9863007051
2016-12-01,9917773010
2016-12-02,9837335507
2016-12-05,9748340823
2016-12-06,9685017682
2016-12-07,9708977789
2016-12-08,9744917950
2016-12-09,9720957843
2016-12-12,9628540286
2016-12-13,9758609440
2016-12-14,9608003051
2016-12-15,9796261037
2016-12-16,9673037628
2016-12-19,9618271668
2016-12-20,9707266353
2016-12-21,10011902004
2016-12-22,9936598809
2016-12-23,10035862111
2016-12-27,10035862111
2016-12-28,9835624071
2016-12-29,9726092151
2016-12-30,9671326192
2017-01-03,10033634940
2017-01-04,10367458500
2017-01-05,10350251100
2017-01-06,10503396960
2017-01-09,10663425780
2017-01-10,10689236880
2017-01-11,10613524320
2017-01-12,10790760540
2017-01-13,10780436100
2017-01-17,10854427920
2017-01-18,10818292380
2017-01-19,10713327240
2017-01-20,10894004940
2017-01-23,10856148660
2017-01-24,10833779040
2017-01-25,11095331520
2017-01-26,10924978260
2017-01-27,10978321200
2017-01-30,10797643500
2017-01-31,10887121980
2017-02-01,11047150800
2017-02-02,11014456740
2017-02-03,11136629280
2017-02-06,10949068620
2017-02-07,11528958000
2017-02-08,11816321580
2017-02-09,11931611160
2017-02-10,11941935600
2017-02-13,12033134820
2017-02-14,12205208820
2017-02-15,12294687300
2017-02-16,12057225179
2017-02-17,11633923140
2017-02-21,12093360720
2017-02-22,12086477760
2017-02-23,12144982920
2017-02-24,12150145140
2017-02-27,12236182140
2017-02-28,12131217000
2017-03-01,12461599080
2017-03-02,12258551760
2017-03-03,12212091780
2017-03-06,12212091780
2017-03-07,12141541440
2017-03-08,12086477760
2017-03-09,11969467440
2017-03-10,11775023820
2017-03-13,11947097820
2017-03-14,11614995000
2017-03-15,11797393440
2017-03-16,11804276399
2017-03-17,11802555660
2017-03-20,11652851280
2017-03-21,11515192080
2017-03-22,11702752740
2017-03-23,11238152940
2017-03-24,11826646020
2017-03-27,12084757020
2017-03-28,12188001420
2017-03-29,12232740660
2017-03-30,12415139100
2017-03-31,12282159820
2017-04-03,12352826190
2017-04-04,12025347890
2017-04-05,12192534180
2017-04-06,12320078360
2017-04-07,12244241280
2017-04-10,12370061890
2017-04-11,12444175400
2017-04-12,12216664160
2017-04-13,12161509920
2017-04-17,12242517710
2017-04-18,12266647690
2017-04-19,12357996900
2017-04-20,12363167610
2017-04-21,12175298480
2017-04-24,12407980430
2017-04-25,12659621650
2017-04-26,12547589600
2017-04-27,12573443150
2017-04-28,12823360800
2017-05-01,12983652810
2017-05-02,13269765430
2017-05-03,13106026280
2017-05-04,13076725590
2017-05-05,13250806160
2017-05-08,13062937030
2017-05-09,13052595610
2017-05-10,13333537520
2017-05-11,13140497680
2017-05-12,13042254190
2017-05-15,13168074800
2017-05-16,13174969080
2017-05-17,12999164940
2017-05-18,13033636340
2017-05-19,12938839989
2017-05-22,12757865140
2017-05-23,12752694430
2017-05-24,12883685750
2017-05-25,12969864250
2017-05-26,12852661489
2017-05-30,12661345219
2017-05-31,12518288910
2017-06-01,12969864250
2017-06-02,12959522830
2017-06-05,13030189199
2017-06-06,13138774110
2017-06-07,13378350340
2017-06-08,13386968190
2017-06-09,13357667500
2017-06-12,13183586930
2017-06-13,13454187420
2017-06-14,13505894520
2017-06-15,13619650140
2017-06-16,13552430910
2017-06-19,13552430910
2017-06-20,13499000239
2017-06-21,13809242840
2017-06-22,14305631000
2017-06-23,14502117980
2017-06-26,14193598949
2017-06-27,13962640570
2017-06-28,14022965520
2017-06-29,13779942150
2017-06-30,13779939040
2017-07-03,13824791120
2017-07-05,14074927720
2017-07-06,13748887600
2017-07-07,14018000080
2017-07-10,13995574040
2017-07-11,14142205840
2017-07-12,14231910000
2017-07-13,14214659200
2017-07-14,14283662400
2017-07-17,14437194520
2017-07-18,14566575520
2017-07-19,14602802200
2017-07-20,14732183200
2017-07-21,14616602840
2017-07-24,14525173600
2017-07-25,14292287799
2017-07-26,14385442120
2017-07-27,14002474360
2017-07-28,14264686520
2017-07-31,13700585360
2017-08-01,13878268600
2017-08-02,14109429320
2017-08-03,14350940520
2017-08-04,14211209040
2017-08-07,14249160799
2017-08-08,14269861760
2017-08-09,14271586840
2017-08-10,14043876280
2017-08-11,14169807120
2017-08-14,14309538600
2017-08-15,14292287799
2017-08-16,14295737960
2017-08-17,14425118960
2017-08-18,14402692920
2017-08-21,14535524080
2017-08-22,14878815000
2017-08-23,14783935600
2017-08-24,14835688000
2017-08-25,14818437200
2017-08-28,14894340720
2017-08-29,14873639760
2017-08-30,14909866440
2017-08-31,15327335799
2017-09-01,15287658960
2017-09-05,15289384040
2017-09-06,15235906559
2017-09-07,15367012640
2017-09-08,15446366320
2017-09-11,15618874320
2017-09-12,15677527040
2017-09-13,16933385280
2017-09-14,16546967360
2017-09-15,16557317840
2017-09-18,16315806640
2017-09-19,15487768240
2017-09-20,15656826080
2017-09-21,15653375920
2017-09-22,15908687760
2017-09-25,15582647640
2017-09-26,15925938559
2017-09-27,16167449760
2017-09-28,16533166720
2017-09-29,16693599160
2017-10-02,16767518813
2017-10-03,16769248137
2017-10-04,16734661670
2017-10-05,16834962422
2017-10-06,16949097761
2017-10-09,16812481219
2017-10-10,16662030091
2017-10-11,16610150392
2017-10-12,16200300768
2017-10-13,15660751895
2017-10-16,15723007534
2017-10-17,16221052647
2017-10-18,16176090241
2017-10-19,16376691745
2017-10-20,16687969941
2017-10-23,16945639114
2017-10-24,16086165429
2017-10-25,15695338361
2017-10-26,15759323324
2017-10-27,16326541369
2017-10-30,16222781971
2017-10-31,16198571444
2017-11-01,16713909791
2017-11-02,16568646633
2017-11-03,16606691745
2017-11-06,16483909790
2017-11-07,16395714302
2017-11-08,16108646632
2017-11-09,16131127835
2017-11-10,16200300768
2017-11-13,16317894753
2017-11-14,16087894752
2017-11-15,15935714301
2017-11-16,16591127836
2017-11-17,16452781971
2017-11-20,16217594001
2017-11-21,16241804527
2017-11-22,16765789490
2017-11-24,16803834603
2017-11-27,16962932347
2017-11-28,16914511295
2017-11-29,17122030092
2017-11-30,17654661671
2017-12-01,17483458664
2017-12-04,16995789490
2017-12-05,17246541370
2017-12-06,17035563926
2017-12-07,17448872197
2017-12-08,17524962423
2017-12-11,17241353400
2017-12-12,17441954904
2017-12-13,17499022573
2017-12-14,17123759415
2017-12-15,16404360918
2017-12-18,16935263174
2017-12-19,17455789491
2017-12-20,17803383476
2017-12-21,17741127837
2017-12-22,17666766934
2017-12-26,17684060168
2017-12-27,17815488739
2017-12-28,17794736859
2017-12-29,17445413551
2018-01-02,17887487193
2018-01-03,18208307707
2018-01-04,17871794886
2018-01-05,18393128220
2018-01-08,18293743604
2018-01-09,18476820527
2018-01-10,18447179502
2018-01-11,18618051297
2018-01-12,19088820528
2018-01-16,19057435912
2018-01-17,19414871810
2018-01-18,19353846169
2018-01-19,19296307707
2018-01-22,19456717964
2018-01-23,19348615400
2018-01-24,19357333348
2018-01-25,19294564118
2018-01-26,19318974374
2018-01-29,19400923092
2018-01-30,18951076938
2018-01-31,18698256425
2018-02-01,18609333348
2018-02-02,18089743604
2018-02-05,17327794885
2018-02-06,18075794886
2018-02-07,18199589758
2018-02-08,17498666680
2018-02-09,17725333347
2018-02-12,17974666681
2018-02-13,17958974373
2018-02-14,17807282065
2018-02-15,17394051296
2018-02-16,17474256424
2018-02-20,17481230783
2018-02-21,17470769244
2018-02-22,17346974373
2018-02-23,17514358988
2018-02-26,17903179501
2018-02-27,17849128219
2018-02-28,17683487193
2018-03-01,17402769244
2018-03-02,17571897450
2018-03-05,17770666681
2018-03-06,17615487193
2018-03-07,17734051296
2018-03-08,17484717962
2018-03-09,17899692322
2018-03-12,17488205142
2018-03-13,17727076937
2018-03-14,18056615399
2018-03-15,18349538476
2018-03-16,18414051296
2018-03-19,18204820527
2018-03-20,18072307706
2018-03-21,18253641040
2018-03-22,18105435912
2018-03-23,17692205142
2018-03-26,17732307706
2018-03-27,17634666680
2018-03-28,17496923091
2018-03-29,18633743604
2018-04-02,20773840625
2018-04-03,20766019885
2018-04-04,20805123585
2018-04-05,21301740575
2018-04-06,20926345055
2018-04-09,20838361730
2018-04-10,21108177260
2018-04-11,20711274705
2018-04-12,20728871370
2018-04-13,20850092840
2018-04-16,21491393520
2018-04-17,21919579035
2018-04-18,21941086070
2018-04-19,21774895345
2018-04-20,21630211655
2018-04-23,21618480545
2018-04-24,21065163190
2018-04-25,21368216865
2018-04-26,21311516500
2018-04-27,21540273145
2018-04-30,21229398730
2018-05-01,21266547245
2018-05-02,22336033440
2018-05-03,22486582685
2018-05-04,22807233025
2018-05-07,22580431565
2018-05-08,22173753085
2018-05-09,22060352355
2018-05-10,22105321610
2018-05-11,22375137140
2018-05-14,22431837505
2018-05-15,22113142350
2018-05-16,22105321610
2018-05-17,22400554545
2018-05-18,22558924530
2018-05-21,22689921925
2018-05-22,22627356005
2018-05-23,22772039695
2018-05-24,22799412285
2018-05-25,23153300770
2018-05-29,22858067835
2018-05-30,23229552985
2018-05-31,22906947460
2018-06-01,22987110045
2018-06-04,23120062625
2018-06-05,23073138185
2018-06-06,23260835945
2018-06-07,23301894830
2018-06-08,23425071485
2018-06-11,23841525890
2018-06-12,24187593635
2018-06-13,24375291395
2018-06-14,24146534750
2018-06-15,24199324745
2018-06-18,24447633240
2018-06-19,24297083995
2018-06-20,24586451375
2018-06-21,24363560285
2018-06-22,24557123600
2018-06-25,24211055855
2018-06-26,24117206975
2018-06-27,23874764035
2018-06-28,24201279930
2018-06-29,24089834385
2018-07-02,25468959730
2018-07-03,25698890690
2018-07-05,26275771045
2018-07-06,26515966780
2018-07-09,26544708150
2018-07-10,26813645255
2018-07-11,26986093474
2018-07-12,27238606940
2018-07-13,27618403615
2018-07-16,27351519464
2018-07-17,27491120405
2018-07-18,27513702910
2018-07-19,27766216375
2018-07-20,27807275474
2018-07-23,27944823460
2018-07-24,26688415000
2018-07-25,27074370540
2018-07-26,27310460365
2018-07-27,27115429640
2018-07-30,26565237700
2018-07-31,26756162515
2018-08-01,27263242400
2018-08-02,27735422050
2018-08-03,27679992265
2018-08-06,27753898645
2018-08-07,27854493440
2018-08-08,28219919430
2018-08-09,28427267885
2018-08-10,28431373795
2018-08-13,28640775205
2018-08-14,29496857440
2018-08-15,29500963349
2018-08-16,29546128359
2018-08-17,29503016305
2018-08-20,29373680140
2018-08-21,29521492900
2018-08-22,29574869730
2018-08-23,29634405425
2018-08-24,29817118420
2018-08-27,29876654115
2018-08-28,30051155290
2018-08-29,30153803040
2018-08-30,30114796895
2018-08-31,30071684839
2018-09-04,30016255055
2018-09-05,29815065464
2018-09-06,29831489105
2018-09-07,29983407775
2018-09-10,29445533565
2018-09-11,29622087695
2018-09-12,29620034740
2018-09-13,29753476815
2018-09-14,29817118420
2018-09-17,29100637125
2018-09-18,29324409220
2018-09-19,29371627185
2018-09-20,29322356265
2018-09-21,29297720805
2018-09-24,29353150589
2018-09-25,29197126010
2018-09-26,29065736890
2018-09-27,29402421510
2018-09-28,29722682490
2018-10-01,29874366900
2018-10-02,29802430000
2018-10-03,29837370779
2018-10-04,29381085299
2018-10-05,29590729980
2018-10-08,29329701799
2018-10-09,29389306660
2018-10-10,29175551299
2018-10-11,28554838620
2018-10-12,28943297880
2018-10-15,28655550279
2018-10-16,30102509640
2018-10-17,29876422240
2018-10-18,29987410600
2018-10-19,29346144520
2018-10-22,29044009540
2018-10-23,27617603580
2018-10-24,26622819020
2018-10-25,27017444299
2018-10-26,26154201500
2018-10-29,25669141260
2018-10-30,26339182100
2018-10-31,26785190880
2018-11-01,26951673420
2018-11-02,26577601540
2018-11-05,27083215180
2018-11-06,26900289920
2018-11-07,29383140640
2018-11-08,29524959100
2018-11-09,29249543540
2018-11-12,28277367720
2018-11-13,28145825960
2018-11-14,27991675460
2018-11-15,27925904580
2018-11-16,27952624000
2018-11-19,27001001580
2018-11-20,26785190880
2018-11-21,27444955020
2018-11-23,27991675460
2018-11-26,28456182299
2018-11-27,27971122060
2018-11-28,28951519240
2018-11-29,29173495960
2018-11-30,29237211500
2018-12-03,30178557220
2018-12-04,29222824120
2018-12-06,27837524960
2018-12-07,27381239480
2018-12-10,27225033640
2018-12-11,27301081220
2018-12-12,27601160860
2018-12-13,27309302580
2018-12-14,26211751020
2018-12-17,24955938280
2018-12-18,24682578060
2018-12-19,24442103280
2018-12-20,23770007100
2018-12-21,23124630340
2018-12-24,22421704060
2018-12-26,23714512920
2018-12-27,23381547840
2018-12-28,23184235200
2018-12-31,23805068600
2019-01-02,23330206000
2019-01-03,22694303040
2019-01-04,23439630860
2019-01-07,23639899000
2019-01-08,23966108960
2019-01-09,24410002260
2019-01-10,24449230040
2019-01-11,24771310760
2019-01-14,25167717800
2019-01-15,25832525440
2019-01-16,26109184520
2019-01-17,25863494740
2019-01-18,26142218440
2019-01-22,25921304100
2019-01-23,25919239480
2019-01-24,26164929260
2019-01-25,26633598000
2019-01-28,26625339520
2019-01-29,26404425180
2019-01-30,26852447720
2019-01-31,26957743340
2019-02-01,27207562360
2019-02-04,26833866140
2019-02-05,26317711140
2019-02-06,26047245920
2019-02-07,26389972840
2019-02-08,25972919600
2019-02-11,25580641800
2019-02-12,26034858200
2019-02-13,26299129560
2019-02-14,26410619040
2019-02-15,26827672280
2019-02-19,26596434840
2019-02-20,26955678720
2019-02-21,26224803240
2019-02-22,26431265240
2019-02-25,26435394480
2019-02-26,26340421960
2019-02-27,25555866360
2019-02-28,25142942360
2019-03-01,25328758160
2019-03-04,24180829440
2019-03-05,23982625920
2019-03-06,23487117120
2019-03-07,23301301320
2019-03-08,23354981440
2019-03-11,23722483800
2019-03-12,24065210720
2019-03-13,24767181520
2019-03-14,24519427120
2019-03-15,24424454600
2019-03-18,24511168640
2019-03-19,24763052280
2019-03-20,24230380320
2019-03-21,24325352840
2019-03-22,23594477360
2019-03-25,23557314200
2019-03-26,22648881400
2019-03-27,21521598880
2019-03-28,21810645680
2019-03-29,21926264400
2019-04-01,22388119200
2019-04-02,22193835300
2019-04-03,22061556900
2019-04-04,22140097200
2019-04-05,23082580800
2019-04-08,23413276800
2019-04-09,23925855600
2019-04-10,23681967300
2019-04-11,22789088100
2019-04-12,21875540400
2019-04-15,21999551400
2019-04-16,20697435900
2019-04-17,19432523700
2019-04-18,19924434000
2019-04-22,19874829600
2019-04-23,20796644700
2019-04-24,20751174000
2019-04-25,20763575100
2019-04-26,21755663100
2019-04-29,21602716200
2019-04-30,21313357200
2019-05-01,20556890100
2019-05-02,21338159400
2019-05-03,21739128300
2019-05-06,23165254800
2019-05-07,23086714500
2019-05-08,23405009400
2019-05-09,22627873800
2019-05-10,22756018500
2019-05-13,22694013000
2019-05-14,22627873800
2019-05-15,22499729100
2019-05-16,22970970900
2019-05-17,23165254800
2019-05-20,22946168700
2019-05-21,23619961800
2019-05-22,23471148600
2019-05-23,22908965400
2019-05-24,23508351900
2019-05-28,23185923300
2019-05-29,23243795100
2019-05-30,23562090000
2019-05-31,23872117500
2019-06-03,21420833400
2019-06-04,22297177800
2019-06-05,22268241900
2019-06-06,22276509300
2019-06-07,22408787700
2019-06-10,22722948900
2019-06-11,22388119200
2019-06-12,22193835300
2019-06-13,22214503800
2019-06-14,22135963500
2019-06-17,22739483700
2019-06-18,22842826200
2019-06-19,22925500200
2019-06-20,22892430600
2019-06-21,23301666900
2019-06-24,22871762100
2019-06-25,22284776700
2019-06-26,21503507400
2019-06-27,21677122800
2019-06-28,21677122800
2019-07-01,21239181600
2019-07-02,21317768640
2019-07-03,21239181600
2019-07-05,21292951680
2019-07-08,21201956160
2019-07-09,20866927200
2019-07-10,21181275360
2019-07-11,22012643520
2019-07-12,22546208160
2019-07-15,22360080960
2019-07-16,22227723840
2019-07-17,22016779680
2019-07-18,21991962720
2019-07-19,21781018560
2019-07-22,21586619040
2019-07-23,21739656960
2019-07-24,22223587680
2019-07-25,21561802080
2019-07-26,22095366720
2019-07-29,22269085440
2019-07-30,22252540800
2019-07-31,21545257440
2019-08-01,21239181600
2019-08-02,21082007520
2019-08-05,20068648320
2019-08-06,20246503200
2019-08-07,20250639360
2019-08-08,20453311200
2019-08-09,20143099200
2019-08-12,19837023360
2019-08-13,20569123680
2019-08-14,19762572480
2019-08-15,19671576960
2019-08-16,19857704160
2019-08-19,19621943040
2019-08-20,19249688640
2019-08-21,19410998880
2019-08-22,18840208800
2019-08-23,18496907520
2019-08-26,18724396320
2019-08-27,18625128480
2019-08-28,18745077120
2019-08-29,19158693120
2019-08-30,19282777920
2019-09-03,19084242240
2019-09-04,18865025760
2019-09-05,19084242240
2019-09-06,18980838240
2019-09-09,19121467680
2019-09-10,19568172960
2019-09-11,19348956480
2019-09-12,18567222240
2019-09-13,18778166400
2019-09-16,19075969920
2019-09-17,18840208800
2019-09-18,19026336000
2019-09-19,19212463200
2019-09-20,19187646240
2019-09-23,19187646240
2019-09-24,18935340480
2019-09-25,18749213280
2019-09-26,17839258080
2019-09-27,17855802720
2019-09-30,17911543440
2019-10-01,17700381000
2019-10-02,17692100120
2019-10-03,17899122120
2019-10-04,18039897080
2019-10-07,18143408080
2019-10-08,17704521440
2019-10-09,18143408080
2019-10-10,18255199960
2019-10-11,18329727880
2019-10-14,18176531600
2019-10-15,18718929240
2019-10-16,18855563760
2019-10-17,19534595920
2019-10-18,19410382720
2019-10-21,18950793880
2019-10-22,20184645000
2019-10-23,20035589160
2019-10-24,19725056160
2019-10-25,19969342120
2019-10-28,20122538400
2019-10-29,20664936040
2019-10-30,22374937760
2019-10-31,21977455520
2019-11-01,21584113720
2019-11-04,21410215240
2019-11-05,21464040960
2019-11-06,21045856520
2019-11-07,21981595960
2019-11-08,22797262640
2019-11-11,22341814240
2019-11-12,22855228800
2019-11-13,22917335400
2019-11-14,22627504600
2019-11-15,23832372640
2019-11-18,24577651840
2019-11-19,24590073160
2019-11-20,24619056240
2019-11-21,24714286360
2019-11-22,24614915800
2019-11-25,25327071480
2019-11-26,24850920880
2019-11-27,25024819360
2019-11-29,25037240680
2019-12-02,24917167920
2019-12-03,24871623080
2019-12-04,24834359120
2019-12-05,24850920880
2019-12-06,25248403120
2019-12-09,24498983480
2019-12-10,24685303280
2019-12-11,24279540160
2019-12-12,24229854880
2019-12-13,23894479240
2019-12-16,24850920880
2019-12-17,24403753360
2019-12-18,24987555400
2019-12-19,25616902280
2019-12-20,25641744920
2019-12-23,26043367600
2019-12-24,26180002120
2019-12-26,26250389600
2019-12-27,26353900600
2019-12-30,26101333760
2019-12-31,34228691320
2020-01-02,33689699680
2020-01-03,33297705760
2020-01-06,34315801080
2020-01-07,34315801080
2020-01-08,35045345320
2020-01-09,34931013760
2020-01-10,35105233280
2020-01-13,34517242400
2020-01-14,34392022120
2020-01-15,35127010720
2020-01-16,35459116680
2020-01-17,35137899440
2020-01-21,35655113640
2020-01-22,36346547360
2020-01-23,37032536720
2020-01-24,36264881960
2020-01-27,34528131120
2020-01-28,35524449000
2020-01-29,35497227200
2020-01-30,34582574720
2020-01-31,34196025160
2020-02-03,34234135680
2020-02-04,33738698920
2020-02-05,35970886520
2020-02-06,35034456600
2020-02-07,34386577760
2020-02-10,34299468000
2020-02-11,34686017560
2020-02-12,36199549640
2020-02-13,35872888040
2020-02-14,35355673840
2020-02-18,36319325560
2020-02-19,36678653320
2020-02-20,35785778280
2020-02-21,35655113640
2020-02-24,32312276600
2020-02-25,30461194200
2020-02-26,29611874040
2020-02-27,28648222320
2020-02-28,28865996720
2020-03-02,30183531840
2020-03-03,29415877080
2020-03-04,34005472560
2020-03-05,32513717920
2020-03-06,31882172160
2020-03-09,30139976960
2020-03-10,32867601320
2020-03-11,31550066200
2020-03-12,31103628680
2020-03-13,34609796520
2020-03-16,29415877080
2020-03-17,31571843640
2020-03-18,28680888480
2020-03-19,29181769600
2020-03-20,26595698600
2020-03-23,24799059800
2020-03-24,26530366280
2020-03-25,28468558440
2020-03-26,31740618800
2020-03-27,29998423600
2020-03-30,31419401560
2020-03-31,34409618490
2020-04-01,32504086680
2020-04-02,32643092040
2020-04-03,31623719400
2020-04-06,34820842680
2020-04-07,34838218350
2020-04-08,37734163350
2020-04-09,38469733380
2020-04-13,37734163350
2020-04-14,38458149600
2020-04-15,39975624780
2020-04-16,42193918650
2020-04-17,41290383810
2020-04-20,39628111380
2020-04-21,38365479360
2020-04-22,39587568150
2020-04-23,40103046360
2020-04-24,40879159620
2020-04-27,41018164979
2020-04-28,38904125130
2020-04-29,38324936130
2020-04-30,38562403620
2020-05-01,37629909330
2020-05-04,38145387540
2020-05-05,39587568150
2020-05-06,37936879500
2020-05-07,37421401290
2020-05-08,38156971320
2020-05-11,39118425060
2020-05-12,38660865750
2020-05-13,37467736410
2020-05-14,38133803760
2020-05-15,39790284300
2020-05-18,39234262860
2020-05-19,38753535990
2020-05-20,37832625479
2020-05-21,38023757850
2020-05-22,37554614760
2020-05-26,37351898610
2020-05-27,38046925410
2020-05-28,38747744100
2020-05-29,38371271250
2020-06-01,38052717300
2020-06-02,38382855030
2020-06-03,37855793040
2020-06-04,37293979710
2020-06-05,37710995790
2020-06-08,38909917020
2020-06-09,38035341630
2020-06-10,37305563490
2020-06-11,34901929140
2020-06-12,35874966660
2020-06-15,35898134220
2020-06-16,37114431120
2020-06-17,36795877170
2020-06-18,37039136550
2020-06-19,37195517580
2020-06-22,36546825900
2020-06-23,36934882530
2020-06-24,35840215320
2020-06-25,36697415040
2020-06-26,34606542750
2020-06-29,36251439510
2020-06-30,36827860500
2020-07-01,37905749100
2020-07-02,38549005200
2020-07-06,38612751300
2020-07-07,38149143300
2020-07-08,38010060900
2020-07-09,36688778100
2020-07-10,36416408400
2020-07-13,36816270300
2020-07-14,37830412800
2020-07-15,38015856000
2020-07-16,38265045300
2020-07-17,38404127700
2020-07-20,37587018600
2020-07-21,38172323700
2020-07-22,38722858199
2020-07-23,39256007400
2020-07-24,39122720100
2020-07-27,38983637700
2020-07-28,37221927300
2020-07-29,38444693400
2020-07-30,38717063100
2020-07-31,37813027500
2020-08-03,36567081000
2020-08-04,36300506400
2020-08-05,37077049800
2020-08-06,36926377200
2020-08-07,37250902800
2020-08-10,36509130000
2020-08-11,36439588800
2020-08-12,37697125500
2020-08-13,37482706800
2020-08-14,37459526400
2020-08-17,37158181200
2020-08-18,36590261400
2020-08-19,36781499700
2020-08-20,36161424000
2020-08-21,36201989700
2020-08-24,34932862800
2020-08-25,35228412900
2020-08-26,34411303800
2020-08-27,35054559900
2020-08-28,35048764800
2020-08-31,35535553200
2020-09-01,35564528700
2020-09-02,35918029800
2020-09-03,34903887300
2020-09-04,34579361700
2020-09-08,33124791599
2020-09-09,33234898500
2020-09-10,33090021000
2020-09-11,32707544400
2020-09-14,33739072200
2020-09-15,33715891800
2020-09-16,34712649000
2020-09-17,35013994200
2020-09-18,35425446300
2020-09-21,32446764900
2020-09-22,31490573400
2020-09-23,31838279400
2020-09-24,31467393000
2020-09-25,32110649099
2020-09-28,32174395200
2020-09-29,32371428600
2020-09-30,32716055095
2020-10-01,32990885663
2020-10-02,33641504965
2020-10-05,34920308422
2020-10-06,34914699635
2020-10-07,36243982175
2020-10-08,36277634898
2020-10-09,36008413117
2020-10-12,36625379697
2020-10-13,36664641207
2020-10-14,36563683039
2020-10-15,36939471774
2020-10-16,37135779322
2020-10-19,36866557542
2020-10-20,36771208162
2020-10-21,37006777219
2020-10-22,37545220780
2020-10-23,37814442560
2020-10-26,37236737490
2020-10-27,35974760395
2020-10-28,34303341842
2020-10-29,32716055095
2020-10-30,33147931701
2020-11-02,34987613867
2020-11-03,36255199749
2020-11-04,35890628588
2020-11-05,38072446766
2020-11-06,38100490702
2020-11-09,38599672753
2020-11-10,39889693784
2020-11-11,38924982404
2020-11-12,38605281540
2020-11-13,38728674856
2020-11-16,37954662238
2020-11-17,37735919541
2020-11-18,36995559645
2020-11-19,35677494679
2020-11-20,35312923518
2020-11-23,35851367079
2020-11-24,35554101363
2020-11-25,34881046912
2020-11-27,35430708047
2020-11-30,34578172409
2020-12-01,35262444434
2020-12-02,35806496782
2020-12-03,35716756189
2020-12-04,36232764601
2020-12-07,36215938240
2020-12-08,36462724872
2020-12-09,35587754086
2020-12-10,34387473648
2020-12-11,34050946423
2020-12-14,33501285288
2020-12-15,33865856449
2020-12-16,34230427610
2020-12-17,34824959041
2020-12-18,34297733055
