,EQR
2009-04-08,5294279400
2009-04-09,6205768740
2009-04-13,6254890920
2009-04-14,5575367430
2009-04-15,6112982400
2009-04-16,6200310720
2009-04-17,6186665670
2009-04-20,5376149700
2009-04-21,6249432900
2009-04-22,5662695750
2009-04-23,6020196060
2009-04-24,6334032210
2009-04-27,5728191990
2009-04-28,5875558530
2009-04-29,6162104580
2009-04-30,6246703890
2009-05-01,5859184470
2009-05-04,6484127760
2009-05-05,6273993990
2009-05-06,6448650630
2009-05-07,5894661600
2009-05-08,6620578260
2009-05-11,6219413790
2009-05-12,6181207650
2009-05-13,5807333280
2009-05-14,6205768740
2009-05-15,6014738040
2009-05-18,6653326380
2009-05-19,6380425380
2009-05-20,6268535970
2009-05-21,6290368050
2009-05-22,6107524380
2009-05-26,6454108650
2009-05-27,6143001510
2009-05-28,6396799440
2009-05-29,6642410340
2009-06-01,6890750250
2009-06-02,6617849250
2009-06-03,6716093610
2009-06-04,6819795990
2009-06-05,6724280640
2009-06-08,6751570740
2009-06-09,6817066980
2009-06-10,6582372120
2009-06-11,6293097060
2009-06-12,6525062910
2009-06-15,6200310720
2009-06-16,6093879330
2009-06-17,5979260910
2009-06-18,6143001510
2009-06-19,6110253390
2009-06-22,5861913480
2009-06-23,5908306650
2009-06-24,5987447940
2009-06-25,6050215170
2009-06-26,6077505270
2009-06-29,6042028140
2009-06-30,6083417340
2009-07-01,6110783140
2009-07-02,5746818000
2009-07-06,5902803060
2009-07-07,5590832940
2009-07-08,5484106320
2009-07-09,5350013900
2009-07-10,5270653080
2009-07-13,5547047660
2009-07-14,5538837920
2009-07-15,5681140080
2009-07-16,5724925360
2009-07-17,5481369740
2009-07-20,5716715620
2009-07-21,5645564540
2009-07-22,5667457180
2009-07-23,5889120160
2009-07-24,5809759340
2009-07-27,5952061500
2009-07-28,6075207600
2009-07-29,5984900460
2009-07-30,6463801960
2009-07-31,6567792000
2009-08-03,6688201520
2009-08-04,7139737220
2009-08-05,7555697380
2009-08-06,7665160580
2009-08-07,8223422900
2009-08-10,7933345420
2009-08-11,7596746080
2009-08-12,7607692400
2009-08-13,7621375300
2009-08-14,7465390240
2009-08-17,7153420120
2009-08-18,7298458860
2009-08-19,7224571200
2009-08-20,7506438940
2009-08-21,7566643700
2009-08-24,7511912100
2009-08-25,7487282880
2009-08-26,7613165560
2009-08-27,7635058200
2009-08-28,7607692400
2009-08-31,7473599980
2009-09-01,7147946960
2009-09-02,7090478780
2009-09-03,7243727260
2009-09-04,7295722280
2009-09-08,7544751060
2009-09-09,7873140660
2009-09-10,8001759920
2009-09-11,7977130700
2009-09-14,8212476580
2009-09-15,8362988480
2009-09-16,8754319420
2009-09-17,8650329380
2009-09-18,8688641500
2009-09-21,8674958600
2009-09-22,8992401880
2009-09-23,8551812500
2009-09-24,8316466620
2009-09-25,8275417920
2009-09-28,8609280680
2009-09-29,8406773760
2009-09-30,8401300600
2009-10-01,7908716200
2009-10-02,7832091960
2009-10-05,8040072040
2009-10-06,7936082000
2009-10-07,7944291740
2009-10-08,8157744980
2009-10-09,8267208180
2009-10-12,8264471600
2009-10-13,8113959700
2009-10-14,8327412940
2009-10-15,8201530260
2009-10-16,7952501480
2009-10-19,8103013380
2009-10-20,7947028320
2009-10-21,7752731140
2009-10-22,7979867280
2009-10-23,7927872260
2009-10-26,7966184380
2009-10-27,7864930920
2009-10-28,7542014480
2009-10-29,7952501480
2009-10-30,7903243040
2009-11-02,7903243040
2009-11-03,7990813600
2009-11-04,7812935900
2009-11-05,8009969660
2009-11-06,7895033300
2009-11-09,8228896060
2009-11-10,8371198220
2009-11-11,8598334360
2009-11-12,8513500380
2009-11-13,8644856220
2009-11-16,8839153400
2009-11-17,8705060980
2009-11-18,8978718980
2009-11-19,8789894960
2009-11-20,8743373100
2009-11-23,8795368120
2009-11-24,8617490420
2009-11-25,8672222020
2009-11-27,8458768780
2009-11-30,8814524180
2009-12-01,8888411840
2009-12-02,8995138460
2009-12-03,8817260760
2009-12-04,9041660320
2009-12-07,8795368120
2009-12-08,8707797560
2009-12-09,8680431760
2009-12-10,8622963580
2009-12-11,8789894960
2009-12-14,8951353180
2009-12-15,8844626560
2009-12-16,8874728940
2009-12-17,8716007300
2009-12-18,8923987380
2009-12-21,9186699060
2009-12-22,9356367020
2009-12-23,9556137360
2009-12-24,9657390820
2009-12-28,9851688000
2009-12-29,9575293420
2009-12-30,9569820260
2009-12-31,9480188100
2010-01-04,9373543000
2010-01-05,9337059150
2010-01-06,9390381700
2010-01-07,9480188100
2010-01-08,9359510750
2010-01-11,9331446250
2010-01-12,9196736650
2010-01-13,9488607450
2010-01-14,9471768750
2010-01-15,9365123650
2010-01-19,9659800900
2010-01-20,9477381650
2010-01-21,9241639850
2010-01-22,8960994850
2010-01-25,8958188400
2010-01-26,8941349700
2010-01-27,9104123800
2010-01-28,9059220600
2010-01-29,8994672250
2010-02-01,9196736650
2010-02-02,9359510750
2010-02-03,9084478650
2010-02-04,9182704400
2010-02-05,9252865650
2010-02-08,9104123800
2010-02-09,9092898000
2010-02-10,9053607700
2010-02-11,9193930200
2010-02-12,9317414000
2010-02-16,9651381550
2010-02-17,9710317000
2010-02-18,9842220150
2010-02-19,9951671700
2010-02-22,10080768400
2010-02-23,10019026500
2010-02-24,10134090950
2010-02-25,10170574800
2010-02-26,10125671600
2010-03-01,10131284500
2010-03-02,10136897400
2010-03-03,10058316800
2010-03-04,10125671600
2010-03-05,10459639150
2010-03-08,10557864900
2010-03-09,10748703500
2010-03-10,10779574449
2010-03-11,10703800300
2010-03-12,10684155150
2010-03-15,10695380950
2010-03-16,11048993650
2010-03-17,11200541949
2010-03-18,11124767800
2010-03-19,11032154950
2010-03-22,11127574250
2010-03-23,11096703300
2010-03-24,11048993650
2010-03-25,11085477500
2010-03-26,11043380750
2010-03-29,11046187200
2010-03-30,11082671050
2010-03-31,11048795550
2010-04-01,11043151210
2010-04-05,11353589910
2010-04-06,11728938520
2010-04-07,11466476710
2010-04-08,11446721520
2010-04-09,11839003150
2010-04-12,11844647490
2010-04-13,12143797510
2010-04-14,12160730530
2010-04-15,11864402680
2010-04-16,11601940870
2010-04-19,11613229550
2010-04-20,11855936170
2010-04-21,12118397980
2010-04-22,12346993750
2010-04-23,12586878200
2010-04-26,12773141420
2010-04-27,12332882900
2010-04-28,12394970640
2010-04-29,13309353719
2010-04-30,12775963590
2010-05-03,13410951840
2010-05-04,13267021170
2010-05-05,13058180590
2010-05-06,12510679610
2010-05-07,12256684310
2010-05-10,13264199000
2010-05-11,13357330610
2010-05-12,13574637700
2010-05-13,13267021170
2010-05-14,12874739540
2010-05-17,12956582469
2010-05-18,12584056030
2010-05-19,12558656500
2010-05-20,11932134760
2010-05-21,12406259320
2010-05-24,12025266370
2010-05-25,12248217800
2010-05-26,12239751290
2010-05-27,12911427750
2010-05-28,12736453210
2010-06-01,12510679610
2010-06-02,12561478670
2010-06-03,12505035270
2010-06-04,11635806910
2010-06-07,11531386620
2010-06-08,11802314940
2010-06-09,11799492770
2010-06-10,12473991400
2010-06-11,12572767350
2010-06-14,12761852740
2010-06-15,13103335310
2010-06-16,12939649450
2010-06-17,13075113610
2010-06-18,12914249920
2010-06-21,12857806520
2010-06-22,12375215450
2010-06-23,12513501780
2010-06-24,12121220150
2010-06-25,12575589520
2010-06-28,12386504130
2010-06-29,11892624380
2010-06-30,11772335880
2010-07-01,11775163050
2010-07-02,11498100390
2010-07-06,11370877740
2010-07-07,12023954010
2010-07-08,12244473270
2010-07-09,12453683850
2010-07-12,12527190270
2010-07-13,12787289910
2010-07-14,12634622730
2010-07-15,12665721600
2010-07-16,12069188730
2010-07-19,12337769880
2010-07-20,12473474040
2010-07-21,12114423450
2010-07-22,12699647640
2010-07-23,12764672550
2010-07-26,13208538240
2010-07-27,13129377480
2010-07-28,13163303520
2010-07-29,12781635570
2010-07-30,12962574450
2010-08-02,13380995610
2010-08-03,13270735980
2010-08-04,13236809940
2010-08-05,12979537469
2010-08-06,12962574450
2010-08-09,13284871830
2010-08-10,13310316360
2010-08-11,12843833310
2010-08-12,12628968390
2010-08-13,12688338960
2010-08-16,12688338960
2010-08-17,12976710300
2010-08-18,12990846150
2010-08-19,12626141219
2010-08-20,12679857450
2010-08-23,12699647640
2010-08-24,12612005370
2010-08-25,12829697460
2010-08-26,12716610660
2010-08-27,12973883130
2010-08-30,12778808400
2010-08-31,12956920110
2010-09-01,13525181280
2010-09-02,13598687700
2010-09-03,13813552620
2010-09-07,13629786570
2010-09-08,13643922420
2010-09-09,13412094480
2010-09-10,13465810710
2010-09-13,13542144300
2010-09-14,13564761660
2010-09-15,13841824320
2010-09-16,13782453750
2010-09-17,13816379790
2010-09-20,14271554160
2010-09-21,13895540550
2010-09-22,13864441680
2010-09-23,13513872600
2010-09-24,13926639420
2010-09-27,13604342040
2010-09-28,13587379020
2010-09-29,13397958630
2010-09-30,13448847690
2010-10-01,13519526940
2010-10-04,13635440910
2010-10-05,13822034130
2010-10-06,13734391860
2010-10-07,13714601670
2010-10-08,13748527710
2010-10-11,13725910350
2010-10-12,13988837160
2010-10-13,14121714150
2010-10-14,14067997920
2010-10-15,14121714150
2010-10-18,14325270390
2010-10-19,14203702080
2010-10-20,14562752670
2010-10-21,14562752670
2010-10-22,14370505110
2010-10-25,14274381330
2010-10-26,14178257550
2010-10-27,14076479430
2010-10-28,13782453750
2010-10-29,13748527710
2010-11-01,13833342810
2010-11-02,13824861300
2010-11-03,13807898280
2010-11-04,14251763969
2010-11-05,14373332280
2010-11-08,14183911890
2010-11-09,13689157140
2010-11-10,14124541320
2010-11-11,13997318670
2010-11-12,13940775270
2010-11-15,13909676400
2010-11-16,13389477120
2010-11-17,13658058270
2010-11-18,13915330740
2010-11-19,14110405469
2010-11-22,14135850000
2010-11-23,14031244710
2010-11-24,14223492270
2010-11-26,14138677170
2010-11-29,14135850000
2010-11-30,14130195660
2010-12-01,14325270390
2010-12-02,14605160219
2010-12-03,14701284000
2010-12-06,14658876450
2010-12-07,14718247020
2010-12-08,14497727760
2010-12-09,14475110400
2010-12-10,14576888520
2010-12-13,14480764740
2010-12-14,14274381330
2010-12-15,14124541320
2010-12-16,13994491500
2010-12-17,14087788110
2010-12-20,14330924730
2010-12-21,14441184360
2010-12-22,14554271160
2010-12-23,14514690780
2010-12-27,14738037210
2010-12-28,14692802490
2010-12-29,14771963250
2010-12-30,14783271930
2010-12-31,15215895250
2011-01-03,15382845400
2011-01-04,14996224000
2011-01-05,14987437150
2011-01-06,14805842250
2011-01-07,14756050100
2011-01-10,14720902700
2011-01-11,14627176300
2011-01-12,14662323700
2011-01-13,14712115850
2011-01-14,14911284449
2011-01-18,15116310950
2011-01-19,14908355500
2011-01-20,14990366100
2011-01-21,15078234600
2011-01-24,15154387300
2011-01-25,15406277000
2011-01-26,15508790250
2011-01-27,15760679950
2011-01-28,15491216550
2011-01-31,15871980050
2011-02-01,15992067000
2011-02-02,16050646000
2011-02-03,15936416949
2011-02-04,15546866600
2011-02-07,15731390450
2011-02-08,15672811450
2011-02-09,15757751000
2011-02-10,15863193199
2011-02-11,15977422250
2011-02-14,15989138050
2011-02-15,15871980050
2011-02-16,15699172000
2011-02-17,15716745699
2011-02-18,15825116850
2011-02-22,15801685250
2011-02-23,15617161400
2011-02-24,15391632250
2011-02-25,15628877200
2011-02-28,16141443450
2011-03-01,15690385150
2011-03-02,15564440300
2011-03-03,15877837950
2011-03-04,15617161400
2011-03-07,15412134900
2011-03-08,15781182600
2011-03-09,15833903700
2011-03-10,15649379850
2011-03-11,15977422250
2011-03-14,15869051100
2011-03-15,15977422250
2011-03-16,15807543150
2011-03-17,15904198500
2011-03-18,16018427550
2011-03-21,16082864449
2011-03-22,15974493300
2011-03-23,15819258950
2011-03-24,15869051100
2011-03-25,15948132750
2011-03-28,16000853850
2011-03-29,16024285450
2011-03-30,16282033050
2011-03-31,16621939829
2011-04-01,16698552210
2011-04-04,16592473530
2011-04-05,16598366790
2011-04-06,16589526900
2011-04-07,16445142030
2011-04-08,16374422910
2011-04-11,16368529650
2011-04-12,16406835840
2011-04-13,16453981920
2011-04-14,16565953860
2011-04-15,16736858400
2011-04-18,16498181370
2011-04-19,16589526900
2011-04-20,16913656200
2011-04-21,16990268579
2011-04-25,17181799530
2011-04-26,17423423190
2011-04-27,17461729380
2011-04-28,17511822090
2011-04-29,17603167620
2011-05-02,17647367070
2011-05-03,17541288390
2011-05-04,17461729380
2011-05-05,17455836120
2011-05-06,17273145060
2011-05-09,17405743410
2011-05-10,17679780000
2011-05-11,17479409160
2011-05-12,17511822090
2011-05-13,17432263080
2011-05-16,17500035570
2011-05-17,17517715350
2011-05-18,17612007510
2011-05-19,17782912050
2011-05-20,17656206960
2011-05-23,17402796780
2011-05-24,17452889490
2011-05-25,17594327730
2011-05-26,17824164870
2011-05-27,17856577800
2011-05-31,18219013290
2011-06-01,17609060880
2011-06-02,17467622640
2011-06-03,17738712600
2011-06-06,17623794030
2011-06-07,17906670510
2011-06-08,17968549740
2011-06-09,17838898020
2011-06-10,17446996230
2011-06-13,17464676010
2011-06-14,17553074910
2011-06-15,17408690040
2011-06-16,17352704070
2011-06-17,17408690040
2011-06-20,17573701320
2011-06-21,17653260330
2011-06-22,17558968170
2011-06-23,17225998980
2011-06-24,17196532680
2011-06-27,17299664730
2011-06-28,17520661980
2011-06-29,17679780000
2011-06-30,17749860000
2011-07-01,18149231850
2011-07-05,18229106220
2011-07-06,18394771580
2011-07-07,18584103420
2011-07-08,18587061730
2011-07-11,18350396930
2011-07-12,18436187920
2011-07-13,18199523120
2011-07-14,18048649310
2011-07-15,18267564250
2011-07-18,18193606500
2011-07-19,18388854960
2011-07-20,18530853840
2011-07-21,18658061170
2011-07-22,18838518080
2011-07-25,18655102860
2011-07-26,18788226810
2011-07-27,18486479190
2011-07-28,18258689320
2011-07-29,18288272420
2011-08-01,18166981710
2011-08-02,17752818310
2011-08-03,17669985630
2011-08-04,16921533200
2011-08-05,16465953459
2011-08-08,15368420450
2011-08-09,16942241370
2011-08-10,16569494310
2011-08-11,17391904490
2011-08-12,17468820550
2011-08-15,17980608180
2011-08-16,18069357480
2011-08-17,17915525360
2011-08-18,17022115740
2011-08-19,16711493190
2011-08-22,16726284740
2011-08-23,17131573209
2011-08-24,17462903930
2011-08-25,17137489830
2011-08-26,17350488150
2011-08-29,17797192960
2011-08-30,17894817190
2011-08-31,18098940580
2011-09-01,17906650430
2011-09-02,17664069010
2011-09-06,17581236330
2011-09-07,18161065090
2011-09-08,18243897770
2011-09-09,17693652110
2011-09-12,17767609860
2011-09-13,17693652110
2011-09-14,17391904490
2011-09-15,17350488150
2011-09-16,17099031800
2011-09-19,16779534320
2011-09-20,16468911770
2011-09-21,15480836230
2011-09-22,15185005230
2011-09-23,15717501030
2011-09-26,15779625540
2011-09-27,15803292020
2011-09-28,15596210320
2011-09-29,15853583290
2011-09-30,15344753970
2011-10-03,14690967459
2011-10-04,15448294820
2011-10-05,15294462700
2011-10-06,15818083570
2011-10-07,15380253690
2011-10-10,16158289220
2011-10-11,15652418209
2011-10-12,15960082450
2011-10-13,15859499910
2011-10-14,16365370920
2011-10-17,15782583850
2011-10-18,16329871200
2011-10-19,16137581050
2011-10-20,16152372600
2011-10-21,16773617700
2011-10-24,16906741650
2011-10-25,16678951780
2011-10-26,16865325310
2011-10-27,17738026760
2011-10-28,17380071250
2011-10-31,17359363080
2011-11-01,16602035720
2011-11-02,17214405890
2011-11-03,17436279140
2011-11-04,17297238570
2011-11-07,17418529280
2011-11-08,17560528160
2011-11-09,16797284180
2011-11-10,16948157990
2011-11-11,17462903930
2011-11-14,17087198560
2011-11-15,17380071250
2011-11-16,16758826150
2011-11-17,16081373160
2011-11-18,16181955700
2011-11-21,15977832310
2011-11-22,15918666110
2011-11-23,15548877360
2011-11-25,15569585530
2011-11-28,15705667790
2011-11-29,15649459900
2011-11-30,16326912890
2011-12-01,16013332030
2011-12-02,16048831750
2011-12-05,15889083010
2011-12-06,15844708360
2011-12-07,16096164709
2011-12-08,15838791740
2011-12-09,16093206400
2011-12-12,15883166390
2011-12-13,15889083010
2011-12-14,16187872320
2011-12-15,16377204160
2011-12-16,16522161350
2011-12-19,16400870640
2011-12-20,16888991790
2011-12-21,16726284740
2011-12-22,17025074050
2011-12-23,17001407570
2011-12-27,17054657150
2011-12-28,16776576010
2011-12-29,16900825030
2011-12-30,16871241930
2012-01-03,16912363000
2012-01-04,16777900750
2012-01-05,16837661750
2012-01-06,16640450450
2012-01-09,16434275000
2012-01-10,16491047950
2012-01-11,16449215250
2012-01-12,16156386350
2012-01-13,16434275000
2012-01-17,16607581900
2012-01-18,16700211450
2012-01-19,16586665550
2012-01-20,16664354850
2012-01-23,16870530300
2012-01-24,16912363000
2012-01-25,17369534650
2012-01-26,17704196250
2012-01-27,17817742150
2012-01-30,17719136500
2012-01-31,17793837750
2012-02-01,17934276100
2012-02-02,17838658500
2012-02-03,18003001250
2012-02-06,17859574850
2012-02-07,17814754100
2012-02-08,17778897500
2012-02-09,17527901300
2012-02-10,17506984950
2012-02-13,17602602550
2012-02-14,17261964850
2012-02-15,17247024600
2012-02-16,17396427100
2012-02-17,17483080550
2012-02-21,17193239700
2012-02-22,17004992549
2012-02-23,17211168000
2012-02-24,17348618300
2012-02-27,17244036550
2012-02-28,17040849150
2012-02-29,16999016450
2012-03-01,17154395049
2012-03-02,17229096300
2012-03-05,17518937150
2012-03-06,17414355400
2012-03-07,17432283700
2012-03-08,17396427100
2012-03-09,17722124550
2012-03-12,17784873600
2012-03-13,18173320100
2012-03-14,18059774200
2012-03-15,17793837750
2012-03-16,17919335850
2012-03-19,18236069150
2012-03-20,18164355950
2012-03-21,18035869800
2012-03-22,17778897500
2012-03-23,17973120750
2012-03-26,18212164750
2012-03-27,18167344000
2012-03-28,18164355950
2012-03-29,18322722600
2012-03-30,18711169100
2012-04-02,18783076010
2012-04-03,18711029690
2012-04-04,18524910030
2012-04-05,18428848270
2012-04-09,18191695800
2012-04-10,17795441040
2012-04-11,17957545260
2012-04-12,18167680360
2012-04-13,18266744050
2012-04-16,18614967930
2012-04-17,18599958280
2012-04-18,18482883010
2012-04-19,18488886870
2012-04-20,18644987230
2012-04-23,18428848270
2012-04-24,18747052850
2012-04-25,18819099170
2012-04-26,18506898450
2012-04-27,18482883010
2012-04-30,18443857920
2012-05-01,18786077940
2012-05-02,18786077940
2012-05-03,18759060570
2012-05-04,18819099170
2012-05-07,19113288310
2012-05-08,19038240060
2012-05-09,18951184090
2012-05-10,18939176370
2012-05-11,19020228480
2012-05-14,18831106890
2012-05-15,18714031620
2012-05-16,18530913890
2012-05-17,18140662990
2012-05-18,18116647550
2012-05-21,18530913890
2012-05-22,18599958280
2012-05-23,18602960210
2012-05-24,18635981440
2012-05-25,18503896520
2012-05-29,18771068290
2012-05-30,18182690010
2012-05-31,18341792300
2012-06-01,17891502800
2012-06-04,17726396650
2012-06-05,18137661060
2012-06-06,18530913890
2012-06-07,18338790370
2012-06-08,18581946700
2012-06-11,18221715100
2012-06-12,18302767210
2012-06-13,18239726680
2012-06-14,18587950560
2012-06-15,18590952490
2012-06-18,18590952490
2012-06-19,18557931260
2012-06-20,18275749840
2012-06-21,17852477710
2012-06-22,17813452620
2012-06-25,17861483500
2012-06-26,17867487360
2012-06-27,17861483500
2012-06-28,18170682290
2012-06-29,18720035480
2012-07-02,18966087840
2012-07-03,19122782560
2012-07-05,18975127920
2012-07-06,19047448560
2012-07-09,19119769200
2012-07-10,18848566800
2012-07-11,18993208080
2012-07-12,19177023040
2012-07-13,19514519360
2012-07-16,19532599519
2012-07-17,19728467920
2012-07-18,19571773200
2012-07-19,19448225440
2012-07-20,19312624240
2012-07-23,19270437200
2012-07-24,19122782560
2012-07-25,19131822640
2012-07-26,18960061120
2012-07-27,18978141280
2012-07-30,19083608880
2012-07-31,19077582160
2012-08-01,18833500000
2012-08-02,18920887440
2012-08-03,18896780560
2012-08-06,18788299600
2012-08-07,18505043760
2012-08-08,18330268880
2012-08-09,18155494000
2012-08-10,18140427200
2012-08-13,18007839360
2012-08-14,17875251520
2012-08-15,17947572160
2012-08-16,18004826000
2012-08-17,18131387120
2012-08-20,18113306960
2012-08-21,18176587520
2012-08-22,18360402480
2012-08-23,18462856720
2012-08-24,18327255520
2012-08-27,18390536080
2012-08-28,18417656320
2012-08-29,18357389120
2012-08-30,18266988320
2012-08-31,18200694400
2012-09-04,18260961600
2012-09-05,18179600880
2012-09-06,18297121920
2012-09-07,18248908160
2012-09-10,17917438560
2012-09-11,17887304960
2012-09-12,17854158000
2012-09-13,18134400480
2012-09-14,18149467280
2012-09-17,18152480640
2012-09-18,18010852720
2012-09-19,17811970960
2012-09-20,17341886800
2012-09-21,17305726480
2012-09-24,17399140640
2012-09-25,17173138640
2012-09-26,17290659680
2012-09-27,17399140640
2012-09-28,17335860080
2012-10-01,17757869580
2012-10-02,17857196940
2012-10-03,17733037740
2012-10-04,17531279040
2012-10-05,17655438240
2012-10-08,17506447200
2012-10-09,17332624320
2012-10-10,17487823320
2012-10-11,17441263620
2012-10-12,17388495960
2012-10-15,17447471580
2012-10-16,17497135260
2012-10-17,17503343220
2012-10-18,17841677040
2012-10-19,17733037740
2012-10-22,17478511380
2012-10-23,17472303420
2012-10-24,17419535760
2012-10-25,17512655160
2012-10-26,17400911880
2012-10-31,17819949180
2012-11-01,18049643700
2012-11-02,18344521800
2012-11-05,18176906880
2012-11-06,18186218820
2012-11-07,18003084000
2012-11-08,17733037740
2012-11-09,17587150680
2012-11-12,17475407400
2012-11-13,17369872080
2012-11-14,16919794980
2012-11-15,16848403440
2012-11-16,16857715380
2012-11-19,16978770600
2012-11-20,16947730800
2012-11-21,16780115880
2012-11-23,16904275080
2012-11-26,16894963140
2012-11-27,17149489500
2012-11-28,17127761640
2012-11-29,17304688500
2012-11-30,17230192980
2012-12-03,17137073580
2012-12-04,17065682039
2012-12-05,16894963140
2012-12-06,17245712880
2012-12-07,17106033780
2012-12-10,17099825820
2012-12-11,17071890000
2012-12-12,17186737260
2012-12-13,17112241740
2012-12-14,17223985020
2012-12-17,17298480540
2012-12-18,17453679540
2012-12-19,17192945220
2012-12-20,17537487000
2012-12-21,17571630780
2012-12-24,17593358640
2012-12-26,17397807900
2012-12-27,17515759140
2012-12-28,17351248200
2012-12-31,19127617291
2013-01-02,19242376244
2013-01-03,19323382564
2013-01-04,19316632037
2013-01-07,19461768360
2013-01-08,19532648890
2013-01-09,19576527314
2013-01-10,19701412057
2013-01-11,19627156263
2013-01-14,19718288373
2013-01-15,19826296800
2013-01-16,19772292587
2013-01-17,19735164690
2013-01-18,19714913110
2013-01-22,19748665743
2013-01-23,19708162583
2013-01-24,19566401524
2013-01-25,19606904683
2013-01-28,19627156263
2013-01-29,19492145730
2013-01-30,19262627824
2013-01-31,18695583584
2013-02-01,18472816205
2013-02-04,18381684095
2013-02-05,18280426195
2013-02-06,18641579371
2013-02-07,18503193575
2013-02-08,18712459901
2013-02-11,19056736761
2013-02-12,19404388884
2013-02-13,19458393097
2013-02-14,19428015727
2013-02-15,19411139410
2013-02-19,19434766254
2013-02-20,19387512567
2013-02-21,19276128877
2013-02-22,19309881510
2013-02-25,18901474648
2013-02-26,18901474648
2013-02-27,18898099384
2013-02-28,18577449368
2013-03-01,18678707268
2013-03-04,18783340431
2013-03-05,18948728334
2013-03-06,19022984127
2013-03-07,18644954634
2013-03-08,18540321471
2013-03-11,18503193575
2013-03-12,18560573051
2013-03-13,18719210428
2013-03-14,19033109917
2013-03-15,18931852017
2013-03-18,18763088851
2013-03-19,18580824631
2013-03-20,18533570945
2013-03-21,18358057251
2013-03-22,18449189361
2013-03-25,18550447261
2013-03-26,18695583584
2013-03-27,18584199894
2013-03-28,18584199894
2013-04-01,19968917741
2013-04-02,19961728212
2013-04-03,20105518799
2013-04-04,20677086381
2013-04-05,20806497909
2013-04-08,20853229850
2013-04-09,20961072790
2013-04-10,20975451849
2013-04-11,21216301082
2013-04-12,21241464435
2013-04-15,20813687439
2013-04-16,21040157613
2013-04-17,20731007851
2013-04-18,20792118851
2013-04-19,20838850791
2013-04-22,20705844499
2013-04-23,20752576439
2013-04-24,20738197381
2013-04-25,20562053912
2013-04-26,20349962796
2013-04-29,20565648677
2013-04-30,20871203674
2013-05-01,20454210972
2013-05-02,20357152326
2013-05-03,20137871681
2013-05-06,20234930327
2013-05-07,20569243441
2013-05-08,20680681146
2013-05-09,20576432971
2013-05-10,20745386910
2013-05-13,21112052906
2013-05-14,21288196375
2013-05-15,21266627787
2013-05-16,21428392197
2013-05-17,21421202668
2013-05-20,21633293784
2013-05-21,21838195370
2013-05-22,21255843493
2013-05-23,21633293784
2013-05-24,21676430960
2013-05-28,21356496904
2013-05-29,21043752378
2013-05-30,20641138735
2013-05-31,20328394208
2013-06-03,20576432971
2013-06-04,20540485324
2013-06-05,20393099972
2013-06-06,20371531384
2013-06-07,20378720914
2013-06-10,20145061210
2013-06-11,19814342861
2013-06-12,19681336568
2013-06-13,20288851797
2013-06-14,20252904150
2013-06-17,20278067503
2013-06-18,20349962796
2013-06-19,19771205685
2013-06-20,19019899868
2013-06-21,19674147038
2013-06-24,19983296800
2013-06-25,20274472738
2013-06-26,20580027735
2013-06-27,21000615202
2013-06-28,20871203674
2013-07-01,20574035168
2013-07-02,20702891339
2013-07-03,20559717816
2013-07-05,20531083112
2013-07-08,20527503774
2013-07-09,20749422733
2013-07-10,20727946705
2013-07-11,21146729258
2013-07-12,20985659045
2013-07-15,20978500369
2013-07-16,21025031764
2013-07-17,21028611102
2013-07-18,21150308596
2013-07-19,21025031764
2013-07-22,21064404483
2013-07-23,21028611102
2013-07-24,20559717816
2013-07-25,20663518620
2013-07-26,20792374790
2013-07-29,20681415310
2013-07-30,20638463253
2013-07-31,20044293136
2013-08-01,19922595641
2013-08-02,19668462639
2013-08-05,19646986611
2013-08-06,19593296540
2013-08-07,19417908975
2013-08-08,19421488313
2013-08-09,19403591623
2013-08-12,19138720606
2013-08-13,18848794223
2013-08-14,18816580181
2013-08-15,18537391812
2013-08-16,18136505950
2013-08-19,18057760512
2013-08-20,18369162923
2013-08-21,18354845571
2013-08-22,18558867841
2013-08-23,18795104153
2013-08-26,18938277675
2013-08-27,18941857013
2013-08-28,18648351292
2013-08-29,18648351292
2013-08-30,18573185193
2013-09-03,18347686895
2013-09-04,18612557912
2013-09-05,18519495122
2013-09-06,18984809070
2013-09-09,19396432947
2013-09-10,19471599046
2013-09-11,19654145287
2013-09-12,19586137864
2013-09-13,19539606469
2013-09-16,19618351906
2013-09-17,19525289117
2013-09-18,20219680700
2013-09-19,20155252615
2013-09-20,20080086516
2013-09-23,19750787415
2013-09-24,19432226327
2013-09-25,19528868455
2013-09-26,19568241174
2013-09-27,19525289117
2013-09-30,19280860830
2013-10-01,19547200890
2013-10-02,19464419520
2013-10-03,19025318340
2013-10-04,18942536970
2013-10-07,19075707000
2013-10-08,18780573420
2013-10-09,18794970180
2013-10-10,19270063260
2013-10-11,19334848680
2013-10-14,19302455970
2013-10-15,19298856780
2013-10-16,19712763630
2013-10-17,20011496400
2013-10-18,19871127990
2013-10-21,19813540950
2013-10-22,19964706930
2013-10-23,19993500450
2013-10-24,19370840580
2013-10-25,19763152290
2013-10-28,19568796030
2013-10-29,19381638150
2013-10-30,19129694850
2013-10-31,18845358840
2013-11-01,19039715100
2013-11-04,19208877030
2013-11-05,18917342640
2013-11-06,18953334540
2013-11-07,18877751550
2013-11-08,18607812300
2013-11-11,18589816350
2013-11-12,18460245510
2013-11-13,18553824450
2013-11-14,18740982330
2013-11-15,18492638220
2013-11-18,18435051180
2013-11-19,18373864950
2013-11-20,18226298160
2013-11-21,18294682770
