,TRMB
2009-07-31,2846314370
2009-08-03,2944752910
2009-08-04,2935149150
2009-08-05,2918342570
2009-08-06,2852316720
2009-08-07,2949554790
2009-08-10,2919543040
2009-08-11,2908738810
2009-08-12,3014380170
2009-08-13,3022783460
2009-08-14,2957958080
2009-08-17,2819904030
2009-08-18,2866722360
2009-08-19,2891932230
2009-08-20,2939951030
2009-08-21,3026384870
2009-08-24,2957958080
2009-08-25,2949554790
2009-08-26,2972363720
2009-08-27,2986769360
2009-08-28,3052795210
2009-08-31,3056396620
2009-09-01,2972363720
2009-09-02,2955557140
2009-09-03,2972363720
2009-09-04,3061198500
2009-09-08,3056396620
2009-09-09,3110417770
2009-09-10,3108016830
2009-09-11,3128424820
2009-09-14,3121222000
2009-09-15,3075604140
2009-09-16,3087608840
2009-09-17,3053995680
2009-09-18,3022783460
2009-09-21,3007177350
2009-09-22,2963960430
2009-09-23,2909939280
2009-09-24,2891932230
2009-09-25,2834309670
2009-09-28,2885929880
2009-09-29,2864321420
2009-09-30,2870323770
2009-10-01,2749076300
2009-10-02,2709854400
2009-10-05,2744874800
2009-10-06,2740044400
2009-10-07,2656720000
2009-10-08,2638606000
2009-10-09,2638606000
2009-10-12,2633775600
2009-10-13,2661550400
2009-10-14,2725553200
2009-10-15,2711062000
2009-10-16,2668796000
2009-10-19,2694155600
2009-10-20,2734006400
2009-10-21,2670003600
2009-10-22,2668796000
2009-10-23,2618076800
2009-10-26,2587886800
2009-10-27,2572188000
2009-10-28,2566150000
2009-10-29,2602378000
2009-10-30,2532337200
2009-11-02,2560112000
2009-11-03,2615661600
2009-11-04,2630152800
2009-11-05,2691740400
2009-11-06,2705024000
2009-11-09,2762988800
2009-11-10,2814915600
2009-11-11,2849936000
2009-11-12,2819746000
2009-11-13,2848728400
2009-11-16,2898240000
2009-11-17,2903070400
2009-11-18,2893409600
2009-11-19,2837860000
2009-11-20,2825784000
2009-11-23,2855974000
2009-11-24,2840275200
2009-11-25,2845105600
2009-11-27,2750912800
2009-11-30,2696570800
2009-12-01,2772649600
2009-12-02,2788348400
2009-12-03,2742459600
2009-12-04,2804047200
2009-12-07,2829406800
2009-12-08,2784725600
2009-12-09,2795594000
2009-12-10,2822161200
2009-12-11,2860804400
2009-12-14,2927222400
2009-12-15,2994848000
2009-12-16,2953789600
2009-12-17,2941713600
2009-12-18,2950166800
2009-12-21,3005716400
2009-12-22,3052812800
2009-12-23,3080587600
2009-12-24,3121646000
2009-12-28,3087833200
2009-12-29,3089040800
2009-12-30,3087833200
2009-12-31,3043152000
2010-01-04,3097494000
2010-01-05,3081795200
2010-01-06,3073342000
2010-01-07,3078172400
2010-01-08,3102324400
2010-01-11,3076964800
2010-01-12,3028660800
2010-01-13,3061266000
2010-01-14,3061266000
2010-01-15,2964658000
2010-01-19,3002093600
2010-01-20,2898240000
2010-01-21,2866842400
2010-01-22,2805254800
2010-01-25,2835444800
2010-01-26,2824576400
2010-01-27,2848728400
2010-01-28,2777480000
2010-01-29,2764196400
2010-02-01,2802839600
2010-02-02,2810085200
2010-02-03,2974318800
2010-02-04,2854766400
2010-02-05,2929637600
2010-02-08,2957412400
2010-02-09,2982772000
2010-02-10,2981564400
2010-02-11,3026245600
2010-02-12,3034698800
2010-02-16,3033491200
2010-02-17,3090248400
2010-02-18,3143382800
2010-02-19,3195309600
2010-02-22,3284672000
2010-02-23,3207385600
2010-02-24,3273803600
2010-02-25,3260520000
2010-02-26,3244821200
2010-03-01,3310031600
2010-03-02,3323315200
2010-03-03,3330560800
2010-03-04,3307616400
2010-03-05,3279841600
2010-03-08,3253274400
2010-03-09,3261123800
2010-03-10,3265954200
2010-03-11,3249651600
2010-03-12,3268973200
2010-03-15,3273803600
2010-03-16,3275011200
2010-03-17,3360750800
2010-03-18,3375242000
2010-03-19,3415092800
2010-03-22,3429584000
2010-03-23,3510493200
2010-03-24,3452528400
2010-03-25,3400601600
2010-03-26,3406639600
2010-03-29,3482718400
2010-03-30,3476680400
2010-03-31,3468227200
2010-04-01,3444075200
2010-04-05,3490520220
2010-04-06,3497759460
2010-04-07,3451910940
2010-04-08,3466389420
2010-04-09,3496552920
2010-04-12,3515857560
2010-04-13,3538781820
2010-04-14,3623239620
2010-04-15,3638321370
2010-04-16,3599108820
2010-04-19,3535162200
2010-04-20,3628065780
2010-04-21,3689599320
2010-04-22,3722175900
2010-04-23,3741480540
2010-04-26,3758372100
2010-04-27,3716143200
2010-04-28,3749926320
2010-04-29,3835590660
2010-04-30,3945385800
2010-05-03,3897124199
2010-05-04,3720679790
2010-05-05,3664261980
2010-05-06,3520683720
2010-05-07,3435019380
2010-05-10,3595489200
2010-05-11,3631685400
2010-05-12,3800601000
2010-05-13,3763198260
2010-05-14,3638924640
2010-05-17,3760785180
2010-05-18,3672707760
2010-05-19,3637718100
2010-05-20,3438639000
2010-05-21,3462769800
2010-05-24,3390377400
2010-05-25,3365040060
2010-05-26,3390377400
2010-05-27,3538781820
2010-05-28,3466389420
2010-06-01,3406062420
2010-06-02,3498966000
2010-06-03,3538781820
2010-06-04,3412095120
2010-06-07,3320398080
2010-06-08,3305919600
2010-06-09,3408475500
2010-06-10,3554466840
2010-06-11,3602728440
2010-06-14,3548434140
2010-06-15,3641337720
2010-06-16,3649783500
2010-06-17,3632891940
2010-06-18,3676327380
2010-06-21,3672707760
2010-06-22,3631685400
2010-06-23,3558086460
2010-06-24,3502585620
2010-06-25,3574978020
2010-06-28,3517064100
2010-06-29,3392790480
2010-06-30,3378312000
2010-07-01,3346941960
2010-07-02,3353635180
2010-07-06,3335714080
2010-07-07,3446824900
2010-07-08,3467135480
2010-07-09,3495809240
2010-07-12,3476693400
2010-07-13,3575856820
2010-07-14,3557935720
2010-07-15,3555546240
2010-07-16,3383503680
2010-07-19,3396645820
2010-07-20,3376335240
2010-07-21,3403814260
2010-07-22,3446824900
2010-07-23,3549572540
2010-07-26,3666657060
2010-07-27,3608114800
2010-07-28,3443240680
2010-07-29,3377529980
2010-07-30,3389477380
2010-08-02,3430098540
2010-08-03,3482667100
2010-08-04,3471914440
2010-08-05,3508951380
2010-08-06,3516119820
2010-08-09,3542404100
2010-08-10,3488640800
2010-08-11,3401424780
2010-08-12,3359608880
2010-08-13,3320182460
2010-08-16,3323766680
2010-08-17,3491030280
2010-08-18,3480277620
2010-08-19,3464746000
2010-08-20,3537625140
2010-08-23,3549572540
2010-08-24,3448019640
2010-08-25,3427709060
2010-08-26,3382308940
2010-08-27,3433682760
2010-08-30,3365582580
2010-08-31,3360803620
2010-09-01,3464746000
2010-09-02,3531651440
2010-09-03,3581830520
2010-09-07,3505367160
2010-09-08,3495809240
2010-09-09,3522093520
2010-09-10,3574662080
2010-09-13,3659488620
2010-09-14,3800467940
2010-09-15,3825557480
2010-09-16,3837504879
2010-09-17,3878126040
2010-09-20,4048973860
2010-09-21,4072868660
2010-09-22,4068089699
2010-09-23,4064505480
2010-09-24,4154110980
2010-09-27,4125437220
2010-09-28,4181590000
2010-09-29,4125437220
2010-09-30,4186368960
2010-10-01,4289246990
2010-10-04,4256355859
2010-10-05,4341629160
2010-10-06,4230773869
2010-10-07,4245392150
2010-10-08,4202755500
2010-10-11,4161337039
2010-10-12,4250264910
2010-10-13,4289246990
2010-10-14,4239301199
2010-10-15,4283156039
2010-10-18,4313610790
2010-10-19,4195446359
2010-10-20,4314828980
2010-10-21,4365992960
2010-10-22,4378174860
2010-10-25,4418375130
2010-10-26,4409847800
2010-10-27,4373302100
2010-10-28,4355029250
2010-10-29,4365992960
2010-11-01,4323356310
2010-11-02,4334320020
2010-11-03,4543848700
2010-11-04,4641303900
2010-11-05,4618158290
2010-11-08,4584048970
2010-11-09,4492684720
2010-11-10,4476848250
2010-11-11,4417156940
2010-11-12,4397665900
2010-11-15,4431775220
2010-11-16,4381829430
2010-11-17,4379393050
2010-11-18,4525575850
2010-11-19,4493902910
2010-11-22,4471975490
2010-11-23,4420811510
2010-11-24,4570648880
2010-11-26,4591358110
2010-11-29,4571867070
2010-11-30,4536539560
2010-12-01,4626685620
2010-12-02,4731449960
2010-12-03,4876414570
2010-12-06,4854487150
2010-12-07,4911742080
2010-12-08,4955596920
2010-12-09,4997015380
2010-12-10,5026251940
2010-12-13,5074979540
2010-12-14,4965342440
2010-12-15,4847178010
2010-12-16,4828905160
2010-12-17,4882505520
2010-12-20,4869105430
2010-12-21,4906869320
2010-12-22,4906869320
2010-12-23,4891032850
2010-12-27,4912960270
2010-12-28,4864232670
2010-12-29,4892251040
2010-12-30,4898341990
2010-12-31,4864232670
2011-01-03,4950724160
2011-01-04,4873978190
2011-01-05,4904432940
2011-01-06,4893469230
2011-01-07,4884625170
2011-01-10,4962906060
2011-01-11,4999451760
2011-01-12,5037215650
2011-01-13,5044524790
2011-01-14,5284508220
2011-01-18,5536673550
2011-01-19,5428254640
2011-01-20,5116398000
2011-01-21,5143198180
2011-01-24,5206544060
2011-01-25,5262580800
2011-01-26,5399018080
2011-01-27,5475764050
2011-01-28,5395363510
2011-01-31,5613419520
2011-02-01,5662147120
2011-02-02,5686510920
2011-02-03,5582964770
2011-02-04,5832693720
2011-02-07,5853402950
2011-02-08,5762038700
2011-02-09,5766911460
2011-02-10,5809548110
2011-02-11,5869239420
2011-02-14,6008113080
2011-02-15,5969131000
2011-02-16,6104350090
2011-02-17,6092168190
2011-02-18,6114095610
2011-02-22,5941112630
2011-02-23,5742547660
2011-02-24,5715747480
2011-02-25,5950858150
2011-02-28,5987403850
2011-03-01,5917967020
2011-03-02,5948421770
2011-03-03,6149423120
2011-03-04,6136023030
2011-03-07,6028822310
2011-03-08,6047095160
2011-03-09,5888730460
2011-03-10,5715747480
2011-03-11,5816857250
2011-03-14,5747420420
2011-03-15,5601237620
2011-03-16,5564691920
2011-03-17,5591492100
2011-03-18,5603674000
2011-03-21,5726711190
2011-03-22,5760820510
2011-03-23,5758384130
2011-03-24,5847312000
2011-03-25,5871675800
2011-03-28,5832693720
2011-03-29,6079986290
2011-03-30,6090950000
2011-03-31,6156732260
2011-04-01,6338203890
2011-04-04,6361510620
2011-04-05,6309990480
2011-04-06,6217990230
2011-04-07,6164016750
2011-04-08,6148070040
2011-04-11,6099003240
2011-04-12,6025403040
2011-04-13,6060976470
2011-04-14,6051163110
2011-04-15,6123536640
2011-04-18,5905189380
2011-04-19,6058523130
2011-04-20,6199590180
2011-04-21,6280550400
2011-04-25,6226576920
2011-04-26,6284230410
2011-04-27,6281777070
2011-04-28,6187323480
2011-04-29,5745722280
2011-05-02,5718735540
2011-05-03,5282041020
2011-05-04,4966786830
2011-05-05,5397348000
2011-05-06,5381401290
2011-05-09,5402254680
2011-05-10,5457454830
2011-05-11,5385081300
2011-05-12,5401028010
2011-05-13,5288174370
2011-05-16,5186360760
2011-05-17,5139747300
2011-05-18,5275907670
2011-05-19,5322521130
2011-05-20,5264867640
2011-05-23,5182680750
2011-05-24,5120120580
2011-05-25,5198627460
2011-05-26,5275907670
2011-05-27,5293081050
2011-05-31,5359321230
2011-06-01,5180227410
2011-06-02,5158147350
2011-06-03,5134840620
2011-06-06,5026893660
2011-06-07,5030573670
2011-06-08,4915266690
2011-06-09,4899319980
2011-06-10,4747212900
2011-06-13,4709799465
2011-06-14,4788919680
2011-06-15,4671159360
2011-06-16,4638039270
2011-06-17,4612279200
2011-06-20,4608599190
2011-06-21,4716546150
2011-06-22,4662572670
2011-06-23,4703052780
2011-06-24,4546039020
2011-06-27,4541132340
2011-06-28,4645399290
2011-06-29,4726359510
2011-06-30,4862519880
2011-07-01,5024513340
2011-07-05,5035580550
2011-07-06,5068782180
2011-07-07,5106902570
2011-07-08,5039269620
2011-07-11,4912611550
2011-07-12,4825303560
2011-07-13,4793331620
2011-07-14,4699875180
2011-07-15,4741684640
2011-07-18,4626093780
2011-07-19,4706023630
2011-07-20,4631012540
2011-07-21,4645768820
2011-07-22,4646998510
2011-07-25,4633471920
2011-07-26,4622404710
2011-07-27,4452707490
2011-07-28,4426884000
2011-07-29,4375237020
2011-08-01,4260875850
2011-08-02,4067814520
2011-08-03,4783494100
2011-08-04,4535096720
2011-08-05,4567068660
2011-08-08,4260875850
2011-08-09,4386304230
2011-08-10,4210458560
2011-08-11,4524029510
2011-08-12,4511732610
2011-08-15,4601499980
2011-08-16,4473612220
2011-08-17,4437951210
2011-08-18,4088719250
2011-08-19,4027234750
2011-08-22,4050598859
2011-08-23,4258416470
2011-08-24,4269483680
2011-08-25,4176027240
2011-08-26,4386304230
2011-08-29,4586743700
2011-08-30,4589203080
2011-08-31,4567068660
2011-09-01,4650687580
2011-09-02,4412127720
2011-09-06,4360480740
2011-09-07,4544934240
2011-09-08,4461315320
2011-09-09,4311293140
2011-09-12,4372777640
2011-09-13,4369088570
2011-09-14,4526488890
2011-09-15,4591662460
2011-09-16,4474841910
2011-09-19,4419505860
2011-09-20,4327279110
2011-09-21,4273172750
2011-09-22,4151433439
2011-09-23,4193242900
2011-09-26,4231363289
2011-09-27,4467463770
2011-09-28,4242430500
2011-09-29,4258416470
2011-09-30,4172613499
2011-10-03,4032075400
2011-10-04,4171369800
2011-10-05,4375336600
2011-10-06,4495975500
2011-10-07,4472345200
2011-10-10,4662631300
2011-10-11,4620345500
2011-10-12,4723572600
2011-10-13,4614127000
2011-10-14,4732278500
2011-10-17,4525824300
2011-10-18,4661387600
2011-10-19,4539505000
2011-10-20,4534530200
2011-10-21,4671337200
2011-10-24,4977287400
2011-10-25,4846698900
2011-10-26,4798194600
2011-10-27,5125287700
2011-10-28,5133993600
2011-10-31,5025791700
2011-11-01,4798194600
2011-11-02,5125287700
2011-11-03,5407607600
2011-11-04,5253388800
2011-11-07,5223540000
2011-11-08,5351641100
2011-11-09,5147674300
2011-11-10,5176279400
2011-11-11,5275775400
2011-11-14,5268313200
2011-11-15,5351641100
2011-11-16,5351641100
2011-11-17,5346666300
2011-11-18,5298162000
2011-11-21,5126531400
2011-11-22,5029522800
2011-11-23,4849186300
2011-11-25,4777051700
2011-11-28,4974800000
2011-11-29,4987237000
2011-11-30,5357859600
2011-12-01,5314330100
2011-12-02,5405120200
2011-12-05,5492179200
2011-12-06,5487204400
2011-12-07,5579238200
2011-12-08,5402632800
2011-12-09,5558095300
2011-12-12,5437456400
2011-12-13,5416313500
2011-12-14,5311842700
2011-12-15,5306867900
2011-12-16,5313086400
2011-12-19,5316817500
2011-12-20,5587944100
2011-12-21,5472280000
2011-12-22,5561826400
2011-12-23,5550633100
2011-12-27,5546902000
2011-12-28,5374027700
2011-12-29,5437456400
2011-12-30,5397658000
2012-01-03,5177523100
2012-01-04,5000917700
2012-01-05,5070564900
2012-01-06,4993455500
2012-01-09,5191203800
2012-01-10,5349153700
2012-01-11,5356615900
2012-01-12,5444918600
2012-01-13,5364078100
2012-01-17,5328010800
2012-01-18,5444918600
2012-01-19,5559339000
2012-01-20,5523271700
2012-01-23,5504616200
2012-01-24,5597893700
2012-01-25,5568044900
2012-01-26,5665053500
2012-01-27,5779473900
2012-01-30,5794398300
2012-01-31,5824247100
2012-02-01,5918768300
2012-02-02,5987171800
2012-02-03,6321727100
2012-02-06,6350332200
2012-02-07,6351575900
2012-02-08,6351575900
2012-02-09,6415004600
2012-02-10,6385777650
2012-02-13,6422466800
2012-02-14,6434903800
2012-02-15,6318617850
2012-02-16,6441122300
2012-02-17,6425576050
2012-02-21,6332920400
2012-02-22,6359038100
2012-02-23,6405055000
2012-02-24,6339138900
2012-02-27,6351575900
2012-02-28,6342870000
2012-02-29,6254567300
2012-03-01,6293122000
2012-03-02,6152583900
2012-03-05,6130197300
2012-03-06,6000852500
2012-03-07,6065524900
2012-03-08,6255811000
2012-03-09,6325458200
2012-03-12,6313021200
2012-03-13,6595341100
2012-03-14,6550567900
2012-03-15,6781896100
2012-03-16,6764484300
2012-03-19,6776921300
2012-03-20,6732148100
2012-03-21,6770702800
2012-03-22,6718467400
2012-03-23,6720954800
2012-03-26,6822938200
2012-03-27,6893829100
2012-03-28,6757022100
2012-03-29,6771946500
2012-03-30,6822417720
2012-04-02,6823671380
2012-04-03,6868803140
2012-04-04,6779793280
2012-04-05,6675739500
2012-04-09,6606788200
2012-04-10,6402441620
2012-04-11,6629354080
2012-04-12,6709588320
2012-04-13,6613056500
2012-04-16,6665710220
2012-04-17,6945276400
2012-04-18,6908920260
2012-04-19,6872564120
2012-04-20,6781046940
2012-04-23,6556641800
2012-04-24,6569178400
2012-04-25,6777285960
2012-04-26,6798598180
2012-04-27,6937754440
2012-04-30,6787315240
2012-05-01,6763495700
2012-05-02,6804866480
2012-05-03,6671978520
2012-05-04,6468885600
2012-05-07,6398680640
2012-05-08,6463870960
2012-05-09,6428768480
2012-05-10,6362324500
2012-05-11,6358563520
2012-05-14,6255763400
2012-05-15,6174275500
2012-05-16,6041387540
2012-05-17,5862114160
2012-05-18,5712928620
2012-05-21,5837040960
2012-05-22,5933572780
2012-05-23,6015060680
2012-05-24,5984972840
2012-05-25,5974943560
2012-05-29,6198095040
2012-05-30,5916021540
2012-05-31,5912887390
2012-06-01,5628933400
2012-06-04,5679079800
2012-06-05,5850831220
2012-06-06,6035119240
2012-06-07,5952377680
2012-06-08,5967421600
2012-06-11,5729226200
2012-06-12,5809460440
2012-06-13,5674065160
2012-06-14,5696631040
2012-06-15,5869636120
2012-06-18,5953631340
2012-06-19,6216899940
2012-06-20,6176782820
2012-06-21,5908499580
2012-06-22,5825758020
2012-06-25,5674065160
2012-06-26,5765582340
2012-06-27,5687855420
2012-06-28,5611382160
2012-06-29,5791324710
2012-07-02,5905867320
2012-07-03,5951180880
2012-07-05,6043066710
2012-07-06,5871882150
2012-07-09,5792583420
2012-07-10,5647831770
2012-07-11,5582378850
2012-07-12,5489234310
2012-07-13,5562239490
2012-07-16,5412453000
2012-07-17,5279029740
2012-07-18,5379726540
2012-07-19,5464060110
2012-07-20,5323084590
2012-07-23,5203507140
2012-07-24,5063790330
2012-07-25,5231198760
2012-07-26,5440144620
2012-07-27,5591189820
2012-07-30,5528254320
2012-07-31,5571050460
2012-08-01,5613846600
2012-08-02,5481682050
2012-08-03,5699438880
2012-08-06,5802653100
2012-08-07,5835379560
2012-08-08,5908384740
2012-08-09,5898315060
2012-08-10,5844190530
2012-08-13,5802653100
2012-08-14,5709508560
2012-08-15,5819016330
2012-08-16,5996494440
2012-08-17,6036773160
2012-08-20,5954957010
2012-08-21,5954957010
2012-08-22,5958733140
2012-08-23,5929782810
2012-08-24,5866847310
2012-08-27,6069499620
2012-08-28,6185300940
2012-08-29,6234390630
2012-08-30,6084604140
2012-08-31,6171455130
2012-09-04,6132435120
2012-09-05,6100967370
2012-09-06,6384177120
2012-09-07,6449630040
2012-09-10,6377883570
2012-09-11,6362779050
2012-09-12,6478580370
2012-09-13,6551585550
2012-09-14,6722770110
2012-09-17,6501237150
2012-09-18,6343898400
2012-09-19,6340122270
2012-09-20,6221803530
2012-09-21,6200405460
2012-09-24,6170196420
2012-09-25,5973837660
2012-09-26,5963767980
2012-09-27,6059429940
2012-09-28,6036472620
2012-10-01,5998475520
2012-10-02,6065603730
2012-10-03,6093468270
2012-10-04,6160495154
2012-10-05,6163129620
2012-10-08,6147930780
2012-10-09,6037739190
2012-10-10,5922481320
2012-10-11,6007341510
2012-10-12,5951612430
2012-10-15,5970610980
2012-10-16,6079536000
2012-10-17,6078269430
2012-10-18,6035206050
2012-10-19,5827488570
2012-10-22,5855353110
2012-10-23,5894616780
2012-10-24,5879417940
2012-10-25,5984543250
2012-10-26,5960478420
2012-10-31,5974410690
2012-11-01,6160596480
2012-11-02,6672696062
2012-11-05,6792614910
2012-11-06,6793881480
2012-11-07,6616561680
2012-11-08,6637358759
2012-11-09,6700155300
2012-11-12,6654558780
2012-11-13,6721686990
2012-11-14,6641893080
2012-11-15,6717887280
2012-11-16,6754617810
2012-11-19,6873675390
2012-11-20,6839478000
2012-11-21,6845810850
2012-11-23,6948403020
2012-11-26,6930671040
2012-11-27,6899006790
2012-11-28,7006665240
2012-11-29,7052261760
2012-11-30,7047195480
2012-12-03,7015531230
2012-12-04,6956002440
2012-12-05,7101657990
2012-12-06,7185251610
2012-12-07,7254912960
2012-12-10,7485428700
2012-12-11,7541157780
2012-12-12,7437299040
2012-12-13,7382836530
2012-12-14,7335973440
2012-12-17,7452497880
2012-12-18,7456297590
2012-12-19,7475296140
2012-12-20,7567755750
2012-12-21,7519626090
2012-12-24,7475296140
2012-12-26,7466430150
2012-12-27,7481628990
2012-12-28,7476803300
2012-12-31,7627360090
2013-01-02,7849367560
2013-01-03,7814918125
2013-01-04,7902955570
2013-01-07,7876161565
2013-01-08,7939956815
2013-01-09,8021614735
2013-01-10,7915714620
2013-01-11,7920818240
2013-01-14,7975682155
2013-01-15,7938680910
2013-01-16,7892748330
2013-01-17,7911886905
2013-01-18,7933577290
2013-01-22,8017787020
2013-01-23,8025442450
2013-01-24,8049684645
2013-01-25,8109652180
2013-01-28,8076478650
2013-01-29,8073926840
2013-01-30,8071375030
2013-01-31,7974406250
2013-02-01,7968026725
2013-02-04,7969302630
2013-02-05,8101996750
2013-02-06,7743467445
2013-02-07,7666913145
2013-02-08,7682224005
2013-02-11,7601841990
2013-02-12,7746019255
2013-02-13,7879989280
2013-02-14,7854471180
2013-02-15,7873609755
2013-02-19,7923370050
2013-02-20,7779192785
2013-02-21,7530391310
2013-02-22,7540598550
2013-02-25,7367075470
2013-02-26,7354316420
2013-02-27,7558461220
2013-02-28,7582703415
2013-03-01,7586531130
2013-03-04,7654154095
2013-03-05,7786848215
2013-03-06,7730708395
2013-03-07,7827677175
2013-03-08,7871057945
2013-03-11,7811090410
2013-03-12,7715397535
2013-03-13,7723052965
2013-03-14,7734536110
2013-03-15,7646498665
2013-03-18,7670740860
2013-03-19,7651602285
2013-03-20,7691155340
2013-03-21,7512528640
2013-03-22,7550805790
2013-03-25,7540598550
2013-03-26,7507425020
2013-03-27,7382386330
2013-03-28,7650326380
2013-04-01,7449888880
2013-04-02,7319234020
2013-04-03,7355100060
2013-04-04,7429394000
2013-04-05,7334605180
2013-04-08,7314110300
2013-04-09,7306424720
2013-04-10,7460136320
2013-04-11,7480631200
2013-04-12,7373033080
2013-04-15,7034867560
2013-04-16,7250063800
2013-04-17,7057924300
2013-04-18,6952888040
2013-04-19,7022058260
2013-04-22,6981068500
2013-04-23,7022058260
2013-04-24,7170646140
2013-04-25,7326919600
2013-04-26,7227007060
2013-04-29,7239816360
2013-04-30,7362785640
2013-05-01,6770995980
2013-05-02,6730006220
2013-05-03,6940078740
2013-05-06,7111723360
2013-05-07,7193702880
2013-05-08,7334605180
2013-05-09,7349976340
2013-05-10,7465260040
2013-05-13,7444765160
2013-05-14,7298739140
2013-05-15,7447327020
2013-05-16,7442203300
2013-05-17,7426832140
2013-05-20,7478069340
2013-05-21,7449888880
2013-05-22,7262873100
2013-05-23,7183455440
2013-05-24,7093790340
2013-05-28,7196264740
2013-05-29,7104037780
2013-05-30,7270558680
2013-05-31,7147589400
2013-06-03,7121970800
2013-06-04,6975944780
2013-06-05,6788929000
2013-06-06,6832480620
2013-06-07,6917022000
2013-06-10,6863222940
2013-06-11,6773557840
2013-06-12,6699263900
2013-06-13,6660836000
2013-06-14,6724882500
2013-06-17,6776119700
2013-06-18,6917022000
2013-06-19,6763310400
2013-06-20,6550676020
2013-06-21,6499438820
2013-06-24,6366222100
2013-06-25,6453325340
2013-06-26,6443077900
2013-06-27,6655712280
2013-06-28,6680391630
2013-07-01,6772924950
2013-07-02,6772924950
2013-07-03,6857747160
2013-07-05,7035102690
2013-07-08,6922006410
2013-07-09,7004258250
2013-07-10,7137917490
2013-07-11,7189324890
2013-07-12,7063376760
2013-07-15,7006828620
2013-07-16,6981124920
2013-07-17,6999117510
2013-07-18,7022250840
2013-07-19,7068517500
2013-07-22,7310132280
2013-07-23,7459213740
2013-07-24,7325554500
2013-07-25,7312702650
2013-07-26,7150769340
2013-07-29,7161050820
2013-07-30,7202176740
2013-07-31,7335835980
2013-08-01,7197036000
2013-08-02,7168761930
2013-08-05,7135347120
2013-08-06,6968273070
2013-08-07,6798628650
2013-08-08,6772924950
2013-08-09,6793487910
2013-08-12,6906584190
2013-08-13,6870599010
2013-08-14,6693243480
2013-08-15,6546732390
2013-08-16,6541591650
2013-08-19,6461910180
2013-08-20,6544162020
2013-08-21,6508176840
2013-08-22,6652117560
2013-08-23,6662399040
2013-08-26,6621273120
2013-08-27,6477332400
2013-08-28,6492754620
2013-08-29,6603280530
2013-08-30,6490184250
2013-09-03,6474762030
2013-09-04,6605850900
2013-09-05,6965702700
2013-09-06,6993976770
2013-09-09,7089080460
2013-09-10,7248443400
2013-09-11,7266435990
2013-09-12,7258724880
2013-09-13,7299850800
2013-09-16,7269006360
2013-09-17,7284428580
2013-09-18,7392384120
2013-09-19,7492628550
2013-09-20,7554317430
2013-09-23,7523472990
2013-09-24,7582591500
2013-09-25,7649421120
2013-09-26,7654561860
2013-09-27,7727536910
2013-09-30,7670735770
2013-10-01,7931504640
2013-10-02,7975396430
2013-10-03,7903104070
2013-10-04,7918595290
2013-10-07,7879867240
2013-10-08,7660408290
2013-10-09,7608770890
2013-10-10,7730118780
2013-10-11,7745610000
2013-10-14,7712045690
2013-10-15,7642335200
2013-10-16,7748191870
2013-10-17,7745610000
2013-10-18,7774010570
2013-10-21,7745610000
2013-10-22,7668153900
2013-10-23,7546806010
2013-10-24,7474513650
2013-10-25,7575206580
2013-10-28,7297655555
2013-10-29,7280873400
2013-10-30,7329928930
2013-10-31,7364784175
2013-11-01,8626027670
2013-11-04,8441423965
2013-11-05,8243910910
2013-11-06,8256820260
2013-11-07,8076089360
2013-11-08,8220674080
2013-11-11,8233583430
2013-11-12,8300712050
2013-11-13,8458206119
2013-11-14,8330403555
2013-11-15,8373004410
2013-11-18,8305875790
2013-11-19,8132890500
2013-11-20,8122563020
2013-11-21,8331694490
2013-11-22,8269729610
2013-11-25,8313621400
2013-11-26,8277475220
2013-11-27,8311039529
2013-11-29,8236165300
2013-12-02,8228419690
2013-12-03,8174200420
2013-12-04,8174200420
2013-12-05,8455624250
2013-12-06,8416896200
2013-12-09,8362676930
2013-12-10,8458206119
2013-12-11,8194855380
2013-12-12,8192273510
2013-12-13,8179364160
2013-12-16,8453042380
2013-12-17,8551153439
2013-12-18,8592463360
2013-12-19,8445296770
2013-12-20,8747375560
2013-12-23,8799012960
2013-12-24,8860977840
2013-12-26,8879050930
2013-12-27,8853232230
2013-12-30,8925524590
2013-12-31,8959088900
2014-01-02,8891960280
2014-01-03,8980905730
2014-01-06,8825032330
2014-01-07,8819836550
2014-01-08,8705529390
2014-01-09,8723714620
2014-01-10,8736704070
2014-01-13,8747095630
2014-01-14,8926350040
2014-01-15,9014678300
2014-01-16,9014678300
2014-01-17,8853609120
2014-01-21,8915958480
2014-01-22,8952328940
2014-01-23,8793857650
2014-01-24,8448338280
2014-01-27,8401576260
2014-01-28,8487306630
2014-01-29,8422359380
2014-01-30,8586026449
2014-01-31,8398978370
2014-02-03,7996305420
2014-02-04,8102818910
2014-02-05,8076840010
2014-02-06,8128797810
2014-02-07,8308052220
2014-02-10,8318443780
2014-02-11,8474317179
2014-02-12,9661552910
2014-02-13,9591409880
2014-02-14,9656357130
2014-02-18,9697923370
2014-02-19,9913548240
2014-02-20,10038246960
2014-02-21,9978495490
2014-02-24,9986289160
2014-02-25,9864188330
2014-02-26,9923939800
2014-02-27,9916146130
2014-02-28,9910950350
2014-03-03,9936929250
2014-03-04,10129173110
2014-03-05,10342200090
2014-03-06,10381168440
2014-03-07,10264263390
2014-03-10,10199316140
2014-03-11,10136966780
2014-03-12,10149956230
2014-03-13,9804436860
2014-03-14,9871982000
2014-03-17,9996680720
2014-03-18,10097998430
2014-03-19,10027855400
