,TRMB
2018-11-02,9598452000
2018-11-05,9115764000
2018-11-06,9161016000
2018-11-07,9472752000
2018-11-08,9500406000
2018-11-09,9254034000
2018-11-12,9027774000
2018-11-13,9030288000
2018-11-14,8914644000
2018-11-15,8985036000
2018-11-16,8934756000
2018-11-19,8791458000
2018-11-20,8924700000
2018-11-21,9065484000
2018-11-23,9148446000
2018-11-26,9347052000
2018-11-27,9281688000
2018-11-28,9492864000
2018-11-29,9402360000
2018-11-30,9560742000
2018-12-03,9864936000
2018-12-04,9316884000
2018-12-06,9281688000
2018-12-07,8922186000
2018-12-10,8962410000
2018-12-11,8826654000
2018-12-12,8859336000
2018-12-13,8776374000
2018-12-14,8695926000
2018-12-17,8434469999
2018-12-18,8316312000
2018-12-19,8165471999
2018-12-20,7949268000
2018-12-21,7667700000
2018-12-24,7582224000
2018-12-26,7914072000
2018-12-27,8062398000
2018-12-28,8032910000
2018-12-31,8276864999
2019-01-02,8166205000
2019-01-03,7778895000
2019-01-04,8073150000
2019-01-07,8219020000
2019-01-08,8455429999
2019-01-09,8636510000
2019-01-10,8877950000
2019-01-11,8855315000
2019-01-14,8890525000
2019-01-15,8805015000
2019-01-16,8845255000
2019-01-17,8968490000
2019-01-18,9202385000
2019-01-22,8943340000
2019-01-23,8976035000
2019-01-24,9232565000
2019-01-25,9360830000
2019-01-28,9013760000
2019-01-29,9114360000
2019-01-30,9363345000
2019-01-31,9471490000
2019-02-01,9534365000
2019-02-04,9546940000
2019-02-05,9642510000
2019-02-06,9773290000
2019-02-07,9632450000
2019-02-08,9602270000
2019-02-11,9710415000
2019-02-12,9803470000
2019-02-13,9811015000
2019-02-14,9760715000
2019-02-15,9861315000
2019-02-19,9906585000
2019-02-20,10054970000
2019-02-21,10039880000
2019-02-22,10060000000
2019-02-25,10198325000
2019-02-26,10082635000
2019-02-27,10115330000
2019-02-28,10062515000
2019-03-01,10178205000
2019-03-04,10122875000
2019-03-05,10057485000
2019-03-06,9906585000
2019-03-07,9650055000
2019-03-08,9592210000
2019-03-11,9748140000
2019-03-12,9783350000
2019-03-13,9954370000
2019-03-14,10004670000
2019-03-15,9999640000
2019-03-18,10097725000
2019-03-19,10140480000
2019-03-20,10117845000
2019-03-21,10256170000
2019-03-22,9916645000
2019-03-25,9921675000
2019-03-26,10092695000
2019-03-27,10022275000
2019-03-28,10132935000
2019-03-29,10168680000
2019-04-01,10314666000
2019-04-02,10241673000
2019-04-03,10281945000
2019-04-04,10208952000
2019-04-05,10193850000
2019-04-08,10279428000
2019-04-09,10078068000
2019-04-10,10128408000
2019-04-11,10244190000
2019-04-12,10317183000
2019-04-15,10302081000
2019-04-16,10405278000
2019-04-17,10322217000
2019-04-18,10354938000
2019-04-22,10203918000
2019-04-23,10347387000
2019-04-24,10337319000
2019-04-25,10143510000
2019-04-26,10226571000
2019-04-29,10181265000
2019-04-30,10274394000
2019-05-01,10183782000
2019-05-02,10601604000
2019-05-03,10911195000
2019-05-06,10795413000
2019-05-07,10735005000
2019-05-08,10619223000
2019-05-09,10604121000
2019-05-10,10611672000
2019-05-13,10168680000
2019-05-14,10266843000
2019-05-15,10186299000
2019-05-16,10317183000
2019-05-17,10083102000
2019-05-20,9944667000
2019-05-21,10158612000
2019-05-22,10266843000
2019-05-23,10125891000
2019-05-24,10234122000
2019-05-28,10191333000
2019-05-29,10032762000
2019-05-30,10128408000
2019-05-31,10042830000
2019-06-03,10068000000
2019-06-04,10344870000
2019-06-05,10480788000
2019-06-06,10510992000
2019-06-07,10699767000
2019-06-10,10845753000
2019-06-11,10865889000
2019-06-12,10722420000
2019-06-13,10838202000
2019-06-14,10752624000
2019-06-17,10772760000
2019-06-18,11057181000
2019-06-19,10984188000
2019-06-20,11001807000
2019-06-21,10923780000
2019-06-24,10989222000
2019-06-25,10986705000
2019-06-26,11014392000
2019-06-27,11177997000
2019-06-28,11295544000
2019-07-01,11463312000
2019-07-02,11480840000
2019-07-03,11503376000
2019-07-05,11373168000
2019-07-08,11230440000
2019-07-09,11305560000
2019-07-10,11005080000
2019-07-11,10995064000
2019-07-12,11087712000
2019-07-15,11142800000
2019-07-16,11125272000
2019-07-17,11055160000
2019-07-18,11047648000
2019-07-19,11012592000
2019-07-22,11135288000
2019-07-23,11227936000
2019-07-24,11325592000
2019-07-25,11137792000
2019-07-26,11225432000
2019-07-29,11097728000
2019-07-30,11127776000
2019-07-31,10581904000
2019-08-01,9547752000
2019-08-02,9617864000
2019-08-05,9304864000
2019-08-06,9487656000
2019-08-07,9405024000
2019-08-08,9850736000
2019-08-09,9580304000
2019-08-12,9317384000
2019-08-13,9420048000
2019-08-14,9147112000
2019-08-15,9112056000
2019-08-16,9347432000
2019-08-19,9510192000
2019-08-20,9339920000
2019-08-21,9465120000
2019-08-22,9445088000
2019-08-23,9189680000
2019-08-26,9122072000
2019-08-27,9056968000
2019-08-28,9129584000
2019-08-29,9395008000
2019-08-30,9395008000
2019-09-03,9242264000
2019-09-04,9337416000
2019-09-05,9487656000
2019-09-06,9500176000
2019-09-09,9575296000
2019-09-10,9605344000
2019-09-11,9640400000
2019-09-12,9735552000
2019-09-13,10023512000
2019-09-16,9928360000
2019-09-17,9895808000
2019-09-18,9798152000
2019-09-19,9672952000
2019-09-20,9655424000
2019-09-23,9555264000
2019-09-24,9515200000
2019-09-25,9597832000
2019-09-26,9710512000
2019-09-27,9535890000
2019-09-30,9683095000
2019-10-01,9423615000
2019-10-02,9288885000
2019-10-03,9433595000
2019-10-04,9505950000
2019-10-07,9495970000
2019-10-08,9278905000
2019-10-09,9436090000
2019-10-10,9343775000
2019-10-11,9456050000
2019-10-14,9431100000
2019-10-15,9665630000
2019-10-16,9819072500
2019-10-17,9930100000
2019-10-18,9912635000
2019-10-21,9897665000
2019-10-22,9728005000
2019-10-23,9683095000
2019-10-24,9698065000
2019-10-25,9728005000
2019-10-28,9855250000
2019-10-29,9870220000
2019-10-30,9805350000
2019-10-31,9940080000
2019-11-01,10184590000
2019-11-04,10266925000
2019-11-05,10224510000
2019-11-06,10012435000
2019-11-07,10187085000
2019-11-08,10177105000
2019-11-11,10014930000
2019-11-12,9777905000
2019-11-13,9710540000
2019-11-14,9770420000
2019-11-15,9895170000
2019-11-18,9708045000
2019-11-19,9822815000
2019-11-20,9827805000
2019-11-21,9815330000
2019-11-22,9822815000
2019-11-25,9977505000
2019-11-26,10164630000
2019-11-27,10249460000
2019-11-29,10112235000
2019-12-02,10078552500
2019-12-03,9890180000
2019-12-04,9992475000
2019-12-05,9980000000
2019-12-06,10077305000
2019-12-09,10137185000
2019-12-10,9967525000
2019-12-11,9885190000
2019-12-12,10094770000
2019-12-13,10067325000
2019-12-16,10082295000
2019-12-17,10017425000
2019-12-18,9960040000
2019-12-19,10214530000
2019-12-20,10476505000
2019-12-23,10555097500
2019-12-24,10553850000
2019-12-26,10543870000
2019-12-27,10471515000
2019-12-30,10399160000
2019-12-31,10401655000
2020-01-02,10462782500
2020-01-03,10373349000
2020-01-06,10322119500
2020-01-07,10283385000
2020-01-08,10325868000
2020-01-09,10583265000
2020-01-10,10520790000
2020-01-13,10688223000
2020-01-14,10675728000
2020-01-15,10658235000
2020-01-16,10978107000
2020-01-17,11030586000
2020-01-21,11040582000
2020-01-22,11055576000
2020-01-23,11093061000
2020-01-24,11015592000
2020-01-27,10758195000
2020-01-28,10838163000
2020-01-29,10850658000
2020-01-30,10853157000
2020-01-31,10625748000
2020-02-03,10873149000
2020-02-04,11073069000
2020-02-05,11246749500
2020-02-06,11133045000
2020-02-07,10843161000
2020-02-10,10953117000
2020-02-11,10943121000
2020-02-12,11023089000
2020-02-13,11220510000
2020-02-14,11335464000
2020-02-18,11400438000
2020-02-19,11487903000
2020-02-20,11527887000
2020-02-21,11342961000
2020-02-24,11063073000
2020-02-25,10705716000
2020-02-26,10678227000
2020-02-27,10038483000
2020-02-28,9866052000
2020-03-02,10245900000
2020-03-03,9943521000
2020-03-04,10138443000
2020-03-05,10063473000
2020-03-06,9996000000
2020-03-09,9031386000
2020-03-10,8913933000
2020-03-11,8304176999
2020-03-12,6759795000
2020-03-13,7084665000
2020-03-16,6052578000
2020-03-17,5520291000
2020-03-18,5327868000
2020-03-19,6329967000
2020-03-20,6497400000
2020-03-23,6632346000
2020-03-24,7127148000
2020-03-25,7194621000
2020-03-26,7656936000
2020-03-27,7459515000
2020-03-30,7754397000
2020-03-31,7954317000
2020-04-01,7272090000
2020-04-02,7469511000
2020-04-03,7115000000
2020-04-06,7785000000
2020-04-07,8002499999
2020-04-08,8310000000
2020-04-09,8615000000
2020-04-13,8047499999
2020-04-14,8142500000
2020-04-15,8047499999
2020-04-16,7835000000
2020-04-17,8115000000
2020-04-20,8080000000
2020-04-21,7920000000
2020-04-22,8045000000
2020-04-23,8227499999
2020-04-24,8157500000
2020-04-27,8587500000
2020-04-28,8557499999
2020-04-29,8927500000
2020-04-30,8657500000
2020-05-01,8215000000
2020-05-04,8027500000
2020-05-05,8207500000
2020-05-06,7965000000
2020-05-07,9112500000
2020-05-08,9250000000
2020-05-11,9277500000
2020-05-12,8875000000
2020-05-13,8592500000
2020-05-14,8720000000
2020-05-15,8850000000
2020-05-18,9660000000
2020-05-19,9810000000
2020-05-20,9882500000
2020-05-21,9845000000
2020-05-22,9832500000
2020-05-26,10305000000
2020-05-27,10635000000
2020-05-28,10497500000
2020-05-29,9780000000
2020-06-01,10017500000
2020-06-02,10095000000
2020-06-03,10555000000
2020-06-04,10765000000
2020-06-05,11280000000
2020-06-08,11295000000
2020-06-09,10981250000
2020-06-10,10997500000
2020-06-11,10245000000
2020-06-12,10282500000
2020-06-15,10557500000
2020-06-16,10752500000
2020-06-17,10755000000
2020-06-18,10750000000
2020-06-19,10750000000
2020-06-22,10825000000
2020-06-23,10915000000
2020-06-24,10667500000
2020-06-25,10792500000
2020-06-26,10592500000
2020-06-29,10660000000
2020-06-30,10797500000
2020-07-01,10687500000
2020-07-02,10630000000
2020-07-06,10887901000
2020-07-07,10539428000
2020-07-08,10629680000
2020-07-09,10624666000
2020-07-10,10664778000
2020-07-13,10444162000
2020-07-14,10776339500
2020-07-15,11108517000
2020-07-16,10907957000
2020-07-17,11018265000
2020-07-20,11121052000
2020-07-21,11241388000
2020-07-22,11141108000
2020-07-23,11359217000
2020-07-24,11038321000
2020-07-27,11296542000
2020-07-28,11211304000
2020-07-29,11424399000
2020-07-30,11416878000
2020-07-31,11158657000
2020-08-03,11416878000
2020-08-04,11314091000
2020-08-05,11512144000
2020-08-06,12296835000
2020-08-07,12326919000
2020-08-10,12136387000
2020-08-11,12023572000
2020-08-12,12412157000
2020-08-13,12550042000
2020-08-14,12630266000
2020-08-17,12743081000
2020-08-18,12976232000
2020-08-19,12700462000
2020-08-20,12695448000
2020-08-21,12710490000
2020-08-24,13084033000
2020-08-25,13179299000
2020-08-26,13186820000
2020-08-27,13046428000
2020-08-28,13041414000
2020-08-31,13139187000
2020-09-01,13389887000
2020-09-02,13615517000
2020-09-03,12760630000
2020-09-04,12524972000
2020-09-08,12319398000
2020-09-09,12562577000
2020-09-10,12324412000
2020-09-11,12575112000
2020-09-14,12642801000
2020-09-15,13056456000
2020-09-16,12863417000
2020-09-17,12482353000
2020-09-18,12372045000
2020-09-21,11983460000
2020-09-22,12171485000
2020-09-23,11943348000
2020-09-24,11802956000
2020-09-25,11995995000
2020-09-28,12209090000
2020-09-29,12264244000
2020-09-30,12209090000
2020-10-01,12251709000
2020-10-02,12371964000
2020-10-05,12720576000
2020-10-06,12271644000
2020-10-07,12667908000
2020-10-08,12815880000
2020-10-09,12886104000
2020-10-12,13119348000
2020-10-13,12971376000
2020-10-14,12675432000
2020-10-15,13114332000
2020-10-16,13126872000
2020-10-19,13034076000
2020-10-20,13021536000
2020-10-21,12725592000
2020-10-22,12775752000
2020-10-23,12560064000
2020-10-26,12346884000
2020-10-27,12705528000
2020-10-28,12008304000
2020-10-29,12158784000
2020-10-30,12071004000
2020-11-02,12725592000
2020-11-03,13212144000
2020-11-04,13299924000
2020-11-05,14002164000
2020-11-06,14044800000
2020-11-09,14431032000
2020-11-10,14609100000
2020-11-11,14395920000
2020-11-12,14268012000
2020-11-13,14573988000
2020-11-16,14694372000
2020-11-17,14373348000
2020-11-18,14257980000
2020-11-19,14481192000
2020-11-20,14624148000
2020-11-23,14787168000
2020-11-24,15195972000
2020-11-25,14895012000
2020-11-27,15160860000
2020-11-30,15015396000
2020-12-01,15231084000
2020-12-02,15216036000
2020-12-03,15301308000
2020-12-04,15805416000
2020-12-07,15820464000
2020-12-08,15825480000
2020-12-09,15860592000
2020-12-10,15644904000
2020-12-11,15760272000
2020-12-14,16211712000
2020-12-15,16377240000
2020-12-16,16457496000
2020-12-17,16545276000
2020-12-18,16590420000
2020-12-21,16710803999
2020-12-22,16597944000
2020-12-23,16698264000
2020-12-24,16715820000
2020-12-28,16660644000
2020-12-29,16495115999
2020-12-30,16635564000
2020-12-31,16745915999
2021-01-04,16645419000
2021-01-05,16786034999
2021-01-06,17177751000
2021-01-07,18039024000
2021-01-08,18159552000
2021-01-11,18350388000
2021-01-12,18056601000
2021-01-13,17582022000
2021-01-14,17544357000
2021-01-15,17441406000
2021-01-19,17373609000
2021-01-20,17933562000
2021-01-21,17654841000
2021-01-22,17767836000
2021-01-25,17792946000
2021-01-26,17494137000
2021-01-27,16735815000
2021-01-28,16981892999
2021-01-29,16550001000
2021-02-01,17004492000
2021-02-02,17780391000
2021-02-03,17727660000
2021-02-04,17936073000
2021-02-05,18146997000
2021-02-08,18578889000
2021-02-09,18762192000
2021-02-10,18578889000
2021-02-11,18340344000
2021-02-12,18573867000
2021-02-16,18875187000
2021-02-17,18199728000
2021-02-18,18203494500
2021-02-19,18327789000
2021-02-22,18209772000
2021-02-23,18488493000
2021-02-24,19096155000
2021-02-25,18491004000
2021-02-26,18616554000
2021-03-01,19475316000
2021-03-02,18975627000
2021-03-03,18601488000
2021-03-04,17669907000
2021-03-05,17745237000
2021-03-08,17461494000
2021-03-09,17669907000
2021-03-10,17795457000
2021-03-11,18639153000
2021-03-12,18548757000
2021-03-15,18953028000
2021-03-16,19008270000
2021-03-17,19256859000
2021-03-18,18737082000
2021-03-19,18752148000
2021-03-22,18877698000
2021-03-23,17875809000
2021-03-24,17810523000
2021-03-25,18152019000
2021-03-26,18757170000
2021-03-29,18902808000
2021-03-30,19093644000
2021-03-31,19533069000
2021-04-01,20272558500
2021-04-05,21060610000
2021-04-06,20854380000
2021-04-07,20054610000
2021-04-08,20220600000
2021-04-09,20220600000
2021-04-12,20446950000
2021-04-13,20532460000
2021-04-14,20406710000
2021-04-15,20635575000
2021-04-16,20615455000
2021-04-19,20363955000
2021-04-20,19974130000
2021-04-21,20371500000
2021-04-22,20457010000
2021-04-23,20758810000
2021-04-26,21156180000
2021-04-27,21141090000
2021-04-28,20990190000
2021-04-29,21040490000
2021-04-30,20623000000
2021-05-03,20421800000
2021-05-04,20102395000
2021-05-05,20399165000
2021-05-06,19093880000
2021-05-07,19951495000
2021-05-10,19551610000
2021-05-11,19232205000
2021-05-12,18570760000
2021-05-13,18683935000
2021-05-14,19191965000
2021-05-17,19171845000
2021-05-18,18978190000
2021-05-19,18804655000
2021-05-20,19305140000
2021-05-21,19295080000
2021-05-24,19601910000
2021-05-25,19689935000
2021-05-26,19657240000
2021-05-27,19644665000
2021-05-28,19564185000
2021-06-01,19725145000
2021-06-02,19725145000
2021-06-03,19579275000
2021-06-04,20074730000
2021-06-07,19672330000
2021-06-08,19712570000
2021-06-09,19657240000
2021-06-10,19808140000
2021-06-11,19770415000
2021-06-14,19815685000
2021-06-15,19664785000
2021-06-16,19684905000
2021-06-17,19667300000
2021-06-18,19584305000
2021-06-21,19858440000
2021-06-22,19969100000
2021-06-23,19928860000
2021-06-24,20243235000
2021-06-25,20384075000
2021-06-28,20537490000
2021-06-29,20806595000
2021-06-30,20580245000
2021-07-01,20736175000
2021-07-02,20791126000
2021-07-06,20831414000
2021-07-07,20876738000
2021-07-08,20519182000
2021-07-09,20964868000
2021-07-12,21163790000
2021-07-13,20813788000
2021-07-14,20748320000
2021-07-15,20380692000
2021-07-16,19947596000
2021-07-19,19819178000
2021-07-20,20317742000
2021-07-21,20758392000
2021-07-22,20730694000
2021-07-23,21012710000
2021-07-26,20957314000
2021-07-27,20770982000
2021-07-28,21181416000
2021-07-29,21526382000
2021-07-30,21528900000
2021-08-02,21481058000
2021-08-03,21606958000
2021-08-04,21838614000
2021-08-05,22515956000
2021-08-06,22500848000
2021-08-09,22455524000
2021-08-10,22407682000
2021-08-11,22432862000
2021-08-12,22311998000
2021-08-13,22385020000
2021-08-16,22682144000
2021-08-17,22309480000
2021-08-18,22357322000
2021-08-19,22392574000
2021-08-20,22810562000
2021-08-23,23188262000
2021-08-24,23331788000
2021-08-25,23722078000
2021-08-26,23759848000
2021-08-27,24099778000
2021-08-30,24102296000
2021-08-31,23724596000
2021-09-01,23606250000
2021-09-02,23759848000
2021-09-03,23885748000
2021-09-07,23815244000
2021-09-08,23644020000
2021-09-09,23581070000
2021-09-10,23638984000
2021-09-13,23117758000
2021-09-14,22991858000
2021-09-15,23140420000
2021-09-16,23153010000
2021-09-17,22810562000
2021-09-20,22437898000
2021-09-21,22402646000
2021-09-22,22797972000
2021-09-23,22558762000
2021-09-24,22082860000
2021-09-27,21813434000
2021-09-28,21241848000
2021-09-29,21229258000
2021-09-30,20710550000
2021-10-01,21135968000
2021-10-04,20440144000
2021-10-05,20676272000
2021-10-06,20563232000
2021-10-07,20824480000
2021-10-08,20580816000
2021-10-11,20191456000
2021-10-12,20266816000
2021-10-13,20369808000
2021-10-14,21005344000
2021-10-15,21334416000
2021-10-18,21402240000
2021-10-19,21864448000
2021-10-20,21731312000
2021-10-21,22027728000
2021-10-22,21884544000
2021-10-25,21841840000
2021-10-26,21706192000
2021-10-27,21535376000
2021-10-28,22030240000
2021-10-29,21947344000
2021-11-01,21917200000
2021-11-02,22213616000
2021-11-03,22138256000
2021-11-04,21756432000
2021-11-05,21698656000
2021-11-08,22399504000
2021-11-09,22206080000
2021-11-10,21467552000
2021-11-11,21465040000
2021-11-12,21776528000
2021-11-15,21932272000
2021-11-16,22427136000
2021-11-17,22268880000
2021-11-18,22055360000
2021-11-19,22268880000
2021-11-22,21834304000
2021-11-23,21560496000
2021-11-24,21660976000
2021-11-26,20952592000
2021-11-29,21736336000
2021-11-30,21570544000
2021-12-01,21103312000
2021-12-02,21676048000
2021-12-03,21043024000
2021-12-06,20975200000
2021-12-07,22005120000
2021-12-08,22198544000
2021-12-09,21831792000
2021-12-10,21625808000
2021-12-13,21620784000
2021-12-14,21068144000
2021-12-15,21899616000
2021-12-16,21294224000
2021-12-17,21460016000
2021-12-20,21022928000
2021-12-21,21688608000
2021-12-22,21573056000
2021-12-23,21630832000
2021-12-27,22268880000
2021-12-28,22037776000
2021-12-29,21954880000
2021-12-30,21980000000
2021-12-31,21867252000
2022-01-03,21739344000
2022-01-04,21345588000
2022-01-05,20467788000
2022-01-06,20573124000
2022-01-07,19848312000
2022-01-10,19755516000
2022-01-11,19936092000
2022-01-12,19853328000
2022-01-13,19045752000
2022-01-14,19040736000
2022-01-18,18754824000
2022-01-19,18544152000
2022-01-20,18223128000
2022-01-21,17711496000
2022-01-24,18188016000
2022-01-25,17648796000
2022-01-26,17159736000
2022-01-27,16836203999
2022-01-28,17621208000
2022-01-31,18097728000
2022-02-01,18303384000
2022-02-02,18283320000
2022-02-03,17741592000
2022-02-04,17673876000
2022-02-07,17656320000
2022-02-08,17957280000
2022-02-09,17919660000
2022-02-10,17187324000
2022-02-11,16658136000
2022-02-14,16515179999
2022-02-15,17144688000
2022-02-16,17202372000
2022-02-17,17069448000
2022-02-18,17142179999
2022-02-22,16821155999
2022-02-23,16221744000
2022-02-24,16946555999
2022-02-25,17528412000
2022-02-28,17493300000
2022-03-01,17229960000
2022-03-02,17408028000
2022-03-03,17066940000
2022-03-04,16673184000
2022-03-07,15935832000
2022-03-08,16159044000
2022-03-09,16981667999
2022-03-10,16705788000
2022-03-11,16419876000
2022-03-14,16108884000
2022-03-15,16607976000
2022-03-16,17122115999
2022-03-17,17581080000
2022-03-18,18009948000
2022-03-21,17751624000
2022-03-22,17877024000
2022-03-23,17423076000
2022-03-24,17841912000
2022-03-25,17957280000
2022-03-28,18019980000
2022-03-29,18448848000
2022-03-30,18285828000
2022-03-31,18092712000
2022-04-01,18136776000
2022-04-04,18592812000
2022-04-05,18253900000
2022-04-06,17683232000
2022-04-07,18099396000
2022-04-08,17969812000
2022-04-11,17658312000
2022-04-12,17341828000
2022-04-13,17287004000
2022-04-14,16813524000
2022-04-18,16711352000
2022-04-19,17272052000
2022-04-20,17533712000
2022-04-21,17182340000
2022-04-22,16544388000
2022-04-25,17062724000
2022-04-26,16357488000
2022-04-27,16462152000
2022-04-28,16933140000
2022-04-29,16621640000
2022-05-02,16751224000
2022-05-03,16738764000
2022-05-04,17434032000
2022-05-05,15766884000
2022-05-06,15968736000
2022-05-09,15440432000
2022-05-10,15422988000
2022-05-11,15333276000
2022-05-12,15619856000
2022-05-13,16427264000
2022-05-16,16272760000
2022-05-17,16773652000
2022-05-18,16138192000
2022-05-19,16205476000
2022-05-20,16255316000
2022-05-23,16696400000
2022-05-24,16337552000
2022-05-25,16335060000
2022-05-26,16731288000
2022-05-27,17252116000
2022-05-31,16958060000
2022-06-01,16756207999
2022-06-02,17493840000
2022-06-03,17102595999
2022-06-06,17032819999
2022-06-07,17137483999
2022-06-08,16733780000
2022-06-09,16207968000
2022-06-10,15579984000
2022-06-13,14792512000
2022-06-14,14742672000
2022-06-15,14899668000
2022-06-16,13967660000
2022-06-17,14326508000
2022-06-21,14662928000
2022-06-22,14580692000
2022-06-23,14809956000
2022-06-24,15203692000
2022-06-27,14994364000
2022-06-28,14717752000
2022-06-29,14727720000
2022-06-30,14510916000
2022-07-01,14352525000
2022-07-05,14463900000
2022-07-06,14476275000
2022-07-07,14926725000
2022-07-08,14790600000
2022-07-11,14575275000
2022-07-12,14236200000
2022-07-13,14211450000
2022-07-14,14100075000
2022-07-15,14523300000
2022-07-18,14429250000
2022-07-19,15067800000
2022-07-20,15572700000
2022-07-21,15961274999
2022-07-22,15629625000
2022-07-25,15884550000
2022-07-26,15872174999
2022-07-27,16295400000
2022-07-28,16758224999
2022-07-29,17183925000
2022-08-01,17255700000
2022-08-02,16966125000
2022-08-03,17258175000
2022-08-04,17399250000
2022-08-05,16854749999
2022-08-08,16889399999
2022-08-09,16854749999
2022-08-10,17325000000
2022-08-11,17404200000
2022-08-12,17755650000
2022-08-15,17740800000
2022-08-16,17797725000
2022-08-17,17475975000
2022-08-18,17681400000
2022-08-19,17327475000
2022-08-22,16644375000
2022-08-23,16572599999
2022-08-24,16872075000
2022-08-25,17176500000
2022-08-26,16335000000
2022-08-29,16040475000
2022-08-30,15817725000
2022-08-31,15654375000
2022-09-01,15543000000
2022-09-02,15374700000
2022-09-06,14904450000
2022-09-07,15416775000
2022-09-08,15194025000
2022-09-09,15612300000
2022-09-12,15946425000
2022-09-13,15265800000
2022-09-14,15151950000
2022-09-15,14706450000
2022-09-16,14523300000
2022-09-19,14582700000
2022-09-20,14468850000
2022-09-21,14199075000
2022-09-22,14055525000
2022-09-23,13954050000
2022-09-26,13721400000
2022-09-27,13674375000
2022-09-28,14087700000
2022-09-29,13676850000
2022-09-30,13399263000
2022-10-03,13880718000
2022-10-04,14515251000
2022-10-05,14223909000
2022-10-06,14253537000
2022-10-07,13483209000
2022-10-10,13288158000
2022-10-11,12959781000
2022-10-12,12838800000
2022-10-13,13204212000
2022-10-14,12912870000
2022-10-17,13456050000
2022-10-18,13767144000
2022-10-19,13537527000
2022-10-20,13206681000
2022-10-21,13796772000
2022-10-24,13851090000
2022-10-25,14357235000
2022-10-26,14327607000
2022-10-27,14379456000
2022-10-28,14873256000
2022-10-31,14853504000
2022-11-01,14786841000
2022-11-02,13246185000
2022-11-03,12853614000
2022-11-04,13280751000
2022-11-07,14122680000
2022-11-08,13493085000
2022-11-09,13344945000
2022-11-10,14606604000
2022-11-11,15307800000
2022-11-14,14641170000
2022-11-15,14772027000
2022-11-16,14488092000
2022-11-17,14263413000
2022-11-18,14317731000
2022-11-21,14075769000
2022-11-22,14265882000
2022-11-23,14495499000
2022-11-25,14453526000
2022-11-28,14186874000
2022-11-29,13922691000
2022-11-30,14752275000
2022-12-01,15090528000
2022-12-02,15070776000
2022-12-05,14776965000
2022-12-06,14453526000
2022-12-07,14191812000
2022-12-08,14248599000
2022-12-09,14196750000
2022-12-12,14512782000
2022-12-13,13586907000
2022-12-14,13470864000
2022-12-15,12806703000
2022-12-16,12303027000
2022-12-19,12236364000
2022-12-20,12135135000
2022-12-21,12298089000
2022-12-22,12031437000
2022-12-23,11984526000
2022-12-27,12103038000
2022-12-28,11989464000
2022-12-29,12463512000
2022-12-30,12498432000
2023-01-03,12508320000
2023-01-04,12557760000
2023-01-05,12389664000
2023-01-06,12730800000
2023-01-09,12913728000
2023-01-10,12978000000
2023-01-11,13165872000
2023-01-12,13383408000
2023-01-13,13474872000
2023-01-17,13702296000
2023-01-18,13437792000
2023-01-19,13398240000
2023-01-20,13791288000
2023-01-23,14050848000
2023-01-24,13912416000
2023-01-25,13984104000
2023-01-26,14142312000
2023-01-27,14340072000
2023-01-30,14112648000
2023-01-31,14352432000
2023-02-01,14878968000
2023-02-02,15254712000
2023-02-03,14906160000
2023-02-06,14569968000
2023-02-07,14740536000
2023-02-08,13902528000
2023-02-09,14201640000
2023-02-10,13764096000
2023-02-13,13858032000
2023-02-14,13746792000
2023-02-15,13895112000
2023-02-16,13588584000
2023-02-17,13645440000
2023-02-21,13131264000
2023-02-22,13096656000
2023-02-23,13084296000
2023-02-24,12800016000
2023-02-27,12772824000
2023-02-28,12869232000
2023-03-01,12935976000
2023-03-02,12911256000
2023-03-03,13358688000
2023-03-06,13113960000
2023-03-07,12646752000
2023-03-08,12631920000
2023-03-09,12300672000
2023-03-10,11934816000
2023-03-13,11786496000
2023-03-14,11976840000
2023-03-15,12097968000
2023-03-16,12224040000
2023-03-17,12051000000
2023-03-20,12107856000
2023-03-21,12335280000
2023-03-22,11996616000
2023-03-23,12036168000
2023-03-24,12221568000
2023-03-27,12290784000
2023-03-28,12335280000
2023-03-29,12715968000
2023-03-30,12683832000
2023-03-31,13005402000
2023-04-03,12839175000
2023-04-04,12489354000
2023-04-05,12196596000
2023-04-06,12146976000
2023-04-10,12325608000
2023-04-11,12323127000
2023-04-12,12184191000
2023-04-13,12350418000
2023-04-14,12139533000
2023-04-17,12079989000
2023-04-18,11975787000
2023-04-19,11809560000
2023-04-20,11717763000
2023-04-21,11774826000
2023-04-24,11787231000
2023-04-25,11367942000
2023-04-26,11449815000
2023-04-27,11576346000
2023-04-28,11685510000
2023-05-01,11638371000
2023-05-02,11407638000
2023-05-03,11762421000
2023-05-04,11809560000
2023-05-05,11921205000
2023-05-08,11797155000
2023-05-09,11732649000
2023-05-10,11824446000
2023-05-11,11596194000
2023-05-12,11596194000
2023-05-15,11861661000
2023-05-16,11586270000
2023-05-17,11941053000
2023-05-18,12112242000
2023-05-19,11874066000
2023-05-22,12062622000
2023-05-23,11792193000
2023-05-24,11549055000
2023-05-25,11511840000
2023-05-26,11707839000
2023-05-30,11774826000
2023-05-31,11578827000
2023-06-01,11916243000
2023-06-02,12295836000
2023-06-05,12037812000
2023-06-06,12300798000
2023-06-07,12695277000
2023-06-08,12578670000
2023-06-09,12432291000
2023-06-12,12655581000
2023-06-13,12908643000
2023-06-14,12881352000
2023-06-15,13129452000
2023-06-16,13067427000
2023-06-20,12796998000
2023-06-21,12571227000
2023-06-22,12531531000
2023-06-23,12293355000
