,SCI
2009-05-27,1295041320
2009-05-28,1310099940
2009-05-29,1342726950
2009-06-01,1433078670
2009-06-02,1453156830
2009-06-03,1443117750
2009-06-04,1448137290
2009-06-05,1435588440
2009-06-08,1443117750
2009-06-09,1438098210
2009-06-10,1440607980
2009-06-11,1448137290
2009-06-12,1425549360
2009-06-15,1407980970
2009-06-16,1375353960
2009-06-17,1400451660
2009-06-18,1380373500
2009-06-19,1370334420
2009-06-22,1290021780
2009-06-23,1274963160
2009-06-24,1267433850
2009-06-25,1267433850
2009-06-26,1335197640
2009-06-29,1370334420
2009-06-30,1379672200
2009-07-01,1470307600
2009-07-02,1407366350
2009-07-06,1379672200
2009-07-07,1394778100
2009-07-08,1374636900
2009-07-09,1354495700
2009-07-10,1351978050
2009-07-13,1367083950
2009-07-14,1384707500
2009-07-15,1435060500
2009-07-16,1487931150
2009-07-17,1495484100
2009-07-20,1535766500
2009-07-21,1528213550
2009-07-22,1558425350
2009-07-23,1588637150
2009-07-24,1560943000
2009-07-27,1550872400
2009-07-28,1558425350
2009-07-29,1545837100
2009-07-30,1596190100
2009-07-31,1591154800
2009-08-03,1588637150
2009-08-04,1571013600
2009-08-05,1636472500
2009-08-06,1868096300
2009-08-07,1855508050
2009-08-10,1903343400
2009-08-11,1903343400
2009-08-12,1903343400
2009-08-13,1931037550
2009-08-14,1900825750
2009-08-17,1835366850
2009-08-18,1822778600
2009-08-19,1885719850
2009-08-20,1873131600
2009-08-21,1863061000
2009-08-24,1898308100
2009-08-25,1893272800
2009-08-26,1855508050
2009-08-27,1863061000
2009-08-28,1825296250
2009-08-31,1782496200
2009-09-01,1739696150
2009-09-02,1744731450
2009-09-03,1785013850
2009-09-04,1787531500
2009-09-08,1782496200
2009-09-09,1800119750
2009-09-10,1807672700
2009-09-11,1787531500
2009-09-14,1757319700
2009-09-15,1754802050
2009-09-16,1812708000
2009-09-17,1795084450
2009-09-18,1847955100
2009-09-21,1817743300
2009-09-22,1842919800
2009-09-23,1802637400
2009-09-24,1749766750
2009-09-25,1724590250
2009-09-28,1757319700
2009-09-29,1759837350
2009-09-30,1782376620
2009-10-01,1693384920
2009-10-02,1723896360
2009-10-05,1767120900
2009-10-06,1807802820
2009-10-07,1810345440
2009-10-08,1863740460
2009-10-09,1876453560
2009-10-12,1881538800
2009-10-13,1807802820
2009-10-14,1769663520
2009-10-15,1861197840
2009-10-16,1876453560
2009-10-19,1894251900
2009-10-20,1891709280
2009-10-21,1858655220
2009-10-22,1871368320
2009-10-23,1807802820
2009-10-26,1784919240
2009-10-27,1815430680
2009-10-28,1769663520
2009-10-29,1812888060
2009-10-30,1746779940
2009-11-02,1713725880
2009-11-03,1723896360
2009-11-04,1751865180
2009-11-05,1909507620
2009-11-06,1919678100
2009-11-09,1937476440
2009-11-10,1901879760
2009-11-11,1891709280
2009-11-12,1871368320
2009-11-13,1901879760
2009-11-16,1906965000
2009-11-17,1967987880
2009-11-18,1993414080
2009-11-19,1919678100
2009-11-20,1932391200
2009-11-23,1940019060
2009-11-24,1965445260
2009-11-25,1970530500
2009-11-27,1914592860
2009-11-30,1962902640
2009-12-01,1985786220
2009-12-02,1973073120
2009-12-03,1962902640
2009-12-04,2011212420
2009-12-07,2016297660
2009-12-08,1998499320
2009-12-09,1965445260
2009-12-10,1937476440
2009-12-11,1970530500
2009-12-14,1975615740
2009-12-15,1950189540
2009-12-16,1955274780
2009-12-17,1962902640
2009-12-18,1975615740
2009-12-21,2018840280
2009-12-22,2036638620
2009-12-23,2046809100
2009-12-24,2046809100
2009-12-28,2056979580
2009-12-29,2097661500
2009-12-30,2074777920
2009-12-31,2083535999
2010-01-04,2114064000
2010-01-05,2131872000
2010-01-06,2111520000
2010-01-07,2157312000
2010-01-08,2124240000
2010-01-11,2101344000
2010-01-12,2065727999
2010-01-13,2086079999
2010-01-14,2093712000
2010-01-15,2032656000
2010-01-19,2080992000
2010-01-20,2042831999
2010-01-21,2030112000
2010-01-22,1994496000
2010-01-25,1981776000
2010-01-26,1958880000
2010-01-27,1951248000
2010-01-28,1943616000
2010-01-29,1951248000
2010-02-01,1974144000
2010-02-02,1986864000
2010-02-03,1976688000
2010-02-04,1908000000
2010-02-05,1915632000
2010-02-08,1908000000
2010-02-09,1943616000
2010-02-10,1938528000
2010-02-11,1935984000
2010-02-12,1974144000
2010-02-16,1994496000
2010-02-17,2019936000
2010-02-18,2060640000
2010-02-19,2096256000
2010-02-22,2091168000
2010-02-23,2047920000
2010-02-24,2083535999
2010-02-25,2058096000
2010-02-26,2050464000
2010-03-01,2149680000
2010-03-02,2157312000
2010-03-03,2126783999
2010-03-04,2172576000
2010-03-05,2175120000
2010-03-08,2154768000
2010-03-09,2175120000
2010-03-10,2185296000
2010-03-11,2203104000
2010-03-12,2205648000
2010-03-15,2187840000
2010-03-16,2241264000
2010-03-17,2266704000
2010-03-18,2271792000
2010-03-19,2289600000
2010-03-22,2317584000
2010-03-23,2317584000
2010-03-24,2317584000
2010-03-25,2315040000
2010-03-26,2309952000
2010-03-29,2350656000
2010-03-30,2335392000
2010-03-31,2311184340
2010-04-01,2333843010
2010-04-05,2401819020
2010-04-06,2401819020
2010-04-07,2406854280
2010-04-08,2396783760
2010-04-09,2404336650
2010-04-12,2419442430
2010-04-13,2414407170
2010-04-14,2419442430
2010-04-15,2414407170
2010-04-16,2396783760
2010-04-19,2401819020
2010-04-20,2414407170
2010-04-21,2416924800
2010-04-22,2401819020
2010-04-23,2421960060
2010-04-26,2419442430
2010-04-27,2361536940
2010-04-28,2356501680
2010-04-29,2364054570
2010-04-30,2260831740
2010-05-03,2338878270
2010-05-04,2248243590
2010-05-05,2228102550
2010-05-06,2152573650
2010-05-07,2089632900
2010-05-10,2200408620
2010-05-11,2210479140
2010-05-12,2248243590
2010-05-13,2235655440
2010-05-14,2160126540
2010-05-17,2102221050
2010-05-18,2094668160
2010-05-19,2114809200
2010-05-20,2051868450
2010-05-21,2117326830
2010-05-24,2077044750
2010-05-25,2041797929
2010-05-26,2082080010
2010-05-27,2167679430
2010-05-28,2150056020
2010-06-01,2102221050
2010-06-02,2137467870
2010-06-03,2165161800
2010-06-04,2061938969
2010-06-07,2021656889
2010-06-08,2024174519
2010-06-09,2009068740
2010-06-10,2066974230
2010-06-11,2072009490
2010-06-14,2072009490
2010-06-15,2127397349
2010-06-16,2117326830
2010-06-17,2129914980
2010-06-18,2124879719
2010-06-21,2104738679
2010-06-22,2054386080
2010-06-23,2024174519
2010-06-24,1986410070
2010-06-25,1981374810
2010-06-28,1976339550
2010-06-29,1893257760
2010-06-30,1821983600
2010-07-01,1804748620
2010-07-02,1797362200
2010-07-06,1760430100
2010-07-07,1834294300
2010-07-08,1876150680
2010-07-09,1885999240
2010-07-12,1863839980
2010-07-13,1918007060
2010-07-14,1935242040
2010-07-15,1910620640
2010-07-16,1821983600
2010-07-19,1831832160
2010-07-20,1846605000
2010-07-21,1807210760
2010-07-22,1851529280
2010-07-23,1900772080
2010-07-26,1947552740
2010-07-27,1942628460
2010-07-28,1910620640
2010-07-29,2080508299
2010-07-30,2097743280
2010-08-02,2139599659
2010-08-03,2114978260
2010-08-04,2139599659
2010-08-05,2112516120
2010-08-06,2122364679
2010-08-09,2149448220
2010-08-10,2102667559
2010-08-11,2009106240
2010-08-12,2006644100
2010-08-13,2004181960
2010-08-16,2014030520
2010-08-17,2023879080
2010-08-18,2026341220
2010-08-19,1959863440
2010-08-20,1962325580
2010-08-23,1927855620
2010-08-24,1913082780
2010-08-25,1940166320
2010-08-26,1935242040
2010-08-27,1972174140
2010-08-30,1925393480
2010-08-31,1893385660
2010-09-01,1974636280
2010-09-02,1979560559
2010-09-03,2014030520
2010-09-07,1989409120
2010-09-08,1984484840
2010-09-09,2046038340
2010-09-10,2058349039
2010-09-13,2078046159
2010-09-14,2028803360
2010-09-15,2060811179
2010-09-16,2055886900
2010-09-17,2055886900
2010-09-20,2065735460
2010-09-21,2063273320
2010-09-22,2055886900
2010-09-23,2026341220
2010-09-24,2087894720
2010-09-27,2078046159
2010-09-28,2085432580
2010-09-29,2053424760
2010-09-30,2066834639
2010-10-01,2083618679
2010-10-04,2009289360
2010-10-05,2054846040
2010-10-06,2045255159
2010-10-07,2045255159
2010-10-08,2071630080
2010-10-11,2062039200
2010-10-12,2057243760
2010-10-13,2098005000
2010-10-14,2086016399
2010-10-15,2064436919
2010-10-18,2081220960
2010-10-19,2028471120
2010-10-20,2062039200
2010-10-21,2052448320
2010-10-22,2062039200
2010-10-25,2059641480
2010-10-26,2035664280
2010-10-27,2026073399
2010-10-28,1982914440
2010-10-29,1985312159
2010-11-01,1975721280
2010-11-02,1990107600
2010-11-03,1980516720
2010-11-04,1978119000
2010-11-05,1985312159
2010-11-08,1963732679
2010-11-09,1932562320
2010-11-10,1915778280
2010-11-11,1930164600
2010-11-12,1918176000
2010-11-15,1908585120
2010-11-16,1884607920
2010-11-17,1906187400
2010-11-18,1906187400
2010-11-19,1920573720
2010-11-22,1920573720
2010-11-23,1910982840
2010-11-24,1956539520
2010-11-26,1966130399
2010-11-29,1966130399
2010-11-30,1932562320
2010-12-01,1958937240
2010-12-02,1956539520
2010-12-03,1946948639
2010-12-06,1975721280
2010-12-07,1982914440
2010-12-08,1987709879
2010-12-09,2011687080
2010-12-10,2030868840
2010-12-13,2016482520
2010-12-14,2004493919
2010-12-15,1973323560
2010-12-16,1961334960
2010-12-17,1985312159
2010-12-20,1978119000
2010-12-21,1985312159
2010-12-22,1987709879
2010-12-23,1985312159
2010-12-27,1999698480
2010-12-28,1978119000
2010-12-29,1985312159
2010-12-30,1985312159
2010-12-31,1978119000
2011-01-03,1992505320
2011-01-04,1968528120
2011-01-05,1970925840
2011-01-06,1982914440
2011-01-07,1946948639
2011-01-10,1961334960
2011-01-11,1966130399
2011-01-12,2004493919
2011-01-13,2021277960
2011-01-14,2052448320
2011-01-18,2078823240
2011-01-19,2062039200
2011-01-20,2054846040
2011-01-21,2059641480
2011-01-24,2083618679
2011-01-25,2064436919
2011-01-26,2083618679
2011-01-27,2105198159
2011-01-28,2078823240
2011-01-31,2078823240
2011-02-01,2148357120
2011-02-02,2121982200
2011-02-03,2136368520
2011-02-04,2153152560
2011-02-07,2160345720
2011-02-08,2198709240
2011-02-09,2179527480
2011-02-10,2584742160
2011-02-11,2656673760
2011-02-14,2666264640
2011-02-15,2654276040
2011-02-16,2654276040
2011-02-17,2663866920
2011-02-18,2668662360
2011-02-22,2575151280
2011-02-23,2517606000
2011-02-24,2488833360
2011-02-25,2603923920
2011-02-28,2613514800
2011-03-01,2543980920
2011-03-02,2601526200
2011-03-03,2642287440
2011-03-04,2635094280
2011-03-07,2620707960
2011-03-08,2654276040
2011-03-09,2649480600
2011-03-10,2591935320
2011-03-11,2613514800
2011-03-14,2572753560
2011-03-15,2546378640
2011-03-16,2503219680
2011-03-17,2548776360
2011-03-18,2541583200
2011-03-21,2611117080
2011-03-22,2599128480
2011-03-23,2601526200
2011-03-24,2563162680
2011-03-25,2572753560
2011-03-28,2570355840
2011-03-29,2582344440
2011-03-30,2644685160
2011-03-31,2637787880
2011-04-01,2761806840
2011-04-04,2726032140
2011-04-05,2747496960
2011-04-06,2761806840
2011-04-07,2754651900
2011-04-08,2737957040
2011-04-11,2718877200
2011-04-12,2690257440
2011-04-13,2704567320
2011-04-14,2695027400
2011-04-15,2778501700
2011-04-18,2718877200
2011-04-19,2737957040
2011-04-20,2778501700
2011-04-21,2766576800
2011-04-25,2747496960
2011-04-26,2795196560
2011-04-27,2838126200
2011-04-28,2799966520
2011-04-29,2807121460
2011-05-02,2814276400
2011-05-03,2778501700
2011-05-04,2721262180
2011-05-05,2730802100
2011-05-06,2728417120
2011-05-09,2764191820
2011-05-10,2783271660
2011-05-11,2728417120
2011-05-12,2792811580
2011-05-13,2766576800
2011-05-16,2704567320
2011-05-17,2680717520
2011-05-18,2766576800
2011-05-19,2790426600
2011-05-20,2764191820
2011-05-23,2702182340
2011-05-24,2673562580
2011-05-25,2714107240
2011-05-26,2714107240
2011-05-27,2711722260
2011-05-31,2737957040
2011-06-01,2695027400
2011-06-02,2714107240
2011-06-03,2654482740
2011-06-06,2625862980
2011-06-07,2647327800
2011-06-08,2642557840
2011-06-09,2644942820
2011-06-10,2604398160
2011-06-13,2594858240
2011-06-14,2630632940
2011-06-15,2604398160
2011-06-16,2578163380
2011-06-17,2599628200
2011-06-20,2621093020
2011-06-21,2718877200
2011-06-22,2695027400
2011-06-23,2706952300
2011-06-24,2652097760
2011-06-27,2680717520
2011-06-28,2740342020
2011-06-29,2761806840
2011-06-30,2720470560
2011-07-01,2795004000
2011-07-05,2785687320
2011-07-06,2797333170
2011-07-07,2792674830
2011-07-08,2788016490
2011-07-11,2701837200
2011-07-12,2687862180
2011-07-13,2666899650
2011-07-14,2622645420
2011-07-15,2622645420
2011-07-18,2576062020
2011-07-19,2631962100
2011-07-20,2650595460
2011-07-21,2676216330
2011-07-22,2694849690
2011-07-25,2657582970
2011-07-26,2608670400
2011-07-27,2545782810
2011-07-28,2429324310
2011-07-29,2438640990
2011-08-01,2422336800
2011-08-02,2368765890
2011-08-03,2401374270
2011-08-04,2273269920
2011-08-05,2177773950
2011-08-08,1965819480
2011-08-09,2135848890
2011-08-10,2103240509
2011-08-11,2208053160
2011-08-12,2215040670
2011-08-15,2280257430
2011-08-16,2277928260
2011-08-17,2256965730
2011-08-18,2180103120
2011-08-19,2131190550
2011-08-22,2149823910
2011-08-23,2224357350
2011-08-24,2287244940
2011-08-25,2191748970
2011-08-26,2245319880
2011-08-29,2345474190
2011-08-30,2357120040
2011-08-31,2380411740
2011-09-01,2319853320
2011-09-02,2233674030
2011-09-06,2229015690
2011-09-07,2333828340
2011-09-08,2256965730
2011-09-09,2191748970
2011-09-12,2224357350
2011-09-13,2252307390
2011-09-14,2291903280
2011-09-15,2312865810
2011-09-16,2322182490
2011-09-19,2296561620
2011-09-20,2252307390
2011-09-21,2182432290
2011-09-22,2159140590
2011-09-23,2205723990
2011-09-26,2236003200
2011-09-27,2275599090
2011-09-28,2191748970
2011-09-29,2212711500
2011-09-30,2016409120
2011-10-03,1912947080
2011-10-04,2005402519
2011-10-05,2051630240
2011-10-06,2104461920
2011-10-07,2062636839
2011-10-10,2139683040
2011-10-11,2130877760
2011-10-12,2174904160
2011-10-13,2188112080
2011-10-14,2216729240
2011-10-17,2139683040
2011-10-18,2192514720
2011-10-19,2150689640
2011-10-20,2170501520
2011-10-21,2205722640
2011-10-24,2240943760
2011-10-25,2223333200
2011-10-26,2269560920
2011-10-27,2289372800
2011-10-28,2284970160
2011-10-31,2201320000
2011-11-01,2091254000
2011-11-02,2166098880
2011-11-03,2236541120
2011-11-04,2267359600
2011-11-07,2278366200
2011-11-08,2295976760
2011-11-09,2205722640
2011-11-10,2227735840
2011-11-11,2271762240
2011-11-14,2249749040
2011-11-15,2249749040
2011-11-16,2192514720
2011-11-17,2188112080
2011-11-18,2194716040
2011-11-21,2152890960
2011-11-22,2133079080
2011-11-23,2064838160
2011-11-25,2038422320
2011-11-28,2104461920
2011-11-29,2148488320
2011-11-30,2256353000
2011-12-01,2234339800
2011-12-02,2236541120
2011-12-05,2240943760
2011-12-06,2267359600
2011-12-07,2265158280
2011-12-08,2192514720
2011-12-09,2236541120
2011-12-12,2192514720
2011-12-13,2161696240
2011-12-14,2124273800
2011-12-15,2152890960
2011-12-16,2113267200
2011-12-19,2111065880
2011-12-20,2188112080
2011-12-21,2269560920
2011-12-22,2280567520
2011-12-23,2328996560
2011-12-27,2384029560
2011-12-28,2309184680
2011-12-29,2362016360
2011-12-30,2344405800
2012-01-03,2355412400
2012-01-04,2346607120
2012-01-05,2322392600
2012-01-06,2348808440
2012-01-09,2337801840
2012-01-10,2408244080
2012-01-11,2423653320
2012-01-12,2423653320
2012-01-13,2425854640
2012-01-17,2395036160
2012-01-18,2410445400
2012-01-19,2395036160
2012-01-20,2392834840
2012-01-23,2430257280
2012-01-24,2447867840
2012-01-25,2469881040
2012-01-26,2467679720
2012-01-27,2480887640
2012-01-30,2445666520
2012-01-31,2443465200
2012-02-01,2513907440
2012-02-02,2465478400
2012-02-03,2454471800
2012-02-06,2450069160
2012-02-07,2454471800
2012-02-08,2408244080
2012-02-09,2458874440
2012-02-10,2445666520
2012-02-13,2443465200
2012-02-14,2432458600
2012-02-15,2450069160
2012-02-16,2480887640
2012-02-17,2485290280
2012-02-21,2483088960
2012-02-22,2454471800
2012-02-23,2472082360
2012-02-24,2463277080
2012-02-27,2469881040
2012-02-28,2476485000
2012-02-29,2496296880
2012-03-01,2494095560
2012-03-02,2456673120
2012-03-05,2445666520
2012-03-06,2417049360
2012-03-07,2421452000
2012-03-08,2472082360
2012-03-09,2465478400
2012-03-12,2439062560
2012-03-13,2485290280
2012-03-14,2456673120
2012-03-15,2454471800
2012-03-16,2452270480
2012-03-19,2441263880
2012-03-20,2425854640
2012-03-21,2421452000
2012-03-22,2399438800
2012-03-23,2419250680
2012-03-26,2454471800
2012-03-27,2478686320
2012-03-28,2483088960
2012-03-29,2480887640
2012-03-30,2478686320
2012-04-02,2383513920
2012-04-03,2389990860
2012-04-04,2400785760
2012-04-05,2392149840
2012-04-09,2366242080
2012-04-10,2286359820
2012-04-11,2318744520
2012-04-12,2361924120
2012-04-13,2312267580
2012-04-16,2325221460
2012-04-17,2383513920
2012-04-18,2377036980
2012-04-19,2394308820
2012-04-20,2398626780
2012-04-23,2336016360
2012-04-24,2344652280
2012-04-25,2394308820
2012-04-26,2450442300
2012-04-27,2482827000
2012-04-30,2500098840
2012-05-01,2497939860
2012-05-02,2510893740
2012-05-03,2515211700
2012-05-04,2513052720
2012-05-07,2541119460
2012-05-08,2538960480
2012-05-09,2528165580
2012-05-10,2534642520
2012-05-11,2567027220
2012-05-14,2532483540
2012-05-15,2534642520
2012-05-16,2517370680
2012-05-17,2476350060
2012-05-18,2351129220
2012-05-21,2422375560
2012-05-22,2431011480
2012-05-23,2456919240
2012-05-24,2484985980
2012-05-25,2467714140
2012-05-29,2515211700
2012-05-30,2472032100
2012-05-31,2472032100
2012-06-01,2389990860
2012-06-04,2394308820
2012-06-05,2396467800
2012-06-06,2463396180
2012-06-07,2422375560
2012-06-08,2454760260
2012-06-11,2418057600
2012-06-12,2454760260
2012-06-13,2433170460
2012-06-14,2433170460
2012-06-15,2487144960
2012-06-18,2571345180
2012-06-19,2592934980
2012-06-20,2618842740
2012-06-21,2556232320
2012-06-22,2590776000
2012-06-25,2567027220
2012-06-26,2569186200
2012-06-27,2597252940
2012-06-28,2642591520
2012-06-29,2670658260
2012-07-02,2684275860
2012-07-03,2729407800
2012-07-05,2705767260
2012-07-06,2701468980
2012-07-09,2703618120
2012-07-10,2688574140
2012-07-11,2701468980
2012-07-12,2701468980
2012-07-13,2746600920
2012-07-16,2783136300
2012-07-17,2793882000
2012-07-18,2826119100
2012-07-19,2789583720
2012-07-20,2714363820
2012-07-23,2688574140
2012-07-24,2649889620
2012-07-25,2667082740
2012-07-26,2796031140
2012-07-27,2778838020
2012-07-30,2735855220
2012-07-31,2761644900
2012-08-01,2742302640
2012-08-02,2746600920
2012-08-03,2780987160
2012-08-06,2772390600
2012-08-07,2815373400
2012-08-08,2815373400
2012-08-09,2789583720
2012-08-10,2793882000
2012-08-13,2787434580
2012-08-14,2785285440
2012-08-15,2789583720
2012-08-16,2772390600
2012-08-17,2793882000
2012-08-20,2813224260
2012-08-21,2826119100
2012-08-22,2793882000
2012-08-23,2791732860
2012-08-24,2780987160
2012-08-27,2780987160
2012-08-28,2793882000
2012-08-29,2819671680
2012-08-30,2791732860
2012-08-31,2802478560
2012-09-04,2897040720
2012-09-05,2927128680
2012-09-06,2940023520
2012-09-07,2920681260
2012-09-10,2907786420
2012-09-11,2920681260
2012-09-12,2937874380
2012-09-13,2935725240
2012-09-14,3006646860
2012-09-17,2965813200
2012-09-18,2948620080
2012-09-19,2959365780
2012-09-20,2918532120
2012-09-21,2920681260
2012-09-24,2897040720
2012-09-25,2866952760
2012-09-26,2884145880
2012-09-27,2922830400
2012-09-28,2892742440
2012-10-01,2846542220
2012-10-02,2869857160
2012-10-03,2882574400
2012-10-04,2916487040
2012-10-05,2912247960
2012-10-08,2914367500
2012-10-09,2865618080
2012-10-10,2869857160
2012-10-11,2884693940
2012-10-12,2874096240
2012-10-15,2933443360
2012-10-16,2939801980
2012-10-17,2958877840
2012-10-18,2952519220
2012-10-19,2895291640
2012-10-22,2901650260
2012-10-23,2859259460
2012-10-24,2835944520
2012-10-25,3013985880
2012-10-26,2982192780
2012-10-31,2975834160
2012-11-01,3005507720
2012-11-02,2956758300
2012-11-05,2963116920
2012-11-06,2946160600
2012-11-07,2912247960
2012-11-08,2891052560
2012-11-09,2897411180
2012-11-12,2897411180
2012-11-13,2876215780
2012-11-14,2840183600
2012-11-15,2840183600
2012-11-16,2899530720
2012-11-19,2948280140
2012-11-20,2956758300
2012-11-21,2960997380
2012-11-23,2975834160
2012-11-26,2958877840
2012-11-27,2941921520
2012-11-28,2933443360
2012-11-29,2969475540
2012-11-30,2952519220
2012-12-03,2948280140
2012-12-04,2933443360
2012-12-05,2960997380
2012-12-06,2963116920
2012-12-07,3020344500
2012-12-10,3064854840
2012-12-11,3069093920
2012-12-12,3030942200
2012-12-13,3020344500
2012-12-14,3039420360
2012-12-17,3052137600
2012-12-18,3069093920
2012-12-19,3071213460
2012-12-20,3081811160
2012-12-21,3030942200
2012-12-24,2988551400
2012-12-26,2954638760
2012-12-27,2924965200
2012-12-28,2886813480
2012-12-31,2919157800
2013-01-02,2995254600
2013-01-03,3043872000
2013-01-04,3037530600
2013-01-07,3041758200
2013-01-08,3029075400
2013-01-09,3018506400
2013-01-10,3024847800
2013-01-11,3056554800
2013-01-14,3045985800
2013-01-15,3045985800
2013-01-16,3048099600
2013-01-17,3115741200
2013-01-18,3134765400
2013-01-22,3134765400
2013-01-23,3147448200
2013-01-24,3145334400
2013-01-25,3141106800
2013-01-28,3162244800
2013-01-29,3174927600
2013-01-30,3172813800
2013-01-31,3155903400
2013-02-01,3164358600
2013-02-04,3151675800
2013-02-05,3166472400
2013-02-06,3166472400
2013-02-07,3185496600
2013-02-08,3174927600
2013-02-11,3185496600
2013-02-12,3236227800
2013-02-13,3344031600
2013-02-14,3310210800
2013-02-15,3320779800
2013-02-19,3322893600
2013-02-20,3301755600
2013-02-21,3297528000
2013-02-22,3312324600
2013-02-25,3257365800
2013-02-26,3284845200
2013-02-27,3308097000
2013-02-28,3284845200
2013-03-01,3280617600
2013-03-04,3286959000
2013-03-05,3325007400
2013-03-06,3316552200
2013-03-07,3329235000
2013-03-08,3358828200
2013-03-11,3371511000
2013-03-12,3411673200
2013-03-13,3426469800
2013-03-14,3445494000
2013-03-15,3437038800
2013-03-18,3409559400
2013-03-19,3403218000
2013-03-20,3468745800
2013-03-21,3441266400
2013-03-22,3458176800
2013-03-25,3462404400
2013-03-26,3491997600
2013-03-27,3498339000
2013-03-28,3536387400
2013-04-01,3528937860
2013-04-02,3505637550
2013-04-03,3435736619
2013-04-04,3467509770
2013-04-05,3463273350
2013-04-08,3471746190
2013-04-09,3475982610
2013-04-10,3473864399
2013-04-11,3488691869
2013-04-12,3454800509
2013-04-15,3314998650
2013-04-16,3372190320
2013-04-17,3323471490
2013-04-18,3283225500
2013-04-19,3308644020
2013-04-22,3308644020
2013-04-23,3370072110
2013-04-24,3376426740
2013-04-25,3552238170
2013-04-26,3486573660
2013-04-29,3535292490
2013-04-30,3575538480
2013-05-01,3486573660
2013-05-02,3520465020
2013-05-03,3545883539
2013-05-06,3531056070
2013-05-07,3550119960
2013-05-08,3573420270
2013-05-09,3564947429
2013-05-10,3590365950
2013-05-13,3626375520
2013-05-14,3645439410
2013-05-15,3643321200
2013-05-16,3626375520
2013-05-17,3658148670
2013-05-20,3658148670
2013-05-21,3672976140
2013-05-22,3653912250
2013-05-23,3641202990
2013-05-24,3774650220
2013-05-28,3732286020
2013-05-29,3905979240
2013-05-30,3853023990
2013-05-31,3808541580
2013-06-03,3764059170
2013-06-04,3738640649
2013-06-05,3651794039
2013-06-06,3759822750
2013-06-07,3810659789
2013-06-10,3804305160
2013-06-11,3761940960
2013-06-12,3721694970
2013-06-13,3778886640
2013-06-14,3772532009
2013-06-17,3785241270
2013-06-18,3795832320
2013-06-19,3761940960
2013-06-20,3692040030
2013-06-21,3679330770
2013-06-24,3641202990
2013-06-25,3687803610
2013-06-26,3681448980
2013-06-27,3768295590
2013-06-28,3819132630
2013-07-01,3813052459
2013-07-02,3810932920
2013-07-03,3796096140
2013-07-05,3810932920
2013-07-08,3859682340
2013-07-09,3868160500
2013-07-10,3863921420
2013-07-11,3950822560
2013-07-12,3942344400
2013-07-15,3942344400
2013-07-16,3923268540
2013-07-17,3961420260
2013-07-18,3961420260
2013-07-19,3952942099
2013-07-22,3969898420
2013-07-23,3978376580
2013-07-24,3948703020
2013-07-25,3965659340
2013-07-26,3929627160
2013-07-29,3933866239
2013-07-30,3965659340
2013-07-31,4020767379
2013-08-01,4075875420
2013-08-02,4041962780
2013-08-05,4044082319
2013-08-06,4012289220
2013-08-07,4003811060
2013-08-08,4027126000
2013-08-09,4050440940
2013-08-12,4058919099
2013-08-13,4063158180
2013-08-14,4048321400
2013-08-15,3991093819
2013-08-16,4005930599
2013-08-19,3997452440
2013-08-20,4050440940
2013-08-21,3963539800
2013-08-22,3974137500
2013-08-23,3980496120
2013-08-26,3976257040
2013-08-27,3912670840
2013-08-28,3906312220
2013-08-29,3908431760
2013-08-30,3832128319
2013-09-03,3830008780
2013-09-04,3861801879
2013-09-05,3849084640
2013-09-06,3840606480
2013-09-09,3872399580
2013-09-10,3908431760
2013-09-11,3914790379
2013-09-12,3899953599
2013-09-13,3906312220
2013-09-16,3902073140
2013-09-17,3912670840
2013-09-18,3935985780
2013-09-19,3955061640
2013-09-20,3952942099
2013-09-23,3931746700
2013-09-24,3927507620
2013-09-25,3957181180
2013-09-26,3974137500
2013-09-27,3948703020
2013-09-30,3948910980
2013-10-01,4006172310
2013-10-02,3934065450
2013-10-03,3908615970
2013-10-04,3957394140
2013-10-07,3908615970
2013-10-08,3855596220
2013-10-09,3840750690
2013-10-10,3923461500
2013-10-11,3955273349
2013-10-14,3970118879
2013-10-15,3963756510
2013-10-16,3955273349
2013-10-17,4037984160
2013-10-18,4046467319
2013-10-21,4065554430
2013-10-22,4080399959
2013-10-23,4046467319
2013-10-24,3912857550
2013-10-25,3931944660
2013-10-28,3872562540
2013-10-29,3900132810
2013-10-30,3840750690
2013-10-31,3819542790
2013-11-01,3836509110
2013-11-04,3859837800
2013-11-05,3828025950
2013-11-06,3777126989
2013-11-07,3711382500
2013-11-08,3741073560
2013-11-11,3705020129
2013-11-12,3738952770
2013-11-13,3766523040
2013-11-14,3811059629
2013-11-15,3815301209
2013-11-18,3785610150
2013-11-19,3745315140
2013-11-20,3749556720
2013-11-21,3842871480
2013-11-22,3838629900
2013-11-25,3844992270
2013-11-26,3853475430
2013-11-27,3864079379
2013-11-29,3832267530
2013-12-02,3830146739
2013-12-03,3891649650
2013-12-04,3866200170
2013-12-05,3844992270
2013-12-06,3898012020
2013-12-09,3893770440
2013-12-10,3872562540
2013-12-11,3821663580
2013-12-12,3800455680
2013-12-13,3734711190
2013-12-16,3741073560
2013-12-17,3696536970
2013-12-18,3719865660
2013-12-19,3641396430
2013-12-20,3688053810
2013-12-23,3696536970
2013-12-24,3768643830
2013-12-26,3834388319
2013-12-27,3834388319
2013-12-30,3834388319
2013-12-31,3858752940
2014-01-02,3886421880
2014-01-03,3903448920
2014-01-06,3856624560
2014-01-07,3890678640
2014-01-08,3811928580
2014-01-09,3786388020
2014-01-10,3777874500
