,SCI
2018-08-29,7722636600
2018-08-30,7574333040
2018-08-31,7588801680
2018-09-04,7605078899
2018-09-05,7586993100
2018-09-06,7572524460
2018-09-07,7570715880
2018-09-10,7536352860
2018-09-11,7525501380
2018-09-12,7594227420
2018-09-13,7594227420
2018-09-14,7624973279
2018-09-17,7688273580
2018-09-18,7796788380
2018-09-19,7816682760
2018-09-20,7910728920
2018-09-21,7946900520
2018-09-24,7905303180
2018-09-25,7914346080
2018-09-26,7923388980
2018-09-27,7914346080
2018-09-28,7993923600
2018-10-01,8010498600
2018-10-02,7967002680
2018-10-03,8001436950
2018-10-04,7959753360
2018-10-05,8059431510
2018-10-08,7992375300
2018-10-09,8012310930
2018-10-10,7936193070
2018-10-11,7762209390
2018-10-12,7793019000
2018-10-15,7820203950
2018-10-16,7995999960
2018-10-17,8003249279
2018-10-18,7927131420
2018-10-19,7878198510
2018-10-22,7957941029
2018-10-23,7916257440
2018-10-24,7727775120
2018-10-25,7856450550
2018-10-26,7776708029
2018-10-29,7731399779
2018-10-30,7435989990
2018-10-31,7515732510
2018-11-01,7760397060
2018-11-02,7816579290
2018-11-05,7793019000
2018-11-06,7986938310
2018-11-07,8155485000
2018-11-08,8122863060
2018-11-09,8121050730
2018-11-12,8090241120
2018-11-13,7992375300
2018-11-14,7974252000
2018-11-15,8026809570
2018-11-16,8140986360
2018-11-19,8101115100
2018-11-20,7865512200
2018-11-21,7981501320
2018-11-23,7957941029
2018-11-26,8050369860
2018-11-27,7979688990
2018-11-28,8249726160
2018-11-29,8314970040
2018-11-30,8372964600
2018-12-03,8512514010
2018-12-04,8240664510
2018-12-06,8349404310
2018-12-07,8086616460
2018-12-10,8157297330
2018-12-11,8064868500
2018-12-12,8110176750
2018-12-13,7997812290
2018-12-14,7812954630
2018-12-17,7640783279
2018-12-18,7472236589
2018-12-19,7542917460
2018-12-20,7301877570
2018-12-21,7030028070
2018-12-24,6834296430
2018-12-26,7109770589
2018-12-27,7171389810
2018-12-28,7196762430
2018-12-31,7315080960
2019-01-02,7289643520
2019-01-03,7166090240
2019-01-04,7313264000
2019-01-07,7340518400
2019-01-08,7549468799
2019-01-09,7522214400
2019-01-10,7591258880
2019-01-11,7640316799
2019-01-14,7560370560
2019-01-15,7620330240
2019-01-16,7711178240
2019-01-17,7732981760
2019-01-18,7865619840
2019-01-22,7767504000
2019-01-23,7682106880
2019-01-24,7694825600
2019-01-25,7722080000
2019-01-28,7765687040
2019-01-29,7812928000
2019-01-30,7932847359
2019-01-31,7798392320
2019-02-01,7860168960
2019-02-04,7931030400
2019-02-05,7883789440
2019-02-06,7925579520
2019-02-07,7920128640
2019-02-08,7976454400
2019-02-11,8005525760
2019-02-12,8085472000
2019-02-13,8183587840
2019-02-14,8241730560
2019-02-15,8352565120
2019-02-19,7811111040
2019-02-20,7763870079
2019-02-21,7680289920
2019-02-22,7789307520
2019-02-25,7700276480
2019-02-26,7678472960
2019-02-27,7571272320
2019-02-28,7511312640
2019-03-01,7551285760
2019-03-04,7627598079
2019-03-05,7571272320
2019-03-06,7435000320
2019-03-07,7256938240
2019-03-08,7246036480
2019-03-11,7175175040
2019-03-12,7184259840
2019-03-13,7193344640
2019-03-14,7182442880
2019-03-15,7100679680
2019-03-18,7216965120
2019-03-19,7255121280
2019-03-20,7149737600
2019-03-21,7236951680
2019-03-22,7140652799
2019-03-25,7155188480
2019-03-26,7269656960
2019-03-27,7176992000
2019-03-28,7291460480
2019-03-29,7295094400
2019-04-01,7385944500
2019-04-02,7376826050
2019-04-03,7444302580
2019-04-04,7393239260
2019-04-05,7420594610
2019-04-08,7530016010
2019-04-09,7453421030
2019-04-10,7542781840
2019-04-11,7533663390
2019-04-12,7633966340
2019-04-15,7690500730
2019-04-16,7581079330
2019-04-17,7571960880
2019-04-18,7533663390
2019-04-22,7526368630
2019-04-23,7562842430
2019-04-24,7593845160
2019-04-25,7836395930
2019-04-26,7788979990
2019-04-29,7659498000
2019-04-30,7588374090
2019-05-01,7542781840
2019-05-02,7586550400
2019-05-03,7663145380
2019-05-06,7790803680
2019-05-07,7606610990
2019-05-08,7674087520
2019-05-09,7717856080
2019-05-10,7767095710
2019-05-13,7681382280
2019-05-14,7697795490
2019-05-15,7692324420
2019-05-16,7772566780
2019-05-17,7805393199
2019-05-20,7708737630
2019-05-21,7845514380
2019-05-22,7871046039
2019-05-23,7891106630
2019-05-24,7922109360
2019-05-28,7792627369
2019-05-29,7852809140
2019-05-30,7940346260
2019-05-31,8000528030
2019-06-03,8027883380
2019-06-04,8151894300
2019-06-05,8193839170
2019-06-06,8197486550
2019-06-07,8226665590
2019-06-10,8243078800
2019-06-11,8199310240
2019-06-12,8288671050
2019-06-13,8376208170
2019-06-14,8388974000
2019-06-17,8363442340
2019-06-18,8449155770
2019-06-19,8481982190
2019-06-20,8516632300
2019-06-21,8368913410
2019-06-24,8330615920
2019-06-25,8407210900
2019-06-26,8259492010
2019-06-27,8416329350
2019-06-28,8531221820
2019-07-01,8481319460
2019-07-02,8556165370
2019-07-03,8652917400
2019-07-05,8627360260
2019-07-08,8534259250
2019-07-09,8545212310
2019-07-10,8512353130
2019-07-11,8605454140
2019-07-12,8716810250
2019-07-15,8643789850
2019-07-16,8645615360
2019-07-17,8568943940
2019-07-18,8645615360
2019-07-19,8541561290
2019-07-22,8550688840
2019-07-23,8634662300
2019-07-24,8643789850
2019-07-25,8605454140
2019-07-26,8618232710
2019-07-29,8598152100
2019-07-30,8731414330
2019-07-31,8422903140
2019-08-01,8477668440
2019-08-02,8379090900
2019-08-05,8180110310
2019-08-06,8267734790
2019-08-07,8395520490
2019-08-08,8565292920
2019-08-09,8598152100
2019-08-12,8567118430
2019-08-13,8634662300
2019-08-14,8561641900
2019-08-15,8616407200
2019-08-16,8767924530
2019-08-19,8749669430
2019-08-20,8620058220
2019-08-21,8599977610
2019-08-22,8598152100
2019-08-23,8415601100
2019-08-26,8559816390
2019-08-27,8390043960
2019-08-28,8472191909
2019-08-29,8552514350
2019-08-30,8452111299
2019-09-03,8410124570
2019-09-04,8444809260
2019-09-05,8516004150
2019-09-06,8530608229
2019-09-09,8517829659
2019-09-10,8490447010
2019-09-11,8578071490
2019-09-12,8651091890
2019-09-13,8864676560
2019-09-16,8596326590
2019-09-17,8674823520
2019-09-18,8631011280
2019-09-19,8598152100
2019-09-20,8565292920
2019-09-23,8596326590
2019-09-24,8589024549
2019-09-25,8656568420
2019-09-26,8559816390
2019-09-27,8658393930
2019-09-30,8717149490
2019-10-01,8633278150
2019-10-02,8602282220
2019-10-03,8525704040
2019-10-04,8496531400
2019-10-07,8348844910
2019-10-08,8237624220
2019-10-09,8350668199
2019-10-10,8388957290
2019-10-11,8480121790
2019-10-14,8476475210
2019-10-15,8419953220
2019-10-16,8378017550
2019-10-17,8496531400
2019-10-18,8509294430
2019-10-21,8509294430
2019-10-22,8441832699
2019-10-23,8376194260
2019-10-24,8368901100
2019-10-25,8361607940
2019-10-28,8354314780
2019-10-29,8314202400
2019-10-30,8295969500
2019-10-31,8292322919
2019-11-01,8031592449
2019-11-04,8073528120
2019-11-05,7989656780
2019-11-06,8018829419
2019-11-07,8049825350
2019-11-08,8022476000
2019-11-11,8020652710
2019-11-12,8033415740
2019-11-13,7982363620
2019-11-14,7922195050
2019-11-15,7944074530
2019-11-18,7964130720
2019-11-19,7909432020
2019-11-20,7976893750
2019-11-21,7883905960
2019-11-22,7911255310
2019-11-25,7996949940
2019-11-26,8053471930
2019-11-27,8093584310
2019-11-29,8026122580
2019-12-02,8084467860
2019-12-03,7883905960
2019-12-04,7920371760
2019-12-05,7989656780
2019-12-06,8024299290
2019-12-09,7984186910
2019-12-10,8088114440
2019-12-11,8250387250
2019-12-12,8277736600
2019-12-13,8323318850
2019-12-16,8312379110
2019-12-17,8321495560
2019-12-18,8350668199
2019-12-19,8305085949
2019-12-20,8352491490
2019-12-23,8363431230
2019-12-24,8332435300
2019-12-26,8396250449
2019-12-27,8412660060
2019-12-30,8414483350
2019-12-31,8324709620
2020-01-02,8355454800
2020-01-03,8368114580
2020-01-06,8433222020
2020-01-07,8416945160
2020-01-08,8433222020
2020-01-09,8496520919
2020-01-10,8574288139
2020-01-13,8626735800
2020-01-14,8612267480
2020-01-15,8671949300
2020-01-16,8762376300
2020-01-17,8771419000
2020-01-21,8769610460
2020-01-22,8791312940
2020-01-23,8744290900
2020-01-24,8662906600
2020-01-27,8605033320
2020-01-28,8731631120
2020-01-29,8751525060
2020-01-30,8737056740
2020-01-31,8671949300
2020-02-03,8751525060
2020-02-04,8445881800
2020-02-05,8520031940
2020-02-06,8536308800
2020-02-07,8503755080
2020-02-10,8574288139
2020-02-11,8605033320
2020-02-12,8775036080
2020-02-13,8796738560
2020-02-14,9035465840
2020-02-18,9167489260
2020-02-19,9216319840
2020-02-20,9402599460
2020-02-21,9500260620
2020-02-24,9393556760
2020-02-25,9330257860
2020-02-26,9109615980
2020-02-27,8787695860
2020-02-28,8643012660
2020-03-02,9120467220
2020-03-03,8972166940
2020-03-04,9554516820
2020-03-05,9529197260
2020-03-06,9323023700
2020-03-09,8968549860
2020-03-10,8970358400
2020-03-11,8514606320
2020-03-12,7666401060
2020-03-13,8577905220
2020-03-16,7476504360
2020-03-17,7398737139
2020-03-18,6642767419
2020-03-19,6304570440
2020-03-20,6499892760
2020-03-23,6463721960
2020-03-24,6778407919
2020-03-25,6472764660
2020-03-26,6720534639
2020-03-27,7004475419
2020-03-30,7391502980
2020-03-31,6957747220
2020-04-01,6619733420
2020-04-02,6715800500
2020-04-03,6174978420
2020-04-06,6621512440
2020-04-07,6794077380
2020-04-08,7094731760
2020-04-09,7206810020
2020-04-13,6900818580
2020-04-14,6922166819
2020-04-15,6797635420
2020-04-16,6756717959
2020-04-17,7043140180
2020-04-20,6977316440
2020-04-21,6598385180
2020-04-22,6573478900
2020-04-23,6601943220
2020-04-24,6397355920
2020-04-27,6601943220
2020-04-28,6694452260
2020-04-29,6986211540
2020-04-30,6536119480
2020-05-01,6354659440
2020-05-04,6472074760
2020-05-05,6628628520
2020-05-06,6616175380
2020-05-07,6717579520
2020-05-08,6851006020
2020-05-11,7020012920
2020-05-12,6751380900
2020-05-13,6278161580
2020-05-14,6283498640
2020-05-15,6326195120
2020-05-18,6676662060
2020-05-19,6593048120
2020-05-20,6909713680
2020-05-21,6851006020
2020-05-22,6817204640
2020-05-26,6945294080
2020-05-27,7089394700
2020-05-28,7075162540
2020-05-29,7014675860
2020-06-01,6996885660
2020-06-02,6982653500
2020-06-03,7066267440
2020-06-04,6959526240
2020-06-05,7297540040
2020-06-08,7507464400
2020-06-09,7368700840
2020-06-10,7180124720
2020-06-11,6829657780
2020-06-12,6783403260
2020-06-15,6822541700
2020-06-16,7046698220
2020-06-17,6954189180
2020-06-18,7043140180
2020-06-19,7087615680
2020-06-22,7069825480
2020-06-23,7169450599
2020-06-24,6963084280
2020-06-25,6973758400
2020-06-26,6749601880
2020-06-29,6847447980
2020-06-30,6843939980
2020-07-01,6909053320
2020-07-02,6903773859
2020-07-06,6986485400
2020-07-07,6843939980
2020-07-08,6648599960
2020-07-09,6425102820
2020-07-10,6581726800
2020-07-13,6565888420
2020-07-14,6604604460
2020-07-15,6886175660
2020-07-16,6880896200
2020-07-17,6808743580
2020-07-20,6699634740
2020-07-21,6782346280
2020-07-22,6828101599
2020-07-23,6835140880
2020-07-24,6755948980
2020-07-27,6759468619
2020-07-28,6845699800
2020-07-29,7245178940
2020-07-30,7637618800
2020-07-31,7630579520
2020-08-03,7834718640
2020-08-04,7744967820
2020-08-05,8024779200
2020-08-06,8190202280
2020-08-07,8228918320
2020-08-10,8339786980
2020-08-11,8408419960
2020-08-12,8459454740
2020-08-13,8390821760
2020-08-14,8382022660
2020-08-17,8304590580
2020-08-18,8162045160
2020-08-19,8132128220
2020-08-20,8084613080
2020-08-21,8079333619
2020-08-24,8125088940
2020-08-25,8105730920
2020-08-26,8019499740
2020-08-27,8146206780
2020-08-28,8139167500
2020-08-31,8033578300
2020-09-01,8065255060
2020-09-02,8199001380
2020-09-03,7996622080
2020-09-04,7954386400
2020-09-08,7790723140
2020-09-09,7852316840
2020-09-10,7627059880
2020-09-11,7556667080
2020-09-14,7576025099
2020-09-15,7398283280
2020-09-16,7285654800
2020-09-17,7153668300
2020-09-18,7044559460
2020-09-21,7086795140
2020-09-22,7136070099
2020-09-23,7220541460
2020-09-24,7290934260
2020-09-25,7410602020
2020-09-28,7579544740
2020-09-29,7387724359
2020-09-30,7260105960
2020-10-01,7277318160
2020-10-02,7447718940
2020-10-05,7676641200
2020-10-06,7683526080
2020-10-07,7690410960
2020-10-08,7702459500
2020-10-09,7735162680
2020-10-12,7776471960
2020-10-13,7616398500
2020-10-14,7532058720
2020-10-15,7569925559
2020-10-16,7594022640
2020-10-19,7473537240
2020-10-20,7571646780
2020-10-21,7564761900
2020-10-22,7685247300
2020-10-23,7654265340
2020-10-26,7561319460
2020-10-27,7504519200
2020-10-28,7499355540
2020-10-29,7955478840
2020-10-30,7970969820
2020-11-02,8158582800
2020-11-03,8425371900
2020-11-04,8413323360
2020-11-05,8578560480
2020-11-06,8551020960
2020-11-09,8489057040
2020-11-10,8458075080
2020-11-11,8509711680
2020-11-12,8404717260
2020-11-13,8582002920
2020-11-16,8587166580
2020-11-17,8607821220
2020-11-18,8416765800
2020-11-19,8368571640
2020-11-20,8351359440
2020-11-23,8559627059
2020-11-24,8509711680
2020-11-25,8564790720
2020-11-27,8526923880
2020-11-30,8372014080
2020-12-01,8575118040
2020-12-02,8416765800
2020-12-03,8363407980
2020-12-04,8535529980
2020-12-07,8482172160
2020-12-08,8544136080
2020-12-09,8604378780
2020-12-10,8454632640
2020-12-11,8463238740
2020-12-14,8404717260
2020-12-15,8494220700
2020-12-16,8464959960
2020-12-17,8482172160
2020-12-18,8385783840
2020-12-21,8389226280
2020-12-22,8347917000
2020-12-23,8396111160
2020-12-24,8389226280
2020-12-28,8420208240
2020-12-29,8347917000
2020-12-30,8358244320
2020-12-31,8342973800
2021-01-04,8249518899
2021-01-05,8302193480
2021-01-06,8557070480
2021-01-07,8677712260
2021-01-08,8635232760
2021-01-11,8478908200
2021-01-12,8506095080
2021-01-13,8444924600
2021-01-14,8517989340
2021-01-15,8502696720
2021-01-19,8551972940
2021-01-20,8811947480
2021-01-21,8793256500
2021-01-22,8681110620
2021-01-25,8930890080
2021-01-26,9127994960
2021-01-27,8791557320
2021-01-28,8585956540
2021-01-29,8568964740
2021-02-01,8616541780
2021-02-02,8682809800
2021-02-03,8672614720
2021-02-04,8825540920
2021-02-05,8915597460
2021-02-08,8925792540
2021-02-09,8980166300
2021-02-10,9080417920
2021-02-11,9195962160
2021-02-12,9195962160
2021-02-16,8621639320
2021-02-17,8344672980
2021-02-18,8237624639
2021-02-19,8361664780
2021-02-22,8511192620
2021-02-23,8465314760
2021-02-24,8213836120
2021-02-25,8173055800
2021-02-26,8115283680
2021-03-01,8387152480
2021-03-02,8077901720
2021-03-03,7991243540
2021-03-04,7848512420
2021-03-05,8071105000
2021-03-08,8128877120
2021-03-09,8082999260
2021-03-10,8020129600
2021-03-11,8186649240
2021-03-12,8174754980
2021-03-15,8410941000
2021-03-16,8395648379
2021-03-17,8434729520
2021-03-18,8295396760
2021-03-19,8339575440
2021-03-22,8308990200
2021-03-23,8404144280
2021-03-24,8359965600
2021-03-25,8489103280
2021-03-26,8716793400
2021-03-29,8677712260
2021-03-30,8742281100
2021-03-31,8599372500
2021-04-01,8821726500
2021-04-05,8761084500
2021-04-06,8825095500
2021-04-07,8693704500
2021-04-08,8697073500
2021-04-09,8712234000
2021-04-12,8764453500
2021-04-13,8676859500
2021-04-14,8705496000
2021-04-15,8766138000
2021-04-16,8808250500
2021-04-19,8651592000
2021-04-20,8712234000
2021-04-21,8739186000
2021-04-22,8708865000
2021-04-23,8966593500
2021-04-26,8919427500
2021-04-27,8959855500
2021-04-28,9007021500
2021-04-29,9109776000
2021-04-30,9001968000
2021-05-03,8980069500
2021-05-04,9552799500
2021-05-05,9399510000
2021-05-06,9362451000
2021-05-07,9409617000
2021-05-10,9433200000
2021-05-11,9143466000
2021-05-12,9071032500
2021-05-13,9197370000
2021-05-14,9242851500
2021-05-17,9049134000
2021-05-18,8959855500
2021-05-19,8868892500
2021-05-20,8852047500
2021-05-21,8878999500
2021-05-24,8892475500
2021-05-25,8801512500
2021-05-26,8779614000
2021-05-27,8803197000
2021-05-28,8931219000
2021-06-01,9003652500
2021-06-02,8860470000
2021-06-03,8848678500
2021-06-04,8921112000
2021-06-07,8868892500
2021-06-08,9040711500
2021-06-09,9022182000
2021-06-10,9126621000
2021-06-11,9266434500
2021-06-14,9086193000
2021-06-15,9022182000
2021-06-16,8911005000
2021-06-17,8850363000
2021-06-18,8724025500
2021-06-21,8862154500
2021-06-22,8841940500
2021-06-23,8767822500
2021-06-24,8855416500
2021-06-25,9071032500
2021-06-28,8943010500
2021-06-29,9032289000
2021-06-30,8971877030
2021-07-01,9075675570
2021-07-02,9120878160
2021-07-06,9095765610
2021-07-07,9177799940
2021-07-08,9144316540
2021-07-09,9261508440
2021-07-12,9395442040
2021-07-13,9298340180
2021-07-14,9373677830
2021-07-15,9356936130
2021-07-16,9366981150
2021-07-19,9387071190
2021-07-20,9559510700
2021-07-21,9566207380
2021-07-22,9586297420
2021-07-23,9710186000
2021-07-26,9713534340
2021-07-27,9691770130
2021-07-28,9752040250
2021-07-29,10378179830
2021-07-30,10461888330
2021-08-02,10478630030
2021-08-03,10651069540
2021-08-04,10619260310
2021-08-05,10714688000
2021-08-06,10701294640
2021-08-09,10756542250
2021-08-10,10823509050
2021-08-11,10821834880
2021-08-12,10903869210
2021-08-13,10890475850
2021-08-16,10940700950
2021-08-17,10846947430
2021-08-18,10734778040
2021-08-19,10674507920
2021-08-20,10697946300
2021-08-23,10565686870
2021-08-24,10455191650
2021-08-25,10537225980
2021-08-26,10406640720
2021-08-27,10492023390
2021-08-30,10473607520
2021-08-31,10507090920
2021-09-01,10647721200
2021-09-02,10744823060
2021-09-03,10647721200
2021-09-07,10483652540
2021-09-08,10625956990
2021-09-09,10456865820
2021-09-10,10426730760
2021-09-13,10403292380
2021-09-14,10322932220
2021-09-15,10334651410
2021-09-16,10379854000
2021-09-17,10341348090
2021-09-20,10215785340
2021-09-21,10172256920
2021-09-22,10282752140
2021-09-23,10353067280
2021-09-24,10249268740
2021-09-27,10255965420
2021-09-28,10090222590
2021-09-29,10175605260
2021-09-30,9909515960
2021-10-01,9990094500
2021-10-04,10054228440
2021-10-05,10182496320
2021-10-06,10266363780
2021-10-07,10338720020
2021-10-08,10287741760
2021-10-11,10197296460
2021-10-12,10120006840
2021-10-13,10077250880
2021-10-14,10218674440
2021-10-15,10226896740
2021-10-18,10256497020
2021-10-19,10169340640
2021-10-20,10243341340
2021-10-21,10351875700
2021-10-22,10470276820
2021-10-25,10496588180
2021-10-26,10516321700
2021-10-27,10424231940
2021-10-28,11213572740
2021-10-29,11262906540
2021-11-01,11438863760
2021-11-02,11262906540
2021-11-03,11261262080
2021-11-04,11236595180
2021-11-05,10958681440
2021-11-08,10830413560
2021-11-09,10887969659
2021-11-10,11014593080
2021-11-11,10983348340
2021-11-12,10986637260
2021-11-15,11080371480
2021-11-16,11226728420
2021-11-17,11254684240
2021-11-18,11169172320
2021-11-19,11136283120
2021-11-22,11114905140
2021-11-23,11266195460
2021-11-24,11243173020
2021-11-26,11162594480
2021-11-29,10957036980
2021-11-30,10879747360
2021-12-01,10799168820
2021-12-02,11082015940
2021-12-03,11182328000
2021-12-06,11264551000
2021-12-07,11280995600
2021-12-08,11272773300
2021-12-09,11009659700
2021-12-10,11190550300
2021-12-13,11254684240
2021-12-14,11146149880
2021-12-15,11256328700
2021-12-16,11248106400
2021-12-17,11160950020
2021-12-20,11210283820
2021-12-21,11141216500
2021-12-22,11312240340
2021-12-23,11455308360
2021-12-27,11685532760
2021-12-28,11553975960
2021-12-29,11716777500
2021-12-30,11629621120
2021-12-31,11452674720
2022-01-03,11205842879
2022-01-04,11115499200
2022-01-05,10842854879
2022-01-06,10794456480
2022-01-07,10670233920
2022-01-10,10647648000
2022-01-11,10717019040
2022-01-12,10629901920
2022-01-13,10684753440
2022-01-14,10484706720
2022-01-18,10344351360
2022-01-19,10475027040
2022-01-20,10179796800
2022-01-21,10197542880
2022-01-24,10331445120
2022-01-25,9605469120
2022-01-26,9692586240
2022-01-27,9516738720
2022-01-28,9781316640
2022-01-31,9957164160
2022-02-01,9978136800
2022-02-02,10173343680
2022-02-03,10049121120
2022-02-04,10129785120
2022-02-07,10184636640
2022-02-08,10323378720
2022-02-09,10468573920
2022-02-10,10299179520
2022-02-11,10174956960
2022-02-14,10133011680
2022-02-15,9765183840
2022-02-16,9542551200
2022-02-17,9376383360
2022-02-18,9510285600
2022-02-22,9492539520
2022-02-23,9444141120
2022-02-24,9445754400
2022-02-25,9839394720
2022-02-28,9816808800
2022-03-01,9795836160
2022-03-02,9965230560
2022-03-03,10052347680
2022-03-04,9987816480
2022-03-07,9670000320
2022-03-08,9660320640
2022-03-09,9905539200
2022-03-10,9813582240
2022-03-11,9644187840
2022-03-14,9931351680
2022-03-15,10189476480
2022-03-16,10342738080
2022-03-17,10402429440
2022-03-18,10458894240
2022-03-21,10405656000
2022-03-22,10375003680
2022-03-23,10228195200
2022-03-24,10442761440
2022-03-25,10505679360
2022-03-28,10454054400
2022-03-29,10379843520
2022-03-30,10657327680
2022-03-31,10445963099
2022-04-01,10634822050
2022-04-04,10403112750
2022-04-05,10557056600
2022-04-06,10823681000
2022-04-07,11017301100
2022-04-08,11026823400
2022-04-11,11050629150
2022-04-12,11212508250
2022-04-13,11266467950
2022-04-14,11168070850
2022-04-18,11204573000
2022-04-19,11304557150
2022-04-20,11347407500
2022-04-21,11237901050
2022-04-22,10922078099
2022-04-25,11022062250
2022-04-26,10776069500
2022-04-27,10728458000
2022-04-28,10728458000
2022-04-29,10412635050
2022-05-02,10304715650
2022-05-03,10217427900
2022-05-04,11380735549
2022-05-05,11036345700
2022-05-06,11014127000
2022-05-09,10958580250
2022-05-10,10560230700
2022-05-11,10511032150
2022-05-12,10544360200
2022-05-13,10760199000
2022-05-16,10742741450
2022-05-17,10772895400
2022-05-18,10558643650
2022-05-19,10674498300
2022-05-20,10912555800
2022-05-23,10937948600
2022-05-24,10887163000
2022-05-25,10853834950
2022-05-26,10956993200
2022-05-27,11137916900
2022-05-31,11114111150
2022-06-01,11077609000
2022-06-02,11258532700
2022-06-03,11264880900
2022-06-06,11307731250
2022-06-07,11371213250
2022-06-08,11268055000
2022-06-09,10976037800
2022-06-10,10896685300
2022-06-13,10447550150
2022-06-14,10404699800
2022-06-15,10525315599
2022-06-16,10084115700
2022-06-17,10169816400
2022-06-21,10357088300
2022-06-22,10436440800
2022-06-23,10609429250
2022-06-24,10880814800
2022-06-27,10926839250
2022-06-28,10864944299
2022-06-29,10983973049
2022-06-30,10836702720
2022-07-01,10974670000
2022-07-05,10960559710
2022-07-06,10987212480
2022-07-07,11090687940
2022-07-08,11073442030
2022-07-11,10933906940
2022-07-12,10841406150
2022-07-13,10800643090
2022-07-14,10769286890
2022-07-15,10935474750
2022-07-18,10777125940
2022-07-19,11101662610
2022-07-20,11220816169
2022-07-21,11308613530
2022-07-22,11278825140
2022-07-25,11393275270
2022-07-26,11366622500
2022-07-27,11559463130
2022-07-28,11634718009
2022-07-29,11673913259
2022-08-01,11760142810
2022-08-02,11554759700
2022-08-03,10427504310
2022-08-04,10156273180
2022-08-05,10143730700
2022-08-08,10193900620
2022-08-09,10236231490
2022-08-10,10425936500
2022-08-11,10418097450
2022-08-12,10556064730
2022-08-15,10581149690
2022-08-16,10835134910
2022-08-17,10697167630
2022-08-18,10697167630
2022-08-19,10549793490
2022-08-22,10330300090
2022-08-23,10261316450
2022-08-24,10231528060
2022-08-25,10275426740
2022-08-26,10021441520
2022-08-29,9866228330
2022-08-30,9812922790
2022-08-31,9674955510
2022-09-01,9720422000
2022-09-02,9654573980
2022-09-06,9714150760
2022-09-07,9875635190
2022-09-08,9789405640
2022-09-09,9906991390
2022-09-12,9990085320
2022-09-13,9747074770
2022-09-14,9540123850
2022-09-15,9560505380
2022-09-16,9500928600
2022-09-19,9571480050
2022-09-20,9435080580
2022-09-21,9235968710
2022-09-22,9063509610
2022-09-23,9085458950
2022-09-26,9072916470
2022-09-27,8960034150
2022-09-28,9163849450
2022-09-29,9093298000
2022-09-30,8899292980
2022-10-03,9147437450
2022-10-04,9483434310
2022-10-05,9545085110
2022-10-06,9403288270
2022-10-07,9247620000
2022-10-10,9341637470
2022-10-11,9389416840
2022-10-12,9427948590
2022-10-13,9562039080
2022-10-14,9318518420
2022-10-17,9389416840
2022-10-18,9560497810
2022-10-19,9190593010
2022-10-20,8920870760
2022-10-21,9030300930
2022-10-24,9019512040
2022-10-25,9358591440
2022-10-26,9423324780
2022-10-27,9132024750
2022-10-28,9438737480
2022-10-31,9341637470
2022-11-01,9424866050
2022-11-02,10406655040
2022-11-03,10357334400
2022-11-04,10710285230
2022-11-07,10939934460
2022-11-08,11087896380
2022-11-09,10802761430
2022-11-10,10990796370
2022-11-11,10722615389
2022-11-14,10713367770
2022-11-15,10964594780
2022-11-16,10933769380
2022-11-17,10816632860
2022-11-18,10839751910
2022-11-21,10858247150
2022-11-22,10949182080
2022-11-23,10969218590
2022-11-25,11006209070
2022-11-28,10870577310
2022-11-29,10878283660
2022-11-30,11012374150
2022-12-01,10944558270
2022-12-02,10947640810
2022-12-05,10690248720
2022-12-06,10722615389
2022-12-07,10623974110
2022-12-08,10690248720
2022-12-09,10653258240
2022-12-12,10691789990
2022-12-13,10719532850
2022-12-14,10688707450
2022-12-15,10668670940
2022-12-16,10496048700
2022-12-19,10491424889
2022-12-20,10568488389
2022-12-21,10707202690
2022-12-22,10733404280
2022-12-23,10824339210
2022-12-27,10862870960
2022-12-28,10688707450
2022-12-29,10753440790
2022-12-30,10656340780
2023-01-03,10369625000
2023-01-04,10437000000
2023-01-05,10415562500
2023-01-06,10614624999
2023-01-09,10715687500
2023-01-10,10844312499
2023-01-11,10937718750
2023-01-12,10907093750
2023-01-13,10894843750
2023-01-17,10708031250
2023-01-18,10622281250
2023-01-19,10629937500
2023-01-20,10755500000
2023-01-23,10871875000
2023-01-24,10841250000
2023-01-25,10896375000
2023-01-26,11009687500
2023-01-27,11150562499
2023-01-30,11058687500
2023-01-31,11354218750
2023-02-01,11369531250
2023-02-02,11225593750
2023-02-03,11302156250
2023-02-06,11049500000
2023-02-07,10937718750
2023-02-08,10871875000
2023-02-09,10753968750
2023-02-10,10907093750
2023-02-13,11041843750
2023-02-14,11104625000
2023-02-15,10720281250
2023-02-16,10956093750
2023-02-17,10937718750
2023-02-21,10822875000
2023-02-22,10789187499
2023-02-23,10659031250
2023-02-24,10516625000
2023-02-27,10443125000
2023-02-28,10340531250
2023-03-01,10267031250
2023-03-02,10248656250
2023-03-03,10351250000
2023-03-06,10286937500
2023-03-07,10146062500
2023-03-08,10106250000
2023-03-09,9991406250
2023-03-10,9896468750
2023-03-13,9760187500
2023-03-14,9962312500
2023-03-15,10017437500
2023-03-16,10094000000
2023-03-17,9977625000
2023-03-20,10014375000
2023-03-21,10094000000
2023-03-22,9933218750
2023-03-23,9976093750
2023-03-24,10167500000
2023-03-27,10228750000
2023-03-28,10175156250
2023-03-29,10291531249
2023-03-30,10397187500
2023-03-31,10401805740
2023-04-03,10454737290
2023-04-04,10466835930
2023-04-05,10627142910
2023-04-06,10562112720
2023-04-10,10607482620
2023-04-11,10903899300
2023-04-12,10807110180
2023-04-13,10855504740
2023-04-14,10772326590
2023-04-17,10772326590
2023-04-18,10707296400
