,ROL
2018-11-06,12942074640
2018-11-07,13428138900
2018-11-08,13531243440
2018-11-09,13393770720
2018-11-12,13172832420
2018-11-13,13079547360
2018-11-14,13094276580
2018-11-15,13285756440
2018-11-16,13491965520
2018-11-19,13393770720
2018-11-20,13246478520
2018-11-21,13158103200
2018-11-23,13094276580
2018-11-26,13334853840
2018-11-27,13482146040
2018-11-28,13850376540
2018-11-29,13909293420
2018-11-30,13870015500
2018-12-03,13919112900
2018-12-04,13639257720
2018-12-06,12863518800
2018-12-07,12490378560
2018-12-10,12519837000
2018-12-11,12514927260
2018-12-12,12529656480
2018-12-13,12298898700
2018-12-14,11979765600
2018-12-17,11734278600
2018-12-18,11690090940
2018-12-19,11552618220
2018-12-20,11493701340
2018-12-21,11326770180
2018-12-24,11061644220
2018-12-26,11518250040
2018-12-27,11729368860
2018-12-28,11675361720
2018-12-31,11824604130
2019-01-02,11716527150
2019-01-03,11578974630
2019-01-04,11952331470
2019-01-07,11986719600
2019-01-08,12202873560
2019-01-09,12448503060
2019-01-10,12659744430
2019-01-11,12541842270
2019-01-14,12566405220
2019-01-15,12640094070
2019-01-16,12492716370
2019-01-17,12414114930
2019-01-18,12669569610
2019-01-22,12576230400
2019-01-23,12183223200
2019-01-24,12374814210
2019-01-25,12487803780
2019-01-28,12237261690
2019-01-29,12094796580
2019-01-30,12129184710
2019-01-31,12197960970
2019-02-01,12256912050
2019-02-04,12089883990
2019-02-05,12330600900
2019-02-06,12247086870
2019-02-07,12315863130
2019-02-08,12399377160
2019-02-11,12536929680
2019-02-12,12767821410
2019-02-13,12895548750
2019-02-14,12993800550
2019-02-15,13136265660
2019-02-19,13003625730
2019-02-20,12885723570
2019-02-21,12974150190
2019-02-22,12915199110
2019-02-25,12826772490
2019-02-26,12826772490
2019-02-27,12866073210
2019-02-28,12988887960
2019-03-01,13028188680
2019-03-04,13200129330
2019-03-05,13185391560
2019-03-06,13170653790
2019-03-07,13092052350
2019-03-08,13136265660
2019-03-11,13327856670
2019-03-12,13322944080
2019-03-13,13445758830
2019-03-14,13435933650
2019-03-15,13249255230
2019-03-18,13426108470
2019-03-19,13372069980
2019-03-20,13278730770
2019-03-21,13455584010
2019-03-22,13224692280
2019-03-25,13288555950
2019-03-26,13426108470
2019-03-27,13494884730
2019-03-28,13652087610
2019-03-29,13632437250
2019-04-01,13740514230
2019-04-02,13711038690
2019-04-03,13809290490
2019-04-04,13657000200
2019-04-05,13671737970
2019-04-08,13691388330
2019-04-09,13647175020
2019-04-10,13701213510
2019-04-11,13887891930
2019-04-12,14059832580
2019-04-15,14104045890
2019-04-16,14133521430
2019-04-17,14064745170
2019-04-18,14182647330
2019-04-22,14231773230
2019-04-23,14330025030
2019-04-24,12885723570
2019-04-25,12807122130
2019-04-26,12807122130
2019-04-29,12738345870
2019-04-30,12664657020
2019-05-01,12163572840
2019-05-02,12286387590
2019-05-03,12399377160
2019-05-06,12306037950
2019-05-07,12035845500
2019-05-08,12030932910
2019-05-09,11947418880
2019-05-10,11932681110
2019-05-13,11691964200
2019-05-14,11834429310
2019-05-15,11893380390
2019-05-16,12084971400
2019-05-17,12080058810
2019-05-20,12124272120
2019-05-21,12296212770
2019-05-22,12281475000
2019-05-23,12070233630
2019-05-24,12129184710
2019-05-28,11981807010
2019-05-29,12089883990
2019-05-30,12355163850
2019-05-31,12306037950
2019-06-03,12222523920
2019-06-04,12433765290
2019-06-05,12443590470
2019-06-06,12433765290
2019-06-07,12605705940
2019-06-10,12517279320
2019-06-11,12296212770
2019-06-12,12374814210
2019-06-13,12364989030
2019-06-14,12330600900
2019-06-17,12276562410
2019-06-18,12345338670
2019-06-19,12394464570
2019-06-20,12433765290
2019-06-21,12306037950
2019-06-24,12001457370
2019-06-25,12001457370
2019-06-26,11598624990
2019-06-27,11996544780
2019-06-28,11746002690
2019-07-01,11867114160
2019-07-02,12009558825
2019-07-03,12137267835
2019-07-05,12176562915
2019-07-08,12137267835
2019-07-09,12122532180
2019-07-10,12191298570
2019-07-11,12206034225
2019-07-12,12264976845
2019-07-15,12333743235
2019-07-16,12368126430
2019-07-17,12377950200
2019-07-18,12412333395
2019-07-19,12382862085
2019-07-22,12451628475
2019-07-23,12490923555
2019-07-24,11184362145
2019-07-25,11140155180
2019-07-26,11218745340
2019-07-29,11095948215
2019-07-30,11135243295
2019-07-31,10978062975
2019-08-01,10830706425
2019-08-02,10811058885
2019-08-05,10526169555
2019-08-06,10644054795
2019-08-07,10712821185
2019-08-08,10874913390
2019-08-09,10781587575
2019-08-12,10644054795
2019-08-13,10663702335
2019-08-14,10545817095
2019-08-15,10658790450
2019-08-16,10820882655
2019-08-19,10889649045
2019-08-20,10860177735
2019-08-21,10879825275
2019-08-22,10811058885
2019-08-23,10467226935
2019-08-26,10388636775
2019-08-27,10324782270
2019-08-28,10477050705
2019-08-29,10688261760
2019-08-30,10742292495
2019-09-03,10850353965
2019-09-04,10997710515
2019-09-05,11199097800
2019-09-06,11105771985
2019-09-09,11238392880
2019-09-10,11316983040
2019-09-11,11400485085
2019-09-12,11371013775
2019-09-13,11312071155
2019-09-16,11341542465
2019-09-17,11459427705
2019-09-18,11321894925
2019-09-19,11380837545
2019-09-20,11312071155
2019-09-23,11159802720
2019-09-24,11164714605
2019-09-25,11130331410
2019-09-26,11076300675
2019-09-27,10948591665
2019-09-30,11154209535
2019-10-01,10967569305
2019-10-02,10938099795
2019-10-03,11134563195
2019-10-04,11281910745
2019-10-07,11203325385
2019-10-08,11149297950
2019-10-09,11291733915
2019-10-10,11399788785
2019-10-11,11517666825
2019-10-14,11478374145
2019-10-15,11556959505
2019-10-16,11586429015
2019-10-17,11665014375
2019-10-18,11773069245
2019-10-21,11989178985
2019-10-22,11782892415
2019-10-23,12617861865
2019-10-24,12637508205
2019-10-25,12568746015
2019-10-28,12441044805
2019-10-29,12499983825
2019-10-30,12480337485
2019-10-31,12480337485
2019-11-01,12662066130
2019-11-04,12647331375
2019-11-05,12666977715
2019-11-06,12578569185
2019-11-07,12730828320
2019-11-08,12666977715
2019-11-11,12554011260
2019-11-12,12278962500
2019-11-13,12259316160
2019-11-14,12274050915
2019-11-15,12008825325
2019-11-18,12018648495
2019-11-19,11989178985
2019-11-20,11979355815
2019-11-21,11714130225
2019-11-22,11615898525
2019-11-25,11561871090
2019-11-26,11714130225
2019-11-27,11748511320
2019-11-29,11738688150
2019-12-02,11606075355
2019-12-03,11576605845
2019-12-04,11498020485
2019-12-05,11272087575
2019-12-06,11213148555
2019-12-09,11331026595
2019-12-10,11026508325
2019-12-11,10957746135
2019-12-12,10884072360
2019-12-13,10790752245
2019-12-16,10795663830
2019-12-17,10800575415
2019-12-18,10790752245
2019-12-19,10721990055
2019-12-20,10893895530
2019-12-23,10928276625
2019-12-24,10800575415
2019-12-26,10751459565
2019-12-27,10692520545
2019-12-30,10766194320
2019-12-31,10867573530
2020-01-02,10926556290
2020-01-03,10887234450
2020-01-06,10887234450
2020-01-07,10897064910
2020-01-08,10887234450
2020-01-09,11059267500
2020-01-10,11378757450
2020-01-13,11462316360
2020-01-14,11486892510
2020-01-15,11545875270
2020-01-16,11678586480
2020-01-17,11752314930
2020-01-21,11762145390
2020-01-22,11821128150
2020-01-23,11998076430
2020-01-24,11998076430
2020-01-27,11875195680
2020-01-28,12037398270
2020-01-29,12386379600
2020-01-30,12524006040
2020-01-31,12435531900
2020-02-03,12607564950
2020-02-04,12774682770
2020-02-05,12774682770
2020-02-06,12887733060
2020-02-07,12646886790
2020-02-10,12769767540
2020-02-11,12941800590
2020-02-12,12995868120
2020-02-13,13045020420
2020-02-14,13049935650
2020-02-18,12912309210
2020-02-19,13015529040
2020-02-20,13099087950
2020-02-21,13246544850
2020-02-24,12995868120
2020-02-25,12666547710
2020-02-26,12735360930
2020-02-27,12342142530
2020-02-28,12268414080
2020-03-02,12814004610
2020-03-03,12499429890
2020-03-04,13133494560
2020-03-05,13344849450
2020-03-06,13025359500
2020-03-09,12543666960
2020-03-10,13221968700
2020-03-11,12592819260
2020-03-12,11260791930
2020-03-13,12391294830
2020-03-16,11712993090
2020-03-17,12489599430
2020-03-18,12130787640
2020-03-19,11663840790
2020-03-20,11467231590
2020-03-23,10346559150
2020-03-24,11078928420
2020-03-25,10680794790
2020-03-26,11039606580
2020-03-27,11226385320
2020-03-30,11742484470
2020-03-31,11843716005
2020-04-01,11524147080
2020-04-02,11696222655
2020-04-03,11814217335
2020-04-06,12192783600
2020-04-07,11779802220
2020-04-08,11769969330
2020-04-09,11804384445
2020-04-13,11755219995
2020-04-14,12315694725
2020-04-15,12079705365
2020-04-16,12566433420
2020-04-17,12768007665
2020-04-20,12448438740
2020-04-21,12148535595
2020-04-22,12355026285
2020-04-23,12305861835
2020-04-24,12502519635
2020-04-27,12944999685
2020-04-28,13333398840
2020-04-29,13146573930
2020-04-30,13112158815
2020-05-01,13112158815
2020-05-04,13333398840
2020-05-05,13584137535
2020-05-06,13549722420
2020-05-07,13672633545
2020-05-08,13859458455
2020-05-11,13913539350
2020-05-12,13490725080
2020-05-13,13121991705
2020-05-14,13195738380
2020-05-15,13112158815
2020-05-18,12915501015
2020-05-19,12846670785
2020-05-20,12822088560
2020-05-21,12664762320
2020-05-22,12694260990
2020-05-26,12777840555
2020-05-27,13018746360
2020-05-28,13136741040
2020-05-29,13702132215
2020-06-01,13839792675
2020-06-02,14061032700
2020-06-03,14621507430
2020-06-04,14262606945
2020-06-05,14233108275
2020-06-08,14606758095
2020-06-09,14257690500
2020-06-10,14252774055
2020-06-11,13775878890
2020-06-12,13574304645
2020-06-15,13751296665
2020-06-16,13888957125
2020-06-17,13884040680
2020-06-18,13884040680
2020-06-19,13716881550
2020-06-22,13741463775
2020-06-23,13662800655
2020-06-24,13471059300
2020-06-25,13682466435
2020-06-26,13534973085
2020-06-29,13643134875
2020-06-30,13893492060
2020-07-01,14016399810
2020-07-02,14114726010
2020-07-06,14011483500
2020-07-07,14950498710
2020-07-08,14734181070
2020-07-09,15009494430
2020-07-10,14714515830
2020-07-13,14571942840
2020-07-14,14862005130
2020-07-15,15442129710
2020-07-16,15402799230
2020-07-17,15658447350
2020-07-20,15658447350
2020-07-21,15589619010
2020-07-22,15953425950
2020-07-23,15982923809
2020-07-24,15953425950
2020-07-27,16150078350
2020-07-28,16012421670
2020-07-29,16799031270
2020-07-30,16921939020
2020-07-31,17172670830
2020-08-03,17349657990
2020-08-04,17536477770
2020-08-05,17664301830
2020-08-06,17575808250
2020-08-07,17978945670
2020-08-10,17954364120
2020-08-11,17782293270
2020-08-12,17875703160
2020-08-13,18028108770
2020-08-14,17939615190
2020-08-17,17983861980
2020-08-18,17870786850
2020-08-19,17816707440
2020-08-20,17974029360
2020-08-21,18008443530
2020-08-24,18121518660
2020-08-25,17939615190
2020-08-26,18323087370
2020-08-27,18087104490
2020-08-28,18033025080
2020-08-31,18072355560
2020-09-01,18264091650
2020-09-02,18677061690
2020-09-03,17870786850
2020-09-04,17890452090
2020-09-08,17649552900
2020-09-09,18195263310
2020-09-10,17728213860
2020-09-11,17738046480
2020-09-14,17792125890
2020-09-15,17954364120
2020-09-16,17565975630
2020-09-17,17575808250
2020-09-18,17182503450
2020-09-21,17153005590
2020-09-22,17339825370
2020-09-23,17143172969
2020-09-24,17354574300
2020-09-25,17585640870
2020-09-28,17915033640
2020-09-29,17860954230
2020-09-30,17762194470
2020-10-01,17634373530
2020-10-02,17850685890
2020-10-05,18248897280
2020-10-06,18352137270
2020-10-07,18715935330
2020-10-08,18686438190
2020-10-09,18833923890
2020-10-12,19148560050
2020-10-13,19251800040
2020-10-14,19266548610
2020-10-15,19492693350
2020-10-16,19591017150
2020-10-19,19409118120
2020-10-20,19581184770
2020-10-21,19404201930
2020-10-22,19482860970
2020-10-23,19728670470
2020-10-26,19502525730
2020-10-27,19433699070
2020-10-28,20112133290
2020-10-29,19404201930
2020-10-30,18961744830
2020-11-02,19060068630
2020-11-03,19473028590
2020-11-04,20102300910
2020-11-05,20741405610
2020-11-06,20702076090
2020-11-09,18661857240
2020-11-10,18617611530
2020-11-11,19463196210
2020-11-12,19187889570
2020-11-13,19281297180
2020-11-16,19315710510
2020-11-17,19010906730
2020-11-18,18892918170
2020-11-19,19237051470
2020-11-20,18883085790
2020-11-23,18706102950
2020-11-24,18529120110
2020-11-25,18332472510
2020-11-27,18691354380
2020-11-30,18740516280
2020-12-01,18858504840
2020-12-02,18076830630
2020-12-03,18076830630
2020-12-04,18204651570
2020-12-07,18357053460
2020-12-08,18519287730
2020-12-09,17880183030
2020-12-10,17742529710
2020-12-11,18027668730
2020-12-14,18907666740
2020-12-15,19138727670
2020-12-16,19271464800
2020-12-17,19767999990
2020-12-18,19959731400
2020-12-21,19551687630
2020-12-22,20082636150
2020-12-23,19586100960
2020-12-24,19689340950
2020-12-28,19079733390
2020-12-29,18740516280
2020-12-30,18804426750
2020-12-31,19222557210
2021-01-04,18814194720
2021-01-05,19124156610
2021-01-06,19439038530
2021-01-07,19763760510
2021-01-08,20073722400
2021-01-11,20127842730
2021-01-12,20423044530
2021-01-13,19611239580
2021-01-14,18435352410
2021-01-15,18322191720
2021-01-19,18135230580
2021-01-20,18578033280
2021-01-21,18302511600
2021-01-22,18213951060
2021-01-25,18277911450
2021-01-26,18223791120
2021-01-27,17195504850
2021-01-28,17702267940
2021-01-29,17721948060
2021-02-01,17820348660
2021-02-02,18204111000
2021-02-03,18012229830
2021-02-04,18292671540
2021-02-05,18474712650
2021-02-08,18317271690
2021-02-09,18656753760
2021-02-10,18661673790
2021-02-11,18523912950
2021-02-12,18494392770
2021-02-16,18125390520
2021-02-17,18007309800
2021-02-18,17987629680
2021-02-19,17618627430
2021-02-22,17259465240
2021-02-23,17411986170
2021-02-24,17446426380
2021-02-25,16728102000
2021-02-26,16319739510
2021-03-01,16762542210
2021-03-02,16482100500
2021-03-03,15970417380
2021-03-04,15694895700
2021-03-05,16206578819
2021-03-08,15985177470
2021-03-09,16196738760
2021-03-10,16368939810
2021-03-11,16359099750
2021-03-12,16255779120
2021-03-15,16541140859
2021-03-16,16226258939
2021-03-17,16073738010
2021-03-18,16241019029
2021-03-19,16619861340
2021-03-22,16910143109
2021-03-23,16708421880
2021-03-24,16634621430
2021-03-25,16683821729
2021-03-26,16821582569
2021-03-29,16816662540
2021-03-30,16688741760
2021-03-31,16934605580
2021-04-01,17136325170
2021-04-05,17411844610
2021-04-06,17362644710
2021-04-07,16964125519
2021-04-08,17200285040
2021-04-09,17431524570
2021-04-12,17525004380
2021-04-13,17175685089
2021-04-14,17072365300
2021-04-15,17333124770
2021-04-16,17352804730
2021-04-19,17126485190
2021-04-20,17308524820
2021-04-21,17308524820
2021-04-22,17362644710
2021-04-23,17613564200
2021-04-26,17667684090
2021-04-27,17672604080
2021-04-28,17913683590
2021-04-29,18381082640
2021-04-30,18341722720
2021-05-03,18572962250
2021-05-04,18504082390
2021-05-05,18253162900
2021-05-06,18189203030
2021-05-07,18263002880
2021-05-10,18312202780
2021-05-11,18179363050
2021-05-12,17588964250
2021-05-13,17879243660
2021-05-14,18164603080
2021-05-17,17761163900
2021-05-18,17416764600
2021-05-19,17190445060
2021-05-20,17249484940
2021-05-21,17244564950
2021-05-24,16924765600
2021-05-25,16742725970
2021-05-26,16659086140
2021-05-27,16659086140
2021-05-28,16772245910
2021-06-01,16609886239
2021-06-02,16688606080
2021-06-03,16280246910
2021-06-04,16329446809
2021-06-07,16137567199
2021-06-08,16295006879
2021-06-09,16260566949
2021-06-10,16329446809
2021-06-11,16393406680
2021-06-14,16550846360
2021-06-15,16624646210
2021-06-16,16319606830
2021-06-17,16418006629
2021-06-18,16280246910
2021-06-21,16595126269
2021-06-22,16698446059
2021-06-23,16541006379
2021-06-24,16678766100
2021-06-25,16747645960
2021-06-28,16713206030
2021-06-29,16934605580
2021-06-30,16828759800
2021-07-01,17030508090
2021-07-02,17055111539
2021-07-06,17197811550
2021-07-07,17507815020
2021-07-08,17227335690
2021-07-09,17414321910
2021-07-12,17399559840
2021-07-13,17389718460
2021-07-14,17399559840
2021-07-15,17483211570
2021-07-16,17699721930
2021-07-19,17847342630
2021-07-20,18364015080
2021-07-21,18403380600
2021-07-22,18521477160
2021-07-23,18649415100
2021-07-26,18388618530
2021-07-27,18280363350
2021-07-28,18127821960
2021-07-29,18614970270
2021-07-30,18861004770
2021-08-02,18964339260
2021-08-03,19185770310
2021-08-04,19190691000
2021-08-05,18900370290
2021-08-06,18777353040
2021-08-09,18541159920
2021-08-10,18393539220
2021-08-11,18398459910
2021-08-12,18300046110
2021-08-13,18280363350
2021-08-16,18491953020
2021-08-17,18674018550
2021-08-18,18614970270
2021-08-19,19077515130
2021-08-20,19353073770
2021-08-23,18885608220
2021-08-24,18723225450
2021-08-25,18806877180
2021-08-26,18865925460
2021-08-27,18998784090
2021-08-30,19269422040
2021-08-31,19151325480
2021-09-01,19151325480
2021-09-02,19481011710
2021-09-03,19540059990
2021-09-07,18974180640
2021-09-08,19303866870
2021-09-09,18984022020
2021-09-10,19166087550
2021-09-13,18654335790
2021-09-14,18565763370
2021-09-15,18304966800
2021-09-16,18526397850
2021-09-17,18275442660
2021-09-20,18245918520
2021-09-21,18398459910
2021-09-22,18472270260
2021-09-23,18467349570
2021-09-24,18447666810
2021-09-27,17999884020
2021-09-28,17557021920
2021-09-29,17739087450
2021-09-30,17383808530
2021-10-01,17531420830
2021-10-04,17447773860
2021-10-05,17669192310
2021-10-06,17900451580
2021-10-07,18077586340
2021-10-08,18052984290
2021-10-11,17767600510
2021-10-12,17733157640
2021-10-13,17998859780
2021-10-14,18303925200
2021-10-15,18353129300
2021-10-18,18756602920
2021-10-19,18855011120
2021-10-20,18909135630
2021-10-21,18987862190
2021-10-22,19233882690
2021-10-25,19312609250
2021-10-26,19351972530
2021-10-27,17260798280
2021-10-28,17132867620
2021-10-29,17334604430
2021-11-01,16827802200
2021-11-02,17285400330
2021-11-03,17280479920
2021-11-04,17856167890
2021-11-05,17644590260
2021-11-08,17590465750
2021-11-09,17442853450
2021-11-10,17595386160
2021-11-11,17531420830
2021-11-12,17708555590
2021-11-15,17654431080
2021-11-16,17733157640
2021-11-17,17693794360
2021-11-18,17536341240
2021-11-19,17428092220
2021-11-22,17339524840
2021-11-23,17664271900
2021-11-24,17713476000
2021-11-26,17447773860
2021-11-29,17383808530
2021-11-30,16375124480
2021-12-01,15715789540
2021-12-02,15878163070
2021-12-03,15632142570
2021-12-06,15838799789
2021-12-07,15986412090
2021-12-08,16271795870
2021-12-09,15868322250
2021-12-10,15701028310
2021-12-13,15897844710
2021-12-14,15912605940
2021-12-15,16001173320
2021-12-16,16207830539
2021-12-17,16124183570
2021-12-20,15828958970
2021-12-21,16030695780
2021-12-22,16060218240
2021-12-23,16129103980
2021-12-27,16286557100
2021-12-28,16493214320
2021-12-29,16507975549
2021-12-30,16552259240
2021-12-31,16838606730
2022-01-03,16538356800
2022-01-04,16681098570
2022-01-05,16193807700
2022-01-06,16513746149
2022-01-07,16582655969
2022-01-10,16626955140
2022-01-11,16538356800
2022-01-12,16671254309
2022-01-13,16489135500
2022-01-14,16051065930
2022-01-18,15608074230
2022-01-19,15745893870
2022-01-20,15578541450
2022-01-21,15416111160
2022-01-24,15701594700
2022-01-25,15386578380
2022-01-26,14618726100
2022-01-27,14259410610
2022-01-28,14746701480
2022-01-31,15184771050
2022-02-01,15273369390
2022-02-02,15485020980
2022-02-03,15120783360
2022-02-04,14987885850
2022-02-07,15007574370
2022-02-08,14968197330
2022-02-09,15430877550
2022-02-10,15224148090
2022-02-11,15125705490
2022-02-14,15179848920
2022-02-15,15406266900
2022-02-16,15440721810
2022-02-17,15352123470
2022-02-18,15322590690
2022-02-22,15253680870
2022-02-23,14918976030
2022-02-24,15553930800
2022-02-25,15814803690
2022-02-28,16060910190
2022-03-01,16321783079
2022-03-02,16774619040
2022-03-03,16479291239
2022-03-04,16740164129
2022-03-07,16715553480
2022-03-08,16031377410
2022-03-09,16105209360
2022-03-10,16046143800
2022-03-11,15849258600
2022-03-14,16420225680
2022-03-15,16454680590
2022-03-16,16617110879
2022-03-17,16858295250
2022-03-18,16833684600
2022-03-21,16651565790
2022-03-22,16592500230
2022-03-23,16449758460
2022-03-24,16508824020
2022-03-25,16641721530
2022-03-28,16941971460
2022-03-29,17301286950
2022-03-30,17444028720
2022-03-31,17256061350
2022-04-01,17137902870
2022-04-04,17275754430
2022-04-05,17157595950
2022-04-06,17226521730
2022-04-07,17497301580
2022-04-08,17423452530
2022-04-11,17507148120
2022-04-12,17443145610
2022-04-13,17467761960
2022-04-14,17182212300
2022-04-18,16881892830
2022-04-19,17029590930
2022-04-20,17029590930
2022-04-21,16990204769
2022-04-22,16532340660
2022-04-25,16443721800
2022-04-26,16108939440
2022-04-27,16497877769
2022-04-28,16950818610
2022-04-29,16512647580
2022-05-02,16345256400
2022-05-03,16104016170
2022-05-04,16773580890
2022-05-05,16453568340
2022-05-06,16753887810
2022-05-09,16547110470
2022-05-10,16187711760
2022-05-11,16345256400
2022-05-12,16360026209
2022-05-13,16763734349
2022-05-16,17137902870
2022-05-17,17423452530
2022-05-18,16936048800
2022-05-19,16901585910
2022-05-20,17369296560
2022-05-23,17334833670
2022-05-24,17329910400
2022-05-25,17388989640
2022-05-26,17846853750
2022-05-27,18024091470
2022-05-31,17457915420
2022-06-01,17226521730
2022-06-02,17128056330
2022-06-03,17192058840
2022-06-06,17251138080
2022-06-07,17477608500
2022-06-08,17152672680
2022-06-09,16817890319
2022-06-10,16709578379
2022-06-13,16236944459
2022-06-14,16138479060
2022-06-15,16133555790
2022-06-16,15764310540
2022-06-17,15646152060
2022-06-21,15976011150
2022-06-22,16271407349
2022-06-23,16812967050
2022-06-24,17285600970
2022-06-27,17369296560
2022-06-28,16990204769
2022-06-29,17216675190
2022-06-30,17191674720
2022-07-01,17231060000
2022-07-05,17221213680
2022-07-06,17669221240
2022-07-07,18013842440
2022-07-08,18072920360
2022-07-11,18191076200
2022-07-12,17674144400
2022-07-13,17393524280
2022-07-14,17309830560
2022-07-15,17526449600
2022-07-18,17319676880
2022-07-19,17939995040
2022-07-20,17939995040
2022-07-21,17999072960
2022-07-22,17954764520
2022-07-25,17964610840
2022-07-26,17831685520
2022-07-27,17408293760
2022-07-28,18988628120
2022-07-29,18988628120
2022-08-01,19249555600
2022-08-02,18968935480
2022-08-03,18836010160
2022-08-04,18580005840
2022-08-05,18511081600
2022-08-08,18599698480
2022-08-09,18235384640
2022-08-10,18378156280
2022-08-11,18043381400
2022-08-12,18200922520
2022-08-15,18166460400
2022-08-16,18456926840
2022-08-17,18235384640
2022-08-18,18309232040
2022-08-19,17989226640
2022-08-22,17920302400
2022-08-23,17629835960
2022-08-24,17521526440
2022-08-25,17560911720
2022-08-26,16975055679
2022-08-29,16758436640
2022-08-30,16664896600
2022-08-31,16620588159
2022-09-01,16817514559
2022-09-02,16610741840
2022-09-06,17615066480
2022-09-07,17703683360
2022-09-08,17836608680
2022-09-09,17782453920
2022-09-12,17851378160
2022-09-13,17688913880
2022-09-14,17885840280
2022-09-15,17624912800
2022-09-16,17511680120
2022-09-19,17836608680
2022-09-20,17605220160
2022-09-21,17477218000
2022-09-22,17181828400
2022-09-23,17122750480
2022-09-26,17048903080
2022-09-27,16906131440
2022-09-28,17181828400
2022-09-29,17299984240
2022-09-30,17074489920
2022-10-03,17419130720
2022-10-04,18265962400
2022-10-05,18059177920
2022-10-06,18280732720
2022-10-07,17803159040
2022-10-10,17945938800
2022-10-11,17901627840
2022-10-12,17822852800
2022-10-13,17753924640
2022-10-14,17241886880
2022-10-17,17793312160
2022-10-18,18054254480
2022-10-19,18157646720
2022-10-20,17719460560
2022-10-21,17936091920
2022-10-24,17862240320
2022-10-25,17694843360
2022-10-26,19472205200
2022-10-27,20195950880
2022-10-28,20614443280
2022-10-31,20717835520
2022-11-01,20776916800
2022-11-02,20614443280
2022-11-03,20821227760
2022-11-04,20634137040
2022-11-07,20555362000
2022-11-08,20678448000
2022-11-09,20456893200
2022-11-10,20688294880
2022-11-11,20476586960
2022-11-14,20619366720
2022-11-15,20417505680
2022-11-16,20693218320
2022-11-17,20599672960
2022-11-18,20904926240
2022-11-21,20737529280
2022-11-22,19467281760
2022-11-23,19555903680
2022-11-25,19688836560
2022-11-28,19585444320
2022-11-29,19610061520
2022-11-30,19910391360
2022-12-01,19885774160
2022-12-02,19930085120
2022-12-05,19496822400
2022-12-06,19304808240
2022-12-07,19437741120
2022-12-08,19319578560
2022-12-09,18960167440
2022-12-12,18876468960
2022-12-13,18856775200
2022-12-14,18773076720
2022-12-15,18310273360
2022-12-16,18098565440
2022-12-19,18187187360
2022-12-20,18275809280
2022-12-21,18408742160
2022-12-22,18201957680
2022-12-23,18275809280
2022-12-27,18226574880
2022-12-28,17990249760
2022-12-29,18049331040
2022-12-30,17990249760
2023-01-03,18001459800
2023-01-04,18193541040
2023-01-05,17883255960
2023-01-06,17991609480
2023-01-09,17991609480
2023-01-10,17976834000
2023-01-11,18577703520
2023-01-12,18493975800
2023-01-13,18607254480
2023-01-17,18336370680
2023-01-18,18065486880
2023-01-19,17646848280
2023-01-20,17784752760
2023-01-23,17804453400
2023-01-24,17888181120
2023-01-25,17898031440
2023-01-26,17799528240
2023-01-27,17740426320
2023-01-30,17572970880
2023-01-31,17927582400
2023-02-01,17898031440
2023-02-02,17784752760
2023-02-03,17572970880
2023-02-06,17563120560
2023-02-07,17597596680
2023-02-08,17504018640
2023-02-09,17439991560
2023-02-10,17701025040
2023-02-13,17705950200
2023-02-14,17553270240
2023-02-15,17686249560
2023-02-16,17819228880
2023-02-17,17878330800
2023-02-21,17425216080
2023-02-22,17444916720
2023-02-23,17380889640
2023-02-24,17297161920
2023-02-27,17287311600
2023-02-28,17336563200
2023-03-01,17016427799
2023-03-02,17218359360
2023-03-03,17395665120
2023-03-06,17395665120
2023-03-07,17292236760
2023-03-08,17252835480
2023-03-09,17144481960
2023-03-10,17075529720
2023-03-13,17257760640
2023-03-14,17651773440
2023-03-15,17804453400
2023-03-16,17971908840
2023-03-17,17765052120
2023-03-20,18006384960
2023-03-21,18109813320
2023-03-22,17917732080
2023-03-23,17814303720
2023-03-24,18035935920
2023-03-27,18095037840
2023-03-28,18149214600
2023-03-29,18228017160
2023-03-30,18321595200
2023-03-31,18491031000
2023-04-03,18451615000
2023-04-04,18486104000
2023-04-05,18998512000
2023-04-06,19106906000
2023-04-10,18993585000
2023-04-11,19067490000
2023-04-12,19299059000
2023-04-13,19363110000
2023-04-14,19116760000
2023-04-17,19200519000
2023-04-18,19313840000
2023-04-19,19289205000
2023-04-20,19658730000
2023-04-21,19525701000
2023-04-24,19663657000
2023-04-25,19570044000
2023-04-26,19372964000
2023-04-27,20496320000
2023-04-28,20816575000
2023-05-01,20333729000
2023-05-02,20599787000
2023-05-03,20520955000
2023-05-04,20614568000
2023-05-05,20580079000
2023-05-08,20530809000
2023-05-09,20481539000
2023-05-10,20826429000
2023-05-11,20890480000
2023-05-12,20979166000
2023-05-15,20855991000
2023-05-16,20683546000
2023-05-17,20525882000
2023-05-18,20279532000
2023-05-19,20225335000
2023-05-22,20047963000
2023-05-23,19629168000
2023-05-24,19658730000
2023-05-25,19432088000
2023-05-26,19377891000
2023-05-30,19422234000
2023-05-31,19372964000
2023-06-01,19816394000
2023-06-02,20018401000
2023-06-05,20284459000
2023-06-06,20392853000
2023-06-07,20274605000
2023-06-08,20254897000
2023-06-09,20102160000
2023-06-12,20180992000
2023-06-13,20146503000
2023-06-14,20146503000
2023-06-15,20516028000
2023-06-16,20245043000
2023-06-20,20156357000
2023-06-21,20309094000
2023-06-22,20496320000
2023-06-23,20392853000
2023-06-26,20530809000
2023-06-27,20836283000
