,LDOS
2020-09-04,12565580000
2020-09-08,12290100000
2020-09-09,12378140000
2020-09-10,12197800000
2020-09-11,12378140000
2020-09-14,12544280000
2020-09-15,12601080000
2020-09-16,12652200000
2020-09-17,12812660000
2020-09-18,12788520000
2020-09-21,12557060000
2020-09-22,13007200000
2020-09-23,12780000000
2020-09-24,12500260000
2020-09-25,13061160000
2020-09-28,13002939999
2020-09-29,12860939999
2020-09-30,12659300000
2020-10-01,12839640000
2020-10-02,12835380000
2020-10-05,12754439999
2020-10-06,12639420000
2020-10-07,12564160000
2020-10-08,12664980000
2020-10-09,12903540000
2020-10-12,12738820000
2020-10-13,12522980000
2020-10-14,12565580000
2020-10-15,12464760000
2020-10-16,12471860000
2020-10-19,12263120000
2020-10-20,12230460000
2020-10-21,12007520000
2020-10-22,12185020000
2020-10-23,12183600000
2020-10-26,11848480000
2020-10-27,11743400000
2020-10-28,11266280000
2020-10-29,11537500000
2020-10-30,11786000000
2020-11-02,12173660000
2020-11-03,12490320000
2020-11-04,13109439999
2020-11-05,12978800000
2020-11-06,12846740000
2020-11-09,13437460000
2020-11-10,13481480000
2020-11-11,13488580000
2020-11-12,13370720000
2020-11-13,13982740000
2020-11-16,14289460000
2020-11-17,14239760000
2020-11-18,14133260000
2020-11-19,14248280000
2020-11-20,14252540000
2020-11-23,14537960000
2020-11-24,14564939999
2020-11-25,14574880000
2020-11-27,14523760000
2020-11-30,14299400000
2020-12-01,14432880000
2020-12-02,14640200000
2020-12-03,14610380000
2020-12-04,14883020000
2020-12-07,14697000000
2020-12-08,14760900000
2020-12-09,14783620000
2020-12-10,14884439999
2020-12-11,14969640000
2020-12-14,14786460000
2020-12-15,14887280000
2020-12-16,14922780000
2020-12-17,14885860000
2020-12-18,15005140000
2020-12-21,14644460000
2020-12-22,14533700000
2020-12-23,14854620000
2020-12-24,14802080000
2020-12-28,14878760000
2020-12-29,14709780000
2020-12-30,14765160000
2020-12-31,14927040000
2021-01-04,14546480000
2021-01-05,14553580000
2021-01-06,14766580000
2021-01-07,14793560000
2021-01-08,14861720000
2021-01-11,14766580000
2021-01-12,14963960000
2021-01-13,14993780000
2021-01-14,15090340000
2021-01-15,15216720000
2021-01-19,15490780000
2021-01-20,15568880000
2021-01-21,15522020000
2021-01-22,15911100000
2021-01-25,16003400000
2021-01-26,15872760000
2021-01-27,15814540000
2021-01-28,15415520000
2021-01-29,15060520000
2021-02-01,14918520000
2021-02-02,15026439999
2021-02-03,14692740000
2021-02-04,15232340000
2021-02-05,15159920000
2021-02-08,15348780000
2021-02-09,15583080000
2021-02-10,15527700000
2021-02-11,15588760000
2021-02-12,15307600000
2021-02-16,14941240000
2021-02-17,14978160000
2021-02-18,14914260000
2021-02-19,14733920000
2021-02-22,14739600000
2021-02-23,13278420000
2021-02-24,12833960000
2021-02-25,12656460000
2021-02-26,12559900000
2021-03-01,13126480000
2021-03-02,12785680000
2021-03-03,12818340000
2021-03-04,12649360000
2021-03-05,12882240000
2021-03-08,13064000000
2021-03-09,13242920000
2021-03-10,13414740000
2021-03-11,13437460000
2021-03-12,13480060000
2021-03-15,13529760000
2021-03-16,13440300000
2021-03-17,13815180000
2021-03-18,13775420000
2021-03-19,13482900000
2021-03-22,13556740000
2021-03-23,13382080000
2021-03-24,13472960000
2021-03-25,13668920000
2021-03-26,13660400000
2021-03-29,13941560000
2021-03-30,13727140000
2021-03-31,13671760000
2021-04-01,13695900000
2021-04-05,14088720000
2021-04-06,14060520000
2021-04-07,13892730000
2021-04-08,14147940000
2021-04-09,14193060000
2021-04-12,14178960000
2021-04-13,14036550000
2021-04-14,14115510000
2021-04-15,14257920000
2021-04-16,14270610000
2021-04-19,14310090000
2021-04-20,14315730000
2021-04-21,14298810000
2021-04-22,14281890000
2021-04-23,14193060000
2021-04-26,14080260000
2021-04-27,14138070000
2021-04-28,13981560000
2021-04-29,14215619999
2021-04-30,14280480000
2021-05-03,14621700000
2021-05-04,14776800000
2021-05-05,14623110000
2021-05-06,14649900000
2021-05-07,14668230000
2021-05-10,14731680000
2021-05-11,14759880000
2021-05-12,14307270000
2021-05-13,14586450000
2021-05-14,14576580000
2021-05-17,14576580000
2021-05-18,14524410000
2021-05-19,14394690000
2021-05-20,14486340000
2021-05-21,14486340000
2021-05-24,14515950000
2021-05-25,14432760000
2021-05-26,14465190000
2021-05-27,14510310000
2021-05-28,14487750000
2021-06-01,14551200000
2021-06-02,14621700000
2021-06-03,14599140000
2021-06-04,14702070000
2021-06-07,14724630000
2021-06-08,14792310000
2021-06-09,14795130000
2021-06-10,15041880000
2021-06-11,15071490000
2021-06-14,15044700000
2021-06-15,15109560000
2021-06-16,14930490000
2021-06-17,14931900000
2021-06-18,14585040000
2021-06-21,14919210000
2021-06-22,14867040000
2021-06-23,14599140000
2021-06-24,14532869999
2021-06-25,14552610000
2021-06-28,14397510000
2021-06-29,14231130000
2021-06-30,14255100000
2021-07-01,14527230000
2021-07-02,14460960000
2021-07-06,14295990000
2021-07-07,14662590000
2021-07-08,14625930000
2021-07-09,14782440000
2021-07-12,14817690000
2021-07-13,14766930000
2021-07-14,14740140000
2021-07-15,14868450000
2021-07-16,14985480000
2021-07-19,14558250000
2021-07-20,14797950000
2021-07-21,14896650000
2021-07-22,14834610000
2021-07-23,15005220000
2021-07-26,15010860000
2021-07-27,15053160000
2021-07-28,15020730000
2021-07-29,15082770000
2021-07-30,15005220000
2021-08-02,15102510000
2021-08-03,13449990000
2021-08-04,13321680000
2021-08-05,13289250000
2021-08-06,13307580000
2021-08-09,13213110000
2021-08-10,13334369999
2021-08-11,13588170000
2021-08-12,13520490000
2021-08-13,13485240000
2021-08-16,13802490000
2021-08-17,13936440000
2021-08-18,13624830000
2021-08-19,13630470000
2021-08-20,13579710000
2021-08-23,13585350000
2021-08-24,13640340000
2021-08-25,13763010000
2021-08-26,13802490000
2021-08-27,13847610000
2021-08-30,13826460000
2021-08-31,13833510000
2021-09-01,13784160000
2021-09-02,13981560000
2021-09-03,13961820000
2021-09-07,13775700000
2021-09-08,13946310000
2021-09-09,13967460000
2021-09-10,13710840000
2021-09-13,13851840000
2021-09-14,13340010000
2021-09-15,13273740000
2021-09-16,12972000000
2021-09-17,12945210000
2021-09-20,13004430000
2021-09-21,12816900000
2021-09-22,13001610000
2021-09-23,13117230000
2021-09-24,13359750000
2021-09-27,13622010000
2021-09-28,13614960000
2021-09-29,13810950000
2021-09-30,13554330000
2021-10-01,13640200000
2021-10-04,13700400000
2021-10-05,13498800000
2021-10-06,13571600000
2021-10-07,13647200000
2021-10-08,13843200000
2021-10-11,13676600000
2021-10-12,13756400000
2021-10-13,13750800000
2021-10-14,13927200000
2021-10-15,14040600000
2021-10-18,13956600000
2021-10-19,13956600000
2021-10-20,14043400000
2021-10-21,14200200000
2021-10-22,14285600000
2021-10-25,14259000000
2021-10-26,14140000000
2021-10-27,13855800000
2021-10-28,13792800000
2021-10-29,13997200000
2021-11-01,14161000000
2021-11-02,13743800000
2021-11-03,13309799999
2021-11-04,13267800000
2021-11-05,13256600000
2021-11-08,13414799999
2021-11-09,13213200000
2021-11-10,13162800000
2021-11-11,12945800000
2021-11-12,13099799999
2021-11-15,13199200000
2021-11-16,13140400000
2021-11-17,13126400000
2021-11-18,12763800000
2021-11-19,12885600000
2021-11-22,13074600000
2021-11-23,13060600000
2021-11-24,13034000000
2021-11-26,12762400000
2021-11-29,12677000000
2021-11-30,12307400000
2021-12-01,12244400000
2021-12-02,12541200000
2021-12-03,12404000000
2021-12-06,12653200000
2021-12-07,12574799999
2021-12-08,12667200000
2021-12-09,12398400000
2021-12-10,12334000000
2021-12-13,12551000000
2021-12-14,12357800000
2021-12-15,12286400000
2021-12-16,12462800000
2021-12-17,12142200000
2021-12-20,11821600000
2021-12-21,12100200000
2021-12-22,12097400000
2021-12-23,12229000000
2021-12-27,12301800000
2021-12-28,12356400000
2021-12-29,12370400000
2021-12-30,12440400000
2021-12-31,12357100000
2022-01-03,12546140000
2022-01-04,12771320000
2022-01-05,12726840000
2022-01-06,12644830000
2022-01-07,12719890000
2022-01-10,12469690000
2022-01-11,12622590000
2022-01-12,12483590000
2022-01-13,12854720000
2022-01-14,13075730000
2022-01-18,12957580000
2022-01-19,13014570000
2022-01-20,12935340000
2022-01-21,12813020000
2022-01-24,12932560000
2022-01-25,12971480000
2022-01-26,13036810000
2022-01-27,12318180000
2022-01-28,12093000000
2022-01-31,12433550000
2022-02-01,12311230000
2022-02-02,12508610000
2022-02-03,12507220000
2022-02-04,12380730000
2022-02-07,12312620000
2022-02-08,12013770000
2022-02-09,12291770000
2022-02-10,12200030000
2022-02-11,12369610000
2022-02-14,12143040000
2022-02-15,11745500000
2022-02-16,12332080000
2022-02-17,12761590000
2022-02-18,12928390000
2022-02-22,12605910000
2022-02-23,12655950000
2022-02-24,13271720000
2022-02-25,13503850000
2022-02-28,14155760000
2022-03-01,14560250000
2022-03-02,14461560000
2022-03-03,14606120000
2022-03-04,14971690000
2022-03-07,14853540000
2022-03-08,14205800000
2022-03-09,14301710000
2022-03-10,14319780000
2022-03-11,14173830000
2022-03-14,14240550000
2022-03-15,14451830000
2022-03-16,14186340000
2022-03-17,14454610000
2022-03-18,14661720000
2022-03-21,14785430000
2022-03-22,14792380000
2022-03-23,14849370000
2022-03-24,14948060000
2022-03-25,15085670000
2022-03-28,15157950000
2022-03-29,14923040000
2022-03-30,15070380000
2022-03-31,15014780000
2022-04-01,14837100000
2022-04-04,14690510000
2022-04-05,14686400000
2022-04-06,14724760000
2022-04-07,14805590000
2022-04-08,14794630000
2022-04-11,14819290000
2022-04-12,14837100000
2022-04-13,14896010000
2022-04-14,14941220000
2022-04-18,14968620000
2022-04-19,15016570000
2022-04-20,15052190000
2022-04-21,15039860000
2022-04-22,14830250000
2022-04-25,14682290000
2022-04-26,14608310000
2022-04-27,14554880000
2022-04-28,14389110000
2022-04-29,14180870000
2022-05-02,14180870000
2022-05-03,14045240000
2022-05-04,14354860000
2022-05-05,14256220000
2022-05-06,14139770000
2022-05-09,13615060000
2022-05-10,13868510000
2022-05-11,13865770000
2022-05-12,13778090000
2022-05-13,13924680000
2022-05-16,14138400000
2022-05-17,14302800000
2022-05-18,13931530000
2022-05-19,13908240000
2022-05-20,13782200000
2022-05-23,13953450000
2022-05-24,13969890000
2022-05-25,14027430000
2022-05-26,14197310000
2022-05-27,14434320000
2022-05-31,14316500000
2022-06-01,14349380000
2022-06-02,14474050000
2022-06-03,14491860000
2022-06-06,14511040000
2022-06-07,14668590000
2022-06-08,14235670000
2022-06-09,14087710000
2022-06-10,13798640000
2022-06-13,13617800000
2022-06-14,13413670000
2022-06-15,13534230000
2022-06-16,13064320000
2022-06-17,12898550000
2022-06-21,13275300000
2022-06-22,13349280000
2022-06-23,13362980000
2022-06-24,13915090000
2022-06-27,13931530000
2022-06-28,13598620000
2022-06-29,13610950000
2022-06-30,13797270000
2022-07-01,14035650000
2022-07-05,13642460000
2022-07-06,13875360000
2022-07-07,13908240000
2022-07-08,13923310000
2022-07-11,13864400000
2022-07-12,13673970000
2022-07-13,13561630000
2022-07-14,13454770000
2022-07-15,13520530000
2022-07-18,13409560000
2022-07-19,13720550000
2022-07-20,13704110000
2022-07-21,13821930000
2022-07-22,13898650000
2022-07-25,14104150000
2022-07-26,14180870000
2022-07-27,14145250000
2022-07-28,14504190000
2022-07-29,14659000000
2022-08-01,14405550000
2022-08-02,13765760000
2022-08-03,13691780000
2022-08-04,13605470000
2022-08-05,13775350000
2022-08-08,13473950000
2022-08-09,13442440000
2022-08-10,13513680000
2022-08-11,13447920000
2022-08-12,13708220000
2022-08-15,13832890000
2022-08-16,13867140000
2022-08-17,13857550000
2022-08-18,13917830000
2022-08-19,14053460000
2022-08-22,13786310000
2022-08-23,13734250000
2022-08-24,13642460000
2022-08-25,13664380000
2022-08-26,13316400000
2022-08-29,13320510000
2022-08-30,13125970000
2022-08-31,13021850000
2022-09-01,13023220000
2022-09-02,12838270000
2022-09-06,12823200000
2022-09-07,13016370000
2022-09-08,12956090000
2022-09-09,13109530000
2022-09-12,13186250000
2022-09-13,12706750000
2022-09-14,12732780000
2022-09-15,12658800000
2022-09-16,12780730000
2022-09-19,12768400000
2022-09-20,12756070000
2022-09-21,12582080000
2022-09-22,12423160000
2022-09-23,12150530000
2022-09-26,12109430000
2022-09-27,12083400000
2022-09-28,12183410000
2022-09-29,12069700000
2022-09-30,11983390000
2022-10-03,12438230000
2022-10-04,12790320000
2022-10-05,12669760000
2022-10-06,12553310000
2022-10-07,12528650000
2022-10-10,12588930000
2022-10-11,12503990000
2022-10-12,12256020000
2022-10-13,12482070000
2022-10-14,12153270000
2022-10-17,12484810000
2022-10-18,12841010000
2022-10-19,12767030000
2022-10-20,12788950000
2022-10-21,13068430000
2022-10-24,13162960000
2022-10-25,13331470000
2022-10-26,13358870000
2022-10-27,13583550000
2022-10-28,13938380000
2022-10-31,13917830000
2022-11-01,14186350000
2022-11-02,14297320000
2022-11-03,14615160000
2022-11-04,14489120000
2022-11-07,14772710000
2022-11-08,14882310000
2022-11-09,14632970000
2022-11-10,14690510000
2022-11-11,14163060000
2022-11-14,14271290000
2022-11-15,14342530000
2022-11-16,14523370000
2022-11-17,14419250000
2022-11-18,14563100000
2022-11-21,14752160000
2022-11-22,14723390000
2022-11-23,14731610000
2022-11-25,14917930000
2022-11-28,14811070000
2022-11-29,14864500000
2022-11-30,14978210000
2022-12-01,15017940000
2022-12-02,15137130000
2022-12-05,15022050000
2022-12-06,15000130000
2022-12-07,14864500000
2022-12-08,14943960000
2022-12-09,14638450000
2022-12-12,14765860000
2022-12-13,14595980000
2022-12-14,14631600000
2022-12-15,14423360000
2022-12-16,14356230000
2022-12-19,14309650000
2022-12-20,14305540000
2022-12-21,14498710000
2022-12-22,14354860000
2022-12-23,14408290000
2022-12-27,14509670000
2022-12-28,14265810000
2022-12-29,14389110000
2022-12-30,14411030000
2023-01-03,14345270000
2023-01-04,14298690000
2023-01-05,14249370000
2023-01-06,14378150000
2023-01-09,13745210000
2023-01-10,13697260000
2023-01-11,13649310000
2023-01-12,13523270000
2023-01-13,13473950000
2023-01-17,13404080000
2023-01-18,13088980000
2023-01-19,12956090000
2023-01-20,13160220000
2023-01-23,13202690000
2023-01-24,13330100000
2023-01-25,13446550000
2023-01-26,13395860000
2023-01-27,13219130000
2023-01-30,13331470000
2023-01-31,13541080000
2023-02-01,13402710000
2023-02-02,13416410000
2023-02-03,13434220000
2023-02-06,13472580000
2023-02-07,13563000000
2023-02-08,13557520000
2023-02-09,13419150000
2023-02-10,13812340000
2023-02-13,13797270000
2023-02-14,13049250000
2023-02-15,13417780000
2023-02-16,13621910000
2023-02-17,13869880000
2023-02-21,13701370000
2023-02-22,13719180000
2023-02-23,13641090000
2023-02-24,13601360000
2023-02-27,13356130000
2023-02-28,13298590000
2023-03-01,13242420000
2023-03-02,13282150000
2023-03-03,13330100000
2023-03-06,13282150000
2023-03-07,13223240000
2023-03-08,12886220000
2023-03-09,12705380000
2023-03-10,12672500000
2023-03-13,12635510000
2023-03-14,12777990000
2023-03-15,12646470000
2023-03-16,12675240000
2023-03-17,12393020000
2023-03-20,12546460000
2023-03-21,12691680000
2023-03-22,12509470000
2023-03-23,12368360000
2023-03-24,12519060000
2023-03-27,12519060000
2023-03-28,12480700000
2023-03-29,12527280000
2023-03-30,12547830000
2023-03-31,12612220000
2023-04-03,12768400000
2023-04-04,12547830000
2023-04-05,12536870000
2023-04-06,12523170000
2023-04-10,12686200000
2023-04-11,12642360000
2023-04-12,12697160000
2023-04-13,12710860000
2023-04-14,12591670000
2023-04-17,12753330000
2023-04-18,12749220000
2023-04-19,12664280000
2023-04-20,12680720000
2023-04-21,12569750000
2023-04-24,12517690000
2023-04-25,12523170000
2023-04-26,12256020000
2023-04-27,12612220000
2023-04-28,12776620000
2023-05-01,12921840000
2023-05-02,11043570000
2023-05-03,11081930000
2023-05-04,10884650000
2023-05-05,11073710000
2023-05-08,10832590000
2023-05-09,10999730000
2023-05-10,10968220000
2023-05-11,10722990000
2023-05-12,10810670000
2023-05-15,10729840000
2023-05-16,10538040000
2023-05-17,10761350000
2023-05-18,10812040000
2023-05-19,10740800000
2023-05-22,10961370000
2023-05-23,11107960000
2023-05-24,11049050000
2023-05-25,10862730000
2023-05-26,11001100000
2023-05-30,10855880000
2023-05-31,10694220000
2023-06-01,10750390000
2023-06-02,11164130000
2023-06-05,11050420000
2023-06-06,11142210000
2023-06-07,11329900000
2023-06-08,11309350000
2023-06-09,11358670000
2023-06-12,11513480000
2023-06-13,11472380000
2023-06-14,11375110000
2023-06-15,11677880000
2023-06-16,11766930000
2023-06-20,11671030000
2023-06-21,11846390000
2023-06-22,11782000000
2023-06-23,11606640000
2023-06-26,11775150000
2023-06-27,11840910000
2023-06-28,11873790000
2023-06-29,12025860000
2023-06-30,12121760000
2023-07-03,12113540000
2023-07-05,12145050000
2023-07-06,12116280000
2023-07-07,12061480000
2023-07-10,12060110000
2023-07-11,12262870000
2023-07-12,12210810000
2023-07-13,12312190000
2023-07-14,12306710000
2023-07-17,12395760000
2023-07-18,12377950000
2023-07-19,12405350000
2023-07-20,12516320000
2023-07-21,12509470000
2023-07-24,12525910000
2023-07-25,12632770000
2023-07-26,12834160000
2023-07-27,12625920000
2023-07-28,12843750000
2023-07-31,12813610000
2023-08-01,13697260000
2023-08-02,13501350000
2023-08-03,13480800000
2023-08-04,13302700000
2023-08-07,13375310000
2023-08-08,13289000000
2023-08-09,13365720000
2023-08-10,13334210000
2023-08-11,13379420000
2023-08-14,13449290000
2023-08-15,13371200000
2023-08-16,13260230000
2023-08-17,13194470000
2023-08-18,13165700000
2023-08-21,13216390000
2023-08-22,13068430000
2023-08-23,13083500000
2023-08-24,13208170000
2023-08-25,13123230000
2023-08-28,13269820000
2023-08-29,13265710000
2023-08-30,13420520000
2023-08-31,13358870000
2023-09-01,13541080000
2023-09-05,13352020000
2023-09-06,13221870000
2023-09-07,13116380000
2023-09-08,13124600000
2023-09-11,13138300000
2023-09-12,13121860000
2023-09-13,13019110000
2023-09-14,13032810000
2023-09-15,12883480000
2023-09-18,12819090000
2023-09-19,12835530000
2023-09-20,12857450000
2023-09-21,12658800000
2023-09-22,12484810000
2023-09-25,12516320000
2023-09-26,12464260000
2023-09-27,12602630000
2023-09-28,12623180000
2023-09-29,12625920000
2023-10-02,12768400000
2023-10-03,12693050000
2023-10-04,12512210000
2023-10-05,12391650000
2023-10-06,12464260000
2023-10-09,12934170000
2023-10-10,12917730000
2023-10-11,13102680000
2023-10-12,12947870000
2023-10-13,12999930000
2023-10-16,13071170000
2023-10-17,13079390000
2023-10-18,12914990000
2023-10-19,12797170000
2023-10-20,12701270000
2023-10-23,12587560000
2023-10-24,12468370000
2023-10-25,12510840000
2023-10-26,12613590000
2023-10-27,12397130000
2023-10-30,12575230000
2023-10-31,13579440000
2023-11-01,13861660000
2023-11-02,14135660000
2023-11-03,14239780000
2023-11-06,14154840000
2023-11-07,14084970000
2023-11-08,14112370000
2023-11-09,14043870000
2023-11-10,14186350000
2023-11-13,14304170000
2023-11-14,14382260000
2023-11-15,14379520000
2023-11-16,14339790000
2023-11-17,14420620000
2023-11-20,14511040000
2023-11-21,14476790000
2023-11-22,14565840000
2023-11-24,14626120000
2023-11-27,14624750000
2023-11-28,14568580000
2023-11-29,14552140000
2023-11-30,14702840000
2023-12-01,14924780000
2023-12-04,15248100000
2023-12-05,15070000000
2023-12-06,15028900000
2023-12-07,14889160000
2023-12-08,14863130000
2023-12-11,14838470000
2023-12-12,14934370000
2023-12-13,15094660000
2023-12-14,14890530000
2023-12-15,14734350000
2023-12-18,14780930000
2023-12-19,14756270000
2023-12-20,14505560000
2023-12-21,14602830000
2023-12-22,14745310000
2023-12-26,14782300000
2023-12-27,14771340000
2023-12-28,14787780000
2023-12-29,14720640000
2024-01-02,14688000000
2024-01-03,14641760000
2024-01-04,14663520000
2024-01-05,14788640000
2024-01-08,14983120000
2024-01-09,14989920000
2024-01-10,14920560000
2024-01-11,14799520000
2024-01-12,14985840000
2024-01-16,14788640000
2024-01-17,14757360000
2024-01-18,14923280000
2024-01-19,14943680000
2024-01-22,15132720000
2024-01-23,15037520000
2024-01-24,14981760000
2024-01-25,15059280000
2024-01-26,15170800000
2024-01-29,15165360000
2024-01-30,15178960000
2024-01-31,15023920000
2024-02-01,15075600000
2024-02-02,15086480000
2024-02-05,15059280000
2024-02-06,15253760000
2024-02-07,15378880000
2024-02-08,15404720000
2024-02-09,15440080000
2024-02-12,15580160000
2024-02-13,16494080000
2024-02-14,16524000000
2024-02-15,16617840000
2024-02-16,16840880000
2024-02-20,16796000000
2024-02-21,16857200000
2024-02-22,16966000000
2024-02-23,17144160000
2024-02-26,17093840000
2024-02-27,17214880000
2024-02-28,17212160000
2024-02-29,17388960000
2024-03-01,17331840000
2024-03-04,17614720000
2024-03-05,17584800000
2024-03-06,17656880000
2024-03-07,17651440000
2024-03-08,17511360000
2024-03-11,17306000000
2024-03-12,17304640000
2024-03-13,17417520000
2024-03-14,17379440000
2024-03-15,17397120000
2024-03-18,17183600000
2024-03-19,17391680000
2024-03-20,17391680000
2024-03-21,17564400000
2024-03-22,17563040000
2024-03-25,17437920000
2024-03-26,17592960000
2024-03-27,17753440000
2024-03-28,17828240000
2024-04-01,17737120000
2024-04-02,17537200000
2024-04-03,17545360000
2024-04-04,17504560000
2024-04-05,17497760000
2024-04-08,17576640000
2024-04-09,17285600000
2024-04-10,17165920000
2024-04-11,17223040000
2024-04-12,17099280000
2024-04-15,16983680000
2024-04-16,16951040000
2024-04-17,16912960000
2024-04-18,16831360000
2024-04-19,16987760000
2024-04-22,17140080000
2024-04-23,17500480000
2024-04-24,17530400000
2024-04-25,17663680000
2024-04-26,17728960000
2024-04-29,17900320000
2024-04-30,19069920000
2024-05-01,19337840000
2024-05-02,19401760000
2024-05-03,19267120000
2024-05-06,19396320000
2024-05-07,19427600000
2024-05-08,19788000000
2024-05-09,19968880000
2024-05-10,20057280000
2024-05-13,19868240000
2024-05-14,19937600000
2024-05-15,20026000000
2024-05-16,20068160000
2024-05-17,20219120000
2024-05-20,20323840000
2024-05-21,20438080000
2024-05-22,20389120000
2024-05-23,20368720000
2024-05-24,20556400000
2024-05-28,20070880000
2024-05-29,19817920000
2024-05-30,19758080000
2024-05-31,19998800000
2024-06-03,19790720000
2024-06-04,19654720000
2024-06-05,19811120000
2024-06-06,19616640000
2024-06-07,19699600000
2024-06-10,19681920000
2024-06-11,19554080000
2024-06-12,19662880000
2024-06-13,19604400000
2024-06-14,19543200000
2024-06-17,19564960000
2024-06-18,19566320000
2024-06-20,19857360000
2024-06-21,19933520000
2024-06-24,20204160000
2024-06-25,20167440000
2024-06-26,19909040000
2024-06-27,20016480000
2024-06-28,19839680000
2024-07-01,19796160000
2024-07-02,19836960000
2024-07-03,19943040000
2024-07-05,19789360000
2024-07-08,19796160000
2024-07-09,19726800000
2024-07-10,20242240000
2024-07-11,20257200000
2024-07-12,20389120000
2024-07-15,20258560000
2024-07-16,20646160000
2024-07-17,20432640000
2024-07-18,20508800000
2024-07-19,20391840000
2024-07-22,20808000000
2024-07-23,21071840000
2024-07-24,20413600000
2024-07-25,20674720000
2024-07-26,20227050000
2024-07-29,20650950000
2024-07-30,19707300000
2024-07-31,19494000000
2024-08-01,19541250000
2024-08-02,19627650000
2024-08-05,19259100000
2024-08-06,19344150000
2024-08-07,19329300000
2024-08-08,19491300000
2024-08-09,19468350000
