,MKC
2013-11-26,9064254000
2013-11-27,9098340000
2013-11-29,9045900000
2013-12-02,9035412000
2013-12-03,9024924000
2013-12-04,8993460000
2013-12-05,8917422000
2013-12-06,9095718000
2013-12-09,9161268000
2013-12-10,8982972000
2013-12-11,9038034000
2013-12-12,8917422000
2013-12-13,8870226000
2013-12-16,8875470000
2013-12-17,8846628000
2013-12-18,8922666000
2013-12-19,8967240000
2013-12-20,8996082000
2013-12-23,8964618000
2013-12-24,9003948000
2013-12-26,9040656000
2013-12-27,9014436000
2013-12-30,9064254000
2013-12-31,9035412000
2014-01-02,8959374000
2014-01-03,8988216000
2014-01-06,8951508000
2014-01-07,9030168000
2014-01-08,8933154000
2014-01-09,9030168000
2014-01-10,9106206000
2014-01-13,9077364000
2014-01-14,9171756000
2014-01-15,9145536000
2014-01-16,9121938000
2014-01-17,9040656000
2014-01-21,9169134000
2014-01-22,9179622000
2014-01-23,9103584000
2014-01-24,9043278000
2014-01-27,9064254000
2014-01-28,9127182000
2014-01-29,8560830000
2014-01-30,8487413999
2014-01-31,8413998000
2014-02-03,8264544000
2014-02-04,8327472000
2014-02-05,8316984000
2014-02-06,8269788000
2014-02-07,8264544000
2014-02-10,8379912000
2014-02-11,8469059999
2014-02-12,8429730000
2014-02-13,8518878000
2014-02-14,8587050000
2014-02-18,8670954000
2014-02-19,8581805999
2014-02-20,8670954000
2014-02-21,8649978000
2014-02-24,8686686000
2014-02-25,8678820000
2014-02-26,8602782000
2014-02-27,8644734000
2014-02-28,8645280000
2014-03-03,8608824000
2014-03-04,8726004000
2014-03-05,8702568000
2014-03-06,8697360000
2014-03-07,8720796000
2014-03-10,8718192000
2014-03-11,8749440000
2014-03-12,8843184000
2014-03-13,8791104000
2014-03-14,8809332000
2014-03-17,8850996000
2014-03-18,8874432000
2014-03-19,8806728000
2014-03-20,8793708000
2014-03-21,8793708000
2014-03-24,8791104000
2014-03-25,9270240000
2014-03-26,9257220000
2014-03-27,9215556000
2014-03-28,9285864000
2014-03-31,9340548000
2014-04-01,9324924000
2014-04-02,9283260000
2014-04-03,9252012000
2014-04-04,9153060000
2014-04-07,9121812000
2014-04-08,9275448000
2014-04-09,9236388000
2014-04-10,9186912000
2014-04-11,9114000000
2014-04-14,9171288000
2014-04-15,9140040000
2014-04-16,9262428000
2014-04-17,9241596000
2014-04-21,9233784000
2014-04-22,9330132000
2014-04-23,9319716000
2014-04-24,9283260000
2014-04-25,9265032000
2014-04-28,9366588000
2014-04-29,9301488000
2014-04-30,9270240000
2014-05-01,9272844000
2014-05-02,9322320000
2014-05-05,9285864000
2014-05-06,9194724000
2014-05-07,9356172000
2014-05-08,9244200000
2014-05-09,9265032000
2014-05-12,9296280000
2014-05-13,9288468000
2014-05-14,9212952000
2014-05-15,9176496000
2014-05-16,9215556000
2014-05-19,9212952000
2014-05-20,9145248000
2014-05-21,9205140000
2014-05-22,9205140000
2014-05-23,9210348000
2014-05-27,9340548000
2014-05-28,9280656000
2014-05-29,9390024000
2014-05-30,9416064000
2014-06-02,9323424000
2014-06-03,9385632000
2014-06-04,9473760000
2014-06-05,9450432000
2014-06-06,9463392000
2014-06-09,9468576000
2014-06-10,9403776000
2014-06-11,9357120000
2014-06-12,9310464000
2014-06-13,9292320000
2014-06-16,9261216000
2014-06-17,9284544000
2014-06-18,9411552000
2014-06-19,9393408000
2014-06-20,9396000000
2014-06-23,9240480000
2014-06-24,9240480000
2014-06-25,9224928000
2014-06-26,9108288000
2014-06-27,9274176000
2014-06-30,9279360000
2014-07-01,9287136000
2014-07-02,9191232000
2014-07-03,9206784000
2014-07-07,9222336000
2014-07-08,9186048000
2014-07-09,9141984000
2014-07-10,9129024000
2014-07-11,9144576000
2014-07-14,9126432000
2014-07-15,9061632000
2014-07-16,9066816000
2014-07-17,8986464000
2014-07-18,9110880000
2014-07-21,9108288000
2014-07-22,9077184000
2014-07-23,8994240000
2014-07-24,8991648000
2014-07-25,8970912000
2014-07-28,8911296000
2014-07-29,8825760000
2014-07-30,8732448000
2014-07-31,8525088000
2014-08-01,8602848000
2014-08-04,8644320000
2014-08-05,8605440000
2014-08-06,8737632000
2014-08-07,8685792000
2014-08-08,8792064000
2014-08-11,8862048000
2014-08-12,8862048000
2014-08-13,8854272000
2014-08-14,8911296000
2014-08-15,8885376000
2014-08-18,8950176000
2014-08-19,8991648000
2014-08-20,8991648000
2014-08-21,9048672000
2014-08-22,8950176000
2014-08-25,8999424000
2014-08-26,9038304000
2014-08-27,9017568000
2014-08-28,9004608000
2014-08-29,9033120000
2014-09-02,8956752000
2014-09-03,8946448000
2014-09-04,8907808000
2014-09-05,8956752000
2014-09-08,8905232000
2014-09-09,8843408000
2014-09-10,8882048000
2014-09-11,8879472000
2014-09-12,8791888000
2014-09-15,8807344000
2014-09-16,8848560000
2014-09-17,8755824000
2014-09-18,8820224000
2014-09-19,8791888000
2014-09-22,8655360000
2014-09-23,8567775999
2014-09-24,8634752000
2014-09-25,8516256000
2014-09-26,8552320000
2014-09-29,8601264000
2014-09-30,8616720000
2014-10-01,8451856000
2014-10-02,8694000000
2014-10-03,8825376000
2014-10-06,8781584000
2014-10-07,8675968000
2014-10-08,8794464000
2014-10-09,8722336000
2014-10-10,8709456000
2014-10-13,8650208000
2014-10-14,8691424000
2014-10-15,8560047999
2014-10-16,8521408000
2014-10-17,8642480000
2014-10-20,8750672000
2014-10-21,8771280000
2014-10-22,8794464000
2014-10-23,8789312000
2014-10-24,8889776000
2014-10-27,8907808000
2014-10-28,8987664000
2014-10-29,8928416000
2014-10-30,8997968000
2014-10-31,9108736000
2014-11-03,9162832000
2014-11-04,9224656000
2014-11-05,9350880000
2014-11-06,9386944000
2014-11-07,9371488000
2014-11-10,9407552000
2014-11-11,9430736000
2014-11-12,9433312000
2014-11-13,9435888000
2014-11-14,9343152000
2014-11-17,9340576000
2014-11-18,9338000000
2014-11-19,9376640000
2014-11-20,9317392000
2014-11-21,9338000000
2014-11-24,9350880000
2014-11-25,9384368000
2014-11-26,9381792000
2014-11-28,9574992000
2014-12-01,9476544000
2014-12-02,9473980000
2014-12-03,9402188000
2014-12-04,9363728000
2014-12-05,9402188000
2014-12-08,9391932000
2014-12-09,9389368000
2014-12-10,9291936000
2014-12-11,9394496000
2014-12-12,9291936000
2014-12-15,9209888000
2014-12-16,9215016000
2014-12-17,9356036000
2014-12-18,9522696000
2014-12-19,9781660000
2014-12-22,9814992000
2014-12-23,9843196000
2014-12-24,9825248000
2014-12-26,9814992000
2014-12-29,9735508000
2014-12-30,9722688000
2014-12-31,9525260000
2015-01-02,9481672000
2015-01-05,9320140000
2015-01-06,9279116000
2015-01-07,9525260000
2015-01-08,9681664000
2015-01-09,9568848000
2015-01-12,9443212000
2015-01-13,9466288000
2015-01-14,9468852000
2015-01-15,9476544000
2015-01-16,9532952000
2015-01-20,9702176000
2015-01-21,9612436000
2015-01-22,9638076000
2015-01-23,9509876000
2015-01-26,9527824000
2015-01-27,9348344000
2015-01-28,9212452000
2015-01-29,9307320000
2015-01-30,9153480000
2015-02-02,9309884000
2015-02-03,9412444000
2015-02-04,9448340000
2015-02-05,9476544000
2015-02-06,9530388000
2015-02-09,9458596000
2015-02-10,9527824000
2015-02-11,9484236000
2015-02-12,9527824000
2015-02-13,9568848000
2015-02-17,9558592000
2015-02-18,9714996000
2015-02-19,9653460000
2015-02-20,9722688000
2015-02-23,9663716000
2015-02-24,9668844000
2015-02-25,9673972000
2015-02-26,9663716000
2015-02-27,9663716000
2015-03-02,9643660000
2015-03-03,9625754000
2015-03-04,9572036000
2015-03-05,9559246000
2015-03-06,9395534000
2015-03-09,9444136000
2015-03-10,9275308000
2015-03-11,9231822000
2015-03-12,9329026000
2015-03-13,9206242000
2015-03-16,9288098000
2015-03-17,9211358000
2015-03-18,9270192000
2015-03-19,9259960000
2015-03-20,9321352000
2015-03-23,9362280000
2015-03-24,9607848000
2015-03-25,9717842000
2015-03-26,9827836000
2015-03-27,9891786000
2015-03-30,9978758000
2015-03-31,9863648000
2015-04-01,9756212000
2015-04-02,9830394000
2015-04-06,10012012000
2015-04-07,9960852000
2015-04-08,9963410000
2015-04-09,9960852000
2015-04-10,9945504000
2015-04-13,9917366000
2015-04-14,9950620000
2015-04-15,9919924000
2015-04-16,9909692000
2015-04-17,9781792000
2015-04-20,9807372000
2015-04-21,9745980000
2015-04-22,9835510000
2015-04-23,9748538000
2015-04-24,9699936000
2015-04-27,9687146000
2015-04-28,9717842000
2015-04-29,9651334000
2015-04-30,9630870000
2015-05-01,9740864000
2015-05-04,9789466000
2015-05-05,9697378000
2015-05-06,9692262000
2015-05-07,9797140000
2015-05-08,9858532000
2015-05-11,9838068000
2015-05-12,9909692000
2015-05-13,9873880000
2015-05-14,10098984000
2015-05-15,10147586000
2015-05-18,10104100000
2015-05-19,10183398000
2015-05-20,10129680000
2015-05-21,10152702000
2015-05-22,10075962000
2015-05-26,10022244000
2015-05-27,10083636000
2015-05-28,10088752000
2015-05-29,10040150000
2015-06-01,10024960000
2015-06-02,9986560000
2015-06-03,9984000000
2015-06-04,9881600000
2015-06-05,9820160000
2015-06-08,9817600000
2015-06-09,9797120000
2015-06-10,9871360000
2015-06-11,9873920000
2015-06-12,9853440000
2015-06-15,9832960000
2015-06-16,10009600000
2015-06-17,10019840000
2015-06-18,10127360000
2015-06-19,10142720000
2015-06-22,10265600000
2015-06-23,10273280000
2015-06-24,10421760000
2015-06-25,10439680000
2015-06-26,10426880000
2015-06-29,10260480000
2015-06-30,10362880000
2015-07-01,10183680000
2015-07-02,10234880000
2015-07-06,10163200000
2015-07-07,10314240000
2015-07-08,10193920000
2015-07-09,10163200000
2015-07-10,10240000000
2015-07-13,10316800000
2015-07-14,10332160000
2015-07-15,10245120000
2015-07-16,10316800000
2015-07-17,10242560000
2015-07-20,10242560000
2015-07-21,10263040000
2015-07-22,10298880000
2015-07-23,10252800000
2015-07-24,10227200000
2015-07-27,10216960000
2015-07-28,10385920000
2015-07-29,10419200000
2015-07-30,10498560000
2015-07-31,10498560000
2015-08-03,10501120000
2015-08-04,10575360000
2015-08-05,10693120000
2015-08-06,10680320000
2015-08-07,10698240000
2015-08-10,10839040000
2015-08-11,10831360000
2015-08-12,10839040000
2015-08-13,10818560000
2015-08-14,10905600000
2015-08-17,10880000000
2015-08-18,10849280000
2015-08-19,10690560000
2015-08-20,10496000000
2015-08-21,10232320000
2015-08-24,9896960000
2015-08-25,9730560000
2015-08-26,9996800000
2015-08-27,10119680000
2015-08-28,10229760000
2015-08-31,10131984000
2015-09-01,9919836000
2015-09-02,10119204000
2015-09-03,10234224000
2015-09-04,10068084000
2015-09-08,10339020000
2015-09-09,10208664000
2015-09-10,10231668000
2015-09-11,10331352000
2015-09-14,10364580000
2015-09-15,10456596000
2015-09-16,10632960000
2015-09-17,10635516000
2015-09-18,10561392000
2015-09-21,10630404000
2015-09-22,10540944000
2015-09-23,10551168000
2015-09-24,10627848000
2015-09-25,10663632000
2015-09-28,10415700000
2015-09-29,10377360000
2015-09-30,10502604000
2015-10-01,10055304000
2015-10-02,10175436000
2015-10-05,10438704000
2015-10-06,10408032000
2015-10-07,10456596000
2015-10-08,10576728000
2015-10-09,10609956000
2015-10-12,10653408000
2015-10-13,10551168000
2015-10-14,10448928000
2015-10-15,10456596000
2015-10-16,10566504000
2015-10-19,10558836000
2015-10-20,10525608000
2015-10-21,10599732000
2015-10-22,10934568000
2015-10-23,10886004000
2015-10-26,10891116000
2015-10-27,10783764000
2015-10-28,10773540000
2015-10-29,10816992000
2015-10-30,10732644000
2015-11-02,10806768000
2015-11-03,10860444000
2015-11-04,10870668000
2015-11-05,10972908000
2015-11-06,10753092000
2015-11-09,10678968000
2015-11-10,10709640000
2015-11-11,10765872000
2015-11-12,10525608000
2015-11-13,10451484000
2015-11-16,10645740000
2015-11-17,10571616000
2015-11-18,10824660000
2015-11-19,10827216000
2015-11-20,10758204000
2015-11-23,10880892000
2015-11-24,10898784000
2015-11-25,10955016000
2015-11-27,10995912000
2015-11-30,10920432000
2015-12-01,11022112000
2015-12-02,10869592000
2015-12-03,10745034000
2015-12-04,10989066000
2015-12-07,11108540000
2015-12-08,10999234000
2015-12-09,10953478000
2015-12-10,10826378000
2015-12-11,10658606000
2015-12-14,10752660000
2015-12-15,10770454000
2015-12-16,10983982000
2015-12-17,10778080000
2015-12-18,10635728000
2015-12-21,10757744000
2015-12-22,10872134000
2015-12-23,11039906000
2015-12-24,11019570000
2015-12-28,11083120000
2015-12-29,11090746000
2015-12-30,11006860000
2015-12-31,10874676000
2016-01-04,10711988000
2016-01-05,10729782000
2016-01-06,10711988000
2016-01-07,10638270000
2016-01-08,10630644000
2016-01-11,10689110000
2016-01-12,10869592000
2016-01-13,10788248000
2016-01-14,10808584000
2016-01-15,10640812000
2016-01-19,10330688000
2016-01-20,10206130000
2016-01-21,10140038000
2016-01-22,10384070000
2016-01-25,10287474000
2016-01-26,10521338000
2016-01-27,10447620000
2016-01-28,10856882000
2016-01-29,11182258000
2016-02-01,11207678000
2016-02-02,11146670000
2016-02-03,11055158000
2016-02-04,10910264000
2016-02-05,10917890000
2016-02-08,11169548000
2016-02-09,11215304000
2016-02-10,11502550000
2016-02-11,11482214000
2016-02-12,11398328000
2016-02-16,11487298000
2016-02-17,11599146000
2016-02-18,11558474000
2016-02-19,11695742000
2016-02-22,11634734000
2016-02-23,11805048000
2016-02-24,11807590000
2016-02-25,11960110000
2016-02-26,11888934000
2016-02-29,11834694000
2016-03-01,11849922000
2016-03-02,11867688000
2016-03-03,11898144000
2016-03-04,11920986000
2016-03-07,11837232000
2016-03-08,11877840000
2016-03-09,11913372000
2016-03-10,11885454000
2016-03-11,11959056000
2016-03-14,11969208000
2016-03-15,11900682000
2016-03-16,12025044000
2016-03-17,12149406000
2016-03-18,11984436000
2016-03-21,11946366000
2016-03-22,11931138000
2016-03-23,12162096000
2016-03-24,12225546000
2016-03-28,12354984000
2016-03-29,12639240000
2016-03-30,12659544000
2016-03-31,12624012000
2016-04-01,12758526000
2016-04-04,12781368000
2016-04-05,12575790000
2016-04-06,12641778000
2016-04-07,12616398000
2016-04-08,12695076000
2016-04-11,12504726000
2016-04-12,12550410000
2016-04-13,12273768000
2016-04-14,12035196000
2016-04-15,12063114000
2016-04-18,12065652000
2016-04-19,12055500000
2016-04-20,11895606000
2016-04-21,11598660000
2016-04-22,11644344000
2016-04-25,11839770000
2016-04-26,11809314000
2016-04-27,11801700000
2016-04-28,11849922000
2016-04-29,11900682000
2016-05-02,11969208000
2016-05-03,11877840000
2016-05-04,12019968000
2016-05-05,12030120000
2016-05-06,12118950000
2016-05-09,12309300000
2016-05-10,12433662000
2016-05-11,12375288000
2016-05-12,12545334000
2016-05-13,12479346000
2016-05-16,12537720000
2016-05-17,12230622000
2016-05-18,12088494000
2016-05-19,12192552000
2016-05-20,12126564000
2016-05-23,12146868000
2016-05-24,12273768000
2016-05-25,12273768000
2016-05-26,12375288000
2016-05-27,12408282000
2016-05-31,12270912000
2016-06-01,12293664000
2016-06-02,12283552000
2016-06-03,12447872000
2016-06-06,12326528000
2016-06-07,12372032000
2016-06-08,12488320000
2016-06-09,12652640000
2016-06-10,12617248000
2016-06-13,12508544000
2016-06-14,12561632000
2016-06-15,12602080000
2016-06-16,12700672000
2016-06-17,12647584000
2016-06-20,12662752000
2016-06-21,12746176000
2016-06-22,12662752000
2016-06-23,12943360000
2016-06-24,12839712000
2016-06-27,12849824000
2016-06-28,12895328000
2016-06-29,12983808000
2016-06-30,13484352000
2016-07-01,13383232000
2016-07-05,13534912000
2016-07-06,13484352000
2016-07-07,13388288000
2016-07-08,13519744000
2016-07-11,13390816000
2016-07-12,13241664000
2016-07-13,13304864000
2016-07-14,13254304000
2016-07-15,13274528000
2016-07-18,13259360000
2016-07-19,13274528000
2016-07-20,13150656000
2016-07-21,13122848000
2016-07-22,13178464000
2016-07-25,13191104000
2016-07-26,13079872000
2016-07-27,12839712000
2016-07-28,12887744000
2016-07-29,12925664000
2016-08-01,12915552000
2016-08-02,12819488000
2016-08-03,12672864000
2016-08-04,12720896000
2016-08-05,12680448000
2016-08-08,12731008000
2016-08-09,12753760000
2016-08-10,12832128000
2016-08-11,12842240000
2016-08-12,12864992000
2016-08-15,12791680000
2016-08-16,12685504000
2016-08-17,12781568000
2016-08-18,12824544000
2016-08-19,12875104000
2016-08-22,12961056000
2016-08-23,12945888000
2016-08-24,12847296000
2016-08-25,12847296000
2016-08-26,12804320000
2016-08-29,12918080000
2016-08-30,12814432000
2016-08-31,12826568000
2016-09-01,12725928000
2016-09-02,12813988000
2016-09-06,12829084000
2016-09-07,12655480000
2016-09-08,12529680000
2016-09-09,12099444000
2016-09-12,12333432000
2016-09-13,12247888000
2016-09-14,12190020000
2016-09-15,12335948000
2016-09-16,12059188000
2016-09-19,12124604000
2016-09-20,12106992000
2016-09-21,12137184000
2016-09-22,12227760000
2016-09-23,12167376000
2016-09-26,12159828000
2016-09-27,12273048000
2016-09-28,12300724000
2016-09-29,12252920000
2016-09-30,12569936000
2016-10-03,12195052000
2016-10-04,12137184000
2016-10-05,12056672000
2016-10-06,11981192000
2016-10-07,12021448000
2016-10-10,11991256000
2016-10-11,11845328000
2016-10-12,11878036000
2016-10-13,11903196000
2016-10-14,11880552000
2016-10-17,11867972000
2016-10-18,11933388000
2016-10-19,11852876000
2016-10-20,11782428000
2016-10-21,11767332000
2016-10-24,11810104000
2016-10-25,12066736000
2016-10-26,12006352000
2016-10-27,11893132000
2016-10-28,12001320000
2016-10-31,12061704000
2016-11-01,11928356000
2016-11-02,11925840000
2016-11-03,11933388000
2016-11-04,11744688000
2016-11-07,11855392000
2016-11-08,12049124000
2016-11-09,11895648000
2016-11-10,11520764000
2016-11-11,11513216000
2016-11-14,11563536000
2016-11-15,11581148000
2016-11-16,11558504000
2016-11-17,11498120000
2016-11-18,11472960000
2016-11-21,11558504000
2016-11-22,11679272000
2016-11-23,11457864000
2016-11-25,11611340000
2016-11-28,11621404000
2016-11-29,11717012000
2016-11-30,11409120000
2016-12-01,11106378000
2016-12-02,11141406000
2016-12-05,11208960000
2016-12-06,11306538000
2016-12-07,11499192000
2016-12-08,11436642000
2016-12-09,11564244000
2016-12-12,11681838000
2016-12-13,11721870000
2016-12-14,11521710000
2016-12-15,11554236000
2016-12-16,11564244000
2016-12-19,11589264000
2016-12-20,11606778000
2016-12-21,11661822000
2016-12-22,11616786000
2016-12-23,11641806000
2016-12-27,11641806000
2016-12-28,11609280000
2016-12-29,11719368000
2016-12-30,11676834000
2017-01-03,11709360000
2017-01-04,11674332000
2017-01-05,11446650000
2017-01-06,11434140000
2017-01-09,11276514000
2017-01-10,11233980000
2017-01-11,11289024000
2017-01-12,11346570000
2017-01-13,11431638000
2017-01-17,11594268000
2017-01-18,11641806000
2017-01-19,11636802000
2017-01-20,11674332000
2017-01-23,11656818000
2017-01-24,11766906000
2017-01-25,11984580000
2017-01-26,11959560000
2017-01-27,11994588000
2017-01-30,11944548000
2017-01-31,11954556000
2017-02-01,11829456000
2017-02-02,11894508000
2017-02-03,11992086000
2017-02-06,11824452000
2017-02-07,11954556000
2017-02-08,12072150000
2017-02-09,12142206000
2017-02-10,12167226000
2017-02-13,12169728000
2017-02-14,12117186000
2017-02-15,12139704000
2017-02-16,12064644000
2017-02-17,12209760000
2017-02-21,12324852000
2017-02-22,12262302000
2017-02-23,12374892000
2017-02-24,12427434000
2017-02-27,12197250000
2017-02-28,12272974000
2017-03-01,12352782000
2017-03-02,12390192000
2017-03-03,12400168000
2017-03-06,12375228000
2017-03-07,12345300000
2017-03-08,12340312000
2017-03-09,12470000000
2017-03-10,12509904000
2017-03-13,12517386000
2017-03-14,12552302000
2017-03-15,12704436000
2017-03-16,12654556000
2017-03-17,12719400000
2017-03-20,12721894000
2017-03-21,12679496000
2017-03-22,12639592000
2017-03-23,12622134000
2017-03-24,12597194000
2017-03-27,12639592000
2017-03-28,12275468000
2017-03-29,12228082000
2017-03-30,12163238000
2017-03-31,12165732000
2017-04-03,12240552000
2017-04-04,12272974000
2017-04-05,12549808000
2017-04-06,12479976000
2017-04-07,12420120000
2017-04-10,12442566000
2017-04-11,12430096000
2017-04-12,12450048000
2017-04-13,12370240000
2017-04-17,12484964000
2017-04-18,12557290000
2017-04-19,12534844000
2017-04-20,12524868000
2017-04-21,12519880000
2017-04-24,12604676000
2017-04-25,12554796000
2017-04-26,12435084000
2017-04-27,12472494000
2017-04-28,12457530000
2017-05-01,12370240000
2017-05-02,12390192000
2017-05-03,12392686000
2017-05-04,12512398000
2017-05-05,12489952000
2017-05-08,12522374000
2017-05-09,12435084000
2017-05-10,12467506000
2017-05-11,12474988000
2017-05-12,12395180000
2017-05-15,12509904000
2017-05-16,12407650000
2017-05-17,12514892000
2017-05-18,12484964000
2017-05-19,12594700000
2017-05-22,12754316000
2017-05-23,12786738000
2017-05-24,12908944000
2017-05-25,12991246000
2017-05-26,13028656000
2017-05-30,12933884000
2017-05-31,13155408000
2017-06-01,13322124000
2017-06-02,13314546000
2017-06-05,13312020000
2017-06-06,13296864000
2017-06-07,13377696000
2017-06-08,13200876000
2017-06-09,13185720000
2017-06-12,13203402000
2017-06-13,13258974000
2017-06-14,13314546000
2017-06-15,13329702000
2017-06-16,12862392000
2017-06-19,12902808000
2017-06-20,12768930000
2017-06-21,12632526000
2017-06-22,12594636000
2017-06-23,12660312000
2017-06-26,12683046000
2017-06-27,12445602000
2017-06-28,12498648000
2017-06-29,12043968000
2017-06-30,12316776000
2017-07-03,12288990000
2017-07-05,12220788000
2017-07-06,12091962000
2017-07-07,12094488000
2017-07-10,11995974000
2017-07-11,12157638000
2017-07-12,12276360000
2017-07-13,12243522000
2017-07-14,12336984000
2017-07-17,12286464000
2017-07-18,12268782000
2017-07-19,11629704000
2017-07-20,11680224000
2017-07-21,11831784000
2017-07-24,11867148000
2017-07-25,11975766000
2017-07-26,11960610000
2017-07-27,12031338000
2017-07-28,12064176000
2017-07-31,12036390000
2017-08-01,12031338000
2017-08-02,12079332000
2017-08-03,12021234000
2017-08-04,11937876000
2017-08-07,12006078000
2017-08-08,11748426000
2017-08-09,12094488000
2017-08-10,12023760000
2017-08-11,12256152000
2017-08-14,12382452000
2017-08-15,12220788000
2017-08-16,12374874000
2017-08-17,12205632000
2017-08-18,12137430000
2017-08-21,12155112000
2017-08-22,12288990000
2017-08-23,12258678000
2017-08-24,11970714000
2017-08-25,11988396000
2017-08-28,11955558000
2017-08-29,12043968000
2017-08-30,12071754000
2017-08-31,12472854000
2017-09-01,12603954000
2017-09-05,12622308000
2017-09-06,12787494000
2017-09-07,12669504000
2017-09-08,12795360000
2017-09-11,12853044000
2017-09-12,12936948000
2017-09-13,12894996000
2017-09-14,12910728000
2017-09-15,12971034000
2017-09-18,12971034000
2017-09-19,12934326000
2017-09-20,12811092000
2017-09-21,12698346000
2017-09-22,12593466000
2017-09-25,12687858000
2017-09-26,12753408000
2017-09-27,12645906000
2017-09-28,13327626000
2017-09-29,13456104000
2017-10-02,13081158000
2017-10-03,12858288000
2017-10-04,13081158000
2017-10-05,12889752000
2017-10-06,12871398000
2017-10-09,12695724000
2017-10-10,12777006000
2017-10-11,12887130000
2017-10-12,12981522000
2017-10-13,12915972000
2017-10-16,12997254000
2017-10-17,13002498000
2017-10-18,12997254000
2017-10-19,13028718000
2017-10-20,13012986000
2017-10-23,13007742000
2017-10-24,12999876000
2017-10-25,12963168000
2017-10-26,12984144000
2017-10-27,13026096000
2017-10-30,12845178000
2017-10-31,13049694000
2017-11-01,13091646000
2017-11-02,12855666000
2017-11-03,12703590000
2017-11-06,12323400000
2017-11-07,12478098000
2017-11-08,12643284000
2017-11-09,12522672000
2017-11-10,12706212000
2017-11-13,12711456000
2017-11-14,12923838000
2017-11-15,12651150000
2017-11-16,13052316000
2017-11-17,13023474000
2017-11-20,13120488000
2017-11-21,13117866000
2017-11-22,12981522000
2017-11-24,12997254000
2017-11-27,13125732000
2017-11-28,13217502000
2017-11-29,13387932000
2017-11-30,13406016000
2017-12-01,13495232000
2017-12-04,13707776000
2017-12-05,13508352000
2017-12-06,13513600000
2017-12-07,13400768000
2017-12-08,13272192000
2017-12-11,13188224000
2017-12-12,13261696000
2017-12-13,13245952000
2017-12-14,13151488000
2017-12-15,13308928000
2017-12-18,13343040000
2017-12-19,13327296000
2017-12-20,13303680000
2017-12-21,13272192000
2017-12-22,13371904000
2017-12-26,13385024000
2017-12-27,13400768000
2017-12-28,13413888000
2017-12-29,13371904000
2018-01-02,13282688000
2018-01-03,13314176000
2018-01-04,13398144000
2018-01-05,13529344000
2018-01-08,13542464000
2018-01-09,13529344000
2018-01-10,13327296000
2018-01-11,13251200000
2018-01-12,13253824000
2018-01-16,13290560000
2018-01-17,13468992000
2018-01-18,13503104000
2018-01-19,13015040000
2018-01-22,13007168000
2018-01-23,12975680000
2018-01-24,13133120000
2018-01-25,13789120000
2018-01-26,14098752000
2018-01-29,14140736000
2018-01-30,14166976000
2018-01-31,14271936000
2018-02-01,14106624000
2018-02-02,13587072000
2018-02-05,13322048000
2018-02-06,13442752000
2018-02-07,13468992000
2018-02-08,13298432000
2018-02-09,13361408000
2018-02-12,13421760000
2018-02-13,13476864000
2018-02-14,13613312000
2018-02-15,13752384000
2018-02-16,13841600000
2018-02-20,13723520000
2018-02-21,13652672000
2018-02-22,13783872000
2018-02-23,13936064000
2018-02-26,14093504000
2018-02-27,13985920000
2018-02-28,14030892000
2018-03-01,14025636000
2018-03-02,14230620000
2018-03-05,14419836000
2018-03-06,14461884000
2018-03-07,14348880000
2018-03-08,14404068000
2018-03-09,14524956000
2018-03-12,14545980000
2018-03-13,14551236000
2018-03-14,14527584000
2018-03-15,14319972000
2018-03-16,14167548000
2018-03-19,14175432000
2018-03-20,14159664000
2018-03-21,14065056000
2018-03-22,14001984000
2018-03-23,13891608000
2018-03-26,14057172000
2018-03-27,14107104000
2018-03-28,13923144000
2018-03-29,13980960000
2018-04-02,13644576000
2018-04-03,13670856000
2018-04-04,13802256000
2018-04-05,13836420000
2018-04-06,13691880000
2018-04-09,13852188000
2018-04-10,13891608000
2018-04-11,14007240000
2018-04-12,13807512000
2018-04-13,13902120000
2018-04-16,14093964000
2018-04-17,14251644000
2018-04-18,14209596000
2018-04-19,13988844000
2018-04-20,13565736000
2018-04-23,13636692000
2018-04-24,13620924000
2018-04-25,13823280000
2018-04-26,14041404000
2018-04-27,14020380000
2018-04-30,13852188000
2018-05-01,13757580000
2018-05-02,13352868000
2018-05-03,13276656000
2018-05-04,13560480000
2018-05-07,13673484000
2018-05-08,13718160000
2018-05-09,13844304000
2018-05-10,14112360000
2018-05-11,14062428000
2018-05-14,14051916000
2018-05-15,13925772000
2018-05-16,14009868000
2018-05-17,13818024000
2018-05-18,13528944000
2018-05-21,13523688000
2018-05-22,13444848000
2018-05-23,13534200000
2018-05-24,13560480000
2018-05-25,13592016000
2018-05-29,13528944000
2018-05-30,13668228000
2018-05-31,13291600000
2018-06-01,13228432000
2018-06-04,13323184000
2018-06-05,13270544000
2018-06-06,13317920000
2018-06-07,13299496000
2018-06-08,13617968000
2018-06-11,13841688000
2018-06-12,13841688000
2018-06-13,13781152000
2018-06-14,13931176000
2018-06-15,14002240000
2018-06-18,13891696000
2018-06-19,13918016000
2018-06-20,13925912000
2018-06-21,13828528000
2018-06-22,13962760000
2018-06-25,14062776000
2018-06-26,14020664000
2018-06-27,13941704000
2018-06-28,15112944000
2018-06-29,15278760000
2018-07-02,15223488000
2018-07-03,15176112000
2018-07-05,15544592000
2018-07-06,15710408000
2018-07-09,15749888000
2018-07-10,15518272000
2018-07-11,15570912000
2018-07-12,15534064000
2018-07-13,15678824000
2018-07-16,15591968000
